1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 272171.8),(2 851994.7),(3 1557656.6),(4 2310562.8),(5 3142947.3),(6 4133245),(7 5272732),(8 6655798.5),(9 8190741.5),(10 9782965),(11 11278277),(12 12800632),(13 14424717),(14 16117165),(15 17801178),(16 19631762),(17 21568712),(18 24320394),(19 26561064),(20 28983006),(21 31435438),(22 34082300),(23 36754900),(24 40375508),(25 43316628),(26 46425084),(27 49546830),(28 52832364),(29 57241310),(30 60970820),(31 64535250),(32 68239290),(33 73276320),(34 77103510),(35 81068220),(36 86176200),(37 90574150),(38 95273704),(39 100202824),(40 105487770),(41 111621030),(42 119632090),(43 126290090),(44 132729064),(45 138350960),(46 144084530),(47 149616560),(48 155753230),(49 161901810),(50 168783490),(51 176843900),(52 185165380),(53 191039660),(54 196270060),(55 201069390),(56 205293890),(57 208645820),(58 211752830),(59 213984210),(60 216682690),(61 218104140),(62 218561280),(63 217904140),(64 215659730),(65 212466800),(66 208504880),(67 203946610),(68 199087170),(69 193330350),(70 187435400),(71 180742260),(72 173784300),(73 166369600),(74 159371140),(75 153049280),(76 147437870),(77 142499920),(78 137392060),(79 132574210),
(1 7814.493),(2 14987.584),(3 19152.7),(4 20093.795),(5 20601.197),(6 21588.494),(7 22850.094),(8 23901.041),(9 24619.836),(10 24110.418),(11 24021.734),(12 24132.027),(13 24328.85),(14 24514.82),(15 24942.385),(16 25461.219),(17 25402.941),(18 24853.715),(19 25046.434),(20 25745.168),(21 26052.502),(22 25869.32),(23 26157.295),(24 26219.732),(25 26883.584),(26 26496.479),(27 26778.875),(28 26073.908),(29 26357.924),(30 26185.752),(31 26938.82),(32 26443.332),(33 26501.15),(34 26374.115),(35 27079.36),(36 27348.217),(37 28139.299),(38 28219.105),(39 28088.055),(40 28896.318),(41 28642.586),(42 29754.13),(43 29379.15),(44 29630.104),(45 29395.662),(46 29976.732),(47 29690.049),(48 29802.475),(49 29703.16),(50 29995.398),(51 30029.197),(52 29979.385),(53 30024.328),(54 30100.588),(55 29622.28),(56 29729.271),(57 29631.86),(58 29703.672),(59 29738.62),(60 29557.293),(61 29528.773),(62 28738.205),(63 28782.229),(64 29402.02),(65 29638.818),(66 29536.414),(67 29511.756),(68 29209.766),(69 28951.67),(70 29266.22),(71 30112.916),(72 30389.18),(73 30020.018),(74 30746.555),(75 31547.658),(76 31978.938),(77 32764.896),(78 33104.92),(79 33639.24),
(1 7627.659),(2 14488.649),(3 18350.932),(4 19300.072),(5 20061.348),(6 21077.424),(7 21853.06),(8 22641.111),(9 23642.908),(10 23364.322),(11 23191.592),(12 23773.242),(13 24071.068),(14 24072.848),(15 24348.867),(16 24903.223),(17 24929.12),(18 24574.129),(19 24370.943),(20 24956.518),(21 25275.525),(22 25143.398),(23 25031.184),(24 25180.912),(25 25827.959),(26 25788.95),(27 26226.496),(28 25454.926),(29 25941.426),(30 25869.15),(31 26565.271),(32 26396.246),(33 26598.305),(34 26545.852),(35 26900.424),(36 27601.324),(37 27733.648),(38 28274.258),(39 28371.982),(40 28536.488),(41 29021.68),(42 29108.758),(43 29421.49),(44 29125.648),(45 29025.266),(46 29043.12),(47 28997.168),(48 29204.723),(49 29356.81),(50 29733.563),(51 29864.705),(52 29926.762),(53 30141.781),(54 29728.465),(55 29339.639),(56 29254.027),(57 29028.115),(58 29432.598),(59 29467.389),(60 29795.018),(61 29326.117),(62 28519.77),(63 28732.266),(64 29206.836),(65 29235.19),(66 29470.695),(67 29530.928),(68 28972.463),(69 28466.523),(70 29542.729),(71 30360.023),(72 30267.547),(73 30323.734),(74 30987.484),(75 31024.19),(76 31509.172),(77 32126.77),(78 32469.557),(79 32989.094),
(1 7704.5684),(2 14767.807),(3 18554.004),(4 20035.672),(5 21021.766),(6 21586.725),(7 22122.91),(8 22916.14),(9 23934.74),(10 23638.34),(11 23693.072),(12 24307.33),(13 24544.396),(14 24540.152),(15 24845.197),(16 25167.535),(17 25241.979),(18 24607.51),(19 24461.82),(20 24814.816),(21 24720.941),(22 24792.459),(23 24720.84),(24 25072.549),(25 25302.953),(26 25368.172),(27 25760.662),(28 25763.059),(29 25894.25),(30 26565.299),(31 26608.738),(32 27087.771),(33 26713.197),(34 26839.959),(35 26800.133),(36 27475.287),(37 28095.24),(38 28555.314),(39 29082.629),(40 29201.297),(41 29859.367),(42 29585.861),(43 29770.486),(44 29708.91),(45 29399.828),(46 29103.352),(47 29645.668),(48 29537.205),(49 29317.084),(50 29291.191),(51 29414.34),(52 29061.748),(53 29414.66),(54 29247.328),(55 29014.723),(56 29215.162),(57 29189.209),(58 29640.525),(59 29318.758),(60 29772.434),(61 29143.85),(62 28130.773),(63 28249.1),(64 28617.02),(65 29069.885),(66 29492.668),(67 30045.512),(68 29609.623),(69 29262.271),(70 29636.652),(71 30431.174),(72 29955.348),(73 30043.99),(74 30168.146),(75 30534.395),(76 30968.818),(77 31519.57),(78 32135.33),(79 32271.766),
(1 7521.5264),(2 14471.742),(3 18310.516),(4 19718.62),(5 20191.893),(6 20429.309),(7 20828.385),(8 21805.02),(9 22888.531),(10 22624.488),(11 22681.209),(12 23184.754),(13 23323.236),(14 23103.275),(15 23704.164),(16 23762.025),(17 23939.72),(18 23521.598),(19 23406.367),(20 23580.232),(21 23858.652),(22 24351.809),(23 24306.139),(24 24864.633),(25 24931.379),(26 25436.463),(27 25467.754),(28 25593.145),(29 25459.924),(30 26355.527),(31 26216.764),(32 27069.852),(33 26504.629),(34 26679.32),(35 26590.29),(36 27074.744),(37 27756.928),(38 27921.059),(39 28629.332),(40 28597.164),(41 28863.623),(42 28693.879),(43 28600.951),(44 28621.295),(45 28169.842),(46 28300.775),(47 28201.371),(48 28901.102),(49 28431.66),(50 28715.158),(51 29139.764),(52 29312.006),(53 29256.867),(54 28635.36),(55 28003.148),(56 28020.285),(57 28211.71),(58 29110.84),(59 28450.225),(60 28734.914),(61 28377.512),(62 27912.299),(63 27974.115),(64 28463.045),(65 29250.488),(66 29089.244),(67 29628.766),(68 29397.385),(69 28760.006),(70 29570.398),(71 29416.094),(72 29372.299),(73 29582.814),(74 29617.732),(75 29900.186),(76 30418.16),(77 31102.389),(78 31108.238),(79 31015.498),
(1 7368.0903),(2 14130.869),(3 17578.408),(4 18906.57),(5 19451.55),(6 19555.846),(7 19856.49),(8 20915.229),(9 22058.717),(10 21882.715),(11 21834.418),(12 22527.277),(13 22617.86),(14 22337.941),(15 22850.742),(16 23195.105),(17 23628.623),(18 23147.664),(19 23029.791),(20 22921.408),(21 23406.191),(22 23615.535),(23 23255.725),(24 23523.857),(25 23491.482),(26 24200.895),(27 24193.867),(28 24447.127),(29 24237.934),(30 24526.346),(31 24949.518),(32 25394.498),(33 25146.445),(34 25125.814),(35 25380.934),(36 25900.088),(37 26275.83),(38 26809.275),(39 26605.178),(40 26594.54),(41 26571.092),(42 26665.87),(43 26600.045),(44 26905.633),(45 26351.77),(46 26869.941),(47 26615.582),(48 27045.438),(49 26697.934),(50 26698.479),(51 26760.543),(52 26939.58),(53 26817.893),(54 26451.115),(55 26142.535),(56 26270.164),(57 26658.156),(58 27037.375),(59 26984.291),(60 27284.59),(61 27555.611),(62 26763.246),(63 26512.074),(64 27125.082),(65 27563.777),(66 28073.191),(67 28708.74),(68 28483.56),(69 28258.05),(70 29102.785),(71 29257.123),(72 29110.291),(73 29314.656),(74 29159.285),(75 29452.426),(76 30038.885),(77 30626.225),(78 30410.01),(79 30697.178),
(1 7437.2695),(2 14128.973),(3 17340.701),(4 18306.71),(5 18688.006),(6 19122.248),(7 19455.848),(8 20613.102),(9 21765.559),(10 21599.873),(11 21492.402),(12 21869.012),(13 22306.652),(14 22519.041),(15 22640.05),(16 23182.215),(17 23663.508),(18 23088.117),(19 22938.738),(20 23109),(21 23890.158),(22 23963.004),(23 23580.174),(24 23521.422),(25 23457.316),(26 24087.576),(27 24513.676),(28 24624.643),(29 24325.527),(30 24747.05),(31 25255.107),(32 25416.96),(33 25086.121),(34 24768.066),(35 25148.074),(36 25533.908),(37 26028.854),(38 26144.496),(39 26364.465),(40 26300.389),(41 26003.275),(42 26290.473),(43 26476.402),(44 26570),(45 26435.39),(46 26409.422),(47 26375.154),(48 25997.268),(49 26153.67),(50 26196.092),(51 26371.102),(52 26823.732),(53 26983.633),(54 26789.773),(55 26698.773),(56 26628.227),(57 26910.79),(58 26893.398),(59 26778.127),(60 27172.775),(61 27466.705),(62 26811.85),(63 26902.447),(64 27864.791),(65 28513.127),(66 28777.164),(67 29479.217),(68 29303.01),(69 28969.795),(70 29450.064),(71 29480.111),(72 29581.268),(73 29437.617),(74 29688.361),(75 30107.75),(76 29983.203),(77 30361.59),(78 29862.393),(79 30414.637),
(1 7311.656),(2 13886.237),(3 16882.475),(4 18040.906),(5 18412.646),(6 19060.813),(7 19293.053),(8 20228.463),(9 21433.479),(10 21687.984),(11 21573.443),(12 21870.012),(13 22628.176),(14 23013.148),(15 22931.846),(16 23463.584),(17 23172.041),(18 22611.484),(19 22263.746),(20 22361.123),(21 23013.152),(22 23070.021),(23 23340.688),(24 23183.95),(25 23458.021),(26 23954.205),(27 24875.363),(28 24327.678),(29 24100.717),(30 24213.418),(31 24846.455),(32 25225.836),(33 24781.229),(34 24324.965),(35 24644.176),(36 25153.693),(37 25821.715),(38 25944.324),(39 26354.242),(40 26196.86),(41 25715.416),(42 25427.395),(43 25842.39),(44 25398.064),(45 25566.178),(46 25466.377),(47 25794.459),(48 25648.432),(49 25639.303),(50 25779.367),(51 26217.31),(52 26201.178),(53 26119.492),(54 25697.555),(55 25535.492),(56 25699.49),(57 26123.367),(58 26346.568),(59 26430.295),(60 26543.807),(61 27151.053),(62 26948.43),(63 26749.393),(64 27594.16),(65 28162.188),(66 28585.855),(67 28438.59),(68 28122.91),(69 28415.732),(70 28495.516),(71 28230.215),(72 28191.99),(73 28787.883),(74 28720.414),(75 28825.72),(76 29004.473),(77 29893.951),(78 29243.08),(79 29600.072),
(1 7210.6885),(2 13561.169),(3 16519.61),(4 17428.19),(5 17779.453),(6 18278.174),(7 18426.334),(8 19353.703),(9 20645.309),(10 20829.143),(11 20291.979),(12 20750.438),(13 21297.03),(14 21578.088),(15 21779.172),(16 21846.594),(17 21693.162),(18 21401.13),(19 21396.744),(20 21677),(21 22159.012),(22 22636.242),(23 23007.777),(24 22900.037),(25 23361.479),(26 23829.889),(27 24539.76),(28 23876.54),(29 23757.305),(30 23911.543),(31 24386.527),(32 25029.438),(33 24163.268),(34 24344.838),(35 24535.305),(36 24766.303),(37 24789.867),(38 25174.486),(39 25430.252),(40 25250.924),(41 25145.332),(42 24754.393),(43 24986.738),(44 24865.158),(45 25020.535),(46 25028.377),(47 24766.855),(48 24776.492),(49 25203.393),(50 24777.602),(51 25487.707),(52 25576.582),(53 25420.162),(54 25118.041),(55 25350.752),(56 25672.63),(57 25485.875),(58 25742.783),(59 25944.242),(60 26760.78),(61 27169.426),(62 26752.203),(63 26264.86),(64 27274.285),(65 28008.15),(66 27944.254),(67 27933.875),(68 28072.197),(69 27783.998),(70 27551.871),(71 27612.322),(72 27508.863),(73 27879.398),(74 27982.385),(75 28203.063),(76 28978.746),(77 29353.111),(78 28536.098),(79 28809.182),
(1 7080.174),(2 13444.82),(3 16264.793),(4 16855.563),(5 17148.82),(6 17836.273),(7 18194.648),(8 19323.063),(9 20675.654),(10 20572.748),(11 19979.893),(12 20632.1),(13 21064.611),(14 21444.377),(15 21704.936),(16 21427.596),(17 21416.824),(18 21193.078),(19 21546.588),(20 21781.81),(21 22145.613),(22 22508.86),(23 22566.121),(24 22932.836),(25 23222.453),(26 24130.602),(27 24285.184),(28 24028.785),(29 23848.096),(30 23992.346),(31 24369.604),(32 24728.83),(33 24147.89),(34 24181.338),(35 24921.717),(36 24642.479),(37 24687.803),(38 25017.963),(39 25108.326),(40 24795.484),(41 24798.092),(42 24857.32),(43 24822.83),(44 25033.316),(45 24752.143),(46 25028.691),(47 25092.111),(48 24606.809),(49 24836.205),(50 24952.979),(51 25391.123),(52 25314.875),(53 25280.584),(54 25199.076),(55 25446.732),(56 25678.588),(57 25796.254),(58 26311.084),(59 26282.908),(60 26473.71),(61 26737.947),(62 26342.598),(63 26317.766),(64 27297.035),(65 27738.314),(66 27501.436),(67 27797.592),(68 27911.229),(69 27442.686),(70 27223.996),(71 26785.725),(72 26728.26),(73 27103.164),(74 27157.838),(75 27486.592),(76 27784.342),(77 28042.912),(78 27632.738),(79 28053.902),
(1 6833.023),(2 12826.753),(3 15320.08),(4 15819.564),(5 16242.487),(6 17136.451),(7 17610.598),(8 18583.016),(9 19594.365),(10 19584.63),(11 19426.29),(12 19859.46),(13 20553.348),(14 21119.674),(15 21062.018),(16 20948.184),(17 20794.646),(18 20764.45),(19 21087.967),(20 21440.375),(21 21885.594),(22 21897.377),(23 22193.328),(24 22448.543),(25 22567.225),(26 23325.32),(27 23315.482),(28 23385.129),(29 23215.074),(30 23104.5),(31 23869.006),(32 23323.188),(33 23578.082),(34 23255.793),(35 23995.309),(36 23796.203),(37 23913.729),(38 23986.941),(39 24182.18),(40 23975.082),(41 23788.451),(42 23749.895),(43 23759.09),(44 24067.57),(45 23524.008),(46 23687.588),(47 23838.627),(48 24003.227),(49 23877.604),(50 23729.59),(51 24211.082),(52 24013.668),(53 23978.89),(54 24186.207),(55 24574.395),(56 24381.244),(57 24441.83),(58 24963.244),(59 24972.727),(60 25129.018),(61 25072.566),(62 24678.586),(63 24707.543),(64 25412.81),(65 25533.531),(66 25683.367),(67 25617.28),(68 25631.223),(69 25807.672),(70 25775.03),(71 25603.234),(72 25516.633),(73 25332.832),(74 25386.56),(75 25699.906),(76 25649.844),(77 26550.998),(78 26260.137),(79 26905.016),
(1 6819.6484),(2 12756.06),(3 15207.218),(4 15544.478),(5 16103.176),(6 16863.67),(7 17220.35),(8 18352.383),(9 19409.47),(10 19388.6),(11 19165.625),(12 19325.986),(13 19880.406),(14 20297.139),(15 20391.664),(16 20014.828),(17 19914.666),(18 20129.166),(19 20275.787),(20 20975.861),(21 21210.338),(22 21314.22),(23 21526.395),(24 21674.877),(25 21983.523),(26 22169.377),(27 22365.684),(28 22329.23),(29 22294.633),(30 22678.717),(31 23119.73),(32 23156.803),(33 23167.584),(34 23050.957),(35 22968.342),(36 22980.563),(37 23104.941),(38 23125.42),(39 23326.604),(40 23390.283),(41 23068.492),(42 23232.84),(43 23011.746),(44 23192.846),(45 22968.496),(46 23150.125),(47 23331.352),(48 23489.04),(49 23860.492),(50 23823.773),(51 24003.865),(52 24031.887),(53 23864.492),(54 24142.35),(55 24304.516),(56 24425.096),(57 24515.816),(58 24764.758),(59 24955.652),(60 25339.215),(61 25530.996),(62 25374.62),(63 25310.598),(64 25962.74),(65 26414.438),(66 26363.488),(67 25763.418),(68 25893.799),(69 25764.225),(70 25808.652),(71 25765.246),(72 25784.578),(73 25863.621),(74 25797.553),(75 25955.734),(76 25960.031),(77 26738.016),(78 26140.719),(79 26337.803),
(1 6513.7314),(2 12087.396),(3 14248.268),(4 14492.58),(5 15146.897),(6 16006.24),(7 16476.076),(8 17371.322),(9 18264.443),(10 18259.912),(11 18183.402),(12 18435.297),(13 19011.566),(14 19626.787),(15 19731.27),(16 19250.74),(17 19328.08),(18 19435.104),(19 19756.344),(20 20267.14),(21 20180.613),(22 20276.262),(23 20291.846),(24 20426.35),(25 21226.137),(26 21171.229),(27 21574.61),(28 21402.014),(29 21651.402),(30 22167.447),(31 22105.021),(32 22581.834),(33 22288.506),(34 22102.68),(35 21950.271),(36 21919.428),(37 21932.465),(38 22315.846),(39 22530.32),(40 22485.256),(41 22351.246),(42 22835.883),(43 22760.57),(44 22723.375),(45 22829.979),(46 22934.125),(47 23151.826),(48 23344.877),(49 23676.102),(50 23573.021),(51 23420.867),(52 23570.066),(53 23293.195),(54 23522.91),(55 23688.697),(56 23993.85),(57 23959.502),(58 24262.412),(59 24404.162),(60 24177.238),(61 24026.635),(62 24108.648),(63 24268.742),(64 24559.77),(65 25157.375),(66 25202.863),(67 24633.736),(68 24684.434),(69 24439.85),(70 24472.727),(71 24490.783),(72 24311.469),(73 24169.088),(74 23924.861),(75 24095.834),(76 24033.512),(77 24815.38),(78 24330.303),(79 24135.365),
(1 6425.4077),(2 11909.503),(3 14006.67),(4 14230.833),(5 14977.267),(6 15832.569),(7 16252.827),(8 17086.836),(9 17721.854),(10 17546.715),(11 17518.64),(12 18067.113),(13 18235.164),(14 18907.197),(15 18624.762),(16 18427.613),(17 18443.947),(18 18402.227),(19 18991.697),(20 19344.969),(21 19639.164),(22 19485.807),(23 19433.963),(24 19686.49),(25 20048.963),(26 20058.873),(27 20463.838),(28 20332.898),(29 20622.047),(30 21015.316),(31 21062.352),(32 21361.38),(33 21321.033),(34 21276.104),(35 21084.06),(36 21186.172),(37 21022.527),(38 21587.361),(39 21521.705),(40 21465.637),(41 21359.27),(42 21634.799),(43 21921.182),(44 21870.69),(45 22055.031),(46 22382.701),(47 22548.098),(48 22775.736),(49 22880.55),(50 22615.65),(51 22899.098),(52 23077.566),(53 23134.63),(54 22738.523),(55 22849.64),(56 23081.043),(57 23194.51),(58 23566.855),(59 24004.705),(60 23595.883),(61 23525.84),(62 23232.219),(63 22960.416),(64 23064.598),(65 24109.033),(66 24201.38),(67 23593.88),(68 23673.527),(69 23498.436),(70 23868.467),(71 23636.756),(72 23326.498),(73 22964.328),(74 22910.305),(75 23132.154),(76 23463.63),(77 24282.25),(78 23616.115),(79 23555.215),
(1 6130.558),(2 11296.279),(3 13348.431),(4 13814.263),(5 14521.734),(6 15448.341),(7 15824.853),(8 16816.088),(9 17423.781),(10 17433.518),(11 17951.309),(12 18181.234),(13 18287.133),(14 18818.223),(15 18790.56),(16 18805.465),(17 18647.201),(18 18829.03),(19 19489.734),(20 19623.877),(21 19913.795),(22 19697.604),(23 19649.936),(24 19904.861),(25 20186.887),(26 20852.113),(27 20247.65),(28 20524.494),(29 20381.635),(30 20778.217),(31 20866.719),(32 21081.605),(33 20944.953),(34 20703.52),(35 20830.557),(36 20718.338),(37 20650.713),(38 20860.266),(39 20591.932),(40 20477.29),(41 20865.246),(42 21135.146),(43 21338.941),(44 21301.4),(45 21564.371),(46 21888.518),(47 22093.182),(48 22508.938),(49 22670.607),(50 22370.545),(51 22694.195),(52 22749.793),(53 22691.506),(54 22506.578),(55 22616.701),(56 22561.732),(57 22789.389),(58 23105.736),(59 23339.957),(60 22911.895),(61 22986.912),(62 22983.502),(63 22751.352),(64 23025.523),(65 23636.71),(66 23503.361),(67 23155.777),(68 23109.748),(69 23151.646),(70 23475.967),(71 23160.416),(72 22986.283),(73 23068.854),(74 22991.33),(75 22960.445),(76 22893.814),(77 23226.533),(78 22775.781),(79 23271.521),
(1 5954.598),(2 10879.637),(3 12659.787),(4 13035.301),(5 13756.931),(6 14738.376),(7 15411.987),(8 16359.313),(9 16629.482),(10 16671.188),(11 17361.072),(12 17276.912),(13 17470.602),(14 17860.555),(15 18054.074),(16 18041.227),(17 18010.752),(18 17978.248),(19 18732.22),(20 19232.656),(21 19445.215),(22 19075.406),(23 18891.758),(24 19306.236),(25 19781.97),(26 20321.457),(27 19795.967),(28 19982.254),(29 20028.982),(30 20142.895),(31 20366.563),(32 20066.799),(33 20176.943),(34 19926.69),(35 20007.496),(36 19712.525),(37 19807.09),(38 19951.744),(39 20111.943),(40 20369.545),(41 20552.037),(42 20881.857),(43 21052.459),(44 21025.506),(45 20982.072),(46 21234.84),(47 21676.5),(48 21967.043),(49 21849.787),(50 21964.873),(51 22162.717),(52 22162.82),(53 21825.86),(54 21563.447),(55 21420.826),(56 21388.92),(57 21598.873),(58 21776.1),(59 21779.521),(60 21702.535),(61 21681.523),(62 21357.898),(63 21295.621),(64 21278.717),(65 21610.021),(66 21575.365),(67 21411.129),(68 21503.523),(69 21596.414),(70 21830.432),(71 22105.055),(72 22121.883),(73 22334.428),(74 22193.61),(75 21920.021),(76 21878.453),(77 22340),(78 21945.016),(79 22499.646),
(1 5967.5864),(2 10925.941),(3 12664.511),(4 12968.107),(5 13817.2705),(6 14789.263),(7 15468.883),(8 16312.262),(9 16528.443),(10 16631.525),(11 17257.346),(12 17419.629),(13 17643.186),(14 17960.271),(15 18296.959),(16 18059.14),(17 18101.727),(18 18219.787),(19 18659.125),(20 19195.447),(21 19357.793),(22 18951.818),(23 18786.354),(24 19122.068),(25 20002.305),(26 19802.197),(27 19975.049),(28 19639.127),(29 19935.22),(30 19922.379),(31 19920.05),(32 19929.807),(33 19961.377),(34 19701.078),(35 19637.816),(36 19479.855),(37 19639.607),(38 19588.893),(39 19896.86),(40 20190.82),(41 20333.191),(42 20448.646),(43 20577.396),(44 20692.209),(45 20893.398),(46 21205.479),(47 21321.988),(48 21483.623),(49 21588.656),(50 21785.508),(51 21846.357),(52 22010.537),(53 22063.785),(54 21396.744),(55 20978.072),(56 21224.953),(57 21485.037),(58 21861.057),(59 22003.076),(60 22180.648),(61 22023.236),(62 21717.621),(63 21494.842),(64 21865.684),(65 22332.162),(66 21874.053),(67 21497.066),(68 21185.129),(69 21214.037),(70 21489.797),(71 21711.434),(72 21742.666),(73 21780.164),(74 21395.629),(75 21519.48),(76 21890.338),(77 22420.44),(78 22047.639),(79 22018.916),
(1 5759.5767),(2 10501.506),(3 12213.088),(4 12546.157),(5 13640.161),(6 14633.139),(7 15213.473),(8 15967.028),(9 16241.75),(10 16370.47),(11 16789.986),(12 17269.92),(13 17261.646),(14 17682.088),(15 17738.188),(16 17591.883),(17 17609.393),(18 17780.348),(19 18195.629),(20 18433.258),(21 18694.8),(22 18301.857),(23 17975.125),(24 18415.285),(25 19389.252),(26 19224.355),(27 19168.598),(28 18649.945),(29 18746.293),(30 19198.436),(31 18908.4),(32 18998.967),(33 18823.834),(34 18734.578),(35 18621.209),(36 18346.793),(37 18772.885),(38 18782.533),(39 19318.383),(40 19422.982),(41 19614.656),(42 19884.613),(43 20143.865),(44 20352.396),(45 20371.082),(46 20573.094),(47 20823.188),(48 20645.459),(49 20893.842),(50 21121.055),(51 21346.168),(52 21047.438),(53 21117.092),(54 20903.768),(55 20477.713),(56 20773.188),(57 20823.408),(58 21088.506),(59 21344.166),(60 21748.287),(61 21455.98),(62 21316.121),(63 21006.219),(64 21032.16),(65 20946.451),(66 20810.727),(67 20480.334),(68 20607.412),(69 20901.264),(70 21135.012),(71 21280.318),(72 21285.428),(73 21316.523),(74 20918.3),(75 20960.066),(76 20988.268),(77 21449.822),(78 21067.133),(79 21095.096),
(1 5740.3276),(2 10297.57),(3 11682.764),(4 11951.985),(5 13093.84),(6 13868.516),(7 14127.676),(8 14668.462),(9 14847.771),(10 14798.368),(11 15465.719),(12 15860.432),(13 15706.794),(14 16462.018),(15 16281.585),(16 16716.496),(17 16814.434),(18 17051.307),(19 17343.113),(20 17441.443),(21 17850.895),(22 17578.18),(23 17336.693),(24 18042.146),(25 18216.514),(26 18580.572),(27 17997.297),(28 17982.553),(29 18042.734),(30 18345.47),(31 18502.475),(32 18065.44),(33 18050.246),(34 18334.148),(35 17701.941),(36 17611.672),(37 17824.375),(38 18007.658),(39 18385.967),(40 18880.102),(41 18771.877),(42 19035.352),(43 19591.742),(44 19676.098),(45 19559.033),(46 19593.76),(47 19771.934),(48 19556.934),(49 19854.531),(50 20040.508),(51 20135.682),(52 20054.123),(53 19860.008),(54 19589.055),(55 19324.607),(56 19554.348),(57 19459.566),(58 19606.785),(59 19851.137),(60 19886.14),(61 19650.049),(62 19449.43),(63 19102.34),(64 19218.936),(65 19447.77),(66 19522.441),(67 19519.191),(68 19905.54),(69 20205.398),(70 20346.928),(71 20636.303),(72 20723.963),(73 20677.438),(74 20455.953),(75 20024.475),(76 20367.049),(77 20615.93),(78 20750.375),(79 20846.115),
