1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 54196.965),(2 157343.8),(3 303951.1),(4 492627.6),(5 697852.94),(6 906946.8),(7 1141037.9),(8 1349556),(9 1551763),(10 1750384.4),(11 1909052.5),(12 2068275.1),(13 2246448.3),(14 2387252.3),(15 2533609.3),(16 2696354.3),(17 2818623),(18 2999584.3),(19 3204618.8),(20 3392768.8),(21 3515801),(22 3606772),(23 3681909.8),(24 3719721.8),(25 3699996),(26 3713090.8),(27 3691073.3),(28 3652727.8),(29 3644524.8),(30 3630405.3),(31 3618267.3),(32 3621522),(33 3627405.3),(34 3626695.3),(35 3618822),(36 3609028.8),(37 3586093.8),(38 3567894),(39 3545140),(40 3502683.3),(41 3444696.8),(42 3398844.3),(43 3318706.3),(44 3253592.8),(45 3183947),(46 3139679.3),(47 3084348),(48 3043382.8),(49 2999911.8),(50 2922485.3),(51 2898896.3),(52 2867408.8),(53 2847498),(54 2883663.3),(55 2928961.8),(56 3000356.8),(57 3102067.3),(58 3210114),(59 3345710),(60 3507604),(61 3662434.8),(62 3804084.8),(63 3963698.8),(64 4103974),(65 4202071),(66 4246330),(67 4235193),(68 4220296.5),(69 4172332.8),(70 4128712.8),(71 4081712.8),(72 4026084.3),(73 3989617),(74 3988456.3),(75 3988975.3),(76 3989088),(77 3977605),(78 4003217),(79 4031923.3),
(1 21414.102),(2 57887.754),(3 93700.87),(4 122077.29),(5 145170.92),(6 164357.42),(7 183245.98),(8 198416.48),(9 209147.63),(10 217451.67),(11 227168.97),(12 236734.67),(13 246599.08),(14 253672.61),(15 256717.08),(16 259394.14),(17 262760.44),(18 268439.16),(19 273555.06),(20 277536.47),(21 282443.56),(22 286700.16),(23 289629.63),(24 291790.63),(25 287170),(26 283208.53),(27 283471.97),(28 281049.78),(29 278811.22),(30 277183.75),(31 273979.88),(32 272420.22),(33 273450.78),(34 274285.38),(35 274138.06),(36 273239.53),(37 274161.84),(38 278030.4),(39 283010.7),(40 285397.75),(41 285750.53),(42 290067.97),(43 296991.34),(44 304074),(45 309281.72),(46 311700.06),(47 315349.94),(48 315845.8),(49 313832.63),(50 310643.44),(51 306912),(52 305735.6),(53 307649.8),(54 312996.56),(55 315974.28),(56 315910.75),(57 315558.66),(58 315179.47),(59 317510.34),(60 319634.53),(61 317643.44),(62 312477.8),(63 308592.28),(64 305665.44),(65 302684.03),(66 297261.56),(67 291831.97),(68 285874.25),(69 283317.56),(70 281880),(71 280204.9),(72 279567.88),(73 279741.47),(74 281398.16),(75 282532.88),(76 285165.34),(77 288773.22),(78 290786.28),(79 292231.13),
(1 18663.186),(2 48952.22),(3 79059.375),(4 105840.78),(5 128508.96),(6 146750.61),(7 165154.89),(8 180499.55),(9 191979.83),(10 201799.97),(11 210371.47),(12 218898.88),(13 227209.97),(14 229584.86),(15 228934.98),(16 230050.44),(17 232037.55),(18 235801.36),(19 240098.92),(20 247406),(21 253250.9),(22 259694.52),(23 262509.22),(24 263438.25),(25 262794.34),(26 264944.22),(27 268549.06),(28 268083.3),(29 267619.78),(30 266919.13),(31 268021.13),(32 268376.56),(33 267059.22),(34 263025.1),(35 259672.86),(36 258537.36),(37 257938.81),(38 259352.08),(39 262084.48),(40 260725.33),(41 258951.45),(42 257042.72),(43 257618.19),(44 258169.16),(45 260835.56),(46 262649.97),(47 263431.47),(48 263773.16),(49 263353.1),(50 265371.3),(51 265476.94),(52 264760.84),(53 267066.97),(54 271150.94),(55 273626.06),(56 274692.5),(57 277131.78),(58 277515.7),(59 280140.3),(60 283890.03),(61 283737.7),(62 283181.6),(63 282283.44),(64 279079.63),(65 277271.84),(66 274327.53),(67 269733.97),(68 265256.56),(69 264927.25),(70 265814.34),(71 266418.56),(72 265787.3),(73 264694.78),(74 266379.63),(75 266253.06),(76 268037.5),(77 267513.63),(78 265789.53),(79 267529.63),
(1 19405.145),(2 53317.848),(3 86676.67),(4 113713.88),(5 134375.42),(6 151832.36),(7 169528),(8 184819.1),(9 197387.25),(10 207626.1),(11 214934.86),(12 221395.03),(13 227351.97),(14 230619.39),(15 232412.6),(16 233675.66),(17 234710.22),(18 236813.14),(19 237530.77),(20 240548.8),(21 244523.45),(22 250479.3),(23 253019.11),(24 254542.86),(25 252202.16),(26 251834.31),(27 253112.34),(28 253836.2),(29 253012.86),(30 253936.14),(31 253368.34),(32 255756.97),(33 258325.81),(34 257383.73),(35 256676.67),(36 255115.63),(37 254336.34),(38 254310.4),(39 254967.73),(40 252008.44),(41 248842.73),(42 246500.23),(43 245056.55),(44 245650.73),(45 249965.08),(46 252342.77),(47 252621.19),(48 253143.02),(49 252550.34),(50 252236.14),(51 257999.94),(52 262901.44),(53 268329.47),(54 274082.06),(55 278564.63),(56 282021.63),(57 286531.8),(58 291388.5),(59 297697.38),(60 297524.8),(61 296033.16),(62 292614.3),(63 291910.47),(64 293507.97),(65 296815.3),(66 294867.9),(67 290279.16),(68 285346.9),(69 284306.2),(70 280803.94),(71 277615.22),(72 271987.16),(73 270076.16),(74 272394.6),(75 275396.56),(76 277604.9),(77 279584.8),(78 279821.84),(79 283852.13),
(1 18341.61),(2 48552.51),(3 78539.6),(4 102100.016),(5 120181.19),(6 135383.36),(7 150330.55),(8 165890.56),(9 178482.17),(10 188707.02),(11 195773.14),(12 201556.53),(13 206918.13),(14 213985.22),(15 218405.55),(16 223432.77),(17 227977.95),(18 231718.03),(19 236350.8),(20 239570),(21 243567.64),(22 246752.95),(23 247247.47),(24 244020.77),(25 239288.53),(26 238273.5),(27 236660.23),(28 233785.64),(29 231020.33),(30 228859.67),(31 225662.84),(32 225221.77),(33 227289.63),(34 228068.77),(35 226571.3),(36 226354.23),(37 226118.05),(38 224922.84),(39 225166.63),(40 224670.4),(41 224284.94),(42 224741.06),(43 226101.67),(44 227587.81),(45 230411.77),(46 230230.02),(47 229422.36),(48 231308.61),(49 229864.44),(50 230097.45),(51 236391.25),(52 243162.38),(53 249046.38),(54 253631.39),(55 254998.25),(56 257677.63),(57 262147.1),(58 263102.34),(59 265952.28),(60 267031.7),(61 266863),(62 270542.5),(63 272744.6),(64 270368.97),(65 269572.4),(66 269177.25),(67 267929.34),(68 265608.66),(69 263883.66),(70 263203.66),(71 264688.94),(72 264219.28),(73 265006.3),(74 265407.75),(75 265292.03),(76 265200.78),(77 266181),(78 261673.66),(79 260997.06),
(1 18553.875),(2 48700.66),(3 77629.42),(4 100185.164),(5 119097.76),(6 134947.9),(7 150579.75),(8 163264.94),(9 172403.5),(10 178364.6),(11 182952.98),(12 190274.31),(13 198280.52),(14 204509.64),(15 208672.66),(16 212372.48),(17 215329.67),(18 217756.58),(19 221126.58),(20 223792.84),(21 226009.66),(22 227795.22),(23 229528.53),(24 230166.9),(25 230836.72),(26 234862.72),(27 237787.14),(28 240257.36),(29 241346.14),(30 241053.36),(31 239332.5),(32 238867.64),(33 239824.7),(34 240813.72),(35 242854.3),(36 243733.17),(37 242511.33),(38 239499.92),(39 238796.69),(40 240956.83),(41 244220.67),(42 245754.4),(43 246786.23),(44 247178.45),(45 249771.8),(46 251380.4),(47 252630.98),(48 256659.73),(49 255806.81),(50 254927.44),(51 256444.44),(52 258232.55),(53 258476.27),(54 257311.06),(55 255891.4),(56 252006.73),(57 250224.08),(58 247137.42),(59 247845.64),(60 250387.81),(61 251955.53),(62 256294.33),(63 260149.89),(64 259735.17),(65 259087.4),(66 257952.1),(67 256937.28),(68 259180.05),(69 260463.56),(70 257598.28),(71 256916.27),(72 255326.73),(73 256224.9),(74 260531.1),(75 265741.84),(76 269466.16),(77 271816.38),(78 271036.6),(79 271686.88),
(1 18131.734),(2 48382.273),(3 78315.9),(4 103922.1),(5 124216.625),(6 141266.89),(7 156414.81),(8 168888.39),(9 178804.55),(10 188825.89),(11 197215.88),(12 203495.06),(13 207552.83),(14 207431.72),(15 206484.95),(16 207875.6),(17 209542.48),(18 213578.81),(19 220434.44),(20 225990.94),(21 229270.17),(22 230973.02),(23 230877.3),(24 229216.48),(25 225383.11),(26 225554.81),(27 225823.05),(28 225063.84),(29 226841.47),(30 230182.92),(31 229526.05),(32 226468.92),(33 225324.92),(34 224279.42),(35 223359.17),(36 222826.45),(37 222339.56),(38 223714.45),(39 227048.64),(40 229068.89),(41 231024.6),(42 235867.05),(43 240121.95),(44 241716.06),(45 243800.75),(46 246552.67),(47 246147.47),(48 244655.7),(49 243375.25),(50 241582.16),(51 240411.8),(52 237222.05),(53 235399.38),(54 234949.11),(55 233873.13),(56 233980.23),(57 235179.34),(58 238004.06),(59 242859.7),(60 244695.03),(61 247413.55),(62 249122.34),(63 250843.95),(64 249995.36),(65 248766.16),(66 246585.55),(67 243199.34),(68 241179.44),(69 241578.5),(70 241457.45),(71 242856.44),(72 242038.8),(73 242000.3),(74 241307.5),(75 240230.58),(76 242597.06),(77 242155.5),(78 238837.27),(79 235714.81),
(1 18776.236),(2 50478.22),(3 82094.06),(4 108856.49),(5 131249.31),(6 148583.31),(7 163565.95),(8 174841.06),(9 183055.08),(10 191372.6),(11 198451.2),(12 205996.6),(13 214928.3),(14 222245.4),(15 229781.88),(16 233509.34),(17 236419.73),(18 240347.31),(19 244761.45),(20 248789.69),(21 250581.77),(22 249685.39),(23 249019.88),(24 250280.78),(25 248992.81),(26 249487.66),(27 248942.7),(28 245181.16),(29 242289.89),(30 242469.94),(31 240870.73),(32 240312.25),(33 239662.64),(34 236907.78),(35 237890.97),(36 239739.6),(37 240120.73),(38 243857.36),(39 247702.6),(40 246070.05),(41 246146.83),(42 245005.44),(43 244184.28),(44 243871.98),(45 242474.6),(46 240765.88),(47 240570.1),(48 242683.64),(49 242224),(50 239841.55),(51 239130.95),(52 237805.67),(53 234395.8),(54 234229.7),(55 234005.27),(56 238039.88),(57 242445.95),(58 246189.53),(59 249785.23),(60 252616.17),(61 254830.98),(62 252981.63),(63 252411.69),(64 252180.72),(65 251611.84),(66 250541.14),(67 249031.42),(68 249335.33),(69 251513.05),(70 251443.77),(71 253388.22),(72 252673.02),(73 253276.97),(74 255009.64),(75 254635.75),(76 252772.47),(77 249157.2),(78 243572.63),(79 239648.7),
(1 18238.729),(2 47365.27),(3 76416.21),(4 101796.266),(5 122754.91),(6 141157.28),(7 156109.78),(8 166446.97),(9 175218.97),(10 184156.23),(11 191047.33),(12 196915.27),(13 200704.25),(14 204474.5),(15 208305.02),(16 211768.69),(17 212799.8),(18 213997.7),(19 217037.7),(20 223645.77),(21 229007.25),(22 233931.36),(23 237436.9),(24 239590.22),(25 240005.95),(26 238841.77),(27 236178.06),(28 233205.72),(29 231474),(30 231042.6),(31 227053.67),(32 227261.92),(33 227964.17),(34 226419.89),(35 224304.9),(36 221132.83),(37 217461.73),(38 218427.97),(39 222400.02),(40 223416.61),(41 225757.84),(42 228202.1),(43 228741.75),(44 228177.5),(45 229051.02),(46 229582),(47 231632.56),(48 232990.06),(49 232550.66),(50 231311.08),(51 232726.97),(52 232422.3),(53 233701.73),(54 236149.64),(55 237778.06),(56 239307.16),(57 242665.7),(58 242871.8),(59 244889.47),(60 247775.28),(61 251100.7),(62 255232.34),(63 255977.27),(64 253200.53),(65 250799.22),(66 251708.1),(67 254231.86),(68 255111.86),(69 256639.77),(70 258369.9),(71 260400.64),(72 259085.03),(73 260585.3),(74 260400.83),(75 257206.56),(76 255734.7),(77 252872.06),(78 250241.97),(79 248573.84),
(1 17518.709),(2 45167.2),(3 73031.07),(4 95220.414),(5 112397.57),(6 130037.67),(7 145482.44),(8 158128.34),(9 169424.56),(10 181153.7),(11 191764.67),(12 200991.84),(13 208384.45),(14 214890.77),(15 219404.8),(16 219859.45),(17 216499.27),(18 213627.88),(19 211055.61),(20 210926.02),(21 210097.9),(22 210866.75),(23 212345.61),(24 215114.77),(25 215774.52),(26 216828.28),(27 218223.1),(28 217910.17),(29 217661.94),(30 217402.05),(31 214320.1),(32 215031.36),(33 215885.02),(34 215104.48),(35 214650.84),(36 213503.53),(37 210421.7),(38 209913.52),(39 210338.7),(40 207797.7),(41 205592.25),(42 204848.1),(43 206198.53),(44 208759.56),(45 211931.67),(46 214416.56),(47 220171.56),(48 223764.1),(49 226193.28),(50 228305.61),(51 231531.67),(52 231313.97),(53 233134.3),(54 236835.98),(55 237990.36),(56 239289.28),(57 243107.03),(58 246093.88),(59 246767.23),(60 245726.33),(61 245790.9),(62 247410.3),(63 248485.61),(64 247771.72),(65 247294.14),(66 246645.2),(67 245732.06),(68 246417.14),(69 245931.63),(70 245496.84),(71 248744.23),(72 249972.05),(73 251559.44),(74 252438.97),(75 250041.53),(76 249236.1),(77 250560.69),(78 247684.72),(79 243890.67),
(1 18616.883),(2 49686.71),(3 79184.88),(4 101588.516),(5 120306.97),(6 137912.92),(7 151952.95),(8 163152.11),(9 171210.03),(10 178115.81),(11 184674.75),(12 189451.38),(13 193677.56),(14 196073.25),(15 197261.03),(16 201289.83),(17 202053.02),(18 204136.33),(19 204311.47),(20 205439.94),(21 205709.98),(22 205873.63),(23 206332.69),(24 205730.19),(25 204288.66),(26 203907.52),(27 205960.92),(28 209994.44),(29 214067.81),(30 214016.66),(31 211484.52),(32 212556.86),(33 215538),(34 215255.36),(35 213378.17),(36 211155.22),(37 207305.98),(38 205261.97),(39 205423),(40 205064.73),(41 205558.4),(42 208520.86),(43 211132.55),(44 212497.67),(45 216457.33),(46 218295.75),(47 221169.97),(48 224544.4),(49 222797.77),(50 220769.75),(51 221589.61),(52 223341.03),(53 226294.92),(54 228711.73),(55 227578.13),(56 225430.69),(57 227139.08),(58 226775.47),(59 225371.52),(60 224279.08),(61 223935.84),(62 224952.95),(63 227134.11),(64 230061.27),(65 231920.6),(66 230633.63),(67 226657.75),(68 224269.36),(69 224749.66),(70 226779.17),(71 231209.53),(72 233147.9),(73 236295.61),(74 238631.69),(75 237106.02),(76 236903.47),(77 238270.33),(78 237541.66),(79 237707.14),
(1 18944.46),(2 49555),(3 77876.62),(4 99566.91),(5 119567.26),(6 139686.14),(7 158213.22),(8 173635.58),(9 185204.33),(10 196118.17),(11 202878.03),(12 209492.83),(13 214460.31),(14 215040.73),(15 216582.89),(16 216680.86),(17 215948.02),(18 215269.78),(19 215277.47),(20 219031.58),(21 221836.31),(22 223681.52),(23 224801.3),(24 228165.47),(25 229073.34),(26 228873.3),(27 228938.02),(28 227895.97),(29 227154.55),(30 223458.19),(31 219958.83),(32 222211.08),(33 223257.56),(34 223221.9),(35 222604.06),(36 220809.39),(37 219996.78),(38 217870.38),(39 217928.19),(40 217938.92),(41 221465.1),(42 225096.95),(43 225571.6),(44 225462.39),(45 226092.7),(46 226066.7),(47 225209.23),(48 226620.61),(49 225610.53),(50 225003.75),(51 224659.39),(52 221791.23),(53 219969.53),(54 217904.45),(55 216646.53),(56 218132.13),(57 221834.34),(58 223478.58),(59 225329.19),(60 229678.98),(61 230932.55),(62 232147.16),(63 234254.5),(64 234692.02),(65 235193.05),(66 235847.28),(67 235536.27),(68 236672.28),(69 240544.55),(70 244095.17),(71 250272.16),(72 255771.34),(73 262065.36),(74 262014.8),(75 258933.17),(76 256686.95),(77 254218.28),(78 248677.61),(79 244786.63),
(1 18475.492),(2 47758.8),(3 74834.4),(4 95008.24),(5 112172.24),(6 127549.17),(7 139475.5),(8 148805),(9 157084.06),(10 165012.89),(11 169012.73),(12 175233.48),(13 180179.16),(14 181589.02),(15 184435.28),(16 187471.83),(17 191189.52),(18 193924.58),(19 196324.56),(20 200225.5),(21 203150.14),(22 202686.28),(23 202031.58),(24 201989.78),(25 199564.94),(26 198743.78),(27 199291),(28 201590.42),(29 207072.2),(30 210709.5),(31 214181.58),(32 219332.78),(33 223472.4),(34 222322.13),(35 221462.52),(36 220582.16),(37 218049.98),(38 215170.23),(39 214555.69),(40 213414.47),(41 213336.92),(42 215936.78),(43 217771.58),(44 218657.4),(45 217311.31),(46 216197.39),(47 212905.39),(48 210415.73),(49 207869.2),(50 205873.33),(51 206335.83),(52 205289.1),(53 205733.2),(54 208096.61),(55 209164.81),(56 210670.22),(57 210719.05),(58 209128.7),(59 209909.44),(60 211893.9),(61 212502.13),(62 214933.98),(63 216569.19),(64 214944.23),(65 213655.42),(66 213056.06),(67 211384.52),(68 208931.7),(69 210519.23),(70 213298.56),(71 217765.5),(72 221289.77),(73 224601.16),(74 226885.61),(75 226801.53),(76 227096.95),(77 225538.94),(78 221604.81),(79 221501.63),
(1 17662.51),(2 44433.355),(3 68167.46),(4 86024.4),(5 100746.83),(6 115008.484),(7 126836.484),(8 134621.52),(9 141932.11),(10 149385.78),(11 154488.6),(12 159440.98),(13 166025.9),(14 170534.38),(15 177308.48),(16 182917.58),(17 186536.36),(18 188798.89),(19 191871.47),(20 194640.61),(21 195397.5),(22 194593.83),(23 194940.7),(24 195179.72),(25 194041.52),(26 193417.27),(27 192888.89),(28 191182.77),(29 190810.2),(30 190555.97),(31 191662.86),(32 195185.2),(33 198023.03),(34 199653.38),(35 200780.58),(36 200795.48),(37 199548.03),(38 199205.58),(39 199558.14),(40 197869.13),(41 197015.89),(42 196968.78),(43 198429.52),(44 200723.8),(45 204181.7),(46 205267.23),(47 207345.92),(48 209680.44),(49 209183.38),(50 206907.97),(51 205304.38),(52 201455.63),(53 198543.83),(54 196453.17),(55 194969.06),(56 196137.61),(57 198997.6),(58 200773.58),(59 203610.17),(60 206909.88),(61 207241.98),(62 208055.55),(63 208632.8),(64 211107.88),(65 210265.52),(66 206516.88),(67 201026.5),(68 197811.67),(69 196722.22),(70 197625.81),(71 199970.13),(72 200745.58),(73 201683.36),(74 204948.05),(75 207120.75),(76 207312.7),(77 206862.48),(78 206316.89),(79 208330.2),
(1 17624.76),(2 45602.605),(3 70945.414),(4 90586.53),(5 107000.164),(6 123857.52),(7 137099.69),(8 147373.27),(9 156306.02),(10 163516.48),(11 169584.75),(12 174549.06),(13 178805.42),(14 181538.58),(15 184831.67),(16 187271.64),(17 189175.16),(18 192330.63),(19 195226.52),(20 197792.89),(21 198657.5),(22 196021.4),(23 193285.95),(24 190569.42),(25 188675.64),(26 187381.06),(27 186343.39),(28 184847.69),(29 185429.9),(30 184520.17),(31 184320.77),(32 186537.88),(33 189300.6),(34 190250.33),(35 190953.48),(36 191800.17),(37 191791.16),(38 194923.8),(39 199789.72),(40 200216.53),(41 199236.25),(42 198633.98),(43 197403.53),(44 197870.73),(45 202055.08),(46 203246.13),(47 205703.17),(48 209934.83),(49 210558.64),(50 210242.38),(51 210978.9),(52 210619.38),(53 212337),(54 213816.56),(55 214196.2),(56 213341.17),(57 214973),(58 215273.97),(59 216363.03),(60 215108.75),(61 214286.8),(62 214694.9),(63 213978.47),(64 214143.56),(65 213823.55),(66 214462.47),(67 213356.47),(68 211256.39),(69 211503.27),(70 214680.63),(71 215247.2),(72 212040.25),(73 210535.39),(74 211224.88),(75 211699.67),(76 209733.17),(77 207560.83),(78 204282),(79 203531.94),
(1 17399.162),(2 44233.082),(3 68322.38),(4 88793.1),(5 106768.48),(6 121862.25),(7 133895.97),(8 143282.7),(9 151865.1),(10 159853.25),(11 166958.9),(12 172665.1),(13 177552.69),(14 181168.5),(15 185254.45),(16 188630.39),(17 189776.98),(18 191311.72),(19 191188.95),(20 191372.9),(21 192606.3),(22 189037.1),(23 186479.19),(24 185120.23),(25 184485.03),(26 183840.63),(27 183247.23),(28 182728.81),(29 183850.9),(30 185067.06),(31 183330.2),(32 182732.61),(33 183030.13),(34 182560.64),(35 183549.45),(36 184323.63),(37 185767.7),(38 189096.81),(39 192213.9),(40 192336.72),(41 190884.1),(42 188691.3),(43 186487.28),(44 187436.7),(45 188763.89),(46 190475.03),(47 191139.19),(48 193512.63),(49 195182.14),(50 195331.33),(51 195208.3),(52 195649.03),(53 198420.69),(54 200770.95),(55 202807.53),(56 203596.38),(57 204271.05),(58 202750.66),(59 202487.1),(60 203757.27),(61 204196.98),(62 203580.33),(63 200671.28),(64 197072.89),(65 196180.6),(66 195773.17),(67 195663.9),(68 195999.05),(69 197218.94),(70 199550.44),(71 201498.11),(72 200792.25),(73 201384.3),(74 201895.39),(75 200257.08),(76 199790.34),(77 199469.39),(78 198631.4),(79 199444.92),
(1 17846.357),(2 45537.844),(3 69903.68),(4 87528.24),(5 102159.95),(6 114073.02),(7 123950.65),(8 132172.64),(9 139146.19),(10 145356.05),(11 151064.48),(12 156464.06),(13 161197),(14 166082.47),(15 170224.27),(16 172326.44),(17 173174.33),(18 174231.22),(19 174930.31),(20 176808.1),(21 179337.53),(22 179820.23),(23 179583.2),(24 179511.22),(25 178391.48),(26 176961.61),(27 175782.36),(28 176917.89),(29 179316.38),(30 179567.48),(31 179437.05),(32 179213.86),(33 178640.28),(34 177585.22),(35 177368.06),(36 177335.45),(37 176855.39),(38 179658.25),(39 182555.19),(40 184889.98),(41 185205.64),(42 184356.42),(43 182332.16),(44 183052.98),(45 185194.36),(46 187030.86),(47 188744),(48 187387.52),(49 184294.64),(50 183447.06),(51 185789.38),(52 185506.86),(53 186180.14),(54 189875.6),(55 192496.67),(56 192531.31),(57 190340.98),(58 188360.42),(59 187179.05),(60 187646.94),(61 188049.7),(62 191274.58),(63 194969.52),(64 197149.88),(65 200819.89),(66 203849.98),(67 203559.22),(68 203618.63),(69 204589.47),(70 203312.06),(71 202658.88),(72 201105.13),(73 200859),(74 200612.53),(75 198201.14),(76 197717.53),(77 197265.92),(78 195788.81),(79 195153.36),
(1 16389.088),(2 41529.953),(3 63881.375),(4 81351.64),(5 96833.195),(6 111819.5),(7 125987.05),(8 137399.89),(9 148312.92),(10 159107.97),(11 166985.36),(12 173317.94),(13 178163.08),(14 180706.9),(15 183005.92),(16 185392.45),(17 186383.92),(18 186797.1),(19 185768.14),(20 183989.05),(21 183880.44),(22 182895.56),(23 183206.97),(24 182688.11),(25 179927.73),(26 178453.97),(27 176752.92),(28 174149.22),(29 173304.83),(30 172904.02),(31 172178.17),(32 171701.03),(33 171686.73),(34 169576.38),(35 169397.75),(36 171994.45),(37 173770.19),(38 175865.55),(39 178517.55),(40 179946.64),(41 181418.14),(42 180770.47),(43 180248.64),(44 181065.83),(45 182039.06),(46 181771.52),(47 181348.92),(48 182965.19),(49 184947.78),(50 184530.81),(51 184690.86),(52 185143.34),(53 187590.9),(54 190352.53),(55 194125.9),(56 197642.64),(57 198243.08),(58 196924.6),(59 197762.45),(60 199788.55),(61 198356.27),(62 198563.73),(63 199479.34),(64 199134.92),(65 199922.75),(66 201281.03),(67 203166.02),(68 206717),(69 210427.16),(70 211594.39),(71 211390.48),(72 208782.86),(73 207079.39),(74 208513.08),(75 206936.47),(76 205270.7),(77 202624),(78 201090.06),(79 201025.08),
(1 16696.115),(2 42712.63),(3 66660.36),(4 85644.414),(5 102506.36),(6 117098.95),(7 130554.016),(8 140992.23),(9 150325.17),(10 158378.83),(11 164551.05),(12 170198.56),(13 175767.11),(14 177685.78),(15 179403.97),(16 180230.84),(17 179506.5),(18 178980.5),(19 178885.16),(20 179246.03),(21 179922.86),(22 179309.47),(23 179248.16),(24 180405.17),(25 180612.97),(26 181021.39),(27 181375.92),(28 182388.22),(29 184101.58),(30 184718.3),(31 182598.55),(32 180442.02),(33 178601.11),(34 177389.84),(35 175519.17),(36 174517.56),(37 173757.61),(38 175250.47),(39 179939.17),(40 182492.81),(41 185105.16),(42 187618.89),(43 188924.95),(44 189281.45),(45 189100.17),(46 189586.98),(47 191152.48),(48 193844.16),(49 194005.64),(50 194397.27),(51 193523.25),(52 191917.77),(53 191659.67),(54 192821.7),(55 193988.4),(56 192327.3),(57 192392.63),(58 191829.69),(59 192371.9),(60 192989.28),(61 193320.14),(62 193563.9),(63 192723.42),(64 191332.33),(65 191681.02),(66 192838.89),(67 193593.4),(68 194596.3),(69 196568.28),(70 198629.61),(71 200132.78),(72 199655.52),(73 199427.05),(74 198980.33),(75 196192.81),(76 194552.72),(77 193360.75),(78 190929.39),(79 187944.42),
