1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 132.9289),(2 157.21683),(3 167.02994),(4 174.07568),(5 177.12714),(6 182.29381),(7 183.57353),(8 189.24327),(9 192.15701),(10 196.52661),(11 195.53375),(12 199.53287),(13 198.24246),(14 203.21573),(15 202.55103),(16 206.03427),(17 203.4154),(18 205.68893),(19 203.1988),(20 205.71399),(21 203.6036),(22 209.2291),(23 207.90709),(24 211.82521),(25 209.99948),(26 210.46828),(27 209.73927),(28 212.2863),(29 209.28981),(30 214.34436),(31 210.20741),(32 209.96204),(33 208.5638),(34 210.89696),(35 208.3606),(36 209.61903),(37 207.06035),(38 210.1718),(39 206.25845),(40 208.38525),(41 208.42165),(42 212.21129),(43 209.24197),(44 211.69543),(45 208.37701),(46 211.60605),(47 211.30682),(48 215.11873),(49 213.97775),(50 219.98062),(51 216.80739),(52 218.24576),(53 215.34863),(54 216.44032),(55 212.30005),(56 215.61177),(57 211.54396),(58 215.8784),(59 212.20233),(60 217.87268),(61 216.84908),(62 218.71495),(63 215.511),(64 219.85497),(65 215.74493),(66 222.55385),(67 219.01732),(68 222.2277),(69 219.37416),(70 228.79805),(71 222.51567),(72 225.4282),(73 223.37228),(74 230.2816),(75 226.20128),(76 231.7376),(77 227.60667),(78 230.81238),(79 227.3334),
(1 130.40604),(2 153.29243),(3 160.96828),(4 169.51575),(5 172.88477),(6 178.05418),(7 179.90103),(8 183.77515),(9 184.66934),(10 188.62372),(11 187.3193),(12 192.35448),(13 190.81633),(14 193.55319),(15 193.41112),(16 195.98317),(17 193.84297),(18 197.74043),(19 196.32756),(20 197.59053),(21 198.757),(22 202.35287),(23 200.62407),(24 204.45303),(25 203.65227),(26 206.97998),(27 201.81683),(28 205.2295),(29 202.52916),(30 205.54126),(31 204.08047),(32 203.55356),(33 202.09972),(34 205.6411),(35 203.74323),(36 206.11995),(37 203.99065),(38 203.66412),(39 201.22704),(40 204.53586),(41 200.35933),(42 204.93414),(43 204.92546),(44 209.03006),(45 207.55551),(46 209.43484),(47 207.7053),(48 211.56915),(49 212.25995),(50 213.67776),(51 210.9395),(52 212.78708),(53 210.45029),(54 214.08104),(55 209.7994),(56 212.09024),(57 207.89975),(58 211.07082),(59 207.43272),(60 212.77142),(61 210.67844),(62 214.75354),(63 210.35066),(64 213.02553),(65 210.12328),(66 217.1267),(67 215.17223),(68 217.71396),(69 214.71303),(70 219.81621),(71 218.0444),(72 222.34496),(73 219.66275),(74 223.79448),(75 221.53493),(76 225.21335),(77 221.58478),(78 224.69672),(79 219.7018),
(1 125.84246),(2 147.25346),(3 154.88945),(4 164.39772),(5 168.15134),(6 174.01924),(7 173.9005),(8 178.14796),(9 179.78275),(10 184.47778),(11 182.99118),(12 187.15562),(13 187.3548),(14 192.10558),(15 190.49867),(16 193.43642),(17 191.2623),(18 195.99478),(19 193.24942),(20 195.97867),(21 196.05098),(22 196.25429),(23 196.3708),(24 198.53204),(25 197.44583),(26 200.11055),(27 197.39874),(28 200.96059),(29 197.52104),(30 199.68901),(31 196.4066),(32 198.68756),(33 197.18774),(34 198.94289),(35 196.73672),(36 198.36049),(37 196.88084),(38 197.20364),(39 195.06706),(40 197.48184),(41 196.06789),(42 199.74924),(43 197.27823),(44 202.00629),(45 197.26393),(46 201.18253),(47 198.61496),(48 202.36113),(49 199.904),(50 204.67897),(51 200.981),(52 203.47363),(53 200.63394),(54 202.7542),(55 197.50702),(56 199.71233),(57 197.38806),(58 200.82643),(59 197.33018),(60 201.2132),(61 199.33109),(62 202.8823),(63 200.88869),(64 203.86935),(65 201.30199),(66 206.39285),(67 205.92757),(68 209.38216),(69 205.6017),(70 209.6614),(71 204.75671),(72 208.15834),(73 205.47697),(74 210.31244),(75 208.57657),(76 209.99924),(77 209.86324),(78 212.7847),(79 211.09259),
(1 126.044525),(2 147.75192),(3 159.10287),(4 167.37659),(5 170.01341),(6 175.1303),(7 178.68347),(8 181.74277),(9 180.65651),(10 186.29276),(11 184.8905),(12 190.26945),(13 187.10674),(14 191.51253),(15 189.285),(16 193.07228),(17 193.04918),(18 196.284),(19 193.0046),(20 198.2698),(21 197.92268),(22 200.83122),(23 200.94801),(24 204.36221),(25 204.17056),(26 204.72444),(27 204.13075),(28 207.44055),(29 203.71404),(30 205.41289),(31 201.75307),(32 206.09514),(33 200.43445),(34 201.37262),(35 199.23734),(36 201.08118),(37 198.8957),(38 199.93713),(39 198.8737),(40 200.97597),(41 200.81557),(42 203.06805),(43 200.72903),(44 203.99767),(45 202.06236),(46 207.08409),(47 203.66899),(48 208.53719),(49 205.43651),(50 210.38304),(51 204.40446),(52 210.58235),(53 208.3705),(54 209.88155),(55 207.4722),(56 209.24767),(57 206.6878),(58 210.52956),(59 205.35847),(60 211.19612),(61 210.48729),(62 214.49997),(63 210.78368),(64 214.29008),(65 213.30272),(66 217.94011),(67 214.31209),(68 217.346),(69 212.5448),(70 217.2386),(71 213.95801),(72 217.81007),(73 214.60843),(74 218.43013),(75 214.42413),(76 218.23102),(77 215.12955),(78 218.90994),(79 215.24817),
(1 125.107475),(2 147.01176),(3 155.90015),(4 164.81367),(5 166.47575),(6 173.39482),(7 174.8939),(8 180.17563),(9 177.89021),(10 181.15398),(11 180.66853),(12 186.87404),(13 185.77522),(14 190.29443),(15 188.97787),(16 190.81999),(17 189.68037),(18 192.96326),(19 191.7877),(20 194.22227),(21 193.7474),(22 195.9333),(23 195.90611),(24 197.34207),(25 198.03494),(26 198.39264),(27 196.20183),(28 198.05174),(29 197.48523),(30 199.02773),(31 196.49928),(32 198.2933),(33 195.16359),(34 197.53),(35 197.50293),(36 200.2464),(37 194.4641),(38 197.02116),(39 195.9646),(40 197.36816),(41 196.0461),(42 200.91208),(43 198.09549),(44 200.51057),(45 199.95683),(46 201.82071),(47 201.50256),(48 206.39658),(49 203.13242),(50 207.6404),(51 201.81938),(52 201.4201),(53 198.40547),(54 199.86696),(55 195.98068),(56 197.68802),(57 196.03854),(58 198.96654),(59 199.89586),(60 202.38057),(61 201.79364),(62 206.02304),(63 204.22612),(64 207.41154),(65 204.26878),(66 210.91617),(67 207.06027),(68 210.30832),(69 207.05293),(70 209.95822),(71 206.01913),(72 211.65356),(73 210.25845),(74 213.58125),(75 212.49048),(76 216.89621),(77 215.0122),(78 217.15063),(79 213.09677),
(1 124.062836),(2 145.43346),(3 154.6684),(4 163.75102),(5 166.86044),(6 172.93092),(7 174.40189),(8 178.84428),(9 179.17802),(10 183.09795),(11 182.24704),(12 187.51407),(13 185.77296),(14 187.65306),(15 187.46219),(16 189.37541),(17 188.68982),(18 193.74896),(19 192.69278),(20 196.54018),(21 195.84964),(22 195.09546),(23 195.55093),(24 199.51825),(25 198.15793),(26 199.71149),(27 194.44308),(28 196.61072),(29 195.28662),(30 197.34818),(31 194.83775),(32 197.6503),(33 192.49243),(34 195.74164),(35 193.96158),(36 195.09155),(37 193.01631),(38 194.49533),(39 190.37694),(40 194.09132),(41 191.81456),(42 196.45717),(43 195.2251),(44 197.12135),(45 195.83682),(46 199.4732),(47 196.75122),(48 201.74567),(49 198.87474),(50 203.8772),(51 198.6803),(52 199.03706),(53 197.99089),(54 200.87865),(55 197.40117),(56 201.39746),(57 198.91125),(58 201.28899),(59 198.12053),(60 201.12878),(61 199.11195),(62 202.41035),(63 201.95834),(64 204.55147),(65 202.89401),(66 209.72981),(67 205.34912),(68 209.56578),(69 207.66324),(70 211.30959),(71 208.2237),(72 210.69768),(73 207.26193),(74 210.89563),(75 205.74275),(76 210.75679),(77 209.95627),(78 214.1155),(79 210.62967),
(1 123.64472),(2 144.90681),(3 153.98506),(4 162.19792),(5 163.97699),(6 169.99162),(7 172.10114),(8 176.5908),(9 175.04218),(10 180.87947),(11 180.88902),(12 186.31247),(13 185.61223),(14 189.47516),(15 186.44035),(16 189.69298),(17 187.51822),(18 191.84833),(19 188.67168),(20 192.66063),(21 189.98523),(22 190.35577),(23 190.13994),(24 194.119),(25 193.1061),(26 192.78987),(27 190.35707),(28 193.94206),(29 192.21095),(30 193.06065),(31 191.90013),(32 195.13367),(33 192.78711),(34 195.28171),(35 192.93745),(36 195.71579),(37 192.75531),(38 193.60274),(39 191.38103),(40 195.83246),(41 192.68994),(42 196.91043),(43 194.96487),(44 197.71289),(45 197.09799),(46 200.36865),(47 198.06424),(48 202.47682),(49 199.53552),(50 205.59033),(51 200.2401),(52 202.83966),(53 199.9688),(54 200.06255),(55 197.94498),(56 200.99216),(57 198.68748),(58 201.81909),(59 199.568),(60 199.38698),(61 203.05756),(62 205.1034),(63 203.52672),(64 206.62868),(65 206.87329),(66 210.5453),(67 210.28609),(68 212.64409),(69 209.40746),(70 212.4768),(71 209.59601),(72 212.682),(73 210.34473),(74 212.79996),(75 209.74908),(76 210.53494),(77 211.72212),(78 213.3817),(79 210.77716),
(1 122.870636),(2 143.50888),(3 154.13966),(4 160.33475),(5 163.65526),(6 169.04488),(7 169.60454),(8 175.24792),(9 174.20084),(10 177.12343),(11 176.49835),(12 180.99141),(13 180.50784),(14 182.20822),(15 181.1601),(16 186.9792),(17 183.51266),(18 188.03499),(19 186.31483),(20 187.92456),(21 185.22598),(22 186.7282),(23 188.90746),(24 190.21895),(25 189.75934),(26 191.3384),(27 187.29228),(28 189.06528),(29 186.32684),(30 189.98218),(31 188.45752),(32 189.11292),(33 188.07474),(34 187.81177),(35 186.34225),(36 189.69037),(37 188.74535),(38 191.24872),(39 187.9052),(40 190.80406),(41 185.98376),(42 191.66574),(43 191.219),(44 193.1446),(45 189.61542),(46 194.07025),(47 192.73788),(48 195.0856),(49 192.53253),(50 195.91245),(51 194.51216),(52 197.34644),(53 195.76755),(54 197.2848),(55 193.14531),(56 196.89758),(57 195.96669),(58 198.18349),(59 196.23767),(60 199.3371),(61 198.0107),(62 199.09213),(63 198.5595),(64 200.74574),(65 200.34773),(66 203.75842),(67 201.14224),(68 205.2646),(69 204.00186),(70 206.87614),(71 203.29428),(72 203.54854),(73 201.93472),(74 205.5765),(75 202.93716),(76 204.04199),(77 203.8447),(78 208.29854),(79 203.58763),
(1 120.91242),(2 140.91565),(3 151.10811),(4 158.71696),(5 160.5996),(6 168.12509),(7 167.74666),(8 171.81093),(9 173.49881),(10 177.01003),(11 175.72984),(12 180.88243),(13 178.51897),(14 180.74123),(15 178.69177),(16 183.96742),(17 182.46559),(18 185.52138),(19 183.93466),(20 187.4361),(21 184.75427),(22 188.07076),(23 185.6902),(24 188.3135),(25 189.35362),(26 191.34898),(27 188.15965),(28 187.78557),(29 186.72488),(30 188.92177),(31 187.60309),(32 189.11438),(33 189.53204),(34 188.06833),(35 187.64131),(36 190.4645),(37 187.28561),(38 189.22382),(39 187.73662),(40 190.45705),(41 187.38608),(42 191.74838),(43 191.26805),(44 192.1249),(45 190.51114),(46 193.42638),(47 193.86159),(48 195.72185),(49 192.41002),(50 196.34088),(51 192.7379),(52 195.69005),(53 194.75014),(54 196.11235),(55 194.40997),(56 196.30397),(57 195.56496),(58 198.07431),(59 193.7952),(60 199.03746),(61 198.31903),(62 202.22937),(63 198.13074),(64 201.553),(65 199.75209),(66 205.65218),(67 201.21153),(68 205.3953),(69 203.8725),(70 206.83739),(71 203.91168),(72 206.45135),(73 205.51794),(74 208.68672),(75 204.66855),(76 207.8687),(77 205.32698),(78 206.22533),(79 201.87338),
(1 117.67867),(2 138.58876),(3 146.81339),(4 155.21735),(5 158.2926),(6 163.96567),(7 164.9947),(8 168.32048),(9 169.17874),(10 173.7021),(11 172.33824),(12 176.37029),(13 174.40549),(14 178.07033),(15 177.22192),(16 182.66196),(17 180.21996),(18 184.02393),(19 182.21654),(20 185.468),(21 183.01553),(22 184.76468),(23 182.86519),(24 185.87291),(25 185.9439),(26 188.59933),(27 185.98643),(28 184.94818),(29 185.34398),(30 188.40785),(31 186.644),(32 189.23456),(33 187.39076),(34 188.59201),(35 188.08926),(36 190.36961),(37 187.71693),(38 189.22893),(39 186.373),(40 189.35825),(41 187.96053),(42 193.6449),(43 191.88805),(44 193.25316),(45 190.11324),(46 192.05821),(47 191.11589),(48 193.23845),(49 191.19237),(50 194.98004),(51 191.96591),(52 193.45258),(53 192.42552),(54 193.37105),(55 191.38994),(56 192.68141),(57 191.04076),(58 193.14069),(59 191.69441),(60 193.28557),(61 191.79056),(62 193.92767),(63 191.54318),(64 192.46024),(65 191.76129),(66 194.29747),(67 192.66077),(68 197.76695),(69 193.06436),(70 198.46027),(71 195.0077),(72 198.00813),(73 197.31065),(74 200.4451),(75 197.06572),(76 199.507),(77 199.09953),(78 203.42664),(79 199.10928),
(1 117.88157),(2 138.7606),(3 146.55151),(4 155.24435),(5 157.18768),(6 162.38481),(7 164.07437),(8 167.16365),(9 165.83728),(10 169.37326),(11 169.57898),(12 173.1567),(13 171.01387),(14 174.93182),(15 173.08473),(16 176.58977),(17 175.29819),(18 178.44221),(19 177.10944),(20 180.46548),(21 176.79457),(22 179.71815),(23 178.8909),(24 182.10858),(25 182.64166),(26 186.14935),(27 183.94257),(28 185.04826),(29 184.17207),(30 187.25043),(31 184.81746),(32 188.21083),(33 185.79364),(34 189.40565),(35 186.46222),(36 188.78304),(37 187.15242),(38 188.35661),(39 186.10799),(40 187.31952),(41 184.51395),(42 189.88643),(43 189.00111),(44 192.23466),(45 189.19815),(46 193.56778),(47 192.23747),(48 196.85779),(49 194.2014),(50 197.85796),(51 194.21988),(52 195.10419),(53 192.26637),(54 195.82462),(55 192.9512),(56 194.37407),(57 190.35014),(58 193.9031),(59 190.57237),(60 195.08553),(61 191.10754),(62 195.99638),(63 193.92268),(64 193.68793),(65 193.2471),(66 197.81967),(67 193.95253),(68 197.26666),(69 194.3791),(70 199.86673),(71 195.59662),(72 200.79173),(73 198.32072),(74 201.1507),(75 198.76923),(76 201.92192),(77 200.10536),(78 200.91556),(79 198.03725),
(1 116.966064),(2 139.11972),(3 147.2196),(4 155.61572),(5 157.8338),(6 163.83331),(7 166.5743),(8 170.0195),(9 168.83897),(10 171.72612),(11 174.17386),(12 176.20972),(13 173.64308),(14 176.52036),(15 176.35132),(16 178.93678),(17 176.8128),(18 180.93037),(19 179.09248),(20 182.52263),(21 178.91052),(22 182.23204),(23 180.0245),(24 184.8359),(25 182.77954),(26 185.9047),(27 182.72835),(28 182.18436),(29 182.80124),(30 183.12651),(31 183.34645),(32 189.01135),(33 184.12538),(34 187.6879),(35 185.6237),(36 188.30656),(37 187.05495),(38 190.10052),(39 186.2973),(40 187.86818),(41 186.07048),(42 189.606),(43 189.21124),(44 192.82019),(45 188.82661),(46 191.95853),(47 188.70967),(48 194.26593),(49 190.87482),(50 193.39194),(51 189.80447),(52 189.56812),(53 186.7234),(54 187.20352),(55 186.95056),(56 188.76012),(57 186.43027),(58 187.65181),(59 187.22154),(60 190.44688),(61 188.59137),(62 192.79964),(63 190.44083),(64 193.09961),(65 193.27553),(66 197.02238),(67 194.58426),(68 198.04585),(69 194.17805),(70 198.04488),(71 194.38618),(72 199.05655),(73 196.28842),(74 200.13391),(75 198.86513),(76 201.91539),(77 198.79549),(78 200.84659),(79 196.51549),
(1 115.7534),(2 136.84341),(3 144.93027),(4 150.61111),(5 153.97371),(6 158.42316),(7 161.73619),(8 164.88559),(9 166.18288),(10 169.5538),(11 167.30933),(12 170.24095),(13 170.24101),(14 174.83173),(15 173.4869),(16 177.66676),(17 174.48328),(18 180.44878),(19 178.24892),(20 183.48958),(21 180.42554),(22 182.31429),(23 181.24847),(24 185.43295),(25 184.51678),(26 186.04774),(27 183.31068),(28 185.24654),(29 183.18433),(30 185.63329),(31 185.66434),(32 187.11479),(33 183.73509),(34 186.26857),(35 183.87251),(36 187.4154),(37 184.72533),(38 187.64673),(39 184.10506),(40 187.19496),(41 184.25067),(42 187.54788),(43 187.25743),(44 188.35577),(45 186.58609),(46 189.47295),(47 187.35889),(48 192.2827),(49 189.06636),(50 192.4281),(51 189.11201),(52 191.36215),(53 188.84131),(54 189.97585),(55 187.4263),(56 188.69585),(57 184.79437),(58 187.06807),(59 185.05475),(60 188.23936),(61 186.64302),(62 190.64713),(63 188.46088),(64 190.48994),(65 190.01157),(66 192.44458),(67 187.39365),(68 191.1565),(69 189.56473),(70 193.7),(71 191.87161),(72 195.03026),(73 190.18042),(74 194.48639),(75 193.45969),(76 195.96182),(77 194.64583),(78 196.20317),(79 193.47995),
(1 113.94621),(2 134.7794),(3 142.51247),(4 150.91235),(5 156.24658),(6 161.17944),(7 163.47551),(8 167.1998),(9 166.12733),(10 170.3051),(11 169.45573),(12 174.9779),(13 173.67567),(14 175.37825),(15 174.45888),(16 175.19743),(17 174.66286),(18 176.57713),(19 175.1243),(20 177.76076),(21 174.68105),(22 178.23938),(23 176.43735),(24 181.22469),(25 180.4932),(26 182.0206),(27 180.09314),(28 182.3036),(29 179.1356),(30 181.3435),(31 179.913),(32 181.80426),(33 181.18988),(34 182.58836),(35 180.1465),(36 183.73758),(37 181.10115),(38 182.1084),(39 181.6677),(40 180.99852),(41 183.0364),(42 187.27519),(43 184.9742),(44 188.53352),(45 185.61475),(46 191.20778),(47 191.12361),(48 195.01274),(49 193.6834),(50 195.58333),(51 191.10136),(52 192.2198),(53 188.75911),(54 190.92923),(55 187.67792),(56 188.3092),(57 186.03032),(58 187.23895),(59 187.01514),(60 188.93138),(61 187.2652),(62 191.446),(63 189.21333),(64 190.66093),(65 189.09926),(66 192.5516),(67 189.0638),(68 194.74274),(69 191.83379),(70 197.27036),(71 194.14766),(72 195.88866),(73 193.16512),(74 197.96742),(75 195.31056),(76 196.40593),(77 194.86664),(78 197.85585),(79 195.45097),
(1 111.66382),(2 129.79793),(3 138.96504),(4 146.7311),(5 148.6619),(6 154.16962),(7 154.95042),(8 157.79308),(9 156.97237),(10 161.79544),(11 161.10612),(12 165.7309),(13 163.8427),(14 167.19284),(15 163.849),(16 166.06012),(17 165.21007),(18 170.75336),(19 169.45897),(20 172.63136),(21 171.00769),(22 172.8531),(23 171.8925),(24 175.35162),(25 174.08821),(26 175.93222),(27 174.15631),(28 175.61185),(29 174.6119),(30 177.16321),(31 176.02696),(32 178.73656),(33 172.91797),(34 173.1118),(35 173.58516),(36 176.22388),(37 173.18367),(38 174.80034),(39 172.12265),(40 175.8619),(41 172.81165),(42 177.34888),(43 176.3414),(44 177.21065),(45 175.93967),(46 178.68924),(47 177.03366),(48 180.86655),(49 177.53497),(50 179.66698),(51 178.18622),(52 180.28874),(53 179.63734),(54 180.6635),(55 177.68605),(56 178.74496),(57 176.90907),(58 177.85867),(59 177.35915),(60 179.73698),(61 178.84773),(62 180.95134),(63 179.12291),(64 181.46257),(65 179.34747),(66 183.79327),(67 181.25815),(68 184.99382),(69 183.42615),(70 188.91821),(71 184.91356),(72 187.94089),(73 185.52457),(74 188.3032),(75 186.58397),(76 188.8993),(77 186.85922),(78 188.7169),(79 185.49748),
(1 113.13006),(2 133.48503),(3 140.03352),(4 149.01146),(5 151.06818),(6 155.24425),(7 158.59607),(8 160.3882),(9 161.63556),(10 167.59117),(11 165.24582),(12 168.19637),(13 169.2146),(14 171.41939),(15 170.18976),(16 173.5853),(17 171.31322),(18 174.67293),(19 173.43448),(20 179.20775),(21 176.50175),(22 177.34628),(23 175.63063),(24 180.93742),(25 178.12038),(26 180.25446),(27 179.04758),(28 180.20345),(29 178.81288),(30 181.52762),(31 179.70952),(32 183.10466),(33 180.80595),(34 183.18489),(35 181.10579),(36 183.16707),(37 182.27853),(38 182.05467),(39 180.55066),(40 183.20644),(41 180.89737),(42 183.74942),(43 183.63945),(44 185.91997),(45 185.00551),(46 187.21713),(47 185.44609),(48 188.30954),(49 187.10864),(50 188.75272),(51 188.42172),(52 186.38043),(53 185.61806),(54 186.67151),(55 183.20074),(56 186.02177),(57 182.01704),(58 186.16058),(59 182.26396),(60 186.61472),(61 184.49251),(62 188.33325),(63 186.26654),(64 188.65276),(65 186.41234),(66 190.00157),(67 187.63486),(68 189.6228),(69 188.21684),(70 191.94872),(71 190.14145),(72 193.88585),(73 193.33705),(74 196.39352),(75 192.33017),(76 196.08638),(77 192.52393),(78 195.52518),(79 193.04669),
(1 111.72245),(2 128.82332),(3 136.39137),(4 144.90384),(5 148.29732),(6 153.85785),(7 154.67883),(8 158.85971),(9 158.97505),(10 162.38246),(11 160.85245),(12 165.69319),(13 165.00356),(14 166.92392),(15 166.84937),(16 169.80168),(17 168.93602),(18 171.8994),(19 168.51929),(20 171.89838),(21 169.93533),(22 171.54051),(23 169.6161),(24 172.2112),(25 172.65948),(26 175.40877),(27 173.75078),(28 177.2554),(29 173.8047),(30 176.40227),(31 173.2683),(32 173.77133),(33 172.93141),(34 176.28174),(35 173.85416),(36 177.24092),(37 172.73006),(38 174.76915),(39 171.98883),(40 174.27501),(41 171.9257),(42 175.6424),(43 174.25137),(44 176.68907),(45 177.1765),(46 179.39394),(47 177.21904),(48 179.99457),(49 177.78888),(50 181.95552),(51 179.33302),(52 180.5303),(53 179.83694),(54 180.22743),(55 177.65997),(56 179.18283),(57 176.25749),(58 177.41956),(59 174.19347),(60 176.73741),(61 173.55244),(62 178.16876),(63 175.39993),(64 178.42555),(65 178.32002),(66 184.07867),(67 179.14842),(68 181.79918),(69 182.06567),(70 185.60043),(71 183.90962),(72 186.97362),(73 186.9434),(74 190.88696),(75 191.2364),(76 192.11006),(77 189.69171),(78 192.83978),(79 189.56378),
(1 109.62431),(2 126.81505),(3 134.32565),(4 143.00581),(5 146.48355),(6 151.00127),(7 152.67145),(8 154.84267),(9 156.22678),(10 159.23279),(11 159.73178),(12 163.97505),(13 163.72554),(14 166.21765),(15 166.41855),(16 169.05334),(17 166.39484),(18 172.19872),(19 169.38629),(20 170.82886),(21 169.82823),(22 170.31815),(23 169.0817),(24 172.70622),(25 171.95134),(26 175.11768),(27 174.01233),(28 173.45717),(29 171.98567),(30 173.12967),(31 171.12656),(32 172.20862),(33 170.71452),(34 173.49529),(35 170.03636),(36 170.78154),(37 167.71547),(38 171.35388),(39 169.05283),(40 170.8851),(41 167.97626),(42 173.05643),(43 171.86966),(44 174.50829),(45 174.11075),(46 174.50668),(47 173.49178),(48 176.33955),(49 174.98141),(50 177.97266),(51 176.22673),(52 179.2738),(53 177.60812),(54 179.24132),(55 177.85071),(56 178.71153),(57 177.56142),(58 178.98932),(59 177.35446),(60 180.8928),(61 179.27144),(62 182.62915),(63 179.19489),(64 181.95923),(65 180.4582),(66 183.46132),(67 180.8124),(68 184.69315),(69 181.11754),(70 184.8204),(71 180.21552),(72 184.17206),(73 182.0808),(74 184.65915),(75 183.571),(76 186.75993),(77 184.5924),(78 188.54861),(79 184.71892),
(1 110.60657),(2 128.33458),(3 136.2475),(4 146.41228),(5 146.82787),(6 151.78967),(7 156.38054),(8 157.8027),(9 158.40143),(10 162.82718),(11 162.65865),(12 166.48158),(13 165.60367),(14 167.29242),(15 166.35814),(16 168.98404),(17 167.24097),(18 172.11662),(19 171.90192),(20 173.57819),(21 171.81313),(22 173.93431),(23 172.1599),(24 173.08862),(25 173.64764),(26 174.38011),(27 172.6337),(28 172.7702),(29 173.756),(30 177.07652),(31 173.56395),(32 174.3471),(33 173.41357),(34 176.52258),(35 173.05109),(36 175.16946),(37 173.23378),(38 176.20377),(39 174.20816),(40 176.35515),(41 174.01782),(42 180.86755),(43 179.88808),(44 182.13492),(45 180.90295),(46 183.72234),(47 182.29596),(48 185.81744),(49 182.02924),(50 186.18857),(51 182.95279),(52 184.5514),(53 182.43228),(54 181.85915),(55 181.33952),(56 182.47636),(57 179.63803),(58 183.55232),(59 182.09607),(60 185.66537),(61 185.13193),(62 190.77113),(63 185.14603),(64 186.75566),(65 185.0647),(66 190.02332),(67 187.10388),(68 187.36534),(69 186.4981),(70 188.31334),(71 186.02779),(72 190.00299),(73 188.93002),(74 192.08463),(75 190.30194),(76 192.47888),(77 188.74731),(78 191.0455),(79 189.76764),
