1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 113.18579),(2 131.95702),(3 143.54185),(4 148.60988),(5 151.52835),(6 158.0778),(7 160.05957),(8 162.87369),(9 162.0297),(10 161.76538),(11 163.60558),(12 163.79454),(13 163.97981),(14 167.49792),(15 164.7054),(16 165.10788),(17 167.10573),(18 164.79657),(19 165.54851),(20 166.59698),(21 167.26866),(22 169.79715),(23 168.0372),(24 168.33098),(25 172.28766),(26 171.53526),(27 171.08109),(28 174.92807),(29 173.98653),(30 175.53786),(31 173.737),(32 172.46628),(33 174.73721),(34 173.69456),(35 173.70796),(36 172.82393),(37 171.6055),(38 170.95842),(39 171.63301),(40 171.54974),(41 169.56213),(42 173.86572),(43 170.99686),(44 167.2221),(45 170.46016),(46 168.71481),(47 165.87465),(48 167.28064),(49 165.42014),(50 168.73251),(51 169.92758),(52 172.1204),(53 171.35297),(54 173.02594),(55 176.36087),(56 179.07587),(57 181.67311),(58 182.84258),(59 180.74335),(60 181.14275),(61 184.33678),(62 183.80249),(63 183.96594),(64 185.48283),(65 181.73917),(66 180.71822),(67 182.3625),(68 178.44609),(69 175.98447),(70 178.51761),(71 175.8546),(72 173.71255),(73 174.23727),(74 171.66656),(75 170.93352),(76 171.46272),(77 168.25589),(78 168.30875),(79 169.31107),
(1 112.8901),(2 132.7736),(3 142.97073),(4 146.7758),(5 147.27304),(6 154.62268),(7 157.43129),(8 160.60826),(9 158.80103),(10 161.66615),(11 165.95868),(12 166.7103),(13 168.33698),(14 169.78691),(15 166.06909),(16 165.48012),(17 165.48145),(18 163.66805),(19 163.01038),(20 164.6644),(21 164.11615),(22 165.97264),(23 167.28973),(24 168.24286),(25 170.06715),(26 168.39864),(27 167.44817),(28 172.09425),(29 170.47859),(30 169.5354),(31 167.88086),(32 168.86128),(33 171.49406),(34 166.64601),(35 167.6667),(36 167.89607),(37 167.83586),(38 167.79176),(39 169.56429),(40 169.50081),(41 168.8918),(42 172.77371),(43 168.7474),(44 168.44028),(45 171.1157),(46 169.71239),(47 168.74641),(48 171.63843),(49 170.38487),(50 173.44102),(51 173.35999),(52 174.2447),(53 172.2394),(54 173.59618),(55 178.08829),(56 179.22108),(57 181.68768),(58 182.27162),(59 181.5843),(60 183.94449),(61 183.93573),(62 183.54274),(63 182.75603),(64 184.66692),(65 182.50862),(66 181.12361),(67 182.6487),(68 180.50568),(69 177.68524),(70 179.57751),(71 175.01378),(72 172.81245),(73 175.22038),(74 173.84575),(75 170.80669),(76 174.04605),(77 172.4616),(78 171.32164),(79 172.82413),
(1 111.40819),(2 126.61053),(3 138.46954),(4 143.60352),(5 145.80887),(6 151.7936),(7 154.696),(8 156.3151),(9 157.07373),(10 155.60513),(11 158.87462),(12 159.69807),(13 160.01263),(14 161.50313),(15 158.62779),(16 158.66554),(17 160.04213),(18 158.35587),(19 157.08723),(20 159.6981),(21 159.5306),(22 161.42136),(23 162.02081),(24 161.65399),(25 163.64095),(26 162.17444),(27 163.48332),(28 167.94034),(29 167.74728),(30 166.67847),(31 163.41942),(32 163.53214),(33 165.32188),(34 164.0545),(35 164.2757),(36 164.19272),(37 160.77528),(38 161.22241),(39 164.29686),(40 163.45952),(41 163.01146),(42 164.70308),(43 163.73477),(44 163.30661),(45 166.74329),(46 163.94524),(47 163.01453),(48 166.33209),(49 163.93665),(50 169.53635),(51 169.51302),(52 171.97125),(53 167.00803),(54 170.09517),(55 173.34218),(56 174.74342),(57 176.42049),(58 177.73886),(59 175.3051),(60 176.85144),(61 177.4959),(62 176.23067),(63 175.22215),(64 176.1364),(65 171.64084),(66 172.88474),(67 173.31636),(68 170.88574),(69 169.42873),(70 170.7513),(71 167.55342),(72 165.58014),(73 167.36687),(74 165.36842),(75 162.98424),(76 167.43562),(77 163.06174),(78 164.04672),(79 165.04475),
(1 110.78917),(2 126.33208),(3 138.64645),(4 141.56989),(5 144.73555),(6 148.70154),(7 150.29854),(8 154.92375),(9 154.08493),(10 153.24867),(11 158.06253),(12 158.78888),(13 160.67354),(14 160.75699),(15 158.65767),(16 158.49753),(17 159.86865),(18 158.00179),(19 158.03278),(20 159.04236),(21 158.70737),(22 158.77647),(23 159.06615),(24 158.48021),(25 161.39914),(26 160.52812),(27 160.32487),(28 163.28282),(29 165.60634),(30 162.93175),(31 160.33607),(32 159.39944),(33 162.8718),(34 159.37413),(35 159.88634),(36 160.42685),(37 159.23962),(38 158.0809),(39 161.4597),(40 159.1184),(41 155.80916),(42 159.89235),(43 159.75778),(44 159.33096),(45 162.27791),(46 160.6163),(47 159.37192),(48 164.99089),(49 160.20827),(50 165.18712),(51 164.93127),(52 167.38618),(53 165.90764),(54 169.09648),(55 170.91344),(56 172.57434),(57 173.50887),(58 176.35912),(59 176.16202),(60 175.61197),(61 177.04066),(62 176.08217),(63 175.78653),(64 176.60292),(65 175.49834),(66 173.75711),(67 175.4679),(68 173.46307),(69 173.02257),(70 171.50763),(71 169.63985),(72 168.40051),(73 169.44243),(74 164.9333),(75 163.10687),(76 168.48619),(77 162.48349),(78 162.47226),(79 163.91013),
(1 107.770584),(2 126.25999),(3 137.74658),(4 139.91461),(5 145.11963),(6 149.57149),(7 153.63794),(8 155.38757),(9 154.61116),(10 155.75948),(11 158.27322),(12 158.68073),(13 159.96545),(14 158.7807),(15 159.26712),(16 160.02554),(17 162.15385),(18 158.86374),(19 158.17662),(20 157.86108),(21 157.99423),(22 158.04459),(23 157.4436),(24 157.06613),(25 158.00203),(26 158.08452),(27 157.10829),(28 160.29118),(29 160.13487),(30 160.10178),(31 158.41513),(32 157.94429),(33 159.5573),(34 157.3247),(35 155.00008),(36 157.1127),(37 155.9425),(38 156.72777),(39 159.53229),(40 156.85463),(41 156.329),(42 160.73665),(43 158.44916),(44 157.29929),(45 159.0692),(46 158.3175),(47 158.56381),(48 159.9507),(49 157.7604),(50 160.87964),(51 161.8621),(52 165.06035),(53 165.23958),(54 164.7462),(55 168.79291),(56 170.23645),(57 171.57281),(58 173.53253),(59 174.30362),(60 172.7911),(61 173.33827),(62 172.7713),(63 170.72137),(64 170.57314),(65 169.74146),(66 168.37767),(67 169.73267),(68 167.0608),(69 166.85844),(70 168.7906),(71 167.04443),(72 162.21175),(73 164.22072),(74 162.20894),(75 160.55894),(76 162.95917),(77 157.91797),(78 158.88753),(79 161.07219),
(1 108.36294),(2 125.73494),(3 138.08269),(4 139.47559),(5 144.74586),(6 149.431),(7 150.65662),(8 155.89435),(9 155.10173),(10 156.34134),(11 155.41216),(12 157.3854),(13 158.99585),(14 159.02586),(15 158.1366),(16 158.90526),(17 161.0168),(18 158.80418),(19 158.34912),(20 159.79182),(21 158.4465),(22 157.69589),(23 157.65178),(24 158.65074),(25 160.21207),(26 159.26942),(27 158.96515),(28 161.90456),(29 162.06496),(30 162.47418),(31 161.48236),(32 159.80356),(33 161.40894),(34 160.10863),(35 158.03357),(36 160.61642),(37 161.37825),(38 161.62343),(39 166.29987),(40 165.56883),(41 163.08778),(42 165.86804),(43 163.42903),(44 160.56264),(45 163.70436),(46 161.71956),(47 160.89532),(48 162.36018),(49 161.12114),(50 164.26456),(51 163.40439),(52 166.65776),(53 166.47984),(54 165.38899),(55 167.37401),(56 169.33372),(57 172.83739),(58 173.66055),(59 175.99495),(60 175.76967),(61 175.7504),(62 175.43399),(63 174.43964),(64 174.6434),(65 173.16039),(66 172.53697),(67 173.18245),(68 173.73627),(69 173.28893),(70 175.56006),(71 173.13231),(72 169.39037),(73 169.76445),(74 166.08026),(75 165.92699),(76 168.41156),(77 163.47226),(78 162.35774),(79 165.8726),
(1 104.33345),(2 122.35299),(3 134.34912),(4 136.51936),(5 140.28438),(6 145.7111),(7 148.94574),(8 152.71309),(9 150.28763),(10 150.95744),(11 152.13084),(12 152.07404),(13 153.98552),(14 155.48221),(15 154.86795),(16 152.78725),(17 154.36589),(18 153.1621),(19 152.49815),(20 153.09834),(21 152.29456),(22 153.33907),(23 152.59676),(24 154.05684),(25 155.25903),(26 155.77731),(27 155.88129),(28 158.29294),(29 156.52945),(30 156.57086),(31 155.1123),(32 155.33157),(33 156.52719),(34 154.23264),(35 153.79771),(36 154.4926),(37 155.10019),(38 154.09683),(39 157.6635),(40 155.06076),(41 154.68091),(42 157.46292),(43 153.50937),(44 151.8393),(45 155.47234),(46 153.97697),(47 152.37413),(48 154.94608),(49 153.4704),(50 157.2782),(51 158.06491),(52 160.66455),(53 158.96556),(54 159.93036),(55 164.70694),(56 164.30019),(57 164.70474),(58 166.84103),(59 165.10281),(60 164.224),(61 164.58716),(62 164.31387),(63 163.98206),(64 164.09421),(65 162.33357),(66 163.94109),(67 164.64677),(68 163.87521),(69 161.97649),(70 162.9189),(71 159.1379),(72 157.54778),(73 160.32417),(74 157.35707),(75 155.52258),(76 158.8872),(77 155.03564),(78 155.78671),(79 157.23846),
(1 103.4282),(2 122.6966),(3 132.74448),(4 133.12357),(5 137.46121),(6 141.95001),(7 145.13936),(8 148.58258),(9 147.51585),(10 147.90285),(11 149.65608),(12 149.60591),(13 150.3149),(14 151.86198),(15 151.46198),(16 149.48477),(17 151.51419),(18 150.92911),(19 148.62215),(20 149.9246),(21 151.2324),(22 151.94223),(23 151.19427),(24 151.00601),(25 153.85286),(26 152.48582),(27 152.47841),(28 154.14104),(29 155.02821),(30 153.5114),(31 153.65411),(32 151.6492),(33 153.11047),(34 152.0417),(35 150.9814),(36 152.61752),(37 153.17783),(38 152.85966),(39 157.75093),(40 153.84879),(41 152.75574),(42 154.8038),(43 155.36021),(44 153.97208),(45 156.2666),(46 154.17729),(47 154.44203),(48 156.35612),(49 155.35039),(50 160.36102),(51 159.90648),(52 160.52779),(53 159.56459),(54 162.86368),(55 165.21844),(56 167.86353),(57 167.91399),(58 169.0932),(59 168.15613),(60 169.50333),(61 169.9096),(62 167.33948),(63 168.1496),(64 167.88957),(65 167.30295),(66 166.99829),(67 168.54588),(68 166.52452),(69 163.9853),(70 165.76328),(71 163.85037),(72 161.25562),(73 163.16016),(74 159.69609),(75 157.87119),(76 161.11577),(77 157.91261),(78 158.20819),(79 158.76358),
(1 102.2383),(2 119.76817),(3 130.80405),(4 132.9067),(5 138.06862),(6 143.39091),(7 145.45476),(8 147.62756),(9 146.89024),(10 148.4912),(11 151.80139),(12 150.47633),(13 150.40022),(14 151.2725),(15 150.31557),(16 149.11563),(17 150.6929),(18 150.01648),(19 147.24797),(20 150.14975),(21 148.83669),(22 152.98802),(23 151.06631),(24 151.60667),(25 153.22969),(26 151.4256),(27 150.75311),(28 153.9148),(29 153.84549),(30 155.4441),(31 152.58882),(32 151.52988),(33 153.02734),(34 151.68488),(35 149.83669),(36 153.3603),(37 152.74751),(38 154.03073),(39 155.68266),(40 152.92221),(41 151.32515),(42 155.1689),(43 153.7654),(44 154.81937),(45 156.53429),(46 154.10869),(47 152.97957),(48 152.63808),(49 151.90736),(50 156.01062),(51 158.60527),(52 160.35703),(53 160.69785),(54 161.127),(55 163.9413),(56 164.65384),(57 165.73544),(58 166.65715),(59 165.98164),(60 166.75055),(61 168.63832),(62 166.34589),(63 165.45148),(64 166.06976),(65 164.17784),(66 164.40605),(67 164.0122),(68 161.5475),(69 160.39726),(70 161.05751),(71 155.73259),(72 156.163),(73 156.97752),(74 156.58656),(75 155.03111),(76 159.38254),(77 156.39507),(78 158.69023),(79 158.36345),
(1 99.54391),(2 115.676346),(3 126.08338),(4 128.19043),(5 132.78767),(6 135.93718),(7 138.89066),(8 142.92917),(9 141.10889),(10 143.35757),(11 145.28133),(12 144.15703),(13 142.7396),(14 145.04411),(15 144.31615),(16 143.48615),(17 146.32312),(18 145.03532),(19 143.9532),(20 146.9511),(21 144.9233),(22 147.21364),(23 144.74495),(24 145.7865),(25 148.623),(26 147.45389),(27 146.7769),(28 148.67564),(29 148.77116),(30 150.3492),(31 149.04669),(32 148.31177),(33 148.04755),(34 146.57045),(35 146.4596),(36 148.0468),(37 147.92538),(38 147.37534),(39 150.43051),(40 147.13367),(41 146.9924),(42 149.89742),(43 147.88776),(44 147.15657),(45 150.13652),(46 148.46019),(47 147.86855),(48 148.3633),(49 147.99893),(50 151.63086),(51 152.1379),(52 154.71065),(53 154.36035),(54 153.32253),(55 156.2759),(56 157.92929),(57 159.88315),(58 160.9319),(59 158.92613),(60 160.43695),(61 161.1711),(62 159.2395),(63 159.53078),(64 158.99252),(65 158.02083),(66 157.44547),(67 158.7346),(68 155.21689),(69 155.65543),(70 155.88922),(71 153.44228),(72 151.53221),(73 153.37434),(74 151.62874),(75 147.9747),(76 153.3068),(77 150.65524),(78 151.31203),(79 153.17148),
(1 99.11005),(2 115.79275),(3 123.78221),(4 126.76859),(5 131.06062),(6 135.62814),(7 137.60837),(8 141.01799),(9 141.02586),(10 142.74355),(11 145.47887),(12 143.98988),(13 145.9296),(14 145.9231),(15 145.97728),(16 146.77318),(17 147.41661),(18 145.87914),(19 145.64738),(20 147.465),(21 147.28316),(22 148.14133),(23 145.48004),(24 145.80977),(25 149.21213),(26 147.66122),(27 147.21587),(28 149.06429),(29 147.15947),(30 148.89066),(31 147.0255),(32 146.35524),(33 146.77727),(34 145.63063),(35 145.58871),(36 146.92015),(37 147.49461),(38 146.5194),(39 148.99925),(40 146.18037),(41 144.80533),(42 146.90518),(43 147.05873),(44 147.66635),(45 148.747),(46 145.88448),(47 144.63098),(48 146.22197),(49 144.64413),(50 147.88138),(51 147.04527),(52 150.23413),(53 150.64745),(54 150.12302),(55 153.56235),(56 154.0809),(57 154.62508),(58 157.1732),(59 156.96385),(60 156.79893),(61 157.64816),(62 155.98955),(63 156.71704),(64 157.48705),(65 156.38664),(66 155.603),(67 157.99142),(68 155.40056),(69 155.08148),(70 156.52727),(71 151.95424),(72 150.67987),(73 152.82779),(74 149.43799),(75 148.18576),(76 151.88622),(77 149.30693),(78 148.0956),(79 149.54253),
(1 97.08014),(2 113.452),(3 122.70784),(4 126.10424),(5 128.78178),(6 134.42068),(7 135.38481),(8 138.13498),(9 138.05528),(10 138.43779),(11 141.75322),(12 140.68784),(13 142.07726),(14 144.35078),(15 144.11562),(16 143.38834),(17 143.6996),(18 142.09184),(19 140.89479),(20 143.40277),(21 142.76741),(22 142.58498),(23 141.91313),(24 142.41699),(25 144.73506),(26 142.84476),(27 144.41006),(28 146.24133),(29 145.99141),(30 146.45343),(31 144.51048),(32 145.07858),(33 144.42876),(34 142.82008),(35 142.84569),(36 144.52615),(37 145.14539),(38 143.44008),(39 145.33359),(40 143.90836),(41 144.00017),(42 145.42253),(43 144.91948),(44 145.79428),(45 146.94507),(46 144.27798),(47 144.45238),(48 145.90724),(49 144.22653),(50 148.35391),(51 147.17316),(52 149.13477),(53 151.72928),(54 150.1375),(55 153.44136),(56 155.32233),(57 155.62416),(58 158.20023),(59 157.97978),(60 157.14314),(61 158.28333),(62 157.47906),(63 157.10968),(64 159.60344),(65 156.84381),(66 155.26617),(67 157.03195),(68 154.2201),(69 154.23811),(70 154.94862),(71 151.10666),(72 150.04237),(73 152.8515),(74 151.17181),(75 148.54279),(76 150.69489),(77 148.22057),(78 147.1945),(79 150.57764),
(1 97.64624),(2 113.71034),(3 122.454956),(4 126.61835),(5 130.14003),(6 135.7392),(7 136.81194),(8 140.79643),(9 140.79955),(10 143.05974),(11 145.56966),(12 143.76138),(13 145.57335),(14 145.45895),(15 144.68228),(16 144.21109),(17 145.58504),(18 142.96492),(19 141.56375),(20 143.91942),(21 142.29382),(22 143.6423),(23 143.16345),(24 143.37566),(25 147.21185),(26 146.2781),(27 145.47395),(28 148.96089),(29 147.97836),(30 147.5632),(31 144.39935),(32 144.7877),(33 144.89404),(34 143.07416),(35 143.9757),(36 145.17558),(37 144.49425),(38 143.93468),(39 147.39803),(40 143.094),(41 142.69762),(42 144.18355),(43 144.84358),(44 144.17896),(45 145.65855),(46 144.4077),(47 144.2621),(48 144.88991),(49 143.29074),(50 146.3641),(51 147.3686),(52 149.36565),(53 149.01408),(54 148.32759),(55 151.36415),(56 154.64621),(57 154.81116),(58 155.02167),(59 155.75288),(60 157.56046),(61 156.28996),(62 155.61304),(63 157.21513),(64 158.99512),(65 155.309),(66 154.02748),(67 156.8166),(68 154.69447),(69 154.38193),(70 155.26192),(71 152.42545),(72 153.55821),(73 155.66035),(74 152.62741),(75 152.46718),(76 154.88226),(77 152.02956),(78 152.38135),(79 155.63222),
(1 95.23501),(2 111.65176),(3 120.771164),(4 124.88379),(5 129.60312),(6 133.40517),(7 135.39058),(8 138.29991),(9 139.23772),(10 139.78476),(11 142.52899),(12 142.70639),(13 141.79832),(14 143.28963),(15 144.22995),(16 143.10298),(17 141.7861),(18 139.72324),(19 139.71901),(20 141.52838),(21 142.0299),(22 143.42613),(23 142.37648),(24 143.73666),(25 147.16994),(26 145.32649),(27 145.6924),(28 149.30835),(29 148.8942),(30 147.37576),(31 145.3495),(32 145.27092),(33 147.69797),(34 144.00005),(35 144.66637),(36 147.26965),(37 146.02405),(38 145.65787),(39 147.49272),(40 143.75357),(41 144.38742),(42 147.26859),(43 146.26314),(44 145.35402),(45 147.19594),(46 143.67686),(47 143.5152),(48 145.22786),(49 142.63138),(50 146.01439),(51 145.46947),(52 147.67084),(53 147.90092),(54 148.33693),(55 151.62125),(56 153.0885),(57 154.76518),(58 155.90161),(59 155.186),(60 155.9084),(61 158.31206),(62 156.41736),(63 158.15433),(64 158.97609),(65 157.52362),(66 157.37251),(67 157.81967),(68 157.1356),(69 156.95871),(70 158.63159),(71 156.51993),(72 156.28798),(73 157.998),(74 155.06967),(75 153.31702),(76 155.74146),(77 153.53616),(78 154.27704),(79 155.78554),
(1 92.98563),(2 109.14717),(3 117.886185),(4 122.65383),(5 126.293526),(6 131.28758),(7 133.43134),(8 135.12277),(9 135.42194),(10 135.70253),(11 138.13356),(12 138.35515),(13 138.35782),(14 139.05902),(15 139.5952),(16 140.23389),(17 139.65628),(18 137.30508),(19 137.27972),(20 138.73468),(21 139.14099),(22 139.4225),(23 137.55583),(24 138.5879),(25 141.48262),(26 140.02623),(27 140.063),(28 142.67621),(29 141.42743),(30 141.96822),(31 139.3507),(32 138.88692),(33 139.71996),(34 136.52658),(35 139.14006),(36 140.2561),(37 139.44817),(38 140.44398),(39 141.93211),(40 139.64978),(41 139.56519),(42 142.80885),(43 139.43568),(44 139.52518),(45 141.61308),(46 139.11726),(47 139.0806),(48 140.65973),(49 139.31833),(50 142.53444),(51 143.81448),(52 144.81053),(53 144.24236),(54 145.62675),(55 150.33682),(56 150.86789),(57 153.62025),(58 152.95308),(59 153.43958),(60 152.4861),(61 152.6931),(62 151.61133),(63 153.22083),(64 151.51057),(65 151.13461),(66 149.79005),(67 151.37244),(68 148.52397),(69 147.4719),(70 149.23705),(71 146.76256),(72 146.8313),(73 147.32983),(74 144.9526),(75 143.35248),(76 144.54459),(77 142.4044),(78 143.50055),(79 145.84457),
(1 91.7379),(2 107.593796),(3 117.49138),(4 120.220146),(5 123.82397),(6 128.16501),(7 129.14746),(8 132.09218),(9 131.70583),(10 131.51154),(11 133.86247),(12 133.99634),(13 134.40549),(14 135.46768),(15 136.01636),(16 136.27611),(17 137.16434),(18 134.41628),(19 134.46768),(20 135.56091),(21 134.36685),(22 133.76384),(23 133.61292),(24 135.00153),(25 136.87148),(26 137.4916),(27 137.69792),(28 139.55319),(29 139.14833),(30 140.98682),(31 138.177),(32 138.38898),(33 139.08195),(34 136.63083),(35 138.12009),(36 138.23454),(37 136.19545),(38 136.00075),(39 139.94254),(40 137.66757),(41 136.57178),(42 138.23471),(43 137.66982),(44 137.15013),(45 138.11024),(46 136.7057),(47 135.93175),(48 136.2697),(49 136.16882),(50 139.7494),(51 138.3207),(52 139.98819),(53 138.41383),(54 140.47998),(55 142.67523),(56 141.88736),(57 145.05232),(58 145.67616),(59 145.6998),(60 146.02),(61 145.55487),(62 145.66586),(63 145.33653),(64 145.71031),(65 143.39935),(66 143.70026),(67 144.7077),(68 143.65723),(69 142.09103),(70 143.87782),(71 141.13312),(72 140.7778),(73 142.43985),(74 140.92355),(75 139.791),(76 140.21727),(77 139.41493),(78 139.09793),(79 141.04985),
(1 90.57769),(2 106.017265),(3 115.58728),(4 120.72886),(5 123.88293),(6 126.42537),(7 129.77838),(8 130.91058),(9 131.76775),(10 130.4628),(11 133.61438),(12 134.53297),(13 135.71161),(14 137.61739),(15 136.11795),(16 136.83214),(17 137.62088),(18 136.54039),(19 135.05525),(20 136.03696),(21 135.16801),(22 135.89293),(23 136.03696),(24 137.77707),(25 139.10562),(26 137.87161),(27 137.0798),(28 140.24872),(29 137.77557),(30 137.79718),(31 135.59364),(32 136.10284),(33 136.94173),(34 134.3742),(35 135.60634),(36 137.12904),(37 135.6159),(38 134.87273),(39 136.80916),(40 135.00137),(41 134.74321),(42 137.55432),(43 137.04025),(44 136.36404),(45 137.89093),(46 136.64073),(47 135.9254),(48 136.11488),(49 136.71077),(50 139.17883),(51 137.89255),(52 139.5068),(53 138.28569),(54 139.82402),(55 141.29251),(56 142.67418),(57 143.91754),(58 145.2107),(59 144.05376),(60 145.32422),(61 144.8354),(62 144.99144),(63 145.43875),(64 147.13177),(65 144.08907),(66 145.3007),(67 145.82504),(68 144.15486),(69 142.76453),(70 144.5775),(71 142.2513),(72 140.5406),(73 142.64818),(74 141.70227),(75 141.16045),(76 142.14682),(77 140.76205),(78 140.98447),(79 142.86707),
(1 90.315605),(2 104.772675),(3 112.69748),(4 117.017044),(5 119.54714),(6 123.70705),(7 125.20215),(8 127.58703),(9 128.61813),(10 128.74567),(11 133.2153),(12 132.17233),(13 133.3909),(14 133.89864),(15 134.5541),(16 132.71887),(17 133.09294),(18 131.8896),(19 130.78467),(20 132.9465),(21 131.90587),(22 132.32642),(23 131.67767),(24 132.35652),(25 134.5751),(26 133.60214),(27 133.46483),(28 135.99763),(29 135.8965),(30 136.41422),(31 135.34044),(32 134.897),(33 135.83794),(34 133.27473),(35 135.12625),(36 135.00108),(37 133.2623),(38 133.38968),(39 135.06233),(40 133.4097),(41 133.45639),(42 134.71358),(43 133.54787),(44 132.71428),(45 133.2498),(46 132.29967),(47 130.56027),(48 132.89659),(49 131.788),(50 134.0095),(51 134.16048),(52 134.8455),(53 133.50027),(54 134.75198),(55 136.00302),(56 137.28323),(57 139.80608),(58 141.4905),(59 138.62944),(60 139.02235),(61 140.99605),(62 141.25226),(63 140.55795),(64 142.35919),(65 139.91516),(66 140.21446),(67 142.39468),(68 140.733),(69 140.37587),(70 140.20328),(71 140.24),(72 138.96071),(73 141.50279),(74 139.79625),(75 137.7551),(76 140.20685),(77 138.1166),(78 138.40273),(79 142.39854),
(1 88.76014),(2 103.944916),(3 111.365265),(4 114.51834),(5 117.11983),(6 121.38025),(7 123.08574),(8 123.985146),(9 124.52895),(10 125.34337),(11 127.10548),(12 126.50414),(13 127.78517),(14 130.24142),(15 129.808),(16 129.15845),(17 129.51923),(18 128.51349),(19 128.56233),(20 130.39438),(21 128.98363),(22 130.41696),(23 128.72223),(24 129.96266),(25 132.92636),(26 132.326),(27 131.11992),(28 133.07533),(29 133.338),(30 133.33981),(31 131.50528),(32 130.77756),(33 132.03659),(34 130.81277),(35 131.21677),(36 131.83557),(37 130.0665),(38 130.31738),(39 131.32579),(40 130.35573),(41 131.8824),(42 133.02788),(43 132.57877),(44 130.90413),(45 131.28181),(46 131.06017),(47 129.77592),(48 131.94145),(49 130.4018),(50 131.27798),(51 132.6858),(52 134.7094),(53 133.62865),(54 136.51486),(55 137.56302),(56 138.19312),(57 139.75621),(58 141.05655),(59 139.10593),(60 140.26538),(61 141.14648),(62 141.07257),(63 141.79666),(64 142.45946),(65 141.61557),(66 142.40672),(67 144.32854),(68 142.8489),(69 140.76222),(70 143.33615),(71 141.50034),(72 140.9247),(73 142.22766),(74 139.79333),(75 137.15141),(76 140.03362),(77 135.80807),(78 137.57661),(79 139.91061),
