1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 69360.586),(2 183050.13),(3 336733.1),(4 568450.1),(5 776164.56),(6 973994.75),(7 1218872),(8 1433168.1),(9 1656191),(10 1944122.1),(11 2246288),(12 2522368),(13 2880055),(14 3240451),(15 3591594.8),(16 4011318.8),(17 4463330),(18 4918512),(19 5461522.5),(20 6052061.5),(21 6587930),(22 7166138.5),(23 7777201.5),(24 8342812.5),(25 8941915),(26 9578561),(27 10152395),(28 10998541),(29 11889043),(30 12665373),(31 13547091),(32 14424483),(33 15212440),(34 16050939),(35 16938930),(36 17839150),(37 18800458),(38 19872738),(39 20917418),(40 22074658),(41 23370066),(42 24595534),(43 25954824),(44 27271248),(45 28529976),(46 29987974),(47 31701688),(48 33368594),(49 35082124),(50 36885596),(51 38636196),(52 40444668),(53 42468292),(54 44388220),(55 46441820),(56 48790452),(57 51012336),(58 53306656),(59 55515884),(60 57597696),(61 59575810),(62 61499932),(63 63055628),(64 64721828),(65 66414332),(66 67814500),(67 69262550),(68 70720260),(69 71845840),(70 72942330),(71 74090296),(72 74931910),(73 75912930),(74 76810296),(75 77452370),(76 78176610),(77 78968260),(78 79519230),(79 80195610),
(1 976.1593),(2 1224.7249),(3 1327.1163),(4 1399.7595),(5 1449.7632),(6 1482.6686),(7 1520.834),(8 1568.17),(9 1625.1937),(10 1623.9296),(11 1599.6823),(12 1660.4701),(13 1710.1067),(14 1731.844),(15 1781.267),(16 1768.6459),(17 1792.2501),(18 1833.6769),(19 1874.5059),(20 1900.6995),(21 1899.2794),(22 1912.293),(23 1939.0311),(24 1963.3854),(25 1955.167),(26 1979.24),(27 2003.4193),(28 1999.5687),(29 1981.7013),(30 1999.3156),(31 1995.447),(32 2003.0688),(33 1999.6882),(34 1972.9613),(35 1981.2605),(36 1981.2317),(37 1984.3104),(38 2008.6748),(39 1987.1086),(40 2006.3455),(41 2011.2075),(42 2019.5468),(43 2053.4243),(44 2046.4299),(45 2074.2039),(46 2079.2603),(47 2073.8362),(48 2087.4087),(49 2094.9622),(50 2119.9963),(51 2113.3843),(52 2111.7864),(53 2151.0303),(54 2149.783),(55 2165.716),(56 2198.5796),(57 2200.251),(58 2228.468),(59 2219.6504),(60 2248.461),(61 2247.1614),(62 2282.8997),(63 2249.2813),(64 2232.5427),(65 2225.4448),(66 2212.5864),(67 2219.2522),(68 2240.5447),(69 2217.8535),(70 2212.158),(71 2217.14),(72 2208.5652),(73 2208.3433),(74 2209.4465),(75 2232.4614),(76 2248.5396),(77 2211.2773),(78 2217.2886),(79 2180.0635),
(1 937.3517),(2 1200.9628),(3 1304.2325),(4 1367.3826),(5 1417.4865),(6 1460.1827),(7 1496.0481),(8 1532.0459),(9 1569.2837),(10 1600.7588),(11 1601.4236),(12 1633.384),(13 1668.7437),(14 1697.5327),(15 1741.6509),(16 1772.3094),(17 1790.7291),(18 1828.3756),(19 1849.3425),(20 1872.5786),(21 1884.5696),(22 1898.0774),(23 1904.9161),(24 1886.902),(25 1917.1714),(26 1924.7446),(27 1949.8934),(28 1950.206),(29 1950.3948),(30 1939.5626),(31 1973.8839),(32 1998.6731),(33 1967.52),(34 1963.4066),(35 1960.463),(36 1971.9918),(37 1993.8527),(38 1977.679),(39 1985.0497),(40 1998.5),(41 1989.8369),(42 1977.2266),(43 1988.088),(44 2003.4052),(45 2013.5935),(46 2002.7185),(47 1981.628),(48 1997.7251),(49 2014.9917),(50 2001.0846),(51 2016.3751),(52 2005.4647),(53 2027.8977),(54 2045.7461),(55 2062.3625),(56 2092.5686),(57 2124.503),(58 2132.5146),(59 2159.9087),(60 2155.4783),(61 2134.2898),(62 2144.2717),(63 2138.5593),(64 2133.6443),(65 2147.9268),(66 2146.5361),(67 2157.1323),(68 2183.6987),(69 2164.8472),(70 2141.8857),(71 2134.2192),(72 2145.837),(73 2161.3108),(74 2151.1929),(75 2148.5667),(76 2150.8425),(77 2152.5151),(78 2141.9822),(79 2124.454),
(1 943.2587),(2 1201.0382),(3 1265.7008),(4 1327.6954),(5 1414.3604),(6 1451.5039),(7 1487.8712),(8 1540.1318),(9 1546.857),(10 1566.4016),(11 1611.5892),(12 1645.6571),(13 1694.53),(14 1701.6819),(15 1768.3098),(16 1790.2769),(17 1784.765),(18 1810.4642),(19 1839.6633),(20 1869.594),(21 1894.0767),(22 1894.6277),(23 1918.0624),(24 1910.9451),(25 1934.2659),(26 1947.8806),(27 1963.7264),(28 1970.3005),(29 1959.34),(30 1974.4396),(31 1999.709),(32 1984.7004),(33 1968.4941),(34 1944.1366),(35 1926.4725),(36 1927.7207),(37 1936.9707),(38 1922.3373),(39 1924.5679),(40 1936.3042),(41 1923.1707),(42 1942.7938),(43 1979.3231),(44 1966.8495),(45 1973.2548),(46 2006.8076),(47 2001.9907),(48 1983.5208),(49 1984.7722),(50 2016.6205),(51 1990.0156),(52 1970.7258),(53 2023.6306),(54 2057.0293),(55 2039.6417),(56 2065.227),(57 2094.9727),(58 2100.1157),(59 2096.243),(60 2108.288),(61 2128.0308),(62 2140.0647),(63 2164.351),(64 2119.3513),(65 2123.1042),(66 2133.8228),(67 2133.9736),(68 2104.3762),(69 2093.9631),(70 2121.1716),(71 2092.3435),(72 2094.5857),(73 2109.5522),(74 2103.892),(75 2106.3967),(76 2116.8315),(77 2093.718),(78 2079.5044),(79 2082.3499),
(1 897.72375),(2 1129.1989),(3 1228.4791),(4 1302.6368),(5 1356.1642),(6 1386.1758),(7 1430.6691),(8 1461.7914),(9 1480.533),(10 1508.9744),(11 1550.698),(12 1564.8777),(13 1601.7424),(14 1603.1168),(15 1624.7507),(16 1627.0503),(17 1657.7473),(18 1710.3074),(19 1739.4181),(20 1767.1738),(21 1785.9265),(22 1792.4698),(23 1820.6099),(24 1845.814),(25 1873.1677),(26 1893.9008),(27 1928.2153),(28 1942.7692),(29 1932.7906),(30 1921.9943),(31 1939.1165),(32 1940.567),(33 1946.2993),(34 1921.036),(35 1903.5148),(36 1898.0586),(37 1911.1345),(38 1909.544),(39 1919.3779),(40 1920.6808),(41 1917.481),(42 1931.149),(43 1986.7527),(44 1998.1384),(45 1984.7255),(46 1986.5056),(47 2002.2052),(48 1967.098),(49 1970.0323),(50 1976.421),(51 1971.4506),(52 1998.7775),(53 2012.8406),(54 2030.917),(55 2035.292),(56 2037.4196),(57 2041.5049),(58 2078.168),(59 2085.518),(60 2070.853),(61 2113.4204),(62 2131.52),(63 2137.022),(64 2145.7024),(65 2153.1821),(66 2146.8884),(67 2150.0454),(68 2141.9604),(69 2153.959),(70 2148.8018),(71 2129.1223),(72 2142.7217),(73 2134.6284),(74 2143.748),(75 2116.1135),(76 2124.9587),(77 2119.2693),(78 2103.849),(79 2108.592),
(1 868.5794),(2 1108.8906),(3 1195.4299),(4 1292.781),(5 1338.0474),(6 1381.8875),(7 1399.2268),(8 1433.2185),(9 1463.2438),(10 1483.7256),(11 1519.2928),(12 1559.0206),(13 1593.4567),(14 1603.2813),(15 1630.6855),(16 1652.0767),(17 1675.5419),(18 1694.9955),(19 1713.2711),(20 1732.1481),(21 1759.3431),(22 1764.1642),(23 1766.8053),(24 1770.598),(25 1797.8887),(26 1812.7682),(27 1835.1575),(28 1852.4004),(29 1856.274),(30 1869.3046),(31 1878.6354),(32 1865.2468),(33 1884.6093),(34 1859.7352),(35 1859.9951),(36 1859.4911),(37 1868.2881),(38 1856.7756),(39 1847.4587),(40 1855.1195),(41 1880.8882),(42 1885.1512),(43 1915.2),(44 1911.0707),(45 1895.1705),(46 1900.8864),(47 1906.3254),(48 1938.5128),(49 1937.1472),(50 1934.6608),(51 1944.6168),(52 1952.8812),(53 1993.1211),(54 1994.9368),(55 1990.3677),(56 1999.2463),(57 1994.4641),(58 1988.5284),(59 1993.6708),(60 2004.7369),(61 2012.2228),(62 2030.1083),(63 2025.1705),(64 2042.2134),(65 2034.5748),(66 2055.2427),(67 2065.7285),(68 2038.6152),(69 2047.9445),(70 2031.4061),(71 2050.8828),(72 2047.9319),(73 2070.1248),(74 2051.5642),(75 2089.0393),(76 2069.8547),(77 2070.0059),(78 2079.846),(79 2091.4136),
(1 884.84814),(2 1106.8956),(3 1225.0631),(4 1327.635),(5 1359.7712),(6 1413.161),(7 1446.825),(8 1466.3052),(9 1515.0519),(10 1549.6858),(11 1553.3785),(12 1573.8951),(13 1600.8665),(14 1629.6901),(15 1679.96),(16 1702.8857),(17 1723.61),(18 1739.0815),(19 1761.509),(20 1779.4164),(21 1778.0204),(22 1800.3926),(23 1810.8634),(24 1800.7794),(25 1818.3507),(26 1820.7032),(27 1848.8896),(28 1881.5298),(29 1870.9116),(30 1883.8177),(31 1902.1698),(32 1909.2526),(33 1913.4312),(34 1880.8574),(35 1887.092),(36 1883.2192),(37 1896.7942),(38 1891.5771),(39 1880.8768),(40 1882.9496),(41 1895.5742),(42 1866.1139),(43 1887.5344),(44 1895.8064),(45 1900.9302),(46 1896.8239),(47 1879.5874),(48 1895.5675),(49 1897.3458),(50 1920.0902),(51 1914.3053),(52 1892.6917),(53 1931.9088),(54 1961.1099),(55 1978.9901),(56 1969.4974),(57 1974.2284),(58 1992.987),(59 1975.6173),(60 1987.5476),(61 2010.8811),(62 2010.7921),(63 2043.4183),(64 2052.074),(65 2059.4614),(66 2083.7625),(67 2086.2556),(68 2086.1426),(69 2096.2053),(70 2074.9568),(71 2053.5034),(72 2061.753),(73 2064.603),(74 2047.6649),(75 2063.4607),(76 2047.6528),(77 2037.046),(78 2038.7947),(79 2042.2814),
(1 845.1112),(2 1081.5205),(3 1181.1858),(4 1260.2418),(5 1310.5966),(6 1336.2291),(7 1372.2012),(8 1396.2872),(9 1440.3425),(10 1465.172),(11 1481.2753),(12 1500.9222),(13 1537.806),(14 1539.6149),(15 1571.5834),(16 1602.1531),(17 1617.5474),(18 1635.901),(19 1657.81),(20 1687.2526),(21 1693.4667),(22 1713.8457),(23 1722.0731),(24 1719.05),(25 1746.5476),(26 1760.4999),(27 1755.868),(28 1773.1653),(29 1781.7416),(30 1785.3176),(31 1802.3666),(32 1804.9413),(33 1793.4567),(34 1794.9056),(35 1809.5323),(36 1781.6196),(37 1798.8347),(38 1784.4238),(39 1785.3287),(40 1780.1522),(41 1796.4762),(42 1804.5878),(43 1806.5223),(44 1799.6897),(45 1807.0823),(46 1822.565),(47 1835.0298),(48 1836.7418),(49 1854.3002),(50 1873.3525),(51 1867.558),(52 1857.5157),(53 1872.9882),(54 1873.6211),(55 1894.1813),(56 1903.4817),(57 1899.3048),(58 1944.1027),(59 1936.305),(60 1943.803),(61 1968.5634),(62 1986.7677),(63 2003.2716),(64 1991.1157),(65 1988.904),(66 2005.7083),(67 2018.4661),(68 2010.3711),(69 1996.2247),(70 1975.0983),(71 1976.964),(72 1970.8213),(73 1966.0626),(74 1979.0367),(75 2002.9976),(76 2009.6075),(77 2004.6669),(78 1992.3042),(79 1977.2302),
(1 840.58154),(2 1060.1863),(3 1178.1946),(4 1251.5764),(5 1298.628),(6 1332.9124),(7 1374.6012),(8 1414.1544),(9 1437.9039),(10 1455.4769),(11 1475.5835),(12 1497.1708),(13 1520.1868),(14 1519.9009),(15 1580.0098),(16 1603.3164),(17 1640.6165),(18 1647.7599),(19 1674.7826),(20 1681.9122),(21 1697.6898),(22 1710.0856),(23 1726.4943),(24 1710.7528),(25 1740.1965),(26 1772.7095),(27 1787.152),(28 1812.7488),(29 1812.6328),(30 1802.5353),(31 1815.3544),(32 1832.2821),(33 1829.1672),(34 1822.6794),(35 1814.0396),(36 1817.3575),(37 1829.3457),(38 1829.2509),(39 1807.3456),(40 1817.055),(41 1809.1637),(42 1841.7894),(43 1864.8159),(44 1864.3975),(45 1875.2964),(46 1887.7439),(47 1901.0013),(48 1919.0322),(49 1919.6132),(50 1919.0542),(51 1937.534),(52 1932.8306),(53 1938.2241),(54 1960.0404),(55 1985.362),(56 1996.8562),(57 2017.8032),(58 2032.4346),(59 2028.0092),(60 2043.8085),(61 2050.008),(62 2079.4314),(63 2084.1458),(64 2065.4207),(65 2080.393),(66 2089.899),(67 2058.0225),(68 2043.5452),(69 2047.5499),(70 2041.498),(71 2068.4177),(72 2067.2239),(73 2066.7883),(74 2075.5552),(75 2092.2935),(76 2085.1082),(77 2084.7915),(78 2061.676),(79 2018.011),
(1 807.4203),(2 1018.33356),(3 1105.0602),(4 1177.9225),(5 1226.8192),(6 1273.6241),(7 1312.6409),(8 1355.5079),(9 1375.2639),(10 1417.7493),(11 1436.7347),(12 1450.0541),(13 1506.0869),(14 1498.846),(15 1535.025),(16 1577.5663),(17 1580.6614),(18 1589.0604),(19 1618.0009),(20 1631.0197),(21 1622.9094),(22 1637.1019),(23 1679.5693),(24 1691.1809),(25 1667.5349),(26 1685.4534),(27 1713.7697),(28 1733.4277),(29 1734.6528),(30 1746.6992),(31 1740.2329),(32 1747.7158),(33 1737.2882),(34 1726.8),(35 1714),(36 1719.2852),(37 1717.6116),(38 1727.3696),(39 1740.5934),(40 1752.8651),(41 1736.6602),(42 1758.0475),(43 1778.2046),(44 1751.3442),(45 1763.3921),(46 1748.6266),(47 1737.4237),(48 1759.2029),(49 1769.6975),(50 1778.1244),(51 1787.6865),(52 1792.4913),(53 1783.8077),(54 1810.7087),(55 1833.505),(56 1844.0082),(57 1851.896),(58 1850.2931),(59 1862.9572),(60 1876.7042),(61 1900.5457),(62 1905.6473),(63 1911.7694),(64 1918.3602),(65 1895.6874),(66 1913.6614),(67 1919.3717),(68 1918.734),(69 1925.9799),(70 1911.2778),(71 1893.6582),(72 1899.2239),(73 1908.7355),(74 1911.747),(75 1914.1965),(76 1888.5732),(77 1890.1564),(78 1904.8732),(79 1886.839),
(1 817.3934),(2 1011.5656),(3 1110.2314),(4 1179.8306),(5 1226.8282),(6 1256.0287),(7 1269.6034),(8 1309.8385),(9 1348.2369),(10 1374.9202),(11 1393.1921),(12 1417.6097),(13 1471.0273),(14 1478.0216),(15 1513.5731),(16 1560.24),(17 1588.2728),(18 1595.2092),(19 1596.802),(20 1625.6244),(21 1627.9442),(22 1627.4775),(23 1658.9469),(24 1661.471),(25 1658.0789),(26 1665.9348),(27 1675.8345),(28 1701.727),(29 1719.0359),(30 1716.2903),(31 1742.4272),(32 1765.0017),(33 1751.1969),(34 1752.424),(35 1758.9204),(36 1755.2097),(37 1752.6079),(38 1756.6248),(39 1755.3888),(40 1760.477),(41 1772.8739),(42 1781.1265),(43 1797.7487),(44 1783.7026),(45 1784.7805),(46 1777.956),(47 1772.7296),(48 1785.2166),(49 1784.176),(50 1810.6624),(51 1813.7291),(52 1810.6497),(53 1808.7543),(54 1839.5149),(55 1852.5813),(56 1842.2097),(57 1858.7352),(58 1880.2103),(59 1874.843),(60 1904.5829),(61 1910.6141),(62 1911.4847),(63 1933.9861),(64 1919.0303),(65 1916.6436),(66 1923.1211),(67 1926.8398),(68 1939.5635),(69 1935.1813),(70 1942.1632),(71 1931.1442),(72 1947.7979),(73 1962.9349),(74 1964.7805),(75 1976.9827),(76 1978.8531),(77 1976.5665),(78 1973.9778),(79 1969.1548),
(1 832.68506),(2 1049.1415),(3 1138.6566),(4 1191.9667),(5 1248.813),(6 1272.2454),(7 1306.3572),(8 1337.1609),(9 1374.6511),(10 1401.5436),(11 1408.4302),(12 1445.1283),(13 1512.9929),(14 1525.0939),(15 1545.9425),(16 1580.5852),(17 1623.6361),(18 1611.3672),(19 1630.669),(20 1641.0881),(21 1659.5103),(22 1658.9279),(23 1689.1829),(24 1713.1309),(25 1694.0638),(26 1745.8368),(27 1744.4547),(28 1744.9163),(29 1756.5615),(30 1762.3062),(31 1778.1776),(32 1782.9695),(33 1795.2874),(34 1794.137),(35 1795.3232),(36 1792.6132),(37 1811.9718),(38 1801.4657),(39 1822.6833),(40 1816.9917),(41 1824.089),(42 1824.4425),(43 1868.2954),(44 1855.3606),(45 1863.197),(46 1848.2347),(47 1853.1372),(48 1850.2849),(49 1856.4807),(50 1849.1672),(51 1856.5605),(52 1855.7992),(53 1876.5376),(54 1893.1589),(55 1909.5157),(56 1928.6965),(57 1927.1908),(58 1939.1349),(59 1945.2306),(60 1953.9904),(61 1941.3414),(62 1955.648),(63 1962.939),(64 1977.7433),(65 1984.1904),(66 1981.3911),(67 1971.759),(68 1968.0714),(69 1973.6869),(70 1955.119),(71 1982.4701),(72 1981.2971),(73 1992.3579),(74 1993.2181),(75 2003.897),(76 1990.1617),(77 1990.8595),(78 2006.3107),(79 1971.9315),
(1 791.226),(2 989.36804),(3 1074.3887),(4 1138.753),(5 1184.9905),(6 1226.8308),(7 1264.8359),(8 1297.7892),(9 1346.4423),(10 1368.6785),(11 1365.8219),(12 1388.4573),(13 1449.028),(14 1460.4086),(15 1488.1646),(16 1525.2615),(17 1535.4956),(18 1549.7726),(19 1574.5543),(20 1584.1229),(21 1599.6625),(22 1600.0701),(23 1624.2661),(24 1629.6885),(25 1626.9624),(26 1656.4751),(27 1681.7196),(28 1708.5701),(29 1728.7416),(30 1717.7512),(31 1741.477),(32 1737.7129),(33 1753.4695),(34 1757.35),(35 1745.0878),(36 1737.243),(37 1742.1471),(38 1728.743),(39 1753.0739),(40 1748.5881),(41 1775.9224),(42 1780.8691),(43 1809.1837),(44 1812.7535),(45 1843.4536),(46 1814.7467),(47 1805.1924),(48 1813.7644),(49 1820.4214),(50 1805.0209),(51 1799.9072),(52 1809.8058),(53 1803.23),(54 1832.4724),(55 1846.4832),(56 1842.459),(57 1853.6461),(58 1879.115),(59 1881.1588),(60 1886.3064),(61 1918.6614),(62 1907.0684),(63 1921.2021),(64 1930.8816),(65 1935.66),(66 1930.6885),(67 1933.1294),(68 1933.2467),(69 1939.2269),(70 1928.1508),(71 1946.0315),(72 1957.945),(73 1964.2551),(74 1936.8842),(75 1944.4927),(76 1940.981),(77 1934.7261),(78 1902.2224),(79 1885.4526),
(1 783.4526),(2 976.73224),(3 1068.9487),(4 1135.3348),(5 1186.5642),(6 1235.6837),(7 1266.2178),(8 1292.5787),(9 1328.6177),(10 1366.9398),(11 1398.6102),(12 1397.7781),(13 1436.8762),(14 1450.2146),(15 1455.7285),(16 1459.8175),(17 1484.6259),(18 1502.5392),(19 1522.3197),(20 1548.9601),(21 1561.0852),(22 1558.0295),(23 1567.7961),(24 1557.815),(25 1567.2894),(26 1597.6593),(27 1608.0825),(28 1631.5626),(29 1644.2891),(30 1635.4005),(31 1633.6938),(32 1633.706),(33 1651.878),(34 1646.2207),(35 1627.2988),(36 1626.4089),(37 1633.1008),(38 1619.0284),(39 1645.5536),(40 1639.0587),(41 1649.5935),(42 1660.3683),(43 1680.1799),(44 1678.3901),(45 1700.6235),(46 1700.1578),(47 1712.3806),(48 1723.158),(49 1726.9572),(50 1731.7064),(51 1733.1309),(52 1750.9359),(53 1772.7079),(54 1774.7356),(55 1785.1542),(56 1805.8232),(57 1835.506),(58 1827.7845),(59 1826.8792),(60 1843.0022),(61 1865.5803),(62 1855.2102),(63 1878.3802),(64 1882.0825),(65 1882.7941),(66 1894.8074),(67 1880.78),(68 1886.4045),(69 1884.3894),(70 1884.3561),(71 1883.2571),(72 1857.9365),(73 1893.8314),(74 1919.5634),(75 1937.144),(76 1930.736),(77 1911.039),(78 1905.1171),(79 1894.8839),
(1 763.69324),(2 951.5221),(3 1049.8779),(4 1119.5375),(5 1159.4904),(6 1186.7808),(7 1216.7301),(8 1247.4691),(9 1274.214),(10 1302.3993),(11 1323.9419),(12 1336.9845),(13 1368.2113),(14 1381.6592),(15 1397.0236),(16 1407.8263),(17 1425.3875),(18 1435.4789),(19 1450.7283),(20 1486.0741),(21 1485.5953),(22 1513.4038),(23 1513.2037),(24 1521.8683),(25 1528.1866),(26 1556.9734),(27 1577.9551),(28 1575.5306),(29 1564.1375),(30 1585.8219),(31 1573.6473),(32 1576.2208),(33 1581.5221),(34 1577.7788),(35 1589.6715),(36 1597.2848),(37 1604.751),(38 1597.7886),(39 1613.2856),(40 1602.0822),(41 1595.5408),(42 1603.2795),(43 1608.417),(44 1606.4746),(45 1616.9269),(46 1625.3054),(47 1645.1522),(48 1640.6061),(49 1656.7148),(50 1659.4462),(51 1666.6385),(52 1680.5193),(53 1695.4929),(54 1708.7994),(55 1700.539),(56 1709.2742),(57 1727.6622),(58 1756.0961),(59 1761.8301),(60 1768.4491),(61 1768.1467),(62 1759.5293),(63 1789.6495),(64 1791.2408),(65 1788.0514),(66 1778.3575),(67 1767.4164),(68 1746.558),(69 1747.4889),(70 1751.4331),(71 1747.5477),(72 1747.5836),(73 1759.0785),(74 1753.1964),(75 1772.6685),(76 1746.4413),(77 1721.6896),(78 1723.7759),(79 1716.3204),
(1 754.9315),(2 946.0145),(3 1037.172),(4 1107.331),(5 1153.7887),(6 1179.0504),(7 1199.059),(8 1222.9767),(9 1255.8943),(10 1300.4921),(11 1306.2725),(12 1314.4862),(13 1350.1504),(14 1355.2461),(15 1382.3542),(16 1401.0614),(17 1412.929),(18 1440.3276),(19 1448.7617),(20 1472.9921),(21 1496.6116),(22 1486.6917),(23 1510.7484),(24 1513.7607),(25 1534.0287),(26 1561.4686),(27 1557.3771),(28 1563.5774),(29 1569.8518),(30 1573.0724),(31 1569.2307),(32 1567.6383),(33 1578.9063),(34 1560.8196),(35 1553.606),(36 1564.0784),(37 1579.5299),(38 1562.7091),(39 1562.3063),(40 1572.6421),(41 1583.8761),(42 1590.6205),(43 1620.7283),(44 1608.4532),(45 1605.0945),(46 1603.4869),(47 1609.4237),(48 1630.2043),(49 1612.5924),(50 1620.5007),(51 1632.6725),(52 1642.5891),(53 1647.2958),(54 1655.6005),(55 1697.4076),(56 1686.7935),(57 1707.1292),(58 1731.1885),(59 1736.5737),(60 1751.1414),(61 1756.666),(62 1757.8848),(63 1760.633),(64 1742.6152),(65 1752.2813),(66 1755.3918),(67 1754.8759),(68 1743.2705),(69 1743.4664),(70 1749.0498),(71 1760.7289),(72 1769.2683),(73 1772.9833),(74 1765.3737),(75 1755.7043),(76 1734.7383),(77 1731.2089),(78 1739.4879),(79 1743.9622),
(1 727.0582),(2 926.5916),(3 1028.3274),(4 1085.4773),(5 1130.0345),(6 1168.4845),(7 1186.4559),(8 1221.6522),(9 1222.4597),(10 1271.2257),(11 1289.0986),(12 1310.1359),(13 1323.568),(14 1336.4575),(15 1363.1326),(16 1355.041),(17 1389.7633),(18 1394.271),(19 1399.6304),(20 1423.5361),(21 1450.4222),(22 1442.259),(23 1458.4542),(24 1440.017),(25 1443.928),(26 1459.8048),(27 1478.3416),(28 1500.9908),(29 1502.5803),(30 1504.8263),(31 1513.6442),(32 1534.0615),(33 1534.05),(34 1535.0701),(35 1526.209),(36 1544.1018),(37 1552.603),(38 1551.5411),(39 1541.4094),(40 1537.4092),(41 1545.1082),(42 1570.0226),(43 1575.7),(44 1582.913),(45 1579.2561),(46 1617.7506),(47 1625.8547),(48 1644.2251),(49 1643.9128),(50 1664.377),(51 1678.5421),(52 1670.2257),(53 1664.8141),(54 1660.8121),(55 1659.7983),(56 1675.714),(57 1669.0555),(58 1685.1873),(59 1688.6213),(60 1696.765),(61 1693.2229),(62 1705.1989),(63 1695.7648),(64 1708.334),(65 1697.0645),(66 1700.1996),(67 1683.8584),(68 1674.7247),(69 1678.117),(70 1681.568),(71 1659.6722),(72 1657.089),(73 1675.2297),(74 1663.5574),(75 1668.6948),(76 1668.351),(77 1685.4836),(78 1683.5908),(79 1688.664),
