1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 74.87796),(2 90.16539),(3 103.94734),(4 110.58329),(5 117.93598),(6 123.27142),(7 129.63351),(8 132.89455),(9 137.80429),(10 139.62791),(11 143.5496),(12 147.23227),(13 151.22992),(14 153.62881),(15 154.79613),(16 157.56795),(17 161.07193),(18 160.18707),(19 162.54527),(20 162.13342),(21 161.8985),(22 163.52324),(23 164.79709),(24 162.62349),(25 163.01047),(26 161.53845),(27 160.32248),(28 158.16771),(29 156.68805),(30 157.65446),(31 155.29306),(32 156.53188),(33 156.25049),(34 154.99948),(35 153.82039),(36 154.01335),(37 152.83511),(38 153.9642),(39 153.64217),(40 155.2518),(41 156.4254),(42 156.72963),(43 158.05461),(44 157.9807),(45 158.28143),(46 158.9375),(47 157.5443),(48 157.64899),(49 159.62756),(50 160.49054),(51 160.97028),(52 160.60666),(53 161.15451),(54 161.87671),(55 161.49257),(56 160.59529),(57 161.40344),(58 163.69208),(59 161.4722),(60 160.6029),(61 161.42407),(62 160.80144),(63 159.272),(64 159.45227),(65 161.91191),(66 161.85808),(67 163.38367),(68 162.14789),(69 162.99004),(70 162.77077),(71 162.294),(72 162.65918),(73 164.41759),(74 165.86296),(75 166.42747),(76 165.9034),(77 166.00359),(78 167.58531),(79 167.62889),
(1 74.16496),(2 89.41383),(3 103.475426),(4 109.30009),(5 117.239),(6 123.68995),(7 129.55855),(8 134.3815),(9 140.37843),(10 144.4711),(11 147.99231),(12 151.7666),(13 154.70302),(14 157.31163),(15 159.97562),(16 163.57767),(17 166.64725),(18 167.37953),(19 168.41425),(20 168.17328),(21 168.94376),(22 169.74075),(23 168.54759),(24 166.70053),(25 167.32124),(26 166.00816),(27 164.8536),(28 163.83862),(29 162.0515),(30 161.76234),(31 162.24492),(32 161.24802),(33 160.49374),(34 158.63431),(35 157.54579),(36 157.61479),(37 158.32747),(38 159.99838),(39 159.95206),(40 161.40836),(41 162.01207),(42 161.5565),(43 161.79912),(44 163.38509),(45 164.63445),(46 165.0681),(47 162.61111),(48 162.54497),(49 161.40427),(50 163.24522),(51 163.8358),(52 163.605),(53 162.85545),(54 163.47533),(55 163.46756),(56 162.43779),(57 163.11879),(58 162.42789),(59 161.95671),(60 160.11577),(61 160.74794),(62 160.38687),(63 157.65833),(64 158.15634),(65 160.58257),(66 159.6108),(67 161.53268),(68 160.6859),(69 162.34027),(70 162.03706),(71 162.27554),(72 162.22041),(73 162.8571),(74 161.20238),(75 162.65442),(76 162.06628),(77 162.41832),(78 163.73972),(79 162.93286),
(1 73.2334),(2 86.64869),(3 99.9855),(4 105.555824),(5 112.3469),(6 117.71288),(7 123.6096),(8 127.73048),(9 131.37604),(10 134.32616),(11 137.78014),(12 140.82147),(13 141.27853),(14 147.77492),(15 151.3597),(16 154.37161),(17 157.6657),(18 157.69063),(19 160.15044),(20 158.09796),(21 160.54369),(22 161.31512),(23 160.91315),(24 161.72917),(25 162.81645),(26 161.89531),(27 161.39377),(28 160.76424),(29 159.46208),(30 159.56337),(31 158.03223),(32 158.9145),(33 158.41098),(34 158.33463),(35 157.02603),(36 155.876),(37 155.5893),(38 156.27927),(39 154.34558),(40 154.60541),(41 152.24977),(42 155.07191),(43 153.8362),(44 155.49513),(45 155.30795),(46 155.63718),(47 153.94319),(48 154.2893),(49 154.96942),(50 155.82141),(51 156.50964),(52 156.73656),(53 156.80219),(54 157.08139),(55 158.31596),(56 157.483),(57 157.56569),(58 157.81358),(59 157.00066),(60 157.15768),(61 158.2371),(62 158.09978),(63 157.13512),(64 158.02705),(65 160.37653),(66 161.51483),(67 163.4151),(68 162.0356),(69 162.4888),(70 163.12616),(71 164.42651),(72 164.63246),(73 166.07907),(74 163.58862),(75 163.34126),(76 164.22615),(77 163.268),(78 165.19086),(79 166.20117),
(1 73.96159),(2 87.72916),(3 99.953705),(4 107.32129),(5 113.10073),(6 118.5939),(7 125.387535),(8 128.67415),(9 132.06255),(10 135.18085),(11 138.68173),(12 141.94798),(13 143.8023),(14 150.13058),(15 151.55074),(16 152.03394),(17 155.23354),(18 156.65448),(19 157.99158),(20 157.00742),(21 157.48862),(22 158.40924),(23 158.35965),(24 157.87799),(25 157.74728),(26 156.60419),(27 155.62462),(28 154.9821),(29 153.69229),(30 155.36583),(31 154.19463),(32 153.3634),(33 154.03513),(34 151.99315),(35 151.90524),(36 152.38666),(37 153.95786),(38 154.42354),(39 152.77238),(40 152.16292),(41 152.42554),(42 154.3681),(43 153.61128),(44 153.65878),(45 154.70236),(46 154.81618),(47 153.67513),(48 154.01514),(49 153.98427),(50 154.70958),(51 154.26454),(52 155.96404),(53 156.0515),(54 157.64586),(55 158.35493),(56 157.9024),(57 158.00108),(58 157.37614),(59 156.07658),(60 154.82298),(61 155.63544),(62 154.57378),(63 154.9795),(64 155.15631),(65 155.25273),(66 155.53857),(67 155.96199),(68 156.39323),(69 156.30817),(70 155.8674),(71 157.10954),(72 157.66212),(73 157.98184),(74 159.08118),(75 156.77304),(76 157.11313),(77 157.1475),(78 158.46394),(79 157.8496),
(1 72.42659),(2 86.91375),(3 98.319496),(4 104.509636),(5 108.95809),(6 114.81641),(7 120.77152),(8 124.38445),(9 127.716965),(10 131.22818),(11 135.16193),(12 137.63249),(13 139.53214),(14 144.347),(15 146.3511),(16 147.96124),(17 149.56274),(18 149.64055),(19 150.65393),(20 151.50552),(21 153.4364),(22 153.76544),(23 153.11102),(24 153.06818),(25 152.21071),(26 152.13818),(27 150.1597),(28 149.52322),(29 148.85123),(30 147.45642),(31 145.75485),(32 145.05145),(33 143.96378),(34 144.66177),(35 143.89804),(36 143.61786),(37 143.33974),(38 144.36674),(39 144.50758),(40 146.11285),(41 147.08247),(42 148.42068),(43 148.27335),(44 148.57657),(45 149.81946),(46 150.10864),(47 149.58679),(48 149.46825),(49 150.27324),(50 150.62965),(51 150.87486),(52 150.12175),(53 149.86273),(54 149.85509),(55 149.26099),(56 149.13797),(57 147.93385),(58 148.05826),(59 148.22282),(60 146.30386),(61 146.95082),(62 145.29036),(63 145.67863),(64 145.60655),(65 147.09232),(66 145.5641),(67 147.39818),(68 147.52966),(69 148.23123),(70 148.18666),(71 149.15189),(72 148.48344),(73 149.40996),(74 150.99583),(75 148.28946),(76 150.4269),(77 149.9841),(78 151.05037),(79 151.25882),
(1 70.6911),(2 84.9776),(3 97.70208),(4 105.162575),(5 110.09449),(6 115.015686),(7 119.14466),(8 123.13002),(9 127.981),(10 131.12259),(11 135.82088),(12 137.37408),(13 139.93022),(14 143.34213),(15 146.13358),(16 148.62769),(17 150.94661),(18 152.81494),(19 154.32878),(20 154.54626),(21 157.4167),(22 157.74342),(23 157.09076),(24 156.78891),(25 157.16899),(26 156.0493),(27 156.98335),(28 154.682),(29 152.72253),(30 154.34248),(31 152.02066),(32 152.54593),(33 151.44952),(34 152.38548),(35 149.69482),(36 150.64372),(37 150.31396),(38 151.41861),(39 149.73666),(40 150.81667),(41 149.27823),(42 149.78947),(43 148.89963),(44 149.7984),(45 149.30695),(46 150.76935),(47 149.64647),(48 150.61285),(49 150.15685),(50 150.36513),(51 150.67804),(52 149.4374),(53 150.6689),(54 150.3408),(55 151.27594),(56 150.1066),(57 149.3279),(58 149.57982),(59 148.51898),(60 147.99178),(61 149.57718),(62 151.28328),(63 150.49313),(64 151.77988),(65 153.3513),(66 153.03465),(67 152.83585),(68 152.95587),(69 153.57579),(70 153.57855),(71 154.328),(72 154.5533),(73 152.98013),(74 153.84116),(75 152.74142),(76 153.58249),(77 154.55467),(78 155.80194),(79 155.18132),
(1 69.7585),(2 83.46179),(3 95.03347),(4 101.74229),(5 106.667885),(6 110.874275),(7 115.64298),(8 119.08151),(9 124.076836),(10 127.58158),(11 131.06596),(12 131.94962),(13 134.20473),(14 139.32306),(15 141.74957),(16 143.89415),(17 145.452),(18 147.2797),(19 148.15294),(20 149.62917),(21 152.29736),(22 153.47235),(23 153.24731),(24 152.15517),(25 150.80013),(26 150.96307),(27 150.05026),(28 147.33064),(29 146.17078),(30 147.27786),(31 144.86162),(32 144.1305),(33 144.8074),(34 144.54561),(35 142.97478),(36 144.06914),(37 144.28362),(38 145.86958),(39 144.3915),(40 145.97874),(41 145.0204),(42 145.91124),(43 147.71382),(44 149.15373),(45 149.49716),(46 148.8356),(47 149.64502),(48 149.43967),(49 148.5902),(50 149.87595),(51 149.83925),(52 148.16174),(53 149.48926),(54 148.45168),(55 146.9364),(56 146.48663),(57 145.88208),(58 144.06898),(59 145.37085),(60 145.63362),(61 145.62445),(62 147.64114),(63 145.57344),(64 145.82755),(65 146.49915),(66 147.18661),(67 147.46237),(68 148.3328),(69 147.2492),(70 147.77626),(71 149.1099),(72 148.9731),(73 149.2753),(74 148.38753),(75 150.08179),(76 150.34499),(77 150.0893),(78 151.26804),(79 151.15804),
(1 68.06633),(2 81.559235),(3 92.48048),(4 99.32835),(5 103.827705),(6 108.398026),(7 114.1573),(8 118.17056),(9 121.70086),(10 125.430954),(11 127.53526),(12 129.12814),(13 132.41714),(14 135.91573),(15 137.98651),(16 140.1629),(17 141.12193),(18 143.00958),(19 144.20042),(20 145.25339),(21 147.34697),(22 148.3426),(23 147.32445),(24 146.19556),(25 146.13823),(26 146.71933),(27 145.27489),(28 143.34265),(29 143.20726),(30 144.02966),(31 141.90488),(32 141.13644),(33 140.56042),(34 141.3029),(35 140.05313),(36 140.50789),(37 138.97626),(38 141.11237),(39 139.45447),(40 140.53983),(41 139.76993),(42 140.13553),(43 139.6835),(44 141.23325),(45 141.66708),(46 141.26465),(47 140.71124),(48 141.1757),(49 140.46031),(50 141.98997),(51 141.72223),(52 142.61552),(53 143.40503),(54 142.85236),(55 143.5861),(56 142.39885),(57 140.58131),(58 141.73535),(59 141.06528),(60 141.83495),(61 141.35045),(62 141.7086),(63 141.31201),(64 139.66762),(65 141.4445),(66 141.76578),(67 141.68704),(68 141.89204),(69 142.7609),(70 143.51349),(71 143.5975),(72 143.67606),(73 144.8061),(74 145.14117),(75 143.90363),(76 144.60567),(77 144.87804),(78 145.61343),(79 146.5248),
(1 67.69889),(2 80.862724),(3 92.68788),(4 99.33762),(5 104.56727),(6 109.45778),(7 113.92773),(8 118.439804),(9 123.13361),(10 126.287674),(11 129.00517),(12 130.33585),(13 132.47441),(14 136.4814),(15 139.51889),(16 141.1149),(17 141.66766),(18 143.23244),(19 145.54288),(20 147.09949),(21 148.38249),(22 149.00668),(23 148.18211),(24 148.04103),(25 147.612),(26 148.31166),(27 147.00414),(28 144.7318),(29 145.47543),(30 143.90582),(31 142.19356),(32 142.42032),(33 141.19496),(34 141.76567),(35 141.00148),(36 140.42343),(37 138.22096),(38 139.6955),(39 138.35718),(40 138.4932),(41 138.66962),(42 139.5264),(43 140.72934),(44 139.8175),(45 139.1556),(46 140.7204),(47 139.99869),(48 137.33524),(49 138.02469),(50 140.76877),(51 139.54256),(52 139.91983),(53 138.4526),(54 138.91565),(55 139.15547),(56 138.52449),(57 136.55864),(58 136.6853),(59 136.75076),(60 137.77034),(61 139.18459),(62 140.72475),(63 139.92627),(64 138.72935),(65 139.69057),(66 141.46077),(67 141.02196),(68 141.21046),(69 141.35867),(70 142.66005),(71 142.51395),(72 144.05971),(73 144.84544),(74 145.2984),(75 144.25893),(76 145.36278),(77 145.8062),(78 148.19989),(79 147.67305),
(1 66.24136),(2 79.40523),(3 90.28112),(4 97.15541),(5 100.60188),(6 105.699844),(7 109.497406),(8 112.70146),(9 116.33424),(10 119.46183),(11 121.55465),(12 124.37579),(13 125.913994),(14 130.90436),(15 132.02586),(16 134.251),(17 135.33678),(18 135.67189),(19 137.6882),(20 138.43779),(21 139.49585),(22 139.81328),(23 138.86415),(24 139.33638),(25 140.4576),(26 140.21016),(27 138.42612),(28 138.29657),(29 138.28651),(30 136.84981),(31 136.31787),(32 136.16162),(33 136.52628),(34 136.76723),(35 137.06697),(36 138.29684),(37 138.50926),(38 141.49957),(39 139.19138),(40 139.78288),(41 139.96733),(42 139.82652),(43 141.61191),(44 141.97324),(45 142.86554),(46 143.13475),(47 142.8501),(48 141.5301),(49 142.10045),(50 143.62648),(51 144.16254),(52 143.6321),(53 144.27058),(54 144.38594),(55 146.16444),(56 143.63278),(57 141.97379),(58 141.01709),(59 141.31918),(60 141.73796),(61 142.09239),(62 142.19203),(63 141.73055),(64 139.97833),(65 140.80573),(66 140.81064),(67 141.27945),(68 140.77261),(69 140.95236),(70 140.7576),(71 140.9286),(72 141.62773),(73 141.7335),(74 140.99413),(75 140.77612),(76 142.1915),(77 142.13725),(78 144.01065),(79 145.19846),
(1 65.50798),(2 77.95144),(3 89.28379),(4 95.51803),(5 99.86628),(6 103.479805),(7 108.990456),(8 113.90907),(9 117.793236),(10 121.49439),(11 123.56399),(12 126.15315),(13 129.41841),(14 133.75497),(15 135.66203),(16 138.66548),(17 142.08713),(18 142.12558),(19 143.79454),(20 143.99557),(21 145.7106),(22 147.14285),(23 146.20926),(24 145.48256),(25 146.74841),(26 145.07675),(27 143.0935),(28 142.90054),(29 140.81142),(30 140.50914),(31 139.36029),(32 138.9166),(33 139.80148),(34 138.12405),(35 136.89798),(36 136.24095),(37 135.47798),(38 136.83183),(39 135.1836),(40 134.50595),(41 135.99178),(42 136.56523),(43 136.95262),(44 136.79219),(45 135.67067),(46 135.14375),(47 135.54834),(48 135.72711),(49 135.56163),(50 138.47585),(51 138.17249),(52 137.38283),(53 137.59511),(54 136.22693),(55 138.07713),(56 136.96855),(57 137.06047),(58 135.68031),(59 134.48756),(60 134.93323),(61 135.82646),(62 136.22614),(63 135.80287),(64 135.23436),(65 135.24742),(66 135.14902),(67 136.81906),(68 137.87056),(69 138.32835),(70 139.76222),(71 139.40901),(72 139.5602),(73 139.5055),(74 141.18515),(75 141.47272),(76 141.57176),(77 141.81233),(78 142.02895),(79 142.55055),
(1 64.769966),(2 76.4971),(3 87.305565),(4 94.297935),(5 97.47637),(6 102.0043),(7 107.30943),(8 110.58222),(9 115.02758),(10 117.586174),(11 121.0726),(12 123.88036),(13 126.507515),(14 129.73679),(15 130.39095),(16 133.08453),(17 135.3068),(18 135.9339),(19 137.8479),(20 137.71248),(21 138.40553),(22 141.12001),(23 139.35922),(24 140.2319),(25 141.19173),(26 141.48055),(27 139.49265),(28 138.55983),(29 136.8139),(30 137.76959),(31 137.27841),(32 137.83006),(33 136.22981),(34 136.43906),(35 135.93744),(36 136.65996),(37 135.45006),(38 137.30478),(39 135.40193),(40 134.7226),(41 134.81161),(42 134.64813),(43 134.38437),(44 133.95447),(45 134.18459),(46 134.02075),(47 134.7243),(48 134.96661),(49 134.51213),(50 134.94481),(51 135.91547),(52 134.75452),(53 135.46582),(54 135.89955),(55 136.17831),(56 135.35466),(57 134.73799),(58 133.75124),(59 132.2979),(60 133.92865),(61 133.66737),(62 134.08398),(63 133.65381),(64 133.73805),(65 136.21547),(66 135.11214),(67 137.32472),(68 136.32103),(69 137.59288),(70 138.32622),(71 137.50188),(72 136.68286),(73 137.5782),(74 137.42586),(75 138.61583),(76 137.79546),(77 139.23534),(78 139.3717),(79 138.4031),
(1 64.584984),(2 77.20306),(3 87.86241),(4 93.61009),(5 98.305824),(6 103.971375),(7 107.92104),(8 112.63389),(9 115.68764),(10 118.90369),(11 120.655304),(12 122.363495),(13 124.27142),(14 127.95918),(15 128.55098),(16 131.49652),(17 133.29123),(18 134.6934),(19 135.57587),(20 136.86415),(21 139.00484),(22 138.8145),(23 137.46864),(24 136.71698),(25 138.67401),(26 138.73967),(27 136.08368),(28 135.02013),(29 135.45123),(30 134.8823),(31 134.33078),(32 133.13686),(33 132.57861),(34 134.54413),(35 134.13074),(36 133.19054),(37 133.33955),(38 134.83531),(39 134.37462),(40 135.77403),(41 134.50618),(42 136.71735),(43 137.21092),(44 138.52808),(45 138.66623),(46 139.08191),(47 138.81883),(48 138.21078),(49 138.56258),(50 138.79799),(51 137.99066),(52 137.57054),(53 136.84483),(54 137.92842),(55 137.44429),(56 136.26854),(57 136.54112),(58 135.35292),(59 134.2337),(60 134.8979),(61 133.85226),(62 134.0224),(63 133.77995),(64 133.04977),(65 133.71526),(66 133.362),(67 134.09772),(68 134.24911),(69 134.19522),(70 135.30293),(71 134.22768),(72 135.10513),(73 135.37697),(74 136.60144),(75 137.97694),(76 137.17352),(77 137.45769),(78 137.19678),(79 136.7186),
(1 63.63294),(2 76.64307),(3 87.321846),(4 92.87809),(5 99.29128),(6 103.60032),(7 109.343414),(8 112.13425),(9 114.75741),(10 117.2746),(11 120.82989),(12 122.78186),(13 124.433556),(14 127.93855),(15 128.90765),(16 132.2001),(17 132.60672),(18 134.29965),(19 134.28183),(20 135.83316),(21 135.5956),(22 136.28476),(23 135.51086),(24 135.79306),(25 135.14615),(26 135.1767),(27 133.32858),(28 132.70026),(29 132.47343),(30 131.46928),(31 130.97403),(32 129.45352),(33 127.70559),(34 128.96161),(35 127.392),(36 127.78495),(37 128.34404),(38 130.39886),(39 128.5699),(40 129.37122),(41 128.80988),(42 130.12846),(43 130.1708),(44 132.3354),(45 130.19907),(46 131.98518),(47 131.77399),(48 131.32596),(49 130.89197),(50 132.34361),(51 131.76108),(52 131.21062),(53 131.80421),(54 132.85814),(55 132.96095),(56 132.79625),(57 132.74763),(58 131.65434),(59 131.62428),(60 131.21829),(61 130.60088),(62 132.25723),(63 131.1503),(64 132.56628),(65 132.88785),(66 133.861),(67 133.87952),(68 133.5194),(69 133.52931),(70 134.7402),(71 134.1286),(72 134.95702),(73 135.14183),(74 135.8586),(75 136.25816),(76 136.0386),(77 136.24855),(78 137.16443),(79 136.39139),
(1 62.381233),(2 74.77821),(3 84.03183),(4 91.345375),(5 95.12195),(6 99.41305),(7 103.40326),(8 106.89256),(9 109.97653),(10 112.73559),(11 114.60564),(12 117.85637),(13 119.27028),(14 124.44272),(15 125.08294),(16 127.11677),(17 130.37259),(18 131.20445),(19 132.88132),(20 133.07024),(21 134.21834),(22 134.13992),(23 134.71388),(24 134.6399),(25 133.61427),(26 134.15063),(27 132.93503),(28 132.52682),(29 132.44016),(30 131.58882),(31 130.24855),(32 130.08029),(33 129.58838),(34 130.35461),(35 128.60817),(36 127.837204),(37 128.52742),(38 130.22722),(39 127.637794),(40 128.92471),(41 128.88707),(42 130.16978),(43 129.61395),(44 130.30934),(45 128.77554),(46 129.42862),(47 129.0611),(48 129.65936),(49 128.45328),(50 129.44676),(51 130.49132),(52 131.35904),(53 130.52127),(54 129.53506),(55 130.92908),(56 129.25934),(57 128.438),(58 128.25607),(59 128.45589),(60 129.65443),(61 129.46678),(62 129.57301),(63 130.77553),(64 131.11948),(65 131.35841),(66 131.81233),(67 131.94475),(68 132.34418),(69 132.33994),(70 132.31755),(71 132.51195),(72 132.45088),(73 133.88197),(74 132.93555),(75 133.92877),(76 134.74028),(77 134.34892),(78 135.4623),(79 134.76779),
(1 62.672657),(2 74.03704),(3 85.33435),(4 90.68921),(5 95.127106),(6 99.38019),(7 102.2166),(8 105.96483),(9 108.920845),(10 111.578735),(11 114.35605),(12 117.65855),(13 119.74309),(14 121.33859),(15 123.83921),(16 126.1562),(17 129.1017),(18 131.1466),(19 130.9394),(20 132.46295),(21 132.63335),(22 133.63335),(23 134.2634),(24 133.4656),(25 134.05986),(26 134.52715),(27 133.36845),(28 133.23282),(29 133.89139),(30 132.38869),(31 131.15076),(32 130.91026),(33 128.88158),(34 129.40479),(35 127.29851),(36 127.92314),(37 127.78801),(38 129.78183),(39 126.586754),(40 127.33168),(41 128.51234),(42 128.51088),(43 128.34875),(44 130.25),(45 130.05247),(46 130.58101),(47 130.10823),(48 131.08925),(49 131.23407),(50 132.49182),(51 132.15187),(52 132.7049),(53 131.62474),(54 130.6204),(55 131.75064),(56 129.82446),(57 129.09332),(58 128.48235),(59 129.05261),(60 129.97055),(61 129.33456),(62 128.95647),(63 129.0544),(64 130.87614),(65 131.2168),(66 131.4864),(67 132.14497),(68 131.36438),(69 131.83635),(70 133.05635),(71 132.73434),(72 132.25583),(73 132.8226),(74 132.22557),(75 132.75327),(76 131.95126),(77 132.854),(78 132.82611),(79 131.64845),
(1 60.233135),(2 72.15133),(3 82.92216),(4 89.13049),(5 93.7043),(6 97.87385),(7 102.252495),(8 105.59471),(9 109.48024),(10 112.85563),(11 114.942856),(12 116.614296),(13 119.92698),(14 121.98877),(15 123.45966),(16 125.11235),(17 126.25494),(18 127.13474),(19 127.05529),(20 128.02637),(21 127.542534),(22 127.97875),(23 127.59058),(24 125.41309),(25 126.27178),(26 127.06872),(27 125.46416),(28 124.53727),(29 124.41434),(30 124.699196),(31 123.43226),(32 123.13333),(33 121.59154),(34 122.64604),(35 120.88815),(36 121.76687),(37 121.03359),(38 121.83482),(39 119.90319),(40 119.79172),(41 121.21982),(42 120.799034),(43 121.69663),(44 121.984825),(45 122.64595),(46 121.24051),(47 121.58161),(48 121.5517),(49 121.64159),(50 124.05786),(51 125.97017),(52 124.22171),(53 124.32166),(54 123.68096),(55 125.167534),(56 124.45841),(57 124.72846),(58 123.99575),(59 122.97769),(60 123.78022),(61 123.06597),(62 123.616776),(63 122.8611),(64 123.64192),(65 124.000404),(66 124.21614),(67 126.56071),(68 124.90597),(69 125.4898),(70 126.779495),(71 126.48953),(72 126.51551),(73 128.08064),(74 129.4916),(75 129.49168),(76 128.74031),(77 129.239),(78 128.61676),(79 126.64113),
(1 59.884743),(2 71.25433),(3 82.4799),(4 89.697525),(5 93.48993),(6 97.04186),(7 100.97862),(8 105.53826),(9 108.95751),(10 111.94824),(11 113.15786),(12 113.941986),(13 116.91018),(14 122.05211),(15 124.546875),(16 127.585266),(17 128.97525),(18 132.36594),(19 132.87373),(20 133.10081),(21 132.76208),(22 134.13533),(23 134.25217),(24 132.82997),(25 134.32527),(26 135.11218),(27 132.2804),(28 132.4615),(29 130.53453),(30 130.59181),(31 129.85477),(32 129.04152),(33 129.08838),(34 128.10576),(35 128.02823),(36 127.682396),(37 126.70909),(38 128.13855),(39 126.67374),(40 126.1439),(41 126.63091),(42 126.69389),(43 127.42066),(44 129.59264),(45 130.0677),(46 128.99236),(47 128.42348),(48 129.19536),(49 128.42769),(50 130.42836),(51 130.6884),(52 131.12741),(53 131.34802),(54 130.44563),(55 132.01768),(56 130.79327),(57 131.22827),(58 130.20648),(59 129.506),(60 129.90717),(61 129.53215),(62 130.18784),(63 130.54695),(64 130.76518),(65 131.78113),(66 132.76848),(67 133.89326),(68 131.39145),(69 131.35583),(70 131.85686),(71 133.05443),(72 132.02046),(73 133.40437),(74 132.26755),(75 132.52872),(76 133.10501),(77 132.97186),(78 133.04019),(79 133.14198),
