1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 11567.05),(2 22100.25),(3 28325.732),(4 31537.262),(5 34227.26),(6 36217.836),(7 37397.383),(8 38041.465),(9 38666.043),(10 38686.914),(11 37745.426),(12 37625.957),(13 38630.66),(14 39955.176),(15 40101.645),(16 40185.03),(17 39854.742),(18 39840.688),(19 40330.582),(20 39812.86),(21 39552.484),(22 39127.402),(23 38865.945),(24 38641.516),(25 38705.086),(26 37916.703),(27 37269.5),(28 37197.586),(29 38102.977),(30 38189.48),(31 38182.88),(32 38714.69),(33 37922.348),(34 37313.58),(35 36363.39),(36 36241.418),(37 36816.39),(38 36986.477),(39 37403.363),(40 37453.137),(41 37668.21),(42 37700.797),(43 36945.94),(44 35677.27),(45 35568.773),(46 36098.88),(47 35909.527),(48 35288.516),(49 35479.977),(50 35859.098),(51 35670.348),(52 35121.47),(53 34606.215),(54 34453.55),(55 34459.777),(56 34125.57),(57 34229.094),(58 34756.926),(59 34831.867),(60 34491.355),(61 34663.414),(62 34815.938),(63 35289.227),(64 35938.227),(65 36399.746),(66 36547.9),(67 36859.008),(68 36653.695),(69 36535.125),(70 36139.645),(71 36659.58),(72 37775.617),(73 38598.85),(74 38699.035),(75 38324.77),(76 37699.938),(77 37528.44),(78 37234.203),(79 37202.5),
(1 11534.365),(2 21898.219),(3 27825.547),(4 30274.777),(5 32166.74),(6 33923.848),(7 34842.152),(8 35078.574),(9 35270.65),(10 34785.55),(11 34031.31),(12 34309.316),(13 35212.11),(14 36266.45),(15 36411.855),(16 36742.7),(17 36757.766),(18 37128.492),(19 37239.7),(20 36199.95),(21 35390.25),(22 35236.266),(23 35032.633),(24 34926.477),(25 35550.293),(26 35480),(27 35298.547),(28 35438.75),(29 35633.145),(30 35678.06),(31 35511.93),(32 35899.9),(33 34974.49),(34 33863.617),(35 33361.76),(36 33296.504),(37 33874.887),(38 34200.11),(39 34774.965),(40 35068.984),(41 34269.195),(42 33458.26),(43 32864.234),(44 32752.201),(45 33208.938),(46 33367.023),(47 33674.83),(48 33373.504),(49 33505.75),(50 34269.08),(51 34409.54),(52 34029.94),(53 33407.945),(54 32744.662),(55 32707.201),(56 32848.734),(57 33170.27),(58 33569.66),(59 33375.95),(60 32621.281),(61 32572.432),(62 32846.523),(63 33617.477),(64 34296.953),(65 35006.49),(66 35206.84),(67 34846.387),(68 34704.656),(69 34590.703),(70 34213.727),(71 34523.734),(72 34942.79),(73 35352.438),(74 34851.04),(75 34548.1),(76 34091.195),(77 34260.305),(78 34222.695),(79 33917.41),
(1 11734.161),(2 21763.246),(3 26330.014),(4 28137.334),(5 30174.031),(6 31900.623),(7 32218.44),(8 31921.59),(9 32280.453),(10 32614.582),(11 32489.56),(12 32995.66),(13 33583),(14 34546.703),(15 34952.88),(16 34939.477),(17 34352.223),(18 34850.684),(19 34852.977),(20 34043.984),(21 33448.094),(22 33443.375),(23 33632.07),(24 33860.516),(25 33962.12),(26 34218.547),(27 34560.965),(28 34989.605),(29 34625.12),(30 34241.28),(31 34207.47),(32 34205.426),(33 33475.72),(34 32522.428),(35 32035.846),(36 32290.035),(37 32518.129),(38 32034.355),(39 32145.355),(40 32740.033),(41 32333.906),(42 32007.496),(43 31753.996),(44 32382.547),(45 32801.266),(46 32508.828),(47 32246.676),(48 32783.1),(49 33755.16),(50 34016.066),(51 33853.285),(52 33434.023),(53 33561.7),(54 33218.547),(55 32677.38),(56 32671.898),(57 33038.504),(58 33002.566),(59 32675.104),(60 32340.17),(61 32583.496),(62 32676.281),(63 32920.96),(64 33297.816),(65 34023.34),(66 34361.14),(67 34783.516),(68 35064.38),(69 34385.613),(70 33473.48),(71 33601.71),(72 33772.52),(73 33900.92),(74 33540.426),(75 33249.11),(76 33108.47),(77 33399.85),(78 33466.51),(79 33017.07),
(1 11068.582),(2 20211.117),(3 25033.713),(4 26773.182),(5 29030.848),(6 30964.447),(7 31445.164),(8 31893.701),(9 31903.553),(10 32072.283),(11 32309.533),(12 32390.299),(13 32348.148),(14 33051.94),(15 33440.9),(16 33110.016),(17 32504.604),(18 32650.398),(19 32313.336),(20 32260.959),(21 32266.43),(22 32300.553),(23 32775.34),(24 32690.447),(25 32779.293),(26 33074.918),(27 33589.97),(28 34033.26),(29 33785.62),(30 33497.613),(31 33181.97),(32 33086.184),(33 32452.918),(34 31557.53),(35 31655.68),(36 32304.291),(37 31797.262),(38 31124.775),(39 31080.457),(40 31632.234),(41 31558.63),(42 31222.555),(43 31035.176),(44 31712.852),(45 32442.484),(46 31970.521),(47 31520.521),(48 32035.861),(49 33000.707),(50 32887.98),(51 32388.75),(52 31924.053),(53 32155.172),(54 32307.377),(55 31566.283),(56 31007.19),(57 31133.176),(58 31038.25),(59 31026.03),(60 31698.713),(61 31997.188),(62 31435.262),(63 31543.943),(64 31735.68),(65 32234.844),(66 32313.63),(67 32363.627),(68 32622.197),(69 32554.566),(70 32119.467),(71 32090.246),(72 31722.156),(73 31559.225),(74 31825.508),(75 31986.258),(76 32357.88),(77 32562.896),(78 32417.598),(79 32610.152),
(1 10297.388),(2 18704.465),(3 23220.736),(4 25070.281),(5 27144.576),(6 28954.98),(7 29519.49),(8 30230.176),(9 30296.268),(10 30159.598),(11 29531.438),(12 29113.04),(13 29428.256),(14 30050.14),(15 30127.375),(16 29505.193),(17 28997.8),(18 29299.248),(19 29377.238),(20 29629.164),(21 30328.193),(22 30472.37),(23 30333.213),(24 30135.559),(25 30597.271),(26 30769.912),(27 30658.559),(28 30304.826),(29 29898.176),(30 29752.291),(31 29713.025),(32 29955.732),(33 29795.375),(34 29270.258),(35 29010.408),(36 28823.195),(37 28507.49),(38 29065.932),(39 28614.615),(40 28358.545),(41 28144.17),(42 28061.102),(43 28493.732),(44 29237.215),(45 29545.137),(46 29154.637),(47 29105.156),(48 29083.738),(49 29266.32),(50 29099.684),(51 28598.354),(52 27968.441),(53 28468.19),(54 28492.553),(55 27871.732),(56 27603.904),(57 28206.262),(58 28536.922),(59 28918.734),(60 29548.904),(61 29708.598),(62 29560.238),(63 28984.7),(64 28749.184),(65 28995.742),(66 29011.99),(67 29184.893),(68 29358.389),(69 29243.748),(70 29208.252),(71 29101.305),(72 28457.543),(73 28654.186),(74 29365.895),(75 29538.266),(76 29804.586),(77 29965.586),(78 30003.676),(79 29996.445),
(1 10480.283),(2 19517.797),(3 24389.844),(4 26534.926),(5 28166.16),(6 29163.21),(7 29698.38),(8 29866.355),(9 29987.035),(10 29848.627),(11 28595.418),(12 28385.418),(13 29006),(14 29660.621),(15 29615.691),(16 29315.684),(17 29710.99),(18 30408.5),(19 30249.922),(20 30587.387),(21 31226.46),(22 31047.096),(23 30221.28),(24 30189.443),(25 31645.143),(26 32403.953),(27 32443.826),(28 31807.73),(29 30930.834),(30 30486.17),(31 30670.465),(32 30642.482),(33 30396.77),(34 29901.861),(35 29711.094),(36 29232.373),(37 29273.096),(38 29616.49),(39 28846.096),(40 28303.041),(41 27697.059),(42 27537.027),(43 28264.47),(44 28983.855),(45 29145.748),(46 29361.418),(47 29489.596),(48 28897.102),(49 28495.521),(50 28214.223),(51 27792.73),(52 27724.938),(53 28194.469),(54 27722.611),(55 27289.486),(56 27698.922),(57 29070.205),(58 29242.375),(59 29498.904),(60 30004.705),(61 30069.178),(62 29661.266),(63 28785.322),(64 27944.145),(65 27986.676),(66 28287.135),(67 28756.086),(68 29103.78),(69 29151.127),(70 29159.334),(71 28996.979),(72 29005.408),(73 29979.943),(74 30323.674),(75 29999.049),(76 30197.47),(77 30566.566),(78 30491.4),(79 29861.912),
(1 10370.447),(2 19596.941),(3 24775.701),(4 26505.234),(5 27829.588),(6 28757.307),(7 29147.613),(8 29282.934),(9 29589.438),(10 29332.072),(11 28037.094),(12 28047.414),(13 28533.816),(14 28915.14),(15 29054.42),(16 29067.576),(17 29886.865),(18 30707.879),(19 30687.846),(20 30955.09),(21 31255.492),(22 31481.014),(23 31047.463),(24 30354.613),(25 31518.1),(26 32219.924),(27 32205.55),(28 31637.607),(29 30914.13),(30 31241.324),(31 31461.207),(32 31070.035),(33 30293.938),(34 30419.068),(35 30935.082),(36 30704.941),(37 30135.887),(38 29894.986),(39 29036.342),(40 28271.48),(41 27659.008),(42 27674.613),(43 28622.031),(44 29118.521),(45 29340.096),(46 30145.31),(47 30345.33),(48 29389.576),(49 28445.775),(50 28132.99),(51 28048.438),(52 27754.523),(53 27646.951),(54 27673.39),(55 28075.797),(56 28501.355),(57 29514.05),(58 29947.627),(59 29938.596),(60 29896.158),(61 30025.6),(62 29495.914),(63 28633.605),(64 28092.697),(65 28311.52),(66 28196.5),(67 28688.262),(68 29003.738),(69 29430.627),(70 29474.92),(71 29506.83),(72 30337.893),(73 31605.797),(74 31178.127),(75 30790.049),(76 30943.7),(77 31444.32),(78 31817.203),(79 31345.986),
(1 10136.654),(2 18590.117),(3 22992.367),(4 24796.049),(5 26329.771),(6 27083.725),(7 26781.762),(8 27185.746),(9 27826.887),(10 27532.459),(11 26956.1),(12 27199.799),(13 27262.963),(14 27426.455),(15 27522.701),(16 27495.908),(17 28353.896),(18 29137.205),(19 29105.62),(20 29367.432),(21 29301.246),(22 29065.555),(23 28623.209),(24 27903.986),(25 28719.908),(26 29484.873),(27 29821.268),(28 29437.842),(29 28897.309),(30 28912.035),(31 29159.082),(32 29057.291),(33 28577.451),(34 28517.668),(35 28570.527),(36 28617.838),(37 27939.984),(38 27701.234),(39 26906.367),(40 26140.436),(41 26184.258),(42 26808.406),(43 27795.646),(44 27919.295),(45 28213.924),(46 28993.951),(47 29256.691),(48 28460.904),(49 27793.178),(50 27720.328),(51 27700.994),(52 27361.688),(53 27084.598),(54 27709.719),(55 27972.447),(56 27922.035),(57 28591.313),(58 29005.14),(59 28906.62),(60 28369.996),(61 28677.717),(62 28980.145),(63 28676.264),(64 28293.873),(65 28070.988),(66 28149.176),(67 28947.863),(68 29109.432),(69 29242.64),(70 29407.572),(71 29507.072),(72 30194.021),(73 30635.432),(74 29997.979),(75 29763.037),(76 29914.14),(77 30253.473),(78 30369.38),(79 30040.072),
(1 9879.6875),(2 17632.576),(3 21386.078),(4 23339.422),(5 25035.178),(6 25725.625),(7 25130.336),(8 25448.646),(9 25852.844),(10 25767.066),(11 25325.764),(12 25348.863),(13 24999.584),(14 25616.875),(15 26104.996),(16 26167.432),(17 26360.297),(18 26630.01),(19 26412.686),(20 26518.848),(21 26380.31),(22 26254.762),(23 26341.35),(24 26180.813),(25 26512.05),(26 26703.303),(27 27093.35),(28 27854.602),(29 27805.555),(30 27279.313),(31 26873.596),(32 27539.229),(33 27760.982),(34 27665.895),(35 27415.896),(36 26870.012),(37 26327.799),(38 26420.14),(39 26189.576),(40 25735.217),(41 26000.11),(42 26319.65),(43 26795.715),(44 27291.605),(45 27773.785),(46 28309.805),(47 28363.256),(48 27938.705),(49 27524.174),(50 27172.717),(51 26974.344),(52 26960.143),(53 27001.525),(54 27514.441),(55 27580.258),(56 27686.438),(57 28506.615),(58 28679.588),(59 28342.117),(60 27888.352),(61 27699.979),(62 28115.518),(63 27738.348),(64 27037.582),(65 26943.486),(66 27492.861),(67 27989.467),(68 27369.748),(69 27196.072),(70 27485.611),(71 28109.793),(72 28721.836),(73 28486.945),(74 28158.563),(75 28102.912),(76 28051.912),(77 28284.018),(78 28178.623),(79 27716.639),
(1 9314.265),(2 16511.273),(3 19722.197),(4 20894.45),(5 22264.7),(6 23330.615),(7 23599.613),(8 23697.297),(9 23573.79),(10 23374.377),(11 22906.127),(12 23128.47),(13 23168.115),(14 23679.115),(15 24161.496),(16 24029.035),(17 23692.297),(18 23886.793),(19 24167.912),(20 24101.69),(21 24042.084),(22 23952.594),(23 24430.244),(24 24949.23),(25 25014.176),(26 25088.848),(27 25224.465),(28 25518.184),(29 25053.225),(30 24627.736),(31 24270.31),(32 24689.328),(33 25132.006),(34 25512.762),(35 25693.438),(36 25560.139),(37 25092.45),(38 25231.766),(39 25334.623),(40 24914.207),(41 24813.387),(42 25007.74),(43 25519.666),(44 26067.191),(45 26604.385),(46 26944.295),(47 26688.068),(48 26030.186),(49 25800.377),(50 25568.43),(51 25525.555),(52 25681.523),(53 25833.564),(54 25920.104),(55 26027.8),(56 26275.02),(57 26769.578),(58 26485.865),(59 26242.334),(60 25946.049),(61 25753.715),(62 25926.043),(63 25808.875),(64 25440.31),(65 25463.977),(66 25744.822),(67 25652.549),(68 24921.834),(69 25049.055),(70 25480.764),(71 25916.582),(72 26251.941),(73 25986.658),(74 25719.98),(75 25586.447),(76 25376.162),(77 25376.57),(78 25321.57),(79 24541.05),
(1 9380.215),(2 16659.756),(3 19715.313),(4 20340.3),(5 21619.508),(6 23205.268),(7 24184.664),(8 24260.377),(9 24244.969),(10 23810.463),(11 23176.535),(12 23114.223),(13 23364.322),(14 23865.945),(15 24050.826),(16 23474.299),(17 23162.145),(18 23732.576),(19 24650.465),(20 24401.313),(21 24349.736),(22 23890.982),(23 24227.799),(24 25112.363),(25 25294.537),(26 25122.152),(27 24785.313),(28 24535.781),(29 24502.844),(30 24915.363),(31 24875.168),(32 24910.246),(33 25280.795),(34 25544.506),(35 25952.889),(36 26043.775),(37 25267.396),(38 25406.486),(39 25352.154),(40 25020.658),(41 24820.57),(42 25257.674),(43 25869.768),(44 26429.719),(45 26538.828),(46 26404.008),(47 25807.252),(48 25696.008),(49 25873.89),(50 25805.373),(51 25831.586),(52 25729.256),(53 25974.941),(54 26277.777),(55 26194.607),(56 25941.582),(57 25948.41),(58 25771.63),(59 25372.44),(60 24929.416),(61 24717.719),(62 24627.145),(63 24468.059),(64 24465.225),(65 24537.564),(66 24576.746),(67 24578.314),(68 24120.332),(69 24499.832),(70 24832.549),(71 24940),(72 25133.898),(73 25558.158),(74 25621.719),(75 25373.432),(76 25162.479),(77 25195.313),(78 25316.174),(79 24669.682),
(1 9064.485),(2 15975.758),(3 18956.564),(4 20002.455),(5 21573.398),(6 23032.652),(7 23477.268),(8 23506.297),(9 23391.092),(10 22845.385),(11 22575.277),(12 22871.826),(13 22900.352),(14 23016.443),(15 23270.857),(16 23141.064),(17 23138.082),(18 23421.885),(19 24172.652),(20 23945.6),(21 24073.236),(22 24023.324),(23 24507.668),(24 24939.752),(25 24696.85),(26 24634.232),(27 24262.807),(28 23726.676),(29 23868.35),(30 24409.125),(31 24239.846),(32 24042.125),(33 24238.951),(34 24511.781),(35 24677.666),(36 24874.102),(37 24509.105),(38 24147.871),(39 24346.883),(40 24297.246),(41 23937.803),(42 24365.621),(43 24975.908),(44 25243.742),(45 25274.164),(46 24869.201),(47 24439.428),(48 24487.256),(49 24512.918),(50 24191.371),(51 24152.5),(52 24271.656),(53 24555.152),(54 24877.178),(55 24672.117),(56 24155.146),(57 23737.451),(58 23406.156),(59 23479.904),(60 23267.951),(61 23479.277),(62 23436.145),(63 23251.338),(64 23333.96),(65 23163.05),(66 23338.855),(67 23557.203),(68 23651.852),(69 23803.725),(70 23950.756),(71 24010.363),(72 24090.875),(73 24288.295),(74 24709.645),(75 24840.563),(76 24893.611),(77 24802.398),(78 24901.81),(79 24634.914),
(1 8528.974),(2 15158.693),(3 18405.158),(4 19784.307),(5 21349.975),(6 22643.492),(7 23130.408),(8 23081.953),(9 22858.941),(10 22924.088),(11 22724.088),(12 22566.287),(13 21914.666),(14 21751.506),(15 22157.887),(16 22487.258),(17 22777.447),(18 22814.303),(19 23665.379),(20 23695.309),(21 24157.54),(22 24203.209),(23 24387.45),(24 24753.65),(25 24641.225),(26 24692.764),(27 24228.398),(28 23911.684),(29 24144.56),(30 24276.053),(31 23851.582),(32 23325.254),(33 23737.055),(34 23974.271),(35 23773.133),(36 23881.842),(37 23948.447),(38 23721.516),(39 23987.127),(40 23954.215),(41 23677.963),(42 23495.473),(43 23781.646),(44 23871.775),(45 23823.305),(46 23324.838),(47 22926.92),(48 22869.566),(49 22931.658),(50 22986.102),(51 23080.916),(52 23128.32),(53 23298.875),(54 22927.246),(55 22353.719),(56 21647.797),(57 21159.23),(58 21230.709),(59 21666.998),(60 21472.61),(61 21688.799),(62 21835.99),(63 21465.045),(64 21540.457),(65 21724.498),(66 22164.324),(67 22360.053),(68 22518.814),(69 22785.133),(70 23194.496),(71 23359.346),(72 23245.908),(73 23329.012),(74 23739.795),(75 24115.148),(76 24541.51),(77 24827.195),(78 25395.916),(79 25189.293),
(1 8414.1045),(2 14660.216),(3 17897.41),(4 19461.924),(5 21062.568),(6 22091.035),(7 22364.072),(8 22548.246),(9 22819.092),(10 23236.26),(11 23209.084),(12 22750.895),(13 22422.807),(14 22454.71),(15 22395.545),(16 22330.102),(17 22366.408),(18 22537.248),(19 23327.744),(20 23387.436),(21 23544.361),(22 23390.396),(23 23655.914),(24 24151.734),(25 23959.814),(26 23820.756),(27 23900.371),(28 23893.54),(29 23396.19),(30 23158.463),(31 22972.943),(32 22887.936),(33 22826.006),(34 23091.809),(35 23231.451),(36 23570.941),(37 23882.193),(38 23633.848),(39 23404.426),(40 23399.746),(41 23161.889),(42 22818.549),(43 23042.729),(44 23118.186),(45 22880.686),(46 22554.53),(47 22822.893),(48 23170.08),(49 23295.764),(50 23192.85),(51 22940.805),(52 22871.65),(53 22594.693),(54 22019.781),(55 21115.898),(56 20536.1),(57 20352.324),(58 20299.586),(59 20411.455),(60 20276.787),(61 20993.168),(62 21288.932),(63 20937.38),(64 21020.861),(65 21030.14),(66 21025.406),(67 20944.1),(68 21279.613),(69 21902.984),(70 22345.576),(71 22613.396),(72 22777.475),(73 23142.9),(74 23614.723),(75 24027.795),(76 24074.465),(77 24108.705),(78 24671.646),(79 24648.512),
(1 8124.429),(2 13963.39),(3 16623.78),(4 17949.797),(5 19202.078),(6 19983.166),(7 20219.537),(8 20060.3),(9 20336.768),(10 21073.459),(11 21005.504),(12 20743.008),(13 21085.938),(14 20842.457),(15 20707.027),(16 20720.705),(17 20797.145),(18 21066.166),(19 21460.957),(20 21302.41),(21 21032.744),(22 20871.74),(23 21245.084),(24 21902.385),(25 21690.334),(26 21414.318),(27 21596.932),(28 22040.654),(29 21788.732),(30 21602.135),(31 21824.844),(32 22006.307),(33 22104.021),(34 22369.018),(35 22254.852),(36 22473.936),(37 22727.994),(38 22681.695),(39 22492.277),(40 22474.922),(41 22045.133),(42 21737.707),(43 21550.117),(44 21715.115),(45 21635.201),(46 21261.89),(47 21590.813),(48 22135.096),(49 22320.611),(50 21947.928),(51 21476.156),(52 21323.86),(53 21093.865),(54 20781.225),(55 20062.695),(56 19533.973),(57 19502.076),(58 19354.912),(59 19183.025),(60 19176.586),(61 19827.342),(62 20161.19),(63 20098.08),(64 20005.39),(65 20025.69),(66 19950.271),(67 19766.2),(68 19743.846),(69 20587.72),(70 21088.215),(71 21302.229),(72 21515.795),(73 21892.129),(74 22228.938),(75 22338.193),(76 22214.287),(77 22474.371),(78 22941.514),(79 23004.648),
(1 7671.713),(2 13206.738),(3 15561.424),(4 16610.56),(5 17713.49),(6 18425.678),(7 18793.459),(8 18807.496),(9 19230.625),(10 19754.7),(11 19950.19),(12 19911.688),(13 20051.375),(14 20273.402),(15 20434.031),(16 20381.156),(17 20341.928),(18 20671.951),(19 20754),(20 20561.867),(21 20333.816),(22 20213.64),(23 20668.828),(24 21255.39),(25 20992.834),(26 20741.256),(27 20537.723),(28 20609.158),(29 20349.664),(30 20207.555),(31 20416.871),(32 20841.105),(33 21150.932),(34 21390.252),(35 20984.184),(36 21193.436),(37 21583.65),(38 21311.3),(39 21077.193),(40 21260.523),(41 21245.355),(42 21327.588),(43 21258.225),(44 21288.42),(45 21480.727),(46 21391.008),(47 21508.965),(48 22100.143),(49 21884.486),(50 21226.588),(51 21120.547),(52 21280.613),(53 20910.59),(54 20459.002),(55 19812.51),(56 19418.594),(57 19567.139),(58 19492.967),(59 19466.406),(60 19509.797),(61 19614.46),(62 19756.4),(63 19810.846),(64 19731.467),(65 19887.34),(66 20039.48),(67 20010.865),(68 19855.178),(69 20114.578),(70 20471.352),(71 20894.664),(72 21089.32),(73 21311.068),(74 21384.07),(75 21506.506),(76 21497.678),(77 21643.754),(78 22273.838),(79 22561.877),
(1 7104.418),(2 12058.679),(3 14229.525),(4 15074.133),(5 15803.302),(6 16319.071),(7 16581.496),(8 16826.76),(9 17242.861),(10 17525.787),(11 17849.04),(12 17797.563),(13 17972.592),(14 18366.057),(15 18660.717),(16 18558.418),(17 18483.004),(18 18707.41),(19 18609.95),(20 18351.326),(21 18194.984),(22 18214.035),(23 18786.898),(24 19212.414),(25 19110.213),(26 19153.729),(27 18874.533),(28 18229.016),(29 18050.436),(30 17978.59),(31 18059.32),(32 18414.781),(33 18666.68),(34 18725.71),(35 18511.771),(36 18650.459),(37 18940.861),(38 18990.084),(39 19042.016),(40 19246.51),(41 19707.768),(42 20157.912),(43 19958.816),(44 19949.986),(45 19966.53),(46 20030.4),(47 20078.871),(48 20485.736),(49 20068.852),(50 19771.902),(51 19893.928),(52 19992.537),(53 19659.113),(54 19317.82),(55 18774.324),(56 18464.764),(57 18608.299),(58 18575.357),(59 18674.906),(60 18598.137),(61 18431.977),(62 18273.51),(63 18263.422),(64 18467.191),(65 18785.674),(66 18822.867),(67 18671.43),(68 18547.79),(69 18845.736),(70 19208.852),(71 19253.484),(72 19329.828),(73 19502.432),(74 19467.701),(75 19685.441),(76 19763.705),(77 19826.018),(78 20088.236),(79 20439.104),
(1 7124.0024),(2 11895.197),(3 13931.976),(4 14976.506),(5 15857.994),(6 16303.756),(7 16494.35),(8 16793.723),(9 16977.797),(10 17306.988),(11 17966.111),(12 17774.504),(13 17711.773),(14 17849.508),(15 18171.75),(16 18174.4),(17 18077.133),(18 18056.299),(19 18192.994),(20 18111.615),(21 17907.209),(22 17854.916),(23 18311.576),(24 18520.627),(25 18699.361),(26 18600.037),(27 18175.059),(28 17795.553),(29 17851.191),(30 17669.805),(31 17477.746),(32 17440.512),(33 17511.406),(34 17305.76),(35 17166.6),(36 16923.707),(37 17310.68),(38 17590.697),(39 17738.398),(40 18030.635),(41 18569.24),(42 19055.254),(43 19002.348),(44 19344.254),(45 19245.025),(46 19164.387),(47 19348.01),(48 19320.463),(49 19123.99),(50 19008.475),(51 19101.842),(52 19348.408),(53 19407.506),(54 18976.291),(55 18649.428),(56 18482.605),(57 18636.445),(58 18483.234),(59 18356.064),(60 18013.021),(61 17748.93),(62 17906.13),(63 18013.854),(64 17914.682),(65 18012.512),(66 18169.719),(67 18000.682),(68 17970.51),(69 18478.305),(70 18765.453),(71 18694.063),(72 18530.627),(73 18698.107),(74 18651.11),(75 18807.148),(76 18995.762),(77 19145.275),(78 19156.518),(79 19123.725),
