1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 45952.53),(2 59718.11),(3 64127.77),(4 77358.234),(5 78624.29),(6 83663.41),(7 93282.11),(8 92211.33),(9 88020.24),(10 95036.32),(11 98188.95),(12 97550.84),(13 96763.71),(14 98526.85),(15 101939.68),(16 100365.586),(17 98644.875),(18 99566.19),(19 102259.12),(20 105015.91),(21 106929.01),(22 108637.8),(23 107264.41),(24 108481.836),(25 108883.76),(26 108607.75),(27 111727.98),(28 114112.99),(29 114223.27),(30 116170.81),(31 116041.6),(32 115463.164),(33 117858.195),(34 119655.32),(35 119264.664),(36 119522.3),(37 121757.38),(38 122630.26),(39 123451.14),(40 122524.47),(41 123326.47),(42 122069.37),(43 121683.23),(44 124091.44),(45 124376.63),(46 125451.41),(47 129267.66),(48 131525.27),(49 128059.125),(50 128226.484),(51 127266.77),(52 131174.69),(53 132855.97),(54 131383.8),(55 128004.86),(56 128327.734),(57 129042.37),(58 130118.59),(59 129572.16),(60 132433.88),(61 131307.38),(62 130182.12),(63 130113.62),(64 129638.06),(65 131498.6),(66 128001.016),(67 129810.03),(68 127565.63),(69 125493.86),(70 125662.12),(71 121025.19),(72 119958.76),(73 118161.66),(74 118055.45),(75 118634.82),(76 123644.54),(77 123950.91),(78 119741.61),(79 117314.46),
(1 43384.37),(2 56678.188),(3 61250.277),(4 74755.61),(5 75556.22),(6 77527.91),(7 86668.19),(8 87822.734),(9 84169.875),(10 87958.63),(11 91097.82),(12 93569.55),(13 92720.1),(14 91572.234),(15 92911.96),(16 93799.94),(17 92175.336),(18 91573.95),(19 95706.94),(20 98330.65),(21 100185.805),(22 99615.32),(23 98253.56),(24 99902.445),(25 101330.11),(26 100324.35),(27 101277.81),(28 103641.88),(29 105541.26),(30 106676.62),(31 107754.875),(32 109564.26),(33 109285.914),(34 109606.64),(35 109254.875),(36 109442.48),(37 112438.8),(38 113165.445),(39 114453.305),(40 112971.92),(41 111196.76),(42 111654.016),(43 111808.414),(44 112218.77),(45 113417.1),(46 115645.56),(47 118637.1),(48 121408.06),(49 122658.65),(50 123470),(51 123922.87),(52 126865.88),(53 127059.38),(54 127868.164),(55 121831.97),(56 125438.01),(57 127910.75),(58 126920.79),(59 127345.46),(60 128391.64),(61 128414.125),(62 127618.63),(63 128204.57),(64 128172.18),(65 129250.11),(66 126594.375),(67 127033.66),(68 126590.63),(69 123725.195),(70 122475.34),(71 118280.03),(72 117737.37),(73 115397.164),(74 115002.58),(75 116713.4),(76 120772.12),(77 120805.68),(78 116002.65),(79 113341.76),
(1 43686.496),(2 57769.09),(3 62005.184),(4 75429.99),(5 75657.92),(6 77463.13),(7 85528.305),(8 89281.07),(9 85547.55),(10 86299.62),(11 88960.59),(12 92488.016),(13 92828.25),(14 90889.45),(15 90079.266),(16 92000.37),(17 92131.43),(18 92005.92),(19 93169.89),(20 96267.51),(21 99110.984),(22 97077.8),(23 95694.88),(24 97151.96),(25 98622.37),(26 98465),(27 100814.09),(28 102789.305),(29 103722.85),(30 106187.72),(31 106552.18),(32 107715.984),(33 107628.86),(34 108314.43),(35 109476.484),(36 109646.35),(37 112606.055),(38 112053.87),(39 112981.04),(40 110491.836),(41 108067.65),(42 108691.97),(43 111877.32),(44 110112.4),(45 112768.73),(46 115019.41),(47 116848.57),(48 119745.29),(49 119791.95),(50 119088.83),(51 120265.59),(52 121567.92),(53 121025.58),(54 126747.4),(55 123827.984),(56 123318.4),(57 129188.766),(58 130118.664),(59 126642.54),(60 128037.195),(61 127890.89),(62 126549.58),(63 124452.18),(64 126244.35),(65 128581.62),(66 125253.234),(67 126199.88),(68 125154.03),(69 121400.36),(70 118756.67),(71 115673.625),(72 114328.79),(73 112634.77),(74 111694.2),(75 112761.65),(76 115550.15),(77 115465.63),(78 111867.99),(79 108363.164),
(1 39742.42),(2 53015.62),(3 58468.9),(4 70424.25),(5 71180.12),(6 74164.28),(7 79980.97),(8 84258.74),(9 82253.625),(10 83536.445),(11 84094.05),(12 88117.945),(13 90422.484),(14 88020.26),(15 86968.96),(16 89897.9),(17 90712.62),(18 89955.98),(19 90015.36),(20 92926.26),(21 95692.35),(22 96264.34),(23 94975.164),(24 94779.35),(25 95014.8),(26 95377.88),(27 97481.43),(28 98332.27),(29 99974.516),(30 103325.29),(31 103342.375),(32 102133.516),(33 104010.23),(34 106361.76),(35 107775.32),(36 104921.13),(37 106084.12),(38 109440.13),(39 109812.6),(40 106312.72),(41 104055.29),(42 104461.98),(43 104352.625),(44 104997.74),(45 107642.266),(46 108872.6),(47 111603.63),(48 112503.64),(49 112020.93),(50 114867.3),(51 116468.16),(52 116339.555),(53 117831.1),(54 119325.08),(55 117964.85),(56 116238.45),(57 118309.67),(58 125044.836),(59 119627.02),(60 120689.37),(61 119313.59),(62 118400.95),(63 119253.21),(64 116204.836),(65 119339.266),(66 117540.82),(67 116829.87),(68 117005.17),(69 114028.42),(70 113114.76),(71 109868.2),(72 108271.12),(73 107223.01),(74 105604.11),(75 106358.266),(76 109537.49),(77 109844.336),(78 108156.055),(79 104368.96),
(1 36988.395),(2 48591.48),(3 55353.484),(4 66285.11),(5 66036.96),(6 69093.586),(7 73780.766),(8 76577.53),(9 75382.266),(10 77204.266),(11 76682.17),(12 80377.26),(13 84946.47),(14 83455.984),(15 80167.555),(16 83129.64),(17 83772.05),(18 84368.88),(19 84515.41),(20 85706.055),(21 88201.22),(22 88771.375),(23 87976.9),(24 87153.01),(25 89414.266),(26 89282.195),(27 91420.805),(28 94120.66),(29 94377.98),(30 97534.76),(31 97581.09),(32 99233.36),(33 98481.836),(34 99852.055),(35 98833.31),(36 97821.12),(37 99007.9),(38 100560.72),(39 99884.99),(40 100195.23),(41 100237.555),(42 99841.29),(43 100112.1),(44 102677.266),(45 102659.2),(46 103527),(47 106417.164),(48 105828.14),(49 105516.14),(50 108027.5),(51 109062.484),(52 109757.75),(53 111453.69),(54 112100.53),(55 110572.13),(56 109500.16),(57 108630.6),(58 111813.38),(59 110479.34),(60 109099.24),(61 108829.2),(62 107330.14),(63 110137.836),(64 106988.83),(65 109548.11),(66 109339.24),(67 108903.15),(68 110098.18),(69 106227.06),(70 105280.695),(71 103685.57),(72 101814.83),(73 99929.65),(74 98740.13),(75 98676.27),(76 100313.91),(77 100372.85),(78 100178.805),(79 99095.54),
(1 37293.688),(2 49409.47),(3 57067.457),(4 66849.984),(5 66580.586),(6 70275.12),(7 75842.98),(8 77083.95),(9 74687.375),(10 77723),(11 77835.62),(12 79972.55),(13 85153.234),(14 84551.33),(15 80724.734),(16 82584.04),(17 82821.23),(18 83872.39),(19 83895.19),(20 84903.62),(21 86617.12),(22 88340.945),(23 88184.54),(24 87188.08),(25 87775.73),(26 87387.93),(27 90902.62),(28 92397.62),(29 91831.74),(30 94626.01),(31 95995.12),(32 94735.336),(33 94434.81),(34 95274.04),(35 96753.43),(36 98155.26),(37 99737.63),(38 100160.08),(39 100597.414),(40 100777.04),(41 97904.81),(42 98902.945),(43 98276.64),(44 98756.93),(45 98301.14),(46 99590.67),(47 103363.64),(48 103818.41),(49 104050.07),(50 105868.41),(51 107624.87),(52 111061.125),(53 109964.75),(54 111320.93),(55 108785.56),(56 108761.14),(57 107279.09),(58 109026.98),(59 109059.3),(60 109029.02),(61 108445.23),(62 108446.5),(63 109673.625),(64 106541.79),(65 105408.93),(66 105281.76),(67 105277.05),(68 106178.086),(69 102663.664),(70 100474.74),(71 100575.35),(72 98688.266),(73 96277.984),(74 95710.22),(75 96797.914),(76 99166.26),(77 98030.49),(78 97066.58),(79 95478.125),
(1 37601.594),(2 48776.543),(3 56184.16),(4 65392.38),(5 63701.49),(6 67116.95),(7 73579.53),(8 74388.64),(9 71772.83),(10 75565.99),(11 76315.86),(12 76054.79),(13 80837.055),(14 81097.55),(15 77178.69),(16 78839.07),(17 81145.73),(18 82194.49),(19 82720.586),(20 82155.56),(21 82516.6),(22 83990.36),(23 84343.914),(24 84733.47),(25 85426.7),(26 86699.68),(27 90119.625),(28 90775.836),(29 88470.91),(30 92696.33),(31 94811.71),(32 94042.375),(33 94164.76),(34 95569.33),(35 95382.99),(36 96105.48),(37 99364.07),(38 99949.44),(39 97986.31),(40 99282.31),(41 96919.26),(42 95916.52),(43 96591.51),(44 97463.55),(45 98336.24),(46 99223.09),(47 102933.87),(48 102153.16),(49 101431.875),(50 102336.84),(51 103617.766),(52 105303.1),(53 103987.09),(54 104338.7),(55 103493.2),(56 104207.77),(57 102220.305),(58 105071.03),(59 104431.21),(60 105406.92),(61 105733.08),(62 104173.38),(63 106398.21),(64 103695.43),(65 101641.07),(66 100111.78),(67 100326.24),(68 102344.766),(69 100726.56),(70 99042.7),(71 97476.01),(72 95059.08),(73 95506.11),(74 95852.16),(75 95842.234),(76 96150.62),(77 95409.25),(78 95454.79),(79 95180.46),
(1 38645.21),(2 49424.605),(3 54201.77),(4 64425.297),(5 64119.42),(6 65811.12),(7 72525.586),(8 74039.87),(9 70554.01),(10 73730.92),(11 76098.47),(12 74545.07),(13 79295.48),(14 82325.61),(15 79490.34),(16 79278.19),(17 80470.54),(18 82428.73),(19 82328.086),(20 82385.34),(21 82114.91),(22 82408.03),(23 84041.73),(24 84393.984),(25 83769.79),(26 84544.875),(27 88223.74),(28 89896.414),(29 89260.09),(30 91466.4),(31 93826.94),(32 92582.16),(33 91876.65),(34 93702.086),(35 94489.125),(36 93870.37),(37 94697.76),(38 94009.516),(39 93396.266),(40 93748.01),(41 91151.64),(42 91731.76),(43 92525.875),(44 92297.39),(45 91976.445),(46 93236.09),(47 95195.37),(48 97972.34),(49 97110.49),(50 97626.03),(51 99242.14),(52 98781.4),(53 101246.28),(54 99816.45),(55 99281.984),(56 101008.83),(57 99736.68),(58 101270.805),(59 100259.86),(60 99998.77),(61 99775.695),(62 97790.79),(63 99181.93),(64 97110.19),(65 95794.695),(66 95655.33),(67 95019.766),(68 96835.96),(69 95567.055),(70 93750.03),(71 92786.52),(72 89484.75),(73 90393.01),(74 89189.19),(75 89607.1),(76 91342.23),(77 89735.125),(78 88620.85),(79 89391.836),
(1 36386.508),(2 46750.047),(3 50860.535),(4 59392.355),(5 60274.21),(6 60344.47),(7 65934.06),(8 67323.234),(9 64518.86),(10 67458.164),(11 70285.27),(12 69375.234),(13 71486.63),(14 75863.766),(15 74319.164),(16 73411.766),(17 74701.37),(18 76566.93),(19 76867.09),(20 75855.56),(21 75210.945),(22 76301.51),(23 76571.1),(24 78204.29),(25 78209.53),(26 78612.234),(27 81837.97),(28 83638.234),(29 84608.234),(30 85974.05),(31 86779.14),(32 87539.836),(33 87624.68),(34 89960.766),(35 89689.54),(36 87646.58),(37 90895.14),(38 88840.305),(39 89106.35),(40 88363.19),(41 87535.234),(42 89868.83),(43 89596.36),(44 88737.09),(45 90661.09),(46 90587.24),(47 91182.016),(48 94010.03),(49 90661.11),(50 90855.24),(51 91199.51),(52 92649.164),(53 94044.62),(54 93801.29),(55 93062.266),(56 94690.836),(57 95655.46),(58 96100.9),(59 95872.086),(60 94929.305),(61 93328.78),(62 91801.72),(63 92300.984),(64 89850.164),(65 89413.055),(66 90013.12),(67 88754.11),(68 90670.22),(69 90762.45),(70 88603.03),(71 89712.74),(72 88479.29),(73 87896.805),(74 87547.125),(75 86415.32),(76 86579.43),(77 85614.28),(78 84008.55),(79 84081.22),
(1 35632.594),(2 47236.477),(3 52077.566),(4 58299.918),(5 59527.227),(6 61086.05),(7 66479.2),(8 67356.516),(9 64609.457),(10 66198.87),(11 69631.43),(12 70301.516),(13 71719.81),(14 75308.875),(15 75848.61),(16 75724.95),(17 75771.39),(18 77209.875),(19 76520.445),(20 74340.54),(21 74264.45),(22 74767.85),(23 75220.055),(24 76643.95),(25 77357.13),(26 78301.19),(27 83320.82),(28 84810.84),(29 83874.64),(30 86434.74),(31 88110.266),(32 88671.93),(33 86150.08),(34 87019.75),(35 88009.234),(36 86416.39),(37 88313.39),(38 87267.48),(39 85990.72),(40 86019.36),(41 85785.58),(42 87714.03),(43 88449.71),(44 88227.24),(45 87738),(46 87009.484),(47 87841.52),(48 89293.875),(49 88367.484),(50 88464.086),(51 88371.266),(52 90698.83),(53 92483.15),(54 93291.28),(55 92181.4),(56 93093.67),(57 94392.125),(58 93559.24),(59 94188.15),(60 93016.65),(61 92762.49),(62 90558.3),(63 91364.33),(64 89241.34),(65 87837.15),(66 87727.31),(67 87570.195),(68 86361.95),(69 86292.58),(70 85169.8),(71 84860.336),(72 84010.32),(73 82910.65),(74 83171.13),(75 81788.04),(76 82233.14),(77 81612.69),(78 78560.85),(79 78597.34),
(1 34061.25),(2 44079.26),(3 50241.816),(4 55588.41),(5 56901.92),(6 60705.195),(7 66536.91),(8 67755.49),(9 65254.855),(10 67332.57),(11 70941.27),(12 71134.086),(13 72530.7),(14 73134.22),(15 73366.02),(16 75542.336),(17 75938.125),(18 76313.05),(19 74760.23),(20 72927.64),(21 73454.77),(22 74421.74),(23 73714.336),(24 74218.36),(25 76708.555),(26 78435.64),(27 80096.59),(28 83215.95),(29 82430.28),(30 83188.48),(31 85570.64),(32 86077.15),(33 85508.05),(34 85870.945),(35 86275.41),(36 85995.836),(37 88145.26),(38 87250.28),(39 86419.52),(40 85849.01),(41 85733.07),(42 88071.05),(43 87782.77),(44 87679.87),(45 86577.35),(46 86973.63),(47 88165.04),(48 88800.53),(49 86115.4),(50 85828.84),(51 87188.984),(52 87777.3),(53 89534.734),(54 90067.61),(55 89374.94),(56 92258.29),(57 91443.06),(58 91017.01),(59 92082.87),(60 93060.01),(61 92950.46),(62 91792.23),(63 90780.87),(64 90083.61),(65 89119.54),(66 89713.3),(67 88408.016),(68 88108.516),(69 87148.06),(70 87407.97),(71 86371.97),(72 84647.17),(73 83479.375),(74 83607.5),(75 81897.805),(76 82101.836),(77 80933.77),(78 79529.305),(79 80075.38),
(1 32507.543),(2 41160.383),(3 47962.816),(4 53820.89),(5 54908.805),(6 60508.957),(7 66759.625),(8 68677.42),(9 66089.39),(10 68310.67),(11 71791.29),(12 71949.63),(13 73716.805),(14 73438.42),(15 72687.41),(16 75480.625),(17 76686.97),(18 76295.64),(19 74400.14),(20 72715.06),(21 73705.76),(22 75231.32),(23 74215.25),(24 74313.5),(25 77780.32),(26 78539.945),(27 79336.24),(28 80379.055),(29 80734.72),(30 80966.12),(31 82024.24),(32 83506.41),(33 83388.164),(34 85515.95),(35 86075.65),(36 86523.17),(37 88144.484),(38 87372.9),(39 86471.05),(40 85764.77),(41 85823.195),(42 87087.28),(43 86370.17),(44 86166.52),(45 85777.086),(46 85975.516),(47 87120.46),(48 89395.21),(49 86344.05),(50 85746.586),(51 86431.44),(52 87691.21),(53 87907.734),(54 87666.266),(55 87035.73),(56 88264.63),(57 87583.98),(58 88517.61),(59 88072.69),(60 87372.86),(61 87967.836),(62 89445.266),(63 90045.12),(64 87737.87),(65 86993.66),(66 88862.164),(67 86513.836),(68 87257.05),(69 85971.305),(70 84780.05),(71 85014.14),(72 81922.2),(73 80702.46),(74 79977.74),(75 78976.36),(76 80616.414),(77 79452.43),(78 78283.19),(79 78694.54),
(1 32376.266),(2 40540.75),(3 48090.875),(4 54490.51),(5 55183.15),(6 60253.8),(7 66350.836),(8 69791.83),(9 68039.01),(10 70064.164),(11 73651.914),(12 72895.016),(13 75203.586),(14 75326.53),(15 73864.164),(16 76889.086),(17 79682.945),(18 78928.53),(19 76910.6),(20 74287.805),(21 75434.03),(22 77279.82),(23 75477.78),(24 74413.984),(25 77309.086),(26 77647.61),(27 78180.555),(28 77748.46),(29 78443.35),(30 78610.69),(31 79824.88),(32 82529.195),(33 80254.31),(34 82911.99),(35 83605.97),(36 82970.34),(37 84783.766),(38 84403.914),(39 84481.81),(40 83102.82),(41 83524.99),(42 83921.29),(43 84820.234),(44 85015.414),(45 84973.04),(46 86132.71),(47 87608.164),(48 86948.195),(49 86628.74),(50 85115.125),(51 85006.92),(52 84387.555),(53 81673.94),(54 82147.52),(55 81882.414),(56 82094.76),(57 85628.75),(58 85278.836),(59 84080.586),(60 84193.92),(61 84246.75),(62 85400.16),(63 85880.875),(64 84768.43),(65 82178.27),(66 81969.49),(67 80124.48),(68 79129.15),(69 80064.39),(70 77795.4),(71 80077.01),(72 76851.55),(73 75779.95),(74 76452.35),(75 75445.55),(76 77251.21),(77 75921.55),(78 74156.27),(79 74371.414),
(1 29942.414),(2 37863.31),(3 44688.313),(4 50227.527),(5 51352.72),(6 55182.64),(7 60378.652),(8 63020.727),(9 61128.69),(10 62935.992),(11 66494.86),(12 64591.348),(13 66577.56),(14 67071.945),(15 66665.07),(16 69206.82),(17 72857.695),(18 72949.97),(19 72194.72),(20 70140.3),(21 72016.97),(22 73270.51),(23 71458.02),(24 70844.34),(25 71157.52),(26 72409.29),(27 72787.22),(28 73704.01),(29 74074.4),(30 74586.375),(31 75467.67),(32 76733.484),(33 76381.18),(34 79000.086),(35 80039.11),(36 79060.27),(37 80243.15),(38 79207.3),(39 80246.2),(40 78512.74),(41 77845.82),(42 78201.49),(43 77827.625),(44 78484.7),(45 80011.9),(46 81079.164),(47 81714.664),(48 81615.57),(49 80964.664),(50 79016.1),(51 79964.81),(52 79955.37),(53 78137.85),(54 77614.81),(55 77885.17),(56 78994.06),(57 81695.68),(58 80255.89),(59 79330.04),(60 80553.23),(61 80021.08),(62 79141.9),(63 79848.52),(64 79423.72),(65 77562.34),(66 77229.82),(67 76168.484),(68 75480.195),(69 75760.6),(70 74346.42),(71 75064.12),(72 74630.6),(73 72355.08),(74 73847.41),(75 73073.96),(76 74177.14),(77 72656.836),(78 71173.58),(79 72299.92),
(1 29502.799),(2 35717.297),(3 42184.93),(4 47871.44),(5 49812.164),(6 53420.402),(7 57845.207),(8 59549.992),(9 58697.324),(10 60652.13),(11 63970.824),(12 62201.402),(13 64066.67),(14 65477.54),(15 64947.574),(16 66934.57),(17 69641.54),(18 70965.58),(19 69213.71),(20 67641.42),(21 69538.086),(22 70196.25),(23 68255.5),(24 68321.77),(25 70775.305),(26 70793.195),(27 71413.47),(28 72797.03),(29 73997.36),(30 74675.07),(31 75970.02),(32 76524.984),(33 76753.625),(34 78592.266),(35 79267.02),(36 79737.69),(37 79798.59),(38 78144.445),(39 77892.27),(40 77788.23),(41 76555.414),(42 78951.75),(43 75751.12),(44 77631),(45 77438.66),(46 77817.56),(47 78490.75),(48 79367.57),(49 78304.22),(50 78939.71),(51 78615.516),(52 79792.734),(53 79048.77),(54 77029.805),(55 77056.27),(56 77471.82),(57 77377.805),(58 76010.58),(59 76573.79),(60 77149.68),(61 76113.92),(62 76272.81),(63 76938.63),(64 75475.625),(65 76763.664),(66 75733.48),(67 73407.38),(68 73393.92),(69 72033.88),(70 72597.66),(71 71197.336),(72 71803.65),(73 70313.195),(74 71947.75),(75 71864.32),(76 73335.25),(77 72274.96),(78 71223.29),(79 73406.766),
(1 28118.988),(2 34705.203),(3 41860.926),(4 47251.086),(5 50180.492),(6 53137.67),(7 56909.418),(8 58725.516),(9 59037.8),(10 60028.37),(11 63529.043),(12 61958.344),(13 62860.035),(14 64297.344),(15 64608.957),(16 66076.42),(17 68637.17),(18 68735.07),(19 68211.945),(20 66749.95),(21 66799.06),(22 67609.945),(23 66612),(24 67841.336),(25 70412),(26 69283.375),(27 71514.03),(28 74714.04),(29 74457.086),(30 74330.375),(31 75619.914),(32 76709.695),(33 75806.1),(34 77330.34),(35 77807.43),(36 77526.69),(37 77276.445),(38 75970.7),(39 75529.16),(40 74625.93),(41 74533.984),(42 76609.016),(43 75217.64),(44 75754.375),(45 76410.484),(46 76110.734),(47 76294.99),(48 75242.16),(49 74439.234),(50 75413.96),(51 75900.2),(52 75377.72),(53 75564.32),(54 73537.83),(55 73736.85),(56 73721.914),(57 75481.125),(58 74626.32),(59 73714.39),(60 74223.87),(61 73702.08),(62 75090.97),(63 73785.42),(64 73696.13),(65 74159.35),(66 74023.82),(67 73396.07),(68 71613.88),(69 71158.2),(70 71563.32),(71 71745.875),(72 71756.02),(73 71414.59),(74 71727.77),(75 71322.62),(76 71993.57),(77 72741.09),(78 71763.68),(79 72933.41),
(1 27461.707),(2 34328.766),(3 40970.277),(4 44969.613),(5 48388.445),(6 52036.875),(7 56676.438),(8 58253.953),(9 59200.26),(10 59798.78),(11 62324.508),(12 61229.727),(13 61526.047),(14 62662.848),(15 63156.645),(16 63545.926),(17 66163.23),(18 67186.664),(19 66347.95),(20 64420.37),(21 65901.63),(22 67266.47),(23 64980.336),(24 65714.42),(25 67366.53),(26 67364.99),(27 69117.35),(28 71786.19),(29 72504.89),(30 72835.055),(31 73053.03),(32 75104.12),(33 74095.98),(34 75449.164),(35 75327.92),(36 74826.695),(37 76001.84),(38 73825.89),(39 73671.516),(40 74232.86),(41 73681.266),(42 75680.266),(43 73242.62),(44 74309.85),(45 75219.06),(46 72820.445),(47 72078.445),(48 72444.48),(49 71324.71),(50 73575.47),(51 73983.625),(52 72286.57),(53 71284.695),(54 69779.695),(55 70366.09),(56 70556.29),(57 71070.25),(58 71126.29),(59 70198.65),(60 71986.33),(61 71964.97),(62 72200.02),(63 71152.875),(64 70818.95),(65 70858.72),(66 70800.586),(67 70483.71),(68 69250.15),(69 68143.46),(70 67287.24),(71 67317.86),(72 66735.12),(73 66008.15),(74 66245.914),(75 66904.45),(76 67634.734),(77 67329.05),(78 68608.97),(79 69918.586),
(1 26710.975),(2 33423.227),(3 39332.113),(4 43434.383),(5 48292.39),(6 51327.73),(7 55471.87),(8 58173.543),(9 58454.727),(10 58681.76),(11 60553.387),(12 59844.367),(13 59526.742),(14 60321.44),(15 61308.434),(16 62118.723),(17 64581.55),(18 66719.81),(19 65819.664),(20 63647.85),(21 65502.504),(22 66706.94),(23 64542.836),(24 64487.824),(25 65815.79),(26 65411.45),(27 66332.83),(28 68278.68),(29 68231.39),(30 68052.11),(31 67439.5),(32 68346.31),(33 67100.13),(34 68635.555),(35 69502.42),(36 68953.69),(37 70803.93),(38 69341.8),(39 69457.43),(40 70146.21),(41 70091.9),(42 70987.05),(43 69571.14),(44 70365.445),(45 70052.83),(46 69671.47),(47 69427.89),(48 67549.445),(49 65899.06),(50 68209.06),(51 67930.32),(52 67514.98),(53 67668.94),(54 66739.266),(55 66215.914),(56 66797.86),(57 67499.086),(58 67426.234),(59 66810.54),(60 66507.92),(61 67098.66),(62 68380.86),(63 67651.76),(64 66117.164),(65 67811.41),(66 67922.4),(67 66822.266),(68 66518.984),(69 65136.605),(70 64829.46),(71 63308.633),(72 62491.99),(73 60879.332),(74 61229.414),(75 62160.777),(76 63326.094),(77 61593.355),(78 63430.836),(79 65380.33),
