1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 1045.0253),(2 1333.4177),(3 1407.2284),(4 1396.2147),(5 1417.1129),(6 1517.866),(7 1609.7632),(8 1630.0414),(9 1607.5455),(10 1605.3226),(11 1681.4572),(12 1709.1462),(13 1724.2203),(14 1690.399),(15 1679.0369),(16 1734.7228),(17 1752.4557),(18 1748.9607),(19 1715.4674),(20 1742.1498),(21 1733.2334),(22 1727.775),(23 1734.1642),(24 1722.0281),(25 1710.9465),(26 1749.0652),(27 1779.5222),(28 1756.7455),(29 1788.5684),(30 1815.2615),(31 1819.9349),(32 1823.6621),(33 1806.4344),(34 1853.2142),(35 1863.1282),(36 1811.5146),(37 1800.4656),(38 1821.0413),(39 1860.702),(40 1877.0039),(41 1806.998),(42 1815.9825),(43 1818.8903),(44 1852.0226),(45 1862.8834),(46 1826.0687),(47 1869.17),(48 1896.5773),(49 1849.1793),(50 1825.712),(51 1849.3171),(52 1867.9546),(53 1877.0308),(54 1820.5554),(55 1827.6393),(56 1840.9958),(57 1850.2213),(58 1847.5942),(59 1853.9691),(60 1861.0046),(61 1858.2168),(62 1910.6346),(63 1889.4955),(64 1886.8876),(65 1901.2197),(66 1905.3588),(67 1919.1775),(68 1925.8207),(69 1900.0741),(70 1913.6073),(71 1909.3392),(72 1868.7888),(73 1882.0233),(74 1888.0942),(75 1881.7605),(76 1889.884),(77 1861.8876),(78 1931.1592),(79 1884.6301),
(1 1014.7915),(2 1312.7709),(3 1378.2118),(4 1356.5358),(5 1355.1245),(6 1490.3455),(7 1606.0735),(8 1600.5061),(9 1571.166),(10 1564.7761),(11 1637.6217),(12 1690.9216),(13 1702.7303),(14 1660.4126),(15 1655.4711),(16 1703.9044),(17 1695.1207),(18 1706.0844),(19 1686.6798),(20 1707.6971),(21 1693.0388),(22 1700.4844),(23 1681.5004),(24 1696.7977),(25 1692.6134),(26 1708.3236),(27 1734.7267),(28 1725.7856),(29 1755.1011),(30 1747.9309),(31 1754.0963),(32 1769.428),(33 1753.4979),(34 1799.9427),(35 1799.1074),(36 1754.9304),(37 1758.6681),(38 1771.102),(39 1769.3087),(40 1783.4175),(41 1738.2981),(42 1771.2244),(43 1785.3704),(44 1775.7554),(45 1795.5961),(46 1772.8086),(47 1791.9918),(48 1791.74),(49 1739.5574),(50 1793.855),(51 1812.9204),(52 1828.259),(53 1789.2413),(54 1772.0206),(55 1789.8809),(56 1792.3273),(57 1804.4823),(58 1804.907),(59 1782.2454),(60 1847.8264),(61 1835.8479),(62 1875.0935),(63 1850.9332),(64 1839.9951),(65 1884.1874),(66 1871.8566),(67 1871.5419),(68 1912.5774),(69 1881.0105),(70 1901.2592),(71 1907.8708),(72 1882.5278),(73 1907.7723),(74 1882.1938),(75 1884.5266),(76 1929.7281),(77 1891.3002),(78 1947.6752),(79 1930.0376),
(1 1018.1433),(2 1285.6154),(3 1333.8578),(4 1318.9252),(5 1341.7739),(6 1466.1735),(7 1562.3302),(8 1564.7108),(9 1550.4031),(10 1519.9752),(11 1584.763),(12 1663.6326),(13 1636.5525),(14 1617.2744),(15 1643.77),(16 1654.2169),(17 1635.8961),(18 1677.5991),(19 1660.4618),(20 1658.104),(21 1647.1063),(22 1648.9825),(23 1647.2919),(24 1649.7661),(25 1659.0471),(26 1672.704),(27 1672.652),(28 1703.6261),(29 1718.8967),(30 1711.1654),(31 1713.1937),(32 1735.7361),(33 1726.5415),(34 1755.0071),(35 1749.6982),(36 1722.7548),(37 1732.7866),(38 1710.073),(39 1726.4973),(40 1754.9049),(41 1736.0071),(42 1755.7126),(43 1740.0625),(44 1729.1797),(45 1759.9177),(46 1770.9283),(47 1769.8708),(48 1784.9335),(49 1720.9149),(50 1783.55),(51 1815.6543),(52 1797.9891),(53 1787.6853),(54 1761.6421),(55 1783.2064),(56 1817.1461),(57 1800.4075),(58 1775.0334),(59 1762.2789),(60 1834.3473),(61 1824.8575),(62 1778.3566),(63 1857.2407),(64 1820.1208),(65 1830.468),(66 1837.8223),(67 1826.215),(68 1840.386),(69 1782.7501),(70 1820.8679),(71 1868.1074),(72 1826.3529),(73 1833.6086),(74 1819.1768),(75 1832.3431),(76 1883.5293),(77 1840.7676),(78 1886.2543),(79 1851.5918),
(1 1026.0001),(2 1286.6024),(3 1331.6884),(4 1326.919),(5 1347.2642),(6 1487.2506),(7 1554.0253),(8 1568.2485),(9 1570.2703),(10 1541.6486),(11 1585.3639),(12 1657.7981),(13 1635.3685),(14 1620.6162),(15 1633.1282),(16 1647.4314),(17 1677.351),(18 1699.0522),(19 1696.9146),(20 1676.6062),(21 1677.2004),(22 1678.4735),(23 1677.0271),(24 1659.3695),(25 1680.7601),(26 1712.8876),(27 1711.1132),(28 1707.272),(29 1726.5879),(30 1735.3733),(31 1743.9324),(32 1740.8549),(33 1727.431),(34 1749.5272),(35 1749.3287),(36 1743.4398),(37 1738.1006),(38 1716.74),(39 1708.6965),(40 1748.4142),(41 1753.44),(42 1751.5477),(43 1719.472),(44 1741.7446),(45 1776.926),(46 1799.3457),(47 1762.7397),(48 1742.4525),(49 1768.1538),(50 1789.4868),(51 1820.8733),(52 1787.3175),(53 1788.4293),(54 1784.1028),(55 1771.2657),(56 1818.4387),(57 1774.1577),(58 1774.0043),(59 1765.4694),(60 1815.753),(61 1796.393),(62 1786.1613),(63 1832.1973),(64 1838.2184),(65 1808.6365),(66 1794.2103),(67 1812.0854),(68 1792.8652),(69 1764.2358),(70 1801.7587),(71 1829.6355),(72 1808.7467),(73 1800.2201),(74 1824.5079),(75 1839.8809),(76 1880.9237),(77 1865.484),(78 1892.2991),(79 1855.928),
(1 938.8389),(2 1182.4708),(3 1264.0424),(4 1257.3799),(5 1272.3289),(6 1400.6709),(7 1458.6339),(8 1458.8024),(9 1445.985),(10 1436.4882),(11 1477.8081),(12 1539.2526),(13 1520.0907),(14 1517.2477),(15 1542.4546),(16 1569.3993),(17 1599.4285),(18 1614.934),(19 1604.2296),(20 1594.6674),(21 1586.9266),(22 1583.5006),(23 1564.0055),(24 1558.8319),(25 1592.9471),(26 1644.4844),(27 1631.2325),(28 1633.132),(29 1659.8115),(30 1678.7805),(31 1681.1018),(32 1701.6246),(33 1704.1619),(34 1740.8766),(35 1727.0969),(36 1717.2739),(37 1725.6101),(38 1681.1311),(39 1675.004),(40 1717.585),(41 1713.377),(42 1688.3898),(43 1667.7981),(44 1732.0338),(45 1754.316),(46 1736.5107),(47 1705.5089),(48 1707.1301),(49 1737.6064),(50 1714.678),(51 1759.7821),(52 1763.3569),(53 1750.6606),(54 1723.8014),(55 1705.7511),(56 1745.2549),(57 1700.2972),(58 1724.5428),(59 1712.9484),(60 1744.6387),(61 1714.3632),(62 1770.8046),(63 1747.3033),(64 1743.2745),(65 1736.3264),(66 1729.5273),(67 1719.2975),(68 1706.7668),(69 1702.5197),(70 1739.8367),(71 1726.759),(72 1709.3163),(73 1757.8373),(74 1743.9674),(75 1733.2012),(76 1781.0631),(77 1768.085),(78 1800.0431),(79 1746.3718),
(1 941.82007),(2 1193.6316),(3 1280.268),(4 1272.4694),(5 1270.7589),(6 1385.2659),(7 1476.3331),(8 1473.9644),(9 1438.2751),(10 1447.727),(11 1506.6733),(12 1551.6946),(13 1513.8894),(14 1521.1599),(15 1560.3716),(16 1586.0234),(17 1626.2263),(18 1641.0557),(19 1629.5027),(20 1622.1451),(21 1603.937),(22 1630.9774),(23 1572.479),(24 1581.8873),(25 1630.9476),(26 1659.7985),(27 1636.8665),(28 1664.786),(29 1698.6373),(30 1693.688),(31 1682.981),(32 1708.846),(33 1705.5378),(34 1767.745),(35 1742.9681),(36 1735.3014),(37 1726.0785),(38 1711.0684),(39 1698.0247),(40 1748.3994),(41 1718.8906),(42 1712.7842),(43 1711.3544),(44 1747.9036),(45 1758.7256),(46 1716.5016),(47 1726.3481),(48 1744.3436),(49 1741.6605),(50 1769.4995),(51 1770.1649),(52 1809.7129),(53 1773.2634),(54 1723.8209),(55 1715.0941),(56 1721.3481),(57 1715.9344),(58 1751.654),(59 1716.585),(60 1746.4586),(61 1751.1375),(62 1812.3527),(63 1759.8243),(64 1748.7059),(65 1788.0488),(66 1762.3956),(67 1755.3455),(68 1762.5958),(69 1721.0638),(70 1750.3354),(71 1762.4631),(72 1753.6404),(73 1808.1404),(74 1775.0299),(75 1749.6124),(76 1810.1096),(77 1788.0679),(78 1838.5259),(79 1769.2725),
(1 934.0976),(2 1178.3833),(3 1255.8654),(4 1249.0154),(5 1268.1675),(6 1359.7251),(7 1438.5015),(8 1456.5077),(9 1433.0818),(10 1421.7235),(11 1488.3228),(12 1540.772),(13 1516.5863),(14 1518.3813),(15 1587.5038),(16 1573.1212),(17 1618.9788),(18 1640.1719),(19 1637.4478),(20 1603.0173),(21 1612.6978),(22 1635.1473),(23 1601.868),(24 1588.558),(25 1618.2345),(26 1655.6667),(27 1626.869),(28 1627.4669),(29 1637.2408),(30 1639.39),(31 1643.3237),(32 1657.0311),(33 1664.6312),(34 1705.847),(35 1697.8726),(36 1660.1404),(37 1689.8076),(38 1665.1965),(39 1671.5194),(40 1676.007),(41 1671.7732),(42 1691.2301),(43 1693.6405),(44 1667.6042),(45 1666.6167),(46 1664.5575),(47 1684.6394),(48 1700.1176),(49 1650.745),(50 1690.0479),(51 1711.4086),(52 1718.054),(53 1694.4749),(54 1672.5544),(55 1649.9575),(56 1691.106),(57 1685.755),(58 1699.5609),(59 1663.8934),(60 1675.6041),(61 1700.8596),(62 1726.6444),(63 1725.4293),(64 1693.9366),(65 1729.4686),(66 1685.4083),(67 1706.0435),(68 1720.2075),(69 1692.6515),(70 1687.66),(71 1715.4224),(72 1716.3223),(73 1726.9955),(74 1701.1217),(75 1686.7314),(76 1731.5675),(77 1737.5663),(78 1766.7258),(79 1747.977),
(1 906.5446),(2 1139.0363),(3 1208.6077),(4 1190.2303),(5 1218.035),(6 1303.0342),(7 1364.5674),(8 1409.9698),(9 1391.2935),(10 1391.7555),(11 1425.784),(12 1492.4445),(13 1468.9507),(14 1429.2583),(15 1489.2572),(16 1505.9999),(17 1528.7773),(18 1557.0969),(19 1538.4429),(20 1539.0729),(21 1543.6625),(22 1557.7526),(23 1542.2083),(24 1513.7952),(25 1549.0419),(26 1585.848),(27 1585.2162),(28 1588.8147),(29 1579.1305),(30 1586.3948),(31 1579.7335),(32 1604.7515),(33 1624.4607),(34 1649.5522),(35 1628.084),(36 1619.0099),(37 1638.9222),(38 1642.476),(39 1622.418),(40 1633.1436),(41 1629.9286),(42 1650.169),(43 1651.2063),(44 1625.7583),(45 1633.9371),(46 1629.3289),(47 1632.2195),(48 1669.5432),(49 1608.5905),(50 1664.3291),(51 1698.5555),(52 1672.637),(53 1653.0209),(54 1636.7644),(55 1625.683),(56 1672.4962),(57 1648.9248),(58 1639.5061),(59 1618.8126),(60 1638.6729),(61 1651.977),(62 1678.733),(63 1698.3892),(64 1683.5532),(65 1684.8312),(66 1670.8694),(67 1665.2875),(68 1669.8923),(69 1664.9392),(70 1680.1381),(71 1664.8871),(72 1702.7374),(73 1692.0787),(74 1691.8434),(75 1666.6497),(76 1693.9749),(77 1703.3275),(78 1715.5314),(79 1694.9335),
(1 912.203),(2 1140.0347),(3 1218.1719),(4 1181.0001),(5 1217.7872),(6 1304.565),(7 1374.3231),(8 1413.4165),(9 1381.4767),(10 1401.3848),(11 1450.6968),(12 1522.5485),(13 1472.8568),(14 1425.5826),(15 1496.5869),(16 1527.1555),(17 1533.0009),(18 1535.5765),(19 1547.6758),(20 1549.1727),(21 1549.7683),(22 1559.0375),(23 1538.6088),(24 1505.5365),(25 1552.6586),(26 1598.5386),(27 1590.8253),(28 1578.6018),(29 1608.3015),(30 1587.7384),(31 1595.4043),(32 1611.6667),(33 1632.9945),(34 1613.6997),(35 1624.8811),(36 1645.0424),(37 1637.5769),(38 1618.9055),(39 1596.3013),(40 1619.2448),(41 1617.867),(42 1624.3843),(43 1602.1453),(44 1607.8774),(45 1612.6798),(46 1614.5448),(47 1610.8591),(48 1611.6188),(49 1594.572),(50 1614.5652),(51 1647.523),(52 1630.1636),(53 1615.339),(54 1602.3572),(55 1602.974),(56 1647.4309),(57 1609.0767),(58 1592.8657),(59 1610.7184),(60 1618.4349),(61 1607.2968),(62 1662.3131),(63 1664.2338),(64 1630.9757),(65 1638.4788),(66 1641.3271),(67 1660.7063),(68 1628.3329),(69 1637.1134),(70 1628.5411),(71 1614.3608),(72 1648.44),(73 1663.739),(74 1653.2195),(75 1620.9402),(76 1670.7574),(77 1651.6515),(78 1679.0269),(79 1627.7715),
(1 868.7351),(2 1087.5336),(3 1161.2075),(4 1129.8672),(5 1137.8738),(6 1237.5762),(7 1296.7048),(8 1303.3328),(9 1299.2803),(10 1328.4104),(11 1371.1777),(12 1409.5226),(13 1366.183),(14 1348.0424),(15 1406.9999),(16 1427.3187),(17 1433.3245),(18 1436.9183),(19 1471.0494),(20 1482.42),(21 1469.9333),(22 1467.2426),(23 1468.5146),(24 1427.7456),(25 1447.7104),(26 1499.6035),(27 1501.7999),(28 1477.0372),(29 1521.3395),(30 1492.0402),(31 1498.7921),(32 1519.4763),(33 1524.1329),(34 1528.1904),(35 1546.4458),(36 1576.9678),(37 1565.3506),(38 1509.563),(39 1526.0714),(40 1538.8365),(41 1533.9388),(42 1516.7141),(43 1504.4025),(44 1490.2902),(45 1520.7849),(46 1511.5363),(47 1497.5052),(48 1481.1486),(49 1492.9431),(50 1488.0496),(51 1516.5051),(52 1514.3818),(53 1512.6206),(54 1496.6459),(55 1509.5361),(56 1525.403),(57 1533.4728),(58 1513.3704),(59 1529.9855),(60 1541.4207),(61 1526.8794),(62 1560.5209),(63 1571.8868),(64 1529.0111),(65 1563.5845),(66 1558.6812),(67 1562.7037),(68 1566.8031),(69 1566.2643),(70 1535.6775),(71 1561.7305),(72 1552.7924),(73 1597.8372),(74 1576.9452),(75 1530.8174),(76 1593.885),(77 1560.005),(78 1587.2203),(79 1542.3419),
(1 852.9304),(2 1084.2466),(3 1123.696),(4 1121.763),(5 1120.8802),(6 1214.214),(7 1261.0109),(8 1264.04),(9 1286.0212),(10 1305.9747),(11 1330.4606),(12 1360.322),(13 1346.5199),(14 1345.1879),(15 1373.2383),(16 1400.6046),(17 1414.0739),(18 1415.7725),(19 1422.4479),(20 1444.1293),(21 1445.3466),(22 1439.2031),(23 1442.3568),(24 1419.8441),(25 1439.3712),(26 1479.2784),(27 1480.8859),(28 1486.5227),(29 1503.6157),(30 1489.1007),(31 1509.9368),(32 1525.0961),(33 1523.641),(34 1567.5372),(35 1574.1045),(36 1567.7164),(37 1562.1685),(38 1525.5519),(39 1551.4053),(40 1568.7754),(41 1548.8029),(42 1532.9077),(43 1524.5249),(44 1534.2059),(45 1527.3407),(46 1505.2653),(47 1530.2445),(48 1543.5096),(49 1520.6736),(50 1522.7129),(51 1518.119),(52 1550.1946),(53 1525.9263),(54 1500.403),(55 1531.742),(56 1510.4489),(57 1537.9713),(58 1535.6736),(59 1501.1957),(60 1542.8226),(61 1524.9948),(62 1538.8693),(63 1548.1713),(64 1539.345),(65 1565.1307),(66 1554.312),(67 1532.5151),(68 1554.1799),(69 1538.5004),(70 1532.0442),(71 1533.1575),(72 1535.1661),(73 1565.724),(74 1557.5387),(75 1517.149),(76 1540.3497),(77 1544.8644),(78 1582.332),(79 1560.2086),
(1 849.92816),(2 1054.9841),(3 1105.8247),(4 1094.1019),(5 1128.187),(6 1195.342),(7 1223.3585),(8 1249.1799),(9 1264.7578),(10 1270.4231),(11 1304.6697),(12 1343.8356),(13 1332.1785),(14 1306.9523),(15 1340.7051),(16 1372.2678),(17 1394.1787),(18 1398.1382),(19 1399.9413),(20 1422.8812),(21 1431.0151),(22 1433.5321),(23 1416.5138),(24 1409.8081),(25 1417.2902),(26 1456.0028),(27 1450.0275),(28 1462.1542),(29 1458.0476),(30 1446.2041),(31 1455.4935),(32 1463.4878),(33 1476.5105),(34 1519.5908),(35 1512.5631),(36 1516.3162),(37 1508.7433),(38 1506.3695),(39 1498.8594),(40 1503.5217),(41 1486.8917),(42 1481.8617),(43 1474.3042),(44 1475.8755),(45 1491.7573),(46 1454.0686),(47 1472.3552),(48 1478.8595),(49 1478.6603),(50 1479.9641),(51 1481.366),(52 1492.271),(53 1492.5037),(54 1493.905),(55 1492.4016),(56 1519.1705),(57 1501.7593),(58 1528.4181),(59 1494.1797),(60 1488.005),(61 1509.7656),(62 1520.4078),(63 1545.0924),(64 1516.7467),(65 1528.7859),(66 1499.9689),(67 1493.3329),(68 1502.011),(69 1506.2908),(70 1494.9524),(71 1480.449),(72 1489.5161),(73 1485.9198),(74 1498.1499),(75 1486.7369),(76 1475.3209),(77 1496.1868),(78 1545.0242),(79 1524.9392),
(1 843.00085),(2 1035.3844),(3 1079.1375),(4 1041.0028),(5 1098.4525),(6 1171.892),(7 1206.899),(8 1212.5732),(9 1198.0542),(10 1210.2815),(11 1259.0801),(12 1292.2677),(13 1273.2014),(14 1235.2013),(15 1294.6678),(16 1344.6699),(17 1348.6715),(18 1349.9832),(19 1375.2141),(20 1392.485),(21 1367.565),(22 1390.8385),(23 1389.6243),(24 1373.2462),(25 1393.3651),(26 1400.2714),(27 1416.6416),(28 1407.7229),(29 1411.7316),(30 1423.0062),(31 1409.1198),(32 1437.9696),(33 1428.0455),(34 1443.1123),(35 1448.859),(36 1444.0973),(37 1468.2773),(38 1468.2981),(39 1404.4633),(40 1426.5835),(41 1454.7994),(42 1442.0642),(43 1430.8724),(44 1437.4054),(45 1448.489),(46 1422.6024),(47 1415.3212),(48 1451.1503),(49 1442.8689),(50 1433.9805),(51 1456.2701),(52 1468.6698),(53 1446.207),(54 1465.4778),(55 1438.6506),(56 1461.3074),(57 1459.3379),(58 1448.4338),(59 1446.7561),(60 1435.9065),(61 1476.927),(62 1472.0593),(63 1491.0387),(64 1449.9178),(65 1479.5619),(66 1467.2878),(67 1478.8013),(68 1487.2936),(69 1488.3029),(70 1473.4028),(71 1479.2676),(72 1482.5515),(73 1466.1824),(74 1492.1232),(75 1469.2173),(76 1501.0657),(77 1476.2433),(78 1516.0387),(79 1496.8986),
(1 852.1),(2 1063.1569),(3 1112.5302),(4 1070.7668),(5 1106.6746),(6 1208.5417),(7 1251.196),(8 1248.8617),(9 1236.4847),(10 1260.723),(11 1322.0547),(12 1344.1398),(13 1299.5928),(14 1276.3335),(15 1344.7168),(16 1386.0533),(17 1384.3495),(18 1390.6715),(19 1419.2549),(20 1440.6189),(21 1404.9094),(22 1409.5642),(23 1409.1748),(24 1399.0736),(25 1412.1494),(26 1406.9736),(27 1421.866),(28 1429.4924),(29 1427.4458),(30 1421.165),(31 1435.3827),(32 1476.334),(33 1457.5626),(34 1458.7192),(35 1483.6615),(36 1483.3826),(37 1528.2742),(38 1513.9202),(39 1431.6829),(40 1472.7263),(41 1462.8167),(42 1454.2262),(43 1454.0808),(44 1462.7052),(45 1474.3851),(46 1455.297),(47 1452.3883),(48 1469.1644),(49 1436.7738),(50 1470.603),(51 1482.8867),(52 1519.9567),(53 1486.9922),(54 1455.8802),(55 1450.9703),(56 1479.309),(57 1479.7601),(58 1461.5308),(59 1449.321),(60 1454.5641),(61 1467.9034),(62 1460.7281),(63 1502.4429),(64 1465.0779),(65 1482.5549),(66 1479.374),(67 1456.2069),(68 1479.0876),(69 1460.3237),(70 1442.0571),(71 1467.8782),(72 1455.9779),(73 1466.076),(74 1481.9817),(75 1442.8452),(76 1495.9677),(77 1459.3785),(78 1516.5051),(79 1501.3165),
(1 831.9239),(2 1048.1646),(3 1107.5765),(4 1085.812),(5 1087.1381),(6 1211.309),(7 1239.06),(8 1217.0685),(9 1194.6559),(10 1225.6123),(11 1282.0609),(12 1299.2969),(13 1262.711),(14 1248.6406),(15 1303.4668),(16 1331.3278),(17 1352.9695),(18 1362.0563),(19 1373.5131),(20 1368.6835),(21 1350.6774),(22 1375.8871),(23 1369.9797),(24 1354.5369),(25 1363.0524),(26 1357.7255),(27 1367.9232),(28 1371.0927),(29 1368.0913),(30 1364.4371),(31 1364.2495),(32 1386.7368),(33 1384.6108),(34 1378.7961),(35 1416.512),(36 1406.4098),(37 1421.5597),(38 1397.9005),(39 1361.628),(40 1393.4805),(41 1369.0789),(42 1375.905),(43 1386.0715),(44 1368.4725),(45 1402.6038),(46 1390.2705),(47 1382.6388),(48 1400.6305),(49 1379.0354),(50 1413.4413),(51 1442.2721),(52 1447.7504),(53 1417.4877),(54 1363.7704),(55 1406.8038),(56 1425.7682),(57 1418.379),(58 1404.0051),(59 1420.1244),(60 1430.5137),(61 1413.694),(62 1427.2706),(63 1468.2966),(64 1450.1721),(65 1456.3483),(66 1442.3601),(67 1410.8733),(68 1416.065),(69 1421.7852),(70 1382.6115),(71 1426.8518),(72 1404.3308),(73 1413.2183),(74 1421.5215),(75 1406.071),(76 1440.417),(77 1412.3018),(78 1495.9523),(79 1451.4155),
(1 792.79865),(2 988.71173),(3 1053.0328),(4 1040.6599),(5 1055.3956),(6 1137.4833),(7 1172.7832),(8 1190.057),(9 1189.8384),(10 1205.5044),(11 1252.3655),(12 1291.7225),(13 1282.8911),(14 1250.061),(15 1282.2974),(16 1310.1289),(17 1338.4309),(18 1349.892),(19 1369.8309),(20 1386.7318),(21 1341.1526),(22 1352.8328),(23 1349.8848),(24 1311.0996),(25 1325.1544),(26 1336.5493),(27 1350.3706),(28 1327.3818),(29 1327.3788),(30 1335.241),(31 1323.3068),(32 1343.2947),(33 1340.8203),(34 1332.9551),(35 1373.1997),(36 1377.6448),(37 1344.6947),(38 1337.8566),(39 1337.3273),(40 1338.5624),(41 1342.6935),(42 1341.1742),(43 1329.2379),(44 1318.0646),(45 1332.4021),(46 1334.7213),(47 1347.2139),(48 1350.6754),(49 1353.0532),(50 1363.0156),(51 1391.5714),(52 1396.3754),(53 1388.4928),(54 1370.9026),(55 1401.1476),(56 1417.9108),(57 1391.8253),(58 1388.5347),(59 1379.8097),(60 1397.1213),(61 1374.2185),(62 1385.3605),(63 1418.7142),(64 1396.938),(65 1401.3893),(66 1382.8856),(67 1373.1996),(68 1357.8667),(69 1381.5588),(70 1359.6058),(71 1419.5316),(72 1403.4518),(73 1380.8036),(74 1391.2726),(75 1408.2605),(76 1410.3414),(77 1410.694),(78 1474.0862),(79 1425.7755),
(1 751.4652),(2 948.4587),(3 999.5003),(4 995.66864),(5 1032.3735),(6 1066.9574),(7 1090.4353),(8 1119.6436),(9 1128.7739),(10 1138.8062),(11 1193.2148),(12 1240.6133),(13 1233.3986),(14 1198.8638),(15 1245.5002),(16 1273.0652),(17 1296.4147),(18 1272.6527),(19 1294.4879),(20 1335.6882),(21 1295.7494),(22 1286.848),(23 1298.5033),(24 1291.646),(25 1291.3544),(26 1309.8722),(27 1308.5585),(28 1303.5482),(29 1293.2146),(30 1297.1184),(31 1292.2825),(32 1300.2389),(33 1307.7877),(34 1304.3848),(35 1324.525),(36 1342.0435),(37 1324.5386),(38 1311.9708),(39 1327.4702),(40 1317.4114),(41 1324.4329),(42 1326.7242),(43 1304.4598),(44 1289.8276),(45 1298.7817),(46 1293.291),(47 1319.6248),(48 1309.913),(49 1329.3364),(50 1330.1005),(51 1341.7263),(52 1331.5222),(53 1337.6631),(54 1323.3855),(55 1329.2365),(56 1321.8733),(57 1312.8557),(58 1325.3705),(59 1330.0856),(60 1322.1981),(61 1318.3926),(62 1325.9467),(63 1333.4518),(64 1309.5612),(65 1327.7886),(66 1321.2938),(67 1325.9875),(68 1309.0397),(69 1308.802),(70 1323.3499),(71 1340.5377),(72 1330.7377),(73 1295.5868),(74 1329.2),(75 1333.0902),(76 1340.171),(77 1342.8279),(78 1381.202),(79 1384.6206),
