1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 254936.38),(2 550396.06),(3 815331.5),(4 1280892.6),(5 1691340),(6 2086037.9),(7 2592260),(8 3079869.3),(9 3596206.8),(10 4163355),(11 4622374),(12 5071284.5),(13 5843417.5),(14 6491488),(15 7106705.5),(16 7980332),(17 8638934),(18 9232326),(19 10138385),(20 10843842),(21 11458765),(22 12096271),(23 12539795),(24 13024437),(25 13557877),(26 14149283),(27 14659564),(28 14959829),(29 15268008),(30 15649663),(31 16108261),(32 16721744),(33 17209806),(34 17732684),(35 18318342),(36 18848568),(37 19311378),(38 19860826),(39 20322674),(40 20692502),(41 21773526),(42 22280630),(43 22655810),(44 23279504),(45 23687622),(46 24070000),(47 24290054),(48 24465042),(49 24662226),(50 24921318),(51 25368166),(52 25738486),(53 26327846),(54 27062422),(55 27630728),(56 28471480),(57 29481958),(58 30265014),(59 31355234),(60 32592874),(61 33505758),(62 34524684),(63 36535950),(64 37890452),(65 39079092),(66 40202852),(67 41253588),(68 42266028),(69 42950140),(70 43790820),(71 44642052),(72 44801876),(73 45368068),(74 45859796),(75 46230028),(76 46576276),(77 46869732),(78 46702944),(79 46561936),
(1 20.70668),(2 30.639286),(3 37.704845),(4 39.644566),(5 40.84397),(6 41.757828),(7 42.85465),(8 44.055046),(9 44.660145),(10 45.197567),(11 45.672474),(12 45.880676),(13 46.53076),(14 47.254913),(15 47.147392),(16 47.21504),(17 47.10879),(18 47.340195),(19 47.97421),(20 48.068405),(21 48.455112),(22 48.981827),(23 48.588936),(24 48.461754),(25 48.238773),(26 48.733387),(27 48.47112),(28 48.322895),(29 48.870064),(30 48.925396),(31 48.526917),(32 49.00304),(33 49.51226),(34 49.50503),(35 50.000244),(36 50.09057),(37 50.37085),(38 51.53168),(39 51.66207),(40 51.973885),(41 52.093643),(42 52.098736),(43 52.3123),(44 52.38039),(45 52.417664),(46 52.649483),(47 53.203484),(48 53.422012),(49 53.71471),(50 53.24577),(51 53.386395),(52 53.649414),(53 53.594505),(54 54.048466),(55 54.1766),(56 54.613525),(57 54.623055),(58 55.0344),(59 54.681618),(60 54.89588),(61 55.09225),(62 55.171543),(63 55.70628),(64 56.094894),(65 56.519753),(66 57.77995),(67 58.362675),(68 59.065033),(69 59.235683),(70 59.593575),(71 60.377777),(72 60.09261),(73 60.59659),(74 60.79033),(75 59.776436),(76 59.46482),(77 59.396626),(78 58.921738),(79 59.43339),
(1 20.411058),(2 30.061512),(3 36.816063),(4 39.289055),(5 40.603867),(6 41.711327),(7 43.01386),(8 44.221935),(9 44.69991),(10 45.36842),(11 45.855083),(12 46.306206),(13 46.93408),(14 47.530563),(15 47.655758),(16 48.339237),(17 48.10341),(18 48.163204),(19 47.81299),(20 48.327976),(21 48.345745),(22 48.727283),(23 48.569973),(24 48.544495),(25 48.506935),(26 48.555294),(27 48.58633),(28 48.332947),(29 48.383842),(30 48.73024),(31 48.91243),(32 49.60991),(33 49.894722),(34 49.846985),(35 50.23805),(36 50.138588),(37 50.522408),(38 51.147926),(39 51.320976),(40 51.181095),(41 51.685646),(42 52.01526),(43 52.53203),(44 52.155373),(45 52.094498),(46 52.16071),(47 52.178905),(48 52.9003),(49 53.289562),(50 53.421654),(51 53.637085),(52 53.78325),(53 53.83074),(54 54.28151),(55 54.593456),(56 55.37228),(57 55.052742),(58 55.04906),(59 54.785378),(60 55.739643),(61 55.613876),(62 55.621758),(63 56.034874),(64 56.045513),(65 56.320007),(66 57.091053),(67 57.645023),(68 58.262634),(69 58.10397),(70 58.300846),(71 58.228592),(72 58.02976),(73 58.06486),(74 58.2538),(75 57.79905),(76 58.1832),(77 58.139145),(78 57.512302),(79 58.51497),
(1 20.240921),(2 30.376272),(3 37.235405),(4 38.805237),(5 39.864014),(6 40.831066),(7 42.017242),(8 42.831985),(9 43.561092),(10 44.042946),(11 44.44561),(12 45.125206),(13 46.12906),(14 46.741165),(15 46.604713),(16 47.041363),(17 47.44841),(18 47.886883),(19 48.48791),(20 48.638683),(21 48.494526),(22 48.754555),(23 48.99435),(24 49.022293),(25 48.699776),(26 49.05019),(27 49.524666),(28 49.06464),(29 49.59507),(30 49.98684),(31 50.28377),(32 50.25762),(33 50.102207),(34 49.722088),(35 50.073383),(36 49.925312),(37 50.045784),(38 50.97148),(39 50.874897),(40 51.152813),(41 51.27557),(42 51.596848),(43 51.668957),(44 51.712345),(45 51.67457),(46 52.05534),(47 52.09864),(48 52.464832),(49 53.259045),(50 53.13896),(51 53.078526),(52 53.29654),(53 53.252563),(54 53.59929),(55 53.972813),(56 54.12729),(57 53.932903),(58 54.000233),(59 53.61132),(60 54.313354),(61 54.51405),(62 54.851784),(63 55.067196),(64 55.56644),(65 55.82271),(66 56.76272),(67 57.001396),(68 57.485596),(69 57.53647),(70 57.764427),(71 58.246635),(72 58.31328),(73 58.380913),(74 58.43722),(75 56.940983),(76 57.369232),(77 57.116013),(78 55.924816),(79 56.523605),
(1 20.066408),(2 30.026102),(3 36.8404),(4 38.715252),(5 39.65889),(6 40.62404),(7 41.831398),(8 42.644596),(9 43.197853),(10 43.93862),(11 44.38788),(12 44.802242),(13 45.881786),(14 46.91124),(15 46.8691),(16 47.251266),(17 47.320415),(18 47.0262),(19 47.402397),(20 47.769875),(21 47.9583),(22 48.421288),(23 48.81933),(24 49.03333),(25 49.445084),(26 49.86049),(27 50.37628),(28 50.072815),(29 50.074875),(30 50.199448),(31 50.425453),(32 50.503567),(33 50.440773),(34 50.46653),(35 50.947876),(36 51.292465),(37 51.521076),(38 52.419197),(39 51.71339),(40 51.968693),(41 52.189964),(42 52.472412),(43 52.53622),(44 52.213127),(45 51.983337),(46 52.213936),(47 52.628723),(48 52.86179),(49 53.18176),(50 53.650055),(51 53.625896),(52 53.84179),(53 53.88601),(54 54.302666),(55 54.693058),(56 54.476376),(57 54.731434),(58 54.631737),(59 54.361126),(60 54.710938),(61 54.34295),(62 54.453117),(63 55.241764),(64 55.30729),(65 55.41959),(66 55.63662),(67 55.92774),(68 55.95165),(69 56.969383),(70 57.53641),(71 57.97967),(72 57.42434),(73 57.721794),(74 57.935104),(75 56.78675),(76 57.226467),(77 57.048046),(78 56.83031),(79 57.32938),
(1 19.709229),(2 29.63276),(3 37.04034),(4 39.32103),(5 40.464046),(6 41.005047),(7 41.92592),(8 42.561398),(9 43.065094),(10 43.756565),(11 44.04551),(12 44.37406),(13 45.044327),(14 45.58819),(15 46.000126),(16 46.243034),(17 46.27582),(18 46.53518),(19 46.658714),(20 46.669735),(21 46.88541),(22 47.171623),(23 47.080425),(24 47.421738),(25 47.69337),(26 47.801537),(27 47.94069),(28 47.615448),(29 47.644035),(30 48.484356),(31 48.83448),(32 49.232265),(33 49.502438),(34 49.199413),(35 49.802597),(36 49.944836),(37 50.21624),(38 50.9901),(39 50.98186),(40 50.901154),(41 50.75251),(42 51.173874),(43 51.366688),(44 51.89717),(45 52.033703),(46 52.222984),(47 52.714737),(48 52.531986),(49 52.75305),(50 52.482513),(51 52.660133),(52 52.84527),(53 52.85431),(54 53.138332),(55 53.511147),(56 53.317966),(57 52.95907),(58 52.64859),(59 52.549168),(60 52.46522),(61 52.37768),(62 52.582462),(63 53.322517),(64 53.602535),(65 53.825085),(66 54.508774),(67 55.054523),(68 55.6473),(69 56.78046),(70 56.976917),(71 57.461205),(72 56.318573),(73 56.512585),(74 56.907513),(75 56.368217),(76 56.34458),(77 56.623196),(78 56.466652),(79 56.979687),
(1 19.945152),(2 29.607244),(3 36.624058),(4 38.783737),(5 39.972042),(6 40.67405),(7 41.739388),(8 42.609108),(9 42.67729),(10 43.46732),(11 43.83622),(12 44.224144),(13 45.06743),(14 45.56957),(15 45.640556),(16 45.7876),(17 45.699303),(18 45.82867),(19 46.597637),(20 46.805058),(21 47.2343),(22 47.240166),(23 47.151867),(24 47.37016),(25 47.702484),(26 47.971558),(27 47.763733),(28 47.365734),(29 47.543102),(30 47.966797),(31 48.11052),(32 48.264202),(33 48.638084),(34 48.447075),(35 48.998516),(36 49.16986),(37 49.52118),(38 50.37699),(39 50.023754),(40 50.066063),(41 50.19272),(42 50.370773),(43 50.774933),(44 51.063377),(45 51.16032),(46 51.523304),(47 52.547302),(48 52.478992),(49 52.623165),(50 52.31737),(51 52.11832),(52 51.889126),(53 51.935043),(54 52.283585),(55 52.33303),(56 52.425415),(57 52.740692),(58 52.983162),(59 52.89145),(60 53.23176),(61 53.0486),(62 53.139736),(63 53.159626),(64 53.20928),(65 53.329212),(66 54.05171),(67 54.21731),(68 54.8012),(69 55.452454),(70 55.880985),(71 56.61393),(72 56.07273),(73 56.44515),(74 56.644375),(75 55.73246),(76 55.313877),(77 54.972515),(78 54.65449),(79 55.76173),
(1 20.32329),(2 30.510254),(3 37.938034),(4 40.12958),(5 40.962334),(6 41.59203),(7 42.759354),(8 43.895615),(9 44.796818),(10 44.885437),(11 44.850136),(12 45.190475),(13 45.753586),(14 46.370255),(15 46.737293),(16 47.51486),(17 47.60535),(18 47.435696),(19 47.797943),(20 47.738995),(21 47.754276),(22 48.359653),(23 48.58276),(24 48.865887),(25 48.872883),(26 49.1216),(27 49.075874),(28 49.14605),(29 49.318226),(30 49.739105),(31 49.600887),(32 49.949547),(33 50.09566),(34 50.078453),(35 50.659332),(36 51.245224),(37 51.520626),(38 51.84779),(39 51.347046),(40 51.464684),(41 51.57682),(42 51.826126),(43 51.990547),(44 51.989033),(45 51.782803),(46 51.936783),(47 52.15549),(48 51.97312),(49 52.08019),(50 52.07349),(51 52.34899),(52 52.415833),(53 52.131367),(54 52.41267),(55 52.32488),(56 52.110264),(57 51.818943),(58 51.778896),(59 51.946976),(60 51.572235),(61 51.676228),(62 51.772503),(63 52.13585),(64 52.246105),(65 52.43855),(66 53.833214),(67 53.97844),(68 54.591797),(69 55.022236),(70 55.473743),(71 56.00241),(72 55.643726),(73 55.743412),(74 55.71401),(75 54.336426),(76 54.31137),(77 54.23891),(78 54.21701),(79 55.306763),
(1 19.710745),(2 29.742697),(3 36.791275),(4 38.690624),(5 40.256325),(6 41.154015),(7 42.35381),(8 42.79829),(9 43.101257),(10 43.12292),(11 43.129955),(12 43.621666),(13 44.16081),(14 44.80555),(15 44.823006),(16 44.799694),(17 45.052246),(18 45.271137),(19 45.915657),(20 45.89185),(21 45.878742),(22 46.237827),(23 46.199944),(24 46.40828),(25 46.45991),(26 46.78283),(27 47.011593),(28 46.75985),(29 46.70665),(30 46.71506),(31 46.91056),(32 47.626743),(33 47.83432),(34 47.435806),(35 47.385788),(36 47.58424),(37 47.818237),(38 48.596096),(39 48.65234),(40 49.015923),(41 49.791424),(42 50.19774),(43 50.46581),(44 50.628902),(45 50.712402),(46 51.20125),(47 51.567097),(48 51.725418),(49 52.155746),(50 52.476254),(51 52.13828),(52 51.86745),(53 51.602856),(54 52.026733),(55 52.320335),(56 52.48252),(57 52.68151),(58 52.52254),(59 52.21716),(60 52.450253),(61 52.49172),(62 52.340385),(63 52.6331),(64 52.30685),(65 52.05686),(66 52.925163),(67 53.171738),(68 53.66419),(69 54.487022),(70 54.95876),(71 55.69255),(72 55.07444),(73 55.03713),(74 55.07638),(75 54.257763),(76 54.670555),(77 54.745335),(78 54.2267),(79 55.484585),
(1 19.764225),(2 29.662859),(3 36.37899),(4 38.79179),(5 39.953644),(6 41.142246),(7 42.25047),(8 42.911297),(9 43.152767),(10 44.06542),(11 44.559017),(12 45.02315),(13 45.41431),(14 45.840782),(15 45.74056),(16 45.79153),(17 45.866024),(18 45.916576),(19 46.42195),(20 46.289204),(21 46.461502),(22 46.999195),(23 47.057995),(24 47.511883),(25 47.38169),(26 47.637127),(27 47.6792),(28 47.94093),(29 47.597347),(30 47.818348),(31 48.00435),(32 48.153507),(33 48.0586),(34 48.334923),(35 48.700256),(36 48.914104),(37 49.430843),(38 49.77584),(39 49.533066),(40 49.704826),(41 50.3545),(42 50.479565),(43 50.377785),(44 50.813236),(45 50.612312),(46 50.701267),(47 50.532352),(48 50.508068),(49 50.761253),(50 50.64474),(51 50.768566),(52 50.862247),(53 51.025833),(54 51.309814),(55 51.763435),(56 51.69265),(57 51.655506),(58 51.9726),(59 51.546795),(60 52.113106),(61 52.079227),(62 52.034203),(63 52.139267),(64 52.047363),(65 52.195168),(66 53.059135),(67 53.257412),(68 53.717293),(69 54.08531),(70 54.040524),(71 54.162346),(72 53.93934),(73 54.27541),(74 54.925705),(75 54.259285),(76 54.706078),(77 54.572147),(78 53.912735),(79 54.421494),
(1 19.488869),(2 29.28167),(3 36.11311),(4 38.72473),(5 40.286583),(6 41.19776),(7 42.12739),(8 42.617508),(9 42.844543),(10 43.141674),(11 43.255432),(12 43.755814),(13 44.400497),(14 44.938015),(15 45.27131),(16 45.60028),(17 45.986958),(18 46.076916),(19 46.26611),(20 46.326485),(21 46.414616),(22 46.602516),(23 46.457897),(24 46.261135),(25 46.538208),(26 46.745876),(27 47.402706),(28 47.165833),(29 47.85558),(30 48.481056),(31 48.350136),(32 48.213417),(33 48.350307),(34 48.379543),(35 48.593655),(36 48.63656),(37 48.78333),(38 49.683212),(39 49.5212),(40 49.73648),(41 50.120377),(42 50.414715),(43 50.602116),(44 50.75878),(45 51.440815),(46 51.332916),(47 51.083763),(48 51.093895),(49 51.06678),(50 50.95137),(51 51.222942),(52 51.453346),(53 51.508656),(54 51.523277),(55 51.803097),(56 51.641827),(57 51.734596),(58 51.771137),(59 51.358883),(60 51.94767),(61 51.98445),(62 52.278076),(63 51.999683),(64 51.907112),(65 52.088936),(66 52.920937),(67 53.2723),(68 53.86172),(69 54.864468),(70 55.05731),(71 55.192192),(72 55.286545),(73 55.698544),(74 55.804253),(75 54.93071),(76 55.03231),(77 54.80137),(78 54.208004),(79 54.6732),
(1 19.513142),(2 28.920399),(3 35.84707),(4 37.52028),(5 38.792988),(6 39.786495),(7 40.81422),(8 41.53707),(9 42.013535),(10 42.6168),(11 42.830772),(12 42.988113),(13 43.841656),(14 44.58123),(15 44.810875),(16 45.282032),(17 45.5642),(18 45.839706),(19 46.041904),(20 45.933037),(21 45.711014),(22 46.321804),(23 46.321445),(24 46.491024),(25 46.741573),(26 46.902805),(27 47.557747),(28 47.834583),(29 48.299107),(30 48.679962),(31 48.48289),(32 48.730354),(33 48.63965),(34 48.33136),(35 48.842327),(36 48.89597),(37 49.046616),(38 49.83435),(39 49.8698),(40 49.98189),(41 50.292526),(42 50.57019),(43 50.688393),(44 50.469738),(45 50.681465),(46 50.855038),(47 51.08262),(48 51.09206),(49 51.12285),(50 51.035187),(51 50.919113),(52 50.82724),(53 50.93469),(54 51.272045),(55 51.498436),(56 51.427307),(57 51.487423),(58 51.71115),(59 51.514553),(60 51.78861),(61 52.06877),(62 52.483627),(63 52.41978),(64 52.50807),(65 52.72215),(66 53.694702),(67 54.629086),(68 55.401665),(69 55.823315),(70 56.111546),(71 56.28954),(72 55.680115),(73 55.34956),(74 55.34108),(75 54.64366),(76 54.818977),(77 54.970936),(78 54.431435),(79 55.27446),
(1 19.021128),(2 28.810322),(3 35.608433),(4 37.806538),(5 38.79908),(6 39.794243),(7 40.46634),(8 41.17756),(9 41.152073),(10 41.849403),(11 41.922146),(12 42.17911),(13 42.916367),(14 43.626446),(15 43.60802),(16 43.870552),(17 44.08813),(18 44.39948),(19 44.853786),(20 45.15152),(21 45.27947),(22 45.839424),(23 45.662518),(24 46.030083),(25 46.028034),(26 46.432186),(27 46.64283),(28 46.681725),(29 46.908985),(30 47.173935),(31 47.15301),(32 47.35452),(33 47.328403),(34 47.651173),(35 47.605476),(36 47.83659),(37 48.174053),(38 49.16136),(39 48.965393),(40 49.070652),(41 49.106956),(42 49.39811),(43 49.67664),(44 49.53269),(45 49.619415),(46 50.0212),(47 50.285324),(48 50.442734),(49 50.902027),(50 51.312817),(51 50.804665),(52 50.84178),(53 50.900566),(54 51.424507),(55 51.439022),(56 51.46448),(57 51.825222),(58 52.053806),(59 51.660652),(60 52.033813),(61 52.185223),(62 52.59082),(63 52.38993),(64 52.35136),(65 52.500797),(66 53.254303),(67 53.536583),(68 54.012146),(69 54.67925),(70 54.883827),(71 55.28902),(72 55.20451),(73 55.464584),(74 55.367954),(75 54.213),(76 54.62321),(77 54.9592),(78 54.295715),(79 55.300083),
(1 19.05828),(2 28.520176),(3 35.601418),(4 37.63599),(5 38.684074),(6 39.818558),(7 40.99314),(8 42.23166),(9 42.890682),(10 43.19468),(11 43.295322),(12 43.589462),(13 43.97512),(14 44.57223),(15 44.70131),(16 45.087482),(17 45.093018),(18 45.108833),(19 45.16633),(20 45.72199),(21 46.154953),(22 46.404884),(23 46.27396),(24 46.61658),(25 46.82751),(26 46.746895),(27 46.752243),(28 46.959827),(29 47.024773),(30 47.464607),(31 47.7974),(32 48.06753),(33 48.133648),(34 48.193287),(35 48.033188),(36 48.07351),(37 48.160637),(38 48.997017),(39 48.65035),(40 49.13701),(41 49.640537),(42 49.497738),(43 49.72408),(44 50.035503),(45 50.107716),(46 50.24941),(47 50.434483),(48 50.760597),(49 51.226074),(50 51.462383),(51 51.33337),(52 51.82974),(53 52.214813),(54 52.74235),(55 53.335957),(56 53.733685),(57 53.563725),(58 53.350304),(59 52.955597),(60 52.824722),(61 52.760853),(62 52.7712),(63 52.8875),(64 52.653393),(65 52.620045),(66 53.59151),(67 53.991077),(68 54.687546),(69 54.965244),(70 55.697784),(71 56.24826),(72 55.986927),(73 56.487225),(74 56.749397),(75 56.489353),(76 56.340767),(77 55.942856),(78 54.978195),(79 55.419773),
(1 19.094421),(2 28.446054),(3 35.091396),(4 36.895622),(5 37.95675),(6 38.703766),(7 39.936707),(8 40.922634),(9 41.47265),(10 41.81849),(11 41.999855),(12 42.28472),(13 42.83947),(14 43.649982),(15 43.914474),(16 44.54115),(17 44.495895),(18 44.331764),(19 45.201477),(20 45.630753),(21 46.004585),(22 46.65613),(23 46.71948),(24 47.109787),(25 46.944218),(26 47.477848),(27 47.848526),(28 47.6699),(29 47.764744),(30 48.377285),(31 48.469875),(32 48.66004),(33 48.958317),(34 49.1837),(35 49.687206),(36 49.70653),(37 49.877872),(38 50.232933),(39 49.870342),(40 49.77516),(41 50.049736),(42 50.269917),(43 50.36205),(44 50.65659),(45 50.441757),(46 50.68703),(47 51.174145),(48 51.737934),(49 52.27383),(50 52.57576),(51 52.233036),(52 52.180542),(53 52.25512),(54 52.403336),(55 52.55437),(56 52.166084),(57 52.561188),(58 52.487602),(59 51.60487),(60 51.994064),(61 52.25227),(62 52.257877),(63 52.440197),(64 52.26305),(65 52.041542),(66 52.77408),(67 53.664524),(68 54.36649),(69 55.042076),(70 55.348858),(71 55.854507),(72 55.494846),(73 55.846138),(74 55.91413),(75 55.313713),(76 55.137474),(77 55.005154),(78 54.548096),(79 54.563473),
(1 19.216084),(2 29.00172),(3 35.801125),(4 38.178272),(5 39.15483),(6 39.536045),(7 40.75228),(8 41.716778),(9 42.267715),(10 42.61309),(11 42.827072),(12 43.245426),(13 44.160378),(14 44.971195),(15 44.88793),(16 45.50499),(17 45.55287),(18 45.862587),(19 46.628803),(20 46.890137),(21 47.059963),(22 47.249023),(23 47.255287),(24 47.335434),(25 47.649635),(26 47.71011),(27 48.052174),(28 47.73243),(29 47.684498),(30 47.86823),(31 48.068565),(32 48.454926),(33 48.61228),(34 48.602657),(35 48.84969),(36 48.823917),(37 48.940098),(38 49.839466),(39 49.903862),(40 50.133972),(41 49.945988),(42 50.16613),(43 50.403873),(44 50.59265),(45 51.031796),(46 51.291695),(47 51.609165),(48 51.643047),(49 51.681488),(50 51.669785),(51 51.894188),(52 51.909573),(53 51.695744),(54 52.16925),(55 52.547882),(56 52.463905),(57 52.93751),(58 53.103798),(59 52.537346),(60 52.511177),(61 52.09028),(62 51.882412),(63 52.461018),(64 52.58118),(65 52.838757),(66 53.767757),(67 54.02078),(68 54.516613),(69 55.11891),(70 55.888947),(71 56.765945),(72 55.950527),(73 55.907963),(74 56.301655),(75 55.50963),(76 55.398933),(77 54.808693),(78 53.73652),(79 53.975574),
(1 18.934834),(2 28.140368),(3 35.27555),(4 37.111057),(5 38.30256),(6 38.886242),(7 39.721245),(8 40.167778),(9 40.053444),(10 40.753452),(11 41.28245),(12 42.09578),(13 43.1691),(14 43.79135),(15 43.654423),(16 43.80909),(17 43.76144),(18 43.47919),(19 43.815052),(20 43.962063),(21 44.23218),(22 44.324436),(23 44.57491),(24 44.532578),(25 44.44351),(26 44.940605),(27 44.85153),(28 44.996735),(29 45.22586),(30 45.56111),(31 45.704094),(32 45.704674),(33 45.50561),(34 45.1904),(35 45.9705),(36 46.371994),(37 46.727768),(38 47.46734),(39 47.592045),(40 48.137646),(41 48.085354),(42 48.26245),(43 48.51403),(44 48.780163),(45 48.80397),(46 48.8616),(47 48.762657),(48 49.028404),(49 49.237675),(50 49.14536),(51 49.205666),(52 49.0911),(53 49.170376),(54 49.60799),(55 49.77154),(56 49.55935),(57 50.247807),(58 50.167324),(59 49.74608),(60 49.84734),(61 49.714584),(62 49.63167),(63 49.813835),(64 50.24615),(65 50.606876),(66 51.857235),(67 52.287502),(68 52.58043),(69 52.796227),(70 53.109463),(71 53.457882),(72 53.03675),(73 53.240353),(74 53.571392),(75 52.78859),(76 53.070667),(77 52.868183),(78 52.81166),(79 52.61934),
(1 18.846613),(2 28.169376),(3 35.06816),(4 37.004173),(5 38.1004),(6 38.98388),(7 39.817734),(8 40.58369),(9 40.892433),(10 41.585754),(11 41.947132),(12 42.544384),(13 43.27724),(14 44.045967),(15 44.331722),(16 44.607483),(17 44.09973),(18 43.64603),(19 43.832058),(20 44.134365),(21 44.34561),(22 44.814087),(23 44.954044),(24 44.861755),(25 44.656834),(26 45.095177),(27 45.476868),(28 45.25756),(29 45.378223),(30 45.73041),(31 45.732655),(32 46.243137),(33 46.628506),(34 47.005928),(35 47.050526),(36 47.219883),(37 47.25104),(38 48.062107),(39 47.75771),(40 47.891796),(41 47.684193),(42 47.67075),(43 47.512833),(44 48.22246),(45 48.520103),(46 48.78017),(47 48.84193),(48 48.416748),(49 48.537155),(50 48.588406),(51 48.634483),(52 48.578716),(53 48.3552),(54 48.515175),(55 48.719017),(56 48.677906),(57 49.288975),(58 49.694653),(59 49.280243),(60 49.440197),(61 49.752964),(62 49.90003),(63 50.249435),(64 50.206085),(65 50.37886),(66 51.19729),(67 51.860466),(68 52.489323),(69 53.01139),(70 53.145443),(71 53.511032),(72 53.282486),(73 53.668533),(74 54.234024),(75 53.415188),(76 53.65897),(77 53.352688),(78 52.980198),(79 53.099674),
(1 18.910765),(2 27.95355),(3 34.547363),(4 36.409355),(5 37.38697),(6 38.367233),(7 39.13264),(8 40.05019),(9 40.271343),(10 40.83615),(11 41.133434),(12 41.685806),(13 42.58278),(14 43.007774),(15 43.36211),(16 43.70978),(17 43.798332),(18 43.811703),(19 44.339844),(20 44.23557),(21 44.26773),(22 44.471622),(23 44.555405),(24 44.776318),(25 44.739883),(26 45.605488),(27 45.67684),(28 45.349792),(29 45.872536),(30 45.990353),(31 46.033993),(32 46.721138),(33 46.882454),(34 46.831154),(35 47.111416),(36 47.565617),(37 47.923054),(38 49.064987),(39 49.33303),(40 49.480804),(41 49.712486),(42 49.807972),(43 49.971584),(44 49.37084),(45 49.150272),(46 49.262466),(47 49.303413),(48 49.041595),(49 49.164986),(50 49.119495),(51 49.889004),(52 50.036217),(53 50.17519),(54 50.64293),(55 51.161743),(56 50.813015),(57 51.117977),(58 51.193497),(59 51.261433),(60 51.48861),(61 51.35885),(62 51.628834),(63 51.855442),(64 51.90507),(65 51.906887),(66 52.612713),(67 52.865807),(68 53.6919),(69 54.133244),(70 54.34832),(71 54.665276),(72 54.24534),(73 54.653435),(74 54.918736),(75 54.19629),(76 53.534412),(77 53.36856),(78 52.61948),(79 53.276314),
