1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 937675.8),(2 2782657.8),(3 5281310.5),(4 8314009.5),(5 11209989),(6 13452648),(7 15529197),(8 17336552),(9 18786194),(10 19604090),(11 20062642),(12 20240030),(13 19904744),(14 19270646),(15 18455626),(16 17578426),(17 16651984),(18 15647480),(19 14804035),(20 14093137),(21 13873875),(22 13670284),(23 13961765),(24 14354680),(25 14380597),(26 14530096),(27 14719739),(28 15214777),(29 15606221),(30 15954779),(31 15941252),(32 15646732),(33 15199203),(34 14241017),(35 13102152),(36 12066355),(37 11371581),(38 10718094),(39 10282987),(40 9787121),(41 9275332),(42 8819897),(43 8602854),(44 8687049),(45 8926673),(46 9256353),(47 9771103),(48 10314099),(49 10818155),(50 11138837),(51 11224732),(52 11084370),(53 10758219),(54 10188361),(55 9565688),(56 9010492),(57 8599124),(58 8181196),(59 7814014),(60 7516042.5),(61 7297064),(62 7156885.5),(63 7203082.5),(64 7376068),(65 7649284),(66 7816595.5),(67 7898716),(68 7821515.5),(69 7735976),(70 7686212),(71 7713862.5),(72 7790782.5),(73 7881603.5),(74 7997510),(75 8119367.5),(76 8230346.5),(77 8238157.5),(78 8328942.5),(79 8423533),
(1 8048.021),(2 13138.411),(3 16037.093),(4 17786.709),(5 19497.797),(6 20319.223),(7 21374.006),(8 21799.795),(9 22320.438),(10 22229.703),(11 23069.617),(12 23756.309),(13 24487.29),(14 24608.307),(15 25566.588),(16 26421.576),(17 27386.168),(18 27899.54),(19 28785.947),(20 29294.904),(21 29587.432),(22 29580.467),(23 30062.584),(24 30424.857),(25 30805.893),(26 31115.174),(27 31998.082),(28 32760.186),(29 33230.51),(30 33045.78),(31 32728.012),(32 32126.242),(33 31976.818),(34 31425.05),(35 31212.943),(36 30918.95),(37 31157.152),(38 30663.027),(39 30593.582),(40 30523.79),(41 30272.188),(42 29672.32),(43 29762.682),(44 30237.36),(45 30743.598),(46 30639.947),(47 30850.89),(48 31196.955),(49 31406.578),(50 31707.764),(51 32024.738),(52 32138.975),(53 32342.547),(54 32117.115),(55 32014.863),(56 31610.436),(57 31542.047),(58 31300.998),(59 31344.977),(60 31413.193),(61 31598.143),(62 31216.543),(63 30982.383),(64 30791.668),(65 30893.865),(66 30728.713),(67 30725.932),(68 30979.613),(69 31311.21),(70 31421.879),(71 31654.092),(72 32039.738),(73 32408.023),(74 32544.262),(75 32991.598),(76 33584.64),(77 34200.64),(78 34345.234),(79 34948.434),
(1 7845.166),(2 12539.348),(3 15690.275),(4 18129.217),(5 20105.145),(6 20908.262),(7 21826.748),(8 22095.105),(9 22642.645),(10 22655.555),(11 23439.785),(12 24046.193),(13 24665.006),(14 24742.87),(15 25364.525),(16 25788.54),(17 26463.441),(18 26920.16),(19 27856.07),(20 28587.15),(21 28941.4),(22 29151.277),(23 29590.5),(24 29835.56),(25 30060.91),(26 30407.96),(27 31094.293),(28 31691.297),(29 32027.922),(30 31637.16),(31 31044.42),(32 30282.357),(33 30034.967),(34 29221.762),(35 28704.56),(36 28334.08),(37 28121.7),(38 27461.988),(39 27441.979),(40 27322.318),(41 27068.037),(42 26732.17),(43 27234.033),(44 27867.576),(45 28721.26),(46 29018.58),(47 29467.268),(48 29866.865),(49 30162.443),(50 30222.3),(51 30421.527),(52 30621.219),(53 30619.947),(54 30301.85),(55 30437.402),(56 30460.105),(57 30516.148),(58 30182.58),(59 30252.668),(60 30359.006),(61 30546.08),(62 30053.799),(63 29814.584),(64 29561.363),(65 29633.762),(66 29447.746),(67 29558.242),(68 29800.174),(69 30203.475),(70 30383.305),(71 30622.48),(72 30966.39),(73 31624.709),(74 31750.791),(75 32173.064),(76 32861.125),(77 33756.086),(78 33911.996),(79 34416.22),
(1 7907.8506),(2 12492.616),(3 15104.409),(4 16988.412),(5 18828.443),(6 19666.555),(7 20662.482),(8 20805.04),(9 21233.197),(10 21492.322),(11 22501.666),(12 22920.656),(13 24006.05),(14 24136.313),(15 24701.273),(16 25358.514),(17 25989.709),(18 26185.201),(19 26863.836),(20 27343.031),(21 27600.18),(22 27806.326),(23 28360.635),(24 28520.947),(25 29080.111),(26 29305.627),(27 29885.703),(28 30639.926),(29 30834.936),(30 30323.764),(31 29940.92),(32 29332.346),(33 29090.088),(34 28139.172),(35 27525.852),(36 26728.47),(37 26376.65),(38 25949.957),(39 26040.006),(40 25920.656),(41 26036.502),(42 25968.828),(43 26598.225),(44 27580.756),(45 28491.326),(46 28780.79),(47 29515.836),(48 30056.355),(49 30442.336),(50 30582.33),(51 30804.486),(52 31050.223),(53 31036.217),(54 30857.188),(55 31039.113),(56 31148.027),(57 31194.191),(58 30818.992),(59 30841.648),(60 30828.73),(61 31014.576),(62 30653.643),(63 30515.494),(64 30409.99),(65 30311.2),(66 30050.08),(67 30120.217),(68 30150.219),(69 30234.277),(70 30123.947),(71 30132.836),(72 30322.627),(73 30955.494),(74 31159.277),(75 31634.268),(76 32128.674),(77 32679.635),(78 32865.35),(79 33330.355),
(1 7919.621),(2 12639.773),(3 15161.562),(4 16894.309),(5 18563.742),(6 19118.836),(7 19934.934),(8 20064.244),(9 20521.734),(10 20575.547),(11 21393.71),(12 21990.898),(13 23259.35),(14 23548.756),(15 24407.273),(16 25025.041),(17 25955.445),(18 26014.217),(19 26310.893),(20 26443.09),(21 26697.398),(22 26495.416),(23 26878.268),(24 27162.7),(25 27717.402),(26 28041.205),(27 28549.445),(28 29016.547),(29 29180.057),(30 28707.842),(31 28571.035),(32 28238.082),(33 27808.59),(34 26928.479),(35 26533.193),(36 26141.535),(37 25968.123),(38 25498.488),(39 25596.465),(40 25758.744),(41 26198.266),(42 25946.732),(43 26246.375),(44 27138.254),(45 27880.902),(46 27993.31),(47 28361.8),(48 28555.676),(49 28765.547),(50 28752.643),(51 28906.893),(52 29033.762),(53 29198.81),(54 29040.207),(55 29106.053),(56 29149.047),(57 29071.678),(58 28531.666),(59 28417.926),(60 28408.295),(61 28503.793),(62 27990.197),(63 27696.09),(64 27541.79),(65 27488.926),(66 27402.41),(67 27577.994),(68 27596.248),(69 27717.629),(70 27515.992),(71 27541.008),(72 27606.402),(73 27964.402),(74 27893.73),(75 28224.93),(76 28709.959),(77 29145.107),(78 29304.703),(79 29742.787),
(1 7716.73),(2 12146.885),(3 14694.007),(4 16408.336),(5 18042.865),(6 18875.03),(7 19810.525),(8 20227.955),(9 20721.707),(10 20940.557),(11 21598.367),(12 21921.197),(13 22897.205),(14 22904.313),(15 23461.783),(16 23958.479),(17 24605.816),(18 24236.498),(19 24244.074),(20 24339.371),(21 24574.777),(22 24519.02),(23 24763.39),(24 25043.074),(25 25641.174),(26 25699.938),(27 26052.48),(28 26394.96),(29 26634.816),(30 26339.994),(31 26420),(32 26428.758),(33 25969.607),(34 25188.121),(35 24926.352),(36 24654.877),(37 24706.512),(38 24352.22),(39 24536.959),(40 24868.984),(41 25245.785),(42 24839.662),(43 24925.336),(44 25343.701),(45 26001.492),(46 26202.934),(47 26768.102),(48 27207.486),(49 27340.61),(50 27530.98),(51 28004.844),(52 28281.096),(53 28461.566),(54 28275.623),(55 28366.11),(56 28491.127),(57 28461.777),(58 27875.094),(59 27663.453),(60 27493.055),(61 27331.045),(62 26705.752),(63 26470.678),(64 26099.69),(65 25885.338),(66 25642.541),(67 25706.748),(68 25654.123),(69 25659.191),(70 25582.98),(71 25711.133),(72 25857.66),(73 26356.035),(74 26480.027),(75 26758.217),(76 26971.094),(77 27344.78),(78 27465.664),(79 27980.424),
(1 7831.4136),(2 12691.89),(3 15540.363),(4 17538.86),(5 20108.953),(6 21476.678),(7 22987.895),(8 23922.568),(9 24575.244),(10 24802.74),(11 25370.922),(12 25077.697),(13 25796.893),(14 25398.125),(15 25360.047),(16 25346.227),(17 25658.295),(18 25304.19),(19 25568.03),(20 25601.816),(21 25897.252),(22 26027.826),(23 26657.03),(24 27132.127),(25 27906.139),(26 27954.607),(27 28433.049),(28 29367.71),(29 29896.445),(30 29667.24),(31 29496.844),(32 29443.059),(33 28986.03),(34 28183.74),(35 27758.586),(36 27510.156),(37 27682.52),(38 27717.21),(39 27968.73),(40 28017.646),(41 28052.416),(42 27587.047),(43 27695.662),(44 28032.844),(45 28609.012),(46 28983.902),(47 29613.213),(48 30132.047),(49 30114.7),(50 30421.23),(51 30831.727),(52 31097.922),(53 31278.5),(54 31268.83),(55 31492.38),(56 31544.871),(57 31579.727),(58 31171.4),(59 31152.543),(60 31070.176),(61 31158.352),(62 30418.635),(63 30209.23),(64 30202.059),(65 30565.047),(66 30595.041),(67 30736.621),(68 30926.488),(69 31423.633),(70 31541.607),(71 31828.803),(72 32005.55),(73 32559.762),(74 32812.848),(75 33377.52),(76 33904.41),(77 34694.14),(78 34886.434),(79 35426.11),
(1 7883.8765),(2 12949.251),(3 16115.8545),(4 18328.986),(5 20726.984),(6 21772.375),(7 23000.477),(8 23606.006),(9 24453.785),(10 24656.434),(11 25441.152),(12 25400.14),(13 25978.186),(14 25549.629),(15 25389.146),(16 25118.725),(17 24992.648),(18 24865.068),(19 25381.7),(20 25936.746),(21 26707.33),(22 27107.14),(23 27954.684),(24 28705.324),(25 29153.785),(26 29234.846),(27 29786.6),(28 30522.895),(29 30833.5),(30 30781.984),(31 31015.148),(32 30933.883),(33 30465.87),(34 29706.816),(35 29364.875),(36 29045.879),(37 29282.979),(38 29352.162),(39 29575.594),(40 29688.885),(41 29529.014),(42 29049.19),(43 29016.576),(44 29267.648),(45 29881.17),(46 30268.47),(47 30764.615),(48 31198.934),(49 31531.393),(50 31787.84),(51 32028.629),(52 32123.486),(53 32453.748),(54 32278.293),(55 32110.156),(56 31754.8),(57 31443.846),(58 30988.19),(59 30923.021),(60 30839.584),(61 30859.018),(62 30351.19),(63 30282.678),(64 30411.553),(65 30813.768),(66 30992.684),(67 31284.387),(68 31468.67),(69 31926.982),(70 32057.232),(71 32355.51),(72 32611.795),(73 33082.19),(74 33238.18),(75 33779.332),(76 34387.605),(77 35300.83),(78 35897.12),(79 36805.2),
(1 7759.269),(2 12756.051),(3 15944.965),(4 18015.12),(5 20275.697),(6 21482.018),(7 22563.82),(8 23075.328),(9 23852.021),(10 23836.477),(11 24393.463),(12 24534.867),(13 24767.314),(14 24552.055),(15 24688.354),(16 24694.883),(17 24741.627),(18 24727.54),(19 25571.9),(20 26465.525),(21 27243.111),(22 27565.35),(23 28311.13),(24 29042.178),(25 29571.025),(26 29518.19),(27 30041.928),(28 30652.053),(29 30834.06),(30 30997.475),(31 31386.889),(32 31296.078),(33 30795.775),(34 30261.158),(35 29923.766),(36 29515.432),(37 29500.787),(38 29138.57),(39 29243.838),(40 29318.813),(41 29413.533),(42 29018.705),(43 28981.764),(44 29421.252),(45 30072.951),(46 30422.834),(47 31107.54),(48 31622.938),(49 31958.822),(50 31934.367),(51 32035.295),(52 31927.521),(53 31816.291),(54 31122.549),(55 30807.701),(56 30607.607),(57 30499.25),(58 30054.498),(59 29863.697),(60 29680.346),(61 29468.768),(62 29030.068),(63 29013.932),(64 29253.588),(65 29609.025),(66 29677.01),(67 29813.596),(68 29819.912),(69 29800.01),(70 29674.783),(71 29873.97),(72 30111.018),(73 30491.25),(74 30668.572),(75 31274.523),(76 31948.967),(77 32855.05),(78 33284.215),(79 33980.785),
(1 7636.1294),(2 12493.273),(3 15454.941),(4 17447.76),(5 20132.395),(6 21623.723),(7 22783.88),(8 23349.762),(9 24220.559),(10 24227.836),(11 25005.666),(12 25351.076),(13 25758.89),(14 25840.904),(15 26273.887),(16 26548.416),(17 26916.254),(18 27147.104),(19 28178.725),(20 28869.254),(21 29310.883),(22 29255.344),(23 29638.164),(24 30117.412),(25 30567.617),(26 30529.969),(27 31113.336),(28 31762.598),(29 32137.031),(30 32191.693),(31 32339.21),(32 32143.18),(33 31714.21),(34 30906.297),(35 30395.883),(36 29739.889),(37 29448.133),(38 28992.254),(39 28923.799),(40 28997.016),(41 29130.188),(42 28913.828),(43 29217.473),(44 29959.518),(45 30532.133),(46 31187.473),(47 32277.182),(48 33072.824),(49 33641.063),(50 33899.01),(51 34232.87),(52 34164.855),(53 34084.035),(54 33582.48),(55 33350.98),(56 33160.223),(57 33054.074),(58 32414.404),(59 32049.992),(60 31839.65),(61 31702.91),(62 31433.219),(63 31605.125),(64 31821.338),(65 31943.55),(66 31783.658),(67 31861.588),(68 31822.363),(69 31634.547),(70 31215.826),(71 31239.61),(72 31522.084),(73 32138.678),(74 32441.875),(75 33002.133),(76 33614.77),(77 34364.48),(78 34714.758),(79 35336.81),
(1 7620.7524),(2 12957.576),(3 16440.713),(4 18404.09),(5 20568.727),(6 21502.22),(7 22254.756),(8 22468.014),(9 22884.396),(10 22735.578),(11 23316.51),(12 23366.664),(13 23881.396),(14 24014.176),(15 24691.586),(16 25163.174),(17 25833.248),(18 25774.375),(19 26423.48),(20 26917.008),(21 27183.111),(22 26840.254),(23 26753.355),(24 26494.762),(25 26409.166),(26 25976.154),(27 26270.803),(28 27000.217),(29 27875.092),(30 28354.479),(31 28825.752),(32 28721.783),(33 28467.645),(34 27506.248),(35 27015.115),(36 26583.031),(37 26263.61),(38 25899.363),(39 26194.93),(40 26283.031),(41 25991.074),(42 25604.02),(43 25934.566),(44 26707.146),(45 27284.166),(46 27651.305),(47 28294.06),(48 28701.139),(49 29161.951),(50 29371.195),(51 29739.912),(52 29764.053),(53 29664.623),(54 29311.896),(55 29350.027),(56 29515.979),(57 29873.896),(58 29297.447),(59 28970.428),(60 28888.857),(61 28964.53),(62 28618.586),(63 28630.197),(64 28819.412),(65 28885.26),(66 28566.523),(67 28381.375),(68 28189.043),(69 27821.508),(70 27355.102),(71 27473.035),(72 27752.225),(73 28080.703),(74 28325.252),(75 28697.883),(76 29042.053),(77 29422.828),(78 29648.959),(79 30227.879),
(1 7511.612),(2 12984.24),(3 16794.252),(4 19030.252),(5 20994.436),(6 21985.49),(7 22682.264),(8 22463.46),(9 22570.66),(10 22481.676),(11 22980.828),(12 23106.752),(13 23830.668),(14 24104),(15 24931.934),(16 25415.008),(17 26260.934),(18 25898.066),(19 26052.516),(20 26234.79),(21 26434.469),(22 26184.11),(23 26026.934),(24 25818.127),(25 25585.832),(26 25315.475),(27 25776.244),(28 26681.625),(29 28010.969),(30 28636.13),(31 29313.383),(32 29608.975),(33 29158.85),(34 28349.719),(35 28113.559),(36 27926.043),(37 27852.086),(38 27446.75),(39 27490.809),(40 27372.62),(41 27438.518),(42 27126.014),(43 27297.219),(44 27672.84),(45 28147.8),(46 28551.184),(47 29153.16),(48 29557.766),(49 30099.057),(50 30290.1),(51 30871.525),(52 31023.742),(53 30592.297),(54 30207.818),(55 30452.049),(56 30725.135),(57 30793.822),(58 30469.234),(59 30395.639),(60 30462.502),(61 30576.14),(62 30383.94),(63 30585.986),(64 30821.994),(65 30977.184),(66 31076.764),(67 31256.85),(68 31307.492),(69 31188.035),(70 30980.76),(71 31226.375),(72 31409.682),(73 31755.447),(74 31874.797),(75 32190.676),(76 32500.258),(77 33071.973),(78 33547.957),(79 34331.656),
(1 7277.4214),(2 12602.899),(3 16657.836),(4 18897.805),(5 21065.504),(6 22075.305),(7 22763.53),(8 22496.428),(9 22889.816),(10 22831.002),(11 23349.094),(12 23753.527),(13 24493.623),(14 24552.234),(15 25152.436),(16 25622.918),(17 25946.328),(18 25412.508),(19 25537.99),(20 25625.021),(21 25289.238),(22 25280.02),(23 25621.33),(24 25664.313),(25 25594.963),(26 25394.266),(27 25756.408),(28 26387.166),(29 27616.55),(30 28231.457),(31 28935.438),(32 29164.13),(33 29060.32),(34 28737.34),(35 28651.992),(36 28409.596),(37 28231.98),(38 27861.395),(39 27927.895),(40 27709.03),(41 27776.625),(42 27298.324),(43 27494.922),(44 27869.727),(45 28901.963),(46 29718.266),(47 30587.34),(48 31430.938),(49 32353.588),(50 32630.844),(51 32892.27),(52 32984.375),(53 32674.652),(54 32204.672),(55 31999.574),(56 31713.41),(57 31644.256),(58 31118.193),(59 30930.082),(60 30943.021),(61 31140.166),(62 31090.432),(63 31334.201),(64 31645.896),(65 31898.646),(66 32092.818),(67 32452.143),(68 32656.46),(69 32519.252),(70 32251.385),(71 32449.297),(72 32700.912),(73 32918.492),(74 33161.293),(75 33708.367),(76 34089.066),(77 34720.99),(78 34953.66),(79 35508.918),
(1 7338.3833),(2 13414.754),(3 18555.418),(4 21541.271),(5 24374.002),(6 25891.313),(7 26990.371),(8 26682.531),(9 26853.281),(10 26794.977),(11 27260.355),(12 27431.613),(13 27850.4),(14 27631.033),(15 28219.318),(16 28647.309),(17 28731.852),(18 28488.148),(19 29162.96),(20 29763.691),(21 29736.486),(22 29891.27),(23 30458.814),(24 30769.432),(25 30770.117),(26 30576.322),(27 31198.068),(28 32076.074),(29 33392.566),(30 34094.996),(31 34551.19),(32 34433.98),(33 34081.258),(34 33582.832),(35 33353.594),(36 33154.65),(37 32621.28),(38 32149.582),(39 32297.844),(40 32290.809),(41 32242.574),(42 31992.219),(43 32314.926),(44 33009.93),(45 34418.754),(46 35469.57),(47 36705.074),(48 37749.98),(49 39008.676),(50 39629.75),(51 40049.395),(52 40110.316),(53 39844.26),(54 39228.652),(55 38830.246),(56 38277.074),(57 37922.477),(58 37187.617),(59 36823.64),(60 36625.438),(61 36606.46),(62 36535.13),(63 36867.38),(64 37415.688),(65 37851.773),(66 38170.723),(67 38593.613),(68 38804.918),(69 39223.273),(70 39460.52),(71 39954.973),(72 40431.164),(73 40975.215),(74 41336.715),(75 41908.527),(76 42306.99),(77 42567.42),(78 42794.285),(79 43299.16),
(1 7105.258),(2 13067.662),(3 17842.033),(4 21254.488),(5 24349.607),(6 26119.668),(7 27469.832),(8 27633.14),(9 28165.434),(10 28087.717),(11 28687.875),(12 29191.068),(13 29277.266),(14 28910.125),(15 29455.047),(16 30269.396),(17 30734.668),(18 30781.21),(19 31817.951),(20 32617.145),(21 32839.117),(22 33141.06),(23 33945.547),(24 34585.9),(25 34637.88),(26 34613.92),(27 35463.47),(28 36612.305),(29 37847.74),(30 38366.418),(31 38803.492),(32 38507.113),(33 37763.438),(34 37097.863),(35 36880.19),(36 36560.3),(37 35963.027),(38 35240.07),(39 35272.176),(40 34964.703),(41 34458.707),(42 34025.93),(43 34123.563),(44 34780.21),(45 35783.684),(46 36850.25),(47 38355.395),(48 39797.37),(49 41299.55),(50 41943.23),(51 42577.72),(52 42987.36),(53 43318.508),(54 42988.242),(55 42800.96),(56 42523.23),(57 42028.71),(58 41221.56),(59 40765.54),(60 40315.32),(61 40104.336),(62 39766.324),(63 39919.863),(64 40195.86),(65 40440.79),(66 40456.816),(67 40738.582),(68 41166.004),(69 41894.117),(70 42016.71),(71 42394.51),(72 42792.734),(73 43155.484),(74 43206.39),(75 43640.344),(76 44099.92),(77 44610.75),(78 44952.45),(79 45590.855),
(1 7064.6074),(2 12786.12),(3 17551.975),(4 21241.086),(5 24271.045),(6 26066.729),(7 27482.365),(8 27864.992),(9 28149.365),(10 27700.697),(11 27911.79),(12 28305.104),(13 28635.947),(14 28509.389),(15 29189.6),(16 30008.492),(17 30982.03),(18 31256.635),(19 32367.922),(20 33170.26),(21 33304.844),(22 33512.844),(23 34003.707),(24 34481.656),(25 34256.836),(26 34225.914),(27 35187.797),(28 36732.215),(29 38374.234),(30 39233.152),(31 40053.5),(32 39872.637),(33 39113.16),(34 38417.832),(35 37906.41),(36 37193.367),(37 36440.773),(38 35438.91),(39 34973.57),(40 34489.285),(41 34116.805),(42 33707.76),(43 33852.86),(44 34292.418),(45 35266.22),(46 36316.2),(47 37646.156),(48 38960.555),(49 40189.055),(50 40651.6),(51 41352.582),(52 41995.496),(53 42732.047),(54 42542.133),(55 42514.586),(56 42362.17),(57 41992.67),(58 41336.16),(59 41085.082),(60 40694.42),(61 40555.57),(62 40196.496),(63 40160.723),(64 40102.293),(65 40289.223),(66 40272.1),(67 40416.207),(68 40681.86),(69 40865.664),(70 40640.477),(71 40623.836),(72 40741.82),(73 41047.48),(74 41139.02),(75 41723.254),(76 42308.406),(77 43075.67),(78 43340.69),(79 43845.96),
(1 6507.9673),(2 11849.665),(3 16406.793),(4 19873.064),(5 22513.203),(6 24206.854),(7 25501.709),(8 25524.824),(9 25474.115),(10 24709.17),(11 24746.04),(12 24721.098),(13 25092.822),(14 25348.875),(15 26244.154),(16 27084.52),(17 28281.654),(18 28883.031),(19 29955.389),(20 30893.635),(21 30719.492),(22 30442.314),(23 30334.844),(24 30377.648),(25 30240.715),(26 30207.885),(27 30964.295),(28 32083.07),(29 33488.027),(30 34401.996),(31 35207.426),(32 35090.996),(33 34600.516),(34 34134.13),(35 33962.62),(36 33507.27),(37 32940.664),(38 32313.326),(39 31886.773),(40 31514.7),(41 31562.66),(42 31261.04),(43 31482.68),(44 32007.846),(45 32793.832),(46 33605.656),(47 34661.72),(48 35622.023),(49 36403.527),(50 36544.78),(51 36966.09),(52 37217.047),(53 37619.15),(54 37341.563),(55 37177.543),(56 36846.348),(57 36466.63),(58 35680.78),(59 35331.984),(60 34994.496),(61 34854.707),(62 34570.934),(63 34618.617),(64 34619.78),(65 34901.59),(66 35058.637),(67 35246.17),(68 35391.477),(69 35370.414),(70 35189.25),(71 35317.9),(72 35552.813),(73 36002.74),(74 36303.797),(75 36816.51),(76 37249.504),(77 37730.832),(78 37825.3),(79 38214.62),
(1 6285.952),(2 11361.998),(3 15363.07),(4 18150.533),(5 20631.164),(6 22119.63),(7 23307.389),(8 23299.275),(9 23083.838),(10 22450.938),(11 22551.32),(12 22501.836),(13 22776.436),(14 22923.918),(15 23971.977),(16 24945.01),(17 26337.344),(18 26890.104),(19 27817.344),(20 28799.908),(21 29085.162),(22 28767.863),(23 28394.49),(24 28116.15),(25 27991.57),(26 27879.828),(27 28374.238),(28 29147.207),(29 30231.623),(30 30950.121),(31 31506.012),(32 31416.36),(33 31313.063),(34 30967.121),(35 30872.39),(36 30588.775),(37 30446.338),(38 29773.857),(39 29247.97),(40 28840.154),(41 29014.988),(42 28667.875),(43 28630.918),(44 28977.287),(45 29504.986),(46 30103.762),(47 31042.129),(48 31847.545),(49 32731.275),(50 32976.83),(51 33407.355),(52 33563.344),(53 33831.414),(54 33683.273),(55 33638.5),(56 33551.35),(57 33706.85),(58 33262.445),(59 33015.29),(60 32907.965),(61 32944.313),(62 32746.55),(63 32993.58),(64 33306.81),(65 33678.21),(66 33792.984),(67 34010.574),(68 34233.484),(69 34415.766),(70 34596.24),(71 35160.81),(72 35754.883),(73 36310.2),(74 36703.977),(75 37413.555),(76 37971.836),(77 38436.543),(78 38851.742),(79 39575.742),
(1 6155.506),(2 11025.057),(3 14727.408),(4 16920.873),(5 18914.898),(6 19986.457),(7 20970.621),(8 20896.98),(9 20468.8),(10 19718.963),(11 19682.367),(12 19741.756),(13 20229.898),(14 20195.809),(15 21032.883),(16 22017.959),(17 23285.127),(18 23777.248),(19 24319.379),(20 24931.64),(21 25257.732),(22 25033.258),(23 24987.668),(24 24888.031),(25 25061.053),(26 24891.557),(27 25235.97),(28 25926.309),(29 26722.453),(30 27214.422),(31 27644.99),(32 27627.08),(33 27688.732),(34 27213.973),(35 26984.113),(36 26503.947),(37 26199.76),(38 25419.78),(39 24970.424),(40 24576.291),(41 24519.957),(42 24244.703),(43 24291.342),(44 24776.012),(45 25487.604),(46 26031.873),(47 26919.053),(48 27705.643),(49 28904.291),(50 29166.842),(51 29499.422),(52 29549.17),(53 29646.572),(54 29472.19),(55 29374.998),(56 29173.738),(57 29245.553),(58 28977.447),(59 29011.768),(60 28999.533),(61 29238.559),(62 29228.438),(63 29508.412),(64 29848.291),(65 30054.57),(66 29906.64),(67 29934.354),(68 30042.762),(69 30348.49),(70 30423.89),(71 30727.742),(72 30921.193),(73 31174.646),(74 31441.031),(75 31906.17),(76 32260.7),(77 32775.758),(78 33155.133),(79 33877.754),
