1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 39831.246),(2 83521.52),(3 89282.26),(4 104320.84),(5 116302.4),(6 115700.914),(7 123887.9),(8 132176.81),(9 134582.61),(10 137329.34),(11 139053.94),(12 142836.98),(13 141713.72),(14 138510.94),(15 139720.64),(16 140877.36),(17 138181.69),(18 137822.77),(19 135766.27),(20 134784.45),(21 138359.52),(22 141726.5),(23 145055.69),(24 151463.83),(25 155304.83),(26 156063.83),(27 155229.5),(28 156137.23),(29 155938.8),(30 152644.5),(31 153683.98),(32 158094.36),(33 159813.28),(34 161043.33),(35 164357.06),(36 166139.84),(37 167019.45),(38 168455.56),(39 166740.02),(40 161109.4),(41 161890.83),(42 164740.44),(43 166430.42),(44 171441.61),(45 173193.42),(46 174514.42),(47 177831.92),(48 179009.33),(49 181325.23),(50 184294.22),(51 185972.06),(52 188858.08),(53 186510.17),(54 185958),(55 189973.17),(56 192207.16),(57 191946.02),(58 191476.47),(59 189738.28),(60 187730.38),(61 185575.1),(62 187353.63),(63 189594.47),(64 190056.8),(65 185209.42),(66 184209.8),(67 186890.47),(68 184067.58),(69 181481.34),(70 183370.5),(71 186196.98),(72 186112.45),(73 182858.88),(74 182163.95),(75 183117.31),(76 186013.94),(77 185778.52),(78 185757.61),(79 186533.1),
(1 35869.125),(2 74155.33),(3 79151.93),(4 91315.375),(5 103352.64),(6 103469.73),(7 108596.695),(8 117140.76),(9 116802.38),(10 116575.51),(11 123546.03),(12 125781.52),(13 123149.945),(14 124239.8),(15 128409),(16 132770.75),(17 131749.25),(18 132444.16),(19 136512.67),(20 137975.34),(21 139409.25),(22 142115.92),(23 145070.78),(24 148676.14),(25 150681.86),(26 151568.13),(27 153170.08),(28 155558.67),(29 157672.78),(30 158690.75),(31 159853.39),(32 161816.14),(33 162295.19),(34 164357.16),(35 165960.44),(36 166240.53),(37 166263.14),(38 167454.08),(39 171075.19),(40 170590.73),(41 169752.48),(42 172174.84),(43 175553.13),(44 178213.83),(45 182473.03),(46 184806.64),(47 186774.94),(48 187974.55),(49 186434.97),(50 185517.61),(51 184309.22),(52 184105.61),(53 183766.1),(54 182945.5),(55 181971.67),(56 182324.7),(57 182387.16),(58 180823.22),(59 182120.55),(60 184602.25),(61 185998.53),(62 185712.56),(63 185887.98),(64 185847.61),(65 182835.92),(66 182787.6),(67 185113.14),(68 183648.6),(69 181063.98),(70 184177.55),(71 187366.78),(72 182017.28),(73 181703.39),(74 182056.84),(75 180007.4),(76 177805.22),(77 180117.25),(78 179079.89),(79 177012.06),
(1 35326.188),(2 73306.31),(3 81316.79),(4 95481.35),(5 106194.73),(6 104810.33),(7 111222.805),(8 120376.17),(9 121331.5),(10 122503.59),(11 127210.97),(12 127816.16),(13 126391.2),(14 128263.125),(15 131943.86),(16 136008.89),(17 139056.77),(18 137453.53),(19 139513.83),(20 141270.25),(21 141671.39),(22 145083.38),(23 144668.06),(24 144688.16),(25 145320.83),(26 144363.06),(27 145722.56),(28 151182.39),(29 150488.56),(30 149461.33),(31 153273.67),(32 154783.23),(33 154334.81),(34 156958.98),(35 157418.75),(36 159799.52),(37 161981.77),(38 164259.66),(39 165803.13),(40 165568.86),(41 168355.03),(42 166070),(43 164632.25),(44 169376.27),(45 170259.47),(46 169912.86),(47 170626.1),(48 171229.89),(49 172701.27),(50 175234.02),(51 176329.58),(52 177495.72),(53 177821.69),(54 177851.97),(55 177027.67),(56 177534.67),(57 176248.66),(58 175409.47),(59 175572.89),(60 176039.8),(61 179820.72),(62 178984.4),(63 176503.45),(64 176885.53),(65 175711.27),(66 174388.48),(67 173917.55),(68 169882.77),(69 166905.31),(70 164988.06),(71 158651.73),(72 159759.53),(73 161420.25),(74 161716.19),(75 161765.28),(76 164223.6),(77 167587.25),(78 170123.31),(79 170878.33),
(1 35036.613),(2 72030.27),(3 78072.53),(4 94371.91),(5 110596.15),(6 113758.66),(7 122206.26),(8 133734.77),(9 137179.64),(10 136089.08),(11 139446.39),(12 144386.92),(13 143602.5),(14 143489.56),(15 145054.5),(16 143614.13),(17 142795.13),(18 140434.52),(19 142230.55),(20 147859.23),(21 148754.31),(22 149791.44),(23 153870.95),(24 153814.97),(25 151908.94),(26 151170.16),(27 153464.34),(28 157648.52),(29 155698.56),(30 156208.34),(31 157307.56),(32 157272.28),(33 157973.55),(34 159216.22),(35 157646.03),(36 158635.52),(37 161813.4),(38 161309.27),(39 159429.52),(40 158672.48),(41 159015.8),(42 161611.84),(43 160854.7),(44 163543.23),(45 166369.7),(46 166085.6),(47 168998.1),(48 174349.39),(49 176072.06),(50 178045.44),(51 178741.94),(52 180083.48),(53 181778.1),(54 181796.03),(55 186468.8),(56 185771.44),(57 180882.22),(58 180121.05),(59 178699.14),(60 176738.02),(61 174335.63),(62 173543.16),(63 170155.6),(64 166309.05),(65 166960.69),(66 168868.13),(67 165199.13),(68 162709.31),(69 165319.6),(70 166367.83),(71 163784.52),(72 164088.73),(73 167195.81),(74 167465.61),(75 168438.39),(76 171916.08),(77 176246.56),(78 179252.52),(79 179336.45),
(1 30333.805),(2 64041.07),(3 71845.984),(4 86100.086),(5 98295.77),(6 101780.59),(7 110536.4),(8 118927.12),(9 119260.266),(10 119794.914),(11 124079.94),(12 127532.18),(13 129192.16),(14 130003.89),(15 130734.12),(16 131686.95),(17 132870.69),(18 134615.1),(19 137596.72),(20 139761.05),(21 143451.45),(22 146251.83),(23 146644),(24 146739.81),(25 146720.92),(26 147254.34),(27 150057.89),(28 153709.63),(29 155951.69),(30 159955.58),(31 162413.86),(32 164815.55),(33 170063.2),(34 172321.98),(35 171545.75),(36 175939.36),(37 177704.64),(38 176397.52),(39 175796.14),(40 173736.64),(41 173124.38),(42 171702.97),(43 170966.97),(44 171577.83),(45 168999.02),(46 166746.27),(47 166130.52),(48 165835.92),(49 167823.47),(50 172232.84),(51 172979.39),(52 173486.05),(53 175740.17),(54 179537.28),(55 179512.38),(56 177288.78),(57 175306.9),(58 171100.45),(59 169801.73),(60 169692.78),(61 167595.81),(62 164926.34),(63 164048),(64 163550.63),(65 162708.19),(66 164693.7),(67 166777.03),(68 165820.7),(69 167515.3),(70 165951.44),(71 161450.9),(72 163350.22),(73 166436.9),(74 164713.2),(75 163175.47),(76 166110.22),(77 163538.95),(78 164286.72),(79 165092.77),
(1 30980.66),(2 62117.316),(3 67161.83),(4 79879.164),(5 88256),(6 89804.96),(7 98933.8),(8 104791.04),(9 103996.93),(10 107259.11),(11 112424.11),(12 110996.34),(13 112790.57),(14 115019.516),(15 113142.234),(16 117450.15),(17 119203.95),(18 118215.87),(19 119301.04),(20 120446.01),(21 124236.93),(22 127628.56),(23 126790.484),(24 125791.516),(25 126038.7),(26 125633.61),(27 126094.81),(28 128589.6),(29 128746.516),(30 129024.56),(31 129856.37),(32 129767.336),(33 131456.83),(34 132263.22),(35 134412.28),(36 137535.61),(37 136958.6),(38 137976.19),(39 137328.88),(40 138092.73),(41 142555.44),(42 142495.89),(43 144208.02),(44 146213.88),(45 145271.67),(46 144943.66),(47 145253.47),(48 144403.56),(49 148383.28),(50 151343.39),(51 150039.45),(52 148678.14),(53 152462),(54 157201.92),(55 158239.1),(56 156717.22),(57 157542.39),(58 157686.5),(59 160095.83),(60 160762.06),(61 158795.27),(62 158607.98),(63 158499.63),(64 159850.13),(65 161482.88),(66 161323.81),(67 159791.73),(68 158370.11),(69 157507.92),(70 153157.44),(71 150831.33),(72 153144.92),(73 151460.97),(74 149825.84),(75 153602.36),(76 155732.11),(77 155189.73),(78 154744.13),(79 153974.33),
(1 31724.643),(2 61915.01),(3 66502.336),(4 78593.51),(5 83290.04),(6 83583.29),(7 92895.36),(8 97422.54),(9 97924.48),(10 100863.55),(11 102358.93),(12 103791.13),(13 107307.04),(14 107772.38),(15 107446.16),(16 110816.47),(17 111407.15),(18 111806.84),(19 116446.734),(20 118662.25),(21 118721.875),(22 121696.22),(23 121344.17),(24 120934.31),(25 122586.39),(26 123790.66),(27 124018.57),(28 124007.81),(29 126091.66),(30 132111.34),(31 132504.05),(32 130785.37),(33 131560.08),(34 129960.13),(35 130076.24),(36 131771.83),(37 133391.94),(38 133816.2),(39 134242.88),(40 133533.53),(41 134623.95),(42 135259.06),(43 135637.28),(44 137002.34),(45 140291.05),(46 140758.95),(47 140584.17),(48 140684.8),(49 141474.56),(50 143168.13),(51 142669.27),(52 139766.88),(53 141238.67),(54 141838.4),(55 141187.63),(56 142044.39),(57 142644.84),(58 142105.75),(59 145905.72),(60 148574.97),(61 148522.17),(62 152256.89),(63 154191.28),(64 153818.88),(65 154367.52),(66 153139.39),(67 150664.92),(68 151152.52),(69 151653.42),(70 148523.28),(71 147241.55),(72 149337.2),(73 147113.98),(74 145741.05),(75 149784.3),(76 150982.88),(77 147308.19),(78 146717.88),(79 147178.98),
(1 31254.072),(2 60251.617),(3 63637.19),(4 76277.22),(5 80981.22),(6 82698.47),(7 92267.1),(8 95780.67),(9 96600.734),(10 101167.08),(11 101190.6),(12 102260.664),(13 105155.41),(14 105932.96),(15 109919.695),(16 113379.07),(17 112176.555),(18 114251.664),(19 118892.71),(20 120408.875),(21 120801.25),(22 121550.84),(23 124272.64),(24 125798.45),(25 126790.3),(26 128214.34),(27 128060.02),(28 127661.18),(29 126988.78),(30 130327.6),(31 132801.06),(32 131378.36),(33 133087.63),(34 132697.16),(35 133339.88),(36 131698.03),(37 128882.17),(38 131609.67),(39 133287.63),(40 134565.33),(41 136418.39),(42 137128.89),(43 138588.53),(44 140845.86),(45 142160.95),(46 143297.05),(47 145695.1),(48 144397.06),(49 141469.95),(50 142623.52),(51 141953.64),(52 141301.92),(53 142714.5),(54 143236.69),(55 144019.5),(56 144081.25),(57 142633.52),(58 141198.72),(59 142672.77),(60 146355.28),(61 146567.72),(62 144008.58),(63 143077.47),(64 144233.47),(65 143566.75),(66 141641.23),(67 140666.75),(68 140123.83),(69 140150.92),(70 139918.13),(71 140502.52),(72 143198.61),(73 140909.13),(74 139522.95),(75 140996.67),(76 139061.92),(77 135197.55),(78 135895.88),(79 141403.31),
(1 31352.2),(2 56767.76),(3 59564.832),(4 73874.83),(5 78704.86),(6 80869.27),(7 88825.586),(8 91069.164),(9 91171.19),(10 93435.96),(11 95009.72),(12 95039.28),(13 96888.68),(14 97747.055),(15 98279.54),(16 100541.016),(17 100350.586),(18 101723.43),(19 106377.65),(20 108089.9),(21 109726.25),(22 111373.05),(23 115331.95),(24 118977.97),(25 122339.54),(26 127234.12),(27 131032.734),(28 129878.195),(29 132014.08),(30 136494.64),(31 136541.97),(32 137388.22),(33 137562.98),(34 138881.72),(35 141786.84),(36 141052.23),(37 142362.36),(38 144062.66),(39 145262.22),(40 142397.14),(41 142814.25),(42 146273.78),(43 143021.66),(44 143532.44),(45 143805.2),(46 139345.92),(47 140187.19),(48 138157.4),(49 138438.34),(50 140297.44),(51 140569.84),(52 140754.22),(53 142781.31),(54 141976.17),(55 139014.69),(56 138711.06),(57 138314.53),(58 136744.72),(59 139481.31),(60 139663.33),(61 138381.97),(62 140610.6),(63 139012.3),(64 138881.52),(65 140494.02),(66 140948.66),(67 141751.3),(68 144284.52),(69 145301.83),(70 142748.58),(71 143665.7),(72 140539.92),(73 137117.19),(74 138231.64),(75 138130.1),(76 135553.06),(77 134224.02),(78 137773.69),(79 138850.17),
(1 30465.406),(2 58697.375),(3 62836.547),(4 74553.016),(5 78032.02),(6 80307.91),(7 88963.805),(8 92231.12),(9 92688.14),(10 94137.22),(11 94936.12),(12 97938.914),(13 101768.18),(14 103244.164),(15 104365.836),(16 104172.15),(17 103492.76),(18 104416.7),(19 108173.42),(20 109142.4),(21 109862.03),(22 113430.72),(23 115096.88),(24 116087.664),(25 118752.12),(26 120907.21),(27 121195.11),(28 121307.58),(29 121117.68),(30 123626.91),(31 126248.79),(32 129186.01),(33 128735.55),(34 130526.09),(35 129400.71),(36 126063.18),(37 125444.6),(38 127008.54),(39 126741.8),(40 125947.125),(41 126721.37),(42 131018.99),(43 130914.9),(44 131285.19),(45 132936.52),(46 133430.61),(47 135303.42),(48 136675.3),(49 138343.2),(50 138844.08),(51 139978.22),(52 140932),(53 140745.75),(54 138184.73),(55 137281.98),(56 136677.06),(57 138081.4),(58 137845.25),(59 136572.72),(60 136535.08),(61 133926.94),(62 134681.52),(63 131844.36),(64 130362.82),(65 128289.84),(66 128113.82),(67 128198.55),(68 129690.625),(69 130270.234),(70 132223.64),(71 133500.28),(72 132113.92),(73 130888.8),(74 130772.984),(75 130686.055),(76 127889.66),(77 131043.22),(78 132664.08),(79 131107.92),
(1 32320.17),(2 57392.203),(3 61083.484),(4 74869.336),(5 79002.16),(6 83668.06),(7 92850.15),(8 93247.19),(9 95392.125),(10 100572.81),(11 99976.37),(12 102935.23),(13 104900.53),(14 103007.59),(15 106481.57),(16 106287.75),(17 102808.99),(18 105341.2),(19 105148.05),(20 106238.58),(21 109178.586),(22 109707.02),(23 110171.42),(24 111983.27),(25 111895.12),(26 111555.77),(27 114699.7),(28 114605.47),(29 115931.53),(30 118670.49),(31 123314.92),(32 126365.04),(33 127820.69),(34 130887.96),(35 128199.29),(36 127411.11),(37 128598.98),(38 127979.3),(39 128706.664),(40 129200.53),(41 129921.73),(42 129921.055),(43 128087.63),(44 129154.81),(45 128874.51),(46 129305.72),(47 132551.34),(48 135410.19),(49 136450.38),(50 138114.72),(51 138983.88),(52 136513.66),(53 137880.36),(54 140604.67),(55 138847.69),(56 140564.77),(57 139813.94),(58 134931.36),(59 134241.95),(60 132265),(61 129846.836),(62 129389.88),(63 130257.57),(64 129972.76),(65 128974.234),(66 130210.58),(67 132478.23),(68 134906.02),(69 138358.63),(70 140264.38),(71 141223.19),(72 141151.72),(73 139347.83),(74 137883.38),(75 134815.69),(76 132239.75),(77 133821.98),(78 134444.83),(79 132531.13),
(1 29747.023),(2 53363.754),(3 57716.074),(4 69378.02),(5 70426.42),(6 74388.4),(7 81607.516),(8 82154.94),(9 86087.234),(10 89714.34),(11 89610.93),(12 91999.32),(13 95539.72),(14 97258.875),(15 100414.36),(16 101877.7),(17 100860.766),(18 107066.34),(19 109831.12),(20 109788.25),(21 109723.95),(22 110772.96),(23 112298.2),(24 113281.29),(25 115987.68),(26 115470.17),(27 113059.09),(28 114351.67),(29 115985.82),(30 118237.484),(31 119596.09),(32 119981.26),(33 120621.46),(34 122431.2),(35 122720.85),(36 121363.28),(37 120075.64),(38 120389.94),(39 120171.08),(40 121195.016),(41 124349.39),(42 123840.42),(43 122328.73),(44 122039.48),(45 121933.94),(46 121924.14),(47 124936.29),(48 127147.55),(49 127920.25),(50 129805.78),(51 131792.55),(52 133971.69),(53 137550.31),(54 137561.33),(55 135423.34),(56 135496.75),(57 135131.63),(58 132154.27),(59 131730.39),(60 130439.29),(61 127060.09),(62 128073.29),(63 129578.86),(64 129003.34),(65 129633.15),(66 129425.83),(67 130349.61),(68 131219.95),(69 129240.35),(70 130565.516),(71 130670.54),(72 128791.85),(73 127227.195),(74 124420),(75 121586.586),(76 120846.92),(77 122897.836),(78 123109.58),(79 121982.85),
(1 30133.793),(2 53861.8),(3 59070.613),(4 71307.914),(5 72363.836),(6 78400.195),(7 84662.33),(8 83769.586),(9 86238.15),(10 87792.375),(11 87625.45),(12 88905.21),(13 92032.32),(14 92757.54),(15 94809.27),(16 95186.85),(17 93140.11),(18 96574.22),(19 99186.63),(20 100206.18),(21 103918.5),(22 104265.55),(23 104786.016),(24 107505.09),(25 107766.53),(26 105457.945),(27 104985.88),(28 104948.3),(29 105821.43),(30 107175.68),(31 108807.11),(32 109227.7),(33 108412.016),(34 110049.87),(35 110800.85),(36 111991.75),(37 113126.09),(38 114504.08),(39 115280.4),(40 116557.22),(41 117442.13),(42 117430.336),(43 118410.75),(44 117863.37),(45 119119.12),(46 118926.99),(47 120223.13),(48 121370.88),(49 122382.21),(50 123117.63),(51 123470.72),(52 122715.6),(53 123501.12),(54 123746.79),(55 123505.45),(56 125108.85),(57 124692.805),(58 126086.75),(59 125134),(60 126308.02),(61 124751.63),(62 127595.586),(63 128072.57),(64 126386.02),(65 125137.836),(66 127822.16),(67 127952.086),(68 127697.49),(69 127742.49),(70 128233.266),(71 126769.82),(72 125990.99),(73 124189.43),(74 123351.05),(75 122056.695),(76 120721.95),(77 120638.33),(78 119459.586),(79 117928.22),
(1 27296.016),(2 50320.543),(3 58559.56),(4 67051.75),(5 68004.57),(6 74273.555),(7 79701.58),(8 80393.19),(9 80608.82),(10 82586.42),(11 82392.35),(12 84417.016),(13 87651.13),(14 87221.73),(15 88652.484),(16 88887.08),(17 92762.24),(18 96647.02),(19 97468.2),(20 98422.94),(21 100189.734),(22 103093.13),(23 103729.61),(24 107442.625),(25 108542.375),(26 107888.02),(27 108125.38),(28 109559.4),(29 110288),(30 107949.734),(31 108416.82),(32 111209.805),(33 109387.414),(34 108520.266),(35 109649.92),(36 109791.58),(37 108610.31),(38 107347.76),(39 106997.58),(40 109332.086),(41 108667.68),(42 108498.65),(43 107977.02),(44 107926.28),(45 108035.78),(46 107186.54),(47 107151.48),(48 107893.11),(49 108787.37),(50 110749.89),(51 113657.58),(52 114370.414),(53 116083.04),(54 117509.89),(55 116578.125),(56 117102.01),(57 117789.18),(58 116465.43),(59 118454.74),(60 118959.15),(61 119210.88),(62 118097.97),(63 117311.35),(64 116430.46),(65 117868.61),(66 117744.03),(67 117516.93),(68 117026.836),(69 116320.27),(70 114853.62),(71 115779.95),(72 113289.72),(73 112742.516),(74 113083.53),(75 111927.94),(76 112331.18),(77 112185.9),(78 112143.18),(79 112789.24),
(1 26455.422),(2 48487.75),(3 54211.742),(4 62728.836),(5 64879.84),(6 70369.06),(7 72860.195),(8 74202.03),(9 78544.75),(10 81013.89),(11 81403.95),(12 82105.1),(13 84546.61),(14 85583.95),(15 82454.07),(16 83118.195),(17 85463.02),(18 87258.94),(19 89741.555),(20 90728.914),(21 92795.83),(22 96189.836),(23 97521.77),(24 100251.07),(25 101002.72),(26 99183.41),(27 100558.26),(28 101479.66),(29 104323.42),(30 103397.8),(31 103462.81),(32 104864.81),(33 103009.44),(34 101858.05),(35 103627.19),(36 104250.24),(37 102120.24),(38 100482.414),(39 101429.01),(40 101590.21),(41 101172.61),(42 103564.5),(43 104139.5),(44 102632.586),(45 102829.49),(46 103392.43),(47 104008.93),(48 105190.49),(49 106741.22),(50 106995.125),(51 108351.016),(52 108933.77),(53 110286.61),(54 110219.1),(55 108965.94),(56 108351.47),(57 107862.85),(58 107060.45),(59 107763.58),(60 108511.61),(61 106908.58),(62 106819.86),(63 107227.92),(64 108131.97),(65 107967.73),(66 107695.62),(67 108553.42),(68 108459.17),(69 106766.05),(70 105230.9),(71 103565.34),(72 103393.37),(73 103442.84),(74 102946.35),(75 102650.56),(76 102926.99),(77 103047.76),(78 104112.02),(79 104758.27),
(1 26002.775),(2 46913.633),(3 52818.027),(4 60602.89),(5 60554.715),(6 66560.75),(7 71794.34),(8 70598.164),(9 72871.484),(10 74551),(11 75445.54),(12 77936.914),(13 79609.43),(14 81801.11),(15 80158.94),(16 80962.97),(17 83906.34),(18 85555.914),(19 85353.04),(20 83933.64),(21 86788.555),(22 89545.64),(23 89774.16),(24 88554.07),(25 88312.59),(26 89017.62),(27 91131.11),(28 93876.16),(29 95073.766),(30 96116.46),(31 96497.47),(32 98055.49),(33 99354.79),(34 99500.06),(35 98867.266),(36 100523.16),(37 101827.21),(38 102649.74),(39 103911.97),(40 103927.54),(41 104210.82),(42 105191.96),(43 105053.46),(44 104940.26),(45 105306.88),(46 106259.31),(47 105814.97),(48 107058.234),(49 108192.05),(50 108283.39),(51 110268.76),(52 111024.04),(53 111334.75),(54 109197.945),(55 108003.305),(56 107850.54),(57 106975.53),(58 105044.49),(59 104409.57),(60 104640.37),(61 104443.54),(62 105493.836),(63 105818.1),(64 105622.5),(65 107138.13),(66 105519.195),(67 105253.67),(68 105285.555),(69 105049.04),(70 102768.01),(71 101327.18),(72 102732.7),(73 102067.734),(74 102558.88),(75 105331.734),(76 105448.33),(77 105615.88),(78 107348.164),(79 107005.9),
(1 27317.848),(2 46340.992),(3 52695.465),(4 61303.68),(5 61554.207),(6 68276.73),(7 69766.29),(8 70004.13),(9 73004.28),(10 74452.234),(11 78106.766),(12 79092.086),(13 80320.32),(14 81882.945),(15 80771.49),(16 80600.85),(17 82480.78),(18 84888.23),(19 85474.8),(20 83954.32),(21 85996),(22 88851.164),(23 89294.99),(24 89689.69),(25 89149.5),(26 88937.39),(27 90678.914),(28 92459.66),(29 94147.78),(30 94626),(31 93846.08),(32 94785.92),(33 95668.77),(34 96113.64),(35 98962.5),(36 99485.28),(37 98045.58),(38 97792.83),(39 98223.02),(40 99027.93),(41 100037.375),(42 99884.516),(43 99857.09),(44 100804.59),(45 101639.7),(46 102411.93),(47 104024.23),(48 105022.32),(49 102860.05),(50 104585.516),(51 104678.96),(52 103492.11),(53 102862.62),(54 102607.66),(55 100244.17),(56 100656.33),(57 99180.32),(58 98724.17),(59 99301.766),(60 98929.5),(61 99030.92),(62 98887.62),(63 99425.68),(64 99408.56),(65 100539.57),(66 100283.55),(67 101179.11),(68 100838.195),(69 99633.305),(70 99095.84),(71 96540.586),(72 95706.805),(73 96097.82),(74 96883.766),(75 98232.59),(76 96648.31),(77 96069.25),(78 97136.42),(79 98301.82),
(1 26202.127),(2 44466.66),(3 50784.996),(4 59412.477),(5 60004.664),(6 68476.58),(7 70500.086),(8 72713.45),(9 75015.16),(10 74603.91),(11 78725.016),(12 81403.27),(13 83985.74),(14 85652.234),(15 86842.9),(16 90433.8),(17 93528.05),(18 96125.58),(19 96641.45),(20 97431.29),(21 97613.91),(22 99202.42),(23 99404.64),(24 99289.516),(25 98140.65),(26 97086.63),(27 100907.3),(28 102046.625),(29 103650.85),(30 102382.98),(31 101297.984),(32 102296.7),(33 101957.16),(34 102449.77),(35 103600.44),(36 103603.43),(37 102942.85),(38 101511.64),(39 102819.22),(40 103910.63),(41 103643.86),(42 104533.43),(43 104353.766),(44 104828.54),(45 106840.79),(46 108426.24),(47 108798.85),(48 108456.086),(49 108104.914),(50 109141.914),(51 107142.055),(52 107226.42),(53 107812.77),(54 107188.16),(55 109202.58),(56 108670.03),(57 106726.66),(58 107614.375),(59 108035.21),(60 107033.414),(61 108404.99),(62 108827.69),(63 109134.375),(64 109119.44),(65 106827.68),(66 106317.875),(67 105674.734),(68 104661.45),(69 104332.336),(70 104146.23),(71 104539.055),(72 104985.4),(73 106055.195),(74 107182.445),(75 105907.875),(76 104207.96),(77 103313.02),(78 104211.24),(79 104950.37),
(1 26133.734),(2 43653.426),(3 49583.945),(4 58299.113),(5 60067.043),(6 66196.125),(7 67537.9),(8 69634.9),(9 72681.875),(10 72628.875),(11 75126.445),(12 74855.01),(13 77247.49),(14 78989.31),(15 78338.95),(16 80744.6),(17 82006.06),(18 84172.78),(19 84573.97),(20 84190.38),(21 85732.31),(22 87810.836),(23 88569.05),(24 89566.07),(25 88312.04),(26 87452.67),(27 90322.53),(28 90668.39),(29 92386.305),(30 91234.83),(31 89472.66),(32 89084.96),(33 89517.32),(34 89888.54),(35 89482.086),(36 89619.67),(37 90259.39),(38 90628.836),(39 92417.484),(40 92264.73),(41 91957.04),(42 91291.65),(43 93210.125),(44 94223.64),(45 95191.266),(46 94800.32),(47 95539.28),(48 95508.38),(49 93458.555),(50 94622.9),(51 93512),(52 94244.6),(53 94006.07),(54 95805.94),(55 97500.1),(56 96561.75),(57 97221.39),(58 97710.516),(59 98855.164),(60 98816.92),(61 99669.42),(62 99766.27),(63 99811.7),(64 99321.82),(65 98790.64),(66 98735.3),(67 99662.62),(68 99383.8),(69 100907.47),(70 101864.9),(71 101224.3),(72 101374.664),(73 100552.64),(74 100331.19),(75 99119.12),(76 98941.24),(77 96905.945),(78 94845.83),(79 95886.25),
