1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 58.47989),(2 70.318535),(3 76.52559),(4 83.522644),(5 86.04802),(6 88.30115),(7 90.898026),(8 92.430374),(9 95.134705),(10 97.0227),(11 98.988655),(12 100.81033),(13 101.85175),(14 103.63798),(15 104.82231),(16 107.2221),(17 106.022545),(18 107.73647),(19 108.41588),(20 109.35789),(21 109.39577),(22 108.861786),(23 109.65728),(24 109.89945),(25 110.90505),(26 110.49736),(27 111.642456),(28 112.40995),(29 112.76255),(30 112.5248),(31 110.87911),(32 110.84483),(33 111.810974),(34 110.71015),(35 110.923004),(36 110.6244),(37 111.39249),(38 112.15567),(39 112.42303),(40 113.26148),(41 110.621155),(42 111.22493),(43 111.96435),(44 109.261246),(45 110.366646),(46 110.201324),(47 111.78009),(48 110.15612),(49 110.26065),(50 110.545975),(51 111.240974),(52 111.017586),(53 111.05068),(54 108.64545),(55 110.31122),(56 110.13063),(57 110.71723),(58 110.41048),(59 111.69554),(60 112.77687),(61 112.87211),(62 112.051025),(63 113.427505),(64 112.67699),(65 112.2424),(66 111.403786),(67 111.1676),(68 111.258736),(69 110.84918),(70 110.20523),(71 109.60125),(72 110.069664),(73 109.24782),(74 108.52477),(75 106.944115),(76 107.79632),(77 106.79102),(78 107.37102),(79 108.42025),
(1 57.860836),(2 71.207535),(3 76.598114),(4 84.21609),(5 87.70711),(6 91.6963),(7 93.75115),(8 95.28757),(9 98.989456),(10 98.62086),(11 99.56845),(12 101.37296),(13 102.6466),(14 103.094734),(15 104.975716),(16 107.24585),(17 107.975426),(18 107.916565),(19 107.74366),(20 107.146355),(21 106.92515),(22 105.82969),(23 106.845985),(24 106.858765),(25 106.2576),(26 106.39028),(27 107.78681),(28 107.00631),(29 107.764496),(30 108.04266),(31 108.390205),(32 108.944496),(33 108.561905),(34 109.332954),(35 108.839676),(36 110.451065),(37 109.33864),(38 110.765465),(39 110.74304),(40 112.054016),(41 111.43948),(42 109.52129),(43 110.1424),(44 108.638336),(45 109.191315),(46 109.16323),(47 109.73886),(48 107.87168),(49 109.42141),(50 109.69191),(51 109.84039),(52 111.05302),(53 110.08428),(54 109.243576),(55 110.89353),(56 111.94933),(57 110.78141),(58 110.788826),(59 111.32341),(60 112.43917),(61 113.215195),(62 113.75802),(63 113.2852),(64 113.420334),(65 114.38286),(66 113.799194),(67 113.87904),(68 113.90883),(69 114.32228),(70 114.23891),(71 114.73396),(72 116.90859),(73 114.82131),(74 115.030846),(75 113.93093),(76 115.49454),(77 114.40248),(78 115.275276),(79 114.70904),
(1 58.853523),(2 71.71625),(3 77.23892),(4 85.29098),(5 89.88183),(6 92.55497),(7 94.655655),(8 95.47134),(9 98.08795),(10 99.72803),(11 102.00043),(12 104.73957),(13 105.45114),(14 105.320435),(15 104.97892),(16 107.28394),(17 106.734314),(18 108.98808),(19 109.12763),(20 107.51709),(21 108.952965),(22 108.141),(23 107.973854),(24 107.77425),(25 110.76153),(26 109.66127),(27 110.0907),(28 111.45582),(29 111.65884),(30 111.74124),(31 111.61047),(32 111.02756),(33 110.037155),(34 109.66077),(35 109.01275),(36 110.24274),(37 109.94584),(38 111.054344),(39 111.592674),(40 113.01965),(41 111.83633),(42 111.66869),(43 111.32272),(44 111.49977),(45 113.75724),(46 114.54175),(47 114.32165),(48 113.7839),(49 113.91812),(50 115.06009),(51 116.44304),(52 114.04701),(53 113.6967),(54 114.33827),(55 113.647316),(56 114.42469),(57 114.69681),(58 115.38641),(59 115.79298),(60 116.83035),(61 117.263405),(62 117.562965),(63 116.09028),(64 116.396484),(65 116.555214),(66 114.88457),(67 115.79547),(68 114.548294),(69 114.58753),(70 115.15513),(71 114.489975),(72 114.326355),(73 113.35917),(74 114.29201),(75 115.14821),(76 113.03392),(77 113.88726),(78 112.91083),(79 112.33754),
(1 58.756393),(2 70.70542),(3 75.662636),(4 82.88853),(5 85.946884),(6 89.24013),(7 92.850945),(8 93.61248),(9 95.44452),(10 97.43843),(11 98.945755),(12 101.30076),(13 102.56249),(14 103.61513),(15 103.5988),(16 104.430534),(17 105.70784),(18 105.75849),(19 106.66852),(20 106.604675),(21 108.85921),(22 109.21985),(23 108.80708),(24 109.21229),(25 111.80003),(26 109.84936),(27 111.516426),(28 111.25561),(29 112.63257),(30 113.42328),(31 113.48198),(32 114.21655),(33 113.99884),(34 113.22284),(35 113.82042),(36 114.01194),(37 113.91096),(38 113.00498),(39 114.54195),(40 114.89561),(41 113.595955),(42 113.95348),(43 115.31232),(44 114.52046),(45 114.88622),(46 113.78454),(47 113.40675),(48 112.41814),(49 111.67771),(50 112.96953),(51 114.29214),(52 114.535286),(53 114.299225),(54 113.12806),(55 111.85378),(56 115.05136),(57 114.64947),(58 114.14045),(59 114.90515),(60 113.57128),(61 112.25534),(62 113.9361),(63 115.32593),(64 113.85147),(65 114.61981),(66 116.35918),(67 116.59212),(68 118.21848),(69 118.800476),(70 118.260796),(71 117.90956),(72 117.59703),(73 116.180565),(74 115.22158),(75 115.63191),(76 115.66474),(77 116.65469),(78 116.114815),(79 117.50235),
(1 57.73813),(2 70.6159),(3 77.18724),(4 83.59273),(5 85.34656),(6 91.441475),(7 92.140945),(8 94.53352),(9 96.99018),(10 98.861786),(11 98.622),(12 100.16876),(13 100.883896),(14 101.989136),(15 101.77666),(16 104.87443),(17 103.56315),(18 103.18482),(19 103.7978),(20 104.57817),(21 105.25324),(22 104.82205),(23 105.395676),(24 105.434235),(25 105.82169),(26 104.634605),(27 104.961754),(28 105.556816),(29 107.41214),(30 106.591606),(31 107.54364),(32 108.50703),(33 107.85094),(34 106.52128),(35 107.07668),(36 105.77634),(37 104.5383),(38 105.1001),(39 105.68033),(40 106.789246),(41 106.16709),(42 107.06193),(43 106.92621),(44 107.061966),(45 109.13699),(46 109.60863),(47 111.884056),(48 111.53206),(49 111.34018),(50 109.88084),(51 110.24883),(52 108.901024),(53 110.25851),(54 110.08073),(55 111.94671),(56 110.930016),(57 113.02211),(58 112.49692),(59 114.00174),(60 115.256485),(61 115.51801),(62 115.88789),(63 115.41416),(64 113.893),(65 114.767334),(66 114.0739),(67 114.480705),(68 114.09953),(69 114.71505),(70 112.85416),(71 113.1825),(72 111.250046),(73 111.014946),(74 111.06034),(75 111.10208),(76 111.055954),(77 109.06837),(78 109.52569),(79 109.96986),
(1 56.920345),(2 69.76567),(3 75.34154),(4 81.10182),(5 85.24735),(6 89.647964),(7 91.175064),(8 93.628204),(9 96.037704),(10 97.55886),(11 99.243484),(12 100.06159),(13 101.578735),(14 102.35324),(15 102.197754),(16 104.294174),(17 105.71513),(18 105.690285),(19 105.916664),(20 106.29512),(21 106.946754),(22 106.49402),(23 106.29264),(24 105.4978),(25 105.800735),(26 107.725586),(27 109.64018),(28 108.11559),(29 109.611565),(30 109.3409),(31 110.05293),(32 109.8511),(33 108.3143),(34 109.20876),(35 109.718575),(36 109.79928),(37 109.47112),(38 108.90798),(39 108.50858),(40 107.49861),(41 106.85491),(42 108.55853),(43 109.05667),(44 107.949356),(45 108.766624),(46 108.00658),(47 107.707695),(48 107.3982),(49 106.92195),(50 107.6398),(51 107.861336),(52 109.13183),(53 109.618065),(54 109.14818),(55 110.06716),(56 110.61515),(57 111.734634),(58 110.9454),(59 110.71107),(60 111.243355),(61 110.28303),(62 111.526505),(63 111.19519),(64 111.10793),(65 110.24801),(66 109.23951),(67 110.07204),(68 110.305046),(69 110.13562),(70 108.98938),(71 110.60535),(72 111.2666),(73 109.68087),(74 110.42549),(75 112.98678),(76 111.87602),(77 111.4326),(78 112.59137),(79 111.38772),
(1 57.85037),(2 70.38668),(3 76.242386),(4 81.57118),(5 84.94747),(6 87.632835),(7 90.12009),(8 92.12797),(9 93.4819),(10 95.75693),(11 96.34852),(12 97.8599),(13 99.1722),(14 100.38496),(15 100.371086),(16 101.82774),(17 101.7841),(18 103.29928),(19 103.509476),(20 102.65953),(21 104.27483),(22 103.82316),(23 103.401344),(24 105.38371),(25 106.27099),(26 105.830185),(27 105.59062),(28 105.83892),(29 105.53857),(30 106.80028),(31 106.69326),(32 106.10942),(33 106.24032),(34 105.0147),(35 105.046104),(36 105.012344),(37 105.45304),(38 106.9088),(39 106.15318),(40 106.43005),(41 105.26165),(42 104.96344),(43 104.75097),(44 104.789635),(45 107.14517),(46 106.511055),(47 104.252815),(48 104.86981),(49 105.08059),(50 105.78909),(51 105.485886),(52 104.33881),(53 105.39885),(54 104.0063),(55 105.14317),(56 104.028694),(57 105.73607),(58 106.3431),(59 107.133804),(60 107.965645),(61 107.82447),(62 109.486626),(63 110.75149),(64 110.47242),(65 111.16163),(66 110.29071),(67 109.58314),(68 110.64665),(69 110.60227),(70 110.36625),(71 111.06337),(72 109.26907),(73 110.01892),(74 110.40206),(75 109.77415),(76 111.162964),(77 108.8212),(78 107.8684),(79 109.853874),
(1 58.179703),(2 70.061264),(3 77.5441),(4 81.957184),(5 85.68296),(6 89.142204),(7 91.60643),(8 93.07277),(9 95.39024),(10 95.67776),(11 97.23303),(12 98.69264),(13 100.5068),(14 99.7268),(15 99.865295),(16 101.1364),(17 101.48889),(18 101.11791),(19 101.765755),(20 101.57048),(21 102.73927),(22 102.16325),(23 101.96497),(24 102.75939),(25 103.49612),(26 103.928635),(27 104.59789),(28 105.442635),(29 106.07037),(30 104.28997),(31 104.964035),(32 105.92378),(33 105.67254),(34 105.66526),(35 105.94532),(36 106.022644),(37 105.329735),(38 105.97667),(39 106.58414),(40 106.23149),(41 105.2356),(42 105.43396),(43 103.89545),(44 104.80174),(45 105.84471),(46 104.988846),(47 105.433784),(48 105.34597),(49 104.81932),(50 104.76431),(51 105.17085),(52 104.88209),(53 105.444374),(54 105.63721),(55 108.43258),(56 108.6272),(57 109.57144),(58 110.86017),(59 111.12295),(60 111.79061),(61 109.62178),(62 110.65353),(63 111.89945),(64 113.33157),(65 112.1786),(66 111.55233),(67 111.501305),(68 112.087975),(69 112.24546),(70 112.23151),(71 113.96256),(72 112.03898),(73 111.40956),(74 111.00158),(75 110.492),(76 110.10378),(77 109.34106),(78 110.04958),(79 109.81916),
(1 57.296703),(2 69.252304),(3 75.804115),(4 82.8864),(5 89.34045),(6 90.37557),(7 90.72909),(8 91.62968),(9 94.31609),(10 95.60878),(11 96.731026),(12 97.42079),(13 97.575836),(14 97.788635),(15 99.40778),(16 100.58283),(17 100.99597),(18 100.175735),(19 102.776634),(20 102.092766),(21 101.51454),(22 101.31878),(23 101.50891),(24 102.1402),(25 100.86305),(26 101.51042),(27 103.15659),(28 104.36605),(29 105.25409),(30 104.90804),(31 104.48073),(32 105.41779),(33 105.291245),(34 105.7063),(35 106.72555),(36 107.825905),(37 107.342834),(38 106.5618),(39 106.207535),(40 107.01023),(41 105.82706),(42 105.28498),(43 105.15239),(44 103.78807),(45 105.94884),(46 106.11527),(47 106.97815),(48 106.143196),(49 105.99197),(50 107.192635),(51 108.75307),(52 108.66935),(53 108.98732),(54 110.666504),(55 110.50035),(56 109.85293),(57 110.12225),(58 110.99804),(59 112.24979),(60 110.15209),(61 109.7649),(62 111.072914),(63 111.29709),(64 110.55883),(65 111.58486),(66 110.65485),(67 111.88493),(68 111.04875),(69 109.95206),(70 109.56184),(71 110.67145),(72 109.18868),(73 109.28115),(74 108.4158),(75 109.039406),(76 107.62048),(77 108.10413),(78 108.67789),(79 108.52097),
(1 56.06044),(2 68.51428),(3 74.0638),(4 79.21417),(5 82.531555),(6 85.816284),(7 88.12648),(8 90.89855),(9 92.34967),(10 94.02453),(11 93.377075),(12 94.550995),(13 96.11622),(14 97.152306),(15 99.03253),(16 99.34976),(17 100.536514),(18 99.87007),(19 102.819176),(20 101.78747),(21 101.8584),(22 101.89396),(23 104.414055),(24 103.88169),(25 102.991295),(26 104.98107),(27 105.305046),(28 107.069016),(29 107.06414),(30 105.51032),(31 105.174545),(32 106.12521),(33 106.09017),(34 106.27816),(35 105.57617),(36 105.795006),(37 104.53362),(38 104.70099),(39 105.308586),(40 106.084915),(41 103.91795),(42 103.448654),(43 102.58397),(44 102.12761),(45 102.93504),(46 103.2706),(47 103.61346),(48 103.47398),(49 102.489845),(50 103.39413),(51 104.58758),(52 104.911865),(53 104.9785),(54 104.388756),(55 104.879395),(56 105.486984),(57 105.167366),(58 104.9855),(59 105.373726),(60 106.1419),(61 106.42315),(62 107.65647),(63 108.855064),(64 107.93491),(65 108.87761),(66 108.655334),(67 109.83878),(68 109.1148),(69 108.01922),(70 107.315865),(71 109.13287),(72 108.1084),(73 109.012),(74 108.25659),(75 107.11541),(76 106.48265),(77 106.357574),(78 106.443924),(79 106.41321),
(1 55.79172),(2 67.96603),(3 74.31771),(4 80.23075),(5 85.234604),(6 88.55146),(7 90.63633),(8 91.90045),(9 94.145645),(10 95.48693),(11 97.8158),(12 97.76721),(13 98.12632),(14 98.107056),(15 99.25177),(16 101.666954),(17 100.868744),(18 101.02112),(19 102.8002),(20 101.028984),(21 101.432076),(22 102.88263),(23 103.13901),(24 102.581406),(25 104.07948),(26 104.4977),(27 105.63747),(28 105.83804),(29 106.1055),(30 104.24304),(31 105.03758),(32 106.72972),(33 106.18781),(34 105.20704),(35 108.06054),(36 107.497154),(37 108.22552),(38 107.421776),(39 107.62899),(40 108.608055),(41 107.55117),(42 107.46377),(43 107.53081),(44 107.96057),(45 109.1051),(46 108.90472),(47 108.62505),(48 108.30367),(49 108.71006),(50 108.43388),(51 108.38344),(52 108.078926),(53 109.1717),(54 108.82109),(55 109.90202),(56 110.70755),(57 111.0669),(58 110.71933),(59 110.95403),(60 110.38295),(61 110.491356),(62 110.88432),(63 111.574615),(64 110.91869),(65 110.57726),(66 109.440414),(67 109.38698),(68 109.18162),(69 109.35677),(70 109.31222),(71 109.02823),(72 109.58925),(73 108.50507),(74 109.62261),(75 108.00613),(76 106.96537),(77 107.898315),(78 107.50945),(79 107.05391),
(1 55.437943),(2 67.29752),(3 73.71084),(4 79.60467),(5 84.41199),(6 86.44822),(7 89.36871),(8 91.768906),(9 93.45926),(10 93.78451),(11 95.294815),(12 96.39079),(13 96.07054),(14 97.89551),(15 100.09902),(16 102.002304),(17 100.549416),(18 98.906715),(19 100.73526),(20 99.61673),(21 100.73736),(22 99.84098),(23 99.87138),(24 101.893555),(25 101.8148),(26 103.347946),(27 103.747345),(28 103.97034),(29 104.77434),(30 104.240524),(31 105.3216),(32 105.94174),(33 106.68509),(34 104.74468),(35 104.73142),(36 104.78974),(37 104.9958),(38 104.58076),(39 104.91225),(40 106.19145),(41 105.47009),(42 104.41689),(43 104.05898),(44 104.08671),(45 105.445496),(46 105.98132),(47 105.15105),(48 104.87788),(49 104.95224),(50 105.754036),(51 105.52328),(52 104.55379),(53 105.81218),(54 106.70065),(55 107.76143),(56 107.324425),(57 108.48424),(58 108.355644),(59 108.951645),(60 110.329666),(61 109.70523),(62 110.94255),(63 111.28794),(64 110.882065),(65 110.01667),(66 108.9079),(67 108.99178),(68 108.74537),(69 107.833176),(70 106.859955),(71 105.84987),(72 106.29661),(73 105.820854),(74 105.77861),(75 105.429855),(76 105.4344),(77 106.29685),(78 107.28709),(79 106.41349),
(1 56.22799),(2 67.07848),(3 71.79082),(4 78.24839),(5 82.49562),(6 84.03333),(7 86.32638),(8 89.08267),(9 91.01579),(10 91.84369),(11 92.52499),(12 94.39768),(13 96.27121),(14 98.52548),(15 99.99133),(16 98.96179),(17 100.735306),(18 100.77619),(19 100.88819),(20 99.94694),(21 100.24296),(22 100.243),(23 101.267975),(24 102.12738),(25 102.13577),(26 103.872406),(27 103.103004),(28 104.30079),(29 104.84145),(30 102.57196),(31 104.1542),(32 104.93773),(33 104.087395),(34 103.239265),(35 105.79171),(36 104.919426),(37 103.005585),(38 103.154205),(39 102.875),(40 102.01246),(41 101.95069),(42 102.688995),(43 102.15002),(44 102.37291),(45 103.31273),(46 103.63322),(47 102.673645),(48 102.79415),(49 102.82109),(50 103.96202),(51 103.65848),(52 104.62305),(53 105.132515),(54 105.55925),(55 105.98971),(56 105.810814),(57 105.63624),(58 105.151054),(59 106.351295),(60 106.4693),(61 107.57401),(62 107.168785),(63 108.282104),(64 106.06126),(65 106.48909),(66 107.32393),(67 106.51273),(68 107.96402),(69 108.659515),(70 107.06365),(71 107.24527),(72 107.831566),(73 107.33749),(74 107.907684),(75 107.107765),(76 105.15832),(77 104.58632),(78 104.808754),(79 105.399574),
(1 55.059162),(2 66.79556),(3 72.680534),(4 79.04037),(5 81.61961),(6 84.54561),(7 87.26933),(8 88.54227),(9 89.27658),(10 89.405266),(11 89.77955),(12 90.45163),(13 90.97833),(14 93.48471),(15 93.84642),(16 94.41977),(17 93.75644),(18 93.65898),(19 95.42995),(20 95.98221),(21 95.449745),(22 95.679405),(23 96.76125),(24 97.63295),(25 99.16748),(26 99.56113),(27 99.56694),(28 100.22742),(29 101.15212),(30 99.60873),(31 102.078896),(32 100.902306),(33 101.99427),(34 101.36),(35 102.576965),(36 102.297264),(37 102.795235),(38 103.57134),(39 102.50797),(40 102.70883),(41 101.13472),(42 101.215),(43 103.22102),(44 102.54667),(45 103.45338),(46 101.81275),(47 101.64742),(48 100.29411),(49 101.37524),(50 101.92609),(51 100.69057),(52 100.231766),(53 101.36697),(54 101.35012),(55 102.90756),(56 102.29133),(57 103.651115),(58 104.990135),(59 102.297585),(60 102.597336),(61 103.841484),(62 104.33772),(63 104.72136),(64 103.92785),(65 103.79773),(66 103.34143),(67 104.0911),(68 104.11482),(69 104.27492),(70 104.810486),(71 106.96002),(72 105.65102),(73 104.82434),(74 105.71637),(75 105.26596),(76 104.0188),(77 104.145874),(78 102.38497),(79 102.74705),
(1 54.616627),(2 66.478676),(3 72.324814),(4 78.30628),(5 82.755135),(6 84.69911),(7 85.853325),(8 87.09386),(9 89.42561),(10 92.06105),(11 91.02084),(12 92.30843),(13 94.10686),(14 94.83421),(15 95.00242),(16 96.189735),(17 96.01532),(18 96.058815),(19 98.76966),(20 96.89235),(21 98.48731),(22 98.22246),(23 99.688736),(24 100.96438),(25 101.79366),(26 102.142494),(27 101.030266),(28 103.01558),(29 104.157776),(30 104.241356),(31 105.358),(32 105.13783),(33 106.09205),(34 105.677895),(35 104.64395),(36 103.473465),(37 103.644844),(38 102.73499),(39 103.94403),(40 104.184265),(41 103.631386),(42 103.80766),(43 104.53452),(44 103.47852),(45 104.0385),(46 104.25243),(47 102.711075),(48 103.41828),(49 103.90136),(50 104.71537),(51 105.43057),(52 105.50043),(53 106.74267),(54 105.816826),(55 105.95051),(56 105.70009),(57 106.403915),(58 105.325775),(59 105.72106),(60 106.94838),(61 106.92841),(62 108.22675),(63 109.79306),(64 107.542244),(65 108.198235),(66 107.771675),(67 109.22781),(68 108.06184),(69 109.084595),(70 108.86265),(71 108.949005),(72 109.042656),(73 108.46319),(74 107.815384),(75 106.93687),(76 106.91075),(77 105.99416),(78 106.8935),(79 106.834015),
(1 56.13743),(2 66.91538),(3 73.128105),(4 79.419785),(5 82.915184),(6 85.69721),(7 88.03568),(8 88.15703),(9 90.43554),(10 91.89599),(11 92.55257),(12 95.0106),(13 96.46006),(14 97.608406),(15 99.12293),(16 99.69448),(17 100.500465),(18 99.933205),(19 102.021164),(20 100.43101),(21 100.52008),(22 100.995926),(23 102.041954),(24 102.55434),(25 103.35841),(26 104.634766),(27 105.16785),(28 106.61834),(29 107.7209),(30 105.70923),(31 106.13793),(32 105.790146),(33 105.61276),(34 105.896126),(35 105.02188),(36 103.97336),(37 104.16962),(38 104.39248),(39 104.23706),(40 104.09855),(41 102.83256),(42 103.00445),(43 104.91775),(44 103.04964),(45 101.53976),(46 101.54722),(47 101.863205),(48 101.675545),(49 101.295906),(50 101.05418),(51 101.33542),(52 102.04325),(53 102.72913),(54 102.39779),(55 102.63666),(56 102.90485),(57 103.860695),(58 104.29581),(59 103.97002),(60 105.08494),(61 105.78767),(62 105.963844),(63 105.366776),(64 104.087204),(65 104.41484),(66 105.087326),(67 104.61129),(68 105.60647),(69 105.76993),(70 106.596596),(71 105.82243),(72 105.83113),(73 105.66664),(74 107.49741),(75 107.67529),(76 108.06601),(77 106.72779),(78 107.5353),(79 108.54922),
(1 53.882664),(2 64.8302),(3 71.501114),(4 76.46409),(5 79.92004),(6 84.41505),(7 86.13976),(8 87.681274),(9 89.79083),(10 90.484146),(11 91.98435),(12 94.65855),(13 96.31683),(14 97.19136),(15 98.433556),(16 96.60335),(17 97.29439),(18 98.35897),(19 97.43204),(20 96.137375),(21 98.0161),(22 99.77245),(23 99.634254),(24 100.26552),(25 100.98739),(26 101.61706),(27 101.956116),(28 103.21124),(29 103.951996),(30 102.694244),(31 102.20327),(32 103.40387),(33 104.77737),(34 104.25176),(35 104.642136),(36 103.16513),(37 102.64847),(38 102.77504),(39 103.203316),(40 104.07922),(41 104.568405),(42 105.39996),(43 105.438705),(44 104.044556),(45 105.098854),(46 105.53465),(47 105.12832),(48 104.61771),(49 104.72389),(50 105.20339),(51 105.40816),(52 104.195694),(53 105.389626),(54 105.56217),(55 104.06855),(56 103.653496),(57 103.71775),(58 103.700584),(59 103.95575),(60 103.90114),(61 104.08735),(62 104.420296),(63 105.11553),(64 104.8673),(65 105.76968),(66 104.75996),(67 105.1544),(68 105.15575),(69 106.66106),(70 106.79191),(71 108.2636),(72 106.74167),(73 106.71891),(74 106.244316),(75 106.788536),(76 106.59657),(77 106.9443),(78 107.37555),(79 106.125404),
(1 53.716393),(2 64.78101),(3 70.39137),(4 75.88514),(5 79.87769),(6 82.56155),(7 85.84094),(8 85.39596),(9 87.759415),(10 87.457825),(11 89.352715),(12 91.59624),(13 91.94688),(14 92.477356),(15 92.41045),(16 94.16453),(17 92.68234),(18 93.49505),(19 94.22542),(20 92.714485),(21 94.20895),(22 94.17397),(23 95.965355),(24 95.52502),(25 96.580765),(26 98.879326),(27 97.85752),(28 99.45912),(29 98.71733),(30 99.43513),(31 100.17979),(32 101.217575),(33 100.7845),(34 102.10434),(35 101.571106),(36 101.48778),(37 99.94427),(38 101.30025),(39 100.434166),(40 102.680626),(41 102.31476),(42 101.14201),(43 101.68493),(44 99.82785),(45 101.03354),(46 100.432884),(47 101.42027),(48 101.577774),(49 102.25042),(50 102.25595),(51 103.53812),(52 102.66821),(53 102.7813),(54 102.06874),(55 102.13813),(56 102.380684),(57 104.15177),(58 103.64334),(59 102.60647),(60 102.58381),(61 101.88193),(62 101.947525),(63 102.57011),(64 103.71351),(65 103.18662),(66 101.760826),(67 102.50757),(68 102.71425),(69 102.95717),(70 102.92128),(71 103.66779),(72 103.07022),(73 101.90411),(74 103.24491),(75 102.941574),(76 102.345055),(77 102.68828),(78 102.70219),(79 102.82703),
