1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 15273.138),(2 54650.504),(3 109050.53),(4 168950.44),(5 229108.58),(6 285097.72),(7 334328),(8 375815),(9 408897.22),(10 432127.38),(11 445353.4),(12 449511.22),(13 446353.1),(14 437671.84),(15 423118.66),(16 404915.16),(17 386051.28),(18 366931.84),(19 348979.47),(20 334730.78),(21 323336.8),(22 315520.94),(23 311429.5),(24 310681.53),(25 313137.8),(26 317351.5),(27 320890.28),(28 326331.66),(29 332633.53),(30 337464.78),(31 341466.88),(32 346474.44),(33 354869.63),(34 365371.03),(35 377762),(36 393320.28),(37 409983.78),(38 425591.88),(39 438497.66),(40 444550.25),(41 444177.66),(42 437862.34),(43 427369.1),(44 413394.34),(45 398762.4),(46 385087.66),(47 372698.84),(48 361584.5),(49 351850.88),(50 345267.03),(51 343097.4),(52 346193.44),(53 352175),(54 361756.34),(55 374174.34),(56 388519.47),(57 403813.9),(58 418974.75),(59 432325.5),(60 441532.25),(61 443441.66),(62 439223.25),(63 431036.47),(64 420046.16),(65 408122.75),(66 393955.34),(67 379021.53),(68 366335.84),(69 357775.4),(70 351086.16),(71 349632.63),(72 351314.34),(73 356604.25),(74 366368.97),(75 377944.84),(76 389822.53),(77 399911.84),(78 407198.4),(79 410407.25),
(1 13579.971),(2 48937.48),(3 98989.555),(4 155382.98),(5 211233.66),(6 261959.89),(7 304098.03),(8 337785.8),(9 363976.66),(10 380204.84),(11 387311.47),(12 385890.16),(13 378732.7),(14 368561.03),(15 356976.66),(16 343452.4),(17 332749.25),(18 323938.4),(19 315858.9),(20 310179.66),(21 307011.06),(22 305681.44),(23 305821.88),(24 307368.66),(25 308114.7),(26 308546.4),(27 307906.72),(28 305701.1),(29 304945.56),(30 305743.78),(31 307709.25),(32 311154.75),(33 317028.84),(34 323083.56),(35 328857.16),(36 333528.22),(37 336794.38),(38 338010.6),(39 335900.34),(40 332882.7),(41 329271.16),(42 324949.47),(43 320569.22),(44 315327.97),(45 308684.2),(46 301656.97),(47 294344.13),(48 285699.75),(49 278768.88),(50 274480.38),(51 272998.47),(52 275194.47),(53 279064.7),(54 285177.6),(55 292863.56),(56 300906.94),(57 311112.63),(58 322273.63),(59 334065.13),(60 342261.03),(61 345156.6),(62 344243.6),(63 340242.75),(64 333183.6),(65 325010.75),(66 316215.4),(67 305957.06),(68 295287.1),(69 286546.78),(70 279259.5),(71 274182.06),(72 272162.84),(73 274170.8),(74 281036.8),(75 292967.7),(76 308742.28),(77 327477.94),(78 346232.38),(79 361909.63),
(1 13808.152),(2 48638.87),(3 95142.74),(4 145547.98),(5 194087.22),(6 238412.06),(7 277394.88),(8 308596.8),(9 331070),(10 343042.75),(11 345763.53),(12 339544.4),(13 328732.28),(14 317087.5),(15 304660.5),(16 291821.63),(17 280011.34),(18 271193.44),(19 264887.6),(20 261664.86),(21 262403.7),(22 263937.44),(23 266029.03),(24 267558.75),(25 269626.2),(26 272320.1),(27 275601.34),(28 278999.25),(29 281764.8),(30 282028.66),(31 282725.9),(32 286115.22),(33 293154.63),(34 302656.8),(35 311758.44),(36 319674.25),(37 325163.88),(38 328847.4),(39 330961.72),(40 333936.9),(41 336770.44),(42 337564.47),(43 334311.84),(44 324381.56),(45 309679.53),(46 292891.88),(47 276929.2),(48 261438.63),(49 247606.78),(50 236723.38),(51 230048.86),(52 226537.4),(53 226813.83),(54 232656.05),(55 244010.25),(56 257751.38),(57 274442.25),(58 291366.88),(59 307687.4),(60 321259.5),(61 333362.88),(62 341452.1),(63 343225.56),(64 343739.44),(65 345025.6),(66 345769.4),(67 344321.13),(68 338584.13),(69 329502.56),(70 321013.8),(71 312958.75),(72 306928.78),(73 302601.44),(74 299773.97),(75 299679.22),(76 302888.22),(77 308334.8),(78 313869.03),(79 322181.22),
(1 12802.772),(2 45319.215),(3 89695.29),(4 138327.17),(5 185320.34),(6 226642.75),(7 259677.7),(8 285449.6),(9 305039.56),(10 316231.3),(11 319254.8),(12 314559.25),(13 305873.8),(14 297572.63),(15 292419.38),(16 288636.63),(17 286351.63),(18 285802.28),(19 287284.53),(20 288179.3),(21 287906.84),(22 287413.34),(23 285213.9),(24 281060.78),(25 275702.9),(26 268541.47),(27 261369.08),(28 255727.3),(29 251468.84),(30 248555.56),(31 248054.88),(32 249261.19),(33 255132.44),(34 264437.9),(35 274329.7),(36 282816.06),(37 289063.1),(38 293941.94),(39 299514.53),(40 305951.2),(41 311455.84),(42 315270.44),(43 316625.7),(44 315589.25),(45 313756.06),(46 311999.34),(47 311800.66),(48 310948.6),(49 310333.38),(50 308116.4),(51 306391.03),(52 304995.3),(53 303901.38),(54 302787.6),(55 303275.3),(56 303427.7),(57 304985.3),(58 306601.25),(59 308910),(60 311409.7),(61 312204.72),(62 311726.72),(63 309426.63),(64 306176.4),(65 300771.75),(66 294728.63),(67 287322.84),(68 277205.47),(69 266507.6),(70 257601.22),(71 250871.14),(72 246444.9),(73 244535.22),(74 244581.13),(75 245759.02),(76 249823.7),(77 254014.11),(78 257511.42),(79 261819.53),
(1 13879.207),(2 48471.63),(3 94476.21),(4 143575.3),(5 191403.58),(6 234293.06),(7 268144.2),(8 292338.84),(9 308754.47),(10 316878.8),(11 318109.13),(12 313767.47),(13 305297.78),(14 296412.66),(15 290432.06),(16 285657.1),(17 280674.94),(18 276552.03),(19 273748.28),(20 271505.56),(21 269915.28),(22 268870.47),(23 266994.1),(24 262925.72),(25 258637.81),(26 254806.9),(27 248969.77),(28 242633.52),(29 237504.3),(30 234773.98),(31 232137.39),(32 231082.3),(33 232428.1),(34 235000.11),(35 236230.7),(36 236287.95),(37 234662.16),(38 233559.81),(39 233708.94),(40 235411.81),(41 239742.14),(42 247194.23),(43 255233.33),(44 260754.86),(45 263157.13),(46 264666.84),(47 264242.9),(48 262499.66),(49 259985.25),(50 255595.44),(51 250928.03),(52 247025.78),(53 243532.5),(54 241441.67),(55 243500.17),(56 247522.14),(57 252810.06),(58 258746.52),(59 264313.38),(60 268179.9),(61 270968.63),(62 271296.47),(63 268632.66),(64 263572.84),(65 256764.64),(66 251074.48),(67 245616.2),(68 240390.14),(69 237320.56),(70 235643.83),(71 235600.14),(72 236752.73),(73 238487.27),(74 240898.94),(75 243720.31),(76 246808.8),(77 248877.97),(78 250185.7),(79 251741.28),
(1 13864.448),(2 48897.188),(3 96763.89),(4 150380.34),(5 203043.81),(6 249591.39),(7 286389.6),(8 310539.47),(9 323814.88),(10 327206.94),(11 323725.1),(12 315542.97),(13 303829.72),(14 290572.16),(15 276922.25),(16 263435.06),(17 250193.84),(18 239199.36),(19 233007.63),(20 230253.98),(21 230880.03),(22 233479.56),(23 237258.1),(24 242095.33),(25 247402.36),(26 253433.78),(27 257964.75),(28 260750.19),(29 261821.8),(30 265217.56),(31 266926.6),(32 265496.78),(33 262036.22),(34 257657.56),(35 251767.03),(36 246623.92),(37 244253.63),(38 246611.8),(39 254533.34),(40 265930.56),(41 277955),(42 290235.7),(43 303071),(44 314114.56),(45 322391.03),(46 326921.1),(47 325383.44),(48 319439.03),(49 310749.72),(50 300425.75),(51 287681.75),(52 274191.5),(53 260671.7),(54 249059.25),(55 240773.58),(56 236178.83),(57 234749.98),(58 236304.9),(59 241612.58),(60 247683.36),(61 251671.66),(62 253942.45),(63 257773.34),(64 262139.39),(65 266328.25),(66 269198.5),(67 270556.44),(68 269301.4),(69 268157.78),(70 265693.5),(71 263840.63),(72 262939.6),(73 262705.6),(74 262872.16),(75 264269.1),(76 268717.1),(77 271806.75),(78 273382.44),(79 275099.44),
(1 11533.033),(2 39385.223),(3 75429.19),(4 112461.68),(5 146255.03),(6 175586.63),(7 199172.05),(8 216917.39),(9 228665.77),(10 232805.9),(11 231254.63),(12 225908.97),(13 219120.02),(14 210969.7),(15 202790.1),(16 197385.4),(17 194798.75),(18 194352.84),(19 195047.33),(20 196647.73),(21 199568.25),(22 203165.39),(23 206351.89),(24 210389.03),(25 214910.28),(26 219678.27),(27 223806.45),(28 227420.23),(29 230497.4),(30 232199.92),(31 232009.16),(32 230140.53),(33 225659.31),(34 218734.25),(35 210259.28),(36 203073.23),(37 197937.02),(38 196377.3),(39 198176.81),(40 201202.97),(41 207385.92),(42 215100.42),(43 223647.42),(44 231541.64),(45 237393.22),(46 240914.36),(47 240291.86),(48 237066.42),(49 232130.78),(50 225414.56),(51 216715.48),(52 207582.48),(53 199983.03),(54 194298.89),(55 190334.75),(56 188467.55),(57 189162.1),(58 193898.22),(59 200612.63),(60 207066.64),(61 213024.25),(62 219142.53),(63 224437.67),(64 228478.77),(65 231498.33),(66 233418.84),(67 233971.38),(68 233158.48),(69 231450.72),(70 229501.9),(71 228787.06),(72 227725.05),(73 225724.67),(74 221490.55),(75 215155.11),(76 208776.92),(77 203657.3),(78 202014.72),(79 202637.38),
(1 11125.8),(2 37658.164),(3 70969.84),(4 103798.664),(5 131667.7),(6 153744.27),(7 170112.02),(8 181198.23),(9 187266.34),(10 188207.94),(11 186207.22),(12 184036.48),(13 182968.94),(14 181529.52),(15 180407.86),(16 179707.47),(17 179782.6),(18 180197.17),(19 181358.8),(20 182163.55),(21 182421.23),(22 182783.73),(23 182480.22),(24 182018.66),(25 183308.38),(26 186817.23),(27 191593.63),(28 196164.23),(29 199959.7),(30 202473.66),(31 203333.34),(32 201948.45),(33 199108.97),(34 194008.5),(35 187468.4),(36 181721.55),(37 177937.34),(38 176047.34),(39 176702.55),(40 178368.5),(41 180771.36),(42 183950.63),(43 187094.63),(44 191285.28),(45 195813.2),(46 198615.17),(47 199480.66),(48 199598.06),(49 199436.14),(50 198990.38),(51 198320.8),(52 196295.14),(53 194536.38),(54 194123.73),(55 195024.48),(56 195964.5),(57 196864.5),(58 199025),(59 202130.52),(60 205040.55),(61 207990.06),(62 211154.95),(63 213641.16),(64 214487.83),(65 213541.31),(66 209979.81),(67 203929.34),(68 198839.86),(69 194750.6),(70 191311.48),(71 188077.8),(72 184982.8),(73 181761.89),(74 178630.48),(75 174234.23),(76 171474.83),(77 171527.55),(78 174496.36),(79 178732.66),
(1 10460.979),(2 35122.09),(3 65424.33),(4 94538.85),(5 118937.08),(6 137937.5),(7 150564.48),(8 157983.58),(9 161624.2),(10 160505.84),(11 154956.4),(12 148197.4),(13 142864.83),(14 138791.66),(15 136974.69),(16 138281.19),(17 141009.86),(18 143798.5),(19 146034.5),(20 147547.9),(21 148994.97),(22 150243.3),(23 151019.5),(24 152022.94),(25 153152.98),(26 155012.6),(27 157130.64),(28 161128.31),(29 166095.25),(30 171493.38),(31 173700.34),(32 172237.36),(33 167880.63),(34 163459.55),(35 159501.44),(36 156824.28),(37 155396.97),(38 155135.92),(39 155742.22),(40 157029.11),(41 158841.31),(42 161941.38),(43 166498.92),(44 171071.16),(45 172499.84),(46 172085.36),(47 170118.94),(48 168227.75),(49 167294.84),(50 167191.61),(51 168114.19),(52 170954.3),(53 176290.42),(54 183085.67),(55 189046.63),(56 192615.02),(57 193479.34),(58 192575.88),(59 190471.5),(60 187883.81),(61 185551.64),(62 185018.64),(63 186568.89),(64 187206.45),(65 186664.75),(66 184403.25),(67 181114.48),(68 178268.48),(69 175582.13),(70 173559.11),(71 173017.11),(72 173263.25),(73 172780.53),(74 172602.27),(75 172993.05),(76 172391.19),(77 171613.55),(78 171830.5),(79 173496.81),
(1 10925.598),(2 36777.99),(3 68254.43),(4 97809.84),(5 121795.94),(6 138192.8),(7 147081.63),(8 149954.92),(9 148825.69),(10 144540.16),(11 137752.03),(12 131869.39),(13 128844.76),(14 128605.13),(15 132703.28),(16 139722.45),(17 147063.75),(18 153508.28),(19 157085.3),(20 156966.4),(21 153987.45),(22 149430.25),(23 144926.52),(24 141220.44),(25 139649.88),(26 140049.56),(27 142659.69),(28 148146.64),(29 154192.92),(30 160092.58),(31 163902.78),(32 165720.25),(33 165569.2),(34 162828.83),(35 159096.28),(36 154694.22),(37 149597.63),(38 145233.06),(39 142624.31),(40 141705.13),(41 143073.81),(42 146283.39),(43 149314.2),(44 151554.13),(45 153809.44),(46 156177.08),(47 157166.95),(48 157118.23),(49 157005.45),(50 156543.66),(51 156084.58),(52 156631.27),(53 158525.47),(54 160935.53),(55 162993.97),(56 165371.8),(57 167432.03),(58 169159.45),(59 169694.56),(60 168788.28),(61 167613.63),(62 166658.84),(63 163362.45),(64 160059.78),(65 157818),(66 154217.11),(67 149981.75),(68 146393.14),(69 143450.11),(70 141057.84),(71 139074.69),(72 137553.47),(73 137292.8),(74 138194.63),(75 139713.75),(76 142631.25),(77 145641.84),(78 150300.86),(79 155456.34),
(1 10417.735),(2 35056.035),(3 65222.06),(4 93768.49),(5 116728.74),(6 133502.61),(7 143574.16),(8 148634.64),(9 149630.86),(10 146942.31),(11 141956.08),(12 137042.6),(13 133823.9),(14 133428.06),(15 136169.6),(16 140491.83),(17 144782.02),(18 147406.6),(19 147155.38),(20 144684.28),(21 142317.11),(22 139209.64),(23 136273.7),(24 134887.1),(25 136298.77),(26 140660.44),(27 146244.95),(28 152747.72),(29 157329.42),(30 160358.69),(31 161220.61),(32 158457.86),(33 154109.06),(34 148319.22),(35 142425.14),(36 138084.13),(37 136192.47),(38 137140.73),(39 139322.34),(40 141782.28),(41 144077.08),(42 146216.56),(43 147969.38),(44 148415.5),(45 147070.66),(46 144731.92),(47 143180.11),(48 142093.45),(49 143206.11),(50 146828.36),(51 152302.39),(52 158663.95),(53 163953.22),(54 167350.1),(55 168802.17),(56 167935.69),(57 165001.67),(58 162136.28),(59 160225.52),(60 157946.7),(61 154680.6),(62 151921.8),(63 149762.97),(64 147085.47),(65 144591.58),(66 143099.89),(67 142026.48),(68 141915.5),(69 142075.38),(70 143443.55),(71 146163.69),(72 149381.69),(73 152664.81),(74 156738.95),(75 161028.2),(76 164728.94),(77 167086.55),(78 169127.45),(79 169610.83),
(1 10259.621),(2 33924.844),(3 61660.074),(4 87686.9),(5 108721.46),(6 124287.9),(7 134600.9),(8 139955.81),(9 140800.78),(10 137642.38),(11 131770.94),(12 126396.75),(13 123339.766),(14 123505.22),(15 127234.52),(16 132469.92),(17 136745.02),(18 139884.1),(19 140738.98),(20 139238.17),(21 137655.81),(22 135955.16),(23 134467.38),(24 134363.16),(25 135522.64),(26 137895.47),(27 140828.27),(28 145281.45),(29 150312.28),(30 154460.5),(31 157133.3),(32 157158.77),(33 155239.44),(34 153293.25),(35 150616.95),(36 147364.5),(37 145086.58),(38 143803.06),(39 143443),(40 144085.08),(41 145874.11),(42 147282.89),(43 147442.52),(44 146457.36),(45 144939.5),(46 143223.52),(47 141216.31),(48 139164.9),(49 138089.64),(50 139165.83),(51 140642.5),(52 142508.48),(53 144328.98),(54 146552.9),(55 148077.36),(56 148352.17),(57 146467.55),(58 144641.66),(59 143817.9),(60 142095.52),(61 138544.78),(62 133952.14),(63 128679.59),(64 124859.055),(65 123164.016),(66 123983.17),(67 127397.16),(68 132839.73),(69 138641.11),(70 143849.03),(71 148347.33),(72 151207.64),(73 153324.38),(74 153735.44),(75 153293.77),(76 151819.97),(77 150407.13),(78 149747),(79 150157.22),
(1 10452.674),(2 34484.52),(3 62370.2),(4 87310.25),(5 106068.99),(6 118215.53),(7 125401.414),(8 128716.88),(9 127745.914),(10 123468.5),(11 117705.54),(12 113253.75),(13 111622.586),(14 112964.48),(15 117197.72),(16 123188.33),(17 129611.914),(18 136059.61),(19 141749.19),(20 144259.05),(21 144311.4),(22 142169.06),(23 139375.4),(24 136802.03),(25 135834.05),(26 136019.3),(27 136498.83),(28 137144.98),(29 137617.03),(30 138405.73),(31 139035.58),(32 139254.89),(33 139149.17),(34 138653.13),(35 138059.69),(36 136826.52),(37 135096.2),(38 133924.19),(39 132553.58),(40 130933.3),(41 129571.67),(42 127990.24),(43 125812.03),(44 124772.8),(45 124830.086),(46 125195),(47 125179.46),(48 125030.85),(49 126342.92),(50 128219.24),(51 130710.82),(52 133700.58),(53 135631.52),(54 136397.97),(55 137296.45),(56 138955.03),(57 139267.81),(58 138472.42),(59 137934),(60 137774.17),(61 137662.83),(62 138643.19),(63 140170.77),(64 139382.78),(65 137610.06),(66 136909.88),(67 136753.67),(68 137372),(69 138842.2),(70 140207.23),(71 141423.5),(72 140815.72),(73 139366.81),(74 138472.8),(75 138152.83),(76 138915.69),(77 140014.45),(78 141889.48),(79 144143.17),
(1 10718.944),(2 35334.07),(3 64694.91),(4 91621.68),(5 111920.62),(6 124778.695),(7 131249.14),(8 132055.03),(9 128394.945),(10 121407.766),(11 112877.8),(12 106620.56),(13 103661.56),(14 103813.03),(15 106803.07),(16 111772.91),(17 116650),(18 120898.04),(19 123496.695),(20 123223.49),(21 121059.26),(22 118379.51),(23 115838.914),(24 113539.67),(25 112284.664),(26 112030.6),(27 112171.195),(28 113304.055),(29 115842.8),(30 119597.37),(31 123709),(32 127057.586),(33 130148.66),(34 132525.89),(35 134066.6),(36 134409.75),(37 133516.22),(38 132551.08),(39 131582.78),(40 130704.04),(41 131114.83),(42 130908.42),(43 130597.234),(44 130574.74),(45 131451.33),(46 133495.11),(47 135566.4),(48 137015.34),(49 138001.38),(50 138875.23),(51 140004.78),(52 141531.05),(53 141774.48),(54 140321.92),(55 137570.92),(56 135026),(57 133039.45),(58 133059.17),(59 134352.14),(60 135367.4),(61 136868.19),(62 138798.28),(63 140539.81),(64 141298.89),(65 140525.72),(66 138688.08),(67 137837.27),(68 137677.06),(69 137657.52),(70 137945.83),(71 139044.08),(72 139647.17),(73 140276.73),(74 139912.94),(75 139464.61),(76 138932.95),(77 138460.73),(78 137417.69),(79 136098.25),
(1 10144.752),(2 33524.72),(3 59993.832),(4 83105.75),(5 99991.68),(6 110579.03),(7 115878.055),(8 117303.11),(9 115747.36),(10 112056.58),(11 107971.22),(12 105216.46),(13 105043.84),(14 106529.39),(15 109563.34),(16 113509.25),(17 116737.195),(18 118678.055),(19 118660.22),(20 115442.39),(21 111011.2),(22 106434.38),(23 104406.5),(24 104211.36),(25 105277.41),(26 107009.75),(27 109181.336),(28 111495.3),(29 113741.586),(30 117030.57),(31 120678.14),(32 123897.195),(33 125842.11),(34 126280.43),(35 125880.97),(36 125971.805),(37 125763.61),(38 124028.336),(39 121268.14),(40 117369.25),(41 113669.32),(42 111198.16),(43 109183.34),(44 109108.24),(45 111992.055),(46 116451.41),(47 120076.734),(48 122504.734),(49 123455.734),(50 123784.055),(51 123811.11),(52 122587.836),(53 121231.46),(54 120594.664),(55 119411.36),(56 117889.25),(57 117682.97),(58 118324.86),(59 119402.984),(60 121036.055),(61 122364.555),(62 124454.5),(63 125887.82),(64 126276.53),(65 126262.25),(66 125366.36),(67 124482.195),(68 123483.164),(69 122641.93),(70 122728.28),(71 123459.91),(72 122608.664),(73 123464.91),(74 125701.25),(75 128933.375),(76 132472.9),(77 135191.83),(78 136329.23),(79 135537.06),
(1 9600.006),(2 31276.326),(3 55604.09),(4 76889.64),(5 93260.68),(6 103383.83),(7 107673.52),(8 107707.74),(9 105375.51),(10 100716.664),(11 95932.37),(12 92696.86),(13 91268.75),(14 91867.37),(15 94802.69),(16 99268.59),(17 104216.88),(18 107457.39),(19 109574.5),(20 110735.16),(21 109525.95),(22 107235.03),(23 106054.73),(24 105844.75),(25 105739.54),(26 105375.91),(27 105364.914),(28 106590.73),(29 108488.555),(30 110878.13),(31 113283.51),(32 115049.805),(33 116390.77),(34 116735.63),(35 115898.29),(36 115222.88),(37 115036.5),(38 114563.07),(39 114072.25),(40 113394.2),(41 112249.65),(42 111443.125),(43 110517.51),(44 109702.24),(45 110460.46),(46 112757.57),(47 115145.87),(48 117039.28),(49 118293.125),(50 118572.35),(51 118570.164),(52 117686.35),(53 116038.6),(54 113421.68),(55 110542.59),(56 109450.43),(57 111450.25),(58 114007.75),(59 116306.836),(60 118870.03),(61 120999.16),(62 124028.13),(63 127449.88),(64 129650.75),(65 129788.234),(66 128800.664),(67 127531.85),(68 126298.9),(69 124214.1),(70 121143.13),(71 117557.55),(72 114648.97),(73 113960.695),(74 115382.375),(75 117744.26),(76 120910.35),(77 124517.48),(78 127440.03),(79 129298.61),
(1 9469.422),(2 30789.176),(3 54986.74),(4 76530.73),(5 92352.76),(6 102513.57),(7 107129.93),(8 106601.78),(9 103733.88),(10 100720.01),(11 99017.836),(12 98876.88),(13 100188.664),(14 102249.33),(15 105227.875),(16 108519.664),(17 112030.53),(18 115010.34),(19 115724.4),(20 114747.93),(21 111439.625),(22 108464.43),(23 107300.49),(24 107317.13),(25 106809.55),(26 105442.96),(27 104437.05),(28 104317.81),(29 104918.21),(30 106275.85),(31 107360.83),(32 106517.57),(33 105082.516),(34 104080.38),(35 103898.484),(36 104370.12),(37 105005.086),(38 106091.66),(39 107397.73),(40 108697.734),(41 110627.79),(42 111329.23),(43 110839.93),(44 109648.42),(45 108940.5),(46 108230.76),(47 107536.2),(48 106071.24),(49 104788.66),(50 104206.1),(51 105071.98),(52 106193.45),(53 106868.21),(54 106990.375),(55 107234.81),(56 107789.64),(57 109349.24),(58 111172.35),(59 111399.48),(60 110626.47),(61 110338.51),(62 110719.89),(63 111159.96),(64 110848.8),(65 110485.06),(66 111499.12),(67 112413.89),(68 112109.09),(69 111847.68),(70 111501.68),(71 111252.19),(72 109636.414),(73 108695.57),(74 108932.17),(75 109623.08),(76 110801.23),(77 112199.79),(78 113247.88),(79 114216.72),
(1 9259.791),(2 30160.324),(3 53988.62),(4 74258.484),(5 88892.57),(6 98267.586),(7 103439.56),(8 105149.195),(9 104865.016),(10 102943.08),(11 100826.58),(12 100054.01),(13 101783.92),(14 105083.164),(15 109083.33),(16 112268.52),(17 115242.78),(18 117528.37),(19 118656.81),(20 119618.46),(21 119559.54),(22 117897.945),(23 116746.22),(24 115929.81),(25 114955.31),(26 113041.02),(27 111741.17),(28 111228.664),(29 111764.97),(30 112169.625),(31 112703.92),(32 112213.26),(33 110694.28),(34 109071.164),(35 107394.24),(36 105892.71),(37 104694.67),(38 103175.39),(39 101465.59),(40 101153.15),(41 102095.875),(42 104141.48),(43 106621.98),(44 108434.875),(45 109442.77),(46 110221.19),(47 109569.48),(48 108200.33),(49 107788.35),(50 108301.96),(51 109389.93),(52 110791.11),(53 112548.73),(54 113927.42),(55 115534.42),(56 116522.98),(57 117270.35),(58 116718.87),(59 115376.76),(60 114358.77),(61 114273.61),(62 114676.945),(63 115512.13),(64 115913.055),(65 115079.54),(66 113545.23),(67 111617.93),(68 109997.65),(69 110580.71),(70 111595.234),(71 113044.77),(72 114087.46),(73 115278.625),(74 116656.28),(75 118580.65),(76 120710.484),(77 122388.23),(78 122900.22),(79 122601.516),
(1 9548.635),(2 30762.26),(3 54083.89),(4 73884),(5 87804.14),(6 96300.75),(7 99940.62),(8 98748.81),(9 94850.95),(10 89729.27),(11 86057.14),(12 85125.086),(13 87155.62),(14 91610.72),(15 97238.28),(16 102229.11),(17 106680.9),(18 110439.71),(19 112889.63),(20 113020.23),(21 111690.61),(22 110597.81),(23 109991.24),(24 110535.06),(25 111717.8),(26 111788.445),(27 111695.22),(28 111996.25),(29 112677.29),(30 113175.33),(31 112999.086),(32 111572.305),(33 110304.23),(34 109822.62),(35 109407.77),(36 108442.49),(37 106098.18),(38 103322.79),(39 100820.55),(40 99498.516),(41 99777.29),(42 100153.48),(43 101060.48),(44 103147.27),(45 105338.81),(46 106671.66),(47 107071.66),(48 106569.47),(49 105993.836),(50 105829.69),(51 106681.19),(52 108480.65),(53 109089.445),(54 109569.37),(55 109585.51),(56 108588.51),(57 107270.66),(58 106071.91),(59 105136.266),(60 104048.62),(61 103529.72),(62 104668.53),(63 106802.734),(64 108176.125),(65 107724.914),(66 105595.555),(67 102905.27),(68 101380.766),(69 100965.79),(70 101401.52),(71 102521.38),(72 103140.77),(73 103961.67),(74 105722.65),(75 108619.95),(76 111675.18),(77 114281.95),(78 115443.8),(79 115180.72),
