1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 31953.453),(2 102855.34),(3 208263.19),(4 328566.13),(5 469344.22),(6 621635.44),(7 790957),(8 965834.3),(9 1150776.1),(10 1337827.8),(11 1511710.5),(12 1680640.6),(13 1865098.4),(14 2049223.1),(15 2260381.3),(16 2492136),(17 2730095.8),(18 2945745),(19 3153133),(20 3350129),(21 3544934.8),(22 3705802),(23 3828374),(24 3945928.3),(25 4091364),(26 4253865.5),(27 4420960),(28 4596637.5),(29 4750578.5),(30 4906320),(31 5034238.5),(32 5164523.5),(33 5308460),(34 5444452.5),(35 5579169.5),(36 5728724),(37 5836862.5),(38 5936958),(39 6026192),(40 6143760.5),(41 6273521.5),(42 6415392.5),(43 6546214),(44 6692840.5),(45 6789134),(46 6873361.5),(47 6916250),(48 6931606),(49 6869204),(50 6812175.5),(51 6734166.5),(52 6708788),(53 6691794),(54 6719032.5),(55 6753809.5),(56 6829940),(57 6887100),(58 6892906.5),(59 6842451.5),(60 6803296.5),(61 6743338.5),(62 6695242),(63 6627546.5),(64 6563672.5),(65 6496250.5),(66 6476334.5),(67 6462021.5),(68 6476278),(69 6493182.5),(70 6531430.5),(71 6526490.5),(72 6534678.5),(73 6522173.5),(74 6513948),(75 6468324.5),(76 6405111.5),(77 6338746),(78 6326030.5),(79 6338556),
(1 38.623962),(2 45.381832),(3 51.94559),(4 53.002247),(5 57.5637),(6 58.09415),(7 60.36473),(8 60.068535),(9 61.88594),(10 61.48897),(11 62.820152),(12 62.038177),(13 63.750782),(14 63.835754),(15 65.19482),(16 63.917255),(17 65.22194),(18 65.10933),(19 66.711525),(20 65.58783),(21 66.60757),(22 65.80889),(23 65.90697),(24 64.50424),(25 66.263664),(26 65.72983),(27 66.92039),(28 66.62235),(29 68.24445),(30 67.79411),(31 68.84875),(32 67.331406),(33 68.45839),(34 67.921104),(35 68.661575),(36 67.32575),(37 68.928535),(38 68.18723),(39 69.06309),(40 68.048546),(41 68.90223),(42 67.871666),(43 68.423584),(44 67.14905),(45 68.58908),(46 68.45196),(47 69.06041),(48 67.84278),(49 68.69042),(50 68.10123),(51 68.27338),(52 66.217026),(53 68.32909),(54 67.785095),(55 68.882965),(56 66.8777),(57 67.73103),(58 67.07964),(59 68.19823),(60 66.46735),(61 67.87015),(62 68.013954),(63 68.81916),(64 67.18004),(65 69.21268),(66 68.718376),(67 69.18794),(68 67.557846),(69 68.40501),(70 67.61837),(71 68.37833),(72 67.51502),(73 68.96144),(74 68.9452),(75 69.087105),(76 67.30501),(77 68.571884),(78 68.49424),(79 68.811714),
(1 39.38408),(2 46.725433),(3 53.194626),(4 54.28502),(5 58.53088),(6 58.914173),(7 61.20807),(8 60.55742),(9 62.44502),(10 62.34271),(11 64.32945),(12 63.023243),(13 64.52213),(14 64.4939),(15 65.76025),(16 64.69842),(17 65.920235),(18 65.21773),(19 66.95888),(20 65.61993),(21 67.2026),(22 66.7181),(23 66.82895),(24 65.633125),(25 66.995155),(26 66.67813),(27 67.65721),(28 67.1191),(29 68.6225),(30 68.06767),(31 69.24937),(32 68.2107),(33 69.2809),(34 68.53915),(35 69.251175),(36 67.91066),(37 69.595726),(38 68.65491),(39 69.67421),(40 68.61162),(41 69.48187),(42 68.737946),(43 67.818565),(44 66.60406),(45 68.33323),(46 67.57999),(47 68.3828),(48 67.34617),(49 68.18761),(50 68.05445),(51 68.507866),(52 67.349266),(53 68.578094),(54 68.12169),(55 69.35473),(56 67.87217),(57 68.45073),(58 68.00275),(59 67.910904),(60 66.616585),(61 68.396484),(62 68.2356),(63 69.380424),(64 68.29108),(65 69.59943),(66 68.5633),(67 69.55449),(68 68.123436),(69 68.58176),(70 67.85803),(71 68.15737),(72 67.89357),(73 68.90485),(74 68.60261),(75 69.56759),(76 67.84969),(77 68.605354),(78 68.328445),(79 69.10197),
(1 38.570015),(2 45.4958),(3 51.42748),(4 52.849247),(5 56.641582),(6 57.24723),(7 59.859592),(8 59.302235),(9 61.29841),(10 61.624016),(11 62.952606),(12 61.952484),(13 64.344505),(14 63.28622),(15 64.34145),(16 63.111603),(17 64.3558),(18 63.372746),(19 65.299736),(20 64.51375),(21 65.79219),(22 65.901184),(23 65.936066),(24 64.724884),(25 65.83254),(26 65.382324),(27 66.07096),(28 65.43164),(29 66.92323),(30 65.772644),(31 66.57019),(32 65.682014),(33 66.66838),(34 66.000435),(35 67.22731),(36 66.06144),(37 67.2383),(38 66.90611),(39 67.944595),(40 66.94145),(41 67.310715),(42 66.86054),(43 66.826004),(44 65.799416),(45 67.33887),(46 66.21576),(47 67.201065),(48 66.18652),(49 67.2592),(50 66.356125),(51 66.75018),(52 65.27614),(53 66.53618),(54 66.01779),(55 66.45533),(56 65.25418),(57 66.23434),(58 65.59708),(59 66.96019),(60 65.54645),(61 66.92329),(62 67.651924),(63 67.66623),(64 66.962296),(65 67.98537),(66 67.352394),(67 67.78843),(68 66.733894),(69 67.09938),(70 67.30987),(71 67.36379),(72 66.464905),(73 68.46264),(74 67.96526),(75 68.61811),(76 67.43025),(77 67.721344),(78 67.26094),(79 67.96441),
(1 38.118027),(2 44.69458),(3 51.870842),(4 52.519424),(5 56.575447),(6 56.39145),(7 59.105938),(8 58.164284),(9 59.652042),(10 60.192352),(11 61.590534),(12 61.09829),(13 63.536976),(14 63.494236),(15 63.89288),(16 63.37776),(17 64.746124),(18 64.28334),(19 65.79009),(20 64.448975),(21 65.94366),(22 64.98204),(23 65.128265),(24 63.888157),(25 65.22278),(26 64.812035),(27 66.42124),(28 65.86596),(29 66.974014),(30 66.26197),(31 67.51019),(32 65.966095),(33 67.101685),(34 66.547264),(35 67.19439),(36 66.7206),(37 67.42533),(38 67.284706),(39 67.95247),(40 66.70454),(41 67.201614),(42 66.308334),(43 67.5528),(44 65.74806),(45 67.29511),(46 66.65121),(47 67.21931),(48 65.58283),(49 66.98845),(50 66.47844),(51 66.8932),(52 65.15482),(53 66.49051),(54 65.848976),(55 66.52878),(56 65.78877),(57 66.610245),(58 65.53666),(59 66.26859),(60 64.90573),(61 66.208496),(62 65.79698),(63 66.27375),(64 65.11005),(65 66.50234),(66 66.07935),(67 66.69228),(68 65.53617),(69 66.55547),(70 66.98304),(71 67.250275),(72 66.13556),(73 68.039696),(74 67.862854),(75 68.41765),(76 66.85048),(77 67.8007),(78 67.64764),(79 68.094406),
(1 38.11498),(2 45.140278),(3 51.882816),(4 52.599396),(5 56.395824),(6 56.922104),(7 58.926052),(8 58.545612),(9 60.582546),(10 60.334316),(11 62.2129),(12 61.240406),(13 63.07098),(14 63.128304),(15 64.341034),(16 62.729153),(17 64.10522),(18 63.941086),(19 65.49053),(20 64.33431),(21 65.59437),(22 65.14269),(23 65.38854),(24 64.412384),(25 65.81791),(26 65.80512),(27 66.96824),(28 66.41661),(29 67.77198),(30 66.93421),(31 67.70335),(32 66.338806),(33 67.53283),(34 66.99725),(35 67.27746),(36 66.77096),(37 67.53306),(38 67.60053),(39 67.448715),(40 66.56336),(41 67.07672),(42 66.290634),(43 67.549255),(44 66.044754),(45 67.53557),(46 66.957954),(47 67.67003),(48 65.937035),(49 67.68714),(50 67.3449),(51 67.86026),(52 66.322426),(53 67.40854),(54 66.83111),(55 67.7684),(56 66.97532),(57 67.52505),(58 66.468994),(59 67.82004),(60 66.51963),(61 67.881065),(62 67.39366),(63 68.43898),(64 66.822105),(65 68.580414),(66 67.391),(67 68.15499),(68 66.14536),(69 66.69538),(70 66.16498),(71 67.15677),(72 66.07475),(73 68.26537),(74 67.879234),(75 69.051895),(76 67.38136),(77 68.52801),(78 67.402275),(79 68.38942),
(1 37.495365),(2 44.509148),(3 50.555325),(4 51.961784),(5 55.804565),(6 57.37641),(7 59.055885),(8 58.72399),(9 60.17838),(10 60.543324),(11 61.475845),(12 60.84555),(13 62.6951),(14 62.91222),(15 63.902622),(16 63.03193),(17 64.22482),(18 63.92851),(19 65.4716),(20 64.55006),(21 65.00408),(22 64.21076),(23 64.380714),(24 63.521896),(25 65.01361),(26 64.511925),(27 65.7913),(28 65.49291),(29 66.74535),(30 65.79309),(31 66.86406),(32 65.68974),(33 66.65945),(34 66.51473),(35 66.59304),(36 65.8899),(37 67.008804),(38 66.69943),(39 66.717125),(40 66.203865),(41 67.091866),(42 65.940704),(43 66.82047),(44 65.71007),(45 66.67383),(46 66.60476),(47 66.72497),(48 65.99489),(49 67.46227),(50 65.85734),(51 66.30629),(52 65.189384),(53 66.03995),(54 65.16677),(55 66.175224),(56 65.30251),(57 65.97909),(58 65.29445),(59 65.98978),(60 64.618515),(61 66.19286),(62 65.62114),(63 66.14484),(64 65.25368),(65 66.49133),(66 66.04477),(67 65.736206),(68 64.74897),(69 65.28067),(70 65.0134),(71 66.07235),(72 65.14351),(73 67.22589),(74 66.52865),(75 66.49357),(76 65.284164),(77 66.30959),(78 65.68944),(79 66.45688),
(1 38.046528),(2 45.055416),(3 52.02562),(4 53.305202),(5 56.954163),(6 57.56517),(7 59.95116),(8 59.51261),(9 60.993977),(10 60.87837),(11 62.427296),(12 61.801434),(13 63.50234),(14 63.475437),(15 64.93586),(16 63.005695),(17 64.96291),(18 64.523994),(19 66.33005),(20 64.77034),(21 66.162766),(22 65.79627),(23 66.171196),(24 64.73627),(25 66.05409),(26 65.42083),(27 66.60882),(28 66.75564),(29 68.09199),(30 67.61232),(31 68.17138),(32 66.96546),(33 68.24189),(34 67.35352),(35 67.743454),(36 66.64935),(37 68.17013),(38 67.27274),(39 68.06385),(40 67.129425),(41 68.29946),(42 66.983055),(43 67.50606),(44 66.4507),(45 67.563255),(46 66.84151),(47 67.557274),(48 67.23069),(49 68.16606),(50 66.8281),(51 67.258446),(52 65.51354),(53 67.13946),(54 66.58749),(55 67.47181),(56 66.25628),(57 67.90309),(58 66.7396),(59 67.86062),(60 66.32853),(61 68.28155),(62 68.08789),(63 69.37654),(64 67.934906),(65 69.25581),(66 68.38199),(67 69.35134),(68 67.581085),(69 67.84624),(70 67.46431),(71 68.80651),(72 68.47749),(73 69.78653),(74 69.82284),(75 70.75966),(76 68.98214),(77 69.486115),(78 68.72198),(79 70.19566),
(1 37.65724),(2 44.375668),(3 51.44545),(4 52.42384),(5 55.679146),(6 56.139126),(7 58.504513),(8 57.942837),(9 59.013596),(10 59.991352),(11 61.06756),(12 60.40594),(13 62.136124),(14 61.713596),(15 63.620945),(16 62.373974),(17 62.92708),(18 62.773384),(19 64.856766),(20 63.659023),(21 63.917065),(22 63.283813),(23 63.9285),(24 62.861588),(25 64.18059),(26 63.626747),(27 65.388145),(28 64.29477),(29 65.55101),(30 64.895966),(31 66.38996),(32 64.609085),(33 65.434654),(34 64.91715),(35 65.816345),(36 64.39163),(37 65.92842),(38 66.0601),(39 66.86495),(40 65.98391),(41 66.07876),(42 65.63921),(43 66.442345),(44 65.51808),(45 66.54204),(46 65.80221),(47 66.893394),(48 64.99879),(49 65.91957),(50 65.1368),(51 65.79549),(52 64.59029),(53 65.58986),(54 65.41448),(55 65.7918),(56 64.658455),(57 65.90645),(58 65.16651),(59 66.318474),(60 64.702415),(61 66.29096),(62 66.02062),(63 67.23467),(64 65.78608),(65 67.02273),(66 67.30135),(67 67.15111),(68 65.20706),(69 65.74663),(70 65.13736),(71 65.317345),(72 64.95567),(73 66.45869),(74 66.28839),(75 66.82083),(76 65.435455),(77 66.434044),(78 65.73522),(79 66.514336),
(1 37.76778),(2 44.705345),(3 51.38381),(4 52.523205),(5 55.803654),(6 56.137817),(7 58.663635),(8 57.823692),(9 59.34077),(10 60.008247),(11 61.2515),(12 60.286835),(13 61.940956),(14 62.115513),(15 63.148075),(16 61.91934),(17 63.105614),(18 62.91921),(19 64.23197),(20 63.244984),(21 64.03021),(22 63.21741),(23 63.98876),(24 62.75424),(25 64.40438),(26 64.35695),(27 65.09368),(28 64.76758),(29 65.55863),(30 65.95658),(31 66.74049),(32 65.10054),(33 65.62736),(34 65.00249),(35 65.932014),(36 65.0766),(37 66.038605),(38 65.53048),(39 66.74674),(40 65.9501),(41 66.62766),(42 65.85686),(43 66.90614),(44 65.78182),(45 66.023155),(46 65.315704),(47 66.34718),(48 64.7595),(49 65.53546),(50 65.56614),(51 66.62616),(52 65.231865),(53 65.63841),(54 65.73281),(55 66.25304),(56 65.30249),(57 66.4755),(58 65.48042),(59 66.38474),(60 65.14107),(61 66.84296),(62 66.59872),(63 67.507675),(64 66.976105),(65 67.7102),(66 67.00347),(67 67.82296),(68 66.28162),(69 66.877174),(70 67.05326),(71 68.145454),(72 67.04055),(73 68.05258),(74 67.91199),(75 68.564575),(76 67.08062),(77 67.33604),(78 66.607025),(79 67.271355),
(1 36.51704),(2 43.47903),(3 50.391613),(4 51.422577),(5 55.343555),(6 55.990818),(7 58.030815),(8 57.018837),(9 59.2722),(10 59.136913),(11 60.805935),(12 60.064106),(13 61.930458),(14 61.731083),(15 63.6162),(16 62.635323),(17 63.31747),(18 62.61368),(19 64.30845),(20 63.752907),(21 64.02849),(22 63.021667),(23 64.415955),(24 62.76024),(25 63.862633),(26 63.907043),(27 65.16835),(28 64.4854),(29 66.43109),(30 65.74102),(31 66.729866),(32 64.71251),(33 65.472176),(34 64.736916),(35 65.894554),(36 64.89809),(37 66.26935),(38 66.003944),(39 66.89497),(40 65.21895),(41 65.35168),(42 64.97217),(43 65.382965),(44 64.3593),(45 65.80475),(46 65.251366),(47 65.67538),(48 64.18262),(49 65.46566),(50 64.50323),(51 66.016136),(52 64.65937),(53 65.729675),(54 65.32137),(55 66.88169),(56 65.36273),(57 66.81094),(58 65.53229),(59 66.206505),(60 64.88986),(61 65.53081),(62 66.282394),(63 66.92693),(64 65.78479),(65 66.86898),(66 66.232025),(67 67.558105),(68 65.695175),(69 66.33737),(70 66.20532),(71 66.8144),(72 66.0061),(73 66.7408),(74 66.51345),(75 67.360916),(76 65.48091),(77 66.76987),(78 66.39203),(79 66.80749),
(1 36.431866),(2 42.852684),(3 49.927055),(4 50.74778),(5 54.680958),(6 54.82329),(7 57.115887),(8 56.818913),(9 58.494225),(10 58.706894),(11 59.688545),(12 59.267433),(13 60.936886),(14 60.895454),(15 62.278954),(16 61.383507),(17 62.764324),(18 61.877674),(19 63.618202),(20 61.835438),(21 62.782093),(22 62.14719),(23 63.405663),(24 62.07352),(25 63.20495),(26 62.904293),(27 64.32313),(28 63.215504),(29 64.13492),(30 63.413002),(31 64.25793),(32 63.119537),(33 64.20919),(34 63.4345),(35 65.08923),(36 63.7708),(37 64.75428),(38 64.74275),(39 65.72955),(40 64.097115),(41 65.147736),(42 64.45537),(43 65.43245),(44 64.441734),(45 65.2434),(46 64.24449),(47 64.66846),(48 64.18003),(49 65.16626),(50 64.38491),(51 65.33475),(52 63.661423),(53 65.48145),(54 64.742004),(55 65.69495),(56 64.508606),(57 65.667175),(58 64.99338),(59 65.650154),(60 63.708263),(61 64.7396),(62 65.17238),(63 65.91323),(64 64.83509),(65 66.37496),(66 65.22556),(67 66.30307),(68 64.31029),(69 65.022316),(70 64.627205),(71 65.29046),(72 64.367004),(73 66.02268),(74 65.77657),(75 66.34069),(76 64.89545),(77 65.63991),(78 64.80826),(79 66.37642),
(1 36.93459),(2 43.433987),(3 50.460835),(4 51.480415),(5 55.023125),(6 55.35464),(7 57.46948),(8 56.979015),(9 58.66499),(10 58.647247),(11 59.985714),(12 59.385838),(13 61.39354),(14 60.938354),(15 62.433323),(16 61.24188),(17 62.364086),(18 62.53988),(19 64.11017),(20 62.723686),(21 64.42347),(22 63.711914),(23 64.53107),(24 62.746822),(25 64.32635),(26 63.49749),(27 65.245056),(28 64.089516),(29 65.56752),(30 65.12349),(31 66.052025),(32 64.518524),(33 65.68397),(34 65.376755),(35 65.832184),(36 65.40085),(37 67.10589),(38 66.50632),(39 67.91734),(40 65.974304),(41 66.46459),(42 65.65673),(43 65.619),(44 64.34435),(45 64.83027),(46 65.03396),(47 65.31244),(48 64.64993),(49 65.76186),(50 65.5009),(51 66.040085),(52 64.7671),(53 65.79441),(54 65.30176),(55 66.19134),(56 65.050705),(57 65.88694),(58 65.08551),(59 65.60463),(60 63.394527),(61 65.35757),(62 64.66759),(63 66.05218),(64 64.72709),(65 65.87225),(66 65.708405),(67 66.64524),(68 65.26043),(69 65.61569),(70 64.79198),(71 65.422325),(72 65.35397),(73 66.508194),(74 66.073074),(75 67.52946),(76 65.77148),(77 66.61549),(78 66.20175),(79 67.36946),
(1 36.50183),(2 42.76486),(3 49.31884),(4 50.63402),(5 54.220695),(6 53.922726),(7 56.033905),(8 55.91023),(9 57.606693),(10 57.846714),(11 58.90749),(12 58.2401),(13 60.177895),(14 60.03545),(15 61.337574),(16 60.182186),(17 61.38735),(18 61.51951),(19 62.99173),(20 61.272602),(21 62.268707),(22 61.61436),(23 62.608273),(24 61.480793),(25 62.716007),(26 61.849606),(27 63.41615),(28 62.55139),(29 63.291103),(30 63.182007),(31 64.06748),(32 62.80259),(33 63.610905),(34 63.100727),(35 64.0962),(36 63.237415),(37 64.17893),(38 63.774574),(39 64.78496),(40 63.07861),(41 64.23009),(42 63.80238),(43 64.039154),(44 63.039326),(45 64.20819),(46 63.44608),(47 63.840343),(48 63.12148),(49 64.510475),(50 64.21159),(51 65.06826),(52 63.865047),(53 64.08764),(54 63.69512),(55 64.008766),(56 62.92649),(57 64.42633),(58 64.09659),(59 64.3792),(60 62.96231),(61 64.30616),(62 64.25008),(63 65.30486),(64 63.881252),(65 65.24607),(66 64.80507),(67 65.64791),(68 63.920692),(69 64.80012),(70 64.13675),(71 65.26307),(72 64.80817),(73 65.53743),(74 65.83417),(75 66.66255),(76 65.16259),(77 65.655914),(78 65.308914),(79 65.923325),
(1 36.671394),(2 43.279205),(3 50.044556),(4 50.910244),(5 54.33471),(6 54.022476),(7 56.151676),(8 56.27769),(9 57.42961),(10 57.772842),(11 58.837795),(12 58.293396),(13 60.11388),(14 60.5359),(15 60.873882),(16 59.989132),(17 61.421024),(18 61.44462),(19 62.88893),(20 61.97948),(21 62.87595),(22 62.29396),(23 63.113564),(24 61.795288),(25 62.914047),(26 62.345325),(27 64.48833),(28 63.384792),(29 64.38612),(30 63.863884),(31 64.66468),(32 63.788933),(33 64.999405),(34 63.73867),(35 64.63463),(36 63.343815),(37 64.76928),(38 64.47808),(39 65.539),(40 64.13898),(41 64.991165),(42 64.74745),(43 64.978355),(44 64.03175),(45 64.559654),(46 64.130684),(47 64.74282),(48 63.999),(49 64.81518),(50 64.84358),(51 65.498955),(52 64.60578),(53 65.28106),(54 65.060265),(55 65.5932),(56 64.65191),(57 65.09151),(58 65.052025),(59 65.20796),(60 63.468346),(61 65.09932),(62 64.80735),(63 65.65255),(64 64.54782),(65 65.24316),(66 65.059654),(67 65.46358),(68 63.8632),(69 64.7655),(70 64.50046),(71 65.1656),(72 63.76023),(73 65.32774),(74 65.368385),(75 66.23765),(76 64.22942),(77 64.89065),(78 64.54646),(79 65.534485),
(1 36.42006),(2 42.492783),(3 49.2115),(4 50.290916),(5 53.311874),(6 53.776917),(7 56.376606),(8 56.02146),(9 58.206047),(10 57.689518),(11 59.003742),(12 58.162212),(13 59.793293),(14 60.04535),(15 60.861282),(16 59.78469),(17 61.364826),(18 60.82026),(19 62.022873),(20 61.0319),(21 61.184864),(22 60.960682),(23 61.552567),(24 60.42094),(25 62.120792),(26 61.88026),(27 63.440845),(28 62.957516),(29 63.61642),(30 62.7497),(31 64.04162),(32 62.24349),(33 64.03104),(34 63.196125),(35 64.053055),(36 63.29958),(37 64.55389),(38 64.506355),(39 65.29783),(40 63.45212),(41 64.110466),(42 63.91523),(43 64.40963),(44 63.07073),(45 64.11537),(46 63.52293),(47 63.472687),(48 62.493668),(49 63.89864),(50 63.30341),(51 64.219284),(52 62.705067),(53 63.770508),(54 63.092102),(55 64.24082),(56 63.864994),(57 64.7296),(58 63.907417),(59 64.385796),(60 62.66367),(61 63.64193),(62 64.16624),(63 64.78007),(64 64.07653),(65 65.67616),(66 64.76177),(67 66.05642),(68 64.121414),(69 64.57259),(70 64.38955),(71 65.573685),(72 64.609726),(73 66.00816),(74 65.10019),(75 66.39824),(76 65.015396),(77 65.74248),(78 65.13021),(79 66.549805),
(1 35.65774),(2 42.12675),(3 48.280647),(4 49.77861),(5 52.69878),(6 53.36216),(7 55.704918),(8 55.283886),(9 56.93996),(10 56.89317),(11 58.20985),(12 58.098595),(13 59.960056),(14 60.051655),(15 61.045895),(16 59.935524),(17 61.306908),(18 61.00221),(19 62.391094),(20 61.596348),(21 62.058662),(22 61.826714),(23 62.3785),(24 61.592766),(25 62.47887),(26 62.023785),(27 63.68417),(28 62.97906),(29 63.946785),(30 63.146973),(31 63.60062),(32 62.929592),(33 63.86818),(34 63.29678),(35 63.70833),(36 63.497406),(37 64.3507),(38 63.95212),(39 64.95672),(40 63.712883),(41 64.09574),(42 63.79152),(43 63.99244),(44 63.189472),(45 63.380108),(46 63.14631),(47 63.390827),(48 62.40878),(49 63.010376),(50 62.75559),(51 63.703026),(52 61.92183),(53 63.200115),(54 62.91638),(55 63.602253),(56 62.92199),(57 63.896572),(58 63.371407),(59 63.82291),(60 62.432613),(61 63.31462),(62 63.03691),(63 64.30559),(64 63.05034),(65 64.8692),(66 64.209885),(67 64.973),(68 63.35656),(69 63.863007),(70 63.501514),(71 64.003975),(72 63.066742),(73 64.35582),(74 64.372055),(75 65.14161),(76 63.585594),(77 64.71081),(78 63.794407),(79 64.82589),
(1 35.292774),(2 41.942455),(3 48.354446),(4 49.30339),(5 51.80742),(6 52.19943),(7 54.399517),(8 53.784077),(9 55.746212),(10 56.534973),(11 57.5235),(12 57.412945),(13 59.012287),(14 58.418724),(15 59.519947),(16 58.63069),(17 60.41279),(18 59.643738),(19 60.75389),(20 59.68669),(21 60.149776),(22 60.066177),(23 60.29189),(24 59.55002),(25 60.46078),(26 60.752216),(27 61.830288),(28 61.733322),(29 62.975494),(30 62.40672),(31 63.12605),(32 62.236298),(33 63.23002),(34 62.486515),(35 63.023933),(36 62.57689),(37 63.8421),(38 63.87184),(39 63.988754),(40 62.73139),(41 63.435394),(42 63.08259),(43 63.145943),(44 62.226578),(45 62.93307),(46 62.568226),(47 63.283726),(48 61.906063),(49 62.357616),(50 61.51757),(51 62.193405),(52 61.01984),(53 62.381203),(54 62.192135),(55 63.08567),(56 62.416237),(57 62.945087),(58 62.638794),(59 63.213818),(60 62.25592),(61 63.301758),(62 63.032417),(63 64.23315),(64 63.265175),(65 64.76051),(66 64.47161),(67 65.017525),(68 63.830658),(69 64.02845),(70 63.723583),(71 64.00643),(72 63.33585),(73 64.01006),(74 64.4013),(75 64.71561),(76 63.67622),(77 64.06839),(78 63.706234),(79 64.8594),
