1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 69.72722),(2 79.057915),(3 85.054474),(4 91.212685),(5 94.17108),(6 97.9115),(7 100.41767),(8 103.411934),(9 105.95295),(10 109.438),(11 111.015396),(12 112.9017),(13 111.54023),(14 112.45583),(15 112.392395),(16 114.78145),(17 111.65559),(18 114.85535),(19 113.6194),(20 114.68066),(21 114.21759),(22 115.52976),(23 115.70542),(24 116.91792),(25 114.95089),(26 117.79989),(27 116.83717),(28 116.45977),(29 115.59361),(30 116.606674),(31 115.382065),(32 118.80221),(33 116.577095),(34 118.29124),(35 117.12494),(36 120.35966),(37 119.03707),(38 120.79124),(39 120.62983),(40 122.38801),(41 123.31515),(42 124.57566),(43 124.8278),(44 126.00942),(45 125.59289),(46 129.07927),(47 127.105865),(48 127.56758),(49 127.840546),(50 127.88736),(51 127.79964),(52 126.35465),(53 124.72549),(54 125.18157),(55 126.021805),(56 125.9357),(57 127.83059),(58 127.19176),(59 128.1339),(60 127.99603),(61 131.16283),(62 130.5235),(63 133.61234),(64 133.70744),(65 135.8493),(66 133.79143),(67 136.90947),(68 134.61464),(69 134.30794),(70 132.77437),(71 134.11325),(72 131.69733),(73 132.44789),(74 130.48582),(75 130.89828),(76 127.7834),(77 128.29424),(78 126.17966),(79 127.506966),
(1 69.539055),(2 78.18509),(3 83.313614),(4 88.05107),(5 92.91133),(6 96.149025),(7 97.33674),(8 100.77463),(9 103.84984),(10 107.28155),(11 107.952),(12 110.274864),(13 109.60405),(14 111.867516),(15 110.516266),(16 112.42643),(17 110.55623),(18 112.80031),(19 110.94174),(20 113.236115),(21 111.81538),(22 113.38749),(23 112.66829),(24 112.96954),(25 112.345345),(26 114.81241),(27 113.00371),(28 114.627594),(29 112.48182),(30 115.487305),(31 113.45537),(32 114.553055),(33 114.44029),(34 115.73556),(35 113.65838),(36 116.83013),(37 115.43501),(38 117.40696),(39 116.98262),(40 118.66053),(41 118.38393),(42 121.27525),(43 120.78793),(44 121.957146),(45 120.92253),(46 122.97339),(47 122.41261),(48 122.39988),(49 122.444336),(50 121.15548),(51 121.020355),(52 120.26776),(53 120.87533),(54 120.12066),(55 120.955986),(56 120.08334),(57 122.16081),(58 121.38824),(59 122.92817),(60 122.373405),(61 125.90098),(62 126.3578),(63 127.719955),(64 127.62983),(65 130.65154),(66 129.06963),(67 129.96501),(68 128.87076),(69 128.75438),(70 127.015564),(71 128.22514),(72 126.23982),(73 126.369965),(74 124.95491),(75 126.63974),(76 124.02401),(77 125.62334),(78 124.04046),(79 125.30202),
(1 68.280556),(2 77.98937),(3 83.69786),(4 88.75992),(5 90.5986),(6 94.228516),(7 97.38961),(8 100.72574),(9 101.9346),(10 105.636116),(11 106.6188),(12 108.24512),(13 108.52441),(14 109.32007),(15 107.69068),(16 109.51872),(17 107.53159),(18 109.608765),(19 108.648926),(20 110.25377),(21 109.36501),(22 110.785866),(23 110.02241),(24 111.22218),(25 109.47887),(26 111.80509),(27 108.886055),(28 110.94333),(29 109.9462),(30 113.17703),(31 111.82955),(32 114.50033),(33 113.15069),(34 114.95942),(35 114.13285),(36 116.3949),(37 115.208916),(38 116.18835),(39 116.24006),(40 117.344475),(41 116.300674),(42 118.675735),(43 120.55073),(44 120.51171),(45 120.37857),(46 123.628365),(47 123.26233),(48 122.542404),(49 124.291725),(50 122.455826),(51 122.88825),(52 120.993126),(53 120.399925),(54 119.17093),(55 120.31513),(56 119.577805),(57 122.08274),(58 121.31154),(59 122.82022),(60 121.81759),(61 123.78437),(62 123.16213),(63 123.22073),(64 123.1326),(65 124.96184),(66 124.4354),(67 125.33955),(68 123.74813),(69 123.7917),(70 121.284386),(71 122.33097),(72 120.70105),(73 121.78237),(74 119.57655),(75 119.93464),(76 118.95192),(77 120.13756),(78 118.985146),(79 119.76059),
(1 69.03651),(2 78.260605),(3 84.80661),(4 89.94278),(5 92.317825),(6 96.330444),(7 99.0918),(8 102.84905),(9 106.694954),(10 111.08005),(11 111.81099),(12 113.185234),(13 113.70539),(14 115.45654),(15 114.55415),(16 115.673386),(17 114.10029),(18 116.72195),(19 114.55707),(20 115.852036),(21 114.68855),(22 116.391235),(23 114.20639),(24 115.14693),(25 114.28264),(26 117.0916),(27 115.14582),(28 115.98857),(29 115.60916),(30 116.43963),(31 116.95189),(32 118.36965),(33 117.08208),(34 119.284775),(35 118.89012),(36 121.50856),(37 118.75898),(38 120.62122),(39 120.132614),(40 120.82238),(41 119.937996),(42 121.50715),(43 122.800545),(44 123.925224),(45 123.55833),(46 127.528984),(47 124.92124),(48 125.13665),(49 125.27551),(50 123.90085),(51 124.894325),(52 123.42322),(53 123.41423),(54 123.61188),(55 123.96768),(56 123.781715),(57 126.22132),(58 126.482254),(59 129.17964),(60 128.27718),(61 130.66121),(62 131.52739),(63 132.95331),(64 133.17708),(65 135.45816),(66 134.97023),(67 136.01552),(68 134.73024),(69 134.57399),(70 132.26506),(71 132.40034),(72 130.72456),(73 129.9695),(74 128.09785),(75 128.0476),(76 125.84845),(77 125.87301),(78 123.753204),(79 125.697266),
(1 69.49477),(2 77.38291),(3 84.22026),(4 89.505035),(5 92.338264),(6 96.386795),(7 98.773384),(8 102.75077),(9 105.10913),(10 107.62237),(11 108.442635),(12 109.82177),(13 110.23831),(14 110.27975),(15 109.814384),(16 110.46362),(17 109.24654),(18 112.71427),(19 111.987076),(20 113.84209),(21 112.921135),(22 114.19072),(23 113.43364),(24 115.29478),(25 112.91185),(26 114.837296),(27 113.82913),(28 116.63823),(29 114.83656),(30 116.56321),(31 115.64098),(32 118.17622),(33 117.06171),(34 117.87563),(35 116.77612),(36 119.215195),(37 117.42902),(38 119.0363),(39 118.263245),(40 120.60899),(41 118.141235),(42 119.85356),(43 122.03163),(44 122.33577),(45 121.54368),(46 124.09047),(47 122.98719),(48 123.72673),(49 125.13194),(50 122.201454),(51 122.19769),(52 122.17512),(53 122.79871),(54 121.00221),(55 121.653824),(56 121.439186),(57 120.79483),(58 121.25965),(59 121.53939),(60 123.16094),(61 124.91652),(62 123.4368),(63 124.60271),(64 125.18862),(65 125.75557),(66 124.88639),(67 126.00822),(68 125.021805),(69 125.36782),(70 122.56756),(71 124.89237),(72 122.59791),(73 123.142365),(74 122.12306),(75 122.231995),(76 120.87368),(77 121.423676),(78 120.808815),(79 122.33436),
(1 67.369804),(2 75.894066),(3 82.24439),(4 87.271164),(5 89.930214),(6 93.63432),(7 95.93169),(8 98.98069),(9 100.98081),(10 104.719505),(11 104.006874),(12 107.21085),(13 107.240616),(14 109.06612),(15 106.39303),(16 107.4738),(17 104.83965),(18 106.37296),(19 105.99182),(20 106.397285),(21 105.36591),(22 106.084785),(23 105.61689),(24 108.107124),(25 107.59313),(26 108.85655),(27 107.66428),(28 110.139206),(29 108.742195),(30 110.80274),(31 109.6798),(32 112.32837),(33 110.2998),(34 112.55748),(35 110.924515),(36 112.61424),(37 110.895485),(38 113.528564),(39 112.96607),(40 114.88154),(41 113.58231),(42 114.974434),(43 117.49638),(44 119.42049),(45 119.76392),(46 122.918045),(47 121.96084),(48 122.77541),(49 123.41681),(50 121.582954),(51 121.59223),(52 119.928505),(53 120.18021),(54 118.55801),(55 119.95692),(56 119.69587),(57 120.30259),(58 119.87064),(59 122.00169),(60 121.52587),(61 123.86413),(62 123.042336),(63 125.681076),(64 124.91145),(65 125.57619),(66 126.02086),(67 127.138405),(68 124.86946),(69 125.02556),(70 122.22198),(71 123.59424),(72 121.06743),(73 122.61074),(74 120.77574),(75 121.248695),(76 119.231125),(77 120.36292),(78 117.99058),(79 119.674995),
(1 67.594376),(2 75.83038),(3 82.15052),(4 86.94462),(5 89.96917),(6 94.03148),(7 96.91556),(8 100.49365),(9 102.41045),(10 105.98532),(11 105.86999),(12 107.93086),(13 107.38302),(14 108.80715),(15 108.05968),(16 110.578674),(17 108.55552),(18 109.924545),(19 109.97193),(20 111.93049),(21 111.48246),(22 112.450836),(23 111.56668),(24 112.09377),(25 111.03712),(26 112.89489),(27 110.51702),(28 113.128654),(29 112.243256),(30 114.269585),(31 113.20691),(32 115.81285),(33 115.41135),(34 116.35545),(35 115.050934),(36 117.38803),(37 116.31876),(38 118.28832),(39 117.389046),(40 119.71232),(41 119.12439),(42 121.885025),(43 122.751915),(44 123.7156),(45 123.32632),(46 125.4793),(47 124.227425),(48 123.97927),(49 125.17356),(50 124.294205),(51 124.422),(52 123.59447),(53 123.39097),(54 121.622406),(55 121.65573),(56 122.04633),(57 122.51411),(58 123.69579),(59 124.40176),(60 124.74855),(61 126.5356),(62 125.4935),(63 127.31123),(64 127.345665),(65 129.23355),(66 128.5214),(67 132.07126),(68 131.07468),(69 132.38327),(70 129.47002),(71 130.66386),(72 127.840126),(73 129.03798),(74 127.79229),(75 128.86006),(76 126.11604),(77 126.46054),(78 125.47305),(79 125.69166),
(1 68.44388),(2 77.19786),(3 83.5659),(4 89.37772),(5 91.54209),(6 96.63248),(7 97.77259),(8 102.33982),(9 105.02353),(10 109.10799),(11 109.52142),(12 109.64991),(13 109.71881),(14 111.21489),(15 110.44203),(16 112.26443),(17 109.638145),(18 111.35769),(19 110.20833),(20 111.20122),(21 110.99218),(22 111.52218),(23 110.7389),(24 111.39425),(25 109.97423),(26 111.71107),(27 110.860596),(28 112.93192),(29 112.20777),(30 112.99102),(31 112.65779),(32 114.979164),(33 113.371445),(34 114.92886),(35 113.658424),(36 116.24025),(37 115.22353),(38 117.54332),(39 117.18319),(40 119.28389),(41 116.41193),(42 118.53697),(43 120.204094),(44 122.612045),(45 120.89948),(46 123.0797),(47 121.38288),(48 122.80662),(49 122.73551),(50 122.03435),(51 121.43237),(52 120.59302),(53 120.85983),(54 119.346535),(55 119.54901),(56 118.290565),(57 118.49748),(58 117.410416),(59 119.59727),(60 119.356766),(61 120.54854),(62 121.00564),(63 122.35763),(64 121.874664),(65 122.298836),(66 122.730995),(67 124.34921),(68 122.914),(69 122.93617),(70 121.3211),(71 122.57479),(72 119.982285),(73 122.53161),(74 122.269066),(75 122.48499),(76 121.34446),(77 122.01869),(78 121.32398),(79 123.6735),
(1 67.38007),(2 75.8102),(3 82.15266),(4 87.285736),(5 89.24942),(6 93.68536),(7 95.78771),(8 100.14599),(9 101.568596),(10 105.314896),(11 105.64416),(12 108.39203),(13 107.28676),(14 109.30039),(15 108.07163),(16 110.07546),(17 107.73514),(18 109.38083),(19 108.33296),(20 109.464096),(21 109.386925),(22 110.47312),(23 109.155716),(24 109.86231),(25 107.51665),(26 108.78563),(27 106.984085),(28 108.52032),(29 107.47989),(30 108.801384),(31 108.43039),(32 110.1503),(33 108.38196),(34 110.6699),(35 108.72642),(36 111.13802),(37 110.702484),(38 112.252914),(39 112.02104),(40 112.42191),(41 112.61603),(42 114.71325),(43 116.67462),(44 118.45048),(45 116.8729),(46 120.76862),(47 119.0402),(48 119.57979),(49 120.51403),(50 119.450294),(51 118.867805),(52 117.40167),(53 117.46816),(54 116.15744),(55 117.971115),(56 118.594826),(57 119.31533),(58 120.50939),(59 122.2401),(60 121.3504),(61 124.445496),(62 123.65424),(63 125.73481),(64 124.81833),(65 125.57848),(66 124.30652),(67 126.18802),(68 125.167305),(69 124.84776),(70 124.01126),(71 124.22937),(72 122.33447),(73 123.38343),(74 122.09206),(75 122.117355),(76 120.947266),(77 121.05713),(78 119.876015),(79 121.973526),
(1 67.76324),(2 77.020996),(3 82.26234),(4 87.35222),(5 88.86272),(6 92.99972),(7 95.655975),(8 99.212585),(9 102.22753),(10 106.23657),(11 106.17027),(12 108.49612),(13 107.373886),(14 109.3636),(15 108.94262),(16 111.80595),(17 109.220924),(18 111.72768),(19 109.81013),(20 111.406),(21 111.08352),(22 111.60674),(23 111.14225),(24 111.59186),(25 109.62298),(26 111.313705),(27 109.59626),(28 110.26189),(29 109.10988),(30 109.939224),(31 108.40828),(32 110.86167),(33 109.96344),(34 111.186806),(35 109.608894),(36 111.34052),(37 111.981125),(38 113.336205),(39 114.8627),(40 116.4673),(41 116.64433),(42 118.41736),(43 119.573395),(44 120.86722),(45 120.046974),(46 123.37537),(47 121.69456),(48 121.90155),(49 123.268105),(50 122.10653),(51 122.57285),(52 121.546455),(53 121.4279),(54 120.44291),(55 122.00616),(56 122.08329),(57 122.43524),(58 121.5714),(59 122.23075),(60 122.938866),(61 124.433914),(62 125.02782),(63 126.45625),(64 125.01907),(65 127.371925),(66 127.39267),(67 127.91681),(68 127.694855),(69 128.48232),(70 126.89057),(71 127.383),(72 125.54329),(73 126.62379),(74 124.039635),(75 124.01387),(76 123.4087),(77 123.921936),(78 122.179306),(79 123.04159),
(1 66.31853),(2 75.07327),(3 81.890724),(4 86.4366),(5 91.20397),(6 94.62522),(7 97.157104),(8 100.553246),(9 102.35219),(10 106.33034),(11 106.82638),(12 109.121796),(13 108.40623),(14 109.578156),(15 108.96344),(16 110.889595),(17 108.651306),(18 111.2671),(19 109.305626),(20 110.80961),(21 110.1253),(22 111.364525),(23 110.4555),(24 111.262054),(25 109.42238),(26 112.234886),(27 110.680084),(28 112.64967),(29 111.73827),(30 113.85114),(31 112.187614),(32 114.01426),(33 112.86942),(34 114.99879),(35 113.08952),(36 115.615204),(37 113.34312),(38 115.04991),(39 115.92988),(40 116.93317),(41 115.94424),(42 116.50856),(43 118.48479),(44 119.13474),(45 118.656815),(46 121.6503),(47 119.106155),(48 118.998436),(49 120.75827),(50 118.89857),(51 119.2939),(52 119.40006),(53 119.25895),(54 118.16479),(55 119.30448),(56 118.41532),(57 119.65632),(58 120.293976),(59 122.42482),(60 121.979),(61 124.47111),(62 124.293175),(63 126.6374),(64 124.65716),(65 125.793495),(66 124.45812),(67 125.78333),(68 123.763855),(69 123.74327),(70 122.578224),(71 122.56079),(72 120.564705),(73 122.442604),(74 119.4846),(75 119.76985),(76 118.751305),(77 120.68451),(78 119.36071),(79 120.59326),
(1 66.608864),(2 75.572716),(3 80.97176),(4 86.15464),(5 89.170525),(6 93.93585),(7 94.905785),(8 98.22089),(9 100.72512),(10 103.83775),(11 105.7838),(12 106.730316),(13 108.03606),(14 109.048035),(15 108.03972),(16 109.24168),(17 108.16245),(18 109.566574),(19 108.00737),(20 107.71091),(21 107.24882),(22 108.9967),(23 107.465935),(24 109.37691),(25 108.748215),(26 109.10756),(27 108.1998),(28 109.73971),(29 108.1073),(30 109.56498),(31 109.11837),(32 111.14416),(33 109.67396),(34 112.707375),(35 110.30896),(36 112.51855),(37 111.76343),(38 114.72497),(39 114.038956),(40 117.9825),(41 116.456474),(42 118.87332),(43 119.398384),(44 120.171326),(45 120.23651),(46 123.686295),(47 120.11563),(48 119.44707),(49 120.24841),(50 118.81472),(51 119.13875),(52 118.35397),(53 118.77874),(54 117.74765),(55 119.47103),(56 118.44684),(57 119.06534),(58 117.35575),(59 119.09474),(60 118.42326),(61 121.05151),(62 119.63923),(63 121.41389),(64 122.53486),(65 124.0473),(66 123.30784),(67 125.352806),(68 124.8189),(69 124.56319),(70 123.46311),(71 124.635155),(72 121.229195),(73 122.369446),(74 121.5158),(75 122.38489),(76 121.52139),(77 122.42072),(78 120.54254),(79 121.569855),
(1 65.58821),(2 74.041695),(3 80.54421),(4 85.140144),(5 87.947105),(6 91.92563),(7 94.64099),(8 98.245346),(9 100.303505),(10 102.53954),(11 102.62772),(12 105.06262),(13 104.674065),(14 105.610344),(15 105.86134),(16 107.25301),(17 105.8431),(18 107.68173),(19 106.354164),(20 107.3145),(21 105.53583),(22 107.80902),(23 105.190475),(24 107.12479),(25 106.37792),(26 107.88153),(27 106.49375),(28 106.8119),(29 106.130905),(30 107.46796),(31 106.407196),(32 108.33396),(33 108.47051),(34 110.02156),(35 108.39123),(36 110.893135),(37 110.344376),(38 112.15376),(39 111.49849),(40 113.578026),(41 112.00835),(42 114.39525),(43 115.1877),(44 117.29647),(45 117.70717),(46 119.281876),(47 117.816086),(48 118.724846),(49 118.71647),(50 118.86911),(51 119.57738),(52 118.06552),(53 119.17306),(54 117.130356),(55 117.55516),(56 116.75581),(57 117.65113),(58 117.57154),(59 117.610535),(60 118.322426),(61 118.503044),(62 118.45826),(63 121.58155),(64 121.55588),(65 123.513794),(66 122.68665),(67 125.3217),(68 124.70588),(69 124.68073),(70 122.071976),(71 121.30683),(72 118.81469),(73 120.8183),(74 120.15913),(75 119.95043),(76 119.855965),(77 120.31235),(78 118.75596),(79 120.117195),
(1 66.23909),(2 75.02608),(3 80.40292),(4 85.7212),(5 88.633156),(6 92.968666),(7 95.07717),(8 98.645706),(9 100.46305),(10 103.59423),(11 104.09195),(12 106.35929),(13 106.50914),(14 107.0541),(15 105.648834),(16 108.53788),(17 106.776955),(18 108.42168),(19 106.97538),(20 109.159294),(21 108.343185),(22 110.171455),(23 110.30576),(24 111.29084),(25 110.27141),(26 111.270035),(27 110.57586),(28 111.797745),(29 110.62066),(30 112.178894),(31 110.38013),(32 112.69934),(33 112.99975),(34 115.68907),(35 114.36533),(36 116.71729),(37 113.82683),(38 115.88254),(39 115.17932),(40 116.654564),(41 116.05158),(42 117.474785),(43 120.10749),(44 120.9656),(45 121.52405),(46 123.81583),(47 122.33354),(48 122.51641),(49 121.95272),(50 121.727585),(51 121.47559),(52 120.62311),(53 120.438835),(54 119.1551),(55 119.95386),(56 119.482765),(57 119.72138),(58 119.61179),(59 120.623215),(60 120.30336),(61 123.00132),(62 120.78284),(63 122.97155),(64 122.8161),(65 123.96697),(66 123.13104),(67 126.371864),(68 123.82443),(69 124.24451),(70 121.9459),(71 122.47155),(72 119.66156),(73 121.97049),(74 119.8325),(75 119.904564),(76 119.296234),(77 120.23017),(78 117.77869),(79 120.025024),
(1 65.35356),(2 73.89259),(3 79.85033),(4 84.84062),(5 87.955),(6 92.42728),(7 94.31018),(8 97.54203),(9 99.538185),(10 102.20675),(11 102.57134),(12 104.353516),(13 104.92271),(14 106.37441),(15 104.26845),(16 105.78469),(17 103.63854),(18 105.8418),(19 104.53869),(20 104.9345),(21 104.465645),(22 105.73319),(23 104.903564),(24 105.56428),(25 103.81223),(26 106.71303),(27 104.453156),(28 107.09541),(29 105.509445),(30 107.2403),(31 106.42686),(32 109.251564),(33 108.48465),(34 110.129814),(35 109.062195),(36 112.0002),(37 110.93078),(38 113.62141),(39 111.99539),(40 114.659966),(41 113.16907),(42 114.22392),(43 116.775185),(44 116.8036),(45 116.45509),(46 118.830795),(47 118.27882),(48 117.96045),(49 117.38469),(50 116.612404),(51 117.14203),(52 116.33164),(53 116.629875),(54 116.124306),(55 117.38434),(56 116.42986),(57 116.91321),(58 116.868256),(59 117.89811),(60 117.59579),(61 121.09915),(62 120.77807),(63 123.87199),(64 122.45951),(65 124.93378),(66 124.06157),(67 126.38056),(68 124.618904),(69 125.609985),(70 122.69924),(71 122.758064),(72 120.04966),(73 120.40952),(74 118.245285),(75 119.10119),(76 118.280975),(77 119.67895),(78 118.27679),(79 121.283745),
(1 65.8334),(2 73.588745),(3 79.86648),(4 84.84935),(5 88.47754),(6 92.44237),(7 94.59821),(8 98.16409),(9 99.92898),(10 103.28329),(11 103.41282),(12 104.7984),(13 105.18625),(14 105.77204),(15 104.482834),(16 107.2481),(17 104.91904),(18 106.77574),(19 105.99723),(20 106.32542),(21 104.95285),(22 107.985855),(23 106.45607),(24 107.780136),(25 107.53038),(26 108.07858),(27 107.26716),(28 108.91788),(29 108.04334),(30 108.931335),(31 109.181305),(32 110.27875),(33 108.57873),(34 111.73816),(35 109.61678),(36 110.908875),(37 109.595406),(38 112.22095),(39 111.93837),(40 114.270065),(41 113.56984),(42 114.15471),(43 116.487885),(44 117.60487),(45 116.63575),(46 119.773315),(47 118.67329),(48 119.25462),(49 118.898636),(50 118.38822),(51 117.75985),(52 117.397255),(53 117.217255),(54 116.27379),(55 117.69283),(56 117.05701),(57 117.33927),(58 117.77971),(59 119.04956),(60 117.88049),(61 120.23297),(62 120.54579),(63 121.59807),(64 122.74972),(65 124.409065),(66 123.029976),(67 124.378654),(68 122.64263),(69 122.71446),(70 121.40627),(71 122.87894),(72 121.03912),(73 120.78758),(74 118.81562),(75 120.21273),(76 117.83544),(77 118.99441),(78 117.431755),(79 118.64622),
(1 65.245926),(2 74.59861),(3 81.10815),(4 86.86373),(5 90.0619),(6 93.48261),(7 95.5501),(8 98.437706),(9 100.441154),(10 105.30833),(11 106.694084),(12 108.15447),(13 107.42362),(14 107.87498),(15 105.520996),(16 107.35461),(17 106.1043),(18 108.40482),(19 106.31218),(20 107.86881),(21 106.09075),(22 107.745605),(23 106.65739),(24 109.05605),(25 107.30419),(26 109.1466),(27 108.298584),(28 110.775406),(29 109.95149),(30 112.43985),(31 111.78634),(32 114.251656),(33 112.50029),(34 114.64109),(35 112.7006),(36 115.14194),(37 114.21512),(38 116.9829),(39 115.86401),(40 118.151344),(41 116.65646),(42 119.796265),(43 120.677155),(44 120.34101),(45 120.06979),(46 122.56246),(47 120.24199),(48 120.51734),(49 122.13363),(50 120.31831),(51 120.31255),(52 119.669876),(53 119.19818),(54 118.36216),(55 118.97503),(56 118.47436),(57 118.547165),(58 118.27379),(59 120.38184),(60 120.46393),(61 122.69522),(62 121.229065),(63 123.5321),(64 124.42085),(65 126.50882),(66 125.24977),(67 127.21965),(68 124.77454),(69 126.3069),(70 124.67313),(71 124.59053),(72 122.927895),(73 123.084984),(74 122.27676),(75 122.4262),(76 121.59444),(77 121.35513),(78 120.51182),(79 122.528206),
(1 64.741905),(2 73.28275),(3 78.97086),(4 83.67301),(5 87.29406),(6 90.81283),(7 93.868164),(8 96.590416),(9 98.59829),(10 102.06173),(11 101.9356),(12 102.7532),(13 104.14762),(14 104.50564),(15 103.65621),(16 104.87372),(17 102.31576),(18 105.97907),(19 104.36985),(20 105.50018),(21 103.86476),(22 105.98979),(23 105.30138),(24 106.8856),(25 106.36188),(26 107.64464),(27 105.817215),(28 108.66918),(29 109.021515),(30 109.77114),(31 109.34537),(32 111.48052),(33 109.66805),(34 111.103676),(35 109.70774),(36 110.89665),(37 108.81278),(38 110.973816),(39 109.72356),(40 111.28807),(41 111.04184),(42 111.72069),(43 113.82894),(44 114.810104),(45 114.789345),(46 117.121864),(47 115.293564),(48 116.880424),(49 118.11694),(50 117.194855),(51 117.53457),(52 116.71165),(53 115.88565),(54 114.63312),(55 114.89467),(56 113.68455),(57 114.26186),(58 113.094795),(59 114.780235),(60 114.43239),(61 115.09811),(62 114.06127),(63 116.994484),(64 116.53578),(65 117.53542),(66 117.42263),(67 120.15272),(68 117.76323),(69 119.67595),(70 116.38642),(71 118.91309),(72 116.83086),(73 118.12239),(74 116.20024),(75 116.86233),(76 114.852135),(77 116.776276),(78 114.58766),(79 117.049545),
