1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 737.0679),(2 503.40656),(3 914.54156),(4 597.4671),(5 982.4426),(6 638.3476),(7 1006.83795),(8 669.31854),(9 1045.3575),(10 705.1372),(11 1075.9094),(12 726.9712),(13 1106.531),(14 758.36676),(15 1135.8042),(16 787.9186),(17 1158.0685),(18 834.7297),(19 1213.1096),(20 881.74493),(21 1257.0978),(22 916.3282),(23 1290.6753),(24 962.45575),(25 1348.791),(26 1006.339),(27 1384.2457),(28 1058.5192),(29 1435.762),(30 1107.8934),(31 1490.3416),(32 1175.9614),(33 1556.7316),(34 1218.3033),(35 1603.9235),(36 1274.9642),(37 1664.492),(38 1326.1976),(39 1705.4309),(40 1364.0228),(41 1744.0704),(42 1413.3405),(43 1790.212),(44 1433.8522),(45 1798.2169),(46 1445.057),(47 1800.0477),(48 1429.3956),(49 1777.8044),(50 1408.7185),(51 1754.0553),(52 1371.6058),(53 1711.0645),(54 1346.8866),(55 1687.4897),(56 1325.2122),(57 1662.333),(58 1297.6005),(59 1636.4503),(60 1278.1813),(61 1633.4436),(62 1265.9891),(63 1619.5691),(64 1261.8435),(65 1612.4885),(66 1255.3083),(67 1613.5911),(68 1273.9736),(69 1621.3649),(70 1273.262),(71 1629.491),(72 1286.5415),(73 1646.161),(74 1309.9225),(75 1678.386),(76 1323.4028),(77 1682.9207),(78 1317.1714),(79 1673.8143),
(1 721.80054),(2 487.71793),(3 894.63226),(4 581.2197),(5 961.5818),(6 628.2291),(7 996.2771),(8 659.84174),(9 1027.4612),(10 690.95435),(11 1043.7744),(12 710.8023),(13 1087.728),(14 746.45337),(15 1124.3866),(16 782.2043),(17 1153.0906),(18 828.6904),(19 1205.2255),(20 875.8395),(21 1246.8375),(22 920.7092),(23 1301.1658),(24 971.5964),(25 1349.8143),(26 1015.9547),(27 1392.8903),(28 1074.6976),(29 1443.9629),(30 1135.2408),(31 1514.6129),(32 1197.2759),(33 1571.4261),(34 1251.4777),(35 1632.6239),(36 1320.2363),(37 1710.6028),(38 1375.0963),(39 1749.893),(40 1420.9277),(41 1792.1178),(42 1466.2848),(43 1836.9987),(44 1491.8208),(45 1854.896),(46 1512.643),(47 1861.6656),(48 1498.141),(49 1836.173),(50 1464.4539),(51 1792.1073),(52 1436.9562),(53 1760.5525),(54 1397.8175),(55 1731.5941),(56 1381.3903),(57 1697.7479),(58 1342.762),(59 1662.978),(60 1321.5815),(61 1657.6057),(62 1298.3021),(63 1632.5228),(64 1279.914),(65 1615.1925),(66 1272.4679),(67 1601.9972),(68 1253.0209),(69 1614.0935),(70 1262.6803),(71 1615.7906),(72 1293.2493),(73 1651.0154),(74 1320.9281),(75 1677.9894),(76 1336.4496),(77 1690.3732),(78 1346.1377),(79 1702.7816),
(1 708.64557),(2 484.4716),(3 887.4599),(4 578.68896),(5 942.4118),(6 626.94495),(7 973.954),(8 655.86304),(9 1012.7878),(10 680.0055),(11 1024.637),(12 699.47955),(13 1056.818),(14 731.848),(15 1101.6091),(16 773.70374),(17 1129.808),(18 823.5037),(19 1188.8383),(20 878.9941),(21 1243.0703),(22 916.0085),(23 1282.6759),(24 956.10516),(25 1323.8599),(26 1006.1103),(27 1370.5634),(28 1047.5836),(29 1413.7512),(30 1099.5786),(31 1472.8971),(32 1147.9885),(33 1519.6919),(34 1202.3494),(35 1567.5731),(36 1260.1749),(37 1610.1097),(38 1301.6549),(39 1663.7583),(40 1334.223),(41 1685.0717),(42 1378.0082),(43 1729.143),(44 1411.2076),(45 1755.5641),(46 1433.2815),(47 1770.1945),(48 1419.8978),(49 1754.9761),(50 1397.6167),(51 1719.9755),(52 1368.0486),(53 1706.9608),(54 1343.7161),(55 1672.9443),(56 1325.2346),(57 1653.7872),(58 1315.4288),(59 1631.0244),(60 1292.5778),(61 1621.8464),(62 1291.2069),(63 1608.6517),(64 1282.1158),(65 1603.0424),(66 1275.2081),(67 1599.0084),(68 1270.0604),(69 1599.0283),(70 1274.0315),(71 1607.1062),(72 1284.3828),(73 1628.5657),(74 1310.6757),(75 1643.1351),(76 1315.0332),(77 1651.1436),(78 1323.2198),(79 1645.1968),
(1 715.3413),(2 477.83664),(3 881.2944),(4 577.4005),(5 948.5484),(6 619.4687),(7 978.0459),(8 646.08856),(9 1011.08044),(10 676.66846),(11 1027.4109),(12 694.64606),(13 1061.4366),(14 721.6685),(15 1086.2401),(16 755.3889),(17 1128.1593),(18 811.80914),(19 1172.3287),(20 851.4423),(21 1215.4015),(22 884.5319),(23 1250.4987),(24 924.6413),(25 1291.8723),(26 967.7392),(27 1348.5216),(28 1020.56946),(29 1394.0569),(30 1084.5737),(31 1456.743),(32 1133.7161),(33 1503.2202),(34 1180.4092),(35 1556.8151),(36 1232.8478),(37 1604.4476),(38 1279.7056),(39 1652.0532),(40 1322.5547),(41 1691.0432),(42 1375.0869),(43 1732.2986),(44 1404.9882),(45 1761.471),(46 1423.0077),(47 1770.8407),(48 1410.8041),(49 1747.7831),(50 1392.7311),(51 1729.7417),(52 1370.7081),(53 1701.4563),(54 1342.9321),(55 1674.9512),(56 1327.2167),(57 1667.046),(58 1316.3171),(59 1641.4943),(60 1291.9218),(61 1638.3556),(62 1294.0072),(63 1615.7836),(64 1276.8702),(65 1613.6139),(66 1274.2068),(67 1608.8405),(68 1273.9786),(69 1609.798),(70 1274.591),(71 1604.5706),(72 1263.2645),(73 1611.962),(74 1278.0228),(75 1638.5625),(76 1304.7992),(77 1650.9276),(78 1313.4003),(79 1650.5754),
(1 711.6668),(2 478.95825),(3 879.6784),(4 564.5635),(5 940.72205),(6 616.00714),(7 966.1195),(8 628.8116),(9 988.20294),(10 656.06354),(11 1024.2859),(12 691.9875),(13 1055.2162),(14 722.16724),(15 1093.5009),(16 764.27563),(17 1126.3977),(18 812.3283),(19 1181.0972),(20 859.78625),(21 1226.6385),(22 902.2081),(23 1266.7733),(24 946.42755),(25 1316.037),(26 982.81287),(27 1349.5759),(28 1022.3013),(29 1396.779),(30 1075.8401),(31 1440.6498),(32 1112.8904),(33 1480.9215),(34 1151.0582),(35 1520.8656),(36 1200.4208),(37 1563.7084),(38 1240.2122),(39 1605.628),(40 1280.4415),(41 1645.5452),(42 1323.5427),(43 1684.0259),(44 1355.0106),(45 1712.4636),(46 1370.3079),(47 1715.8916),(48 1357.7535),(49 1697.0338),(50 1335.4619),(51 1676.1564),(52 1315.5043),(53 1648.3082),(54 1289.2819),(55 1616.1238),(56 1262.7295),(57 1601.2465),(58 1253.911),(59 1585.309),(60 1231.0135),(61 1575.9403),(62 1235.2178),(63 1569.2799),(64 1222.7478),(65 1557.9601),(66 1217.5803),(67 1557.3547),(68 1224.0925),(69 1556.8329),(70 1222.3123),(71 1551.6449),(72 1220.272),(73 1563.0781),(74 1238.166),(75 1583.9056),(76 1250.4967),(77 1599.3131),(78 1268.2268),(79 1603.5562),
(1 692.7503),(2 471.1161),(3 855.3865),(4 547.7486),(5 906.9853),(6 588.3603),(7 934.49146),(8 610.22284),(9 960.2531),(10 636.58765),(11 976.20654),(12 670.12),(13 1021.1557),(14 692.176),(15 1057.3373),(16 737.55383),(17 1094.9429),(18 785.9545),(19 1136.5735),(20 830.4684),(21 1183.1974),(22 868.351),(23 1216.927),(24 906.5118),(25 1264.6914),(26 942.03925),(27 1302.2069),(28 992.2215),(29 1351.2822),(30 1052.6152),(31 1415.9058),(32 1099.4941),(33 1456.1381),(34 1135.5012),(35 1481.9662),(36 1184.4932),(37 1533.8005),(38 1218.1245),(39 1564.104),(40 1247.0844),(41 1604.0812),(42 1285.5792),(43 1635.49),(44 1323.6654),(45 1654.96),(46 1332.2859),(47 1663.3707),(48 1319.8016),(49 1640.7),(50 1294.1569),(51 1609.9806),(52 1263.6195),(53 1588.1472),(54 1246.5869),(55 1558.2809),(56 1225.9905),(57 1551.773),(58 1217.0796),(59 1528.0121),(60 1190.0535),(61 1518.549),(62 1179.107),(63 1502.8942),(64 1179.1268),(65 1507.4653),(66 1180.0466),(67 1503.6151),(68 1182.3766),(69 1509.3693),(70 1196.5618),(71 1527.8484),(72 1207.6342),(73 1538.2943),(74 1217.0116),(75 1544.1274),(76 1226.049),(77 1555.3232),(78 1230.4938),(79 1552.6787),
(1 685.731),(2 460.66962),(3 841.99634),(4 542.9201),(5 894.5801),(6 579.05994),(7 922.6967),(8 604.94305),(9 941.20447),(10 632.8018),(11 976.4043),(12 661.396),(13 1005.0131),(14 676.5317),(15 1046.8708),(16 719.65894),(17 1076.2098),(18 769.7056),(19 1126.0436),(20 809.12897),(21 1156.1914),(22 840.472),(23 1191.6589),(24 885.3048),(25 1233.149),(26 928.8086),(27 1290.2974),(28 977.84717),(29 1350.7217),(30 1056.5596),(31 1420.862),(32 1114.7123),(33 1475.69),(34 1172.27),(35 1534.0383),(36 1233.517),(37 1588.7499),(38 1277.5233),(39 1624.6152),(40 1305.876),(41 1655.8612),(42 1341.4425),(43 1681.6594),(44 1365.5782),(45 1696.5396),(46 1380.0563),(47 1694.9951),(48 1365.399),(49 1677.9098),(50 1338.931),(51 1641.6493),(52 1289.0099),(53 1604.9188),(54 1267.1022),(55 1569.5444),(56 1225.6208),(57 1537.3077),(58 1199.4968),(59 1520.0651),(60 1184.484),(61 1502.2408),(62 1164.225),(63 1488.4272),(64 1164.9973),(65 1492.4397),(66 1166.5911),(67 1487.8715),(68 1174.4395),(69 1498.8854),(70 1186.0511),(71 1513.1201),(72 1198.6361),(73 1523.8354),(74 1217.9989),(75 1535.7621),(76 1232.9004),(77 1541.6014),(78 1216.4994),(79 1533.1038),
(1 680.0716),(2 440.96698),(3 820.6242),(4 526.8851),(5 879.28394),(6 565.8273),(7 917.03955),(8 596.80206),(9 939.4753),(10 614.14526),(11 955.79834),(12 642.1695),(13 987.34485),(14 663.1426),(15 1025.9491),(16 701.6025),(17 1044.2985),(18 737.45544),(19 1090.0804),(20 781.6574),(21 1130.8949),(22 823.8923),(23 1173.7721),(24 877.1253),(25 1228.7142),(26 917.6578),(27 1261.6495),(28 944.95276),(29 1301.3866),(30 990.00037),(31 1347.6122),(32 1036.2539),(33 1393.5416),(34 1089.8268),(35 1439.1957),(36 1124.794),(37 1480.2521),(38 1168.5851),(39 1511.7494),(40 1187.8315),(41 1537.4055),(42 1229.203),(43 1576.1693),(44 1272.0859),(45 1591.5426),(46 1269.0107),(47 1587.6355),(48 1254.7096),(49 1564.4083),(50 1239.439),(51 1554.4795),(52 1214.3591),(53 1524.0597),(54 1201.4263),(55 1505.0616),(56 1170.3202),(57 1479.4177),(58 1150.7416),(59 1456.2041),(60 1127.9047),(61 1439.4167),(62 1108.3995),(63 1431.7849),(64 1093.3062),(65 1410.2537),(66 1092.2457),(67 1410.8481),(68 1087.9287),(69 1421.9917),(70 1098.6436),(71 1422.052),(72 1104.9365),(73 1432.9071),(74 1113.3859),(75 1446.307),(76 1133.9498),(77 1463.1388),(78 1145.3885),(79 1465.0203),
(1 667.14215),(2 427.78555),(3 817.699),(4 514.92725),(5 879.8063),(6 563.319),(7 912.16174),(8 591.59155),(9 937.2601),(10 612.50757),(11 953.7056),(12 633.8371),(13 986.5446),(14 658.53815),(15 1016.0118),(16 699.4218),(17 1052.1244),(18 744.0652),(19 1099.8381),(20 794.56244),(21 1137.5148),(22 823.1283),(23 1181.3667),(24 869.772),(25 1225.8754),(26 908.8549),(27 1266.6499),(28 946.3538),(29 1315.7286),(30 1007.8527),(31 1373.5302),(32 1061.8727),(33 1411.9972),(34 1103.6752),(35 1465.302),(36 1150.0118),(37 1504.9149),(38 1193.6803),(39 1557.7524),(40 1226.1348),(41 1582.898),(42 1267.0647),(43 1608.4694),(44 1283.2933),(45 1612.4169),(46 1289.4442),(47 1621.102),(48 1278.1997),(49 1599.0038),(50 1251.0161),(51 1573.2274),(52 1223.7925),(53 1537.8964),(54 1204.3058),(55 1513.6028),(56 1175.344),(57 1487.273),(58 1145.1422),(59 1448.4375),(60 1114.2124),(61 1436.0201),(62 1105.9653),(63 1426.8137),(64 1089.4186),(65 1415.5411),(66 1090.8796),(67 1414.4735),(68 1091.1152),(69 1427.7697),(70 1104.574),(71 1437.3271),(72 1118.6008),(73 1460.4796),(74 1149.7267),(75 1489.7156),(76 1171.6326),(77 1491.9426),(78 1179.6346),(79 1504.3376),
(1 652.2019),(2 429.74442),(3 793.5818),(4 513.2961),(5 852.5993),(6 555.68506),(7 884.2198),(8 572.3933),(9 911.63416),(10 601.89795),(11 931.9629),(12 629.44403),(13 957.91486),(14 647.6953),(15 990.2713),(16 683.1532),(17 1021.30133),(18 719.2124),(19 1054.8862),(20 758.03815),(21 1103.912),(22 788.086),(23 1128.3956),(24 828.32916),(25 1171.388),(26 864.94946),(27 1208.6908),(28 909.83234),(29 1263.8428),(30 964.5988),(31 1311.9949),(32 1011.40295),(33 1347.4631),(34 1052.3289),(35 1378.7832),(36 1086.2819),(37 1424.6132),(38 1133.0197),(39 1470.1504),(40 1153.8353),(41 1492.943),(42 1188.6777),(43 1521.1416),(44 1200.6985),(45 1525.9172),(46 1208.0424),(47 1526.3414),(48 1195.2303),(49 1502.6609),(50 1162.0304),(51 1481.9893),(52 1140.397),(53 1448.9625),(54 1123.3682),(55 1419.9717),(56 1087.811),(57 1406.0656),(58 1064.4063),(59 1369.7424),(60 1040.113),(61 1355.8712),(62 1035.8362),(63 1352.4631),(64 1024.1764),(65 1354.7795),(66 1044.243),(67 1351.3522),(68 1040.8617),(69 1359.911),(70 1043.5858),(71 1360.3434),(72 1052.2881),(73 1378.2035),(74 1077.0144),(75 1406.4963),(76 1093.0658),(77 1408.003),(78 1098.8912),(79 1411.0894),
(1 657.70764),(2 426.57626),(3 797.27484),(4 506.4035),(5 841.7756),(6 542.48804),(7 876.12396),(8 567.9905),(9 906.9212),(10 592.0126),(11 926.5323),(12 620.52576),(13 957.3604),(14 652.65356),(15 991.39746),(16 682.6432),(17 1026.2715),(18 728.54407),(19 1065.8398),(20 762.64746),(21 1103.0107),(22 799.7075),(23 1137.2162),(24 827.97406),(25 1173.2397),(26 860.8166),(27 1198.7955),(28 899.0174),(29 1242.3767),(30 943.2717),(31 1293.4253),(32 988.6406),(33 1333.429),(34 1027.3021),(35 1359.6017),(36 1055.7676),(37 1399.892),(38 1099.6848),(39 1429.1016),(40 1117.7194),(41 1456.7172),(42 1142.8435),(43 1462.4268),(44 1145.1661),(45 1473.2434),(46 1152.8671),(47 1472.9783),(48 1148.133),(49 1461.988),(50 1117.1259),(51 1429.0111),(52 1097.3691),(53 1415.7046),(54 1083.1184),(55 1388.7036),(56 1064.0298),(57 1383.065),(58 1042.018),(59 1349.7949),(60 1035.64),(61 1358.2922),(62 1031.7412),(63 1351.2595),(64 1032.2037),(65 1354.991),(66 1033.4667),(67 1339.4623),(68 1028.6035),(69 1343.3048),(70 1033.2273),(71 1354.3286),(72 1043.7086),(73 1369.3502),(74 1058.8284),(75 1387.1266),(76 1078.7675),(77 1388.6035),(78 1075.468),(79 1385.4514),
(1 636.45386),(2 412.09106),(3 777.66693),(4 494.7737),(5 829.1462),(6 532.00336),(7 852.1205),(8 550.5083),(9 875.161),(10 566.22925),(11 894.4233),(12 590.51373),(13 916.4441),(14 613.928),(15 944.5404),(16 639.6221),(17 971.06366),(18 672.29236),(19 1006.14264),(20 700.94324),(21 1039.3502),(22 739.18317),(23 1069.8867),(24 770.42944),(25 1111.3925),(26 811.95074),(27 1143.8291),(28 845.854),(29 1183.2003),(30 892.7963),(31 1225.0287),(32 930.3808),(33 1269.3652),(34 971.7735),(35 1302.6499),(36 1013.9259),(37 1347.6617),(38 1055.9836),(39 1386.7554),(40 1074.8135),(41 1406.657),(42 1116.7882),(43 1432.263),(44 1124.4464),(45 1447.493),(46 1131.9926),(47 1443.7218),(48 1124.1718),(49 1429.3053),(50 1101.9077),(51 1400.4236),(52 1078.4165),(53 1388.9994),(54 1067.9014),(55 1368.3606),(56 1049.6577),(57 1345.6444),(58 1024.157),(59 1324.9835),(60 1007.1416),(61 1317.0199),(62 1004.3494),(63 1316.0522),(64 1003.75867),(65 1312.903),(66 1003.5432),(67 1317.5004),(68 1016.9853),(69 1315.5332),(70 1025.4198),(71 1325.1793),(72 1037.0109),(73 1341.7606),(74 1051.2612),(75 1353.2546),(76 1053.7224),(77 1344.0553),(78 1040.1855),(79 1330.5924),
(1 636.8671),(2 408.24533),(3 773.71436),(4 487.46506),(5 832.7639),(6 531.3746),(7 856.01495),(8 544.12823),(9 877.16364),(10 570.98486),(11 899.3209),(12 588.8034),(13 923.7091),(14 614.3518),(15 955.9988),(16 641.5734),(17 981.77405),(18 682.4713),(19 1021.3948),(20 714.1204),(21 1055.7603),(22 756.45154),(23 1082.701),(24 792.38464),(25 1122.96),(26 824.0353),(27 1162.0553),(28 861.86),(29 1208.0186),(30 913.46783),(31 1249.8871),(32 955.3462),(33 1298.1439),(34 998.3481),(35 1330.5967),(36 1036.0758),(37 1364.2047),(38 1074.4619),(39 1409.1086),(40 1098.2322),(41 1428.7076),(42 1131.3302),(43 1449.514),(44 1134.62),(45 1455.5641),(46 1133.58),(47 1448.4146),(48 1116.5879),(49 1431.2413),(50 1105.1028),(51 1401.9668),(52 1083.5305),(53 1384.0776),(54 1062.2656),(55 1365.2639),(56 1046.1128),(57 1347.4674),(58 1021.95856),(59 1330.474),(60 1009.65314),(61 1307.1663),(62 997.02136),(63 1309.3839),(64 1004.7095),(65 1314.5798),(66 1003.14545),(67 1308.1436),(68 1007.58405),(69 1327.0286),(70 1021.90814),(71 1338.1721),(72 1038.6013),(73 1354.6703),(74 1053.2542),(75 1380.1293),(76 1067.994),(77 1383.6866),(78 1067.3427),(79 1382.3319),
(1 622.8411),(2 399.33878),(3 756.99084),(4 471.35098),(5 803.2659),(6 510.2003),(7 833.04816),(8 532.3057),(9 859.56177),(10 551.8438),(11 871.7492),(12 573.6676),(13 892.9244),(14 591.17816),(15 926.41656),(16 621.4407),(17 954.5774),(18 660.2283),(19 983.47034),(20 687.343),(21 1016.1723),(22 724.6038),(23 1046.0565),(24 751.07074),(25 1075.8198),(26 784.6021),(27 1115.2732),(28 828.30597),(29 1161.3378),(30 869.89874),(31 1199.6603),(32 907.9782),(33 1243.0259),(34 958.292),(35 1282.2703),(36 987.80225),(37 1312.5023),(38 1022.21606),(39 1341.13),(40 1039.2269),(41 1356.8696),(42 1062.1937),(43 1377.0276),(44 1066.6056),(45 1375.4741),(46 1064.847),(47 1366.3082),(48 1044.9569),(49 1345.6171),(50 1022.83044),(51 1317.6982),(52 1003.4375),(53 1301.6014),(54 992.2101),(55 1290.2936),(56 976.90265),(57 1272.9791),(58 965.8809),(59 1265.8765),(60 956.6915),(61 1264.3458),(62 963.225),(63 1270.5466),(64 964.9467),(65 1278.7333),(66 973.9929),(67 1278.5917),(68 990.49176),(69 1299.6982),(70 999.96277),(71 1306.6337),(72 1016.0717),(73 1325.3676),(74 1020.99713),(75 1328.7937),(76 1017.2373),(77 1331.8284),(78 1020.78894),(79 1331.2256),
(1 618.5374),(2 393.717),(3 743.7256),(4 465.91946),(5 792.7554),(6 502.95135),(7 830.2771),(8 523.45245),(9 844.43274),(10 547.9425),(11 865.5919),(12 566.3597),(13 885.29913),(14 585.8677),(15 918.4048),(16 611.92664),(17 940.4503),(18 645.0526),(19 975.7984),(20 679.8567),(21 1009.86145),(22 714.94727),(23 1043.7888),(24 745.6189),(25 1077.0779),(26 779.6478),(27 1116.8544),(28 821.5611),(29 1156.5499),(30 855.96967),(31 1179.8167),(32 888.51105),(33 1216.1887),(34 922.6971),(35 1257.0505),(36 958.50995),(37 1282.3873),(38 995.4376),(39 1317.7351),(40 1006.93964),(41 1331.3301),(42 1030.6847),(43 1345.5215),(44 1034.4835),(45 1347.4441),(46 1035.8724),(47 1335.5254),(48 1010.0453),(49 1306.7429),(50 987.60974),(51 1290.5513),(52 966.55646),(53 1264.8171),(54 959.0864),(55 1255.3004),(56 943.953),(57 1244.1744),(58 926.9501),(59 1225.7325),(60 913.62006),(61 1218.6107),(62 913.7171),(63 1226.4323),(64 916.3121),(65 1217.2755),(66 919.0745),(67 1220.3732),(68 920.6681),(69 1225.5941),(70 935.728),(71 1229.2559),(72 942.5114),(73 1250.3363),(74 968.6453),(75 1270.3882),(76 968.84094),(77 1267.6052),(78 963.6603),(79 1259.6467),
(1 622.07764),(2 390.58276),(3 745.19434),(4 458.4637),(5 791.0795),(6 498.1588),(7 819.67786),(8 521.3338),(9 840.615),(10 540.98315),(11 864.7518),(12 561.84375),(13 882.5219),(14 575.05194),(15 916.30835),(16 607.75684),(17 943.7033),(18 642.1299),(19 968.5431),(20 672.4983),(21 1002.2171),(22 697.9675),(23 1028.8317),(24 730.273),(25 1065.0477),(26 762.4864),(27 1095.251),(28 805.7459),(29 1141.2964),(30 846.4993),(31 1172.861),(32 877.22955),(33 1209.5795),(34 909.98553),(35 1240.2587),(36 936.42194),(37 1263.9193),(38 963.665),(39 1292.7452),(40 970.39795),(41 1297.4681),(42 990.17303),(43 1305.943),(44 995.63544),(45 1308.104),(46 996.1441),(47 1303.5483),(48 982.4669),(49 1284.2878),(50 962.4942),(51 1260.7258),(52 943.1391),(53 1245.0573),(54 933.91254),(55 1225.7869),(56 916.25464),(57 1217.2625),(58 899.4763),(59 1198.5686),(60 876.21265),(61 1185.2953),(62 878.0256),(63 1186.7186),(64 871.51697),(65 1185.2253),(66 871.8839),(67 1183.6),(68 884.2191),(69 1193.9039),(70 894.64655),(71 1207.1951),(72 900.2032),(73 1222.64),(74 924.853),(75 1242.2021),(76 944.9065),(77 1249.2838),(78 943.228),(79 1239.1411),
(1 606.54333),(2 378.28702),(3 721.4353),(4 441.66904),(5 772.51324),(6 481.31946),(7 797.1578),(8 499.19495),(9 815.9777),(10 526.2556),(11 837.1424),(12 542.6805),(13 858.63806),(14 558.8879),(15 890.585),(16 591.2155),(17 911.82025),(18 623.40967),(19 947.7243),(20 659.03076),(21 989.8186),(22 700.61725),(23 1019.6973),(24 730.8823),(25 1048.3326),(26 753.7545),(27 1069.2622),(28 784.5447),(29 1113.2118),(30 822.62274),(31 1132.9403),(32 844.7868),(33 1168.9822),(34 877.23804),(35 1194.1598),(36 897.9938),(37 1218.3188),(38 927.04193),(39 1240.1958),(40 940.32465),(41 1251.5017),(42 955.88055),(43 1263.8383),(44 960.42993),(45 1261.8221),(46 957.7995),(47 1262.2191),(48 941.46716),(49 1239.9248),(50 921.80634),(51 1214.101),(52 910.86786),(53 1214.2068),(54 898.56244),(55 1191.4402),(56 886.7257),(57 1183.9962),(58 871.7574),(59 1167.0088),(60 863.3357),(61 1177.9225),(62 861.90283),(63 1173.4523),(64 866.08215),(65 1167.8104),(66 864.9772),(67 1167.573),(68 875.93036),(69 1188.9779),(70 894.8847),(71 1196.9607),(72 902.9707),(73 1211.0151),(74 915.55646),(75 1218.6586),(76 917.33295),(77 1214.557),(78 912.454),(79 1210.656),
