1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 49284.375),(2 96458.09),(3 132861.31),(4 227479.48),(5 309642.72),(6 377947.75),(7 518514.66),(8 634658.44),(9 740504.3),(10 916718.75),(11 1077618.6),(12 1240973.4),(13 1476701.6),(14 1686267),(15 1898103.4),(16 2183160.8),(17 2438757),(18 2681936.3),(19 3010952),(20 3309466.8),(21 3612522),(22 4013639.3),(23 4394207.5),(24 4772670.5),(25 5224009),(26 5650327.5),(27 6083523.5),(28 6580456),(29 7037840),(30 7476033.5),(31 7971717.5),(32 8436084),(33 8886724),(34 9418528),(35 9931347),(36 10414029),(37 10998777),(38 11540769),(39 12068421),(40 12650871),(41 13201667),(42 13691785),(43 14218903),(44 14689253),(45 15110588),(46 15751609),(47 16438333),(48 16916222),(49 17529914),(50 18037394),(51 18437626),(52 18942094),(53 19417150),(54 19759846),(55 20191452),(56 20575248),(57 20833854),(58 21150550),(59 21478314),(60 21682490),(61 22000558),(62 22289290),(63 22411046),(64 22662104),(65 22884266),(66 22993544),(67 23191722),(68 23357574),(69 23438896),(70 23538610),(71 23694266),(72 23763792),(73 23940630),(74 24166198),(75 24318738),(76 24584320),(77 24890186),(78 25021002),(79 25287542),
(1 9476.275),(2 30568.092),(3 53434.117),(4 73044.31),(5 88829.36),(6 98796.93),(7 104525.664),(8 107197.164),(9 108555.08),(10 109309.59),(11 109275.34),(12 108024.805),(13 106225.83),(14 106572.66),(15 108024.86),(16 109907.94),(17 112738.63),(18 114506.96),(19 115620.125),(20 116594.42),(21 116644.695),(22 117938.98),(23 119980.11),(24 120882.2),(25 120618.93),(26 119279.44),(27 117866.61),(28 117903.875),(29 119752.49),(30 121873.79),(31 123469.47),(32 125889.02),(33 128552.19),(34 129927.34),(35 130639.625),(36 131020.19),(37 130780.47),(38 130610.4),(39 131121.05),(40 131282.78),(41 132081.95),(42 133128.31),(43 133407.86),(44 132770.52),(45 133935.8),(46 135811.67),(47 138966.52),(48 142202.23),(49 144163.92),(50 145210.19),(51 146144.38),(52 147780.75),(53 148511.19),(54 147950.89),(55 148107.22),(56 147241.45),(57 147070.02),(58 148523.88),(59 149704.19),(60 150684.53),(61 151943.39),(62 153017.92),(63 154315.66),(64 154980.64),(65 154063.84),(66 152892.95),(67 151467.6),(68 149573.72),(69 150300),(70 151908.6),(71 153603.08),(72 154166.42),(73 154044.84),(74 153366.75),(75 153294.31),(76 152947.88),(77 151612.27),(78 150442.03),(79 150934.47),
(1 9958.462),(2 31390.602),(3 54379.977),(4 72517.34),(5 84816.38),(6 92713.305),(7 97982.48),(8 102300.164),(9 105719.52),(10 108805.04),(11 111582.86),(12 112818.02),(13 112404.34),(14 111673.305),(15 111446.44),(16 112710.37),(17 115676.73),(18 117871.58),(19 119746.04),(20 120468.266),(21 120858.1),(22 122054.734),(23 123297.38),(24 123775.39),(25 124111.336),(26 123815.17),(27 122694.54),(28 121536.18),(29 120434.93),(30 119420.414),(31 119126.875),(32 120108.164),(33 121538.61),(34 121335.18),(35 121065.54),(36 122381.445),(37 124123.695),(38 126063.01),(39 127164.836),(40 125801.9),(41 124099.01),(42 123062.2),(43 122717.1),(44 122121.8),(45 123204.22),(46 125467.39),(47 128417.516),(48 131237.3),(49 133217.98),(50 134129.61),(51 134688.08),(52 135511.73),(53 137068.23),(54 136840.67),(55 136008.56),(56 133954.44),(57 131994.08),(58 130534.32),(59 130212.836),(60 130797.01),(61 131575.11),(62 133205.44),(63 135295.84),(64 136130.69),(65 135933.16),(66 135554.33),(67 135482.75),(68 136144.83),(69 138099.45),(70 139439.33),(71 140066.83),(72 140174.44),(73 140572.88),(74 141434.25),(75 143155.3),(76 144108.69),(77 143699.53),(78 142835.66),(79 142942.19),
(1 10423.411),(2 32564.752),(3 55763.49),(4 74209.64),(5 86129.125),(6 92934.45),(7 96621.19),(8 98924.41),(9 101075.25),(10 104029.04),(11 107421.19),(12 108686.766),(13 108666.22),(14 109194.93),(15 109454.47),(16 111389.59),(17 115107.42),(18 117483.92),(19 119219.15),(20 120470.81),(21 121934.16),(22 124523.29),(23 127697.305),(24 129330.45),(25 129401.23),(26 128618.58),(27 127742.4),(28 127389.67),(29 128338.29),(30 129324.17),(31 129540.734),(32 130088.914),(33 130751.586),(34 130756.71),(35 130812.234),(36 130712.375),(37 130275.07),(38 130272.62),(39 129339.03),(40 127322.68),(41 126686.4),(42 126731.85),(43 126909.26),(44 126420.32),(45 126878.85),(46 126897.07),(47 127044.93),(48 126900.484),(49 126681.9),(50 127053.25),(51 128297.266),(52 129832.734),(53 131910.42),(54 132057.17),(55 131189.13),(56 128593.92),(57 126847.29),(58 127171.94),(59 128868.805),(60 131127.64),(61 132417.33),(62 131776.28),(63 130110.66),(64 127491.08),(65 125766.1),(66 126631.05),(67 128757.484),(68 132147.66),(69 135495.45),(70 137705.19),(71 138817.58),(72 139060.81),(73 140561.5),(74 143096.92),(75 146300.36),(76 148681.27),(77 151303.31),(78 152587.06),(79 152737.33),
(1 9847.832),(2 31159.332),(3 54593.473),(4 73913.72),(5 87029.875),(6 95356.766),(7 99216.86),(8 101077.28),(9 101774.36),(10 101519.14),(11 102322.414),(12 102225.875),(13 101313.17),(14 102342.44),(15 103522.64),(16 104879.336),(17 108941.99),(18 112279.39),(19 116017.61),(20 119145.68),(21 121179.086),(22 123127.766),(23 125115.24),(24 126308.086),(25 126105.64),(26 125863.28),(27 125946.69),(28 127032.11),(29 129380.6),(30 131423.23),(31 133181.66),(32 135408.17),(33 136831.52),(34 137612.88),(35 137289.39),(36 136760.92),(37 136337.88),(38 136514.89),(39 136049.6),(40 133190.4),(41 131308.77),(42 129452.15),(43 128488.06),(44 128419.49),(45 129701.23),(46 130217.03),(47 131115.42),(48 132433.38),(49 132947.13),(50 132437.42),(51 131697.3),(52 131799.48),(53 131700.03),(54 130213.055),(55 130068.484),(56 129129.35),(57 128573.734),(58 128719.1),(59 130262.37),(60 132584.25),(61 134561.56),(62 136394.33),(63 137591.47),(64 137750.16),(65 137899.53),(66 138655.44),(67 139555.58),(68 140823.95),(69 141334.53),(70 140838.61),(71 140630.67),(72 140454.2),(73 141239.88),(74 143021.83),(75 144871.61),(76 145714.63),(77 146028.52),(78 147146.03),(79 149309.52),
(1 10289.224),(2 32271.129),(3 55225.42),(4 73379.46),(5 85581.31),(6 92460.14),(7 95299.43),(8 96910.2),(9 98105.89),(10 98376.24),(11 98358.46),(12 96642.57),(13 95222.125),(14 96190.41),(15 97223.31),(16 98670.45),(17 100999.836),(18 102689.54),(19 105132.125),(20 108443.51),(21 111384.72),(22 113674.984),(23 115002.52),(24 114029.89),(25 112347.17),(26 111309.875),(27 111315.375),(28 112263.69),(29 113498.125),(30 115475.57),(31 117253.836),(32 119333.65),(33 122131.94),(34 124919.03),(35 127293.39),(36 128478.164),(37 127310.95),(38 124836.77),(39 121630.11),(40 117133.39),(41 114443.59),(42 112184.516),(43 111044.32),(44 111667.31),(45 114302.48),(46 117220.31),(47 121820.88),(48 127547.28),(49 131977.52),(50 135482.03),(51 137243.17),(52 137126.48),(53 135148.05),(54 132154.1),(55 130206.414),(56 129049.61),(57 130086.7),(58 132660.31),(59 134800.75),(60 135393.89),(61 134885.6),(62 134352.39),(63 134963.75),(64 136335.27),(65 138842.45),(66 140869.14),(67 141650.94),(68 141115.27),(69 139242.94),(70 137098.88),(71 136575.58),(72 136909.23),(73 138770.22),(74 140870.45),(75 142800.4),(76 143306.84),(77 143473.61),(78 142892.61),(79 142353.77),
(1 9097.598),(2 28695.23),(3 49356.242),(4 65541.44),(5 77198.68),(6 85567.93),(7 91476.25),(8 96208.4),(9 100250.3),(10 102175.93),(11 102708.47),(12 103376.18),(13 104642.4),(14 106527.36),(15 107142.26),(16 108587.94),(17 111326.375),(18 111757.7),(19 112455.22),(20 114473.414),(21 117292.16),(22 121734.59),(23 125644.81),(24 127256.06),(25 127353.664),(26 127388.29),(27 128361.86),(28 129822.59),(29 130854.625),(30 131106.61),(31 132209.02),(32 132142.6),(33 131200.33),(34 131237.36),(35 131190.17),(36 132136.39),(37 131072.97),(38 128728.32),(39 126264.53),(40 123520.1),(41 122566.195),(42 122063.99),(43 121037.37),(44 119641.75),(45 118799.88),(46 117416.27),(47 118008.77),(48 119705.695),(49 121562.56),(50 123704.234),(51 124781.62),(52 124617.74),(53 123763.59),(54 121467.38),(55 120575.22),(56 120703.664),(57 122287.29),(58 124999.96),(59 127263.625),(60 127064.52),(61 125942.36),(62 124267.15),(63 122939.555),(64 123518.22),(65 124377.29),(66 124411.6),(67 125142.62),(68 126024.4),(69 126059.71),(70 126981.234),(71 129436.49),(72 132993.4),(73 137159.27),(74 140576),(75 143699.7),(76 146298.95),(77 148709.52),(78 151327.72),(79 153865.58),
(1 9905.014),(2 30433.697),(3 51042.457),(4 66870.01),(5 75716.27),(6 79429.97),(7 81908.17),(8 84289.77),(9 87714.9),(10 91504.14),(11 94453.58),(12 96002.55),(13 96417.1),(14 97365.56),(15 97186.69),(16 98012.8),(17 100816.836),(18 102248.88),(19 103857.67),(20 105474.54),(21 106574.46),(22 108821.12),(23 109443.45),(24 109160.125),(25 108853.31),(26 109060.97),(27 110444.42),(28 111811.94),(29 111927.88),(30 111767.305),(31 111653.45),(32 111091.05),(33 110437.01),(34 111003.18),(35 112886.64),(36 115813.086),(37 116714.39),(38 115483.73),(39 112483.734),(40 108374.72),(41 105793.17),(42 103977.375),(43 103463.125),(44 104207.64),(45 106277.09),(46 107757.68),(47 109093.83),(48 109946.53),(49 110186.914),(50 110595.27),(51 111187.12),(52 111709.27),(53 112704.586),(54 112038.97),(55 112522.35),(56 113729.73),(57 114931.76),(58 116143.36),(59 116911.07),(60 116608.24),(61 116301.51),(62 116226.52),(63 116188.695),(64 117869.82),(65 119959.84),(66 121129.39),(67 122482.914),(68 124696.266),(69 126589.06),(70 129066.61),(71 131123.88),(72 131615.08),(73 131664.6),(74 131724.23),(75 133191.33),(76 135056.06),(77 136327.66),(78 137343.92),(79 138226.9),
(1 9915.574),(2 30583.672),(3 51301.105),(4 66490.41),(5 75616.86),(6 79444.29),(7 81112.14),(8 83370.38),(9 87009.63),(10 90706.91),(11 93554.33),(12 95356),(13 96095.79),(14 98084.66),(15 100442.58),(16 101679.914),(17 103263.945),(18 104913.9),(19 106420.52),(20 107194.83),(21 107441.195),(22 108980.69),(23 109920.516),(24 110736.2),(25 112283.266),(26 113891.99),(27 114919.44),(28 115022.66),(29 115125.5),(30 115186.71),(31 114252.76),(32 113007.914),(33 112713.37),(34 113553.66),(35 114913.016),(36 117237.99),(37 117984.79),(38 117830.79),(39 117525.41),(40 115911.93),(41 114636.195),(42 113959),(43 114053.12),(44 115068.65),(45 117529),(46 119300.56),(47 120665.07),(48 122283.78),(49 122946.125),(50 122870.15),(51 122070),(52 122143.14),(53 122383.016),(54 121645.71),(55 121988.07),(56 120954.77),(57 119033.016),(58 117569.78),(59 116247.336),(60 115084.805),(61 115233.57),(62 117287.086),(63 119997.5),(64 123105.93),(65 125836.875),(66 126778.03),(67 127459.37),(68 128199.86),(69 129359.28),(70 130517.66),(71 131320.39),(72 131284.47),(73 131389.02),(74 130577.35),(75 130510.93),(76 131333.88),(77 132265.14),(78 134182.48),(79 137239.63),
(1 9670.788),(2 29326.842),(3 48890.1),(4 63418.492),(5 72883.96),(6 77354.51),(7 79311.43),(8 81114.26),(9 83539.234),(10 86330.086),(11 87980.75),(12 88719.38),(13 89287.54),(14 91229.016),(15 94901.945),(16 98212.664),(17 100259.85),(18 100041.32),(19 99940.65),(20 100381.04),(21 100421.77),(22 100868.85),(23 101043.01),(24 101154.445),(25 101847.91),(26 103037.6),(27 104399.46),(28 105707.125),(29 106149.125),(30 105331.24),(31 103698.016),(32 102033.83),(33 101718.414),(34 102250.414),(35 103759.65),(36 106256.54),(37 107320.33),(38 108129.03),(39 108894.85),(40 108491.555),(41 108519.95),(42 108853.61),(43 109893.625),(44 112052.52),(45 114074.28),(46 113762.04),(47 112765.914),(48 112619.76),(49 112601.1),(50 112644.75),(51 112654.23),(52 111992.18),(53 111004.22),(54 110389.484),(55 111625.84),(56 112219.3),(57 112217.625),(58 112473.945),(59 113447.34),(60 115777.52),(61 117487.62),(62 118705.33),(63 120007.125),(64 121729.99),(65 122270.87),(66 123061.234),(67 123988.805),(68 124635.18),(69 124470.26),(70 123439.84),(71 123153.62),(72 123900.97),(73 125448.71),(74 127652.52),(75 129871.76),(76 132332.89),(77 133971.9),(78 134456.13),(79 136688.13),
(1 9284.197),(2 28342.871),(3 47278.61),(4 60547.586),(5 68380.984),(6 72645.83),(7 75049.15),(8 77138.33),(9 79200.6),(10 81356.16),(11 82428.17),(12 82465.27),(13 83103.42),(14 85230.6),(15 88142.66),(16 90921.29),(17 92631.55),(18 92252.914),(19 91624.95),(20 92106.53),(21 92517.19),(22 92643.91),(23 92001.2),(24 91988.195),(25 93299.72),(26 95882.25),(27 98560.99),(28 100214.76),(29 100921.555),(30 100650.45),(31 101320.23),(32 101857.29),(33 102937.99),(34 103883.02),(35 104348.69),(36 105148.52),(37 104252.195),(38 103845.086),(39 104508.61),(40 105150.28),(41 106871.93),(42 108397.41),(43 109829.91),(44 111442.28),(45 113301.66),(46 114943.32),(47 116954.71),(48 119084.47),(49 120030.69),(50 120135.61),(51 119663.06),(52 120402.71),(53 121860.24),(54 120863.38),(55 120595.92),(56 119822.125),(57 119085.555),(58 119392.664),(59 120007.445),(60 122112.56),(61 125192.805),(62 127842.64),(63 129829.64),(64 129530.31),(65 128722.88),(66 129070.18),(67 130252.125),(68 131846.63),(69 132109.19),(70 132916.34),(71 133754.6),(72 133966.5),(73 135001.36),(74 136242.08),(75 138295.6),(76 139979.81),(77 141524.88),(78 142307.34),(79 143126.84),
(1 9184.995),(2 27783.203),(3 46230.72),(4 59305.69),(5 66874.37),(6 71016.62),(7 74050.66),(8 77317.914),(9 79733.44),(10 81317.09),(11 81393.62),(12 80700.96),(13 81056.36),(14 83208.414),(15 85346.7),(16 87820.664),(17 90426.13),(18 90730.15),(19 91507.39),(20 93715.01),(21 96427.91),(22 97590.85),(23 97761.016),(24 97954.65),(25 98534.26),(26 99828.74),(27 101881.01),(28 102849.695),(29 102879.87),(30 102988.53),(31 103134.29),(32 102416.14),(33 103314.945),(34 103471),(35 102164.336),(36 102018.24),(37 100496.22),(38 99391.81),(39 99280.516),(40 98805.43),(41 99948.1),(42 100561.74),(43 100808.5),(44 101754.64),(45 103351.64),(46 104514.69),(47 105771.64),(48 105746.43),(49 103940),(50 101540.88),(51 99779.25),(52 99304.09),(53 100661.016),(54 101487.47),(55 101870.22),(56 101824.945),(57 100864.45),(58 100556.664),(59 100849.85),(60 101290.37),(61 102282.555),(62 103444.664),(63 104276.69),(64 104315.3),(65 104637.22),(66 104725.945),(67 104490.64),(68 104493.8),(69 104375.85),(70 105466.81),(71 106997.266),(72 108496.04),(73 110707.91),(74 112680.26),(75 115523.016),(76 117592.836),(77 119425.07),(78 120862.35),(79 121664.945),
(1 9405.616),(2 28339.889),(3 46785.258),(4 60031.49),(5 67691.58),(6 72067.54),(7 75505.945),(8 78374.2),(9 80182.24),(10 81178.28),(11 81370.81),(12 81553.266),(13 82743.625),(14 84851.91),(15 85702.57),(16 86088.73),(17 86496.68),(18 85959.68),(19 87161.17),(20 89242.04),(21 91445.96),(22 92754.73),(23 93072.805),(24 93449.88),(25 94765.375),(26 97619.984),(27 100825.02),(28 102065.95),(29 100825.11),(30 98824.96),(31 97840.555),(32 97247.29),(33 98452.8),(34 99726.16),(35 99698.87),(36 100024.766),(37 99886.27),(38 100810.68),(39 102446.19),(40 103397.49),(41 104583.086),(42 104556.97),(43 104426.99),(44 105295.99),(45 107082.22),(46 108557.99),(47 109850.95),(48 109329.516),(49 107440.984),(50 105467.46),(51 104276.08),(52 103728.93),(53 103603.77),(54 102050.14),(55 99473.07),(56 97737.99),(57 96405.875),(58 96410.74),(59 97275.18),(60 98013.16),(61 99363.68),(62 102346.41),(63 104335.02),(64 105569.31),(65 107508.55),(66 107991.33),(67 107239.08),(68 106924.77),(69 107118.99),(70 108291.27),(71 110275.125),(72 112102.54),(73 114548.36),(74 115599.484),(75 116369.336),(76 117740.43),(77 118442.055),(78 118833.15),(79 119991.016),
(1 9313.971),(2 28155.58),(3 46139.48),(4 58064.26),(5 64548.746),(6 66935.836),(7 68572.586),(8 71254.734),(9 74356.52),(10 76799.125),(11 78169.97),(12 79135.18),(13 80260.734),(14 81437.43),(15 82564.59),(16 84287.06),(17 86099.76),(18 85815.43),(19 86170.59),(20 87105.516),(21 88407.83),(22 88533.195),(23 87873.92),(24 87028.03),(25 87430.64),(26 88797.21),(27 90464.89),(28 90918.25),(29 90255.875),(30 89954.18),(31 89733.336),(32 89612.87),(33 90857.65),(34 92512.14),(35 92574.94),(36 92732.266),(37 91885.75),(38 90956.35),(39 91873.86),(40 92376.45),(41 92884.29),(42 93200.68),(43 93858.57),(44 94570.73),(45 96161.43),(46 97115.24),(47 97211.016),(48 97362.45),(49 96821.83),(50 96238.38),(51 95558.91),(52 94763.13),(53 94286.484),(54 92828.94),(55 92428.64),(56 93118.41),(57 94109.47),(58 95259.16),(59 97138.77),(60 98932.06),(61 101292.9),(62 104375.27),(63 106534.33),(64 108534.82),(65 109494.62),(66 109318.664),(67 108663.31),(68 107918.484),(69 107820.84),(70 108551.65),(71 110008.22),(72 111613.266),(73 112968.016),(74 112661.664),(75 112934.96),(76 114342.19),(77 115818.54),(78 116721.13),(79 118419.21),
(1 8917.005),(2 26635.693),(3 43028.652),(4 52829.043),(5 56778.242),(6 58493.434),(7 59981.38),(8 62193.414),(9 64994.344),(10 67111.2),(11 68214.4),(12 69366.555),(13 70537.29),(14 73261.14),(15 76033.62),(16 78170.586),(17 80156.73),(18 79674.51),(19 80184.22),(20 81181.484),(21 82872.164),(22 84432.43),(23 84639.445),(24 83646.22),(25 83480.53),(26 84803.195),(27 86594.03),(28 88120.77),(29 88859.16),(30 89332.05),(31 89874.13),(32 90982.59),(33 93158.81),(34 94433.84),(35 94001.75),(36 92973.17),(37 91652.76),(38 91016.3),(39 92496.53),(40 94513.18),(41 96379.63),(42 97618.55),(43 98150.76),(44 98609.59),(45 99624.6),(46 99293.13),(47 99141.445),(48 98861.29),(49 97577.695),(50 96323.266),(51 95153.48),(52 95794.664),(53 97110.66),(54 96742.75),(55 96839.54),(56 96714.86),(57 96397.8),(58 97738.76),(59 99422.75),(60 101337.1),(61 103302.39),(62 104914.016),(63 105514.664),(64 105629.82),(65 105659.2),(66 105445.055),(67 106751.984),(68 107881.96),(69 108782.65),(70 110435.72),(71 112701.18),(72 114387.58),(73 115854.664),(74 115931.52),(75 116953.3),(76 117986.22),(77 117604.65),(78 117566.516),(79 118535.09),
(1 8958.237),(2 27005.787),(3 43740.18),(4 54499.6),(5 59947.867),(6 62992.055),(7 65548.74),(8 67879.68),(9 69909.15),(10 70338.445),(11 69527.516),(12 69403.98),(13 71236.75),(14 74935.47),(15 78425.32),(16 80685.41),(17 82544.73),(18 82317.07),(19 82726.49),(20 83690.32),(21 85417.52),(22 86600.75),(23 87277.5),(24 87694.7),(25 88109.59),(26 88730.945),(27 89402.195),(28 89879.53),(29 89663.28),(30 89305.77),(31 89262.4),(32 88667.04),(33 89507.53),(34 90827.96),(35 90106.516),(36 89647.72),(37 88426.5),(38 87140.586),(39 87216.43),(40 87028.05),(41 88185.305),(42 89433.914),(43 90027.164),(44 90094.61),(45 90526.2),(46 89752.016),(47 89211.13),(48 89569.97),(49 89217.83),(50 89315.95),(51 88996.805),(52 88349.68),(53 88014.91),(54 88426.34),(55 89584.92),(56 90785.26),(57 91327.08),(58 91666.33),(59 91671.836),(60 92201.164),(61 94002.82),(62 95634.516),(63 96074.4),(64 95671.03),(65 95106.76),(66 94850.914),(67 96040.49),(68 97835.516),(69 99033.43),(70 100919.664),(71 102374.47),(72 102747.11),(73 102845.984),(74 103707.16),(75 105330.64),(76 107146.164),(77 108597.62),(78 109940.65),(79 112433.65),
(1 8635.84),(2 26367.436),(3 43799.58),(4 55622.63),(5 61295.324),(6 64059.49),(7 65196.598),(8 65739.62),(9 66808.02),(10 66970.695),(11 66824.25),(12 65957.33),(13 65781.7),(14 68264.555),(15 70707.97),(16 72481.38),(17 73896.445),(18 74573.78),(19 76754.83),(20 78422.01),(21 79507.81),(22 79918.04),(23 80453.516),(24 80481.62),(25 80810.74),(26 81328.97),(27 81942.234),(28 81923.81),(29 81756.39),(30 81385.97),(31 80514.67),(32 79952.24),(33 81013.01),(34 82229.82),(35 82621.14),(36 83861.16),(37 84427.63),(38 84746.7),(39 85494.01),(40 85059.984),(41 85601.33),(42 86384.56),(43 86588.22),(44 86793.08),(45 87550.33),(46 88041.82),(47 89385.49),(48 90543.26),(49 90532.58),(50 90233.875),(51 89809.055),(52 89228.234),(53 89817.72),(54 90788.22),(55 92007.97),(56 92079.12),(57 91715.16),(58 91381.71),(59 91712.37),(60 92898.05),(61 94279.14),(62 94532.914),(63 94544.28),(64 94563.22),(65 95515.86),(66 96955.02),(67 99200.164),(68 100834.38),(69 101385.16),(70 101744.68),(71 102626.766),(72 102694.195),(73 103775.94),(74 104494.97),(75 105376.516),(76 106278.48),(77 106737.516),(78 106365.52),(79 106702.13),
(1 8594.526),(2 25904.484),(3 41689.22),(4 51711.434),(5 56107.277),(6 58153.117),(7 59678.805),(8 60739.133),(9 60979.836),(10 59219.59),(11 57339.574),(12 56652.13),(13 57456.242),(14 59877.496),(15 61605.676),(16 62843.88),(17 63839.844),(18 64444.1),(19 66206.47),(20 67676.37),(21 68690.83),(22 69442.19),(23 70107.45),(24 70163.86),(25 70455.09),(26 70815.336),(27 70636.87),(28 70505.49),(29 70985.85),(30 71321.42),(31 71997.64),(32 72264.54),(33 72670.016),(34 72383.92),(35 71883.18),(36 74093.57),(37 75479.35),(38 75813.09),(39 76051.81),(40 76454.195),(41 78012.7),(42 79913.68),(43 81232.805),(44 81823.125),(45 82844.62),(46 82993.445),(47 83687.664),(48 84805.58),(49 85864.96),(50 86367.75),(51 86485.445),(52 85552.52),(53 85366.6),(54 85187.13),(55 85864.445),(56 86187.55),(57 86060.73),(58 85925.414),(59 86518.336),(60 87413.89),(61 87658.07),(62 88253.1),(63 89144.28),(64 90085.13),(65 91912.586),(66 93505.87),(67 94477.28),(68 95606.63),(69 95773.805),(70 95229.81),(71 94736.87),(72 93667.305),(73 93585.75),(74 93844.516),(75 95043.086),(76 95779.92),(77 96208.09),(78 96958.51),(79 98942.56),
(1 8642.967),(2 25670.545),(3 41281.375),(4 51358.582),(5 56115.27),(6 58217.746),(7 59623.4),(8 60749.668),(9 61092.703),(10 60039.773),(11 59430.14),(12 60393.652),(13 62058.563),(14 64547.484),(15 66062.44),(16 66727.24),(17 67062.91),(18 67719.39),(19 69403.2),(20 70248.46),(21 69508.17),(22 69056.336),(23 69126.75),(24 69934.03),(25 72158.97),(26 74255.086),(27 74743.664),(28 73708.82),(29 72668.28),(30 72636.07),(31 74075.68),(32 75505.51),(33 76102.58),(34 75746.71),(35 75381.05),(36 75977.3),(37 76526.086),(38 77154.08),(39 77471.836),(40 77368.04),(41 77634.21),(42 77903.53),(43 78002.87),(44 78736.766),(45 80212.484),(46 79047.61),(47 77814.055),(48 77085.25),(49 75899.11),(50 75528.164),(51 76105.15),(52 77681.38),(53 79263.87),(54 78974.7),(55 79027.7),(56 79562.39),(57 80642.55),(58 82511.38),(59 84650.13),(60 85784.266),(61 85731.25),(62 85791.016),(63 86651.586),(64 88130.92),(65 90249.7),(66 91712.05),(67 92120.37),(68 92739.29),(69 92560.45),(70 93801.5),(71 95669.61),(72 96333.74),(73 95541.734),(74 93577.734),(75 92797.78),(76 92713.04),(77 92994.63),(78 94791.945),(79 97498.555),
