1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 37.81408),(2 48.825367),(3 55.821682),(4 60.804546),(5 64.24744),(6 67.19166),(7 68.77955),(8 69.1898),(9 70.2956),(10 71.983025),(11 72.77815),(12 73.68567),(13 74.88688),(14 75.67044),(15 76.21105),(16 76.20236),(17 76.574524),(18 76.512596),(19 77.16792),(20 77.03427),(21 77.1803),(22 77.96419),(23 78.83263),(24 78.90972),(25 80.109695),(26 80.7533),(27 80.297966),(28 80.683876),(29 81.29871),(30 81.81689),(31 81.105156),(32 81.12558),(33 81.095985),(34 81.5508),(35 82.339386),(36 83.12194),(37 83.508934),(38 83.436356),(39 83.9034),(40 84.00872),(41 84.65998),(42 84.33093),(43 83.90498),(44 83.94),(45 83.49292),(46 84.21026),(47 84.40134),(48 84.51925),(49 85.31611),(50 84.973854),(51 83.578445),(52 83.59543),(53 84.46563),(54 84.40302),(55 83.776924),(56 83.80535),(57 83.61858),(58 85.2765),(59 85.51486),(60 85.842735),(61 85.31972),(62 85.29682),(63 84.8532),(64 85.522804),(65 85.43244),(66 85.36977),(67 85.29565),(68 84.418884),(69 85.01214),(70 84.9811),(71 84.934006),(72 85.302284),(73 85.480896),(74 85.30954),(75 84.09265),(76 84.56403),(77 84.83054),(78 85.40465),(79 85.06462),
(1 37.7871),(2 49.425297),(3 56.82334),(4 61.060825),(5 64.15538),(6 66.65728),(7 67.84984),(8 68.638435),(9 70.19183),(10 72.14225),(11 72.90534),(12 74.021385),(13 74.733795),(14 76.09918),(15 76.65823),(16 76.732216),(17 77.60362),(18 77.325745),(19 77.60967),(20 78.44611),(21 77.79071),(22 80.0531),(23 79.59613),(24 80.18922),(25 81.13647),(26 81.665985),(27 81.27071),(28 81.10562),(29 81.687515),(30 82.211235),(31 82.01733),(32 81.99795),(33 81.5813),(34 82.294426),(35 82.56524),(36 82.61213),(37 83.10281),(38 83.70073),(39 83.012024),(40 84.41515),(41 84.413086),(42 85.05811),(43 84.450035),(44 84.05702),(45 83.560776),(46 83.8919),(47 84.08187),(48 83.72182),(49 83.889755),(50 84.144005),(51 83.434845),(52 83.6277),(53 83.76707),(54 83.937355),(55 83.75212),(56 83.756096),(57 83.760124),(58 84.19583),(59 84.49844),(60 84.71455),(61 83.826485),(62 84.30297),(63 83.09737),(64 83.10667),(65 83.03967),(66 83.02298),(67 83.85076),(68 83.46766),(69 83.73391),(70 84.63252),(71 83.55257),(72 84.280945),(73 84.139435),(74 84.46255),(75 83.7594),(76 84.94555),(77 84.15304),(78 84.19248),(79 83.89462),
(1 37.291405),(2 48.72435),(3 55.120678),(4 60.61079),(5 64.20037),(6 67.07625),(7 68.64114),(8 70.41833),(9 71.42095),(10 72.176605),(11 73.325294),(12 74.453445),(13 75.00147),(14 76.252144),(15 76.025116),(16 76.6705),(17 77.611694),(18 77.41807),(19 78.01659),(20 77.70839),(21 77.84764),(22 80.2347),(23 80.10535),(24 80.88852),(25 82.07509),(26 82.482895),(27 81.46194),(28 82.08412),(29 82.48372),(30 83.02125),(31 82.51329),(32 82.726),(33 82.77115),(34 83.05077),(35 83.54244),(36 84.403076),(37 84.85652),(38 85.044914),(39 84.226715),(40 84.56221),(41 84.00386),(42 84.31365),(43 84.507645),(44 84.03525),(45 83.89772),(46 83.30937),(47 82.56721),(48 83.048935),(49 82.856766),(50 83.01387),(51 82.54998),(52 82.177216),(53 82.39597),(54 82.84007),(55 83.32062),(56 83.2684),(57 83.07557),(58 84.86494),(59 85.03908),(60 85.265305),(61 84.828636),(62 85.23889),(63 84.61564),(64 84.93835),(65 84.86771),(66 85.1043),(67 84.50312),(68 84.48708),(69 84.660355),(70 85.28895),(71 84.79655),(72 84.28509),(73 84.71894),(74 84.83577),(75 84.76992),(76 85.127335),(77 84.75227),(78 84.427505),(79 84.59504),
(1 36.837006),(2 47.653107),(3 54.533844),(4 59.41358),(5 62.5068),(6 65.58154),(7 67.47947),(8 67.71219),(9 68.28905),(10 69.75282),(11 70.15329),(12 71.36382),(13 72.10426),(14 73.38873),(15 73.90286),(16 75.04307),(17 75.46992),(18 75.95935),(19 76.34361),(20 76.38669),(21 76.19266),(22 77.700714),(23 77.798676),(24 78.330025),(25 78.48815),(26 78.77722),(27 78.39341),(28 78.31083),(29 79.19007),(30 78.76561),(31 78.492035),(32 78.35949),(33 79.656395),(34 80.79172),(35 80.946),(36 81.065674),(37 81.06391),(38 83.14365),(39 82.37646),(40 82.64065),(41 82.69867),(42 83.8016),(43 83.22209),(44 84.305916),(45 83.915276),(46 85.317955),(47 85.1084),(48 84.87848),(49 85.28349),(50 85.13175),(51 84.46549),(52 83.99199),(53 84.28003),(54 84.629166),(55 84.23538),(56 83.50112),(57 83.260796),(58 84.83564),(59 84.3844),(60 84.37837),(61 84.29408),(62 83.94464),(63 83.85782),(64 83.810005),(65 83.90116),(66 83.9414),(67 83.77696),(68 83.64961),(69 82.62527),(70 83.75359),(71 83.82402),(72 83.98857),(73 84.06749),(74 84.2232),(75 84.40459),(76 84.59315),(77 84.37173),(78 85.19725),(79 85.30534),
(1 36.026024),(2 46.222694),(3 52.60903),(4 57.6488),(5 60.674408),(6 63.336384),(7 64.9865),(8 65.963264),(9 66.45864),(10 68.82535),(11 69.98908),(12 71.30976),(13 72.25392),(14 73.36273),(15 73.863976),(16 74.309944),(17 75.00583),(18 75.444855),(19 75.281136),(20 75.918205),(21 75.622856),(22 77.599434),(23 78.388985),(24 79.10659),(25 79.62559),(26 80.22232),(27 79.18315),(28 80.050674),(29 79.841965),(30 79.92305),(31 79.38242),(32 79.49408),(33 78.892876),(34 80.061104),(35 80.44994),(36 80.36037),(37 81.08242),(38 81.310326),(39 80.54889),(40 80.61274),(41 80.03587),(42 80.75915),(43 80.574814),(44 80.629005),(45 81.177956),(46 81.55577),(47 81.416595),(48 80.801384),(49 81.43244),(50 81.60958),(51 80.658226),(52 80.24381),(53 80.66079),(54 80.95267),(55 80.90413),(56 80.813515),(57 81.18416),(58 82.12634),(59 82.07999),(60 81.509186),(61 81.555084),(62 80.93679),(63 80.83813),(64 80.277405),(65 80.37301),(66 80.098495),(67 80.11492),(68 80.10844),(69 80.002594),(70 80.037),(71 80.17553),(72 80.416565),(73 81.00927),(74 80.77307),(75 80.792076),(76 80.605415),(77 80.13555),(78 80.3265),(79 79.936005),
(1 36.49372),(2 46.90702),(3 52.79091),(4 58.056465),(5 61.825104),(6 64.78107),(7 66.545845),(8 68.17656),(9 68.90446),(10 69.99744),(11 70.78852),(12 71.51394),(13 72.88561),(14 73.87553),(15 74.10601),(16 74.19996),(17 75.20805),(18 76.6782),(19 75.73766),(20 76.1),(21 75.6544),(22 77.15099),(23 77.484665),(24 77.99475),(25 78.615),(26 78.40082),(27 77.36665),(28 78.87509),(29 78.49572),(30 78.43854),(31 78.3354),(32 78.57512),(33 78.143486),(34 79.09296),(35 79.49335),(36 80.103386),(37 80.628395),(38 80.30054),(39 80.84506),(40 80.86928),(41 81.147545),(42 80.914604),(43 80.29933),(44 80.109604),(45 80.39929),(46 80.82148),(47 80.866776),(48 81.60178),(49 81.30305),(50 81.39249),(51 81.1902),(52 81.0048),(53 81.1179),(54 81.82072),(55 81.64871),(56 81.97161),(57 82.063995),(58 82.65333),(59 82.30538),(60 82.50984),(61 82.72904),(62 82.66587),(63 82.38348),(64 81.71082),(65 82.039246),(66 82.5459),(67 81.992744),(68 81.81227),(69 80.93864),(70 82.69283),(71 83.05294),(72 82.37965),(73 82.03219),(74 82.37717),(75 81.67713),(76 81.554146),(77 82.06728),(78 82.03123),(79 82.1744),
(1 36.13832),(2 46.585693),(3 53.160847),(4 57.944637),(5 61.82794),(6 64.71388),(7 66.22687),(8 66.75151),(9 68.14195),(10 69.88793),(11 71.357666),(12 72.381065),(13 73.665665),(14 74.38512),(15 74.0031),(16 74.45604),(17 75.4945),(18 75.55816),(19 75.999886),(20 76.18446),(21 76.64772),(22 77.091484),(23 77.40582),(24 77.78605),(25 78.84123),(26 79.10629),(27 78.91951),(28 79.538376),(29 79.70649),(30 79.639084),(31 79.29507),(32 79.283005),(33 79.24758),(34 79.52676),(35 79.52149),(36 80.37948),(37 81.34904),(38 81.51669),(39 81.819786),(40 82.4593),(41 83.180626),(42 82.684944),(43 82.57638),(44 83.31222),(45 82.94225),(46 83.490555),(47 83.3996),(48 83.45517),(49 83.0842),(50 83.79469),(51 83.56228),(52 83.06999),(53 83.41162),(54 83.25132),(55 83.49696),(56 82.73392),(57 82.98329),(58 83.16046),(59 82.685326),(60 82.60516),(61 82.94233),(62 83.36228),(63 82.73911),(64 82.81353),(65 83.16586),(66 83.13321),(67 82.8515),(68 83.14707),(69 82.27113),(70 83.08851),(71 83.156),(72 82.67469),(73 83.19242),(74 83.3034),(75 82.676765),(76 82.852554),(77 82.06843),(78 81.87998),(79 81.92654),
(1 35.767464),(2 46.404182),(3 52.78804),(4 57.732758),(5 60.87407),(6 63.388363),(7 65.25483),(8 66.46032),(9 67.44122),(10 68.629845),(11 69.76152),(12 71.112366),(13 72.72486),(14 73.03843),(15 73.13547),(16 73.57637),(17 75.13019),(18 75.68362),(19 75.43968),(20 75.31117),(21 75.214554),(22 76.288345),(23 75.9944),(24 76.52517),(25 77.1853),(26 76.70564),(27 77.29142),(28 77.4095),(29 77.31683),(30 77.89687),(31 77.04657),(32 77.031265),(33 77.72876),(34 78.65549),(35 79.05652),(36 79.426384),(37 79.65478),(38 80.130356),(39 80.13893),(40 80.28727),(41 80.759636),(42 79.44592),(43 78.92022),(44 78.44778),(45 78.52139),(46 78.86904),(47 78.44242),(48 79.89665),(49 79.845505),(50 79.87364),(51 79.36119),(52 79.819885),(53 80.18644),(54 79.55556),(55 79.16588),(56 79.61114),(57 79.459915),(58 80.526665),(59 80.57777),(60 79.92965),(61 79.6452),(62 80.12128),(63 79.84265),(64 79.84792),(65 80.38849),(66 81.36088),(67 81.42604),(68 81.12039),(69 81.01316),(70 81.48893),(71 81.015205),(72 80.67445),(73 80.81389),(74 80.42829),(75 80.370834),(76 80.074905),(77 79.82693),(78 79.69842),(79 78.84773),
(1 35.98425),(2 46.233868),(3 53.019512),(4 57.709858),(5 60.958702),(6 64.24445),(7 64.99047),(8 66.46754),(9 67.08993),(10 69.03276),(11 70.46016),(12 71.93793),(13 72.79719),(14 73.85907),(15 72.989685),(16 73.09463),(17 73.72441),(18 74.32485),(19 74.31539),(20 74.79916),(21 74.98541),(22 75.81831),(23 76.45488),(24 77.618095),(25 78.28669),(26 78.65631),(27 78.51192),(28 79.30779),(29 79.21862),(30 79.5078),(31 79.06389),(32 78.94643),(33 78.85387),(34 80.1997),(35 79.990654),(36 79.977005),(37 80.31824),(38 80.73338),(39 81.011086),(40 80.93817),(41 81.500465),(42 81.77427),(43 82.584465),(44 82.90904),(45 81.99566),(46 82.29919),(47 82.47293),(48 83.13637),(49 83.25592),(50 82.51183),(51 81.484604),(52 81.20732),(53 81.52526),(54 82.15327),(55 82.63581),(56 82.78954),(57 83.089645),(58 83.14658),(59 82.88621),(60 82.57391),(61 83.10064),(62 83.156586),(63 82.24239),(64 82.092155),(65 82.28916),(66 82.06532),(67 82.68158),(68 82.41924),(69 82.433815),(70 82.66494),(71 81.611725),(72 81.71984),(73 81.55123),(74 82.30542),(75 82.40608),(76 82.82801),(77 82.720024),(78 82.39554),(79 81.603615),
(1 35.578854),(2 45.819866),(3 51.87019),(4 56.70006),(5 59.622852),(6 63.202507),(7 65.37621),(8 66.18671),(9 66.89154),(10 69.19555),(11 69.69163),(12 70.31461),(13 71.40024),(14 71.923386),(15 72.46972),(16 73.04735),(17 73.16934),(18 74.29222),(19 73.6874),(20 73.65266),(21 73.96392),(22 74.32057),(23 74.401085),(24 74.63119),(25 74.87534),(26 75.95688),(27 76.06837),(28 76.40576),(29 76.34425),(30 76.61863),(31 76.33598),(32 75.84157),(33 76.345924),(34 77.280464),(35 77.500206),(36 77.58867),(37 77.73466),(38 78.016655),(39 78.313774),(40 78.579384),(41 78.3924),(42 78.60764),(43 78.280785),(44 78.314964),(45 77.28292),(46 77.30878),(47 77.62315),(48 77.80484),(49 78.8246),(50 78.57123),(51 79.14876),(52 79.04337),(53 78.97234),(54 79.21276),(55 78.94983),(56 79.034485),(57 78.8616),(58 80.20322),(59 80.10357),(60 80.60536),(61 80.16379),(62 80.17807),(63 80.267105),(64 80.08001),(65 80.08344),(66 80.65626),(67 80.6797),(68 80.269295),(69 79.51101),(70 80.21527),(71 79.924866),(72 79.84324),(73 80.1342),(74 80.67041),(75 80.20868),(76 80.31654),(77 79.71009),(78 79.38661),(79 79.31237),
(1 34.906708),(2 45.382095),(3 51.759064),(4 56.457752),(5 59.602673),(6 62.34719),(7 64.061),(8 65.609535),(9 66.0881),(10 67.8565),(11 68.788185),(12 69.68433),(13 70.10342),(14 70.76686),(15 72.02937),(16 72.55472),(17 73.44509),(18 74.57947),(19 74.43468),(20 74.532814),(21 74.33486),(22 76.32897),(23 76.949005),(24 77.45971),(25 77.641884),(26 77.43616),(27 77.55803),(28 77.74939),(29 77.61261),(30 77.59944),(31 78.332016),(32 78.71486),(33 78.62442),(34 79.252426),(35 79.31379),(36 79.891174),(37 80.93927),(38 81.19652),(39 81.2602),(40 81.33795),(41 81.15083),(42 82.00844),(43 81.12536),(44 80.61333),(45 80.75532),(46 81.43276),(47 80.932915),(48 81.38932),(49 81.83372),(50 81.45142),(51 82.36534),(52 81.83518),(53 81.95796),(54 82.13075),(55 81.17881),(56 81.69557),(57 81.69245),(58 81.589),(59 81.58898),(60 81.26915),(61 80.43162),(62 80.45963),(63 80.138466),(64 79.56325),(65 79.91416),(66 79.97184),(67 79.624405),(68 79.3657),(69 78.49367),(70 79.58736),(71 78.903366),(72 78.56202),(73 79.58409),(74 80.29888),(75 79.81032),(76 80.62905),(77 80.69292),(78 79.78421),(79 79.78628),
(1 34.08846),(2 44.998497),(3 51.8091),(4 56.43729),(5 60.004284),(6 62.230667),(7 63.72375),(8 64.287994),(9 65.28739),(10 66.37763),(11 67.675735),(12 68.58399),(13 69.82814),(14 70.13756),(15 71.10137),(16 71.8352),(17 72.229935),(18 72.66838),(19 72.663635),(20 72.70249),(21 72.79786),(22 74.13709),(23 73.76892),(24 74.39112),(25 75.2904),(26 75.51595),(27 75.59653),(28 75.801094),(29 76.00883),(30 76.98549),(31 77.20902),(32 77.29883),(33 76.918526),(34 77.76914),(35 77.596275),(36 77.64406),(37 78.31026),(38 78.99947),(39 79.26248),(40 79.80066),(41 80.19961),(42 80.51794),(43 80.319824),(44 80.384735),(45 79.75711),(46 79.6174),(47 79.139984),(48 79.87175),(49 79.98366),(50 80.64717),(51 80.10146),(52 79.27618),(53 79.01631),(54 79.4554),(55 79.03727),(56 78.43343),(57 78.69265),(58 79.55396),(59 79.85129),(60 79.17296),(61 78.59035),(62 78.364296),(63 77.98955),(64 78.513214),(65 78.46831),(66 78.31916),(67 78.712006),(68 78.763725),(69 78.57599),(70 79.50643),(71 79.178856),(72 78.83229),(73 79.13391),(74 78.469444),(75 78.255714),(76 78.52636),(77 78.54617),(78 78.72293),(79 78.801704),
(1 34.577442),(2 44.543907),(3 51.919643),(4 55.676266),(5 59.208557),(6 62.252773),(7 63.386726),(8 63.841568),(9 65.48563),(10 66.56574),(11 67.48294),(12 68.29093),(13 69.823166),(14 70.412476),(15 70.18823),(16 70.13336),(17 70.8294),(18 71.20798),(19 71.56514),(20 72.057846),(21 72.095245),(22 72.54029),(23 73.24267),(24 73.49611),(25 74.326225),(26 74.65341),(27 74.37019),(28 74.60622),(29 74.71718),(30 75.0615),(31 75.15091),(32 75.704765),(33 75.95897),(34 76.255),(35 75.83486),(36 76.68041),(37 77.2452),(38 77.287834),(39 77.9075),(40 78.54705),(41 78.28462),(42 78.45405),(43 78.78522),(44 79.13763),(45 79.62346),(46 80.20751),(47 79.87779),(48 79.77133),(49 79.745125),(50 79.78968),(51 79.350426),(52 79.61738),(53 79.343025),(54 79.80297),(55 79.19001),(56 79.63247),(57 79.35386),(58 80.700035),(59 80.8752),(60 80.17754),(61 80.689064),(62 80.159424),(63 80.45947),(64 80.609825),(65 80.58011),(66 81.19747),(67 80.888794),(68 80.75889),(69 80.57384),(70 80.72164),(71 80.356415),(72 79.91722),(73 80.54734),(74 79.92116),(75 79.784134),(76 79.783745),(77 79.347725),(78 79.51086),(79 78.87507),
(1 34.40249),(2 45.07016),(3 51.28337),(4 56.168766),(5 59.34923),(6 62.048603),(7 62.853138),(8 63.801468),(9 64.77678),(10 66.88884),(11 67.341606),(12 68.999016),(13 69.83578),(14 71.525536),(15 71.83289),(16 72.30154),(17 72.5913),(18 72.684),(19 72.9485),(20 72.60571),(21 72.66049),(22 73.3397),(23 73.69718),(24 74.05097),(25 74.6705),(26 75.00435),(27 74.640594),(28 74.57279),(29 75.41356),(30 75.88891),(31 75.01352),(32 75.23393),(33 75.47542),(34 76.31039),(35 76.12276),(36 77.469),(37 77.16503),(38 77.98033),(39 77.39483),(40 77.71674),(41 77.5935),(42 78.07247),(43 78.64788),(44 78.05987),(45 77.442375),(46 78.59848),(47 77.61514),(48 78.39947),(49 78.61646),(50 78.66777),(51 78.305824),(52 78.08332),(53 77.73651),(54 77.67044),(55 77.94773),(56 77.67518),(57 77.515434),(58 78.10027),(59 76.963776),(60 77.1117),(61 77.55731),(62 77.370705),(63 77.49281),(64 77.635544),(65 77.83828),(66 78.1725),(67 77.45793),(68 77.748276),(69 77.550934),(70 77.86503),(71 77.42862),(72 77.09052),(73 77.736984),(74 77.98348),(75 77.49088),(76 77.57614),(77 77.46468),(78 77.946556),(79 77.6366),
(1 34.589252),(2 44.458923),(3 50.642475),(4 55.089146),(5 58.276077),(6 60.934155),(7 62.420948),(8 62.996685),(9 64.57521),(10 66.53578),(11 67.68219),(12 68.91713),(13 70.02707),(14 70.44822),(15 69.8136),(16 69.79891),(17 70.57782),(18 70.893425),(19 71.113205),(20 71.19259),(21 71.79326),(22 73.413994),(23 73.55725),(24 73.96624),(25 74.43351),(26 74.1337),(27 73.75029),(28 73.783905),(29 74.1662),(30 74.324524),(31 74.00018),(32 74.028244),(33 74.04493),(34 74.74381),(35 74.87923),(36 75.87617),(37 76.37835),(38 77.20121),(39 76.33649),(40 76.356255),(41 76.91813),(42 77.59378),(43 77.33294),(44 77.48407),(45 77.17666),(46 77.62401),(47 77.747154),(48 78.191864),(49 77.91991),(50 77.77972),(51 77.77814),(52 77.69686),(53 77.4439),(54 77.44639),(55 77.06108),(56 77.44269),(57 77.368286),(58 78.83069),(59 78.71542),(60 79.045364),(61 79.16231),(62 79.605194),(63 79.004036),(64 79.26076),(65 78.98379),(66 78.95003),(67 78.50906),(68 78.74306),(69 78.77831),(70 79.42387),(71 79.12034),(72 79.32463),(73 78.95803),(74 79.136955),(75 78.78206),(76 78.51489),(77 78.73666),(78 78.84284),(79 78.5196),
(1 34.39829),(2 44.298782),(3 50.809868),(4 55.243893),(5 58.65147),(6 61.130424),(7 62.431934),(8 63.157),(9 63.89525),(10 65.87391),(11 66.50569),(12 67.92435),(13 69.02806),(14 69.79477),(15 70.32105),(16 70.72961),(17 71.68239),(18 71.81155),(19 72.27986),(20 72.113365),(21 72.40235),(22 73.65241),(23 74.47221),(24 74.75113),(25 75.507484),(26 75.3124),(27 75.34794),(28 75.50683),(29 75.33701),(30 75.65625),(31 75.19385),(32 75.03714),(33 75.65012),(34 76.37514),(35 76.36617),(36 76.86563),(37 77.3705),(38 77.852394),(39 77.831795),(40 78.3889),(41 78.29913),(42 78.142265),(43 77.90644),(44 76.98491),(45 76.36389),(46 77.76855),(47 77.4522),(48 77.28988),(49 77.42385),(50 77.36458),(51 77.31617),(52 76.36706),(53 76.28865),(54 76.48646),(55 75.897064),(56 76.47484),(57 76.87853),(58 77.22287),(59 76.29306),(60 76.12297),(61 76.7275),(62 76.67473),(63 76.68036),(64 77.15208),(65 77.665565),(66 78.11284),(67 77.7166),(68 77.8531),(69 76.846405),(70 76.92162),(71 76.803314),(72 76.98781),(73 76.79139),(74 76.99534),(75 76.76643),(76 76.640755),(77 77.13254),(78 76.978325),(79 76.49514),
(1 33.61655),(2 43.787205),(3 50.278004),(4 54.415245),(5 57.882893),(6 60.499954),(7 61.7622),(8 62.245567),(9 63.2579),(10 65.11359),(11 65.18603),(12 66.65721),(13 67.826614),(14 68.247086),(15 69.25906),(16 70.09018),(17 70.81715),(18 70.74031),(19 71.19773),(20 70.49145),(21 70.85403),(22 72.89408),(23 73.07613),(24 72.65402),(25 73.47084),(26 73.94586),(27 74.420105),(28 73.85408),(29 74.34951),(30 74.00516),(31 74.17185),(32 73.67452),(33 73.46136),(34 74.46747),(35 74.31751),(36 74.138176),(37 74.44789),(38 75.59728),(39 75.917564),(40 76.0976),(41 77.14655),(42 77.576614),(43 77.16294),(44 77.41924),(45 78.383415),(46 78.80407),(47 78.65005),(48 78.45111),(49 77.79155),(50 78.01307),(51 77.017914),(52 76.88923),(53 77.01013),(54 77.19995),(55 77.08689),(56 76.86563),(57 76.43651),(58 77.07604),(59 76.64112),(60 76.36628),(61 76.688),(62 76.422516),(63 76.312836),(64 75.62207),(65 75.58981),(66 75.57002),(67 75.91475),(68 75.564735),(69 75.636505),(70 76.5046),(71 76.67722),(72 77.35361),(73 77.196175),(74 76.93361),(75 77.10839),(76 76.322975),(77 76.30502),(78 76.13807),(79 75.4103),
(1 34.012543),(2 43.74241),(3 49.75629),(4 54.146763),(5 57.95817),(6 60.657333),(7 61.84025),(8 62.797344),(9 64.526474),(10 65.972244),(11 66.59965),(12 67.6953),(13 68.31681),(14 69.35581),(15 69.42795),(16 69.98887),(17 71.01855),(18 71.729324),(19 71.7254),(20 71.65937),(21 71.688576),(22 71.97603),(23 73.331795),(24 73.2366),(25 73.883575),(26 73.83187),(27 73.453094),(28 74.12738),(29 74.39447),(30 74.33207),(31 74.01629),(32 74.5182),(33 74.8674),(34 75.70153),(35 75.10706),(36 75.188965),(37 75.31297),(38 75.85677),(39 74.81467),(40 74.846825),(41 75.496025),(42 75.85237),(43 75.09072),(44 75.58193),(45 75.237144),(46 75.98505),(47 75.87825),(48 75.246544),(49 75.78979),(50 76.44007),(51 76.41597),(52 76.240166),(53 76.36098),(54 76.93542),(55 77.15007),(56 76.67395),(57 75.869576),(58 76.028625),(59 76.47647),(60 77.24048),(61 77.66601),(62 77.34073),(63 77.11613),(64 77.00318),(65 77.06885),(66 76.21839),(67 76.32784),(68 76.31734),(69 76.117455),(70 75.94028),(71 76.00076),(72 76.647),(73 76.71076),(74 77.45691),(75 76.676315),(76 76.937546),(77 76.931755),(78 77.23068),(79 76.946915),
