1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 49.382637),(2 57.86185),(3 62.65391),(4 66.19488),(5 68.36634),(6 69.92751),(7 70.70839),(8 71.70584),(9 71.501976),(10 70.78197),(11 71.194565),(12 72.26083),(13 72.79212),(14 73.10018),(15 73.676575),(16 73.89719),(17 74.5844),(18 74.12289),(19 74.20622),(20 74.10147),(21 75.06368),(22 74.53409),(23 74.815994),(24 75.08797),(25 75.45647),(26 75.03345),(27 74.0874),(28 73.9279),(29 74.21694),(30 73.74693),(31 74.42146),(32 74.061516),(33 73.73913),(34 73.98125),(35 74.65826),(36 75.10475),(37 75.11975),(38 75.10003),(39 75.53968),(40 75.063225),(41 75.09863),(42 76.80306),(43 75.37111),(44 75.03751),(45 75.13297),(46 74.70177),(47 75.13084),(48 75.84509),(49 75.738945),(50 74.84454),(51 76.37355),(52 75.00951),(53 74.76178),(54 75.52469),(55 76.05689),(56 75.11477),(57 75.75992),(58 76.30178),(59 75.67269),(60 76.11355),(61 76.299065),(62 76.889854),(63 77.128555),(64 76.35828),(65 76.41098),(66 77.0084),(67 77.82997),(68 77.46981),(69 77.26781),(70 78.07992),(71 78.24542),(72 77.70253),(73 78.16042),(74 78.544395),(75 78.66632),(76 79.06897),(77 78.566696),(78 79.24766),(79 78.50329),
(1 49.515266),(2 58.17725),(3 62.998856),(4 65.70497),(5 67.84381),(6 69.03568),(7 70.38716),(8 70.05326),(9 70.40571),(10 70.7719),(11 70.5975),(12 71.59674),(13 72.10286),(14 72.31443),(15 72.707344),(16 73.04126),(17 73.39072),(18 74.640175),(19 73.95479),(20 73.81342),(21 74.008934),(22 74.08265),(23 74.30565),(24 74.24805),(25 74.074005),(26 73.74556),(27 73.18523),(28 73.141914),(29 73.41366),(30 73.48212),(31 73.61324),(32 74.18713),(33 74.86304),(34 74.067856),(35 75.23475),(36 74.28883),(37 74.68242),(38 74.77482),(39 75.5669),(40 75.697945),(41 76.01826),(42 77.213),(43 77.21183),(44 77.00918),(45 76.467834),(46 76.678795),(47 76.57418),(48 76.53804),(49 76.26909),(50 75.98833),(51 76.86356),(52 76.050125),(53 76.76926),(54 76.32407),(55 77.59787),(56 76.49174),(57 76.4703),(58 76.79197),(59 76.96293),(60 76.56299),(61 77.316765),(62 77.25134),(63 77.98112),(64 77.78229),(65 77.60086),(66 77.24057),(67 77.29076),(68 77.361565),(69 77.12429),(70 77.21605),(71 78.418396),(72 78.18848),(73 78.94804),(74 78.54466),(75 78.940346),(76 78.89517),(77 78.21225),(78 80.32769),(79 79.952286),
(1 47.971653),(2 56.740788),(3 61.032078),(4 64.429245),(5 66.22772),(6 68.45716),(7 69.440056),(8 70.00129),(9 69.894615),(10 69.99779),(11 70.167656),(12 70.96257),(13 70.76606),(14 71.89355),(15 72.22693),(16 72.16815),(17 71.92408),(18 72.375046),(19 72.93204),(20 73.41455),(21 73.96183),(22 74.433754),(23 74.027306),(24 73.83657),(25 74.11075),(26 73.54146),(27 73.83787),(28 73.79583),(29 73.03926),(30 73.14902),(31 72.525215),(32 72.601524),(33 73.0122),(34 73.05304),(35 73.044975),(36 73.96444),(37 74.1157),(38 74.81872),(39 75.70883),(40 74.540825),(41 74.370735),(42 75.41679),(43 75.67095),(44 75.60531),(45 77.0335),(46 76.04646),(47 75.67368),(48 75.16947),(49 75.59778),(50 76.138336),(51 76.39274),(52 75.790245),(53 75.079155),(54 75.19044),(55 74.775116),(56 74.995544),(57 75.18035),(58 75.7617),(59 75.9384),(60 75.6265),(61 76.23261),(62 75.91953),(63 76.77213),(64 76.443016),(65 76.064316),(66 76.03007),(67 76.52004),(68 76.974525),(69 76.52608),(70 76.69985),(71 77.10837),(72 76.99016),(73 76.93719),(74 77.01827),(75 78.46073),(76 78.047485),(77 77.4344),(78 77.79569),(79 77.69422),
(1 48.523792),(2 57.545246),(3 61.844315),(4 64.634346),(5 66.32741),(6 67.91215),(7 68.787766),(8 69.11072),(9 69.07884),(10 69.25336),(11 69.51459),(12 70.15394),(13 70.71608),(14 71.05876),(15 71.69469),(16 72.14605),(17 72.679855),(18 73.516815),(19 73.08722),(20 73.42807),(21 72.55141),(22 73.367134),(23 71.9966),(24 72.75721),(25 72.91392),(26 73.14619),(27 73.46968),(28 73.62086),(29 73.13189),(30 72.157394),(31 73.25241),(32 73.3571),(33 74.40998),(34 74.38386),(35 74.16754),(36 73.98614),(37 74.64342),(38 75.12509),(39 75.90819),(40 75.33226),(41 75.37508),(42 75.88762),(43 75.95482),(44 76.174355),(45 76.3193),(46 75.57694),(47 76.12283),(48 75.64829),(49 75.77083),(50 75.959045),(51 75.95105),(52 75.58715),(53 75.03016),(54 75.61447),(55 75.716194),(56 76.05062),(57 75.94056),(58 75.01061),(59 75.360664),(60 75.4962),(61 76.29252),(62 76.00297),(63 76.25333),(64 76.07084),(65 76.51623),(66 76.67929),(67 77.386856),(68 77.16596),(69 76.82063),(70 76.76597),(71 77.75466),(72 77.35098),(73 77.24388),(74 77.30595),(75 76.76627),(76 77.026535),(77 76.579346),(78 77.67231),(79 77.0883),
(1 47.76584),(2 56.996098),(3 61.258087),(4 64.30381),(5 65.822174),(6 68.16818),(7 68.93685),(8 69.08207),(9 69.9335),(10 70.10361),(11 69.630135),(12 70.5001),(13 70.828804),(14 71.151825),(15 71.31949),(16 71.43537),(17 71.86778),(18 72.04605),(19 72.34184),(20 72.95307),(21 73.35781),(22 72.551865),(23 72.95456),(24 74.17148),(25 74.32236),(26 73.463234),(27 73.52569),(28 74.045494),(29 72.97964),(30 71.821526),(31 72.52018),(32 72.39226),(33 73.22063),(34 72.77135),(35 72.89552),(36 74.17771),(37 74.69007),(38 73.960236),(39 74.27859),(40 74.30445),(41 75.097664),(42 76.16627),(43 76.64089),(44 76.69241),(45 76.56233),(46 75.955536),(47 76.04632),(48 76.62824),(49 75.53476),(50 75.302025),(51 76.05532),(52 75.55388),(53 75.33305),(54 74.50208),(55 75.26916),(56 74.84752),(57 75.40611),(58 75.3241),(59 75.25664),(60 75.73538),(61 76.39232),(62 76.66499),(63 76.20197),(64 77.22778),(65 76.822685),(66 76.8146),(67 77.32172),(68 76.63311),(69 76.576675),(70 76.72911),(71 76.748566),(72 76.424614),(73 76.37718),(74 76.25462),(75 76.30758),(76 76.10407),(77 76.727234),(78 78.06128),(79 78.33077),
(1 47.83772),(2 56.442905),(3 60.852478),(4 63.95198),(5 66.17168),(6 67.15373),(7 69.09033),(8 68.67572),(9 69.439186),(10 70.28257),(11 70.00181),(12 69.69994),(13 70.812965),(14 70.76231),(15 71.23759),(16 72.11985),(17 71.69519),(18 72.431206),(19 72.355286),(20 72.306145),(21 72.280266),(22 72.37946),(23 72.60207),(24 72.63688),(25 72.154884),(26 72.49096),(27 72.14286),(28 72.68894),(29 72.89104),(30 72.1554),(31 71.53819),(32 71.43234),(33 72.26677),(34 72.27136),(35 71.92769),(36 71.7697),(37 72.28769),(38 72.035416),(39 73.09291),(40 73.451706),(41 73.18281),(42 73.70143),(43 74.67663),(44 74.62684),(45 74.72331),(46 74.49087),(47 74.36025),(48 73.86907),(49 73.99708),(50 74.00479),(51 74.079926),(52 73.28128),(53 73.40044),(54 74.34237),(55 74.173325),(56 73.78838),(57 75.06666),(58 74.10817),(59 74.69209),(60 75.107506),(61 75.09202),(62 75.50521),(63 76.14422),(64 77.65127),(65 77.523865),(66 77.4747),(67 77.43629),(68 77.54045),(69 77.04018),(70 76.92671),(71 76.72114),(72 77.36877),(73 78.38971),(74 77.812416),(75 78.638824),(76 77.839485),(77 77.549995),(78 79.6154),(79 79.02523),
(1 47.97292),(2 57.1471),(3 61.16681),(4 63.744446),(5 65.73093),(6 67.29067),(7 68.0276),(8 68.26901),(9 68.617485),(10 69.3553),(11 69.4537),(12 69.479324),(13 70.724266),(14 70.987526),(15 71.65248),(16 72.053276),(17 72.03211),(18 71.88728),(19 71.94233),(20 72.712074),(21 72.62724),(22 72.90365),(23 72.05102),(24 73.18205),(25 73.692535),(26 72.43449),(27 74.26261),(28 74.20327),(29 72.99799),(30 71.84024),(31 71.78443),(32 72.32847),(33 72.74243),(34 73.05009),(35 73.82896),(36 73.246414),(37 73.24864),(38 73.857285),(39 74.24414),(40 73.901146),(41 74.229965),(42 75.21154),(43 75.016045),(44 75.15225),(45 75.98659),(46 75.770065),(47 75.97279),(48 76.644615),(49 75.14187),(50 75.879745),(51 75.72845),(52 74.66147),(53 74.043755),(54 75.46071),(55 75.21488),(56 74.82594),(57 75.482056),(58 74.84689),(59 74.84909),(60 75.561775),(61 76.15209),(62 76.038666),(63 76.58772),(64 76.82866),(65 77.38021),(66 76.37324),(67 78.115005),(68 77.201385),(69 76.624146),(70 77.266525),(71 77.933784),(72 77.65668),(73 78.624535),(74 78.15502),(75 78.657486),(76 78.09503),(77 78.48783),(78 79.43016),(79 78.37567),
(1 47.353424),(2 55.378094),(3 59.938587),(4 62.99721),(5 64.1663),(6 66.09206),(7 67.011345),(8 67.3793),(9 68.360695),(10 68.48032),(11 68.88918),(12 69.09196),(13 70.53967),(14 69.77603),(15 70.5281),(16 70.69217),(17 70.589836),(18 71.05635),(19 71.42259),(20 71.57846),(21 72.04501),(22 72.55604),(23 71.85875),(24 71.906494),(25 72.094406),(26 71.83501),(27 71.50675),(28 71.68202),(29 71.68413),(30 70.18519),(31 71.07258),(32 71.38472),(33 71.64078),(34 71.87657),(35 72.62969),(36 72.67242),(37 72.8939),(38 73.621574),(39 74.11857),(40 73.66286),(41 74.69309),(42 74.835),(43 74.91377),(44 75.419334),(45 75.402214),(46 74.64356),(47 74.82171),(48 75.014465),(49 73.643234),(50 73.96542),(51 74.24286),(52 73.69245),(53 73.04448),(54 74.14127),(55 74.88943),(56 74.643745),(57 74.93731),(58 74.391685),(59 74.09437),(60 73.665855),(61 74.04401),(62 73.77694),(63 74.68412),(64 74.63705),(65 75.26399),(66 75.07047),(67 75.052216),(68 75.474144),(69 74.295654),(70 75.06991),(71 74.97678),(72 75.70924),(73 75.65601),(74 75.77845),(75 76.7691),(76 75.48989),(77 75.95978),(78 76.52967),(79 75.76662),
(1 47.49089),(2 55.910763),(3 60.462624),(4 63.854908),(5 65.92206),(6 67.82999),(7 68.82909),(8 69.27709),(9 69.251945),(10 69.215195),(11 69.42635),(12 69.63571),(13 70.06011),(14 70.6893),(15 70.629105),(16 71.88969),(17 71.45599),(18 71.56266),(19 71.53332),(20 72.15475),(21 72.37056),(22 73.32268),(23 72.04629),(24 72.27477),(25 72.566505),(26 73.07608),(27 71.82115),(28 71.93608),(29 71.89341),(30 72.02596),(31 71.6332),(32 71.236626),(33 71.27355),(34 71.55953),(35 72.643524),(36 72.68514),(37 72.40285),(38 73.253044),(39 73.94205),(40 72.83263),(41 74.25058),(42 73.46934),(43 73.57698),(44 74.12795),(45 74.41178),(46 75.21968),(47 74.49357),(48 74.63778),(49 74.69481),(50 74.25067),(51 74.31576),(52 73.72116),(53 74.16566),(54 75.151),(55 75.48654),(56 74.8892),(57 75.603325),(58 75.23777),(59 74.981705),(60 75.540215),(61 74.89333),(62 75.1221),(63 75.27189),(64 75.85877),(65 76.03155),(66 75.90961),(67 76.12418),(68 76.11714),(69 75.37884),(70 75.47011),(71 76.13185),(72 76.785614),(73 76.634056),(74 77.2104),(75 77.90752),(76 77.893456),(77 77.28229),(78 78.36315),(79 78.65149),
(1 46.748867),(2 55.513454),(3 60.5339),(4 63.90102),(5 65.09861),(6 67.47914),(7 68.17545),(8 68.52245),(9 69.01369),(10 68.94657),(11 68.974075),(12 69.5082),(13 69.69513),(14 70.20688),(15 70.55116),(16 71.35864),(17 71.6523),(18 72.50727),(19 71.9),(20 72.27942),(21 72.41083),(22 72.571),(23 71.96534),(24 72.03473),(25 72.44772),(26 72.38402),(27 71.79752),(28 71.80336),(29 70.691444),(30 70.33039),(31 71.18179),(32 72.19867),(33 72.25577),(34 72.224724),(35 72.38029),(36 71.74722),(37 72.73564),(38 73.669),(39 73.569496),(40 73.334564),(41 74.50324),(42 74.13864),(43 74.877815),(44 74.98727),(45 74.95677),(46 73.79482),(47 73.49077),(48 73.764015),(49 74.33942),(50 74.60042),(51 74.59878),(52 73.42081),(53 72.69598),(54 73.77491),(55 74.372345),(56 74.580635),(57 74.35797),(58 73.79627),(59 74.05669),(60 74.072136),(61 74.36868),(62 73.70003),(63 73.65285),(64 73.94933),(65 73.8622),(66 74.284256),(67 74.97229),(68 74.68351),(69 74.62729),(70 75.193016),(71 74.39399),(72 74.11407),(73 74.52829),(74 75.39985),(75 75.4543),(76 74.200195),(77 74.40313),(78 74.73257),(79 75.60051),
(1 46.87602),(2 54.782196),(3 59.74094),(4 61.890263),(5 63.90436),(6 66.44336),(7 67.76526),(8 68.52331),(9 68.44502),(10 68.46773),(11 68.78263),(12 69.40928),(13 69.70801),(14 70.144905),(15 70.25864),(16 71.958755),(17 71.45395),(18 72.163826),(19 71.63434),(20 72.348465),(21 72.014915),(22 72.01979),(23 71.80874),(24 73.1795),(25 73.47546),(26 73.4127),(27 72.74675),(28 73.369965),(29 72.2216),(30 71.9661),(31 73.18695),(32 72.715),(33 73.41204),(34 72.01178),(35 73.00633),(36 72.53911),(37 72.99495),(38 73.10018),(39 74.03861),(40 73.430885),(41 73.529915),(42 73.598656),(43 74.861755),(44 75.27509),(45 75.50831),(46 74.06137),(47 73.92652),(48 74.04187),(49 74.2661),(50 74.18655),(51 75.08148),(52 74.609795),(53 74.57931),(54 74.80694),(55 75.25438),(56 76.02665),(57 75.46748),(58 75.22517),(59 74.48263),(60 75.42251),(61 75.58028),(62 76.202705),(63 76.894165),(64 78.04494),(65 78.00327),(66 77.560585),(67 78.457756),(68 77.76036),(69 78.066696),(70 78.20327),(71 77.989685),(72 78.64919),(73 79.63709),(74 79.78369),(75 79.62661),(76 79.20117),(77 79.07404),(78 79.65725),(79 79.19102),
(1 47.035995),(2 55.33244),(3 60.027523),(4 63.293003),(5 64.44815),(6 66.344734),(7 67.63016),(8 67.50554),(9 67.95159),(10 67.96381),(11 68.29715),(12 69.046005),(13 69.19865),(14 69.62376),(15 69.64607),(16 70.492386),(17 70.467995),(18 70.74489),(19 70.77383),(20 71.49369),(21 71.511116),(22 71.23779),(23 70.43619),(24 71.15363),(25 70.76212),(26 70.56701),(27 70.6709),(28 70.55843),(29 70.12734),(30 69.957664),(31 70.17328),(32 70.42635),(33 70.98333),(34 72.0747),(35 71.95153),(36 71.75477),(37 73.06733),(38 73.61776),(39 73.9357),(40 73.21995),(41 73.5418),(42 74.57902),(43 75.22425),(44 74.5841),(45 75.5568),(46 74.99892),(47 74.49582),(48 74.43415),(49 74.0548),(50 73.97474),(51 73.793495),(52 74.18194),(53 73.219864),(54 73.96242),(55 73.190094),(56 73.5362),(57 73.74146),(58 73.89419),(59 73.21357),(60 73.18424),(61 74.27653),(62 74.22313),(63 74.798515),(64 75.670944),(65 75.85552),(66 76.18238),(67 76.15491),(68 75.43055),(69 74.95092),(70 76.05092),(71 76.19172),(72 75.633415),(73 77.0601),(74 77.03468),(75 77.12476),(76 76.456406),(77 76.76741),(78 77.4985),(79 77.649796),
(1 45.94608),(2 53.309532),(3 57.62467),(4 60.309116),(5 62.064663),(6 63.4849),(7 64.67305),(8 65.50224),(9 64.88828),(10 65.3862),(11 65.79906),(12 66.228035),(13 66.16096),(14 66.87923),(15 66.28321),(16 66.92111),(17 67.58173),(18 68.66307),(19 68.93751),(20 68.7938),(21 68.45682),(22 68.367134),(23 68.50307),(24 68.22595),(25 68.79785),(26 69.01633),(27 68.45563),(28 69.14345),(29 68.95529),(30 68.1825),(31 67.77246),(32 68.2902),(33 68.74411),(34 69.288376),(35 69.650406),(36 69.80644),(37 69.366646),(38 69.87662),(39 70.53221),(40 70.12468),(41 70.46431),(42 71.186386),(43 70.91349),(44 70.52982),(45 71.299515),(46 70.90986),(47 70.55096),(48 70.88322),(49 70.83363),(50 71.1734),(51 71.6292),(52 71.199844),(53 71.213974),(54 70.6417),(55 71.335495),(56 71.2678),(57 71.6735),(58 71.532166),(59 71.81842),(60 71.75009),(61 71.46754),(62 72.069756),(63 73.26126),(64 73.53098),(65 73.021965),(66 74.20876),(67 73.44229),(68 73.72451),(69 73.67759),(70 73.65414),(71 73.60996),(72 73.837654),(73 74.08166),(74 73.93947),(75 73.53695),(76 73.71743),(77 73.620224),(78 74.7862),(79 74.62799),
(1 46.20572),(2 54.78776),(3 59.5655),(4 62.840122),(5 64.2184),(6 65.96292),(7 66.25493),(8 67.11867),(9 67.965034),(10 67.75223),(11 67.89497),(12 68.014114),(13 69.27279),(14 69.38723),(15 69.670456),(16 69.41922),(17 70.426445),(18 70.94095),(19 70.28959),(20 70.52826),(21 70.94622),(22 71.32822),(23 72.040985),(24 70.985466),(25 71.811485),(26 72.244156),(27 72.30835),(28 72.19285),(29 71.82917),(30 71.07528),(31 71.90407),(32 71.16167),(33 72.39996),(34 72.28993),(35 72.11745),(36 71.06018),(37 72.456474),(38 72.10912),(39 73.06775),(40 71.93913),(41 73.36761),(42 73.55319),(43 73.47949),(44 73.85467),(45 74.07961),(46 73.10798),(47 73.2012),(48 73.51401),(49 73.304016),(50 73.74741),(51 73.32959),(52 73.28952),(53 73.115524),(54 73.52337),(55 72.982605),(56 73.78243),(57 73.935486),(58 74.37538),(59 74.10243),(60 73.76347),(61 74.21205),(62 74.59706),(63 74.86728),(64 74.63108),(65 74.326965),(66 75.352745),(67 75.54246),(68 74.57573),(69 74.86196),(70 75.72821),(71 76.03826),(72 76.25893),(73 77.22659),(74 76.46102),(75 76.43959),(76 76.36544),(77 76.62808),(78 77.29791),(79 76.03309),
(1 45.517365),(2 54.046566),(3 58.50311),(4 60.9028),(5 63.21618),(6 63.86314),(7 65.06341),(8 65.85085),(9 67.372314),(10 67.08245),(11 68.24516),(12 67.691185),(13 68.50109),(14 67.687485),(15 68.296684),(16 68.07456),(17 68.749405),(18 69.14456),(19 68.40311),(20 69.233665),(21 69.001366),(22 69.222176),(23 68.959984),(24 69.32124),(25 69.29201),(26 69.70778),(27 68.59222),(28 68.5251),(29 67.88884),(30 67.771065),(31 67.62065),(32 67.748116),(33 68.39545),(34 68.06385),(35 67.819336),(36 67.462456),(37 68.21985),(38 69.24941),(39 69.49847),(40 69.46916),(41 70.03518),(42 71.19801),(43 69.85755),(44 69.81431),(45 70.67127),(46 70.83079),(47 70.81494),(48 70.53548),(49 70.35719),(50 70.83185),(51 70.56813),(52 70.67663),(53 70.29997),(54 71.18159),(55 71.24959),(56 71.40935),(57 70.88769),(58 71.146774),(59 70.8638),(60 70.56037),(61 71.36413),(62 72.11758),(63 72.456795),(64 71.39634),(65 71.19662),(66 71.39961),(67 71.82778),(68 72.31377),(69 72.746254),(70 73.079025),(71 72.544266),(72 72.81501),(73 73.64657),(74 73.71671),(75 74.02757),(76 72.81767),(77 72.71514),(78 73.68868),(79 74.269066),
(1 45.64983),(2 54.121838),(3 58.637077),(4 61.475346),(5 63.532036),(6 65.50177),(7 67.037796),(8 67.38013),(9 67.37968),(10 67.95434),(11 68.341576),(12 68.10082),(13 68.241585),(14 68.19902),(15 68.35923),(16 68.17494),(17 68.515915),(18 69.18118),(19 69.53557),(20 68.82208),(21 70.161255),(22 69.872116),(23 70.54),(24 70.66794),(25 70.85269),(26 71.48809),(27 70.755005),(28 70.119774),(29 70.562775),(30 69.52316),(31 69.13998),(32 69.622894),(33 69.89139),(34 70.42615),(35 69.7675),(36 69.52816),(37 69.55061),(38 70.64657),(39 70.911446),(40 70.56192),(41 70.92863),(42 72.0516),(43 72.87441),(44 71.83878),(45 72.86147),(46 71.4975),(47 71.90648),(48 71.80161),(49 71.49036),(50 71.342766),(51 71.06459),(52 71.080734),(53 70.43791),(54 71.40696),(55 71.3847),(56 71.389595),(57 71.325516),(58 71.5382),(59 71.74805),(60 72.2706),(61 73.08373),(62 73.14186),(63 73.72171),(64 73.54772),(65 73.519196),(66 73.790825),(67 74.01065),(68 73.95553),(69 73.96715),(70 73.993996),(71 73.769585),(72 73.92832),(73 73.55409),(74 73.91555),(75 75.0989),(76 74.42305),(77 74.79142),(78 75.407524),(79 75.283035),
(1 45.4938),(2 53.026764),(3 57.451603),(4 59.980526),(5 61.56615),(6 62.599197),(7 63.7595),(8 64.35964),(9 64.977974),(10 65.38744),(11 64.89271),(12 65.76165),(13 65.70582),(14 65.11713),(15 66.27322),(16 66.88549),(17 66.80233),(18 67.50883),(19 67.076454),(20 67.23625),(21 67.721054),(22 67.48629),(23 67.59066),(24 67.9619),(25 67.85496),(26 67.46526),(27 67.55122),(28 67.153015),(29 67.743576),(30 68.37047),(31 67.34179),(32 67.25518),(33 67.08999),(34 67.482376),(35 68.31267),(36 67.87976),(37 68.78346),(38 69.26669),(39 69.31744),(40 69.24323),(41 69.86052),(42 70.3099),(43 69.412834),(44 69.65323),(45 69.136635),(46 68.251625),(47 68.20319),(48 68.99578),(49 68.43601),(50 68.8569),(51 69.64493),(52 68.35267),(53 68.35762),(54 69.59113),(55 69.70361),(56 69.53623),(57 69.02503),(58 69.08656),(59 69.352936),(60 69.762474),(61 70.26051),(62 70.25303),(63 71.009865),(64 70.87307),(65 71.39442),(66 71.69456),(67 71.81917),(68 71.30911),(69 71.388245),(70 71.50897),(71 71.43231),(72 71.09605),(73 71.24443),(74 72.45118),(75 72.65167),(76 71.82487),(77 72.14218),(78 72.90138),(79 73.228806),
(1 45.48051),(2 53.974995),(3 58.42783),(4 61.21355),(5 62.901802),(6 64.73749),(7 65.40878),(8 65.84087),(9 66.74965),(10 66.318695),(11 66.154816),(12 66.93984),(13 67.899734),(14 68.353645),(15 67.78133),(16 68.36199),(17 68.71823),(18 68.52244),(19 68.69122),(20 69.26769),(21 68.916145),(22 68.471535),(23 68.88223),(24 69.05162),(25 69.103775),(26 68.504234),(27 68.02885),(28 67.816734),(29 67.78456),(30 67.57614),(31 67.71367),(32 68.12132),(33 68.82393),(34 68.42974),(35 69.312004),(36 68.73107),(37 69.227875),(38 69.51471),(39 70.20889),(40 70.25925),(41 69.638626),(42 70.368546),(43 70.71976),(44 70.5862),(45 71.02078),(46 70.71739),(47 70.920395),(48 70.90236),(49 71.982834),(50 71.882706),(51 72.06242),(52 71.372765),(53 70.2536),(54 71.520004),(55 70.971985),(56 70.35265),(57 69.66176),(58 70.05118),(59 70.00087),(60 70.277306),(61 70.27336),(62 71.069954),(63 72.1446),(64 72.019),(65 71.988716),(66 72.177246),(67 72.9393),(68 72.66999),(69 72.78003),(70 72.42329),(71 72.62354),(72 71.55207),(73 71.028656),(74 72.141556),(75 72.53594),(76 71.42549),(77 72.055405),(78 72.94655),(79 72.485825),
