1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 82649.24),(2 217438.45),(3 414566.97),(4 658597),(5 919216),(6 1235043.1),(7 1568107),(8 1942279.6),(9 2306588.3),(10 2729059.5),(11 3177543.3),(12 3598033.3),(13 4030856),(14 4481666.5),(15 4904938.5),(16 5439227.5),(17 5913138.5),(18 6262142.5),(19 6604022.5),(20 6933324),(21 7284068),(22 7588126.5),(23 7926356),(24 8261698.5),(25 8680589),(26 9094823),(27 9515477),(28 10008599),(29 10446179),(30 10750583),(31 11079071),(32 11338939),(33 11642493),(34 11828435),(35 12031045),(36 12197372),(37 12225755),(38 12203403),(39 12354047),(40 12621241),(41 13352583),(42 13660092),(43 14052967),(44 14511772),(45 14865297),(46 15055067),(47 15319240),(48 15686967),(49 16035197),(50 16223779),(51 16446475),(52 16709245),(53 16963154),(54 17138210),(55 17294354),(56 17378186),(57 17460790),(58 17489574),(59 17622202),(60 17792452),(61 17905192),(62 17834394),(63 17743826),(64 17847642),(65 17886946),(66 18558910),(67 18981766),(68 19486526),(69 20002590),(70 20468882),(71 21002988),(72 21573718),(73 22195330),(74 22817656),(75 23484298),(76 24245042),(77 25072906),(78 25979382),(79 26944720),
(1 4320.003),(2 7709.8457),(3 9804.723),(4 10890.007),(5 11991.833),(6 12487.562),(7 13054.35),(8 13206.152),(9 13418.769),(10 13512.369),(11 13838.164),(12 13623.776),(13 13704.405),(14 13728.838),(15 13944.971),(16 13991.718),(17 14197.698),(18 14125.689),(19 14288.072),(20 14016.248),(21 13968.196),(22 13957.146),(23 14308.732),(24 14230.707),(25 14416.743),(26 14357.82),(27 14602.054),(28 14478.937),(29 14642.971),(30 14686.872),(31 14809.71),(32 14629.294),(33 14521.279),(34 14339.101),(35 14520.288),(36 14228.069),(37 14489.432),(38 14363.035),(39 14552.426),(40 14279.734),(41 14604.095),(42 14655.398),(43 14757.205),(44 15025.37),(45 14983.673),(46 14976.952),(47 15221.399),(48 15044.577),(49 15069.597),(50 14903.759),(51 15177.991),(52 15052.4375),(53 15269.302),(54 15158.841),(55 15273.019),(56 15159.979),(57 15271.223),(58 15191.295),(59 15411.619),(60 15217.273),(61 15349.343),(62 15297.538),(63 15413.675),(64 15209.069),(65 15206.216),(66 15245.329),(67 15294.206),(68 15089.82),(69 15335.185),(70 15139.608),(71 15369.718),(72 15161.11),(73 15271.048),(74 15240.312),(75 15480.712),(76 15299.215),(77 15699.539),(78 15612.29),(79 15585.482),
(1 4279.2935),(2 7557.1934),(3 9595.726),(4 10625.084),(5 11639.164),(6 12269.238),(7 13049.17),(8 13229.5205),(9 13640.217),(10 13605.364),(11 13905.187),(12 13741.519),(13 13943.866),(14 13857.872),(15 14066.112),(16 13994.046),(17 14104.985),(18 13988.453),(19 14163.226),(20 14212.899),(21 14555.601),(22 14620.16),(23 14838.679),(24 14712.017),(25 15108.798),(26 15138.14),(27 15317.012),(28 15009.258),(29 15120.413),(30 14976.395),(31 15174.988),(32 15062.753),(33 15183.481),(34 14962.479),(35 15106.293),(36 14696.32),(37 14789.104),(38 14714.041),(39 15036.37),(40 14881.454),(41 15268.445),(42 15270.648),(43 15347.223),(44 15575.909),(45 15306.377),(46 15195.409),(47 15358.71),(48 15185.886),(49 15151.548),(50 14900.178),(51 15165.721),(52 15023.597),(53 15028.396),(54 14760.012),(55 14833.227),(56 14601.649),(57 14584.556),(58 14425.486),(59 14653.894),(60 14633.582),(61 14835.738),(62 14656.813),(63 14986.049),(64 15024.075),(65 15127.751),(66 14971.786),(67 15018.202),(68 14732.421),(69 14786.81),(70 14621.941),(71 14919.053),(72 14669.144),(73 14688.688),(74 14665.853),(75 15130.884),(76 15089.43),(77 15395.961),(78 15368.881),(79 15582.434),
(1 4130.3574),(2 7171.103),(3 9161.133),(4 10212.422),(5 11310.471),(6 11950.024),(7 12602.994),(8 12786.636),(9 13287.875),(10 13294.333),(11 13701.23),(12 13514.743),(13 13842.69),(14 13935.2),(15 14154.455),(16 14181.623),(17 14278.58),(18 14090.119),(19 14217.638),(20 14108.241),(21 14366.535),(22 14162.177),(23 14407.508),(24 14316.878),(25 14509.973),(26 14460.198),(27 14561.531),(28 14296.984),(29 14171.337),(30 13896.136),(31 13981.8545),(32 13785.559),(33 13961.4),(34 13783.743),(35 13985.991),(36 13896.299),(37 14106.185),(38 13964.297),(39 14257.317),(40 14055.333),(41 14642.633),(42 14678.261),(43 14680.998),(44 14823.578),(45 14615.076),(46 14442.728),(47 14543.039),(48 14504.914),(49 14657.887),(50 14538.3125),(51 14754.575),(52 14548.178),(53 14773.747),(54 14548.368),(55 14589.402),(56 14424.199),(57 14482.521),(58 14412.887),(59 14834.62),(60 14622.578),(61 14808.594),(62 14815.222),(63 14958.6),(64 14824.866),(65 15013.74),(66 14775.426),(67 14738.673),(68 14398.806),(69 14452.689),(70 14241.797),(71 14289.733),(72 14274.555),(73 14344.768),(74 14185.706),(75 14479.755),(76 14333.382),(77 14454.471),(78 14352.914),(79 14533.21),
(1 4125.1094),(2 7200.5176),(3 9085.652),(4 10066.983),(5 11050.262),(6 11593.742),(7 12279.998),(8 12666.4795),(9 13186.947),(10 13182.044),(11 13415.987),(12 13369.818),(13 13698.72),(14 13673.456),(15 14035.465),(16 14144.912),(17 14374.222),(18 14097.362),(19 14076.05),(20 13907.746),(21 14063.7705),(22 13973.434),(23 14177),(24 14007.197),(25 14111.283),(26 14158.19),(27 14577.581),(28 14451.779),(29 14470.59),(30 14283.245),(31 14442.61),(32 14382.331),(33 14661.265),(34 14486.244),(35 14609.435),(36 14295.629),(37 14357.158),(38 14219.557),(39 14362.979),(40 13980.503),(41 14406.18),(42 14443.194),(43 14441.498),(44 14400.09),(45 14229.514),(46 14144.3125),(47 14339.953),(48 14261.382),(49 14364.444),(50 14365.986),(51 14701.464),(52 14618.383),(53 14792.97),(54 14686.81),(55 14978.619),(56 14954.317),(57 15164.966),(58 15076.321),(59 15348.282),(60 15458.052),(61 15622.998),(62 15400.862),(63 15503.198),(64 15308.808),(65 15239.707),(66 15091.232),(67 15139.129),(68 14924.016),(69 15065.558),(70 14782.623),(71 14903.178),(72 14684.144),(73 14754.836),(74 14576.642),(75 14876.099),(76 14725.163),(77 14820.3125),(78 14712.117),(79 14970.774),
(1 3976.9485),(2 7015.1147),(3 8964.411),(4 9798.962),(5 10672.789),(6 11172.713),(7 11851.972),(8 12062.523),(9 12327.8545),(10 12390.432),(11 12678.927),(12 12593.749),(13 12903.56),(14 12888.369),(15 12951.128),(16 13012.064),(17 13261.993),(18 13236.334),(19 13471.304),(20 13350.427),(21 13624.327),(22 13540.308),(23 13669.641),(24 13415.571),(25 13446.696),(26 13392.306),(27 13619.39),(28 13565.304),(29 13594.72),(30 13317.817),(31 13288.208),(32 13119.368),(33 13357.252),(34 13258.576),(35 13547.014),(36 13417.586),(37 13550.712),(38 13357.832),(39 13526.583),(40 13433.652),(41 13846.804),(42 13810.063),(43 13788.19),(44 13824.036),(45 13680.644),(46 13760.958),(47 13934.897),(48 13807.564),(49 13967.768),(50 13930.526),(51 14126.44),(52 13961.212),(53 14293.747),(54 14109.568),(55 14135.009),(56 14067.642),(57 14289.411),(58 14157.478),(59 14358.921),(60 14331.018),(61 14483.044),(62 14389.9375),(63 14603.374),(64 14515.826),(65 14439.311),(66 14282.251),(67 14285.013),(68 14190.281),(69 14399.298),(70 14358.875),(71 14464.873),(72 14202.992),(73 14257.047),(74 14154.225),(75 14524.189),(76 14398.051),(77 14500.75),(78 14416.522),(79 14578.506),
(1 3900.5728),(2 6762.348),(3 8696.647),(4 9576.775),(5 10497.1),(6 10854.809),(7 11512.812),(8 11718.755),(9 12017.466),(10 12062.901),(11 12216.417),(12 12052.872),(13 12244.626),(14 12128.478),(15 12283.57),(16 12321.585),(17 12423.238),(18 12164.958),(19 12295.804),(20 12200.47),(21 12496.217),(22 12454.311),(23 12656.042),(24 12517.238),(25 12606.297),(26 12543.793),(27 12864.407),(28 12760.643),(29 12786.782),(30 12438.986),(31 12346.754),(32 12164.084),(33 12303.075),(34 12269.998),(35 12459.457),(36 12495.438),(37 12796.486),(38 12682.521),(39 12820.906),(40 12768.324),(41 13150.436),(42 13110.303),(43 13184.203),(44 13398.966),(45 13295.318),(46 13300.169),(47 13384.83),(48 13199.711),(49 13244.984),(50 13140.594),(51 13426.255),(52 13345.548),(53 13561.39),(54 13397.613),(55 13616.21),(56 13415.809),(57 13555.571),(58 13429.099),(59 13518.021),(60 13386.907),(61 13528.847),(62 13440.341),(63 13522.456),(64 13354.4),(65 13302.456),(66 13262.602),(67 13376.251),(68 13251.04),(69 13405.73),(70 13318.043),(71 13428.215),(72 13166.281),(73 13206.042),(74 13140.653),(75 13343.695),(76 13083.477),(77 13325.207),(78 13135.865),(79 13460.203),
(1 3959.3062),(2 6837.082),(3 8531.614),(4 9189.714),(5 9929.852),(6 10327.4795),(7 11027.557),(8 11245.049),(9 11469.615),(10 11608.875),(11 11934.388),(12 11884.339),(13 12009.004),(14 11855.003),(15 11944.434),(16 12014.368),(17 12190.834),(18 12018.957),(19 12105.461),(20 11974.564),(21 12238.961),(22 12335.818),(23 12634.134),(24 12451.656),(25 12518.698),(26 12384.097),(27 12806.09),(28 12769.52),(29 12846.016),(30 12639.883),(31 12713.864),(32 12536.912),(33 12761.303),(34 12728.475),(35 13010.9795),(36 12929.071),(37 13123.128),(38 12949.977),(39 13115.243),(40 13020.262),(41 13300.277),(42 13178.107),(43 13251.983),(44 13267.288),(45 13089.35),(46 13005.387),(47 13101.637),(48 12904.096),(49 12914.623),(50 12654.151),(51 12794.423),(52 12781.456),(53 12795.334),(54 12559.392),(55 12652.873),(56 12516.539),(57 12608.092),(58 12617.149),(59 12912.33),(60 12775.809),(61 12843.559),(62 12830.472),(63 13150.011),(64 12960.5),(65 12976.463),(66 13026.811),(67 13121.72),(68 12999.9795),(69 13161.932),(70 12949.345),(71 13154.316),(72 12952.99),(73 13056.911),(74 12992.072),(75 13198.382),(76 13112.502),(77 13249.255),(78 13089.609),(79 13277.989),
(1 3768.7617),(2 6479.059),(3 8223.481),(4 9129.481),(5 9946.467),(6 10492.275),(7 11240.646),(8 11382.117),(9 11741.067),(10 11653.589),(11 12096.691),(12 11987.936),(13 12067.565),(14 11902.223),(15 11830.612),(16 11664.73),(17 11652.808),(18 11506.719),(19 11747.349),(20 11667.167),(21 11846.266),(22 11962.438),(23 12193.173),(24 12189.068),(25 12515.894),(26 12589.173),(27 12898.409),(28 12731.474),(29 12768.37),(30 12569.1),(31 12677.866),(32 12573.108),(33 12647.35),(34 12523.885),(35 12700.489),(36 12599.84),(37 12760.761),(38 12699.42),(39 12945.666),(40 12912.276),(41 13136.897),(42 12872.858),(43 12938.754),(44 13052.775),(45 13112.699),(46 13162.9375),(47 13168.095),(48 12989.364),(49 13229.919),(50 13121.382),(51 13295.208),(52 13212.398),(53 13321.531),(54 13140.337),(55 13293.906),(56 13191.802),(57 13407.747),(58 13427.92),(59 13678.517),(60 13540.265),(61 13717.087),(62 13517.469),(63 13593.502),(64 13438.021),(65 13482.445),(66 13560.899),(67 13540.738),(68 13324.354),(69 13374.356),(70 13048.142),(71 13139.6045),(72 12997.126),(73 13142.569),(74 13009.281),(75 13222.168),(76 13206.648),(77 13293.175),(78 13178.637),(79 13276.425),
(1 3637.8025),(2 6321.336),(3 8082.025),(4 8914.963),(5 9719.66),(6 10073.594),(7 10781.239),(8 10904.596),(9 11238.084),(10 11297.747),(11 11471.709),(12 11398.838),(13 11563.372),(14 11372.71),(15 11519.615),(16 11502.814),(17 11614.527),(18 11428.583),(19 11632.653),(20 11555.114),(21 11938.919),(22 11981.83),(23 12286.943),(24 12077.736),(25 12152.523),(26 12193.054),(27 12284.016),(28 12076.147),(29 12054.63),(30 12003.2705),(31 12118.583),(32 12130.966),(33 12341.493),(34 12178.525),(35 12317.601),(36 12269.126),(37 12430.784),(38 12259.595),(39 12485.984),(40 12354.59),(41 12565.816),(42 12313.258),(43 12348.299),(44 12552.728),(45 12519.236),(46 12434.042),(47 12382.504),(48 12132.067),(49 12212.775),(50 12107.146),(51 12349.569),(52 12310.421),(53 12400.359),(54 12378.651),(55 12429.968),(56 12396.626),(57 12571.475),(58 12452.847),(59 12742.288),(60 12758.835),(61 13019.17),(62 12940.235),(63 13154.042),(64 13044.485),(65 13004.807),(66 12888.504),(67 12933.985),(68 12819.021),(69 12941.32),(70 12723.779),(71 12918.756),(72 12868.875),(73 13092.409),(74 12931.954),(75 13071.869),(76 12917.976),(77 13173.785),(78 13035.855),(79 13123.37),
(1 3598.3596),(2 6130.809),(3 7715.622),(4 8423.928),(5 9154.825),(6 9399.156),(7 9952.077),(8 10186.127),(9 10532.705),(10 10581.602),(11 10936.848),(12 10923.444),(13 11088.421),(14 10835.679),(15 10922.169),(16 10844.449),(17 10834.931),(18 10689.857),(19 10858.48),(20 10834.62),(21 11111.934),(22 10988.486),(23 11070.714),(24 10927.541),(25 11122.906),(26 11050.775),(27 11292.401),(28 11076.186),(29 11168.298),(30 11032.991),(31 11274.511),(32 11156.148),(33 11349.424),(34 11194.599),(35 11280.001),(36 11048.837),(37 11159.148),(38 11112.718),(39 11341.606),(40 11311.497),(41 11550.924),(42 11547.404),(43 11530.794),(44 11618.976),(45 11496.129),(46 11432.413),(47 11477.912),(48 11340.832),(49 11469.338),(50 11109.486),(51 11124.718),(52 11018.358),(53 11178.02),(54 11198.645),(55 11434.411),(56 11481.98),(57 11794.116),(58 11805.439),(59 12050.022),(60 12067.716),(61 12256.707),(62 12296.888),(63 12439.755),(64 12345.294),(65 12359.685),(66 12369.533),(67 12444.852),(68 12103.836),(69 12220.496),(70 12062.073),(71 12209.152),(72 12097.165),(73 12204.877),(74 12082.717),(75 12238.758),(76 12047.684),(77 12231.042),(78 12269.679),(79 12439.273),
(1 3540.6526),(2 6034.376),(3 7665.513),(4 8159.598),(5 8856.588),(6 9230.212),(7 9595.136),(8 9749.713),(9 10204.812),(10 10285.991),(11 10543.509),(12 10525.244),(13 10716.735),(14 10642.547),(15 10751.64),(16 10713.785),(17 10847.299),(18 10756.544),(19 10952.985),(20 10882.588),(21 11135.549),(22 11004.91),(23 11050.126),(24 10822.131),(25 10881.7295),(26 10738.273),(27 10989.386),(28 10945.139),(29 11027.588),(30 10897.884),(31 10928.781),(32 10911.808),(33 11117.436),(34 10959.772),(35 11147.719),(36 10991.08),(37 11100.618),(38 10980.409),(39 11122.05),(40 10940.926),(41 11250.975),(42 11232.351),(43 11275.135),(44 11394.406),(45 11283.929),(46 11129.454),(47 11152.163),(48 10942.684),(49 11070.794),(50 10998.667),(51 11163.564),(52 11040.707),(53 11250.254),(54 11316.721),(55 11509.181),(56 11410.83),(57 11488.694),(58 11446.953),(59 11740.531),(60 11663.619),(61 11808.529),(62 11810.373),(63 11977.698),(64 11911.583),(65 11851.5),(66 11773.052),(67 11821.8125),(68 11533.281),(69 11660.37),(70 11465.156),(71 11457.058),(72 11319.194),(73 11534.1875),(74 11553.809),(75 11748.872),(76 11642.569),(77 11821.319),(78 11722.139),(79 11901.05),
(1 3426.3699),(2 5808.6743),(3 7275.815),(4 7913.5),(5 8544.223),(6 8891.296),(7 9600.944),(8 9682.569),(9 10013.172),(10 10038.339),(11 10326.142),(12 10240.37),(13 10337.321),(14 10268.643),(15 10523.092),(16 10622.533),(17 10778.291),(18 10707.225),(19 11025.262),(20 11014.631),(21 11262.679),(22 11039.443),(23 11210.586),(24 11083.98),(25 11100.781),(26 10884.508),(27 10966.101),(28 10723.132),(29 10811.043),(30 10667.5),(31 10791.769),(32 10850.507),(33 10990.59),(34 10799.407),(35 10982.256),(36 10769.78),(37 10848.209),(38 10739.208),(39 11038.009),(40 10998.269),(41 11324.176),(42 11178.14),(43 11105.575),(44 11150.149),(45 11105.856),(46 11048.708),(47 11186.523),(48 10903.405),(49 11013.728),(50 10796.415),(51 11009.725),(52 10855.063),(53 11039.57),(54 10985.74),(55 11223.292),(56 11122.711),(57 11278.265),(58 11107.14),(59 11107.385),(60 11171.783),(61 11474.551),(62 11363.596),(63 11525.2705),(64 11384.2),(65 11419.394),(66 11366.855),(67 11538.727),(68 11454.792),(69 11562.888),(70 11424.878),(71 11647.564),(72 11422.337),(73 11521.939),(74 11578.97),(75 11867.861),(76 11679.267),(77 11783.917),(78 11599.836),(79 11681.22),
(1 3397.954),(2 5695.9014),(3 7070.2754),(4 7789.4863),(5 8649.527),(6 9067.086),(7 9699.164),(8 9921.1875),(9 10280.142),(10 10263.727),(11 10534.449),(12 10527.24),(13 10612.534),(14 10591.1),(15 10796.268),(16 10723.532),(17 10728.47),(18 10607.879),(19 10715.407),(20 10590.625),(21 10776.313),(22 10664.598),(23 10786.092),(24 10594.609),(25 10670.018),(26 10427.815),(27 10448.7),(28 10327.627),(29 10473.296),(30 10389.757),(31 10494.405),(32 10452.567),(33 10680.84),(34 10586.652),(35 10858.986),(36 10750.693),(37 10938.172),(38 10916.895),(39 11148.3125),(40 11235.63),(41 11566.638),(42 11424.205),(43 11487.249),(44 11514.768),(45 11364.08),(46 11282.463),(47 11483.245),(48 11307.329),(49 11310.825),(50 11092.762),(51 11125.521),(52 10933.176),(53 11052.037),(54 10902.784),(55 11082.548),(56 11061.511),(57 11293.736),(58 11265.859),(59 11430.693),(60 11396.344),(61 11407.817),(62 11310.838),(63 11567.41),(64 11443.982),(65 11494.075),(66 11450.822),(67 11610.681),(68 11625.945),(69 11769.684),(70 11552.642),(71 11594.033),(72 11506.152),(73 11594.522),(74 11497.492),(75 11690.888),(76 11649.826),(77 11861.762),(78 11765.273),(79 11961.679),
(1 3243.157),(2 5344.0474),(3 6652.6367),(4 7237.4927),(5 7927.128),(6 8303.454),(7 8824.093),(8 9011.015),(9 9283.395),(10 9341.883),(11 9714.377),(12 9765.269),(13 9958.358),(14 9944.268),(15 10097.682),(16 9953.803),(17 9951.298),(18 9753.62),(19 9941.879),(20 9989.096),(21 10173.96),(22 10092.4375),(23 10195.28),(24 10046.062),(25 10212.49),(26 10112.223),(27 10343.868),(28 10080.415),(29 10110.253),(30 9939.402),(31 10091.259),(32 10047.545),(33 10301.971),(34 10243.875),(35 10343.625),(36 10166.467),(37 10253.261),(38 10149.294),(39 10274.204),(40 10173.905),(41 10639.108),(42 10633.567),(43 10714.769),(44 10753.534),(45 10719.023),(46 10737.868),(47 10842.139),(48 10672.318),(49 10745.076),(50 10587.255),(51 10629.064),(52 10388.768),(53 10549.321),(54 10452.317),(55 10643.187),(56 10514.539),(57 10557.266),(58 10410.507),(59 10699.63),(60 10557.368),(61 10694.322),(62 10610.959),(63 10868.646),(64 10822.877),(65 10937.91),(66 10962.141),(67 11045.304),(68 10951.8955),(69 11147.495),(70 10958.898),(71 11043.125),(72 10902.061),(73 11014.364),(74 10967.115),(75 11042.167),(76 10922.2295),(77 10993.798),(78 10943.986),(79 11006.744),
(1 3201.23),(2 5188.173),(3 6375.9995),(4 6855.939),(5 7489.9697),(6 7819.8003),(7 8288.332),(8 8412.235),(9 8678.219),(10 8775.308),(11 9042.562),(12 8987.053),(13 9096.516),(14 8956.949),(15 9173.47),(16 9137.265),(17 9206.832),(18 9181.215),(19 9427.253),(20 9371.837),(21 9607.892),(22 9546.697),(23 9717.035),(24 9574.12),(25 9644.06),(26 9570.096),(27 9966.629),(28 9782.709),(29 9856.878),(30 9671.208),(31 9867.6455),(32 9731.143),(33 9787.357),(34 9704.059),(35 9802.543),(36 9676.346),(37 9792.629),(38 9756.659),(39 9953.101),(40 9788.765),(41 10116.97),(42 10038.765),(43 10006.994),(44 10138.637),(45 10168.913),(46 10155.48),(47 10190.45),(48 9917.098),(49 10077.68),(50 9842.488),(51 9954.146),(52 9790.01),(53 9997.03),(54 9948.795),(55 10183.381),(56 10053.269),(57 10160.032),(58 9981.844),(59 10116.35),(60 10011.787),(61 10175.635),(62 10122.39),(63 10170.205),(64 9990.598),(65 10040.928),(66 9978.676),(67 10127.661),(68 10001.787),(69 10220.958),(70 10059.308),(71 10071.36),(72 9902.524),(73 10020),(74 9925.257),(75 10181.238),(76 10163.874),(77 10405.671),(78 10243.908),(79 10271.615),
(1 3223.1675),(2 5261.295),(3 6495.891),(4 6853.487),(5 7463.976),(6 7773.42),(7 8260.605),(8 8362.309),(9 8563.565),(10 8573.674),(11 8830.33),(12 8751.195),(13 8838.292),(14 8824.503),(15 9029.409),(16 8911.85),(17 9047.851),(18 8992.185),(19 9141.136),(20 9088.153),(21 9359.151),(22 9323.998),(23 9426.154),(24 9311.044),(25 9370.269),(26 9263.1045),(27 9525.415),(28 9397.303),(29 9522.607),(30 9350.553),(31 9405.39),(32 9250.419),(33 9339.57),(34 9143.885),(35 9142.104),(36 9047.485),(37 9354.263),(38 9321.825),(39 9435.124),(40 9381.912),(41 9684.683),(42 9568.823),(43 9513.239),(44 9594.277),(45 9451.761),(46 9445.515),(47 9459.749),(48 9145.754),(49 9217.715),(50 9052.295),(51 9216.444),(52 9102.703),(53 9334.058),(54 9303.964),(55 9631.717),(56 9662.553),(57 9817.182),(58 9666.426),(59 9830.461),(60 9778.001),(61 9961.65),(62 9878.325),(63 9999.001),(64 9805.2705),(65 9777.653),(66 9804.164),(67 9898.862),(68 9740.987),(69 9810.639),(70 9626.616),(71 9742.049),(72 9533.421),(73 9700.092),(74 9640.223),(75 9899.384),(76 9922.112),(77 10093.8545),(78 9928.363),(79 10099.0625),
(1 3090.6008),(2 5054.3193),(3 6339.985),(4 6795.364),(5 7405.989),(6 7663.7637),(7 8166.612),(8 8283.744),(9 8509.109),(10 8488.796),(11 8811.421),(12 8683.25),(13 8773.697),(14 8694.378),(15 8872.919),(16 8796.988),(17 8987.885),(18 8858.384),(19 8925.713),(20 8915.788),(21 9182.157),(22 9113.498),(23 9139.893),(24 9071.588),(25 9108.204),(26 8992.508),(27 9079.336),(28 8885.877),(29 8952.782),(30 8843.822),(31 8874.032),(32 8752.734),(33 8852.322),(34 8750.701),(35 8905.8545),(36 8808.68),(37 8899.662),(38 8779.736),(39 8950.205),(40 8862.68),(41 9211.882),(42 9203.99),(43 9285.392),(44 9409.188),(45 9387.141),(46 9311.631),(47 9474.629),(48 9310.479),(49 9394.824),(50 9277.071),(51 9383.114),(52 9153.568),(53 9259.209),(54 9228.549),(55 9432.98),(56 9370.818),(57 9446.485),(58 9267.713),(59 9484.928),(60 9468.376),(61 9605.608),(62 9458.383),(63 9549.669),(64 9444.313),(65 9491.141),(66 9312.3125),(67 9375.895),(68 9265.202),(69 9344.182),(70 9074.633),(71 9135.751),(72 8944.423),(73 9097.278),(74 9144.632),(75 9310.597),(76 9302.316),(77 9446.4375),(78 9374.169),(79 9535.393),
