1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 71594.78),(2 40934.355),(3 140994.7),(4 141372.56),(5 256068.42),(6 279510.63),(7 402792),(8 441328.9),(9 569454.56),(10 611762.94),(11 730566),(12 789171.44),(13 919992.25),(14 1007657.56),(15 1153830.4),(16 1242296.1),(17 1382829.9),(18 1501805.4),(19 1647988.6),(20 1780417.6),(21 1939015.4),(22 2084525.6),(23 2271491.8),(24 2462088),(25 2640706.8),(26 2823773),(27 3010556),(28 3191819),(29 3372359.8),(30 3559849.8),(31 3739355.8),(32 3917014),(33 4061020),(34 4219557.5),(35 4346692),(36 4477516),(37 4572984),(38 4707827.5),(39 4812760),(40 4927113.5),(41 5011307),(42 5117719.5),(43 5205448.5),(44 5311354.5),(45 5386933.5),(46 5482771.5),(47 5542512),(48 5633202),(49 5703438),(50 5806716.5),(51 5905575.5),(52 6024752),(53 6112028.5),(54 6248392.5),(55 6367188),(56 6516908.5),(57 6667272),(58 6840994),(59 6976473.5),(60 7144160),(61 7309197.5),(62 7511088),(63 7656377.5),(64 7837212.5),(65 7967093.5),(66 8136696.5),(67 8296175.5),(68 8527196),(69 8709227),(70 8910682),(71 9099831),(72 9333117),(73 9518133),(74 9745633),(75 9942991),(76 10187829),(77 10383409),(78 10628769),(79 10836895),
(1 213.00511),(2 125.26712),(3 250.00803),(4 149.89874),(5 269.14825),(6 163.82675),(7 278.7571),(8 170.28923),(9 282.07956),(10 170.1623),(11 279.04263),(12 171.39166),(13 282.92392),(14 176.36029),(15 287.02527),(16 176.90552),(17 291.1764),(18 181.38824),(19 294.91107),(20 185.99683),(21 298.17038),(22 186.82158),(23 294.97653),(24 182.28691),(25 294.66724),(26 183.41444),(27 294.10815),(28 183.28998),(29 293.82098),(30 182.94418),(31 294.8705),(32 184.06128),(33 294.14847),(34 182.58707),(35 293.89066),(36 184.35323),(37 296.59442),(38 185.68886),(39 295.02133),(40 185.86188),(41 297.2456),(42 186.18246),(43 295.34552),(44 185.8146),(45 295.66556),(46 184.41342),(47 294.15283),(48 183.70032),(49 297.77112),(50 187.82849),(51 299.89514),(52 189.12154),(53 300.88754),(54 189.44197),(55 298.65985),(56 187.60675),(57 296.8699),(58 186.80484),(59 294.637),(60 182.96103),(61 292.69354),(62 183.0776),(63 291.34885),(64 180.5105),(65 291.0844),(66 179.07788),(67 288.21616),(68 179.3125),(69 291.13467),(70 181.74016),(71 287.90656),(72 178.03915),(73 289.25516),(74 179.1895),(75 288.8825),(76 180.90582),(77 288.8402),(78 181.1178),(79 290.45938),
(1 214.23001),(2 122.73578),(3 251.07175),(4 148.18832),(5 272.6185),(6 163.69765),(7 280.69537),(8 169.20473),(9 285.08865),(10 171.62802),(11 284.56674),(12 170.47104),(13 285.46674),(14 175.62271),(15 289.25952),(16 177.74113),(17 294.52487),(18 181.00052),(19 296.97693),(20 188.47078),(21 301.03494),(22 188.3262),(23 297.8655),(24 185.15671),(25 298.96494),(26 186.34584),(27 296.65836),(28 184.48381),(29 296.0696),(30 182.32474),(31 293.63733),(32 184.24403),(33 296.8075),(34 183.98465),(35 295.6819),(36 185.74892),(37 299.00525),(38 189.04158),(39 300.0129),(40 188.9139),(41 300.84238),(42 188.44196),(43 298.88663),(44 188.1668),(45 300.15814),(46 188.15982),(47 299.17395),(48 187.96399),(49 299.6584),(50 187.89159),(51 298.50055),(52 187.098),(53 298.64914),(54 187.95956),(55 297.11197),(56 188.18257),(57 297.83438),(58 187.00311),(59 296.8054),(60 186.26038),(61 296.27942),(62 185.41525),(63 292.7106),(64 182.34941),(65 295.20825),(66 183.01315),(67 292.00204),(68 183.03522),(69 293.50842),(70 182.39067),(71 290.07864),(72 180.23373),(73 290.7892),(74 180.55699),(75 290.70163),(76 182.55423),(77 291.14093),(78 182.98552),(79 292.6011),
(1 210.6333),(2 121.564224),(3 246.99388),(4 145.78142),(5 265.7855),(6 159.94704),(7 276.8795),(8 166.47935),(9 279.95068),(10 169.02005),(11 279.84116),(12 167.8451),(13 285.3175),(14 176.19669),(15 287.53482),(16 177.70305),(17 292.0205),(18 182.17964),(19 296.70682),(20 187.1526),(21 298.9753),(22 186.76312),(23 295.29572),(24 184.20926),(25 293.64548),(26 181.05807),(27 290.8202),(28 181.8735),(29 291.64572),(30 179.79926),(31 290.4366),(32 182.06026),(33 294.25992),(34 182.82275),(35 293.68674),(36 185.49043),(37 296.96255),(38 186.94608),(39 296.23828),(40 188.24544),(41 298.33704),(42 187.1559),(43 296.6585),(44 186.47153),(45 296.37225),(46 187.92061),(47 294.89102),(48 187.3441),(49 296.59476),(50 187.48563),(51 296.64383),(52 187.70132),(53 297.24237),(54 189.5481),(55 296.42892),(56 187.8246),(57 296.6552),(58 187.01266),(59 292.69626),(60 184.54631),(61 290.8407),(62 185.06186),(63 291.32306),(64 183.27551),(65 290.78702),(66 181.55696),(67 289.63934),(68 180.49826),(69 288.68207),(70 179.63594),(71 287.0009),(72 179.63995),(73 289.3143),(74 182.52205),(75 290.23553),(76 181.78104),(77 288.6517),(78 181.11955),(79 290.3269),
(1 210.37587),(2 121.39575),(3 249.0257),(4 146.68892),(5 269.5581),(6 163.05452),(7 278.95697),(8 168.71175),(9 282.3664),(10 168.6476),(11 280.41946),(12 168.47722),(13 281.98727),(14 172.12813),(15 287.0921),(16 176.3414),(17 290.43423),(18 178.89087),(19 293.7274),(20 184.48868),(21 297.55496),(22 184.25566),(23 294.95905),(24 181.15587),(25 294.41595),(26 179.12798),(27 290.57352),(28 178.72993),(29 291.8054),(30 179.28192),(31 291.71985),(32 179.60971),(33 291.8394),(34 181.29683),(35 292.9012),(36 183.35745),(37 295.53354),(38 184.32947),(39 293.4267),(40 183.04152),(41 295.37497),(42 182.90607),(43 292.34836),(44 182.99318),(45 293.20142),(46 183.08368),(47 292.52042),(48 181.44136),(49 293.03955),(50 182.01097),(51 292.74463),(52 180.18468),(53 292.01862),(54 182.05025),(55 291.0399),(56 180.30765),(57 291.16196),(58 178.58626),(59 287.43076),(60 178.30298),(61 287.10498),(62 178.60272),(63 287.0577),(64 177.1974),(65 287.20462),(66 175.13428),(67 285.9169),(68 174.10713),(69 285.57437),(70 173.63965),(71 282.86188),(72 171.57742),(73 284.33978),(74 174.62538),(75 285.1864),(76 175.92365),(77 285.87637),(78 176.72588),(79 285.2341),
(1 206.02008),(2 118.63983),(3 242.7004),(4 144.10306),(5 259.32043),(6 157.08994),(7 268.0556),(8 162.20752),(9 272.4369),(10 165.35889),(11 272.59),(12 166.5742),(13 276.9341),(14 169.14554),(15 277.16125),(16 173.54158),(17 283.7407),(18 177.77437),(19 288.82516),(20 183.3323),(21 290.61893),(22 181.65997),(23 288.9438),(24 179.832),(25 288.48444),(26 181.05394),(27 287.48557),(28 179.1108),(29 284.96268),(30 178.3666),(31 284.98398),(32 176.28548),(33 283.82846),(34 177.82832),(35 283.85507),(36 179.82968),(37 286.58627),(38 178.37167),(39 283.70126),(40 178.99403),(41 283.6924),(42 178.02594),(43 282.8716),(44 177.4278),(45 283.50714),(46 179.62985),(47 284.02692),(48 181.69289),(49 285.94247),(50 183.00908),(51 287.33484),(52 184.25563),(53 290.4208),(54 184.19492),(55 288.49344),(56 183.48767),(57 289.33423),(58 181.41946),(59 287.47632),(60 181.17665),(61 286.05844),(62 181.6374),(63 285.2845),(64 180.05919),(65 285.13202),(66 179.74384),(67 282.38095),(68 178.69745),(69 281.89508),(70 178.02142),(71 279.62155),(72 176.2443),(73 279.8524),(74 176.35654),(75 279.10205),(76 177.79475),(77 279.7506),(78 177.97833),(79 279.58783),
(1 204.09845),(2 117.145035),(3 240.02872),(4 142.16086),(5 259.16415),(6 157.51208),(7 270.57883),(8 165.00436),(9 274.64487),(10 164.95123),(11 271.3402),(12 164.16052),(13 276.2382),(14 168.87488),(15 277.90845),(16 172.46288),(17 281.9699),(18 174.14754),(19 284.2706),(20 177.51422),(21 286.82828),(22 179.63419),(23 285.02036),(24 177.82487),(25 285.27185),(26 179.44539),(27 285.87317),(28 177.1682),(29 285.54852),(30 176.77246),(31 283.6537),(32 177.26144),(33 285.34256),(34 177.95537),(35 286.19995),(36 180.29),(37 290.7269),(38 182.69629),(39 289.3859),(40 184.76056),(41 292.49985),(42 185.02998),(43 290.53784),(44 184.31609),(45 290.58163),(46 183.29572),(47 288.6391),(48 182.70634),(49 290.26913),(50 183.89832),(51 289.22162),(52 184.35066),(53 292.36325),(54 184.81717),(55 289.6658),(56 183.83441),(57 287.69022),(58 181.94556),(59 286.52237),(60 180.95062),(61 285.07748),(62 179.86046),(63 282.11945),(64 177.54999),(65 283.15305),(66 178.06496),(67 281.54126),(68 175.97343),(69 279.4941),(70 175.03625),(71 278.19244),(72 172.8265),(73 278.78247),(74 173.76593),(75 280.07892),(76 174.1224),(77 279.60742),(78 174.75188),(79 277.4169),
(1 204.71191),(2 116.94672),(3 242.05826),(4 143.80998),(5 261.90796),(6 160.28947),(7 273.30634),(8 166.7732),(9 277.6828),(10 170.35522),(11 274.0948),(12 169.49493),(13 277.28876),(14 170.80885),(15 280.18698),(16 174.09013),(17 283.7611),(18 177.56894),(19 288.33914),(20 184.39635),(21 292.60403),(22 185.36382),(23 291.3722),(24 184.57591),(25 291.68262),(26 183.16496),(27 289.00757),(28 179.75558),(29 286.04556),(30 176.51329),(31 282.51303),(32 176.84035),(33 285.00006),(34 178.44298),(35 286.11542),(36 183.89136),(37 292.23462),(38 184.34113),(39 289.8783),(40 183.72884),(41 291.54904),(42 182.20331),(43 287.547),(44 181.73344),(45 289.23798),(46 182.73235),(47 289.92758),(48 183.07147),(49 290.53793),(50 185.49335),(51 291.43018),(52 186.2504),(53 292.86285),(54 186.42165),(55 291.86914),(56 186.6295),(57 290.47473),(58 184.68831),(59 290.09335),(60 182.71696),(61 288.33755),(62 183.05025),(63 288.77942),(64 182.58745),(65 289.0938),(66 179.67682),(67 284.28363),(68 176.86935),(69 282.9151),(70 176.89706),(71 281.67828),(72 175.73987),(73 281.15048),(74 174.6878),(75 279.6962),(76 173.7833),(77 279.19135),(78 172.12404),(79 279.1114),
(1 199.86153),(2 113.46204),(3 235.96942),(4 138.93843),(5 253.68515),(6 154.14519),(7 261.91287),(8 158.34917),(9 265.86676),(10 160.93242),(11 265.36716),(12 161.89111),(13 270.01218),(14 165.28192),(15 271.88184),(16 169.06403),(17 277.2443),(18 171.86064),(19 279.56802),(20 177.35056),(21 283.40524),(22 175.61838),(23 281.18448),(24 175.8663),(25 283.00317),(26 177.16501),(27 282.39844),(28 176.8965),(29 280.86954),(30 176.9237),(31 281.69513),(32 175.86394),(33 281.8126),(34 177.21687),(35 280.8125),(36 179.29124),(37 286.8307),(38 182.04803),(39 285.5246),(40 181.894),(41 286.81265),(42 181.16805),(43 284.49396),(44 180.5981),(45 285.64572),(46 181.22726),(47 285.78674),(48 180.86816),(49 285.04367),(50 181.55069),(51 285.09067),(52 180.3368),(53 286.8347),(54 180.32358),(55 284.62582),(56 179.22978),(57 285.01627),(58 180.79709),(59 283.21457),(60 176.21791),(61 280.58438),(62 176.02472),(63 278.3849),(64 173.34135),(65 279.433),(66 173.79076),(67 275.61212),(68 170.1903),(69 274.48868),(70 170.72453),(71 272.54562),(72 168.54468),(73 272.4979),(74 169.7321),(75 273.06482),(76 172.1853),(77 273.87756),(78 171.8835),(79 275.27396),
(1 196.55898),(2 114.565674),(3 232.51292),(4 138.81615),(5 251.76625),(6 153.69273),(7 259.19937),(8 159.13838),(9 263.18967),(10 160.56625),(11 263.38266),(12 162.41739),(13 267.33157),(14 164.52415),(15 270.89636),(16 169.68665),(17 274.22974),(18 172.26845),(19 278.4594),(20 175.63531),(21 280.9784),(22 175.96564),(23 276.90598),(24 173.89665),(25 277.71094),(26 172.78793),(27 274.77722),(28 171.46457),(29 273.76007),(30 170.1411),(31 269.20935),(32 169.83914),(33 273.86368),(34 170.61433),(35 273.36185),(36 175.4971),(37 278.92334),(38 177.58421),(39 278.92892),(40 176.89809),(41 278.19147),(42 175.03209),(43 276.88672),(44 176.98749),(45 278.05154),(46 176.99106),(47 278.84518),(48 178.86064),(49 280.55627),(50 180.49213),(51 280.88132),(52 177.8663),(53 280.6914),(54 177.85718),(55 278.8701),(56 178.00545),(57 279.22388),(58 177.41432),(59 279.00842),(60 176.0406),(61 277.80212),(62 176.0755),(63 274.15036),(64 173.97552),(65 274.50974),(66 172.67686),(67 272.9409),(68 171.48651),(69 270.44058),(70 169.24754),(71 268.9526),(72 167.80275),(73 268.48755),(74 168.53694),(75 269.5169),(76 169.62097),(77 270.144),(78 170.3079),(79 271.78284),
(1 192.12073),(2 110.21086),(3 225.92598),(4 133.46448),(5 243.63652),(6 150.4353),(7 254.42914),(8 155.58673),(9 257.38235),(10 155.12067),(11 255.42003),(12 156.43962),(13 257.41745),(14 158.01561),(15 259.67755),(16 160.52994),(17 264.09738),(18 165.9976),(19 271.0468),(20 171.52345),(21 276.81546),(22 172.4454),(23 271.23083),(24 170.45703),(25 271.2003),(26 171.35027),(27 271.97437),(28 170.69559),(29 269.48413),(30 169.76659),(31 269.4681),(32 171.85696),(33 271.75647),(34 172.60452),(35 271.7525),(36 174.37589),(37 275.48486),(38 175.91495),(39 275.67465),(40 175.48532),(41 276.75745),(42 175.56636),(43 274.99594),(44 175.31874),(45 274.25586),(46 173.11066),(47 272.26205),(48 172.56505),(49 272.4732),(50 172.36057),(51 272.9943),(52 172.14914),(53 272.93866),(54 171.1077),(55 270.92377),(56 170.43672),(57 269.52353),(58 168.3653),(59 267.40717),(60 167.6187),(61 268.0394),(62 167.24411),(63 265.16504),(64 164.18358),(65 262.42493),(66 161.06946),(67 259.7041),(68 160.61465),(69 259.64386),(70 158.9127),(71 257.0699),(72 157.61626),(73 258.12216),(74 159.70049),(75 259.0712),(76 160.98087),(77 259.99826),(78 162.73836),(79 260.436),
(1 195.3151),(2 110.22623),(3 227.17912),(4 132.04288),(5 244.34697),(6 146.0385),(7 253.42198),(8 153.67558),(9 258.1161),(10 156.89949),(11 259.40616),(12 159.75856),(13 264.12924),(14 162.73521),(15 266.773),(16 167.1035),(17 272.80307),(18 168.90024),(19 274.65955),(20 174.02483),(21 278.12543),(22 173.9817),(23 273.33704),(24 172.61977),(25 274.2783),(26 173.98503),(27 274.68408),(28 172.88211),(29 274.12396),(30 171.34317),(31 272.0286),(32 170.48347),(33 272.21848),(34 170.33801),(35 272.89722),(36 172.23004),(37 276.40256),(38 173.7388),(39 274.6099),(40 173.12048),(41 274.25693),(42 171.93536),(43 272.51782),(44 170.6171),(45 273.32532),(46 171.29988),(47 271.23233),(48 171.85437),(49 273.56824),(50 172.43788),(51 272.2329),(52 171.60927),(53 274.55692),(54 171.94582),(55 273.20047),(56 171.83475),(57 273.73242),(58 170.62224),(59 271.1874),(60 169.23772),(61 270.85336),(62 167.66502),(63 268.04153),(64 166.23485),(65 268.9867),(66 165.73395),(67 265.9746),(68 164.76364),(69 266.37634),(70 164.54713),(71 261.63727),(72 162.202),(73 263.78088),(74 162.82996),(75 263.38797),(76 163.4746),(77 262.7331),(78 164.04742),(79 264.06314),
(1 188.83215),(2 108.237434),(3 221.8039),(4 131.78018),(5 239.1757),(6 146.49005),(7 248.97838),(8 153.59584),(9 255.00906),(10 155.90704),(11 254.97441),(12 157.74188),(13 257.7797),(14 159.8533),(15 260.45795),(16 163.54459),(17 263.98923),(18 166.2486),(19 268.16144),(20 170.05087),(21 271.85278),(22 171.44),(23 268.1897),(24 169.58261),(25 269.80453),(26 170.01115),(27 269.17792),(28 168.83104),(29 270.06442),(30 169.48238),(31 267.23462),(32 168.5519),(33 267.35867),(34 167.48445),(35 266.95215),(36 170.06352),(37 272.21237),(38 174.85828),(39 273.9824),(40 175.66113),(41 273.6516),(42 174.24025),(43 271.82153),(44 174.1541),(45 272.0952),(46 174.41982),(47 271.02322),(48 173.43237),(49 271.6674),(50 173.43022),(51 268.6462),(52 172.45045),(53 269.96167),(54 171.13664),(55 266.41107),(56 169.53061),(57 267.612),(58 168.99405),(59 264.95715),(60 168.62901),(61 266.01727),(62 168.07184),(63 264.87555),(64 165.25931),(65 262.98346),(66 165.05316),(67 262.02243),(68 163.94556),(69 262.5001),(70 163.51915),(71 259.0461),(72 162.06248),(73 260.65826),(74 162.96696),(75 260.84702),(76 162.59927),(77 260.82123),(78 161.77002),(79 259.37842),
(1 185.07663),(2 106.63027),(3 218.10481),(4 128.05418),(5 233.27574),(6 142.51059),(7 243.89223),(8 148.97554),(9 247.85617),(10 149.65031),(11 248.08015),(12 151.87126),(13 250.96593),(14 153.94685),(15 253.43938),(16 158.59267),(17 258.5479),(18 160.8011),(19 261.3894),(20 165.10179),(21 266.0823),(22 166.36098),(23 264.22104),(24 165.53276),(25 263.89746),(26 165.21704),(27 262.7957),(28 163.79034),(29 260.78558),(30 164.13257),(31 260.34415),(32 163.6492),(33 261.77554),(34 163.76764),(35 262.79062),(36 166.80287),(37 267.72778),(38 166.87427),(39 264.75998),(40 167.53442),(41 266.53857),(42 167.937),(43 264.77936),(44 167.39558),(45 263.35583),(46 165.58331),(47 262.6847),(48 165.6028),(49 263.83884),(50 166.31664),(51 264.53555),(52 166.98311),(53 266.00446),(54 167.17555),(55 265.83658),(56 166.58276),(57 265.48505),(58 165.543),(59 261.4901),(60 164.20334),(61 260.92938),(62 162.6572),(63 257.30923),(64 160.86641),(65 258.44498),(66 159.64046),(67 256.80194),(68 158.3112),(69 258.0881),(70 159.88785),(71 256.19748),(72 160.05801),(73 258.11624),(74 159.95657),(75 257.2569),(76 159.82495),(77 257.35397),(78 160.26915),(79 254.53987),
(1 187.3536),(2 106.57844),(3 218.83716),(4 126.9526),(5 235.67395),(6 141.28748),(7 245.48729),(8 147.14424),(9 247.85832),(10 148.07957),(11 248.05728),(12 150.13585),(13 252.02512),(14 151.68254),(15 253.55762),(16 154.37656),(17 256.27863),(18 157.29291),(19 259.1527),(20 162.46088),(21 263.48965),(22 163.36256),(23 261.86182),(24 162.57495),(25 261.8754),(26 162.37851),(27 264.23395),(28 164.28),(29 265.01523),(30 164.81984),(31 264.81134),(32 163.46098),(33 262.2698),(34 163.5726),(35 262.82703),(36 164.62134),(37 263.9966),(38 164.70665),(39 263.08813),(40 164.30852),(41 264.66327),(42 165.20818),(43 262.2529),(44 165.73183),(45 265.72836),(46 166.9065),(47 265.30908),(48 165.5349),(49 266.0214),(50 165.69934),(51 264.32715),(52 165.15721),(53 264.98654),(54 165.03242),(55 261.86328),(56 163.31494),(57 261.77292),(58 162.2746),(59 260.69778),(60 163.45895),(61 261.8697),(62 162.46486),(63 257.27502),(64 160.24232),(65 255.77519),(66 159.59569),(67 255.20862),(68 158.03644),(69 254.93803),(70 158.05675),(71 252.45021),(72 157.66553),(73 254.93762),(74 158.15848),(75 254.32184),(76 158.67838),(77 255.39998),(78 158.59381),(79 256.14096),
(1 180.416),(2 103.53692),(3 213.47737),(4 125.37044),(5 229.29944),(6 139.00966),(7 239.22038),(8 144.97491),(9 242.11517),(10 145.21893),(11 242.18216),(12 146.1464),(13 245.38774),(14 148.96208),(15 246.33768),(16 152.2536),(17 250.31238),(18 153.8761),(19 252.49792),(20 157.84016),(21 254.7507),(22 157.96312),(23 253.76683),(24 155.84532),(25 254.47786),(26 156.03943),(27 251.48087),(28 155.08432),(29 250.8054),(30 155.26158),(31 251.282),(32 156.10724),(33 252.16373),(34 155.18665),(35 251.523),(36 157.76659),(37 252.90227),(38 156.56665),(39 251.16751),(40 158.05756),(41 252.71446),(42 158.21832),(43 251.64694),(44 158.40492),(45 251.4578),(46 156.18544),(47 250.65858),(48 157.33284),(49 252.75165),(50 158.00655),(51 251.96259),(52 159.16846),(53 252.55661),(54 158.28708),(55 251.37392),(56 157.39023),(57 250.71786),(58 155.43468),(59 248.3581),(60 155.61047),(61 248.2332),(62 156.78682),(63 246.14343),(64 152.95258),(65 245.86427),(66 152.72731),(67 244.25327),(68 151.54747),(69 243.77058),(70 151.88438),(71 242.41982),(72 151.28392),(73 243.19753),(74 151.31781),(75 244.21443),(76 152.7462),(77 244.76363),(78 152.61151),(79 246.01003),
(1 184.83208),(2 103.08817),(3 216.70006),(4 125.70477),(5 233.49515),(6 139.7798),(7 241.72762),(8 144.93893),(9 246.15424),(10 148.14943),(11 247.19191),(12 147.16467),(13 249.33905),(14 150.78316),(15 252.56949),(16 152.68808),(17 255.74547),(18 156.64635),(19 258.34735),(20 159.53687),(21 261.36884),(22 161.43047),(23 258.80652),(24 159.01283),(25 259.00653),(26 159.44638),(27 259.08414),(28 159.07649),(29 258.1693),(30 158.7428),(31 256.706),(32 159.35252),(33 258.51508),(34 160.81804),(35 259.7528),(36 162.35684),(37 261.1856),(38 162.8087),(39 258.65976),(40 161.5109),(41 260.1683),(42 162.2199),(43 259.97064),(44 162.7541),(45 261.08737),(46 162.60295),(47 261.31058),(48 163.09862),(49 260.92682),(50 163.57591),(51 260.6575),(52 161.98735),(53 261.05243),(54 161.70749),(55 259.78903),(56 161.27211),(57 258.39096),(58 158.6759),(59 255.22145),(60 157.80714),(61 256.05017),(62 156.30472),(63 253.5098),(64 154.09358),(65 253.00389),(66 153.235),(67 250.42247),(68 150.14655),(69 249.16144),(70 150.95209),(71 247.5206),(72 149.73604),(73 248.6986),(74 151.87396),(75 249.31384),(76 152.12335),(77 251.35512),(78 153.61424),(79 252.01573),
(1 181.96983),(2 100.36206),(3 212.1228),(4 121.58594),(5 226.8174),(6 135.13698),(7 235.36803),(8 140.69408),(9 239.1681),(10 142.68027),(11 240.4273),(12 144.00046),(13 241.38885),(14 145.61252),(15 242.43687),(16 146.57652),(17 248.27585),(18 151.5887),(19 249.46492),(20 154.64519),(21 251.29503),(22 154.86215),(23 249.5918),(24 152.91667),(25 249.81978),(26 154.65608),(27 249.89897),(28 153.5282),(29 249.95375),(30 153.14333),(31 248.23407),(32 153.609),(33 249.87483),(34 152.72333),(35 249.3411),(36 156.81659),(37 253.65945),(38 159.03983),(39 253.1832),(40 157.9941),(41 254.03384),(42 158.48503),(43 252.8559),(44 157.37169),(45 253.10277),(46 158.39635),(47 252.06062),(48 157.36736),(49 252.71965),(50 157.29301),(51 252.04587),(52 156.29019),(53 252.42938),(54 155.97464),(55 250.09392),(56 155.37016),(57 248.69118),(58 151.54831),(59 245.91608),(60 150.61057),(61 245.27213),(62 150.80872),(63 245.37013),(64 148.9056),(65 244.1105),(66 147.96533),(67 242.2816),(68 147.8749),(69 244.18706),(70 149.19775),(71 243.56613),(72 148.90262),(73 244.42747),(74 148.69525),(75 242.01202),(76 149.34093),(77 242.84116),(78 149.54765),(79 244.27698),
(1 175.34448),(2 99.95101),(3 206.45918),(4 121.127335),(5 221.70505),(6 134.00465),(7 229.64063),(8 139.00914),(9 233.70529),(10 141.30574),(11 233.94382),(12 141.86385),(13 236.15485),(14 143.09703),(15 237.02264),(16 145.73703),(17 241.77795),(18 149.88953),(19 243.69582),(20 151.10263),(21 245.68651),(22 152.72997),(23 244.98184),(24 152.19847),(25 244.92946),(26 151.97527),(27 244.7516),(28 151.63477),(29 244.63435),(30 151.17293),(31 243.07837),(32 151.99846),(33 245.32535),(34 152.62082),(35 245.59079),(36 155.30042),(37 248.1035),(38 154.6043),(39 246.69522),(40 155.46956),(41 247.56245),(42 155.41403),(43 244.75194),(44 153.74295),(45 244.86275),(46 152.91956),(47 242.57701),(48 151.72633),(49 243.62898),(50 152.5783),(51 245.0486),(52 155.11485),(53 245.87782),(54 156.0349),(55 246.521),(56 156.0499),(57 245.91548),(58 153.45183),(59 244.88556),(60 154.12857),(61 244.57675),(62 152.80096),(63 241.7687),(64 151.59145),(65 240.34492),(66 150.0898),(67 239.12697),(68 150.69823),(69 240.83925),(70 151.25032),(71 240.2463),(72 150.77489),(73 241.31221),(74 150.53934),(75 240.6724),(76 151.86354),(77 242.416),(78 153.0043),(79 243.80563),
