1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 151.80995),(2 211.1),(3 250.25331),(4 277.4872),(5 294.8836),(6 305.62454),(7 317.21414),(8 324.71674),(9 335.29053),(10 346.6309),(11 353.05258),(12 357.4436),(13 362.25735),(14 371.2625),(15 379.40503),(16 387.69128),(17 389.49707),(18 401.3478),(19 407.99207),(20 415.93735),(21 423.35538),(22 432.52277),(23 440.31842),(24 448.9645),(25 453.99884),(26 467.3211),(27 472.76917),(28 484.22543),(29 493.66174),(30 497.25076),(31 509.8395),(32 509.73248),(33 519.0052),(34 523.423),(35 524.7846),(36 523.1108),(37 533.57825),(38 539.44196),(39 538.8293),(40 543.1229),(41 548.1111),(42 552.9843),(43 563.654),(44 564.53156),(45 564.6562),(46 562.0813),(47 576.14246),(48 574.0291),(49 580.8751),(50 580.4594),(51 577.7148),(52 579.28455),(53 584.8095),(54 582.44855),(55 582.89484),(56 584.91327),(57 589.6404),(58 598.67444),(59 601.73016),(60 602.3229),(61 612.127),(62 616.56366),(63 610.4115),(64 612.308),(65 612.54553),(66 614.2286),(67 620.1248),(68 616.09106),(69 621.08655),(70 624.0737),(71 621.79114),(72 624.6573),(73 623.11),(74 626.2337),(75 631.25745),(76 632.6552),(77 635.6875),(78 630.76135),(79 631.5207),
(1 150.54103),(2 210.72696),(3 251.50085),(4 277.86276),(5 299.45026),(6 312.60242),(7 321.50055),(8 327.53604),(9 337.4861),(10 346.15207),(11 348.34402),(12 357.62982),(13 366.50778),(14 377.7385),(15 389.7177),(16 395.3358),(17 400.76898),(18 410.44467),(19 417.0621),(20 422.85068),(21 428.8935),(22 437.87885),(23 446.5793),(24 459.53595),(25 459.55704),(26 472.1541),(27 474.22263),(28 483.10196),(29 492.46747),(30 504.3735),(31 513.0409),(32 520.5882),(33 524.109),(34 529.94635),(35 526.81305),(36 528.97125),(37 538.919),(38 543.44183),(39 543.478),(40 547.86194),(41 551.1255),(42 556.4462),(43 559.021),(44 560.9345),(45 571.14667),(46 569.2651),(47 574.7844),(48 577.93317),(49 585.37),(50 589.1618),(51 591.18665),(52 588.52496),(53 589.83417),(54 596.84705),(55 596.505),(56 600.91656),(57 597.4363),(58 601.9054),(59 599.3745),(60 605.0696),(61 608.9339),(62 610.1651),(63 610.15015),(64 613.7815),(65 611.5121),(66 617.38336),(67 612.94556),(68 616.63385),(69 626.94385),(70 622.2401),(71 617.51697),(72 623.23663),(73 622.67114),(74 635.6762),(75 627.7256),(76 625.3768),(77 617.9685),(78 621.9161),(79 620.3245),
(1 150.14972),(2 209.28389),(3 249.65),(4 272.27658),(5 291.61108),(6 305.9696),(7 313.54208),(8 321.03122),(9 329.93582),(10 339.13724),(11 341.51245),(12 345.80722),(13 351.9566),(14 365.29208),(15 374.66492),(16 381.0877),(17 391.68115),(18 398.92587),(19 408.58374),(20 422.0832),(21 425.8278),(22 432.00125),(23 438.5421),(24 447.77734),(25 447.28278),(26 462.38428),(27 467.96796),(28 480.64133),(29 490.16626),(30 491.93704),(31 505.4686),(32 505.76736),(33 514.0218),(34 517.78253),(35 528.6413),(36 526.7484),(37 538.51355),(38 547.5131),(39 552.12964),(40 553.2189),(41 553.29095),(42 562.3412),(43 563.8347),(44 564.6885),(45 561.6664),(46 561.5622),(47 569.9397),(48 570.18945),(49 569.9384),(50 576.75507),(51 577.6492),(52 576.3037),(53 587.1551),(54 590.91595),(55 586.649),(56 583.1697),(57 588.04785),(58 593.28955),(59 595.23505),(60 595.1345),(61 603.49976),(62 602.5182),(63 600.7093),(64 599.783),(65 602.017),(66 601.9029),(67 603.06116),(68 602.43866),(69 608.7102),(70 605.044),(71 610.513),(72 614.9525),(73 611.4769),(74 617.94403),(75 613.0242),(76 615.1625),(77 610.55),(78 611.9612),(79 616.1266),
(1 146.62146),(2 208.13734),(3 248.4777),(4 270.97006),(5 291.75793),(6 304.88248),(7 313.17834),(8 319.58713),(9 328.90466),(10 339.11377),(11 345.50714),(12 348.7657),(13 353.25946),(14 363.50974),(15 376.2866),(16 378.31607),(17 388.81433),(18 397.222),(19 404.39688),(20 410.463),(21 415.12723),(22 423.78125),(23 430.87204),(24 441.27454),(25 444.22113),(26 460.81848),(27 467.2875),(28 470.24097),(29 479.80313),(30 483.73367),(31 492.56296),(32 494.87628),(33 502.8286),(34 506.29773),(35 507.45984),(36 508.88394),(37 515.45087),(38 525.6587),(39 521.9469),(40 528.2551),(41 529.8783),(42 537.18054),(43 538.3814),(44 538.05566),(45 536.2089),(46 544.3313),(47 548.988),(48 546.9956),(49 546.45746),(50 556.3391),(51 554.34204),(52 558.5683),(53 554.1686),(54 556.7111),(55 565.16473),(56 561.735),(57 569.8761),(58 566.99005),(59 572.83594),(60 575.92456),(61 580.5763),(62 589.77325),(63 589.2218),(64 590.4087),(65 595.31024),(66 598.6674),(67 608.0439),(68 603.43335),(69 613.67114),(70 610.86664),(71 611.5002),(72 611.0322),(73 611.0439),(74 621.20135),(75 615.9399),(76 619.6034),(77 622.5054),(78 621.3716),(79 618.4681),
(1 141.59262),(2 202.7224),(3 244.72696),(4 264.9201),(5 285.1041),(6 297.99155),(7 306.34204),(8 314.549),(9 322.31293),(10 332.38205),(11 340.6847),(12 348.20306),(13 354.59637),(14 363.42014),(15 368.47556),(16 373.7585),(17 383.86032),(18 392.32907),(19 400.68546),(20 408.86975),(21 416.8259),(22 425.87268),(23 433.08603),(24 439.8822),(25 444.01456),(26 455.84232),(27 461.05972),(28 468.43237),(29 471.5882),(30 479.53864),(31 484.93765),(32 487.6513),(33 492.95377),(34 502.7136),(35 501.7564),(36 510.25366),(37 505.71765),(38 510.67346),(39 513.02344),(40 512.8374),(41 522.36346),(42 518.72943),(43 521.73505),(44 522.141),(45 522.6604),(46 529.2288),(47 534.1304),(48 531.6551),(49 531.5187),(50 546.499),(51 537.7735),(52 545.1141),(53 548.5678),(54 553.2122),(55 554.2098),(56 551.92444),(57 555.21954),(58 554.41693),(59 555.6899),(60 555.8301),(61 563.66876),(62 571.16046),(63 567.39966),(64 577.19653),(65 582.3482),(66 586.15515),(67 579.85974),(68 581.59204),(69 590.7979),(70 591.31165),(71 597.19836),(72 596.75116),(73 596.191),(74 592.1912),(75 590.40594),(76 590.29175),(77 590.67126),(78 590.9493),(79 593.1672),
(1 141.47942),(2 197.86137),(3 235.10985),(4 255.6081),(5 271.3707),(6 283.03726),(7 289.90088),(8 299.55682),(9 304.5958),(10 315.1631),(11 322.77133),(12 331.39478),(13 338.34384),(14 346.56662),(15 350.82703),(16 356.51285),(17 364.786),(18 372.01584),(19 377.4459),(20 386.23456),(21 391.4057),(22 398.3592),(23 403.10962),(24 412.09735),(25 416.08084),(26 425.06296),(27 426.3081),(28 435.5462),(29 441.75082),(30 450.6888),(31 458.0663),(32 462.18182),(33 468.1195),(34 466.896),(35 474.73206),(36 478.26007),(37 480.49432),(38 485.25372),(39 486.92618),(40 495.41055),(41 500.94354),(42 502.09595),(43 504.5105),(44 510.47974),(45 511.46152),(46 513.54974),(47 508.99585),(48 521.35065),(49 516.32587),(50 528.95374),(51 519.0726),(52 522.42017),(53 523.5503),(54 527.3455),(55 530.27966),(56 527.76886),(57 529.4078),(58 529.52637),(59 537.63574),(60 531.7415),(61 539.7828),(62 548.0853),(63 548.37396),(64 547.2396),(65 548.87854),(66 553.10034),(67 552.05316),(68 550.2527),(69 547.6349),(70 546.1989),(71 549.6043),(72 547.9491),(73 551.0916),(74 554.1355),(75 548.67163),(76 554.79724),(77 557.143),(78 551.5313),(79 547.38477),
(1 140.3372),(2 196.36147),(3 233.84782),(4 258.65952),(5 273.64032),(6 284.40958),(7 292.80728),(8 300.99374),(9 306.90942),(10 313.77805),(11 319.9995),(12 328.47806),(13 337.3318),(14 343.96317),(15 351.83096),(16 360.4458),(17 368.6869),(18 375.89484),(19 381.4596),(20 391.39807),(21 393.05453),(22 394.5377),(23 396.52914),(24 405.09442),(25 414.15576),(26 421.47668),(27 428.0093),(28 441.65335),(29 445.48853),(30 453.7993),(31 463.9023),(32 466.72864),(33 475.2044),(34 474.8678),(35 483.98062),(36 489.40793),(37 494.20938),(38 498.2642),(39 500.1793),(40 501.56277),(41 502.07068),(42 508.92822),(43 507.77417),(44 514.0558),(45 514.76746),(46 520.00165),(47 524.2405),(48 521.9508),(49 522.4702),(50 526.54376),(51 524.3842),(52 531.6909),(53 535.1625),(54 536.41034),(55 538.7259),(56 537.9652),(57 544.1006),(58 541.4005),(59 543.93896),(60 548.14056),(61 556.0853),(62 555.10236),(63 551.8388),(64 554.87555),(65 563.1103),(66 559.2228),(67 556.0953),(68 556.4542),(69 552.78534),(70 562.9604),(71 561.51044),(72 572.49493),(73 570.9027),(74 579.0325),(75 575.0637),(76 575.6556),(77 570.52997),(78 573.56036),(79 579.05035),
(1 133.53416),(2 187.2495),(3 221.87636),(4 244.35814),(5 259.32614),(6 269.56042),(7 280.21088),(8 287.64362),(9 297.2964),(10 304.7906),(11 311.32614),(12 315.08878),(13 323.55994),(14 328.75842),(15 338.53662),(16 341.11478),(17 348.3014),(18 355.80334),(19 358.81586),(20 371.9412),(21 376.15768),(22 380.1962),(23 392.99826),(24 400.5268),(25 406.2806),(26 416.79904),(27 421.01025),(28 430.05603),(29 437.87326),(30 449.6705),(31 456.17664),(32 459.85645),(33 466.26733),(34 469.42975),(35 474.43457),(36 477.08408),(37 481.0803),(38 481.43695),(39 484.52432),(40 491.30872),(41 489.34177),(42 491.6758),(43 500.89468),(44 497.78357),(45 502.4063),(46 500.82803),(47 505.8081),(48 511.8228),(49 516.45953),(50 520.1662),(51 513.16516),(52 521.23047),(53 529.94495),(54 525.81195),(55 524.5787),(56 518.8204),(57 525.76697),(58 528.00616),(59 533.3315),(60 535.9481),(61 542.7389),(62 551.93744),(63 549.2305),(64 549.7276),(65 555.6092),(66 554.2897),(67 555.6776),(68 558.12274),(69 550.49585),(70 551.18054),(71 552.11365),(72 557.5958),(73 560.4034),(74 559.52277),(75 557.51843),(76 557.7687),(77 558.90564),(78 560.6539),(79 555.5757),
(1 134.35408),(2 190.39381),(3 223.57841),(4 244.16692),(5 263.78244),(6 274.66354),(7 285.386),(8 290.23065),(9 301.3229),(10 311.33588),(11 315.45734),(12 321.28723),(13 328.32224),(14 336.2717),(15 340.49167),(16 342.4421),(17 354.35828),(18 358.5471),(19 365.3461),(20 369.24365),(21 374.39728),(22 386.2842),(23 397.5697),(24 405.987),(25 409.8807),(26 424.06998),(27 427.4661),(28 443.2393),(29 450.14435),(30 458.32275),(31 460.93573),(32 472.25623),(33 476.72394),(34 483.35025),(35 485.12872),(36 487.56995),(37 490.07135),(38 500.48016),(39 501.8864),(40 505.14883),(41 509.75323),(42 514.8696),(43 511.59338),(44 516.346),(45 517.9576),(46 517.2005),(47 521.5819),(48 525.65497),(49 521.15234),(50 520.99304),(51 520.78455),(52 526.36053),(53 529.761),(54 532.3025),(55 529.93085),(56 529.555),(57 530.8522),(58 540.38934),(59 538.2036),(60 544.3542),(61 544.5375),(62 551.47906),(63 547.6299),(64 555.265),(65 551.5146),(66 550.94775),(67 548.56323),(68 549.35803),(69 556.39716),(70 555.49744),(71 560.94257),(72 559.7588),(73 566.5076),(74 573.5062),(75 563.9786),(76 563.1397),(77 567.07544),(78 568.7016),(79 573.5001),
(1 135.55075),(2 191.02643),(3 224.66667),(4 244.12813),(5 259.94385),(6 268.86307),(7 276.8811),(8 280.9375),(9 287.08536),(10 295.66394),(11 299.61343),(12 308.45566),(13 312.0229),(14 322.176),(15 328.41833),(16 335.9135),(17 341.56616),(18 349.06854),(19 356.91663),(20 366.89606),(21 373.2693),(22 379.49374),(23 384.92044),(24 398.08035),(25 400.0162),(26 415.10345),(27 416.53546),(28 430.2765),(29 438.23526),(30 443.3318),(31 449.0412),(32 463.3689),(33 463.1744),(34 473.72525),(35 471.2007),(36 472.5538),(37 475.99023),(38 481.82846),(39 486.46353),(40 492.30667),(41 492.7471),(42 495.05878),(43 495.49164),(44 505.16098),(45 503.4063),(46 505.95132),(47 507.56506),(48 508.95547),(49 502.7044),(50 510.0111),(51 507.55536),(52 511.55493),(53 510.8663),(54 522.9797),(55 526.06116),(56 527.8574),(57 537.71606),(58 539.53564),(59 548.9671),(60 548.16693),(61 548.1281),(62 554.90546),(63 551.9706),(64 552.4112),(65 561.4216),(66 558.74927),(67 561.0858),(68 561.06116),(69 569.1407),(70 557.11224),(71 560.4175),(72 566.9876),(73 565.97736),(74 578.1628),(75 563.3536),(76 569.46576),(77 563.7805),(78 560.75507),(79 567.1377),
(1 133.19955),(2 184.20993),(3 216.15535),(4 237.21178),(5 253.41342),(6 262.67618),(7 271.73642),(8 278.77866),(9 288.30942),(10 296.77307),(11 302.2902),(12 308.06482),(13 313.34882),(14 321.1254),(15 328.05176),(16 333.70978),(17 338.14554),(18 345.2688),(19 351.6598),(20 365.20178),(21 363.84097),(22 370.26443),(23 377.48712),(24 388.6871),(25 390.8238),(26 401.64078),(27 403.87018),(28 414.71896),(29 424.74622),(30 426.86105),(31 431.4625),(32 440.7482),(33 441.9541),(34 447.7737),(35 447.64587),(36 451.12756),(37 459.17407),(38 458.82492),(39 466.1034),(40 465.8024),(41 466.7658),(42 472.3341),(43 476.5521),(44 475.5797),(45 478.34988),(46 478.36755),(47 487.31012),(48 491.29587),(49 490.2602),(50 494.98175),(51 493.7924),(52 502.47336),(53 494.09027),(54 496.81876),(55 504.30276),(56 501.8271),(57 509.25546),(58 510.3253),(59 516.87537),(60 516.26807),(61 521.1093),(62 518.21906),(63 524.2107),(64 531.0488),(65 528.8544),(66 530.66614),(67 530.4286),(68 536.03735),(69 539.33545),(70 534.8341),(71 534.2816),(72 534.46387),(73 535.58484),(74 538.9769),(75 531.1118),(76 529.6176),(77 535.87897),(78 530.8252),(79 537.33356),
(1 133.34195),(2 184.94835),(3 216.35649),(4 236.3203),(5 253.77557),(6 265.33246),(7 273.37802),(8 282.98215),(9 293.38754),(10 303.6391),(11 311.77484),(12 317.19333),(13 324.20477),(14 330.18973),(15 337.14258),(16 344.48474),(17 347.94064),(18 356.1883),(19 362.9171),(20 374.92114),(21 380.70908),(22 389.4482),(23 394.66586),(24 403.45978),(25 406.40247),(26 421.91092),(27 424.3448),(28 427.99313),(29 435.22385),(30 441.43692),(31 449.57),(32 450.4098),(33 457.418),(34 461.45447),(35 458.5584),(36 465.31107),(37 471.45844),(38 472.49298),(39 479.08664),(40 479.91653),(41 482.69647),(42 490.0765),(43 493.25272),(44 489.44977),(45 495.04068),(46 493.31494),(47 495.0094),(48 498.54807),(49 497.9589),(50 504.41324),(51 510.4117),(52 506.62296),(53 506.59277),(54 507.5494),(55 510.28897),(56 512.36835),(57 515.8558),(58 514.2421),(59 521.2537),(60 520.98),(61 531.5335),(62 531.6007),(63 539.10486),(64 544.32886),(65 549.4108),(66 543.3649),(67 546.9305),(68 552.71814),(69 554.41473),(70 554.0749),(71 554.01324),(72 554.6808),(73 550.91583),(74 554.1617),(75 550.41693),(76 552.7926),(77 552.71063),(78 552.3085),(79 556.00696),
(1 128.00748),(2 176.56856),(3 207.42995),(4 224.44324),(5 239.59735),(6 248.69772),(7 258.98953),(8 268.03787),(9 276.98636),(10 285.06232),(11 291.92276),(12 298.9698),(13 309.25214),(14 314.88727),(15 320.62585),(16 328.52594),(17 336.1572),(18 341.4033),(19 348.97632),(20 354.32495),(21 359.77853),(22 364.2844),(23 369.71262),(24 379.49136),(25 383.36682),(26 390.0494),(27 394.6038),(28 402.36853),(29 413.83856),(30 421.83313),(31 426.13358),(32 428.12244),(33 433.54086),(34 439.69125),(35 443.9105),(36 448.61807),(37 448.70392),(38 453.5915),(39 454.60373),(40 459.3453),(41 456.89685),(42 465.97058),(43 477.0719),(44 476.75412),(45 479.4148),(46 484.49963),(47 484.8914),(48 487.28534),(49 492.27087),(50 490.79892),(51 494.5472),(52 492.37927),(53 494.15845),(54 492.6323),(55 496.73642),(56 495.1647),(57 495.72943),(58 499.06613),(59 506.84647),(60 511.88556),(61 517.15204),(62 518.74963),(63 518.7726),(64 517.7755),(65 521.45386),(66 524.6438),(67 524.563),(68 521.4776),(69 522.4085),(70 523.8303),(71 524.81976),(72 524.86566),(73 526.1795),(74 531.696),(75 531.37787),(76 527.5381),(77 538.0388),(78 542.65216),(79 538.31),
(1 126.06776),(2 176.63239),(3 205.15488),(4 222.64539),(5 236.57652),(6 246.31293),(7 253.4929),(8 261.5938),(9 270.839),(10 281.93112),(11 289.27234),(12 294.37302),(13 302.57794),(14 309.87396),(15 314.841),(16 320.04416),(17 330.91647),(18 335.9799),(19 347.22247),(20 354.77573),(21 358.67374),(22 368.3149),(23 371.8519),(24 377.87204),(25 385.01114),(26 394.9067),(27 398.57706),(28 402.20642),(29 412.25983),(30 418.48),(31 425.27084),(32 429.35425),(33 432.0585),(34 437.18097),(35 443.76932),(36 445.71463),(37 449.0497),(38 449.08966),(39 448.72064),(40 461.63458),(41 454.2525),(42 461.72156),(43 464.2501),(44 463.24466),(45 467.89868),(46 464.97195),(47 469.59424),(48 469.7028),(49 472.54584),(50 480.49567),(51 480.40262),(52 483.0056),(53 480.8647),(54 486.06665),(55 489.24414),(56 492.8979),(57 499.62045),(58 499.7878),(59 500.54416),(60 503.41284),(61 504.57123),(62 509.25128),(63 506.5658),(64 514.25397),(65 511.21854),(66 511.09406),(67 511.656),(68 512.01514),(69 514.106),(70 518.24225),(71 520.0336),(72 514.91095),(73 515.00006),(74 514.86774),(75 514.84485),(76 512.9181),(77 516.1036),(78 511.86475),(79 512.294),
(1 123.34495),(2 172.1861),(3 199.05014),(4 217.45155),(5 233.80128),(6 245.17393),(7 252.74585),(8 256.5267),(9 264.24026),(10 274.74835),(11 278.94577),(12 280.22122),(13 287.66348),(14 295.7699),(15 304.8242),(16 305.50137),(17 319.00217),(18 324.49005),(19 329.40817),(20 337.1686),(21 343.95114),(22 353.37134),(23 356.02103),(24 362.46347),(25 374.60297),(26 385.8306),(27 391.52246),(28 398.06534),(29 409.3301),(30 415.74997),(31 424.90295),(32 423.46356),(33 434.49063),(34 436.0655),(35 438.99048),(36 441.93774),(37 450.2708),(38 457.01904),(39 447.24756),(40 456.54028),(41 458.9029),(42 460.17767),(43 460.58298),(44 469.7851),(45 466.60025),(46 475.3139),(47 477.92163),(48 480.20377),(49 484.59412),(50 490.3271),(51 484.29337),(52 489.42957),(53 489.8698),(54 487.2568),(55 489.00952),(56 492.06598),(57 490.3575),(58 500.70477),(59 499.3659),(60 504.5537),(61 500.69046),(62 511.12988),(63 512.5659),(64 513.6685),(65 510.60605),(66 514.08844),(67 512.2772),(68 517.37616),(69 522.24866),(70 526.9125),(71 523.85376),(72 526.30194),(73 521.4055),(74 525.3388),(75 525.8718),(76 522.8078),(77 519.61664),(78 524.1727),(79 524.4437),
(1 123.98801),(2 173.45612),(3 203.0619),(4 221.66295),(5 237.08813),(6 247.70877),(7 257.16364),(8 261.32028),(9 271.60486),(10 277.49133),(11 280.26575),(12 285.33582),(13 288.00507),(14 301.78),(15 308.54932),(16 315.31494),(17 321.77762),(18 324.71338),(19 337.21118),(20 340.99448),(21 350.51392),(22 361.53088),(23 364.10202),(24 369.8725),(25 379.74982),(26 392.3588),(27 400.0105),(28 403.13553),(29 410.88663),(30 411.5398),(31 422.17184),(32 423.29602),(33 430.24426),(34 433.20056),(35 432.77124),(36 438.7571),(37 442.65054),(38 447.60452),(39 451.59015),(40 458.4749),(41 463.3621),(42 462.93442),(43 468.1101),(44 472.6357),(45 470.29166),(46 472.65115),(47 474.43512),(48 473.8007),(49 476.26785),(50 478.71478),(51 477.1437),(52 476.8821),(53 483.85928),(54 485.55334),(55 486.65836),(56 491.44678),(57 488.53787),(58 500.17923),(59 511.11612),(60 509.2027),(61 512.5005),(62 512.49457),(63 514.4352),(64 511.417),(65 517.28937),(66 519.9218),(67 519.68994),(68 514.9653),(69 517.36786),(70 515.6901),(71 519.2542),(72 524.7065),(73 527.5611),(74 527.7617),(75 525.42883),(76 532.74005),(77 527.9678),(78 531.7124),(79 531.58734),
(1 121.22661),(2 167.82394),(3 198.05879),(4 219.85605),(5 232.91696),(6 242.0778),(7 253.40663),(8 260.17184),(9 269.41916),(10 274.99658),(11 278.132),(12 285.11343),(13 289.863),(14 297.72244),(15 301.74823),(16 308.9914),(17 316.6609),(18 321.82047),(19 328.8316),(20 338.1291),(21 340.5717),(22 343.54074),(23 349.72983),(24 355.45108),(25 366.3985),(26 368.6873),(27 380.8911),(28 385.97266),(29 395.7519),(30 402.29364),(31 407.68527),(32 415.9726),(33 418.7605),(34 417.92322),(35 419.27347),(36 419.07898),(37 423.6661),(38 425.87314),(39 427.05292),(40 430.10556),(41 437.04037),(42 439.59476),(43 441.1492),(44 442.7323),(45 447.13132),(46 441.61597),(47 451.44916),(48 456.1736),(49 458.40915),(50 461.28342),(51 458.24503),(52 462.21765),(53 463.8793),(54 462.1889),(55 473.071),(56 468.66595),(57 475.1774),(58 474.67773),(59 480.88745),(60 477.17514),(61 482.86517),(62 483.23813),(63 484.5306),(64 492.69315),(65 491.78876),(66 490.57544),(67 490.47186),(68 493.40994),(69 493.86755),(70 492.8522),(71 493.88718),(72 496.2968),(73 492.43155),(74 500.23926),(75 498.9382),(76 499.27386),(77 492.87643),(78 495.3711),(79 496.65176),
(1 119.91807),(2 166.51822),(3 199.95337),(4 218.80579),(5 232.27788),(6 243.2824),(7 252.75473),(8 257.39188),(9 266.08722),(10 276.66742),(11 281.218),(12 284.63153),(13 291.72598),(14 300.02606),(15 308.7292),(16 315.88483),(17 319.73264),(18 329.58414),(19 336.7565),(20 343.2958),(21 347.15646),(22 352.25455),(23 363.38428),(24 367.66962),(25 372.47357),(26 381.76938),(27 384.8043),(28 397.55554),(29 401.96347),(30 407.03113),(31 412.1981),(32 416.32025),(33 422.66425),(34 429.24792),(35 428.45575),(36 432.1615),(37 434.02258),(38 444.2054),(39 435.6623),(40 439.70807),(41 440.35062),(42 445.09537),(43 448.67715),(44 453.92557),(45 454.57233),(46 457.78552),(47 462.8174),(48 464.15723),(49 467.92212),(50 473.6981),(51 478.10898),(52 479.23196),(53 479.13812),(54 480.70764),(55 481.4541),(56 482.5327),(57 484.36176),(58 490.4846),(59 490.66153),(60 491.91266),(61 498.94318),(62 497.16324),(63 493.9588),(64 498.36667),(65 507.1674),(66 506.5653),(67 503.68915),(68 504.78677),(69 506.38052),(70 508.1024),(71 508.52377),(72 508.49423),(73 508.55814),(74 508.69186),(75 504.83865),(76 503.66147),(77 503.28146),(78 500.24884),(79 502.67438),
(1 119.59365),(2 163.38759),(3 192.2081),(4 210.37666),(5 221.69319),(6 233.17986),(7 242.78873),(8 250.24155),(9 258.8123),(10 261.8837),(11 266.9826),(12 274.88583),(13 282.10233),(14 288.9875),(15 298.2299),(16 305.17282),(17 314.16812),(18 323.3015),(19 330.42664),(20 337.25177),(21 343.02478),(22 346.3457),(23 353.15985),(24 362.9236),(25 370.78268),(26 376.03897),(27 381.19333),(28 387.68127),(29 392.69754),(30 395.98956),(31 406.15414),(32 411.11142),(33 411.8286),(34 416.5977),(35 418.7444),(36 424.80078),(37 429.15442),(38 433.5257),(39 430.59518),(40 436.33725),(41 436.40097),(42 438.34344),(43 447.65787),(44 454.96927),(45 456.45233),(46 455.98492),(47 466.7962),(48 462.5887),(49 464.1508),(50 471.50522),(51 472.79626),(52 475.45313),(53 472.26807),(54 474.70746),(55 477.81793),(56 474.7962),(57 484.11392),(58 481.6894),(59 490.21164),(60 488.8384),(61 496.49643),(62 494.46295),(63 495.50235),(64 497.78),(65 503.09274),(66 499.68845),(67 503.13916),(68 504.10977),(69 511.86346),(70 509.8099),(71 513.02136),(72 512.6822),(73 511.29123),(74 512.4473),(75 510.10205),(76 513.35175),(77 515.4195),(78 510.93094),(79 514.4403),
