1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 205.42976),(2 253.09843),(3 264.4725),(4 281.64514),(5 289.51312),(6 295.86874),(7 297.94928),(8 306.58905),(9 309.75726),(10 314.21762),(11 320.52698),(12 319.40198),(13 320.74048),(14 317.5693),(15 321.8365),(16 325.18365),(17 323.5529),(18 324.49847),(19 331.33533),(20 331.4331),(21 331.73328),(22 337.51825),(23 334.59607),(24 334.77066),(25 332.03888),(26 333.6404),(27 331.76755),(28 329.23355),(29 328.80933),(30 327.1027),(31 332.58844),(32 331.78372),(33 335.9282),(34 334.77118),(35 337.75714),(36 342.74405),(37 345.80447),(38 337.8392),(39 341.5979),(40 341.31433),(41 337.05554),(42 339.05444),(43 335.00516),(44 331.7659),(45 326.38177),(46 332.66574),(47 332.07162),(48 333.73816),(49 339.68176),(50 339.93698),(51 340.06973),(52 342.2187),(53 344.02716),(54 345.49197),(55 348.64996),(56 350.76556),(57 348.99557),(58 350.27133),(59 353.6162),(60 347.2099),(61 340.51563),(62 341.86234),(63 347.77768),(64 348.76437),(65 348.28577),(66 351.38712),(67 346.3287),(68 350.45996),(69 354.4763),(70 356.3145),(71 347.90814),(72 351.65543),(73 348.01248),(74 350.20844),(75 348.51755),(76 347.74365),(77 346.80212),(78 354.12143),(79 354.68228),
(1 208.4857),(2 253.64336),(3 266.6892),(4 281.8106),(5 289.63782),(6 295.3253),(7 300.83545),(8 312.09918),(9 314.653),(10 314.12122),(11 312.79944),(12 313.5892),(13 311.04175),(14 309.87195),(15 314.37442),(16 316.12296),(17 317.9731),(18 318.4176),(19 322.07916),(20 327.99377),(21 328.19025),(22 339.21457),(23 330.74014),(24 334.0257),(25 336.2891),(26 340.6069),(27 337.507),(28 337.3522),(29 330.71158),(30 333.0804),(31 336.75732),(32 339.868),(33 338.7133),(34 344.12177),(35 346.0107),(36 348.27768),(37 343.65036),(38 344.9131),(39 345.79156),(40 346.55167),(41 347.44525),(42 347.01434),(43 343.8479),(44 343.78683),(45 342.4062),(46 342.65372),(47 342.56668),(48 342.07797),(49 342.54443),(50 347.5457),(51 348.89114),(52 347.10086),(53 343.51706),(54 352.2461),(55 347.01428),(56 345.73767),(57 341.89932),(58 341.20905),(59 347.22604),(60 345.38016),(61 346.66263),(62 346.65588),(63 348.68137),(64 348.9719),(65 354.7663),(66 350.24268),(67 348.89175),(68 343.5093),(69 343.51093),(70 343.62146),(71 342.66153),(72 343.6224),(73 346.5416),(74 347.18848),(75 347.3144),(76 350.86264),(77 350.38257),(78 352.41333),(79 354.17374),
(1 203.45416),(2 245.43428),(3 264.8685),(4 280.55084),(5 285.85162),(6 292.10062),(7 300.40485),(8 305.17737),(9 308.56638),(10 310.606),(11 307.14755),(12 314.1634),(13 314.35904),(14 314.0413),(15 322.12265),(16 321.7733),(17 321.2665),(18 325.4599),(19 325.7926),(20 325.38327),(21 329.2811),(22 334.78995),(23 327.628),(24 330.0295),(25 331.17725),(26 331.44656),(27 328.9102),(28 330.4145),(29 326.0454),(30 326.62738),(31 336.72235),(32 341.46463),(33 341.634),(34 339.8673),(35 337.55627),(36 342.71826),(37 341.31012),(38 341.75467),(39 335.8773),(40 340.35892),(41 341.25137),(42 339.0581),(43 341.72437),(44 339.95923),(45 342.4794),(46 343.68124),(47 343.61597),(48 341.56744),(49 342.4309),(50 350.65518),(51 349.1698),(52 345.65182),(53 342.69455),(54 347.2513),(55 342.20706),(56 347.05197),(57 348.2163),(58 348.36575),(59 350.1177),(60 346.12463),(61 347.4857),(62 345.2191),(63 344.82776),(64 350.78687),(65 351.23343),(66 348.49533),(67 347.93655),(68 348.28854),(69 351.83636),(70 347.70593),(71 346.50986),(72 346.95767),(73 349.6247),(74 352.63943),(75 351.53918),(76 353.28546),(77 348.06918),(78 352.1375),(79 349.8748),
(1 199.9867),(2 239.2631),(3 253.29022),(4 262.9541),(5 275.83377),(6 277.97186),(7 283.3256),(8 290.02158),(9 288.66946),(10 291.2596),(11 295.73334),(12 301.96857),(13 304.3139),(14 297.6364),(15 302.53693),(16 300.36105),(17 295.47372),(18 299.86032),(19 301.40405),(20 302.25977),(21 311.1791),(22 311.11768),(23 309.38354),(24 305.39896),(25 310.49722),(26 313.2942),(27 312.79657),(28 315.10968),(29 310.33313),(30 312.32278),(31 315.6136),(32 319.43155),(33 322.67798),(34 319.42435),(35 317.0089),(36 317.86755),(37 317.6888),(38 323.40112),(39 320.9373),(40 318.28964),(41 323.04193),(42 317.92505),(43 322.60968),(44 322.43576),(45 320.9879),(46 319.4416),(47 322.90945),(48 320.80432),(49 324.81424),(50 321.3088),(51 319.53674),(52 322.1741),(53 322.82068),(54 325.37094),(55 322.653),(56 317.5751),(57 320.23245),(58 319.4515),(59 325.10422),(60 319.23337),(61 322.81528),(62 323.029),(63 321.37335),(64 325.79205),(65 328.78625),(66 331.49292),(67 328.11475),(68 327.72308),(69 329.02042),(70 327.00467),(71 328.1839),(72 336.02692),(73 336.09622),(74 331.3075),(75 332.5327),(76 335.4038),(77 337.67587),(78 336.4448),(79 333.6914),
(1 195.67715),(2 235.03433),(3 249.83244),(4 265.5937),(5 277.10913),(6 281.06534),(7 285.42352),(8 291.25888),(9 297.8689),(10 299.0638),(11 300.10394),(12 304.90872),(13 304.33984),(14 303.68042),(15 303.8911),(16 302.7106),(17 295.95685),(18 296.69315),(19 296.08292),(20 302.65512),(21 302.7269),(22 308.53946),(23 310.20215),(24 309.20663),(25 313.55743),(26 308.58044),(27 313.31952),(28 313.92578),(29 312.28745),(30 311.27753),(31 315.36343),(32 315.17563),(33 311.92023),(34 317.7702),(35 315.44623),(36 314.54752),(37 315.2193),(38 319.6252),(39 317.73657),(40 321.2088),(41 318.6035),(42 318.07574),(43 316.67075),(44 313.96637),(45 314.8326),(46 316.01727),(47 316.81244),(48 315.22003),(49 318.55508),(50 317.93564),(51 317.7965),(52 320.23978),(53 318.40326),(54 321.78018),(55 325.06607),(56 324.15552),(57 325.0236),(58 326.1001),(59 323.22647),(60 322.96216),(61 324.32968),(62 325.20044),(63 322.95285),(64 324.59125),(65 327.65945),(66 329.90607),(67 329.99945),(68 326.8417),(69 329.09406),(70 331.0629),(71 331.95596),(72 330.58218),(73 335.26282),(74 340.59338),(75 338.54065),(76 330.24783),(77 331.7917),(78 332.6756),(79 325.25027),
(1 190.67938),(2 230.2282),(3 244.1172),(4 251.9237),(5 263.86816),(6 270.761),(7 277.95453),(8 284.1203),(9 284.1929),(10 295.62314),(11 293.85602),(12 296.724),(13 301.0037),(14 300.19098),(15 306.83945),(16 303.79706),(17 300.03165),(18 303.4059),(19 302.89355),(20 300.2391),(21 300.22375),(22 306.29077),(23 304.78036),(24 305.87576),(25 311.0734),(26 303.82172),(27 308.87775),(28 308.68927),(29 307.6982),(30 308.43063),(31 311.94357),(32 308.86978),(33 311.13513),(34 315.26303),(35 310.83847),(36 313.40973),(37 314.66354),(38 314.57422),(39 314.05258),(40 315.52753),(41 316.5571),(42 315.00754),(43 315.61224),(44 315.4017),(45 315.0173),(46 314.44086),(47 317.20877),(48 319.59186),(49 321.45184),(50 319.33517),(51 315.32144),(52 316.66605),(53 317.34177),(54 319.49304),(55 316.1741),(56 315.47403),(57 316.28265),(58 314.23453),(59 313.00858),(60 313.80066),(61 317.69214),(62 314.50092),(63 319.00327),(64 321.74005),(65 322.70923),(66 321.12106),(67 324.4057),(68 321.52985),(69 318.18054),(70 321.52277),(71 318.00168),(72 316.83994),(73 321.74847),(74 328.62805),(75 322.66476),(76 321.24924),(77 322.53452),(78 322.06924),(79 319.9176),
(1 189.48016),(2 222.0331),(3 236.93681),(4 247.28035),(5 256.196),(6 264.5325),(7 270.21396),(8 276.43106),(9 274.38348),(10 278.16928),(11 278.68237),(12 283.27966),(13 279.66214),(14 282.9035),(15 287.89194),(16 285.35446),(17 283.1871),(18 289.259),(19 290.26202),(20 290.5662),(21 293.81305),(22 293.9342),(23 294.92007),(24 296.53342),(25 304.39398),(26 303.21545),(27 305.93793),(28 300.7182),(29 305.46533),(30 307.1819),(31 305.07028),(32 309.36554),(33 304.96542),(34 304.6875),(35 312.14603),(36 310.14282),(37 309.25885),(38 309.1598),(39 305.908),(40 307.11038),(41 304.22205),(42 304.1176),(43 306.64697),(44 308.28198),(45 304.1257),(46 304.8135),(47 307.94803),(48 303.56015),(49 301.93915),(50 302.8906),(51 307.6702),(52 308.61722),(53 304.45148),(54 307.07632),(55 309.0634),(56 306.77652),(57 307.15265),(58 310.44104),(59 307.33676),(60 306.1721),(61 311.08447),(62 312.17935),(63 312.32288),(64 314.5532),(65 314.34738),(66 314.31027),(67 320.52396),(68 318.31406),(69 320.95572),(70 316.5688),(71 310.64594),(72 312.4489),(73 318.08563),(74 323.29245),(75 316.4),(76 317.67905),(77 313.93124),(78 315.44904),(79 313.53058),
(1 187.33862),(2 224.45064),(3 237.64587),(4 245.49501),(5 254.10196),(6 261.75922),(7 263.17807),(8 270.29276),(9 272.95963),(10 273.8817),(11 274.29147),(12 277.98697),(13 278.0535),(14 283.72665),(15 285.7914),(16 286.11926),(17 283.58826),(18 284.07584),(19 281.67545),(20 287.01675),(21 290.70932),(22 287.517),(23 291.43436),(24 293.50516),(25 294.3821),(26 296.2452),(27 298.88205),(28 289.6415),(29 292.0122),(30 293.14786),(31 295.51498),(32 299.59305),(33 292.94785),(34 293.53638),(35 295.3462),(36 296.797),(37 296.69113),(38 296.6231),(39 294.7306),(40 294.50494),(41 299.16403),(42 297.16956),(43 297.55728),(44 301.85974),(45 296.1074),(46 298.12955),(47 299.90408),(48 299.5884),(49 300.64462),(50 296.82907),(51 291.74756),(52 291.76437),(53 289.57462),(54 289.67667),(55 292.3064),(56 297.8632),(57 293.73096),(58 296.6806),(59 293.2202),(60 292.50385),(61 295.67548),(62 296.15128),(63 303.1594),(64 299.93365),(65 299.60492),(66 300.6874),(67 296.21918),(68 294.89246),(69 294.90482),(70 303.47095),(71 295.35873),(72 300.96878),(73 302.14566),(74 299.47003),(75 295.3973),(76 301.4913),(77 299.04376),(78 304.4604),(79 298.14636),
(1 181.14783),(2 218.4522),(3 231.144),(4 245.95767),(5 250.52844),(6 254.78372),(7 259.03067),(8 264.8513),(9 266.835),(10 266.17126),(11 271.61523),(12 270.50336),(13 274.99802),(14 273.4979),(15 275.59256),(16 274.3058),(17 275.32086),(18 284.46228),(19 280.1253),(20 284.58707),(21 285.87204),(22 287.2092),(23 287.918),(24 289.1409),(25 289.1461),(26 287.34903),(27 292.94904),(28 292.84836),(29 291.81805),(30 291.25446),(31 289.06293),(32 290.49472),(33 291.3108),(34 290.67892),(35 292.66708),(36 291.75702),(37 292.2485),(38 293.6124),(39 296.2276),(40 297.3039),(41 293.36487),(42 293.03983),(43 293.9254),(44 288.73746),(45 289.90945),(46 290.13635),(47 290.41513),(48 292.24048),(49 289.7953),(50 289.35068),(51 289.3763),(52 291.44904),(53 292.12234),(54 289.4662),(55 289.52365),(56 293.1082),(57 290.52203),(58 292.9851),(59 290.7003),(60 292.93134),(61 295.528),(62 298.0794),(63 305.11304),(64 303.82672),(65 304.2237),(66 300.2974),(67 303.50104),(68 303.13644),(69 302.55087),(70 304.9083),(71 303.68698),(72 305.36093),(73 305.3845),(74 305.43307),(75 304.48413),(76 306.3281),(77 300.95004),(78 301.77405),(79 297.55594),
(1 175.931),(2 209.0645),(3 221.36258),(4 231.74962),(5 238.71025),(6 245.09035),(7 252.95094),(8 260.26828),(9 262.95068),(10 262.92053),(11 264.00467),(12 265.6063),(13 265.95203),(14 266.6721),(15 268.8565),(16 268.60733),(17 268.96906),(18 272.73877),(19 268.74033),(20 273.97052),(21 275.36896),(22 277.39645),(23 276.10776),(24 275.5813),(25 278.60898),(26 279.3009),(27 283.00284),(28 284.67993),(29 282.50958),(30 281.62094),(31 282.11652),(32 281.7783),(33 280.4544),(34 278.9956),(35 284.64233),(36 283.02106),(37 281.75613),(38 282.79346),(39 281.69946),(40 283.54898),(41 283.2563),(42 281.4991),(43 283.72894),(44 287.6227),(45 284.93497),(46 290.03815),(47 288.16895),(48 292.08395),(49 291.25674),(50 290.292),(51 293.53583),(52 292.92303),(53 287.89047),(54 288.50388),(55 289.3974),(56 291.21423),(57 286.8869),(58 293.05902),(59 293.97104),(60 288.93896),(61 291.39856),(62 291.1078),(63 291.9736),(64 294.51633),(65 298.28534),(66 299.92007),(67 303.0139),(68 304.88626),(69 305.90973),(70 305.30508),(71 307.43182),(72 307.10556),(73 303.51135),(74 306.27505),(75 305.46213),(76 308.16925),(77 299.84094),(78 298.10004),(79 296.39746),
(1 176.85524),(2 209.35277),(3 225.15521),(4 234.20705),(5 241.77924),(6 249.34708),(7 256.23932),(8 261.01114),(9 264.97418),(10 264.57733),(11 268.52673),(12 271.4051),(13 270.0714),(14 265.92087),(15 271.82028),(16 264.8992),(17 265.33524),(18 272.6858),(19 267.0607),(20 268.82745),(21 270.48422),(22 273.90625),(23 273.21967),(24 267.2384),(25 270.12628),(26 272.86868),(27 280.0771),(28 284.78497),(29 282.81906),(30 283.33878),(31 285.6454),(32 289.7919),(33 286.8511),(34 286.2772),(35 287.8137),(36 288.08548),(37 288.81888),(38 292.24655),(39 289.65808),(40 291.68207),(41 287.11548),(42 286.00797),(43 287.70795),(44 288.35928),(45 288.88538),(46 290.81662),(47 293.2015),(48 292.43597),(49 293.01575),(50 294.42233),(51 294.55685),(52 296.22604),(53 295.49313),(54 299.262),(55 298.36798),(56 301.30652),(57 297.33496),(58 296.34967),(59 294.53802),(60 294.945),(61 293.86523),(62 295.64148),(63 301.20117),(64 303.6509),(65 299.3459),(66 297.62396),(67 300.43887),(68 301.81055),(69 304.70554),(70 303.59296),(71 301.8547),(72 298.958),(73 299.05075),(74 295.0835),(75 296.2569),(76 294.5694),(77 293.3965),(78 290.92868),(79 288.8916),
(1 170.54971),(2 201.43808),(3 215.92969),(4 225.63667),(5 233.19345),(6 237.09586),(7 244.52608),(8 250.67384),(9 250.9915),(10 250.79817),(11 255.90251),(12 260.97043),(13 260.4773),(14 258.27557),(15 262.816),(16 262.22403),(17 262.6197),(18 265.62332),(19 262.49185),(20 265.19763),(21 266.96603),(22 265.6207),(23 268.10388),(24 266.296),(25 268.82892),(26 269.57806),(27 269.8669),(28 270.5837),(29 268.98724),(30 266.65076),(31 270.5311),(32 270.61453),(33 273.9029),(34 276.8662),(35 277.25238),(36 276.1223),(37 278.35513),(38 277.0028),(39 279.34528),(40 281.0721),(41 283.1294),(42 279.4208),(43 280.7521),(44 282.29446),(45 279.29007),(46 277.9033),(47 278.60077),(48 278.4471),(49 278.7891),(50 279.5873),(51 280.0712),(52 281.15933),(53 280.956),(54 277.0728),(55 273.59464),(56 276.62708),(57 276.26123),(58 276.03827),(59 279.04056),(60 278.05408),(61 276.07462),(62 276.68573),(63 280.52103),(64 278.28598),(65 278.07568),(66 279.0747),(67 279.2868),(68 282.2829),(69 283.23187),(70 282.24316),(71 285.16794),(72 285.59454),(73 285.75394),(74 284.88614),(75 283.23257),(76 282.47266),(77 279.7232),(78 280.7611),(79 284.3285),
(1 168.60194),(2 201.62357),(3 212.91687),(4 221.3203),(5 222.74855),(6 228.09087),(7 234.32956),(8 241.5547),(9 243.0166),(10 245.06442),(11 248.10982),(12 255.41518),(13 259.25705),(14 253.18845),(15 259.16687),(16 259.16498),(17 257.15704),(18 260.96512),(19 259.85983),(20 259.076),(21 260.54764),(22 258.22552),(23 258.1781),(24 262.6239),(25 263.109),(26 262.059),(27 263.16394),(28 265.91727),(29 265.39117),(30 261.1766),(31 264.28467),(32 264.83337),(33 265.0552),(34 264.6041),(35 267.75385),(36 268.9483),(37 264.54398),(38 266.86435),(39 262.45685),(40 262.00818),(41 262.2251),(42 260.31427),(43 258.92914),(44 261.93863),(45 264.1052),(46 264.33365),(47 264.73395),(48 264.4207),(49 263.95676),(50 263.56937),(51 263.46667),(52 263.3932),(53 267.0227),(54 270.71756),(55 269.75806),(56 274.2104),(57 277.16907),(58 278.95517),(59 276.9773),(60 274.64496),(61 277.3607),(62 277.17123),(63 280.85434),(64 279.1404),(65 278.3446),(66 278.28317),(67 275.1351),(68 275.00015),(69 274.63745),(70 274.68588),(71 272.79025),(72 271.9055),(73 272.6195),(74 272.9606),(75 271.94678),(76 269.84073),(77 270.93924),(78 269.6813),(79 270.72275),
(1 171.95943),(2 205.72325),(3 214.0274),(4 225.82477),(5 227.13931),(6 231.40356),(7 236.49734),(8 238.52823),(9 240.69287),(10 244.61966),(11 247.33546),(12 250.58838),(13 254.55566),(14 252.7271),(15 249.88348),(16 252.67676),(17 254.90483),(18 257.12704),(19 257.07996),(20 260.2769),(21 258.41113),(22 258.40695),(23 258.39334),(24 258.39102),(25 261.30826),(26 259.25598),(27 259.99908),(28 260.68085),(29 265.07455),(30 259.78302),(31 259.86786),(32 257.64417),(33 257.67166),(34 256.71835),(35 259.33493),(36 259.45435),(37 256.7123),(38 259.58447),(39 258.22202),(40 260.3293),(41 259.09564),(42 259.91647),(43 260.41846),(44 260.2152),(45 261.9841),(46 262.88202),(47 263.47763),(48 262.54492),(49 262.4411),(50 265.18143),(51 265.00607),(52 267.74463),(53 269.56073),(54 274.00815),(55 271.01178),(56 270.30627),(57 271.5315),(58 272.66803),(59 271.66907),(60 268.60663),(61 273.15823),(62 273.43274),(63 280.831),(64 278.3258),(65 276.8685),(66 277.2395),(67 277.38284),(68 280.7449),(69 280.51355),(70 281.87766),(71 284.40604),(72 279.1542),(73 278.96634),(74 281.48105),(75 273.47937),(76 274.6742),(77 277.08292),(78 275.26172),(79 274.02866),
(1 165.14732),(2 196.13786),(3 209.53485),(4 218.87059),(5 220.85995),(6 223.95578),(7 231.05675),(8 236.55603),(9 237.7989),(10 239.98813),(11 243.82092),(12 247.74207),(13 249.66896),(14 245.71451),(15 245.77332),(16 251.2656),(17 251.70546),(18 250.05699),(19 247.87956),(20 254.44997),(21 258.95285),(22 255.7838),(23 254.02943),(24 257.88376),(25 258.97266),(26 260.48233),(27 264.0403),(28 262.94122),(29 264.53787),(30 262.06442),(31 260.3589),(32 262.55118),(33 261.5947),(34 259.12613),(35 258.8975),(36 259.96594),(37 258.43347),(38 258.23352),(39 260.56805),(40 258.84824),(41 255.8804),(42 256.3742),(43 250.91019),(44 256.3276),(45 259.01465),(46 255.12178),(47 258.19785),(48 257.58957),(49 260.43164),(50 266.03644),(51 263.19818),(52 258.97546),(53 260.6277),(54 263.49142),(55 264.0952),(56 266.52692),(57 265.04822),(58 268.97464),(59 268.7586),(60 269.32593),(61 270.69055),(62 271.02075),(63 275.70154),(64 274.06378),(65 273.3133),(66 272.6803),(67 270.28986),(68 273.90695),(69 270.66064),(70 273.4376),(71 270.1097),(72 266.91483),(73 266.50272),(74 269.27505),(75 267.10303),(76 266.8051),(77 268.2275),(78 268.74878),(79 267.6266),
(1 161.03589),(2 190.6424),(3 202.65514),(4 211.07439),(5 213.17365),(6 220.15652),(7 223.9081),(8 228.83461),(9 232.49106),(10 233.06104),(11 234.71407),(12 234.8945),(13 241.09819),(14 237.92299),(15 241.56955),(16 238.96109),(17 241.17506),(18 242.41884),(19 241.98416),(20 246.96544),(21 248.11285),(22 247.67072),(23 244.41066),(24 245.51463),(25 247.62183),(26 246.76535),(27 246.8803),(28 247.36508),(29 246.10658),(30 246.38068),(31 246.6145),(32 249.4946),(33 249.81857),(34 249.28622),(35 248.04929),(36 247.40927),(37 247.36722),(38 248.03261),(39 248.05238),(40 252.84648),(41 250.47469),(42 250.30145),(43 249.05385),(44 249.58138),(45 251.36134),(46 253.0305),(47 254.08392),(48 251.74217),(49 257.73807),(50 258.22992),(51 256.02872),(52 257.20303),(53 257.6427),(54 257.08542),(55 255.55646),(56 257.04443),(57 255.29324),(58 257.2224),(59 258.9791),(60 256.07626),(61 258.25296),(62 257.39978),(63 260.0011),(64 259.66373),(65 255.2528),(66 255.81189),(67 257.9126),(68 256.40628),(69 258.0029),(70 258.20166),(71 259.15256),(72 262.9774),(73 264.3516),(74 265.59915),(75 264.00018),(76 264.82962),(77 261.57288),(78 261.94608),(79 259.9718),
(1 159.37598),(2 189.34578),(3 205.7032),(4 209.18199),(5 215.3674),(6 219.9162),(7 224.21979),(8 227.78943),(9 230.91316),(10 232.9254),(11 237.70372),(12 240.06557),(13 241.64307),(14 242.01912),(15 242.13638),(16 241.80057),(17 242.5504),(18 245.16724),(19 243.8868),(20 249.20946),(21 245.54446),(22 250.65945),(23 246.88058),(24 242.28998),(25 242.37033),(26 247.29865),(27 248.06999),(28 249.49582),(29 249.55232),(30 244.61748),(31 243.77505),(32 249.74452),(33 248.59688),(34 249.19135),(35 251.9747),(36 249.22198),(37 251.5374),(38 251.79654),(39 254.80623),(40 254.9619),(41 254.50755),(42 255.38991),(43 255.01094),(44 254.1996),(45 256.56912),(46 258.57245),(47 261.2896),(48 256.8479),(49 256.274),(50 254.67198),(51 257.58716),(52 258.74222),(53 257.0109),(54 260.41592),(55 256.76434),(56 259.83606),(57 260.52274),(58 263.31186),(59 260.06448),(60 256.11154),(61 263.1475),(62 260.45276),(63 261.11594),(64 263.6646),(65 261.2033),(66 263.0353),(67 263.33276),(68 261.9187),(69 259.95544),(70 265.7901),(71 260.7587),(72 264.93512),(73 260.9737),(74 259.2037),(75 257.1946),(76 258.29712),(77 255.09334),(78 257.28363),(79 253.13963),
(1 158.25432),(2 186.96365),(3 199.63257),(4 206.35219),(5 212.9271),(6 218.02232),(7 217.87161),(8 219.34239),(9 223.1084),(10 230.23871),(11 231.86502),(12 234.2375),(13 236.03638),(14 235.99458),(15 236.45488),(16 236.21724),(17 232.69952),(18 233.28226),(19 233.17242),(20 240.47359),(21 236.15546),(22 240.4796),(23 236.36777),(24 238.3411),(25 237.9411),(26 242.34995),(27 238.28429),(28 239.5337),(29 242.87328),(30 244.17506),(31 242.87854),(32 248.44676),(33 245.77983),(34 244.6574),(35 249.55984),(36 245.0167),(37 242.70341),(38 247.24536),(39 247.61623),(40 249.5523),(41 248.77373),(42 249.8759),(43 246.3168),(44 247.16066),(45 242.23105),(46 243.52522),(47 244.64188),(48 242.53574),(49 248.64815),(50 246.73367),(51 244.86409),(52 244.96323),(53 243.69524),(54 244.21169),(55 244.36107),(56 250.08276),(57 245.18817),(58 248.38123),(59 249.16074),(60 248.9555),(61 252.31473),(62 249.15657),(63 250.22809),(64 246.82393),(65 251.54549),(66 251.49193),(67 247.48294),(68 247.54427),(69 252.78766),(70 254.12515),(71 252.99744),(72 252.7798),(73 256.13873),(74 254.93648),(75 253.22015),(76 251.75516),(77 252.65875),(78 254.18729),(79 255.44984),
(1 153.72078),(2 180.87976),(3 195.81694),(4 201.94978),(5 205.39688),(6 209.61101),(7 214.34232),(8 218.26584),(9 221.5514),(10 226.60457),(11 223.522),(12 227.7895),(13 231.662),(14 233.21808),(15 232.47148),(16 230.2099),(17 228.93742),(18 230.414),(19 230.08601),(20 233.88432),(21 231.5762),(22 235.51714),(23 233.5508),(24 236.3629),(25 234.36946),(26 237.07327),(27 234.54329),(28 236.63066),(29 239.13213),(30 238.7707),(31 239.9903),(32 239.81572),(33 240.37166),(34 242.02376),(35 243.18243),(36 243.39622),(37 242.62134),(38 244.82045),(39 246.24773),(40 247.57022),(41 249.27373),(42 249.61336),(43 245.56157),(44 248.20042),(45 246.56386),(46 245.58655),(47 244.88766),(48 243.90271),(49 245.05946),(50 247.46077),(51 245.92342),(52 241.95274),(53 246.05087),(54 246.9219),(55 246.03104),(56 247.93303),(57 242.47899),(58 245.13373),(59 245.13365),(60 246.46577),(61 246.05293),(62 246.60402),(63 246.80446),(64 246.3466),(65 249.30664),(66 248.6946),(67 248.06612),(68 247.27995),(69 250.88222),(70 251.32045),(71 252.87968),(72 252.19228),(73 252.67401),(74 251.45792),(75 250.22818),(76 252.25856),(77 253.52234),(78 249.63463),(79 252.0576),
