1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 70844.61),(2 162054.28),(3 277417.1),(4 365316.88),(5 506717.4),(6 630118.8),(7 770338.75),(8 897883.94),(9 1042010.8),(10 1226214),(11 1619748.1),(12 2166967.3),(13 2880644.3),(14 3241064.8),(15 3342146.3),(16 3389381.3),(17 3504013.3),(18 3653076),(19 3743155.3),(20 3805227),(21 3741816),(22 3727893.3),(23 3701142.8),(24 3698795.3),(25 3751939),(26 3774891.3),(27 3947707),(28 4215258.5),(29 5016751.5),(30 5472783),(31 5672371.5),(32 5692918.5),(33 5592956),(34 5408903.5),(35 5248433.5),(36 5188249),(37 5153971.5),(38 5175515.5),(39 5163307.5),(40 5116119.5),(41 4971104.5),(42 5031174.5),(43 5210888.5),(44 5413320.5),(45 5495091.5),(46 5582024),(47 5661881.5),(48 5734578),(49 5792885.5),(50 5599458),(51 5525354),(52 5505954.5),(53 5816139.5),(54 5989736),(55 6015360),(56 5959666.5),(57 5881992),(58 5909652),(59 5942688),(60 5929099.5),(61 5927437.5),(62 6001776.5),(63 6065490.5),(64 6112788),(65 6029014),(66 6025088),(67 5950928.5),(68 5906706),(69 5757286.5),(70 5646186),(71 5551559.5),(72 5438785.5),(73 5298648.5),(74 5091188.5),(75 4912126.5),(76 4798702),(77 4666890),(78 4571579.5),(79 4576932),
(1 191.34167),(2 297.326),(3 399.14175),(4 464.51422),(5 525.9156),(6 573.94855),(7 624.97705),(8 660.691),(9 699.1401),(10 726.65985),(11 787.303),(12 812.18396),(13 845.8767),(14 861.22797),(15 885.40576),(16 893.23737),(17 915.7359),(18 946.2597),(19 1007.81757),(20 1057.8022),(21 1124.687),(22 1173.2725),(23 1236.7574),(24 1293.9564),(25 1366.1309),(26 1424.3033),(27 1494.4214),(28 1541.6254),(29 1616.165),(30 1689.5338),(31 1758.1947),(32 1812.036),(33 1851.5673),(34 1890.1749),(35 1932.1312),(36 1976.3213),(37 2029.683),(38 2078.2878),(39 2158.6807),(40 2200.1997),(41 2229.188),(42 2266.4106),(43 2299.7952),(44 2323.8962),(45 2368.858),(46 2396.1404),(47 2438.197),(48 2456.7495),(49 2472.45),(50 2473.2756),(51 2480.376),(52 2480.781),(53 2500.795),(54 2486.7878),(55 2488.0269),(56 2464.1106),(57 2440.3853),(58 2421.7925),(59 2395.5847),(60 2350.4128),(61 2318.925),(62 2284.0247),(63 2255.3025),(64 2204.8557),(65 2173.9124),(66 2127.7727),(67 2088.8096),(68 2052.0544),(69 2025.1743),(70 2002.0841),(71 2001.3398),(72 1990.8894),(73 2009.1693),(74 1996.1969),(75 1997.0975),(76 1983.9452),(77 2000.4801),(78 2006.6989),(79 2025.238),
(1 187.4433),(2 292.23615),(3 392.8276),(4 463.0071),(5 533.60785),(6 580.01904),(7 627.51794),(8 662.2287),(9 694.07007),(10 717.993),(11 771.1292),(12 797.43005),(13 824.199),(14 836.25824),(15 860.4144),(16 859.4753),(17 882.7755),(18 902.42255),(19 954.78296),(20 1002.0552),(21 1073.7008),(22 1120.4795),(23 1177.2197),(24 1236.0171),(25 1311.8365),(26 1364.989),(27 1433.4205),(28 1476.3634),(29 1545.2864),(30 1614.1194),(31 1684.4142),(32 1735.8245),(33 1765.015),(34 1796.4924),(35 1843.73),(36 1880.388),(37 1927.2906),(38 1972.6366),(39 2050.0383),(40 2091.0686),(41 2129.393),(42 2162.6697),(43 2204.4958),(44 2228.47),(45 2275.8135),(46 2297.9148),(47 2326.2542),(48 2345.7742),(49 2357.6638),(50 2361.2278),(51 2381.0818),(52 2379.697),(53 2397.8572),(54 2386.1392),(55 2396.4946),(56 2373.3857),(57 2358.8123),(58 2329.1543),(59 2312.0745),(60 2273.432),(61 2244.4263),(62 2206.4856),(63 2178.2158),(64 2136.4778),(65 2112.0925),(66 2071.0688),(67 2032.9786),(68 2001.3002),(69 1977.4084),(70 1948.1647),(71 1941.4506),(72 1918.9357),(73 1919.5089),(74 1899.8251),(75 1904.0084),(76 1888.1969),(77 1900.0104),(78 1908.0565),(79 1926.7413),
(1 188.24431),(2 291.6013),(3 392.6001),(4 458.61014),(5 521.98944),(6 570.1734),(7 620.776),(8 653.7673),(9 687.5938),(10 712.52966),(11 758.35486),(12 775.58356),(13 800.47833),(14 817.28687),(15 841.88007),(16 843.4359),(17 861.5483),(18 879.2179),(19 929.6473),(20 974.36084),(21 1037.6898),(22 1080.1399),(23 1136.5842),(24 1182.5106),(25 1240.2363),(26 1290.7394),(27 1349.4429),(28 1387.8903),(29 1438.176),(30 1497.0786),(31 1559.025),(32 1601.8253),(33 1629.4576),(34 1659.0581),(35 1701.11),(36 1727.9222),(37 1768.3038),(38 1815.1521),(39 1877.4194),(40 1915.1221),(41 1952.2339),(42 1978.6301),(43 2011.1815),(44 2027.1931),(45 2062.4783),(46 2085.9587),(47 2121.3638),(48 2129.9888),(49 2138.8552),(50 2140.2852),(51 2164.9832),(52 2171.154),(53 2186.1873),(54 2179.8115),(55 2196.3826),(56 2174.9382),(57 2166.1682),(58 2146.0605),(59 2141.4941),(60 2115.8323),(61 2089.112),(62 2063.2644),(63 2045.5254),(64 2008.4021),(65 1988.671),(66 1950.8649),(67 1922.7715),(68 1895.3177),(69 1858.6675),(70 1834.2114),(71 1847.7382),(72 1825.326),(73 1823.9065),(74 1806.7653),(75 1807.8279),(76 1791.5032),(77 1795.5577),(78 1787.6885),(79 1799.6127),
(1 182.19513),(2 282.24393),(3 377.83994),(4 437.0965),(5 491.4986),(6 526.0538),(7 562.40344),(8 587.44714),(9 612.0115),(10 633.45074),(11 671.73425),(12 685.76605),(13 705.1899),(14 716.5772),(15 734.1722),(16 732.67755),(17 745.1228),(18 759.7619),(19 810.6565),(20 849.0225),(21 900.9327),(22 939.7912),(23 992.93823),(24 1036.1444),(25 1076.946),(26 1110.9824),(27 1167.0482),(28 1196.5261),(29 1234.611),(30 1281.5916),(31 1330.5275),(32 1360.6088),(33 1376.0424),(34 1404.0193),(35 1437.701),(36 1455.8224),(37 1485.3881),(38 1516.34),(39 1555.7365),(40 1584.3173),(41 1622.638),(42 1643.1765),(43 1672.6185),(44 1691.5348),(45 1721.7946),(46 1743.2052),(47 1776.1271),(48 1788.923),(49 1793.4573),(50 1796.5968),(51 1823.727),(52 1830.1012),(53 1844.9321),(54 1837.7491),(55 1852.0807),(56 1832.3833),(57 1823.2805),(58 1805.9014),(59 1795.3698),(60 1778.4705),(61 1763.6575),(62 1742.8545),(63 1730.1948),(64 1710.0673),(65 1696.4492),(66 1670.7935),(67 1645.9338),(68 1619.8124),(69 1588.68),(70 1577.8518),(71 1577.6802),(72 1557.3949),(73 1547.835),(74 1527.7584),(75 1541.1005),(76 1530.7958),(77 1535.1188),(78 1532.6439),(79 1543.6719),
(1 178.77437),(2 279.4912),(3 367.34363),(4 425.35437),(5 474.43854),(6 508.1207),(7 539.6871),(8 563.4383),(9 588.8186),(10 610.8121),(11 643.9157),(12 650.8444),(13 667.15155),(14 673.8199),(15 691.4344),(16 689.2241),(17 702.69403),(18 717.776),(19 757.5197),(20 784.97253),(21 830.1636),(22 850.21826),(23 897.28973),(24 930.25104),(25 964.87744),(26 994.8735),(27 1046.8535),(28 1072.9264),(29 1103.7723),(30 1133.2732),(31 1179.9124),(32 1208.984),(33 1223.1704),(34 1250.3795),(35 1279.2601),(36 1300.4722),(37 1328.5856),(38 1349.9056),(39 1387.0901),(40 1411.7323),(41 1446.38),(42 1470.3726),(43 1505.4575),(44 1522.2605),(45 1551.5281),(46 1566.3623),(47 1602.8384),(48 1620.008),(49 1639.1093),(50 1648.5828),(51 1668.8462),(52 1671.1543),(53 1695.9747),(54 1687.7621),(55 1682.5747),(56 1665.5443),(57 1665.262),(58 1652.2703),(59 1651.0641),(60 1633.7476),(61 1623.6249),(62 1606.3035),(63 1600.7501),(64 1577.8839),(65 1551.7228),(66 1521.9779),(67 1507.2031),(68 1475.549),(69 1444.481),(70 1423.5897),(71 1416.4006),(72 1394.7574),(73 1389.7023),(74 1364.6553),(75 1365.5553),(76 1360.1038),(77 1368.8292),(78 1360.9692),(79 1377.242),
(1 174.16104),(2 272.27255),(3 361.34946),(4 416.70825),(5 471.9076),(6 508.78058),(7 548.30304),(8 572.1362),(9 600.5859),(10 627.2782),(11 656.5986),(12 666.0145),(13 685.67456),(14 698.7838),(15 713.27625),(16 712.72406),(17 723.53033),(18 738.6377),(19 775.57513),(20 796.99884),(21 829.4457),(22 850.756),(23 884.9543),(24 913.2598),(25 946.1367),(26 968.19196),(27 997.1111),(28 1024.8687),(29 1050.6074),(30 1076.9812),(31 1114.8312),(32 1130.3159),(33 1151.8043),(34 1172.4346),(35 1193.3274),(36 1206.7906),(37 1230.6981),(38 1252.1442),(39 1286.3359),(40 1305.6519),(41 1335.9467),(42 1346.8268),(43 1370.4745),(44 1389.2626),(45 1421.6683),(46 1441.5277),(47 1474.2723),(48 1496.6082),(49 1519.5784),(50 1538.02),(51 1569.0693),(52 1570.3197),(53 1587.4954),(54 1579.4905),(55 1569.9364),(56 1548.7076),(57 1548.5215),(58 1537.346),(59 1537.9429),(60 1524.6785),(61 1519.1693),(62 1506.6532),(63 1510.7),(64 1496.8735),(65 1478.2576),(66 1463.6592),(67 1447.1072),(68 1420.0433),(69 1394.1943),(70 1375.0458),(71 1370.6302),(72 1341.1326),(73 1331.5096),(74 1311.2035),(75 1307.7937),(76 1296.4326),(77 1298.0646),(78 1292.3558),(79 1319.9941),
(1 173.50592),(2 266.83987),(3 355.1303),(4 409.36432),(5 460.4994),(6 495.2958),(7 529.82227),(8 556.2786),(9 579.52435),(10 605.5031),(11 639.98236),(12 648.70435),(13 668.2665),(14 680.6621),(15 694.28845),(16 692.1164),(17 710.4717),(18 733.3554),(19 770.3531),(20 792.7797),(21 822.32074),(22 844.1724),(23 878.82697),(24 903.5039),(25 936.0787),(26 960.2259),(27 995.696),(28 1024.572),(29 1049.4822),(30 1082.7899),(31 1128.968),(32 1139.7277),(33 1159.2932),(34 1184.8706),(35 1204.6338),(36 1224.0039),(37 1248.1876),(38 1271.0089),(39 1299.988),(40 1324.7913),(41 1357.9652),(42 1374.3424),(43 1395.0193),(44 1417.1378),(45 1440.2439),(46 1457.4447),(47 1499.2386),(48 1507.2202),(49 1529.1616),(50 1544.8883),(51 1582.0763),(52 1585.4309),(53 1598.737),(54 1596.0924),(55 1594.8611),(56 1572.7505),(57 1568.2524),(58 1561.3689),(59 1563.3955),(60 1553.4348),(61 1539.4385),(62 1518.7277),(63 1516.1998),(64 1501.8955),(65 1485.5967),(66 1466.579),(67 1444.8862),(68 1416.594),(69 1399.5392),(70 1375.8645),(71 1370.3816),(72 1336.9121),(73 1327.8624),(74 1310.2551),(75 1309.3115),(76 1296.2799),(77 1301.3302),(78 1292.2677),(79 1314.8811),
(1 171.2481),(2 261.1803),(3 346.12708),(4 397.09665),(5 447.37753),(6 481.10413),(7 513.5167),(8 539.43225),(9 567.1996),(10 590.87317),(11 631.4732),(12 640.52527),(13 659.74744),(14 673.5208),(15 686.0805),(16 685.3122),(17 696.69763),(18 715.2219),(19 752.97235),(20 782.8825),(21 815.3278),(22 838.0157),(23 867.4214),(24 889.0127),(25 926.44574),(26 947.6746),(27 982.45526),(28 1013.34265),(29 1037.0127),(30 1067.1073),(31 1118.0377),(32 1135.192),(33 1155.7399),(34 1189.8584),(35 1218.0486),(36 1239.4191),(37 1267.0823),(38 1291.1848),(39 1321.2034),(40 1343.8083),(41 1375.9546),(42 1393.3752),(43 1414.7301),(44 1430.6599),(45 1451.0012),(46 1472.6053),(47 1521.561),(48 1540.1869),(49 1558.0463),(50 1570.4197),(51 1606.2026),(52 1609.8755),(53 1626.4907),(54 1622.9835),(55 1627.7716),(56 1612.7439),(57 1606.0913),(58 1593.6163),(59 1593.2937),(60 1583.3351),(61 1573.6166),(62 1560.7239),(63 1558.2944),(64 1542.2194),(65 1522.0854),(66 1498.8947),(67 1486.7129),(68 1455.8815),(69 1436.5106),(70 1413.2662),(71 1411.4734),(72 1375.2501),(73 1367.8041),(74 1348.6989),(75 1355.4467),(76 1341.43),(77 1338.4019),(78 1330.0713),(79 1345.42),
(1 161.38892),(2 249.6675),(3 326.46024),(4 378.0445),(5 423.6809),(6 460.16315),(7 494.96353),(8 515.4549),(9 543.13416),(10 565.88336),(11 594.9584),(12 604.06464),(13 621.2599),(14 625.8175),(15 631.1278),(16 633.4017),(17 643.3418),(18 647.7423),(19 679.1298),(20 701.23016),(21 732.8684),(22 750.75836),(23 774.54846),(24 794.3773),(25 830.337),(26 849.0229),(27 883.83875),(28 901.3935),(29 923.99585),(30 950.5681),(31 990.27466),(32 1008.9594),(33 1025.265),(34 1052.8809),(35 1076.014),(36 1095.7289),(37 1114.808),(38 1134.824),(39 1175.5725),(40 1188.6069),(41 1220.6223),(42 1231.5629),(43 1249.8729),(44 1265.143),(45 1283.4512),(46 1305.4601),(47 1349.3239),(48 1371.607),(49 1388.681),(50 1404.2244),(51 1430.3005),(52 1442.4155),(53 1457.2231),(54 1451.6984),(55 1462.14),(56 1442.9625),(57 1431.3905),(58 1419.7177),(59 1427.9221),(60 1416.7427),(61 1406.7621),(62 1396.7887),(63 1400.8188),(64 1386.3529),(65 1376.0947),(66 1357.6083),(67 1342.713),(68 1318.7399),(69 1306.5167),(70 1293.1147),(71 1283.4169),(72 1263.0168),(73 1252.9741),(74 1242.395),(75 1255.7356),(76 1246.7037),(77 1250.7142),(78 1238.0662),(79 1255.4667),
(1 163.83934),(2 251.71727),(3 327.04053),(4 374.52838),(5 421.07574),(6 455.0189),(7 493.09073),(8 514.08466),(9 539.2008),(10 558.9109),(11 584.00995),(12 594.5679),(13 612.8531),(14 620.4867),(15 629.5254),(16 630.8653),(17 640.55396),(18 651.08496),(19 683.4992),(20 697.43024),(21 729.52673),(22 745.1413),(23 772.6606),(24 790.61945),(25 827.2268),(26 849.5653),(27 882.18506),(28 905.41754),(29 931.4017),(30 954.9198),(31 997.2009),(32 1013.0923),(33 1026.8881),(34 1050.2902),(35 1067.2336),(36 1086.5757),(37 1106.2386),(38 1128.9791),(39 1153.3801),(40 1165.9028),(41 1188.9548),(42 1196.0428),(43 1205.6072),(44 1205.5591),(45 1216.8091),(46 1227.3632),(47 1258.3636),(48 1272.4039),(49 1284.0793),(50 1294.5652),(51 1315.0112),(52 1315.3639),(53 1326.1984),(54 1321.2338),(55 1326.6594),(56 1312.8894),(57 1314.1239),(58 1299.1846),(59 1299.1082),(60 1288.8545),(61 1276.3105),(62 1263.8346),(63 1275.0638),(64 1261.0449),(65 1256.9319),(66 1243.8147),(67 1236.3853),(68 1216.5419),(69 1204.9861),(70 1194.5822),(71 1189.4866),(72 1168.4199),(73 1166.5146),(74 1157.5789),(75 1169.5222),(76 1164.6088),(77 1167.4662),(78 1165.6176),(79 1178.0403),
(1 164.68625),(2 249.29451),(3 327.1543),(4 374.47336),(5 427.80563),(6 462.2839),(7 501.09097),(8 524.0914),(9 551.6381),(10 573.65906),(11 606.7647),(12 617.88464),(13 638.92),(14 649.2975),(15 662.11945),(16 660.5205),(17 669.1269),(18 684.29767),(19 714.28394),(20 729.37225),(21 758.77155),(22 775.7199),(23 807.65497),(24 837.15845),(25 873.653),(26 900.5261),(27 937.865),(28 961.6364),(29 989.88525),(30 1016.7225),(31 1060.8113),(32 1078.0425),(33 1084.4294),(34 1109.681),(35 1129.023),(36 1149.4342),(37 1173.046),(38 1197.7777),(39 1218.5143),(40 1228.9908),(41 1253.4105),(42 1265.4938),(43 1276.916),(44 1286.0977),(45 1303.779),(46 1312.8156),(47 1341.749),(48 1359.8136),(49 1371.5919),(50 1376.4199),(51 1404.4933),(52 1398.4012),(53 1404.5365),(54 1402.5631),(55 1404.0088),(56 1384.5654),(57 1378.8535),(58 1370.605),(59 1369.1595),(60 1354.1356),(61 1350.1002),(62 1340.822),(63 1347.5626),(64 1329.3124),(65 1319.2285),(66 1307.706),(67 1297.3483),(68 1278.3348),(69 1265.6643),(70 1255.0928),(71 1250.7292),(72 1230.2343),(73 1226.0793),(74 1221.629),(75 1226.712),(76 1214.9456),(77 1219.987),(78 1213.4325),(79 1216.5862),
(1 162.61264),(2 245.6668),(3 319.83005),(4 368.4279),(5 414.80084),(6 445.73166),(7 481.06848),(8 500.1191),(9 523.96136),(10 539.5272),(11 567.1274),(12 574.29694),(13 591.81616),(14 600.833),(15 614.5397),(16 613.23627),(17 623.00775),(18 633.8766),(19 666.6367),(20 688.48254),(21 727.168),(22 750.21295),(23 779.3736),(24 808.5872),(25 833.76013),(26 853.9241),(27 890.38293),(28 912.38153),(29 937.8834),(30 962.19336),(31 1005.02765),(32 1020.47253),(33 1038.0629),(34 1064.5406),(35 1084.4467),(36 1102.3488),(37 1122.808),(38 1146.9828),(39 1175.3054),(40 1191.2721),(41 1217.4766),(42 1227.0586),(43 1235.729),(44 1245.1221),(45 1263.3424),(46 1275.3282),(47 1308.0863),(48 1323.8779),(49 1334.6621),(50 1342.7753),(51 1366.9106),(52 1369.3809),(53 1377.4517),(54 1371.9358),(55 1369.9589),(56 1350.5543),(57 1345.7089),(58 1333.1432),(59 1328.1729),(60 1314.817),(61 1309.011),(62 1300.545),(63 1301.5641),(64 1285.7183),(65 1277.8552),(66 1268.7909),(67 1265.187),(68 1243.034),(69 1230.881),(70 1214.5233),(71 1220.3708),(72 1202.4181),(73 1193.9253),(74 1179.1874),(75 1181.3052),(76 1182.351),(77 1189.9104),(78 1181.798),(79 1193.3175),
(1 156.66972),(2 238.74391),(3 311.86438),(4 354.6566),(5 397.46048),(6 428.1214),(7 460.1707),(8 480.2743),(9 503.27945),(10 520.23047),(11 545.2099),(12 556.3123),(13 571.56586),(14 577.5743),(15 587.25653),(16 588.7463),(17 597.3724),(18 610.1011),(19 639.79504),(20 663.77405),(21 702.69556),(22 732.17175),(23 763.2319),(24 791.3276),(25 817.0899),(26 839.9072),(27 873.9627),(28 897.69977),(29 925.98193),(30 946.62885),(31 988.24475),(32 1004.652),(33 1014.53046),(34 1038.846),(35 1065.71),(36 1080.3206),(37 1096.3827),(38 1113.523),(39 1141.5771),(40 1157.2139),(41 1184.4827),(42 1190.711),(43 1212.0647),(44 1221.3778),(45 1242.3619),(46 1257.8617),(47 1293.0125),(48 1310.1224),(49 1330.2596),(50 1341.1376),(51 1357.6681),(52 1359.7026),(53 1364.6416),(54 1365.276),(55 1358.982),(56 1342.171),(57 1338.6737),(58 1332.3955),(59 1330.5753),(60 1317.1954),(61 1312.3562),(62 1294.2954),(63 1290.8246),(64 1275.7867),(65 1264.2761),(66 1250.7235),(67 1237.769),(68 1213.6348),(69 1198.6016),(70 1179.8982),(71 1180.1486),(72 1161.1335),(73 1154.3351),(74 1144.4082),(75 1153.1375),(76 1149.5385),(77 1164.649),(78 1158.7987),(79 1171.8881),
(1 156.78386),(2 237.0804),(3 307.7033),(4 351.1025),(5 397.31335),(6 426.88898),(7 460.2052),(8 476.99277),(9 498.31656),(10 518.1978),(11 543.41406),(12 558.73065),(13 571.34174),(14 578.70966),(15 592.32153),(16 588.4688),(17 591.15564),(18 601.2062),(19 627.98364),(20 645.6248),(21 680.6521),(22 703.8795),(23 728.8812),(24 754.4214),(25 784.5198),(26 803.27185),(27 834.5391),(28 856.1458),(29 881.1985),(30 906.3962),(31 938.5668),(32 954.34686),(33 956.6115),(34 973.53766),(35 994.948),(36 1008.877),(37 1022.1908),(38 1040.0325),(39 1065.9092),(40 1089.5018),(41 1116.8456),(42 1128.5956),(43 1139.302),(44 1142.4934),(45 1160.229),(46 1179.4799),(47 1212.5171),(48 1231.5514),(49 1250.1194),(50 1262.0785),(51 1285.22),(52 1288.3152),(53 1292.4861),(54 1297.1587),(55 1292.8204),(56 1275.7382),(57 1271.4872),(58 1265.0068),(59 1260.4465),(60 1249.9158),(61 1244.6965),(62 1229.0475),(63 1228.3788),(64 1210.7512),(65 1197.7396),(66 1182.6766),(67 1173.6494),(68 1149.2501),(69 1139.7585),(70 1128.7878),(71 1125.185),(72 1112.4725),(73 1108.7811),(74 1099.6615),(75 1094.62),(76 1092.3435),(77 1108.514),(78 1102.5256),(79 1122.7142),
(1 155.59856),(2 232.44553),(3 300.83472),(4 345.52402),(5 388.14868),(6 419.31436),(7 450.43256),(8 471.2969),(9 487.2497),(10 502.9695),(11 526.336),(12 534.94415),(13 551.6791),(14 560.50653),(15 574.06946),(16 575.4455),(17 582.6606),(18 593.3147),(19 620.9196),(20 640.8801),(21 677.30634),(22 700.20184),(23 729.90186),(24 754.4614),(25 788.80945),(26 814.3645),(27 854.3108),(28 871.94696),(29 894.4072),(30 920.0496),(31 955.482),(32 969.2083),(33 981.76733),(34 1003.1592),(35 1027.3534),(36 1038.5713),(37 1056.0552),(38 1072.8503),(39 1101.7256),(40 1125.3735),(41 1156.615),(42 1173.6973),(43 1191.4275),(44 1199.9368),(45 1222.8461),(46 1243.2937),(47 1275.3125),(48 1295.4269),(49 1317.2833),(50 1333.9689),(51 1365.0494),(52 1374.2074),(53 1381.1086),(54 1376.7705),(55 1377.1654),(56 1363.4369),(57 1360.6665),(58 1357.7688),(59 1353.757),(60 1341.6722),(61 1329.9928),(62 1316.6157),(63 1310.9468),(64 1294.7733),(65 1278.5327),(66 1257.8619),(67 1238.6355),(68 1214.8389),(69 1200.6459),(70 1179.4727),(71 1177.2488),(72 1153.3455),(73 1136.338),(74 1120.9932),(75 1118.5999),(76 1112.7227),(77 1117.1033),(78 1111.2168),(79 1133.109),
(1 151.60834),(2 225.54309),(3 292.34882),(4 336.18997),(5 379.8446),(6 410.2063),(7 442.43942),(8 459.77707),(9 477.65695),(10 493.54007),(11 515.6013),(12 522.26447),(13 540.6374),(14 543.8908),(15 558.3863),(16 560.07684),(17 569.42883),(18 579.85223),(19 604.63025),(20 620.51044),(21 655.4377),(22 673.93713),(23 695.50793),(24 712.5149),(25 743.321),(26 761.0262),(27 791.0589),(28 801.44507),(29 816.4392),(30 837.22424),(31 870.47797),(32 880.8852),(33 888.2912),(34 903.09546),(35 919.78235),(36 931.03357),(37 949.63416),(38 961.9624),(39 988.8347),(40 1004.58563),(41 1025.6788),(42 1037.0359),(43 1052.8328),(44 1060.5536),(45 1081.0604),(46 1096.642),(47 1123.9047),(48 1143.486),(49 1161.3961),(50 1176.1301),(51 1197.5471),(52 1200.569),(53 1207.0126),(54 1203.2327),(55 1199.0654),(56 1186.2124),(57 1184.5261),(58 1173.6012),(59 1181.6267),(60 1170.337),(61 1157.5847),(62 1142.7617),(63 1141.409),(64 1129.5582),(65 1121.5647),(66 1107.074),(67 1095.9984),(68 1076.0563),(69 1064.279),(70 1044.9606),(71 1039.0863),(72 1022.89154),(73 1015.85815),(74 1004.8708),(75 1002.6715),(76 1001.88696),(77 1003.18536),(78 994.0392),(79 1006.56793),
