1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 45726.27),(2 135942.45),(3 258888.23),(4 407366.5),(5 600252.25),(6 765100.2),(7 946877.7),(8 1130965.6),(9 1273089.6),(10 1405858.1),(11 1567144.6),(12 1746885),(13 1938910.1),(14 2198214.3),(15 2504383),(16 2820315.3),(17 3192859.8),(18 3551575),(19 3877143),(20 4144952.8),(21 4356299.5),(22 4595898.5),(23 4809096.5),(24 4972842.5),(25 5195239.5),(26 5380355.5),(27 5633170.5),(28 5875914.5),(29 6147686.5),(30 6411164.5),(31 6720426),(32 7010872.5),(33 7297138),(34 7563198),(35 7756004.5),(36 7884450.5),(37 8031124),(38 8128672),(39 8239418.5),(40 8324598.5),(41 8423866),(42 8576216),(43 8797202),(44 9036441),(45 9264934),(46 9488081),(47 9712707),(48 9847859),(49 10015985),(50 10143629),(51 10256552),(52 10400626),(53 10524238),(54 10677619),(55 10813109),(56 11001782),(57 11148151),(58 11324088),(59 11590047),(60 11822203),(61 12107088),(62 12432847),(63 12792619),(64 13108101),(65 13504044),(66 13819999),(67 14363885),(68 14822828),(69 15353576),(70 16078535),(71 16725891),(72 17377608),(73 17976994),(74 18510036),(75 19077506),(76 19660040),(77 20214978),(78 20752692),(79 21412128),
(1 457.58856),(2 560.70715),(3 583.1682),(4 604.34814),(5 602.68365),(6 600.09973),(7 604.19196),(8 601.7343),(9 603.18915),(10 612.1249),(11 603.24457),(12 615.54956),(13 644.5515),(14 638.72375),(15 646.3794),(16 659.3215),(17 661.0636),(18 675.5258),(19 688.4316),(20 685.3946),(21 698.92786),(22 697.8114),(23 694.8025),(24 712.31824),(25 703.76025),(26 706.2071),(27 718.2791),(28 720.97504),(29 715.9641),(30 721.0462),(31 710.686),(32 710.6557),(33 721.31836),(34 709.4724),(35 710.923),(36 712.21423),(37 698.9897),(38 698.05194),(39 701.89435),(40 690.96094),(41 695.34045),(42 708.37256),(43 703.02295),(44 701.1362),(45 707.52783),(46 701.4068),(47 703.9762),(48 713.85876),(49 710.0417),(50 706.76697),(51 707.85657),(52 702.04675),(53 702.7851),(54 704.75824),(55 701.318),(56 699.9488),(57 703.52954),(58 693.6065),(59 688.95685),(60 698.9298),(61 692.00146),(62 690.6996),(63 694.8609),(64 687.4407),(65 687.78),(66 686.8331),(67 683.6617),(68 685.3803),(69 695.5707),(70 685.2932),(71 689.3111),(72 679.2112),(73 677.69),(74 693.66504),(75 682.4481),(76 685.02936),(77 694.16724),(78 685.85315),(79 676.8086),
(1 441.43817),(2 539.9785),(3 567.68353),(4 581.85065),(5 581.55914),(6 585.29614),(7 585.4876),(8 576.2285),(9 576.21375),(10 591.8454),(11 588.80365),(12 595.859),(13 625.84467),(14 622.707),(15 633.37695),(16 649.9069),(17 655.17596),(18 654.7867),(19 676.4157),(20 674.221),(21 686.3462),(22 677.7593),(23 682.6393),(24 697.60864),(25 697.20544),(26 698.0808),(27 705.47876),(28 704.1223),(29 705.9926),(30 709.01117),(31 696.287),(32 692.7577),(33 706.3982),(34 696.51013),(35 697.5024),(36 702.2404),(37 693.7898),(38 692.73035),(39 697.69183),(40 683.94916),(41 689.9486),(42 692.7258),(43 685.02637),(44 685.1683),(45 689.2638),(46 684.2605),(47 682.3523),(48 685.47003),(49 674.22107),(50 676.43726),(51 673.8851),(52 665.3055),(53 665.6264),(54 673.96063),(55 673.6954),(56 666.2229),(57 674.6157),(58 661.48785),(59 657.88904),(60 662.33624),(61 657.7702),(62 656.7872),(63 665.7631),(64 661.8741),(65 661.09454),(66 660.0627),(67 655.0205),(68 660.3943),(69 669.7679),(70 657.5297),(71 661.9526),(72 660.6481),(73 659.63275),(74 664.61505),(75 657.40936),(76 659.38885),(77 668.9226),(78 659.2275),(79 656.0461),
(1 430.5857),(2 528.2098),(3 548.7859),(4 568.64233),(5 568.83673),(6 572.9367),(7 572.81726),(8 566.7934),(9 564.5498),(10 582.451),(11 577.7124),(12 580.77875),(13 601.3881),(14 597.9039),(15 606.0705),(16 612.7614),(17 621.8351),(18 628.8887),(19 644.73004),(20 643.391),(21 648.59094),(22 649.366),(23 651.28973),(24 667.2958),(25 662.8518),(26 670.8096),(27 676.03394),(28 671.21857),(29 668.2213),(30 674.9714),(31 671.75195),(32 665.31946),(33 676.01514),(34 668.48596),(35 666.08386),(36 675.2223),(37 664.76984),(38 661.3606),(39 668.70734),(40 660.14655),(41 668.2129),(42 671.81934),(43 667.48065),(44 671.01215),(45 678.23364),(46 665.3829),(47 663.59424),(48 670.7147),(49 659.135),(50 662.1192),(51 666.9415),(52 655.2266),(53 656.3906),(54 660.2089),(55 656.44745),(56 651.2912),(57 657.2479),(58 650.79614),(59 648.49585),(60 652.0161),(61 647.83606),(62 654.5377),(63 661.6309),(64 658.23224),(65 657.4057),(66 657.21796),(67 653.9958),(68 654.40466),(69 664.3198),(70 651.2541),(71 651.1295),(72 649.663),(73 651.3771),(74 656.20685),(75 652.5186),(76 656.97235),(77 663.5755),(78 657.119),(79 657.231),
(1 433.99106),(2 527.2214),(3 546.2678),(4 566.94666),(5 563.2528),(6 565.79865),(7 576.7422),(8 568.3789),(9 565.43585),(10 576.8342),(11 573.3313),(12 578.8243),(13 598.01746),(14 592.6541),(15 601.5075),(16 615.4795),(17 614.7047),(18 622.4543),(19 637.935),(20 637.98193),(21 644.5318),(22 639.01715),(23 643.81415),(24 660.6608),(25 651.9241),(26 655.35785),(27 659.7742),(28 659.4945),(29 660.8763),(30 672.6414),(31 665.53296),(32 659.56903),(33 671.7427),(34 653.2319),(35 646.9249),(36 657.3553),(37 648.8303),(38 651.9405),(39 656.8488),(40 649.86957),(41 652.2116),(42 657.0026),(43 655.4615),(44 655.3255),(45 665.14545),(46 650.70056),(47 652.8881),(48 656.3981),(49 648.72217),(50 651.5802),(51 656.3022),(52 644.3725),(53 646.92865),(54 648.2446),(55 649.637),(56 646.40607),(57 652.11597),(58 651.7666),(59 654.5264),(60 654.81635),(61 655.04254),(62 651.3565),(63 657.7683),(64 658.5212),(65 658.97),(66 664.93494),(67 659.39014),(68 661.53467),(69 668.18225),(70 647.725),(71 651.1658),(72 642.2226),(73 644.1681),(74 652.6729),(75 643.5457),(76 646.3929),(77 646.96375),(78 645.90247),(79 645.5768),
(1 416.27277),(2 508.91302),(3 536.2127),(4 555.16296),(5 552.613),(6 555.22906),(7 564.0201),(8 558.2227),(9 559.7585),(10 562.80164),(11 559.257),(12 569.43555),(13 588.4413),(14 584.7043),(15 589.2035),(16 606.9379),(17 601.4492),(18 611.85095),(19 627.2941),(20 624.9672),(21 638.57776),(22 631.52655),(23 632.0757),(24 651.347),(25 636.9168),(26 642.09125),(27 643.5631),(28 645.1729),(29 648.12445),(30 652.7444),(31 643.0022),(32 642.5937),(33 648.5241),(34 635.2553),(35 632.4054),(36 638.01227),(37 626.7068),(38 626.9354),(39 629.7014),(40 624.6362),(41 620.869),(42 630.92017),(43 625.749),(44 625.10596),(45 633.38934),(46 623.2265),(47 621.5102),(48 629.28827),(49 624.77136),(50 624.3175),(51 630.0588),(52 622.55023),(53 622.1967),(54 620.01654),(55 625.18365),(56 621.4852),(57 619.0571),(58 618.82526),(59 620.4879),(60 625.3738),(61 624.9947),(62 623.49384),(63 631.13855),(64 630.4651),(65 635.72864),(66 642.90466),(67 637.3581),(68 638.12823),(69 647.04926),(70 632.5534),(71 634.40027),(72 631.911),(73 635.7785),(74 645.6617),(75 635.6752),(76 635.5654),(77 642.13684),(78 639.4481),(79 638.1643),
(1 412.53937),(2 506.31577),(3 539.86273),(4 559.0297),(5 553.33026),(6 549.9129),(7 562.3217),(8 559.5704),(9 557.8538),(10 565.1784),(11 560.98),(12 571.6596),(13 593.8641),(14 586.711),(15 596.1171),(16 608.5753),(17 606.8544),(18 613.18),(19 634.26794),(20 625.52155),(21 634.30914),(22 633.0123),(23 644.019),(24 659.8241),(25 645.73987),(26 650.8503),(27 651.9989),(28 648.4133),(29 653.4882),(30 659.2203),(31 649.44183),(32 648.5632),(33 649.5952),(34 640.18713),(35 638.46936),(36 645.72125),(37 634.5813),(38 637.7072),(39 640.88214),(40 634.76227),(41 627.7331),(42 637.05133),(43 636.93805),(44 627.65906),(45 641.4878),(46 632.014),(47 625.1358),(48 633.2025),(49 628.7408),(50 637.2035),(51 634.5325),(52 626.9222),(53 626.052),(54 625.3019),(55 624.7025),(56 621.6781),(57 624.15967),(58 618.3287),(59 621.7609),(60 630.1338),(61 626.1981),(62 626.2417),(63 629.10724),(64 622.24786),(65 623.85315),(66 629.0171),(67 627.95074),(68 632.7211),(69 637.32153),(70 627.25616),(71 628.0216),(72 618.00323),(73 619.5866),(74 629.62994),(75 623.78784),(76 619.8824),(77 625.12866),(78 624.2146),(79 619.3137),
(1 405.51547),(2 486.45264),(3 513.06995),(4 527.31226),(5 524.5023),(6 521.7117),(7 526.94995),(8 519.2328),(9 520.8473),(10 537.7185),(11 532.31604),(12 539.5095),(13 555.7272),(14 554.2047),(15 561.4149),(16 576.8496),(17 574.39966),(18 582.3232),(19 595.30554),(20 587.1372),(21 595.71796),(22 595.5625),(23 602.23816),(24 622.87067),(25 610.1699),(26 613.9382),(27 625.837),(28 619.9351),(29 619.54626),(30 629.146),(31 621.77924),(32 619.8973),(33 626.5582),(34 612.72906),(35 616.664),(36 625.91077),(37 620.4277),(38 617.2989),(39 626.5799),(40 611.10596),(41 614.113),(42 621.83594),(43 625.156),(44 616.8199),(45 628.01953),(46 622.2208),(47 615.9443),(48 617.39905),(49 610.7987),(50 619.1637),(51 618.99054),(52 612.4932),(53 606.2281),(54 606.48627),(55 602.4531),(56 603.3021),(57 604.86096),(58 596.07715),(59 599.53253),(60 607.9226),(61 601.0633),(62 603.6617),(63 603.58923),(64 594.77014),(65 601.6983),(66 603.1424),(67 594.6876),(68 598.5535),(69 605.10834),(70 595.7843),(71 594.8824),(72 590.7969),(73 591.30133),(74 602.69),(75 599.15204),(76 597.8549),(77 599.786),(78 600.31274),(79 595.00446),
(1 404.5138),(2 482.82538),(3 505.54022),(4 514.58093),(5 516.65405),(6 517.3866),(7 525.19775),(8 521.14703),(9 525.7149),(10 538.5099),(11 530.06036),(12 541.1372),(13 558.96313),(14 558.025),(15 562.6521),(16 578.64526),(17 579.4651),(18 590.9017),(19 598.23553),(20 590.46423),(21 604.0047),(22 595.293),(23 599.53156),(24 616.67395),(25 609.7287),(26 616.9707),(27 624.23785),(28 618.1602),(29 617.1394),(30 624.7865),(31 616.5937),(32 616.36816),(33 630.768),(34 617.53876),(35 620.7635),(36 627.2896),(37 614.31445),(38 613.6085),(39 622.9917),(40 614.0022),(41 613.73816),(42 621.76855),(43 618.89954),(44 614.07007),(45 619.14246),(46 612.0599),(47 617.4043),(48 614.46313),(49 608.02563),(50 616.46796),(51 619.9689),(52 610.9003),(53 609.48846),(54 608.09064),(55 609.3331),(56 610.2178),(57 611.0426),(58 606.7923),(59 607.36536),(60 616.79553),(61 615.1787),(62 612.1251),(63 608.31366),(64 602.1235),(65 607.81024),(66 611.0522),(67 604.60815),(68 612.9104),(69 619.84467),(70 605.6833),(71 605.0879),(72 598.0598),(73 599.2048),(74 612.02985),(75 608.2832),(76 607.89655),(77 611.6063),(78 607.34625),(79 604.8044),
(1 396.99338),(2 475.43292),(3 499.12277),(4 509.36288),(5 510.07135),(6 516.93414),(7 526.0381),(8 517.5058),(9 520.9854),(10 533.1849),(11 527.23193),(12 533.1815),(13 549.9557),(14 548.2695),(15 562.241),(16 571.75085),(17 575.216),(18 588.40204),(19 594.83417),(20 594.5762),(21 608.07275),(22 605.15967),(23 610.2174),(24 623.7405),(25 615.4474),(26 616.37933),(27 621.5648),(28 616.5019),(29 621.0813),(30 619.6816),(31 611.20416),(32 608.4406),(33 622.8049),(34 614.8412),(35 614.5813),(36 618.3427),(37 603.25085),(38 606.9242),(39 615.2073),(40 605.14496),(41 604.50183),(42 608.0783),(43 607.3772),(44 604.2316),(45 604.91785),(46 598.9411),(47 596.3984),(48 597.7053),(49 590.9388),(50 597.404),(51 601.2793),(52 598.4111),(53 598.7354),(54 599.7921),(55 599.60364),(56 601.6697),(57 602.71155),(58 602.4079),(59 601.1749),(60 607.659),(61 607.65704),(62 612.03925),(63 613.76544),(64 606.61115),(65 612.53754),(66 614.45667),(67 605.53125),(68 609.9501),(69 618.5919),(70 603.7822),(71 602.049),(72 603.66095),(73 598.3896),(74 604.1671),(75 599.1932),(76 598.8742),(77 599.02686),(78 595.35925),(79 598.0918),
(1 393.14478),(2 474.4501),(3 500.37296),(4 510.73727),(5 513.1153),(6 511.66125),(7 518.6809),(8 523.1661),(9 519.6186),(10 523.2449),(11 516.13855),(12 525.78876),(13 541.44586),(14 536.84985),(15 553.2341),(16 563.3791),(17 570.34143),(18 576.5456),(19 593.15717),(20 588.2459),(21 597.0985),(22 594.3458),(23 602.5064),(24 616.9856),(25 607.32153),(26 611.0178),(27 614.2521),(28 606.7929),(29 606.75433),(30 611.8616),(31 603.1295),(32 601.00244),(33 605.0496),(34 597.95544),(35 592.45636),(36 601.3904),(37 593.22986),(38 595.2555),(39 602.35065),(40 595.16693),(41 597.49884),(42 603.07495),(43 598.4848),(44 598.0597),(45 599.8801),(46 595.6745),(47 596.828),(48 603.4009),(49 598.5367),(50 599.5968),(51 604.1448),(52 598.0596),(53 598.6486),(54 599.58685),(55 593.90234),(56 590.2547),(57 593.34955),(58 589.502),(59 591.31104),(60 590.57117),(61 586.6794),(62 584.1539),(63 587.1524),(64 582.12946),(65 586.4213),(66 588.7414),(67 582.53064),(68 588.89526),(69 593.5358),(70 581.1788),(71 576.89215),(72 575.7406),(73 574.41174),(74 583.67224),(75 579.87976),(76 576.89325),(77 580.5027),(78 573.7942),(79 576.73193),
(1 391.7749),(2 464.1332),(3 486.95172),(4 508.23047),(5 502.923),(6 502.47617),(7 512.6575),(8 515.8767),(9 514.7353),(10 522.03986),(11 518.33923),(12 528.7106),(13 539.88715),(14 532.0412),(15 551.09406),(16 558.4441),(17 558.4528),(18 564.5583),(19 580.27026),(20 573.5051),(21 580.3106),(22 576.92096),(23 582.17737),(24 595.7156),(25 591.36127),(26 594.0203),(27 597.055),(28 593.6194),(29 595.0484),(30 601.70966),(31 591.8334),(32 590.60693),(33 588.7748),(34 585.41833),(35 580.6451),(36 590.228),(37 579.1956),(38 580.51245),(39 589.25415),(40 579.838),(41 581.24615),(42 587.86084),(43 585.1213),(44 587.74084),(45 591.5713),(46 586.0055),(47 591.2595),(48 599.993),(49 597.545),(50 596.5861),(51 599.5836),(52 593.90234),(53 591.13654),(54 591.379),(55 586.1527),(56 586.2053),(57 590.7657),(58 586.29407),(59 579.2167),(60 582.2907),(61 580.3922),(62 582.0588),(63 590.10175),(64 586.03534),(65 591.45917),(66 597.0425),(67 590.9327),(68 593.8083),(69 602.11816),(70 590.0972),(71 590.006),(72 584.8805),(73 583.463),(74 589.5507),(75 582.7836),(76 588.4942),(77 587.7388),(78 583.05786),(79 579.5529),
(1 379.52493),(2 445.7367),(3 464.4418),(4 487.74545),(5 482.33417),(6 482.29776),(7 493.90884),(8 489.11755),(9 493.6355),(10 501.08295),(11 501.7891),(12 509.86426),(13 524.4609),(14 520.0542),(15 528.064),(16 542.1683),(17 541.1287),(18 546.78314),(19 560.0408),(20 555.3273),(21 558.0385),(22 554.419),(23 559.6949),(24 572.6674),(25 566.58496),(26 568.47675),(27 576.13617),(28 574.46497),(29 575.46747),(30 581.99414),(31 575.703),(32 579.3447),(33 578.2357),(34 573.6649),(35 574.3106),(36 577.56146),(37 569.0333),(38 572.3569),(39 577.45276),(40 567.2713),(41 561.2821),(42 569.6354),(43 576.8915),(44 571.18054),(45 573.59503),(46 562.63745),(47 564.06104),(48 577.22406),(49 576.2249),(50 571.44293),(51 578.0061),(52 573.7656),(53 570.4495),(54 576.84924),(55 570.5391),(56 573.90216),(57 571.0136),(58 564.75757),(59 569.3773),(60 570.20013),(61 571.06683),(62 570.3649),(63 569.48267),(64 564.3066),(65 570.2072),(66 571.72314),(67 561.8564),(68 565.53876),(69 573.2864),(70 561.0407),(71 565.9722),(72 559.18024),(73 559.60004),(74 562.40173),(75 554.034),(76 551.37665),(77 553.8002),(78 550.3361),(79 548.6623),
(1 372.8895),(2 445.80917),(3 467.69894),(4 480.42398),(5 481.4502),(6 483.04083),(7 495.1745),(8 488.43082),(9 490.8775),(10 498.99362),(11 502.31006),(12 508.76114),(13 524.5565),(14 521.68365),(15 534.3612),(16 543.9081),(17 545.5126),(18 550.89886),(19 560.9433),(20 558.45447),(21 560.64026),(22 554.67804),(23 555.28595),(24 568.2487),(25 562.7605),(26 563.7717),(27 574.2047),(28 569.2316),(29 571.0296),(30 574.8865),(31 569.9729),(32 570.47766),(33 578.4787),(34 569.80194),(35 568.12994),(36 575.1813),(37 568.7437),(38 572.0653),(39 579.19214),(40 563.4615),(41 560.43427),(42 572.77747),(43 576.80194),(44 572.77405),(45 577.53894),(46 570.8951),(47 567.49744),(48 576.9023),(49 575.7095),(50 575.3651),(51 580.1553),(52 573.21826),(53 572.5853),(54 575.2126),(55 568.68884),(56 572.56335),(57 572.82025),(58 569.34436),(59 566.82806),(60 566.2833),(61 570.643),(62 571.5203),(63 569.7529),(64 564.4178),(65 564.3423),(66 566.9075),(67 558.1544),(68 563.63367),(69 570.03937),(70 557.26),(71 563.9552),(72 559.2527),(73 561.5575),(74 568.3909),(75 558.3685),(76 557.15283),(77 564.1054),(78 556.7276),(79 557.49054),
(1 362.95886),(2 431.5249),(3 455.9687),(4 470.41104),(5 469.66953),(6 470.83252),(7 480.31885),(8 473.93954),(9 474.48907),(10 488.06165),(11 487.69714),(12 495.28998),(13 513.4416),(14 512.92676),(15 526.7483),(16 538.0247),(17 537.07745),(18 542.41437),(19 558.65875),(20 550.3081),(21 558.0437),(22 551.07764),(23 558.52356),(24 570.57086),(25 565.51715),(26 563.81464),(27 572.2879),(28 570.97186),(29 567.08734),(30 573.53296),(31 567.64307),(32 568.51373),(33 580.7863),(34 568.51404),(35 567.86127),(36 570.44275),(37 565.76),(38 569.94116),(39 583.95416),(40 567.2921),(41 569.89246),(42 573.3485),(43 569.7048),(44 568.69525),(45 575.87915),(46 570.9737),(47 570.19806),(48 575.063),(49 567.2161),(50 572.7315),(51 573.87695),(52 564.6491),(53 560.3622),(54 561.62213),(55 556.67096),(56 556.8192),(57 558.3061),(58 557.0829),(59 552.6064),(60 553.60785),(61 557.44617),(62 557.4512),(63 564.6655),(64 556.3526),(65 552.0207),(66 555.4142),(67 547.71545),(68 549.2189),(69 556.5356),(70 548.3006),(71 553.6136),(72 544.3595),(73 545.74756),(74 554.9091),(75 548.2466),(76 548.9571),(77 555.1073),(78 550.33636),(79 550.2344),
(1 353.55148),(2 417.4519),(3 442.32336),(4 458.10336),(5 459.52158),(6 460.96844),(7 467.71445),(8 465.16437),(9 460.55368),(10 468.27838),(11 468.86127),(12 474.52155),(13 488.5233),(14 489.86014),(15 498.47092),(16 511.7465),(17 509.54727),(18 512.583),(19 526.5136),(20 521.9173),(21 526.6402),(22 525.26526),(23 531.2368),(24 543.12036),(25 540.8821),(26 541.31665),(27 545.397),(28 550.751),(29 550.4574),(30 554.85376),(31 551.0186),(32 547.7475),(33 554.73395),(34 548.12177),(35 551.0912),(36 557.25305),(37 549.03766),(38 549.8372),(39 556.7547),(40 549.2493),(41 549.2281),(42 558.2336),(43 555.0048),(44 549.81055),(45 555.46313),(46 549.89435),(47 547.7648),(48 556.3591),(49 550.79083),(50 554.463),(51 560.6597),(52 550.3008),(53 550.38635),(54 553.2012),(55 549.52136),(56 550.18463),(57 548.9636),(58 544.15063),(59 547.8021),(60 550.32184),(61 546.8891),(62 543.1348),(63 551.18066),(64 544.83386),(65 541.9226),(66 544.50116),(67 539.3377),(68 541.3172),(69 549.6582),(70 535.7344),(71 538.9017),(72 534.28613),(73 532.246),(74 537.248),(75 534.412),(76 533.19434),(77 538.0022),(78 534.5292),(79 528.96124),
(1 348.59775),(2 416.1147),(3 437.6899),(4 459.90558),(5 457.2954),(6 457.25455),(7 459.31583),(8 453.63998),(9 451.3878),(10 461.25732),(11 463.50388),(12 472.18713),(13 481.37585),(14 481.4328),(15 490.5713),(16 503.6611),(17 505.86417),(18 508.5979),(19 525.6716),(20 521.30145),(21 525.9988),(22 520.29193),(23 526.9903),(24 533.7703),(25 531.4596),(26 532.57623),(27 539.87305),(28 534.99225),(29 535.0097),(30 542.67725),(31 538.5815),(32 537.0109),(33 548.7396),(34 539.6697),(35 543.2),(36 550.02795),(37 541.7062),(38 539.67395),(39 545.2573),(40 541.5816),(41 544.8123),(42 551.1504),(43 551.2295),(44 545.2903),(45 550.28564),(46 549.17377),(47 547.65985),(48 553.69116),(49 550.2362),(50 552.2085),(51 553.81836),(52 545.2257),(53 550.04944),(54 548.1652),(55 544.6012),(56 543.92126),(57 543.2156),(58 537.3894),(59 537.8),(60 542.1922),(61 536.61945),(62 538.23785),(63 538.35266),(64 528.43396),(65 530.24225),(66 531.67145),(67 530.05475),(68 531.6198),(69 534.7503),(70 525.6548),(71 526.3598),(72 522.151),(73 518.30615),(74 519.69525),(75 515.8586),(76 514.37024),(77 522.9133),(78 514.0968),(79 512.9431),
(1 341.39728),(2 401.5723),(3 421.52277),(4 439.85278),(5 440.15033),(6 440.35443),(7 446.60855),(8 444.13303),(9 444.87796),(10 453.46634),(11 451.09225),(12 457.67767),(13 471.53918),(14 467.22894),(15 475.28772),(16 487.59164),(17 488.67776),(18 493.41055),(19 506.9018),(20 499.9251),(21 508.66818),(22 506.02393),(23 513.5794),(24 520.3712),(25 519.6781),(26 520.7212),(27 523.2188),(28 514.5511),(29 518.6851),(30 522.1074),(31 519.1115),(32 518.2315),(33 524.07324),(34 518.5848),(35 523.35),(36 538.0598),(37 524.7639),(38 525.22455),(39 531.6706),(40 523.0762),(41 521.19415),(42 531.8927),(43 525.2072),(44 521.19183),(45 528.82275),(46 525.8949),(47 525.99524),(48 527.1681),(49 523.0308),(50 524.36664),(51 527.25287),(52 521.7498),(53 525.4356),(54 524.75836),(55 523.7065),(56 523.06445),(57 522.97107),(58 514.11615),(59 511.40967),(60 514.75323),(61 514.79913),(62 515.71326),(63 520.4265),(64 512.54175),(65 512.9692),(66 512.54565),(67 506.6231),(68 508.94412),(69 513.1722),(70 505.75992),(71 511.0506),(72 505.88638),(73 505.37735),(74 509.57886),(75 504.1219),(76 501.49905),(77 507.24246),(78 498.4218),(79 501.41162),
(1 341.65466),(2 403.6538),(3 427.7491),(4 440.66553),(5 442.082),(6 442.4031),(7 446.48462),(8 444.05243),(9 448.95328),(10 453.5817),(11 453.80518),(12 459.7088),(13 469.50424),(14 466.1739),(15 472.73273),(16 484.98804),(17 484.87695),(18 488.2632),(19 503.81625),(20 499.3602),(21 504.78403),(22 503.49207),(23 509.94086),(24 526.49036),(25 522.62134),(26 520.684),(27 527.74866),(28 519.8023),(29 524.7547),(30 530.118),(31 522.0454),(32 518.41504),(33 521.7015),(34 519.27856),(35 521.0041),(36 533.3121),(37 517.8269),(38 515.70197),(39 525.33484),(40 519.71674),(41 518.84784),(42 527.06946),(43 520.2312),(44 516.6353),(45 525.14984),(46 518.05206),(47 515.2272),(48 520.5341),(49 516.87915),(50 514.14136),(51 519.12714),(52 510.87628),(53 511.04037),(54 512.908),(55 510.73065),(56 511.06378),(57 513.8709),(58 508.53632),(59 508.31497),(60 509.3305),(61 505.60876),(62 508.42038),(63 510.979),(64 507.81003),(65 511.01935),(66 513.9016),(67 508.92404),(68 508.2138),(69 514.4585),(70 506.20364),(71 514.77924),(72 511.9278),(73 512.365),(74 516.5336),(75 513.9989),(76 512.73157),(77 517.5388),(78 514.5488),(79 508.9627),
