1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 54910.77),(2 199668.94),(3 438124.16),(4 764332.5),(5 1143596.4),(6 1601880.4),(7 2101951.8),(8 2658822),(9 3231284),(10 3820325),(11 4397629.5),(12 5007813),(13 5634677.5),(14 6237806.5),(15 6862676),(16 7507356.5),(17 8187842.5),(18 8910620),(19 9614986),(20 10362171),(21 11121227),(22 11859673),(23 12695293),(24 13382300),(25 14075119),(26 14777795),(27 15472561),(28 16165321),(29 16788862),(30 17454102),(31 18146918),(32 18914810),(33 19721438),(34 20625320),(35 21617458),(36 22667338),(37 23798402),(38 25109768),(39 26450864),(40 27890454),(41 29433866),(42 31153646),(43 33012912),(44 34913308),(45 36977436),(46 39083844),(47 41437692),(48 44048336),(49 46756860),(50 49621390),(51 52666400),(52 55698828),(53 59267504),(54 62591980),(55 65957652),(56 69315540),(57 72771864),(58 76304904),(59 79766360),(60 83103816),(61 86842280),(62 90593240),(63 94301864),(64 98064504),(65 101833280),(66 105659880),(67 109666216),(68 113863420),(69 117762850),(70 121714470),(71 125774840),(72 129820280),(73 133383910),(74 136595570),(75 140059900),(76 143449470),(77 146835460),(78 150226740),(79 153819120),
(1 38875.49),(2 123876.055),(3 225700.6),(4 327556.44),(5 417598.88),(6 492694.56),(7 549926.75),(8 587807.25),(9 614603.2),(10 636248.56),(11 656764.44),(12 668442.94),(13 672173.3),(14 672158.75),(15 672148.4),(16 670375.8),(17 668371.1),(18 667662.8),(19 671314.44),(20 669033.2),(21 657733.5),(22 642538),(23 626907.5),(24 610337.7),(25 596988.8),(26 591822.75),(27 593454.06),(28 600343.25),(29 603143.44),(30 600879.1),(31 595357.3),(32 590668.94),(33 588930.6),(34 589672.4),(35 589742.1),(36 591790.3),(37 589435.75),(38 587186.8),(39 588482.75),(40 589103.3),(41 591479.5),(42 589934.4),(43 585423.5),(44 582865.25),(45 585507.2),(46 590590.8),(47 604070.4),(48 619954.56),(49 626139.94),(50 623327.7),(51 619181.44),(52 619134.44),(53 626932.06),(54 639439.44),(55 646397.56),(56 650551.2),(57 648952.9),(58 649984.1),(59 645778.44),(60 634827.6),(61 619298.7),(62 607465.9),(63 600422.75),(64 590977.8),(65 584850.44),(66 580789.44),(67 574669.56),(68 567422.6),(69 564512.7),(70 565802.25),(71 569403),(72 572368.94),(73 575190.7),(74 579488.44),(75 578685.9),(76 580843.5),(77 583814.06),(78 586814.75),(79 591035.8),
(1 37708.05),(2 119077.98),(3 213616.31),(4 304686.1),(5 381541.6),(6 442759.7),(7 488939.03),(8 524310.2),(9 554174.7),(10 580058.6),(11 603740),(12 619641.5),(13 628564.6),(14 631352.56),(15 632139.25),(16 636028.6),(17 640583.94),(18 649086.7),(19 657609.4),(20 657881.8),(21 647201.4),(22 631283.3),(23 614207.44),(24 604799.7),(25 600610.2),(26 602131.44),(27 607318.5),(28 612349.06),(29 618707),(30 621882.56),(31 623879.7),(32 620952.3),(33 617739.8),(34 615067.44),(35 612929.1),(36 611745),(37 610055.8),(38 608940.6),(39 611649.94),(40 609263),(41 605178.2),(42 602223.1),(43 600115.25),(44 599826.6),(45 601636.6),(46 605216.6),(47 617027.56),(48 622998.2),(49 632414.8),(50 644128.06),(51 652872.75),(52 660649.3),(53 663982.1),(54 668125.4),(55 665670.25),(56 661546.2),(57 651791),(58 639630.8),(59 631544.75),(60 620642.2),(61 614551.44),(62 611401.8),(63 606645.4),(64 604749.6),(65 601912.4),(66 601892.44),(67 604138.9),(68 606850.8),(69 612573.06),(70 612853.4),(71 613466.2),(72 616481.6),(73 619881.56),(74 619941.94),(75 617976.3),(76 616978.75),(77 614278.7),(78 611745.56),(79 611011.4),
(1 36338.457),(2 115184.8),(3 208060.89),(4 298509.4),(5 376169.84),(6 441464.2),(7 491688.2),(8 529984.44),(9 561321.25),(10 586372.4),(11 605357.1),(12 616144.6),(13 619080.5),(14 617030.25),(15 610983),(16 600645.75),(17 594462.75),(18 593669.2),(19 590241.4),(20 584599.94),(21 579134.3),(22 570602.4),(23 558243.8),(24 548152.7),(25 538284.56),(26 532661.44),(27 534066.1),(28 539072.44),(29 541933.3),(30 542235.06),(31 545459.06),(32 549056.9),(33 550008.25),(34 548937.75),(35 552157.7),(36 557682.8),(37 568819.1),(38 574768.9),(39 575086.25),(40 569081.3),(41 560893),(42 550692.56),(43 542924.9),(44 542222.5),(45 546364.7),(46 556207),(47 569310.5),(48 576577.44),(49 581425.7),(50 586352.06),(51 589171),(52 593152.94),(53 596144.7),(54 602927.25),(55 606314),(56 606518.56),(57 608041),(58 609830),(59 607468.7),(60 603667),(61 604161.56),(62 601442.1),(63 597793.06),(64 593359.2),(65 592077.5),(66 593802.3),(67 594262.9),(68 592783.06),(69 592780.1),(70 595520.94),(71 596936.3),(72 596213.94),(73 590781.7),(74 587079.8),(75 583841.56),(76 587527.3),(77 597863.25),(78 610887.8),(79 625092.6),
(1 34527.36),(2 109120.34),(3 195500.36),(4 281783.47),(5 360193.47),(6 426842.28),(7 481216.5),(8 522228.2),(9 547502.3),(10 565127.6),(11 577401.9),(12 588546.7),(13 596111.44),(14 600481.6),(15 600562.1),(16 599500.4),(17 596603.9),(18 590919.4),(19 584969.7),(20 577194.9),(21 566766.2),(22 557659.6),(23 547648.6),(24 539535.6),(25 536751.44),(26 532927.75),(27 528494.9),(28 523278.63),(29 516397.34),(30 510115.84),(31 508623.22),(32 511585.53),(33 518105.8),(34 524735.9),(35 534358.75),(36 543497.75),(37 552436.8),(38 554989.3),(39 553269.94),(40 545514.8),(41 537102.6),(42 528045.8),(43 520167.06),(44 519799.06),(45 526444.7),(46 537919.25),(47 553969.1),(48 565013.75),(49 572049),(50 576535.2),(51 574618.94),(52 573838.94),(53 570783.56),(54 567926.8),(55 566749.5),(56 570628.44),(57 574415.9),(58 574315.94),(59 574865.2),(60 581559.8),(61 585518),(62 584848.3),(63 580050.4),(64 577293),(65 572494.5),(66 562569),(67 549161),(68 537512.56),(69 533530.06),(70 530854.3),(71 523123.56),(72 520861.34),(73 521074.4),(74 522276.66),(75 529620.8),(76 541672.3),(77 553679.7),(78 562676.1),(79 566053.6),
(1 33857.45),(2 105922.8),(3 187869.11),(4 266182.75),(5 337460.38),(6 398291.63),(7 449788.4),(8 486123.13),(9 511532.2),(10 528530.25),(11 537370.06),(12 540140.94),(13 539527.2),(14 537905.75),(15 536188.7),(16 534130.44),(17 533339),(18 530320.06),(19 523178.13),(20 515463.97),(21 511670.72),(22 509496.56),(23 503384.9),(24 499190.66),(25 501510.25),(26 510864.38),(27 520335.63),(28 524933.06),(29 524235.5),(30 517287.78),(31 513325.56),(32 508012.3),(33 507451.72),(34 508057.25),(35 508891.7),(36 507855.6),(37 506159.88),(38 506464.75),(39 509068.38),(40 509010.3),(41 505068.38),(42 498818.22),(43 492330.06),(44 492300.47),(45 500584.66),(46 514170.13),(47 528110.06),(48 537820.2),(49 541450.2),(50 543432.6),(51 546315.9),(52 546626.7),(53 543810.6),(54 540650.7),(55 534307.2),(56 525122),(57 512040.13),(58 502947),(59 504120.66),(60 502497.1),(61 499999.9),(62 496835.2),(63 496334.66),(64 496885.1),(65 498581.44),(66 503026.47),(67 509654.03),(68 515103.7),(69 514810.4),(70 511018.13),(71 506662.4),(72 504555.63),(73 500789),(74 495979.13),(75 494515.9),(76 492706.25),(77 492145.47),(78 496571.88),(79 504945.44),
(1 32286.393),(2 98851.16),(3 174836.17),(4 246493.22),(5 310067.97),(6 363529.06),(7 408410.2),(8 443169.16),(9 469909.84),(10 487733.75),(11 498200.75),(12 498177.56),(13 493275.25),(14 488119.8),(15 484893.2),(16 483066.72),(17 482445.16),(18 481201),(19 479376.9),(20 476190.38),(21 476291.63),(22 480533.34),(23 482460.94),(24 481535.9),(25 480263.56),(26 484811.94),(27 487494.25),(28 483561),(29 473211.66),(30 465916.16),(31 462619.25),(32 465200.66),(33 468312.44),(34 470801.16),(35 471890.94),(36 471979.28),(37 476632.28),(38 481474.66),(39 484413.8),(40 482844.75),(41 480918.63),(42 475190.34),(43 467338.72),(44 463598.1),(45 463193.66),(46 465876.53),(47 473921.84),(48 482892.25),(49 489930.44),(50 499808.53),(51 507617.63),(52 511072.1),(53 509613.34),(54 505571.9),(55 495399),(56 484708.8),(57 476933.2),(58 472132.34),(59 471320.47),(60 475837.25),(61 484538.44),(62 492833.47),(63 497596.16),(64 503776.66),(65 511753.8),(66 521264),(67 523327.2),(68 517260.06),(69 510397.25),(70 502969.1),(71 493759.84),(72 483963.47),(73 470633.38),(74 456847.56),(75 448712.75),(76 445879.47),(77 449804.38),(78 460744.28),(79 471442.53),
(1 33354.254),(2 102342.8),(3 180211.16),(4 256193.19),(5 323573.16),(6 377929.94),(7 423133.03),(8 460358.22),(9 491461.53),(10 513226.75),(11 523555.5),(12 523198.56),(13 517249.25),(14 510810.88),(15 501862.06),(16 493549.2),(17 488218.88),(18 480795.34),(19 474278.97),(20 466388.66),(21 460405.13),(22 456303.34),(23 452247.5),(24 449375.06),(25 448907.34),(26 445488.28),(27 443623.72),(28 441961.1),(29 444065),(30 445552.5),(31 447610.3),(32 448736.66),(33 444706.9),(34 438507.56),(35 430629.6),(36 426727.56),(37 430361.13),(38 438664.75),(39 447623.8),(40 452775.16),(41 455227.25),(42 457591.4),(43 461747.22),(44 462503.56),(45 463761.78),(46 465406.28),(47 469986.4),(48 471936.34),(49 473603.25),(50 472320.2),(51 466463.25),(52 463652.53),(53 455014.22),(54 445356.7),(55 437858.88),(56 436936.34),(57 437942.9),(58 439281.2),(59 441296.5),(60 442469.63),(61 445141.6),(62 449987.9),(63 456633.47),(64 464521.1),(65 474251.13),(66 485016.5),(67 492776.75),(68 499417.78),(69 505453.47),(70 507590.72),(71 504875.72),(72 501041.7),(73 493309.34),(74 485605.72),(75 477014.63),(76 468713.44),(77 460406.3),(78 455074.66),(79 447958.22),
(1 32677.117),(2 100039.195),(3 175321.78),(4 245024.33),(5 302355.78),(6 349069.22),(7 387984.56),(8 419138.8),(9 441835.6),(10 454539.4),(11 461149.66),(12 466475.53),(13 468949.6),(14 464663.1),(15 453470.9),(16 443729.94),(17 441004.38),(18 436958.63),(19 427513.84),(20 419517.34),(21 418092.22),(22 424851.63),(23 437831.63),(24 448617.7),(25 456071.1),(26 458340.97),(27 453698.47),(28 449550.72),(29 450821.97),(30 451892.75),(31 456799.4),(32 465576.28),(33 472791.13),(34 472648.38),(35 465718.56),(36 462358.25),(37 461352.47),(38 463535.34),(39 470005.25),(40 476611.5),(41 482416),(42 492147.13),(43 503604.22),(44 506894.72),(45 504142.06),(46 497073.78),(47 487770.47),(48 478656.28),(49 469830.16),(50 462745.53),(51 458713.75),(52 457752.47),(53 454147.88),(54 448804.75),(55 443513.56),(56 439652.4),(57 433213.6),(58 431909.78),(59 436139.53),(60 448583.63),(61 463204.75),(62 469205.44),(63 473650.75),(64 476928.56),(65 472440.38),(66 464778.4),(67 460522.56),(68 456195.7),(69 455992.2),(70 454210.44),(71 452174.53),(72 451974.63),(73 449960.8),(74 446223.63),(75 442762.25),(76 439764.7),(77 433303.63),(78 427792.75),(79 423510.44),
(1 32415.441),(2 100537.63),(3 174180.47),(4 243792.69),(5 301083.8),(6 346992.84),(7 383540.44),(8 409222.75),(9 423282.38),(10 432096.47),(11 434623),(12 429190.28),(13 418400.1),(14 403068.94),(15 385711.25),(16 373821.88),(17 367342.44),(18 358890.2),(19 350607.3),(20 346829.34),(21 348231.88),(22 356548.2),(23 370672.44),(24 385292.47),(25 396523.72),(26 403217.72),(27 408117.47),(28 413547.34),(29 416441.75),(30 416171.53),(31 415021.16),(32 415113.72),(33 419201.9),(34 423889.34),(35 425281.53),(36 429683),(37 428808.1),(38 423129.72),(39 416897.8),(40 411517.28),(41 410877.16),(42 418120.44),(43 423660.34),(44 427543.72),(45 431693.47),(46 434017.34),(47 432882.53),(48 431038.38),(49 429613.25),(50 430160.75),(51 428966.56),(52 429847.44),(53 428812.38),(54 427204.28),(55 426806.28),(56 428122.2),(57 427684.28),(58 432601.47),(59 441893.25),(60 454347.94),(61 463236.63),(62 465535.72),(63 467738.94),(64 461194.34),(65 452508.9),(66 444843.53),(67 443227.8),(68 449212.16),(69 455980.56),(70 456530.75),(71 454582.16),(72 452543.25),(73 449973.63),(74 447001.16),(75 446525.44),(76 440348.84),(77 433860.53),(78 433263.8),(79 427306.84),
(1 30958.9),(2 94168.99),(3 163748.56),(4 233877.1),(5 296276.25),(6 344703.9),(7 375758.63),(8 393087.25),(9 402278.47),(10 404712),(11 403790.34),(12 400068.84),(13 392755.53),(14 384108.1),(15 374594.53),(16 366826.63),(17 360689.38),(18 353204),(19 345862.4),(20 343267.72),(21 346128.88),(22 352324.38),(23 356859.88),(24 359417.8),(25 359762.53),(26 359030.56),(27 359416.94),(28 362344.03),(29 367772.4),(30 370784.25),(31 374423.72),(32 380107.84),(33 389323.03),(34 396609.6),(35 401016.5),(36 404579.78),(37 400941.06),(38 389741.06),(39 382412.47),(40 379927.75),(41 383895.5),(42 393574.44),(43 400265.06),(44 404915.97),(45 406859.38),(46 405730.03),(47 405607.25),(48 404252.63),(49 401479.84),(50 399044.8),(51 396423.44),(52 397895.3),(53 394379.9),(54 392514.94),(55 392313.25),(56 393598.56),(57 394351.5),(58 396910.66),(59 399844.28),(60 404430.66),(61 408372.8),(62 408202.03),(63 407076.7),(64 406492.94),(65 409230.22),(66 411629.6),(67 419711.88),(68 425972.97),(69 430150.34),(70 435311),(71 435144.8),(72 431798.75),(73 424706.34),(74 417057.94),(75 408003.3),(76 400445.7),(77 399650.47),(78 403251.06),(79 404061.84),
(1 31198.639),(2 95281.71),(3 166602.45),(4 236512.33),(5 294830.75),(6 338000.56),(7 367234.22),(8 384311.94),(9 394706.25),(10 399300.66),(11 401635.13),(12 400357.66),(13 396121.66),(14 390059.78),(15 382185.78),(16 375989.9),(17 373136.8),(18 371633.72),(19 370020.47),(20 373194.8),(21 381370.2),(22 388787.72),(23 391686.06),(24 392413.16),(25 390465.28),(26 390523.72),(27 392194.75),(28 391796.66),(29 386323.44),(30 381512.9),(31 378107.13),(32 380167.94),(33 386570.22),(34 394170.56),(35 399830.44),(36 402957.25),(37 399496.47),(38 399031.03),(39 401281.25),(40 405089.84),(41 410323.22),(42 417222.72),(43 425076.88),(44 434808.7),(45 441040.2),(46 443210.47),(47 442625.97),(48 434764.4),(49 426839.3),(50 423245.84),(51 422663.9),(52 426386.22),(53 426319.25),(54 426940.66),(55 423126.25),(56 417617.2),(57 412878.22),(58 411133.16),(59 410964.4),(60 418968),(61 426061.7),(62 431980.03),(63 439371.63),(64 443437.84),(65 443406.44),(66 442747.7),(67 441139.25),(68 436612.28),(69 432576.66),(70 425270.9),(71 417467.9),(72 411306.72),(73 402409.1),(74 394457.84),(75 389056.8),(76 384636.06),(77 379212.2),(78 375269.72),(79 372385.72),
(1 28477.229),(2 86083.06),(3 149638.9),(4 207325.6),(5 252749.56),(6 285480.47),(7 309960.38),(8 325590.66),(9 336894.75),(10 345487.3),(11 349577.63),(12 352018.44),(13 351872.03),(14 349767.06),(15 348133.56),(16 347218.06),(17 347705.9),(18 349099.75),(19 349167.97),(20 351499.34),(21 356728.53),(22 360914.4),(23 362294.53),(24 361634.94),(25 356509.75),(26 351683.88),(27 349340.9),(28 346130.2),(29 347180.4),(30 354013),(31 363247.53),(32 373624.9),(33 382600.44),(34 389969.56),(35 392787.34),(36 392790.25),(37 389624.03),(38 385057.16),(39 384052.03),(40 389738.44),(41 396191),(42 400979.28),(43 404112.94),(44 408478.4),(45 411888.66),(46 411997.16),(47 410333.16),(48 408584.3),(49 407939.9),(50 405207.78),(51 398779.53),(52 394981.22),(53 392481.38),(54 396192),(55 399376.47),(56 397657),(57 391564.8),(58 385780),(59 381345.34),(60 378618.4),(61 375552.6),(62 373269.75),(63 369635.3),(64 367756.72),(65 367844.56),(66 369754.38),(67 370419.28),(68 366654.72),(69 365005.84),(70 360704.9),(71 354807.63),(72 350180.44),(73 346473.75),(74 345161.13),(75 345363.13),(76 344693.9),(77 343165.22),(78 345253.7),(79 348264.16),
(1 27560.242),(2 81449.87),(3 139364.28),(4 190555.34),(5 228958.13),(6 255889.83),(7 277635.34),(8 296086.03),(9 309216.34),(10 319788.78),(11 327517.53),(12 334275.3),(13 338816.1),(14 342843.84),(15 345891.97),(16 345873.2),(17 343761.03),(18 340097.56),(19 336261.22),(20 337092.63),(21 339603.34),(22 341204.03),(23 340558.34),(24 340629.56),(25 342140.13),(26 340605.94),(27 336554.63),(28 333559.9),(29 332831.6),(30 333835.06),(31 338238.2),(32 344184.4),(33 349111.78),(34 351803.03),(35 352817.25),(36 350086.1),(37 347309.7),(38 345563.75),(39 342966.47),(40 339445.97),(41 336661.6),(42 334030.2),(43 331843.56),(44 331542.34),(45 332770.25),(46 332840.3),(47 333685.53),(48 337044.1),(49 344803.2),(50 354993.9),(51 360574.9),(52 365879.6),(53 371725.88),(54 377506.78),(55 378070.1),(56 377225.66),(57 376252.53),(58 374402.25),(59 372486.88),(60 369193.8),(61 372247.53),(62 374212.3),(63 377627.9),(64 379961.13),(65 383770.22),(66 387184.03),(67 387346.97),(68 384909.78),(69 378635.66),(70 369406.22),(71 362172.66),(72 357322.16),(73 354731.34),(74 352102.56),(75 348670.22),(76 347083.97),(77 342540.2),(78 342505.6),(79 342429.22),
(1 27720.705),(2 81828.55),(3 139257.95),(4 188623.56),(5 224388.83),(6 248935.28),(7 265623.06),(8 278922.03),(9 292376),(10 302606.63),(11 310385.06),(12 314315.4),(13 315318.1),(14 315056.47),(15 315334.38),(16 313523.28),(17 312223.38),(18 312898.75),(19 313966.47),(20 316171.6),(21 318661),(22 318096.22),(23 313770.9),(24 308890.22),(25 303892.75),(26 299765.06),(27 292813.44),(28 284764.22),(29 281833.38),(30 283559.13),(31 288992.6),(32 293854.1),(33 298410.7),(34 302049.78),(35 306982.16),(36 313888.3),(37 321702.75),(38 325606.03),(39 327525.97),(40 329908.84),(41 334906.16),(42 335485.25),(43 330724.34),(44 324777.06),(45 319540.1),(46 315503.13),(47 314637.97),(48 314578.1),(49 318045.84),(50 323298.4),(51 332030.16),(52 339228.1),(53 347265.97),(54 349627.25),(55 349469.13),(56 348459.84),(57 346601.66),(58 341833.34),(59 339478.13),(60 336283.53),(61 333795.84),(62 334569.88),(63 336163.84),(64 339341.9),(65 344910.75),(66 349377.9),(67 350743.03),(68 349016.25),(69 346136.03),(70 345238.56),(71 341819.72),(72 339211.25),(73 332946.16),(74 326240.7),(75 321263.5),(76 316903.53),(77 314548),(78 315333.66),(79 317330.28),
(1 27140.373),(2 80169.13),(3 135780.77),(4 184113.75),(5 219835.84),(6 247399.7),(7 266135.47),(8 280528.1),(9 291876.84),(10 299813.1),(11 307018.9),(12 310453.06),(13 311069.66),(14 311416.34),(15 311286.06),(16 311931.8),(17 312159.4),(18 308914),(19 306049.47),(20 305386.84),(21 306591.9),(22 304813.53),(23 300842.13),(24 296924.9),(25 293822.97),(26 292884.94),(27 289785.1),(28 283805.22),(29 279097.97),(30 274328.5),(31 270352.13),(32 268220.3),(33 269537.4),(34 271525.38),(35 276198.66),(36 280439.4),(37 285264.1),(38 288799.8),(39 294088.34),(40 301333.8),(41 307182.8),(42 308380.4),(43 308940.03),(44 307933),(45 306951.16),(46 306315.03),(47 309720.03),(48 313769.4),(49 319188.2),(50 324882.53),(51 331175.1),(52 335954.47),(53 339117.97),(54 340887.28),(55 338510.5),(56 334255.3),(57 328611),(58 323031.66),(59 317692.47),(60 313144.75),(61 313711.6),(62 312967.7),(63 311643.9),(64 311488.47),(65 309035.28),(66 307379.88),(67 304489.8),(68 303648.7),(69 309087.06),(70 315489.6),(71 321373.5),(72 327558.5),(73 326869.97),(74 323758.63),(75 321316.47),(76 321039.7),(77 321278.56),(78 321433.8),(79 321431.66),
(1 26917.3),(2 79291.94),(3 135293.48),(4 184887.42),(5 221951.95),(6 250215.16),(7 272052.22),(8 288937.88),(9 303073.22),(10 315091.38),(11 324904.28),(12 329888.7),(13 328755.22),(14 325020.1),(15 324105.2),(16 326475.97),(17 325607.5),(18 319990.78),(19 313789.2),(20 307510.25),(21 300132.13),(22 295840.38),(23 293095.22),(24 293969.56),(25 298351.4),(26 304006.16),(27 303725.22),(28 300403.9),(29 299503.66),(30 300625.34),(31 301836.5),(32 301998.6),(33 299855.9),(34 297163.5),(35 296444.3),(36 298648.9),(37 301861.47),(38 302601),(39 303673.97),(40 306022.5),(41 307847.16),(42 307671.94),(43 307752.06),(44 307625.88),(45 306325.63),(46 303696.94),(47 300807.84),(48 300376.7),(49 304624.38),(50 310877.3),(51 317804.1),(52 327256.72),(53 335117.1),(54 337908.47),(55 340264.8),(56 339773.22),(57 333610.5),(58 326473.66),(59 322024.2),(60 319303.16),(61 319694.3),(62 317720.56),(63 317680.53),(64 316806.7),(65 313253.78),(66 309698.1),(67 306308.7),(68 309213.16),(69 311916.5),(70 312214.3),(71 308849.06),(72 306341.03),(73 303566.53),(74 300481.47),(75 299727.97),(76 301130.94),(77 303249.88),(78 306565.63),(79 311837.78),
(1 26859.844),(2 79468.805),(3 133474.97),(4 179558.34),(5 213512.19),(6 239682.05),(7 258262.05),(8 273900.78),(9 285148.72),(10 292883.16),(11 297291.03),(12 297826.47),(13 297001.03),(14 295669.75),(15 295921.4),(16 293637.16),(17 288242.78),(18 280671.3),(19 273147.9),(20 268455.97),(21 265277.9),(22 265320.03),(23 265225.47),(24 265082.6),(25 264900.56),(26 268071.06),(27 269781.5),(28 271099.47),(29 273395.47),(30 276023.6),(31 279863.16),(32 283536),(33 287868.72),(34 295356.1),(35 301207.56),(36 306002.7),(37 307789.16),(38 304909.06),(39 301018.5),(40 295943.84),(41 292167.63),(42 290800.53),(43 291302.34),(44 293192.44),(45 294787.8),(46 296244.78),(47 298899.88),(48 300708.75),(49 301762.13),(50 302889.3),(51 303645.7),(52 308005.3),(53 310111.75),(54 313047.8),(55 316765.94),(56 316967.63),(57 315095.22),(58 312629.5),(59 307626.94),(60 304441),(61 304220.16),(62 304990.6),(63 309527.75),(64 313571.47),(65 312802.94),(66 311580.3),(67 310166.38),(68 310102.53),(69 314458.53),(70 317047.63),(71 316788.8),(72 316457.22),(73 313699.8),(74 313294.25),(75 312879.2),(76 312142.5),(77 312598.75),(78 313959.5),(79 315941.28),
(1 25592.252),(2 74283.414),(3 124763.59),(4 170222.61),(5 205208.73),(6 231033.9),(7 250085.7),(8 263030.44),(9 270168.94),(10 271808.03),(11 270172),(12 268153.03),(13 265867),(14 262373.72),(15 258067.61),(16 254758.66),(17 252715.19),(18 249635.64),(19 247573.17),(20 247968.47),(21 251716.69),(22 257478.17),(23 262508.63),(24 264827.25),(25 265567.1),(26 264007.75),(27 261494.42),(28 258878.61),(29 258862.88),(30 259760.8),(31 262930.34),(32 267081.53),(33 269481.88),(34 267571.34),(35 264646.53),(36 263179.06),(37 261847.55),(38 260732.14),(39 263005.66),(40 266295.5),(41 268261.78),(42 268875.75),(43 267473.38),(44 267647.75),(45 265432.84),(46 263509.28),(47 264739.22),(48 266689.13),(49 271770.34),(50 278098.5),(51 282143.66),(52 281653.6),(53 278884.13),(54 277042.66),(55 275851.28),(56 279304.56),(57 281082.3),(58 279008.78),(59 274243.5),(60 274155.03),(61 275947.66),(62 277274.94),(63 280512.3),(64 282925.97),(65 282342.03),(66 283504.6),(67 285946.66),(68 290554.34),(69 295325.97),(70 295989.47),(71 294157.7),(72 292235.28),(73 291509.16),(74 292142.13),(75 291222.13),(76 291890.03),(77 291005.7),(78 289540.47),(79 286086.75),
