1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 24021.025),(2 67406.37),(3 146665.05),(4 222403.92),(5 311220.47),(6 389519.78),(7 482678.34),(8 583445.25),(9 656940.56),(10 742884.06),(11 818898),(12 878947.3),(13 963662),(14 1060095),(15 1153870.4),(16 1273446.6),(17 1403069.5),(18 1513924.6),(19 1637721),(20 1774973.9),(21 1899290.9),(22 2051377.9),(23 2217912.3),(24 2413265.3),(25 2685420.8),(26 3033677.3),(27 3593776.8),(28 4760955),(29 5391640.5),(30 6098771.5),(31 6887438),(32 7622006),(33 8366656.5),(34 9209178),(35 9874670),(36 10643764),(37 11467804),(38 12109420),(39 12845360),(40 13610468),(41 14175700),(42 14850892),(43 15571951),(44 16124779),(45 16777836),(46 17455864),(47 17906236),(48 18375192),(49 18574680),(50 18695702),(51 18874566),(52 19057706),(53 19417862),(54 19659914),(55 19905542),(56 20078674),(57 20218790),(58 20448298),(59 20531666),(60 20744710),(61 21020446),(62 21169770),(63 21428590),(64 21742352),(65 21910856),(66 22214262),(67 22582446),(68 22801486),(69 23098686),(70 23439606),(71 23574208),(72 23818838),(73 24032202),(74 24043154),(75 24184274),(76 24324322),(77 24399046),(78 24791616),(79 24891982),
(1 10032.863),(2 27572.781),(3 47233.43),(4 61982.555),(5 73738.69),(6 83650.414),(7 91297.89),(8 97594.266),(9 102650.875),(10 106866.33),(11 109959.86),(12 112802.59),(13 115872.56),(14 119721.45),(15 122958.555),(16 124987.86),(17 125983.97),(18 126386.445),(19 127757.86),(20 129355.2),(21 130752.85),(22 131982.6),(23 132827.1),(24 132745.84),(25 131426.17),(26 130000.52),(27 128763.36),(28 128172.84),(29 128555.96),(30 129469.26),(31 131364.95),(32 132974.61),(33 135144.97),(34 138010.6),(35 140298.08),(36 142749.95),(37 145751.34),(38 147698.89),(39 150919.08),(40 153312.83),(41 153003.06),(42 152669.45),(43 152273.33),(44 152199.73),(45 152746.6),(46 153129.31),(47 153470.44),(48 154269.48),(49 155000.8),(50 154212.92),(51 154334.66),(52 155282.55),(53 157215.67),(54 158875.94),(55 159481.27),(56 158738.72),(57 157123.56),(58 156141.16),(59 154998.83),(60 154598.84),(61 154630.36),(62 154354.94),(63 155011.06),(64 155877.11),(65 155267.06),(66 155851.2),(67 156648.16),(68 156283.7),(69 154815.56),(70 154061.7),(71 152620.33),(72 151683.83),(73 151191.66),(74 151139.81),(75 151284.16),(76 151956.17),(77 153166.56),(78 153799.83),(79 154212.56),
(1 9785.048),(2 27102.992),(3 47170.938),(4 61956.145),(5 73826.1),(6 83863.81),(7 92203.01),(8 98805.22),(9 103805.07),(10 107384.64),(11 110190.3),(12 113632.33),(13 116966.56),(14 120302.12),(15 122887.484),(16 124175.516),(17 125844.31),(18 127247.16),(19 128893.45),(20 130015.88),(21 130405.52),(22 130609.88),(23 130807.41),(24 129971.9),(25 128567.375),(26 127841.79),(27 126901.26),(28 126950.12),(29 127901.14),(30 129212.086),(31 130272.5),(32 131469.9),(33 133545.38),(34 136592.98),(35 138821.08),(36 140460.95),(37 142262.23),(38 143004.52),(39 144034.89),(40 144702.08),(41 143932.1),(42 143751.89),(43 144228.69),(44 144368.42),(45 145174.14),(46 145487.2),(47 145617.67),(48 146324.42),(49 147415.4),(50 147947.33),(51 148245.61),(52 149863.06),(53 149703.2),(54 150227.94),(55 150207.52),(56 149661.48),(57 148462.86),(58 148048.92),(59 148024.14),(60 148689.3),(61 149107.4),(62 148620.72),(63 149038.39),(64 149930.22),(65 150115.13),(66 150383.81),(67 150197.88),(68 149678.4),(69 149466.55),(70 149971.42),(71 149538.1),(72 150313.23),(73 151222.13),(74 151368.42),(75 150887.98),(76 149946.2),(77 148607.03),(78 148296.16),(79 148556.84),
(1 9453.474),(2 26053.434),(3 45035.414),(4 59372.844),(5 71374.1),(6 81672),(7 89691.3),(8 95503.05),(9 100071.55),(10 103109.83),(11 105283.21),(12 107439.51),(13 110160.84),(14 113354.95),(15 116040.65),(16 118334.18),(17 120106.484),(18 121122.16),(19 121921.4),(20 123050.32),(21 124734.05),(22 126232.766),(23 127077.62),(24 126208.78),(25 124482.625),(26 123462.9),(27 122978.58),(28 123098.58),(29 124317.195),(30 126143.35),(31 128298.46),(32 129747.2),(33 131399.81),(34 133528.95),(35 135099.6),(36 137461.61),(37 140685.58),(38 142700.22),(39 145005.56),(40 147045.3),(41 146855.94),(42 145660.4),(43 145355.19),(44 145242.08),(45 145727.69),(46 146335.61),(47 146477.7),(48 146942.06),(49 147947.11),(50 148612.84),(51 149039.86),(52 150016.03),(53 150723.56),(54 151106.69),(55 151880.19),(56 152106.64),(57 152928.56),(58 154193.86),(59 154741.97),(60 155025.5),(61 155948.2),(62 156245.73),(63 157190.84),(64 157468.64),(65 156983.02),(66 156336.36),(67 155192.55),(68 153309.06),(69 151671.6),(70 150308.11),(71 148404.58),(72 148132.08),(73 147815.14),(74 146444.9),(75 145293.53),(76 144375.86),(77 144227.88),(78 143544.56),(79 142444.61),
(1 9141.703),(2 25011.234),(3 43475.918),(4 57570.758),(5 69672.15),(6 80190.98),(7 88808.25),(8 96095.3),(9 101258.42),(10 105193.5),(11 109575.914),(12 113758.92),(13 117376.18),(14 120879.17),(15 122716.92),(16 124491.17),(17 126386.5),(18 127642.5),(19 128736.086),(20 129293.484),(21 130236.18),(22 131141.27),(23 131371.14),(24 130317.68),(25 128362.1),(26 126244.234),(27 123849.68),(28 123338.99),(29 123010.64),(30 123720.78),(31 125023.164),(32 125739.2),(33 127169.75),(34 128886.85),(35 130298.07),(36 133108.25),(37 136809.86),(38 139289.7),(39 141691.67),(40 143472.17),(41 143493.1),(42 143571.39),(43 144316.31),(44 143327.42),(45 143872.63),(46 144936.03),(47 146788.5),(48 148421.7),(49 149701.56),(50 149619.17),(51 149165.63),(52 148608.61),(53 148117.94),(54 147216.81),(55 145986.13),(56 144907.25),(57 144443.33),(58 145173.45),(59 144972.52),(60 145222.33),(61 145111.27),(62 144502.44),(63 144109.34),(64 142974.06),(65 141255.89),(66 139339.64),(67 137327.4),(68 135358.77),(69 134546.92),(70 134857.4),(71 134801.1),(72 135282.23),(73 135218.5),(74 134855.19),(75 135035.77),(76 136266.64),(77 137624.92),(78 139101.61),(79 139789.16),
(1 9483.317),(2 25766.705),(3 43547.953),(4 56599.3),(5 68037.89),(6 78390.38),(7 87156.97),(8 94482.85),(9 100060.836),(10 104695.12),(11 108933.81),(12 112773.27),(13 116260.12),(14 119499.61),(15 121693.336),(16 123503.27),(17 125203.74),(18 126473.336),(19 127827.87),(20 129000.45),(21 130577.58),(22 132028.83),(23 133212.98),(24 132076.55),(25 130405.2),(26 129242.51),(27 128621.58),(28 129244.35),(29 129342.22),(30 129682.95),(31 130558.68),(32 130805.26),(33 131057.44),(34 132161.39),(35 133545.61),(36 136242.98),(37 139732.3),(38 141527.13),(39 142717.84),(40 143138.44),(41 142793.2),(42 142541.55),(43 143351.92),(44 142311.9),(45 142118.27),(46 142504.5),(47 142819.3),(48 143395.25),(49 144134.33),(50 144102.81),(51 144075.16),(52 143159.84),(53 142709.28),(54 142258.84),(55 141612.98),(56 141381.1),(57 141219.5),(58 141366.8),(59 140970.05),(60 140754.88),(61 141003.36),(62 139966.27),(63 138809.33),(64 137388.31),(65 136215.67),(66 134443.88),(67 133422.02),(68 132704.95),(69 132759.47),(70 133869.44),(71 135108.16),(72 136649.98),(73 137697.05),(74 138362.69),(75 139330.05),(76 140579.61),(77 141920.33),(78 143318),(79 143534.36),
(1 9404.062),(2 25705.455),(3 43506.98),(4 57242.79),(5 69733.125),(6 80949.016),(7 90334.5),(8 98124.53),(9 103806.52),(10 108414.086),(11 112397.47),(12 115896.56),(13 118544.69),(14 120580.734),(15 121012.62),(16 121660.055),(17 122816.29),(18 123834.82),(19 124463.11),(20 125237.73),(21 126134.99),(22 126529.04),(23 126497.54),(24 125168.6),(25 123871.586),(26 123328.79),(27 122901.93),(28 124190.414),(29 125159.32),(30 126283.13),(31 127512.58),(32 127899.57),(33 128307.95),(34 129150.7),(35 130317.87),(36 132053.44),(37 133934.56),(38 133825.56),(39 134507.95),(40 134704.25),(41 134323.34),(42 134189.75),(43 134342.84),(44 134136.75),(45 135146.72),(46 136567.58),(47 136817.28),(48 136856.88),(49 137122.78),(50 136903.7),(51 137595.69),(52 137603.63),(53 138648.2),(54 139092.67),(55 139399.39),(56 139587.39),(57 139795.52),(58 139856.27),(59 139925.55),(60 140005.1),(61 140532.28),(62 140680.61),(63 141180.61),(64 142180.23),(65 141605.05),(66 140400.77),(67 139115.06),(68 137025.7),(69 136040.67),(70 136801.64),(71 136893.03),(72 136238.56),(73 135424.48),(74 134615.78),(75 135275.48),(76 136567.08),(77 136851.66),(78 137443.55),(79 138187.5),
(1 9159.644),(2 24852.271),(3 42295.21),(4 54657.773),(5 65382.453),(6 75473.56),(7 83893.6),(8 91006.6),(9 95681.53),(10 98532.555),(11 101485.5),(12 104505.59),(13 108077.99),(14 110500.17),(15 111791.5),(16 113657.87),(17 114831.48),(18 115373.52),(19 116106.89),(20 116792.77),(21 117538.48),(22 118223.48),(23 119586.62),(24 119041.14),(25 118593.81),(26 118311.68),(27 118419.09),(28 119380.22),(29 120134.06),(30 121492.94),(31 122906.77),(32 123929.336),(33 124364.77),(34 125159.71),(35 125424.305),(36 126591.45),(37 127598.22),(38 127582.82),(39 127736.96),(40 127730.7),(41 126663.81),(42 126876.805),(43 128048.98),(44 128700.92),(45 130220.87),(46 132077.84),(47 133194.38),(48 133324.08),(49 133804.72),(50 133277.08),(51 132545.31),(52 131794.52),(53 131372.02),(54 132042.1),(55 132246.63),(56 131897.89),(57 131477.14),(58 131529.44),(59 131238.19),(60 131099.53),(61 131300.55),(62 130556.43),(63 130074.23),(64 129749.84),(65 129203.86),(66 129063.66),(67 130123.76),(68 130376.664),(69 130502.1),(70 130960.58),(71 130285.84),(72 129842.12),(73 130124.92),(74 129466.875),(75 128717.586),(76 128669.25),(77 128625.336),(78 129606.79),(79 130623.81),
(1 9313.633),(2 24791.139),(3 41121.375),(4 53335.863),(5 63877.203),(6 73759.84),(7 81779.49),(8 88556.52),(9 93826.914),(10 97672.77),(11 101757.55),(12 105431.51),(13 108901.914),(14 111690.43),(15 113442.555),(16 114988.75),(17 116456.195),(18 118308.45),(19 120536.43),(20 122850.7),(21 123886.914),(22 124052.625),(23 124195.625),(24 123302.79),(25 122854.18),(26 122229.375),(27 122406.67),(28 123113.39),(29 123869.34),(30 125150.15),(31 126533.82),(32 126823.72),(33 128013.9),(34 128845.87),(35 128418.41),(36 128174.15),(37 127997.06),(38 127332.41),(39 127312.52),(40 127557.77),(41 127235.54),(42 128211.445),(43 130544.51),(44 132225.64),(45 134215.95),(46 136120.95),(47 137814.27),(48 138810.14),(49 138706),(50 137155.4),(51 134768.28),(52 133131.77),(53 131711.44),(54 131141.17),(55 131192.11),(56 131127.16),(57 131970.88),(58 132857.38),(59 133871.92),(60 135222.03),(61 135896.89),(62 135046.05),(63 134704.33),(64 134446.2),(65 134317.3),(66 134864.16),(67 136380.36),(68 137454.16),(69 138648.66),(70 140109.44),(71 141174.97),(72 142748.02),(73 144548.48),(74 145254.5),(75 145555.83),(76 145544.53),(77 144318.16),(78 143897.36),(79 142888.92),
(1 8981.425),(2 23883.258),(3 39548.99),(4 51675.805),(5 62615.17),(6 72868.836),(7 80669.07),(8 86795.35),(9 91401.99),(10 94942.37),(11 98156.66),(12 100548.93),(13 102999.766),(14 104826.05),(15 105508.82),(16 106463.5),(17 107103.58),(18 107554.29),(19 108460.67),(20 109814.74),(21 110194.95),(22 110394.56),(23 110825.28),(24 110897.555),(25 111303.61),(26 111168.43),(27 111280.54),(28 112141.86),(29 112954.97),(30 114214.09),(31 114386.445),(32 113428.77),(33 113394.89),(34 114658.1),(35 114839.15),(36 115765.54),(37 116401.58),(38 115831.63),(39 115590.586),(40 115952.99),(41 115761.63),(42 116444.17),(43 118317.945),(44 119676.95),(45 121371.32),(46 123201.87),(47 123959.61),(48 124363.71),(49 123848.54),(50 122448.95),(51 121086.43),(52 120306.72),(53 120665.92),(54 121398.234),(55 122512.97),(56 123343.71),(57 124401.984),(58 124829.71),(59 124396.18),(60 123879.07),(61 123731.44),(62 122242.484),(63 121408.55),(64 121303.36),(65 120946.17),(66 121353.22),(67 122724.04),(68 123718.586),(69 125039.125),(70 126228.68),(71 126990.39),(72 128147.984),(73 129289.23),(74 129544.99),(75 129441.71),(76 130046.74),(77 129607.766),(78 129050.98),(79 127600.51),
(1 9156.663),(2 24663.045),(3 40912.223),(4 52549.953),(5 62990.027),(6 73000.195),(7 81201.305),(8 88542.29),(9 94327.766),(10 98580.47),(11 102245.2),(12 104805.25),(13 107538.84),(14 109192.49),(15 109505.164),(16 109513.27),(17 109719.56),(18 110058.664),(19 110863.04),(20 111899.9),(21 112657.74),(22 113377.94),(23 114539.805),(24 114649.59),(25 115215.03),(26 115940.06),(27 116473.08),(28 118485.38),(29 119531.41),(30 119831.13),(31 119234.98),(32 117059.56),(33 115812.88),(34 115702.734),(35 115648.95),(36 116032.23),(37 116342.55),(38 115898.32),(39 116203.99),(40 116506.414),(41 115591.67),(42 115389.31),(43 116018.08),(44 117297.62),(45 119862.57),(46 121523.984),(47 122589.46),(48 123225.79),(49 123236.734),(50 122281.984),(51 120902.125),(52 119651.15),(53 118885.42),(54 118751.3),(55 118774.31),(56 118757.914),(57 119226.42),(58 119971.69),(59 121186.836),(60 122025.55),(61 122383.9),(62 121270.555),(63 120895.34),(64 121484.125),(65 121604),(66 121750.35),(67 122691.375),(68 122361.266),(69 122200.24),(70 121908.484),(71 121593.42),(72 122894.21),(73 124564.086),(74 124717.06),(75 125264.91),(76 125088.45),(77 125061.55),(78 125669.74),(79 125919.97),
(1 8901.31),(2 23641.096),(3 39566.516),(4 51446.824),(5 62043.51),(6 71384.805),(7 79076.266),(8 85772.516),(9 90837.664),(10 94404.38),(11 97083.484),(12 99381.73),(13 101578.74),(14 102872.6),(15 102626.44),(16 103084.21),(17 104362.83),(18 106311.59),(19 108112.69),(20 109161.625),(21 109392.95),(22 109459.86),(23 109780.18),(24 109889.93),(25 109829.305),(26 109797.266),(27 109417.22),(28 110815.31),(29 112030.31),(30 113092.5),(31 113823.19),(32 114020.64),(33 114511.8),(34 114737.836),(35 113939.37),(36 113340.65),(37 113235.44),(38 112694.13),(39 113109.68),(40 113200.87),(41 112579.1),(42 113355.04),(43 115051.98),(44 116094.38),(45 116870.87),(46 116888.43),(47 116410.62),(48 116626.98),(49 116580.99),(50 116792.97),(51 116643.31),(52 116626.7),(53 116381.266),(54 116411.13),(55 116935.67),(56 117235.44),(57 117915.85),(58 118197.85),(59 117445.73),(60 116831.53),(61 117240.375),(62 118346.375),(63 119557.93),(64 121219.02),(65 121618.234),(66 122022.29),(67 122145.62),(68 122061.984),(69 121839.586),(70 121919.37),(71 121561.01),(72 121723.1),(73 122367.03),(74 122570.84),(75 123052.086),(76 123837.16),(77 124213.23),(78 124832.33),(79 124915.86),
(1 8898.775),(2 23582.447),(3 39418.74),(4 51507.07),(5 62398.445),(6 71584.8),(7 78132.875),(8 83641.81),(9 87895.5),(10 91711.07),(11 94677.664),(12 97154.484),(13 99724.305),(14 101315.15),(15 101459.75),(16 102668.26),(17 103874.43),(18 105830.6),(19 107705.53),(20 109013.01),(21 109731.66),(22 109575.555),(23 110122.85),(24 109596.5),(25 109294.07),(26 108773.25),(27 108443.99),(28 109945.914),(29 111157.16),(30 112394.01),(31 113281.73),(32 113167.25),(33 113702.695),(34 114100.45),(35 113629.38),(36 113820.59),(37 114696.43),(38 114373.39),(39 114864.56),(40 115580.414),(41 115643.56),(42 116028.04),(43 117108.766),(44 117066.93),(45 117590.85),(46 117613.91),(47 117156.086),(48 116812.164),(49 116208.63),(50 115886.71),(51 116145.15),(52 116304.55),(53 117164.14),(54 118071.47),(55 118640.66),(56 118475.86),(57 118612.18),(58 118863.62),(59 118723.15),(60 118249.04),(61 117999.305),(62 117807.25),(63 118065.914),(64 119292.055),(65 119326.805),(66 119380.09),(67 118462.125),(68 117812.15),(69 117972.67),(70 118418.305),(71 118844.945),(72 119724.96),(73 120999.36),(74 121261.305),(75 121717.85),(76 122219.53),(77 122817.055),(78 123716.805),(79 124178.11),
(1 8867.351),(2 23628.877),(3 39547.53),(4 51277.01),(5 61661.273),(6 70014.734),(7 76608.79),(8 82417.07),(9 86891.38),(10 90608.59),(11 93855.38),(12 96409.93),(13 98173.28),(14 98971.445),(15 98685.55),(16 99527.78),(17 101056.67),(18 102152.11),(19 103011.95),(20 104122.1),(21 104967.72),(22 105194.13),(23 104581.43),(24 103626.4),(25 102988.11),(26 102730.45),(27 102446.625),(28 103479.72),(29 104540.77),(30 105029.81),(31 105251.12),(32 104615.29),(33 104454.875),(34 105536.62),(35 106620.08),(36 108259.875),(37 110295.14),(38 111203.19),(39 112353.6),(40 113220.78),(41 113545.85),(42 114356.41),(43 116331.45),(44 117464.38),(45 118807.414),(46 120071.82),(47 120613.47),(48 120721.52),(49 120155.76),(50 119084.44),(51 118488.42),(52 119339.195),(53 120338.37),(54 121568.26),(55 122581.445),(56 122990.2),(57 123909.984),(58 124235.52),(59 123849.945),(60 123606.55),(61 124004.04),(62 124370.664),(63 124327.6),(64 124834.695),(65 124383.52),(66 124862.61),(67 125831.19),(68 125896.75),(69 125258.914),(70 125287.19),(71 125381.78),(72 125590.234),(73 125442.9),(74 124629.08),(75 124601.766),(76 124783.836),(77 124211.73),(78 123560.22),(79 123250.13),
(1 8354.21),(2 21866.186),(3 35852.176),(4 46347.14),(5 55085.8),(6 62405.395),(7 68372.24),(8 73329.086),(9 77127.24),(10 80600.48),(11 83865.73),(12 86713.33),(13 88798.15),(14 90207.15),(15 90584.266),(16 91602.93),(17 93070),(18 94169.7),(19 95068.78),(20 96171.7),(21 96750.22),(22 97247.12),(23 96873.555),(24 95514.414),(25 94189.57),(26 93453.04),(27 93544.66),(28 95654.27),(29 96825.5),(30 97645.54),(31 98992.055),(32 99740.94),(33 100625.76),(34 102016.68),(35 102819.31),(36 104078.76),(37 105398.016),(38 105751.086),(39 106047.28),(40 106297.164),(41 106375.27),(42 106886.35),(43 108102.21),(44 108985.52),(45 110371.33),(46 111883.46),(47 112339.78),(48 113728.1),(49 114990.54),(50 115743.33),(51 115957.42),(52 116463.13),(53 116355.086),(54 116496.375),(55 116234.87),(56 115837.43),(57 115093.76),(58 114623.65),(59 114092.93),(60 113647.664),(61 113800.81),(62 113347.56),(63 113437.05),(64 114073.37),(65 114482.336),(66 115246.06),(67 115835.266),(68 115168.61),(69 114781.01),(70 115146.44),(71 115316.3),(72 114901.68),(73 114349.6),(74 113190.234),(75 112834.26),(76 113159.73),(77 113119.23),(78 113320.09),(79 113695.74),
(1 8575.603),(2 22552.908),(3 36988.895),(4 47958.363),(5 57620.402),(6 65192.11),(7 70785.68),(8 75013.56),(9 78254.41),(10 81053.734),(11 83719.66),(12 86284.19),(13 88465.96),(14 89904.06),(15 90098.34),(16 90775.016),(17 91959.23),(18 93458.555),(19 94311.95),(20 95036.86),(21 95346.03),(22 94838),(23 94325.445),(24 93341.33),(25 93243.766),(26 93659.086),(27 94477.805),(28 96177.74),(29 97229.98),(30 98425.58),(31 99391.42),(32 100108.484),(33 101238.28),(34 102120.055),(35 101711.91),(36 101737.11),(37 102156.59),(38 102626.016),(39 103503.8),(40 104880.164),(41 105505.56),(42 106297.484),(43 107407.14),(44 107771.805),(45 109006.195),(46 110251.89),(47 111271.14),(48 113272.09),(49 114857.86),(50 116125.945),(51 117243.78),(52 117967.8),(53 117767.34),(54 117430.49),(55 117027.164),(56 116380.34),(57 115788.51),(58 115913.97),(59 115677.805),(60 116017.56),(61 116944.75),(62 117039.67),(63 116304.45),(64 115912.75),(65 115050.86),(66 114725.305),(67 114868.29),(68 115207.07),(69 116044.27),(70 116381.18),(71 115607.36),(72 115583.18),(73 115792.14),(74 115553.25),(75 115851.85),(76 116127.07),(77 116331.6),(78 116815.51),(79 117249.37),
(1 8373.678),(2 22047.3),(3 35993.99),(4 46009.305),(5 54342.086),(6 61213.15),(7 65926.78),(8 69577.766),(9 72174.55),(10 74736.58),(11 77485.22),(12 79906.08),(13 82139.45),(14 84251.79),(15 85506.4),(16 86787.81),(17 87954.64),(18 89272.1),(19 91119.19),(20 92615.84),(21 93045.78),(22 92622.46),(23 92345.94),(24 91313.555),(25 90304.79),(26 90089.65),(27 90371.984),(28 92370.836),(29 94165.4),(30 94762.52),(31 95624.96),(32 95985.01),(33 97007.98),(34 98068.516),(35 99009.71),(36 100058.695),(37 100913.805),(38 101077.36),(39 101621.13),(40 102156.9),(41 101788.82),(42 101629.43),(43 101780.46),(44 101693.836),(45 102166.92),(46 102854.76),(47 103178.914),(48 104307.96),(49 105619.77),(50 106721.42),(51 107784.37),(52 108729.02),(53 108579.05),(54 108641.96),(55 108825.375),(56 108780.86),(57 108724.46),(58 108513.445),(59 108285.39),(60 108624),(61 108836.17),(62 108500.22),(63 108202.94),(64 108456.72),(65 108709.82),(66 108870.57),(67 109267.53),(68 109020.31),(69 108743.01),(70 108059.41),(71 106804.8),(72 106502.12),(73 106306.05),(74 106109.03),(75 106166.84),(76 107085.805),(77 108041.734),(78 109708.13),(79 110262.02),
(1 7987.142),(2 20814.521),(3 34101.44),(4 43788.33),(5 51761.105),(6 58229.484),(7 63270.67),(8 67990.61),(9 71902.91),(10 75152.57),(11 77717.08),(12 80048.15),(13 82416.016),(14 84483.47),(15 85951.37),(16 87509.33),(17 89060.02),(18 90592.82),(19 92420.984),(20 94130.32),(21 95413.164),(22 96035.586),(23 96218.234),(24 95824.4),(25 95613.58),(26 96147.16),(27 96295.766),(28 97459.26),(29 98334.95),(30 98315.984),(31 97552.56),(32 96214.086),(33 96004.1),(34 96301.03),(35 97285.336),(36 98811.336),(37 100175.93),(38 100779.58),(39 100782.48),(40 101073.016),(41 100381.01),(42 100027.18),(43 100377.984),(44 99875.22),(45 99758.22),(46 99471.984),(47 99051.44),(48 98807.695),(49 98997.09),(50 99124.57),(51 99343.07),(52 100094.4),(53 100873.37),(54 101337.695),(55 101858.53),(56 101957.72),(57 101978.18),(58 102107.234),(59 102278.84),(60 102798.234),(61 103209.516),(62 103461.92),(63 103373.016),(64 103481.7),(65 103425.11),(66 103707.13),(67 103984.3),(68 102856.6),(69 102109.55),(70 102043.555),(71 101615.71),(72 101683.44),(73 101442.836),(74 101400.35),(75 101674.11),(76 102315.37),(77 101850.28),(78 102645.3),(79 102832.51),
(1 7974.8555),(2 21133.92),(3 35048.66),(4 45509.89),(5 54150.613),(6 60862.63),(7 65782.22),(8 70015.516),(9 73150.14),(10 75865.266),(11 77522.984),(12 79496.35),(13 81190.37),(14 83075.99),(15 84398.09),(16 86145.14),(17 87555.74),(18 88398.516),(19 90102.7),(20 91104.53),(21 91103.9),(22 91003.74),(23 90994.46),(24 91121.7),(25 92121.11),(26 93492.11),(27 93782.9),(28 95302.586),(29 96347.164),(30 97237.54),(31 97137.45),(32 97090.71),(33 97049.15),(34 96899.3),(35 96923.52),(36 97221.336),(37 97897.28),(38 97330.414),(39 96681.84),(40 97066.96),(41 97451.71),(42 97888),(43 98272.555),(44 98460.26),(45 98937.66),(46 99536.44),(47 99608.58),(48 100096.24),(49 100417.65),(50 100935.3),(51 101547.5),(52 102559.23),(53 102702.67),(54 102678.23),(55 102592.836),(56 102625.89),(57 102584.766),(58 102594.54),(59 102459.44),(60 102781.38),(61 103721.375),(62 104246.88),(63 105664.78),(64 107048.82),(65 108435.664),(66 109837.06),(67 111044.89),(68 110584.51),(69 110428.39),(70 109934.85),(71 109655.65),(72 109564.06),(73 109705.59),(74 109925.88),(75 110382.74),(76 110465.69),(77 109899.69),(78 110431.07),(79 110452.055),
