1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 44288.105),(2 132221.86),(3 284231.8),(4 462744.9),(5 706774.94),(6 969348.3),(7 1250088.9),(8 1582796),(9 1942954.4),(10 2317056.3),(11 2722240.5),(12 3126749),(13 3542946.8),(14 3969752.3),(15 4380518.5),(16 4777756.5),(17 5169369),(18 5533517.5),(19 5901289.5),(20 6252510.5),(21 6613226.5),(22 6979372),(23 7328504.5),(24 7706405.5),(25 8065768.5),(26 8444395),(27 8764037),(28 9142031),(29 9467165),(30 9787065),(31 10040340),(32 10295897),(33 10585079),(34 10844175),(35 11120457),(36 11395849),(37 11674629),(38 11904313),(39 12199817),(40 12492064),(41 12836164),(42 13158985),(43 13517621),(44 13877404),(45 14276773),(46 14667215),(47 15123969),(48 15556657),(49 16009611),(50 16418384),(51 16892448),(52 17374362),(53 17957716),(54 18409274),(55 18992806),(56 19543054),(57 20105410),(58 20729236),(59 21419008),(60 22089636),(61 22784318),(62 23432920),(63 24118790),(64 24860014),(65 25596970),(66 26333926),(67 27130856),(68 27908784),(69 28638386),(70 29408986),(71 30188552),(72 30926768),(73 31629846),(74 32193960),(75 32713568),(76 33170102),(77 33630132),(78 34049100),(79 34481610),
(1 3344.4475),(2 7917.505),(3 10535.265),(4 12607.473),(5 14252.429),(6 15512.111),(7 16481.326),(8 17283.268),(9 17930.654),(10 18503.928),(11 19179.309),(12 19877.14),(13 20665.045),(14 21157.35),(15 21728.375),(16 22351.928),(17 22922.965),(18 23098.162),(19 23212.545),(20 23185.469),(21 23692.43),(22 24150.742),(23 24352.064),(24 24235.873),(25 24459.742),(26 24625.818),(27 24950.857),(28 24943.516),(29 25065.387),(30 25486.543),(31 25924.023),(32 26337.664),(33 26278.63),(34 26415.75),(35 26414.566),(36 26670.262),(37 26775.24),(38 26802.088),(39 27004.605),(40 27263.852),(41 27168.832),(42 26998.19),(43 27070.117),(44 27254.965),(45 27306.977),(46 27292.172),(47 27336.16),(48 27166.041),(49 27022.232),(50 27227.787),(51 27315.016),(52 27332.05),(53 27261.014),(54 27316.965),(55 27410.873),(56 27383.08),(57 27577.139),(58 27408.525),(59 27345.686),(60 27182.686),(61 27096.414),(62 26849.125),(63 26908.03),(64 27049.023),(65 26949.658),(66 26681.316),(67 26621.492),(68 26432.736),(69 26647.29),(70 26750.7),(71 26757.793),(72 26596.035),(73 26606.883),(74 26410.53),(75 26571.914),(76 26545.54),(77 26649.33),(78 26678.36),(79 26664.217),
(1 3337.4036),(2 7842.273),(3 10494.454),(4 12753.114),(5 14401.688),(6 15380.33),(7 16298.355),(8 17352.188),(9 18342.467),(10 19121.813),(11 19686.512),(12 20381.412),(13 20919.658),(14 21353.807),(15 22074.121),(16 22375.602),(17 22855.684),(18 23299.967),(19 23867.965),(20 24151.01),(21 24343.328),(22 24563.922),(23 24861.764),(24 25003.492),(25 24989.97),(26 24894.943),(27 25257.799),(28 25438.486),(29 25683.232),(30 25617.115),(31 25597.775),(32 25798.572),(33 26143.47),(34 26338.016),(35 26168.854),(36 26340.61),(37 26418.264),(38 26551.889),(39 26844.857),(40 27342.008),(41 27300),(42 27215.22),(43 26991.037),(44 26904.826),(45 26823.695),(46 26799.705),(47 26749.045),(48 26563.764),(49 26262.18),(50 26238.1),(51 26140.6),(52 26324.463),(53 26504.547),(54 26676.594),(55 26626.352),(56 26483.37),(57 26393.404),(58 26218.764),(59 26209.65),(60 26143.268),(61 25938.281),(62 25659.756),(63 25802.508),(64 25620.244),(65 25280.268),(66 25232.7),(67 25400.604),(68 25459.45),(69 25631.178),(70 25978.418),(71 26026.994),(72 26158.578),(73 26490.324),(74 26517.547),(75 26877.39),(76 27018.56),(77 27276.426),(78 27409.818),(79 27369.754),
(1 3135.6633),(2 7582.6655),(3 10301.41),(4 12370.048),(5 13621.092),(6 14635.225),(7 15515.583),(8 16273.077),(9 16931.316),(10 17640.334),(11 18309.273),(12 19145.66),(13 20002.17),(14 20476.473),(15 21002.957),(16 21368.822),(17 21763.271),(18 22130.934),(19 22377.85),(20 22882.477),(21 23323.512),(22 23639.568),(23 24050.81),(24 24237.346),(25 24485.46),(26 24542.453),(27 24941.514),(28 25175.984),(29 25421.307),(30 25409.965),(31 25571.455),(32 25743.506),(33 25817.22),(34 26006.584),(35 26034.863),(36 26095.297),(37 26015.154),(38 26183.656),(39 26435.906),(40 26526.55),(41 26254.068),(42 26114.54),(43 25951.465),(44 25986.584),(45 26074.51),(46 26045.244),(47 26104.002),(48 26307.775),(49 26158.35),(50 26179.389),(51 26087.768),(52 25758.34),(53 25628.672),(54 25660.072),(55 25763.957),(56 25919.072),(57 26116.465),(58 26294.254),(59 26585.174),(60 26921.287),(61 26961.71),(62 26944.217),(63 26968.059),(64 27072.912),(65 27149.398),(66 27027.842),(67 26818.99),(68 26741.11),(69 26855.365),(70 26967.32),(71 27102.885),(72 26922.39),(73 26780.805),(74 26723.084),(75 26750.117),(76 26848.734),(77 27112.709),(78 27147.746),(79 27097.951),
(1 2887.6838),(2 6797.584),(3 9159.533),(4 11043.872),(5 12648.372),(6 13775.6045),(7 14656.61),(8 15663.312),(9 16553.367),(10 17183.904),(11 18084.705),(12 19070.658),(13 19912.955),(14 20555.395),(15 21125.477),(16 21654.16),(17 22389.215),(18 22658.783),(19 22933.402),(20 23398.834),(21 23833.764),(22 24022.145),(23 24076.287),(24 24104.28),(25 24429.004),(26 24545.97),(27 24799.525),(28 24760.105),(29 24658.717),(30 24598.615),(31 24511.273),(32 24319.018),(33 24022.324),(34 24363.195),(35 24746.225),(36 24873.336),(37 24839.8),(38 24956.531),(39 25375.232),(40 25654.355),(41 25573.604),(42 25640.217),(43 25619.13),(44 25666.023),(45 25874.748),(46 26349.395),(47 26669.479),(48 26881.768),(49 26850.127),(50 26883.748),(51 26849.19),(52 27050.545),(53 27014.365),(54 27013.174),(55 26910.732),(56 26854.78),(57 26615.455),(58 26401.559),(59 26384.893),(60 26147.248),(61 26072.475),(62 25981.979),(63 25771.29),(64 25584.787),(65 25607.086),(66 25590.988),(67 25696.244),(68 25695.521),(69 25954.426),(70 26212.508),(71 26382.512),(72 26232.545),(73 26171.05),(74 26144.004),(75 26187.139),(76 26061.625),(77 26185.898),(78 26253.803),(79 26292.232),
(1 2904.6067),(2 6783.508),(3 9085.971),(4 10971.042),(5 12565.023),(6 13595.306),(7 14455.894),(8 15332.203),(9 16335.866),(10 17049.457),(11 17724.014),(12 18233.508),(13 18766.959),(14 18967.16),(15 19180.273),(16 19193.12),(17 19513.115),(18 19806.045),(19 20327.854),(20 20938.188),(21 21432.979),(22 21692.586),(23 21780.371),(24 21649.154),(25 21648.93),(26 21654.82),(27 21738.713),(28 21539.59),(29 21633.55),(30 21697.082),(31 21641.41),(32 21725.145),(33 21684.816),(34 21812.889),(35 22137.111),(36 22292.563),(37 22454.338),(38 22512.488),(39 22752.72),(40 22815.094),(41 22800.18),(42 22917.684),(43 22897.139),(44 23119.777),(45 23273.223),(46 23316.932),(47 23513.031),(48 23825.777),(49 23705.447),(50 23885.896),(51 23930.15),(52 23981.57),(53 24044.65),(54 23914.355),(55 23677.314),(56 23490.166),(57 23588.172),(58 23655.91),(59 23944.87),(60 24039.336),(61 24020.988),(62 23907.414),(63 24041.316),(64 24083.678),(65 24024.95),(66 23937.998),(67 23988.113),(68 24009.217),(69 24031.441),(70 23968.152),(71 24179.129),(72 24256.322),(73 24266.305),(74 24220.682),(75 24477.533),(76 24558.87),(77 24698.025),(78 24726.27),(79 24851.482),
(1 2904.84),(2 6726.643),(3 9107.811),(4 10957.655),(5 12419.018),(6 13385.699),(7 14068.608),(8 14872.579),(9 15821.157),(10 16519.756),(11 17199.635),(12 17776.625),(13 18247.576),(14 18590.617),(15 18682.361),(16 18713.559),(17 19017.705),(18 19448.713),(19 20017.824),(20 20526.953),(21 20982.303),(22 20978.451),(23 20845.084),(24 20757.621),(25 20938.564),(26 21059.324),(27 21340.508),(28 21326.914),(29 21492.969),(30 21595.098),(31 21667.781),(32 21621.7),(33 21570.057),(34 21840.586),(35 22088.658),(36 22341.18),(37 22387.9),(38 22531.475),(39 22508.92),(40 22592.717),(41 22684.146),(42 23041.732),(43 23053.916),(44 23094.324),(45 23101.244),(46 23069.28),(47 23104.047),(48 23257.307),(49 23279.725),(50 23291.969),(51 23193.496),(52 23143.512),(53 23210.953),(54 23348.297),(55 23406.912),(56 23372.53),(57 23423.393),(58 23352.084),(59 23340.951),(60 23402.021),(61 23194.639),(62 22936.564),(63 22893.168),(64 22969.754),(65 23016.209),(66 22938.691),(67 23048.459),(68 22963.805),(69 22995.615),(70 23183.912),(71 23361.031),(72 23336.176),(73 23419.51),(74 23396.816),(75 23690.47),(76 23840.064),(77 23997.152),(78 24013.107),(79 23768.145),
(1 2980.1108),(2 6963.504),(3 9301.662),(4 11148.568),(5 12588.149),(6 13700.992),(7 14568.001),(8 15131.753),(9 15750.672),(10 16544.014),(11 17406.42),(12 17948.19),(13 18375.21),(14 18675.768),(15 19112.893),(16 19434.658),(17 19966.002),(18 20454.19),(19 20764.086),(20 20833.773),(21 21059.248),(22 21312.592),(23 21599.283),(24 21892.445),(25 22159.096),(26 22120.992),(27 22388.02),(28 22518.736),(29 22728.764),(30 22564.428),(31 22782.559),(32 22740.863),(33 22916.36),(34 22924.34),(35 23013.537),(36 23127.654),(37 23051.23),(38 23176.516),(39 23436.086),(40 23612.742),(41 23513.066),(42 23945.24),(43 24073.135),(44 23984.217),(45 24076.03),(46 24230.16),(47 24185.36),(48 24406.232),(49 24359.395),(50 24346.615),(51 24345.531),(52 24422.896),(53 24318.934),(54 24254.844),(55 24094.422),(56 24050.588),(57 24275.244),(58 24315.23),(59 24376.482),(60 24572.32),(61 24671.71),(62 24661.521),(63 24969.91),(64 24881.525),(65 24686.629),(66 24501.248),(67 24385.725),(68 24147.996),(69 24123.867),(70 24193.498),(71 24313.217),(72 24225.818),(73 24016.451),(74 23910.018),(75 23994.615),(76 24023.99),(77 23917.563),(78 23859.268),(79 23754.656),
(1 2718.663),(2 6368.322),(3 8547.605),(4 10205.426),(5 11429.919),(6 12282.144),(7 13047.386),(8 13738.897),(9 14663.877),(10 15613.843),(11 16429.424),(12 16787.047),(13 17145.29),(14 17350.719),(15 17824.193),(16 18137.41),(17 18369.723),(18 18588.07),(19 18903.775),(20 19236.85),(21 19529.65),(22 19674.283),(23 19737.006),(24 19574.98),(25 19876.672),(26 20261.883),(27 20458.326),(28 20580.54),(29 20687.25),(30 20413.986),(31 20436.795),(32 20641.555),(33 20619.066),(34 20785.22),(35 20885.547),(36 20979.07),(37 20953.203),(38 20948.002),(39 21171.025),(40 21511.703),(41 21638.55),(42 21891.938),(43 21905.256),(44 22095.896),(45 22484.508),(46 22520.926),(47 22322.254),(48 22359.133),(49 22331.68),(50 22271.19),(51 22118.805),(52 22039.572),(53 22158.06),(54 22261.973),(55 22479.77),(56 22676.496),(57 22773.115),(58 23008.871),(59 23152.127),(60 23050.232),(61 23033.658),(62 22902.832),(63 22836.85),(64 22672.21),(65 22609.416),(66 22545.564),(67 22288.27),(68 22087.754),(69 22187.646),(70 22161.549),(71 21980.145),(72 22038.086),(73 22077.332),(74 22017.191),(75 22116.377),(76 22078.736),(77 22169.455),(78 22159.459),(79 22320.264),
(1 2807.0745),(2 6577.3833),(3 8945.659),(4 10792.32),(5 12057.012),(6 12881.238),(7 13635.392),(8 14374.539),(9 15309.817),(10 16099.605),(11 16691.76),(12 17155.064),(13 17603.29),(14 17842.223),(15 18105.45),(16 18215.037),(17 18548.125),(18 18701.25),(19 19041.527),(20 19333.547),(21 19699.81),(22 20175.346),(23 20630.58),(24 20783.219),(25 20755.5),(26 20974.258),(27 21278.662),(28 21369.59),(29 21593.385),(30 21558.05),(31 21485.71),(32 21403.348),(33 21571.357),(34 21788.342),(35 21697.674),(36 21706.031),(37 21637.775),(38 21809.111),(39 22008.502),(40 22181.904),(41 22307.482),(42 22705.434),(43 22743.84),(44 22685.344),(45 22733.922),(46 22843.477),(47 22776.855),(48 22948.135),(49 22869.709),(50 22577.781),(51 22341.082),(52 22391.178),(53 22356.754),(54 22426.135),(55 22393.063),(56 22362.95),(57 22427.803),(58 22251.762),(59 22171.314),(60 22217.844),(61 22282.61),(62 22339.947),(63 22368.156),(64 22126.34),(65 22189.543),(66 22187.25),(67 22276.387),(68 22282.826),(69 22356.613),(70 22239.586),(71 22158.055),(72 22066.586),(73 21973.568),(74 21857.666),(75 21946.363),(76 22147.959),(77 22313.885),(78 22339.729),(79 22211.367),
(1 2710.7202),(2 6261.2183),(3 8519.187),(4 10404.806),(5 11785.696),(6 12821.238),(7 13722.585),(8 14408.81),(9 15124.192),(10 15849.569),(11 16417.084),(12 16701.266),(13 17257.924),(14 17698.256),(15 18046.896),(16 18214.45),(17 18565.58),(18 18907.25),(19 19251.9),(20 19529.104),(21 19849.21),(22 19826.91),(23 19965.07),(24 20084.576),(25 20346.967),(26 20444.926),(27 20466.834),(28 20355.25),(29 20723.121),(30 20866.162),(31 20858.889),(32 21157.229),(33 21495.7),(34 21624.213),(35 21468.668),(36 21532.65),(37 21591.014),(38 21754.992),(39 21791.21),(40 21832.156),(41 21819.75),(42 21837.213),(43 21858.969),(44 21834.154),(45 21952.77),(46 22014.195),(47 21883.676),(48 21881.361),(49 21818.854),(50 22011.746),(51 22169.71),(52 22249.19),(53 22163.99),(54 22013.498),(55 21816.639),(56 21870.684),(57 22037.8),(58 22092.32),(59 22099.293),(60 22144.81),(61 22364.936),(62 22416.758),(63 22557.396),(64 22638.086),(65 22600.207),(66 22529.984),(67 22708.97),(68 22803.309),(69 23051.275),(70 23115.904),(71 23082.42),(72 22971.277),(73 23012.367),(74 23065.326),(75 23299.57),(76 23256.113),(77 23300.723),(78 23188.65),(79 23025.889),
(1 2738.1824),(2 6206.94),(3 8136.274),(4 9578.691),(5 10576.004),(6 11603.174),(7 12533.55),(8 13287.985),(9 13769.452),(10 14251.02),(11 14730.674),(12 15072.015),(13 15534.065),(14 16164.3545),(15 16899.99),(16 17132.23),(17 17468.74),(18 17826.875),(19 18243.875),(20 18484.848),(21 18847.63),(22 18845.604),(23 18939.947),(24 19004.139),(25 19188.02),(26 19180.262),(27 19105.105),(28 18856.453),(29 18988.46),(30 18949.727),(31 18853.857),(32 18713.305),(33 18636.78),(34 18847.281),(35 18983.01),(36 19237.057),(37 19239.938),(38 19317.25),(39 19497.305),(40 19537.734),(41 19230.783),(42 19342.592),(43 19449.414),(44 19474.121),(45 19425.791),(46 19347.252),(47 19392.752),(48 19619.818),(49 19568.066),(50 19735.217),(51 20002.697),(52 20326.396),(53 20460.678),(54 20544.492),(55 20588.729),(56 20505.871),(57 20582.018),(58 20416.307),(59 20457.117),(60 20491.545),(61 20630.195),(62 20368.918),(63 20326.941),(64 20400.457),(65 20553.648),(66 20519.246),(67 20566.844),(68 20448.584),(69 20453.217),(70 20515.434),(71 20821.771),(72 20893.293),(73 21041.992),(74 21061.871),(75 21183.018),(76 21013.89),(77 20940.332),(78 20904.316),(79 20824.348),
(1 2680.636),(2 6254.6226),(3 8337.871),(4 9913.503),(5 11312.489),(6 12444.996),(7 13281.6045),(8 14042.647),(9 14548.619),(10 15038.362),(11 15544.108),(12 15978.973),(13 16343.476),(14 16772.592),(15 17286.781),(16 17484.715),(17 17643.313),(18 17765.05),(19 17937.47),(20 18104.396),(21 18376.66),(22 18425.7),(23 18528.959),(24 18706.146),(25 18847.393),(26 18836.967),(27 19038.049),(28 19085.13),(29 19234.45),(30 19352.902),(31 19281.727),(32 19074.85),(33 18792.598),(34 18817.57),(35 18872.75),(36 19049.268),(37 19298.916),(38 19522.408),(39 19587.953),(40 19736.701),(41 19888.55),(42 19997.865),(43 19990.242),(44 20137.355),(45 20145.74),(46 20186.834),(47 20367.684),(48 20413.54),(49 20330.168),(50 20355.643),(51 20425.49),(52 20583.895),(53 20578.822),(54 20557.607),(55 20607.496),(56 20737.123),(57 20915.504),(58 20792.58),(59 20776.188),(60 20620.68),(61 20614.943),(62 20779.066),(63 21189.285),(64 21404.8),(65 21425.174),(66 21369.945),(67 21293.582),(68 21165.756),(69 21371.895),(70 21729.518),(71 22196.057),(72 22353.117),(73 22294.084),(74 22167.037),(75 22286.844),(76 22151.518),(77 22046.693),(78 21979.066),(79 21946.129),
(1 2592.8103),(2 5982.8125),(3 7957.443),(4 9393.886),(5 10279.618),(6 10890.525),(7 11580.43),(8 12445.023),(9 13177.79),(10 13827.994),(11 14571.188),(12 14962.602),(13 15351.129),(14 15821.5),(15 16284.817),(16 16498.303),(17 16704.033),(18 16764.729),(19 17073.36),(20 17186.637),(21 17577.904),(22 18085.287),(23 18430.12),(24 18554.807),(25 18750.889),(26 18818.111),(27 19091.555),(28 19169.494),(29 19199.02),(30 19138.951),(31 19182.09),(32 19093.945),(33 19050.504),(34 18921.639),(35 18779.928),(36 18991.303),(37 19095.883),(38 19408.463),(39 19448.902),(40 19473.846),(41 19635.338),(42 19889.186),(43 19921.56),(44 19902.629),(45 19809.352),(46 19903.31),(47 19893.266),(48 19969.863),(49 20097.6),(50 20077.076),(51 19864.076),(52 19719.39),(53 19689.75),(54 19724.375),(55 19804.787),(56 19858.443),(57 19785.193),(58 19763.617),(59 19851.63),(60 19982.3),(61 20028.99),(62 19830.463),(63 19712.104),(64 19752.424),(65 19917.21),(66 19822.584),(67 19907.094),(68 20100.695),(69 20228.137),(70 20235.209),(71 20346.654),(72 20307.967),(73 20374.906),(74 20421.334),(75 20486.988),(76 20479.178),(77 20557.494),(78 20541.93),(79 20554.934),
(1 2539.8167),(2 5756.682),(3 7662.3916),(4 9084.851),(5 10226.206),(6 11192.325),(7 12043.701),(8 12846.855),(9 13518.975),(10 13973.901),(11 14576.7295),(12 15107.229),(13 15599.761),(14 16010.122),(15 16401.629),(16 16503.514),(17 16685.436),(18 16893.959),(19 17224.547),(20 17339.084),(21 17463.232),(22 17745.107),(23 17997.98),(24 18061.86),(25 18283.975),(26 18285.438),(27 18306.291),(28 18266.729),(29 18442.15),(30 18357.982),(31 18372.29),(32 18480.258),(33 18422.693),(34 18326.65),(35 18395.402),(36 18535.37),(37 18575.957),(38 18660.87),(39 18636.914),(40 18615.426),(41 18704.502),(42 18615.043),(43 18520.92),(44 18659.373),(45 18692.43),(46 18849.63),(47 18659.568),(48 18761.938),(49 18941.768),(50 19070.67),(51 19149.238),(52 19149.121),(53 19194.332),(54 19227.473),(55 19232.113),(56 19323.285),(57 19365.842),(58 19312.61),(59 19389.457),(60 19152.973),(61 19094.781),(62 19029.166),(63 19102.691),(64 19050.854),(65 18936.105),(66 18862.475),(67 18811.943),(68 18887.533),(69 18869.53),(70 18960.197),(71 19132.033),(72 19205.668),(73 19194.854),(74 19201.275),(75 19391.36),(76 19416.418),(77 19341.844),(78 19370.848),(79 19509.39),
(1 2520.928),(2 5599.6836),(3 7256.6714),(4 8700.587),(5 9796.201),(6 10758.83),(7 11630.534),(8 12122.927),(9 12555.927),(10 12940.417),(11 13411.799),(12 13827.125),(13 14283.006),(14 14711.367),(15 15286.114),(16 15536.673),(17 15890.594),(18 16125.794),(19 16337.709),(20 16638.826),(21 16977.533),(22 17011.55),(23 17229.486),(24 17285.553),(25 17275.758),(26 17408.955),(27 17584.953),(28 17504.236),(29 17806.615),(30 18060.506),(31 18153.418),(32 18197.44),(33 18148.428),(34 18409.27),(35 18553.691),(36 18706.512),(37 18673.338),(38 18656.887),(39 18679.174),(40 18747.068),(41 18735.5),(42 18751.53),(43 18752.342),(44 18633.402),(45 18571.305),(46 18591.678),(47 18382.48),(48 18358.191),(49 18358.555),(50 18426.152),(51 18492.332),(52 18602.69),(53 18644.084),(54 18668.367),(55 18682.01),(56 18449.303),(57 18231.072),(58 17940.9),(59 17892.367),(60 17800.928),(61 17846.395),(62 17901.041),(63 18214.21),(64 18262.574),(65 18256.566),(66 18210.348),(67 18287.447),(68 18376.97),(69 18456.914),(70 18448.26),(71 18526.146),(72 18600.543),(73 18698.357),(74 18577.754),(75 18736.016),(76 18736.281),(77 18898.93),(78 18982.658),(79 19037.924),
(1 2444.965),(2 5518.337),(3 7220.8735),(4 8502.114),(5 9539.709),(6 10422.639),(7 11074.325),(8 11643.444),(9 12219.828),(10 12720.948),(11 13171.221),(12 13443.214),(13 13824.223),(14 14172.9375),(15 14660.794),(16 14937.811),(17 15367.514),(18 15658.06),(19 16067.858),(20 16244.464),(21 16352.587),(22 16387.965),(23 16467.918),(24 16455.662),(25 16381.157),(26 16509.512),(27 16666.822),(28 16444.34),(29 16520.69),(30 16758.66),(31 16848.588),(32 16820.953),(33 16754.656),(34 16967.055),(35 17046.742),(36 17106.852),(37 17211.71),(38 17516.201),(39 17706.203),(40 17769.117),(41 17681.236),(42 17810.924),(43 17748.695),(44 17827.383),(45 17825.564),(46 17870.941),(47 17834.861),(48 17845.758),(49 18011.072),(50 18227.697),(51 18326.313),(52 18418.625),(53 18393.783),(54 18453.67),(55 18580.744),(56 18543.313),(57 18590.629),(58 18484.53),(59 18477.678),(60 18591.496),(61 18670.523),(62 18659.234),(63 18602.865),(64 18519.518),(65 18626.932),(66 18640.44),(67 18509.81),(68 18293.203),(69 18208.658),(70 17985.21),(71 17869.867),(72 17879.072),(73 17952.855),(74 17979.39),(75 18043.668),(76 17967.29),(77 18012.035),(78 17998.164),(79 18046.781),
(1 2529.1472),(2 5612.119),(3 7534.1196),(4 9075.747),(5 10070.997),(6 11053.504),(7 11744.836),(8 12337.3125),(9 12861.154),(10 13370.249),(11 13901.166),(12 14282.023),(13 14653.297),(14 14941.849),(15 15135.65),(16 15342.582),(17 15716.028),(18 15837.032),(19 15998.784),(20 16057.808),(21 16054.646),(22 16068.789),(23 16304.564),(24 16365.931),(25 16473.232),(26 16545.492),(27 16790.006),(28 16817.945),(29 16965.02),(30 17097.086),(31 17227.445),(32 17388.803),(33 17430.2),(34 17806.676),(35 18052.902),(36 18145.705),(37 18056.684),(38 18102.89),(39 18098.57),(40 18052.47),(41 18140.78),(42 18316.504),(43 18402.68),(44 18471.135),(45 18495.982),(46 18638.99),(47 18727.225),(48 18712.582),(49 18776.902),(50 18787.816),(51 18674.922),(52 18829.791),(53 18675.928),(54 18497.682),(55 18401.48),(56 18345.03),(57 18453.068),(58 18315.096),(59 18276.982),(60 18076.8),(61 17804.768),(62 17579.338),(63 17631.246),(64 17626.36),(65 17602.293),(66 17716.664),(67 17736.723),(68 17571.918),(69 17543.574),(70 17561.094),(71 17521.127),(72 17507.781),(73 17656.24),(74 17807.775),(75 17956.28),(76 17926.156),(77 17994.252),(78 17973.094),(79 17926.04),
