1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 38613.293),(2 107911.94),(3 187468.89),(4 308395.53),(5 498339.16),(6 711900.06),(7 972297.2),(8 1258811.5),(9 1576523.9),(10 1900964.6),(11 2222478.3),(12 2544568.8),(13 2866854),(14 3209624.3),(15 3582225),(16 3946896),(17 4333499.5),(18 4723541.5),(19 5118916),(20 5506495.5),(21 5906118),(22 6295874),(23 6771116.5),(24 7212258.5),(25 7863526),(26 8280273.5),(27 8683020),(28 9072229),(29 9461903),(30 9886278),(31 10442229),(32 11377747),(33 12093589),(34 12851437),(35 13569571),(36 14283823),(37 15026911),(38 15809365),(39 16542428),(40 17159686),(41 17807274),(42 18462422),(43 19050938),(44 19673074),(45 20274168),(46 20718394),(47 21589174),(48 22227806),(49 22849634),(50 23530536),(51 24179906),(52 24697562),(53 25050738),(54 25413918),(55 25699570),(56 25978094),(57 26198576),(58 26529146),(59 26856986),(60 27065280),(61 27290040),(62 27595690),(63 27859830),(64 28203458),(65 28531962),(66 28817304),(67 29133286),(68 29403974),(69 29958464),(70 30359192),(71 30774182),(72 31209280),(73 31587632),(74 32036070),(75 32509416),(76 33044102),(77 33689950),(78 34408124),(79 35121532),
(1 19310.238),(2 48881.414),(3 67482.73),(4 77105.414),(5 82474.85),(6 86404.73),(7 89310.19),(8 92475.56),(9 96405.77),(10 100840.21),(11 105151.82),(12 107593.086),(13 112191.24),(14 114869.96),(15 117991.28),(16 122039.88),(17 124722.734),(18 125478.09),(19 125741.44),(20 125899.45),(21 125590.42),(22 124334.05),(23 124283.93),(24 125513.09),(25 128745.85),(26 129709.55),(27 128607.26),(28 128091.87),(29 128163.79),(30 127735.01),(31 126617.08),(32 123336.09),(33 122822.76),(34 124363.24),(35 125174.555),(36 124609.95),(37 122782.48),(38 121998.805),(39 122589.47),(40 123700.266),(41 124172.64),(42 125328.41),(43 125726.06),(44 125883.36),(45 124959.21),(46 124252.39),(47 125053.58),(48 126256.67),(49 126352.99),(50 126086.88),(51 125211.984),(52 124319.74),(53 124373.516),(54 123353.95),(55 122293.01),(56 123990.18),(57 128159.8),(58 131486),(59 131540.58),(60 130860.31),(61 129857.13),(62 130499.99),(63 130063.55),(64 128954.91),(65 128725.01),(66 128340.41),(67 128759.49),(68 129670.2),(69 132072.58),(70 133853.02),(71 135321.47),(72 137532.69),(73 138353.63),(74 138500.58),(75 138448.31),(76 139799.39),(77 142964.31),(78 144542.02),(79 144034.31),
(1 18926.521),(2 46253.63),(3 62525.43),(4 70937.46),(5 74865.87),(6 78803.234),(7 82575.36),(8 86232.6),(9 88911.26),(10 91973.336),(11 94688.016),(12 96120.41),(13 98557.22),(14 101494.35),(15 104736.35),(16 106967.47),(17 108099.2),(18 109250.75),(19 110632.06),(20 111903.37),(21 111702.164),(22 111750.3),(23 112658.195),(24 113498.7),(25 116760.57),(26 116907.266),(27 115820.516),(28 115245.2),(29 115397.84),(30 116073.766),(31 116792.414),(32 117921.164),(33 120952.76),(34 123732.09),(35 124355.555),(36 123001.82),(37 123068.9),(38 124999.88),(39 125245.22),(40 123070.68),(41 120897.945),(42 121400.695),(43 124272.45),(44 125892.555),(45 126269.445),(46 125445.72),(47 122809.13),(48 122471.24),(49 122383.96),(50 122059.11),(51 120638.62),(52 119443.305),(53 119148.89),(54 118727.41),(55 119658.516),(56 121141.93),(57 123007.19),(58 122529.19),(59 119881.51),(60 119609.89),(61 121387.35),(62 123247.2),(63 123947.99),(64 123984.6),(65 124593.28),(66 124591.26),(67 125479.71),(68 127390.26),(69 128232.64),(70 129600.47),(71 129850.516),(72 130672.336),(73 131879.6),(74 131490.66),(75 130058.734),(76 128572.35),(77 127777.09),(78 127628.81),(79 128538.69),
(1 19272.23),(2 46912.207),(3 63341.535),(4 73296.13),(5 78450.29),(6 83157.88),(7 87521),(8 92688.67),(9 95964.2),(10 98918.734),(11 101782.055),(12 104253.64),(13 108119.375),(14 110823.95),(15 114009.42),(16 116488.63),(17 117476.695),(18 117779.95),(19 118040.65),(20 119440.13),(21 119654.445),(22 118097.71),(23 116181.89),(24 117082.98),(25 118960.18),(26 119704.57),(27 120198.91),(28 119271.39),(29 117952.18),(30 116873.88),(31 116514.984),(32 118046.625),(33 120022.25),(34 122561.97),(35 124363.54),(36 125045.89),(37 125118.95),(38 125861.47),(39 125997.43),(40 124777.19),(41 124178.445),(42 124616.68),(43 126675.56),(44 128668.03),(45 129487.15),(46 129927.28),(47 129698.734),(48 129437.586),(49 129272.234),(50 128349.27),(51 127627.27),(52 126566.72),(53 125004.6),(54 123787.11),(55 123251.836),(56 123330.2),(57 123215.28),(58 123303.055),(59 123824.984),(60 124285.984),(61 123929.914),(62 123667.56),(63 124123.77),(64 123949.4),(65 122976.88),(66 122713.055),(67 123297.37),(68 123556.88),(69 125855.67),(70 124501.98),(71 123756.43),(72 124710.76),(73 125671.39),(74 126150.34),(75 125126.61),(76 124955.28),(77 125155.79),(78 125750.305),(79 125568.73),
(1 18169.797),(2 44095.613),(3 61250.438),(4 73932.27),(5 79634.33),(6 83552.15),(7 87265.24),(8 91912.85),(9 96145.586),(10 98732.78),(11 99352.22),(12 100212.48),(13 104450.83),(14 108660.25),(15 113187.38),(16 117101.87),(17 119250.7),(18 119609.71),(19 119591.94),(20 118397.88),(21 117029.54),(22 115984.05),(23 114565.4),(24 114300.7),(25 114910.82),(26 115203.78),(27 116002.016),(28 117214.52),(29 117145.36),(30 116494.22),(31 116529.48),(32 117342.73),(33 119187.77),(34 119488.76),(35 119515.53),(36 118800.02),(37 118278.02),(38 119208.77),(39 121328.03),(40 121782.43),(41 120933.27),(42 119797.35),(43 119082.94),(44 119610.21),(45 121224.89),(46 121685.81),(47 122419.71),(48 121771.23),(49 120089.94),(50 119913.14),(51 120709.58),(52 120933.54),(53 120893.62),(54 120246.695),(55 120460.75),(56 122128.2),(57 123160.23),(58 123279.57),(59 123209.625),(60 121636),(61 120056.21),(62 119121.17),(63 118403.95),(64 117128.55),(65 116949.766),(66 117829.58),(67 119612.02),(68 121437.09),(69 124242.76),(70 125926.73),(71 127990.16),(72 127802.55),(73 126922.51),(74 126980.69),(75 126036.2),(76 124697.85),(77 122869.305),(78 122529.086),(79 122441.87),
(1 17852.408),(2 42814.74),(3 58452.71),(4 68795.25),(5 75189.586),(6 79499.555),(7 82223.61),(8 86064.15),(9 88664.31),(10 91029.65),(11 92479.305),(12 94560.516),(13 97409.11),(14 100684.06),(15 102879.2),(16 104859.195),(17 105956.47),(18 107603.01),(19 108723.234),(20 108999.23),(21 109324.836),(22 109007.69),(23 108750.9),(24 109716.14),(25 109699.97),(26 109576.31),(27 110117.72),(28 111221.945),(29 111114.086),(30 111086.61),(31 111617.72),(32 113003.72),(33 113648.15),(34 113689.26),(35 114531.47),(36 115129.805),(37 114646.45),(38 114634.86),(39 115611.664),(40 115437.41),(41 116052.33),(42 115926.805),(43 116102.2),(44 117348.22),(45 118962.43),(46 119489.336),(47 118032.91),(48 116318.3),(49 115715.66),(50 117461.2),(51 118967.09),(52 117769.836),(53 116267.6),(54 115154.8),(55 116019.4),(56 118430.08),(57 119384.375),(58 118925.61),(59 117528.26),(60 117260.65),(61 117542.38),(62 118542.3),(63 118026.72),(64 117780.08),(65 118451.805),(66 118722.78),(67 119526.11),(68 121280.13),(69 122482.12),(70 123304.17),(71 121903.37),(72 120604.25),(73 121278.04),(74 122310.02),(75 121958.65),(76 121073.17),(77 120505.29),(78 120662.57),(79 120208.8),
(1 18165.527),(2 44227.313),(3 60151.71),(4 69536.48),(5 73780.42),(6 77324.74),(7 80198.07),(8 83114.08),(9 86409.78),(10 89350.66),(11 91234.67),(12 94502.09),(13 98426.3),(14 102038.9),(15 105156.195),(16 106692.805),(17 106546.664),(18 106704.86),(19 106753.3),(20 106817.54),(21 106886.305),(22 106718.98),(23 105065.34),(24 105624.35),(25 104244.84),(26 102588.27),(27 102564.27),(28 104313.09),(29 105621.68),(30 104755.6),(31 103826.95),(32 104272.82),(33 103793.3),(34 103363.02),(35 104188.05),(36 105486.016),(37 106715.305),(38 107000.18),(39 105473.75),(40 104493.63),(41 104916.89),(42 105152.875),(43 105752.51),(44 107163.76),(45 108168.54),(46 108286.516),(47 106770.47),(48 105733.42),(49 104891.87),(50 104582.38),(51 105476.22),(52 105113.414),(53 103799.54),(54 102756.91),(55 103196.1),(56 105047.68),(57 107313.29),(58 108705.766),(59 108830.83),(60 109580.53),(61 109236.3),(62 108151.15),(63 107575.75),(64 108082.875),(65 108702.65),(66 108492.586),(67 108171.555),(68 107541.97),(69 107798.45),(70 106875),(71 107229.51),(72 107728.45),(73 108910.55),(74 110581.57),(75 112017.91),(76 112238.77),(77 112296.766),(78 114418.984),(79 115364.28),
(1 17516.377),(2 42180.53),(3 57575.316),(4 66774.53),(5 71628.914),(6 76529.484),(7 81400.56),(8 85755.14),(9 88097.39),(10 89462.19),(11 89676.31),(12 91574.516),(13 95022.65),(14 97895.664),(15 100816.016),(16 102750),(17 103691.27),(18 103681.445),(19 103857.62),(20 104170.76),(21 104996.92),(22 105450.28),(23 105084.89),(24 104202.19),(25 102442.51),(26 100377.67),(27 98999.516),(28 98585.59),(29 98957.555),(30 98502.74),(31 97683.86),(32 96486.734),(33 96337.1),(34 97636.625),(35 99147.88),(36 100581.75),(37 102363.67),(38 102659.94),(39 101246.805),(40 100606.7),(41 100101.38),(42 100395.23),(43 100131.625),(44 99689.32),(45 101073.72),(46 102699.695),(47 102462.13),(48 101297.6),(49 99997.12),(50 101003.305),(51 102157.78),(52 102889.555),(53 102980.38),(54 102766.29),(55 102383.98),(56 102628.3),(57 103644.664),(58 103577.31),(59 103734.69),(60 104983.39),(61 105484.586),(62 104887.58),(63 103099.04),(64 102214.98),(65 101514.69),(66 100734.46),(67 101113.94),(68 102309.56),(69 104961.95),(70 107019.97),(71 108217.85),(72 107834.24),(73 107315.984),(74 107022.51),(75 105322.84),(76 104612.92),(77 104808.26),(78 106010.26),(79 107212.8),
(1 16835.48),(2 40593.395),(3 54569.758),(4 62761.977),(5 66840.93),(6 70651.31),(7 74860.36),(8 79734.92),(9 82645.42),(10 83040.61),(11 82859.51),(12 84713.82),(13 88488.96),(14 91196.37),(15 93421.445),(16 95096.125),(17 96576.41),(18 97468.96),(19 96595.19),(20 95672.09),(21 95847.08),(22 96605.64),(23 96420.78),(24 96114.44),(25 95495.914),(26 94909.08),(27 94394.09),(28 94817.69),(29 95147.21),(30 95453.14),(31 95322.64),(32 94731.19),(33 94137.73),(34 94828.01),(35 97611.46),(36 99827.46),(37 100026.34),(38 99260.55),(39 99067.63),(40 98984.38),(41 98871.375),(42 99599.875),(43 100419.07),(44 100864.85),(45 101683.88),(46 101123.4),(47 100028.75),(48 99252.34),(49 99256.07),(50 100134.2),(51 102269.03),(52 102811.08),(53 101913.836),(54 101234.49),(55 101350.82),(56 102648.664),(57 103297.99),(58 102869.07),(59 102495.164),(60 100834.28),(61 100078.15),(62 99852.57),(63 99827.12),(64 100719.01),(65 100150.77),(66 100002.22),(67 100895.72),(68 101952.43),(69 101707.11),(70 101792.17),(71 101972.64),(72 102321.63),(73 102676.93),(74 103189.69),(75 103035.92),(76 103628.43),(77 105412.21),(78 106161.35),(79 106019.664),
(1 17177.768),(2 40906.758),(3 54808.633),(4 62037.977),(5 67792.72),(6 72589.13),(7 76212.78),(8 79885.12),(9 83755.87),(10 85659.89),(11 86138.01),(12 88763.16),(13 93406.305),(14 96186.5),(15 97461.6),(16 97787.3),(17 98447.53),(18 98726.91),(19 97742.36),(20 98000.13),(21 99310.59),(22 100426.34),(23 100678.25),(24 100025.55),(25 98021.02),(26 97182.21),(27 97330.91),(28 98392.47),(29 98935.04),(30 99434.63),(31 100173.76),(32 100032.914),(33 98985.08),(34 98348.734),(35 99355.11),(36 100299.65),(37 100625.54),(38 100031.86),(39 99158.664),(40 98492.68),(41 97389.9),(42 97882.39),(43 99837.6),(44 100954.14),(45 99787.62),(46 98574.2),(47 97003.266),(48 97297.59),(49 97104.08),(50 97262.57),(51 97343.74),(52 97929.9),(53 98844.11),(54 99403.72),(55 99489.65),(56 99577.11),(57 101029.7),(58 101598.38),(59 102092.97),(60 102000.5),(61 101922.43),(62 102547.35),(63 101825.055),(64 100165.414),(65 99290.83),(66 100743.29),(67 101850.53),(68 101622.1),(69 101136.484),(70 103715.99),(71 106423.734),(72 107165.85),(73 105728.07),(74 104476.55),(75 103848),(76 104938.99),(77 106102.984),(78 106279.47),(79 106157.79),
(1 16493.803),(2 39307.184),(3 52879.773),(4 60560.844),(5 65591.125),(6 69199.28),(7 73273.44),(8 76879.93),(9 79364.75),(10 80020.086),(11 81150.4),(12 84250.41),(13 88263.83),(14 91482.52),(15 93689.41),(16 94799.46),(17 94753.14),(18 93965.67),(19 94163.414),(20 94764.89),(21 94796.88),(22 95395.32),(23 94660.62),(24 93179.02),(25 92523.68),(26 93886.32),(27 95834.54),(28 96433.66),(29 95252.375),(30 94426.38),(31 93346.16),(32 92551.19),(33 92628.805),(34 92922.805),(35 92613.08),(36 92853.74),(37 93267.48),(38 93080.14),(39 92839.08),(40 93139.875),(41 94796.82),(42 96614.586),(43 97332.78),(44 96650.54),(45 96015.94),(46 96975.195),(47 97730.24),(48 97950.164),(49 98105.27),(50 99272.2),(51 99280.32),(52 99990.84),(53 101886.19),(54 102725.586),(55 102197.01),(56 102498.34),(57 104830.87),(58 105883.164),(59 105554.25),(60 104746.09),(61 104351.78),(62 104949.34),(63 104344.98),(64 102899.84),(65 102569.69),(66 102711.23),(67 102066.87),(68 101295.375),(69 101516.34),(70 101869.72),(71 101570.2),(72 100228.02),(73 98518.234),(74 98284.06),(75 98795.695),(76 99768.34),(77 100504.03),(78 101193.52),(79 101486.57),
(1 16403.916),(2 38713.406),(3 51744.2),(4 58962.418),(5 63557.918),(6 68040.1),(7 71628.57),(8 73458.6),(9 74492.08),(10 75821.22),(11 77911.68),(12 80975.5),(13 83217.45),(14 85327.65),(15 87368.26),(16 88828.555),(17 89908.016),(18 90538.11),(19 91382.26),(20 92596.61),(21 93561.9),(22 95014.09),(23 94661.74),(24 95210.5),(25 96073.52),(26 97354.09),(27 97888.78),(28 96786.64),(29 94939.03),(30 94076.766),(31 93258.98),(32 93379.305),(33 94386.84),(34 95562.23),(35 95981.19),(36 96619.57),(37 96567.78),(38 96503.22),(39 95885.164),(40 95309.42),(41 95945.11),(42 97043.086),(43 97455.42),(44 97440.46),(45 97158.734),(46 96612.836),(47 96825.57),(48 96665.945),(49 97030.234),(50 98250.23),(51 98645.266),(52 99621.79),(53 100355.79),(54 101002.44),(55 100272.14),(56 100525.56),(57 101799.22),(58 102391.88),(59 101860.54),(60 101445.43),(61 102002.83),(62 102186.83),(63 101476.69),(64 99765.72),(65 98217.69),(66 97295.86),(67 97129.484),(68 97422.46),(69 96811.1),(70 97103.62),(71 96282.33),(72 95335.34),(73 94744.086),(74 95015.266),(75 94846.12),(76 94633.695),(77 95198.24),(78 94674.41),(79 94115.58),
(1 15983.115),(2 37814.035),(3 51380.87),(4 58688.656),(5 61644.473),(6 64901.227),(7 69553.266),(8 71877.625),(9 71693.18),(10 72101.31),(11 74439.85),(12 77847.6),(13 78886.71),(14 79059.93),(15 79901.6),(16 80907.336),(17 81444.46),(18 82291.43),(19 83408.74),(20 84873.11),(21 86508.54),(22 87869.04),(23 87690.77),(24 86583.61),(25 87398.13),(26 87710.13),(27 88588.664),(28 89326.9),(29 88772.08),(30 87739.14),(31 86726.586),(32 87580.02),(33 88424.875),(34 88560.08),(35 87674.38),(36 87297.92),(37 87135.22),(38 86728.89),(39 85433.695),(40 84884.74),(41 86251.94),(42 86398.05),(43 86470.8),(44 85936.6),(45 85120.914),(46 84639.96),(47 85333.555),(48 86308.39),(49 86084.48),(50 86031.99),(51 86693.94),(52 87614.69),(53 88455.75),(54 87801.53),(55 86653.14),(56 87338.6),(57 89071.51),(58 90205.62),(59 91261.13),(60 91422.64),(61 90510.22),(62 88596.93),(63 87935.73),(64 88433.56),(65 89822.9),(66 91177.016),(67 91942.55),(68 92401.586),(69 93635.91),(70 94047.59),(71 93467.35),(72 94241.79),(73 95421.805),(74 95153.31),(75 94667.26),(76 94281.7),(77 94298.91),(78 93713.875),(79 93431.85),
(1 15274.539),(2 35745.348),(3 47882.37),(4 54799.86),(5 59375.82),(6 62879.586),(7 66218.336),(8 69331.516),(9 71475.2),(10 73190.44),(11 75366.305),(12 77800.67),(13 79229.07),(14 80207.11),(15 81132.14),(16 81719.41),(17 82567.35),(18 83342.52),(19 84132.32),(20 85150.945),(21 86292.195),(22 86532.03),(23 85673.02),(24 84888.18),(25 86618.19),(26 88586.49),(27 90553.49),(28 91416.64),(29 90741.91),(30 89766.37),(31 88008.12),(32 87716.01),(33 87551.32),(34 88245.33),(35 87983.56),(36 87169.68),(37 87595.34),(38 88674.03),(39 89783.23),(40 91173.86),(41 92185.39),(42 91397.37),(43 90484.484),(44 89695.03),(45 88900.63),(46 88458.48),(47 88716.695),(48 88681.62),(49 88956.96),(50 88580.836),(51 87769.28),(52 87783.67),(53 87661.4),(54 86786.875),(55 86351.62),(56 86087.79),(57 86046.8),(58 86541.82),(59 86453.64),(60 85846.805),(61 85097.65),(62 85182.98),(63 85518.18),(64 85186.484),(65 85172.914),(66 85561.57),(67 86228.21),(68 86156.28),(69 87362.625),(70 88040.76),(71 88329.375),(72 88744.56),(73 89290.664),(74 89585.97),(75 89577.21),(76 89696.71),(77 90554.25),(78 91401.34),(79 91223.32),
(1 15284.603),(2 35069.55),(3 46138.566),(4 52714.008),(5 57148.098),(6 61035.85),(7 65040.535),(8 68491.664),(9 70371.055),(10 72821.164),(11 76343.484),(12 79268.125),(13 78988.945),(14 80170.766),(15 82177.96),(16 82951.086),(17 84016.43),(18 85341.19),(19 85680.305),(20 86121.52),(21 86369.99),(22 85853.38),(23 85328.88),(24 84763.516),(25 85625.45),(26 85956.15),(27 86651.89),(28 87274.42),(29 86919.555),(30 85683.98),(31 85466.08),(32 87337.69),(33 88078.07),(34 88637.836),(35 89392.22),(36 89993.8),(37 90900.06),(38 91568.58),(39 91349.516),(40 92049.94),(41 93463.664),(42 93639.125),(43 93373.28),(44 93301.61),(45 92698.734),(46 92298.51),(47 92850.42),(48 94832.93),(49 95285.2),(50 94275.78),(51 93505.914),(52 92442.48),(53 91204.66),(54 91147.89),(55 91451.74),(56 91957.45),(57 92240.27),(58 91723.016),(59 91452.62),(60 90956.87),(61 89692.72),(62 89514.28),(63 89606.875),(64 90442.24),(65 91548.234),(66 91938.84),(67 91130.766),(68 91445.43),(69 93155.87),(70 94429.14),(71 95493.54),(72 95294.81),(73 94968.47),(74 95409.48),(75 96307.76),(76 96879.11),(77 97492.24),(78 97675.61),(79 97243.12),
(1 15034.509),(2 34715.195),(3 45310.586),(4 52277.453),(5 55750.477),(6 58561.85),(7 61678.38),(8 64587.902),(9 66677.77),(10 69073.836),(11 72149.23),(12 74371.47),(13 73543.13),(14 73955.32),(15 75483.72),(16 77774.58),(17 79785.5),(18 80056.586),(19 79986.32),(20 80729.16),(21 81154.234),(22 80998.77),(23 80856.21),(24 80904.03),(25 82253.69),(26 82763.734),(27 82910.586),(28 83452.53),(29 83734.15),(30 83029.08),(31 82258.59),(32 81972.93),(33 82024.72),(34 82950.96),(35 84116.66),(36 83958.195),(37 82919.125),(38 81469.88),(39 81583.76),(40 82973.42),(41 84483.54),(42 84758.92),(43 83760.38),(44 82905.664),(45 83397.92),(46 84103.84),(47 84184.07),(48 84436.66),(49 84112.336),(50 84021.36),(51 83218.03),(52 82463.19),(53 81623.17),(54 82513.9),(55 83760.23),(56 84312.77),(57 84671.26),(58 84970.34),(59 84762.94),(60 83748.66),(61 83185.03),(62 83254.71),(63 82707.7),(64 81793.63),(65 80961.5),(66 80110.44),(67 79741.57),(68 79920.92),(69 81127.38),(70 81468.3),(71 81597.08),(72 82225.7),(73 83143.77),(74 83741.266),(75 83596.234),(76 83059.01),(77 83771.29),(78 83940.83),(79 83960.09),
(1 14299.25),(2 32743.08),(3 43893.5),(4 51308.414),(5 54703.285),(6 57659.72),(7 60712.293),(8 62849.465),(9 65073.094),(10 68362.16),(11 70947.65),(12 72602.58),(13 73114.42),(14 74464.93),(15 75823.22),(16 77110.61),(17 77883.34),(18 78234.08),(19 79304.01),(20 79730.06),(21 79640.42),(22 80118.32),(23 80904.81),(24 82135.89),(25 82372.83),(26 82390.65),(27 82317.88),(28 82969.95),(29 83484.46),(30 83701.84),(31 83266.87),(32 81950.63),(33 82044.05),(34 82837.19),(35 82540.61),(36 82298.375),(37 81416.016),(38 80522.61),(39 81448.78),(40 83072.766),(41 83381.85),(42 82201.516),(43 81533.88),(44 82324.7),(45 83759.97),(46 84030.1),(47 83970.39),(48 84014.96),(49 84457.25),(50 85470.805),(51 85024.2),(52 83836.04),(53 84177.05),(54 85705.586),(55 85460.15),(56 84965.74),(57 84761.875),(58 84532.85),(59 84361.555),(60 84116.945),(61 84388.664),(62 85031.82),(63 85363.05),(64 85494.38),(65 85705.2),(66 86297.55),(67 85936.766),(68 85409.71),(69 87142.57),(70 87852.05),(71 88125.336),(72 88283.836),(73 89009.055),(74 89067.78),(75 89429.42),(76 90494.375),(77 90702.805),(78 90618.62),(79 90319.79),
(1 14477.777),(2 33282.86),(3 44331.336),(4 50875.652),(5 53682.246),(6 55930.613),(7 58717.61),(8 60784.76),(9 62424.51),(10 65124.258),(11 67921.836),(12 69173.375),(13 70207.41),(14 71805.32),(15 72460.92),(16 72725.26),(17 73002.55),(18 73625.945),(19 74111.234),(20 74501.9),(21 74734.086),(22 75278.96),(23 76360.95),(24 77293.68),(25 78302.445),(26 78202.84),(27 77851.445),(28 78008.016),(29 77990.47),(30 76622.18),(31 75279.52),(32 74563.28),(33 74869.36),(34 75085.41),(35 75967.82),(36 77189.01),(37 77118.805),(38 76700.68),(39 76593.24),(40 76845.68),(41 76151.83),(42 74594.51),(43 74367.87),(44 75794.445),(45 76657.484),(46 77314.25),(47 76728.68),(48 76584.69),(49 76938.18),(50 77908.72),(51 77266.22),(52 76567.43),(53 77685.96),(54 78967.27),(55 77975.95),(56 77162.94),(57 77267.44),(58 77634.53),(59 77864.49),(60 77204.414),(61 77495.52),(62 78225.97),(63 79201.14),(64 79830.29),(65 80028.41),(66 79777.37),(67 79094.58),(68 79461.55),(69 80605.02),(70 81704.23),(71 81928.17),(72 81579.45),(73 81125.74),(74 81058.49),(75 81961.66),(76 82102.77),(77 81286.05),(78 82177.64),(79 83383.36),
(1 13770.946),(2 31577.352),(3 41462.586),(4 47333.824),(5 49552.203),(6 51156.223),(7 53575.855),(8 55689.965),(9 57467.62),(10 60322.68),(11 62859.69),(12 64202.06),(13 64711.066),(14 65447.316),(15 66266.05),(16 67217.99),(17 68683.98),(18 70326.7),(19 72044.09),(20 72912.62),(21 73532.16),(22 73158.25),(23 72851.5),(24 73875.1),(25 74806.11),(26 74946.83),(27 74942.484),(28 74321.87),(29 73309),(30 72715.72),(31 72824.13),(32 73186.09),(33 72997.71),(34 72951.28),(35 74368.86),(36 75083.82),(37 74137.336),(38 73315.05),(39 73792.45),(40 74196.04),(41 73093.77),(42 72631.59),(43 72616.49),(44 72345.2),(45 72536.97),(46 73252.99),(47 73009.02),(48 73340.24),(49 73929.78),(50 73549.18),(51 73145.016),(52 72703.02),(53 73040.805),(54 73834.3),(55 74204.8),(56 74514.59),(57 75119.97),(58 74766.445),(59 75324.43),(60 75500.805),(61 74924.08),(62 75032.016),(63 75271.13),(64 75437.44),(65 75440.72),(66 75234.484),(67 75300.17),(68 76117.414),(69 77532.32),(70 77471.41),(71 77024.11),(72 76909.73),(73 76934.76),(74 77542.17),(75 77392.04),(76 77155.5),(77 77925.38),(78 78825.53),(79 79822),
