1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 2997.1362),(2 4636.047),(3 5966.4526),(4 7051.5327),(5 7764.4355),(6 8304.406),(7 8456.745),(8 8516.384),(9 8517.186),(10 8404.43),(11 8212.367),(12 8167.494),(13 7939.428),(14 7777.4556),(15 7767.0386),(16 7793.0645),(17 7822.407),(18 7883.4116),(19 8015.3696),(20 8097.3047),(21 8147.776),(22 8199.03),(23 8212.282),(24 8186.141),(25 8169.0454),(26 8150.2188),(27 8151.8228),(28 8055.3696),(29 8070.12),(30 8108.9),(31 8114.5),(32 8072.376),(33 8118.2427),(34 8278.915),(35 8313.328),(36 8379.717),(37 8355.683),(38 8376.628),(39 8404.026),(40 8290.989),(41 8158.6504),(42 8140.227),(43 8060.874),(44 7985.1626),(45 8050.733),(46 7957.5044),(47 8029.5283),(48 8164.977),(49 8268.634),(50 8367.669),(51 8381.434),(52 8515.743),(53 8557.724),(54 8760.263),(55 8637.992),(56 8670.111),(57 8547.937),(58 8519.149),(59 8348.026),(60 8222.399),(61 8072.446),(62 8024.4473),(63 8003.999),(64 8013.1885),(65 8224.303),(66 8386.954),(67 8428.474),(68 8359.236),(69 8299.46),(70 8144.8096),(71 8059.009),(72 8085.1196),(73 8109.996),(74 8110.297),(75 8089.924),(76 7990.26),(77 7888.3213),(78 7952.4316),(79 8040.354),
(1 3102.3792),(2 4679.8633),(3 6111.524),(4 7441.9087),(5 8262.316),(6 8782.144),(7 9084.712),(8 9184.186),(9 9038.555),(10 8700.076),(11 8305.499),(12 8135.5767),(13 7808.7373),(14 7703.3984),(15 7786.893),(16 7763.368),(17 7861.1563),(18 7866.3555),(19 8023.068),(20 8252.878),(21 8386.097),(22 8441.107),(23 8440.329),(24 8385.36),(25 8298.941),(26 8218.035),(27 8239.34),(28 8143.168),(29 8024.975),(30 8004.858),(31 8098.7603),(32 8213.658),(33 8378.194),(34 8543.633),(35 8616.911),(36 8619.073),(37 8647.538),(38 8619.388),(39 8537.514),(40 8372.896),(41 8274.049),(42 8210.537),(43 8278.232),(44 8188.444),(45 8089.5625),(46 8073.09),(47 8103.7417),(48 8188.2554),(49 8310.369),(50 8521.55),(51 8598.153),(52 8837.888),(53 8953.728),(54 9181.853),(55 9218.063),(56 9119.739),(57 8883.12),(58 8756.622),(59 8412.577),(60 8185.3125),(61 7884.9756),(62 7826.3755),(63 7899.64),(64 8106.311),(65 8400.494),(66 8714.589),(67 8812.854),(68 8789.809),(69 8629.391),(70 8434.546),(71 8286.134),(72 8216.446),(73 8181.5737),(74 8159.0864),(75 8205.134),(76 8299.473),(77 8430.721),(78 8386.212),(79 8298.012),
(1 2992.1194),(2 4515.4307),(3 5843.9946),(4 6986.6206),(5 7663.09),(6 8174.4985),(7 8391.314),(8 8412.269),(9 8291.364),(10 8198.43),(11 7858.847),(12 7799.781),(13 7630.302),(14 7570.933),(15 7570.365),(16 7623.8887),(17 7601.286),(18 7653.0835),(19 7770.6084),(20 7956.261),(21 8044.0044),(22 8103.1807),(23 8073.762),(24 7997.7363),(25 7947.003),(26 7956.8086),(27 7881.4834),(28 7777.371),(29 7781.6016),(30 7830.4893),(31 7851.5234),(32 7895.486),(33 7951.3135),(34 8032.211),(35 8065.6055),(36 8192.906),(37 8220.826),(38 8189.71),(39 8071.1274),(40 7879.6274),(41 7769.1865),(42 7786.2124),(43 7788.49),(44 7878.0586),(45 7871.7344),(46 7977.136),(47 8027.6445),(48 8142.037),(49 8248.281),(50 8396.971),(51 8468.817),(52 8483.556),(53 8557.78),(54 8626.037),(55 8646.971),(56 8595.101),(57 8414.183),(58 8235.624),(59 7900.6445),(60 7732.303),(61 7570.1196),(62 7522.686),(63 7684.307),(64 7919.6113),(65 8141.3916),(66 8351.832),(67 8303.596),(68 8324.311),(69 8285.825),(70 8089.3623),(71 8048.667),(72 8124.6387),(73 8111.0815),(74 8082.0195),(75 7970.964),(76 7844.1904),(77 7863.9497),(78 7896.9473),(79 8014.3125),
(1 2966.2253),(2 4522.34),(3 5812.783),(4 7004.9893),(5 7860.601),(6 8538.065),(7 8872.064),(8 8988.095),(9 8778.7295),(10 8407.791),(11 8013.536),(12 7833.026),(13 7565.9663),(14 7434.8936),(15 7423.2866),(16 7460.374),(17 7554.3154),(18 7668.4663),(19 7878.1123),(20 7980.8213),(21 8190.126),(22 8181.802),(23 8242.19),(24 8300.691),(25 8233.499),(26 8198.545),(27 8229.395),(28 8193.255),(29 8224.213),(30 8248.754),(31 8230.218),(32 8252.226),(33 8199.095),(34 8219.858),(35 8242.438),(36 8273.253),(37 8166.476),(38 8157.903),(39 8041.696),(40 7857.468),(41 7715.4697),(42 7717.7),(43 7752.4214),(44 7689.67),(45 7779.1035),(46 7806.939),(47 7939.024),(48 8093.5146),(49 8358.282),(50 8550.625),(51 8677.433),(52 8724.881),(53 8740.197),(54 8765.224),(55 8576.677),(56 8428.986),(57 8118.7046),(58 7901.729),(59 7750.953),(60 7735.0244),(61 7677.6323),(62 7867.9897),(63 8017.093),(64 8171.8633),(65 8298.228),(66 8460.818),(67 8325.496),(68 8259.991),(69 8142.4937),(70 7984.2617),(71 7898.5996),(72 7916.473),(73 7942.3936),(74 7947.892),(75 8028.779),(76 7982.2837),(77 7942.5723),(78 7955.7896),(79 7963.1016),
(1 2857.9124),(2 4186.7427),(3 5265.112),(4 6243.047),(5 6738.385),(6 7082.071),(7 7240.582),(8 7227.685),(9 7099.6353),(10 6997.701),(11 6906.9004),(12 6953.3804),(13 6795.294),(14 6795.34),(15 6861.6504),(16 6915.2227),(17 7045.423),(18 7015.4473),(19 7036.2227),(20 7014.3833),(21 7057.8486),(22 7083.238),(23 7141.7905),(24 7172.8853),(25 7092.624),(26 7115.7505),(27 7129.485),(28 7071.7573),(29 6998.2383),(30 7080.804),(31 7273.679),(32 7306.803),(33 7325.2153),(34 7323.6616),(35 7364.193),(36 7376.312),(37 7373.1025),(38 7369.4365),(39 7398.947),(40 7335.8),(41 7326.211),(42 7273.2153),(43 7286.3716),(44 7263.9424),(45 7267.42),(46 7271.6353),(47 7285.277),(48 7277.4604),(49 7329.7285),(50 7360.2603),(51 7407.7314),(52 7425.605),(53 7448.886),(54 7551.2217),(55 7533.905),(56 7487.4453),(57 7510.218),(58 7413.868),(59 7322.998),(60 7287.6724),(61 7147.9243),(62 7164.752),(63 7246.7466),(64 7357.9497),(65 7457.444),(66 7617.444),(67 7656.3604),(68 7668.603),(69 7471.98),(70 7362.3013),(71 7270.6216),(72 7248.1846),(73 7316.9727),(74 7362.43),(75 7340.503),(76 7314.3716),(77 7273.892),(78 7285.012),(79 7360.992),
(1 2857.442),(2 4399.0034),(3 5611.7407),(4 6554.5527),(5 7169.0283),(6 7645.915),(7 7862.3076),(8 7927),(9 7705.8735),(10 7528.552),(11 7344.412),(12 7327.9556),(13 7181.2754),(14 7128.325),(15 7163.123),(16 7204.8545),(17 7367.0747),(18 7475.546),(19 7549.4136),(20 7573.79),(21 7524.762),(22 7484.5474),(23 7464.0894),(24 7524.753),(25 7462.7466),(26 7433.306),(27 7317.0938),(28 7214.716),(29 7245.028),(30 7261.6475),(31 7309.1753),(32 7357.213),(33 7462.453),(34 7431.165),(35 7451.86),(36 7450.7617),(37 7431.11),(38 7473.149),(39 7393.2397),(40 7351.78),(41 7302.3687),(42 7343.7393),(43 7298.7466),(44 7249.9136),(45 7199.12),(46 7247.6475),(47 7343.307),(48 7430.597),(49 7610.366),(50 7732.372),(51 7898.7217),(52 7953.271),(53 7941.918),(54 7913.4824),(55 7873.5293),(56 7828.6426),(57 7719.3276),(58 7571.112),(59 7359.6836),(60 7253.6826),(61 7220.1143),(62 7339.5737),(63 7493.4106),(64 7700.3496),(65 7737.075),(66 7803.5923),(67 7739.3735),(68 7773.616),(69 7603.7617),(70 7495.44),(71 7463.0015),(72 7366.927),(73 7386.652),(74 7383.7017),(75 7437.165),(76 7375.008),(77 7340.5073),(78 7334.013),(79 7362.8457),
(1 2826.0493),(2 4178.811),(3 5248.1484),(4 6049.419),(5 6489.7925),(6 6735.5703),(7 6945.2334),(8 7018.9067),(9 7020.612),(10 7022.6377),(11 6962.2715),(12 6903.2534),(13 6700.2334),(14 6671.364),(15 6731.449),(16 6771.2935),(17 6899.172),(18 6947.4736),(19 6981.0273),(20 6965.4844),(21 6941.6733),(22 7009.848),(23 7030.1807),(24 7119.276),(25 6964.9907),(26 6898.538),(27 6860.3594),(28 6808.2886),(29 6820.954),(30 6773.799),(31 6857.2656),(32 6957.6045),(33 7023.917),(34 7040.729),(35 7037.146),(36 7052.116),(37 7044.796),(38 7031.0796),(39 7001.5303),(40 7015.6025),(41 6971.075),(42 6997.04),(43 6917.4907),(44 6873.3203),(45 6800.692),(46 6872.232),(47 6854.9663),(48 6988.7173),(49 7042.2925),(50 7098.2627),(51 7227.939),(52 7275.2827),(53 7342.6914),(54 7339.891),(55 7455.992),(56 7435.2334),(57 7400.716),(58 7341.057),(59 7168.0664),(60 7051.305),(61 6896.825),(62 6889.6367),(63 7005.497),(64 7156.1763),(65 7236.0015),(66 7368.821),(67 7420.1),(68 7425.186),(69 7297.4927),(70 7180.87),(71 7127.205),(72 7121.4556),(73 7123.2744),(74 7128.119),(75 7127.818),(76 7100.5),(77 7104.831),(78 7032.077),(79 7072.143),
(1 2845.9492),(2 4207.0547),(3 5320.854),(4 6274.171),(5 6754.0283),(6 7020.5093),(7 7230.6973),(8 7196.8564),(9 7163.4717),(10 7174.1094),(11 7069.372),(12 7005.5513),(13 6782.3916),(14 6816.618),(15 6827.286),(16 6782.9365),(17 6882.7837),(18 6948.8125),(19 6898.788),(20 6882.046),(21 6882.1084),(22 6878.07),(23 6854.8174),(24 6929.147),(25 6924.3984),(26 6845.5034),(27 6916.823),(28 6942.7075),(29 6958.0337),(30 7022.194),(31 7099.7466),(32 7102.0107),(33 7149.8774),(34 7186.014),(35 7223.7993),(36 7221.406),(37 7103.202),(38 7035.33),(39 6965.405),(40 6929.264),(41 6919.667),(42 6917.242),(43 6985.1304),(44 6948.2837),(45 6973.881),(46 7013.869),(47 7058.0244),(48 7092.8804),(49 7149.608),(50 7353.428),(51 7484.896),(52 7534.2896),(53 7525.964),(54 7433.0854),(55 7526.713),(56 7515.661),(57 7392.9336),(58 7202.9937),(59 7158.591),(60 6969.5967),(61 6869.669),(62 6898.4717),(63 7015.0366),(64 7167.935),(65 7244.2656),(66 7383.744),(67 7462.4937),(68 7374.5767),(69 7218.468),(70 7096.7505),(71 7034.8994),(72 6946.44),(73 6996.989),(74 7060.9487),(75 7072.498),(76 7034.648),(77 6962.2197),(78 6871.3853),(79 6880.0283),
(1 2774.6091),(2 4145.7104),(3 5352.125),(4 6386.4746),(5 7020.114),(6 7494.575),(7 7760.8315),(8 7730.981),(9 7546.67),(10 7335.3174),(11 7014.5938),(12 6987.359),(13 6764.8667),(14 6595.8906),(15 6615.571),(16 6689.03),(17 6699.8643),(18 6852.8237),(19 7004.9033),(20 7119.3765),(21 7250.7153),(22 7306.4253),(23 7333.2124),(24 7367.2856),(25 7252.536),(26 7137.5347),(27 7168.758),(28 7056.0825),(29 7111.7847),(30 7140.2817),(31 7204.453),(32 7274.8643),(33 7382.9595),(34 7436.475),(35 7514.309),(36 7590.8076),(37 7505.2583),(38 7424.313),(39 7336.774),(40 7208.494),(41 7074.094),(42 7077.3794),(43 7055.4185),(44 6924.305),(45 6957.506),(46 7098.0483),(47 7153.042),(48 7152.8096),(49 7312.536),(50 7369.2124),(51 7495.0483),(52 7560.4824),(53 7639.946),(54 7662.4077),(55 7736.8296),(56 7694.9688),(57 7543.049),(58 7376.3247),(59 7172.0815),(60 7042.409),(61 6881.8076),(62 6931.0186),(63 7063.05),(64 7211.4795),(65 7429.15),(66 7557.467),(67 7661.247),(68 7638.152),(69 7442.1436),(70 7270.252),(71 7137.3),(72 7055.319),(73 6988.3955),(74 7039.6777),(75 7054.791),(76 7123.4995),(77 7106.8623),(78 7104.635),(79 7104.081),
(1 2727.3474),(2 4144.487),(3 5372.4473),(4 6303.997),(5 6803.007),(6 7157.6416),(7 7345.852),(8 7291.002),(9 7187.79),(10 6951.9536),(11 6691.447),(12 6745.9917),(13 6579.351),(14 6619.5176),(15 6657.008),(16 6650.3755),(17 6767.0747),(18 6789.0376),(19 6895.486),(20 6868.9907),(21 6899.948),(22 6857.945),(23 6876.757),(24 6856.201),(25 6816.284),(26 6774.84),(27 6858.642),(28 6739.5674),(29 6774.523),(30 6785.74),(31 6869.3228),(32 6878.982),(33 6912.3936),(34 6880.686),(35 6965.903),(36 7005.25),(37 6946.4917),(38 6856.174),(39 6840.8726),(40 6880.21),(41 6903.4253),(42 6912.827),(43 6845.1807),(44 6707.236),(45 6612.3276),(46 6613.4917),(47 6695.811),(48 6739.9277),(49 6922.626),(50 7114.3794),(51 7291.128),(52 7338.8193),(53 7399.003),(54 7399.084),(55 7404.7935),(56 7373.7856),(57 7198.147),(58 7040.2124),(59 6925.5464),(60 6803.9844),(61 6818.9707),(62 6816.532),(63 6906.8774),(64 6971.3516),(65 7014.6177),(66 7164.318),(67 7146.5513),(68 7139.803),(69 7189.351),(70 7190.4004),(71 7124.9272),(72 7009.8584),(73 6893.3276),(74 6831.5854),(75 6734.9404),(76 6794.873),(77 6874.7817),(78 6966.149),(79 6944.7915),
(1 2699.7454),(2 4178.5723),(3 5364.974),(4 6280.471),(5 6848.238),(6 7207.2),(7 7342.5835),(8 7317.7017),(9 7101.665),(10 6991.8623),(11 6785.713),(12 6796.9326),(13 6614.133),(14 6527.9355),(15 6575.745),(16 6639.505),(17 6789.364),(18 6909.141),(19 6918.687),(20 6981.7534),(21 7001.193),(22 7019.657),(23 6954.1694),(24 6957.177),(25 6794.853),(26 6783.4194),(27 6781.3013),(28 6698.753),(29 6631.7065),(30 6581.5957),(31 6580.262),(32 6651.9443),(33 6737.463),(34 6798.4414),(35 6883.856),(36 6886.7754),(37 6864.564),(38 6697.9897),(39 6615.3843),(40 6629.9346),(41 6522.0405),(42 6615.3623),(43 6614.6196),(44 6556.826),(45 6601.1514),(46 6670.2676),(47 6732.908),(48 6841.9795),(49 6954.308),(50 6986.8237),(51 7116.7637),(52 7137.522),(53 7200.8433),(54 7184.717),(55 7109.4897),(56 7042.7847),(57 6970.6123),(58 6890.4463),(59 6804.88),(60 6754.0093),(61 6741.55),(62 6701.924),(63 6774.0513),(64 6909.111),(65 7115.1304),(66 7299.2935),(67 7283.12),(68 7191.0015),(69 7129.356),(70 7083.0566),(71 6997.7197),(72 7044.529),(73 6980.7617),(74 7045.279),(75 7028.9897),(76 6929.95),(77 6893.9517),(78 6848.3145),(79 6805.784),
(1 2648.668),(2 4066.9294),(3 5430.469),(4 6484.9575),(5 7117.8857),(6 7673.9863),(7 7856.024),(8 7832.3154),(9 7594.6274),(10 7303.688),(11 6939.825),(12 6734.143),(13 6479.279),(14 6411.555),(15 6486.0576),(16 6601.35),(17 6713.617),(18 6822.215),(19 6919.9116),(20 7063.2046),(21 7112.6006),(22 7221.885),(23 7209.254),(24 7213.8887),(25 7069.1943),(26 6976.6875),(27 7012.8813),(28 6989.9077),(29 7015.602),(30 7059.1777),(31 7096.5693),(32 7132.3604),(33 7198.2246),(34 7184.726),(35 7113.0054),(36 7159.259),(37 7121.3823),(38 6990.6943),(39 6766.7534),(40 6657.998),(41 6419.923),(42 6434.3193),(43 6394.018),(44 6320.109),(45 6397.9175),(46 6526.602),(47 6752.4795),(48 7069.627),(49 7262.346),(50 7401.557),(51 7652.7964),(52 7728.865),(53 7714.5845),(54 7643.6997),(55 7409.911),(56 7178.372),(57 6865.6045),(58 6644.288),(59 6548.537),(60 6464.1123),(61 6640.5303),(62 6935.1006),(63 7226.2344),(64 7411.342),(65 7512.723),(66 7498.1143),(67 7383.7314),(68 7206.4243),(69 7025.1514),(70 6920.3687),(71 6872.0776),(72 6879.4966),(73 6873.3237),(74 6855.7773),(75 6861.7197),(76 6789.3345),(77 6878.099),(78 6917.5483),(79 6970.408),
(1 2658.831),(2 4040.5342),(3 5383.731),(4 6385.4277),(5 7050.4355),(6 7518.2563),(7 7693.23),(8 7640.8096),(9 7468.0293),(10 7230.594),(11 6917.614),(12 6744),(13 6640.227),(14 6573.1753),(15 6537.924),(16 6571.5527),(17 6662.0513),(18 6693.1143),(19 6794.672),(20 6898.1143),(21 6941.0874),(22 7003.3027),(23 6979.89),(24 6891.9565),(25 6848.1113),(26 6692.197),(27 6719.811),(28 6656.572),(29 6624.8237),(30 6679.7925),(31 6786.333),(32 6788.7856),(33 6903.8623),(34 6956.1626),(35 6981.549),(36 7049.4937),(37 7049.1406),(38 6990.614),(39 6880.422),(40 6822.848),(41 6832.1895),(42 6764.4126),(43 6615.9473),(44 6510.758),(45 6537.613),(46 6638.167),(47 6792.7637),(48 6939.4326),(49 7138.0903),(50 7383.8843),(51 7595.511),(52 7700.925),(53 7689.7485),(54 7579.385),(55 7326.2017),(56 7185.4717),(57 6973.5234),(58 6740.1377),(59 6529.148),(60 6499.484),(61 6499.9185),(62 6817.7813),(63 7140.4814),(64 7456.2656),(65 7604.642),(66 7620.622),(67 7435.225),(68 7234.24),(69 7053.6323),(70 7024.5957),(71 6983.891),(72 7011.0464),(73 6961.6997),(74 6966.0063),(75 6989.1997),(76 6972.345),(77 7016.458),(78 7042.714),(79 7113.703),
(1 2478.0986),(2 3711.9602),(3 4821.3545),(4 5682.2627),(5 6184.845),(6 6549.548),(7 6739.5015),(8 6733.5317),(9 6619.9146),(10 6460.0933),(11 6205.4795),(12 6099.803),(13 6047.9385),(14 6103.398),(15 6166.4883),(16 6248.5874),(17 6294.652),(18 6407.34),(19 6430.0015),(20 6438.989),(21 6457.8613),(22 6507.337),(23 6486.384),(24 6452.815),(25 6391.3545),(26 6326.0063),(27 6330.827),(28 6294.434),(29 6332.8457),(30 6370.7114),(31 6449.0225),(32 6448.9956),(33 6489.065),(34 6450.8037),(35 6375.549),(36 6411.5874),(37 6439.6704),(38 6374.119),(39 6415.0723),(40 6382.0747),(41 6391.1196),(42 6409.7617),(43 6359.8306),(44 6260.321),(45 6254.2627),(46 6313.888),(47 6457.681),(48 6589.331),(49 6706.5938),(50 6839.564),(51 6954.6064),(52 6997.8423),(53 6959.2876),(54 6840.7334),(55 6671.133),(56 6514.6113),(57 6328.2373),(58 6204.6035),(59 6227.9097),(60 6174.61),(61 6281.8223),(62 6520.549),(63 6707.4424),(64 6761.4844),(65 6842.2075),(66 6821.371),(67 6716.145),(68 6553.371),(69 6491.7256),(70 6515.1157),(71 6541.6353),(72 6594.7383),(73 6525.676),(74 6529.1694),(75 6442.1157),(76 6436.2915),(77 6476.997),(78 6516.2085),(79 6583.084),
(1 2499.2166),(2 3723.9595),(3 4785.518),(4 5595.6553),(5 6058.424),(6 6414.94),(7 6647.5854),(8 6584.9023),(9 6442.043),(10 6317.2456),(11 6105.8228),(12 6140.7505),(13 6017.887),(14 6106.5205),(15 6149.731),(16 6207.3423),(17 6331.862),(18 6302.1963),(19 6414.7563),(20 6492.6016),(21 6465.0474),(22 6479.2734),(23 6450.471),(24 6445.1523),(25 6393.8237),(26 6442.584),(27 6414.309),(28 6434.6577),(29 6463.672),(30 6470.0845),(31 6486.927),(32 6508.7593),(33 6602.724),(34 6605.486),(35 6629.5063),(36 6648.2866),(37 6565.164),(38 6425.219),(39 6308.274),(40 6277.444),(41 6192.1387),(42 6181.3105),(43 6172.7197),(44 6254.3423),(45 6408.815),(46 6609.236),(47 6794.2944),(48 6953.089),(49 7137.178),(50 7276.0425),(51 7312.5283),(52 7295.662),(53 7208.517),(54 6994.088),(55 6664.3594),(56 6468.841),(57 6195.659),(58 6136.6343),(59 6301.269),(60 6438.6094),(61 6565.5986),(62 6805.056),(63 7096.0083),(64 7163.726),(65 7181.1245),(66 7096.1353),(67 6858.44),(68 6631.9453),(69 6535.5576),(70 6500.6323),(71 6534.388),(72 6603.4727),(73 6587.407),(74 6626.9297),(75 6557.263),(76 6559.21),(77 6523.1167),(78 6623.604),(79 6714.072),
(1 2422.9434),(2 3557.1406),(3 4495.414),(4 5218.4585),(5 5611.3447),(6 5909.8345),(7 6103.938),(8 6090.0547),(9 6004.19),(10 5926.1016),(11 5810.2925),(12 5755.3574),(13 5699.3154),(14 5699.678),(15 5799.6865),(16 5862.064),(17 6014.512),(18 6048.31),(19 6041.56),(20 6019.1475),(21 6019.401),(22 6026.94),(23 6012.3076),(24 5990.714),(25 5944.9194),(26 5955.0737),(27 5885.4673),(28 5810.346),(29 5790.5107),(30 5887.361),(31 5925.8477),(32 5952.99),(33 5973.762),(34 6036.23),(35 6034.554),(36 6127.257),(37 6144.1235),(38 6036.6255),(39 5984.594),(40 5930.6113),(41 5872.5806),(42 5937.911),(43 5910.0835),(44 5925.959),(45 5970.5854),(46 6137.802),(47 6347.678),(48 6442.88),(49 6571.9263),(50 6640.608),(51 6633.1045),(52 6602.0723),(53 6506.92),(54 6353.966),(55 6186.5874),(56 6167.6265),(57 6127.055),(58 6176.912),(59 6259.0493),(60 6420.431),(61 6518.5166),(62 6646.2383),(63 6646.6455),(64 6639.7017),(65 6611.1655),(66 6533.231),(67 6347.6597),(68 6207.505),(69 6228.2944),(70 6265.5034),(71 6239.36),(72 6251.615),(73 6248.543),(74 6189.772),(75 6153.848),(76 6113.401),(77 6118.2397),(78 6157.171),(79 6102.7256),
(1 2336.0173),(2 3461.3916),(3 4351.4653),(4 5032.328),(5 5345.107),(6 5675.8003),(7 5826.4614),(8 5857.932),(9 5804.3154),(10 5759.9883),(11 5592.443),(12 5531.954),(13 5435.3125),(14 5466.7466),(15 5445.7485),(16 5492.3687),(17 5617.9697),(18 5685.5625),(19 5788.3965),(20 5827.0117),(21 5750.353),(22 5731.1895),(23 5741.2744),(24 5749.2896),(25 5695.422),(26 5625.209),(27 5684.817),(28 5617.2134),(29 5612.8096),(30 5611.3228),(31 5709.885),(32 5705.8984),(33 5765.0596),(34 5846.802),(35 5900.5796),(36 5926.422),(37 5926.717),(38 5848.3057),(39 5886.6113),(40 5864.7944),(41 5814.0366),(42 5762.398),(43 5746.817),(44 5707.9243),(45 5751.361),(46 5800.5747),(47 5870.8384),(48 5931.8594),(49 5997.453),(50 6117.3125),(51 6240.0996),(52 6249.3647),(53 6200.139),(54 6035.113),(55 5880.863),(56 5867.8477),(57 5857.787),(58 5864.3467),(59 5791.745),(60 5836.9907),(61 5875.724),(62 5931.294),(63 6058.6753),(64 6041.333),(65 6040.548),(66 6005.085),(67 5935.0576),(68 5866.5654),(69 5821.6997),(70 5860.516),(71 5907.4595),(72 5896.133),(73 5935.505),(74 5881.3413),(75 5807.3667),(76 5853.2275),(77 5865.955),(78 5806.1855),(79 5843.0244),
