1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 31290.814),(2 69587.305),(3 97781.35),(4 125794.92),(5 147765.39),(6 168776.31),(7 188137.7),(8 206327.38),(9 227397.56),(10 242229.44),(11 256150.75),(12 267217.47),(13 274835.22),(14 282628.56),(15 289386.38),(16 293801.78),(17 297012.94),(18 298147.2),(19 297800.72),(20 299227.06),(21 297207.44),(22 296847.22),(23 296623.28),(24 294912.22),(25 292480.13),(26 290556.8),(27 291462.38),(28 290325.4),(29 290545.28),(30 292288.66),(31 290686.66),(32 293561.84),(33 295281),(34 297613.88),(35 299407.22),(36 301741.7),(37 304193.9),(38 305072.2),(39 305416),(40 305901.72),(41 305484.1),(42 304427.1),(43 302736.72),(44 299095.44),(45 294585.6),(46 287031.53),(47 279086.1),(48 273321.28),(49 266684.6),(50 260834.05),(51 255672.23),(52 249681.47),(53 246878.25),(54 240886.75),(55 238528.17),(56 237774.75),(57 234953.6),(58 231291.08),(59 230262.84),(60 229836.47),(61 229679.73),(62 236604.94),(63 243980.34),(64 249597.92),(65 254724.44),(66 262598.6),(67 274517.9),(68 283079.84),(69 288237),(70 296204.22),(71 300612.3),(72 302543.22),(73 301733.38),(74 301040.94),(75 297940.06),(76 293283.03),(77 288588.44),(78 283587.3),(79 277906.06),
(1 32491.742),(2 70399.82),(3 100129.16),(4 124825.055),(5 141345.4),(6 158200),(7 172471.02),(8 186580.89),(9 198038),(10 202554.52),(11 211628.78),(12 217516.8),(13 221546.92),(14 227087.28),(15 229835.4),(16 233929.2),(17 237871.11),(18 239011.77),(19 239250.94),(20 242245.14),(21 243339.84),(22 247269.39),(23 248121.22),(24 248645.53),(25 248993.05),(26 248176.63),(27 251785.83),(28 250632.69),(29 251318.1),(30 254006.48),(31 256046.25),(32 261699.28),(33 263287.6),(34 269645.53),(35 273890.72),(36 276522.78),(37 279003.03),(38 282795.94),(39 279719.5),(40 277768),(41 278596),(42 278245.47),(43 275071.53),(44 273756.13),(45 271888.06),(46 267857.78),(47 263675.1),(48 258405.17),(49 255659.4),(50 251359.44),(51 248670.39),(52 245173.27),(53 239117.45),(54 235173.38),(55 233981.97),(56 232523.67),(57 231512.47),(58 230705.64),(59 231243.69),(60 234192.16),(61 232557.98),(62 238654.2),(63 244822.33),(64 246825.17),(65 252736.9),(66 256287.16),(67 264864.66),(68 269346.28),(69 270518.38),(70 273935.9),(71 276652.72),(72 273965.06),(73 271790.94),(74 269494.06),(75 265299.28),(76 260359.72),(77 257319.66),(78 253123.06),(79 247990.27),
(1 31180.777),(2 67681.086),(3 94146.17),(4 116425.58),(5 132953.64),(6 149722.81),(7 163478.56),(8 176437.84),(9 186276.11),(10 193638.17),(11 204526.8),(12 214777.17),(13 223104.03),(14 226942.3),(15 230062.83),(16 233657.53),(17 236319.64),(18 237286.72),(19 237871.5),(20 238915.52),(21 239230.64),(22 239453.61),(23 241766.92),(24 240364.03),(25 240977.44),(26 244903.23),(27 247010.56),(28 247205.58),(29 246241.64),(30 243453.67),(31 245014.78),(32 244900.64),(33 244661.7),(34 244787.06),(35 245318.75),(36 243493.47),(37 240722.81),(38 242415.06),(39 244052.31),(40 243330.52),(41 243320.94),(42 244708.97),(43 243594.9),(44 241767.72),(45 240578.5),(46 238378.48),(47 235825.3),(48 233314.6),(49 230417.47),(50 226420.48),(51 224936.6),(52 223602.34),(53 219484.78),(54 216727.14),(55 218440.36),(56 217584.58),(57 217417.5),(58 218890.14),(59 220153.05),(60 221079.9),(61 221425.05),(62 221103.34),(63 223124.56),(64 226173.94),(65 229820.64),(66 230101.5),(67 232324.64),(68 233288.3),(69 236876.6),(70 236751.42),(71 238964.95),(72 242743.42),(73 242997.19),(74 239730.56),(75 240587.9),(76 236918.25),(77 233493.47),(78 231080.06),(79 231521.86),
(1 30236.355),(2 62674.234),(3 85380.73),(4 108130),(5 125230.22),(6 140993.45),(7 153429.16),(8 166146.75),(9 178586.69),(10 187496.63),(11 197286.36),(12 204235.8),(13 210851.9),(14 214313.48),(15 214818.11),(16 217803.11),(17 220387.22),(18 223713.58),(19 228277.67),(20 229449.36),(21 232697.02),(22 232703.69),(23 231932.16),(24 235121.27),(25 236756.5),(26 239626.23),(27 242483.5),(28 244690.33),(29 244063.16),(30 243751.61),(31 244576.94),(32 247002.2),(33 249931.47),(34 250260.13),(35 250964.16),(36 250053.67),(37 250513.92),(38 253237.83),(39 252044.34),(40 250773.8),(41 248113.4),(42 247919.72),(43 248016.83),(44 243354.42),(45 238357.33),(46 233398.98),(47 228554.92),(48 224398.73),(49 220160.31),(50 218002.63),(51 213271.06),(52 210508.27),(53 205121.58),(54 202000.56),(55 203821.16),(56 203302.42),(57 204991.28),(58 204905.22),(59 207750.11),(60 213154.77),(61 219101.72),(62 223969.42),(63 226597.2),(64 231391.28),(65 238177.36),(66 242079.03),(67 243353.3),(68 244333.94),(69 243649.81),(70 244880.19),(71 247257.86),(72 246810.7),(73 247133.23),(74 247353.16),(75 242436.16),(76 241337.64),(77 237455.66),(78 234344.36),(79 231903.94),
(1 28356.98),(2 61311.12),(3 85573.73),(4 110828.46),(5 128783.36),(6 145539.38),(7 158755.05),(8 172787.27),(9 187497.27),(10 199265.44),(11 211497.86),(12 219614.52),(13 227781.94),(14 234187.2),(15 240118.08),(16 246853.75),(17 249045.72),(18 250346.38),(19 252846.5),(20 253560.67),(21 256104.16),(22 257779.55),(23 260062.9),(24 262375.28),(25 264008.5),(26 266611.2),(27 265219.75),(28 265932.53),(29 264507.13),(30 265762.13),(31 266410.88),(32 265402.06),(33 267399.94),(34 266769.25),(35 267831.16),(36 265919.2),(37 264900.84),(38 262688.13),(39 262333.75),(40 258338.02),(41 256061.77),(42 253688.44),(43 249713.81),(44 247341.4),(45 241219.05),(46 238109.28),(47 233308.66),(48 227720.2),(49 224181.28),(50 220359.47),(51 216605.78),(52 213190.69),(53 210355.27),(54 207343.88),(55 208999.22),(56 209118.44),(57 209763),(58 209864.94),(59 207826.55),(60 210020.58),(61 215517.22),(62 221987.58),(63 226743),(64 232208.1),(65 237437.1),(66 246124.55),(67 252526.44),(68 256885.44),(69 263360.78),(70 266178.75),(71 267523.3),(72 267565.5),(73 266670.94),(74 261994.88),(75 255760.98),(76 248335.14),(77 237663.55),(78 229348.14),(79 223667.11),
(1 28207.4),(2 57147.793),(3 80760.31),(4 102596.49),(5 115414.164),(6 128738.79),(7 137116.56),(8 150446.69),(9 164559.77),(10 173956.45),(11 184735.66),(12 192369.42),(13 197183.94),(14 200665.61),(15 203093.63),(16 207903.47),(17 209881.25),(18 215597.02),(19 219607.52),(20 218816.11),(21 221263.94),(22 221187.95),(23 225909.28),(24 228396),(25 231844.78),(26 236919.4),(27 240712.22),(28 245275.92),(29 246897.86),(30 250104.48),(31 251528.17),(32 252025.66),(33 252070.17),(34 252026.81),(35 249295.81),(36 244600.02),(37 245013.02),(38 242510.94),(39 241044.92),(40 237995.8),(41 234271.69),(42 230772.72),(43 227618.98),(44 223324.39),(45 218565.84),(46 215793.08),(47 207716.47),(48 201333),(49 196403.92),(50 191114.22),(51 186813.73),(52 185115.89),(53 183751.66),(54 181477.33),(55 179978.17),(56 182034.47),(57 183751.89),(58 181825.25),(59 184131.73),(60 184172.61),(61 188618.8),(62 194452.17),(63 201023.1),(64 208850.58),(65 212597.66),(66 217961.64),(67 220499.81),(68 223445.38),(69 225723.95),(70 227158.86),(71 225380.23),(72 224145.05),(73 220157.97),(74 215571.47),(75 210143.55),(76 206591.48),(77 201379.17),(78 194106.39),(79 193847.8),
(1 25662.55),(2 53575.72),(3 76087.79),(4 97071.086),(5 110922.89),(6 121660.805),(7 131760.27),(8 142256.36),(9 149905),(10 155984.33),(11 164815.1),(12 173697.75),(13 176535.64),(14 178896.9),(15 182316.83),(16 186568.98),(17 189849.28),(18 192447.56),(19 195198.72),(20 196756.53),(21 197539.11),(22 197504.9),(23 199296.92),(24 197653.63),(25 199337.94),(26 200299.14),(27 201762.9),(28 202741.84),(29 203533.1),(30 205649.84),(31 208240.44),(32 208754.1),(33 208941.56),(34 208942.94),(35 208427.31),(36 211404.23),(37 214823.13),(38 214010.81),(39 213901.6),(40 212597.42),(41 213020.83),(42 213010.05),(43 216130.02),(44 215391.31),(45 211398.6),(46 210495.27),(47 208491.34),(48 202683.53),(49 199285.19),(50 197435.42),(51 196502.84),(52 193613.31),(53 193160.55),(54 194910.98),(55 191863.8),(56 190348.98),(57 188615.83),(58 185503.88),(59 184061.77),(60 184340.56),(61 186110.34),(62 191917.14),(63 195760.95),(64 201348.17),(65 203944.22),(66 207334.88),(67 209847.45),(68 209989.08),(69 212952.47),(70 213708.23),(71 214017),(72 214628.64),(73 212497.72),(74 212157.86),(75 209906.47),(76 207864.5),(77 201412.92),(78 196707.63),(79 192788.95),
(1 25976.623),(2 53827.47),(3 77670.945),(4 99817.47),(5 114948.086),(6 132018),(7 146107.52),(8 161428.38),(9 176412.63),(10 186422.1),(11 199786.17),(12 208017.75),(13 212358.17),(14 217232.77),(15 219689.61),(16 224540.03),(17 226255.9),(18 227622.36),(19 228833.33),(20 231430.14),(21 231158.1),(22 229796.75),(23 229904.78),(24 227769.47),(25 228746.3),(26 227610.23),(27 228651.02),(28 227323.75),(29 224852.03),(30 221834.28),(31 219439.6),(32 214611.38),(33 214728.1),(34 216731.45),(35 216624.31),(36 216690.42),(37 216280.06),(38 216480.22),(39 215418.2),(40 213972.58),(41 213771.56),(42 211514.03),(43 209682.05),(44 209900.25),(45 205162.22),(46 205003.84),(47 203363.98),(48 201478.95),(49 202637.92),(50 203356.23),(51 205478.08),(52 209343.63),(53 214634.5),(54 217514.31),(55 221544.95),(56 224604.06),(57 226425.14),(58 227635.86),(59 228133.97),(60 228323.13),(61 233327.34),(62 240506.19),(63 245109.86),(64 249108.63),(65 250626.86),(66 250603.72),(67 251565.45),(68 248548.78),(69 246848),(70 241411.92),(71 238686.92),(72 234183.92),(73 228558.39),(74 223566.34),(75 215958.28),(76 210841.97),(77 204975.75),(78 198555.11),(79 193923.81),
(1 25159.416),(2 51181.125),(3 70458.76),(4 87042.164),(5 96971.57),(6 105262.7),(7 115227.695),(8 122546.1),(9 128545.47),(10 133932),(11 141876.56),(12 150254.94),(13 155215.17),(14 160298.33),(15 162647.83),(16 166960.36),(17 168597.39),(18 169144.83),(19 168499.19),(20 169962.55),(21 170483.83),(22 170858.66),(23 171917.98),(24 173852.61),(25 175875.83),(26 175935.53),(27 177075.44),(28 177071.64),(29 177764.61),(30 177889.56),(31 178797.1),(32 179651.3),(33 181432.95),(34 184002.2),(35 182410.97),(36 186308.75),(37 186553.8),(38 189433.78),(39 190595.61),(40 193888.77),(41 194826.02),(42 191982.11),(43 191124.56),(44 190599.06),(45 189220.5),(46 187546.19),(47 186325.56),(48 182496.19),(49 178989.42),(50 178339.78),(51 174891),(52 173643),(53 173648.42),(54 172664.78),(55 168743.83),(56 166915.78),(57 164965.88),(58 164014.13),(59 163949.78),(60 167613.05),(61 173048.81),(62 176387.75),(63 180746.45),(64 186603.45),(65 188563.69),(66 189580.86),(67 191626.17),(68 192973.3),(69 193332.31),(70 190956.84),(71 190458.94),(72 191034.6),(73 189043.92),(74 187329.19),(75 184829.8),(76 183512.02),(77 181669.6),(78 176813.48),(79 173522.53),
(1 24569.135),(2 50960.523),(3 73446.05),(4 92989.41),(5 106839.305),(6 121666.2),(7 134318.5),(8 145421.88),(9 156201.73),(10 164655.97),(11 172011.88),(12 176609.98),(13 180324.3),(14 182480.77),(15 184522.72),(16 184795.06),(17 182212.75),(18 183003.28),(19 182863.4),(20 183922.56),(21 184209.53),(22 185780.11),(23 185841.6),(24 189572.69),(25 190826.78),(26 190979.7),(27 191729.9),(28 191237.86),(29 190685.19),(30 189216.25),(31 189103.77),(32 188808.4),(33 189082.4),(34 189168.6),(35 190782.23),(36 191475.38),(37 193536.61),(38 195475.66),(39 196103.64),(40 195979.06),(41 199351.69),(42 199159.19),(43 197559.95),(44 193043.7),(45 189064.97),(46 184663.84),(47 179858.1),(48 175353.4),(49 171197.22),(50 170485.7),(51 169173.02),(52 170028.22),(53 170426.36),(54 168235.66),(55 167649.3),(56 168697.27),(57 170181.53),(58 172454.02),(59 173852.25),(60 176246.45),(61 180886.52),(62 185248.25),(63 192115.16),(64 196293.89),(65 197156.88),(66 197023.86),(67 196291.2),(68 197047.56),(69 194770.56),(70 192374.3),(71 189364.19),(72 186358.27),(73 183336.73),(74 178824.86),(75 177916.22),(76 177754.23),(77 178884.08),(78 178882.06),(79 178850.34),
(1 24188.521),(2 47980.516),(3 66677.414),(4 82806.63),(5 94714.12),(6 106439.44),(7 117245.72),(8 126778.16),(9 136874.36),(10 146306.42),(11 152806.13),(12 155328.27),(13 160558.28),(14 166300.23),(15 171021.3),(16 174530.72),(17 176816.52),(18 180500.34),(19 178498.19),(20 179521.7),(21 180897.16),(22 180271.6),(23 179889.73),(24 181099.22),(25 181880.77),(26 182335.83),(27 182794.08),(28 183216.86),(29 182353.52),(30 182925.81),(31 182391.05),(32 178338.95),(33 178482.66),(34 180180.64),(35 179580.31),(36 179179.45),(37 181449.48),(38 182658.13),(39 180274.11),(40 182257.7),(41 179298.36),(42 179322.58),(43 179087.81),(44 176257.31),(45 174545.78),(46 174521.78),(47 171441),(48 168115.73),(49 166438.69),(50 166468.34),(51 163859.45),(52 163287.6),(53 165651.45),(54 165776.8),(55 166255.66),(56 166840.23),(57 166769.33),(58 164795.11),(59 163067.55),(60 164203.89),(61 164733.6),(62 166365.81),(63 168734.05),(64 169946.03),(65 170698.13),(66 170969.27),(67 167894.17),(68 166478.22),(69 167101.92),(70 166254.48),(71 165230.48),(72 163064.75),(73 162419.31),(74 159147.36),(75 159345.05),(76 158535.81),(77 156951.36),(78 158739.58),(79 157843.63),
(1 23382.666),(2 46009.08),(3 62213.152),(4 78179.74),(5 88513.125),(6 97824.055),(7 106506.09),(8 113299.46),(9 120457.266),(10 127656.68),(11 134593),(12 139908.55),(13 141087.9),(14 142927.73),(15 143887.44),(16 145099.25),(17 145892.28),(18 146871.36),(19 147188.7),(20 150009.16),(21 151223.64),(22 152599.39),(23 153192.13),(24 154635.19),(25 156795.23),(26 157551.7),(27 156784.25),(28 156901.36),(29 157580.03),(30 158324.92),(31 160680.44),(32 159393.66),(33 160753.02),(34 161695),(35 159491.08),(36 158992.42),(37 161173.86),(38 159924.08),(39 158727.13),(40 159595.97),(41 161219.19),(42 159136.95),(43 158859.89),(44 158629.52),(45 156905.27),(46 156711.19),(47 155207.92),(48 152084.28),(49 152402.56),(50 151485.78),(51 150069.55),(52 150000.39),(53 152193.58),(54 153877.53),(55 154341.13),(56 154166.66),(57 154528.27),(58 155850.61),(59 156234.22),(60 157155.56),(61 158904.45),(62 159764.38),(63 160792.72),(64 161800.27),(65 163607.19),(66 167574.7),(67 166916.39),(68 166090.72),(69 165390.8),(70 164319.6),(71 162040.22),(72 158952.53),(73 156918.03),(74 156181.95),(75 154887.81),(76 155113.83),(77 154219.7),(78 153953.95),(79 152468.11),
(1 23085.97),(2 44577.32),(3 62021.902),(4 77576.19),(5 88098.33),(6 98646.414),(7 108494.52),(8 118767.92),(9 129785.3),(10 138684.56),(11 146902.72),(12 151941.83),(13 154749.83),(14 157572.95),(15 160296.64),(16 162378.48),(17 162324.39),(18 163212.69),(19 163785.17),(20 163686.75),(21 163384.92),(22 163787.77),(23 165149.19),(24 165567.3),(25 166805.75),(26 166636.28),(27 165168.3),(28 165321.31),(29 165538.27),(30 165721.7),(31 166903.27),(32 165441.67),(33 164391.52),(34 164440.27),(35 164443.84),(36 165407.83),(37 164053.31),(38 162097.97),(39 161675.34),(40 159368.45),(41 159223.36),(42 155653.64),(43 153356.8),(44 153487.1),(45 151435.2),(46 151188.06),(47 150802.8),(48 152556.36),(49 152937.02),(50 151654.55),(51 151780.98),(52 151827.33),(53 155425.75),(54 157638.5),(55 158002.39),(56 158284.5),(57 159593.81),(58 160962.5),(59 162099.67),(60 165642.34),(61 165519.17),(62 165504.53),(63 166349.78),(64 167309.44),(65 167431.08),(66 168697.86),(67 166891.6),(68 165565.34),(69 163474.36),(70 160533.83),(71 157331.5),(72 154087.98),(73 150806.63),(74 149014.5),(75 147519.42),(76 145674.63),(77 147747.9),(78 146421.4),(79 149749.38),
(1 23010.695),(2 44760.62),(3 61894.523),(4 77194.62),(5 87855.99),(6 97212.836),(7 107319.69),(8 116442.86),(9 125413.945),(10 134333.48),(11 144823.3),(12 150718.89),(13 152812.42),(14 155941.45),(15 156769.08),(16 157757.84),(17 155726.69),(18 155920.13),(19 158592.14),(20 160977.94),(21 160789.08),(22 159431.08),(23 161133.64),(24 160395.83),(25 160314.6),(26 159456.23),(27 158657.31),(28 159633.4),(29 159063.8),(30 159034.8),(31 160379.53),(32 159647.34),(33 157727.66),(34 158288.61),(35 156449.56),(36 158415.23),(37 159307.9),(38 155871.27),(39 154921.97),(40 152751.64),(41 151785.48),(42 152805.11),(43 151347.25),(44 150939.58),(45 150376.16),(46 149476.08),(47 147669.8),(48 149813.16),(49 149775.3),(50 150035.55),(51 150962.45),(52 151939.84),(53 152979.05),(54 153245.95),(55 154396.45),(56 155156.8),(57 154270.95),(58 154091.92),(59 154230.66),(60 158308.05),(61 160136.11),(62 160235.47),(63 162053.81),(64 164347.28),(65 164197.36),(66 165486.3),(67 164048.44),(68 163090.17),(69 160690.72),(70 156875.52),(71 156236.13),(72 154927.69),(73 153936.69),(74 152905),(75 152981.16),(76 152849.4),(77 149988.78),(78 149111.42),(79 149658.81),
(1 22729.951),(2 43962.445),(3 61379.297),(4 76679.12),(5 89330.73),(6 101145.72),(7 112938.734),(8 122021.336),(9 129898.45),(10 138864.44),(11 147089.14),(12 151295.73),(13 154473.47),(14 157230.55),(15 159824.14),(16 159614.34),(17 157526.75),(18 157932.39),(19 157674.34),(20 157782.89),(21 157100.03),(22 157117.61),(23 158948.67),(24 159330.11),(25 159877.9),(26 160179.27),(27 160147.69),(28 162063.47),(29 160859.03),(30 161514.39),(31 161822.67),(32 160628.94),(33 158727.92),(34 158857.95),(35 156882.8),(36 155348.61),(37 155070.69),(38 153803.97),(39 150617.38),(40 151019.33),(41 148394.53),(42 147290.16),(43 147471.23),(44 146107.72),(45 144380.31),(46 145666.95),(47 146296.27),(48 145299.58),(49 145869.61),(50 145819.28),(51 147405.6),(52 148079.61),(53 151477.19),(54 153372.42),(55 156458.42),(56 157855.6),(57 160049.89),(58 163883.4),(59 165615.61),(60 168972.27),(61 171011.92),(62 173391.8),(63 173840.97),(64 176845.16),(65 178173.28),(66 178230.36),(67 175294.92),(68 173691.84),(69 170886.69),(70 167881.23),(71 166185.61),(72 163541.75),(73 160726.23),(74 157298.61),(75 155517.31),(76 153001.28),(77 151328.86),(78 152868.73),(79 155915.77),
(1 23166.639),(2 47074.8),(3 67048.734),(4 85124.125),(5 98475.305),(6 112236.016),(7 125108.51),(8 136666.61),(9 149565.16),(10 159431.08),(11 167905.16),(12 173932.25),(13 180291.03),(14 189949.83),(15 195265.11),(16 199767.7),(17 201125.11),(18 203971.34),(19 202102.98),(20 199745.19),(21 198099.38),(22 196659.03),(23 198248.8),(24 199130.86),(25 200936),(26 201030.3),(27 201250.52),(28 201505.11),(29 202370.53),(30 203015.17),(31 201841.6),(32 199612.72),(33 198482.4),(34 197299.7),(35 194310.66),(36 190524.81),(37 186183.64),(38 180345.4),(39 173715.42),(40 170684.69),(41 163000.6),(42 161072.64),(43 155974.11),(44 150087.69),(45 148926.98),(46 144701.23),(47 144095.48),(48 142299.53),(49 140235.06),(50 139829.3),(51 139561.13),(52 140351.81),(53 141230.3),(54 143589.47),(55 147429.02),(56 150221.13),(57 154708.03),(58 158756.17),(59 164560.17),(60 169610.13),(61 172993.77),(62 179371.02),(63 180751.53),(64 185600.06),(65 188569.23),(66 190299.34),(67 189241.22),(68 188373.6),(69 185579.06),(70 182734.25),(71 176673.88),(72 170109.03),(73 166751.69),(74 161145.67),(75 156197.83),(76 153590.78),(77 147584.86),(78 147490.42),(79 146652.6),
(1 22335.83),(2 44276.29),(3 64326.266),(4 83015.26),(5 96619.81),(6 109904.9),(7 123120.75),(8 135711.2),(9 148243.9),(10 156904.83),(11 164181.42),(12 169217.66),(13 175327.89),(14 181027.7),(15 185600.38),(16 188712.31),(17 190686.11),(18 190848.23),(19 187849.4),(20 185660.42),(21 182881.83),(22 182143.83),(23 182562.83),(24 181832.5),(25 181480.14),(26 178292.63),(27 176982.94),(28 176073.06),(29 174604.17),(30 174975.69),(31 172820.58),(32 171011.42),(33 169804.55),(34 169138.22),(35 168280.7),(36 165966.77),(37 165626.8),(38 163950.77),(39 162011.64),(40 161165.17),(41 159051.53),(42 159495.78),(43 156818.08),(44 153777.48),(45 152824.89),(46 148487.19),(47 146142.03),(48 141809.28),(49 140439.89),(50 138944.42),(51 138372.88),(52 139088.13),(53 141074.92),(54 141038.94),(55 142465.88),(56 143377.72),(57 148353.97),(58 151711.16),(59 158361.78),(60 165702.03),(61 172585.89),(62 178283.66),(63 185172.56),(64 189832.9),(65 193346.69),(66 193950.84),(67 193059.48),(68 194577.92),(69 191251.08),(70 187666.2),(71 182095.55),(72 176200.39),(73 169372.22),(74 164293.42),(75 156933.1),(76 152955.78),(77 148462.5),(78 148408.34),(79 148184.73),
(1 21128.42),(2 41476.2),(3 59046.266),(4 74007.836),(5 85087.4),(6 94222.625),(7 103291),(8 110847.71),(9 118164.625),(10 124065.73),(11 127395.19),(12 130777.03),(13 134243.64),(14 136577.98),(15 138491.69),(16 141007.31),(17 142593.16),(18 142220.95),(19 142191.52),(20 142737.77),(21 144442.9),(22 145628.06),(23 146315.53),(24 145644.27),(25 146353.53),(26 146307.5),(27 146859.42),(28 147335.9),(29 147100.95),(30 147777.53),(31 148419.45),(32 148003.66),(33 147495.92),(34 146717.14),(35 144633.86),(36 144689.22),(37 143304.55),(38 141831.19),(39 141025.84),(40 140805.7),(41 140621.8),(42 139597.69),(43 136836.05),(44 138183.3),(45 137654.78),(46 137229.2),(47 137410.56),(48 136478),(49 135706.1),(50 137538.78),(51 138332.52),(52 139143.61),(53 140938.9),(54 140753.83),(55 142581.69),(56 144111.02),(57 149083.36),(58 151013.61),(59 152880.17),(60 156015.23),(61 158247.95),(62 160707.63),(63 161384.25),(64 163951.56),(65 164211.92),(66 162366.02),(67 162328.3),(68 160103.5),(69 158305.58),(70 154159.95),(71 151684.56),(72 148252.98),(73 144986.84),(74 142584.81),(75 140167.2),(76 139262.88),(77 138726.05),(78 138888.44),(79 140989.33),
(1 21275.412),(2 40030.695),(3 55942.97),(4 69801.62),(5 80387.664),(6 88455.586),(7 95165.47),(8 99442.61),(9 105983.34),(10 109678.08),(11 113321.23),(12 115782.09),(13 118627.61),(14 121606.02),(15 124590.65),(16 128413.266),(17 130767.84),(18 129495.84),(19 128550.57),(20 127861.41),(21 127087.945),(22 128116.27),(23 129114.24),(24 129463.98),(25 129531.87),(26 129422.5),(27 129848.195),(28 131457.28),(29 131275.73),(30 130687.664),(31 131022.336),(32 131847.36),(33 131315.75),(34 131200.02),(35 129954.48),(36 130897.84),(37 129482.93),(38 127425.055),(39 126554.69),(40 126574.555),(41 126320.45),(42 128423.945),(43 127107.51),(44 129470.836),(45 129734.4),(46 130643.19),(47 131542.81),(48 132789.06),(49 133956.13),(50 134301.23),(51 132631.23),(52 130869.65),(53 129435.484),(54 128219.88),(55 127833.03),(56 125375.64),(57 126018.04),(58 126245.52),(59 128393.76),(60 129245.805),(61 131076.6),(62 132231.75),(63 133848.47),(64 136934.03),(65 137754.7),(66 137222.9),(67 138566.42),(68 137482.44),(69 135249.28),(70 134544.61),(71 133374.63),(72 134152.86),(73 134921.33),(74 138913.23),(75 139710.25),(76 140992.7),(77 142529.7),(78 140569.69),(79 140100.23),
