1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 18552.59),(2 44265.242),(3 62785.86),(4 74902.67),(5 82885.11),(6 90275.44),(7 97933.36),(8 104125.05),(9 108367.74),(10 111504.195),(11 115242.59),(12 119161.07),(13 122855.52),(14 125283.164),(15 126041.86),(16 126123.64),(17 127249.664),(18 127354.18),(19 127275.64),(20 125621.39),(21 126396.516),(22 127514.43),(23 126464.76),(24 128104.26),(25 129873.24),(26 128363.6),(27 126908.055),(28 125477.07),(29 123398.71),(30 123221.37),(31 122797.8),(32 120694.67),(33 121156.39),(34 124462.44),(35 125937.21),(36 127274.375),(37 127317.03),(38 126877.28),(39 129133.84),(40 132089.98),(41 133763.67),(42 134794.1),(43 135430.4),(44 134392.98),(45 132812.08),(46 131593.1),(47 130576.3),(48 132906.83),(49 134201.66),(50 135411.11),(51 135966.97),(52 134960.72),(53 135700.56),(54 137171.45),(55 137163.39),(56 136870.94),(57 136983.48),(58 135109.67),(59 134331.89),(60 135256.92),(61 135004.81),(62 134489.6),(63 135969.4),(64 137306.92),(65 138383.45),(66 137860.94),(67 136899.44),(68 136053.83),(69 136522.66),(70 136598.19),(71 138158.33),(72 139285.23),(73 139196.66),(74 138317.73),(75 139774.27),(76 141205.05),(77 143423),(78 146902.95),(79 148187.28),
(1 17804.334),(2 42468.277),(3 60089.984),(4 71306.63),(5 81296.19),(6 91544.805),(7 99901.26),(8 106503.51),(9 110571.56),(10 113798.82),(11 118634.89),(12 122394.86),(13 123868.66),(14 125874.97),(15 127550.89),(16 128659.836),(17 129174.055),(18 130407.07),(19 131017.11),(20 131021.34),(21 133222.03),(22 136845.61),(23 136521.56),(24 136410.95),(25 137165.88),(26 137211.38),(27 136523.83),(28 138113.81),(29 137724.06),(30 136783.94),(31 138075.8),(32 137366.72),(33 135805.64),(34 135338.77),(35 134529.4),(36 133348.23),(37 133156.5),(38 132028.67),(39 133982.55),(40 137579.97),(41 138147.72),(42 135936.95),(43 136133.78),(44 134520.73),(45 132668.06),(46 132469.89),(47 131391.1),(48 132129.5),(49 130169.766),(50 129169.11),(51 129543.91),(52 128836.086),(53 129158.055),(54 132237.5),(55 135853.89),(56 138782.69),(57 141581.61),(58 142517.05),(59 141136.7),(60 141840.72),(61 142697.67),(62 144559.6),(63 145551.28),(64 142868.84),(65 140721.6),(66 141829.66),(67 143454.4),(68 144629.84),(69 147673.77),(70 147859.83),(71 146295.48),(72 146627.52),(73 145356.22),(74 143069.33),(75 142479.72),(76 142399.06),(77 143306.52),(78 142778.31),(79 143245.52),
(1 18286.8),(2 44436.125),(3 62833.4),(4 73465.82),(5 81231.66),(6 88766.95),(7 96062.766),(8 100515.805),(9 102180.24),(10 102711.22),(11 103215.586),(12 105165.32),(13 107303.266),(14 108855.13),(15 109859.2),(16 111977.32),(17 113950.37),(18 117004.33),(19 119564.72),(20 119737.98),(21 121181.05),(22 123441.18),(23 125064.12),(24 127432.34),(25 130180.625),(26 130197.96),(27 129856.39),(28 131639.27),(29 130891.266),(30 130276.22),(31 128080.29),(32 125219.03),(33 124596.35),(34 126485.06),(35 126845.94),(36 125380.38),(37 124211.15),(38 124055.75),(39 125454.836),(40 126559.66),(41 127256.35),(42 127392.27),(43 126362.664),(44 125935.086),(45 125693.79),(46 127025.92),(47 127806.04),(48 128568.836),(49 127243.75),(50 127917.61),(51 129796.76),(52 128395.63),(53 127804.26),(54 128622.625),(55 127799.62),(56 128831.4),(57 129854.78),(58 130338.76),(59 131982.13),(60 133090.69),(61 132161.56),(62 132795.48),(63 132444.36),(64 131404.77),(65 131002.27),(66 132574.33),(67 133853.95),(68 133800.27),(69 133304.3),(70 133054.13),(71 133731.23),(72 134732.2),(73 135177.11),(74 135779.42),(75 135256.17),(76 134970.47),(77 137629.27),(78 138957.58),(79 138494.48),
(1 17499.33),(2 42244.074),(3 60804.09),(4 73804.96),(5 82138.43),(6 90013.46),(7 97538.15),(8 102114.44),(9 104183.49),(10 105971.195),(11 108057.47),(12 111641.42),(13 115014.97),(14 115458.516),(15 115967.22),(16 116638.04),(17 116843.914),(18 116811.51),(19 118037.11),(20 118785.27),(21 121840.78),(22 125560.62),(23 125764.59),(24 125779.76),(25 127347.42),(26 128105.5),(27 128220.48),(28 128024.21),(29 125477.63),(30 125331.32),(31 125967.03),(32 124177.664),(33 123032.44),(34 123654.49),(35 122950.43),(36 122806.664),(37 123718.1),(38 122980.04),(39 123406.02),(40 125597.9),(41 127734.95),(42 127933.46),(43 126001.4),(44 123640.83),(45 124205.625),(46 125337.51),(47 126103.98),(48 127027.336),(49 125704.984),(50 125300.08),(51 127751.37),(52 128539.664),(53 130297.77),(54 131727.7),(55 129143.96),(56 127641.37),(57 127629.01),(58 127324.87),(59 126780.375),(60 125939.27),(61 125544.02),(62 126292.805),(63 127941.34),(64 128247.984),(65 128491.47),(66 129685.26),(67 131004.97),(68 132222.6),(69 133926.27),(70 135851.73),(71 137151.25),(72 140145.45),(73 141063.16),(74 142484.3),(75 143719.08),(76 142595.19),(77 143351.39),(78 144979.58),(79 143007.31),
(1 18018.895),(2 43944.69),(3 62171.727),(4 72034.055),(5 79649.74),(6 87273.11),(7 95526.12),(8 101620.87),(9 103557.19),(10 104613.164),(11 108233.336),(12 112795.2),(13 115841.94),(14 115148.26),(15 114642.664),(16 116398.82),(17 117595.28),(18 118618.22),(19 119197.555),(20 119299.84),(21 121595.5),(22 123964.14),(23 123722.99),(24 124838.9),(25 126870.875),(26 125902.72),(27 124631.266),(28 124594.94),(29 123112.74),(30 121653.23),(31 120851.984),(32 119117.7),(33 119373.336),(34 119028.51),(35 118462.72),(36 119700.89),(37 121648.56),(38 121707.63),(39 123623.44),(40 124462.95),(41 122952.41),(42 122346.99),(43 121024.31),(44 118596.13),(45 119141.92),(46 121645.14),(47 124522.055),(48 126127.86),(49 126411.18),(50 126514.586),(51 128658.26),(52 129053.45),(53 129682.04),(54 131073.77),(55 129058.27),(56 127545.92),(57 126990.664),(58 126203.19),(59 126885.58),(60 128237.86),(61 129042.37),(62 129750.18),(63 129869.74),(64 128637.69),(65 126664.25),(66 127320.04),(67 128040.55),(68 128910.9),(69 130143.26),(70 129878.914),(71 130376.42),(72 134054.45),(73 137006.53),(74 137521.63),(75 138475.55),(76 138637.9),(77 137774.2),(78 137470.8),(79 136851.08),
(1 16296.548),(2 38563.35),(3 53317.723),(4 62045.363),(5 68897.78),(6 75080.734),(7 81194.75),(8 85179.55),(9 87952.49),(10 90037.85),(11 92224.64),(12 95778.93),(13 101203.336),(14 103927.46),(15 104615.85),(16 105265.69),(17 107357.58),(18 109431.54),(19 110261.484),(20 109950.82),(21 111173.27),(22 113516.87),(23 115487.38),(24 116789.78),(25 116332.71),(26 112559.914),(27 112278.33),(28 114017.59),(29 112525.59),(30 111064.95),(31 111703.805),(32 111624.336),(33 111681.266),(34 111948.984),(35 112237.59),(36 114054.87),(37 115169.516),(38 114370.24),(39 113951.85),(40 114071.11),(41 114434.07),(42 114180.41),(43 113515.4),(44 111977.23),(45 111084.15),(46 112787.8),(47 111999.06),(48 113481.33),(49 112814.27),(50 113847.59),(51 116143.15),(52 116324.89),(53 116430.69),(54 117458.914),(55 116131.445),(56 115208.89),(57 115958.65),(58 115517.51),(59 116099.06),(60 117664.12),(61 117064.31),(62 114717.4),(63 114256.6),(64 114411.06),(65 114118.51),(66 115209.18),(67 114255.2),(68 113653.31),(69 112465.02),(70 110823.07),(71 110822.555),(72 113919.41),(73 114250.04),(74 114998.44),(75 115947.67),(76 115638.29),(77 117906.41),(78 120866.375),(79 121204.91),
(1 17538.924),(2 41405.406),(3 56627.24),(4 66060.39),(5 74278.09),(6 81063.41),(7 87217.43),(8 90911.68),(9 93343.63),(10 95556.43),(11 97708.21),(12 100142.59),(13 104849.08),(14 106136.19),(15 104817.37),(16 105601.72),(17 106625.945),(18 107093.62),(19 107665.945),(20 108139.42),(21 109550.69),(22 112292.26),(23 113846.375),(24 116076.24),(25 117951.6),(26 115796.76),(27 114733.69),(28 114104.195),(29 111847.09),(30 110675.805),(31 110996.16),(32 110884.02),(33 111057.766),(34 112865.836),(35 114025.21),(36 115593.24),(37 116688.85),(38 115677.7),(39 115018.99),(40 116318.45),(41 116746.984),(42 116832.04),(43 116242.71),(44 114899.125),(45 115727.34),(46 117350.76),(47 116389.96),(48 118102.32),(49 118321.98),(50 117758.14),(51 119288.93),(52 119612.695),(53 120582.04),(54 121317.2),(55 120831.98),(56 120214),(57 121044.5),(58 120243.25),(59 120452.234),(60 121913.164),(61 121884.35),(62 121787.98),(63 124214.31),(64 125946.27),(65 124939.09),(66 123553.13),(67 121564.72),(68 123290),(69 125836.71),(70 126897.96),(71 126483.42),(72 129105.664),(73 130167.766),(74 130473.016),(75 130276.555),(76 128440.06),(77 128547.51),(78 128528.984),(79 125944.5),
(1 16617.787),(2 38600.63),(3 54179.043),(4 64384.336),(5 72382.48),(6 79259.48),(7 85970.016),(8 89850.37),(9 91274.89),(10 92329.57),(11 93258.92),(12 94131.47),(13 95738.06),(14 96044.8),(15 95944.11),(16 96506.64),(17 95728.945),(18 95538.58),(19 95117.88),(20 94677.82),(21 96401.56),(22 100242.555),(23 101913.31),(24 102966.44),(25 103896.9),(26 103154.9),(27 104081.31),(28 106516.23),(29 106856.12),(30 106737.516),(31 105430.945),(32 104266.57),(33 106046.37),(34 107443.86),(35 105776.234),(36 104806.45),(37 105422.766),(38 104290.58),(39 105929.17),(40 107294.35),(41 109328.83),(42 111272.805),(43 111924),(44 112605.06),(45 113509.445),(46 113551.28),(47 113491.766),(48 113723.79),(49 113728.04),(50 112695.24),(51 112821.914),(52 112292.76),(53 112422.76),(54 114090.94),(55 113475.48),(56 112846.06),(57 114400.555),(58 114405.38),(59 114610.5),(60 115129.66),(61 114687.93),(62 114946.625),(63 115869.45),(64 116086.11),(65 116902.016),(66 117541.41),(67 117476.72),(68 117730.35),(69 117787.766),(70 117839.88),(71 118335.055),(72 119745.94),(73 120147.125),(74 121234.69),(75 122505.47),(76 121416.46),(77 121333.21),(78 122144.43),(79 120268.914),
(1 15682.864),(2 37221.35),(3 52167.344),(4 61229.066),(5 68696.16),(6 75131.63),(7 80961.28),(8 84912.61),(9 87765.75),(10 90160.3),(11 91920.96),(12 93993.695),(13 97423.734),(14 100608.34),(15 104706.62),(16 106027.62),(17 105656.81),(18 104825.19),(19 106285.25),(20 106971.9),(21 106482.3),(22 109882),(23 112338.43),(24 114985.22),(25 116197.4),(26 114096.83),(27 113671.78),(28 113793.93),(29 112086.445),(30 111115.086),(31 111755.93),(32 112049.086),(33 111777.62),(34 111738.195),(35 110799.26),(36 109714.68),(37 108404.1),(38 106001.93),(39 106807.984),(40 108081.74),(41 107128.37),(42 107325.836),(43 108703.086),(44 108389.3),(45 109378.83),(46 109125.95),(47 109610.38),(48 111553.38),(49 112440.32),(50 111069.11),(51 110503.26),(52 109733.336),(53 108544.94),(54 107743.63),(55 106304.016),(56 106406.57),(57 106941.32),(58 104666.53),(59 104944.41),(60 106764.57),(61 107112.42),(62 108833.53),(63 112034.63),(64 113588.17),(65 114231.42),(66 114502.83),(67 112854.06),(68 112314.89),(69 114508.63),(70 114215.43),(71 115100.25),(72 116925.26),(73 116265.78),(74 116561.58),(75 117776.45),(76 116527.02),(77 116619.83),(78 118835.79),(79 119489.05),
(1 16251.812),(2 37900.797),(3 52453.867),(4 59794.98),(5 64230.918),(6 70357.02),(7 77547.516),(8 81720.266),(9 82811.984),(10 84632.914),(11 87394.85),(12 90134.04),(13 93275.37),(14 93495.58),(15 96308.96),(16 99185.016),(17 100421.836),(18 100061.47),(19 103214.414),(20 105380.164),(21 107014.2),(22 110441.51),(23 113007.484),(24 114022.086),(25 112171.85),(26 109944.99),(27 108500.33),(28 107340.06),(29 104474.586),(30 102458.97),(31 103415.77),(32 106063.32),(33 108281.695),(34 109085.21),(35 107726.414),(36 107236.375),(37 106432.48),(38 105498.84),(39 104740.984),(40 104353.85),(41 104096.6),(42 103199.164),(43 103462.7),(44 105074.484),(45 106226.97),(46 107750.59),(47 110572.53),(48 112516.1),(49 112190.945),(50 111320.2),(51 111150.66),(52 108894.54),(53 108135.82),(54 108322.63),(55 107187.484),(56 106709.01),(57 107362.02),(58 107556.89),(59 109575.32),(60 112634.68),(61 112081.42),(62 110805.914),(63 111398.63),(64 112395.586),(65 112564.695),(66 113128.555),(67 113910.35),(68 114767.57),(69 114790.72),(70 114620.27),(71 113962.24),(72 113561.01),(73 112848.97),(74 113839.21),(75 115056.47),(76 113763.05),(77 113992.56),(78 114457.16),(79 113813.44),
(1 15089.465),(2 35687.973),(3 49793.62),(4 57121.613),(5 61980.832),(6 67514.57),(7 73975.11),(8 77296.805),(9 79090.92),(10 82138.36),(11 86387.59),(12 89579.25),(13 91498.836),(14 92606.28),(15 94896.88),(16 97145.48),(17 97331.6),(18 98446.49),(19 99473.9),(20 99463.36),(21 98967.88),(22 100669.29),(23 102662.9),(24 104149.46),(25 103384.19),(26 100471.3),(27 99982.83),(28 99359.625),(29 96786.48),(30 95005.945),(31 95356.95),(32 96953.52),(33 98205.734),(34 99104.945),(35 97437.71),(36 98337.59),(37 99559.195),(38 99732.875),(39 99405.93),(40 100242.52),(41 100961.27),(42 101689.46),(43 102116.56),(44 101851.016),(45 102981.945),(46 105473.836),(47 106039.414),(48 105130.47),(49 103471.625),(50 103764.66),(51 105277.59),(52 104889.41),(53 105037.71),(54 106288.52),(55 106550.99),(56 107715.58),(57 109216.29),(58 110001.24),(59 110566.125),(60 111312.375),(61 110172.38),(62 109342.375),(63 111634.336),(64 113749.3),(65 114661.15),(66 114763.3),(67 113853.48),(68 113214.68),(69 115205.83),(70 117242.82),(71 117769.44),(72 118501.16),(73 118268.76),(74 119163.79),(75 120809.266),(76 118444.516),(77 116573.16),(78 115671.38),(79 114611.51),
(1 15484.918),(2 36054.83),(3 49569.62),(4 58260.676),(5 64220.26),(6 70691.59),(7 76712.59),(8 80420.984),(9 82475.09),(10 85897.234),(11 89105.09),(12 91083.04),(13 93460.96),(14 95244.59),(15 98084.68),(16 99904.79),(17 99843.85),(18 100307.88),(19 102494.91),(20 103012.125),(21 101691.45),(22 102468.18),(23 101533.83),(24 100824.1),(25 100551.89),(26 98228.64),(27 98663.5),(28 99496.19),(29 97682.96),(30 95904.05),(31 96137.82),(32 96483.234),(33 96166.164),(34 95647.69),(35 95276.83),(36 96211.59),(37 98386.67),(38 97714.85),(39 97584.28),(40 97550.46),(41 96680.234),(42 97798.836),(43 99339.555),(44 98999.28),(45 99904.91),(46 101648.19),(47 102469.93),(48 103413.71),(49 102027.84),(50 101550.63),(51 103207.89),(52 102805.04),(53 102774.39),(54 104937.72),(55 105769.21),(56 105205.16),(57 105201.94),(58 105052.56),(59 106601.21),(60 107287.44),(61 105419.82),(62 104459.625),(63 106586.91),(64 107674.26),(65 107275.5),(66 106181.96),(67 105213.95),(68 106672.66),(69 108674.87),(70 109733.06),(71 110302.695),(72 112821.266),(73 114649.33),(74 115753.76),(75 117933.875),(76 117441.28),(77 116198.57),(78 116248.98),(79 116355.43),
(1 14502.581),(2 34088.965),(3 47398.24),(4 55453.047),(5 62381.633),(6 69263.734),(7 74486.195),(8 77165.47),(9 78756.17),(10 80308.055),(11 82421.375),(12 84479.875),(13 87475.805),(14 88639.63),(15 88790.26),(16 88506.12),(17 88175.164),(18 87194.99),(19 87571.41),(20 88107.24),(21 86727.5),(22 86520.59),(23 86295.086),(24 86827.59),(25 87221.66),(26 86677.33),(27 87956.76),(28 88386.08),(29 87869.375),(30 88901.266),(31 91417.93),(32 92950.8),(33 91714.65),(34 89681.81),(35 88844.88),(36 89567.06),(37 90318.83),(38 89733.83),(39 90295.06),(40 90911.625),(41 90994.77),(42 92470.28),(43 93503.71),(44 93591.695),(45 93432.414),(46 92939.88),(47 92914.45),(48 93394.266),(49 92104),(50 92020.51),(51 93301.44),(52 93550.88),(53 92950.91),(54 94109.46),(55 95180.414),(56 95825.29),(57 96654.3),(58 97172.984),(59 98918.33),(60 99547.7),(61 99640.57),(62 100981.9),(63 101937.8),(64 102283.7),(65 103148.12),(66 103256.16),(67 102450.34),(68 102843.875),(69 103236.22),(70 103273.12),(71 102567.016),(72 103489.26),(73 103307.9),(74 102691.58),(75 101874.92),(76 101121.95),(77 101462.09),(78 102210.5),(79 101617.56),
(1 14564.865),(2 33106.38),(3 44147.176),(4 50102.445),(5 56120.824),(6 62020.953),(7 66775.84),(8 70225.43),(9 72065.766),(10 73124.29),(11 74165.086),(12 77226.805),(13 81101.87),(14 83182.484),(15 84484.02),(16 85509.54),(17 85480.97),(18 85759.49),(19 87357.984),(20 87109.44),(21 86243.086),(22 87455.36),(23 88263.27),(24 88705.27),(25 88605.016),(26 87624.61),(27 87295.2),(28 87258.336),(29 86259.72),(30 86855.49),(31 89093.45),(32 89307.56),(33 89223.2),(34 89189.625),(35 88330.22),(36 88066.44),(37 88262.984),(38 86306.16),(39 85813.56),(40 87995.695),(41 88682.85),(42 89458.59),(43 91985.5),(44 92050),(45 91481.96),(46 92567.96),(47 93833.72),(48 95013.586),(49 94863.195),(50 95780.89),(51 96990.65),(52 96675.33),(53 96981.84),(54 98629.35),(55 99244.26),(56 100096.51),(57 100898.44),(58 100778.945),(59 100165.06),(60 100634.37),(61 101252.016),(62 102110.96),(63 102819.13),(64 103464.414),(65 104489.33),(66 104830.74),(67 104095.21),(68 105212.78),(69 106472.9),(70 106100.375),(71 106187.08),(72 106744.164),(73 106613.95),(74 106652.35),(75 106838.21),(76 106726.625),(77 108302.79),(78 109515.766),(79 108564.87),
(1 14707.603),(2 32723.102),(3 43938.227),(4 50039.227),(5 54629.61),(6 59518.516),(7 64497.875),(8 67981.89),(9 68940.99),(10 69196.53),(11 71275.695),(12 74559.555),(13 76502.266),(14 77160.12),(15 78717.52),(16 80017.88),(17 81039.06),(18 82557.13),(19 84010.97),(20 83324.43),(21 83526.945),(22 85358.79),(23 84790.4),(24 84280.41),(25 84178.94),(26 83344.06),(27 81886.86),(28 80389.25),(29 78135.91),(30 78605.3),(31 80106.67),(32 80196.98),(33 80155.99),(34 80571.89),(35 81589.25),(36 83866.48),(37 85268.5),(38 84436.266),(39 83623.33),(40 84994.625),(41 86224.445),(42 87447.16),(43 88975.48),(44 90219.95),(45 90736.15),(46 91549.43),(47 91869.586),(48 92315.8),(49 92544.914),(50 94052.125),(51 96172.36),(52 95941.18),(53 95873.984),(54 96623.48),(55 96062.64),(56 95887.016),(57 96006.29),(58 95392.82),(59 94450.11),(60 95010.875),(61 96197.76),(62 95513.92),(63 95036.43),(64 94914.41),(65 96019.37),(66 97032.35),(67 97702.03),(68 96498.43),(69 95229.31),(70 94346.14),(71 94645.625),(72 96990.75),(73 96356.59),(74 95370.26),(75 94711.45),(76 94915.29),(77 96443.625),(78 97873.68),(79 97779.3),
(1 13401.271),(2 29339.951),(3 39131.914),(4 45975.746),(5 51221.67),(6 56069.625),(7 62044.73),(8 65205.656),(9 66710.94),(10 68790.22),(11 71921.875),(12 75283.81),(13 76994.875),(14 77780.734),(15 79447.66),(16 80950.4),(17 82037.195),(18 83495.67),(19 84825.75),(20 84150.25),(21 83968.37),(22 85202.82),(23 85017.9),(24 85347),(25 86631.625),(26 86141.77),(27 86585.08),(28 86181.8),(29 85116.59),(30 84400.63),(31 83187.14),(32 81668.82),(33 81950.31),(34 83729.555),(35 83902.69),(36 83909),(37 84425.76),(38 84068.164),(39 83539.56),(40 83798.47),(41 83260.055),(42 83816.43),(43 85190.98),(44 87239.81),(45 89341),(46 89819.03),(47 90157.31),(48 91976.62),(49 93083.8),(50 94326.9),(51 96536.734),(52 95434.05),(53 93674.7),(54 93001.07),(55 91882.555),(56 91245.51),(57 91000.14),(58 90564.836),(59 89737.34),(60 89395.016),(61 88999.3),(62 88220.234),(63 86837.2),(64 86222.92),(65 86983.734),(66 87214.4),(67 85709.8),(68 85028.88),(69 85383.836),(70 85223.516),(71 85479.734),(72 86924.12),(73 87084.67),(74 88360.86),(75 89616.86),(76 90013.055),(77 90827.5),(78 91484.945),(79 91077.586),
(1 13487.456),(2 30313.486),(3 40852.473),(4 46903.445),(5 51506.336),(6 56343.707),(7 61293.28),(8 63850.258),(9 65968.67),(10 69342.35),(11 72485.8),(12 74595.875),(13 76051.8),(14 76888.44),(15 78012.625),(16 78832.2),(17 78708.836),(18 78889.54),(19 78644.375),(20 78897.195),(21 79149.35),(22 80788.61),(23 81758.79),(24 83660.22),(25 85774.33),(26 86025.055),(27 85497.23),(28 84774.23),(29 84326.54),(30 85113.87),(31 85481.04),(32 83951.53),(33 82018.61),(34 82408.18),(35 82572.48),(36 81863.195),(37 81706.92),(38 81538.164),(39 82911.734),(40 84820.266),(41 83906.87),(42 83079.5),(43 82791.77),(44 82922.03),(45 82812.24),(46 83420.68),(47 84520.76),(48 86744.99),(49 86442.35),(50 86789.2),(51 88133.875),(52 87774.695),(53 87400.69),(54 88409.54),(55 87079.56),(56 86599.84),(57 86831.16),(58 85792.35),(59 85724.336),(60 88103.05),(61 88165.375),(62 87810.586),(63 87358.89),(64 87486.98),(65 88121.09),(66 88624.77),(67 88708.03),(68 89131.99),(69 89655.46),(70 89736.59),(71 90189.53),(72 91593.51),(73 91726.65),(74 90657.266),(75 90005.586),(76 89507.08),(77 89777.016),(78 91051.7),(79 90814.47),
(1 13395.42),(2 29226.814),(3 40363.563),(4 48009.027),(5 53667.645),(6 58370.504),(7 63376.598),(8 65700.49),(9 67323.37),(10 68895.6),(11 71144.16),(12 73742.125),(13 77295.99),(14 78916.664),(15 80048.25),(16 81604.42),(17 82894.39),(18 83662.54),(19 84802.27),(20 84453.87),(21 84958.164),(22 85518.27),(23 83771.79),(24 83041.19),(25 84571.695),(26 85120.19),(27 85304.01),(28 85556.82),(29 84871.42),(30 84683.44),(31 84459.195),(32 83405.59),(33 83232.98),(34 84017.67),(35 83681.77),(36 84243.55),(37 84229.766),(38 84035.17),(39 85446.914),(40 87910.32),(41 88814.3),(42 89887.61),(43 90150.53),(44 89240.586),(45 89402.62),(46 90335.42),(47 89854.61),(48 89914.19),(49 90231.78),(50 91227.8),(51 92896.32),(52 92273.125),(53 91847.695),(54 92431.516),(55 92201.71),(56 92281.74),(57 92472.69),(58 90682.805),(59 90049.32),(60 90574.45),(61 89309.42),(62 88586.27),(63 87910.11),(64 88467.37),(65 88770.81),(66 89335.55),(67 88605.39),(68 89968.54),(69 90531.07),(70 91290.74),(71 91375.18),(72 92677.195),(73 92843.84),(74 93546.16),(75 94336.02),(76 95075.805),(77 96031.58),(78 95510.164),(79 93781.26),
(1 12475.789),(2 27712.36),(3 37786.58),(4 44787.336),(5 50960.824),(6 55341.695),(7 58438.668),(8 60447.574),(9 62504.273),(10 65150.55),(11 69680.33),(12 72296.37),(13 74857.21),(14 77168.71),(15 79681.55),(16 81982.91),(17 82104.82),(18 82061.055),(19 83067.234),(20 82536.43),(21 82949.57),(22 83959.63),(23 82548.57),(24 82281.46),(25 83303.35),(26 83742.64),(27 83363.13),(28 83105),(29 83195.05),(30 82737.59),(31 82139.62),(32 81149.18),(33 80815.15),(34 81033.51),(35 80560.21),(36 80703.414),(37 80740.5),(38 79847.44),(39 78731.72),(40 80190.69),(41 80188.375),(42 80495.12),(43 81038.56),(44 82165.75),(45 83382.91),(46 83744.35),(47 85439.61),(48 86624.63),(49 86448.83),(50 86990),(51 88083.2),(52 88726.73),(53 88815.09),(54 89088.71),(55 87957.3),(56 87077.88),(57 86783.56),(58 86651.664),(59 85985.57),(60 86178.72),(61 86048.05),(62 85889.56),(63 86322),(64 85898.13),(65 85122.4),(66 83756.75),(67 83597.81),(68 84680.93),(69 84166.516),(70 83781.11),(71 82905.58),(72 83332.02),(73 83840.305),(74 84518.39),(75 84515.28),(76 84743.08),(77 85796.54),(78 86592.055),(79 86337.09),
