1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 1073.1494),(2 1133.2491),(3 1135.1024),(4 1163.7164),(5 1194.5074),(6 1239.1884),(7 1234.4398),(8 1265.1279),(9 1274.6401),(10 1288.5621),(11 1305.5822),(12 1290.8132),(13 1308.8817),(14 1311.7833),(15 1328.3107),(16 1357.0399),(17 1331.232),(18 1336.996),(19 1367.2294),(20 1383.463),(21 1398.674),(22 1417.5616),(23 1406.5785),(24 1416.308),(25 1422.4176),(26 1439.7568),(27 1450.5914),(28 1446.039),(29 1450.0925),(30 1449.6295),(31 1450.4825),(32 1464.149),(33 1474.4634),(34 1464.9014),(35 1502.299),(36 1509.8059),(37 1497.582),(38 1489.0454),(39 1515.9188),(40 1527.7075),(41 1526.7559),(42 1523.611),(43 1522.132),(44 1524.059),(45 1517.1315),(46 1538.2429),(47 1545.1754),(48 1550.8811),(49 1575.6381),(50 1549.4037),(51 1559.183),(52 1554.728),(53 1562.6486),(54 1539.8955),(55 1542.0986),(56 1541.546),(57 1536.06),(58 1519.9169),(59 1516.223),(60 1495.4818),(61 1489.7745),(62 1486.6962),(63 1461.9971),(64 1463.2012),(65 1474.546),(66 1481.3098),(67 1470.686),(68 1457.3881),(69 1489.0676),(70 1476.8519),(71 1482.4617),(72 1502.541),(73 1486.2153),(74 1502.5759),(75 1518.0063),(76 1523.5989),(77 1526.797),(78 1528.747),(79 1536.9944),
(1 1035.4657),(2 1108.4161),(3 1120.9093),(4 1154.0205),(5 1182.6394),(6 1224.5316),(7 1231.3068),(8 1269.0302),(9 1284.428),(10 1295.688),(11 1323.6769),(12 1313.3693),(13 1312.2229),(14 1328.354),(15 1318.3611),(16 1358.9822),(17 1347.4113),(18 1365.6396),(19 1408.3033),(20 1413.7229),(21 1412.372),(22 1419.3633),(23 1421.5862),(24 1431.316),(25 1451.2906),(26 1443.6715),(27 1462.2637),(28 1462.4086),(29 1474.4841),(30 1460.9739),(31 1479.2214),(32 1489.8652),(33 1499.3949),(34 1483.0818),(35 1512.1255),(36 1508.9753),(37 1518.5936),(38 1512.5629),(39 1520.4999),(40 1544.251),(41 1522.7758),(42 1528.4539),(43 1526.0575),(44 1524.9752),(45 1518.5715),(46 1518.636),(47 1531.8375),(48 1566.2854),(49 1585.0073),(50 1555.2999),(51 1569.5819),(52 1574.3572),(53 1577.9084),(54 1576.9235),(55 1568.2686),(56 1558.0619),(57 1574.329),(58 1564.6318),(59 1544.7625),(60 1526.9855),(61 1526.8552),(62 1494.5936),(63 1479.6996),(64 1471.7549),(65 1491.1697),(66 1469.154),(67 1473.5702),(68 1462.3175),(69 1465.2688),(70 1453.4955),(71 1475.2306),(72 1479.5775),(73 1480.81),(74 1491.5068),(75 1504.84),(76 1484.1608),(77 1510.6909),(78 1500.6312),(79 1498.4055),
(1 1015.44867),(2 1084.3396),(3 1111.5222),(4 1121.1074),(5 1165.305),(6 1167.3833),(7 1180.9353),(8 1207.1615),(9 1225.0836),(10 1251.9053),(11 1268.5613),(12 1278.5201),(13 1285.7241),(14 1285.1572),(15 1287.073),(16 1309.9843),(17 1308.3645),(18 1330.8507),(19 1357.3354),(20 1357.7833),(21 1364.4556),(22 1367.6754),(23 1377.3408),(24 1363.7428),(25 1389.0433),(26 1393.9834),(27 1402.7372),(28 1398.0527),(29 1405.4006),(30 1407.8378),(31 1417.7441),(32 1429.5684),(33 1410.6414),(34 1403.9552),(35 1419.4736),(36 1430.1624),(37 1437.409),(38 1426.0201),(39 1444.4314),(40 1444.1537),(41 1430.8617),(42 1455.5234),(43 1456.3328),(44 1453.3898),(45 1442.4818),(46 1452.9106),(47 1483.0026),(48 1509.1658),(49 1513.0338),(50 1495.4872),(51 1524.0199),(52 1512.9907),(53 1513.2411),(54 1516.9543),(55 1506.843),(56 1514.4434),(57 1512.791),(58 1501.6088),(59 1475.0774),(60 1470.3834),(61 1462.0077),(62 1447.3505),(63 1433.9056),(64 1432.8416),(65 1447.3569),(66 1428.5284),(67 1431.2484),(68 1401.7838),(69 1407.1268),(70 1418.2742),(71 1424.8936),(72 1422.8247),(73 1441.9409),(74 1449.3118),(75 1444.6929),(76 1434.5435),(77 1440.7314),(78 1443.5812),(79 1442.495),
(1 976.2921),(2 1071.4543),(3 1088.2994),(4 1093.5859),(5 1147.2766),(6 1161.352),(7 1178.0569),(8 1198.1123),(9 1225.5414),(10 1227.7412),(11 1251.2535),(12 1249.4717),(13 1266.9531),(14 1251.8848),(15 1263.6411),(16 1271.839),(17 1266.5321),(18 1305.3381),(19 1329.9725),(20 1326.9591),(21 1330.4277),(22 1326.3097),(23 1337.5216),(24 1340.6115),(25 1357.4519),(26 1357.688),(27 1370.1101),(28 1365.784),(29 1372.282),(30 1380.7125),(31 1394.5524),(32 1386.3694),(33 1373.1038),(34 1385.1945),(35 1387.6892),(36 1399.4056),(37 1391.9421),(38 1415.7037),(39 1412.9968),(40 1421.0511),(41 1420.5387),(42 1438.6006),(43 1420.132),(44 1419.4052),(45 1426.739),(46 1440.1732),(47 1465.3955),(48 1479.588),(49 1487.6047),(50 1482.75),(51 1510.215),(52 1506.7235),(53 1492.3741),(54 1498.616),(55 1503.2617),(56 1511.1946),(57 1511.8988),(58 1489.192),(59 1476.5675),(60 1462.1458),(61 1446.5819),(62 1425.2649),(63 1414.6152),(64 1413.1012),(65 1428.5701),(66 1436.8689),(67 1423.6917),(68 1405.6589),(69 1419.1403),(70 1412.5239),(71 1405.3746),(72 1401.6989),(73 1425.0898),(74 1422.6449),(75 1434.1676),(76 1421.2125),(77 1422.8862),(78 1419.5004),(79 1432.7137),
(1 962.7013),(2 1042.1531),(3 1066.6998),(4 1060.5507),(5 1095.3602),(6 1120.6736),(7 1125.2771),(8 1158.1013),(9 1171.5725),(10 1189.168),(11 1215.0227),(12 1201.5023),(13 1242.5396),(14 1233.9866),(15 1239.5895),(16 1235.4661),(17 1243.21),(18 1289.0199),(19 1296.455),(20 1296.1172),(21 1304.2501),(22 1295.3359),(23 1296.1924),(24 1315.4899),(25 1318.4252),(26 1321.7885),(27 1328.2361),(28 1325.601),(29 1313.3265),(30 1339.6498),(31 1346.7219),(32 1334.6187),(33 1321.7021),(34 1330.6475),(35 1335.1632),(36 1331.4319),(37 1332.786),(38 1356.9208),(39 1375.2445),(40 1368.704),(41 1368.8044),(42 1390.3665),(43 1391.3112),(44 1382.9244),(45 1397.7123),(46 1408.61),(47 1423.7545),(48 1448.4219),(49 1464.298),(50 1445.4576),(51 1474.3433),(52 1464.1484),(53 1462.7122),(54 1468.1365),(55 1460.0225),(56 1451.0092),(57 1457.6324),(58 1456.6254),(59 1440.0798),(60 1419.3562),(61 1415.6072),(62 1399.117),(63 1401.1406),(64 1369.6566),(65 1395.196),(66 1384.6763),(67 1401.2596),(68 1384.7029),(69 1390.6854),(70 1398.4546),(71 1395.7004),(72 1385.1791),(73 1392.6233),(74 1386.3057),(75 1388.0542),(76 1380.7943),(77 1396.8705),(78 1409.7877),(79 1416.504),
(1 952.84265),(2 1017.71857),(3 1059.7208),(4 1073.3041),(5 1106.7053),(6 1135.5999),(7 1124.6119),(8 1162.1946),(9 1177.6912),(10 1204.0656),(11 1211.1536),(12 1208.4648),(13 1225.5745),(14 1205.6189),(15 1220.7413),(16 1232.4219),(17 1235.0565),(18 1258.0233),(19 1283.3099),(20 1283.3295),(21 1277.3021),(22 1284.7594),(23 1291.6183),(24 1295.6154),(25 1300.8),(26 1322.5796),(27 1334.9113),(28 1334.0394),(29 1324.3418),(30 1331.2039),(31 1337.4492),(32 1355.1251),(33 1340.1774),(34 1354.104),(35 1352.588),(36 1347.2958),(37 1351.3173),(38 1359.0432),(39 1386.9086),(40 1388.061),(41 1383.826),(42 1385.8463),(43 1385.0292),(44 1385.054),(45 1390.0049),(46 1414.1428),(47 1427.8872),(48 1459.6041),(49 1473.1119),(50 1465.4127),(51 1457.283),(52 1474.9004),(53 1468.0835),(54 1470.1833),(55 1457.3735),(56 1437.8918),(57 1436.9147),(58 1440.3949),(59 1431.0012),(60 1425.1414),(61 1410.5865),(62 1396.8083),(63 1397.9158),(64 1393.8458),(65 1382.8251),(66 1367.2347),(67 1389.6617),(68 1380.8815),(69 1388.3151),(70 1373.2671),(71 1376.4514),(72 1385.1708),(73 1378.041),(74 1360.8186),(75 1382.8606),(76 1368.9738),(77 1365.187),(78 1366.0004),(79 1397.1561),
(1 931.8324),(2 998.107),(3 1041.9061),(4 1055.3197),(5 1074.0858),(6 1094.9398),(7 1117.6886),(8 1125.8436),(9 1155.3585),(10 1175.7684),(11 1191.9235),(12 1191.837),(13 1214.0713),(14 1207.1575),(15 1208.7762),(16 1214.1565),(17 1216.921),(18 1242.6246),(19 1270.7478),(20 1266.7219),(21 1261.8967),(22 1274.4169),(23 1286.1038),(24 1296.8354),(25 1295.9025),(26 1322.02),(27 1326.7416),(28 1335.2312),(29 1326.8347),(30 1330.4243),(31 1340.9175),(32 1365.7572),(33 1348.4321),(34 1336.6427),(35 1335.4512),(36 1334.4989),(37 1339.8475),(38 1356.0579),(39 1376.6036),(40 1373.8595),(41 1376.2998),(42 1386.6998),(43 1385.3966),(44 1367.7997),(45 1382.6753),(46 1404.1902),(47 1426.5304),(48 1436.2727),(49 1451.6018),(50 1445.7877),(51 1438.8618),(52 1443.1609),(53 1448.1929),(54 1447.1284),(55 1442.6719),(56 1426.0206),(57 1427.2572),(58 1426.0602),(59 1403.5015),(60 1393.4724),(61 1383.0099),(62 1353.4265),(63 1358.7161),(64 1345.6517),(65 1355.2948),(66 1343.0934),(67 1351.1234),(68 1354.3878),(69 1360.5139),(70 1343.3269),(71 1349.4476),(72 1360.4979),(73 1344.7543),(74 1351.9476),(75 1368.947),(76 1365.5215),(77 1362.3204),(78 1391.0817),(79 1386.741),
(1 921.5852),(2 1005.69604),(3 1014.49115),(4 1039.46),(5 1074.8882),(6 1099.9159),(7 1112.9653),(8 1127.831),(9 1140.1156),(10 1157.7719),(11 1171.2881),(12 1176.1647),(13 1186.7611),(14 1178.7306),(15 1183.0385),(16 1200.3016),(17 1194.3729),(18 1219.7222),(19 1234.3496),(20 1227.5608),(21 1235.1007),(22 1254.3992),(23 1267.4585),(24 1271.5956),(25 1252.4547),(26 1272.6799),(27 1308.9324),(28 1325.7311),(29 1307.9191),(30 1319.9058),(31 1317.5297),(32 1331.0802),(33 1329.0154),(34 1314.8429),(35 1326.1401),(36 1329.046),(37 1323.1193),(38 1340.0018),(39 1365.7577),(40 1362.1802),(41 1357.2153),(42 1372.334),(43 1364.5397),(44 1360.6091),(45 1365.9474),(46 1379.5974),(47 1396.6884),(48 1409.6908),(49 1413.104),(50 1410.7292),(51 1419.2395),(52 1405.0392),(53 1406.8717),(54 1393.2993),(55 1390.5612),(56 1389.4076),(57 1376.9678),(58 1370.4032),(59 1356.9989),(60 1337.6274),(61 1318.5903),(62 1317.3331),(63 1314.2131),(64 1293.8849),(65 1303.2072),(66 1296.8472),(67 1280.3883),(68 1307.1046),(69 1306.5138),(70 1306.1615),(71 1308.3232),(72 1311.8226),(73 1311.3596),(74 1327.2896),(75 1340.19),(76 1333.3168),(77 1349.63),(78 1348.9696),(79 1335.1112),
(1 916.1515),(2 984.5969),(3 998.84644),(4 1020.70087),(5 1060.5603),(6 1098.0421),(7 1099.6874),(8 1110.2144),(9 1134.9689),(10 1139.6759),(11 1156.9838),(12 1164.2751),(13 1180.3923),(14 1181.3696),(15 1183.5453),(16 1194.2128),(17 1199.2764),(18 1209.4337),(19 1231.7822),(20 1232.3589),(21 1234.1671),(22 1252.7362),(23 1259.9508),(24 1259.7183),(25 1259.4802),(26 1282.94),(27 1300.6691),(28 1311.5684),(29 1290.0297),(30 1301.238),(31 1304.5013),(32 1312.684),(33 1292.8138),(34 1303.0028),(35 1300.2153),(36 1309.4788),(37 1319.0404),(38 1324.2769),(39 1352.3698),(40 1337.3713),(41 1344.5948),(42 1373.5028),(43 1373.4474),(44 1356.821),(45 1371.038),(46 1373.1278),(47 1386.1025),(48 1400.205),(49 1408.1602),(50 1392.8495),(51 1404.4457),(52 1382.0952),(53 1388.8756),(54 1387.1185),(55 1381.2136),(56 1389.3898),(57 1383.1013),(58 1380.7612),(59 1366.4895),(60 1365.7073),(61 1339.5355),(62 1331.5787),(63 1336.2957),(64 1319.1736),(65 1323.9465),(66 1313.0619),(67 1315.043),(68 1309.1478),(69 1308.4349),(70 1308.1171),(71 1327.9714),(72 1320.5822),(73 1314.5986),(74 1326.7179),(75 1334.6012),(76 1321.0714),(77 1328.8558),(78 1343.1477),(79 1334.2686),
(1 891.2016),(2 967.9316),(3 990.4302),(4 1001.50085),(5 1045.9318),(6 1068.8689),(7 1081.7535),(8 1100.5044),(9 1119.8773),(10 1140.0092),(11 1151.7029),(12 1143.2073),(13 1158.3147),(14 1156.6366),(15 1172.7665),(16 1172.4932),(17 1172.1039),(18 1191.981),(19 1215.0316),(20 1208.3351),(21 1221.9808),(22 1228.5134),(23 1229.4464),(24 1239.5311),(25 1250.8802),(26 1251.6526),(27 1268.4639),(28 1278.4496),(29 1267.9425),(30 1257.8698),(31 1271.4996),(32 1284.0035),(33 1272.0157),(34 1268.1232),(35 1282.7869),(36 1276.9347),(37 1284.4305),(38 1293.5375),(39 1299.8407),(40 1301.0249),(41 1299.0166),(42 1316.3138),(43 1306.1099),(44 1282.1941),(45 1307.8523),(46 1293.3439),(47 1321.0012),(48 1329.1527),(49 1341.4512),(50 1327.9866),(51 1322.7356),(52 1334.6978),(53 1338.3153),(54 1342.5413),(55 1328.5494),(56 1336.8665),(57 1333.8271),(58 1320.9266),(59 1311.054),(60 1304.3195),(61 1294.6967),(62 1291.724),(63 1287.3103),(64 1281.2445),(65 1291.4269),(66 1284.5027),(67 1275.5553),(68 1283.3999),(69 1296.2233),(70 1295.983),(71 1294.6135),(72 1311.4706),(73 1315.1958),(74 1316.1584),(75 1326.1665),(76 1321.0363),(77 1337.0182),(78 1338.5883),(79 1338.2228),
(1 883.3493),(2 957.9945),(3 991.35876),(4 1009.532),(5 1038.2842),(6 1055.1163),(7 1072.6503),(8 1087.5918),(9 1093.6246),(10 1126.1068),(11 1141.8011),(12 1135.0559),(13 1143.2855),(14 1134.0145),(15 1135.6895),(16 1139.9525),(17 1141.0311),(18 1159.7521),(19 1171.3901),(20 1188.0592),(21 1192.2013),(22 1190.5532),(23 1201.9081),(24 1195.5787),(25 1202.307),(26 1212.9541),(27 1231.2655),(28 1238.3214),(29 1235.4648),(30 1227.6752),(31 1239.3682),(32 1263.8901),(33 1255.4377),(34 1264.9058),(35 1275.0858),(36 1281.0123),(37 1285.2258),(38 1295.489),(39 1314.3286),(40 1316.6897),(41 1308.9127),(42 1316.7224),(43 1315.2229),(44 1307.8954),(45 1316.9839),(46 1322.8805),(47 1341.2367),(48 1334.8276),(49 1349.0718),(50 1326.8872),(51 1333.2255),(52 1339.389),(53 1328.5088),(54 1335.5692),(55 1338.14),(56 1330.9186),(57 1313.2517),(58 1315.9209),(59 1309.0219),(60 1286.3983),(61 1280.872),(62 1270.7065),(63 1268.3428),(64 1260.1339),(65 1275.0654),(66 1258.4656),(67 1262.7789),(68 1261.1033),(69 1271.9028),(70 1277.0256),(71 1265.6273),(72 1285.5869),(73 1272.5958),(74 1277.563),(75 1299.9421),(76 1300.2172),(77 1301.3755),(78 1307.6593),(79 1316.1759),
(1 876.749),(2 950.47766),(3 973.0236),(4 997.4749),(5 1015.76245),(6 1046.6055),(7 1069.384),(8 1098.362),(9 1093.5635),(10 1117.951),(11 1133.0793),(12 1140.13),(13 1154.3743),(14 1142.2344),(15 1149.9163),(16 1152.2595),(17 1149.8823),(18 1159.8309),(19 1171.7817),(20 1198.1771),(21 1191.5988),(22 1184.2614),(23 1195.6907),(24 1193.7074),(25 1201.6299),(26 1205.9696),(27 1224.0673),(28 1219.5192),(29 1237.4485),(30 1233.584),(31 1241.9308),(32 1253.8425),(33 1245.9001),(34 1253.7555),(35 1250.4581),(36 1258.3461),(37 1266.5809),(38 1269.2849),(39 1293.293),(40 1272.9116),(41 1282.2026),(42 1284.2979),(43 1279.0553),(44 1275.2104),(45 1292.309),(46 1297.3347),(47 1309.7347),(48 1307.6886),(49 1309.5663),(50 1302.7745),(51 1310.9722),(52 1300.7112),(53 1305.9755),(54 1318.0399),(55 1307.4376),(56 1301.9722),(57 1297.3789),(58 1300.589),(59 1281.3232),(60 1277.4775),(61 1273.3777),(62 1265.0673),(63 1264.0468),(64 1272.6649),(65 1258.7495),(66 1259.7686),(67 1255.0321),(68 1263.3232),(69 1256.1411),(70 1265.7396),(71 1264.7966),(72 1279.5782),(73 1273.2045),(74 1292.6849),(75 1286.7346),(76 1288.9775),(77 1288.2454),(78 1305.0809),(79 1314.7317),
(1 855.3096),(2 932.6915),(3 960.19855),(4 966.76953),(5 1002.3785),(6 1036.6866),(7 1033.3722),(8 1054.5311),(9 1070.7668),(10 1076.6493),(11 1099.718),(12 1103.7151),(13 1111.5039),(14 1101.4485),(15 1113.4368),(16 1119.714),(17 1134.264),(18 1136.6543),(19 1158.461),(20 1157.1971),(21 1165.9918),(22 1170.6586),(23 1172.6023),(24 1171.3401),(25 1184.0479),(26 1181.4722),(27 1180.5653),(28 1199.3046),(29 1210.5687),(30 1206.827),(31 1210.2869),(32 1228.6906),(33 1226.6421),(34 1228.5681),(35 1223.2162),(36 1230.8005),(37 1237.397),(38 1237.278),(39 1270.8099),(40 1253.2379),(41 1251.234),(42 1274.4822),(43 1276.6539),(44 1252.8123),(45 1263.397),(46 1281.5563),(47 1314.8684),(48 1301.703),(49 1308.398),(50 1304.4424),(51 1307.1837),(52 1286.7362),(53 1295.0294),(54 1317.51),(55 1303.4781),(56 1289.0173),(57 1286.2385),(58 1286.8502),(59 1274.199),(60 1267.5471),(61 1269.4637),(62 1249.702),(63 1258.0151),(64 1235.8099),(65 1239.2396),(66 1229.1484),(67 1238.5446),(68 1244.2554),(69 1231.3169),(70 1253.9225),(71 1252.0487),(72 1267.5996),(73 1268.617),(74 1282.2568),(75 1296.8329),(76 1288.168),(77 1297.8885),(78 1305.8923),(79 1311.3145),
(1 824.9245),(2 908.46686),(3 937.26544),(4 965.2758),(5 985.8861),(6 1026.1334),(7 1017.07916),(8 1029.2537),(9 1058.5397),(10 1079.3794),(11 1080.9059),(12 1096.3175),(13 1107.3208),(14 1087.8534),(15 1119.2272),(16 1120.0613),(17 1142.6447),(18 1153.8253),(19 1161.6791),(20 1167.4585),(21 1173.3196),(22 1151.0701),(23 1179.141),(24 1183.2125),(25 1186.6333),(26 1199.9807),(27 1197.923),(28 1213.4869),(29 1216.7037),(30 1223.0475),(31 1226.4913),(32 1233.3279),(33 1224.9806),(34 1214.411),(35 1216.422),(36 1250.227),(37 1253.0813),(38 1243.8291),(39 1265.5829),(40 1258.8342),(41 1263.4917),(42 1276.6937),(43 1267.8063),(44 1261.5232),(45 1255.5288),(46 1260.1199),(47 1279.4553),(48 1305.9496),(49 1304.9276),(50 1299.4913),(51 1299.1743),(52 1298.508),(53 1304.286),(54 1301.6862),(55 1283.5854),(56 1295.1406),(57 1281.3364),(58 1288.9291),(59 1275.8966),(60 1270.3969),(61 1266.8384),(62 1255.4746),(63 1261.0754),(64 1263.6516),(65 1257.6848),(66 1246.5203),(67 1249.6659),(68 1246.4385),(69 1247.0936),(70 1263.6987),(71 1260.6232),(72 1268.2965),(73 1253.5353),(74 1242.1003),(75 1271.5143),(76 1272.9077),(77 1274.809),(78 1290.5823),(79 1298.5051),
(1 819.3328),(2 885.23334),(3 913.14453),(4 942.8815),(5 967.69824),(6 981.2198),(7 984.3673),(8 1002.0858),(9 1031.89),(10 1042.9869),(11 1061.8975),(12 1055.9756),(13 1069.4468),(14 1059.0751),(15 1078.9518),(16 1089.9279),(17 1104.3848),(18 1108.193),(19 1130.6833),(20 1121.4811),(21 1121.6434),(22 1126.1554),(23 1132.9667),(24 1146.7738),(25 1150.3854),(26 1166.8517),(27 1158.8834),(28 1173.5596),(29 1181.5078),(30 1193.4614),(31 1188.6217),(32 1203.3909),(33 1200.8783),(34 1200.3529),(35 1203.142),(36 1232.1207),(37 1213.6802),(38 1208.5198),(39 1235.9498),(40 1230.352),(41 1233.7664),(42 1252.8737),(43 1236.2822),(44 1226.3622),(45 1217.8652),(46 1228.9755),(47 1233.8616),(48 1256.6624),(49 1267.976),(50 1269.2256),(51 1254.6183),(52 1253.8461),(53 1260.6927),(54 1270.4149),(55 1263.0868),(56 1264.6499),(57 1266.6385),(58 1263.8995),(59 1259.7201),(60 1246.6932),(61 1237.883),(62 1232.8428),(63 1235.5751),(64 1238.0027),(65 1240.9897),(66 1249.5681),(67 1234.1079),(68 1229.9482),(69 1248.1329),(70 1248.6437),(71 1235.3458),(72 1240.7181),(73 1238.8153),(74 1233.3644),(75 1255.0131),(76 1266.2657),(77 1257.5164),(78 1259.0701),(79 1257.8888),
(1 817.92474),(2 877.53253),(3 914.2223),(4 933.9845),(5 951.2284),(6 969.9225),(7 974.9032),(8 997.2422),(9 1022.7851),(10 1030.7811),(11 1052.0634),(12 1050.6783),(13 1073.2893),(14 1058.7286),(15 1074.2068),(16 1081.0524),(17 1082.9021),(18 1093.347),(19 1105.6255),(20 1116.8743),(21 1109.1896),(22 1116.7365),(23 1117.0432),(24 1129.1617),(25 1123.0698),(26 1140.8281),(27 1145.4713),(28 1156.0645),(29 1162.7673),(30 1178.0251),(31 1185.2272),(32 1188.5166),(33 1178.8857),(34 1174.7671),(35 1177.3727),(36 1188.8416),(37 1184.1747),(38 1178.339),(39 1202.2273),(40 1197.7231),(41 1203.8303),(42 1215.0447),(43 1202.5554),(44 1197.3785),(45 1177.4423),(46 1193.5035),(47 1204.1434),(48 1222.3715),(49 1225.9692),(50 1234.2495),(51 1229.2412),(52 1226.1271),(53 1220.4019),(54 1224.4254),(55 1243.8188),(56 1238.6172),(57 1238.7391),(58 1223.3488),(59 1237.7534),(60 1234.1606),(61 1208.6754),(62 1204.211),(63 1193.9453),(64 1206.0884),(65 1218.6862),(66 1209.6765),(67 1200.8904),(68 1210.305),(69 1211.0767),(70 1225.1039),(71 1207.4476),(72 1208.8538),(73 1205.579),(74 1208.807),(75 1236.5886),(76 1249.8608),(77 1248.524),(78 1244.1254),(79 1245.0358),
(1 809.4341),(2 879.266),(3 917.9962),(4 937.1019),(5 967.7664),(6 984.5426),(7 986.42),(8 1016.8211),(9 1042.7731),(10 1037.8867),(11 1061.8536),(12 1081.1729),(13 1083.8627),(14 1067.8334),(15 1092.0492),(16 1092.985),(17 1088.1964),(18 1103.7448),(19 1125.0209),(20 1126.4231),(21 1122.8668),(22 1132.9457),(23 1138.1904),(24 1137.4851),(25 1132.2924),(26 1133.216),(27 1149.7144),(28 1144.2462),(29 1156.1868),(30 1152.7805),(31 1173.0355),(32 1169.9938),(33 1161.3364),(34 1153.5981),(35 1158.1027),(36 1175.4208),(37 1171.2579),(38 1160.7509),(39 1177.4816),(40 1184.0038),(41 1189.1738),(42 1193.86),(43 1188.194),(44 1182.2218),(45 1179.5321),(46 1194.148),(47 1213.2267),(48 1225.762),(49 1239.4348),(50 1238.9557),(51 1241.7133),(52 1242.8822),(53 1228.139),(54 1234.0436),(55 1253.4541),(56 1240.0471),(57 1233.9819),(58 1242.3118),(59 1240.6722),(60 1221.6577),(61 1225.3896),(62 1205.6404),(63 1200.9064),(64 1203.6602),(65 1206.3007),(66 1200.0234),(67 1196.026),(68 1206.6747),(69 1203.3278),(70 1204.6096),(71 1185.5262),(72 1185.1188),(73 1190.4485),(74 1189.1052),(75 1201.5021),(76 1223.2008),(77 1230.1613),(78 1224.7512),(79 1230.7786),
