1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 6576.988),(2 6299.624),(3 6350.5615),(4 6239.7764),(5 6847.1177),(6 6778.22),(7 6768.7866),(8 6852.8887),(9 7065.953),(10 7028.5625),(11 7398.301),(12 7317.075),(13 7488.197),(14 7628.6826),(15 7766.369),(16 7659.0684),(17 7990.138),(18 8031.5483),(19 7967.471),(20 8115.053),(21 8313.142),(22 8340.102),(23 8474.937),(24 8597.651),(25 8627.142),(26 8504.813),(27 8701.601),(28 8631.547),(29 8765.851),(30 8687.694),(31 8661.138),(32 8897.079),(33 8672.685),(34 8898.624),(35 8814.586),(36 8785.19),(37 8887.223),(38 8780.222),(39 8917.313),(40 9065.036),(41 9181.295),(42 9117.779),(43 9052.944),(44 9101.388),(45 9071.867),(46 9181.546),(47 9257.122),(48 9311.475),(49 9295.387),(50 9317.732),(51 9076.111),(52 9172.746),(53 9157.921),(54 9116.984),(55 8898.592),(56 8867.953),(57 8804.514),(58 8815.846),(59 8848.308),(60 8697.194),(61 8577.283),(62 8682.815),(63 8639.544),(64 8595.487),(65 8619.52),(66 8645.378),(67 8698.502),(68 8833.357),(69 8812.342),(70 8957.267),(71 8926.963),(72 9071.755),(73 9099.226),(74 9312.341),(75 9242.29),(76 9351.07),(77 9314.752),(78 9412.957),(79 9597.433),
(1 6307.19),(2 6029.4063),(3 6276.564),(4 6194.9897),(5 6602.245),(6 6492.538),(7 6767.1426),(8 6785.3994),(9 6810.0796),(10 6802.3394),(11 7189.8364),(12 7094.1157),(13 7391.7393),(14 7362.937),(15 7538.5166),(16 7384.2524),(17 7739.912),(18 7665.73),(19 7732.364),(20 7965.5186),(21 8073.3843),(22 8084.3267),(23 8049.7993),(24 8096.01),(25 8367.671),(26 8242.845),(27 8472.562),(28 8300.223),(29 8320.521),(30 8318.414),(31 8478.866),(32 8422.044),(33 8562.567),(34 8545.539),(35 8661.555),(36 8509.707),(37 8683.084),(38 8480.028),(39 8585.599),(40 8754.532),(41 8927.468),(42 8978.916),(43 8900.309),(44 8889.176),(45 8711.029),(46 8973.677),(47 8891.605),(48 9114.088),(49 8912.168),(50 8948.666),(51 8801.765),(52 8907.536),(53 8764.541),(54 8765.75),(55 8713.505),(56 8473.164),(57 8589.734),(58 8432.598),(59 8481.816),(60 8466.773),(61 8470.717),(62 8333.386),(63 8413.368),(64 8331.696),(65 8326.827),(66 8388.182),(67 8517.309),(68 8557.739),(69 8603.518),(70 8752.244),(71 8780.604),(72 8861.701),(73 8926.806),(74 9069.394),(75 9118.789),(76 9061.736),(77 9185.486),(78 9191.867),(79 9353.709),
(1 6814.2666),(2 6189.8804),(3 6356.606),(4 6386.97),(5 6798.1216),(6 6707.9097),(7 6773.168),(8 6826.9604),(9 6942.432),(10 7021),(11 7354.064),(12 7328.7397),(13 7324.5024),(14 7541.271),(15 7546.987),(16 7471.648),(17 7799.868),(18 7750.048),(19 7736.0356),(20 8088.3057),(21 7964.262),(22 8255.894),(23 8249.237),(24 8139.4434),(25 8421.328),(26 8363.636),(27 8457.322),(28 8636.241),(29 8498.944),(30 8640.917),(31 8674.799),(32 8719.796),(33 8729.88),(34 8885.118),(35 8854.967),(36 8857.414),(37 8700.539),(38 8889.463),(39 8834.766),(40 8995.018),(41 9135.644),(42 9034.555),(43 9084.956),(44 8920.727),(45 8978.353),(46 9156.883),(47 9132.652),(48 9169.942),(49 9230.9795),(50 9086.919),(51 9107.57),(52 9047.588),(53 8963.935),(54 9002.429),(55 8893.039),(56 8676.723),(57 8773.805),(58 8569.693),(59 8600.033),(60 8592.243),(61 8595.718),(62 8479.908),(63 8554.743),(64 8560.201),(65 8490.475),(66 8529.836),(67 8473.222),(68 8703.972),(69 8606.075),(70 8762.167),(71 8725.002),(72 8784.629),(73 8751.588),(74 8887.753),(75 8900.764),(76 9054.48),(77 8857.932),(78 8904.903),(79 9135.12),
(1 6411.04),(2 5897.4526),(3 6265.5454),(4 6234.8486),(5 6483.39),(6 6392.6055),(7 6524.781),(8 6608.664),(9 6812.278),(10 6810.7886),(11 7217.5425),(12 7058.5073),(13 7091.2617),(14 7361.744),(15 7369.422),(16 7394.6543),(17 7466.446),(18 7584.7104),(19 7640.0938),(20 7732.55),(21 7816.448),(22 7862.4165),(23 8002.0176),(24 8000.351),(25 8061.8594),(26 8127.9424),(27 8194.175),(28 8281.762),(29 8226.865),(30 8287.473),(31 8384.33),(32 8310.885),(33 8221.922),(34 8508.184),(35 8346.2),(36 8480.447),(37 8402.959),(38 8544.778),(39 8536.399),(40 8597.477),(41 8841.974),(42 8693.396),(43 8625.3545),(44 8691.469),(45 8680.16),(46 8709.998),(47 8776.154),(48 8884.261),(49 8898.555),(50 8809.994),(51 8794.301),(52 8669.692),(53 8696.041),(54 8589.332),(55 8460.436),(56 8535.533),(57 8510.966),(58 8420.65),(59 8293.909),(60 8366.186),(61 8286.662),(62 8202.767),(63 8180.6074),(64 8185.532),(65 8346.123),(66 8341.146),(67 8314.284),(68 8458.627),(69 8365.119),(70 8628.962),(71 8564.524),(72 8499.302),(73 8557.022),(74 8806.838),(75 8800.887),(76 8768.446),(77 8802.527),(78 8844.412),(79 8922.518),
(1 6203.7236),(2 5721.3223),(3 5913.461),(4 5988.5005),(5 6213.003),(6 6050.542),(7 6268.4688),(8 6288.2666),(9 6510.951),(10 6426.2656),(11 6768.808),(12 6711.4014),(13 6863.466),(14 6840.084),(15 6974.9097),(16 6946.031),(17 7070.5415),(18 7043.625),(19 7155.3994),(20 7476.664),(21 7238.4023),(22 7445.0615),(23 7614.2534),(24 7451.1675),(25 7535.618),(26 7542.0947),(27 7549.767),(28 7710.0044),(29 7803.3096),(30 7677.9434),(31 7871.6963),(32 7915.1514),(33 7838.189),(34 7936.405),(35 7886.317),(36 8018.904),(37 8006.7856),(38 8105.3936),(39 8098.775),(40 8312.102),(41 8291.927),(42 8369.852),(43 8332.748),(44 8355.764),(45 8370.009),(46 8594.887),(47 8649.719),(48 8653.313),(49 8632.575),(50 8492.845),(51 8521.897),(52 8319.147),(53 8285.664),(54 8281.69),(55 8318.977),(56 8026.855),(57 8143.1235),(58 8086.5415),(59 8048.7637),(60 7913.839),(61 7886.374),(62 7754.4863),(63 7928.1045),(64 7957.592),(65 7933.229),(66 7968.0483),(67 8100.5654),(68 7960.713),(69 8076.548),(70 8116.472),(71 8119.7217),(72 7949.7437),(73 8043.801),(74 8127.036),(75 8219.35),(76 8170.116),(77 8269.879),(78 8315.583),(79 8320.542),
(1 5975.3447),(2 5633.646),(3 5930.6655),(4 5832.6147),(5 6090.2324),(6 5994.356),(7 6101.5693),(8 6397.638),(9 6510.186),(10 6480.4043),(11 6611.5747),(12 6720.954),(13 6822.1514),(14 6879.891),(15 6937.438),(16 6992.188),(17 7117.1196),(18 7076.2),(19 7325.4204),(20 7485.18),(21 7445.621),(22 7399.3716),(23 7587.1143),(24 7454.1675),(25 7693.497),(26 7579.807),(27 7700.2695),(28 7797.8784),(29 7724.5234),(30 7732.066),(31 7827.452),(32 7892.9653),(33 7988.784),(34 7966.271),(35 7844.142),(36 8068.1226),(37 7918.412),(38 8053.3345),(39 8073.236),(40 8159.9946),(41 8222.503),(42 8371.037),(43 8236.522),(44 8217.244),(45 8291.508),(46 8315.924),(47 8514.992),(48 8457.019),(49 8441.351),(50 8336.806),(51 8178.7515),(52 8207.839),(53 8087.2803),(54 8164.7847),(55 8151.1943),(56 8033.561),(57 7949.371),(58 7836.6035),(59 7853.5957),(60 7714.2954),(61 7645.7773),(62 7660.7915),(63 7684.471),(64 7832.1084),(65 7847.004),(66 7778.931),(67 7866.698),(68 7788.8003),(69 7861.006),(70 7898.819),(71 7997.86),(72 7811.347),(73 7893.609),(74 7934.6523),(75 7916.9316),(76 8061.652),(77 8039.295),(78 8114.109),(79 8093.6807),
(1 6007.158),(2 5452.4507),(3 5902.768),(4 5677.512),(5 6089.9004),(6 5980.12),(7 6002.945),(8 6253.265),(9 6506.9844),(10 6298.9053),(11 6417.6206),(12 6569.7124),(13 6666.1816),(14 6694.361),(15 6606.7485),(16 6729.249),(17 6922.4316),(18 6849.222),(19 6947.572),(20 7062.7886),(21 7219.7896),(22 7251.8467),(23 7249.6436),(24 7246.326),(25 7286.423),(26 7506.406),(27 7360.0845),(28 7549.6753),(29 7594.0396),(30 7612.9136),(31 7711.1704),(32 7862.801),(33 7907.37),(34 7846.2847),(35 7828.4263),(36 8008.163),(37 7880.7876),(38 7905.335),(39 8036.82),(40 8186.607),(41 8293.274),(42 8235.704),(43 8272.405),(44 8204.639),(45 8325.009),(46 8302.164),(47 8452.359),(48 8442.525),(49 8426.146),(50 8453.281),(51 8250.145),(52 8322.676),(53 8276.341),(54 8246.046),(55 8060.625),(56 8081.5835),(57 8019.494),(58 7974.363),(59 7866.795),(60 7779.3755),(61 7704.551),(62 7619.527),(63 7629.9507),(64 7826.193),(65 7775.965),(66 7883.474),(67 7931.398),(68 7875.746),(69 7934.3022),(70 7912.2363),(71 7807.8022),(72 7828.7446),(73 7902.171),(74 7971.195),(75 8104.647),(76 8112.6387),(77 8172.224),(78 8176.073),(79 8242.709),
(1 5936.2593),(2 5401.492),(3 5768.4854),(4 5631.9272),(5 5926.2607),(6 5782.9385),(7 5985.969),(8 6018.415),(9 6262.346),(10 6104.209),(11 6272.9297),(12 6366.87),(13 6492.844),(14 6611.2827),(15 6517.3516),(16 6607.157),(17 6852.0723),(18 6724.1865),(19 6899.0615),(20 6948.778),(21 7045.094),(22 7103.4355),(23 7203.3916),(24 7208.911),(25 7275.519),(26 7445.538),(27 7459.8887),(28 7523.8975),(29 7582.3745),(30 7588.259),(31 7459.3286),(32 7699.642),(33 7709.4053),(34 7668.4272),(35 7697.8105),(36 7720.589),(37 7688.9395),(38 7763.055),(39 7852.151),(40 8010.031),(41 8117.065),(42 7946.9434),(43 8081.6753),(44 7925.9834),(45 8124.2954),(46 8064.625),(47 8253.154),(48 8387.847),(49 8303.658),(50 8190.252),(51 8185.105),(52 8047.548),(53 7923.884),(54 7905.618),(55 7872.7324),(56 7844.809),(57 7782.539),(58 7736.632),(59 7630.2),(60 7530.1226),(61 7537.7715),(62 7453.941),(63 7439.8047),(64 7427.5337),(65 7520.613),(66 7555.744),(67 7507.4673),(68 7612.2666),(69 7598.295),(70 7671.9663),(71 7599.02),(72 7699.4976),(73 7571.771),(74 7713.3696),(75 7821.774),(76 7733.997),(77 8051.06),(78 7891.531),(79 8120.9756),
(1 5817.1094),(2 5222.95),(3 5584.4316),(4 5557.1094),(5 5796.295),(6 5828.015),(7 5960.2476),(8 5954.414),(9 6248.3027),(10 6167.4414),(11 6271.422),(12 6392.071),(13 6214.4375),(14 6496.3003),(15 6438.1133),(16 6504.117),(17 6780.726),(18 6550.7456),(19 6797.9346),(20 6862.6123),(21 6974.125),(22 7005.2817),(23 7278.1807),(24 7118.9526),(25 7170.8945),(26 7346.689),(27 7352.7905),(28 7359.266),(29 7476.368),(30 7422.9976),(31 7492.8623),(32 7607.817),(33 7790.769),(34 7554.3486),(35 7808.498),(36 7787.184),(37 7696.2656),(38 7841.918),(39 7890.0894),(40 8065.4263),(41 8117.3867),(42 8122.413),(43 8117.168),(44 8183.911),(45 8233.305),(46 8267.295),(47 8310.64),(48 8313.666),(49 8429.566),(50 8295.203),(51 8209.293),(52 8211.711),(53 8056.866),(54 8116.8706),(55 8022.002),(56 7935.185),(57 7830.568),(58 7848.899),(59 7653.7656),(60 7614.7188),(61 7588.5376),(62 7416.993),(63 7553.191),(64 7385.1665),(65 7453.9053),(66 7506.08),(67 7485.364),(68 7473.7153),(69 7594.034),(70 7424.997),(71 7590.6465),(72 7515.786),(73 7602.177),(74 7676.2573),(75 7748.105),(76 7783.9707),(77 7890.678),(78 7866.399),(79 7899.483),
(1 5798.542),(2 5237.727),(3 5555.238),(4 5358.5615),(5 5720.6396),(6 5697.3604),(7 5906.255),(8 5759.831),(9 6116.019),(10 6064.169),(11 6113.221),(12 6190.698),(13 6247.4155),(14 6290.92),(15 6320.874),(16 6391.2095),(17 6583.988),(18 6386.3784),(19 6694.006),(20 6652.8257),(21 6827.758),(22 6842.4844),(23 6930.9316),(24 6764.147),(25 6843.495),(26 6928.618),(27 7103.829),(28 6968.076),(29 7019.836),(30 7072.982),(31 7146.822),(32 7082.7866),(33 7242.886),(34 7159.0884),(35 7239.051),(36 7358.5625),(37 7224.725),(38 7275.7686),(39 7414.149),(40 7602.8184),(41 7492.951),(42 7592.105),(43 7575.449),(44 7668.644),(45 7679.246),(46 7682.5513),(47 7791.602),(48 7871.7773),(49 7908.095),(50 7693.2207),(51 7857.4775),(52 7664.613),(53 7656.0835),(54 7664.052),(55 7548.3423),(56 7437.1),(57 7366.853),(58 7267.7046),(59 7227.305),(60 7078.45),(61 7050.5684),(62 6925.6646),(63 6973.7124),(64 6888.339),(65 7012.473),(66 7052.0396),(67 6871.2793),(68 7069.4087),(69 6987.595),(70 7022.403),(71 7218.6753),(72 7092.4155),(73 7128.661),(74 7276.361),(75 7323.7666),(76 7480.009),(77 7391.665),(78 7407.063),(79 7602.9063),
(1 5624.503),(2 5045.5854),(3 5396.1313),(4 5250.053),(5 5489.0923),(6 5515.7046),(7 5697.963),(8 5554.9463),(9 5928.362),(10 5794.209),(11 5989.549),(12 5887.378),(13 6046.298),(14 6013.325),(15 6080.83),(16 6111.716),(17 6314.9956),(18 6138.908),(19 6571.168),(20 6431.0005),(21 6629.956),(22 6680.1343),(23 6767.55),(24 6821.1123),(25 6747.9375),(26 6916.404),(27 7067.243),(28 6934.0894),(29 6960.6797),(30 7062.295),(31 7177.117),(32 7086.6597),(33 7218.523),(34 7253.282),(35 7199.335),(36 7399.966),(37 7142.853),(38 7449.428),(39 7481.8105),(40 7614.8735),(41 7595.8887),(42 7560.0303),(43 7623.569),(44 7624.936),(45 7575.526),(46 7581.303),(47 7698.841),(48 7701.46),(49 7767.3354),(50 7564.041),(51 7564.007),(52 7615.805),(53 7514.51),(54 7471.1646),(55 7411.158),(56 7366.3),(57 7211.386),(58 7231.6157),(59 7071.4307),(60 7174.7334),(61 6972.752),(62 6919.4824),(63 6859.1797),(64 6892.6465),(65 6881.779),(66 6987.86),(67 6919.843),(68 6904.575),(69 6875.1694),(70 6912.388),(71 7010.4023),(72 6974.9),(73 7009.599),(74 7198.699),(75 7168.5303),(76 7276.7915),(77 7173.7646),(78 7238.9033),(79 7421.5117),
(1 5684.6226),(2 5094.8623),(3 5338.195),(4 5221.93),(5 5549.112),(6 5565.048),(7 5650.895),(8 5636.714),(9 5940.9497),(10 5914.441),(11 5909.8374),(12 6034.8047),(13 6017.7495),(14 6035.1973),(15 6065.425),(16 6142.523),(17 6228.062),(18 6266.539),(19 6533.3213),(20 6535.0566),(21 6560.9937),(22 6606.6934),(23 6705.3525),(24 6689.908),(25 6767.045),(26 6835.2256),(27 6909.4),(28 6884.043),(29 6955.95),(30 6952.873),(31 7048.674),(32 6995.51),(33 7211.729),(34 7181.6396),(35 7308.3022),(36 7197.369),(37 7127.443),(38 7350.494),(39 7423.7637),(40 7574.1724),(41 7545.453),(42 7602.3984),(43 7551.7173),(44 7543.08),(45 7514.143),(46 7652.8867),(47 7735.0693),(48 7780.8433),(49 7800.7764),(50 7752.6577),(51 7591.102),(52 7657.6104),(53 7521.645),(54 7412.3843),(55 7438.1626),(56 7428.9404),(57 7288.967),(58 7386.2397),(59 7147.835),(60 7209.69),(61 7116.988),(62 7073.0283),(63 6944.3076),(64 6868.313),(65 7002.213),(66 7059.363),(67 7102.4414),(68 7083.717),(69 7098.643),(70 7149.176),(71 7185.5107),(72 7286.3843),(73 7241.599),(74 7436.6294),(75 7543.2026),(76 7537.38),(77 7600.3057),(78 7510.59),(79 7748.566),
(1 5525.495),(2 5005.144),(3 5360.5454),(4 5075.388),(5 5467.65),(6 5515.782),(7 5501.512),(8 5589.411),(9 5812.6753),(10 5896.998),(11 5868.3286),(12 5986.324),(13 5910.6),(14 6002.694),(15 6054.933),(16 6289.571),(17 6210.0625),(18 6336.161),(19 6563.9297),(20 6507.985),(21 6656.3896),(22 6609.505),(23 6756.323),(24 6719.9287),(25 6741.388),(26 6839.1313),(27 6923.6455),(28 6963.0728),(29 6951.815),(30 6894.4873),(31 7069.2686),(32 6950.379),(33 7117.215),(34 7074.9316),(35 7201.704),(36 7238.145),(37 7117.9688),(38 7295.724),(39 7331.865),(40 7476.4517),(41 7479.662),(42 7513.9063),(43 7594.258),(44 7510.9346),(45 7515.3374),(46 7696.1753),(47 7712.2437),(48 7808.507),(49 7725.9917),(50 7733.5024),(51 7633.264),(52 7634.8647),(53 7522.9937),(54 7527.146),(55 7457.1084),(56 7449.9126),(57 7267.5464),(58 7271.8022),(59 7138.5083),(60 7124.2534),(61 7059.4194),(62 6924.002),(63 6821.2393),(64 6834.4683),(65 6835.6274),(66 6909.393),(67 6870.828),(68 6800.9097),(69 6870.1807),(70 6881.4893),(71 6921.172),(72 7008.9443),(73 6992.225),(74 7117.2954),(75 7066.7974),(76 7221.8994),(77 7182.717),(78 7205.1265),(79 7375.1763),
(1 5370.494),(2 4874.3633),(3 5078.132),(4 5075.0825),(5 5316.678),(6 5306.3184),(7 5290.585),(8 5401.071),(9 5727.54),(10 5723.875),(11 5788.9746),(12 5916.018),(13 5883.2695),(14 5880.9224),(15 6071.5835),(16 6212.2207),(17 6137.605),(18 6300.337),(19 6504.9126),(20 6512.77),(21 6464.334),(22 6585.284),(23 6607.269),(24 6689.439),(25 6658.803),(26 6763.9624),(27 6904.7188),(28 6863.0244),(29 6927.0254),(30 6831.621),(31 6884.378),(32 6878.105),(33 7045.739),(34 7006.9204),(35 7060.8726),(36 7191.958),(37 7016.618),(38 7176.115),(39 7112.9463),(40 7277.2876),(41 7355.8345),(42 7299.8735),(43 7354.3037),(44 7311.936),(45 7330.0127),(46 7456.434),(47 7391.4375),(48 7537.845),(49 7528.4805),(50 7422.9316),(51 7363.662),(52 7378.304),(53 7270.981),(54 7272.1045),(55 7273.082),(56 7136.86),(57 7009.5693),(58 7097.8647),(59 6918.136),(60 6958.778),(61 6906.465),(62 6746.475),(63 6742.0044),(64 6643.692),(65 6754.951),(66 6730.3535),(67 6785.4336),(68 6729.3394),(69 6725.1553),(70 6728.152),(71 6846.0864),(72 6840.243),(73 6872.2207),(74 6972.578),(75 6942.467),(76 7128.1436),(77 7094.905),(78 6980.0737),(79 7225.3853),
(1 5078.228),(2 4755.9424),(3 4807.095),(4 4921.5),(5 5113.899),(6 5093.668),(7 5087.3975),(8 5183.317),(9 5417.882),(10 5491.316),(11 5517.717),(12 5636.2944),(13 5696.9053),(14 5763.721),(15 5807.2397),(16 5973.1035),(17 5849.606),(18 6031.872),(19 6217.3564),(20 6227.2075),(21 6215.255),(22 6271.6177),(23 6332.689),(24 6429.9595),(25 6391.2666),(26 6592.6206),(27 6600.0103),(28 6733.2134),(29 6598.7925),(30 6671.597),(31 6791.2725),(32 6732.2603),(33 6808.8315),(34 6834.554),(35 6999.2065),(36 6862.658),(37 6951.2856),(38 6974.797),(39 7047.91),(40 7120.8975),(41 7171.035),(42 7247.759),(43 7323.1113),(44 7237.4204),(45 7293.5815),(46 7412.783),(47 7416.0547),(48 7458.039),(49 7635.0806),(50 7395.9644),(51 7415.3374),(52 7395.8096),(53 7234.2026),(54 7252.555),(55 7211.6265),(56 7250.371),(57 7058.94),(58 7100.3823),(59 6946.023),(60 6970.9497),(61 6884.2207),(62 6842.1563),(63 6807.5903),(64 6711.377),(65 6754.4),(66 6694.013),(67 6710.7583),(68 6791.8457),(69 6759.9624),(70 6816.877),(71 6804.2075),(72 6825.249),(73 6936.778),(74 6936.5654),(75 6936.4644),(76 7097.2847),(77 6953.76),(78 6973.2725),(79 7005.4746),
(1 5132.378),(2 4799.979),(3 4811.1226),(4 4743.819),(5 5036.6885),(6 5050.0835),(7 4966.2207),(8 5145.284),(9 5311.818),(10 5405.4326),(11 5359.1333),(12 5469.415),(13 5604.347),(14 5645.202),(15 5674.0967),(16 5741.7183),(17 5694.793),(18 5811.9873),(19 6062.006),(20 6013.982),(21 5926.7944),(22 6024.8135),(23 6004.4395),(24 6229.436),(25 6278.8623),(26 6333.4126),(27 6339.0366),(28 6394.324),(29 6364.091),(30 6372.4355),(31 6413.511),(32 6454.6743),(33 6457.9033),(34 6514.6216),(35 6455.4146),(36 6465.928),(37 6467.834),(38 6532.0625),(39 6606.512),(40 6680.739),(41 6709.1123),(42 6861.8354),(43 6914.0566),(44 6900.6343),(45 6897.472),(46 7055.287),(47 7121.5137),(48 7184.2607),(49 7230.9644),(50 7104.6626),(51 7117.131),(52 6992.4014),(53 7092.1997),(54 6800.6484),(55 6975.084),(56 6890.4995),(57 6844.6074),(58 6774.692),(59 6672.899),(60 6643.3467),(61 6600.7407),(62 6614.112),(63 6450.3374),(64 6460.434),(65 6350.8623),(66 6335.5835),(67 6354.7417),(68 6437.412),(69 6453.8813),(70 6406.2163),(71 6433.419),(72 6487.832),(73 6528.4106),(74 6588.304),(75 6640.7197),(76 6667.291),(77 6608.838),(78 6653.734),(79 6685.0825),
(1 4886.1533),(2 4628.242),(3 4602.845),(4 4650.235),(5 4867.231),(6 4891.666),(7 4847.892),(8 5016.8535),(9 5167.401),(10 5223.595),(11 5171.3735),(12 5294.543),(13 5352.009),(14 5417.2188),(15 5349.42),(16 5602.711),(17 5539.3335),(18 5661.972),(19 5805.042),(20 5855.359),(21 5915.8477),(22 5944.153),(23 6021.896),(24 6093.1504),(25 6134.1504),(26 6334.4077),(27 6285.3257),(28 6336.474),(29 6271.8984),(30 6371.0444),(31 6328.3066),(32 6373.0303),(33 6355.183),(34 6484.3413),(35 6505.4985),(36 6551.351),(37 6552.8003),(38 6512.6436),(39 6651.6177),(40 6629.1396),(41 6754.404),(42 6822.1367),(43 6786.315),(44 6779.7866),(45 6844.7305),(46 6933.31),(47 7013.803),(48 7154.0166),(49 7074.447),(50 7043.9565),(51 7052.3525),(52 6972.758),(53 6875.0786),(54 6950.725),(55 6878.1914),(56 6869.178),(57 6842.456),(58 6836.9956),(59 6632.979),(60 6657.4253),(61 6547.922),(62 6485.0215),(63 6408.4795),(64 6404.029),(65 6445.312),(66 6340.8906),(67 6408.582),(68 6446.7017),(69 6464.9277),(70 6439.1025),(71 6438.279),(72 6506.0425),(73 6570.992),(74 6466.405),(75 6623.435),(76 6632.235),(77 6671.0215),(78 6651.096),(79 6694.763),
(1 4702.0537),(2 4427.4453),(3 4486.275),(4 4445.2563),(5 4692.5405),(6 4717.874),(7 4726.723),(8 4871.61),(9 5084.7275),(10 5040.943),(11 4983.327),(12 5177.2974),(13 5190.2656),(14 5274.4863),(15 5262.301),(16 5353.0796),(17 5299.278),(18 5563.5645),(19 5556.25),(20 5590.63),(21 5615.7754),(22 5804.507),(23 5851.998),(24 5897.214),(25 5990.377),(26 6118.5117),(27 6142.4194),(28 6082.3936),(29 6207.7),(30 6207.4614),(31 6214.121),(32 6252.746),(33 6254.435),(34 6415.205),(35 6411.525),(36 6320.82),(37 6395.2363),(38 6351.826),(39 6477.34),(40 6451.5713),(41 6503.7095),(42 6633.41),(43 6614.802),(44 6587.422),(45 6702.557),(46 6648.673),(47 6924.811),(48 6906.283),(49 6995.9736),(50 6828.78),(51 6862.9204),(52 6914.39),(53 6780.251),(54 6705.023),(55 6755.053),(56 6622.3755),(57 6677.754),(58 6540.958),(59 6424.967),(60 6409.316),(61 6377.626),(62 6209.3965),(63 6174.2314),(64 6140.5083),(65 6179.337),(66 6049.56),(67 6127.554),(68 6105.462),(69 6164.976),(70 6085.8687),(71 6062.2725),(72 6220.8906),(73 6128.4287),(74 6174.121),(75 6232.034),(76 6195.2397),(77 6224.8936),(78 6292.7197),(79 6305.0215),
