1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 7620.594),(2 21313.74),(3 32209.125),(4 37499.508),(5 38494.266),(6 38054.707),(7 37702.25),(8 37802.35),(9 38348.375),(10 38941.25),(11 39097.277),(12 39109.785),(13 38987.035),(14 39060.207),(15 39725.72),(16 40633.316),(17 41607.484),(18 42115.813),(19 41617.87),(20 40677.117),(21 40306.848),(22 40675.84),(23 41087.38),(24 40863.34),(25 40586.06),(26 40678.363),(27 41046.47),(28 41196.047),(29 41304.8),(30 40949.46),(31 40573.695),(32 40171.063),(33 39904.004),(34 40434.12),(35 41195.83),(36 41579.36),(37 41352.18),(38 41053.344),(39 40742.008),(40 40539.508),(41 40257.477),(42 40139.973),(43 40321.09),(44 40757.684),(45 41483.38),(46 41733.887),(47 41895.07),(48 41918.523),(49 41901.625),(50 41952.52),(51 42764.156),(52 42985.227),(53 42321.844),(54 41342.445),(55 40422.906),(56 39805.64),(57 39730.113),(58 40416.887),(59 41131.824),(60 41715.867),(61 41946.85),(62 41641.523),(63 41322.727),(64 41355.47),(65 41394.28),(66 41800.625),(67 42225.926),(68 42539.707),(69 42682.51),(70 42305.594),(71 41745.656),(72 41798.793),(73 42617.75),(74 43052.426),(75 43507.17),(76 43610.047),(77 43435.17),(78 43572.18),(79 43511.418),
(1 7573.4673),(2 21206.566),(3 31537.156),(4 36218.4),(5 37687.15),(6 37663.332),(7 37690.54),(8 38177.61),(9 38525.496),(10 39229.496),(11 40039.82),(12 40258.246),(13 39938.4),(14 39738.15),(15 39796.977),(16 40090.01),(17 40281.246),(18 40460.95),(19 40137.234),(20 39538.27),(21 39535.027),(22 39762.68),(23 39767.18),(24 39628.754),(25 40027.715),(26 40676.734),(27 41054.53),(28 41088.137),(29 40396.777),(30 39671.14),(31 39575.043),(32 40024.46),(33 40596.395),(34 41607.71),(35 42445.656),(36 43172.38),(37 43310.09),(38 42961.754),(39 42653.984),(40 42718.793),(41 43102.32),(42 43288.516),(43 42664.957),(44 42032.23),(45 41862.043),(46 41862.64),(47 41558.73),(48 41449.73),(49 42091.91),(50 43164.875),(51 44393.27),(52 44725.426),(53 44246.484),(54 43477.207),(55 42178.207),(56 41825.145),(57 42396.996),(58 43293.49),(59 43661.32),(60 43833.18),(61 44475.97),(62 45048.05),(63 45170.23),(64 44918.836),(65 44794.027),(66 44667.367),(67 44353.285),(68 44483.57),(69 44833.95),(70 44684.234),(71 44931),(72 45244.598),(73 45465.797),(74 45696.51),(75 45775.406),(76 45174.043),(77 43988.457),(78 43348.313),(79 42969.1),
(1 6977.841),(2 19365.348),(3 28641.902),(4 32860.824),(5 34124.01),(6 34382.418),(7 34114.473),(8 34238.69),(9 35097.402),(10 36779.63),(11 37368.67),(12 36918.16),(13 36730.957),(14 37227.41),(15 37771.29),(16 38518.39),(17 38710.71),(18 38774.75),(19 38490.23),(20 38078.348),(21 37901.12),(22 37798.18),(23 37885.07),(24 37998.086),(25 38515.027),(26 39464.965),(27 40245.93),(28 40777.58),(29 40510.953),(30 40184.266),(31 39495.51),(32 38543.27),(33 38010.996),(34 37962.02),(35 38327.17),(36 38739.652),(37 39253.19),(38 39022.973),(39 38439.813),(40 38744.18),(41 39173.2),(42 39442.668),(43 39318.71),(44 39650.676),(45 39697.594),(46 39413.586),(47 39175.145),(48 39473.29),(49 39736.46),(50 39873),(51 39736.043),(52 39514.477),(53 39502.816),(54 39489.25),(55 39036.45),(56 38546.773),(57 38602.97),(58 39097.13),(59 39926.813),(60 40325.69),(61 40052.6),(62 40168.766),(63 40414.67),(64 40024.77),(65 39375.26),(66 39034.945),(67 39153.582),(68 39304.293),(69 39382.83),(70 39821.043),(71 40453.2),(72 40720.063),(73 40460.53),(74 39791.99),(75 39370.1),(76 39443.71),(77 39611.566),(78 39845.977),(79 40257.113),
(1 6885.7),(2 18789.564),(3 27814.703),(4 32385.844),(5 34372.523),(6 35198.203),(7 35361.59),(8 36085.414),(9 36755.824),(10 37289.973),(11 37240.93),(12 36471.527),(13 36026.18),(14 36694.03),(15 37699.348),(16 38750.332),(17 38981.023),(18 38579.14),(19 37990.23),(20 37342.344),(21 37406.426),(22 38166.555),(23 38848.465),(24 38423.76),(25 38394.49),(26 39173.56),(27 40230.902),(28 41057),(29 41174.547),(30 40741.75),(31 39813.297),(32 39149.816),(33 38793.82),(34 39277.27),(35 40262.613),(36 40585.06),(37 40599.11),(38 40229.17),(39 39809.39),(40 39926.76),(41 40220.4),(42 40262.42),(43 39958.66),(44 39482.207),(45 39261.12),(46 39304.16),(47 38760.023),(48 38878.11),(49 39944.066),(50 41066.555),(51 41428.66),(52 41187.56),(53 40998.508),(54 40357.633),(55 40107.734),(56 40416.99),(57 40686.66),(58 40515.582),(59 40471.65),(60 40639.477),(61 40917.055),(62 40679.957),(63 40966.973),(64 41350.02),(65 41654.207),(66 42049.965),(67 41454.094),(68 41013.44),(69 41199.355),(70 41842.676),(71 41874.664),(72 41187.29),(73 40775.406),(74 41077.273),(75 41722.88),(76 41819.598),(77 41448.766),(78 41585.004),(79 41511.613),
(1 6663.699),(2 18279.861),(3 27134.709),(4 31485.162),(5 32779.035),(6 33230.19),(7 34016.984),(8 34851.78),(9 35226.938),(10 35192.145),(11 35019.81),(12 34892.176),(13 34836.875),(14 35197.1),(15 36387.363),(16 37826.863),(17 38641.79),(18 39302.848),(19 39419.668),(20 38758.36),(21 38185.516),(22 38012.594),(23 38005.457),(24 37454.453),(25 37191.848),(26 37186.297),(27 37527.11),(28 37539.523),(29 37247.563),(30 37002.6),(31 36738.098),(32 36653.336),(33 36554.9),(34 36984.16),(35 37752.586),(36 38249.12),(37 38625.16),(38 38487.484),(39 38653.016),(40 39330.543),(41 39951.293),(42 40410.754),(43 40170.906),(44 39542.566),(45 39181.88),(46 39147.07),(47 39116.453),(48 39992.484),(49 41527.586),(50 42111.23),(51 42215.28),(52 41582.25),(53 40448.027),(54 39751.133),(55 39709.086),(56 40382.434),(57 40749.41),(58 40605.42),(59 40624.37),(60 40580.293),(61 40666.324),(62 40656.523),(63 40883.81),(64 41231.97),(65 41234.543),(66 40722.45),(67 40258.883),(68 40204.324),(69 40108.664),(70 40136.426),(71 40462.543),(72 40436.367),(73 40634.746),(74 40592.867),(75 41015.684),(76 41662.16),(77 41535.78),(78 41201.973),(79 41379.074),
(1 6391.949),(2 17238.715),(3 25526.105),(4 29178.313),(5 30214.268),(6 30471.842),(7 30985.158),(8 31897.541),(9 32957.895),(10 33479.676),(11 34129.066),(12 34065.477),(13 33397.625),(14 33617.348),(15 34528.043),(16 35503.156),(17 36039.08),(18 35989.12),(19 35443.68),(20 35012.44),(21 34971.293),(22 34901.098),(23 34522.992),(24 33735.082),(25 33422.887),(26 33672.12),(27 34167.418),(28 34302.414),(29 34164.934),(30 34249.91),(31 34075.61),(32 33677.645),(33 33154.094),(34 32680.719),(35 32733.414),(36 33236.035),(37 33839.668),(38 33759.62),(39 34105.746),(40 34808.617),(41 35533.21),(42 35897.03),(43 35723.77),(44 35382.336),(45 34971.313),(46 34574.867),(47 34327.375),(48 34749.957),(49 35492.336),(50 36494.523),(51 37060.367),(52 36415.336),(53 35481.965),(54 35256.83),(55 35283.582),(56 34987.773),(57 34742.516),(58 35033),(59 35209.035),(60 35366.19),(61 35295.836),(62 35580.57),(63 36417.277),(64 36726.363),(65 36656.82),(66 36747.293),(67 36942),(68 37166.473),(69 37313.35),(70 37987.18),(71 38301.086),(72 38280.51),(73 37999.598),(74 37709.56),(75 37523.746),(76 37739.953),(77 38281.383),(78 38804.652),(79 39238.656),
(1 6907.9844),(2 18717.95),(3 27410.85),(4 31118.85),(5 31773.16),(6 31620.904),(7 31578.574),(8 31835.98),(9 32274.996),(10 32600.055),(11 32735.527),(12 32420.797),(13 32460.61),(14 32926.195),(15 33137.508),(16 33264.438),(17 33774.74),(18 34690.652),(19 35369.906),(20 35413.477),(21 35304.434),(22 35284.906),(23 35273.3),(24 34592.785),(25 34172.223),(26 34349.043),(27 35216.406),(28 35617.63),(29 35295.24),(30 34652.54),(31 33993.824),(32 33855.566),(33 34006.19),(34 33920.91),(35 33704.758),(36 33666.51),(37 33904.145),(38 34295.57),(39 34935.836),(40 35660.78),(41 35794.273),(42 35578.973),(43 35324.098),(44 35431.094),(45 34893.652),(46 34361.855),(47 34244.777),(48 34385.355),(49 34817.637),(50 35195.2),(51 35218.594),(52 35084.86),(53 34960.055),(54 34790.543),(55 34511.074),(56 34455.258),(57 34448.883),(58 34833.42),(59 35461.508),(60 36186.016),(61 36282.406),(62 36263.277),(63 36335.082),(64 36352.305),(65 36281.387),(66 36535.043),(67 36653.72),(68 36793.617),(69 36404.17),(70 36407.566),(71 36967.4),(72 37258.258),(73 37448.434),(74 37687.31),(75 37901.785),(76 38122.53),(77 38698.305),(78 39230.406),(79 39003.49),
(1 6671.843),(2 17984.795),(3 26001.852),(4 28984.006),(5 29540.172),(6 29595.412),(7 29937.41),(8 30787.867),(9 30878.7),(10 30694.277),(11 30499.174),(12 30374.355),(13 30706.035),(14 31624.867),(15 32654.188),(16 32973.01),(17 33144.09),(18 33505.523),(19 33306.29),(20 32987.105),(21 32570.135),(22 32792.52),(23 33039.008),(24 33153.67),(25 33575.656),(26 34160.176),(27 34499),(28 34112.805),(29 32991.285),(30 31903.797),(31 31614.885),(32 31719.11),(33 31730.338),(34 31867.268),(35 32193.264),(36 31815.07),(37 31482.088),(38 31622.307),(39 32206.955),(40 33046.164),(41 33800.996),(42 34631.36),(43 34941.64),(44 34515.906),(45 33994.633),(46 34063.637),(47 34416.598),(48 34879.156),(49 35543.58),(50 35810.2),(51 35565.76),(52 35210.03),(53 35101.71),(54 34930.043),(55 34705.516),(56 34775.984),(57 34580.145),(58 34344.414),(59 34022.066),(60 33907.082),(61 34023.164),(62 33853.527),(63 33718.76),(64 34184.066),(65 34754.61),(66 34995.54),(67 34716.375),(68 34455.02),(69 34461.64),(70 34729.234),(71 35156.21),(72 35626.125),(73 35872.74),(74 35882.36),(75 35724.64),(76 35482.055),(77 35545.344),(78 35995.418),(79 36433.285),
(1 6770.7124),(2 18069.766),(3 26050.424),(4 29593.16),(5 30230.404),(6 30363.633),(7 31104.38),(8 32405.514),(9 33131.453),(10 32833.008),(11 31836.363),(12 31287.242),(13 31215.863),(14 32078.463),(15 32880.504),(16 33052.188),(17 32915.125),(18 33049.82),(19 32996.918),(20 33225.88),(21 32765.2),(22 32338.527),(23 31774.383),(24 31407.137),(25 31534.742),(26 32196.451),(27 32623.164),(28 32141.41),(29 31273.85),(30 30968.076),(31 31450.492),(32 32411.537),(33 33159.457),(34 33327.957),(35 33061.293),(36 32568.814),(37 32630.646),(38 32809.49),(39 33767.598),(40 34679.156),(41 34765.973),(42 34431),(43 33760.684),(44 33551.184),(45 33609.67),(46 34088.094),(47 34461.953),(48 34506.484),(49 34379.652),(50 33877.723),(51 33027.945),(52 32503.164),(53 32533.172),(54 32984.926),(55 33069.273),(56 33026.586),(57 33172.445),(58 33372.008),(59 33502.625),(60 33432.242),(61 33609.902),(62 33549.91),(63 33256.38),(64 33166.04),(65 32655.809),(66 32273.424),(67 32836.543),(68 33908.406),(69 34582.18),(70 34654.336),(71 34719.656),(72 34942.656),(73 35361.164),(74 35157.902),(75 34890.92),(76 34636.445),(77 34395.99),(78 34907.89),(79 35620.426),
(1 6612.855),(2 17594.863),(3 25386.307),(4 28498.771),(5 29276.068),(6 29276.355),(7 29046.268),(8 29205.238),(9 29742.477),(10 30248.074),(11 30449.592),(12 30033.967),(13 30128.703),(14 30679.637),(15 31504.428),(16 31775.445),(17 31951.475),(18 32327.742),(19 32519.395),(20 32576.98),(21 32558.775),(22 32255.174),(23 32011.51),(24 31902.855),(25 32336.588),(26 32835.047),(27 33298.83),(28 33247.824),(29 32598.082),(30 31808.006),(31 30944.96),(32 30751.088),(33 31002.447),(34 31440.111),(35 31454),(36 31223.36),(37 31009.768),(38 31304.797),(39 31878.277),(40 32136.213),(41 32101.18),(42 32480.543),(43 32909.18),(44 33063.51),(45 32793.977),(46 32738.844),(47 32695.805),(48 32248.693),(49 32100.445),(50 32009.646),(51 32123.04),(52 32290.625),(53 32239.053),(54 32029.17),(55 31617.238),(56 31029.195),(57 30780.049),(58 30629.807),(59 30845.2),(60 31260.766),(61 31709.879),(62 32211.248),(63 32572.072),(64 32657.7),(65 32411.889),(66 32553.582),(67 32984.504),(68 33043.27),(69 32971.3),(70 32875.63),(71 32882.086),(72 33118.008),(73 33517.21),(74 33949.11),(75 34219.688),(76 34160.785),(77 33846.17),(78 33615.35),(79 33953.438),
(1 6707.633),(2 17735.209),(3 25018.629),(4 27379.938),(5 27371.83),(6 27353.604),(7 27535.264),(8 27764.736),(9 28085.65),(10 28476.355),(11 28409.23),(12 28178.809),(13 28554.371),(14 29608.438),(15 30696.475),(16 30888.979),(17 30763.346),(18 30324.547),(19 29402.303),(20 28916.805),(21 28792.117),(22 28733.701),(23 28900.738),(24 29385.488),(25 30122.55),(26 30818.475),(27 31137.686),(28 30729.764),(29 30090.076),(30 29473.85),(31 28928.264),(32 29034.16),(33 29385.246),(34 29832.479),(35 29345.076),(36 28407.537),(37 28022.758),(38 28471.877),(39 28974.465),(40 29630.713),(41 30124.293),(42 30330.943),(43 30468.158),(44 30430.842),(45 30676.076),(46 30706.254),(47 30868.355),(48 31042.11),(49 31115.29),(50 30811.613),(51 30497.846),(52 30185.762),(53 30111.22),(54 30094.99),(55 29917.916),(56 29788.572),(57 29389.309),(58 28982.006),(59 28854.764),(60 28860.367),(61 29259.129),(62 29642.947),(63 29768.041),(64 29316.988),(65 29255.773),(66 29683.545),(67 30068.748),(68 30478.814),(69 30717.594),(70 30568.361),(71 30308.227),(72 30259.473),(73 30215.73),(74 30444.947),(75 31196.28),(76 31989.14),(77 32534.475),(78 32726.227),(79 32865.395),
(1 6329.6855),(2 16786.045),(3 23669.031),(4 26020.557),(5 26737.28),(6 27420.756),(7 28194.082),(8 28953.523),(9 29148.422),(10 29145.63),(11 29072.656),(12 28810.941),(13 29171.447),(14 30090.666),(15 30358.904),(16 29992.082),(17 29975.32),(18 30157.18),(19 30272.016),(20 30335.97),(21 30537.713),(22 30596.756),(23 30311.256),(24 30287.096),(25 30702.146),(26 31494.752),(27 31631.203),(28 31463.412),(29 31282.756),(30 31005.98),(31 31269.121),(32 31717.266),(33 31528.252),(34 30945.223),(35 29758.8),(36 28749.166),(37 28445.87),(38 28685.756),(39 29365.666),(40 30005.898),(41 30393.85),(42 30350.088),(43 30255.768),(44 30549.484),(45 30985.451),(46 31267.32),(47 31518.086),(48 31692.975),(49 31148.32),(50 30407.553),(51 30025.64),(52 29962.96),(53 30163.3),(54 30257.69),(55 30300.855),(56 30328.219),(57 30734.5),(58 30838.232),(59 30960.135),(60 30726.156),(61 30294.855),(62 29869.494),(63 29318.486),(64 29225.01),(65 29621.742),(66 30287.676),(67 30535.355),(68 30645.758),(69 30423.174),(70 30281.346),(71 30395.615),(72 30558.156),(73 30962.006),(74 31259.117),(75 31341.363),(76 31693.248),(77 32512.621),(78 33091.97),(79 32836.016),
(1 5953.018),(2 15629.288),(3 22184.846),(4 24800.063),(5 25176.9),(6 25100.123),(7 25673.973),(8 26804.588),(9 27599.361),(10 27716.662),(11 27285.293),(12 27198.672),(13 27796.549),(14 28987.068),(15 29662.295),(16 29706.883),(17 29718.273),(18 29958.844),(19 29972.277),(20 29687.371),(21 29444.334),(22 29643.563),(23 29575.615),(24 29790.068),(25 30037.006),(26 30062.783),(27 29939.295),(28 29707.639),(29 29671.984),(30 29743.344),(31 29643.434),(32 29506.85),(33 29592.154),(34 29360.477),(35 29057.76),(36 28609.379),(37 28422.217),(38 28608.994),(39 28711.01),(40 28487.973),(41 28091.072),(42 27785.662),(43 27581.516),(44 27775.563),(45 27993.94),(46 27968.832),(47 28057.416),(48 28353.754),(49 28417.527),(50 28327.46),(51 28629.172),(52 29255.293),(53 29514.2),(54 29113.482),(55 28757.2),(56 28596.355),(57 28528.977),(58 28696.322),(59 28973.168),(60 28942.572),(61 29326.834),(62 29624.205),(63 29953.287),(64 30583.75),(65 30835.822),(66 30549.406),(67 30198.367),(68 30190.457),(69 30311.102),(70 30585.172),(71 30865.19),(72 31344.873),(73 31950.967),(74 32169.148),(75 32364.85),(76 32466.35),(77 32666.51),(78 32777.38),(79 33098.977),
(1 6053.7856),(2 15508.913),(3 21530.01),(4 23701.31),(5 23752.377),(6 23680.54),(7 24172.389),(8 25023.494),(9 25497.762),(10 25533.625),(11 25532.293),(12 25508.326),(13 25889.19),(14 26705.072),(15 27276.148),(16 27474.791),(17 27845.777),(18 27718.44),(19 27336.133),(20 27117.762),(21 27137.281),(22 27404.781),(23 27892.816),(24 28343.697),(25 28401.31),(26 28403.268),(27 28345.584),(28 28219.467),(29 28479.068),(30 28758.355),(31 28822.994),(32 28613.95),(33 28237.846),(34 28128.69),(35 28126.262),(36 28037.742),(37 27958.357),(38 27613.742),(39 27533.672),(40 28015.541),(41 28309.164),(42 28159.44),(43 27811.01),(44 27661.762),(45 27783.04),(46 28111.02),(47 28399.115),(48 28435.684),(49 28340.959),(50 28022.95),(51 28091.025),(52 28204.123),(53 28060.758),(54 28223.025),(55 28512.033),(56 28661.762),(57 28504.287),(58 28483.568),(59 28729.7),(60 28966.61),(61 29043.678),(62 29153.104),(63 29193.123),(64 29429.648),(65 29443.727),(66 29004.04),(67 28324.064),(68 28388.9),(69 28792.533),(70 29103.248),(71 29276.89),(72 29210.074),(73 29226.18),(74 29115.549),(75 29708.09),(76 30142.336),(77 30343.38),(78 30581.697),(79 30452.846),
(1 5920.2813),(2 15523.065),(3 21844.303),(4 24151.037),(5 24320.78),(6 24009.004),(7 23856.55),(8 24425.441),(9 24977.838),(10 25463.988),(11 25564.994),(12 25694.79),(13 26585.082),(14 27449.314),(15 27499.246),(16 26971.76),(17 26750.15),(18 26349.742),(19 26046.26),(20 26016.316),(21 25991.328),(22 26207.178),(23 26895.154),(24 27303.133),(25 27232.367),(26 27185.887),(27 26903.26),(28 26809.89),(29 27041.912),(30 27645.553),(31 28220.95),(32 28290.982),(33 27901.63),(34 27401.367),(35 26899.154),(36 26877.834),(37 27224.65),(38 27378.758),(39 27407.447),(40 27921.482),(41 28296.438),(42 28288.041),(43 28224.592),(44 28295.932),(45 27779.127),(46 27731.588),(47 27982.758),(48 28081.656),(49 27877.912),(50 27682.39),(51 27784.219),(52 27954.906),(53 28321.277),(54 28416.217),(55 28772.303),(56 29151.398),(57 29071.414),(58 28614.213),(59 27887.094),(60 27891.18),(61 28183.234),(62 28601.627),(63 28904.373),(64 29081.473),(65 28968.299),(66 28591.408),(67 28233.352),(68 28444.006),(69 28898.057),(70 29474.852),(71 29536.248),(72 29363.684),(73 29083.621),(74 28905.666),(75 29379.059),(76 29473.479),(77 29480.299),(78 29471.266),(79 29761.898),
(1 5781.383),(2 14937.793),(3 20726.79),(4 22714.459),(5 23438.445),(6 23886.31),(7 24216.34),(8 24782.33),(9 24623.182),(10 24433.303),(11 24027.887),(12 24048.738),(13 24783.783),(14 25491.055),(15 25499.729),(16 25526.145),(17 25867.488),(18 26219.037),(19 26278.191),(20 26150.166),(21 25325.717),(22 24990.219),(23 25316.643),(24 25515.3),(25 25467.914),(26 25414.576),(27 25376.166),(28 25646.223),(29 25797.818),(30 26321.51),(31 26711.559),(32 26769.441),(33 26512.883),(34 26356.342),(35 26429.25),(36 26451.664),(37 26745.299),(38 26986.564),(39 27235.244),(40 27404.129),(41 27299.682),(42 27310.293),(43 27528.691),(44 27421.732),(45 27019.314),(46 26675.154),(47 26607.75),(48 26448.004),(49 26370.82),(50 26475.766),(51 26686.291),(52 26876.861),(53 26716.004),(54 26543.873),(55 26304.91),(56 26732.627),(57 27387.754),(58 27907.426),(59 28188.355),(60 28073.877),(61 27778.018),(62 27618.91),(63 27813.855),(64 27833.672),(65 27798.533),(66 27372.781),(67 26262.74),(68 25997.334),(69 26286.154),(70 26659.893),(71 26761.549),(72 26419.207),(73 26503.234),(74 26627.041),(75 26816.855),(76 27026.328),(77 27322.346),(78 27878.83),(79 27762.895),
(1 5882.779),(2 15161.028),(3 20916.705),(4 23117.49),(5 23416.412),(6 23461.654),(7 23884.104),(8 24605.17),(9 24697.352),(10 24196.795),(11 23492.158),(12 23290.613),(13 24131.912),(14 25214.162),(15 25761.588),(16 25864.607),(17 25647.29),(18 25365.531),(19 25162.26),(20 24926.742),(21 24502.324),(22 24563.14),(23 24987.258),(24 25222.918),(25 25169.473),(26 25184.7),(27 25390.379),(28 25751.076),(29 26056.238),(30 26113.521),(31 26315.828),(32 26337.549),(33 26130.477),(34 25765.295),(35 25718.95),(36 25731.65),(37 25949.617),(38 26180.846),(39 26302.86),(40 26670.232),(41 26852.572),(42 26747.117),(43 26345.492),(44 26005.79),(45 25814.732),(46 25324.258),(47 24550.77),(48 23754.691),(49 24129.418),(50 25037.408),(51 25745.434),(52 25860.408),(53 25757.473),(54 25644.17),(55 25578.318),(56 25623.648),(57 25723.629),(58 25843.66),(59 25796.625),(60 25587.15),(61 25627.14),(62 25622.082),(63 25720.955),(64 26074.572),(65 26196.117),(66 26044.227),(67 25629.361),(68 25714.727),(69 25853.47),(70 26091.855),(71 26525.88),(72 26568.393),(73 26306.129),(74 26336.238),(75 26710.752),(76 27006.836),(77 27386.996),(78 27908.787),(79 28015.98),
(1 5432.4707),(2 13954.274),(3 19218.234),(4 21109.469),(5 21007.824),(6 21240.135),(7 22029.406),(8 22691.13),(9 22620.729),(10 22212.334),(11 21969.695),(12 22155.441),(13 22456.281),(14 22796.623),(15 22953.734),(16 23104.219),(17 23247.469),(18 23295.625),(19 23303.008),(20 23195.47),(21 23027.904),(22 23017.373),(23 23284.871),(24 23446.643),(25 23522.164),(26 23617.035),(27 23251.982),(28 23089.346),(29 22998.48),(30 23000.025),(31 23384.748),(32 23950.89),(33 24147.234),(34 23915.168),(35 23747.266),(36 23729.797),(37 24091.64),(38 24243.318),(39 24268.537),(40 24531.475),(41 24567.951),(42 24748.43),(43 24672.123),(44 24757.746),(45 24562.928),(46 24409.957),(47 24014.316),(48 23441.855),(49 23642.707),(50 24056.295),(51 24326.271),(52 24393.367),(53 24264.805),(54 23915.057),(55 23438.496),(56 23061.12),(57 23106.002),(58 23475.72),(59 23728.73),(60 23665.701),(61 23736.293),(62 23563.656),(63 23453.805),(64 23669.258),(65 23819.283),(66 23547.129),(67 23327.172),(68 23772.465),(69 24194.934),(70 24360.068),(71 24574.982),(72 24639.434),(73 24850.701),(74 24903.625),(75 25270.83),(76 25425.06),(77 25465.4),(78 25791.018),(79 25733.424),
