1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 138.0604),(2 178.60464),(3 207.17615),(4 220.34499),(5 238.3664),(6 248.73575),(7 256.5033),(8 270.79123),(9 279.68295),(10 283.04092),(11 289.2954),(12 296.54395),(13 303.35638),(14 303.2787),(15 306.48193),(16 309.17148),(17 310.045),(18 310.29007),(19 309.61166),(20 314.7213),(21 313.9865),(22 318.22855),(23 322.17004),(24 324.57913),(25 323.38632),(26 325.82312),(27 326.6362),(28 329.65424),(29 330.65295),(30 331.47058),(31 331.506),(32 333.86664),(33 331.26617),(34 334.58627),(35 336.25375),(36 337.8618),(37 338.54276),(38 343.14917),(39 345.0567),(40 344.76114),(41 344.67355),(42 345.48947),(43 345.94537),(44 346.272),(45 344.6224),(46 345.23587),(47 344.8055),(48 342.01523),(49 341.76898),(50 342.144),(51 346.1697),(52 348.01144),(53 347.83536),(54 348.63507),(55 350.75357),(56 351.0906),(57 350.95105),(58 351.6253),(59 348.9931),(60 344.4054),(61 346.40482),(62 348.44867),(63 352.1224),(64 353.70923),(65 353.5341),(66 354.19305),(67 353.12714),(68 357.36572),(69 359.9625),(70 361.95142),(71 363.82706),(72 368.6857),(73 373.54547),(74 377.0435),(75 378.33856),(76 380.7347),(77 385.22568),(78 388.31287),(79 392.8894),
(1 136.97243),(2 176.10078),(3 203.24834),(4 215.68732),(5 233.74754),(6 242.52055),(7 251.361),(8 263.106),(9 273.5958),(10 280.64297),(11 284.0282),(12 288.29816),(13 293.96515),(14 295.5944),(15 299.5758),(16 302.95837),(17 302.40427),(18 304.95364),(19 305.09293),(20 306.67908),(21 311.31314),(22 316.5086),(23 322.91006),(24 324.17007),(25 325.73373),(26 327.137),(27 330.90698),(28 330.12427),(29 330.726),(30 332.08618),(31 331.48105),(32 331.1845),(33 326.8209),(34 327.6237),(35 329.74808),(36 332.33328),(37 330.95914),(38 334.18762),(39 336.86514),(40 336.46994),(41 334.06665),(42 337.60547),(43 337.2366),(44 336.80807),(45 337.62592),(46 339.47003),(47 340.87982),(48 338.7821),(49 338.6641),(50 339.50012),(51 342.10825),(52 340.25998),(53 344.53973),(54 343.9666),(55 345.03308),(56 344.92252),(57 346.62244),(58 348.81113),(59 348.2548),(60 344.54724),(61 345.07825),(62 345.07547),(63 346.25125),(64 345.83282),(65 346.1399),(66 348.13168),(67 348.51672),(68 351.30005),(69 354.49298),(70 357.10605),(71 359.39322),(72 362.79877),(73 366.93747),(74 367.6736),(75 372.4136),(76 374.12253),(77 379.55783),(78 380.64655),(79 383.87042),
(1 134.03447),(2 172.34264),(3 198.51276),(4 212.93703),(5 230.1149),(6 238.57329),(7 244.12257),(8 256.67313),(9 265.58575),(10 272.41385),(11 277.27377),(12 282.449),(13 291.17734),(14 294.27057),(15 296.41455),(16 300.61084),(17 306.06058),(18 306.75638),(19 307.7429),(20 311.9811),(21 314.24524),(22 320.46112),(23 325.6915),(24 324.49603),(25 326.86407),(26 328.76154),(27 332.62488),(28 332.00656),(29 334.20932),(30 335.2434),(31 334.6662),(32 336.32358),(33 333.4571),(34 333.73187),(35 336.35196),(36 338.76773),(37 337.75916),(38 340.4867),(39 346.03864),(40 346.35495),(41 344.6455),(42 347.17752),(43 344.63907),(44 341.73254),(45 341.21243),(46 341.47498),(47 344.34067),(48 342.90338),(49 340.248),(50 341.3383),(51 344.00845),(52 342.51636),(53 345.70944),(54 346.36887),(55 348.18762),(56 347.8514),(57 347.96164),(58 348.80634),(59 347.9656),(60 344.76202),(61 346.5491),(62 347.71326),(63 347.36295),(64 348.51926),(65 350.71692),(66 349.4601),(67 350.6422),(68 354.30045),(69 357.68845),(70 361.93964),(71 364.74802),(72 365.3352),(73 368.83966),(74 372.2613),(75 375.5992),(76 375.4742),(77 380.61533),(78 386.24478),(79 388.41403),
(1 133.26282),(2 170.16118),(3 198.0408),(4 210.16954),(5 226.41823),(6 234.93752),(7 239.91473),(8 250.97533),(9 258.47318),(10 262.95038),(11 266.9411),(12 271.97705),(13 279.1028),(14 278.80942),(15 284.4846),(16 285.94876),(17 289.5341),(18 291.85495),(19 295.05124),(20 297.4719),(21 298.90222),(22 302.81168),(23 307.68655),(24 308.293),(25 311.26282),(26 312.40125),(27 316.58734),(28 318.64047),(29 319.01672),(30 318.33057),(31 316.56018),(32 320.53693),(33 318.24692),(34 320.06384),(35 318.28674),(36 320.09924),(37 320.97513),(38 326.8415),(39 329.19702),(40 331.63504),(41 332.04242),(42 334.8112),(43 334.78485),(44 335.4984),(45 337.54962),(46 339.27487),(47 339.2486),(48 338.27676),(49 336.93314),(50 340.21664),(51 342.23734),(52 341.8671),(53 350.4499),(54 347.42905),(55 350.43753),(56 345.34903),(57 346.97205),(58 348.30045),(59 346.9638),(60 343.52942),(61 345.3596),(62 343.5564),(63 345.89148),(64 347.15863),(65 347.62985),(66 345.2005),(67 342.94098),(68 345.99332),(69 348.43353),(70 350.24677),(71 352.25934),(72 354.22906),(73 355.35434),(74 356.99005),(75 358.41553),(76 359.07776),(77 364.01407),(78 367.739),(79 371.76077),
(1 134.01875),(2 170.41844),(3 197.04805),(4 211.28845),(5 227.93512),(6 237.2857),(7 242.95099),(8 255.34586),(9 263.9361),(10 267.25),(11 270.56052),(12 274.55917),(13 281.3578),(14 281.42654),(15 287.15872),(16 290.03174),(17 287.61533),(18 289.5335),(19 293.41113),(20 295.86023),(21 297.40292),(22 301.7355),(23 306.60126),(24 305.59628),(25 306.54095),(26 308.10074),(27 313.61145),(28 314.26227),(29 313.00122),(30 311.69083),(31 312.837),(32 316.81958),(33 314.86804),(34 313.827),(35 313.13882),(36 312.94067),(37 310.76193),(38 315.44565),(39 317.25827),(40 317.2415),(41 316.42383),(42 317.57727),(43 318.51312),(44 316.7444),(45 319.33606),(46 321.90915),(47 321.86606),(48 322.88553),(49 321.92645),(50 325.48672),(51 326.57645),(52 327.47498),(53 333.8963),(54 333.184),(55 334.88495),(56 334.1858),(57 336.4341),(58 339.78455),(59 340.7869),(60 339.3631),(61 341.94946),(62 342.50177),(63 344.20142),(64 343.14258),(65 342.87265),(66 344.07275),(67 344.37253),(68 351.44434),(69 353.49408),(70 356.83484),(71 361.56653),(72 362.83286),(73 366.27023),(74 367.01605),(75 368.27368),(76 369.0548),(77 369.69678),(78 375.03058),(79 381.00766),
(1 129.72717),(2 168.47997),(3 193.89879),(4 209.62221),(5 228.29654),(6 237.78665),(7 243.99211),(8 256.07465),(9 264.1453),(10 268.36032),(11 268.9979),(12 275.70572),(13 278.79694),(14 279.66785),(15 282.34943),(16 283.7167),(17 284.30893),(18 283.43716),(19 287.09286),(20 290.89838),(21 294.90155),(22 298.03354),(23 302.74338),(24 303.796),(25 303.50195),(26 303.9826),(27 305.93198),(28 306.2837),(29 308.54776),(30 308.41818),(31 307.77155),(32 308.75732),(33 309.74014),(34 309.82053),(35 309.5194),(36 310.57596),(37 308.46967),(38 312.75574),(39 311.26318),(40 312.1558),(41 311.2148),(42 315.01028),(43 316.4562),(44 316.74612),(45 318.47244),(46 321.33884),(47 321.70126),(48 323.01907),(49 320.16193),(50 324.434),(51 326.5018),(52 326.9954),(53 331.696),(54 332.52222),(55 334.88263),(56 336.59958),(57 338.12057),(58 341.5114),(59 336.34125),(60 337.66718),(61 340.19464),(62 342.22574),(63 342.29346),(64 341.21625),(65 345.31558),(66 344.41904),(67 342.83817),(68 347.89664),(69 349.71973),(70 348.42853),(71 349.7293),(72 353.84537),(73 356.16104),(74 357.13315),(75 356.68887),(76 356.54797),(77 360.99854),(78 364.13037),(79 368.36606),
(1 129.45526),(2 168.76743),(3 194.85834),(4 210.4172),(5 225.76247),(6 236.3194),(7 243.19354),(8 256.3009),(9 265.1981),(10 271.31067),(11 274.92273),(12 281.60593),(13 287.19867),(14 289.17206),(15 292.4964),(16 293.7437),(17 294.1625),(18 293.0998),(19 294.79236),(20 296.77243),(21 295.446),(22 298.56705),(23 302.34174),(24 302.3294),(25 301.82843),(26 302.21872),(27 304.51706),(28 305.55978),(29 306.53024),(30 306.20947),(31 305.17435),(32 309.3704),(33 309.02173),(34 311.44714),(35 311.3647),(36 311.5789),(37 310.44537),(38 317.255),(39 317.87173),(40 317.71616),(41 317.67148),(42 319.06937),(43 318.66977),(44 321.72568),(45 324.18045),(46 327.18262),(47 327.37012),(48 324.68845),(49 323.63065),(50 324.4345),(51 328.64066),(52 328.8337),(53 333.8981),(54 335.8477),(55 336.1352),(56 337.06824),(57 340.46774),(58 343.3654),(59 340.50018),(60 339.5823),(61 337.6684),(62 339.10886),(63 339.25586),(64 337.45737),(65 338.4694),(66 338.60666),(67 338.3685),(68 340.70956),(69 340.4189),(70 344.28528),(71 347.46796),(72 353.0923),(73 356.6051),(74 360.77084),(75 364.79178),(76 366.9331),(77 370.95517),(78 373.48978),(79 374.63123),
(1 129.21292),(2 167.13301),(3 192.04112),(4 204.98901),(5 221.91571),(6 231.20258),(7 239.2022),(8 250.07872),(9 258.99115),(10 262.7891),(11 267.01974),(12 272.79608),(13 279.04462),(14 281.09735),(15 282.93124),(16 285.48285),(17 283.78653),(18 284.48724),(19 286.55032),(20 287.70023),(21 288.20053),(22 290.61795),(23 293.97144),(24 296.77106),(25 296.9006),(26 295.31436),(27 298.29688),(28 297.9185),(29 297.35608),(30 298.1739),(31 298.27792),(32 300.46136),(33 299.98737),(34 302.46515),(35 303.31564),(36 306.2193),(37 305.3183),(38 310.6964),(39 310.29184),(40 308.00195),(41 306.4557),(42 308.53986),(43 309.1953),(44 307.7376),(45 308.60455),(46 309.80835),(47 307.6034),(48 306.2423),(49 308.16803),(50 309.54617),(51 308.6341),(52 309.413),(53 312.96753),(54 315.2045),(55 316.814),(56 317.4934),(57 320.0215),(58 323.7856),(59 321.13477),(60 317.428),(61 316.11606),(62 317.6875),(63 319.8951),(64 320.70898),(65 321.25635),(66 321.20132),(67 318.92453),(68 321.02475),(69 321.69263),(70 325.32602),(71 328.34476),(72 335.0916),(73 338.8731),(74 340.71368),(75 345.2452),(76 347.96567),(77 350.5493),(78 352.10965),(79 352.4618),
(1 126.02768),(2 161.38837),(3 186.48924),(4 200.153),(5 215.9074),(6 224.37726),(7 230.93744),(8 242.27005),(9 251.92967),(10 255.71478),(11 258.42682),(12 266.37717),(13 272.10907),(14 275.8298),(15 277.9684),(16 282.4646),(17 281.8192),(18 281.89526),(19 286.06546),(20 286.8292),(21 286.9924),(22 292.67493),(23 297.0759),(24 298.4192),(25 297.23117),(26 298.81592),(27 299.56644),(28 299.96625),(29 298.60318),(30 298.8352),(31 296.48868),(32 296.32925),(33 296.48),(34 297.48508),(35 296.23947),(36 298.4607),(37 298.1812),(38 302.6267),(39 305.05972),(40 302.73807),(41 303.8851),(42 303.81918),(43 303.28873),(44 303.92218),(45 304.2799),(46 303.65878),(47 306.06253),(48 303.65967),(49 304.18985),(50 303.33585),(51 303.68393),(52 304.2031),(53 309.48343),(54 311.80667),(55 316.59314),(56 316.76822),(57 317.29846),(58 316.54565),(59 315.64886),(60 313.55753),(61 313.5031),(62 315.66132),(63 317.84555),(64 319.04636),(65 320.6099),(66 321.1646),(67 319.7),(68 322.2048),(69 321.74234),(70 327.87543),(71 330.02466),(72 334.24188),(73 335.6544),(74 338.50708),(75 343.52658),(76 344.60114),(77 346.20602),(78 347.13156),(79 353.63815),
(1 126.30459),(2 164.01874),(3 190.02579),(4 204.76392),(5 217.33467),(6 227.74234),(7 233.33133),(8 247.53748),(9 256.02304),(10 258.19052),(11 259.34592),(12 265.5212),(13 272.94122),(14 271.89267),(15 276.4531),(16 282.65128),(17 283.48804),(18 287.58365),(19 291.6558),(20 296.26288),(21 295.91895),(22 299.10614),(23 300.92566),(24 300.99258),(25 303.5831),(26 304.43796),(27 304.23138),(28 307.261),(29 305.54068),(30 304.27927),(31 304.51044),(32 306.28024),(33 304.4222),(34 305.96133),(35 308.3476),(36 308.80032),(37 306.55255),(38 310.50858),(39 311.91296),(40 310.22556),(41 311.7801),(42 314.61526),(43 312.91034),(44 314.87045),(45 315.53964),(46 317.2487),(47 318.81213),(48 317.21375),(49 315.06467),(50 315.33032),(51 317.9037),(52 319.31137),(53 323.62988),(54 322.5415),(55 324.53516),(56 323.0968),(57 322.67352),(58 323.39734),(59 323.38965),(60 320.61823),(61 320.30283),(62 321.55136),(63 321.05664),(64 320.68698),(65 320.72458),(66 323.0031),(67 320.49594),(68 327.71353),(69 329.66153),(70 331.86127),(71 333.27032),(72 336.3562),(73 338.6342),(74 340.05966),(75 345.66125),(76 345.49823),(77 346.8335),(78 349.0821),(79 353.68274),
(1 125.34495),(2 163.07172),(3 188.92082),(4 200.98843),(5 216.39949),(6 226.34326),(7 232.62073),(8 244.18526),(9 252.21071),(10 258.8456),(11 259.73038),(12 266.0751),(13 272.87274),(14 273.15973),(15 275.9796),(16 279.31897),(17 279.0392),(18 282.11838),(19 286.1149),(20 291.39865),(21 292.5068),(22 293.14526),(23 296.5886),(24 297.56403),(25 299.18054),(26 300.53455),(27 304.3417),(28 303.1956),(29 302.61798),(30 298.94928),(31 298.8055),(32 300.88733),(33 299.33005),(34 300.3397),(35 299.89594),(36 302.82568),(37 299.37518),(38 304.6016),(39 306.38773),(40 305.03802),(41 303.8982),(42 305.06863),(43 306.61978),(44 306.66473),(45 308.3845),(46 310.14914),(47 309.37726),(48 306.6284),(49 307.8365),(50 308.1642),(51 308.1398),(52 311.31458),(53 315.42096),(54 315.83572),(55 316.43808),(56 317.21783),(57 317.8419),(58 317.63138),(59 316.92505),(60 310.2368),(61 312.52475),(62 313.74747),(63 313.56802),(64 316.0515),(65 313.72513),(66 314.33188),(67 315.18396),(68 318.75418),(69 319.22577),(70 320.10767),(71 320.94653),(72 325.83624),(73 329.749),(74 332.59045),(75 339.884),(76 341.13702),(77 343.41962),(78 347.2986),(79 350.49335),
(1 124.63611),(2 160.2595),(3 186.04303),(4 200.78775),(5 216.19298),(6 225.68202),(7 231.36102),(8 243.25034),(9 252.06357),(10 257.72345),(11 259.13284),(12 264.86667),(13 272.26596),(14 270.76456),(15 271.6691),(16 274.34198),(17 277.801),(18 278.9891),(19 283.54782),(20 284.57257),(21 285.7023),(22 290.10464),(23 293.88327),(24 295.1075),(25 296.42276),(26 297.4602),(27 301.0141),(28 300.9567),(29 300.65878),(30 299.77185),(31 297.52603),(32 296.94022),(33 296.84607),(34 297.91318),(35 297.53436),(36 300.82568),(37 300.08868),(38 305.04617),(39 305.09726),(40 304.80103),(41 304.48804),(42 303.38394),(43 304.66248),(44 304.85947),(45 305.1129),(46 308.644),(47 308.7257),(48 310.511),(49 310.44186),(50 310.545),(51 311.73303),(52 311.91025),(53 314.2753),(54 313.08325),(55 313.98825),(56 316.56653),(57 314.53375),(58 315.2761),(59 313.8433),(60 310.6202),(61 310.62372),(62 308.52094),(63 308.3066),(64 308.51205),(65 309.4563),(66 310.78378),(67 310.23984),(68 313.23923),(69 314.66733),(70 317.55933),(71 320.48254),(72 324.97443),(73 325.79636),(74 328.66953),(75 333.59253),(76 336.61588),(77 338.94272),(78 344.7756),(79 347.1408),
(1 125.35665),(2 160.63895),(3 188.15855),(4 199.64331),(5 213.03226),(6 223.13174),(7 228.7004),(8 242.19917),(9 250.46985),(10 254.97423),(11 255.63937),(12 262.19397),(13 269.4863),(14 269.49463),(15 273.23392),(16 274.21912),(17 278.1241),(18 279.2092),(19 282.44543),(20 287.78253),(21 288.8857),(22 294.01913),(23 296.6536),(24 296.0143),(25 295.82663),(26 297.3878),(27 300.26556),(28 299.29868),(29 298.16248),(30 297.75644),(31 298.0398),(32 300.29782),(33 297.6697),(34 297.53403),(35 297.3849),(36 299.7493),(37 297.86813),(38 301.98773),(39 304.73315),(40 303.66815),(41 303.30243),(42 305.0248),(43 305.8997),(44 305.86368),(45 308.3531),(46 310.87567),(47 312.51132),(48 311.77588),(49 313.034),(50 314.649),(51 316.51758),(52 315.77863),(53 317.56967),(54 318.00003),(55 320.0742),(56 322.59244),(57 323.69815),(58 325.60178),(59 323.34183),(60 321.88492),(61 322.6715),(62 321.81885),(63 323.22418),(64 325.09796),(65 325.2295),(66 327.98154),(67 330.38397),(68 332.93927),(69 335.42487),(70 336.5347),(71 342.5108),(72 347.68747),(73 351.39374),(74 352.9351),(75 356.26318),(76 360.73303),(77 362.77087),(78 365.19952),(79 365.95767),
(1 120.63546),(2 156.01335),(3 179.8629),(4 192.87051),(5 207.6223),(6 215.82033),(7 221.4667),(8 231.43341),(9 241.93549),(10 243.74088),(11 245.29036),(12 249.97754),(13 256.4972),(14 256.4692),(15 260.57162),(16 262.866),(17 261.7602),(18 265.29327),(19 270.37177),(20 271.36356),(21 272.4413),(22 273.92914),(23 278.4498),(24 278.4635),(25 279.54184),(26 281.0119),(27 284.53433),(28 284.6812),(29 282.81668),(30 285.22913),(31 283.71567),(32 284.09805),(33 280.5203),(34 280.39008),(35 280.21017),(36 281.38843),(37 280.42227),(38 282.5432),(39 288.7711),(40 285.39243),(41 286.2966),(42 287.12958),(43 289.24112),(44 289.47144),(45 292.45978),(46 297.04663),(47 297.31573),(48 296.43295),(49 294.87213),(50 295.27338),(51 298.92926),(52 300.08908),(53 301.00754),(54 302.98218),(55 305.58905),(56 306.8328),(57 307.88815),(58 309.7171),(59 309.60663),(60 309.22678),(61 311.9234),(62 313.9865),(63 315.20883),(64 313.981),(65 313.85788),(66 313.28793),(67 312.65323),(68 319.18222),(69 318.33105),(70 322.5718),(71 322.67627),(72 324.17923),(73 326.152),(74 326.2352),(75 329.7685),(76 330.9438),(77 332.76636),(78 333.23178),(79 335.21335),
(1 121.45985),(2 158.34193),(3 181.5848),(4 195.39763),(5 211.37265),(6 221.22375),(7 229.11136),(8 241.40332),(9 248.68922),(10 252.98703),(11 253.05463),(12 260.41617),(13 266.7839),(14 267.77975),(15 270.47293),(16 272.21036),(17 274.02182),(18 273.89664),(19 276.70474),(20 279.30103),(21 278.0891),(22 279.03268),(23 283.30106),(24 286.44595),(25 285.9229),(26 287.01508),(27 290.46457),(28 288.96692),(29 288.94565),(30 288.7747),(31 287.54822),(32 288.26862),(33 288.4289),(34 289.07397),(35 287.80664),(36 288.39063),(37 289.0776),(38 291.17758),(39 297.1656),(40 295.07724),(41 294.8434),(42 294.68283),(43 297.38248),(44 296.471),(45 299.65643),(46 302.5515),(47 303.6513),(48 301.66895),(49 301.80017),(50 303.8225),(51 305.9524),(52 305.19006),(53 304.85187),(54 306.32535),(55 307.27112),(56 306.40057),(57 306.54565),(58 307.83917),(59 305.07526),(60 304.7194),(61 305.68393),(62 307.7211),(63 309.57678),(64 309.28232),(65 310.45944),(66 311.48294),(67 309.98734),(68 316.66434),(69 318.66315),(70 320.07983),(71 319.1762),(72 323.43564),(73 327.6025),(74 329.32443),(75 332.22452),(76 336.4587),(77 338.62573),(78 339.84854),(79 340.54996),
(1 121.929085),(2 155.61728),(3 181.16986),(4 194.25319),(5 210.19781),(6 221.67229),(7 229.61963),(8 240.35051),(9 248.49928),(10 253.13354),(11 253.57237),(12 259.5755),(13 265.65262),(14 266.99597),(15 267.44006),(16 269.74374),(17 270.1145),(18 271.084),(19 275.19766),(20 276.51544),(21 278.11673),(22 277.95465),(23 280.94907),(24 280.23962),(25 280.54807),(26 279.689),(27 282.71454),(28 281.0242),(29 281.35388),(30 284.29523),(31 283.13),(32 285.51343),(33 284.55487),(34 286.62454),(35 287.2378),(36 289.19028),(37 289.44458),(38 294.24017),(39 297.71832),(40 296.4341),(41 296.12436),(42 297.42822),(43 298.74805),(44 297.70132),(45 298.1263),(46 303.50473),(47 304.37686),(48 300.9479),(49 301.51764),(50 302.53418),(51 301.44977),(52 301.7529),(53 306.30078),(54 307.21033),(55 307.60632),(56 307.85947),(57 309.28778),(58 313.0197),(59 312.48087),(60 309.6933),(61 309.9968),(62 310.62674),(63 307.7313),(64 308.5263),(65 312.29105),(66 310.70233),(67 307.1066),(68 310.40112),(69 311.48926),(70 312.23456),(71 312.09448),(72 316.55402),(73 318.63297),(74 319.00458),(75 322.60278),(76 323.67584),(77 325.7077),(78 327.7669),(79 327.62854),
(1 120.47964),(2 155.5045),(3 181.27258),(4 191.46275),(5 207.39717),(6 215.89403),(7 222.26172),(8 232.87987),(9 239.54663),(10 243.53671),(11 246.11212),(12 252.08359),(13 256.70837),(14 256.77396),(15 260.51575),(16 261.7982),(17 259.73672),(18 261.14297),(19 264.4729),(20 266.329),(21 267.5939),(22 269.95062),(23 272.5277),(24 272.7336),(25 273.87057),(26 273.80606),(27 276.63208),(28 277.42035),(29 277.33264),(30 277.54364),(31 278.0064),(32 278.66052),(33 278.1806),(34 279.79483),(35 279.36066),(36 281.55414),(37 280.49146),(38 286.7885),(39 288.70517),(40 289.04242),(41 289.47348),(42 291.02902),(43 293.45306),(44 293.71375),(45 294.75833),(46 296.65298),(47 295.94897),(48 296.10333),(49 294.05316),(50 292.39655),(51 294.08188),(52 295.01495),(53 295.85004),(54 297.54785),(55 298.226),(56 299.82303),(57 301.8065),(58 302.40057),(59 302.73267),(60 301.10046),(61 301.31302),(62 304.5292),(63 303.68396),(64 305.27878),(65 305.412),(66 304.92462),(67 306.4122),(68 309.79596),(69 310.63245),(70 313.31146),(71 314.72632),(72 317.55997),(73 321.6699),(74 324.32657),(75 329.23843),(76 330.11774),(77 333.49332),(78 336.6685),(79 337.6699),
(1 118.42364),(2 153.57027),(3 177.59393),(4 189.3268),(5 202.27176),(6 211.38632),(7 216.99625),(8 229.3071),(9 236.14812),(10 239.93526),(11 242.79504),(12 244.82912),(13 249.31633),(14 251.81166),(15 252.89256),(16 253.65361),(17 254.70947),(18 256.18845),(19 260.12573),(20 262.27295),(21 262.0207),(22 266.07028),(23 268.9745),(24 267.43976),(25 269.1598),(26 268.77533),(27 271.2056),(28 270.85052),(29 269.32477),(30 269.84192),(31 268.51135),(32 271.764),(33 272.0466),(34 274.18936),(35 275.09402),(36 277.44135),(37 275.20544),(38 281.69797),(39 283.99747),(40 282.71182),(41 284.4849),(42 287.1282),(43 286.516),(44 285.96585),(45 289.20126),(46 290.2778),(47 289.63214),(48 287.53516),(49 286.348),(50 283.9472),(51 286.5013),(52 288.3711),(53 291.11078),(54 293.16763),(55 294.48813),(56 294.91708),(57 295.8698),(58 295.1709),(59 295.31708),(60 293.6775),(61 294.13623),(62 297.64215),(63 299.14697),(64 298.5847),(65 300.28287),(66 302.73615),(67 302.6401),(68 307.89294),(69 309.23917),(70 313.9599),(71 315.6516),(72 319.52365),(73 325.6661),(74 329.6205),(75 330.4526),(76 331.00687),(77 337.92096),(78 341.02423),(79 343.72443),
(1 115.98753),(2 150.3218),(3 174.05182),(4 186.7065),(5 197.66795),(6 207.81584),(7 214.3055),(8 225.64032),(9 232.37042),(10 236.05655),(11 238.42287),(12 243.21324),(13 245.5111),(14 244.74701),(15 247.98663),(16 251.40294),(17 250.6014),(18 251.4695),(19 255.94458),(20 258.856),(21 259.47806),(22 261.87656),(23 269.1472),(24 268.07285),(25 267.91446),(26 267.95905),(27 272.16373),(28 270.66348),(29 270.9677),(30 269.7022),(31 268.44122),(32 269.5465),(33 269.51828),(34 270.21286),(35 271.34546),(36 272.7425),(37 271.7214),(38 278.18204),(39 280.70654),(40 281.5809),(41 280.8946),(42 281.54675),(43 282.93076),(44 281.1465),(45 282.27924),(46 285.06088),(47 285.5629),(48 283.43274),(49 282.4363),(50 282.56387),(51 288.26038),(52 289.2468),(53 293.64648),(54 293.82547),(55 294.4668),(56 295.61365),(57 295.28497),(58 295.03546),(59 294.7617),(60 295.18927),(61 295.6918),(62 296.04733),(63 296.89145),(64 295.8109),(65 299.33508),(66 300.8186),(67 299.04654),(68 301.94437),(69 302.649),(70 306.6551),(71 308.53195),(72 312.66568),(73 316.5588),(74 317.20187),(75 317.3184),(76 315.32303),(77 318.9002),(78 320.08923),(79 324.44485),
