1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 39028.914),(2 121003.16),(3 264738.9),(4 429604),(5 633931),(6 899382.25),(7 1218565.1),(8 1611940.6),(9 2096732),(10 2628411.5),(11 3186801),(12 3759258.8),(13 4352810),(14 4968274.5),(15 5589322.5),(16 6207584),(17 6834548),(18 7426617.5),(19 7997282.5),(20 8568913),(21 9117367),(22 9631307),(23 10119024),(24 10565209),(25 10956207),(26 11352017),(27 11670745),(28 11980909),(29 12174731),(30 12297479),(31 12302971),(32 12268823),(33 12200071),(34 12157467),(35 12135315),(36 12129564),(37 12117491),(38 12142437),(39 12160731),(40 12227164),(41 12280072),(42 12326877),(43 12345460),(44 12373677),(45 12400301),(46 12444644),(47 12471995),(48 12534391),(49 12553680),(50 12583201),(51 12647609),(52 12757144),(53 12930311),(54 13156163),(55 13454365),(56 13808725),(57 14214939),(58 14748193),(59 15400345),(60 16128669),(61 16914876),(62 17702256),(63 18486058),(64 19225558),(65 19960460),(66 20677176),(67 21404722),(68 22169174),(69 22966150),(70 23764566),(71 24564446),(72 25397594),(73 26122384),(74 26914184),(75 27642770),(76 28302688),(77 28941936),(78 29498832),(79 29867024),
(1 2551.8762),(2 4884.7397),(3 5742.1226),(4 6059.477),(5 6413.8135),(6 6478.7783),(7 6561.638),(8 6717.99),(9 6952.09),(10 7234.7866),(11 7373.3545),(12 7311.0527),(13 7336.8276),(14 7308.5605),(15 7128.7466),(16 7009.1953),(17 7124.7427),(18 7279.2607),(19 7377.1777),(20 7446.9365),(21 7519.205),(22 7571.9824),(23 7554.557),(24 7363.142),(25 7199.535),(26 7139.0776),(27 7135.4805),(28 7101.1494),(29 7034.914),(30 7045.4404),(31 7012.6743),(32 6871.8247),(33 6812.795),(34 6935.5684),(35 7023.807),(36 7199.733),(37 7383.969),(38 7537.8),(39 7563.71),(40 7644.8257),(41 7762.874),(42 7906.5654),(43 7916.6772),(44 7882.126),(45 7846.5254),(46 7924.5825),(47 7905.8833),(48 7827.753),(49 7859.2915),(50 7921.2847),(51 7886.6934),(52 7701.648),(53 7607.0703),(54 7558.0195),(55 7615.1304),(56 7683.1475),(57 7729.4683),(58 7909.718),(59 8010.7217),(60 8016.7803),(61 7890.575),(62 7764.8345),(63 7782.325),(64 7831.21),(65 7902.9624),(66 8081.946),(67 8176.6357),(68 8083.113),(69 7974.092),(70 7920.5107),(71 7884.875),(72 7808.2935),(73 7674.812),(74 7590.308),(75 7657.29),(76 7680.3047),(77 7707.1406),(78 7695.6973),(79 7617.1626),
(1 2493.8044),(2 4748.7896),(3 5552.9536),(4 5870.791),(5 6142.002),(6 6209.2935),(7 6311.2407),(8 6423.2095),(9 6686.9116),(10 7003.785),(11 7197.203),(12 7120.13),(13 7109.709),(14 6988.887),(15 6800.397),(16 6721.978),(17 6799.926),(18 6981.8057),(19 7053.4585),(20 7087.833),(21 7079.282),(22 7089.2476),(23 7010),(24 6856.0283),(25 6750.916),(26 6649.1934),(27 6682.407),(28 6779.399),(29 6729.231),(30 6678.215),(31 6700.9805),(32 6606.6074),(33 6525.157),(34 6611.636),(35 6715.9634),(36 6880.7744),(37 7107.9424),(38 7289.028),(39 7265.0396),(40 7249.338),(41 7308.0244),(42 7489.684),(43 7686.5117),(44 7765.594),(45 7763.8994),(46 7716.192),(47 7553.169),(48 7589.541),(49 7540.714),(50 7476.404),(51 7475.664),(52 7449.6084),(53 7436.8003),(54 7466.218),(55 7532.008),(56 7502.3413),(57 7472.448),(58 7604.3193),(59 7623.8867),(60 7673.547),(61 7603.0576),(62 7586.762),(63 7601.8477),(64 7624.455),(65 7581.475),(66 7575.7656),(67 7702.9595),(68 7691.58),(69 7775.956),(70 7741.5083),(71 7608.903),(72 7509.5947),(73 7409.384),(74 7382.8813),(75 7401.899),(76 7386.218),(77 7340.317),(78 7358.6733),(79 7279.374),
(1 2405.8667),(2 4480.799),(3 5276.637),(4 5552.1377),(5 5809.4766),(6 6057.736),(7 6228.766),(8 6366.861),(9 6618.438),(10 6811.2515),(11 6979.038),(12 6986.314),(13 7002.545),(14 6829.805),(15 6688.4277),(16 6666.154),(17 6727.8745),(18 6841.0215),(19 6911.217),(20 6917.806),(21 6900.576),(22 6857.509),(23 6724.187),(24 6585.4077),(25 6565.66),(26 6536.718),(27 6642.239),(28 6743.8047),(29 6710.9253),(30 6628.087),(31 6637.923),(32 6685.5913),(33 6619.4907),(34 6717.017),(35 6789.9053),(36 6871.5723),(37 6941.688),(38 7067.9604),(39 7110.6484),(40 7045.3677),(41 7088.8066),(42 7199.4204),(43 7349.2974),(44 7473.738),(45 7462.309),(46 7410.254),(47 7335.7705),(48 7391.802),(49 7342.742),(50 7104.3545),(51 7169.1963),(52 7192.712),(53 7268.9937),(54 7366.0015),(55 7400.3027),(56 7404.613),(57 7398.078),(58 7439.6763),(59 7510.1177),(60 7464.464),(61 7472.76),(62 7496.473),(63 7489.3374),(64 7442.1147),(65 7403.8022),(66 7258.2256),(67 7319.338),(68 7334.6587),(69 7404.5776),(70 7400.897),(71 7294.5566),(72 7244.0786),(73 7164.508),(74 7098.3486),(75 7075.323),(76 7065.5234),(77 7056.8447),(78 7101.755),(79 7084.846),
(1 2320.4753),(2 4199.6084),(3 4923.893),(4 5132.461),(5 5438.8154),(6 5723.186),(7 5924.1357),(8 6055.578),(9 6336.8193),(10 6443.1543),(11 6496.483),(12 6480.272),(13 6471.7896),(14 6326.443),(15 6414.817),(16 6453.002),(17 6435.6836),(18 6420.8584),(19 6363.409),(20 6489.9775),(21 6540.35),(22 6482.466),(23 6431.8516),(24 6344.3867),(25 6316.7905),(26 6353.8555),(27 6399.8213),(28 6327.0386),(29 6261.0796),(30 6276.6807),(31 6331.7144),(32 6412.6934),(33 6408.837),(34 6519.695),(35 6583.538),(36 6490.836),(37 6296.5874),(38 6307.162),(39 6317.2847),(40 6386.6245),(41 6485.4834),(42 6623.7153),(43 6652.327),(44 6635.5522),(45 6604.145),(46 6608.549),(47 6558.9434),(48 6454.281),(49 6479.402),(50 6423.016),(51 6644.6836),(52 6707.544),(53 6738.311),(54 6816.618),(55 6925.812),(56 6903.385),(57 6884.213),(58 6945.4233),(59 6976.196),(60 6939.5864),(61 6969.121),(62 7016.7603),(63 7023.56),(64 6988.018),(65 6913.1978),(66 6853.7046),(67 6967.7144),(68 6994.111),(69 6974.295),(70 6853.0767),(71 6803.3496),(72 6764.5493),(73 6778.5264),(74 6780.546),(75 6804.0244),(76 6778.074),(77 6699.398),(78 6686.406),(79 6704.1597),
(1 2269.6973),(2 4106.3145),(3 4826.0522),(4 5042.6924),(5 5373.593),(6 5569.461),(7 5738.179),(8 5848.896),(9 6064.5757),(10 6182.553),(11 6182.1006),(12 6164.5107),(13 6161.6533),(14 6126.9385),(15 6217.844),(16 6221.071),(17 6255.8286),(18 6338.5166),(19 6314.2363),(20 6346.148),(21 6322.467),(22 6228.025),(23 6191.9526),(24 6156.7217),(25 6249.8145),(26 6310.499),(27 6290.1895),(28 6250.0317),(29 6223.0815),(30 6226.1523),(31 6212.386),(32 6366.493),(33 6391.032),(34 6412.5566),(35 6353.394),(36 6163.187),(37 5996.944),(38 5976.61),(39 5996.494),(40 6057.6387),(41 6010.3975),(42 6192.015),(43 6276.2944),(44 6310.446),(45 6351.46),(46 6470.222),(47 6407.909),(48 6347.3213),(49 6400.4233),(50 6336.2607),(51 6436.696),(52 6529.6284),(53 6578.231),(54 6577.4434),(55 6745.352),(56 6721.992),(57 6714.123),(58 6730.9556),(59 6691.4126),(60 6698.9683),(61 6744.2095),(62 6718.986),(63 6697.5034),(64 6630.2666),(65 6656.15),(66 6623.94),(67 6476.404),(68 6333.4526),(69 6342.4063),(70 6295.4604),(71 6270.2354),(72 6230.232),(73 6332.1284),(74 6375.629),(75 6349.1797),(76 6308.3184),(77 6272.269),(78 6302.8267),(79 6340.235),
(1 2155.857),(2 3870.0068),(3 4549.2256),(4 4901.179),(5 5164.386),(6 5253.311),(7 5401.535),(8 5510.4546),(9 5698.641),(10 5819.2734),(11 5780.0186),(12 5810.202),(13 5835.7007),(14 5766.62),(15 5749.03),(16 5783.75),(17 5914.3706),(18 5962.9624),(19 6040.6997),(20 5941.988),(21 5858.5635),(22 5772.552),(23 5743.4478),(24 5764.75),(25 5737.262),(26 5756.0073),(27 5816.814),(28 5852.6064),(29 5807.3555),(30 5817.056),(31 5874.92),(32 6059.5063),(33 6043.7246),(34 6042.702),(35 5985.669),(36 5893.5156),(37 5781.7734),(38 5747.9883),(39 5763.7593),(40 5740.897),(41 5689.1226),(42 5855.9053),(43 6024.9937),(44 6118.4155),(45 6290.9004),(46 6411.3345),(47 6287.4243),(48 6292.734),(49 6396.772),(50 6328.8354),(51 6344.137),(52 6423.0547),(53 6505.459),(54 6533.352),(55 6582.8237),(56 6520.844),(57 6541.177),(58 6600.8027),(59 6603.1157),(60 6559.266),(61 6607.305),(62 6587.967),(63 6577.424),(64 6543.541),(65 6635.8906),(66 6645.5967),(67 6508.767),(68 6350.902),(69 6336.8877),(70 6319.3286),(71 6251.595),(72 6227.331),(73 6279.9717),(74 6309.192),(75 6318.728),(76 6240),(77 6201.017),(78 6177.511),(79 6165.437),
(1 2073.399),(2 3722.4956),(3 4398.015),(4 4764.6665),(5 4923.3535),(6 4894.297),(7 4966.06),(8 5007.7695),(9 5192.65),(10 5372.528),(11 5371.7905),(12 5350.1177),(13 5345.1904),(14 5278.338),(15 5311.106),(16 5324.5405),(17 5419.4067),(18 5491.227),(19 5546.291),(20 5441.596),(21 5482.191),(22 5454.438),(23 5391.692),(24 5360.454),(25 5235.205),(26 5294.732),(27 5419.551),(28 5392.676),(29 5359.8228),(30 5417.8438),(31 5583.3555),(32 5706.948),(33 5746.6787),(34 5717.308),(35 5632.328),(36 5582.8486),(37 5498.404),(38 5486.1772),(39 5475.0947),(40 5418.333),(41 5441.3267),(42 5531.439),(43 5631.379),(44 5672.8867),(45 5779.9736),(46 5821.5605),(47 5819.333),(48 5798.6265),(49 5820.033),(50 5810.938),(51 5961.192),(52 5993.742),(53 6060.0874),(54 6072.178),(55 6030.568),(56 5928.2515),(57 5991.609),(58 6054.3364),(59 6050.5527),(60 6016.121),(61 6052.59),(62 6024.273),(63 5953.428),(64 5899.574),(65 5890.4854),(66 5868.735),(67 5938.518),(68 6003.4214),(69 6022.0977),(70 5917.1904),(71 5862.678),(72 5842.4355),(73 5775.8813),(74 5815.3345),(75 5808.1406),(76 5756.454),(77 5645.917),(78 5572.435),(79 5529.096),
(1 1988.6976),(2 3666.4526),(3 4396.001),(4 4747.974),(5 4992.717),(6 5007.7095),(7 5045.1396),(8 5072.6367),(9 5202.2964),(10 5326.11),(11 5322.694),(12 5327.969),(13 5298.3374),(14 5153.327),(15 5145.1196),(16 5147.9756),(17 5217.951),(18 5248.9263),(19 5180.407),(20 5215.122),(21 5361.9165),(22 5359.441),(23 5260.45),(24 5109.324),(25 5015.5996),(26 5111.744),(27 5215.574),(28 5262.8867),(29 5233.468),(30 5292.7144),(31 5418.6064),(32 5453.2373),(33 5343.7246),(34 5347.0522),(35 5360.2007),(36 5290.442),(37 5315.172),(38 5367.401),(39 5365.6206),(40 5375.5845),(41 5457.8677),(42 5562.2646),(43 5614.899),(44 5623.5967),(45 5676.894),(46 5642.4946),(47 5636.1294),(48 5688.2617),(49 5652.4385),(50 5748.229),(51 5867.9717),(52 5917.11),(53 6000.1885),(54 6027.5127),(55 5896.451),(56 5917.7197),(57 6050.235),(58 6163.828),(59 6218.5903),(60 6188.687),(61 6204.4688),(62 6175.5728),(63 6124.8853),(64 5980.91),(65 5896.606),(66 5897.869),(67 6038.6025),(68 6092.762),(69 6071.5063),(70 5936.072),(71 5866.9775),(72 5860.013),(73 5788.124),(74 5818.227),(75 5830.896),(76 5792.8066),(77 5693.3027),(78 5611.2817),(79 5538.0103),
(1 2005.0338),(2 3653.0742),(3 4316.9126),(4 4559.273),(5 4750.9507),(6 4860.6177),(7 4996.373),(8 5020.249),(9 5089.2407),(10 5093.2275),(11 5125.215),(12 5142.752),(13 5110.0063),(14 4871.1685),(15 4775.8433),(16 4835.5483),(17 4911.011),(18 4910.1563),(19 4883.2993),(20 4918.842),(21 4939.797),(22 4966.574),(23 5055.369),(24 5032.857),(25 4937.626),(26 4928.3755),(27 4945.842),(28 5017.884),(29 4967.0127),(30 5043.2285),(31 5139.761),(32 5081.489),(33 4949.3696),(34 4999.739),(35 5023.402),(36 5043.1997),(37 5110.15),(38 5114.3906),(39 5177.402),(40 5305.2305),(41 5430.6416),(42 5466.7085),(43 5462.73),(44 5477.1563),(45 5477.597),(46 5469.406),(47 5446.565),(48 5449.824),(49 5451.335),(50 5506.7544),(51 5542.899),(52 5586.811),(53 5631.6997),(54 5585.875),(55 5491.526),(56 5530.885),(57 5595.1025),(58 5647.983),(59 5685.5615),(60 5715.6074),(61 5671.4395),(62 5656.0283),(63 5630.008),(64 5504.2495),(65 5424.5835),(66 5451.3076),(67 5525.574),(68 5540.7866),(69 5523.411),(70 5476.9287),(71 5517.8003),(72 5574.3677),(73 5540.7656),(74 5482.3447),(75 5443.716),(76 5432.578),(77 5400.787),(78 5353.4517),(79 5313.94),
(1 2014.3556),(2 3684.1155),(3 4377.592),(4 4535.3975),(5 4694.9863),(6 4754.6025),(7 4872.109),(8 4902.6753),(9 4981.302),(10 4935.328),(11 4890.8643),(12 4923.789),(13 4925.0024),(14 4758.106),(15 4734.27),(16 4680.7974),(17 4684.3564),(18 4676.341),(19 4674.043),(20 4642.0234),(21 4650.953),(22 4718.027),(23 4820.477),(24 4862.695),(25 4738.536),(26 4705.0566),(27 4737.366),(28 4843.0415),(29 4836.6646),(30 4902.3877),(31 5002.4175),(32 5065.1045),(33 5037.9624),(34 5165.625),(35 5192.5586),(36 5241.046),(37 5325.7383),(38 5346.1914),(39 5376.6147),(40 5488.0225),(41 5583.506),(42 5537.781),(43 5561.1353),(44 5612.606),(45 5581.416),(46 5466.1563),(47 5405.868),(48 5380.818),(49 5367.31),(50 5295.3794),(51 5345.2715),(52 5458.092),(53 5427.78),(54 5352.167),(55 5327.6636),(56 5335.891),(57 5339.459),(58 5424.959),(59 5477.083),(60 5437.9756),(61 5344.475),(62 5317.033),(63 5282.1143),(64 5244.044),(65 5243.26),(66 5300.477),(67 5309.2856),(68 5294.721),(69 5288.7075),(70 5327.66),(71 5456.8306),(72 5549.3867),(73 5542.2437),(74 5568.427),(75 5511.707),(76 5491.985),(77 5441.1445),(78 5405.813),(79 5470.8154),
(1 1983.4146),(2 3550.6033),(3 4229.2056),(4 4450.084),(5 4652.026),(6 4610.871),(7 4608.9185),(8 4688.1387),(9 4823.1963),(10 4794.2544),(11 4727.149),(12 4768.8916),(13 4740.0894),(14 4609.778),(15 4579.6636),(16 4598.4478),(17 4556.7065),(18 4619.3413),(19 4644.6963),(20 4628.6567),(21 4679.266),(22 4676.443),(23 4665.47),(24 4672.2153),(25 4662.916),(26 4628.283),(27 4688.006),(28 4803.2246),(29 4746.625),(30 4800.3994),(31 4875.835),(32 5005.498),(33 5021.5645),(34 5142.24),(35 5077.2646),(36 5047.679),(37 5097.81),(38 5102.6836),(39 5103.9385),(40 5197.022),(41 5301.8667),(42 5268.6426),(43 5296.6494),(44 5337.419),(45 5304.4067),(46 5266.6675),(47 5223.122),(48 5206.938),(49 5189.112),(50 5056.474),(51 5124.3247),(52 5168.0957),(53 5100.0034),(54 5101.697),(55 5152.113),(56 5170.666),(57 5162.4395),(58 5233.3164),(59 5246.493),(60 5139.95),(61 5054.285),(62 5012.187),(63 5047.555),(64 4990.5654),(65 5021.026),(66 5134.723),(67 5149.0967),(68 5108.9253),(69 5114.973),(70 5099.0376),(71 5213.3237),(72 5365.0195),(73 5376.352),(74 5413.125),(75 5261.11),(76 5197.772),(77 5246.016),(78 5310.207),(79 5319.6445),
(1 1932.3677),(2 3460.72),(3 4138.9014),(4 4368.0537),(5 4607.4673),(6 4598.2773),(7 4556.316),(8 4561.65),(9 4663.4214),(10 4622.436),(11 4506.6123),(12 4522.978),(13 4515.163),(14 4449.048),(15 4476.3896),(16 4590.7607),(17 4543.4365),(18 4539.8433),(19 4542.063),(20 4525.076),(21 4636.8423),(22 4637.144),(23 4626.3276),(24 4627.974),(25 4578.5723),(26 4574.262),(27 4672.5063),(28 4651.022),(29 4577.181),(30 4586.0747),(31 4627.5107),(32 4771.5513),(33 4927.917),(34 5027.6143),(35 4885.7734),(36 4843.4985),(37 4874.2285),(38 4879.182),(39 4879.5176),(40 4913.819),(41 4990.7773),(42 4928.6436),(43 4941.336),(44 4933.9844),(45 4879.277),(46 4940.81),(47 4895.463),(48 4849.3228),(49 4819.5703),(50 4782.0225),(51 4869.236),(52 4791.148),(53 4747.323),(54 4787.6416),(55 4853.8223),(56 4936.2793),(57 4944.069),(58 4974.3706),(59 5003.5894),(60 4984.983),(61 4967.9526),(62 4893.514),(63 4887.6064),(64 4831.575),(65 4848.259),(66 4935.3535),(67 4962.6377),(68 4950.3975),(69 4992.1147),(70 4941.345),(71 4937.574),(72 5016.717),(73 5015.5503),(74 4963.379),(75 4808.035),(76 4875.5796),(77 4982.098),(78 5010.3276),(79 5002.0933),
(1 1890.5885),(2 3397.317),(3 4037.6797),(4 4360.738),(5 4589.8604),(6 4651.6855),(7 4647.308),(8 4610.3896),(9 4641.3),(10 4653.4863),(11 4588.5215),(12 4596.3965),(13 4655.729),(14 4634.497),(15 4634.516),(16 4604.146),(17 4568.8276),(18 4482.3096),(19 4566.5747),(20 4576.042),(21 4600.511),(22 4589.217),(23 4599.883),(24 4671.7354),(25 4620.8384),(26 4651.0176),(27 4726.4854),(28 4683.045),(29 4583.655),(30 4578.682),(31 4568.764),(32 4656.93),(33 4799.957),(34 4907.426),(35 4780.491),(36 4758.8184),(37 4744.883),(38 4746.6855),(39 4754.435),(40 4717.198),(41 4699.512),(42 4760.7944),(43 4743.956),(44 4671.518),(45 4602.3203),(46 4767.4424),(47 4783.2393),(48 4818.1577),(49 4822.9575),(50 4788.249),(51 4767.2466),(52 4738.8643),(53 4764.0967),(54 4804.0107),(55 4906.067),(56 5009.4688),(57 5056.6406),(58 5078.472),(59 5173.26),(60 5189.838),(61 5165.079),(62 5026.195),(63 4987.6294),(64 4924.7188),(65 4968.8804),(66 5002.887),(67 5099.594),(68 5163.8643),(69 5219.807),(70 5147.591),(71 5103.3574),(72 5118.5815),(73 5104.719),(74 5108.444),(75 4986.766),(76 5022.9097),(77 4989.758),(78 4988.5645),(79 4994.7363),
(1 1875.1964),(2 3290.7456),(3 3814.5632),(4 4072.1025),(5 4254.6606),(6 4333.3457),(7 4351.23),(8 4379.465),(9 4462.982),(10 4470.72),(11 4370.0938),(12 4401.216),(13 4481.037),(14 4452.97),(15 4495.7603),(16 4462.3613),(17 4419.967),(18 4351.909),(19 4477.56),(20 4487.9956),(21 4491.9077),(22 4471.215),(23 4529.2065),(24 4640.7734),(25 4552.248),(26 4562.5767),(27 4641.066),(28 4612.9277),(29 4518.162),(30 4518.0483),(31 4511.9556),(32 4530.551),(33 4653.455),(34 4670.76),(35 4633.676),(36 4583.978),(37 4569.965),(38 4632.0737),(39 4617.05),(40 4657.1978),(41 4581.0557),(42 4602.0586),(43 4611.781),(44 4560.012),(45 4439.803),(46 4591.8174),(47 4667.3027),(48 4711.0728),(49 4717.415),(50 4642.6836),(51 4579.617),(52 4569.3936),(53 4528.283),(54 4546.8813),(55 4682.1353),(56 4748.956),(57 4812.2407),(58 4883.988),(59 4966.303),(60 4972.7764),(61 4907.0186),(62 4808.8936),(63 4707.1177),(64 4641.5923),(65 4707.043),(66 4722.8716),(67 4836.585),(68 4921.27),(69 4967.465),(70 4884.725),(71 4766.01),(72 4782.6045),(73 4762.704),(74 4800.21),(75 4776.182),(76 4815.5723),(77 4788.739),(78 4722.544),(79 4688.072),
(1 1765.5367),(2 3095.4775),(3 3579.6516),(4 3804.344),(5 3932.8723),(6 4007.4434),(7 4076.578),(8 4167.892),(9 4270.191),(10 4251.165),(11 4143.21),(12 4161.7954),(13 4221.5435),(14 4144.684),(15 4158.102),(16 4126.231),(17 4079.225),(18 4069.9312),(19 4189.375),(20 4195.24),(21 4234.6636),(22 4287.734),(23 4305.106),(24 4354.822),(25 4398.271),(26 4473.7485),(27 4480.6206),(28 4377.3086),(29 4319.8936),(30 4295.641),(31 4288.9365),(32 4330.85),(33 4394.937),(34 4433.8735),(35 4390.9824),(36 4344.5474),(37 4304.82),(38 4340.042),(39 4350.3003),(40 4405.326),(41 4385.568),(42 4437.0723),(43 4433.1006),(44 4372.887),(45 4298.989),(46 4464.9927),(47 4462.017),(48 4443.5693),(49 4442.1494),(50 4381.4775),(51 4363.5796),(52 4383.263),(53 4364.782),(54 4309.914),(55 4433.317),(56 4451.392),(57 4479.355),(58 4550.1724),(59 4596.5503),(60 4578.1426),(61 4626.582),(62 4587.04),(63 4514.9053),(64 4494.157),(65 4587.0723),(66 4640.4995),(67 4688.5806),(68 4710.9277),(69 4747.5747),(70 4727.4844),(71 4655.7183),(72 4645.483),(73 4598.705),(74 4590.4956),(75 4632.8496),(76 4664.5776),(77 4639.321),(78 4582.1885),(79 4545.9185),
(1 1705.4451),(2 2950.773),(3 3407.4243),(4 3604.3916),(5 3735.7563),(6 3772.4631),(7 3829.3047),(8 3952.6377),(9 4075.8032),(10 4101.5713),(11 4096.799),(12 4114.022),(13 4104.2495),(14 4020.7988),(15 4067.4365),(16 4036.2458),(17 3976.5034),(18 3989.7837),(19 4081.9712),(20 4094.3708),(21 4174.749),(22 4223.4023),(23 4199.5244),(24 4223.088),(25 4305.002),(26 4349.2676),(27 4309.697),(28 4245.526),(29 4191.146),(30 4102.0186),(31 4114.898),(32 4176.594),(33 4169.84),(34 4241.9766),(35 4233.0337),(36 4203.192),(37 4164.233),(38 4242.321),(39 4254.2603),(40 4284.821),(41 4307.0654),(42 4405.942),(43 4385.872),(44 4323.019),(45 4277.4478),(46 4338.9883),(47 4290.305),(48 4259.842),(49 4267.042),(50 4299.5747),(51 4281.048),(52 4298.154),(53 4259.0313),(54 4234.8735),(55 4266.6846),(56 4230.866),(57 4261.34),(58 4333.027),(59 4334.5454),(60 4269.9546),(61 4290.7104),(62 4292.9287),(63 4264.7715),(64 4280.4653),(65 4313.12),(66 4298.126),(67 4356.6826),(68 4408.9395),(69 4430.1675),(70 4436.5825),(71 4459.883),(72 4505.1294),(73 4504.804),(74 4573.3335),(75 4606.9316),(76 4645.9844),(77 4649.114),(78 4532.8213),(79 4508.618),
