1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 8150.3345),(2 26081.658),(3 48167.3),(4 70894.32),(5 97098.74),(6 123076.48),(7 152711.42),(8 180981.83),(9 207221.95),(10 234538.08),(11 264059.1),(12 291148.72),(13 316109.9),(14 336479),(15 351829.72),(16 358072.16),(17 371577.78),(18 384104.1),(19 396385.63),(20 407968.4),(21 422710.6),(22 425888),(23 430836.88),(24 438322.5),(25 455534.66),(26 472596.16),(27 497225.66),(28 528125.2),(29 551406.56),(30 582129.25),(31 622211.06),(32 658582.7),(33 703993.8),(34 748555.5),(35 787612),(36 821587),(37 855289.75),(38 881985.8),(39 908072.5),(40 929112),(41 957136.2),(42 981030.5),(43 1013217.5),(44 1045034),(45 1073651.6),(46 1083606.9),(47 1097885.4),(48 1123292.1),(49 1169012),(50 1206857.1),(51 1248967.5),(52 1286209.9),(53 1318794.3),(54 1343185),(55 1355871.1),(56 1368030.5),(57 1394074.4),(58 1413635),(59 1444428.6),(60 1474259.1),(61 1506712),(62 1544503.4),(63 1588445.5),(64 1632645.9),(65 1665291.6),(66 1693974.4),(67 1727642.6),(68 1771923.6),(69 1829420),(70 1894869.4),(71 1960565.6),(72 2018342),(73 2073043.4),(74 2126478.3),(75 2184872.3),(76 2240398.5),(77 2307077),(78 2369026),(79 2432530.3),
(1 118.90812),(2 160.74867),(3 196.14839),(4 216.54483),(5 230.86139),(6 253.26508),(7 267.5123),(8 286.4112),(9 295.96283),(10 307.45425),(11 321.15213),(12 331.44894),(13 338.8813),(14 342.77496),(15 352.2305),(16 353.15634),(17 356.93024),(18 357.2197),(19 361.7898),(20 367.00482),(21 368.88104),(22 372.4323),(23 382.1393),(24 380.73175),(25 381.3309),(26 384.04626),(27 388.1581),(28 390.76953),(29 391.16205),(30 393.47473),(31 399.26028),(32 403.0774),(33 401.31012),(34 406.7694),(35 410.46893),(36 407.93628),(37 411.5878),(38 417.16107),(39 418.25443),(40 423.04587),(41 428.2784),(42 430.7355),(43 437.0677),(44 434.85556),(45 439.61392),(46 446.69028),(47 455.42136),(48 458.08768),(49 467.92017),(50 474.24622),(51 488.44617),(52 494.7275),(53 503.5634),(54 515.065),(55 521.7738),(56 530.36884),(57 540.9694),(58 548.96295),(59 556.9388),(60 562.4556),(61 572.2551),(62 580.27563),(63 590.22406),(64 595.30396),(65 598.5342),(66 604.52405),(67 610.2407),(68 613.9075),(69 618.1873),(70 623.1182),(71 624.454),(72 624.6602),(73 626.93054),(74 628.5759),(75 626.7882),(76 626.3551),(77 629.2546),(78 629.2551),(79 633.246),
(1 116.234634),(2 156.15208),(3 187.6331),(4 207.64417),(5 225.01991),(6 245.0585),(7 259.9835),(8 278.30478),(9 289.0313),(10 299.7305),(11 311.99384),(12 318.38028),(13 326.52405),(14 331.88986),(15 337.2205),(16 339.0407),(17 340.21228),(18 342.61115),(19 346.73682),(20 346.58798),(21 351.80402),(22 350.53244),(23 356.23035),(24 360.63116),(25 363.3122),(26 365.20724),(27 364.95416),(28 368.00867),(29 367.23685),(30 365.0846),(31 370.4232),(32 371.81274),(33 373.24814),(34 377.0996),(35 381.97095),(36 382.04626),(37 389.6282),(38 396.69702),(39 398.25604),(40 402.2676),(41 408.04095),(42 412.49445),(43 421.55884),(44 425.94925),(45 432.75867),(46 441.79077),(47 453.46222),(48 462.0745),(49 472.53085),(50 481.69037),(51 497.59515),(52 507.57855),(53 521.92096),(54 534.8925),(55 547.48645),(56 557.5225),(57 568.2184),(58 575.7625),(59 586.4842),(60 598.6726),(61 603.9873),(62 614.24457),(63 623.2499),(64 631.258),(65 636.87146),(66 643.5),(67 648.2293),(68 654.46155),(69 660.62463),(70 665.8927),(71 667.5031),(72 667.8016),(73 668.02106),(74 665.88574),(75 665.3589),(76 661.7604),(77 666.2498),(78 665.1226),(79 667.14014),
(1 114.522835),(2 156.94197),(3 187.71272),(4 207.9734),(5 224.78973),(6 243.99995),(7 258.2117),(8 274.72128),(9 286.96957),(10 298.5809),(11 309.938),(12 316.15222),(13 326.41495),(14 330.36847),(15 336.9781),(16 338.7959),(17 337.5694),(18 339.2514),(19 339.97183),(20 341.73816),(21 342.89804),(22 340.83685),(23 344.5807),(24 346.57816),(25 347.00162),(26 353.32462),(27 353.93954),(28 356.7484),(29 357.24057),(30 359.1107),(31 364.95596),(32 373.21057),(33 376.909),(34 381.39526),(35 384.11658),(36 387.18277),(37 392.22046),(38 399.57343),(39 406.9441),(40 410.78763),(41 416.3791),(42 418.66974),(43 426.93304),(44 437.2473),(45 447.32098),(46 459.65704),(47 471.26617),(48 483.31015),(49 490.79068),(50 504.52747),(51 517.72327),(52 529.83356),(53 537.72546),(54 552.9214),(55 564.16003),(56 574.99493),(57 583.0182),(58 589.33044),(59 597.37335),(60 610.257),(61 616.5876),(62 624.56354),(63 632.81274),(64 640.58716),(65 642.8163),(66 647.4385),(67 650.0901),(68 657.1373),(69 659.6109),(70 660.5911),(71 661.22577),(72 660.23157),(73 662.1838),(74 660.6177),(75 663.27295),(76 660.9267),(77 662.07666),(78 662.5525),(79 662.24225),
(1 112.52851),(2 152.26578),(3 181.57558),(4 201.16887),(5 218.33394),(6 237.17476),(7 251.42996),(8 269.79364),(9 280.98993),(10 293.02383),(11 303.41266),(12 310.75793),(13 319.94388),(14 327.54764),(15 331.79675),(16 332.8892),(17 334.58347),(18 336.5869),(19 338.9473),(20 341.70383),(21 341.28326),(22 339.9632),(23 346.00873),(24 349.17258),(25 353.3967),(26 356.44427),(27 357.22266),(28 359.78165),(29 361.00546),(30 359.75345),(31 363.5468),(32 365.1439),(33 368.32312),(34 373.6237),(35 372.48953),(36 376.2231),(37 380.58945),(38 388.602),(39 393.8245),(40 395.52548),(41 400.33652),(42 404.73044),(43 410.9178),(44 420.35062),(45 431.1171),(46 438.98303),(47 445.07617),(48 457.0898),(49 462.0965),(50 471.71375),(51 483.03818),(52 492.3344),(53 500.05975),(54 509.74933),(55 517.155),(56 528.25836),(57 535.2086),(58 540.11743),(59 545.924),(60 554.0954),(61 563.1958),(62 572.14606),(63 579.404),(64 585.64374),(65 588.4951),(66 593.36993),(67 598.0248),(68 598.975),(69 599.77783),(70 605.27997),(71 607.0504),(72 608.63666),(73 610.7089),(74 611.93286),(75 617.9194),(76 616.18164),(77 619.2729),(78 620.9187),(79 624.03516),
(1 114.13908),(2 152.90714),(3 182.50891),(4 204.06815),(5 219.24391),(6 239.51414),(7 253.69891),(8 272.4412),(9 282.9194),(10 294.8485),(11 300.9877),(12 309.4799),(13 316.9876),(14 324.75247),(15 330.5759),(16 332.2873),(17 335.48688),(18 336.18445),(19 339.22958),(20 342.13834),(21 343.60345),(22 343.2082),(23 344.62497),(24 350.6678),(25 356.03006),(26 362.33682),(27 360.06433),(28 364.40396),(29 362.22867),(30 364.36465),(31 368.7993),(32 371.5907),(33 375.66916),(34 377.5603),(35 379.47644),(36 380.7008),(37 384.40054),(38 393.1487),(39 393.29178),(40 396.3113),(41 402.21954),(42 405.8849),(43 410.04388),(44 414.74927),(45 422.65042),(46 429.16983),(47 439.33652),(48 446.44257),(49 455.57245),(50 465.29477),(51 477.92654),(52 487.8677),(53 494.18597),(54 504.57355),(55 513.6487),(56 525.2318),(57 535.36804),(58 543.166),(59 548.77234),(60 552.333),(61 559.4798),(62 566.6632),(63 572.48535),(64 575.634),(65 580.8216),(66 584.6772),(67 584.1695),(68 588.5024),(69 588.6193),(70 593.50525),(71 593.8765),(72 593.17),(73 597.39386),(74 597.89624),(75 599.01965),(76 597.52374),(77 599.05664),(78 599.04083),(79 599.37067),
(1 111.24169),(2 151.84747),(3 179.29112),(4 202.43155),(5 218.03145),(6 234.86552),(7 250.88103),(8 265.87518),(9 274.39276),(10 284.76624),(11 293.95383),(12 298.71487),(13 303.79483),(14 306.7283),(15 311.85208),(16 314.9571),(17 318.87634),(18 321.1439),(19 324.10782),(20 325.6059),(21 328.25162),(22 329.26447),(23 330.56516),(24 332.10803),(25 332.16653),(26 334.25027),(27 337.55927),(28 340.41965),(29 340.79694),(30 345.53586),(31 346.98242),(32 348.83154),(33 354.1277),(34 356.91293),(35 359.9255),(36 361.65073),(37 364.86194),(38 373.1356),(39 375.6171),(40 380.20132),(41 385.15707),(42 388.88263),(43 398.8521),(44 404.17923),(45 412.94064),(46 421.3755),(47 430.47974),(48 438.96835),(49 448.9343),(50 461.21436),(51 470.99655),(52 479.19125),(53 489.9002),(54 502.21265),(55 513.97876),(56 522.5602),(57 534.7473),(58 541.8957),(59 549.2781),(60 557.8561),(61 564.7936),(62 568.21594),(63 578.28894),(64 583.89026),(65 586.877),(66 590.31616),(67 593.682),(68 596.17096),(69 601.944),(70 603.11707),(71 602.313),(72 602.0863),(73 602.8931),(74 608.0791),(75 608.77185),(76 606.1248),(77 606.79663),(78 606.44525),(79 606.1063),
(1 108.58026),(2 147.19849),(3 174.38861),(4 194.32481),(5 209.99835),(6 226.04637),(7 241.47653),(8 254.50645),(9 268.41733),(10 279.2542),(11 289.12387),(12 296.3479),(13 302.15262),(14 306.84445),(15 311.3976),(16 312.97583),(17 318.44788),(18 320.83084),(19 324.1052),(20 327.21133),(21 328.15082),(22 331.20386),(23 332.95285),(24 333.19516),(25 333.57474),(26 338.27875),(27 337.38342),(28 338.18063),(29 338.03384),(30 338.4665),(31 342.81555),(32 346.16968),(33 349.62338),(34 352.1688),(35 352.71008),(36 352.9752),(37 355.87747),(38 362.55682),(39 365.1562),(40 368.218),(41 368.0358),(42 372.4151),(43 380.9862),(44 384.95087),(45 395.0469),(46 402.54037),(47 411.31598),(48 418.63843),(49 427.88464),(50 438.381),(51 443.644),(52 457.25735),(53 470.32205),(54 482.36307),(55 492.7542),(56 502.31586),(57 514.3106),(58 525.5816),(59 534.6052),(60 543.2778),(61 551.12274),(62 557.9019),(63 564.06506),(64 569.2747),(65 575.2342),(66 579.22644),(67 586.66205),(68 593.55334),(69 599.2107),(70 602.67456),(71 603.5464),(72 607.19446),(73 609.25085),(74 609.77673),(75 606.4787),(76 603.3119),(77 601.51324),(78 602.83984),(79 598.4662),
(1 110.22666),(2 151.1595),(3 177.57576),(4 198.16519),(5 213.94417),(6 229.37012),(7 241.5772),(8 257.17032),(9 270.06226),(10 280.85852),(11 289.52023),(12 292.64365),(13 299.89972),(14 303.73294),(15 308.13144),(16 310.03964),(17 313.38034),(18 314.25085),(19 317.29218),(20 317.8921),(21 321.79086),(22 320.62073),(23 326.99347),(24 329.56583),(25 332.62024),(26 332.8361),(27 330.68704),(28 332.53647),(29 333.29388),(30 336.91794),(31 340.2773),(32 343.12137),(33 344.7844),(34 347.66092),(35 347.53287),(36 352.27136),(37 356.47992),(38 363.64197),(39 363.96298),(40 368.34653),(41 367.33316),(42 371.5809),(43 376.41568),(44 381.17682),(45 387.63733),(46 393.86203),(47 397.95435),(48 403.1466),(49 412.04626),(50 419.91766),(51 426.7564),(52 436.61267),(53 444.3157),(54 452.31577),(55 459.99466),(56 467.30386),(57 476.68948),(58 483.04956),(59 490.60165),(60 498.54483),(61 507.71683),(62 513.6502),(63 522.7911),(64 527.36255),(65 529.13104),(66 531.11975),(67 534.8026),(68 539.5086),(69 542.0499),(70 544.67706),(71 543.0972),(72 546.28217),(73 549.4337),(74 549.23816),(75 552.6822),(76 553.30566),(77 554.9983),(78 556.0714),(79 556.59625),
(1 106.91819),(2 144.83209),(3 169.8292),(4 193.17044),(5 206.86421),(6 223.01591),(7 237.30937),(8 252.45183),(9 264.4094),(10 274.2758),(11 282.95227),(12 288.616),(13 295.81573),(14 301.1145),(15 305.5789),(16 306.68503),(17 306.59286),(18 309.2),(19 311.37292),(20 314.68622),(21 316.12827),(22 316.17712),(23 317.3058),(24 319.69354),(25 321.1245),(26 325.9137),(27 329.99585),(28 331.3856),(29 334.17578),(30 337.9243),(31 342.61786),(32 340.38303),(33 342.64157),(34 342.34683),(35 341.33725),(36 342.36804),(37 342.70892),(38 349.37695),(39 349.9436),(40 350.92664),(41 349.981),(42 350.50244),(43 354.62784),(44 361.59637),(45 364.35864),(46 366.45502),(47 369.8767),(48 378.5926),(49 382.31992),(50 387.46902),(51 396.92807),(52 405.6439),(53 412.81116),(54 419.96722),(55 426.07648),(56 433.00946),(57 441.4536),(58 448.28375),(59 454.6249),(60 459.48956),(61 464.55197),(62 471.88715),(63 480.79263),(64 484.1475),(65 483.40405),(66 485.46445),(67 492.75723),(68 493.13205),(69 494.87027),(70 498.61633),(71 498.87845),(72 499.90222),(73 497.96884),(74 502.10156),(75 504.38358),(76 505.14423),(77 506.68625),(78 509.46948),(79 508.31833),
(1 106.95796),(2 143.58177),(3 170.42123),(4 191.93784),(5 205.73076),(6 221.26355),(7 236.55225),(8 249.8499),(9 261.41968),(10 275.11734),(11 285.3048),(12 291.87054),(13 299.28644),(14 302.91986),(15 310.1347),(16 313.0432),(17 315.7039),(18 318.90836),(19 321.94934),(20 326.8522),(21 332.04022),(22 335.37006),(23 334.98068),(24 339.95966),(25 343.18594),(26 345.1775),(27 344.45938),(28 347.47525),(29 349.9106),(30 352.1694),(31 356.31845),(32 356.475),(33 359.90854),(34 363.14417),(35 363.00848),(36 366.92844),(37 366.16016),(38 373.17105),(39 374.49017),(40 376.7427),(41 375.99652),(42 378.73416),(43 381.51288),(44 389.05402),(45 395.39948),(46 400.01205),(47 408.14218),(48 416.2182),(49 423.09344),(50 430.10263),(51 437.99213),(52 443.46973),(53 453.0345),(54 458.7601),(55 465.8195),(56 471.8607),(57 477.36523),(58 483.98248),(59 486.9582),(60 491.74942),(61 494.18378),(62 500.72202),(63 504.73114),(64 506.8803),(65 508.46167),(66 510.663),(67 511.96085),(68 512.0561),(69 516.0436),(70 517.8971),(71 520.3524),(72 520.86835),(73 520.13104),(74 520.23615),(75 521.49005),(76 520.0982),(77 523.46124),(78 528.3577),(79 528.7135),
(1 103.81398),(2 139.91039),(3 167.77573),(4 186.97829),(5 201.66307),(6 219.14558),(7 233.99487),(8 247.89104),(9 258.54623),(10 268.64648),(11 280.4825),(12 290.2751),(13 297.9488),(14 306.2568),(15 313.07123),(16 317.06433),(17 316.9932),(18 319.19708),(19 322.26416),(20 324.07166),(21 327.35898),(22 326.41428),(23 330.0581),(24 333.66788),(25 335.22894),(26 336.96332),(27 342.10904),(28 343.2682),(29 341.2576),(30 340.9237),(31 344.2485),(32 345.3114),(33 350.72894),(34 353.35498),(35 355.71692),(36 357.19995),(37 361.34485),(38 362.89163),(39 364.67328),(40 366.64233),(41 368.06485),(42 371.92847),(43 379.87677),(44 383.73254),(45 391.12396),(46 395.50253),(47 406.34308),(48 418.55176),(49 428.06027),(50 439.29657),(51 446.0613),(52 454.00833),(53 465.65277),(54 471.794),(55 481.81226),(56 488.86218),(57 499.33008),(58 506.1848),(59 511.97516),(60 517.3628),(61 524.3035),(62 528.3716),(63 531.6854),(64 535.1216),(65 541.255),(66 543.17816),(67 544.9318),(68 552.6938),(69 556.0243),(70 555.71466),(71 557.1377),(72 559.7317),(73 557.73627),(74 557.60596),(75 561.3807),(76 559.66034),(77 565.3947),(78 569.35913),(79 566.8997),
(1 102.78186),(2 139.03069),(3 164.57056),(4 181.62305),(5 192.8823),(6 206.69452),(7 221.06581),(8 234.75343),(9 243.28996),(10 252.62076),(11 260.16846),(12 264.14493),(13 272.3425),(14 275.92154),(15 277.14172),(16 281.47925),(17 283.85178),(18 287.025),(19 289.1493),(20 291.78302),(21 295.11975),(22 298.03482),(23 301.0618),(24 304.27353),(25 306.67346),(26 310.99808),(27 312.68134),(28 314.38828),(29 312.78488),(30 313.41113),(31 317.27747),(32 317.6658),(33 319.30145),(34 323.77225),(35 323.38794),(36 325.17276),(37 329.7896),(38 337.43405),(39 340.26657),(40 345.60864),(41 350.0983),(42 351.85645),(43 357.7119),(44 365.24338),(45 369.45016),(46 376.2927),(47 380.88992),(48 388.82733),(49 397.85663),(50 405.9218),(51 410.7907),(52 419.31107),(53 426.77142),(54 435.7982),(55 443.40347),(56 448.39746),(57 454.89743),(58 459.02267),(59 462.70926),(60 465.5543),(61 470.9768),(62 473.61432),(63 478.802),(64 481.34943),(65 483.56284),(66 487.3203),(67 490.3176),(68 496.65924),(69 496.0325),(70 499.6172),(71 501.8967),(72 501.33054),(73 501.03143),(74 500.22757),(75 503.503),(76 500.28217),(77 503.37003),(78 504.31265),(79 505.9606),
(1 102.37745),(2 139.38531),(3 165.24971),(4 183.29448),(5 196.68741),(6 210.71863),(7 222.18639),(8 234.92482),(9 245.92804),(10 255.11954),(11 261.68378),(12 269.34692),(13 276.79416),(14 281.1391),(15 285.05695),(16 288.3521),(17 293.77127),(18 296.39856),(19 301.0738),(20 304.317),(21 306.87506),(22 307.94577),(23 311.61),(24 312.8891),(25 317.75073),(26 320.21414),(27 321.8299),(28 325.8258),(29 325.13257),(30 328.20804),(31 331.51712),(32 333.76614),(33 336.9924),(34 338.5085),(35 338.7101),(36 342.01624),(37 344.09045),(38 351.0213),(39 351.5589),(40 356.53604),(41 358.74353),(42 360.2102),(43 365.18106),(44 368.5971),(45 373.18146),(46 379.9652),(47 387.1005),(48 394.4805),(49 401.04526),(50 409.24228),(51 415.8865),(52 420.1047),(53 428.09946),(54 433.56848),(55 437.65933),(56 441.87582),(57 448.0645),(58 453.54575),(59 454.65244),(60 455.6692),(61 459.5048),(62 463.79254),(63 466.0004),(64 466.713),(65 466.96436),(66 471.67764),(67 473.99936),(68 482.3881),(69 482.34756),(70 489.9444),(71 490.0508),(72 490.1033),(73 492.3238),(74 493.75433),(75 495.798),(76 494.64474),(77 499.03525),(78 498.70026),(79 499.17325),
(1 102.365524),(2 139.22774),(3 165.36806),(4 182.31804),(5 195.80414),(6 207.43521),(7 222.05614),(8 235.17429),(9 246.27248),(10 256.79495),(11 265.52094),(12 275.23087),(13 281.03867),(14 286.35986),(15 291.9848),(16 292.99673),(17 297.00067),(18 302.06183),(19 306.45676),(20 306.98926),(21 309.3934),(22 310.76428),(23 316.69077),(24 316.57358),(25 320.28265),(26 321.77426),(27 324.0367),(28 326.50064),(29 325.4664),(30 328.74017),(31 331.85852),(32 333.00696),(33 336.38904),(34 336.94113),(35 341.28784),(36 344.44553),(37 345.9051),(38 352.06653),(39 352.3082),(40 352.53107),(41 355.28952),(42 356.33997),(43 358.9852),(44 360.74673),(45 364.54208),(46 370.9866),(47 375.8746),(48 385.07526),(49 389.99686),(50 397.30072),(51 405.66898),(52 410.22525),(53 416.06946),(54 422.37366),(55 424.60922),(56 430.6963),(57 436.02985),(58 441.09625),(59 441.4005),(60 446.5343),(61 450.63013),(62 456.2254),(63 458.70123),(64 462.4085),(65 461.6397),(66 464.40057),(67 465.9612),(68 471.78867),(69 472.78482),(70 477.27658),(71 479.6442),(72 478.4115),(73 481.13367),(74 484.4187),(75 484.2101),(76 483.01828),(77 485.21735),(78 483.36227),(79 484.13614),
(1 99.90213),(2 135.5877),(3 163.14641),(4 182.00636),(5 196.6075),(6 210.92168),(7 223.32478),(8 233.83154),(9 244.92696),(10 254.1471),(11 264.9258),(12 270.98773),(13 276.06085),(14 282.48044),(15 289.39624),(16 291.42944),(17 297.06448),(18 299.3372),(19 302.2719),(20 301.75052),(21 305.27054),(22 308.2116),(23 314.072),(24 318.82382),(25 322.80493),(26 324.99133),(27 327.09927),(28 329.3205),(29 329.76523),(30 332.7769),(31 334.82355),(32 336.3534),(33 337.6301),(34 341.50867),(35 341.3789),(36 342.34348),(37 342.5903),(38 344.9115),(39 344.87894),(40 344.58893),(41 347.91006),(42 351.82227),(43 353.6356),(44 356.0135),(45 357.73944),(46 361.8511),(47 363.39276),(48 369.6421),(49 376.62714),(50 381.08563),(51 387.5966),(52 389.5003),(53 393.99515),(54 400.629),(55 403.51447),(56 406.96722),(57 410.6133),(58 414.64532),(59 416.60825),(60 421.81708),(61 425.06927),(62 426.166),(63 427.14798),(64 429.47748),(65 431.4645),(66 433.37067),(67 434.7991),(68 437.47028),(69 438.4305),(70 438.4954),(71 441.78415),(72 443.18707),(73 445.9086),(74 443.89798),(75 447.2864),(76 445.36566),(77 449.72116),(78 451.25244),(79 450.0531),
(1 97.750755),(2 132.7801),(3 157.82135),(4 176.95325),(5 189.29156),(6 206.54083),(7 219.5716),(8 229.70642),(9 239.12291),(10 248.7937),(11 256.3737),(12 264.18405),(13 270.19934),(14 279.37827),(15 285.52734),(16 290.11108),(17 292.92203),(18 297.4536),(19 299.59448),(20 300.0266),(21 302.12268),(22 300.20392),(23 300.98853),(24 302.05194),(25 304.33032),(26 305.8506),(27 305.68353),(28 305.88934),(29 309.66846),(30 310.623),(31 312.857),(32 315.76196),(33 319.66776),(34 322.20236),(35 320.31323),(36 319.5623),(37 319.97025),(38 326.24084),(39 330.34976),(40 333.31824),(41 338.77548),(42 344.13208),(43 349.338),(44 352.71265),(45 357.25586),(46 360.5842),(47 364.7775),(48 370.93954),(49 378.52454),(50 382.6732),(51 390.05838),(52 393.7148),(53 402.35907),(54 406.20782),(55 411.06857),(56 415.36984),(57 419.5071),(58 424.36334),(59 428.2589),(60 432.4537),(61 432.8385),(62 435.6606),(63 439.75836),(64 441.82312),(65 443.53696),(66 445.79086),(67 443.30887),(68 445.64734),(69 447.37418),(70 446.18527),(71 448.0512),(72 450.41837),(73 449.15427),(74 449.24918),(75 451.3047),(76 449.91718),(77 450.74893),(78 450.9685),(79 448.20724),
(1 97.72314),(2 133.26677),(3 162.26263),(4 179.91742),(5 194.84221),(6 211.09872),(7 222.6706),(8 235.21655),(9 247.06067),(10 260.1099),(11 269.00473),(12 276.63733),(13 282.023),(14 290.68616),(15 293.5035),(16 296.69843),(17 297.51532),(18 299.65115),(19 302.96674),(20 304.1649),(21 305.3018),(22 306.00867),(23 312.45776),(24 312.9816),(25 316.78796),(26 319.02023),(27 319.99533),(28 321.66135),(29 322.039),(30 323.58502),(31 324.1864),(32 326.0089),(33 329.36853),(34 332.33987),(35 334.98743),(36 336.65677),(37 340.14822),(38 345.33023),(39 349.762),(40 350.55344),(41 355.7905),(42 354.60892),(43 357.8627),(44 359.28394),(45 366.8318),(46 370.7757),(47 377.11887),(48 384.53027),(49 391.75018),(50 399.22498),(51 406.75763),(52 411.5275),(53 420.96948),(54 425.04904),(55 430.86887),(56 436.34058),(57 441.52783),(58 446.95813),(59 450.9293),(60 455.4541),(61 457.60156),(62 461.16055),(63 466.0858),(64 466.4785),(65 467.86746),(66 470.3327),(67 468.7869),(68 471.67722),(69 472.79794),(70 476.43457),(71 477.42255),(72 479.8248),(73 480.69357),(74 481.91205),(75 484.20676),(76 484.02075),(77 483.68378),(78 485.02338),(79 484.308),
(1 97.24189),(2 129.16191),(3 154.9292),(4 171.09225),(5 183.24031),(6 197.86024),(7 209.33612),(8 221.21939),(9 231.1859),(10 240.55492),(11 248.02312),(12 255.46623),(13 262.36707),(14 268.09613),(15 270.89383),(16 273.88037),(17 277.6327),(18 278.37695),(19 280.39813),(20 282.827),(21 286.1562),(22 288.02658),(23 293.02563),(24 292.71823),(25 297.30276),(26 301.51605),(27 303.84656),(28 306.91788),(29 306.74023),(30 309.31223),(31 312.29962),(32 315.14688),(33 317.23572),(34 320.03024),(35 323.02444),(36 323.5448),(37 325.92282),(38 330.0374),(39 334.294),(40 337.29352),(41 342.27197),(42 343.9966),(43 350.077),(44 351.9242),(45 358.93982),(46 366.97723),(47 371.42325),(48 377.5526),(49 384.54388),(50 392.44778),(51 399.08267),(52 403.5565),(53 411.70248),(54 415.0112),(55 419.30728),(56 423.69812),(57 427.84048),(58 430.23132),(59 434.55807),(60 439.42963),(61 442.6911),(62 446.73685),(63 449.17667),(64 446.92618),(65 448.38565),(66 451.71625),(67 453.07504),(68 453.48047),(69 455.3553),(70 455.19788),(71 454.08972),(72 454.54907),(73 454.6828),(74 456.67194),(75 455.9452),(76 456.24487),(77 456.13123),(78 457.7226),(79 458.74606),
