1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 30564.094),(2 70895.586),(3 83258.33),(4 84581.95),(5 90398.62),(6 96282.12),(7 100248.95),(8 103003.58),(9 104896.055),(10 104802.97),(11 105903.91),(12 107845.85),(13 108875.48),(14 108370.36),(15 108936.836),(16 114089.88),(17 117091.76),(18 115472.97),(19 110307.484),(20 108774.57),(21 108951.43),(22 109439.97),(23 112841.24),(24 116643.984),(25 115748.12),(26 112577.9),(27 116180.266),(28 119446),(29 119278.375),(30 117993.44),(31 119728.55),(32 122672.914),(33 123236.32),(34 122291.305),(35 121353.016),(36 123352.82),(37 124490.59),(38 124023.69),(39 123695.3),(40 125102.73),(41 125703.63),(42 127475.91),(43 128993.516),(44 132720.56),(45 132533.28),(46 132457.92),(47 134308.06),(48 138924.6),(49 139532.2),(50 139079.9),(51 140934.6),(52 142916.63),(53 141118.7),(54 141389.7),(55 140956.83),(56 141424.97),(57 139909.27),(58 135799.44),(59 135707.69),(60 139052.94),(61 141155.33),(62 144315.25),(63 146294.4),(64 148418.67),(65 149586.1),(66 148840.45),(67 149185.53),(68 150440.38),(69 151393.9),(70 153773.98),(71 156786.98),(72 157891.22),(73 159152.19),(74 164513.72),(75 168901.22),(76 171551.05),(77 178485.3),(78 184902.53),(79 189224.39),
(1 29363.648),(2 66516.3),(3 78375.5),(4 81323.55),(5 87258.52),(6 92221),(7 96130.97),(8 98225.016),(9 95922.38),(10 93638.67),(11 94939.31),(12 97324.84),(13 100057.44),(14 101679.71),(15 102496.88),(16 104339.76),(17 106126.95),(18 106324.72),(19 106553.34),(20 107062.94),(21 108012.695),(22 109755.93),(23 111825.125),(24 113918.63),(25 111861.195),(26 109119.59),(27 109523.09),(28 113475.984),(29 114006.484),(30 114783.56),(31 116984.16),(32 119010.43),(33 121090.72),(34 123298.1),(35 124490.67),(36 125951.78),(37 127407),(38 126714.4),(39 126449.42),(40 128299.84),(41 130907.64),(42 130435.695),(43 128913.62),(44 128571.78),(45 130368.97),(46 134161.7),(47 135709.38),(48 135867.08),(49 134537.86),(50 133048.89),(51 131093.2),(52 130013.59),(53 131100.23),(54 131491.25),(55 131575.31),(56 132547.11),(57 132710.58),(58 133024.89),(59 133859.7),(60 132567.61),(61 132506.27),(62 133029.55),(63 135886.02),(64 139394.31),(65 142654.03),(66 142851),(67 144984.95),(68 144021.95),(69 144837.33),(70 145221.97),(71 144590.33),(72 146595.34),(73 153087.05),(74 157521.02),(75 160427.63),(76 168205.63),(77 172646.67),(78 176403.33),(79 180049.27),
(1 28205.836),(2 63726.934),(3 77693.41),(4 84417.73),(5 92221.664),(6 97681.27),(7 97433.35),(8 96414.984),(9 95383.08),(10 94463.42),(11 94473.67),(12 97018.83),(13 99394.19),(14 99420.73),(15 99458.63),(16 101622.87),(17 106874.34),(18 106337.96),(19 102980.586),(20 104514.48),(21 107681.516),(22 110150.87),(23 110469.375),(24 110751.586),(25 111395.48),(26 113625.22),(27 116116.11),(28 118032.51),(29 119673.97),(30 120599.06),(31 120571.32),(32 121915.33),(33 124964.22),(34 123215.61),(35 123914.125),(36 125210.6),(37 124174.32),(38 122985.125),(39 123164.75),(40 123088.9),(41 124996.016),(42 122846.26),(43 122868.78),(44 125388.56),(45 125078.195),(46 125879.87),(47 128915.24),(48 129138.04),(49 127135.664),(50 128691.03),(51 131731),(52 131616.84),(53 131881.97),(54 130636.91),(55 130355.68),(56 131192.48),(57 132106.39),(58 131746.69),(59 129690.4),(60 126881.72),(61 125787.47),(62 126759.555),(63 130696.83),(64 131063.7),(65 130511.414),(66 131722.92),(67 132974.38),(68 134127.02),(69 135486.97),(70 139809.08),(71 144768.16),(72 149107.52),(73 154642.11),(74 159631.45),(75 165874.7),(76 166936.34),(77 168240.8),(78 172083.11),(79 178911.44),
(1 29030.193),(2 65745.02),(3 77203.64),(4 79079.68),(5 83760.4),(6 87180.25),(7 88833.305),(8 88438.23),(9 87397.555),(10 88109.52),(11 91188.31),(12 93816.375),(13 92468.85),(14 90274.22),(15 93554.375),(16 98944.44),(17 101082.516),(18 99079.77),(19 97935.914),(20 99074.266),(21 97451.54),(22 95731.195),(23 94791.53),(24 95269.6),(25 96137.85),(26 99642.08),(27 102954.8),(28 101947.8),(29 100273.516),(30 104622.36),(31 106527.76),(32 106092.875),(33 107485.67),(34 108975.42),(35 109962.79),(36 110266.625),(37 110030.88),(38 109184.336),(39 108576.74),(40 109032.805),(41 111673.055),(42 111553.44),(43 114965.24),(44 117235.77),(45 118338.21),(46 118893.17),(47 120545.05),(48 120521.875),(49 121764.68),(50 120990.38),(51 121429.84),(52 122805.69),(53 124808.85),(54 123883.15),(55 123026.58),(56 122310.95),(57 123744.23),(58 121942.49),(59 121740.8),(60 122518.05),(61 122807.47),(62 124369.52),(63 124409.19),(64 122942.69),(65 125365.29),(66 126938.54),(67 129199.53),(68 129788.65),(69 131693.31),(70 133323.83),(71 134327.11),(72 135157.02),(73 136823.97),(74 139481.75),(75 141321.42),(76 144316.78),(77 145919.11),(78 149414.08),(79 155467.95),
(1 27742.49),(2 63574.23),(3 77517.04),(4 80621.37),(5 85545.87),(6 90645.41),(7 92771.87),(8 90423.38),(9 86996.62),(10 87368.38),(11 91489.555),(12 94856.78),(13 94809.09),(14 96580.8),(15 101960.54),(16 105661.445),(17 104693.336),(18 102775.4),(19 104811.3),(20 106486.46),(21 104610.234),(22 104002.984),(23 101804.81),(24 100989.35),(25 103835.18),(26 104891.945),(27 104526.85),(28 105157.266),(29 107170.555),(30 108488.19),(31 107564.945),(32 107700.13),(33 111031.96),(34 111779.82),(35 109471.766),(36 110460.46),(37 110247.695),(38 111140.31),(39 114738.945),(40 117879.07),(41 118696.85),(42 120055.016),(43 121318.19),(44 121795.9),(45 120839.43),(46 122135.61),(47 122933.195),(48 122418.11),(49 123046.336),(50 122647.4),(51 123744.15),(52 126672.414),(53 127741.664),(54 126384.55),(55 125437.31),(56 123450.28),(57 122650.18),(58 120439.734),(59 118925.195),(60 118596.9),(61 119659.47),(62 121501.66),(63 120977.5),(64 122505.13),(65 124821.09),(66 125971.85),(67 126094.87),(68 126839.57),(69 130622.63),(70 133377.9),(71 135218.56),(72 136949.53),(73 137506.88),(74 141089.11),(75 144279.48),(76 146746.34),(77 150168.03),(78 152259.64),(79 158045.48),
(1 26138.988),(2 59704.383),(3 72237.51),(4 74528.125),(5 79120.14),(6 84030.55),(7 86172.96),(8 84207.95),(9 80918.62),(10 80879.83),(11 85455.38),(12 89158),(13 89345.26),(14 89312.195),(15 92760.54),(16 94854.375),(17 94567.875),(18 94676.42),(19 97103.55),(20 97614.14),(21 97535.92),(22 97367.06),(23 94526.74),(24 95746.49),(25 100108.08),(26 102403.55),(27 103668.46),(28 104982.38),(29 106017.016),(30 106307.98),(31 105469.52),(32 105745.39),(33 106296.83),(34 106585.42),(35 104682.15),(36 104341.45),(37 107401.664),(38 110525.86),(39 111937.39),(40 113494.07),(41 114454.51),(42 115354.19),(43 117790.98),(44 118499.65),(45 119113.766),(46 118258.24),(47 115743.88),(48 113953.4),(49 114890.71),(50 115663.28),(51 117811.54),(52 120287.766),(53 123405.73),(54 123651.2),(55 122177.79),(56 121312.08),(57 118858.69),(58 117896.97),(59 121586.13),(60 122777.25),(61 121463.39),(62 120890.08),(63 121239.2),(64 122734.625),(65 124423.04),(66 126948.945),(67 128648.25),(68 131036.2),(69 132561.28),(70 132461.22),(71 132993.78),(72 134272.11),(73 138320.77),(74 141404.08),(75 145637.23),(76 149671.69),(77 151356.52),(78 154713.9),(79 155701.33),
(1 23817.543),(2 52890.957),(3 64068.4),(4 67010.03),(5 69607.17),(6 74175.34),(7 79020.74),(8 81256.32),(9 80138.14),(10 80757.94),(11 84153.63),(12 85659.336),(13 86315.58),(14 89296.09),(15 93098.36),(16 93405.445),(17 92821.63),(18 91571.14),(19 91319.21),(20 89809.36),(21 90986.1),(22 92849.414),(23 93741.73),(24 95256.29),(25 96325.14),(26 97609.43),(27 97328.18),(28 99676.4),(29 102349.16),(30 103361.31),(31 104351.34),(32 102714.18),(33 100700.46),(34 100780.01),(35 100947.21),(36 102848.484),(37 106959.93),(38 108156.78),(39 108743.984),(40 107971.42),(41 107390.02),(42 109140.59),(43 111325.36),(44 113852.47),(45 116415.8),(46 117529.27),(47 116526.1),(48 115110.44),(49 112891.15),(50 110214.984),(51 110617.07),(52 113075.83),(53 115157.78),(54 117681.984),(55 120272.7),(56 121170.21),(57 119129.65),(58 118479.36),(59 119091.58),(60 120024.53),(61 119876.46),(62 121096.04),(63 123236.05),(64 123942.8),(65 126747.84),(66 128253.06),(67 130115.4),(68 132796.02),(69 134765.47),(70 135904.03),(71 136122.69),(72 136487.05),(73 137997.84),(74 141019.36),(75 143368.27),(76 145846.69),(77 149987.42),(78 154586.17),(79 159317.02),
(1 24111.174),(2 52439.05),(3 63279.184),(4 69048.16),(5 74671.086),(6 79283.66),(7 81271.29),(8 81135.15),(9 78484.445),(10 79697.75),(11 82463.914),(12 83592.67),(13 84617.71),(14 87176.73),(15 90438.04),(16 91626.266),(17 90893.39),(18 90980.15),(19 92203.24),(20 93915.39),(21 94266.15),(22 90735.23),(23 88640.58),(24 90065.836),(25 91570.195),(26 93077.45),(27 94904.76),(28 96225.28),(29 95004.05),(30 96566.73),(31 99102.2),(32 99274.695),(33 97901.914),(34 98928.66),(35 100980.555),(36 102884.34),(37 103426.05),(38 104117.86),(39 104392.67),(40 102726.46),(41 105208.32),(42 109888.27),(43 114236.15),(44 117714.77),(45 119326.09),(46 119278.33),(47 118302.17),(48 120051.71),(49 119239.58),(50 118042.81),(51 118517.89),(52 119241.11),(53 118951.12),(54 119038.1),(55 119765.04),(56 121204.52),(57 120644.56),(58 120175.55),(59 122659.8),(60 123502.266),(61 124000.02),(62 124998.15),(63 125108.55),(64 124163.84),(65 124870.13),(66 125240.56),(67 125789.05),(68 125905.67),(69 127499.125),(70 129413.48),(71 130013.375),(72 132028.23),(73 134718.06),(74 136755.75),(75 140465.69),(76 144391.08),(77 147698.83),(78 150850.13),(79 152637.03),
(1 26257.043),(2 55480.984),(3 63560.17),(4 65409.266),(5 70998.88),(6 77011.5),(7 79347.77),(8 76995.516),(9 73894.086),(10 75670.93),(11 78317.61),(12 79529.05),(13 80511.85),(14 82956.664),(15 86318.84),(16 85784.945),(17 83128.57),(18 83451.266),(19 86398.92),(20 87581.09),(21 88774.336),(22 87632.164),(23 86648.65),(24 88765.695),(25 90987.945),(26 91810.37),(27 92678.836),(28 92948.82),(29 93079.234),(30 93719.3),(31 96584.01),(32 97966.6),(33 97291.01),(34 98022.9),(35 97880.984),(36 96681.016),(37 96812.55),(38 96204.85),(39 96997.75),(40 98999.87),(41 100098.734),(42 101392.516),(43 103303.82),(44 103045.75),(45 102897.01),(46 103241.09),(47 104674.4),(48 103354.805),(49 101613.05),(50 104213.414),(51 105614.47),(52 105490.33),(53 106965.45),(54 107497.11),(55 107822.75),(56 107114.22),(57 106360.87),(58 106779.84),(59 105613.234),(60 104993.87),(61 105072.16),(62 108397.55),(63 109735.57),(64 109913.945),(65 110799.65),(66 111646.62),(67 112055.73),(68 111717.945),(69 113263.586),(70 114752.24),(71 116620.6),(72 119251.336),(73 122282.72),(74 126020.555),(75 129178.91),(76 132856.14),(77 134787.22),(78 137308.58),(79 140200.28),
(1 26286.959),(2 56642.53),(3 64516.918),(4 65479.33),(5 69419.41),(6 73117.086),(7 75186.51),(8 74208.27),(9 73076.695),(10 76361.13),(11 79007.89),(12 78499.586),(13 78197.375),(14 81312.01),(15 84152.91),(16 83104.81),(17 79179.17),(18 79928.28),(19 83373.63),(20 83571.234),(21 83971.984),(22 84376.625),(23 86258.57),(24 90373.9),(25 89511.23),(26 89112.984),(27 93105.23),(28 92957.82),(29 90898.18),(30 92004.85),(31 93569.57),(32 93769.516),(33 93014.09),(34 94160.05),(35 94351.42),(36 95727.17),(37 95002.65),(38 94286.38),(39 94623.414),(40 95580.28),(41 96662.37),(42 99756.34),(43 102551.68),(44 101811.92),(45 98433.87),(46 99539.19),(47 101135.78),(48 101971.94),(49 105062.78),(50 107331.125),(51 106833.02),(52 107388.47),(53 107354.88),(54 108434.414),(55 109754.945),(56 109929.805),(57 109417.914),(58 108408.48),(59 109677.32),(60 110008.91),(61 111453.73),(62 114081.734),(63 112856.56),(64 110983.055),(65 108733.57),(66 109335.06),(67 109640.875),(68 112038.38),(69 113978.49),(70 113998.89),(71 115413.09),(72 117065.45),(73 118477.734),(74 120775.8),(75 124223.25),(76 124973.805),(77 126818.37),(78 128622),(79 129744.17),
(1 24675.28),(2 53367.004),(3 62059.51),(4 64524.18),(5 66777.17),(6 68218.06),(7 70870),(8 72376.61),(9 72282.08),(10 72873.85),(11 75126.65),(12 76638.805),(13 77230.45),(14 79197.92),(15 81714.76),(16 81071.16),(17 78143.33),(18 79242.07),(19 81301.53),(20 81715.92),(21 80706.96),(22 80260.695),(23 81666.445),(24 84047.555),(25 85564.98),(26 89001.98),(27 91140.93),(28 91235.69),(29 92675.35),(30 92655.055),(31 92805.96),(32 90501.84),(33 89021.79),(34 89383.164),(35 91862.56),(36 92774.65),(37 91278.28),(38 88880.57),(39 88570.414),(40 93036.2),(41 96404.14),(42 97414.45),(43 97583.414),(44 97153.39),(45 95974.82),(46 95765.69),(47 96313.81),(48 98346.34),(49 100389.13),(50 100117.86),(51 99771.2),(52 100416.68),(53 101371.195),(54 102880.42),(55 103377.43),(56 102563.72),(57 102941.3),(58 102406.76),(59 102875.07),(60 103760.266),(61 106848.74),(62 108082.93),(63 105928.586),(64 104711.61),(65 105275.56),(66 105821.43),(67 108616.11),(68 112970.63),(69 114878.06),(70 116083.414),(71 118113.59),(72 119704.96),(73 120699.35),(74 123050.36),(75 125448.33),(76 126474.05),(77 130646.08),(78 134699.08),(79 138413.77),
(1 24013.783),(2 51217.05),(3 59413.11),(4 63039.2),(5 68119.984),(6 71574.38),(7 73741.39),(8 72960.15),(9 70329.03),(10 71139.39),(11 73634.03),(12 75125.16),(13 75890.28),(14 77477.086),(15 79224.55),(16 77322.7),(17 76495.086),(18 78866.84),(19 80767.6),(20 80851.65),(21 81357.93),(22 82143.12),(23 84492.664),(24 87191.85),(25 88010.22),(26 89268.03),(27 90475.03),(28 91288.39),(29 92621.42),(30 94937.68),(31 94215.484),(32 95011.375),(33 95347.43),(34 94916.016),(35 95403.41),(36 96903.43),(37 96893.83),(38 97091.15),(39 97701.22),(40 99378.97),(41 99360.42),(42 100398.23),(43 101880.93),(44 101728.62),(45 101668.37),(46 102376),(47 103149.35),(48 102015.18),(49 102018.4),(50 100242.93),(51 99018.664),(52 99424.65),(53 101491.41),(54 103330.88),(55 104731.21),(56 102966.45),(57 99281.68),(58 97856.79),(59 99139.55),(60 101627.38),(61 104292.02),(62 105767.9),(63 105822.58),(64 107002.42),(65 106861.086),(66 106422.78),(67 108876.195),(68 108490.234),(69 108829.02),(70 110884.336),(71 114960.734),(72 117289.484),(73 118620.38),(74 120604.29),(75 122422.67),(76 125410.98),(77 128363.91),(78 134083.03),(79 137768.08),
(1 23965.172),(2 49844.74),(3 56890.387),(4 61107.945),(5 66490.484),(6 69898.93),(7 71552.445),(8 70682.28),(9 68660.62),(10 69737.1),(11 71679.15),(12 72275.47),(13 72273.086),(14 75229.234),(15 76828.24),(16 74702.75),(17 74305.37),(18 78322.85),(19 80478.13),(20 80536.82),(21 81577.47),(22 82109.84),(23 81830.41),(24 82836.11),(25 84726.05),(26 87822.305),(27 87615.26),(28 84599.164),(29 83982.82),(30 84783.516),(31 85763.09),(32 86952.06),(33 87945.3),(34 88850.016),(35 91288.375),(36 91506.164),(37 91939.46),(38 92117.164),(39 91514.88),(40 91890.76),(41 91555.95),(42 93124.12),(43 92821.96),(44 92225.34),(45 91762.87),(46 93033.016),(47 95895.43),(48 99990.6),(49 98192.805),(50 97437.44),(51 97951.49),(52 96223.2),(53 97232.01),(54 97885.08),(55 96821.99),(56 95315.164),(57 95387.484),(58 95016.555),(59 95562.516),(60 96757.64),(61 96853.766),(62 98226.25),(63 99164.12),(64 99765.46),(65 100434.41),(66 101216.37),(67 101114.914),(68 101481.2),(69 103686.79),(70 106966.42),(71 110206.22),(72 112623.27),(73 112519.266),(74 113630.766),(75 116911.164),(76 120460.336),(77 124620.125),(78 127018.58),(79 128969.2),
