1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 66201.78),(2 221527.1),(3 396892.56),(4 549428.7),(5 653768.06),(6 696848.3),(7 684113.25),(8 641076.6),(9 601564.4),(10 578823.2),(11 569412.6),(12 575632.06),(13 599249.6),(14 642058.94),(15 694956.8),(16 744018.5),(17 770983.4),(18 775798.9),(19 763359.5),(20 747659),(21 745801.1),(22 755321.3),(23 769585.2),(24 779998.5),(25 777798.1),(26 763720.8),(27 752198.56),(28 749522.2),(29 757299.8),(30 766529.56),(31 779140.25),(32 812195.3),(33 854624.4),(34 875454.25),(35 870236.8),(36 867540.7),(37 878722.06),(38 887077),(39 878415.2),(40 877172.4),(41 896254.75),(42 916632.8),(43 922548.06),(44 916096.2),(45 928635.7),(46 960126.06),(47 978515.94),(48 961395),(49 933021.25),(50 913694.56),(51 901756.2),(52 891605.3),(53 890968.6),(54 904819.94),(55 920594.8),(56 937071),(57 955627.3),(58 969419.6),(59 981267.75),(60 1002378.2),(61 1019922.4),(62 1026087),(63 1032116.5),(64 1046333.8),(65 1065098.6),(66 1073489),(67 1071130.6),(68 1072087.6),(69 1083133),(70 1105128.6),(71 1138506.6),(72 1165849.8),(73 1180881.8),(74 1186898.4),(75 1195750.6),(76 1216209),(77 1227106.4),(78 1225747.3),(79 1229619),
(1 72114.94),(2 242288.31),(3 434709.1),(4 587674.8),(5 666920.75),(6 672014.3),(7 626510.44),(8 570270.5),(9 534212.2),(10 537544.25),(11 569881.06),(12 608053.06),(13 645371.7),(14 684645.7),(15 729387.3),(16 773897.2),(17 802771.7),(18 817062.7),(19 814055.75),(20 799180.06),(21 791884.3),(22 796693.75),(23 802938.8),(24 800140.25),(25 797776),(26 795996.5),(27 799606.44),(28 819125.2),(29 831253),(30 825332.5),(31 817175.75),(32 817784.2),(33 837097.3),(34 869368),(35 896329.7),(36 916580.5),(37 923132.44),(38 905688),(39 865797.5),(40 835709.8),(41 847417.3),(42 881039.7),(43 910531.7),(44 937199.75),(45 958683.3),(46 967051),(47 953983.3),(48 928453.2),(49 923248.5),(50 951989.44),(51 1008672),(52 1054601.9),(53 1070862),(54 1063594.1),(55 1060977),(56 1073299),(57 1089839.5),(58 1108718.9),(59 1127860.4),(60 1129264.5),(61 1124076),(62 1132552.1),(63 1154023.4),(64 1176389.5),(65 1183454),(66 1172843.1),(67 1172684.4),(68 1199238.5),(69 1235920.6),(70 1264964.1),(71 1280907.1),(72 1272339.6),(73 1254235.9),(74 1246755.1),(75 1249674.6),(76 1252656.6),(77 1255869.1),(78 1266537),(79 1268820.1),
(1 60208.684),(2 200451.92),(3 353630.3),(4 467964.75),(5 528610.8),(6 543459.44),(7 526361.44),(8 501642.38),(9 498205.75),(10 527027.56),(11 568315.25),(12 604327.94),(13 631071.75),(14 643164.7),(15 651387.9),(16 672944.6),(17 704423.2),(18 731474.5),(19 739951.1),(20 725164.1),(21 692313.94),(22 661223.1),(23 649558.44),(24 669178.44),(25 705391.4),(26 741469.44),(27 759426.5),(28 752559.1),(29 726944.44),(30 696952.5),(31 680707.2),(32 683324.25),(33 714119.1),(34 764894.2),(35 804555.2),(36 811515),(37 785656),(38 748175.5),(39 725992.9),(40 738084.4),(41 774177.5),(42 810301.8),(43 821402.8),(44 811937.9),(45 800838.9),(46 798241.75),(47 814314.1),(48 832366.56),(49 846843.2),(50 861217.4),(51 885216.1),(52 898272.25),(53 907096.9),(54 913072.5),(55 920899.25),(56 926437.75),(57 916309.3),(58 892620.4),(59 861550.7),(60 843877.4),(61 855652.06),(62 872434.5),(63 880653.7),(64 885223.5),(65 884508.4),(66 891043.56),(67 912289.94),(68 927413.8),(69 929302.44),(70 924632.5),(71 917125.94),(72 903943.94),(73 892401),(74 889163.75),(75 893468.75),(76 897478.06),(77 908391.94),(78 923466.3),(79 937402.3),
(1 64641.293),(2 208598.36),(3 357750.5),(4 467121.38),(5 520240.63),(6 520552.16),(7 490637.56),(8 463317.4),(9 457214.56),(10 477800.56),(11 507372.47),(12 540201.5),(13 572280.8),(14 596193.56),(15 623800.94),(16 653914.8),(17 676819.5),(18 691099.8),(19 687175.1),(20 659524.2),(21 619400.2),(22 589569.56),(23 587732.7),(24 616655.7),(25 662882.4),(26 696311.6),(27 699527.2),(28 674312.3),(29 637113.1),(30 625261.1),(31 659091.1),(32 709441.6),(33 757066.9),(34 781830.9),(35 781311.1),(36 773233.44),(37 770380.3),(38 787955),(39 809278.75),(40 817995.7),(41 822439.8),(42 818854.75),(43 810014.9),(44 807788.7),(45 828659.2),(46 856161),(47 870588.94),(48 860011.6),(49 828921.8),(50 788178.5),(51 776923.1),(52 806240.4),(53 849013.5),(54 886185.94),(55 890138.56),(56 866566.75),(57 834624.2),(58 817053.6),(59 829915.44),(60 867583.06),(61 907996.4),(62 926052.56),(63 919672.7),(64 905742.06),(65 900052.7),(66 903668.4),(67 919557.9),(68 929352),(69 927564.06),(70 914814.9),(71 896854.1),(72 891449.94),(73 900450.1),(74 915761.1),(75 939195),(76 963275),(77 976316.25),(78 983917.1),(79 991257.9),
(1 62165.96),(2 201095.78),(3 346404.4),(4 454078.84),(5 504640),(6 505667.38),(7 480496.53),(8 453898.47),(9 449783.97),(10 471469.16),(11 503541.6),(12 535771.5),(13 557385.44),(14 571478.4),(15 579984.44),(16 585545.8),(17 588413.2),(18 585906.8),(19 566410.7),(20 543218.06),(21 534889.9),(22 542065.2),(23 561969.6),(24 587793.7),(25 609486.4),(26 615687.56),(27 602568.6),(28 581480.3),(29 576562.3),(30 588288.25),(31 613972.8),(32 640143.94),(33 651872.3),(34 644396.94),(35 624331.4),(36 614922.2),(37 629547.8),(38 650536.56),(39 653860),(40 641592.3),(41 629111.1),(42 619736.1),(43 622385.4),(44 647312.8),(45 693790.8),(46 721815.06),(47 716620.56),(48 694560.3),(49 679815.5),(50 680317.7),(51 708383.94),(52 749962.4),(53 776093.06),(54 770503.9),(55 746484.9),(56 730219.4),(57 739216.1),(58 767753.94),(59 795128.94),(60 811754.2),(61 804567.5),(62 776693.5),(63 762261.7),(64 769033.2),(65 778955.94),(66 797753.3),(67 811305.75),(68 811745.2),(69 809079.7),(70 804476.4),(71 804497.75),(72 809801.06),(73 818943.25),(74 843648.1),(75 872342.25),(76 887342.5),(77 885201),(78 875679.44),(79 865911.6),
(1 73112.59),(2 239102.64),(3 408251.44),(4 521969.97),(5 565941.25),(6 549749.7),(7 500157.2),(8 457434.8),(9 448684.28),(10 475889.47),(11 521664.94),(12 574397.6),(13 616441.75),(14 637582.25),(15 639807.9),(16 625612),(17 602597.1),(18 583199.7),(19 565860.8),(20 551992.6),(21 544367.44),(22 548776.2),(23 558102.7),(24 574396),(25 590186.1),(26 599555.56),(27 594052.25),(28 583003),(29 580149.7),(30 590367),(31 618127.2),(32 640856),(33 644273.25),(34 626830),(35 610124.94),(36 608133.9),(37 620411.94),(38 635243.56),(39 625269.06),(40 608225.6),(41 609517.75),(42 627937.06),(43 659476.75),(44 696865.06),(45 724924.44),(46 724479.9),(47 704521.2),(48 691333.25),(49 693286.25),(50 692947.2),(51 701097.06),(52 712740.44),(53 717521.6),(54 722326.3),(55 725408.56),(56 726861.2),(57 735890.7),(58 752608.44),(59 766023.25),(60 770708.7),(61 766459.06),(62 756931.06),(63 759813.9),(64 762407.75),(65 761165.6),(66 776433.94),(67 783929.9),(68 778834.1),(69 783045.2),(70 790946.1),(71 810929.3),(72 839179.9),(73 870886.25),(74 909730.94),(75 940817.6),(76 964347.06),(77 991255.1),(78 1009748.56),(79 1015791.06),
(1 69270.36),(2 222957.98),(3 376223.88),(4 476750.03),(5 512984.75),(6 497756.78),(7 462947.97),(8 449081.75),(9 471620.7),(10 511592.3),(11 554611.1),(12 587786.06),(13 604737.1),(14 609153.75),(15 602338.06),(16 587531.5),(17 571987.75),(18 563109.5),(19 564040.75),(20 570703.7),(21 578853.44),(22 586933.56),(23 593808.9),(24 600219.7),(25 593106.25),(26 573792.3),(27 559092.1),(28 558779.56),(29 565161.75),(30 583383.56),(31 610154.1),(32 628029.5),(33 618785.75),(34 604480.4),(35 605529.2),(36 617116.44),(37 625906.75),(38 627139.4),(39 628688.8),(40 631623.3),(41 634482.9),(42 650573.75),(43 660073.75),(44 657565.56),(45 652135.7),(46 648228.4),(47 644115.4),(48 647765.9),(49 653969.94),(50 658177.8),(51 667410.94),(52 674479.25),(53 679092.5),(54 682666.3),(55 685338.7),(56 689827.9),(57 693764.1),(58 701861.44),(59 709609.8),(60 711472.44),(61 710690.1),(62 722233.4),(63 741065.56),(64 743772.8),(65 742324),(66 735077.1),(67 708387.5),(68 694554.6),(69 694608.25),(70 698049.9),(71 711758.8),(72 722440),(73 749594.44),(74 782260.8),(75 808319.9),(76 838054.2),(77 867515.56),(78 886973.75),(79 904667.3),
(1 68218.63),(2 217930.13),(3 361595.4),(4 453164.97),(5 482034.06),(6 455691.8),(7 408056.2),(8 384297.53),(9 396065.78),(10 427310.56),(11 463568.78),(12 493008.8),(13 510611.72),(14 504440.25),(15 480426.06),(16 458496.38),(17 446244.72),(18 447741.1),(19 455337.25),(20 462803.4),(21 471269.72),(22 480736),(23 492153.38),(24 494118.44),(25 484461.06),(26 469203.28),(27 468354.97),(28 484689.78),(29 510032.94),(30 542455.9),(31 572856.6),(32 586851.5),(33 584244.9),(34 578279.4),(35 586718.94),(36 600214.44),(37 599956.2),(38 598541),(39 598686.7),(40 593758.44),(41 587981.6),(42 592345.94),(43 611798.94),(44 635626.1),(45 648855.7),(46 643089.7),(47 634047.5),(48 636326.44),(49 648378.6),(50 662957.4),(51 673949.1),(52 672666.6),(53 669140.56),(54 674247.06),(55 687084),(56 705708.56),(57 712231.5),(58 706317.25),(59 699535.7),(60 698038.06),(61 704308.8),(62 711083.8),(63 704152.75),(64 687719.9),(65 683923.9),(66 685008.8),(67 689892.6),(68 697974.8),(69 693716.2),(70 683176.06),(71 677003.8),(72 689345.8),(73 716450.1),(74 742381.2),(75 764759.2),(76 778954.8),(77 782789.06),(78 792801),(79 802233.56),
(1 72604.22),(2 225234.56),(3 357865.38),(4 424800.28),(5 429482.3),(6 403569.38),(7 389181.78),(8 402752.1),(9 428662.56),(10 450992.88),(11 465029.2),(12 474052.56),(13 489416.13),(14 498229.13),(15 483769.56),(16 467244.97),(17 457625.66),(18 459142.72),(19 468889.38),(20 472217.38),(21 472159.7),(22 480767.78),(23 495067.53),(24 509954.7),(25 509738.63),(26 496213.94),(27 487473.28),(28 498931.75),(29 529562.44),(30 558053.56),(31 567756.06),(32 564954.9),(33 544940.75),(34 535276.9),(35 553306.1),(36 571545.5),(37 571254.1),(38 566760.7),(39 572312.94),(40 581303.8),(41 592062.9),(42 601985.4),(43 609561.4),(44 600251.8),(45 583301.56),(46 576928.6),(47 590167.9),(48 618985.25),(49 646107.25),(50 662319.44),(51 670222.44),(52 679928.94),(53 696965.94),(54 705545.3),(55 700381.94),(56 692207.8),(57 682802.8),(58 677792),(59 686537.56),(60 699000.4),(61 700050.4),(62 693920.5),(63 682845.94),(64 686679.4),(65 709676.5),(66 734695.2),(67 754872.9),(68 754968.56),(69 744909.06),(70 751683.3),(71 764440.06),(72 784788.44),(73 814478.9),(74 838167.2),(75 861569.4),(76 864174.6),(77 861288.94),(78 885902.5),(79 921025.4),
(1 73522.98),(2 230177.97),(3 372025.22),(4 450681.1),(5 466969.38),(6 450447.78),(7 438975.84),(8 448539.38),(9 460252.13),(10 467726.44),(11 479674.88),(12 504316.6),(13 531029.6),(14 543087.75),(15 533841.25),(16 513088.34),(17 498772.53),(18 505291.1),(19 521334.56),(20 529286.06),(21 536147.56),(22 539137.6),(23 539984.1),(24 547014.75),(25 555322.5),(26 556664.94),(27 550857.56),(28 550386.2),(29 549465.8),(30 543755.94),(31 530070.56),(32 522696.47),(33 528411.8),(34 546964.7),(35 559711.06),(36 562398.25),(37 548016.8),(38 536039.75),(39 534700.2),(40 540019),(41 541039.4),(42 534554.5),(43 524875.2),(44 512078.34),(45 508122.03),(46 518724.78),(47 533091),(48 537624.1),(49 547759.75),(50 555124.7),(51 560567.3),(52 580196.6),(53 592395.2),(54 580085.6),(55 566201.7),(56 564547.6),(57 568680.7),(58 566611),(59 566240.75),(60 568347.44),(61 569249.7),(62 571335.6),(63 574592.6),(64 588842.1),(65 602803.75),(66 613045.1),(67 622977.8),(68 627803.25),(69 632771.44),(70 640461.44),(71 649517.94),(72 669391.25),(73 692481.5),(74 718644.4),(75 739772.7),(76 751849.25),(77 766793.06),(78 791718.4),(79 812734.25),
(1 61050.043),(2 189609.1),(3 303194.75),(4 359093.03),(5 364255.13),(6 346278.94),(7 340965.7),(8 359405.47),(9 380796.44),(10 396011.56),(11 407768.03),(12 418231.4),(13 427730.16),(14 426254.78),(15 416622.3),(16 413934.28),(17 413308.25),(18 411523.44),(19 412190.03),(20 409988.66),(21 408539.94),(22 415087.56),(23 429793.84),(24 449479.75),(25 463172.03),(26 475811.06),(27 480071.44),(28 478098.6),(29 470462.8),(30 456943.63),(31 441592.9),(32 448338.44),(33 472275.88),(34 486989.28),(35 489632.06),(36 474898.88),(37 454404.94),(38 445829.9),(39 457999.63),(40 478364.22),(41 486314.66),(42 481283.9),(43 481072),(44 489914.16),(45 504149.1),(46 517552.06),(47 512561.47),(48 502655.84),(49 507516.06),(50 519395.56),(51 539111.25),(52 552400.3),(53 546251.2),(54 535494.75),(55 539422.06),(56 547508.9),(57 546137.8),(58 542071.8),(59 551354.25),(60 559073.4),(61 561208),(62 565848.9),(63 574418.7),(64 580496.5),(65 576509.2),(66 578919.25),(67 592979.4),(68 609289.75),(69 629653.8),(70 640376.4),(71 638933.25),(72 639867.6),(73 651420.6),(74 664858.5),(75 677310),(76 679293.4),(77 693187.2),(78 711347.2),(79 714968.75),
(1 60070.973),(2 183718.53),(3 291549.94),(4 346854.7),(5 349682.78),(6 328290.2),(7 321898.7),(8 343507.75),(9 376714.03),(10 406907.13),(11 420442.3),(12 414758.4),(13 405520.53),(14 399498.56),(15 392147.38),(16 390206.13),(17 388131.16),(18 394174.66),(19 403584.97),(20 412520.6),(21 420305.75),(22 423464.97),(23 426140.88),(24 430307.75),(25 433798.06),(26 433102.25),(27 444744.8),(28 451771.7),(29 449911.25),(30 440926.72),(31 434959.53),(32 444282.53),(33 453090.25),(34 456700.16),(35 446229.22),(36 433078.6),(37 429933),(38 437681.97),(39 443606.22),(40 441957.25),(41 438365.22),(42 436716.2),(43 432393.03),(44 434447.34),(45 440181.56),(46 442259.75),(47 440524.66),(48 443078.56),(49 447902.47),(50 459994.97),(51 463879.3),(52 460461.6),(53 466050.63),(54 484390.72),(55 498398.75),(56 488961.72),(57 481334.34),(58 487548.7),(59 498329.84),(60 507926.88),(61 516651.44),(62 532052.94),(63 539118.9),(64 548176.3),(65 562608.1),(66 578738.7),(67 589652.94),(68 595166.7),(69 590891.9),(70 585664.3),(71 592757.25),(72 611155.3),(73 630528.5),(74 644344.8),(75 644275.5),(76 652626.94),(77 673090),(78 682926.25),(79 688689.7),
(1 57731.1),(2 172736.14),(3 268468.66),(4 315495.2),(5 318762.16),(6 307177.7),(7 315483.72),(8 347061),(9 381401.5),(10 401653.4),(11 401877.84),(12 390945.34),(13 387874.84),(14 392476.75),(15 398884.94),(16 402805.84),(17 398373.34),(18 401591.4),(19 411072.44),(20 418014.53),(21 424766.88),(22 430278.5),(23 429359.1),(24 423422.38),(25 419121.8),(26 415595.88),(27 415655.66),(28 419939),(29 425294.38),(30 421980.7),(31 416265),(32 412207.28),(33 414042.9),(34 416146.2),(35 409415.47),(36 402140.44),(37 398001.03),(38 400793.63),(39 407061.56),(40 417706.78),(41 423846.22),(42 416573.2),(43 409071.75),(44 409207.03),(45 408322.66),(46 400654.47),(47 396517.44),(48 398582.44),(49 404017.38),(50 415355.9),(51 428904.97),(52 437631.4),(53 440737.22),(54 443840.75),(55 437124.9),(56 418731.84),(57 414124.6),(58 421782.03),(59 436927),(60 441733.56),(61 447727.44),(62 459552.53),(63 461360.7),(64 474730.72),(65 491146.3),(66 509096.06),(67 521533.84),(68 509688.13),(69 491120.47),(70 487243),(71 503452),(72 523929.75),(73 524962),(74 516999.2),(75 520082.03),(76 539423.6),(77 553410),(78 560701.44),(79 563182.75),
(1 56479.66),(2 166905.13),(3 254734.89),(4 296488.72),(5 298260.25),(6 284814.66),(7 284625.53),(8 303684.1),(9 322947.66),(10 331970.44),(11 334171.06),(12 338840.8),(13 344793.47),(14 347312.13),(15 343402.34),(16 331470.78),(17 322809.22),(18 324381.25),(19 334838.1),(20 344085.28),(21 350906.06),(22 360070.44),(23 367208.34),(24 369974.03),(25 367756.84),(26 371024.47),(27 372064.38),(28 365980.34),(29 353986.75),(30 347239.22),(31 349848.88),(32 361076),(33 380347.88),(34 393089.9),(35 397403.38),(36 396115.06),(37 392219),(38 390251.9),(39 394957.22),(40 399303.1),(41 392306.88),(42 387245.28),(43 391676.9),(44 395985.25),(45 401055.5),(46 406594.5),(47 417088.7),(48 430585.9),(49 439047.8),(50 434822.75),(51 426771.28),(52 416974.22),(53 410527.66),(54 415231.03),(55 415554.28),(56 410675.28),(57 416277.16),(58 421588.75),(59 421059.88),(60 410291.06),(61 406814.2),(62 408213.13),(63 407005.13),(64 413943.94),(65 421422.94),(66 426700.66),(67 420947),(68 411317.78),(69 412067.5),(70 416800.53),(71 420536.06),(72 420362.03),(73 424764.3),(74 436706.8),(75 453653.6),(76 461189.22),(77 460541.38),(78 460030.38),(79 469008.3),
(1 50122.656),(2 147927.16),(3 226705.86),(4 271045.1),(5 282371.56),(6 279549.03),(7 284684.28),(8 299542.13),(9 315085.78),(10 329716.72),(11 340119.4),(12 345419.94),(13 346953.56),(14 343784.1),(15 335385.88),(16 326309.78),(17 320961.44),(18 326599.06),(19 332990.1),(20 333619.56),(21 336117.22),(22 335126.2),(23 338957.28),(24 353541.84),(25 374847.06),(26 387336.5),(27 389626.5),(28 380636.22),(29 369483.78),(30 366701.47),(31 367148.34),(32 369970.66),(33 376123.16),(34 380127.34),(35 377220.94),(36 368538.78),(37 359892),(38 352361.8),(39 352719.56),(40 354482.7),(41 362520.03),(42 375713.75),(43 388727.4),(44 392354.9),(45 393416.56),(46 397380.6),(47 404536.44),(48 414070.34),(49 415505.16),(50 406529.72),(51 398480.66),(52 400116.6),(53 414655),(54 421475.4),(55 423402),(56 430683.44),(57 440697.3),(58 447924.25),(59 444652.88),(60 431561.47),(61 427426.25),(62 429039.75),(63 426398.34),(64 420007.6),(65 413563.25),(66 411844.22),(67 411479.7),(68 417854.8),(69 429531.63),(70 439034.13),(71 442081.6),(72 436358.75),(73 434861.88),(74 443071.22),(75 456209.22),(76 462832.56),(77 462398.34),(78 468718.4),(79 475408.06),
(1 52304.96),(2 151243.67),(3 226022.06),(4 261129.06),(5 266072.28),(6 268611.88),(7 285638.13),(8 306899.63),(9 321692.2),(10 332866.44),(11 341054.88),(12 345335.34),(13 349499.78),(14 345396.66),(15 337735.22),(16 330887.38),(17 329283.9),(18 333637.13),(19 338819.84),(20 346125.88),(21 350349.5),(22 349150.13),(23 351433.88),(24 366115.38),(25 384630.38),(26 393108.2),(27 389971.5),(28 385041.88),(29 376095.47),(30 370092.94),(31 373373.84),(32 376389.5),(33 375947.66),(34 370907.84),(35 366846.78),(36 358389.44),(37 357501.38),(38 361681.44),(39 357636.63),(40 361466),(41 378988.1),(42 392472.28),(43 397772.66),(44 393912.28),(45 387903.06),(46 393233.94),(47 397557.5),(48 391801.28),(49 380489.28),(50 368776.94),(51 371437.16),(52 380930.16),(53 384532.8),(54 377510.78),(55 372109.88),(56 380203.22),(57 385742.7),(58 381238.53),(59 380255.34),(60 385900.22),(61 395788.16),(62 398001.53),(63 395954.72),(64 398789.34),(65 405557.78),(66 413513.34),(67 414411.72),(68 422871),(69 434627.63),(70 444282.88),(71 443179.78),(72 441641.16),(73 438573.16),(74 443521.38),(75 452346.72),(76 465199.94),(77 475881.06),(78 482534.66),(79 485802.28),
(1 55308.125),(2 158211.55),(3 229806.64),(4 253439.08),(5 250193.13),(6 250131.53),(7 268784.84),(8 289687.8),(9 300553.97),(10 310800.84),(11 320075.13),(12 327051.63),(13 333783.06),(14 334305.4),(15 331919.25),(16 326477.8),(17 322356.94),(18 322415.97),(19 323695.75),(20 326535.88),(21 328994.38),(22 330261.7),(23 324368.94),(24 319100.03),(25 320575.94),(26 329821.4),(27 339380.3),(28 341886.06),(29 336184.94),(30 328816.22),(31 328851.66),(32 334124),(33 335585.66),(34 335783.53),(35 333713.4),(36 333305.44),(37 336897.28),(38 339855.6),(39 339452.06),(40 348364.16),(41 359851.2),(42 363822.9),(43 363652.88),(44 361924.84),(45 367322.6),(46 379718.78),(47 384010.9),(48 376072.66),(49 363115.75),(50 360572.6),(51 365680.75),(52 369122.75),(53 368427.03),(54 364799.38),(55 362874.34),(56 360795.8),(57 355100.2),(58 351279),(59 356277.8),(60 356551.4),(61 353312.16),(62 347468.2),(63 355535.03),(64 369610.2),(65 382797.34),(66 379216.3),(67 380958.2),(68 388889.06),(69 391820.47),(70 390034.94),(71 387829.38),(72 388751.25),(73 396518.34),(74 402544.53),(75 418519.56),(76 438699.53),(77 450227.4),(78 466446.97),(79 474589.44),
(1 52735.81),(2 149071.89),(3 215631.81),(4 239318.83),(5 235524.48),(6 236206.11),(7 249001.44),(8 259925.23),(9 266890.03),(10 278091.1),(11 290896.7),(12 300533.3),(13 297417.47),(14 289461.28),(15 279396.94),(16 272100.53),(17 273216.72),(18 285975.56),(19 301769.88),(20 310758.13),(21 313783.66),(22 313185.47),(23 314177.22),(24 311254.34),(25 315523.28),(26 324388.78),(27 326448.44),(28 320059.44),(29 318703.7),(30 318889.72),(31 322863.28),(32 322928.8),(33 319623.53),(34 320156.8),(35 326458.97),(36 329015.06),(37 323536.34),(38 321425.34),(39 327423.4),(40 336074.28),(41 335806.13),(42 331174.63),(43 331048),(44 336840.94),(45 340669.78),(46 339022.88),(47 331386.28),(48 323875.53),(49 324593.8),(50 333880.22),(51 338177.03),(52 330742.63),(53 326585.88),(54 324241.6),(55 327512.53),(56 332527.9),(57 331523.38),(58 329483.2),(59 329174.28),(60 323160.8),(61 318328.75),(62 320104),(63 329571.53),(64 330143.72),(65 338723),(66 344329.88),(67 351387.34),(68 348236.97),(69 350662.94),(70 352520.8),(71 360461.28),(72 371532.47),(73 380190.03),(74 397592.97),(75 414283.78),(76 425219.94),(77 439263.8),(78 456431.94),(79 474617.5),
(1 52707.586),(2 147155.45),(3 207962.14),(4 223718.77),(5 220039.63),(6 220552.83),(7 233818.86),(8 245657.08),(9 255444.27),(10 261588.45),(11 266222.6),(12 273783.03),(13 274593.3),(14 270596.38),(15 261436.4),(16 252882.66),(17 252519.16),(18 261376.48),(19 276720.8),(20 287129.94),(21 291764.8),(22 295084.1),(23 297869.06),(24 305550.53),(25 315434.72),(26 322114.28),(27 323208.06),(28 322623.56),(29 318066.34),(30 312409.94),(31 302795.94),(32 299962.03),(33 306336.53),(34 306397.8),(35 305272.44),(36 311506.75),(37 311133.9),(38 313139.1),(39 321129.03),(40 329811.78),(41 331295.4),(42 331115.78),(43 335743.72),(44 342331.9),(45 348924.5),(46 352015.84),(47 352917.78),(48 347613.06),(49 349133.9),(50 349141.56),(51 342171.3),(52 334783.4),(53 329542.22),(54 328922.97),(55 329347.78),(56 328176.7),(57 323963.13),(58 318873.7),(59 314686.88),(60 314318.97),(61 317439.2),(62 325042),(63 327782.3),(64 327985.3),(65 335217.25),(66 340905.13),(67 347349.9),(68 354863.13),(69 358241.3),(70 359240.53),(71 360556.2),(72 359971.38),(73 370755.34),(74 376896.9),(75 381227.47),(76 386873.44),(77 394114.47),(78 404436.3),(79 412522.22),
