1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 1207.0634),(2 1616.9718),(3 1904.9167),(4 2066.8687),(5 2201.5134),(6 2233.6213),(7 2288.089),(8 2331.9578),(9 2411.6902),(10 2415.1052),(11 2448.649),(12 2453.4934),(13 2543.763),(14 2513.0994),(15 2621.2908),(16 2604.6658),(17 2661.4985),(18 2650.2793),(19 2666.8496),(20 2732.663),(21 2707.963),(22 2747.9553),(23 2705.1865),(24 2726.4912),(25 2718.9578),(26 2796.7485),(27 2758.5818),(28 2782.9873),(29 2731.903),(30 2769.703),(31 2748.886),(32 2788.489),(33 2777.266),(34 2805.0212),(35 2753.7715),(36 2785.3477),(37 2728.5398),(38 2758.2043),(39 2741.6619),(40 2793.5364),(41 2710.4558),(42 2763.4246),(43 2699.434),(44 2745.9846),(45 2719.7324),(46 2721.1301),(47 2708.7795),(48 2723.6404),(49 2709.0938),(50 2772.5684),(51 2770.3071),(52 2855.7837),(53 2827.5813),(54 2917.3757),(55 2892.9163),(56 2956.6506),(57 2965.1677),(58 3045.77),(59 3019.7761),(60 3103.1338),(61 2998.2444),(62 3030.6418),(63 2956.477),(64 3016.7585),(65 2964.8564),(66 3029.265),(67 2967.2522),(68 2953.9402),(69 2987.255),(70 2963.1216),(71 3036.4114),(72 3015.4197),(73 3014.8965),(74 2987.1226),(75 3022.8057),(76 2976.1528),(77 3046.8167),(78 3118.71),(79 3053.6582),
(1 1191.6936),(2 1622.9033),(3 1903.2715),(4 2022.8788),(5 2159.9014),(6 2216.996),(7 2307.7654),(8 2314.31),(9 2376.1187),(10 2373.774),(11 2421.952),(12 2415.8982),(13 2463.0264),(14 2440.4368),(15 2530.3948),(16 2541.142),(17 2591.269),(18 2542.9001),(19 2581.4363),(20 2660.106),(21 2631.6025),(22 2675.7063),(23 2639.7776),(24 2676.1055),(25 2651.3408),(26 2692.022),(27 2668.8855),(28 2692.1492),(29 2649.0955),(30 2670.8162),(31 2669.4775),(32 2721.0405),(33 2699.5903),(34 2737.2163),(35 2707.3433),(36 2789.93),(37 2746.3013),(38 2802.9246),(39 2783.4917),(40 2797.5654),(41 2764.485),(42 2798.877),(43 2722.7078),(44 2747.811),(45 2705.738),(46 2773.5803),(47 2721.748),(48 2764.3633),(49 2736.8657),(50 2806.7517),(51 2788.1287),(52 2825.4805),(53 2791.2102),(54 2872.6667),(55 2811.0066),(56 2896.7534),(57 2876.0713),(58 2942.025),(59 2915.3315),(60 2970.4014),(61 2878.447),(62 2917.6584),(63 2856.4817),(64 2916.093),(65 2881.3494),(66 2973.9846),(67 2898.7468),(68 2871.6548),(69 2899.022),(70 2877.3633),(71 2952.0198),(72 2882.8254),(73 2883.3303),(74 2848.3433),(75 2857.166),(76 2821.3252),(77 2890.827),(78 2924.8184),(79 2854.1885),
(1 1165.308),(2 1559.0027),(3 1857.9216),(4 1965.7478),(5 2089.1936),(6 2133.3335),(7 2229.4136),(8 2248.8396),(9 2297.3958),(10 2313.1313),(11 2342.4707),(12 2343.4473),(13 2378.8254),(14 2346.878),(15 2445.9038),(16 2449.9028),(17 2492.297),(18 2463.9927),(19 2490.5488),(20 2555.9236),(21 2548.7488),(22 2600.9924),(23 2563.5298),(24 2602.0063),(25 2599.37),(26 2620.0457),(27 2557.9016),(28 2594.5117),(29 2570.9312),(30 2639.441),(31 2628.26),(32 2669.5042),(33 2634.56),(34 2696.1492),(35 2711.0457),(36 2776.2354),(37 2767.962),(38 2823.7446),(39 2806.5056),(40 2870.3794),(41 2796.2678),(42 2860.0981),(43 2763.0461),(44 2779.2522),(45 2743.7185),(46 2804.6526),(47 2764.2114),(48 2816.324),(49 2779.9614),(50 2818.5667),(51 2793.1794),(52 2820.7979),(53 2750.9802),(54 2829.445),(55 2799.8157),(56 2850.2896),(57 2792.589),(58 2823.8223),(59 2776.4268),(60 2790.278),(61 2732.6711),(62 2749.5317),(63 2701.3845),(64 2757.727),(65 2680.692),(66 2760.0056),(67 2727.7854),(68 2738.8088),(69 2778.8647),(70 2765.5244),(71 2795.6985),(72 2768.6787),(73 2775.9863),(74 2726.659),(75 2766.2383),(76 2694.589),(77 2736.396),(78 2796.0571),(79 2756.228),
(1 1144.0326),(2 1524.6421),(3 1819.2034),(4 1915.2997),(5 2073.145),(6 2116.27),(7 2193.4785),(8 2189.8213),(9 2246.7983),(10 2279.3538),(11 2319.111),(12 2310.0806),(13 2374.3254),(14 2376.4858),(15 2468.5925),(16 2458.017),(17 2521.5676),(18 2468.6316),(19 2505.1338),(20 2553.2864),(21 2554.2),(22 2597.1362),(23 2559.1575),(24 2584.2668),(25 2569.7522),(26 2590.7026),(27 2560.791),(28 2578.278),(29 2542.2551),(30 2584.3335),(31 2575.7246),(32 2629.6853),(33 2620.3328),(34 2653.9353),(35 2630.8557),(36 2691.7158),(37 2692.2598),(38 2757.7583),(39 2764.3018),(40 2786.8093),(41 2731.9563),(42 2759.3296),(43 2676.287),(44 2699.3967),(45 2674.7302),(46 2741.0847),(47 2671.9277),(48 2721.3774),(49 2689.8774),(50 2734.203),(51 2723.382),(52 2760.8533),(53 2694.5894),(54 2769.145),(55 2750.1265),(56 2783.614),(57 2737.0217),(58 2811.4878),(59 2731.4377),(60 2713.5022),(61 2692.7996),(62 2718.3298),(63 2665.6536),(64 2722.7266),(65 2625.6465),(66 2674.2583),(67 2647.8164),(68 2648.6243),(69 2671.2068),(70 2666.7012),(71 2718.497),(72 2665.645),(73 2735.3533),(74 2684.8975),(75 2756.5496),(76 2749.6753),(77 2792.712),(78 2889.976),(79 2828.2373),
(1 1150.7678),(2 1510.7194),(3 1797.2333),(4 1921.3608),(5 2065.7654),(6 2113.8467),(7 2188.6226),(8 2210.074),(9 2262.7163),(10 2267.9077),(11 2310.2708),(12 2332.2988),(13 2355.3223),(14 2354.8801),(15 2457.2742),(16 2426.0652),(17 2490.9531),(18 2475.707),(19 2451.3057),(20 2530.8274),(21 2531.1467),(22 2557.1563),(23 2549.3972),(24 2560.082),(25 2528.164),(26 2541.967),(27 2516.311),(28 2547.596),(29 2518.714),(30 2539.376),(31 2517.9734),(32 2527.1204),(33 2515.461),(34 2579.4348),(35 2590.126),(36 2633.201),(37 2626.6567),(38 2668.8945),(39 2606.9575),(40 2677.7065),(41 2608.6372),(42 2635.1072),(43 2605.172),(44 2660.509),(45 2613.9097),(46 2621.0925),(47 2578.1143),(48 2619.9727),(49 2591.304),(50 2646.6204),(51 2627.335),(52 2702.5837),(53 2660.0227),(54 2720.9973),(55 2692.5671),(56 2736.8154),(57 2691.843),(58 2711.296),(59 2638.6794),(60 2652.848),(61 2595.0251),(62 2624.0596),(63 2577.737),(64 2652.227),(65 2604.1855),(66 2650.922),(67 2611.062),(68 2618.3),(69 2633.0686),(70 2625.2444),(71 2654.0466),(72 2650.682),(73 2710.5212),(74 2653.0327),(75 2684.1707),(76 2660.4028),(77 2722.8713),(78 2860.5723),(79 2841.3154),
(1 1115.5702),(2 1489.4329),(3 1732.9803),(4 1859.0145),(5 1961.87),(6 2020.8394),(7 2092.9192),(8 2102.733),(9 2186.2112),(10 2187.4827),(11 2225.6482),(12 2215.9023),(13 2239.0244),(14 2247.4282),(15 2351.9558),(16 2349.156),(17 2393.6113),(18 2389.7708),(19 2402.7964),(20 2465.1309),(21 2474.2842),(22 2485.9097),(23 2461.326),(24 2531.0713),(25 2493.1724),(26 2532.5085),(27 2517.0154),(28 2517.0144),(29 2474.9536),(30 2498.4478),(31 2516.52),(32 2548.4849),(33 2506.0103),(34 2553.1382),(35 2549.2815),(36 2585.2224),(37 2582.3147),(38 2608.8645),(39 2599.5684),(40 2633.4438),(41 2565.1946),(42 2607.1504),(43 2545.397),(44 2624.2288),(45 2568.7087),(46 2590.7957),(47 2540.4429),(48 2592.3137),(49 2558.6956),(50 2608.5938),(51 2608.9736),(52 2674.0623),(53 2627.8635),(54 2694.9458),(55 2664.172),(56 2722.457),(57 2696.4717),(58 2746.8345),(59 2705.199),(60 2733.3499),(61 2654.4377),(62 2685.7712),(63 2662.0654),(64 2700.0752),(65 2643.393),(66 2690.6655),(67 2645.281),(68 2650.9063),(69 2695.1318),(70 2703.7156),(71 2713.1785),(72 2678.257),(73 2704.4998),(74 2636.7485),(75 2686.3547),(76 2642.406),(77 2686.8264),(78 2780.7463),(79 2714.9004),
(1 1107.0847),(2 1447.1091),(3 1714.6906),(4 1797.8518),(5 1939.4827),(6 1977.3265),(7 2056.014),(8 2070.2263),(9 2123.4832),(10 2116.134),(11 2173.7104),(12 2155.9998),(13 2169.0964),(14 2176.1301),(15 2280.0742),(16 2272.2627),(17 2322.2197),(18 2304.802),(19 2309.1096),(20 2388.9868),(21 2375.369),(22 2392.7996),(23 2398.8872),(24 2415.1868),(25 2444.321),(26 2463.8374),(27 2456.845),(28 2481.4343),(29 2443.8877),(30 2470.585),(31 2450.185),(32 2485.782),(33 2432.867),(34 2484.138),(35 2477.8948),(36 2536.8665),(37 2555.216),(38 2559.5415),(39 2562.9312),(40 2596.3723),(41 2512.3914),(42 2517.7622),(43 2475.2808),(44 2532.7456),(45 2523.8865),(46 2588.6792),(47 2549.3262),(48 2575.0437),(49 2542.7588),(50 2587.491),(51 2580.23),(52 2624.9106),(53 2570.0671),(54 2657.1487),(55 2654.4329),(56 2706.912),(57 2666.4998),(58 2701.0886),(59 2647.4185),(60 2638.154),(61 2567.2698),(62 2609.6926),(63 2543.142),(64 2619.3682),(65 2559.0417),(66 2649.3271),(67 2611.5547),(68 2583.4639),(69 2647.6926),(70 2619.1763),(71 2626.4387),(72 2614.1665),(73 2643.4355),(74 2612.0007),(75 2611.5942),(76 2519.9514),(77 2549.302),(78 2627.3428),(79 2607.064),
(1 1070.7076),(2 1425.9133),(3 1673.3417),(4 1769.2181),(5 1879.6293),(6 1922.8324),(7 1966.9617),(8 1981.8136),(9 2073.7478),(10 2057.829),(11 2097.6436),(12 2088.1057),(13 2108.2388),(14 2105.2827),(15 2233.1682),(16 2214.1643),(17 2254.5825),(18 2243.5164),(19 2290.1702),(20 2341.2104),(21 2300.1587),(22 2316.0747),(23 2293.4482),(24 2302.4468),(25 2301.6519),(26 2353.652),(27 2355.6304),(28 2383.1572),(29 2349.5217),(30 2340.1863),(31 2338.411),(32 2379.7363),(33 2362.419),(34 2416.7769),(35 2421.1218),(36 2495.3767),(37 2468.7441),(38 2465.4548),(39 2489.1492),(40 2546.811),(41 2459.794),(42 2469.2207),(43 2401.2761),(44 2442.237),(45 2415.7715),(46 2441.819),(47 2413.3694),(48 2448.4666),(49 2419.1396),(50 2467.6633),(51 2497.1802),(52 2540.4446),(53 2484.0396),(54 2550.2793),(55 2524.2964),(56 2551.0798),(57 2539.5042),(58 2589.8962),(59 2513.2153),(60 2531.6523),(61 2461.7698),(62 2496),(63 2450.7458),(64 2497.0264),(65 2414.5647),(66 2489.8699),(67 2458.8862),(68 2474.5728),(69 2509.6797),(70 2491.5789),(71 2531.891),(72 2517.98),(73 2525.941),(74 2482.8538),(75 2494.7742),(76 2451.8232),(77 2473.7896),(78 2549.7903),(79 2490.6313),
(1 1073.0941),(2 1435.8801),(3 1689.6741),(4 1781.4562),(5 1900.2928),(6 1934.4451),(7 2022.0863),(8 2037.0311),(9 2108.2505),(10 2099.0269),(11 2134.1313),(12 2136.1348),(13 2198.8555),(14 2192.7341),(15 2271.5232),(16 2250.0935),(17 2274.3882),(18 2258.0674),(19 2257.7786),(20 2292.3481),(21 2283.1777),(22 2306.85),(23 2304.5698),(24 2340.1316),(25 2306.9868),(26 2365.4585),(27 2346.754),(28 2361.464),(29 2347.7217),(30 2384.643),(31 2366.169),(32 2414.1582),(33 2392.6074),(34 2450.37),(35 2451.8135),(36 2531.7913),(37 2499.8408),(38 2547.4521),(39 2549.5447),(40 2583.1548),(41 2499.2544),(42 2487.6572),(43 2432.9226),(44 2485.6252),(45 2410.483),(46 2449.984),(47 2421.3257),(48 2461.7717),(49 2449.7612),(50 2522.8005),(51 2503.3706),(52 2568.8018),(53 2547.182),(54 2633.764),(55 2576.7507),(56 2628.6125),(57 2600.056),(58 2629.9607),(59 2576.5388),(60 2601.821),(61 2553.9023),(62 2577.95),(63 2521.091),(64 2577.938),(65 2528.204),(66 2598.0923),(67 2571.8657),(68 2593.5466),(69 2618.335),(70 2569.0378),(71 2622.1887),(72 2591.7952),(73 2597.594),(74 2580.2158),(75 2618.0452),(76 2574.426),(77 2602.769),(78 2647.647),(79 2607.1018),
(1 1066.5034),(2 1420.5231),(3 1654.9309),(4 1751.5154),(5 1852.5417),(6 1903.9268),(7 1958.3842),(8 1969.5344),(9 2021.7574),(10 2030.6322),(11 2093.597),(12 2092.0422),(13 2171.229),(14 2152.9675),(15 2228.3374),(16 2212.3481),(17 2263.5984),(18 2258.076),(19 2289.0483),(20 2321.5247),(21 2299.1553),(22 2318.3213),(23 2294.5947),(24 2324.2976),(25 2316.7178),(26 2349.9536),(27 2303.3347),(28 2323.7468),(29 2308.6006),(30 2302.8647),(31 2317.4753),(32 2344.3052),(33 2332.095),(34 2356.5095),(35 2372.7312),(36 2420.071),(37 2384.2065),(38 2401.7375),(39 2406.5269),(40 2424.5125),(41 2346.7578),(42 2360.4395),(43 2278.4058),(44 2327.328),(45 2298.0684),(46 2338.5454),(47 2331.372),(48 2364.6184),(49 2340.4773),(50 2409.3862),(51 2392.4263),(52 2424.3208),(53 2381.6504),(54 2446.1504),(55 2423.6638),(56 2502.1538),(57 2445.721),(58 2488.9429),(59 2428.2058),(60 2444.3083),(61 2376.3662),(62 2413.0583),(63 2355.693),(64 2405.9153),(65 2368.7036),(66 2423.786),(67 2381.3367),(68 2411.26),(69 2456.0188),(70 2414.1677),(71 2478.3018),(72 2465.85),(73 2489.6692),(74 2448.2698),(75 2494.715),(76 2467.2678),(77 2492.4634),(78 2560.4966),(79 2492.6929),
(1 1054.0146),(2 1382.359),(3 1585.2882),(4 1668.2981),(5 1764.366),(6 1806.4379),(7 1864.0917),(8 1875.044),(9 1954.6948),(10 1950.182),(11 2022.3522),(12 2026.0645),(13 2087.0933),(14 2076.6926),(15 2152.5667),(16 2149.6877),(17 2197.3481),(18 2195.3752),(19 2215.7053),(20 2225.3706),(21 2223.3486),(22 2243.233),(23 2226.8604),(24 2256.2893),(25 2240.3547),(26 2275.605),(27 2220.2925),(28 2240.9055),(29 2221.1494),(30 2243.664),(31 2206.0483),(32 2255.8428),(33 2249.3384),(34 2289.764),(35 2276.411),(36 2300.8003),(37 2270.3784),(38 2342.116),(39 2339.2014),(40 2370.285),(41 2318.765),(42 2339.3599),(43 2267.452),(44 2303.118),(45 2256.1506),(46 2260.853),(47 2267.389),(48 2322.405),(49 2286.013),(50 2345.4768),(51 2330.5107),(52 2371.021),(53 2347.267),(54 2392.458),(55 2386.9878),(56 2460.8777),(57 2392.101),(58 2441.869),(59 2410.4385),(60 2422.5378),(61 2357.523),(62 2397.7542),(63 2358.577),(64 2398.5464),(65 2330.3457),(66 2396.9795),(67 2385.1663),(68 2411.649),(69 2450.863),(70 2421.7107),(71 2459.3306),(72 2465.0906),(73 2476.278),(74 2441.4968),(75 2482.8286),(76 2456.896),(77 2443.589),(78 2498.7432),(79 2431.9463),
(1 1020.95233),(2 1353.4161),(3 1568.674),(4 1654.2883),(5 1742.5314),(6 1789.8716),(7 1844.8362),(8 1842.7229),(9 1920.6216),(10 1902.8463),(11 1940.5917),(12 1956.1196),(13 2000.0865),(14 1983.7635),(15 2081.3662),(16 2080.7405),(17 2166.5247),(18 2174.262),(19 2197.869),(20 2209.5657),(21 2226.0083),(22 2259.831),(23 2241.8008),(24 2238.3125),(25 2224.9436),(26 2256.3418),(27 2220.4905),(28 2250.6704),(29 2220.5059),(30 2239.4285),(31 2206.0547),(32 2235.282),(33 2219.1003),(34 2264.352),(35 2267.178),(36 2304.6987),(37 2279.9714),(38 2316.8494),(39 2263.943),(40 2292.3013),(41 2259.2903),(42 2283.3833),(43 2221.5186),(44 2236.3054),(45 2217.0276),(46 2237.756),(47 2238.302),(48 2255.5347),(49 2219.8342),(50 2284.284),(51 2267.5354),(52 2328.9841),(53 2308.104),(54 2351.4045),(55 2346.081),(56 2416.4045),(57 2362.4714),(58 2403.803),(59 2361.236),(60 2404.8318),(61 2371.2576),(62 2420.1624),(63 2364.2363),(64 2427.6653),(65 2372.1926),(66 2412.3389),(67 2380.4688),(68 2384.9446),(69 2456.4124),(70 2414.6848),(71 2448.9038),(72 2435.4094),(73 2449.328),(74 2424.4912),(75 2446.5723),(76 2388.728),(77 2383.6887),(78 2469.7573),(79 2408.9714),
(1 989.62274),(2 1271.5533),(3 1454.9465),(4 1519.7319),(5 1632.553),(6 1673.9803),(7 1723.6094),(8 1738.2365),(9 1785.3253),(10 1775.4739),(11 1826.867),(12 1831.0812),(13 1879.6951),(14 1859.6428),(15 1973.9551),(16 1958.6707),(17 2014.405),(18 2005.2642),(19 2019.3156),(20 2072.685),(21 2064.1257),(22 2082.4558),(23 2060.9841),(24 2083.3257),(25 2066.3298),(26 2116.7551),(27 2071.8381),(28 2104.9324),(29 2055.5586),(30 2083.8914),(31 2075.7112),(32 2146.5823),(33 2131.05),(34 2171.3223),(35 2160.926),(36 2193.4436),(37 2189.0872),(38 2230.4287),(39 2227.7583),(40 2256.7458),(41 2169.4868),(42 2203.0737),(43 2145.0002),(44 2170.612),(45 2098.3047),(46 2116.117),(47 2118.53),(48 2128.5598),(49 2112.3323),(50 2150.3772),(51 2139.9646),(52 2225.7212),(53 2149.6453),(54 2213.929),(55 2191.2961),(56 2242.022),(57 2179.5032),(58 2252.9312),(59 2195.9146),(60 2230.83),(61 2175.1267),(62 2209.2463),(63 2187.9238),(64 2221.707),(65 2147.8428),(66 2204.4343),(67 2212.2922),(68 2212.4238),(69 2242.1238),(70 2205.7732),(71 2275.9807),(72 2232.9607),(73 2234.0002),(74 2215.1257),(75 2272.1025),(76 2219.9426),(77 2241.243),(78 2346.9858),(79 2271.005),
(1 1008.8693),(2 1310.2023),(3 1517.4017),(4 1600.4126),(5 1698.2598),(6 1756.3021),(7 1831.7028),(8 1831.4917),(9 1875.5328),(10 1882.9751),(11 1946.5513),(12 1972.2609),(13 2003.9548),(14 1961.1138),(15 2041.0735),(16 2063.0688),(17 2098.4219),(18 2109.677),(19 2140.2244),(20 2157.2847),(21 2150.9878),(22 2200.2935),(23 2161.7813),(24 2175.76),(25 2145.067),(26 2180.4014),(27 2161.955),(28 2164.6038),(29 2144.79),(30 2153.4185),(31 2122.9521),(32 2178.1694),(33 2146.705),(34 2218.655),(35 2175.0142),(36 2239.6738),(37 2235.2686),(38 2270.2576),(39 2245.739),(40 2298.2185),(41 2243.9758),(42 2301.7546),(43 2230.955),(44 2284.4736),(45 2242.9429),(46 2278.2441),(47 2250.6292),(48 2278.7437),(49 2263.9504),(50 2328.7852),(51 2290.0313),(52 2338.1501),(53 2329.2073),(54 2409.9045),(55 2371.2856),(56 2442.5862),(57 2398.3982),(58 2430.5183),(59 2345.4832),(60 2381.802),(61 2332.082),(62 2370.7874),(63 2313.4312),(64 2363.7444),(65 2298.0618),(66 2354.391),(67 2316.4504),(68 2306.7874),(69 2349.3574),(70 2342.1243),(71 2373.9683),(72 2330.1055),(73 2337.5444),(74 2316.1956),(75 2384.548),(76 2321.8293),(77 2344.0466),(78 2392.4707),(79 2350.4558),
(1 989.72064),(2 1268.5009),(3 1464.846),(4 1534.5319),(5 1632.9689),(6 1669.1981),(7 1743.153),(8 1752.033),(9 1803.2373),(10 1795.0908),(11 1838.832),(12 1831.2368),(13 1874.8346),(14 1853.0967),(15 1941.5159),(16 1942.6487),(17 1995.3268),(18 1981.1266),(19 2014.132),(20 2061.1355),(21 2068.3152),(22 2077.8064),(23 2072.735),(24 2090.743),(25 2044.2837),(26 2071.78),(27 2029.6707),(28 2057.6733),(29 2057.3354),(30 2069.7993),(31 2075.8945),(32 2105.1555),(33 2078.756),(34 2132.0474),(35 2111.63),(36 2160.7815),(37 2147.9258),(38 2185.0198),(39 2166.689),(40 2199.2385),(41 2145.2114),(42 2173.457),(43 2111.1357),(44 2153.4517),(45 2118.086),(46 2159.6885),(47 2103.8423),(48 2145.3674),(49 2132.0017),(50 2200.6353),(51 2204.4956),(52 2266.1563),(53 2217.5015),(54 2264.0947),(55 2232.1646),(56 2274.7483),(57 2248.248),(58 2294.2004),(59 2243.4614),(60 2282.6064),(61 2226.266),(62 2267.9963),(63 2240.5498),(64 2306.023),(65 2252.6384),(66 2301.606),(67 2299.1746),(68 2300.5754),(69 2339.2258),(70 2334.3647),(71 2377.3726),(72 2319.434),(73 2334.1372),(74 2294.3281),(75 2341.9167),(76 2323.474),(77 2354.989),(78 2434.2888),(79 2348.9268),
(1 1001.0438),(2 1297.1421),(3 1504.263),(4 1587.1027),(5 1710.9028),(6 1750.5939),(7 1823.4194),(8 1817.6411),(9 1837.9742),(10 1855.0944),(11 1918.0278),(12 1900.0018),(13 1928.0463),(14 1929.4043),(15 1986.2148),(16 2004.3888),(17 2022.693),(18 1992.6073),(19 2017.3303),(20 2046.6516),(21 2053.0789),(22 2097.654),(23 2078.2903),(24 2076.332),(25 2038.5974),(26 2038.0835),(27 2002.508),(28 2032.203),(29 2016.7798),(30 2071.652),(31 2036.5237),(32 2059.7551),(33 2025.4401),(34 2099.955),(35 2073.3525),(36 2131.978),(37 2130.3877),(38 2176.3606),(39 2185.1992),(40 2235.4294),(41 2185.9963),(42 2205.7634),(43 2137.11),(44 2158.7656),(45 2124.6333),(46 2151.4812),(47 2124.247),(48 2158.087),(49 2129.5305),(50 2174.6838),(51 2178.084),(52 2241.782),(53 2199.425),(54 2238.846),(55 2193.4373),(56 2239.929),(57 2205.5586),(58 2252.9539),(59 2198.169),(60 2231.5818),(61 2168.9731),(62 2203.7866),(63 2157.0344),(64 2235.094),(65 2173.5527),(66 2219.6807),(67 2210.631),(68 2208.9348),(69 2253.3027),(70 2211.8425),(71 2241.7744),(72 2219.3867),(73 2245.6536),(74 2221.0405),(75 2249.1091),(76 2190.0054),(77 2217.4846),(78 2286.3335),(79 2240.854),
(1 987.80414),(2 1278.7279),(3 1510.2079),(4 1581.6859),(5 1683.522),(6 1728.9852),(7 1789.5986),(8 1758.7815),(9 1805.3376),(10 1818.7467),(11 1859.5182),(12 1839.9003),(13 1905.388),(14 1911.1938),(15 1986.0253),(16 1975.1711),(17 1991.884),(18 1988.3104),(19 1982.4966),(20 2036.6759),(21 2006.1318),(22 2028.8632),(23 2014.3712),(24 2053.862),(25 2035.0089),(26 2072.1287),(27 2040.1111),(28 2032.6003),(29 1995.6449),(30 2046.7548),(31 2045.6146),(32 2056.4736),(33 2036.2346),(34 2121.4578),(35 2103.5427),(36 2150.566),(37 2123.5007),(38 2156.9177),(39 2174.6458),(40 2226.421),(41 2138.6628),(42 2163.275),(43 2093.3445),(44 2104.2646),(45 2071.3677),(46 2098.4465),(47 2075.469),(48 2134.1533),(49 2099.6409),(50 2156.3806),(51 2123.2507),(52 2175.3662),(53 2159.5938),(54 2208.9956),(55 2171.545),(56 2224.9392),(57 2172.8813),(58 2179.2048),(59 2144.6292),(60 2165.1233),(61 2111.206),(62 2154.8645),(63 2117.7551),(64 2181.0125),(65 2151.958),(66 2173.5662),(67 2146.8464),(68 2152.8882),(69 2164.7397),(70 2146.7896),(71 2175.8433),(72 2148.6423),(73 2184.0632),(74 2173.9963),(75 2211.1743),(76 2157.9424),(77 2162.868),(78 2215.4617),(79 2150.6233),
