1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 1528.537),(2 2142.4695),(3 2554.0288),(4 2768.774),(5 2981.906),(6 3079.2683),(7 3205.4482),(8 3267.315),(9 3416.2034),(10 3449.6414),(11 3596.3574),(12 3610.739),(13 3648.1658),(14 3591.546),(15 3689.4749),(16 3751.5715),(17 3867.763),(18 3790.3933),(19 3799.4734),(20 3870.3367),(21 3863.0527),(22 3908.5698),(23 3891.616),(24 3973.9788),(25 3904.5398),(26 3970),(27 3863.9924),(28 3929.4475),(29 3851.7788),(30 3913.4316),(31 3867.933),(32 3905.4194),(33 3886.0361),(34 3981.259),(35 3988.2136),(36 4083.0725),(37 4027.45),(38 4026.4377),(39 4031.1853),(40 4080.86),(41 3992.6367),(42 4032.8628),(43 3913.2246),(44 3967.7793),(45 3846.0664),(46 3942.0132),(47 3870.3457),(48 3940.3376),(49 3912.1714),(50 4012.0073),(51 3982.3962),(52 4065.5852),(53 3973.854),(54 4046.788),(55 3995.355),(56 4118.852),(57 4041.2283),(58 4133.3735),(59 4056.3154),(60 4088.0015),(61 4009.301),(62 3997.127),(63 3935.0486),(64 4008.718),(65 3936.0464),(66 4046.9229),(67 3969.6501),(68 3968.7644),(69 4030.953),(70 4028.896),(71 4092.4666),(72 4053.1357),(73 4013.4148),(74 3980.1382),(75 4056.1128),(76 3949.8784),(77 4024.5684),(78 4125.6187),(79 4083.3333),
(1 1500.7051),(2 2120.1982),(3 2537.7947),(4 2721.3772),(5 2929.1868),(6 3034.21),(7 3142.4565),(8 3192.327),(9 3274.5618),(10 3327.357),(11 3423.705),(12 3392.2224),(13 3474.954),(14 3469.5051),(15 3575.7427),(16 3689.8948),(17 3772.7485),(18 3754.1619),(19 3758.2646),(20 3764.453),(21 3714.475),(22 3779.8525),(23 3792.186),(24 3852.09),(25 3819.0588),(26 3880.8843),(27 3825.0012),(28 3832.636),(29 3825.9915),(30 3877.5176),(31 3876.4236),(32 3943.1316),(33 3902.8982),(34 3929.1687),(35 3950.2615),(36 4034.973),(37 4017.51),(38 4073.2842),(39 4013.939),(40 3998.905),(41 3888.422),(42 3924.4675),(43 3830.4302),(44 3867.4097),(45 3811.4875),(46 3855.647),(47 3800.3997),(48 3894.7603),(49 3843.4966),(50 3936.5989),(51 3926.8677),(52 4030.6238),(53 3957.0007),(54 4058.9316),(55 3981.5059),(56 4076.925),(57 3996.8162),(58 4038.085),(59 3956.0603),(60 4012.816),(61 3945.421),(62 3993.6448),(63 3933.671),(64 4018.975),(65 3916.412),(66 4040.4883),(67 3982.3625),(68 3984.8313),(69 4021.9355),(70 3979.8633),(71 4034.3599),(72 4015.4265),(73 4039.252),(74 3994.7332),(75 4049.7659),(76 3976.175),(77 4047.922),(78 4198.236),(79 4141.6963),
(1 1467.6312),(2 2085.3145),(3 2497.185),(4 2656.26),(5 2850.4326),(6 2949.392),(7 3067.0303),(8 3063.4143),(9 3173.3003),(10 3190.6484),(11 3309.4204),(12 3297.6018),(13 3373.8755),(14 3406.62),(15 3526.9265),(16 3591.8848),(17 3740.2986),(18 3681.4673),(19 3663.37),(20 3733.6108),(21 3659.372),(22 3710.236),(23 3722.111),(24 3753.733),(25 3749.3376),(26 3826.1743),(27 3858.6943),(28 3890.2458),(29 3834.089),(30 3906.5825),(31 3863.426),(32 3916.1807),(33 3878.3035),(34 3921.3574),(35 3883.4973),(36 3945.1787),(37 3919.8616),(38 3968.447),(39 3963.4888),(40 4026.007),(41 3918.856),(42 3965.5508),(43 3846.2205),(44 3936.2444),(45 3867.8354),(46 3914.0176),(47 3841.2302),(48 3901.7302),(49 3839.289),(50 3912.7627),(51 3936.12),(52 4033.759),(53 3996.243),(54 4045.4292),(55 3988.9287),(56 4023.0862),(57 3961.4116),(58 4017.1287),(59 3918.3325),(60 3919.933),(61 3855.5454),(62 3868.1191),(63 3810.9807),(64 3897.3271),(65 3797.2336),(66 3916.7732),(67 3844.3953),(68 3853.8157),(69 3878.6824),(70 3864.3943),(71 3878.7676),(72 3855.12),(73 3862.3052),(74 3813.9011),(75 3882.8792),(76 3821.9377),(77 3879.415),(78 4045.9063),(79 4027.1404),
(1 1455.1843),(2 2019.8821),(3 2424.1416),(4 2583.5776),(5 2758.0583),(6 2823.0833),(7 2936.8726),(8 2950.2446),(9 3062.2288),(10 3052.8591),(11 3135.7407),(12 3156.0063),(13 3219.9517),(14 3246.4844),(15 3399.681),(16 3419.7048),(17 3484.2295),(18 3489.3035),(19 3507.3484),(20 3549.89),(21 3515.2373),(22 3571.4763),(23 3565.9016),(24 3596.642),(25 3581.8186),(26 3630.1694),(27 3633.2202),(28 3643.6145),(29 3642.4607),(30 3727.0034),(31 3674.5735),(32 3713.685),(33 3719.9048),(34 3713.828),(35 3704.053),(36 3776.532),(37 3719.2288),(38 3761.9363),(39 3748.598),(40 3824.2048),(41 3709.5923),(42 3697.1487),(43 3593.9316),(44 3647.902),(45 3618.2698),(46 3686.5842),(47 3635.0884),(48 3711.14),(49 3667.49),(50 3764.035),(51 3710.4487),(52 3802.378),(53 3798.7537),(54 3909.985),(55 3890.9893),(56 4038.8762),(57 3949.6477),(58 4053.475),(59 3963.282),(60 3969.313),(61 3850.2288),(62 3924.546),(63 3857.422),(64 3914.1023),(65 3855.897),(66 3997.6563),(67 3928.1099),(68 3932.1448),(69 3921.7307),(70 3913.4385),(71 3963.971),(72 3934.0676),(73 3909.9429),(74 3861.0457),(75 3938.0693),(76 3934.727),(77 3963.1963),(78 4055.5593),(79 3989.9658),
(1 1434.0668),(2 2012.44),(3 2418.4146),(4 2563.6147),(5 2736.7869),(6 2815.543),(7 2942.6042),(8 2938.9485),(9 3041.7717),(10 3047.398),(11 3131.7954),(12 3121.628),(13 3148.6646),(14 3145.3542),(15 3294.6057),(16 3317.292),(17 3429.7646),(18 3368.0686),(19 3384.505),(20 3487.6292),(21 3525.5342),(22 3578.5818),(23 3546.659),(24 3573.1814),(25 3565.215),(26 3591.2256),(27 3584.382),(28 3623.3503),(29 3600.0398),(30 3714.6584),(31 3699.696),(32 3718.958),(33 3729.0696),(34 3761.6892),(35 3746.3389),(36 3733.9883),(37 3683.7998),(38 3770.2888),(39 3709.8308),(40 3734.9453),(41 3660.4373),(42 3686.2368),(43 3587.3677),(44 3623.837),(45 3574.873),(46 3658.346),(47 3610.9492),(48 3696.795),(49 3685.4075),(50 3754.3936),(51 3691.1172),(52 3745.8076),(53 3727.212),(54 3783.706),(55 3783.2522),(56 3899.7031),(57 3826.932),(58 3885.7688),(59 3811.398),(60 3841.351),(61 3752.7341),(62 3792.0686),(63 3777.8582),(64 3846.6077),(65 3764.146),(66 3842.9907),(67 3794.7754),(68 3816.3318),(69 3842.062),(70 3786.9329),(71 3798.178),(72 3776.2957),(73 3763.1821),(74 3738.6372),(75 3832.328),(76 3822.5679),(77 3892.234),(78 3937.462),(79 3923.0679),
(1 1425.9977),(2 1940.5667),(3 2314.191),(4 2475.1377),(5 2647.5994),(6 2726.105),(7 2851.1558),(8 2863.4932),(9 2990.7256),(10 3016.8596),(11 3094.8547),(12 3093.217),(13 3142.2456),(14 3086.3252),(15 3227.078),(16 3279.823),(17 3388.1506),(18 3375.4548),(19 3383.128),(20 3490.4502),(21 3472.206),(22 3521.2332),(23 3486.9048),(24 3527.7368),(25 3513.8098),(26 3590.9963),(27 3527.523),(28 3565.4175),(29 3523.6758),(30 3617.118),(31 3566.6409),(32 3635.211),(33 3604.757),(34 3690.1763),(35 3727.1287),(36 3739.8179),(37 3684.7349),(38 3756.2847),(39 3695.4854),(40 3720.3674),(41 3619.5466),(42 3651.2424),(43 3544.5793),(44 3548.337),(45 3458.553),(46 3508.7014),(47 3475.3787),(48 3548.5637),(49 3518.8188),(50 3595.6152),(51 3628.0098),(52 3713.5217),(53 3664.0083),(54 3711.1765),(55 3668.0166),(56 3776.2644),(57 3713.164),(58 3772.5564),(59 3680.596),(60 3705.7617),(61 3626.724),(62 3694.8298),(63 3649.9988),(64 3732.7998),(65 3690.9688),(66 3765.9153),(67 3728.7168),(68 3762.1567),(69 3784.7944),(70 3780.2974),(71 3821.6106),(72 3792.9854),(73 3813.1707),(74 3775.4807),(75 3836.857),(76 3821.3513),(77 3842.302),(78 3925.459),(79 3844.6804),
(1 1349.889),(2 1889.6019),(3 2328.885),(4 2512.6248),(5 2652.9475),(6 2722.8218),(7 2856.7195),(8 2856.401),(9 2934.3762),(10 2983.511),(11 3076.2146),(12 3068.8835),(13 3133.9055),(14 3129.4385),(15 3235.6514),(16 3272.3203),(17 3373.5525),(18 3354.8232),(19 3328.815),(20 3406.6455),(21 3394.2227),(22 3416.8638),(23 3394.7283),(24 3460.8013),(25 3431.0354),(26 3392.0635),(27 3381.9968),(28 3399.635),(29 3378.8977),(30 3447.2112),(31 3412.988),(32 3466.9197),(33 3453.8533),(34 3479.9827),(35 3453.3044),(36 3519.1628),(37 3477.168),(38 3502.7146),(39 3470.0645),(40 3478.271),(41 3436.4866),(42 3467.9463),(43 3361.696),(44 3405.6462),(45 3370.3076),(46 3437.987),(47 3408.7854),(48 3477.1418),(49 3420.0212),(50 3485.5469),(51 3499.9812),(52 3600.838),(53 3565.9023),(54 3629.433),(55 3571.6992),(56 3679.3787),(57 3631.3657),(58 3655.9866),(59 3578.4956),(60 3609.21),(61 3549.5986),(62 3598.854),(63 3527.4097),(64 3621.0923),(65 3562.0623),(66 3668.5195),(67 3630.3047),(68 3635.0608),(69 3701.6191),(70 3672.722),(71 3683.8638),(72 3633.8105),(73 3668.8286),(74 3645.24),(75 3685.041),(76 3631.5576),(77 3670.067),(78 3771.2666),(79 3742.772),
(1 1352.7758),(2 1866.642),(3 2250.905),(4 2401.4153),(5 2546.7524),(6 2631.2104),(7 2788.57),(8 2807.824),(9 2910.821),(10 2943.5771),(11 3013.7104),(12 3021.146),(13 3082.953),(14 3113.7183),(15 3240.6274),(16 3292.5356),(17 3372.572),(18 3368.8206),(19 3368.1484),(20 3423.5764),(21 3400.5217),(22 3414.4622),(23 3395.4758),(24 3457.95),(25 3395.9622),(26 3403.049),(27 3359.3088),(28 3386.7507),(29 3349.1023),(30 3407.2666),(31 3417.0425),(32 3476.7),(33 3458.7832),(34 3498.4365),(35 3421.4492),(36 3454.865),(37 3408.5425),(38 3502.6355),(39 3467.7937),(40 3506.8257),(41 3465.4395),(42 3530.9119),(43 3412.7827),(44 3479.6182),(45 3398.8025),(46 3466.3823),(47 3385.4434),(48 3449.7937),(49 3438.5518),(50 3508.9749),(51 3515.4446),(52 3580.0386),(53 3571.8987),(54 3595.1157),(55 3568.6392),(56 3640.6575),(57 3573.7417),(58 3607.462),(59 3520.771),(60 3575.4985),(61 3503.1687),(62 3528.4143),(63 3482.2615),(64 3529.6528),(65 3459.1726),(66 3546.707),(67 3506.951),(68 3544.6636),(69 3590.4568),(70 3606.888),(71 3602.6267),(72 3565.2788),(73 3606.9395),(74 3551.6887),(75 3592.1733),(76 3592.2983),(77 3610.962),(78 3723.6833),(79 3660.5251),
(1 1329.2701),(2 1848.4762),(3 2247.7336),(4 2375.5432),(5 2564.2712),(6 2606.0686),(7 2719.3406),(8 2765.6116),(9 2852.7686),(10 2868.9863),(11 2955.687),(12 2889.4397),(13 2955.658),(14 2946.2708),(15 3072.1147),(16 3072.205),(17 3126.992),(18 3118.2075),(19 3131.9934),(20 3170.9443),(21 3136.0332),(22 3177.784),(23 3129.126),(24 3152.2786),(25 3121.0796),(26 3169.0955),(27 3152.6177),(28 3201.511),(29 3179.7126),(30 3224.5322),(31 3215.9487),(32 3296.289),(33 3298.0347),(34 3321.0898),(35 3259.509),(36 3291.985),(37 3274.6572),(38 3389.4697),(39 3351.2537),(40 3402.136),(41 3294.3442),(42 3362.4294),(43 3238.792),(44 3310.5054),(45 3248.1868),(46 3299.797),(47 3252.459),(48 3335.2976),(49 3286.1929),(50 3392.2598),(51 3425.5205),(52 3492.44),(53 3501.8884),(54 3571.3296),(55 3586.5715),(56 3709.6807),(57 3631.1096),(58 3630.0273),(59 3521.0796),(60 3596.3513),(61 3490.1316),(62 3603.174),(63 3575.1199),(64 3607.6035),(65 3534.6958),(66 3635.7073),(67 3555.1965),(68 3611.1582),(69 3655.4023),(70 3652.4314),(71 3670.0479),(72 3632.1016),(73 3621.778),(74 3571.6843),(75 3624.6226),(76 3580.5366),(77 3610.0208),(78 3725.8682),(79 3624.6338),
(1 1311.2659),(2 1797.284),(3 2160.9434),(4 2311.741),(5 2533.0022),(6 2604.3865),(7 2746.3398),(8 2791.1475),(9 2862.7793),(10 2839.068),(11 2892.7021),(12 2867.6912),(13 2902.82),(14 2888.822),(15 2986.2637),(16 2965.3875),(17 3067.8503),(18 3041.1252),(19 3101.3972),(20 3137.7715),(21 3135.7202),(22 3194.3967),(23 3177.237),(24 3197.649),(25 3152.7593),(26 3204.9292),(27 3187.0974),(28 3217.794),(29 3187.9417),(30 3208.3044),(31 3167.3398),(32 3221.674),(33 3208.8943),(34 3251.2444),(35 3226.8833),(36 3272.79),(37 3267.9163),(38 3316.3242),(39 3313.1812),(40 3407.7131),(41 3312.5842),(42 3353.4456),(43 3239.9841),(44 3259.648),(45 3217.909),(46 3227.2375),(47 3144.3445),(48 3162.0684),(49 3149.5078),(50 3240.589),(51 3291.8604),(52 3388.207),(53 3345.8528),(54 3456.5574),(55 3438.4763),(56 3524.0117),(57 3452.409),(58 3472.0205),(59 3396.9915),(60 3398.706),(61 3316.361),(62 3359.474),(63 3329.4292),(64 3400.1313),(65 3354.3757),(66 3451.5354),(67 3428.3203),(68 3444.183),(69 3527.0122),(70 3500.6619),(71 3537.1963),(72 3468.5823),(73 3463.1704),(74 3404.8833),(75 3437.4111),(76 3387.753),(77 3449.2483),(78 3562.284),(79 3468.3108),
(1 1296.9965),(2 1812.1744),(3 2134.7637),(4 2285.2346),(5 2478.5818),(6 2534.71),(7 2646.025),(8 2691.8337),(9 2763.7427),(10 2793.6057),(11 2854.6418),(12 2857.1135),(13 2893.6504),(14 2865.8835),(15 2952.0017),(16 2978.0764),(17 3038.6897),(18 3030.257),(19 3103.3926),(20 3147.0022),(21 3110.4573),(22 3179.7212),(23 3126.5215),(24 3155.2866),(25 3103.5063),(26 3127.0518),(27 3114.7793),(28 3142.8328),(29 3116.3958),(30 3166.1138),(31 3167.4434),(32 3224.7212),(33 3186.0166),(34 3238.782),(35 3190.8574),(36 3241.756),(37 3216.487),(38 3287.9082),(39 3265.089),(40 3321.544),(41 3287.273),(42 3324.105),(43 3230.5098),(44 3237.4944),(45 3193.8918),(46 3257.1147),(47 3217.509),(48 3239.482),(49 3234.911),(50 3315.7363),(51 3305.6863),(52 3346.3782),(53 3290.5222),(54 3373.8655),(55 3351.3232),(56 3427.755),(57 3389.0898),(58 3456.683),(59 3354.1272),(60 3359.6194),(61 3275.3008),(62 3306.8103),(63 3252.328),(64 3347.0496),(65 3290.7532),(66 3363.0122),(67 3367.8423),(68 3347.7788),(69 3439.32),(70 3384.5813),(71 3409.395),(72 3371.128),(73 3406.4612),(74 3343.9507),(75 3394.3367),(76 3356.1),(77 3374.177),(78 3472.6658),(79 3389.3416),
(1 1297.9834),(2 1785.0085),(3 2098.4795),(4 2270.2366),(5 2437.537),(6 2501.3186),(7 2636.7217),(8 2687.422),(9 2758.035),(10 2775.0134),(11 2862.2646),(12 2797.7988),(13 2848.1216),(14 2784.255),(15 2904.7861),(16 2954.8865),(17 3015.204),(18 2990.415),(19 3021.7712),(20 3057.2632),(21 3041.5916),(22 3083.3267),(23 3034.0713),(24 3082.4),(25 3072.8384),(26 3086.2375),(27 3073.4373),(28 3106.848),(29 3093.1077),(30 3137.7563),(31 3133.3103),(32 3183.163),(33 3140.6663),(34 3207.303),(35 3167.6501),(36 3243.392),(37 3217.089),(38 3295.8179),(39 3276.0908),(40 3279.1943),(41 3213.8694),(42 3232.9077),(43 3147.5154),(44 3210.8228),(45 3154.283),(46 3228.1172),(47 3206.9744),(48 3260.2803),(49 3215.5564),(50 3278.1409),(51 3261.223),(52 3320.0405),(53 3263.271),(54 3365.7397),(55 3328.3818),(56 3393.219),(57 3343.4163),(58 3375.7898),(59 3283.8071),(60 3286.0178),(61 3216.5745),(62 3262.0054),(63 3230.4385),(64 3321.9226),(65 3260.5042),(66 3349.3508),(67 3319.9585),(68 3332.599),(69 3391.097),(70 3350.499),(71 3358.332),(72 3310.9841),(73 3320.401),(74 3270.59),(75 3287.5852),(76 3249.3713),(77 3281.1025),(78 3377.099),(79 3299.054),
(1 1254.4495),(2 1685.1295),(3 2021.2019),(4 2163.1824),(5 2327.7646),(6 2418.0046),(7 2546.2542),(8 2569.5747),(9 2620.699),(10 2640.551),(11 2698.1423),(12 2644.4773),(13 2714.5598),(14 2708.3926),(15 2829.675),(16 2828.3367),(17 2888.3284),(18 2858.5195),(19 2881.68),(20 2914.7502),(21 2921.1704),(22 2983.457),(23 2959.6821),(24 2950.2627),(25 2949.863),(26 2977.0596),(27 2927.6025),(28 2933.344),(29 2908.023),(30 2964.093),(31 2930.2788),(32 2979.5967),(33 2953.725),(34 3021.4646),(35 2999.9736),(36 3049.7075),(37 3055.5164),(38 3063.7825),(39 3086.3152),(40 3127.572),(41 3042.4314),(42 3042.9001),(43 2955.238),(44 3001.9436),(45 2963.701),(46 3032.1306),(47 3013.7485),(48 3076.3806),(49 3045.2776),(50 3093.7683),(51 3079.037),(52 3152.054),(53 3119.3877),(54 3246.6895),(55 3201.4583),(56 3242.0337),(57 3192.2454),(58 3240.8877),(59 3160.2507),(60 3166.1946),(61 3100.026),(62 3173.6475),(63 3119.3428),(64 3174.8257),(65 3110.561),(66 3175.3728),(67 3173.7356),(68 3148.2058),(69 3167.7695),(70 3164.1885),(71 3195.733),(72 3188.087),(73 3203.7578),(74 3180.8853),(75 3227.0823),(76 3152.171),(77 3203.9292),(78 3264.9539),(79 3178.2808),
(1 1258.3049),(2 1718.8864),(3 2031.088),(4 2167.1587),(5 2316.8816),(6 2389.0847),(7 2470.4648),(8 2510.8083),(9 2613.3533),(10 2627.3315),(11 2706.413),(12 2676.8916),(13 2705.9556),(14 2706.4897),(15 2772.5928),(16 2810.0857),(17 2875.6843),(18 2830.5195),(19 2883.8555),(20 2917.137),(21 2891.8516),(22 2954.253),(23 2922.2988),(24 2945.6794),(25 2896.1333),(26 2907.8013),(27 2894.1643),(28 2920.7236),(29 2861.3958),(30 2886.0916),(31 2887.604),(32 2965.4553),(33 2938.4302),(34 3001.9895),(35 2972.4065),(36 3065.9065),(37 3088.1301),(38 3082.533),(39 3043.6519),(40 3049.1917),(41 2972.736),(42 3004.321),(43 2900.347),(44 2949.895),(45 2869.5579),(46 2913.508),(47 2894.296),(48 2971.482),(49 2937.6062),(50 2974.3057),(51 2949.8997),(52 3027.259),(53 2960.6455),(54 3064.7883),(55 3009.7432),(56 3074.7026),(57 3033.3765),(58 3045.9917),(59 2963.9512),(60 3005.5652),(61 2966.8022),(62 3005.9636),(63 2985.0989),(64 3045.0337),(65 3020.4573),(66 3071.6458),(67 3023.1167),(68 3026.9583),(69 3071.2456),(70 3045.2366),(71 3091.8599),(72 3081.185),(73 3099.4204),(74 3075.9553),(75 3130.0073),(76 3085.0754),(77 3133.4612),(78 3210.765),(79 3118.6094),
(1 1239.2919),(2 1684.5255),(3 1976.3461),(4 2081.3982),(5 2236.572),(6 2289.2876),(7 2368.8093),(8 2419.5024),(9 2503.5903),(10 2529.628),(11 2574.603),(12 2567.4954),(13 2603.8604),(14 2581.824),(15 2657.2249),(16 2670.8584),(17 2751.3652),(18 2710.4944),(19 2782.221),(20 2841.3115),(21 2820.3188),(22 2896.187),(23 2833.9524),(24 2836.5374),(25 2789.5806),(26 2827.1187),(27 2775.52),(28 2805.3923),(29 2772.4602),(30 2826.9954),(31 2810.747),(32 2870.5156),(33 2843.0173),(34 2863.8125),(35 2866.9248),(36 2949.145),(37 2913.2485),(38 2949.7803),(39 2915.3357),(40 2949.45),(41 2917.8362),(42 2941.4897),(43 2874.5442),(44 2945.2341),(45 2877.611),(46 2924.0422),(47 2874.8806),(48 2914.3196),(49 2872.7988),(50 2973.481),(51 2965.78),(52 3045.871),(53 2980.0662),(54 3059.2007),(55 2999.679),(56 3037.506),(57 3009.6096),(58 3047.9172),(59 2961.094),(60 3019.073),(61 2962.329),(62 3006.3547),(63 2956.6616),(64 3020.9448),(65 2970.0999),(66 3071.7786),(67 3013.6492),(68 3020.8677),(69 3058.1099),(70 3040.688),(71 3074.967),(72 3082.3286),(73 3118.1082),(74 3047.8928),(75 3105.1855),(76 3052.2139),(77 3096.5786),(78 3196.504),(79 3134.9868),
(1 1208.5776),(2 1676.3168),(3 2003.8851),(4 2136.2505),(5 2300.2285),(6 2339.12),(7 2434.6777),(8 2487.1768),(9 2549.5764),(10 2553.883),(11 2610.2053),(12 2574.5703),(13 2610.0393),(14 2582.9536),(15 2711.2688),(16 2700.8894),(17 2750.5479),(18 2703.0872),(19 2761.2305),(20 2785.9463),(21 2745.7498),(22 2779.0732),(23 2743.4385),(24 2760.185),(25 2747.6648),(26 2799.1584),(27 2783.029),(28 2816.128),(29 2757.3508),(30 2777.6345),(31 2800.249),(32 2849.363),(33 2822.118),(34 2865.8447),(35 2841.8474),(36 2898.346),(37 2876.1616),(38 2948.173),(39 2927.7236),(40 2946.2825),(41 2872.9236),(42 2892.3245),(43 2866.3474),(44 2911.5662),(45 2873.1335),(46 2943.677),(47 2873.7424),(48 2922.6257),(49 2894.187),(50 2991.8088),(51 3025.3708),(52 3081.1533),(53 3025.2952),(54 3046.936),(55 2981.5256),(56 3047.29),(57 3002.5244),(58 3053.7678),(59 2943.0056),(60 2967.7432),(61 2902.8328),(62 2937.4006),(63 2895.1384),(64 2947.2698),(65 2930.0896),(66 3030.2483),(67 2963.9385),(68 2952.3635),(69 2975.7483),(70 2967.2021),(71 3007.2046),(72 3001.1804),(73 3027.5393),(74 3009.7073),(75 3059.9397),(76 2997.206),(77 3042.7913),(78 3160.6658),(79 3098.924),
(1 1218.9081),(2 1631.2532),(3 1935.825),(4 2075.909),(5 2225.2192),(6 2257.178),(7 2335.5732),(8 2403.326),(9 2465.9216),(10 2452.4968),(11 2520.4263),(12 2502.533),(13 2569.757),(14 2557.1235),(15 2687.1755),(16 2674.624),(17 2726.237),(18 2673.9731),(19 2690.0264),(20 2723.9211),(21 2666.9956),(22 2689.5913),(23 2683.447),(24 2709.4736),(25 2696.7664),(26 2719.0396),(27 2711.3716),(28 2744.6357),(29 2703.0977),(30 2752.4163),(31 2760.7373),(32 2796.0427),(33 2806.2754),(34 2825.7231),(35 2797.0984),(36 2808.5132),(37 2813.7107),(38 2858.6921),(39 2858.4114),(40 2898.8477),(41 2857.4094),(42 2934.198),(43 2838.0747),(44 2888.0889),(45 2845.9656),(46 2896.8416),(47 2836.787),(48 2889.5344),(49 2823.0708),(50 2879.1628),(51 2899.861),(52 2964.4521),(53 2921.2515),(54 3025.7603),(55 2994.524),(56 3067.4927),(57 3027.299),(58 3127.806),(59 3054.8054),(60 3076.1462),(61 3020.2156),(62 3076.1597),(63 3015.3809),(64 3063.4272),(65 3000.9324),(66 3103.8035),(67 3020.6338),(68 3015.5122),(69 3056.2185),(70 3059.4436),(71 3104.1113),(72 3043.5063),(73 3081.5498),(74 3058.438),(75 3095.8792),(76 3037.0437),(77 3058.189),(78 3150.6067),(79 3120.8857),
