1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 76.81194),(2 97.573456),(3 111.59766),(4 119.542786),(5 127.54708),(6 131.8347),(7 138.383),(8 142.60463),(9 146.44345),(10 149.67146),(11 152.61522),(12 153.50888),(13 155.73656),(14 157.77806),(15 160.66794),(16 163.00496),(17 164.62204),(18 167.06303),(19 167.32126),(20 168.60205),(21 170.16014),(22 169.08215),(23 169.40752),(24 172.02855),(25 173.23793),(26 173.39607),(27 175.9518),(28 177.48337),(29 179.41846),(30 180.02785),(31 181.83727),(32 182.18982),(33 183.28969),(34 185.53156),(35 187.34828),(36 189.45784),(37 190.37238),(38 192.0609),(39 192.83392),(40 194.45546),(41 194.92151),(42 195.60942),(43 197.8815),(44 197.58835),(45 199.18503),(46 199.41939),(47 198.57004),(48 199.83698),(49 199.04826),(50 199.21832),(51 200.21252),(52 200.37361),(53 200.65857),(54 200.90948),(55 198.7014),(56 198.83302),(57 198.64563),(58 195.72946),(59 194.7832),(60 194.19527),(61 192.5848),(62 190.15033),(63 189.0167),(64 188.00871),(65 188.67268),(66 187.43187),(67 188.08318),(68 188.08705),(69 187.24959),(70 189.88757),(71 189.34938),(72 189.21135),(73 189.55215),(74 188.72525),(75 190.9698),(76 191.05699),(77 191.55443),(78 193.02962),(79 194.46785),
(1 77.85326),(2 99.65905),(3 113.13349),(4 121.34477),(5 130.77492),(6 135.76726),(7 141.77171),(8 145.7004),(9 150.23369),(10 154.35579),(11 157.66739),(12 157.7604),(13 160.18152),(14 161.62195),(15 163.84077),(16 164.68579),(17 166.28839),(18 168.99512),(19 170.89478),(20 171.473),(21 171.76047),(22 169.61137),(23 170.59673),(24 173.60287),(25 173.8377),(26 173.8911),(27 175.56863),(28 177.93393),(29 179.25064),(30 181.78564),(31 182.42365),(32 185.27002),(33 187.97008),(34 190.04262),(35 191.71132),(36 194.46149),(37 195.63182),(38 198.38284),(39 201.02744),(40 201.7502),(41 201.86171),(42 202.92096),(43 206.15761),(44 206.12103),(45 205.53741),(46 208.50694),(47 208.5339),(48 208.09145),(49 208.1348),(50 206.79887),(51 206.46698),(52 205.00089),(53 205.0885),(54 204.74455),(55 203.87059),(56 202.83134),(57 203.0457),(58 202.13441),(59 200.28468),(60 200.62216),(61 198.33356),(62 198.12077),(63 197.2356),(64 197.85616),(65 197.64474),(66 198.52928),(67 197.88364),(68 197.6032),(69 197.35268),(70 198.13243),(71 197.14703),(72 196.25691),(73 196.56766),(74 196.83224),(75 196.19627),(76 197.48952),(77 198.40591),(78 198.96793),(79 199.78317),
(1 76.4083),(2 97.40774),(3 109.91106),(4 116.56519),(5 125.507675),(6 131.39793),(7 136.01907),(8 140.6721),(9 144.80418),(10 147.87122),(11 150.02406),(12 151.65231),(13 153.53915),(14 155.09587),(15 156.93018),(16 159.54536),(17 161.55719),(18 163.6722),(19 164.66563),(20 165.73805),(21 166.45883),(22 165.31674),(23 165.29115),(24 167.69264),(25 168.757),(26 169.60318),(27 171.26772),(28 172.45486),(29 173.29655),(30 174.16068),(31 176.93152),(32 179.47488),(33 180.61713),(34 182.77058),(35 183.35292),(36 185.37726),(37 186.09358),(38 187.91597),(39 188.80632),(40 190.73679),(41 192.14757),(42 191.85117),(43 192.7469),(44 194.04758),(45 195.13507),(46 196.5592),(47 196.43959),(48 196.0907),(49 196.11542),(50 196.98642),(51 197.07584),(52 196.99744),(53 198.4165),(54 198.78705),(55 197.68068),(56 196.56976),(57 195.69608),(58 194.77129),(59 193.25838),(60 192.96895),(61 191.13504),(62 188.72801),(63 187.8713),(64 186.32083),(65 185.42987),(66 185.87532),(67 183.83136),(68 186.06552),(69 187.48709),(70 188.24492),(71 187.46298),(72 188.02),(73 187.76808),(74 187.19493),(75 187.42369),(76 187.76122),(77 186.79193),(78 185.27837),(79 185.65802),
(1 74.9528),(2 95.69518),(3 109.07351),(4 116.077896),(5 124.45603),(6 132.47833),(7 137.8698),(8 141.93102),(9 145.13828),(10 150.23103),(11 151.59471),(12 152.54765),(13 154.64674),(14 156.57913),(15 157.18594),(16 158.07826),(17 159.78423),(18 161.13042),(19 161.34512),(20 163.24373),(21 163.93388),(22 163.29532),(23 163.05365),(24 165.68277),(25 166.99695),(26 167.67694),(27 168.99031),(28 169.7661),(29 170.53452),(30 171.09967),(31 171.6318),(32 174.60739),(33 175.31595),(34 177.81287),(35 179.76283),(36 180.95529),(37 183.23454),(38 185.0819),(39 187.93025),(40 188.5696),(41 190.36922),(42 190.57208),(43 193.1453),(44 193.79736),(45 194.22275),(46 194.1606),(47 194.87308),(48 193.02649),(49 192.10623),(50 192.2856),(51 192.55537),(52 192.49055),(53 193.42094),(54 193.12605),(55 192.64288),(56 191.81161),(57 191.51254),(58 190.54315),(59 190.42691),(60 189.64476),(61 189.43298),(62 188.03105),(63 187.09494),(64 188.20859),(65 188.23859),(66 187.93007),(67 187.55359),(68 189.17775),(69 189.78717),(70 189.96367),(71 191.89127),(72 193.34354),(73 191.69391),(74 191.45024),(75 191.08755),(76 191.82661),(77 191.3802),(78 191.96199),(79 192.55122),
(1 74.14401),(2 94.6705),(3 108.28705),(4 114.90458),(5 122.19916),(6 127.9786),(7 133.4754),(8 137.73798),(9 140.23138),(10 142.89053),(11 146.62726),(12 147.6802),(13 149.77824),(14 151.7477),(15 152.39807),(16 154.56606),(17 155.48549),(18 157.04463),(19 158.4592),(20 159.03348),(21 160.08154),(22 160.19438),(23 160.60054),(24 163.89229),(25 163.64801),(26 164.50127),(27 166.22025),(28 167.80165),(29 168.45647),(30 170.48448),(31 170.96432),(32 172.56348),(33 174.12975),(34 175.30544),(35 176.85844),(36 177.5404),(37 178.93042),(38 180.24738),(39 182.12543),(40 182.34395),(41 183.71536),(42 183.01624),(43 185.82732),(44 185.00244),(45 186.28838),(46 188.07889),(47 188.24748),(48 188.36217),(49 188.67784),(50 189.9238),(51 190.01863),(52 189.35045),(53 188.40231),(54 188.23468),(55 188.22942),(56 187.39337),(57 187.92152),(58 188.87907),(59 188.53384),(60 187.41884),(61 187.12753),(62 186.4145),(63 186.9706),(64 186.68826),(65 187.01677),(66 185.60608),(67 185.65758),(68 186.09605),(69 186.89717),(70 187.45688),(71 188.89058),(72 188.87161),(73 190.01303),(74 189.19064),(75 189.48422),(76 188.99254),(77 191.22874),(78 191.87154),(79 191.05545),
(1 74.202705),(2 95.01187),(3 107.40631),(4 114.03597),(5 121.36541),(6 127.64617),(7 132.42197),(8 136.44391),(9 140.60999),(10 142.80714),(11 145.31868),(12 146.4268),(13 147.49667),(14 148.51715),(15 150.2959),(16 152.58347),(17 153.39694),(18 156.51643),(19 157.16519),(20 156.60693),(21 157.20486),(22 158.23077),(23 159.36786),(24 161.41954),(25 162.74452),(26 163.77129),(27 164.81516),(28 166.33974),(29 167.90826),(30 168.18549),(31 169.31662),(32 170.90627),(33 171.97014),(34 174.30681),(35 176.44002),(36 178.66048),(37 179.07918),(38 181.3181),(39 184.58226),(40 186.04384),(41 185.89857),(42 187.50465),(43 188.15825),(44 188.4125),(45 189.56625),(46 191.01671),(47 192.198),(48 192.71323),(49 192.21341),(50 192.70657),(51 191.67409),(52 190.68071),(53 190.21744),(54 189.55272),(55 188.89334),(56 188.29623),(57 187.3262),(58 186.26724),(59 186.2074),(60 183.78883),(61 183.33438),(62 181.9374),(63 182.83119),(64 181.59201),(65 182.31366),(66 181.41759),(67 180.62386),(68 181.47267),(69 179.87306),(70 182.04688),(71 182.20476),(72 183.04715),(73 182.16539),(74 182.57709),(75 183.9384),(76 184.00075),(77 183.96619),(78 183.77237),(79 183.9616),
(1 73.745186),(2 94.13003),(3 106.46028),(4 113.90165),(5 121.586296),(6 128.25249),(7 133.55156),(8 138.36002),(9 142.02518),(10 145.47939),(11 147.96954),(12 148.98674),(13 151.0341),(14 151.97131),(15 153.32964),(16 155.564),(17 156.23444),(18 158.65303),(19 159.93219),(20 159.12732),(21 160.91838),(22 159.42804),(23 159.3701),(24 161.94405),(25 162.67256),(26 163.41077),(27 163.93106),(28 165.05505),(29 165.83087),(30 166.9199),(31 167.25694),(32 168.75159),(33 171.63425),(34 172.95605),(35 175.86932),(36 175.80708),(37 176.4853),(38 178.04697),(39 178.86932),(40 179.84552),(41 181.72435),(42 181.63516),(43 182.67747),(44 183.21216),(45 184.01495),(46 184.29872),(47 186.1158),(48 185.3154),(49 185.22246),(50 186.5004),(51 186.38327),(52 185.74635),(53 186.04951),(54 184.43463),(55 184.03287),(56 183.20454),(57 184.08022),(58 182.69312),(59 181.16147),(60 180.31578),(61 178.82837),(62 177.3392),(63 176.23967),(64 175.91844),(65 175.81862),(66 175.65982),(67 176.02162),(68 176.11575),(69 176.6981),(70 178.05861),(71 178.4296),(72 178.17757),(73 179.33315),(74 178.73926),(75 179.3409),(76 180.25568),(77 181.5174),(78 181.30867),(79 180.4917),
(1 72.3985),(2 92.0981),(3 103.39793),(4 110.89228),(5 118.10092),(6 124.6137),(7 130.94041),(8 134.88426),(9 139.45331),(10 142.96417),(11 145.39467),(12 146.59482),(13 150.11266),(14 151.65643),(15 153.69327),(16 158.76294),(17 159.89154),(18 159.92783),(19 162.09987),(20 162.26996),(21 162.73885),(22 162.07898),(23 162.92053),(24 165.56706),(25 164.85492),(26 167.02635),(27 168.75374),(28 170.07211),(29 171.60313),(30 173.14226),(31 172.79018),(32 174.42848),(33 176.98677),(34 178.98589),(35 181.7373),(36 183.25597),(37 183.28732),(38 185.1656),(39 187.99014),(40 188.01256),(41 189.87128),(42 191.39043),(43 192.71236),(44 193.40413),(45 194.62978),(46 196.65588),(47 197.7695),(48 197.83606),(49 197.459),(50 198.27013),(51 198.21211),(52 196.7559),(53 195.5065),(54 195.66478),(55 195.12851),(56 194.49217),(57 194.00261),(58 193.33423),(59 191.00742),(60 189.78854),(61 186.98569),(62 186.53516),(63 185.4888),(64 183.31386),(65 182.90111),(66 182.37401),(67 182.66121),(68 183.51318),(69 184.7017),(70 186.13896),(71 185.60669),(72 184.40906),(73 183.70352),(74 181.97577),(75 182.45956),(76 182.60353),(77 181.9922),(78 182.19928),(79 181.43167),
(1 72.28082),(2 91.26978),(3 103.99155),(4 111.398415),(5 118.61691),(6 124.93012),(7 130.10683),(8 135.69041),(9 139.11636),(10 141.45123),(11 144.25049),(12 146.89955),(13 148.2865),(14 149.05632),(15 152.53487),(16 153.89072),(17 155.45187),(18 157.0543),(19 158.50993),(20 158.59221),(21 159.2366),(22 158.04713),(23 158.1182),(24 160.04451),(25 159.87854),(26 161.38887),(27 163.29817),(28 164.74837),(29 166.57666),(30 166.94058),(31 167.80481),(32 171.27948),(33 173.72885),(34 175.44014),(35 177.50664),(36 179.67441),(37 180.7492),(38 183.00996),(39 185.59158),(40 186.16483),(41 188.17294),(42 187.7387),(43 189.88037),(44 190.69038),(45 191.35628),(46 191.65372),(47 193.00406),(48 191.70313),(49 192.93884),(50 193.15456),(51 192.77754),(52 191.82286),(53 191.08257),(54 190.88332),(55 189.50346),(56 188.79971),(57 187.51569),(58 186.73247),(59 184.65567),(60 182.50697),(61 181.45096),(62 180.25787),(63 180.19025),(64 180.10461),(65 179.29352),(66 179.32962),(67 178.44313),(68 178.93268),(69 179.47841),(70 177.78438),(71 178.36679),(72 177.87161),(73 178.0251),(74 177.46788),(75 178.23813),(76 179.77826),(77 181.08002),(78 180.22595),(79 180.6374),
(1 72.89101),(2 92.825775),(3 105.24006),(4 111.36851),(5 118.772125),(6 124.32024),(7 129.48068),(8 134.23076),(9 136.78911),(10 139.27641),(11 141.24316),(12 143.42896),(13 145.17581),(14 146.3941),(15 148.0352),(16 149.9538),(17 152.28297),(18 154.65141),(19 155.93637),(20 157.70767),(21 158.75226),(22 157.79555),(23 157.36914),(24 160.50607),(25 160.59883),(26 162.7091),(27 166.06224),(28 166.38623),(29 168.86159),(30 169.9913),(31 172.60388),(32 175.29475),(33 177.48088),(34 179.49452),(35 181.6434),(36 182.88026),(37 183.50789),(38 185.06648),(39 187.09221),(40 189.04184),(41 189.62614),(42 191.31781),(43 192.65022),(44 195.7047),(45 194.7371),(46 198.3035),(47 197.17923),(48 196.8892),(49 196.18672),(50 195.76537),(51 194.63339),(52 194.26112),(53 192.16524),(54 191.65627),(55 190.91107),(56 190.17949),(57 189.02916),(58 188.17506),(59 187.31471),(60 185.56766),(61 183.38661),(62 182.4141),(63 183.23343),(64 181.71019),(65 181.07938),(66 180.65416),(67 181.21857),(68 180.72775),(69 180.04727),(70 180.12756),(71 179.94853),(72 180.27548),(73 179.96266),(74 179.95985),(75 179.61519),(76 181.30193),(77 182.10065),(78 182.08282),(79 181.89636),
(1 70.766754),(2 91.229294),(3 103.23049),(4 110.26219),(5 117.35436),(6 123.05202),(7 128.70413),(8 134.50299),(9 138.94731),(10 140.55971),(11 142.82185),(12 144.70198),(13 147.13194),(14 148.99275),(15 151.26274),(16 153.05772),(17 155.71272),(18 158.26834),(19 159.75812),(20 160.55292),(21 161.14104),(22 160.46178),(23 160.65999),(24 162.7387),(25 164.35208),(26 166.2348),(27 168.387),(28 169.60129),(29 170.3773),(30 171.28404),(31 172.14702),(32 173.28075),(33 175.37871),(34 179.29935),(35 182.03798),(36 184.05968),(37 186.9338),(38 188.8881),(39 190.24765),(40 192.30258),(41 193.04192),(42 194.87286),(43 195.72383),(44 196.81287),(45 198.18376),(46 200.23901),(47 199.01802),(48 200.08519),(49 200.9537),(50 199.29106),(51 199.50504),(52 199.04672),(53 199.45619),(54 199.57921),(55 199.30067),(56 198.40134),(57 197.3382),(58 195.91615),(59 194.57484),(60 192.2568),(61 189.7883),(62 188.61215),(63 188.90411),(64 187.47754),(65 187.13275),(66 186.02086),(67 186.26941),(68 186.11185),(69 184.7096),(70 184.00557),(71 184.48209),(72 185.04366),(73 183.7177),(74 183.23663),(75 183.88457),(76 185.38191),(77 185.21127),(78 184.66461),(79 183.88554),
(1 71.10495),(2 91.72522),(3 103.495605),(4 110.72035),(5 116.80144),(6 123.28195),(7 129.55792),(8 133.47252),(9 137.96838),(10 140.09993),(11 142.49959),(12 143.22885),(13 145.60141),(14 147.5151),(15 149.64668),(16 151.02353),(17 152.18652),(18 153.83807),(19 154.364),(20 155.01486),(21 154.34262),(22 154.76843),(23 154.12416),(24 157.70485),(25 158.72351),(26 159.75107),(27 161.59341),(28 163.43845),(29 166.1382),(30 167.75197),(31 171.54764),(32 172.56163),(33 174.46793),(34 176.6192),(35 179.92693),(36 181.41193),(37 184.46538),(38 186.32619),(39 187.86067),(40 188.58281),(41 189.23163),(42 190.85562),(43 192.12163),(44 193.97304),(45 193.95468),(46 195.4461),(47 194.63312),(48 194.98524),(49 193.88387),(50 193.06917),(51 192.45721),(52 190.8162),(53 189.7152),(54 189.10571),(55 187.42151),(56 187.295),(57 185.48004),(58 184.9352),(59 183.26476),(60 182.27577),(61 181.56485),(62 179.10379),(63 179.0086),(64 177.22665),(65 175.95561),(66 177.15192),(67 176.51622),(68 177.01761),(69 177.99242),(70 177.35583),(71 177.9003),(72 178.3706),(73 179.97998),(74 180.75354),(75 182.16808),(76 182.16928),(77 182.6609),(78 182.0849),(79 182.5292),
(1 69.99292),(2 89.731575),(3 102.99588),(4 108.55136),(5 115.17824),(6 120.29999),(7 125.97315),(8 129.83405),(9 134.6931),(10 138.02072),(11 139.67043),(12 141.84659),(13 142.87193),(14 144.13869),(15 145.68942),(16 147.81839),(17 149.40065),(18 149.91685),(19 151.70813),(20 152.4302),(21 152.67041),(22 152.86801),(23 154.14267),(24 156.59482),(25 158.46223),(26 159.11328),(27 161.27153),(28 162.76985),(29 163.82645),(30 165.31323),(31 166.85909),(32 169.01033),(33 171.98248),(34 175.44583),(35 177.00545),(36 178.72253),(37 181.28648),(38 182.65018),(39 185.02487),(40 186.08954),(41 187.18605),(42 188.77586),(43 189.89558),(44 192.54076),(45 192.15646),(46 193.04225),(47 192.99846),(48 193.13158),(49 192.34857),(50 192.8865),(51 192.6543),(52 191.26501),(53 192.67398),(54 191.56387),(55 190.31061),(56 189.14601),(57 187.88583),(58 184.5778),(59 182.56894),(60 181.3558),(61 178.84518),(62 176.5158),(63 175.81677),(64 174.90208),(65 173.1459),(66 172.62083),(67 171.41812),(68 171.156),(69 171.21512),(70 170.29596),(71 169.78488),(72 170.04997),(73 170.42299),(74 169.41411),(75 168.44365),(76 168.6621),(77 168.83582),(78 168.89346),(79 168.47533),
(1 71.03696),(2 91.439575),(3 102.93247),(4 110.45776),(5 118.42226),(6 123.73021),(7 130.05835),(8 133.97118),(9 138.08562),(10 141.21548),(11 144.88577),(12 145.83748),(13 146.95554),(14 148.37578),(15 151.73918),(16 153.87663),(17 157.157),(18 158.02405),(19 158.96281),(20 161.39441),(21 161.82944),(22 161.2069),(23 160.61186),(24 161.69522),(25 162.71785),(26 164.49956),(27 167.23122),(28 167.13072),(29 169.16087),(30 170.94972),(31 172.16197),(32 173.87935),(33 175.24084),(34 178.78658),(35 182.36938),(36 184.13824),(37 185.16199),(38 187.1423),(39 190.55647),(40 191.0184),(41 192.92632),(42 193.54478),(43 194.27017),(44 196.47902),(45 197.19577),(46 198.78078),(47 199.96346),(48 199.86858),(49 199.7991),(50 200.05348),(51 199.61024),(52 198.16458),(53 198.11095),(54 195.63875),(55 195.61874),(56 194.56458),(57 194.17876),(58 191.98376),(59 190.30028),(60 188.63771),(61 187.25266),(62 185.51859),(63 185.34116),(64 183.16595),(65 182.02989),(66 182.57806),(67 181.98495),(68 181.26869),(69 181.30406),(70 180.22212),(71 181.15392),(72 180.26372),(73 180.46797),(74 180.26288),(75 180.49155),(76 180.7932),(77 180.82678),(78 179.34499),(79 179.99323),
(1 69.25118),(2 88.0597),(3 101.05723),(4 107.38578),(5 112.93725),(6 117.95291),(7 123.14699),(8 127.390755),(9 131.8859),(10 134.64626),(11 137.39293),(12 138.83609),(13 141.51437),(14 143.08185),(15 143.95753),(16 146.96246),(17 149.44798),(18 151.41367),(19 152.36665),(20 153.06985),(21 154.7328),(22 154.41434),(23 154.10854),(24 156.16599),(25 157.0675),(26 156.73035),(27 160.29758),(28 161.26186),(29 162.67297),(30 164.34996),(31 164.98653),(32 166.8299),(33 168.62059),(34 170.36284),(35 173.38905),(36 175.22469),(37 177.32924),(38 177.83142),(39 179.47023),(40 180.53603),(41 182.10104),(42 183.39821),(43 183.96223),(44 185.27588),(45 185.20001),(46 185.5038),(47 187.75044),(48 187.17976),(49 186.14107),(50 185.91638),(51 185.9464),(52 185.20114),(53 184.82246),(54 183.30247),(55 182.66025),(56 182.40936),(57 182.74133),(58 181.6226),(59 180.74283),(60 179.75049),(61 178.9719),(62 176.58842),(63 175.59132),(64 174.52556),(65 174.59528),(66 175.30563),(67 176.04443),(68 176.08276),(69 175.27092),(70 175.74922),(71 175.815),(72 175.19278),(73 174.84892),(74 173.70738),(75 173.11725),(76 172.97963),(77 172.79616),(78 173.09222),(79 172.43875),
(1 68.93908),(2 88.72537),(3 100.79328),(4 107.26512),(5 114.25031),(6 118.7513),(7 124.41441),(8 127.78945),(9 132.13857),(10 134.81818),(11 136.51826),(12 138.58498),(13 140.321),(14 142.14415),(15 144.62387),(16 146.7204),(17 148.13971),(18 150.20085),(19 150.41127),(20 152.65709),(21 153.97655),(22 153.1949),(23 154.3478),(24 156.26044),(25 156.95901),(26 157.77031),(27 160.54095),(28 161.24022),(29 161.71666),(30 163.96819),(31 166.59415),(32 167.73378),(33 170.01878),(34 171.05235),(35 172.87962),(36 174.8496),(37 176.63509),(38 179.36444),(39 180.8566),(40 181.11969),(41 183.64603),(42 184.65111),(43 185.98668),(44 186.39233),(45 187.75449),(46 187.91603),(47 187.89514),(48 187.8164),(49 189.88351),(50 189.95004),(51 189.99458),(52 188.54874),(53 187.45804),(54 187.16454),(55 186.42674),(56 186.26865),(57 184.7833),(58 182.0534),(59 180.99017),(60 179.10738),(61 177.32008),(62 176.69966),(63 176.76779),(64 175.68332),(65 176.0615),(66 174.77551),(67 176.05319),(68 177.17662),(69 176.75697),(70 176.10425),(71 175.63951),(72 175.16434),(73 175.53038),(74 175.2459),(75 176.59373),(76 176.42911),(77 176.18832),(78 175.71051),(79 176.41629),
(1 68.647606),(2 87.49327),(3 99.35114),(4 105.687225),(5 112.41662),(6 117.53449),(7 122.66955),(8 126.279655),(9 129.96436),(10 133.6011),(11 135.75832),(12 138.53459),(13 139.57207),(14 140.73282),(15 142.48859),(16 143.42427),(17 145.34889),(18 147.11969),(19 148.30832),(20 149.71686),(21 151.08864),(22 151.03513),(23 151.79623),(24 153.70604),(25 153.90947),(26 155.49623),(27 156.48657),(28 156.79155),(29 156.97754),(30 158.8674),(31 161.57263),(32 163.18416),(33 165.97974),(34 168.39687),(35 171.02148),(36 173.15382),(37 174.53613),(38 177.12894),(39 179.298),(40 180.05301),(41 183.38766),(42 183.56863),(43 184.2674),(44 186.98529),(45 186.76218),(46 187.6744),(47 186.55887),(48 186.74712),(49 187.87245),(50 187.40387),(51 187.50456),(52 185.49266),(53 186.2937),(54 185.3721),(55 184.50851),(56 183.90402),(57 182.10593),(58 180.82712),(59 180.30965),(60 179.5445),(61 179.04185),(62 176.87357),(63 175.0018),(64 174.73505),(65 174.102),(66 174.26317),(67 174.46962),(68 175.39836),(69 175.69733),(70 174.52267),(71 175.03172),(72 174.99596),(73 174.89676),(74 174.78296),(75 175.94511),(76 175.06891),(77 175.06587),(78 175.36761),(79 175.44669),
(1 68.15453),(2 87.18092),(3 99.4099),(4 105.93338),(5 112.65077),(6 118.04572),(7 122.75388),(8 127.00452),(9 131.38994),(10 134.15671),(11 135.63135),(12 137.10982),(13 138.24106),(14 139.92288),(15 143.04956),(16 144.1498),(17 146.5828),(18 147.70837),(19 149.10864),(20 148.99565),(21 149.15268),(22 149.58125),(23 149.83025),(24 151.30412),(25 152.4516),(26 152.30629),(27 153.0839),(28 153.7189),(29 154.55775),(30 156.51645),(31 158.12624),(32 159.61194),(33 162.14357),(34 164.59966),(35 165.82158),(36 167.49886),(37 167.42009),(38 169.90546),(39 172.4689),(40 171.3936),(41 173.47571),(42 174.63945),(43 175.82353),(44 178.52751),(45 178.57785),(46 180.97462),(47 181.10252),(48 181.853),(49 183.05077),(50 183.71573),(51 183.73274),(52 183.09499),(53 183.29326),(54 182.79211),(55 182.53113),(56 183.07794),(57 183.35016),(58 181.88785),(59 180.7481),(60 178.46329),(61 177.14923),(62 175.9578),(63 175.98708),(64 176.13506),(65 174.3174),(66 175.57558),(67 175.28609),(68 175.64781),(69 175.9193),(70 176.13232),(71 175.74405),(72 175.52406),(73 175.76474),(74 175.87636),(75 176.77222),(76 176.2453),(77 176.90186),(78 176.49269),(79 176.05049),
