1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 184393.13),(2 453211.13),(3 829541.94),(4 1582838),(5 2476804.8),(6 3331920),(7 4461068),(8 5655106.5),(9 6730857.5),(10 7947670.5),(11 9134644),(12 10187728),(13 11428305),(14 12648468),(15 13759139),(16 15173621),(17 16695875),(18 18027304),(19 19579322),(20 21072762),(21 22320322),(22 23898914),(23 25516114),(24 26679560),(25 27969590),(26 28891386),(27 29560858),(28 30339600),(29 30982378),(30 31299824),(31 31951798),(32 32682866),(33 33280208),(34 34195970),(35 35385988),(36 36385884),(37 37712716),(38 39215016),(39 40436630),(40 41751228),(41 43162540),(42 44329244),(43 45519180),(44 46763676),(45 47848420),(46 49044332),(47 50659020),(48 52128716),(49 53756884),(50 55779052),(51 57709548),(52 59736900),(53 62264276),(54 64790900),(55 67736390),(56 71060160),(57 74300380),(58 77507896),(59 80965750),(60 84129224),(61 87303400),(62 90660056),(63 93901400),(64 97092520),(65 100686850),(66 103925350),(67 107262720),(68 110460710),(69 113468220),(70 116140584),(71 119031080),(72 121556470),(73 124022590),(74 126548480),(75 128658180),(76 130565540),(77 132430180),(78 133440700),(79 134054340),
(1 69.370094),(2 82.85051),(3 89.676575),(4 95.768776),(5 102.446976),(6 107.74369),(7 110.90897),(8 114.97925),(9 119.68097),(10 124.0078),(11 127.310684),(12 130.22682),(13 132.54817),(14 136.07224),(15 139.27348),(16 139.46535),(17 139.88603),(18 141.40471),(19 138.92636),(20 137.73436),(21 137.26753),(22 134.85544),(23 138.00226),(24 137.7366),(25 138.95673),(26 139.14185),(27 138.34154),(28 139.40521),(29 138.58708),(30 139.79776),(31 139.79984),(32 138.06883),(33 137.849),(34 136.35011),(35 137.77946),(36 138.22336),(37 139.45642),(38 140.49892),(39 139.88512),(40 142.16063),(41 143.8681),(42 146.26523),(43 147.23541),(44 146.82755),(45 147.77942),(46 148.96915),(47 149.21765),(48 150.28934),(49 150.24272),(50 153.2139),(51 152.35916),(52 153.78856),(53 156.76302),(54 158.81284),(55 157.45555),(56 156.54378),(57 157.81224),(58 156.10596),(59 156.83325),(60 156.18579),(61 155.95819),(62 156.45688),(63 155.0398),(64 156.7686),(65 157.50534),(66 157.79874),(67 158.45988),(68 158.19246),(69 159.03355),(70 159.72408),(71 159.11899),(72 159.1244),(73 161.39581),(74 161.93004),(75 162.8122),(76 162.72983),(77 162.09935),(78 163.19177),(79 164.31537),
(1 69.27207),(2 83.07461),(3 92.96717),(4 98.522156),(5 104.67871),(6 109.943565),(7 114.22008),(8 118.28628),(9 122.36054),(10 126.46344),(11 129.27968),(12 130.64302),(13 131.52646),(14 133.97876),(15 136.8955),(16 137.23357),(17 137.21283),(18 137.00793),(19 136.70648),(20 137.26976),(21 136.04396),(22 135.77376),(23 137.1847),(24 137.94075),(25 136.57281),(26 137.79622),(27 138.66293),(28 139.15288),(29 139.75946),(30 141.54259),(31 142.184),(32 142.22325),(33 142.36057),(34 142.34442),(35 144.77936),(36 145.36005),(37 146.6547),(38 146.47868),(39 148.9885),(40 149.67497),(41 149.8831),(42 151.5548),(43 153.23402),(44 155.07298),(45 155.60173),(46 158.5775),(47 158.73804),(48 161.49457),(49 161.2226),(50 163.2318),(51 164.17902),(52 164.02744),(53 164.35774),(54 164.23413),(55 163.61134),(56 162.79836),(57 161.39977),(58 160.1926),(59 160.49922),(60 161.16833),(61 160.51811),(62 161.26315),(63 163.18307),(64 162.19286),(65 165.2782),(66 165.11026),(67 165.71907),(68 166.65305),(69 166.53207),(70 166.6631),(71 168.59637),(72 170.81755),(73 171.51122),(74 173.4267),(75 174.33896),(76 175.19325),(77 175.10483),(78 174.59442),(79 176.56761),
(1 67.06155),(2 80.3373),(3 87.35135),(4 92.468864),(5 98.812836),(6 102.64435),(7 106.23211),(8 110.54969),(9 114.09837),(10 117.01704),(11 118.209656),(12 121.8026),(13 123.46401),(14 125.99099),(15 129.69786),(16 130.39311),(17 131.5602),(18 132.08102),(19 131.0443),(20 130.42403),(21 128.4052),(22 127.02266),(23 127.54582),(24 128.09178),(25 127.891624),(26 128.31094),(27 128.42236),(28 130.2678),(29 129.68666),(30 129.73608),(31 130.51009),(32 129.09811),(33 129.47855),(34 128.81232),(35 131.8787),(36 131.15721),(37 131.52933),(38 131.87914),(39 133.85043),(40 134.9873),(41 134.63129),(42 136.91032),(43 139.99953),(44 143.40607),(45 143.5646),(46 143.73058),(47 146.13611),(48 147.46793),(49 146.11),(50 146.99335),(51 147.60233),(52 148.72655),(53 149.34552),(54 149.89923),(55 149.29843),(56 147.83495),(57 146.55289),(58 146.4449),(59 146.08131),(60 146.30319),(61 147.85551),(62 148.98633),(63 148.98517),(64 151.12877),(65 153.00865),(66 154.6837),(67 157.03278),(68 157.56432),(69 157.33792),(70 158.6845),(71 161.85936),(72 164.04367),(73 163.18086),(74 164.2496),(75 165.08244),(76 165.05872),(77 164.92981),(78 164.91711),(79 166.45927),
(1 67.001205),(2 80.59458),(3 88.48445),(4 93.62983),(5 101.38732),(6 105.67695),(7 110.285805),(8 115.919586),(9 121.88149),(10 126.79393),(11 129.19443),(12 134.53842),(13 137.36046),(14 140.7044),(15 143.24333),(16 144.87111),(17 144.23817),(18 145.32536),(19 143.29509),(20 140.91716),(21 139.09311),(22 136.5874),(23 135.07805),(24 134.46347),(25 132.88962),(26 131.77783),(27 131.9513),(28 130.97316),(29 130.85062),(30 130.70697),(31 131.25542),(32 130.22615),(33 130.31238),(34 130.90518),(35 132.60625),(36 132.32718),(37 132.79869),(38 135.76083),(39 136.66176),(40 138.44849),(41 138.9174),(42 141.50435),(43 145.21347),(44 148.32645),(45 149.88405),(46 151.96503),(47 152.55234),(48 154.53915),(49 154.7263),(50 157.5668),(51 156.34605),(52 156.91122),(53 157.823),(54 158.4111),(55 157.84778),(56 158.49146),(57 157.71382),(58 157.37712),(59 156.88159),(60 155.97102),(61 154.98373),(62 155.72615),(63 155.1164),(64 156.00807),(65 157.7104),(66 157.69133),(67 158.47687),(68 160.59554),(69 160.54861),(70 162.31279),(71 162.59065),(72 164.98093),(73 167.485),(74 168.54146),(75 170.04826),(76 171.5073),(77 172.8045),(78 172.09349),(79 174.76175),
(1 65.80959),(2 78.93734),(3 87.18718),(4 90.80562),(5 97.118126),(6 102.003395),(7 107.26135),(8 111.03324),(9 114.704056),(10 117.58661),(11 118.42966),(12 120.75344),(13 124.02736),(14 127.20416),(15 129.64095),(16 128.71983),(17 128.8607),(18 128.83606),(19 127.415146),(20 127.69596),(21 126.09373),(22 122.621544),(23 122.97284),(24 125.398346),(25 124.53897),(26 123.50616),(27 125.75368),(28 125.98125),(29 126.705505),(30 125.8691),(31 126.887215),(32 125.3954),(33 127.27743),(34 125.56834),(35 128.59999),(36 127.81964),(37 127.6919),(38 129.45816),(39 130.66913),(40 133.27509),(41 133.9796),(42 134.97763),(43 136.88683),(44 138.54395),(45 138.5127),(46 139.31557),(47 140.91438),(48 143.67603),(49 144.00545),(50 146.07222),(51 146.08412),(52 147.84409),(53 146.66618),(54 147.64726),(55 147.76097),(56 149.21773),(57 148.21231),(58 147.50131),(59 147.81284),(60 148.81929),(61 147.76201),(62 146.61621),(63 147.42877),(64 147.50743),(65 150.17323),(66 149.01491),(67 149.9348),(68 150.036),(69 150.92876),(70 151.60985),(71 152.22534),(72 153.10439),(73 154.44125),(74 154.60617),(75 154.70557),(76 155.3451),(77 155.14163),(78 156.49942),(79 156.39732),
(1 67.371956),(2 79.80367),(3 87.50265),(4 92.62554),(5 98.20605),(6 103.865814),(7 108.57704),(8 114.106155),(9 118.43824),(10 121.83767),(11 123.82449),(12 126.91344),(13 128.49297),(14 131.01122),(15 132.57683),(16 132.6951),(17 133.89836),(18 134.2057),(19 135.31125),(20 133.13005),(21 133.73517),(22 132.6212),(23 133.98734),(24 135.59709),(25 135.43279),(26 135.25546),(27 137.1063),(28 137.45952),(29 138.10136),(30 137.0558),(31 137.46227),(32 136.77147),(33 136.48889),(34 137.65651),(35 138.92944),(36 137.74364),(37 138.11646),(38 139.41792),(39 140.57094),(40 140.52773),(41 140.91797),(42 143.64104),(43 145.5778),(44 145.99649),(45 146.31494),(46 146.5845),(47 148.53781),(48 150.43239),(49 152.38818),(50 154.34232),(51 153.52512),(52 153.84097),(53 155.29918),(54 155.94771),(55 156.3879),(56 157.0067),(57 157.03923),(58 157.31638),(59 157.72087),(60 158.30547),(61 158.55963),(62 158.39203),(63 159.86057),(64 161.48674),(65 163.83948),(66 163.40195),(67 164.90166),(68 166.21393),(69 166.67284),(70 166.97592),(71 166.91039),(72 168.58873),(73 169.781),(74 168.79124),(75 169.34921),(76 170.57294),(77 170.92413),(78 171.73625),(79 173.03427),
(1 65.723595),(2 78.54855),(3 85.93225),(4 92.30823),(5 97.21995),(6 102.20101),(7 106.140816),(8 111.753685),(9 115.96892),(10 119.81432),(11 122.31339),(12 125.466995),(13 128.76768),(14 132.18834),(15 133.4672),(16 132.49385),(17 131.26105),(18 131.55202),(19 132.87344),(20 130.26895),(21 128.73064),(22 126.31089),(23 126.37979),(24 127.76891),(25 127.85119),(26 126.56107),(27 126.74207),(28 127.65507),(29 127.442894),(30 126.68557),(31 126.98547),(32 126.96721),(33 128.8249),(34 129.7395),(35 130.9975),(36 131.98323),(37 132.93863),(38 135.26932),(39 137.30655),(40 138.2718),(41 139.95189),(42 143.13216),(43 145.619),(44 146.55103),(45 146.6497),(46 148.59554),(47 149.03685),(48 152.14796),(49 153.62956),(50 154.65472),(51 155.5987),(52 155.15778),(53 155.81252),(54 156.38446),(55 156.09915),(56 155.17726),(57 153.72032),(58 152.74751),(59 153.01692),(60 152.67944),(61 152.31819),(62 153.27536),(63 153.5092),(64 153.71089),(65 156.13306),(66 157.92589),(67 158.20627),(68 159.95628),(69 160.5582),(70 161.01569),(71 161.22638),(72 162.93364),(73 164.18076),(74 165.6199),(75 166.12254),(76 167.41379),(77 168.16815),(78 169.22137),(79 170.20164),
(1 64.657455),(2 77.62568),(3 84.77207),(4 91.402245),(5 97.09431),(6 101.440186),(7 104.59008),(8 110.340614),(9 114.258575),(10 117.5901),(11 121.14597),(12 122.518425),(13 125.43024),(14 127.50784),(15 129.92052),(16 129.02612),(17 129.6712),(18 130.4054),(19 129.73628),(20 129.0608),(21 126.09967),(22 126.637726),(23 126.99767),(24 127.59167),(25 126.86843),(26 125.29019),(27 126.66289),(28 126.04302),(29 126.0856),(30 125.98281),(31 126.288536),(32 125.7909),(33 125.37445),(34 128.09436),(35 127.98531),(36 128.55411),(37 129.43617),(38 131.95412),(39 133.24352),(40 133.67313),(41 134.21162),(42 136.03539),(43 137.91254),(44 139.03992),(45 139.58894),(46 142.25102),(47 142.16171),(48 143.29205),(49 144.55534),(50 145.8749),(51 145.78958),(52 147.07379),(53 147.8124),(54 146.44252),(55 147.30988),(56 146.56102),(57 145.40446),(58 143.99783),(59 144.00055),(60 142.88693),(61 142.06442),(62 142.1854),(63 142.53941),(64 143.61546),(65 146.33516),(66 145.59279),(67 147.1426),(68 149.73242),(69 149.8818),(70 149.96921),(71 151.49097),(72 152.10112),(73 153.67543),(74 156.22284),(75 155.87189),(76 156.13716),(77 156.17896),(78 156.75446),(79 156.19832),
(1 64.96372),(2 77.77838),(3 85.7468),(4 91.12319),(5 95.755905),(6 99.52223),(7 104.28561),(8 109.284256),(9 113.11238),(10 116.94511),(11 119.018425),(12 121.162834),(13 124.16397),(14 126.66759),(15 128.70712),(16 129.0894),(17 129.05872),(18 131.4388),(19 130.27127),(20 128.53261),(21 126.8906),(22 126.102936),(23 126.74972),(24 127.599594),(25 126.30138),(26 126.02465),(27 126.65421),(28 127.46815),(29 128.29736),(30 127.07432),(31 126.46068),(32 128.24652),(33 127.93733),(34 128.85507),(35 130.1098),(36 130.0806),(37 130.24338),(38 132.2097),(39 132.82814),(40 133.40059),(41 134.73183),(42 136.52914),(43 139.49554),(44 140.18953),(45 142.4075),(46 142.85095),(47 143.74806),(48 144.58397),(49 145.81056),(50 147.99908),(51 147.9728),(52 148.76614),(53 150.27219),(54 150.44307),(55 151.58185),(56 150.61197),(57 151.43452),(58 149.44737),(59 150.5068),(60 149.00998),(61 147.50626),(62 147.57152),(63 147.83058),(64 149.16483),(65 151.85776),(66 152.56143),(67 152.82965),(68 155.88364),(69 156.19974),(70 156.9522),(71 158.11995),(72 158.19759),(73 159.62643),(74 159.68645),(75 159.98886),(76 160.68105),(77 160.07227),(78 162.261),(79 162.8273),
(1 64.42113),(2 76.831856),(3 82.38737),(4 89.387856),(5 95.574646),(6 100.31439),(7 104.731995),(8 108.418396),(9 112.57659),(10 115.79053),(11 118.60765),(12 122.64943),(13 125.52093),(14 128.63785),(15 129.48796),(16 131.52333),(17 132.08215),(18 131.35396),(19 131.56796),(20 130.16527),(21 128.27019),(22 125.58137),(23 126.138916),(24 126.26269),(25 125.29055),(26 125.03023),(27 124.50458),(28 122.576904),(29 122.80669),(30 122.754845),(31 123.760124),(32 124.63614),(33 124.74189),(34 125.83357),(35 125.31073),(36 127.20704),(37 126.76232),(38 128.3223),(39 129.26593),(40 130.21463),(41 130.94522),(42 133.35898),(43 135.48723),(44 136.03755),(45 136.86093),(46 137.99202),(47 138.26315),(48 139.62978),(49 140.7338),(50 141.26811),(51 143.52829),(52 143.49435),(53 144.82356),(54 146.39828),(55 145.6962),(56 146.44046),(57 146.73485),(58 148.16953),(59 147.95335),(60 148.66667),(61 149.29257),(62 151.37299),(63 152.01614),(64 152.4486),(65 152.7293),(66 153.05394),(67 154.65211),(68 153.55885),(69 153.4279),(70 153.53589),(71 154.31697),(72 155.4923),(73 156.33177),(74 157.83209),(75 157.95818),(76 159.37976),(77 160.30765),(78 159.38852),(79 159.6158),
(1 63.12736),(2 76.05435),(3 83.266975),(4 88.53736),(5 94.85646),(6 98.43437),(7 103.0197),(8 107.528656),(9 111.44995),(10 114.0324),(11 116.73968),(12 119.51364),(13 120.97576),(14 122.52346),(15 123.90978),(16 126.654945),(17 128.69193),(18 128.34178),(19 129.16101),(20 127.86936),(21 124.82185),(22 124.012955),(23 126.19421),(24 127.945175),(25 126.48187),(26 128.1862),(27 128.48166),(28 128.27693),(29 128.71768),(30 129.69022),(31 129.47821),(32 130.37617),(33 130.19418),(34 130.44963),(35 131.60056),(36 131.9672),(37 132.44203),(38 132.37889),(39 134.34203),(40 134.9387),(41 135.7091),(42 136.6576),(43 139.44234),(44 140.54604),(45 141.72932),(46 142.50446),(47 143.6497),(48 145.41864),(49 146.89444),(50 147.72426),(51 149.25134),(52 149.35777),(53 150.65733),(54 151.36754),(55 151.27449),(56 151.2753),(57 151.7269),(58 151.36995),(59 151.42397),(60 152.15825),(61 151.88968),(62 151.68324),(63 151.22096),(64 150.711),(65 151.90201),(66 152.80609),(67 153.266),(68 154.95047),(69 154.79607),(70 156.30458),(71 156.9839),(72 158.88461),(73 159.1029),(74 159.7579),(75 160.56432),(76 160.04185),(77 161.83989),(78 161.49364),(79 162.94283),
(1 62.819973),(2 74.831696),(3 82.68414),(4 87.124344),(5 93.042885),(6 96.972336),(7 100.50457),(8 106.21837),(9 109.704315),(10 114.81959),(11 117.12764),(12 119.582436),(13 121.57524),(14 123.891685),(15 124.387596),(16 127.3785),(17 128.71875),(18 129.13399),(19 128.03912),(20 126.1256),(21 124.055756),(22 123.90878),(23 124.55185),(24 126.24446),(25 124.66296),(26 124.66895),(27 125.45071),(28 127.0946),(29 127.92415),(30 128.03),(31 127.89104),(32 128.84726),(33 129.11429),(34 128.91441),(35 130.7652),(36 131.84076),(37 131.92549),(38 131.85716),(39 134.3604),(40 136.24922),(41 138.01817),(42 138.95107),(43 139.84401),(44 141.71806),(45 143.05998),(46 144.48303),(47 144.60204),(48 144.10805),(49 145.68295),(50 147.45172),(51 147.68082),(52 146.35497),(53 147.06273),(54 147.9023),(55 148.61514),(56 146.61961),(57 146.35803),(58 145.59818),(59 145.38435),(60 144.16408),(61 143.06258),(62 143.98923),(63 145.09451),(64 145.86345),(65 147.68364),(66 148.6108),(67 149.66708),(68 150.37056),(69 152.28348),(70 153.00749),(71 153.55327),(72 156.03333),(73 155.39757),(74 156.10637),(75 155.36974),(76 154.35252),(77 154.85863),(78 154.1879),(79 153.9799),
(1 63.6732),(2 75.818565),(3 82.026505),(4 88.230034),(5 94.9519),(6 99.30476),(7 103.36083),(8 108.66352),(9 112.881424),(10 116.22418),(11 118.513245),(12 121.77568),(13 125.63744),(14 127.10286),(15 129.1116),(16 131.52992),(17 132.37418),(18 131.6956),(19 131.03796),(20 128.60287),(21 126.37491),(22 123.793),(23 125.35997),(24 123.8015),(25 123.46913),(26 124.48045),(27 124.49172),(28 124.483246),(29 124.620605),(30 125.01123),(31 124.96477),(32 124.2746),(33 124.43564),(34 125.24308),(35 126.10376),(36 126.94002),(37 127.73966),(38 129.36342),(39 130.91785),(40 131.7277),(41 132.3201),(42 133.70055),(43 135.01245),(44 136.58076),(45 138.21533),(46 140.54156),(47 140.76428),(48 143.31973),(49 144.69037),(50 146.096),(51 147.17195),(52 148.63927),(53 150.19414),(54 150.30583),(55 150.9072),(56 151.06693),(57 150.43692),(58 150.18999),(59 148.60672),(60 147.35236),(61 148.49042),(62 148.91426),(63 148.81804),(64 149.90689),(65 150.08891),(66 148.6245),(67 150.20528),(68 151.65778),(69 152.27695),(70 153.04399),(71 152.67947),(72 155.05574),(73 156.68628),(74 158.31416),(75 158.53287),(76 158.18236),(77 160.92749),(78 159.95485),(79 160.23083),
(1 62.19806),(2 73.212425),(3 79.574394),(4 84.41948),(5 89.24309),(6 93.68236),(7 98.641426),(8 104.342804),(9 107.39037),(10 109.740425),(11 113.171715),(12 115.90498),(13 119.16827),(14 122.07424),(15 124.69288),(16 125.44913),(17 125.51307),(18 126.91486),(19 126.01935),(20 124.29118),(21 121.79797),(22 120.89756),(23 121.061646),(24 120.973854),(25 121.40292),(26 121.52849),(27 121.14017),(28 122.06989),(29 121.529396),(30 121.14127),(31 122.48836),(32 123.295685),(33 123.83733),(34 124.28233),(35 126.40376),(36 126.551865),(37 127.45202),(38 129.17368),(39 130.40242),(40 132.00697),(41 132.33055),(42 134.32649),(43 137.97108),(44 138.44281),(45 140.81657),(46 143.14969),(47 145.1329),(48 145.74953),(49 147.3389),(50 147.89052),(51 148.36826),(52 148.95268),(53 151.41226),(54 151.79584),(55 151.60805),(56 152.03986),(57 152.70868),(58 151.36177),(59 151.05249),(60 150.56175),(61 151.25525),(62 151.6834),(63 152.1591),(64 152.46394),(65 152.5857),(66 152.27011),(67 152.06714),(68 153.19992),(69 152.2188),(70 152.2715),(71 152.30307),(72 153.63914),(73 152.48291),(74 154.07942),(75 154.77107),(76 154.64801),(77 154.90382),(78 155.87631),(79 155.58907),
(1 61.26624),(2 73.17228),(3 79.12618),(4 83.98679),(5 89.38737),(6 92.88151),(7 98.62024),(8 102.88694),(9 106.118515),(10 109.31441),(11 110.72755),(12 113.68005),(13 115.52325),(14 117.46194),(15 118.888016),(16 119.92052),(17 120.42245),(18 119.403915),(19 119.621414),(20 118.34471),(21 116.80022),(22 116.46632),(23 116.668236),(24 115.71779),(25 117.81699),(26 117.955505),(27 118.135635),(28 117.69183),(29 118.35415),(30 119.89446),(31 121.0473),(32 120.14823),(33 119.6792),(34 121.179535),(35 122.56778),(36 122.79774),(37 124.38119),(38 123.63196),(39 123.999825),(40 124.421875),(41 125.705536),(42 127.57433),(43 129.9683),(44 130.84514),(45 130.54025),(46 132.15579),(47 132.53835),(48 133.44685),(49 134.33221),(50 134.24031),(51 134.99268),(52 136.04582),(53 137.1603),(54 137.28351),(55 136.69185),(56 136.4111),(57 136.71901),(58 136.333),(59 137.1372),(60 136.58862),(61 137.04524),(62 135.7436),(63 136.31836),(64 136.58597),(65 137.74928),(66 139.42123),(67 139.50334),(68 140.86981),(69 139.97733),(70 140.31567),(71 140.13457),(72 142.05205),(73 142.40685),(74 142.92615),(75 142.18385),(76 144.03072),(77 144.00218),(78 144.13783),(79 145.24237),
(1 61.700855),(2 73.15467),(3 79.30288),(4 84.021034),(5 89.75678),(6 93.773346),(7 100.0248),(8 104.57349),(9 109.92496),(10 112.7835),(11 116.97594),(12 120.17398),(13 122.78873),(14 126.42262),(15 128.63185),(16 129.67426),(17 129.47917),(18 129.3838),(19 129.19838),(20 127.687454),(21 125.821365),(22 124.86504),(23 124.499016),(24 124.17501),(25 124.651634),(26 123.90105),(27 124.10538),(28 123.1889),(29 123.82588),(30 124.39762),(31 123.10231),(32 123.358246),(33 122.314575),(34 122.01849),(35 124.13186),(36 124.5548),(37 124.88219),(38 126.70477),(39 128.31517),(40 130.49199),(41 131.23901),(42 133.85406),(43 135.99406),(44 137.54604),(45 138.26636),(46 139.14893),(47 139.2557),(48 141.91902),(49 140.89749),(50 143.55362),(51 144.17828),(52 143.38309),(53 143.30914),(54 145.22037),(55 144.58598),(56 143.83318),(57 143.32582),(58 141.90244),(59 143.07558),(60 142.28671),(61 142.00087),(62 141.09981),(63 142.06119),(64 142.99675),(65 143.64935),(66 144.00941),(67 144.1755),(68 145.83229),(69 146.1276),(70 147.73784),(71 146.61395),(72 147.81776),(73 148.04172),(74 147.95677),(75 149.1109),(76 148.70654),(77 149.80496),(78 150.39508),(79 151.06985),
(1 60.128357),(2 71.87828),(3 78.23573),(4 83.6329),(5 88.752014),(6 93.18886),(7 97.85548),(8 102.04859),(9 104.685196),(10 109.3572),(11 111.844124),(12 114.09322),(13 117.02307),(14 119.28688),(15 120.4475),(16 119.72815),(17 121.45873),(18 120.71483),(19 120.039314),(20 119.15773),(21 117.752174),(22 116.97076),(23 117.59799),(24 117.636055),(25 117.60876),(26 117.84981),(27 117.38933),(28 117.67183),(29 117.07508),(30 115.9253),(31 115.36815),(32 116.097275),(33 116.28309),(34 116.09596),(35 118.737),(36 119.7848),(37 121.07465),(38 121.53298),(39 122.810715),(40 125.2819),(41 126.068184),(42 128.6687),(43 130.08255),(44 131.57481),(45 133.13232),(46 135.00378),(47 136.5627),(48 137.0336),(49 137.96556),(50 140.56097),(51 140.34024),(52 140.73715),(53 141.30225),(54 142.47751),(55 142.1121),(56 141.46573),(57 141.94002),(58 138.90419),(59 140.04428),(60 139.22142),(61 138.28316),(62 138.45024),(63 138.0078),(64 137.9437),(65 140.79202),(66 141.9443),(67 141.7922),(68 141.81883),(69 142.09492),(70 143.4866),(71 144.86081),(72 145.62605),(73 146.96625),(74 146.98955),(75 149.32831),(76 150.82251),(77 152.32176),(78 152.42079),(79 152.77477),
(1 59.000664),(2 70.11716),(3 76.76087),(4 82.43357),(5 87.81936),(6 91.188034),(7 95.99047),(8 101.88427),(9 104.39189),(10 108.45011),(11 110.204185),(12 113.540375),(13 116.06533),(14 118.65819),(15 120.71111),(16 121.73146),(17 123.22896),(18 124.00864),(19 123.60855),(20 121.09522),(21 120.145966),(22 117.72037),(23 117.734886),(24 118.21977),(25 117.933586),(26 119.27694),(27 120.16434),(28 119.18782),(29 118.545395),(30 118.31464),(31 117.562325),(32 118.2292),(33 118.02494),(34 118.33883),(35 118.75782),(36 120.054565),(37 121.6889),(38 121.8421),(39 122.66533),(40 122.73268),(41 123.93371),(42 126.503235),(43 128.46011),(44 129.12196),(45 131.04729),(46 132.3551),(47 133.22578),(48 133.84937),(49 135.78975),(50 138.25693),(51 138.24486),(52 139.59662),(53 141.03058),(54 141.58978),(55 141.21983),(56 142.362),(57 142.02963),(58 139.89932),(59 139.88416),(60 138.76283),(61 138.24838),(62 138.88538),(63 140.03049),(64 139.63483),(65 140.21683),(66 140.01093),(67 139.95268),(68 140.35034),(69 139.59822),(70 139.6339),(71 139.96704),(72 140.34439),(73 141.39833),(74 141.51735),(75 141.73834),(76 143.26923),(77 143.69614),(78 143.5272),(79 144.5776),
