1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 1643.1102),(2 2603.287),(3 3269.7666),(4 3714.4202),(5 4113.5747),(6 4520.6567),(7 4797.2295),(8 5006.167),(9 5170.5474),(10 5252.47),(11 5293.319),(12 5320.231),(13 5429.573),(14 5453.2905),(15 5515.3325),(16 5552.1333),(17 5578.444),(18 5647.5327),(19 5710.247),(20 5698.808),(21 5692.673),(22 5746.217),(23 5695.991),(24 5643.64),(25 5639.061),(26 5577.441),(27 5624.337),(28 5641.67),(29 5617.246),(30 5606.5615),(31 5571.3696),(32 5583.881),(33 5578.0625),(34 5513.434),(35 5508.9766),(36 5491.11),(37 5447.583),(38 5428.3745),(39 5467.327),(40 5523.694),(41 5571.685),(42 5575.0947),(43 5729.8154),(44 5705.143),(45 5731.901),(46 5761.7427),(47 5783.145),(48 5781.2104),(49 5827.6514),(50 5867.064),(51 5924.2217),(52 6025.897),(53 6036.4624),(54 6064.917),(55 6080.369),(56 6099.753),(57 6038.36),(58 6040.058),(59 5967.516),(60 5881.005),(61 5811.6367),(62 5802.3735),(63 5791.012),(64 5755.4844),(65 5718.1143),(66 5714.994),(67 5720.931),(68 5736.1367),(69 5758.8125),(70 5790.855),(71 5795.719),(72 5730.2373),(73 5757.138),(74 5744.0977),(75 5785.8745),(76 5754.9697),(77 5765.7183),(78 5787.4844),(79 5814.185),
(1 1591.7343),(2 2530.889),(3 3169.9138),(4 3594.5532),(5 4023.123),(6 4396.3486),(7 4686.9526),(8 4872.159),(9 5049.903),(10 5119.8545),(11 5214.2314),(12 5267.6997),(13 5323.6333),(14 5345.545),(15 5395.3896),(16 5406.8633),(17 5395.34),(18 5457.955),(19 5482.3447),(20 5522.484),(21 5496.317),(22 5478.3716),(23 5340.9497),(24 5333.0557),(25 5321.069),(26 5275.552),(27 5292.825),(28 5370.371),(29 5333.667),(30 5311.259),(31 5338.263),(32 5322.3384),(33 5310.9453),(34 5248.1396),(35 5286.502),(36 5282.0356),(37 5286.2246),(38 5293.1045),(39 5381.783),(40 5428.721),(41 5435.572),(42 5438.497),(43 5557.873),(44 5503.186),(45 5533.712),(46 5570.4272),(47 5628.3184),(48 5625.596),(49 5556.934),(50 5499.593),(51 5484.169),(52 5504.6777),(53 5558.504),(54 5576.1143),(55 5658.2354),(56 5687.285),(57 5620.1445),(58 5676.587),(59 5609.3506),(60 5590.397),(61 5517.0615),(62 5469.937),(63 5439.7964),(64 5367.449),(65 5384.746),(66 5379.566),(67 5403.001),(68 5419.2285),(69 5422.4077),(70 5450.6704),(71 5507.374),(72 5530.1357),(73 5603.3823),(74 5600.862),(75 5654.802),(76 5633.0894),(77 5683.0063),(78 5694.0557),(79 5682.569),
(1 1590.7073),(2 2532.8955),(3 3188.1602),(4 3659.3264),(5 4077.9856),(6 4408.595),(7 4672.463),(8 4894.5776),(9 5080.054),(10 5172.0806),(11 5256.5684),(12 5280.2026),(13 5330.2324),(14 5342.291),(15 5354.179),(16 5367.189),(17 5340.1064),(18 5330.0186),(19 5346.9785),(20 5348.645),(21 5275.565),(22 5260.5356),(23 5218.0923),(24 5216.9385),(25 5267.79),(26 5300.602),(27 5340.8013),(28 5429.554),(29 5354.868),(30 5336.893),(31 5281.3037),(32 5266.1396),(33 5212.0933),(34 5136.502),(35 5145.9385),(36 5131.711),(37 5098.977),(38 5066.709),(39 5142.407),(40 5198.8604),(41 5289.3604),(42 5351.952),(43 5495.07),(44 5515.0454),(45 5550.104),(46 5555.9478),(47 5594.606),(48 5605.823),(49 5555.325),(50 5523.877),(51 5535.5615),(52 5535.5225),(53 5593.9634),(54 5604.9824),(55 5639.2817),(56 5622.14),(57 5604.6797),(58 5637.6553),(59 5589.79),(60 5593.703),(61 5564.21),(62 5518.144),(63 5522.3877),(64 5457.6216),(65 5456.2764),(66 5443.2573),(67 5424.686),(68 5462.7466),(69 5429.523),(70 5429.0005),(71 5390.2764),(72 5360.0376),(73 5444.494),(74 5389.4688),(75 5440.6304),(76 5443.6685),(77 5530.1997),(78 5543.5176),(79 5544.9434),
(1 1547.0945),(2 2487.1758),(3 3108.0762),(4 3554.5947),(5 3956.6558),(6 4292.5215),(7 4535.9897),(8 4725.0913),(9 4876.262),(10 4985.3633),(11 5074.895),(12 5134.1426),(13 5197.7446),(14 5208.246),(15 5254.0103),(16 5261.6245),(17 5275.816),(18 5296.8843),(19 5308.8696),(20 5255.406),(21 5246.591),(22 5266.8022),(23 5182.848),(24 5210.3564),(25 5233.2207),(26 5259.3955),(27 5311.747),(28 5384.259),(29 5326.3315),(30 5292.552),(31 5271.156),(32 5260.7295),(33 5261.821),(34 5192.793),(35 5189.3657),(36 5119.663),(37 5134.155),(38 5190.2524),(39 5269.5747),(40 5309.9375),(41 5333.5757),(42 5400.801),(43 5494.5986),(44 5449.3228),(45 5493.7446),(46 5495.8354),(47 5493.74),(48 5517.694),(49 5508.0464),(50 5538.2827),(51 5569.6577),(52 5632.539),(53 5651.6973),(54 5697.4785),(55 5735.068),(56 5705.4155),(57 5680.6387),(58 5671.8735),(59 5603.1206),(60 5525.077),(61 5484.736),(62 5444.9976),(63 5420.9478),(64 5383.447),(65 5401.579),(66 5425.4526),(67 5426.977),(68 5441.3257),(69 5463.452),(70 5479.2505),(71 5466.4883),(72 5456.0625),(73 5550.886),(74 5500.889),(75 5510.3906),(76 5504.035),(77 5549.8657),(78 5553.844),(79 5613.5376),
(1 1554.8737),(2 2450.398),(3 3116.247),(4 3562.2861),(5 3934.77),(6 4231.4927),(7 4499.3774),(8 4702.978),(9 4848.9863),(10 4928.353),(11 5030.5366),(12 5112.372),(13 5185.9316),(14 5172.6514),(15 5239.478),(16 5254.9814),(17 5307.668),(18 5411.1694),(19 5426.808),(20 5443.415),(21 5411.721),(22 5412.618),(23 5311.911),(24 5306.7373),(25 5313.143),(26 5224.378),(27 5227.801),(28 5304.318),(29 5243.128),(30 5209.525),(31 5206.313),(32 5188.5757),(33 5138.5737),(34 5102.561),(35 5118.946),(36 5130.5996),(37 5143.3096),(38 5202.346),(39 5288.0464),(40 5320.4077),(41 5329.762),(42 5342.5557),(43 5447.075),(44 5312.0464),(45 5308.449),(46 5319.866),(47 5319.552),(48 5305.801),(49 5289.0654),(50 5325.2197),(51 5417.3496),(52 5467.88),(53 5550.685),(54 5614.6665),(55 5652.5293),(56 5653.015),(57 5633.395),(58 5627.673),(59 5521.7275),(60 5440.618),(61 5369.608),(62 5345.395),(63 5310.4956),(64 5236.8833),(65 5224.7925),(66 5224.876),(67 5234.874),(68 5257.98),(69 5295.517),(70 5302.6914),(71 5306.3633),(72 5336.471),(73 5444.3193),(74 5447.7666),(75 5497.328),(76 5533.526),(77 5584.75),(78 5598.0195),(79 5676.439),
(1 1542.4672),(2 2401.4895),(3 3069.5635),(4 3532.439),(5 3943.9343),(6 4268.241),(7 4521.8867),(8 4705.9536),(9 4818.6304),(10 4905.909),(11 5030.104),(12 5075.341),(13 5146.694),(14 5203.01),(15 5235.821),(16 5309.323),(17 5311.594),(18 5365.501),(19 5389.953),(20 5395.996),(21 5439.1636),(22 5449.722),(23 5459.71),(24 5434.2446),(25 5448.918),(26 5373.7007),(27 5367.6597),(28 5443.04),(29 5363.8633),(30 5272.366),(31 5252.729),(32 5225.705),(33 5163.6064),(34 5132.3984),(35 5094.0664),(36 5037.439),(37 5038.484),(38 5030.873),(39 5081.689),(40 5065.0527),(41 5130.1284),(42 5198.4688),(43 5361.2725),(44 5348.1987),(45 5383.8477),(46 5376.393),(47 5390.521),(48 5450.725),(49 5469.764),(50 5489.0215),(51 5532.237),(52 5573.0195),(53 5644.925),(54 5620.8335),(55 5607.615),(56 5560.5293),(57 5539.1323),(58 5522.9507),(59 5468.973),(60 5354.5874),(61 5284.522),(62 5263.7524),(63 5244.9976),(64 5196.138),(65 5168.2983),(66 5154.4565),(67 5159.328),(68 5218.958),(69 5266.1943),(70 5283.2793),(71 5339.213),(72 5335.473),(73 5463.786),(74 5469.682),(75 5490.798),(76 5519.445),(77 5532.9385),(78 5547.5264),(79 5644.741),
(1 1507.0199),(2 2386.4353),(3 3038.1724),(4 3477.4883),(5 3858.6929),(6 4140.247),(7 4360.9893),(8 4550.5957),(9 4693.43),(10 4760.559),(11 4827.737),(12 4847.4683),(13 4950.762),(14 5006.483),(15 5072.514),(16 5071.7407),(17 5088.319),(18 5121.0557),(19 5141.5884),(20 5164.746),(21 5195.3774),(22 5228.8887),(23 5204.5303),(24 5227.9385),(25 5275.305),(26 5212.9077),(27 5193.7334),(28 5239.241),(29 5149.3174),(30 5110.4854),(31 5097.034),(32 5062.566),(33 5031.9346),(34 4943.1216),(35 4901.1377),(36 4848.665),(37 4879.115),(38 4905.9844),(39 4945.8643),(40 4979.252),(41 5046.408),(42 5076.241),(43 5218.292),(44 5252.826),(45 5272.658),(46 5287.141),(47 5301.7773),(48 5360.9697),(49 5400.4375),(50 5430.7246),(51 5460.318),(52 5441.9272),(53 5510.532),(54 5476.9272),(55 5479.637),(56 5412.052),(57 5344.3623),(58 5335.5786),(59 5253.7905),(60 5177.2407),(61 5093.1587),(62 5065.6875),(63 5046.2637),(64 4997.037),(65 5032.712),(66 5013.201),(67 5050.3384),(68 5092.205),(69 5155.9106),(70 5199.7036),(71 5239.9917),(72 5244.347),(73 5392.2993),(74 5427.2695),(75 5400.538),(76 5422.7637),(77 5457.89),(78 5536.04),(79 5622.0854),
(1 1468.3279),(2 2326.2786),(3 2972.0022),(4 3420.5488),(5 3795.891),(6 4126.9995),(7 4348.0825),(8 4497.511),(9 4666.169),(10 4792.9194),(11 4869.173),(12 4869.6763),(13 4989.5854),(14 5036.517),(15 5112.7817),(16 5113.8105),(17 5123.7285),(18 5149.541),(19 5123.8115),(20 5112.6436),(21 5087.264),(22 5085.31),(23 5044.3247),(24 5082.377),(25 5099.4565),(26 5069.9604),(27 5068.439),(28 5053.0835),(29 4991.7905),(30 4985.2837),(31 4964.004),(32 4913.9116),(33 4833.0103),(34 4766.9424),(35 4712.9814),(36 4706.025),(37 4741.2686),(38 4726.427),(39 4790.759),(40 4813.869),(41 4866.9673),(42 4930.6313),(43 5046.8657),(44 5106.631),(45 5138.373),(46 5168.943),(47 5202.9673),(48 5242.995),(49 5265.488),(50 5307.389),(51 5365.7563),(52 5430.149),(53 5439.311),(54 5449.21),(55 5439.6885),(56 5418.441),(57 5375.1733),(58 5341.6636),(59 5214.061),(60 5120.995),(61 5030.37),(62 4966.134),(63 4941.122),(64 4849.7104),(65 4843.044),(66 4839.5107),(67 4856.9604),(68 4907.0664),(69 4944.883),(70 4950.2993),(71 4978.386),(72 4982.8706),(73 5093.7617),(74 5089.749),(75 5106.4063),(76 5072.938),(77 5132.334),(78 5133.371),(79 5173.2188),
(1 1453.6685),(2 2278.5894),(3 2874.1846),(4 3305.494),(5 3643.9316),(6 3967.1543),(7 4206.0703),(8 4399.0566),(9 4573.124),(10 4656.264),(11 4718.659),(12 4757.1177),(13 4817.267),(14 4808.6035),(15 4849.037),(16 4879.139),(17 4877.85),(18 4910.6035),(19 4923.4624),(20 4952.9546),(21 4946.279),(22 4947.1035),(23 4905.377),(24 4916.5605),(25 4938.6836),(26 4936.5474),(27 4927.0557),(28 4984.4224),(29 4935.1724),(30 4957.8584),(31 4981.465),(32 4964.3784),(33 4868.3535),(34 4798.7803),(35 4694.5405),(36 4680.4595),(37 4703.067),(38 4698.997),(39 4776.794),(40 4808.4395),(41 4827.176),(42 4885.3022),(43 5055.6445),(44 5101.743),(45 5139.955),(46 5227.4307),(47 5322.533),(48 5375.041),(49 5364.503),(50 5400.442),(51 5458.6733),(52 5479.0737),(53 5488.8643),(54 5466.5503),(55 5524.6475),(56 5506.228),(57 5488.999),(58 5504.265),(59 5395.7046),(60 5309.119),(61 5221.766),(62 5206.763),(63 5179.2813),(64 5092.269),(65 5071.644),(66 5085.6494),(67 5094.295),(68 5114.2095),(69 5159.4585),(70 5203.9834),(71 5241.9585),(72 5260.85),(73 5380.502),(74 5380.607),(75 5385.7734),(76 5392.287),(77 5405.3843),(78 5414.779),(79 5471.3975),
(1 1422.2881),(2 2213.421),(3 2775.6445),(4 3150.2124),(5 3489.3408),(6 3782.6238),(7 3993.9553),(8 4155.4272),(9 4307.157),(10 4364.708),(11 4434.051),(12 4460.2554),(13 4560.1274),(14 4610.825),(15 4612.657),(16 4613.281),(17 4657.331),(18 4681.753),(19 4687.3247),(20 4695.0522),(21 4675.0234),(22 4658.9995),(23 4657.043),(24 4704.5503),(25 4736.9517),(26 4768.812),(27 4737.6807),(28 4793.1978),(29 4725.7153),(30 4701.9233),(31 4672.1055),(32 4664.659),(33 4603.698),(34 4519.119),(35 4445.4536),(36 4411.74),(37 4465.0435),(38 4485.672),(39 4627.1104),(40 4678.251),(41 4722.1353),(42 4723.572),(43 4879.944),(44 4905.4116),(45 4932.2935),(46 4942.5273),(47 5005.536),(48 5064.939),(49 5081.1978),(50 5098.6025),(51 5163.8677),(52 5197.2383),(53 5233.197),(54 5255.2935),(55 5289.557),(56 5269.6826),(57 5226.437),(58 5243.2637),(59 5094.188),(60 5034.8374),(61 4978.1787),(62 4901.0303),(63 4890.4404),(64 4845.9976),(65 4843.2183),(66 4828.4585),(67 4855.31),(68 4842.3794),(69 4862.6133),(70 4851.781),(71 4866.54),(72 4882.9077),(73 5025.8247),(74 5015.8955),(75 5037.8003),(76 5067.199),(77 5120.8423),(78 5141.298),(79 5151.0605),
(1 1440.3287),(2 2235.2383),(3 2797.5925),(4 3197.0098),(5 3526.5266),(6 3822.8784),(7 4027.6948),(8 4181.188),(9 4334.843),(10 4380.0977),(11 4437.4355),(12 4460.14),(13 4570.355),(14 4593.631),(15 4593.5234),(16 4612.9434),(17 4617.3447),(18 4621.753),(19 4666.489),(20 4678.6797),(21 4665.0083),(22 4715.423),(23 4665.443),(24 4669.863),(25 4669.6094),(26 4688.2466),(27 4705.577),(28 4720.913),(29 4671.973),(30 4637.782),(31 4609.7383),(32 4601.393),(33 4552.289),(34 4479.7793),(35 4426.828),(36 4448.832),(37 4467.575),(38 4480.4224),(39 4605.0044),(40 4661.622),(41 4712.1826),(42 4782.522),(43 4882.76),(44 4902.7295),(45 4940.1743),(46 4964.7173),(47 4973.504),(48 5005.897),(49 5011.4063),(50 5021.9185),(51 5041.1816),(52 5125.877),(53 5117.8696),(54 5159.6714),(55 5187.5005),(56 5156.3315),(57 5109.9663),(58 5098.0454),(59 5010.991),(60 4918.007),(61 4875.1616),(62 4811.7544),(63 4819.759),(64 4783.107),(65 4794.0327),(66 4814.127),(67 4848.814),(68 4895.4194),(69 4865.053),(70 4863.425),(71 4833.3315),(72 4810.168),(73 4922.8193),(74 4936.9727),(75 4969.279),(76 4971.5273),(77 4979.3574),(78 4994.2393),(79 4997.971),
(1 1413.4816),(2 2188.718),(3 2697.2725),(4 3058.564),(5 3387.3352),(6 3668.2634),(7 3884.0068),(8 4055.1318),(9 4213.4297),(10 4290.05),(11 4372.477),(12 4413.039),(13 4550.6167),(14 4589.934),(15 4609.479),(16 4645.515),(17 4620.5283),(18 4654.0557),(19 4669.3936),(20 4668.1313),(21 4650.4414),(22 4666.1763),(23 4620.013),(24 4619.726),(25 4602.07),(26 4614.5405),(27 4686.1245),(28 4746.1343),(29 4702.563),(30 4695.102),(31 4636.1577),(32 4598.1396),(33 4574.9663),(34 4529.8906),(35 4453.855),(36 4446.9434),(37 4454.5034),(38 4440.754),(39 4483.8477),(40 4529.0024),(41 4554.4175),(42 4609.9937),(43 4755.194),(44 4776.031),(45 4831.232),(46 4849.0786),(47 4804.996),(48 4794.319),(49 4772.3354),(50 4762.438),(51 4777.649),(52 4770.7144),(53 4782.6904),(54 4770.628),(55 4811.0405),(56 4817.549),(57 4798.184),(58 4829.0996),(59 4777.2896),(60 4764.8926),(61 4728.4014),(62 4696.4653),(63 4679.207),(64 4623.5913),(65 4642.1367),(66 4668.5786),(67 4714.1816),(68 4729.962),(69 4762.196),(70 4795.264),(71 4791.9604),(72 4829.1484),(73 4938.6724),(74 4941.5776),(75 4984.552),(76 4947.07),(77 4973.5894),(78 4972.645),(79 4968.677),
(1 1359.9692),(2 2121.6665),(3 2603.7495),(4 2999.5547),(5 3294.0886),(6 3558.6758),(7 3763.0613),(8 3951.3215),(9 4073.203),(10 4154.8643),(11 4198.375),(12 4245.775),(13 4344.1826),(14 4369.9604),(15 4385.1533),(16 4378.1006),(17 4404.6636),(18 4481.953),(19 4496.949),(20 4480.076),(21 4471.905),(22 4477.53),(23 4455.3696),(24 4471.6167),(25 4461.56),(26 4465.082),(27 4532.225),(28 4599.2734),(29 4528.547),(30 4551.419),(31 4533.0483),(32 4545.295),(33 4506.2764),(34 4430.77),(35 4400.21),(36 4385.945),(37 4391.0054),(38 4427.541),(39 4487.9937),(40 4558.8105),(41 4587.227),(42 4658.695),(43 4792.6987),(44 4793.2295),(45 4839.8525),(46 4866.712),(47 4902.4053),(48 4901.814),(49 4923.0103),(50 4902.901),(51 4912.241),(52 4911.092),(53 4936.218),(54 4965.8184),(55 4973.5835),(56 5030.1025),(57 5006.531),(58 5053.691),(59 4981.878),(60 4895.924),(61 4838.682),(62 4806.8916),(63 4819.999),(64 4768.9897),(65 4762.1006),(66 4754.0483),(67 4762.602),(68 4791.7583),(69 4808.0664),(70 4805.4766),(71 4801.1523),(72 4768.8877),(73 4909.0938),(74 4873.42),(75 4898.428),(76 4913.654),(77 4939.87),(78 4948.951),(79 4945.1084),
(1 1380.7611),(2 2164.5425),(3 2675.9553),(4 3071.006),(5 3413.0938),(6 3708.1587),(7 3945.6055),(8 4139.548),(9 4262.0854),(10 4323.76),(11 4377.2607),(12 4414.6304),(13 4480.1772),(14 4506.1772),(15 4549.288),(16 4556.912),(17 4555.2173),(18 4640.728),(19 4656.814),(20 4655.0747),(21 4580.5674),(22 4593.064),(23 4565.4775),(24 4594.8438),(25 4630.735),(26 4636.6465),(27 4659.6245),(28 4725.474),(29 4650.6597),(30 4649.278),(31 4620.094),(32 4581.2856),(33 4526.2373),(34 4436.809),(35 4439.5913),(36 4462.1025),(37 4461.1387),(38 4474.8774),(39 4524.282),(40 4540.6943),(41 4545.1626),(42 4537.623),(43 4626.1377),(44 4631.4614),(45 4659.1157),(46 4700.023),(47 4738.6177),(48 4770.973),(49 4823.086),(50 4826.379),(51 4856.797),(52 4917.2866),(53 4929.5313),(54 4986.7495),(55 5008.728),(56 5006.2173),(57 4983.5938),(58 4953.1104),(59 4868.9463),(60 4756.096),(61 4687.8374),(62 4620.9473),(63 4586.5396),(64 4518.0913),(65 4551.3325),(66 4617.1543),(67 4682.49),(68 4730.9263),(69 4764.097),(70 4739.934),(71 4739.824),(72 4749.1245),(73 4835.706),(74 4785.463),(75 4783.548),(76 4753.914),(77 4801.7734),(78 4831.5493),(79 4855.447),
(1 1316.8672),(2 2042.8654),(3 2544.7974),(4 2906.0303),(5 3204.0137),(6 3488.916),(7 3686.8337),(8 3852.015),(9 3998.5134),(10 4060.0427),(11 4138.177),(12 4153.3774),(13 4269.964),(14 4294.4414),(15 4351.522),(16 4380.967),(17 4415.303),(18 4528.685),(19 4549.0186),(20 4550.923),(21 4483.4043),(22 4526.0713),(23 4433.8374),(24 4448.393),(25 4477.8364),(26 4435.302),(27 4432.159),(28 4450.6543),(29 4378.546),(30 4363.519),(31 4388.175),(32 4385.282),(33 4364.648),(34 4287.678),(35 4250.815),(36 4278.2134),(37 4276.2544),(38 4286.8745),(39 4268.153),(40 4263.7085),(41 4273.37),(42 4282.661),(43 4396.353),(44 4380.212),(45 4414.268),(46 4432.5854),(47 4476.982),(48 4504.491),(49 4549.907),(50 4541.5835),(51 4616.1113),(52 4628.094),(53 4656.3374),(54 4699.3633),(55 4736.0386),(56 4736.732),(57 4729.75),(58 4654.2544),(59 4540.189),(60 4481.98),(61 4454.4556),(62 4411.489),(63 4445.3286),(64 4416.7617),(65 4477.9404),(66 4500.866),(67 4522.477),(68 4557.649),(69 4589.4126),(70 4627.838),(71 4637.5483),(72 4638.415),(73 4741.973),(74 4704.6045),(75 4737.54),(76 4728.1543),(77 4760.9824),(78 4793.004),(79 4851.0127),
(1 1331.0116),(2 2066.1792),(3 2576.723),(4 2935.998),(5 3265.922),(6 3524.2327),(7 3738.2166),(8 3872.8145),(9 4007.8357),(10 4093.7476),(11 4165.466),(12 4203.049),(13 4351.728),(14 4382.161),(15 4426.141),(16 4447.2827),(17 4488.6313),(18 4494.511),(19 4481.4),(20 4442.879),(21 4388.2856),(22 4374.9824),(23 4341.183),(24 4373.1626),(25 4400.9604),(26 4396.6807),(27 4435.906),(28 4481.379),(29 4443.776),(30 4449.7627),(31 4469.927),(32 4477.356),(33 4445.9277),(34 4339.602),(35 4283.91),(36 4256.7813),(37 4228.927),(38 4230.3574),(39 4270.3594),(40 4295.1123),(41 4286.9497),(42 4343.9995),(43 4497.8213),(44 4499.2466),(45 4516.8794),(46 4529.6567),(47 4586.6826),(48 4643.2075),(49 4719.6074),(50 4734.3237),(51 4832.8374),(52 4902.5117),(53 4983.9663),(54 5027.2866),(55 5127.7217),(56 5089.883),(57 5061.275),(58 5045.261),(59 4952.4863),(60 4828.883),(61 4735.0474),(62 4650.585),(63 4596.445),(64 4523.307),(65 4508.6494),(66 4555.9307),(67 4610.953),(68 4644.2134),(69 4689.592),(70 4740.663),(71 4798.2417),(72 4767.289),(73 4840.5327),(74 4821.7495),(75 4837.348),(76 4851.3574),(77 4867.3037),(78 4917.883),(79 4918.1997),
(1 1332.6674),(2 2038.4395),(3 2505.7385),(4 2856.2886),(5 3191.1226),(6 3479.6982),(7 3675.677),(8 3825.2866),(9 3944.604),(10 4008.045),(11 4098.4316),(12 4126.106),(13 4214.2866),(14 4251.601),(15 4312.944),(16 4330.0845),(17 4378.3994),(18 4396.979),(19 4374.3325),(20 4369.0073),(21 4306.7393),(22 4307.982),(23 4212.2964),(24 4206.728),(25 4206.9995),(26 4182.7817),(27 4228.2607),(28 4325.813),(29 4309.2017),(30 4309.8423),(31 4290.586),(32 4287.5645),(33 4260.0396),(34 4207.175),(35 4146.0283),(36 4128.2847),(37 4125.8604),(38 4134.4126),(39 4191.8965),(40 4245.585),(41 4271.481),(42 4308.7847),(43 4438.3896),(44 4411.8213),(45 4427.0435),(46 4424.794),(47 4448.691),(48 4512.5024),(49 4566.485),(50 4603.586),(51 4671.641),(52 4740.5293),(53 4799.997),(54 4817.3853),(55 4829.7515),(56 4831.2817),(57 4816.6313),(58 4818.1846),(59 4741.936),(60 4680.7676),(61 4633.3564),(62 4578.9707),(63 4536.6934),(64 4485.039),(65 4472.1406),(66 4476.044),(67 4509.921),(68 4538.892),(69 4549.608),(70 4585.239),(71 4632.288),(72 4605.1455),(73 4658.4863),(74 4641.824),(75 4658.3413),(76 4686.188),(77 4710.9585),(78 4763.6084),(79 4799.113),
