1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 64424.566),(2 46810.25),(3 150444.25),(4 163641.19),(5 301239.63),(6 348006.53),(7 513321.03),(8 578696.7),(9 762184.5),(10 847126.25),(11 1056926.6),(12 1178836.6),(13 1438631.5),(14 1589946.4),(15 1862846.1),(16 2013388.4),(17 2280527.3),(18 2444845),(19 2750047.8),(20 2940785.3),(21 3264361.8),(22 3481278),(23 3822666.8),(24 4021017.3),(25 4384136),(26 4621415.5),(27 4983195),(28 5205844),(29 5575669.5),(30 5795688),(31 6158955.5),(32 6347427.5),(33 6643653.5),(34 6778850.5),(35 7052444.5),(36 7252553.5),(37 7627543.5),(38 7878418.5),(39 8296701.5),(40 8540268),(41 8916999),(42 9133723),(43 9493053),(44 9683373),(45 10016775),(46 10176464),(47 10428219),(48 10529736),(49 10771721),(50 10872699),(51 11092064),(52 11198136),(53 11462117),(54 11585027),(55 11808359),(56 11860773),(57 12021409),(58 11980557),(59 12043187),(60 11917364),(61 11902819),(62 11747356),(63 11775093),(64 11715701),(65 11769499),(66 11648780),(67 11707067),(68 11644600),(69 11718811),(70 11651695),(71 11699303),(72 11590477),(73 11619227),(74 11427821),(75 11368841),(76 11125243),(77 11078917),(78 10913943),(79 10934342),
(1 128.87553),(2 62.629368),(3 148.5238),(4 75.98591),(5 159.02661),(6 84.8344),(7 164.05896),(8 89.918434),(9 169.34753),(10 93.96686),(11 171.96864),(12 96.523125),(13 175.66496),(14 99.64951),(15 176.15312),(16 99.61201),(17 176.2309),(18 100.84917),(19 175.68077),(20 100.5933),(21 177.23987),(22 100.91536),(23 176.08948),(24 100.07451),(25 177.45465),(26 101.89145),(27 177.51865),(28 100.622925),(29 177.26416),(30 101.02901),(31 176.87537),(32 101.13295),(33 178.62772),(34 101.75709),(35 177.1479),(36 100.90172),(37 178.65155),(38 101.43835),(39 178.8613),(40 102.23613),(41 179.78854),(42 103.16166),(43 179.95264),(44 103.03631),(45 180.92459),(46 104.2274),(47 180.34386),(48 104.4494),(49 181.82971),(50 105.43902),(51 181.93898),(52 105.725296),(53 183.58028),(54 107.254005),(55 184.07616),(56 108.085106),(57 186.4687),(58 109.94227),(59 187.83212),(60 112.05075),(61 190.17886),(62 113.66756),(63 191.37961),(64 116.0656),(65 194.03322),(66 117.32281),(67 193.5399),(68 117.30503),(69 193.86975),(70 117.41777),(71 194.31645),(72 118.38898),(73 195.54576),(74 120.228455),(75 196.97917),(76 121.401215),(77 198.91843),(78 122.116),(79 199.79),
(1 121.86168),(2 61.859177),(3 142.36017),(4 74.729904),(5 152.61311),(6 82.44406),(7 156.90572),(8 86.96454),(9 161.31892),(10 90.124954),(11 163.83578),(12 92.49246),(13 166.74689),(14 95.536835),(15 168.14758),(16 96.174736),(17 168.44258),(18 97.29421),(19 168.94212),(20 97.49507),(21 169.89572),(22 98.05178),(23 168.68147),(24 96.57732),(25 169.16235),(26 98.06445),(27 169.14641),(28 96.90908),(29 169.23582),(30 97.70841),(31 168.69022),(32 97.027916),(33 169.97879),(34 97.60902),(35 169.92014),(36 97.67175),(37 170.76497),(38 98.983116),(39 171.0687),(40 98.30202),(41 171.62366),(42 97.99003),(43 169.66798),(44 97.16966),(45 171.43538),(46 99.05627),(47 171.29372),(48 99.24306),(49 172.88107),(50 100.04215),(51 172.4589),(52 99.81096),(53 174.93605),(54 100.96115),(55 174.1672),(56 101.76668),(57 176.35437),(58 103.64948),(59 178.25978),(60 106.29737),(61 179.80576),(62 107.84805),(63 182.2072),(64 110.038795),(65 182.91556),(66 109.43655),(67 182.75302),(68 109.85898),(69 184.46754),(70 111.80464),(71 185.68546),(72 112.912346),(73 188.5336),(74 116.19111),(75 189.19315),(76 118.89864),(77 192.97823),(78 120.87098),(79 194.34052),
(1 123.10264),(2 60.87653),(3 141.99654),(4 73.80419),(5 151.73003),(6 81.59582),(7 157.04472),(8 86.22713),(9 162.17502),(10 90.108955),(11 163.81262),(12 91.89163),(13 167.99928),(14 95.33037),(15 168.39928),(16 94.78218),(17 169.5327),(18 96.20465),(19 169.86844),(20 96.77964),(21 171.16516),(22 98.29042),(23 168.96812),(24 96.87644),(25 171.35399),(26 98.63971),(27 169.6722),(28 97.44616),(29 170.75452),(30 97.8781),(31 169.46303),(32 97.2796),(33 170.52345),(34 98.59585),(35 170.89581),(36 98.10837),(37 171.47633),(38 99.27332),(39 170.92445),(40 99.13831),(41 172.99036),(42 99.81671),(43 170.63368),(44 99.83117),(45 172.87206),(46 101.490746),(47 171.94188),(48 101.52799),(49 174.34764),(50 103.54969),(51 175.07889),(52 104.10115),(53 176.92542),(54 103.91183),(55 175.85345),(56 104.84603),(57 179.2005),(58 107.69678),(59 179.74539),(60 109.644745),(61 182.59584),(62 111.594666),(63 183.29065),(64 112.01535),(65 184.72246),(66 113.7955),(67 184.18674),(68 113.77893),(69 187.47665),(70 115.31203),(71 187.52335),(72 116.57893),(73 190.35861),(74 119.57341),(75 192.23375),(76 121.467606),(77 195.87029),(78 123.33409),(79 196.72575),
(1 124.04491),(2 60.719044),(3 143.59505),(4 72.97576),(5 153.37366),(6 82.21429),(7 158.79204),(8 85.90645),(9 163.05434),(10 90.13021),(11 165.01219),(12 92.035095),(13 168.5295),(14 95.068985),(15 168.54881),(16 94.86158),(17 169.98752),(18 97.39769),(19 169.95811),(20 96.3048),(21 170.84389),(22 96.81732),(23 169.80191),(24 96.2223),(25 170.74588),(26 97.40602),(27 170.38112),(28 96.939545),(29 171.01443),(30 98.49252),(31 171.32323),(32 98.8094),(33 173.10095),(34 98.95494),(35 170.68674),(36 98.95609),(37 172.14618),(38 100.83955),(39 172.67412),(40 100.53674),(41 173.23718),(42 101.02406),(43 172.39664),(44 100.19196),(45 173.33978),(46 100.551636),(47 171.49277),(48 100.42766),(49 174.02599),(50 102.21421),(51 173.32129),(52 101.34181),(53 174.52324),(54 103.36253),(55 174.8192),(56 103.928894),(57 178.18237),(58 106.36492),(59 178.59052),(60 106.94764),(61 179.15245),(62 108.27422),(63 180.5266),(64 108.62829),(65 182.447),(66 110.49236),(67 182.29834),(68 111.08165),(69 185.73819),(70 112.33135),(71 185.71062),(72 115.10227),(73 189.23149),(74 117.375175),(75 192.9914),(76 120.55372),(77 195.54272),(78 123.565865),(79 197.305),
(1 120.976746),(2 60.506783),(3 139.25533),(4 72.759575),(5 149.96497),(6 80.58741),(7 154.52272),(8 85.98985),(9 161.33626),(10 91.25426),(11 163.29164),(12 93.20516),(13 167.336),(14 95.971825),(15 167.1746),(16 95.59105),(17 168.0456),(18 96.632576),(19 167.02684),(20 96.46409),(21 169.19817),(22 97.58336),(23 168.0343),(24 95.48388),(25 168.5394),(26 96.00432),(27 166.67639),(28 94.55337),(29 167.77171),(30 95.515465),(31 166.69945),(32 95.14915),(33 168.32751),(34 96.78671),(35 167.98209),(36 97.49668),(37 168.97353),(38 98.65455),(39 168.9927),(40 97.972855),(41 169.75864),(42 98.86277),(43 168.94257),(44 98.08138),(45 169.56761),(46 98.66088),(47 168.02992),(48 97.8337),(49 170.86998),(50 99.47535),(51 170.47156),(52 100.25792),(53 172.38652),(54 101.40967),(55 172.75609),(56 102.18058),(57 176.85641),(58 105.12466),(59 176.79732),(60 106.22576),(61 178.89632),(62 108.13548),(63 180.08736),(64 109.15248),(65 181.5854),(66 109.60562),(67 180.71776),(68 109.2168),(69 183.46414),(70 110.84532),(71 184.62254),(72 112.80916),(73 187.06114),(74 115.397575),(75 188.77292),(76 116.182274),(77 190.19202),(78 117.50377),(79 189.35063),
(1 122.087685),(2 59.719574),(3 139.22763),(4 71.02914),(5 149.04478),(6 79.32277),(7 154.722),(8 84.430016),(9 159.62102),(10 88.74426),(11 161.7208),(12 90.47229),(13 163.88947),(14 93.43594),(15 165.59343),(16 93.16024),(17 166.4384),(18 93.88626),(19 164.68239),(20 93.83167),(21 166.7264),(22 94.8598),(23 165.64436),(24 93.3168),(25 166.33072),(26 94.29196),(27 165.95511),(28 93.24058),(29 165.42377),(30 93.68258),(31 164.31949),(32 93.193985),(33 166.11633),(34 94.815254),(35 165.40547),(36 94.48739),(37 167.31921),(38 96.12653),(39 168.54059),(40 96.52648),(41 168.52426),(42 97.47277),(43 169.38847),(44 97.81072),(45 169.97542),(46 98.27913),(47 169.17787),(48 98.93145),(49 171.17026),(50 100.07917),(51 171.50432),(52 100.97973),(53 173.62982),(54 102.12366),(55 173.5288),(56 103.88462),(57 176.27231),(58 105.377556),(59 176.88554),(60 107.440994),(61 180.92183),(62 109.4366),(63 181.75665),(64 109.544304),(65 184.1808),(66 111.85096),(67 185.24277),(68 112.880806),(69 185.37173),(70 113.73312),(71 186.26295),(72 115.05418),(73 188.08743),(74 117.15723),(75 190.3355),(76 119.08778),(77 192.35312),(78 120.5852),(79 192.93648),
(1 118.302956),(2 58.484),(3 135.57661),(4 70.28907),(5 145.86589),(6 78.520966),(7 151.37204),(8 82.96727),(9 155.9673),(10 86.984955),(11 157.31364),(12 88.2608),(13 160.82005),(14 91.44704),(15 161.11638),(16 91.189896),(17 162.51563),(18 92.329445),(19 160.92969),(20 93.00789),(21 163.20013),(22 93.66709),(23 162.08727),(24 93.42486),(25 164.0124),(26 95.76453),(27 163.87083),(28 94.54726),(29 164.40297),(30 95.95922),(31 163.78404),(32 95.28083),(33 165.03673),(34 95.97096),(35 164.2938),(36 95.4617),(37 165.89299),(38 97.25694),(39 166.70766),(40 96.67041),(41 167.24101),(42 97.026115),(43 165.29202),(44 97.41286),(45 167.56189),(46 96.932495),(47 166.2838),(48 97.36574),(49 167.11964),(50 97.77534),(51 167.27774),(52 98.439835),(53 167.9825),(54 98.81874),(55 167.68462),(56 99.840965),(57 170.02077),(58 101.40838),(59 170.87189),(60 102.13475),(61 173.44353),(62 104.37047),(63 175.52252),(64 106.339294),(65 178.02606),(66 107.44816),(67 177.25984),(68 108.20721),(69 178.68729),(70 109.499054),(71 178.9198),(72 109.973755),(73 181.26901),(74 113.127205),(75 182.53738),(76 114.22461),(77 185.18054),(78 116.01529),(79 186.5818),
(1 117.983505),(2 58.143883),(3 135.69693),(4 70.63687),(5 146.3347),(6 78.573265),(7 151.43466),(8 83.30277),(9 156.69252),(10 86.5746),(11 158.12642),(12 89.08746),(13 162.09424),(14 92.14766),(15 163.72583),(16 92.85794),(17 164.343),(18 93.242096),(19 164.09299),(20 93.93427),(21 166.43358),(22 94.302315),(23 164.84412),(24 94.57634),(25 165.82669),(26 95.3413),(27 165.76755),(28 94.75823),(29 166.85724),(30 96.1199),(31 166.21593),(32 95.45742),(33 166.63379),(34 95.861946),(35 166.24557),(36 95.621025),(37 166.93582),(38 96.11008),(39 168.04578),(40 95.99777),(41 168.97502),(42 97.23777),(43 167.83702),(44 97.36785),(45 169.99753),(46 98.46512),(47 168.55487),(48 97.24568),(49 170.21031),(50 98.80159),(51 170.5429),(52 99.33999),(53 171.31674),(54 99.69957),(55 170.52199),(56 100.28992),(57 173.32916),(58 102.27946),(59 172.6182),(60 102.29811),(61 174.51474),(62 104.74189),(63 177.57861),(64 106.36898),(65 179.15727),(66 108.49463),(67 179.60379),(68 107.861496),(69 179.62224),(70 108.069214),(71 180.5092),(72 109.64452),(73 182.24013),(74 111.71745),(75 185.16312),(76 115.7401),(77 189.39029),(78 118.01049),(79 190.58884),
(1 118.29834),(2 58.017815),(3 137.06273),(4 70.70282),(5 146.81117),(6 78.37711),(7 152.18132),(8 82.32532),(9 155.86589),(10 86.71211),(11 158.60161),(12 87.7534),(13 160.89514),(14 90.25173),(15 162.69801),(16 90.98581),(17 163.2374),(18 92.41629),(19 162.71735),(20 92.942154),(21 165.00822),(22 93.42618),(23 163.78711),(24 92.48809),(25 164.42702),(26 93.28934),(27 163.4682),(28 92.05404),(29 163.2102),(30 92.6621),(31 163.30287),(32 92.57992),(33 162.97673),(34 92.87443),(35 163.26755),(36 92.61008),(37 163.65674),(38 93.87396),(39 164.03378),(40 94.01621),(41 164.37726),(42 93.765175),(43 164.44313),(44 94.81476),(45 167.06157),(46 96.0212),(47 165.35211),(48 95.754364),(49 166.86856),(50 95.96983),(51 167.86998),(52 97.30016),(53 169.0986),(54 98.4749),(55 169.08916),(56 100.19339),(57 171.73009),(58 102.82204),(59 172.6001),(60 103.4865),(61 174.5581),(62 105.35939),(63 177.01024),(64 107.08588),(65 178.68633),(66 108.14771),(67 179.00023),(68 108.42059),(69 180.04893),(70 109.25304),(71 180.60675),(72 109.66296),(73 182.5168),(74 112.44208),(75 185.21498),(76 115.776665),(77 188.34619),(78 118.854774),(79 189.95334),
(1 114.97479),(2 57.072433),(3 132.7471),(4 69.49927),(5 142.49359),(6 76.63009),(7 147.57556),(8 80.972725),(9 152.44211),(10 85.463806),(11 154.53105),(12 87.761185),(13 158.259),(14 89.93925),(15 159.32623),(16 90.119514),(17 160.10764),(18 91.62709),(19 159.19522),(20 91.32562),(21 159.61963),(22 92.36277),(23 159.23373),(24 92.07165),(25 160.056),(26 92.667046),(27 159.78374),(28 92.12118),(29 159.8616),(30 92.2792),(31 159.348),(32 91.915245),(33 159.67119),(34 92.81466),(35 160.33978),(36 93.11749),(37 160.80318),(38 93.33337),(39 160.93353),(40 93.40445),(41 161.81715),(42 94.004005),(43 161.4404),(44 94.71168),(45 162.49152),(46 94.99926),(47 162.51828),(48 95.215775),(49 163.22864),(50 95.62188),(51 163.41457),(52 95.20835),(53 164.26753),(54 96.14873),(55 164.75041),(56 97.0048),(57 166.78683),(58 99.497055),(59 167.85545),(60 100.84519),(61 170.4679),(62 103.89698),(63 172.32188),(64 104.11793),(65 174.23378),(66 105.64495),(67 175.32933),(68 106.475044),(69 176.52104),(70 107.64424),(71 176.22517),(72 108.09214),(73 177.80219),(74 109.8575),(75 179.93587),(76 112.9421),(77 182.92795),(78 115.85061),(79 184.71376),
(1 116.16167),(2 55.89428),(3 133.80649),(4 68.08973),(5 143.21428),(6 75.79585),(7 148.51392),(8 80.6623),(9 153.29709),(10 83.83092),(11 154.57515),(12 84.83624),(13 157.2558),(14 88.40057),(15 158.85411),(16 88.75184),(17 159.74797),(18 89.164185),(19 159.03777),(20 89.7637),(21 160.23444),(22 90.82538),(23 160.09605),(24 90.13647),(25 160.92464),(26 91.86067),(27 160.88367),(28 90.16079),(29 161.4715),(30 91.40735),(31 161.372),(32 89.84086),(33 161.13135),(34 90.155495),(35 160.06923),(36 90.16774),(37 162.03157),(38 91.74493),(39 162.76369),(40 91.54113),(41 162.81235),(42 91.90925),(43 161.96924),(44 91.20553),(45 162.4704),(46 92.82321),(47 163.00876),(48 93.16345),(49 165.39763),(50 95.009415),(51 165.59332),(52 95.06193),(53 166.97823),(54 96.12122),(55 166.57442),(56 96.59326),(57 169.69748),(58 98.09565),(59 169.65157),(60 98.74698),(61 171.51933),(62 101.64689),(63 173.66373),(64 103.13429),(65 175.72302),(66 104.7919),(67 176.63261),(68 105.227104),(69 177.75153),(70 106.438644),(71 178.83037),(72 107.886444),(73 181.25642),(74 110.40225),(75 183.60817),(76 113.43029),(77 184.72418),(78 114.03869),(79 184.79073),
(1 113.81675),(2 55.07838),(3 130.94528),(4 67.353325),(5 140.83397),(6 75.367065),(7 145.56943),(8 79.630066),(9 149.20183),(10 81.40103),(11 149.51576),(12 83.095825),(13 151.74011),(14 85.81987),(15 153.70984),(16 86.26664),(17 154.95523),(18 87.05784),(19 155.45027),(20 88.158134),(21 156.84943),(22 88.626595),(23 156.62672),(24 88.320755),(25 157.6113),(26 89.80233),(27 156.98465),(28 89.180725),(29 157.7887),(30 89.61406),(31 157.75255),(32 89.88744),(33 157.73314),(34 89.635574),(35 157.40921),(36 89.867485),(37 159.13512),(38 92.216354),(39 159.73062),(40 91.388336),(41 160.3653),(42 91.950935),(43 159.41376),(44 92.41735),(45 161.08241),(46 92.74254),(47 159.72887),(48 93.356895),(49 161.6003),(50 94.25968),(51 161.34874),(52 93.90387),(53 163.26674),(54 95.04998),(55 162.37592),(56 94.02437),(57 163.27821),(58 96.46323),(59 164.69414),(60 96.72148),(61 166.70204),(62 99.38344),(63 167.68398),(64 99.82926),(65 170.11685),(66 101.25015),(67 169.98967),(68 101.163666),(69 169.68134),(70 101.63277),(71 169.92685),(72 101.66248),(73 171.47742),(74 103.1565),(75 173.07298),(76 105.19805),(77 174.76424),(78 107.81279),(79 176.08595),
(1 113.821144),(2 54.9069),(3 130.44974),(4 67.17978),(5 139.71085),(6 74.79029),(7 144.40677),(8 79.01677),(9 150.04878),(10 82.93425),(11 151.05283),(12 84.038086),(13 153.90869),(14 87.07712),(15 156.2799),(16 88.271385),(17 157.5507),(18 88.764694),(19 157.47844),(20 90.33772),(21 160.45041),(22 90.38926),(23 158.15854),(24 90.54257),(25 158.83072),(26 90.66835),(27 158.21075),(28 89.23388),(29 157.89801),(30 89.20326),(31 157.99269),(32 89.95076),(33 157.30481),(34 89.19922),(35 157.40286),(36 89.40474),(37 158.47025),(38 91.84402),(39 159.48157),(40 91.860085),(41 160.54398),(42 91.432785),(43 159.04132),(44 91.47162),(45 161.03883),(46 92.837425),(47 160.36545),(48 94.428314),(49 163.042),(50 94.54911),(51 163.38937),(52 94.77465),(53 164.84581),(54 96.92836),(55 164.7582),(56 97.27383),(57 167.74535),(58 99.7467),(59 168.90562),(60 101.15395),(61 170.79068),(62 102.73716),(63 171.98972),(64 103.18785),(65 173.10065),(66 103.30719),(67 171.683),(68 103.195885),(69 171.69543),(70 102.41524),(71 171.00717),(72 103.034836),(73 173.36313),(74 105.474),(75 174.85193),(76 107.49435),(77 177.36156),(78 109.2615),(79 178.50699),
(1 112.61737),(2 53.961823),(3 128.95697),(4 65.25891),(5 137.83315),(6 72.78407),(7 142.31697),(8 77.00526),(9 148.11916),(10 80.47726),(11 149.54646),(12 81.691765),(13 152.58624),(14 84.770294),(15 153.72339),(16 83.92849),(17 153.23964),(18 84.99945),(19 153.28116),(20 86.04466),(21 156.17546),(22 87.18171),(23 154.76262),(24 87.37939),(25 155.91583),(26 88.302765),(27 155.48466),(28 86.55011),(29 156.29655),(30 87.310776),(31 155.49632),(32 87.67927),(33 156.39903),(34 87.44878),(35 154.91733),(36 86.85235),(37 156.27626),(38 87.53669),(39 156.9056),(40 88.23012),(41 157.4203),(42 89.410965),(43 157.23238),(44 88.881836),(45 157.3951),(46 89.50564),(47 157.64224),(48 89.790474),(49 159.5965),(50 90.801796),(51 159.94951),(52 91.19487),(53 161.593),(54 92.26541),(55 160.63904),(56 93.24712),(57 162.56435),(58 94.95893),(59 162.91245),(60 95.70188),(61 165.98477),(62 96.931656),(63 166.3659),(64 98.23537),(65 166.84969),(66 98.81266),(67 166.20676),(68 98.87304),(69 168.22343),(70 100.5569),(71 168.9378),(72 101.87523),(73 171.40646),(74 104.12885),(75 173.31453),(76 106.5368),(77 176.536),(78 108.56346),(79 175.96254),
(1 111.39498),(2 53.998955),(3 128.18231),(4 65.07606),(5 137.36458),(6 73.1535),(7 142.24173),(8 77.18262),(9 146.28961),(10 79.824585),(11 147.6844),(12 81.197945),(13 150.17256),(14 83.85037),(15 151.40501),(16 83.33731),(17 152.96771),(18 84.74053),(19 152.63586),(20 85.48183),(21 153.93764),(22 86.23262),(23 152.49768),(24 85.42549),(25 153.55301),(26 86.328384),(27 152.58487),(28 85.15495),(29 152.38727),(30 85.8196),(31 151.49513),(32 84.833145),(33 151.13297),(34 85.4366),(35 152.16278),(36 85.54438),(37 153.3407),(38 86.67778),(39 153.76883),(40 86.94167),(41 154.2757),(42 87.57176),(43 153.49664),(44 86.82374),(45 154.06294),(46 88.22132),(47 154.36371),(48 89.056526),(49 155.80684),(50 89.97518),(51 156.17911),(52 90.07817),(53 157.61844),(54 91.243454),(55 157.6813),(56 92.72311),(57 159.27211),(58 93.79958),(59 160.29196),(60 94.97606),(61 161.36777),(62 96.13087),(63 163.34319),(64 97.21353),(65 163.95187),(66 97.43887),(67 164.18932),(68 98.01015),(69 164.45517),(70 98.72039),(71 164.97981),(72 98.61318),(73 166.22717),(74 99.9491),(75 166.74985),(76 100.76113),(77 168.2257),(78 102.12803),(79 169.06772),
(1 110.5007),(2 54.401543),(3 128.21573),(4 66.05782),(5 138.0964),(6 74.41576),(7 141.99603),(8 77.93191),(9 146.22897),(10 80.6999),(11 147.33714),(12 82.46653),(13 149.78215),(14 84.8462),(15 151.34413),(16 83.70068),(17 151.60121),(18 84.91315),(19 150.71826),(20 86.0441),(21 152.25494),(22 86.31187),(23 152.19572),(24 85.95207),(25 153.27304),(26 86.40722),(27 151.17613),(28 84.37858),(29 151.51843),(30 85.6047),(31 151.54451),(32 86.419304),(33 153.1335),(34 86.500336),(35 153.09428),(36 87.44408),(37 153.96971),(38 88.207825),(39 155.4821),(40 89.26409),(41 156.35983),(42 89.875046),(43 155.74698),(44 89.87173),(45 155.86444),(46 90.69545),(47 155.43146),(48 91.12273),(49 158.02786),(50 92.23111),(51 158.09488),(52 92.449104),(53 159.17989),(54 93.88226),(55 160.36128),(56 94.35027),(57 162.22925),(58 96.100044),(59 162.95837),(60 97.02022),(61 164.1006),(62 99.06052),(63 165.52689),(64 99.71255),(65 166.68773),(66 99.74526),(67 166.51982),(68 100.32207),(69 167.78123),(70 101.51604),(71 167.26869),(72 101.30226),(73 168.94751),(74 103.32449),(75 171.30151),(76 106.20897),(77 175.16876),(78 108.01784),(79 175.57196),
(1 110.136986),(2 54.2334),(3 126.82445),(4 65.51733),(5 136.78665),(6 71.696815),(7 139.66734),(8 75.92611),(9 145.72522),(10 79.98725),(11 147.47481),(12 81.721176),(13 150.3624),(14 85.180725),(15 152.07735),(16 85.12381),(17 152.7227),(18 86.05558),(19 152.1216),(20 85.772484),(21 153.56346),(22 86.10999),(23 151.7354),(24 85.66092),(25 153.49362),(26 86.448074),(27 151.55586),(28 85.20415),(29 153.00063),(30 86.393394),(31 152.3931),(32 86.31732),(33 152.69379),(34 87.53863),(35 153.24521),(36 87.965614),(37 155.30283),(38 88.8285),(39 155.5075),(40 88.74233),(41 154.98126),(42 88.05071),(43 153.58447),(44 88.06102),(45 154.74141),(46 88.73996),(47 154.50014),(48 88.80371),(49 156.84267),(50 90.12749),(51 158.53432),(52 90.797775),(53 159.3049),(54 91.566795),(55 159.52725),(56 93.37327),(57 160.3652),(58 93.540115),(59 161.4608),(60 95.23237),(61 162.43408),(62 96.1384),(63 163.24881),(64 96.7849),(65 163.27055),(66 97.33481),(67 164.88185),(68 98.09598),(69 165.36307),(70 98.8146),(71 165.38551),(72 99.9671),(73 167.74985),(74 101.37105),(75 170.09012),(76 103.58752),(77 171.98691),(78 105.30907),(79 173.42146),
(1 109.18517),(2 53.497322),(3 126.022484),(4 64.64564),(5 134.90178),(6 71.92274),(7 140.41193),(8 76.602196),(9 145.2644),(10 80.50278),(11 146.59174),(12 82.33239),(13 149.56857),(14 84.32207),(15 150.93839),(16 84.64266),(17 152.11618),(18 86.36469),(19 152.1723),(20 86.36554),(21 152.58096),(22 86.86018),(23 152.0339),(24 86.27379),(25 154.33783),(26 87.30713),(27 152.2663),(28 85.89294),(29 151.95628),(30 86.467766),(31 151.32387),(32 85.19972),(33 151.01608),(34 86.87442),(35 150.48761),(36 86.1957),(37 151.46143),(38 86.35052),(39 150.63483),(40 84.937454),(41 150.5501),(42 84.95655),(43 148.78465),(44 84.528534),(45 150.43181),(46 86.0694),(47 150.94151),(48 87.45051),(49 153.68245),(50 88.98137),(51 154.78807),(52 88.895676),(53 155.72618),(54 90.38261),(55 156.52719),(56 92.376015),(57 159.1316),(58 94.5085),(59 159.737),(60 95.43469),(61 160.42323),(62 97.03411),(63 163.03644),(64 98.49203),(65 164.87946),(66 99.75469),(67 164.67429),(68 99.25535),(69 165.88324),(70 99.82726),(71 165.6667),(72 100.19669),(73 167.61339),(74 103.12128),(75 169.5487),(76 104.51619),(77 171.98503),(78 107.540085),(79 173.92883),
