1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 4227),(2 12260.28),(3 22544.678),(4 35212.76),(5 52423.49),(6 73015.62),(7 96162.445),(8 115786.48),(9 140758.25),(10 162555.42),(11 186896.75),(12 208331.75),(13 230735.7),(14 256192.5),(15 283088.9),(16 308637),(17 336819.66),(18 364290.84),(19 393047.13),(20 416576.6),(21 438883.9),(22 464702.1),(23 491865.16),(24 521970.6),(25 551530.06),(26 579979.44),(27 603645.94),(28 618900.44),(29 636839.1),(30 650770.5),(31 665647.56),(32 686438.3),(33 710347.3),(34 735359.5),(35 753415.2),(36 763393.8),(37 773232.3),(38 778389.7),(39 788112.06),(40 788213.7),(41 791347),(42 790494.25),(43 788872),(44 780994.8),(45 767211.7),(46 759508.5),(47 750006),(48 739001.75),(49 738852.5),(50 735924.3),(51 733935),(52 735684.94),(53 735159.44),(54 729921.94),(55 724827.25),(56 717128.5),(57 713014.7),(58 707834.06),(59 711618.25),(60 708650),(61 706656.75),(62 702633.2),(63 702901.44),(64 701704.06),(65 701690.8),(66 702661.3),(67 697774.3),(68 689194.7),(69 683645.3),(70 665535.56),(71 641528.56),(72 620796.7),(73 599134.8),(74 578475.3),(75 557942.4),(76 537731.3),(77 522725.34),(78 507633),(79 497592.6),
(1 133.91234),(2 194.29744),(3 243.74937),(4 270.67816),(5 294.5269),(6 313.55243),(7 327.98224),(8 341.8035),(9 356.2746),(10 365.0696),(11 376.54877),(12 384.45895),(13 401.05472),(14 408.64545),(15 419.09042),(16 424.4555),(17 427.63412),(18 432.30865),(19 436.17963),(20 439.7383),(21 441.98505),(22 443.26065),(23 445.71384),(24 448.02112),(25 451.01468),(26 452.9662),(27 456.6442),(28 457.79163),(29 461.53726),(30 461.90536),(31 465.472),(32 467.34924),(33 467.70993),(34 468.7613),(35 467.8635),(36 468.2383),(37 468.25845),(38 468.64917),(39 473.87698),(40 475.7936),(41 476.12424),(42 476.95862),(43 477.9194),(44 480.2542),(45 480.9579),(46 484.0397),(47 484.14523),(48 485.8629),(49 487.57437),(50 485.51297),(51 486.94376),(52 489.36243),(53 492.65973),(54 493.4489),(55 493.55655),(56 496.2226),(57 498.3211),(58 497.2795),(59 498.054),(60 495.2265),(61 497.07782),(62 498.76028),(63 499.85947),(64 502.10773),(65 502.88312),(66 504.15567),(67 506.65344),(68 507.15167),(69 508.41293),(70 509.82648),(71 509.71182),(72 511.73593),(73 514.9505),(74 513.0503),(75 513.03284),(76 513.16644),(77 515.6123),(78 516.5539),(79 514.2985),
(1 135.11081),(2 195.78209),(3 243.60213),(4 269.95773),(5 295.39798),(6 315.0163),(7 332.1717),(8 344.9269),(9 359.9566),(10 370.10147),(11 380.16626),(12 387.90347),(13 406.8367),(14 413.43228),(15 421.0388),(16 426.44022),(17 430.1159),(18 433.32538),(19 438.54422),(20 442.35825),(21 446.10413),(22 449.3886),(23 450.4692),(24 453.0817),(25 456.89783),(26 456.11932),(27 461.53503),(28 459.5488),(29 458.64566),(30 459.5346),(31 464.21115),(32 467.90848),(33 469.9453),(34 472.59967),(35 471.93854),(36 472.16165),(37 473.4087),(38 476.6939),(39 480.75345),(40 483.91736),(41 484.12057),(42 487.73083),(43 487.81442),(44 490.28183),(45 489.7727),(46 488.34354),(47 487.57288),(48 487.78836),(49 489.8723),(50 491.72348),(51 491.633),(52 491.74908),(53 491.46414),(54 491.24368),(55 492.0195),(56 492.8383),(57 494.06842),(58 495.96225),(59 497.43436),(60 498.81396),(61 498.59152),(62 500.76923),(63 499.49017),(64 498.6642),(65 500.57678),(66 502.7208),(67 505.3255),(68 505.50455),(69 507.72998),(70 509.78265),(71 511.04684),(72 511.35867),(73 512.932),(74 514.5199),(75 514.18097),(76 514.4923),(77 514.85187),(78 515.55145),(79 514.4906),
(1 131.93625),(2 190.12894),(3 237.19698),(4 261.70056),(5 284.69595),(6 305.04514),(7 321.39685),(8 332.8814),(9 346.78696),(10 357.8926),(11 369.83463),(12 380.77023),(13 392.70105),(14 401.38306),(15 412.59958),(16 416.2866),(17 422.47955),(18 426.28903),(19 430.96826),(20 434.01706),(21 439.28424),(22 442.7643),(23 445.35797),(24 444.37192),(25 445.89975),(26 448.0583),(27 449.0945),(28 449.8597),(29 448.94754),(30 446.7377),(31 447.7642),(32 448.12708),(33 446.41046),(34 449.23746),(35 450.29187),(36 450.89508),(37 453.42715),(38 457.16608),(39 459.4278),(40 462.50897),(41 462.46945),(42 464.22787),(43 464.5046),(44 465.4989),(45 464.68027),(46 463.5673),(47 463.92465),(48 464.79654),(49 465.89133),(50 469.0697),(51 472.30014),(52 471.88992),(53 471.8704),(54 472.53284),(55 474.41678),(56 473.00293),(57 473.22906),(58 475.4917),(59 477.26947),(60 479.65146),(61 478.7099),(62 479.94025),(63 480.06915),(64 480.94196),(65 481.8134),(66 485.13403),(67 485.74493),(68 486.3478),(69 487.31152),(70 490.50922),(71 491.3936),(72 491.24234),(73 495.77246),(74 496.63153),(75 499.6465),(76 502.3028),(77 504.64337),(78 507.46136),(79 507.51498),
(1 131.61055),(2 190.03831),(3 237.58148),(4 261.73642),(5 284.4591),(6 303.42603),(7 317.90317),(8 329.2841),(9 344.83456),(10 355.5678),(11 365.86646),(12 376.03287),(13 389.99954),(14 399.3586),(15 411.56277),(16 413.288),(17 416.65726),(18 420.52884),(19 424.0073),(20 427.27487),(21 430.09592),(22 431.6047),(23 433.21912),(24 433.71448),(25 438.09933),(26 436.22137),(27 439.41806),(28 439.80615),(29 438.821),(30 439.47784),(31 439.12296),(32 442.59125),(33 441.91245),(34 442.54343),(35 443.69693),(36 445.27228),(37 447.93622),(38 449.91467),(39 452.47186),(40 455.51517),(41 456.40094),(42 456.6339),(43 457.96423),(44 456.01273),(45 455.8472),(46 455.926),(47 456.62503),(48 459.01068),(49 461.67676),(50 462.73175),(51 466.7517),(52 469.89435),(53 473.78577),(54 475.7559),(55 476.88818),(56 478.00723),(57 480.48248),(58 480.36627),(59 480.6394),(60 482.9851),(61 482.98285),(62 488.3457),(63 487.09338),(64 487.44482),(65 488.292),(66 489.46912),(67 489.04865),(68 487.98566),(69 487.74927),(70 487.35498),(71 487.91208),(72 486.1569),(73 487.8141),(74 488.80576),(75 492.63547),(76 493.49765),(77 494.82962),(78 495.3986),(79 494.801),
(1 128.1636),(2 184.12799),(3 232.06575),(4 256.7087),(5 279.5604),(6 296.7392),(7 312.36746),(8 325.73016),(9 340.52493),(10 353.2669),(11 363.28815),(12 371.66797),(13 385.55228),(14 393.58643),(15 403.7432),(16 406.7977),(17 411.7612),(18 417.6129),(19 421.26645),(20 427.12106),(21 429.81238),(22 430.2182),(23 431.7445),(24 436.0127),(25 438.23383),(26 440.35272),(27 442.6608),(28 440.51636),(29 440.9818),(30 440.79105),(31 440.45538),(32 441.94464),(33 444.3295),(34 445.81635),(35 446.12634),(36 447.58807),(37 448.35468),(38 450.4797),(39 452.33368),(40 452.4974),(41 455.91302),(42 458.73355),(43 459.94427),(44 459.20453),(45 460.26346),(46 459.12897),(47 459.8896),(48 460.59915),(49 460.5475),(50 462.18198),(51 466.2237),(52 465.64853),(53 468.64078),(54 471.09335),(55 473.9263),(56 472.1997),(57 471.4669),(58 469.66382),(59 469.7193),(60 470.4606),(61 470.11777),(62 473.9162),(63 473.6666),(64 474.22427),(65 475.05222),(66 475.46353),(67 477.92316),(68 479.71234),(69 482.29886),(70 483.28452),(71 485.0078),(72 483.79025),(73 483.898),(74 483.29172),(75 486.00723),(76 486.2566),(77 486.57303),(78 487.39697),(79 488.5847),
(1 128.06918),(2 184.12471),(3 232.30754),(4 254.78879),(5 278.8593),(6 295.79166),(7 310.7782),(8 323.17838),(9 335.93542),(10 348.46637),(11 359.51483),(12 368.36136),(13 382.41238),(14 390.6706),(15 400.037),(16 403.0831),(17 409.4075),(18 414.99594),(19 416.34308),(20 419.78635),(21 422.10593),(22 423.52057),(23 426.88513),(24 429.0541),(25 430.64523),(26 434.39096),(27 437.42163),(28 434.7841),(29 436.6398),(30 438.09827),(31 441.29242),(32 443.13757),(33 445.65485),(34 444.2906),(35 447.27512),(36 451.28162),(37 451.2939),(38 454.7693),(39 455.3578),(40 456.22873),(41 456.06055),(42 458.34366),(43 459.57306),(44 459.46307),(45 462.19968),(46 460.39612),(47 463.2247),(48 465.44562),(49 465.367),(50 464.5374),(51 465.62097),(52 463.9707),(53 464.82043),(54 466.55136),(55 465.8898),(56 466.0376),(57 465.87518),(58 463.77783),(59 463.20337),(60 461.89178),(61 461.8835),(62 463.62662),(63 462.86017),(64 463.09344),(65 462.6692),(66 460.93646),(67 460.84412),(68 462.86752),(69 465.4358),(70 465.75473),(71 467.6218),(72 467.17664),(73 467.60345),(74 468.44144),(75 474.47952),(76 475.13928),(77 477.5692),(78 480.2025),(79 481.376),
(1 127.24747),(2 182.54562),(3 228.383),(4 251.96925),(5 276.8213),(6 293.96985),(7 308.925),(8 324.3617),(9 337.04727),(10 346.8257),(11 356.0918),(12 364.03183),(13 377.20453),(14 384.82635),(15 394.2172),(16 396.4796),(17 400.16077),(18 402.8487),(19 405.9842),(20 408.125),(21 409.96188),(22 411.67075),(23 416.44272),(24 416.44257),(25 421.26086),(26 423.35266),(27 423.93732),(28 427.00742),(29 428.16083),(30 429.3898),(31 433.22583),(32 435.8295),(33 437.50146),(34 436.55374),(35 437.75497),(36 440.71234),(37 442.24722),(38 443.6249),(39 446.2805),(40 447.68924),(41 448.18546),(42 450.04138),(43 452.76703),(44 452.35046),(45 453.357),(46 452.26022),(47 451.84503),(48 452.43005),(49 451.7166),(50 452.09015),(51 455.56174),(52 454.22552),(53 453.8644),(54 456.97806),(55 457.8349),(56 458.4274),(57 457.18777),(58 456.7802),(59 457.59964),(60 456.91278),(61 458.49777),(62 464.2147),(63 465.32227),(64 466.77438),(65 469.06094),(66 471.54514),(67 472.63934),(68 474.38788),(69 475.0762),(70 475.42902),(71 476.10992),(72 477.47888),(73 477.60678),(74 477.79385),(75 478.40955),(76 480.40286),(77 484.72723),(78 487.05313),(79 489.93982),
(1 123.333046),(2 177.36734),(3 221.48264),(4 246.83325),(5 267.4543),(6 285.12967),(7 298.49316),(8 312.2944),(9 325.49426),(10 336.78394),(11 345.42032),(12 354.01038),(13 368.9446),(14 379.03668),(15 384.92853),(16 389.2762),(17 392.6604),(18 396.3222),(19 399.8718),(20 401.34677),(21 403.31577),(22 405.0653),(23 407.2664),(24 411.22095),(25 415.20227),(26 417.4428),(27 419.18768),(28 419.19855),(29 420.826),(30 420.43732),(31 420.8794),(32 422.82578),(33 422.81522),(34 426.05365),(35 426.45352),(36 427.77676),(37 425.59378),(38 428.50366),(39 429.19315),(40 430.47784),(41 431.34238),(42 432.8453),(43 434.14862),(44 434.9079),(45 431.90427),(46 434.0142),(47 432.93988),(48 431.37762),(49 433.1533),(50 433.9679),(51 436.61505),(52 439.41302),(53 441.31647),(54 443.30038),(55 443.26828),(56 441.93497),(57 443.4864),(58 444.1639),(59 446.58633),(60 447.7694),(61 448.05905),(62 449.44012),(63 452.43335),(64 454.84628),(65 455.01346),(66 457.14917),(67 457.2289),(68 459.593),(69 460.41913),(70 462.02298),(71 465.33698),(72 465.00342),(73 465.73578),(74 467.14108),(75 469.85135),(76 471.8765),(77 475.40155),(78 477.85587),(79 479.9583),
(1 122.388115),(2 177.35936),(3 221.91656),(4 246.28766),(5 266.11334),(6 282.89597),(7 298.9531),(8 314.49924),(9 326.6055),(10 337.08044),(11 344.597),(12 352.51898),(13 365.36017),(14 377.2371),(15 386.6362),(16 392.81708),(17 400.65942),(18 401.0435),(19 402.6245),(20 404.6242),(21 408.62775),(22 413.14258),(23 416.24524),(24 419.77512),(25 423.02884),(26 425.43915),(27 426.63312),(28 427.32318),(29 427.2027),(30 428.099),(31 425.32318),(32 426.62463),(33 426.69153),(34 426.60254),(35 426.23187),(36 425.94324),(37 424.30063),(38 424.11954),(39 427.40308),(40 431.4524),(41 434.19388),(42 433.6393),(43 433.06085),(44 434.70673),(45 430.42038),(46 428.43808),(47 427.8421),(48 427.09),(49 430.0296),(50 429.99524),(51 433.08667),(52 438.22952),(53 439.35092),(54 440.42853),(55 442.6294),(56 443.50372),(57 444.6726),(58 446.5307),(59 448.83102),(60 448.8837),(61 451.38153),(62 451.24362),(63 453.2114),(64 455.43088),(65 459.5642),(66 458.2773),(67 461.0705),(68 462.59998),(69 462.41483),(70 461.3231),(71 459.99927),(72 458.87106),(73 459.323),(74 460.42117),(75 464.40073),(76 465.85312),(77 465.93127),(78 467.98807),(79 466.48602),
(1 121.844154),(2 174.40143),(3 220.51323),(4 244.67648),(5 265.13007),(6 282.11035),(7 298.36926),(8 312.8114),(9 324.55664),(10 337.05566),(11 346.16086),(12 353.18906),(13 365.33368),(14 370.9351),(15 379.48062),(16 383.9869),(17 388.97244),(18 391.77658),(19 394.21875),(20 396.6852),(21 398.33118),(22 402.71292),(23 404.4482),(24 406.04065),(25 407.49463),(26 409.04346),(27 411.46158),(28 411.14236),(29 409.64465),(30 412.14352),(31 413.95468),(32 415.19754),(33 417.09454),(34 419.22787),(35 419.46),(36 419.85428),(37 420.34106),(38 420.946),(39 421.1522),(40 424.3212),(41 424.75995),(42 425.9107),(43 426.03064),(44 428.1548),(45 428.85834),(46 428.77414),(47 427.08118),(48 427.77866),(49 428.2379),(50 430.4343),(51 436.9711),(52 438.08838),(53 440.36505),(54 442.16083),(55 443.67636),(56 445.32318),(57 446.46906),(58 445.98206),(59 448.1505),(60 448.69595),(61 447.43573),(62 452.0646),(63 452.6491),(64 452.81387),(65 454.76093),(66 457.21396),(67 458.50568),(68 457.94852),(69 459.109),(70 460.10443),(71 461.32538),(72 461.84467),(73 461.1483),(74 462.3763),(75 462.58624),(76 463.46576),(77 466.0722),(78 468.50208),(79 468.6425),
(1 120.845634),(2 175.11687),(3 217.9803),(4 243.20528),(5 262.7898),(6 280.985),(7 296.6834),(8 308.20135),(9 319.23434),(10 330.73825),(11 338.7429),(12 345.73334),(13 360.90433),(14 366.6377),(15 376.2178),(16 379.21158),(17 381.82315),(18 384.55765),(19 388.2529),(20 389.05472),(21 389.3747),(22 393.03766),(23 395.27884),(24 398.41864),(25 398.86395),(26 399.22662),(27 402.2163),(28 400.23245),(29 399.66034),(30 402.1939),(31 405.60727),(32 408.10275),(33 407.81223),(34 411.57745),(35 412.66818),(36 414.5098),(37 416.0456),(38 417.7894),(39 418.15695),(40 419.99048),(41 422.06625),(42 424.38498),(43 425.29416),(44 425.9678),(45 426.5892),(46 428.80804),(47 429.2504),(48 429.966),(49 430.40808),(50 433.57388),(51 437.37823),(52 437.55917),(53 438.29),(54 437.34586),(55 436.98584),(56 438.92505),(57 441.254),(58 441.5398),(59 443.38712),(60 444.97217),(61 442.97998),(62 446.14764),(63 447.52774),(64 447.1799),(65 449.38315),(66 451.22916),(67 451.47757),(68 451.6344),(69 452.22302),(70 453.62915),(71 456.6969),(72 458.26495),(73 457.00128),(74 457.9483),(75 457.86148),(76 460.07095),(77 463.38235),(78 465.36832),(79 465.3786),
(1 119.95642),(2 173.74318),(3 217.96461),(4 242.73465),(5 263.82394),(6 280.4223),(7 296.4689),(8 309.41626),(9 321.00714),(10 331.29782),(11 339.8167),(12 345.00464),(13 358.29926),(14 365.3862),(15 375.78668),(16 379.2738),(17 381.13046),(18 383.74704),(19 386.56027),(20 390.31),(21 395.80072),(22 393.81628),(23 393.94098),(24 395.90622),(25 398.15045),(26 395.9492),(27 398.56985),(28 397.3235),(29 397.8167),(30 398.86557),(31 401.74753),(32 405.28726),(33 406.18262),(34 407.31696),(35 409.60703),(36 408.14215),(37 409.20474),(38 412.39734),(39 413.37943),(40 414.66806),(41 416.75095),(42 418.83673),(43 424.30292),(44 426.2568),(45 425.65567),(46 427.1666),(47 432.1333),(48 433.35876),(49 434.3599),(50 436.27136),(51 440.20633),(52 441.83093),(53 443.2307),(54 442.97455),(55 441.95398),(56 440.8036),(57 441.72882),(58 441.44766),(59 442.12216),(60 441.79083),(61 441.70578),(62 440.9153),(63 442.4589),(64 443.79745),(65 444.3491),(66 445.8253),(67 445.06857),(68 444.92282),(69 446.7655),(70 447.61136),(71 450.42093),(72 451.4904),(73 453.1378),(74 453.60092),(75 455.45566),(76 456.2213),(77 457.64203),(78 459.1194),(79 461.5306),
(1 116.359085),(2 167.51486),(3 211.03233),(4 233.8148),(5 254.98535),(6 272.81973),(7 287.9961),(8 301.24945),(9 310.9716),(10 320.28955),(11 331.86673),(12 339.04263),(13 353.46527),(14 361.23776),(15 368.43967),(16 370.94083),(17 371.62247),(18 375.4139),(19 376.80377),(20 379.86832),(21 383.81058),(22 386.1026),(23 386.50278),(24 389.44263),(25 390.511),(26 390.2673),(27 390.38077),(28 389.86),(29 391.08298),(30 390.07327),(31 393.4199),(32 397.23935),(33 398.90424),(34 399.84384),(35 400.5233),(36 401.99393),(37 402.65506),(38 405.22845),(39 409.27237),(40 410.5129),(41 411.71814),(42 415.5274),(43 416.4),(44 414.98846),(45 414.1373),(46 412.90125),(47 415.92908),(48 417.00598),(49 420.01215),(50 419.474),(51 423.29083),(52 423.54117),(53 425.51422),(54 425.186),(55 425.06805),(56 425.79904),(57 429.50235),(58 426.88547),(59 429.05798),(60 429.2097),(61 430.11484),(62 429.41806),(63 432.85123),(64 435.3701),(65 435.16745),(66 435.93018),(67 437.26645),(68 437.57544),(69 440.03934),(70 441.4835),(71 441.39966),(72 440.3582),(73 443.38095),(74 442.7596),(75 441.08008),(76 440.79434),(77 439.1633),(78 439.76602),(79 441.31964),
(1 116.67015),(2 167.92719),(3 209.34929),(4 231.71965),(5 252.90585),(6 270.4345),(7 284.95502),(8 298.87552),(9 308.79544),(10 317.04282),(11 328.8807),(12 335.89157),(13 350.424),(14 359.3419),(15 367.4655),(16 369.62604),(17 372.71967),(18 377.61676),(19 378.88605),(20 381.28156),(21 382.5348),(22 383.20093),(23 382.995),(24 385.97363),(25 388.40936),(26 390.80856),(27 390.86505),(28 385.1039),(29 386.1452),(30 385.71347),(31 389.51602),(32 391.66418),(33 392.90936),(34 396.65973),(35 398.4231),(36 397.39267),(37 400.5637),(38 401.88525),(39 406.64368),(40 404.47464),(41 404.25043),(42 402.86124),(43 402.3613),(44 399.1295),(45 399.3492),(46 396.87573),(47 397.2773),(48 398.13055),(49 401.5973),(50 402.46945),(51 404.745),(52 406.82703),(53 406.82214),(54 408.9357),(55 411.36728),(56 414.3122),(57 416.4945),(58 417.08258),(59 419.85178),(60 421.6978),(61 422.23022),(62 421.93286),(63 422.73602),(64 424.65686),(65 426.20837),(66 428.87805),(67 429.82562),(68 431.28693),(69 431.7175),(70 434.4354),(71 434.37033),(72 434.11093),(73 436.328),(74 436.05258),(75 436.14478),(76 438.01956),(77 436.9609),(78 436.50992),(79 438.5769),
(1 116.18226),(2 166.38176),(3 205.99294),(4 229.08803),(5 250.76163),(6 266.70102),(7 280.48157),(8 293.2802),(9 303.10358),(10 311.71613),(11 320.65375),(12 328.3168),(13 344.98694),(14 352.05377),(15 361.11325),(16 363.80518),(17 367.15897),(18 372.72382),(19 373.09265),(20 378.75415),(21 379.025),(22 383.18478),(23 383.50827),(24 387.58725),(25 389.58615),(26 391.18692),(27 391.8916),(28 390.17453),(29 391.45123),(30 393.03967),(31 393.48816),(32 395.02386),(33 393.45456),(34 395.07867),(35 397.5895),(36 399.65384),(37 399.53864),(38 403.1132),(39 403.57748),(40 402.7205),(41 403.66718),(42 403.4611),(43 399.16736),(44 399.2845),(45 397.74756),(46 396.40628),(47 395.8938),(48 400.143),(49 402.16315),(50 402.6406),(51 404.7774),(52 407.8183),(53 407.92383),(54 411.32748),(55 411.841),(56 412.64896),(57 413.49896),(58 413.0909),(59 414.3093),(60 416.27527),(61 414.99506),(62 416.03873),(63 417.3538),(64 418.65442),(65 419.27982),(66 418.17163),(67 422.35913),(68 422.5289),(69 423.38113),(70 423.71664),(71 422.52237),(72 423.3145),(73 423.1176),(74 424.3747),(75 423.87766),(76 426.3658),(77 428.64047),(78 428.31857),(79 428.47787),
(1 115.755135),(2 165.21387),(3 205.1291),(4 226.97426),(5 246.98547),(6 265.51517),(7 280.27448),(8 292.04617),(9 301.30542),(10 310.27036),(11 319.85013),(12 328.1541),(13 343.98813),(14 350.2742),(15 358.77454),(16 363.19916),(17 367.09042),(18 372.12503),(19 372.4361),(20 376.98218),(21 379.34067),(22 381.6872),(23 385.2223),(24 385.92792),(25 385.89285),(26 385.1722),(27 386.96213),(28 388.64056),(29 388.77988),(30 389.76254),(31 390.47495),(32 393.02673),(33 391.86072),(34 393.76065),(35 396.85236),(36 398.91736),(37 399.3685),(38 403.4635),(39 402.70862),(40 402.87766),(41 405.08795),(42 407.9211),(43 404.25342),(44 404.27466),(45 404.76004),(46 406.19354),(47 406.9655),(48 407.9933),(49 407.52176),(50 407.84995),(51 409.39957),(52 409.88898),(53 413.285),(54 414.81033),(55 417.06815),(56 420.38547),(57 422.14932),(58 418.25623),(59 418.0003),(60 417.70297),(61 416.99957),(62 418.59033),(63 417.19067),(64 419.1249),(65 419.3903),(66 419.4288),(67 420.51852),(68 420.6661),(69 424.66534),(70 426.7171),(71 428.1574),(72 425.5608),(73 429.62906),(74 432.27826),(75 433.62912),(76 430.42056),(77 431.37677),(78 432.2624),(79 432.22998),
(1 113.360214),(2 163.15762),(3 204.74533),(4 227.25368),(5 246.3076),(6 261.96762),(7 274.9848),(8 285.66708),(9 295.5908),(10 305.14508),(11 314.5906),(12 323.48972),(13 337.20786),(14 345.54718),(15 354.10828),(16 360.01962),(17 364.6095),(18 367.84546),(19 369.56543),(20 371.4583),(21 372.7697),(22 373.2402),(23 377.2254),(24 377.41336),(25 376.94324),(26 378.31937),(27 379.30746),(28 379.42572),(29 380.57858),(30 382.35022),(31 382.90042),(32 383.21817),(33 383.28622),(34 383.73312),(35 385.08728),(36 386.85132),(37 388.91263),(38 391.4974),(39 391.76785),(40 393.51172),(41 394.0851),(42 395.74258),(43 395.1136),(44 396.03574),(45 396.86478),(46 397.25366),(47 399.11456),(48 402.74774),(49 404.93265),(50 405.35864),(51 407.26367),(52 405.8626),(53 408.54892),(54 409.0381),(55 408.76923),(56 412.2402),(57 411.54922),(58 408.2118),(59 411.0524),(60 408.81818),(61 409.49664),(62 410.98563),(63 410.22562),(64 409.62045),(65 410.4381),(66 411.0584),(67 411.06955),(68 412.92728),(69 416.10864),(70 417.08243),(71 419.458),(72 416.4726),(73 419.40176),(74 420.61957),(75 423.94742),(76 424.5395),(77 423.84793),(78 422.63312),(79 424.99344),
(1 112.26144),(2 159.8504),(3 201.50526),(4 223.37791),(5 244.0594),(6 260.2457),(7 272.31366),(8 282.7561),(9 293.75845),(10 305.24994),(11 315.15625),(12 322.95004),(13 337.20865),(14 343.4274),(15 350.65295),(16 355.33585),(17 360.18317),(18 363.8945),(19 367.32495),(20 368.97034),(21 370.81412),(22 369.0705),(23 371.08572),(24 369.3432),(25 368.79813),(26 370.9332),(27 372.64478),(28 367.87488),(29 367.6256),(30 367.3293),(31 366.51175),(32 364.8803),(33 366.51587),(34 368.54666),(35 370.4421),(36 371.2656),(37 372.65256),(38 373.61475),(39 374.84668),(40 378.11954),(41 378.7746),(42 379.65512),(43 379.44025),(44 379.42923),(45 380.38028),(46 379.74356),(47 380.43176),(48 382.2881),(49 383.83185),(50 386.57538),(51 389.33646),(52 388.46777),(53 391.85852),(54 392.997),(55 394.72278),(56 398.84445),(57 400.375),(58 397.46475),(59 397.92313),(60 397.1798),(61 397.47256),(62 398.6387),(63 399.7237),(64 401.25833),(65 402.69153),(66 399.78885),(67 399.91672),(68 401.82077),(69 404.92706),(70 406.43695),(71 407.5284),(72 407.4785),(73 404.02658),(74 403.33405),(75 402.41574),(76 403.2148),(77 403.657),(78 403.9472),(79 406.53244),
