1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 78658.38),(2 285020.9),(3 578715.3),(4 930178),(5 1327069.4),(6 1733126.5),(7 2060157.6),(8 2335638.8),(9 2573455),(10 2690926.3),(11 2748424.3),(12 2751258.8),(13 2704342.3),(14 2626930.3),(15 2507774.3),(16 2390063.3),(17 2276850.8),(18 2192793.8),(19 2176364.3),(20 2241930.3),(21 2349741.8),(22 2512221.8),(23 2745081.3),(24 2982881.3),(25 3268496.8),(26 3575878),(27 3889716.8),(28 4182198),(29 4463160.5),(30 4738186.5),(31 5030920.5),(32 5359808),(33 5662698.5),(34 5943841.5),(35 6224478),(36 6496398.5),(37 6766868),(38 7007868),(39 7183348),(40 7335493.5),(41 7430408),(42 7462432.5),(43 7429371.5),(44 7460625.5),(45 7510826),(46 7567946),(47 7624510.5),(48 7627677.5),(49 7628163.5),(50 7603732),(51 7570298),(52 7499102.5),(53 7396762),(54 7244163.5),(55 7115297.5),(56 7013275.5),(57 6915303.5),(58 6860298.5),(59 6839676),(60 6908132),(61 6996766.5),(62 7227148.5),(63 7542209.5),(64 7995263.5),(65 8581874),(66 9395207),(67 10370343),(68 11455435),(69 12474003),(70 13659936),(71 14893312),(72 16088115),(73 17311530),(74 18677266),(75 20041932),(76 21390876),(77 22853040),(78 24280586),(79 25724768),
(1 90.25589),(2 96.38697),(3 101.29066),(4 103.28981),(5 102.632484),(6 107.1145),(7 105.59899),(8 111.72327),(9 109.18142),(10 110.512474),(11 112.4924),(12 110.06771),(13 112.214836),(14 110.779526),(15 113.48019),(16 113.4133),(17 113.94069),(18 114.434235),(19 113.89366),(20 115.26895),(21 115.8375),(22 117.72017),(23 118.03561),(24 119.69381),(25 119.86055),(26 120.98947),(27 121.63095),(28 124.30529),(29 123.75409),(30 123.04895),(31 123.768974),(32 125.03107),(33 124.633064),(34 126.95546),(35 128.36633),(36 126.78897),(37 128.02649),(38 129.39497),(39 131.04608),(40 129.98338),(41 130.24657),(42 131.1256),(43 129.58163),(44 131.84264),(45 128.86797),(46 130.33669),(47 129.31131),(48 129.2749),(49 129.12502),(50 128.26385),(51 130.25443),(52 129.04765),(53 132.258),(54 130.62549),(55 130.18391),(56 131.12192),(57 129.45868),(58 129.35564),(59 128.92976),(60 127.436615),(61 128.56032),(62 127.82027),(63 129.324),(64 130.43468),(65 128.88542),(66 128.61906),(67 129.23181),(68 130.36804),(69 129.07195),(70 129.14261),(71 127.482704),(72 128.03636),(73 127.78774),(74 126.65677),(75 127.553314),(76 127.68999),(77 127.73098),(78 126.09969),(79 128.0386),
(1 87.852615),(2 94.82417),(3 100.12232),(4 100.4772),(5 101.41941),(6 104.06169),(7 102.321304),(8 107.2283),(9 105.6584),(10 107.36879),(11 107.92483),(12 109.11625),(13 109.68836),(14 108.58071),(15 110.75226),(16 110.77386),(17 110.9487),(18 111.14187),(19 111.62163),(20 112.41791),(21 113.7065),(22 113.66364),(23 115.49849),(24 114.959366),(25 115.38063),(26 115.41627),(27 117.26985),(28 117.20907),(29 118.5606),(30 117.85902),(31 119.28815),(32 118.94601),(33 117.43609),(34 119.51533),(35 121.13683),(36 120.83939),(37 121.47074),(38 122.6508),(39 123.552124),(40 122.834015),(41 123.92143),(42 123.6684),(43 122.727745),(44 123.53442),(45 121.2349),(46 123.69595),(47 123.83098),(48 124.423416),(49 124.301216),(50 121.65936),(51 126.031425),(52 123.99301),(53 125.63921),(54 125.47444),(55 124.58144),(56 124.60004),(57 124.94396),(58 124.82254),(59 123.99264),(60 122.34096),(61 124.75291),(62 123.97974),(63 125.89998),(64 125.44365),(65 124.118095),(66 123.836845),(67 124.67464),(68 126.038864),(69 125.26846),(70 126.33327),(71 125.72567),(72 126.228195),(73 124.24879),(74 123.716896),(75 123.35089),(76 123.9685),(77 124.692986),(78 123.4743),(79 125.21819),
(1 86.74259),(2 93.57295),(3 97.56711),(4 100.40955),(5 99.24349),(6 103.713234),(7 100.412506),(8 105.926506),(9 105.3265),(10 105.72313),(11 106.7761),(12 106.60477),(13 108.675026),(14 108.50131),(15 109.10005),(16 108.51909),(17 108.65796),(18 108.97006),(19 110.15624),(20 110.209526),(21 110.762245),(22 111.18881),(23 112.59489),(24 112.542076),(25 113.53761),(26 114.14998),(27 114.11342),(28 114.06768),(29 115.2884),(30 114.546875),(31 114.93042),(32 115.4239),(33 115.508286),(34 117.06731),(35 117.787895),(36 119.020546),(37 119.358864),(38 120.071075),(39 120.50384),(40 121.17832),(41 121.3054),(42 120.97725),(43 121.32083),(44 120.82146),(45 119.34517),(46 119.86631),(47 120.6795),(48 121.25009),(49 122.07829),(50 120.80744),(51 122.52841),(52 121.12889),(53 122.51778),(54 121.81),(55 121.59519),(56 122.610115),(57 122.44276),(58 121.095764),(59 121.64204),(60 119.93629),(61 120.64154),(62 120.28066),(63 120.50269),(64 119.64773),(65 120.45346),(66 119.87113),(67 119.036446),(68 120.33602),(69 121.42938),(70 121.393135),(71 122.42437),(72 122.18269),(73 120.23748),(74 121.26656),(75 121.11931),(76 120.85839),(77 120.7511),(78 122.31297),(79 122.61443),
(1 85.92069),(2 93.56586),(3 97.059906),(4 100.39119),(5 98.92687),(6 101.83697),(7 98.60084),(8 104.50824),(9 102.73125),(10 103.588005),(11 104.72854),(12 102.942696),(13 107.148605),(14 106.867805),(15 108.297264),(16 107.58054),(17 109.11908),(18 109.0139),(19 109.61535),(20 110.07472),(21 111.11637),(22 112.87202),(23 113.23553),(24 112.915436),(25 113.581665),(26 114.813805),(27 113.87955),(28 114.21925),(29 116.33917),(30 116.54697),(31 116.20988),(32 115.42661),(33 116.691345),(34 118.2993),(35 119.28934),(36 117.86939),(37 117.65098),(38 118.79465),(39 118.973526),(40 119.01722),(41 118.05744),(42 118.31261),(43 118.61418),(44 118.451706),(45 117.68505),(46 118.46747),(47 118.07116),(48 119.640076),(49 119.749916),(50 118.47174),(51 120.43561),(52 121.42326),(53 122.24875),(54 120.27796),(55 121.07528),(56 122.50385),(57 122.39872),(58 121.859184),(59 122.5892),(60 120.72812),(61 121.80269),(62 120.739456),(63 121.946236),(64 121.456085),(65 121.65218),(66 122.654106),(67 121.59352),(68 123.80598),(69 123.96914),(70 122.11629),(71 121.53362),(72 123.7804),(73 123.04255),(74 123.64219),(75 123.25664),(76 121.05998),(77 121.21562),(78 121.94922),(79 122.949974),
(1 86.522644),(2 93.48247),(3 97.78704),(4 99.17763),(5 100.129135),(6 103.63184),(7 100.07657),(8 105.136955),(9 105.42219),(10 106.61576),(11 107.38735),(12 106.088326),(13 108.65056),(14 107.18022),(15 109.5149),(16 110.19405),(17 110.63528),(18 111.261696),(19 111.49208),(20 110.83905),(21 111.99356),(22 112.14141),(23 112.1435),(24 113.17757),(25 112.992516),(26 113.62374),(27 114.44738),(28 115.16992),(29 115.9026),(30 115.78815),(31 116.933044),(32 116.46067),(33 116.97084),(34 117.61319),(35 118.52524),(36 118.86992),(37 120.15904),(38 119.98512),(39 120.3925),(40 119.4634),(41 120.56918),(42 121.82746),(43 121.66334),(44 119.96792),(45 118.61649),(46 119.65144),(47 119.64473),(48 118.898224),(49 118.56977),(50 119.67443),(51 120.5451),(52 119.86479),(53 120.53499),(54 122.11021),(55 122.16194),(56 122.38238),(57 122.590965),(58 121.86212),(59 121.78168),(60 120.30982),(61 121.4581),(62 121.53429),(63 123.42429),(64 122.558655),(65 122.157295),(66 121.93957),(67 121.38003),(68 123.48469),(69 123.122635),(70 122.426994),(71 122.73013),(72 121.34362),(73 122.86888),(74 121.81706),(75 123.27143),(76 121.863914),(77 121.88603),(78 123.22634),(79 123.90083),
(1 85.14212),(2 91.27448),(3 95.111946),(4 97.41403),(5 97.569374),(6 101.53434),(7 97.89248),(8 104.50825),(9 103.4158),(10 104.01005),(11 105.37571),(12 103.46499),(13 106.393974),(14 105.31112),(15 106.74258),(16 107.24842),(17 108.659035),(18 108.775505),(19 108.24271),(20 109.516655),(21 109.76828),(22 109.68615),(23 110.46528),(24 111.4982),(25 111.855354),(26 112.03798),(27 114.043625),(28 112.54215),(29 112.96651),(30 113.523346),(31 114.986275),(32 115.066124),(33 114.82749),(34 116.319046),(35 116.429886),(36 117.469574),(37 119.54323),(38 118.117966),(39 121.348915),(40 118.665886),(41 121.285065),(42 121.25772),(43 121.58796),(44 121.37978),(45 119.2967),(46 121.71641),(47 121.29905),(48 120.97838),(49 121.86362),(50 122.30126),(51 124.04856),(52 123.20616),(53 124.85474),(54 124.34087),(55 125.19338),(56 127.440445),(57 126.49699),(58 125.7125),(59 124.83633),(60 125.341064),(61 125.22502),(62 123.506386),(63 125.38634),(64 123.70745),(65 124.89147),(66 123.87274),(67 123.8866),(68 124.63241),(69 123.92078),(70 124.48573),(71 125.13357),(72 121.98039),(73 121.27896),(74 120.654076),(75 123.48175),(76 122.06132),(77 120.70083),(78 120.07238),(79 121.09856),
(1 85.59948),(2 93.512634),(3 96.94069),(4 99.4533),(5 99.00516),(6 102.28611),(7 100.23394),(8 104.314384),(9 103.33815),(10 105.346405),(11 107.03578),(12 105.47106),(13 107.50593),(14 105.050964),(15 106.75467),(16 108.05548),(17 106.92019),(18 108.62648),(19 108.42427),(20 107.68385),(21 108.93558),(22 110.680756),(23 112.0493),(24 112.208984),(25 111.44239),(26 113.43748),(27 112.54512),(28 113.9333),(29 112.94078),(30 113.30703),(31 113.216736),(32 113.73417),(33 114.02037),(34 114.74642),(35 115.89942),(36 117.482254),(37 117.15049),(38 117.69005),(39 119.382904),(40 118.612724),(41 119.48771),(42 119.573616),(43 120.58584),(44 119.976685),(45 117.80078),(46 120.32635),(47 119.06312),(48 118.42448),(49 118.526215),(50 119.34629),(51 120.55996),(52 119.41265),(53 120.182495),(54 118.58611),(55 120.418945),(56 120.83267),(57 120.91877),(58 118.662796),(59 119.87852),(60 118.071556),(61 119.16039),(62 120.36423),(63 120.300575),(64 119.24222),(65 118.97354),(66 119.40501),(67 119.42812),(68 120.1384),(69 119.72163),(70 121.14454),(71 122.11317),(72 120.48458),(73 119.44209),(74 120.106865),(75 120.654396),(76 118.79687),(77 119.54027),(78 119.42128),(79 119.14385),
(1 84.624054),(2 91.80597),(3 95.692795),(4 98.2823),(5 98.20457),(6 99.974365),(7 99.59827),(8 104.4801),(9 102.18945),(10 106.10121),(11 105.91327),(12 104.82122),(13 107.41986),(14 105.41369),(15 106.57472),(16 106.79325),(17 107.69353),(18 108.80358),(19 107.16101),(20 107.776566),(21 108.693115),(22 108.490074),(23 110.40962),(24 111.06294),(25 111.137856),(26 111.87845),(27 112.85279),(28 112.98217),(29 111.93346),(30 111.968956),(31 113.46005),(32 113.68907),(33 114.13968),(34 113.6406),(35 115.703445),(36 115.88059),(37 115.944496),(38 117.284386),(39 119.71233),(40 119.28034),(41 117.85546),(42 117.88883),(43 118.64624),(44 120.568756),(45 119.15962),(46 120.21522),(47 119.00596),(48 118.822075),(49 119.63899),(50 120.17912),(51 121.28646),(52 121.15655),(53 122.18674),(54 121.032974),(55 121.62483),(56 120.79789),(57 120.96044),(58 120.50289),(59 120.44953),(60 118.83279),(61 119.566154),(62 119.966354),(63 119.97195),(64 120.88135),(65 119.48792),(66 119.48215),(67 119.60795),(68 120.2488),(69 119.95043),(70 119.01984),(71 121.59759),(72 119.58065),(73 120.98672),(74 119.644165),(75 120.103546),(76 119.471855),(77 118.34109),(78 119.5992),(79 120.19338),
(1 83.68908),(2 89.224),(3 93.363525),(4 95.12951),(5 94.846535),(6 98.45774),(7 96.18035),(8 100.51882),(9 100.02952),(10 102.05924),(11 102.69546),(12 102.4251),(13 104.685425),(14 103.16945),(15 106.75414),(16 106.780045),(17 106.50252),(18 105.53438),(19 106.59957),(20 107.06802),(21 107.3146),(22 108.41705),(23 109.67637),(24 111.01487),(25 110.36198),(26 111.35178),(27 111.89545),(28 113.0027),(29 111.6056),(30 113.00117),(31 111.50017),(32 112.1584),(33 113.4062),(34 114.917786),(35 114.13855),(36 113.78984),(37 115.98341),(38 116.60537),(39 118.63011),(40 117.98759),(41 118.194145),(42 118.861694),(43 118.995575),(44 119.431404),(45 117.420166),(46 119.195),(47 118.2176),(48 118.0222),(49 119.21582),(50 119.229546),(51 120.953766),(52 120.88298),(53 121.79951),(54 121.811005),(55 121.60341),(56 122.16088),(57 120.13695),(58 119.18976),(59 120.1844),(60 119.632515),(61 119.947556),(62 120.15951),(63 119.872826),(64 120.47805),(65 119.20343),(66 120.18449),(67 119.492165),(68 121.45933),(69 121.02021),(70 122.04705),(71 122.04928),(72 121.08367),(73 120.63328),(74 119.581436),(75 119.949036),(76 119.35432),(77 120.61969),(78 119.51546),(79 119.49112),
(1 84.58179),(2 90.75207),(3 95.08801),(4 97.29076),(5 96.92557),(6 99.30367),(7 98.00503),(8 103.4045),(9 101.97766),(10 102.71854),(11 105.076675),(12 102.54993),(13 105.38937),(14 104.16944),(15 104.97995),(16 105.81899),(17 106.338524),(18 107.3286),(19 107.10525),(20 107.881874),(21 107.71744),(22 108.92826),(23 111.48686),(24 111.34492),(25 110.5132),(26 111.61495),(27 113.99299),(28 113.43102),(29 113.49096),(30 113.00043),(31 112.76171),(32 114.2579),(33 113.58048),(34 115.18633),(35 115.32304),(36 114.005226),(37 116.54302),(38 116.97649),(39 118.16497),(40 119.19349),(41 119.742),(42 119.51467),(43 117.89565),(44 119.57406),(45 117.415245),(46 120.51309),(47 119.078285),(48 117.949715),(49 119.18288),(50 119.60593),(51 121.2223),(52 120.274345),(53 120.74008),(54 122.10924),(55 122.23951),(56 122.02835),(57 122.920265),(58 120.45562),(59 120.58476),(60 120.77396),(61 122.53713),(62 121.96551),(63 120.8944),(64 122.08476),(65 122.261986),(66 123.69766),(67 121.61221),(68 122.53214),(69 121.33363),(70 123.642456),(71 122.46388),(72 122.59837),(73 121.989586),(74 121.82678),(75 122.64986),(76 121.49486),(77 121.86785),(78 121.27526),(79 122.8844),
(1 82.49999),(2 87.748825),(3 92.11506),(4 94.51522),(5 93.72167),(6 96.85245),(7 93.71209),(8 99.574844),(9 98.71759),(10 100.516655),(11 102.57144),(12 99.687874),(13 103.69599),(14 102.44346),(15 103.1615),(16 102.438866),(17 104.12396),(18 104.60163),(19 104.71702),(20 104.72868),(21 105.7031),(22 106.09218),(23 106.82436),(24 108.563965),(25 108.34353),(26 108.436264),(27 110.19831),(28 110.251755),(29 108.964066),(30 110.15822),(31 109.525696),(32 110.36233),(33 111.8533),(34 111.22485),(35 112.64148),(36 111.7701),(37 112.385704),(38 112.35405),(39 114.41437),(40 114.99293),(41 113.930984),(42 115.62602),(43 113.94991),(44 115.190475),(45 113.17419),(46 113.246956),(47 114.22216),(48 112.73218),(49 113.63044),(50 114.58858),(51 115.38928),(52 116.60457),(53 115.86555),(54 116.35008),(55 116.62095),(56 116.96516),(57 116.73015),(58 115.20385),(59 116.94221),(60 115.88399),(61 116.952484),(62 116.6584),(63 117.776566),(64 116.79147),(65 117.97677),(66 118.00569),(67 117.09089),(68 120.49995),(69 120.16488),(70 120.72076),(71 120.200226),(72 119.1726),(73 117.432816),(74 118.91515),(75 120.07283),(76 117.7514),(77 119.57084),(78 118.25943),(79 120.695656),
(1 84.123604),(2 90.3299),(3 94.76936),(4 96.07715),(5 95.6295),(6 98.0582),(7 96.3752),(8 100.2986),(9 99.290474),(10 100.95807),(11 102.285194),(12 102.15903),(13 104.43502),(14 101.14333),(15 103.06345),(16 103.19256),(17 104.63865),(18 104.20555),(19 103.77815),(20 104.34575),(21 104.98477),(22 106.16049),(23 107.07882),(24 109.29779),(25 109.55202),(26 108.74909),(27 109.102516),(28 110.19784),(29 109.05979),(30 109.64072),(31 110.065025),(32 109.263275),(33 109.65019),(34 111.79028),(35 112.23121),(36 111.77117),(37 113.03954),(38 112.89326),(39 114.016335),(40 113.7991),(41 114.35007),(42 114.694405),(43 115.70888),(44 115.16295),(45 113.73469),(46 113.72524),(47 113.75561),(48 114.28521),(49 114.06487),(50 114.47367),(51 116.36808),(52 117.1812),(53 117.38284),(54 117.49792),(55 118.17244),(56 119.42871),(57 119.00065),(58 119.18983),(59 120.34665),(60 118.234955),(61 118.62473),(62 118.41017),(63 119.013916),(64 120.691086),(65 120.07051),(66 122.0979),(67 120.80317),(68 122.69791),(69 122.45796),(70 123.21906),(71 122.79737),(72 121.76151),(73 120.59292),(74 120.34842),(75 122.64341),(76 120.776306),(77 120.24581),(78 120.473045),(79 121.10233),
(1 83.5454),(2 87.55993),(3 92.55806),(4 95.04443),(5 93.08859),(6 96.6),(7 95.32458),(8 100.25511),(9 98.93275),(10 100.04711),(11 101.09605),(12 101.046394),(13 103.317825),(14 101.636086),(15 101.87727),(16 102.20264),(17 102.26299),(18 103.663475),(19 104.39627),(20 104.36103),(21 103.357994),(22 104.77212),(23 106.63655),(24 107.46306),(25 106.45398),(26 106.49677),(27 107.32123),(28 106.960945),(29 106.66536),(30 108.04195),(31 109.76194),(32 108.7988),(33 107.90781),(34 109.70535),(35 109.505035),(36 110.00686),(37 110.3169),(38 110.64651),(39 112.506836),(40 111.10909),(41 111.31119),(42 113.047676),(43 112.840065),(44 112.28143),(45 112.24384),(46 111.8139),(47 112.22636),(48 112.2795),(49 113.587326),(50 114.21716),(51 115.29137),(52 115.82484),(53 114.66703),(54 115.06504),(55 115.501236),(56 116.60854),(57 116.55775),(58 114.584564),(59 115.14385),(60 114.81887),(61 115.349625),(62 115.8613),(63 115.426994),(64 116.67919),(65 115.09047),(66 115.75892),(67 116.28389),(68 117.188255),(69 116.05237),(70 116.01985),(71 117.25975),(72 116.794785),(73 116.933754),(74 116.20223),(75 117.17798),(76 115.44244),(77 115.786156),(78 116.22206),(79 116.50518),
(1 82.9257),(2 86.8831),(3 91.12588),(4 93.79845),(5 92.930504),(6 95.71144),(7 93.21828),(8 98.4617),(9 97.3338),(10 97.6553),(11 98.99263),(12 98.49628),(13 100.356),(14 100.22647),(15 102.18753),(16 102.50283),(17 102.202415),(18 103.497444),(19 102.925644),(20 102.81535),(21 104.348816),(22 103.88368),(23 105.629135),(24 106.56988),(25 106.25134),(26 106.43139),(27 107.68709),(28 107.440765),(29 108.73691),(30 108.08536),(31 109.096306),(32 109.85074),(33 110.26379),(34 111.27415),(35 111.02918),(36 110.69093),(37 110.49367),(38 111.27857),(39 113.26172),(40 112.08727),(41 112.80369),(42 113.00202),(43 113.892105),(44 113.94073),(45 112.46187),(46 113.11935),(47 114.098335),(48 114.91742),(49 115.14538),(50 115.507835),(51 115.896225),(52 117.225075),(53 116.68394),(54 116.468956),(55 117.44953),(56 116.34393),(57 117.34677),(58 116.45062),(59 115.95853),(60 114.060104),(61 115.04148),(62 115.99428),(63 116.25589),(64 117.24487),(65 115.332184),(66 115.21817),(67 115.80218),(68 116.68461),(69 116.24793),(70 117.02887),(71 116.08453),(72 117.26957),(73 117.207726),(74 115.92394),(75 117.21528),(76 116.9514),(77 117.35934),(78 117.47849),(79 116.97038),
(1 79.93084),(2 85.135925),(3 89.25308),(4 92.88926),(5 90.60653),(6 94.5267),(7 91.610016),(8 97.33604),(9 96.43482),(10 96.72751),(11 98.07417),(12 97.34339),(13 100.010925),(14 98.93),(15 100.25129),(16 99.94847),(17 99.82925),(18 100.78175),(19 100.26538),(20 102.08256),(21 102.545074),(22 102.98378),(23 103.4854),(24 104.682014),(25 104.71891),(26 104.362175),(27 105.08932),(28 105.338745),(29 105.903694),(30 105.601524),(31 106.77521),(32 106.33069),(33 106.50875),(34 107.25005),(35 108.42244),(36 108.00486),(37 107.49474),(38 108.48965),(39 110.69321),(40 109.31714),(41 110.8585),(42 110.56292),(43 111.30465),(44 110.77377),(45 109.14726),(46 109.42055),(47 110.76209),(48 111.70473),(49 110.43822),(50 111.861916),(51 112.742256),(52 112.72261),(53 113.49529),(54 112.70855),(55 112.184),(56 112.54764),(57 111.4318),(58 112.046745),(59 113.284836),(60 110.954216),(61 111.56401),(62 111.15914),(63 112.90523),(64 113.90909),(65 112.12273),(66 112.09634),(67 111.93639),(68 114.44177),(69 113.98339),(70 114.71613),(71 114.56196),(72 114.685326),(73 114.58678),(74 114.310036),(75 116.076195),(76 116.2077),(77 114.66699),(78 114.86739),(79 115.23417),
(1 81.39632),(2 87.92251),(3 91.250336),(4 93.78007),(5 92.81464),(6 96.538734),(7 94.628265),(8 99.12349),(9 98.01233),(10 99.15661),(11 99.20279),(12 99.32977),(13 100.52754),(14 100.40332),(15 101.87666),(16 100.815605),(17 101.855995),(18 102.88461),(19 103.00784),(20 102.60294),(21 104.12217),(22 104.84086),(23 105.320946),(24 105.74577),(25 106.790474),(26 107.40667),(27 107.47853),(28 107.311554),(29 108.14199),(30 108.03185),(31 107.61302),(32 106.84237),(33 106.8369),(34 108.86437),(35 109.42377),(36 109.418175),(37 109.93798),(38 109.81377),(39 111.321335),(40 110.816154),(41 108.7776),(42 111.101),(43 111.55153),(44 110.79881),(45 108.34532),(46 111.44518),(47 110.520035),(48 111.034065),(49 111.73852),(50 111.20072),(51 112.675835),(52 112.747826),(53 113.3496),(54 114.75913),(55 112.887856),(56 114.24646),(57 113.83269),(58 113.98776),(59 113.99162),(60 112.660965),(61 113.69907),(62 114.7539),(63 116.50633),(64 115.93086),(65 113.56154),(66 115.401054),(67 114.82392),(68 118.1352),(69 117.57398),(70 116.81646),(71 116.85431),(72 115.30334),(73 116.10126),(74 115.5556),(75 117.38364),(76 116.47792),(77 114.79896),(78 116.79205),(79 117.49735),
(1 82.59849),(2 88.31846),(3 92.41482),(4 94.2438),(5 92.73206),(6 98.07984),(7 95.78247),(8 99.35196),(9 99.17254),(10 99.29963),(11 100.262535),(12 98.95961),(13 99.6654),(14 99.384346),(15 103.10898),(16 101.0995),(17 103.33784),(18 104.173035),(19 104.089554),(20 104.537674),(21 103.46901),(22 104.44566),(23 106.77893),(24 105.95396),(25 107.26216),(26 106.437675),(27 108.273186),(28 107.60672),(29 108.200874),(30 108.76351),(31 110.29186),(32 108.62706),(33 108.27538),(34 109.648994),(35 111.06966),(36 110.02465),(37 111.05983),(38 113.61261),(39 115.34947),(40 114.51548),(41 114.062126),(42 115.124886),(43 114.323296),(44 115.46598),(45 113.31319),(46 114.196075),(47 115.26492),(48 112.72462),(49 115.017075),(50 115.758995),(51 115.624084),(52 115.97424),(53 116.76151),(54 117.19814),(55 117.17291),(56 117.09053),(57 116.77437),(58 117.568924),(59 116.331894),(60 115.59839),(61 115.81433),(62 115.52969),(63 115.82139),(64 116.893814),(65 116.19093),(66 117.172455),(67 116.737434),(68 118.77743),(69 118.33059),(70 117.48921),(71 117.06728),(72 116.621666),(73 117.19713),(74 116.126396),(75 116.49317),(76 115.5894),(77 117.049934),(78 117.36143),(79 117.912796),
