1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 17147.781),(2 28954.354),(3 48880.12),(4 58710.277),(5 77543.81),(6 86500.73),(7 102273.27),(8 110336.29),(9 144629.89),(10 170707.08),(11 239090.55),(12 368237.1),(13 572599.44),(14 1020653.2),(15 1650441.9),(16 2452008.8),(17 3589118),(18 4977635.5),(19 7205128),(20 9989369),(21 13355836),(22 17394110),(23 22938318),(24 28414168),(25 35480572),(26 43624916),(27 53931924),(28 64266210),(29 75501160),(30 88963280),(31 104009540),(32 120767300),(33 139048300),(34 156086130),(35 175136110),(36 195126960),(37 217606060),(38 240629250),(39 264226190),(40 287884700),(41 312899100),(42 335661600),(43 359796000),(44 384213860),(45 409987600),(46 433977100),(47 460212000),(48 483493000),(49 508652450),(50 531242500),(51 551842400),(52 570388900),(53 590436350),(54 606236900),(55 621122050),(56 635748160),(57 650941200),(58 663730600),(59 675508000),(60 687503400),(61 696943360),(62 702208200),(63 708283000),(64 713074750),(65 719956800),(66 724559900),(67 728519360),(68 727407170),(69 726306050),(70 726349060),(71 726939140),(72 728579650),(73 729927600),(74 727960000),(75 725479100),(76 721033540),(77 717418200),(78 713091140),(79 710151360),
(1 4425.3623),(2 9838.861),(3 16782.531),(4 23557.418),(5 31570.365),(6 39084.344),(7 47095.055),(8 54646.86),(9 64580.316),(10 78345.07),(11 97113.59),(12 122638.73),(13 150165.38),(14 187335.05),(15 226994.75),(16 269602.44),(17 320310.9),(18 363858.53),(19 419441.1),(20 478415.84),(21 538227.1),(22 580344.2),(23 618993.8),(24 678424.5),(25 728508.5),(26 767244.06),(27 815015),(28 879383.8),(29 925091.4),(30 968858.4),(31 1008613.4),(32 1073217.8),(33 1105450),(34 1151820.4),(35 1187158.8),(36 1244959.6),(37 1252001.1),(38 1251964.1),(39 1273181),(40 1283561.6),(41 1308786.5),(42 1314561.1),(43 1328520),(44 1338420.1),(45 1361158.3),(46 1355566.8),(47 1353967.3),(48 1405400.4),(49 1411541.1),(50 1401541.9),(51 1422069.8),(52 1425603.8),(53 1446999.4),(54 1417218.6),(55 1426836.1),(56 1431783.4),(57 1424503.1),(58 1420081),(59 1419747),(60 1429574.8),(61 1451672.4),(62 1430348.9),(63 1449186.5),(64 1437054.4),(65 1402387.5),(66 1412248.6),(67 1433008.6),(68 1404403.3),(69 1419669.3),(70 1393040.9),(71 1386983.4),(72 1387967.6),(73 1384690),(74 1389999),(75 1374292.4),(76 1367823),(77 1394639.8),(78 1415394.4),(79 1405908.8),
(1 4407.5684),(2 10040.585),(3 17329.021),(4 24659.572),(5 32917.688),(6 40181.59),(7 48292.375),(8 56020.254),(9 65417.316),(10 77789.88),(11 92771.555),(12 114274.86),(13 138338.33),(14 165591.97),(15 196152.88),(16 234895.8),(17 274193.13),(18 310140.47),(19 354341.22),(20 406506.38),(21 458053.4),(22 499567.5),(23 542347.2),(24 592596.44),(25 634492.6),(26 675670.5),(27 729690.94),(28 770099.2),(29 812789.9),(30 862689.6),(31 927186.94),(32 962847.2),(33 999057.94),(34 1042461.06),(35 1086214.5),(36 1110097.3),(37 1144666.4),(38 1153877.6),(39 1158267.8),(40 1180241.5),(41 1204553.1),(42 1192438.4),(43 1222051),(44 1227033),(45 1230742.1),(46 1217955),(47 1230508.5),(48 1247962.9),(49 1229825.9),(50 1248118.5),(51 1242592.8),(52 1251138.4),(53 1248174.6),(54 1250007.6),(55 1236904),(56 1261914.9),(57 1271036.5),(58 1244527.6),(59 1248871.5),(60 1262971.8),(61 1277545.1),(62 1253533.6),(63 1270827.5),(64 1261975.8),(65 1259215.1),(66 1255241.5),(67 1262246.6),(68 1285791),(69 1300026.3),(70 1285672),(71 1322291.4),(72 1327315.5),(73 1298366.4),(74 1280163.4),(75 1300048.5),(76 1322475.1),(77 1324171.5),(78 1348561.1),(79 1338401.6),
(1 4281.0005),(2 10034.261),(3 17370.094),(4 24957.666),(5 33244.375),(6 40688.36),(7 48491.766),(8 56283.99),(9 65593.055),(10 76465.414),(11 90782.21),(12 110291.78),(13 130724.4),(14 151920.38),(15 181327.17),(16 213070.97),(17 244388.86),(18 272478.5),(19 317363.28),(20 369696.4),(21 403206.4),(22 434103.13),(23 481213.03),(24 539224.4),(25 586846.3),(26 646208.8),(27 684480.1),(28 711278.06),(29 748818.9),(30 792590.1),(31 839966),(32 888753.3),(33 917486.94),(34 959799.5),(35 961779.75),(36 976353.4),(37 1007128),(38 1024516.06),(39 1062730.4),(40 1079742.9),(41 1075545.9),(42 1098476.9),(43 1118948.8),(44 1127270.6),(45 1135635.8),(46 1131576.5),(47 1128136.4),(48 1141063.4),(49 1149760.8),(50 1145325.6),(51 1144485.4),(52 1138169.6),(53 1162507.4),(54 1177422.8),(55 1177016.9),(56 1168629.5),(57 1201600.6),(58 1210032.4),(59 1204425.8),(60 1212559.8),(61 1206616.9),(62 1227011.3),(63 1218588),(64 1196331.5),(65 1203168.9),(66 1216576),(67 1222831.8),(68 1233272.3),(69 1248521.5),(70 1237503.5),(71 1241860.4),(72 1244696),(73 1232615.8),(74 1239528.6),(75 1232433.6),(76 1233937),(77 1242370.5),(78 1232794.5),(79 1233507.8),
(1 4135.8354),(2 9329.277),(3 16313.235),(4 23185.994),(5 31168.97),(6 38123.848),(7 45677.543),(8 53584.266),(9 63150.816),(10 74190.836),(11 87364.12),(12 103319.4),(13 121006.66),(14 142838.63),(15 171900.31),(16 204449.06),(17 234336.53),(18 266576.47),(19 309905.53),(20 353950.6),(21 384230.03),(22 422891.72),(23 474481.28),(24 519706.47),(25 570626.94),(26 621925.6),(27 654903.4),(28 699885.4),(29 737550.94),(30 780451.56),(31 815800.44),(32 850922.7),(33 881996.3),(34 904291.9),(35 928810.7),(36 947721.6),(37 976684.44),(38 1017225.94),(39 1045734.8),(40 1034246.06),(41 1040300.06),(42 1048284.44),(43 1041946.9),(44 1052552.8),(45 1041637.5),(46 1040576.4),(47 1043223.94),(48 1060134.8),(49 1059923.9),(50 1056340.1),(51 1048531.4),(52 1064162.1),(53 1075910.3),(54 1082814.3),(55 1088965.6),(56 1089450.6),(57 1111283.5),(58 1114864.9),(59 1098924.6),(60 1110905.9),(61 1100511.3),(62 1113629),(63 1124078.1),(64 1132287.1),(65 1130592.6),(66 1155634.4),(67 1155458.8),(68 1157258.6),(69 1177517.9),(70 1161633.5),(71 1161727.5),(72 1173516.8),(73 1200159.4),(74 1206242),(75 1183580.4),(76 1163265.1),(77 1179995.3),(78 1192763.8),(79 1172702.3),
(1 4184.326),(2 9652.451),(3 16278.113),(4 22920.203),(5 30882.928),(6 37437.6),(7 44601.465),(8 52255.195),(9 61394.832),(10 71264.945),(11 84338.81),(12 100998.12),(13 118228.07),(14 138771.64),(15 166017.83),(16 198718.95),(17 230513.9),(18 261366.69),(19 309751.25),(20 361824.9),(21 401375.44),(22 430010.72),(23 471398.9),(24 523960.25),(25 557046.7),(26 580654.8),(27 612727.06),(28 654920.94),(29 695874.75),(30 743089.1),(31 763482.25),(32 804834),(33 845197.1),(34 891415.44),(35 906320.56),(36 941944.4),(37 970223.8),(38 984238.9),(39 982489.6),(40 996006),(41 1003661.5),(42 1008957.7),(43 995290.7),(44 1004203.9),(45 1000494.56),(46 1019209.44),(47 1028939.9),(48 1050318.9),(49 1032869.06),(50 1032094.2),(51 1030718.9),(52 1046337.5),(53 1058048.8),(54 1056416),(55 1047149.6),(56 1051184.3),(57 1042986.7),(58 1068728.6),(59 1055640.4),(60 1061901.4),(61 1093811.8),(62 1093304.6),(63 1093372.3),(64 1088826),(65 1089465.5),(66 1104146.1),(67 1127903.4),(68 1124794.9),(69 1120027.1),(70 1129019.9),(71 1120042),(72 1114419.4),(73 1149940.6),(74 1140057),(75 1144805.5),(76 1116592.8),(77 1123922.5),(78 1127578.6),(79 1123093.6),
(1 4362.9873),(2 10326.914),(3 17549.658),(4 25021.102),(5 33531.55),(6 40823.492),(7 48457.875),(8 56379.227),(9 65188.32),(10 76289.25),(11 88711.78),(12 104152.15),(13 119276.27),(14 141834.73),(15 170243.88),(16 201645.28),(17 235205.75),(18 274668),(19 319224.7),(20 357345.1),(21 395705.97),(22 432241.28),(23 483231.16),(24 512159.13),(25 550005.9),(26 596124.25),(27 652904.4),(28 689305.4),(29 738249.3),(30 770524.44),(31 814785.75),(32 851454.3),(33 885804.06),(34 921157.06),(35 957512.2),(36 977866.2),(37 993791.5),(38 1005342.94),(39 1027673.56),(40 1046162.2),(41 1058904.8),(42 1065854.4),(43 1070783.3),(44 1076542.9),(45 1076245.4),(46 1087539.4),(47 1097844.4),(48 1091796.5),(49 1070564.1),(50 1095824.8),(51 1099099.5),(52 1111413.9),(53 1095660),(54 1128731.1),(55 1112748.1),(56 1100472.9),(57 1103282.6),(58 1127773.3),(59 1150506.1),(60 1144415.9),(61 1137970.4),(62 1157018.3),(63 1166593.9),(64 1182744.6),(65 1181571),(66 1179478.4),(67 1185431.1),(68 1185685.9),(69 1188845.4),(70 1213336.5),(71 1198375.3),(72 1199967.5),(73 1206245.6),(74 1218679.3),(75 1198828.4),(76 1182878.1),(77 1214628.3),(78 1208333.4),(79 1212535.8),
(1 4108.9585),(2 9621.007),(3 16233.689),(4 22970.797),(5 30465.512),(6 36924.72),(7 44072.586),(8 51016.047),(9 59350.38),(10 69888.53),(11 82509),(12 98994.555),(13 118287.25),(14 141129.31),(15 166516.14),(16 199651.6),(17 240653.52),(18 283930.9),(19 318632.6),(20 357582.8),(21 382794.84),(22 415470.16),(23 450564.7),(24 495140.7),(25 523190.94),(26 565765.5),(27 595527.94),(28 615733.06),(29 655215.1),(30 690616.1),(31 728452.94),(32 750408.44),(33 783143.75),(34 792927.4),(35 821202.75),(36 840013.9),(37 863340.7),(38 891577.2),(39 905194.1),(40 893788.1),(41 901110.25),(42 902225.8),(43 914758.44),(44 921513.56),(45 930619.3),(46 933143),(47 958676.7),(48 948733.3),(49 967109.7),(50 983856.25),(51 975639.56),(52 977958.8),(53 985744.2),(54 986690.3),(55 992827.4),(56 997275.56),(57 1020565.3),(58 1023514.75),(59 1016361.94),(60 1026425.4),(61 1041920.6),(62 1026611.75),(63 1047774.44),(64 1062102.8),(65 1057952.1),(66 1052800.6),(67 1068246.1),(68 1067893.4),(69 1069402.9),(70 1043703.2),(71 1069676),(72 1055014.8),(73 1050592.9),(74 1057087.1),(75 1054786.8),(76 1069338.8),(77 1089257.1),(78 1073805.1),(79 1070154.3),
(1 4125.4087),(2 9709.073),(3 16479.93),(4 23108.309),(5 31445.87),(6 38542.797),(7 46262.758),(8 54328.02),(9 63659.26),(10 75113.67),(11 89015.69),(12 106025.84),(13 124036.63),(14 142877.63),(15 168548.02),(16 206685.81),(17 241774.28),(18 275172.75),(19 318751.75),(20 353139),(21 378566.13),(22 409570.44),(23 453852.2),(24 491903.25),(25 521846.34),(26 557973.5),(27 577451.8),(28 610977.56),(29 660552.2),(30 691052.3),(31 715642.94),(32 746761),(33 768000.94),(34 800286.2),(35 826426.56),(36 850919.1),(37 870068.94),(38 885068.2),(39 910976.5),(40 900718.1),(41 897503.5),(42 910634.2),(43 926735.3),(44 937265.44),(45 933974.75),(46 952659.6),(47 937682.5),(48 946394.1),(49 976827.25),(50 969220.3),(51 974610.94),(52 980317.25),(53 1021720),(54 1010380.7),(55 1022711.25),(56 1019185.44),(57 1016073.9),(58 1039894.2),(59 1046081.5),(60 1028114.1),(61 1033732.75),(62 1029249.6),(63 1038469.8),(64 1036120.4),(65 1043459.9),(66 1045724.94),(67 1046280.3),(68 1061792.6),(69 1079290.1),(70 1072105.9),(71 1066766.9),(72 1052531.8),(73 1053663.1),(74 1045841.1),(75 1042532.7),(76 1058006.3),(77 1025969.06),(78 1058197.9),(79 1053261),
(1 4077.7559),(2 9662.886),(3 16279.936),(4 22604.69),(5 30260.56),(6 36972.457),(7 44308.29),(8 51122.293),(9 59770.547),(10 69901.22),(11 82814.52),(12 97342.914),(13 115759.62),(14 141807.66),(15 172826.97),(16 205975.58),(17 238122.78),(18 267961.97),(19 304751.25),(20 341450.47),(21 380223.13),(22 414995.5),(23 445182.16),(24 470063),(25 519017.2),(26 545962.2),(27 575744.56),(28 606599.44),(29 640001.6),(30 677698.5),(31 703038.25),(32 725364.7),(33 758961.9),(34 789974.8),(35 808868.7),(36 829360),(37 842048.75),(38 870596.6),(39 888486.25),(40 876596.94),(41 890735.8),(42 899613.6),(43 906040.94),(44 913259.44),(45 931219.9),(46 926130.6),(47 936657.5),(48 945332.56),(49 960207.2),(50 963240.25),(51 953635.4),(52 977775.7),(53 979437.1),(54 984473.75),(55 970496.75),(56 994549.3),(57 988908.4),(58 1004836.06),(59 995976.8),(60 985252.56),(61 1000077.8),(62 980038.3),(63 994059.8),(64 1006727.94),(65 1009653.06),(66 1003779.44),(67 1001304.56),(68 1002066.1),(69 1013603.7),(70 995086.25),(71 997111.75),(72 1002921.7),(73 996824.2),(74 988282.1),(75 991052.2),(76 995564.7),(77 981920.3),(78 991429.6),(79 982804.1),
(1 4138.601),(2 9610.271),(3 16491.07),(4 23111.672),(5 30622.383),(6 37045.164),(7 43941.754),(8 50415.586),(9 58322.805),(10 67688.76),(11 77839),(12 92083.61),(13 109742.195),(14 131093.08),(15 158615.1),(16 190434.72),(17 225692.89),(18 259995.86),(19 298296.22),(20 331471.3),(21 367452.25),(22 406959.3),(23 435181.56),(24 469641.78),(25 503298.25),(26 534734.4),(27 569568.94),(28 595397.6),(29 635592),(30 661657.56),(31 679567.06),(32 714766.6),(33 733301.9),(34 761351.3),(35 785733.06),(36 808926.8),(37 825521.1),(38 837559.25),(39 847078.25),(40 843870.5),(41 847891.5),(42 856129.56),(43 851911),(44 875638.5),(45 868868.5),(46 894651.94),(47 876148.06),(48 890389.3),(49 905848.94),(50 897551.94),(51 904952.44),(52 918259.3),(53 927763.94),(54 933724.94),(55 946571.4),(56 934155.56),(57 944654.7),(58 947440.6),(59 941427.3),(60 958075.5),(61 962524.44),(62 958881.5),(63 976847.8),(64 982673.75),(65 983646.4),(66 991627.9),(67 986004.5),(68 988319.75),(69 1002300.9),(70 990030.7),(71 1006943.2),(72 985288.94),(73 995516.3),(74 981032.8),(75 977210.1),(76 990314.5),(77 976040.75),(78 981591.4),(79 985457.5),
(1 4131.453),(2 9552.727),(3 16328.914),(4 22817.678),(5 30370.37),(6 36485.8),(7 42990.16),(8 49363.1),(9 57471.54),(10 65866.52),(11 75315.45),(12 89390.98),(13 104662.8),(14 123541.22),(15 148696.27),(16 180698.81),(17 215509.22),(18 253914),(19 283362.2),(20 304529.6),(21 333757.44),(22 375293.7),(23 407513.16),(24 442071.28),(25 475746.94),(26 518364.53),(27 541961.5),(28 571864.75),(29 604169.9),(30 631732.5),(31 669485.2),(32 688211.7),(33 704218.7),(34 733290.25),(35 756834.44),(36 770208.9),(37 787952.4),(38 800587.2),(39 807624.5),(40 814465.75),(41 818171),(42 828265.1),(43 836721.56),(44 852260.75),(45 840069.25),(46 846737.8),(47 834278.44),(48 848991.5),(49 859518.9),(50 857050.1),(51 855411.6),(52 854634.8),(53 867581.06),(54 884792.94),(55 889183.6),(56 868106.94),(57 878817.2),(58 878522.8),(59 888704),(60 885699.4),(61 898274.06),(62 917231.3),(63 906275.9),(64 924642),(65 918763.94),(66 929436.8),(67 925836.4),(68 930776.44),(69 949577.56),(70 929508.9),(71 941158.7),(72 944228.75),(73 946480.25),(74 942659.44),(75 944750.4),(76 948313.44),(77 965921.9),(78 959527.3),(79 971599.3),
(1 4216.1494),(2 9804.988),(3 16943.676),(4 23611.541),(5 31445.932),(6 37788.684),(7 44943.406),(8 51623.293),(9 59697.793),(10 68309.516),(11 79160.33),(12 93560.69),(13 107864.69),(14 131380.23),(15 161439.22),(16 195964.27),(17 233030.88),(18 260152.34),(19 287442.28),(20 323107.9),(21 356115.63),(22 388160.44),(23 420391),(24 443500.97),(25 479609.97),(26 505447.3),(27 528934.94),(28 547322.4),(29 582617),(30 600155),(31 632276.5),(32 662336.5),(33 681681.8),(34 704955.6),(35 733429.4),(36 736861.2),(37 737075.3),(38 758722.44),(39 762137.2),(40 759823.5),(41 779789.94),(42 783993.4),(43 798084.94),(44 802608.25),(45 803664),(46 802451.5),(47 808357.8),(48 805220.25),(49 812097.75),(50 809456.9),(51 822316.25),(52 822887.2),(53 829847.56),(54 837788.44),(55 837308.2),(56 822465.94),(57 829793.2),(58 845549.8),(59 832455.8),(60 845091.06),(61 853189.8),(62 852761.56),(63 855592.7),(64 843200.4),(65 847113.94),(66 840847.3),(67 859964.8),(68 843750.6),(69 858218.9),(70 851798.8),(71 859891.75),(72 851191.1),(73 866343.4),(74 856309.56),(75 864473.5),(76 864331.94),(77 884775.06),(78 871946),(79 885658.44),
(1 3996.4482),(2 9499.952),(3 16301.966),(4 22916.563),(5 30960.1),(6 37754.414),(7 45387.605),(8 52680.99),(9 61269.85),(10 71157.484),(11 82320.78),(12 95874.445),(13 111014.14),(14 134192.17),(15 158661.4),(16 184102.34),(17 210927.03),(18 240435.33),(19 275110.97),(20 309310.38),(21 332575.75),(22 368157.9),(23 394410.16),(24 426742.66),(25 455907.88),(26 479553.94),(27 514149.47),(28 545548.9),(29 567143.3),(30 603470.6),(31 633289.9),(32 644127.3),(33 656741.56),(34 665798.8),(35 701370.06),(36 699125.75),(37 714657.94),(38 733116.1),(39 742935.25),(40 742467.2),(41 759502.9),(42 752979.44),(43 768411.6),(44 771517.25),(45 773606.6),(46 794101.06),(47 786482.9),(48 798697.2),(49 785037.56),(50 789086.75),(51 803336.2),(52 794972.6),(53 800503.5),(54 802031),(55 814373.8),(56 814678.8),(57 815043.9),(58 820584.75),(59 836847.5),(60 828805.06),(61 845351),(62 832590.3),(63 850387.6),(64 840981.1),(65 839065.9),(66 841938.44),(67 844970.5),(68 836673.5),(69 847217.94),(70 831322.94),(71 831978.44),(72 835018.94),(73 829775.7),(74 838112.94),(75 849314.7),(76 842954.75),(77 854196.44),(78 862611.9),(79 869309.3),
(1 4027.9487),(2 9321.848),(3 15801.543),(4 21944.846),(5 29385.355),(6 35885.664),(7 43070.313),(8 49771.01),(9 58461.406),(10 69242.53),(11 80189.12),(12 93115.68),(13 108072.06),(14 129928.86),(15 153875.06),(16 182844.61),(17 215896.9),(18 239697.1),(19 270239.1),(20 288294.6),(21 312933.44),(22 343677.94),(23 372820.75),(24 401285.34),(25 430489.9),(26 461827.16),(27 488391.9),(28 507242.38),(29 534385.5),(30 573889.94),(31 595838.56),(32 617494.56),(33 638671.7),(34 666937.7),(35 684029.6),(36 701024.94),(37 715363.06),(38 733617.44),(39 736300.8),(40 745316.8),(41 752775.6),(42 766592.7),(43 771413.8),(44 778241.1),(45 792302.56),(46 792581.9),(47 782403.3),(48 794849.25),(49 809507.5),(50 797240.06),(51 801156.75),(52 797856.94),(53 800743.3),(54 803915.3),(55 808467),(56 806581),(57 804143.1),(58 812332.8),(59 813622.6),(60 810375.94),(61 814310.5),(62 826205.9),(63 815908.8),(64 811880.5),(65 805694.5),(66 792824.25),(67 801195.3),(68 793508.06),(69 789281.5),(70 803863.75),(71 809336.25),(72 799535.1),(73 810623.44),(74 807475.9),(75 811218.9),(76 809263.8),(77 819717.7),(78 815749.3),(79 818852.44),
(1 4237.799),(2 9548.039),(3 16295.263),(4 22426.244),(5 29883.885),(6 36296.6),(7 42948.297),(8 49249.297),(9 57192.23),(10 67203.63),(11 78369.13),(12 92468.734),(13 108267.02),(14 132437.97),(15 160890.31),(16 196262.48),(17 224654.25),(18 249477.25),(19 276466.3),(20 299782.84),(21 326488.7),(22 357925.47),(23 390302.84),(24 402380.28),(25 433738.84),(26 459003.34),(27 476701.6),(28 505181.78),(29 534838.44),(30 562885.4),(31 576383.6),(32 596742.94),(33 620155.9),(34 630667.1),(35 649944.25),(36 661916.6),(37 671417.94),(38 679474.6),(39 691070.6),(40 696470.2),(41 700128.5),(42 716128.56),(43 731478.75),(44 742701.5),(45 765146.4),(46 765047.4),(47 766438.44),(48 781271.44),(49 781640.3),(50 788762.9),(51 786877.56),(52 797803.7),(53 799914.6),(54 791701.56),(55 803891.7),(56 802727.5),(57 813331.25),(58 833911),(59 822876.9),(60 826983.5),(61 818848.2),(62 811501.56),(63 822391.5),(64 810927.75),(65 796837.9),(66 794136.25),(67 788012.06),(68 789213.3),(69 790978.3),(70 793343.4),(71 780080),(72 776649.9),(73 771407),(74 777408),(75 788781.8),(76 784468.44),(77 782456.44),(78 782036.3),(79 777692),
(1 4182.435),(2 9975.402),(3 17105.787),(4 23657.344),(5 31339.873),(6 37797.004),(7 44652.17),(8 51470.297),(9 59176.16),(10 68723.34),(11 78634.65),(12 91904.17),(13 110015.555),(14 137537.89),(15 163872.2),(16 192058.98),(17 215653.53),(18 243036.73),(19 273101.75),(20 302823.28),(21 330397.75),(22 364342.2),(23 390716.94),(24 413720.72),(25 440682.5),(26 460781.63),(27 491538.78),(28 509574.44),(29 549202),(30 573670.75),(31 587700.1),(32 609305.8),(33 620764.3),(34 635037.44),(35 662172.9),(36 671844.1),(37 673275),(38 690307.1),(39 691575.75),(40 712428.1),(41 711586.1),(42 724985.06),(43 717822.3),(44 717295.5),(45 728313.9),(46 735176.25),(47 735310.9),(48 733388.3),(49 726786.3),(50 734520.9),(51 734439.1),(52 735698.75),(53 748637.56),(54 755519.2),(55 766702.8),(56 756016.5),(57 773172.06),(58 774987.25),(59 768103.1),(60 784947.9),(61 775357.56),(62 793865.56),(63 780346.7),(64 784019.3),(65 792819.25),(66 798644.1),(67 786454.6),(68 790101.44),(69 779400.56),(70 780517),(71 771409.44),(72 781394.8),(73 787258.75),(74 791843.1),(75 803273.3),(76 791869.75),(77 797779.5),(78 796704.3),(79 787186),
(1 4398.344),(2 10482.388),(3 18448.457),(4 25601.697),(5 33796.887),(6 40638.54),(7 47701.24),(8 54233.8),(9 61287.438),(10 69426.51),(11 79373.02),(12 94783.336),(13 114130.02),(14 140465.69),(15 165330.53),(16 189290.88),(17 217026.34),(18 241845.75),(19 277171),(20 311869.06),(21 343551.97),(22 376231.53),(23 396619.3),(24 416035.66),(25 435516.34),(26 472661.78),(27 491120.47),(28 520269.78),(29 554397.7),(30 579641.8),(31 585635.8),(32 600065.8),(33 628734.6),(34 658857.7),(35 672297.25),(36 693327.8),(37 701137.1),(38 708064.5),(39 723108.8),(40 731203.3),(41 725122.75),(42 730317.7),(43 736626.56),(44 732326.8),(45 734201.8),(46 745923.3),(47 747767.6),(48 751244.44),(49 749083.9),(50 753259.25),(51 762349.1),(52 772614.8),(53 766792.9),(54 779044.1),(55 790097.9),(56 770483.8),(57 784016.5),(58 781805.6),(59 783762.3),(60 783861.25),(61 775623.1),(62 774084.94),(63 779864.7),(64 776103.94),(65 781220.1),(66 780762.56),(67 782637.1),(68 768499.4),(69 774824.2),(70 772501.7),(71 759441.9),(72 760496.94),(73 766483),(74 768539.8),(75 768660.44),(76 761320.3),(77 759694.44),(78 761486.1),(79 761844.4),
