1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 19.247446),(2 23.605984),(3 25.297247),(4 26.592985),(5 27.599506),(6 28.883686),(7 29.407715),(8 29.844805),(9 30.759165),(10 31.131586),(11 31.323557),(12 31.655067),(13 31.692137),(14 32.38385),(15 31.900291),(16 31.835804),(17 31.998018),(18 32.058254),(19 32.407654),(20 32.194477),(21 32.833763),(22 32.898323),(23 33.449043),(24 33.12473),(25 33.156395),(26 33.71507),(27 34.05253),(28 33.810642),(29 33.950024),(30 33.898724),(31 34.217834),(32 34.58365),(33 34.514286),(34 35.01012),(35 34.878445),(36 35.087788),(37 34.936596),(38 35.10589),(39 34.949585),(40 34.91576),(41 34.881584),(42 35.290916),(43 35.56018),(44 35.741013),(45 35.518135),(46 36.58908),(47 36.340347),(48 36.61398),(49 36.75934),(50 36.818016),(51 36.83147),(52 37.420177),(53 37.55478),(54 38.40742),(55 39.031193),(56 38.831234),(57 38.972713),(58 39.188168),(59 39.148083),(60 39.514698),(61 39.75892),(62 40.161476),(63 40.21532),(64 40.81979),(65 41.097282),(66 41.405743),(67 41.504692),(68 41.581535),(69 42.214676),(70 42.305664),(71 42.84356),(72 43.283775),(73 43.31515),(74 42.863293),(75 42.91283),(76 42.872078),(77 42.75399),(78 42.390076),(79 42.6594),
(1 19.09564),(2 23.596384),(3 25.1978),(4 26.503328),(5 27.580988),(6 28.731272),(7 29.421173),(8 29.954687),(9 30.214848),(10 30.661415),(11 30.777182),(12 30.806644),(13 31.064669),(14 31.664057),(15 31.423903),(16 31.633087),(17 31.918234),(18 31.851065),(19 31.79733),(20 31.883722),(21 32.126022),(22 32.140633),(23 32.36922),(24 32.175964),(25 32.289387),(26 32.552227),(27 32.726254),(28 32.971954),(29 33.09466),(30 33.26877),(31 33.850925),(32 34.04078),(33 34.04459),(34 34.09698),(35 34.075417),(36 33.99585),(37 34.38506),(38 34.70686),(39 34.46404),(40 34.78453),(41 34.452984),(42 34.66334),(43 35.162697),(44 35.385544),(45 35.14649),(46 35.511086),(47 35.44898),(48 35.476025),(49 36.06542),(50 36.548203),(51 36.133244),(52 37.186665),(53 37.07072),(54 37.520634),(55 37.817528),(56 37.806744),(57 38.059258),(58 38.87715),(59 38.83226),(60 38.913364),(61 39.039703),(62 39.633396),(63 39.891983),(64 40.342632),(65 40.747215),(66 40.960327),(67 41.214725),(68 41.54916),(69 42.01149),(70 42.456467),(71 42.8695),(72 42.784496),(73 42.75352),(74 42.867893),(75 42.366528),(76 42.137188),(77 41.885857),(78 41.499294),(79 41.63377),
(1 18.568083),(2 22.98464),(3 24.418072),(4 25.935392),(5 26.796606),(6 27.799149),(7 28.456223),(8 28.87503),(9 29.276478),(10 29.809603),(11 29.957285),(12 29.603884),(13 29.673344),(14 30.553078),(15 29.992895),(16 29.899403),(17 30.624878),(18 30.332264),(19 30.330036),(20 30.300138),(21 30.643044),(22 30.8575),(23 30.945185),(24 30.901096),(25 31.15219),(26 31.834608),(27 31.47564),(28 31.803553),(29 32.029877),(30 32.03969),(31 32.100605),(32 32.50869),(33 32.629425),(34 32.895687),(35 32.899906),(36 32.62685),(37 32.84366),(38 33.08358),(39 32.715405),(40 32.969334),(41 33.190506),(42 33.03464),(43 33.60167),(44 33.5264),(45 33.765934),(46 33.87534),(47 33.869095),(48 34.088783),(49 34.609375),(50 35.15732),(51 34.915955),(52 35.712555),(53 35.55057),(54 36.10325),(55 36.264126),(56 36.375378),(57 36.737118),(58 37.711758),(59 37.65862),(60 38.039497),(61 38.476086),(62 38.74727),(63 38.89715),(64 39.170574),(65 39.610897),(66 39.648888),(67 40.26621),(68 40.23162),(69 40.961452),(70 41.26065),(71 41.689915),(72 41.40195),(73 41.44139),(74 41.405293),(75 40.646553),(76 40.54689),(77 40.429447),(78 40.40743),(79 39.981907),
(1 19.106207),(2 23.40123),(3 24.911734),(4 26.33924),(5 27.19815),(6 27.866568),(7 29.091541),(8 29.621613),(9 29.798819),(10 30.240473),(11 30.599813),(12 30.250725),(13 30.978605),(14 31.595144),(15 31.03739),(16 31.0316),(17 31.21925),(18 30.950773),(19 30.934612),(20 31.041016),(21 31.142693),(22 31.538454),(23 31.470863),(24 31.758013),(25 32.00996),(26 32.576946),(27 31.926754),(28 32.106396),(29 32.454247),(30 32.59757),(31 33.19571),(32 33.452408),(33 33.795544),(34 33.926846),(35 33.694515),(36 33.680393),(37 33.753437),(38 33.982212),(39 33.890778),(40 34.050133),(41 34.277027),(42 34.24238),(43 34.6738),(44 34.779655),(45 34.754387),(46 34.8613),(47 34.77006),(48 35.201614),(49 35.379013),(50 36.49687),(51 35.85516),(52 36.232796),(53 36.407497),(54 37.25743),(55 37.27389),(56 37.441566),(57 37.91945),(58 38.62357),(59 38.15482),(60 38.627316),(61 39.167984),(62 39.81325),(63 39.652847),(64 40.141323),(65 40.16214),(66 39.951763),(67 40.342743),(68 40.666702),(69 40.94465),(70 41.030994),(71 41.39069),(72 41.02063),(73 41.01788),(74 40.850407),(75 39.958393),(76 39.606377),(77 39.178547),(78 39.521137),(79 39.52513),
(1 18.757668),(2 23.230055),(3 24.713236),(4 25.894463),(5 26.619276),(6 27.534414),(7 28.63623),(8 29.412785),(9 29.63493),(10 30.273018),(11 30.35),(12 30.065937),(13 30.377064),(14 30.938616),(15 30.589338),(16 30.909777),(17 30.895647),(18 30.814463),(19 31.026949),(20 31.119747),(21 31.314926),(22 31.736713),(23 32.096596),(24 32.302277),(25 32.255737),(26 32.67245),(27 32.487473),(28 32.31443),(29 32.61205),(30 32.739986),(31 32.95457),(32 33.18741),(33 33.390045),(34 33.38723),(35 33.239162),(36 33.24996),(37 33.376743),(38 33.53108),(39 33.63593),(40 33.5336),(41 34.027046),(42 33.997204),(43 33.978836),(44 34.416573),(45 34.093845),(46 34.489735),(47 34.413353),(48 34.52659),(49 34.862213),(50 35.219193),(51 34.78525),(52 35.583466),(53 35.839985),(54 36.05169),(55 35.82804),(56 36.11888),(57 36.50354),(58 36.47256),(59 36.556164),(60 36.838882),(61 37.505077),(62 38.148224),(63 38.20215),(64 38.71154),(65 38.68679),(66 38.77206),(67 39.25913),(68 39.41544),(69 39.893883),(70 40.002136),(71 40.07551),(72 39.96442),(73 40.116627),(74 40.230343),(75 39.549084),(76 39.51329),(77 39.29135),(78 39.50285),(79 39.71725),
(1 18.815067),(2 23.256416),(3 24.55717),(4 26.126179),(5 26.74255),(6 27.581491),(7 28.414236),(8 29.002563),(9 29.33501),(10 30.056702),(11 30.401865),(12 30.233074),(13 30.376673),(14 30.963879),(15 30.53678),(16 30.699112),(17 30.766357),(18 30.652401),(19 30.714666),(20 30.64498),(21 31.062078),(22 31.316158),(23 31.499517),(24 31.39206),(25 31.741282),(26 32.224155),(27 32.10718),(28 32.353138),(29 32.58963),(30 32.794273),(31 33.1915),(32 33.1667),(33 33.18675),(34 33.14438),(35 33.021233),(36 33.235382),(37 33.094593),(38 33.508713),(39 33.476723),(40 33.589115),(41 33.928284),(42 33.57755),(43 34.026993),(44 34.26814),(45 34.287964),(46 34.719646),(47 34.54716),(48 35.003975),(49 35.22092),(50 36.04856),(51 35.305782),(52 36.026054),(53 36.49819),(54 37.521053),(55 37.41032),(56 38.119217),(57 38.462814),(58 38.768238),(59 39.37992),(60 39.570145),(61 40.41465),(62 40.918755),(63 40.61365),(64 41.090485),(65 41.4628),(66 41.021183),(67 41.53605),(68 41.95626),(69 41.890022),(70 42.383495),(71 42.199017),(72 42.429794),(73 42.505497),(74 42.268105),(75 41.537907),(76 41.210518),(77 41.056034),(78 40.82057),(79 40.9513),
(1 18.414001),(2 22.72815),(3 24.418957),(4 25.879251),(5 26.727985),(6 27.600468),(7 28.418135),(8 28.841108),(9 29.090332),(10 29.751562),(11 29.970928),(12 29.88751),(13 29.888578),(14 30.669537),(15 30.317839),(16 30.374802),(17 30.622808),(18 30.6998),(19 30.792908),(20 30.531979),(21 30.645483),(22 30.792),(23 30.840683),(24 30.864134),(25 31.369516),(26 31.74288),(27 31.486084),(28 31.84473),(29 31.900408),(30 31.644577),(31 32.254017),(32 32.183453),(33 32.114998),(34 32.08729),(35 32.01566),(36 31.951172),(37 31.951042),(38 32.56936),(39 32.0022),(40 32.219345),(41 32.214317),(42 32.465683),(43 32.717384),(44 32.96899),(45 33.014435),(46 33.531143),(47 32.98524),(48 33.30866),(49 33.577534),(50 34.18978),(51 33.841362),(52 34.639908),(53 34.9826),(54 35.61868),(55 35.875595),(56 36.23218),(57 36.52595),(58 36.852825),(59 36.71011),(60 37.304768),(61 37.76428),(62 38.945503),(63 38.19838),(64 39.08486),(65 39.39483),(66 39.48504),(67 39.757385),(68 40.154976),(69 40.35911),(70 40.879818),(71 41.107685),(72 41.565536),(73 41.429977),(74 41.291107),(75 40.765877),(76 40.516323),(77 40.406883),(78 40.452705),(79 40.32399),
(1 18.306122),(2 22.269356),(3 23.708927),(4 25.606062),(5 26.342972),(6 27.316692),(7 28.270876),(8 28.69755),(9 28.943075),(10 29.398891),(11 29.574066),(12 29.53569),(13 29.69921),(14 30.07186),(15 30.07701),(16 29.996609),(17 29.91781),(18 30.265942),(19 30.25081),(20 30.118681),(21 29.867357),(22 30.317741),(23 30.511242),(24 30.586254),(25 30.862047),(26 31.432407),(27 31.48863),(28 31.404356),(29 31.394781),(30 31.440016),(31 31.643213),(32 31.989418),(33 31.975752),(34 32.144115),(35 31.912632),(36 32.00648),(37 31.982029),(38 32.290234),(39 32.555916),(40 32.228947),(41 32.09397),(42 32.54384),(43 33.13618),(44 33.293262),(45 33.45191),(46 33.535),(47 33.442585),(48 33.42271),(49 33.79682),(50 34.01031),(51 34.14986),(52 34.493935),(53 34.90921),(54 35.42395),(55 35.511284),(56 35.546635),(57 35.695072),(58 36.481525),(59 36.81209),(60 36.944805),(61 37.654625),(62 38.290684),(63 37.95897),(64 38.421993),(65 38.817497),(66 38.898132),(67 39.134266),(68 39.433342),(69 40.021248),(70 40.260086),(71 40.36532),(72 40.62264),(73 40.408127),(74 40.30841),(75 40.04361),(76 40.052113),(77 39.500885),(78 39.62464),(79 39.71339),
(1 18.194176),(2 22.080814),(3 23.925398),(4 25.66654),(5 26.681149),(6 27.82236),(7 28.146395),(8 28.722233),(9 29.048824),(10 29.700872),(11 29.712366),(12 29.70567),(13 30.049688),(14 30.88126),(15 30.674522),(16 30.506472),(17 30.428226),(18 30.91584),(19 31.026712),(20 30.577919),(21 30.674885),(22 31.055315),(23 31.263487),(24 31.397509),(25 31.542389),(26 32.390457),(27 32.14),(28 31.806154),(29 32.36229),(30 32.612434),(31 32.59207),(32 32.6036),(33 32.552235),(34 32.24352),(35 32.42371),(36 32.337093),(37 32.380978),(38 32.4335),(39 32.249268),(40 32.24209),(41 32.201527),(42 32.53622),(43 32.66974),(44 32.87941),(45 33.225838),(46 33.425934),(47 33.423138),(48 33.52116),(49 33.80162),(50 34.025505),(51 33.80453),(52 34.077026),(53 34.109684),(54 34.667553),(55 35.311718),(56 35.437637),(57 35.64615),(58 36.208214),(59 36.482197),(60 36.575577),(61 37.199142),(62 38.34326),(63 37.938133),(64 38.722836),(65 38.730522),(66 38.75657),(67 39.16221),(68 39.524258),(69 40.04912),(70 40.433212),(71 40.43055),(72 40.208107),(73 40.124874),(74 40.027073),(75 39.31323),(76 39.28608),(77 39.117702),(78 38.865185),(79 39.21793),
(1 18.1081),(2 22.267786),(3 23.801575),(4 25.56146),(5 26.394115),(6 27.744719),(7 27.95254),(8 28.849796),(9 29.665926),(10 29.833637),(11 29.958242),(12 30.242037),(13 30.62767),(14 30.96525),(15 30.910614),(16 30.939291),(17 31.047213),(18 31.04071),(19 30.948828),(20 30.623484),(21 30.714653),(22 30.978563),(23 31.26797),(24 31.338161),(25 31.42015),(26 32.05754),(27 32.09556),(28 32.144863),(29 32.6131),(30 32.54842),(31 32.837337),(32 32.86188),(33 33.046547),(34 33.10891),(35 33.138477),(36 33.237095),(37 33.288136),(38 33.552185),(39 33.117695),(40 33.312065),(41 33.48398),(42 33.882744),(43 34.381596),(44 34.61937),(45 34.39353),(46 34.872066),(47 34.981537),(48 35.128773),(49 35.2539),(50 35.671566),(51 35.56067),(52 36.302273),(53 35.99593),(54 36.70509),(55 37.420143),(56 37.542),(57 37.510033),(58 37.68347),(59 37.861504),(60 38.24569),(61 38.730743),(62 39.185593),(63 39.322296),(64 39.6233),(65 39.591072),(66 39.902752),(67 40.31173),(68 40.327515),(69 40.68466),(70 40.83695),(71 41.209152),(72 41.191742),(73 40.781338),(74 40.575462),(75 39.753223),(76 39.76237),(77 39.61494),(78 39.42597),(79 39.171875),
(1 17.875305),(2 21.751701),(3 23.35637),(4 24.812967),(5 25.91564),(6 27.073767),(7 27.575483),(8 28.338146),(9 28.905401),(10 29.130777),(11 29.1639),(12 28.985056),(13 29.507204),(14 29.750168),(15 29.787468),(16 29.842613),(17 29.966885),(18 29.97048),(19 29.926783),(20 29.708057),(21 30.03775),(22 30.305525),(23 30.479115),(24 30.642464),(25 30.596756),(26 31.056017),(27 30.716902),(28 31.222713),(29 31.444527),(30 31.694214),(31 31.616526),(32 32.184685),(33 32.19304),(34 32.447857),(35 32.281044),(36 32.785023),(37 32.551094),(38 33.243195),(39 32.50376),(40 32.336178),(41 32.819145),(42 32.816925),(43 33.122337),(44 33.20077),(45 33.337482),(46 33.77098),(47 33.64284),(48 33.912273),(49 34.10472),(50 34.56319),(51 34.39857),(52 35.45815),(53 35.50924),(54 36.142143),(55 36.212273),(56 36.347664),(57 36.34364),(58 36.42755),(59 36.86718),(60 36.928295),(61 37.43384),(62 38.315468),(63 38.04905),(64 38.517315),(65 38.57946),(66 39.158142),(67 39.92051),(68 39.97325),(69 40.321648),(70 40.662697),(71 40.878487),(72 40.901844),(73 40.31508),(74 40.607456),(75 39.49633),(76 39.589493),(77 39.53359),(78 39.323868),(79 38.960632),
(1 17.819872),(2 21.814735),(3 23.672419),(4 25.063278),(5 26.023499),(6 27.395855),(7 28.251265),(8 28.708807),(9 28.987818),(10 29.159332),(11 29.17844),(12 29.285273),(13 29.654707),(14 29.874638),(15 29.902561),(16 29.944134),(17 30.080313),(18 30.135782),(19 30.079622),(20 29.709263),(21 29.953821),(22 30.148682),(23 30.396397),(24 30.195196),(25 30.683504),(26 31.293764),(27 31.024902),(28 31.401508),(29 31.3406),(30 31.27731),(31 31.749231),(32 32.110657),(33 32.228367),(34 32.441013),(35 32.36132),(36 31.939014),(37 32.247852),(38 32.782032),(39 32.376377),(40 32.36055),(41 32.27047),(42 32.554153),(43 33.266407),(44 33.100853),(45 33.367958),(46 33.736774),(47 33.80374),(48 33.717293),(49 34.084717),(50 34.29124),(51 34.373238),(52 34.645775),(53 34.683296),(54 35.053505),(55 35.517376),(56 35.71759),(57 36.07777),(58 36.270233),(59 36.863037),(60 36.763348),(61 37.499905),(62 37.887375),(63 37.758),(64 37.819717),(65 38.45664),(66 38.77466),(67 39.485786),(68 39.24765),(69 39.743668),(70 40.223186),(71 40.168846),(72 40.28897),(73 39.825184),(74 39.972004),(75 39.54508),(76 39.452736),(77 39.33184),(78 39.05032),(79 38.575092),
(1 17.838331),(2 21.931662),(3 23.771906),(4 24.891823),(5 25.665283),(6 26.843359),(7 27.386744),(8 27.788357),(9 28.35724),(10 28.533306),(11 28.812344),(12 28.700325),(13 29.200394),(14 29.921526),(15 29.575895),(16 29.70232),(17 29.810436),(18 29.881767),(19 30.115957),(20 29.868519),(21 30.223747),(22 30.173695),(23 30.140324),(24 30.054995),(25 30.153503),(26 30.908968),(27 30.441195),(28 30.957417),(29 30.907724),(30 30.803741),(31 31.24373),(32 31.304153),(33 31.781023),(34 31.852255),(35 31.768959),(36 31.290136),(37 31.453588),(38 32.022102),(39 31.683905),(40 31.687298),(41 31.626652),(42 31.886444),(43 31.95593),(44 31.90886),(45 31.911259),(46 32.206604),(47 32.412968),(48 32.33166),(49 32.429443),(50 33.39796),(51 33.042526),(52 34.20055),(53 34.351837),(54 34.88326),(55 34.85291),(56 35.435844),(57 35.848938),(58 36.140217),(59 36.466743),(60 36.6343),(61 37.156033),(62 37.39619),(63 36.977386),(64 37.26646),(65 37.416283),(66 37.58448),(67 38.125656),(68 37.98535),(69 38.558903),(70 39.14161),(71 39.125782),(72 39.40417),(73 39.237038),(74 39.108246),(75 38.67981),(76 38.877113),(77 38.799778),(78 38.623264),(79 38.332043),
(1 17.343143),(2 21.54046),(3 23.382019),(4 24.37158),(5 25.234125),(6 26.359573),(7 27.056208),(8 27.662985),(9 28.47838),(10 28.388746),(11 28.607521),(12 28.553053),(13 28.76153),(14 29.221598),(15 29.17435),(16 29.133554),(17 29.4241),(18 29.480795),(19 29.654428),(20 29.514778),(21 29.99304),(22 29.946035),(23 29.97819),(24 30.111448),(25 30.8022),(26 31.516762),(27 31.218552),(28 31.84863),(29 31.900112),(30 31.843624),(31 32.03663),(32 31.989094),(33 32.0925),(34 32.26577),(35 32.538948),(36 32.19665),(37 32.125767),(38 32.506287),(39 32.090702),(40 32.151318),(41 32.37769),(42 32.298035),(43 32.819134),(44 32.81499),(45 32.5118),(46 32.925728),(47 32.92983),(48 32.824997),(49 32.981182),(50 33.487617),(51 33.365314),(52 34.36087),(53 34.38383),(54 34.633183),(55 34.648735),(56 34.89645),(57 34.895706),(58 35.14574),(59 35.333176),(60 35.660126),(61 36.282726),(62 37.19284),(63 36.975403),(64 37.201237),(65 37.493362),(66 38.199562),(67 38.46817),(68 38.46072),(69 39.090805),(70 39.30661),(71 40.02079),(72 39.47817),(73 39.54473),(74 39.500874),(75 39.19687),(76 38.88292),(77 38.945724),(78 38.959846),(79 38.90028),
(1 17.492258),(2 22.098692),(3 23.604446),(4 24.699291),(5 25.35437),(6 26.253521),(7 27.015314),(8 27.492327),(9 27.983578),(10 28.33037),(11 28.111427),(12 27.967224),(13 28.344833),(14 28.878801),(15 29.251808),(16 29.261644),(17 29.44846),(18 29.593142),(19 29.319792),(20 29.456343),(21 29.53099),(22 29.467848),(23 29.129522),(24 29.371504),(25 29.865267),(26 30.554255),(27 30.38499),(28 30.326132),(29 30.471369),(30 30.574936),(31 31.09465),(32 30.770702),(33 30.861713),(34 31.215385),(35 31.804998),(36 31.726604),(37 31.614304),(38 31.990725),(39 31.824308),(40 31.78736),(41 32.043835),(42 31.61716),(43 32.155643),(44 32.445675),(45 32.288586),(46 32.91263),(47 32.67366),(48 32.693573),(49 33.09648),(50 33.80891),(51 33.36739),(52 34.045143),(53 34.02094),(54 34.322044),(55 34.892857),(56 35.17255),(57 35.39642),(58 35.602283),(59 35.841404),(60 35.718372),(61 36.44387),(62 36.93883),(63 37.002007),(64 37.185818),(65 37.50883),(66 37.904613),(67 38.4374),(68 38.901882),(69 39.485336),(70 39.791252),(71 39.813736),(72 39.38724),(73 39.35297),(74 39.957073),(75 39.294315),(76 38.75523),(77 38.692627),(78 38.952377),(79 38.71673),
(1 16.987295),(2 21.415335),(3 22.680574),(4 24.118807),(5 25.144953),(6 26.143234),(7 26.628275),(8 27.226645),(9 27.755833),(10 28.012259),(11 28.16206),(12 28.08368),(13 28.521029),(14 28.723215),(15 29.11002),(16 28.997135),(17 28.943087),(18 29.049826),(19 28.95125),(20 29.125084),(21 29.088556),(22 29.138218),(23 29.224892),(24 29.171354),(25 29.636856),(26 30.091558),(27 30.105576),(28 30.122593),(29 30.823215),(30 31.058678),(31 31.179428),(32 31.01294),(33 31.283945),(34 31.48524),(35 31.5674),(36 31.394125),(37 31.642782),(38 31.76012),(39 31.437729),(40 31.65351),(41 31.897282),(42 31.922085),(43 32.095634),(44 32.293266),(45 32.386734),(46 32.757748),(47 32.633663),(48 32.80771),(49 33.22303),(50 33.44147),(51 33.263275),(52 33.696976),(53 33.78638),(54 33.975193),(55 34.45848),(56 34.695515),(57 35.043182),(58 35.249676),(59 35.35893),(60 35.691414),(61 36.291195),(62 36.84317),(63 36.736286),(64 37.099762),(65 37.376972),(66 37.46004),(67 37.44292),(68 37.759377),(69 38.31428),(70 38.235306),(71 38.623024),(72 38.741787),(73 39.00219),(74 39.379963),(75 38.540405),(76 38.368736),(77 38.17524),(78 38.34218),(79 38.15565),
(1 17.1442),(2 21.503027),(3 22.954977),(4 24.523897),(5 25.469193),(6 26.46984),(7 27.466934),(8 27.85956),(9 28.243654),(10 28.816214),(11 28.626226),(12 28.448162),(13 29.204311),(14 29.194918),(15 29.102377),(16 29.315847),(17 29.362312),(18 29.383627),(19 29.583496),(20 29.30047),(21 29.717985),(22 29.813765),(23 29.739288),(24 29.85219),(25 30.454351),(26 30.81761),(27 30.745012),(28 30.780851),(29 30.808687),(30 30.821411),(31 31.228752),(32 31.147448),(33 31.235353),(34 31.195694),(35 31.315903),(36 31.639225),(37 31.592836),(38 31.803133),(39 31.786726),(40 31.71893),(41 32.26437),(42 32.079697),(43 31.997868),(44 32.094234),(45 32.100655),(46 32.212936),(47 32.55585),(48 32.45848),(49 32.81894),(50 33.28591),(51 33.179264),(52 33.545967),(53 33.96449),(54 34.12905),(55 34.431423),(56 34.971783),(57 34.869747),(58 35.16985),(59 35.404884),(60 35.63175),(61 35.970318),(62 36.362507),(63 36.543484),(64 36.9815),(65 37.2631),(66 37.140285),(67 38.035),(68 38.076492),(69 38.79914),(70 38.88843),(71 39.144836),(72 38.70768),(73 38.72572),(74 38.947094),(75 38.140297),(76 37.978214),(77 37.801212),(78 37.751896),(79 37.741867),
(1 17.464006),(2 21.710129),(3 23.058376),(4 24.45841),(5 25.427162),(6 26.312159),(7 27.246058),(8 27.54265),(9 27.819372),(10 28.619564),(11 28.409658),(12 28.112864),(13 28.70486),(14 29.32312),(15 28.590286),(16 28.905785),(17 28.86326),(18 29.069576),(19 29.194387),(20 29.248957),(21 29.281147),(22 29.5403),(23 29.672134),(24 29.54433),(25 29.928476),(26 30.256243),(27 30.202812),(28 30.110992),(29 30.378868),(30 30.577114),(31 31.034842),(32 31.006481),(33 31.113638),(34 30.992237),(35 30.880875),(36 31.037481),(37 31.452026),(38 31.673178),(39 31.05322),(40 31.269499),(41 31.454386),(42 31.393578),(43 31.511282),(44 31.719015),(45 31.779507),(46 32.130966),(47 32.608955),(48 32.42837),(49 33.15146),(50 33.155006),(51 32.951126),(52 33.821392),(53 33.847145),(54 34.013832),(55 34.4198),(56 34.696598),(57 34.953354),(58 35.51857),(59 35.419678),(60 35.662483),(61 36.440224),(62 37.19789),(63 36.940933),(64 37.30807),(65 37.317455),(66 37.86874),(67 37.842426),(68 38.232548),(69 38.52911),(70 39.077164),(71 39.10471),(72 38.812584),(73 39.014572),(74 38.780945),(75 38.297905),(76 38.361317),(77 38.107113),(78 37.98454),(79 37.878017),
