1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 393.36697),(2 467.58917),(3 489.74014),(4 555.0727),(5 580.60693),(6 609.88403),(7 627.4989),(8 657.72766),(9 662.1598),(10 668.98035),(11 682.3119),(12 695.9609),(13 693.4086),(14 709.4243),(15 724.28314),(16 711.07587),(17 713.6231),(18 718.6543),(19 735.6935),(20 745.9814),(21 740.8825),(22 722.4764),(23 703.00385),(24 696.068),(25 688.59),(26 675.17755),(27 681.6731),(28 681.3936),(29 694.408),(30 697.4173),(31 710.09326),(32 706.45514),(33 726.1516),(34 739.75824),(35 745.5836),(36 741.584),(37 763.1242),(38 785.7711),(39 795.6612),(40 806.0325),(41 811.7032),(42 816.9628),(43 825.6848),(44 826.7634),(45 831.2371),(46 831.88794),(47 826.8965),(48 820.9506),(49 813.80884),(50 805.7391),(51 818.439),(52 804.51337),(53 797.3825),(54 777.64777),(55 760.7758),(56 758.9016),(57 753.0023),(58 762.46497),(59 755.9684),(60 754.78186),(61 777.2193),(62 780.74133),(63 769.5491),(64 775.5323),(65 772.5126),(66 771.0608),(67 768.0427),(68 763.6758),(69 759.0538),(70 761.1065),(71 770.22003),(72 771.2512),(73 765.77954),(74 765.25775),(75 774.9384),(76 763.3965),(77 763.3455),(78 763.23395),(79 756.3927),
(1 380.27432),(2 453.85538),(3 469.93207),(4 521.40063),(5 550.06256),(6 567.9673),(7 588.9611),(8 607.6966),(9 617.97345),(10 632.04224),(11 641.70966),(12 660.751),(13 658.8324),(14 672.5295),(15 680.3179),(16 674.17786),(17 679.71515),(18 679.38385),(19 692.0267),(20 694.6203),(21 694.9356),(22 677.80054),(23 655.71094),(24 649.3911),(25 637.48975),(26 643.8068),(27 649.06976),(28 653.4323),(29 664.1834),(30 669.30396),(31 678.7604),(32 679.2805),(33 695.22736),(34 705.2779),(35 699.6452),(36 708.88696),(37 712.4705),(38 729.3414),(39 740.6218),(40 742.8085),(41 748.6568),(42 753.0195),(43 757.60834),(44 750.75635),(45 751.85394),(46 744.7504),(47 742.1083),(48 743.0474),(49 744.73083),(50 734.6054),(51 751.63684),(52 751.26874),(53 741.52924),(54 719.3907),(55 710.7049),(56 710.0041),(57 703.87946),(58 703.8719),(59 708.39197),(60 704.05115),(61 726.9587),(62 717.42236),(63 706.7982),(64 716.6739),(65 716.83716),(66 719.6286),(67 718.6506),(68 718.83966),(69 719.5846),(70 706.2629),(71 710.8163),(72 716.34106),(73 713.5941),(74 719.5199),(75 726.6083),(76 721.60736),(77 726.99084),(78 724.2914),(79 728.84106),
(1 369.88226),(2 439.726),(3 453.6338),(4 502.39713),(5 530.7638),(6 554.29565),(7 564.24023),(8 586.0461),(9 590.55457),(10 602.48676),(11 611.1399),(12 629.61066),(13 632.41077),(14 640.0298),(15 643.4246),(16 640.3406),(17 654.8943),(18 641.7562),(19 655.73975),(20 666.50244),(21 665.41595),(22 642.5729),(23 630.1373),(24 628.9556),(25 612.1862),(26 614.4266),(27 618.44434),(28 633.9699),(29 632.3847),(30 635.8135),(31 653.68225),(32 653.6439),(33 656.513),(34 663.7643),(35 662.41583),(36 663.8268),(37 672.1059),(38 680.57666),(39 697.40045),(40 699.3675),(41 698.55005),(42 708.13464),(43 711.0022),(44 710.6121),(45 716.95386),(46 716.49146),(47 711.20044),(48 709.3262),(49 708.4272),(50 699.66626),(51 708.3622),(52 692.6831),(53 690.2521),(54 676.295),(55 666.0913),(56 664.1413),(57 658.62616),(58 665.93225),(59 665.7215),(60 661.6546),(61 678.604),(62 676.6916),(63 665.55566),(64 675.70886),(65 666.84265),(66 668.2187),(67 668.8309),(68 668.60724),(69 678.7745),(70 668.94244),(71 667.41974),(72 677.4848),(73 675.9964),(74 677.74536),(75 684.2676),(76 676.0328),(77 683.3172),(78 672.1573),(79 684.7254),
(1 355.0246),(2 419.92108),(3 440.3305),(4 479.14694),(5 496.43985),(6 519.69336),(7 531.329),(8 545.29047),(9 548.1475),(10 555.6935),(11 563.6277),(12 577.6298),(13 579.57825),(14 579.33954),(15 592.1267),(16 590.14307),(17 595.7238),(18 594.4413),(19 615.11163),(20 614.27893),(21 617.2664),(22 604.78503),(23 596.6893),(24 590.5306),(25 584.4337),(26 582.9552),(27 587.29346),(28 604.9795),(29 602.38086),(30 603.3543),(31 617.115),(32 615.48517),(33 620.0072),(34 623.7962),(35 620.6341),(36 623.63245),(37 631.78644),(38 641.49457),(39 653.0131),(40 649.77856),(41 651.5863),(42 650.6937),(43 651.0249),(44 646.4375),(45 645.1144),(46 648.3288),(47 647.13477),(48 643.10657),(49 631.72815),(50 636.4438),(51 641.7901),(52 626.92535),(53 628.60803),(54 622.23364),(55 615.4745),(56 615.30756),(57 605.9667),(58 616.0543),(59 616.75696),(60 615.1446),(61 625.1807),(62 620.55035),(63 605.39606),(64 613.5749),(65 619.5473),(66 615.76855),(67 614.2133),(68 623.7862),(69 625.58734),(70 620.3871),(71 620.1598),(72 625.9958),(73 623.3151),(74 619.2337),(75 627.45483),(76 628.66534),(77 624.29504),(78 620.644),(79 629.9986),
(1 354.99786),(2 418.00522),(3 437.56894),(4 474.8543),(5 493.3672),(6 514.2394),(7 524.6283),(8 544.6079),(9 553.232),(10 563.1658),(11 571.5668),(12 578.26483),(13 586.1209),(14 594.94604),(15 601.3433),(16 605.8902),(17 596.2978),(18 592.9305),(19 605.20526),(20 610.8523),(21 615.72015),(22 597.9178),(23 588.2255),(24 575.1653),(25 577.07715),(26 577.0998),(27 582.4389),(28 587.9184),(29 588.6601),(30 588.13464),(31 597.7203),(32 601.7151),(33 599.92474),(34 606.62274),(35 611.08105),(36 617.91113),(37 622.0394),(38 634.78046),(39 648.4352),(40 646.80743),(41 658.89624),(42 650.6853),(43 652.0391),(44 646.5403),(45 646.3813),(46 651.2414),(47 646.9398),(48 641.0343),(49 633.24384),(50 642.2886),(51 647.4666),(52 641.5121),(53 626.3612),(54 627.48224),(55 617.37897),(56 615.1655),(57 603.78723),(58 613.56555),(59 615.66254),(60 612.97186),(61 624.36884),(62 612.56055),(63 599.10016),(64 605.5138),(65 610.03925),(66 608.58826),(67 606.9879),(68 608.7376),(69 606.9455),(70 605.0787),(71 603.1808),(72 602.01227),(73 600.39185),(74 605.203),(75 611.8531),(76 608.54956),(77 614.81854),(78 610.78784),(79 617.9958),
(1 335.6648),(2 400.43155),(3 423.3997),(4 465.78394),(5 481.60535),(6 506.16772),(7 519.3475),(8 538.9609),(9 546.74493),(10 557.73145),(11 566.75507),(12 580.7806),(13 583.0421),(14 597.43146),(15 601.63605),(16 601.5816),(17 601.88995),(18 609.65393),(19 617.74896),(20 620.46173),(21 620.3803),(22 606.9517),(23 597.49243),(24 583.1677),(25 584.6846),(26 578.96094),(27 582.4853),(28 588.4132),(29 583.7443),(30 594.567),(31 596.6322),(32 600.2699),(33 598.9245),(34 606.9922),(35 604.99713),(36 615.8573),(37 618.6473),(38 627.9648),(39 641.61304),(40 644.23364),(41 655.18976),(42 652.58295),(43 657.4193),(44 660.48395),(45 655.0389),(46 663.5571),(47 658.0534),(48 658.54297),(49 649.903),(50 656.5565),(51 653.30554),(52 640.9375),(53 624.21924),(54 625.64044),(55 619.44684),(56 617.80426),(57 607.39374),(58 609.60187),(59 610.58826),(60 608.0821),(61 621.8443),(62 614.4276),(63 601.7259),(64 603.12286),(65 606.47186),(66 612.0671),(67 614.0119),(68 613.88007),(69 609.5865),(70 609.7503),(71 608.97125),(72 606.22345),(73 604.3681),(74 610.074),(75 614.8196),(76 603.7505),(77 608.1459),(78 607.54926),(79 608.8754),
(1 335.06403),(2 396.80057),(3 418.24496),(4 461.48447),(5 477.67404),(6 499.1944),(7 510.4872),(8 528.5871),(9 540.15564),(10 544.45447),(11 560.56976),(12 580.4238),(13 585.6833),(14 597.509),(15 601.5683),(16 598.48126),(17 603.2428),(18 607.66943),(19 620.97125),(20 623.3869),(21 621.16187),(22 598.93384),(23 595.9792),(24 584.96405),(25 585.8034),(26 581.251),(27 577.3489),(28 583.18365),(29 580.8259),(30 589.27997),(31 591.06116),(32 592.5473),(33 595.2745),(34 604.54395),(35 609.77563),(36 619.1157),(37 629.7458),(38 636.54083),(39 642.97455),(40 648.28754),(41 657.7518),(42 661.9077),(43 667.6227),(44 665.3169),(45 665.1538),(46 671.23627),(47 668.3806),(48 678.0157),(49 658.6559),(50 663.43823),(51 660.7419),(52 643.87067),(53 640.1854),(54 636.6263),(55 631.6291),(56 628.1291),(57 623.48193),(58 633.04877),(59 621.8337),(60 620.9814),(61 635.686),(62 630.73334),(63 620.1215),(64 623.2292),(65 621.4102),(66 618.5958),(67 625.4568),(68 625.7069),(69 622.74994),(70 631.719),(71 621.2295),(72 629.4693),(73 622.71136),(74 620.67053),(75 633.7403),(76 624.3816),(77 620.0039),(78 619.3418),(79 613.1924),
(1 328.6773),(2 389.81912),(3 407.16736),(4 436.06873),(5 455.65234),(6 482.18283),(7 493.3258),(8 503.44626),(9 519.173),(10 525.41864),(11 535.6541),(12 553.4054),(13 555.3464),(14 565.29865),(15 566.7485),(16 570.33746),(17 575.3875),(18 575.1645),(19 587.11554),(20 589.7209),(21 586.28674),(22 567.66876),(23 564.6487),(24 555.581),(25 551.3215),(26 551.11884),(27 550.3716),(28 557.13574),(29 561.80817),(30 572.04626),(31 572.1652),(32 582.46204),(33 580.0386),(34 589.85614),(35 592.2627),(36 602.99945),(37 613.7444),(38 623.3082),(39 628.6579),(40 625.9995),(41 630.8318),(42 633.62646),(43 637.7249),(44 630.34937),(45 628.55615),(46 627.29724),(47 627.3001),(48 624.4166),(49 610.24084),(50 614.61566),(51 613.47125),(52 597.2681),(53 590.07446),(54 581.2745),(55 574.05066),(56 573.8472),(57 573.2103),(58 570.55225),(59 570.52844),(60 574.1086),(61 577.54364),(62 581.2727),(63 576.9987),(64 576.4758),(65 572.9307),(66 577.93677),(67 576.3338),(68 579.2011),(69 577.65045),(70 579.988),(71 579.5241),(72 581.2338),(73 581.70544),(74 583.11395),(75 589.7053),(76 582.85565),(77 586.8662),(78 588.24646),(79 590.6174),
(1 326.59958),(2 386.7803),(3 403.41614),(4 436.83975),(5 457.93243),(6 479.87387),(7 491.9687),(8 508.33865),(9 508.5037),(10 519.62067),(11 526.5157),(12 539.65515),(13 541.8405),(14 551.5902),(15 557.0063),(16 558.02325),(17 557.5751),(18 556.5836),(19 568.1944),(20 564.8707),(21 567.15643),(22 556.7811),(23 551.8119),(24 544.2942),(25 547.33923),(26 543.0617),(27 547.6602),(28 564.1574),(29 560.653),(30 566.9843),(31 579.1141),(32 577.72577),(33 572.9015),(34 582.9022),(35 579.3554),(36 591.3721),(37 599.0308),(38 608.2948),(39 613.8049),(40 614.98535),(41 617.28296),(42 619.314),(43 622.78314),(44 618.70984),(45 621.2613),(46 621.0234),(47 616.86487),(48 618.69073),(49 607.6022),(50 611.96826),(51 607.4737),(52 597.38586),(53 587.77216),(54 582.62854),(55 571.1014),(56 572.6564),(57 571.8959),(58 571.903),(59 567.95764),(60 576.0384),(61 575.2071),(62 572.5589),(63 573.03876),(64 568.5488),(65 570.2722),(66 576.86456),(67 587.49976),(68 584.3236),(69 584.2352),(70 584.55206),(71 580.99304),(72 588.13306),(73 587.9664),(74 598.00574),(75 600.0398),(76 596.8977),(77 596.1468),(78 598.5197),(79 593.2495),
(1 322.22137),(2 379.65927),(3 405.7084),(4 435.9367),(5 456.6289),(6 473.59894),(7 488.38828),(8 506.2641),(9 511.86133),(10 512.9976),(11 524.47394),(12 542.07654),(13 544.1803),(14 549.12994),(15 553.09106),(16 558.45856),(17 554.3592),(18 561.37946),(19 567.0402),(20 563.09735),(21 568.449),(22 560.45764),(23 559.36835),(24 543.5248),(25 544.32275),(26 548.0206),(27 551.0349),(28 562.79926),(29 565.7),(30 569.17773),(31 581.2218),(32 583.02924),(33 576.48785),(34 589.102),(35 596.7764),(36 603.53296),(37 615.5349),(38 618.2997),(39 622.6644),(40 621.4246),(41 624.67523),(42 623.19885),(43 631.1995),(44 626.3942),(45 622.0858),(46 621.70374),(47 622.95184),(48 624.70605),(49 604.89844),(50 609.1875),(51 607.65),(52 600.9397),(53 592.83655),(54 588.35706),(55 575.44025),(56 572.02106),(57 569.9122),(58 572.5114),(59 574.8772),(60 573.62),(61 576.5743),(62 579.8368),(63 575.66785),(64 571.7751),(65 571.3575),(66 579.2657),(67 577.2736),(68 570.3533),(69 572.8588),(70 577.0405),(71 575.5413),(72 579.2431),(73 583.54596),(74 586.6995),(75 586.97955),(76 586.20404),(77 587.2535),(78 582.12195),(79 582.03906),
(1 307.69772),(2 360.87436),(3 389.49243),(4 411.09442),(5 436.98892),(6 454.56726),(7 465.24655),(8 485.78912),(9 486.7753),(10 491.9222),(11 499.80872),(12 511.36633),(13 512.2875),(14 517.47186),(15 525.5381),(16 524.64856),(17 528.62665),(18 533.7227),(19 546.04517),(20 539.81506),(21 547.92413),(22 536.5333),(23 540.12915),(24 528.8713),(25 517.33575),(26 515.1584),(27 513.90906),(28 525.2124),(29 532.91754),(30 538.20935),(31 545.0468),(32 550.5881),(33 541.859),(34 549.9502),(35 553.63226),(36 562.35913),(37 572.73395),(38 573.2703),(39 583.3885),(40 578.93756),(41 585.8495),(42 593.1081),(43 594.0399),(44 588.8823),(45 590.4223),(46 587.7297),(47 586.1155),(48 582.7311),(49 572.9468),(50 575.3109),(51 569.29047),(52 557.90424),(53 555.43567),(54 546.3744),(55 541.1286),(56 538.7258),(57 529.9932),(58 538.5151),(59 541.7339),(60 535.37964),(61 535.4089),(62 536.12683),(63 530.18414),(64 533.0394),(65 538.60675),(66 534.8996),(67 530.7577),(68 531.226),(69 537.1695),(70 535.34766),(71 535.48364),(72 540.192),(73 543.7569),(74 546.2785),(75 550.89764),(76 551.64954),(77 555.99084),(78 553.4273),(79 552.93207),
(1 309.21283),(2 363.7404),(3 392.40167),(4 419.9534),(5 441.96536),(6 460.65128),(7 477.42642),(8 495.4885),(9 498.70984),(10 507.2269),(11 508.10672),(12 520.8454),(13 517.165),(14 531.2701),(15 528.5781),(16 532.5582),(17 531.4246),(18 535.82416),(19 543.25336),(20 547.57983),(21 551.4442),(22 538.2089),(23 534.3968),(24 520.8674),(25 516.64294),(26 510.79022),(27 512.38495),(28 518.29565),(29 528.6738),(30 528.8315),(31 537.666),(32 544.6335),(33 541.9016),(34 545.6268),(35 557.8157),(36 557.0713),(37 571.46265),(38 575.11334),(39 590.7404),(40 590.9263),(41 604.03705),(42 604.67523),(43 604.5722),(44 598.7084),(45 597.9144),(46 596.58405),(47 595.27466),(48 592),(49 583.2154),(50 581.632),(51 576.48944),(52 572.80164),(53 566.56244),(54 558.62683),(55 549.49615),(56 545.8253),(57 542.4974),(58 542.7731),(59 551.2497),(60 540.13947),(61 555.44336),(62 549.7103),(63 546.8958),(64 548.12866),(65 557.7531),(66 553.0842),(67 558.41437),(68 561.25726),(69 561.8523),(70 563.65063),(71 562.63214),(72 563.6428),(73 566.8974),(74 561.6675),(75 571.42267),(76 561.9032),(77 564.1189),(78 557.4773),(79 562.2788),
(1 297.90317),(2 355.9376),(3 385.75827),(4 412.48257),(5 431.63785),(6 450.50198),(7 467.92838),(8 488.03424),(9 487.7067),(10 497.36465),(11 496.0016),(12 504.1193),(13 501.0797),(14 514.1137),(15 517.3536),(16 520.31384),(17 517.8131),(18 523.4536),(19 529.20935),(20 529.5355),(21 536.04126),(22 527.12823),(23 521.09393),(24 510.45233),(25 511.61368),(26 512.74664),(27 516.55817),(28 526.2848),(29 533.7112),(30 539.04346),(31 541.5458),(32 549.6314),(33 546.83716),(34 549.9557),(35 556.11676),(36 554.73645),(37 568.2526),(38 569.25806),(39 581.38635),(40 574.4634),(41 579.7143),(42 576.5758),(43 572.97534),(44 571.49066),(45 569.7997),(46 566.29126),(47 564.20526),(48 569.9416),(49 556.5208),(50 556.2519),(51 554.8354),(52 542.2098),(53 532.817),(54 532.18317),(55 529.1248),(56 525.9041),(57 522.71173),(58 527.2448),(59 536.0483),(60 533.4818),(61 548.8881),(62 544.30005),(63 538.2113),(64 538.27374),(65 542.4046),(66 541.62573),(67 545.1108),(68 545.6171),(69 544.6264),(70 544.87854),(71 541.07263),(72 541.6934),(73 545.7393),(74 538.78784),(75 547.2039),(76 541.0805),(77 556.31726),(78 552.5564),(79 554.88983),
(1 297.25885),(2 353.19806),(3 380.5638),(4 413.23044),(5 428.4714),(6 452.4354),(7 469.25842),(8 484.67276),(9 487.81378),(10 495.77036),(11 496.37024),(12 510.33197),(13 511.93533),(14 522.1731),(15 527.2598),(16 525.37305),(17 527.9819),(18 538.452),(19 540.54065),(20 537.7308),(21 537.357),(22 529.4033),(23 521.623),(24 514.9541),(25 511.29727),(26 505.51758),(27 508.2597),(28 518.6606),(29 530.3478),(30 537.5695),(31 541.602),(32 540.17957),(33 541.10803),(34 539.1696),(35 542.86835),(36 545.39136),(37 560.1201),(38 567.3965),(39 572.8712),(40 574.5282),(41 579.6713),(42 585.49506),(43 586.4943),(44 582.9947),(45 587.45807),(46 592.96655),(47 587.90173),(48 594.55206),(49 578.4695),(50 585.82745),(51 581.35815),(52 571.0049),(53 562.6734),(54 562.3038),(55 559.45593),(56 559.1304),(57 559.7477),(58 558.9306),(59 566.37585),(60 568.4783),(61 567.6614),(62 568.3576),(63 566.8074),(64 565.861),(65 567.4475),(66 565.12823),(67 567.9616),(68 564.2978),(69 563.8576),(70 564.08276),(71 561.57404),(72 562.36017),(73 569.66547),(74 566.74554),(75 575.04645),(76 566.97845),(77 570.6401),(78 573.2362),(79 571.9605),
(1 294.4408),(2 351.51953),(3 375.0152),(4 413.68732),(5 439.69745),(6 459.88214),(7 474.6445),(8 489.3655),(9 493.40704),(10 507.05313),(11 511.75003),(12 523.6701),(13 534.98553),(14 546.3827),(15 542.48065),(16 543.00006),(17 542.2731),(18 548.30273),(19 554.4949),(20 555.72485),(21 553.1909),(22 538.91583),(23 527.85016),(24 523.557),(25 520.34106),(26 513.347),(27 515.3103),(28 526.2771),(29 534.001),(30 544.4676),(31 547.11316),(32 536.19965),(33 543.8924),(34 547.8864),(35 550.0083),(36 549.79297),(37 562.7847),(38 569.9239),(39 578.4421),(40 578.4903),(41 590.7097),(42 591.0252),(43 596.86633),(44 593.7791),(45 594.8829),(46 599.6804),(47 605.45465),(48 601.50244),(49 588.3157),(50 588.4714),(51 589.66565),(52 587.18225),(53 577.4413),(54 576.6669),(55 576.15546),(56 568.9132),(57 571.4049),(58 572.7162),(59 577.1576),(60 570.4137),(61 580.7545),(62 579.162),(63 577.55347),(64 578.3435),(65 581.03284),(66 585.6779),(67 585.383),(68 585.6515),(69 581.85114),(70 593.24133),(71 588.00836),(72 594.8421),(73 591.55286),(74 591.68085),(75 595.23267),(76 591.57416),(77 597.266),(78 599.5088),(79 601.889),
(1 286.44266),(2 337.57507),(3 365.53333),(4 398.3878),(5 423.48883),(6 451.87036),(7 470.06992),(8 476.0561),(9 485.88245),(10 496.88528),(11 505.81787),(12 520.03253),(13 524.2503),(14 538.13385),(15 546.7582),(16 538.8861),(17 535.9433),(18 542.9138),(19 544.5513),(20 543.03674),(21 540.611),(22 528.9889),(23 525.01276),(24 516.2673),(25 510.93005),(26 505.65872),(27 510.75122),(28 516.5272),(29 527.94586),(30 530.63824),(31 530.97595),(32 532.2415),(33 539.5382),(34 543.6156),(35 547.4976),(36 541.24365),(37 552.2128),(38 558.34546),(39 562.19257),(40 570.8049),(41 575.07623),(42 573.6553),(43 577.1677),(44 577.13763),(45 577.24646),(46 572.1107),(47 570.91754),(48 569.96045),(49 560.1878),(50 561.5842),(51 569.7058),(52 566.4465),(53 555.3061),(54 555.45807),(55 550.4287),(56 546.0528),(57 538.7577),(58 544.55084),(59 549.6957),(60 546.92847),(61 551.284),(62 555.5243),(63 550.2329),(64 551.022),(65 554.9155),(66 557.4783),(67 561.7081),(68 559.9063),(69 558.1092),(70 566.0709),(71 565.6643),(72 573.6615),(73 570.4853),(74 568.2614),(75 572.45514),(76 572.5234),(77 573.4266),(78 569.03925),(79 573.3929),
(1 289.88718),(2 339.90646),(3 364.33044),(4 393.71484),(5 417.79453),(6 442.63208),(7 458.92654),(8 472.1323),(9 479.10327),(10 484.25955),(11 495.55762),(12 507.62207),(13 511.47003),(14 522.21),(15 526.96014),(16 515.83746),(17 523.15826),(18 527.3258),(19 529.25714),(20 525.54144),(21 527.93146),(22 516.38007),(23 504.1935),(24 502.47614),(25 498.59244),(26 500.09155),(27 503.58878),(28 508.74026),(29 514.9869),(30 521.0275),(31 520.5708),(32 520.1037),(33 522.9386),(34 524.13257),(35 528.48816),(36 523.22784),(37 536.4267),(38 536.95386),(39 543.43823),(40 547.40906),(41 543.83295),(42 544.471),(43 546.55084),(44 543.4748),(45 544.1151),(46 544.20996),(47 537.0759),(48 542.2973),(49 532.7545),(50 541.7342),(51 549.3175),(52 544.3456),(53 532.6713),(54 528.3882),(55 524.6121),(56 522.0897),(57 519.7259),(58 518.1173),(59 528.0727),(60 526.24243),(61 530.7521),(62 536.9655),(63 530.10016),(64 530.15765),(65 541.6912),(66 544.3522),(67 551.13403),(68 549.51605),(69 545.6654),(70 544.05817),(71 545.1293),(72 550.3477),(73 549.63916),(74 548.1438),(75 553.9423),(76 547.31744),(77 544.6818),(78 540.1931),(79 551.47174),
(1 284.9685),(2 333.6787),(3 358.11685),(4 386.99692),(5 407.9292),(6 427.13098),(7 443.5534),(8 462.3025),(9 465.89703),(10 469.50357),(11 479.92444),(12 486.1879),(13 491.92902),(14 505.65207),(15 511.4341),(16 504.8251),(17 509.61172),(18 519.308),(19 520.06885),(20 523.78186),(21 523.18005),(22 509.89166),(23 501.79593),(24 498.96274),(25 496.1051),(26 494.39117),(27 493.71927),(28 499.2343),(29 501.61707),(30 506.3268),(31 499.792),(32 498.2217),(33 497.119),(34 504.31653),(35 507.56238),(36 506.7788),(37 515.3044),(38 515.6334),(39 526.2959),(40 526.6024),(41 531.1944),(42 532.6266),(43 533.22595),(44 530.7871),(45 524.26245),(46 524.592),(47 517.55054),(48 522.0651),(49 519.8664),(50 520.85223),(51 528.19495),(52 522.0037),(53 516.0462),(54 512.7402),(55 502.01907),(56 506.07123),(57 501.506),(58 500.18195),(59 504.7884),(60 507.14417),(61 514.11224),(62 515.58496),(63 512.2345),(64 507.34726),(65 514.1397),(66 514.7499),(67 519.9029),(68 521.59467),(69 516.5884),(70 512.1011),(71 514.30493),(72 518.71094),(73 517.0342),(74 515.72253),(75 519.986),(76 516.1708),(77 511.68713),(78 511.42844),(79 521.2772),
(1 273.9284),(2 318.7699),(3 349.18048),(4 378.93576),(5 398.6423),(6 416.9679),(7 426.6214),(8 436.6695),(9 444.1011),(10 450.65744),(11 461.9323),(12 469.54633),(13 467.86832),(14 482.1594),(15 484.66647),(16 484.63818),(17 485.7132),(18 494.46616),(19 494.08746),(20 491.55432),(21 488.46344),(22 484.32977),(23 477.14496),(24 475.2051),(25 468.5557),(26 465.40778),(27 465.02457),(28 465.10754),(29 468.96463),(30 475.1081),(31 473.27438),(32 471.7982),(33 473.18698),(34 481.1864),(35 481.97824),(36 479.76654),(37 489.96136),(38 496.05603),(39 503.3496),(40 508.95544),(41 513.53754),(42 519.9258),(43 522.15247),(44 518.4383),(45 511.13318),(46 517.49243),(47 516.6008),(48 518.78925),(49 512.5639),(50 518.8733),(51 518.742),(52 510.47995),(53 503.34207),(54 509.1391),(55 498.7978),(56 499.29114),(57 493.56458),(58 504.31372),(59 505.20944),(60 515.3669),(61 520.93585),(62 519.3674),(63 510.49457),(64 507.81705),(65 516.20844),(66 514.05634),(67 513.7568),(68 517.9231),(69 513.6006),(70 507.23016),(71 512.92487),(72 514.2501),(73 520.4007),(74 521.3819),(75 524.85516),(76 517.9752),(77 513.6768),(78 515.4185),(79 513.2069),
