1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 3614.0105),(2 5307.815),(3 6003.7837),(4 6677.576),(5 7054.999),(6 7636.2183),(7 8104.761),(8 8304.784),(9 8665.067),(10 8891.736),(11 9214.402),(12 9734.351),(13 9890.435),(14 10253.61),(15 10783.044),(16 11110.745),(17 11301.902),(18 11395.023),(19 11537.401),(20 11559.662),(21 11417.922),(22 11166.037),(23 10925.803),(24 10776.534),(25 10581.969),(26 10388.076),(27 10446.992),(28 10561.205),(29 10659.089),(30 10612.501),(31 10755.904),(32 10622.681),(33 10677.128),(34 10983.59),(35 11216.696),(36 11226.502),(37 11364.195),(38 11554.503),(39 11922.848),(40 12343.171),(41 12740.696),(42 12999.009),(43 13077.832),(44 13300.805),(45 13429.917),(46 13716.645),(47 13714.551),(48 13774.303),(49 13669.494),(50 13586.788),(51 13495.001),(52 13261.136),(53 13183.271),(54 12952.0205),(55 12742.916),(56 12676.403),(57 12439.301),(58 12434.598),(59 12365.569),(60 12269.128),(61 12356.043),(62 12202.888),(63 12110.266),(64 12058.002),(65 12032.141),(66 11862.056),(67 11862.32),(68 11912.35),(69 11880.867),(70 11783.521),(71 11822.223),(72 12124.981),(73 11997.823),(74 11822.764),(75 11880.16),(76 11869.285),(77 11866.724),(78 11927.4375),(79 11849.5),
(1 3521.4614),(2 5129.0845),(3 5768.586),(4 6394.458),(5 6804.4565),(6 7276.168),(7 7844.6494),(8 8100.6426),(9 8445.538),(10 8632.02),(11 9037.665),(12 9567.721),(13 9738.758),(14 10189.508),(15 10773.114),(16 11098.018),(17 11150.748),(18 11214.023),(19 11371.349),(20 11352.502),(21 11316.565),(22 11158.247),(23 10952.513),(24 10782.015),(25 10669.495),(26 10468.386),(27 10780.814),(28 10972.094),(29 11057.303),(30 10986.783),(31 11048.846),(32 10964.375),(33 11034.854),(34 11202.864),(35 11430.886),(36 11427.839),(37 11569.626),(38 11723.874),(39 12065.604),(40 12492.3545),(41 12935.175),(42 13211.889),(43 13291.285),(44 13316.194),(45 13335.329),(46 13456.622),(47 13402.674),(48 13357.016),(49 13167.933),(50 13050.796),(51 12948.56),(52 12722.942),(53 12595.571),(54 12387.033),(55 12187.617),(56 12100.853),(57 11920.4795),(58 11931.395),(59 11807.982),(60 11690.916),(61 11965.709),(62 11751.625),(63 11587.709),(64 11585.509),(65 11607.772),(66 11512.832),(67 11590.056),(68 11583.288),(69 11540.968),(70 11577.65),(71 11622.764),(72 11793.938),(73 11746.948),(74 11642.035),(75 11840.243),(76 11961.659),(77 12018.833),(78 12138.574),(79 12218.769),
(1 3383.6653),(2 4908.1797),(3 5456.8726),(4 6129.0537),(5 6571.9307),(6 7024.913),(7 7588.3535),(8 7843.933),(9 8255.884),(10 8530.353),(11 9050.252),(12 9623.197),(13 9793.443),(14 10134.782),(15 10642.297),(16 11019.045),(17 11097.965),(18 11109.208),(19 11121.797),(20 11102.505),(21 11156.818),(22 11044.897),(23 10912.569),(24 10734.599),(25 10559.363),(26 10338.083),(27 10452.947),(28 10722.334),(29 10799.407),(30 10856.3125),(31 10943.018),(32 10904.894),(33 11016.552),(34 11232.452),(35 11541.419),(36 11669.551),(37 11804.585),(38 11963.325),(39 12335.257),(40 12790.792),(41 13235.549),(42 13607.815),(43 13730.65),(44 13750.52),(45 13883.991),(46 13915.495),(47 13834.561),(48 13759.316),(49 13493.999),(50 13379.196),(51 13169.87),(52 12921.249),(53 12678.373),(54 12453.939),(55 12217.944),(56 11982.805),(57 11706.626),(58 11708.048),(59 11645.703),(60 11497.036),(61 11735.328),(62 11463.043),(63 11283.153),(64 11258.718),(65 11206.725),(66 11153.456),(67 11291.681),(68 11226.19),(69 11125.278),(70 11144.534),(71 11129.532),(72 11357.816),(73 11382.126),(74 11345.034),(75 11516.454),(76 11591.858),(77 11712.134),(78 11902.85),(79 12015.248),
(1 3416.4055),(2 5137.955),(3 5735.594),(4 6322.665),(5 6550.9033),(6 6946.12),(7 7603.689),(8 7910.4937),(9 8160.561),(10 8348.33),(11 8818.302),(12 9352.948),(13 9444.312),(14 9795.222),(15 10344.7705),(16 10648.582),(17 10834.982),(18 10833.231),(19 10888.8545),(20 10815.077),(21 10972.667),(22 10934.578),(23 10774.724),(24 10603.331),(25 10382.13),(26 10199.109),(27 10263.3545),(28 10582.769),(29 10680.442),(30 10761.994),(31 10829.16),(32 10744.431),(33 10814.458),(34 10946.912),(35 11273.759),(36 11386.902),(37 11458.985),(38 11663.992),(39 11870.692),(40 12385.03),(41 12941.757),(42 13426.349),(43 13627.447),(44 13733.626),(45 13950.376),(46 14010.444),(47 13959.011),(48 13959.763),(49 13815.308),(50 13553.315),(51 13369.167),(52 13056.969),(53 12857.213),(54 12655.323),(55 12455.406),(56 12078.802),(57 11736.1),(58 11686.713),(59 11406.422),(60 11331.058),(61 11535.675),(62 11190.163),(63 10961.602),(64 11023.59),(65 10991.909),(66 10941.165),(67 11005.025),(68 10883.738),(69 10821.516),(70 10880.155),(71 10861.886),(72 11089.491),(73 11141.563),(74 11188.277),(75 11296.033),(76 11421.502),(77 11492.387),(78 11656.548),(79 11775.221),
(1 3378.635),(2 4909.369),(3 5418.6377),(4 5956.9546),(5 6140.784),(6 6524.351),(7 7063.6245),(8 7272.5127),(9 7468.144),(10 7517.457),(11 7755.4795),(12 8193.921),(13 8317.705),(14 8652.049),(15 9010.475),(16 9214.652),(17 9326.586),(18 9377.939),(19 9451.29),(20 9522.695),(21 9645.628),(22 9637.54),(23 9514.999),(24 9299.54),(25 9342.283),(26 9203.704),(27 9330.3545),(28 9572.803),(29 9711.961),(30 9785.178),(31 9862.258),(32 9783.3125),(33 9827.397),(34 9943.603),(35 10117.632),(36 10336.898),(37 10428.24),(38 10537.113),(39 10699.035),(40 11038.93),(41 11477.294),(42 11765.802),(43 11957.927),(44 12145.369),(45 12331.038),(46 12278.801),(47 12277.078),(48 12256.263),(49 12104.311),(50 11953.625),(51 11946.421),(52 11653.025),(53 11470.291),(54 11220.412),(55 11054.749),(56 10831.357),(57 10425.095),(58 10418.942),(59 10125.112),(60 9972.632),(61 10173.833),(62 9934.0205),(63 9629.7),(64 9646.851),(65 9635.534),(66 9570.402),(67 9611.249),(68 9543.639),(69 9492.794),(70 9481.077),(71 9506.932),(72 9605.914),(73 9572.527),(74 9631.592),(75 9804.143),(76 9850.528),(77 9861.593),(78 9975.161),(79 10084.119),
(1 3262.8337),(2 4760.071),(3 5194.322),(4 5627.0093),(5 5854.3174),(6 6227.728),(7 6808.676),(8 6874.745),(9 6950.657),(10 6965.1104),(11 7267.3887),(12 7735.443),(13 7743.34),(14 8027.682),(15 8383.725),(16 8485.645),(17 8582.674),(18 8715.578),(19 8637.233),(20 8736.165),(21 8750.579),(22 8705.09),(23 8709.643),(24 8553.896),(25 8529.336),(26 8433.853),(27 8530.551),(28 8707.429),(29 8797.128),(30 8900.828),(31 8978.042),(32 8905.61),(33 8978.793),(34 9111.125),(35 9239.721),(36 9451.669),(37 9593.196),(38 9749.176),(39 9771.825),(40 10038.183),(41 10377.238),(42 10686.807),(43 10841.137),(44 10899.987),(45 10980.706),(46 11073.457),(47 11078.503),(48 11096.704),(49 11022.029),(50 10888.879),(51 10944.927),(52 10694.233),(53 10550.301),(54 10360.843),(55 10294.704),(56 10094.999),(57 9835.779),(58 9821.555),(59 9704.6045),(60 9712.844),(61 9806.473),(62 9650.302),(63 9482.1875),(64 9534.448),(65 9442.704),(66 9376.83),(67 9377.907),(68 9336.03),(69 9327.728),(70 9208.525),(71 9216.625),(72 9346.291),(73 9273.076),(74 9259.877),(75 9330.124),(76 9324.4),(77 9416.529),(78 9419.361),(79 9450.882),
(1 3088.7688),(2 4533.2114),(3 4926.1123),(4 5298.9146),(5 5507.9126),(6 5859.504),(7 6353.831),(8 6516.114),(9 6766.998),(10 6772.492),(11 7037.385),(12 7381.552),(13 7409.4707),(14 7654.6743),(15 7897.7305),(16 7985.1396),(17 7969.5444),(18 8029.159),(19 8054.3833),(20 8076.7427),(21 8056.9927),(22 8046.2456),(23 8004.1387),(24 7974.8896),(25 7846.7314),(26 7819.5527),(27 7816.3755),(28 7762.2153),(29 7788.9824),(30 7879.0933),(31 7913.9824),(32 7892.735),(33 7954.0313),(34 8005.118),(35 8161.7676),(36 8313.183),(37 8510.567),(38 8582.841),(39 8713.829),(40 8961.931),(41 9268.881),(42 9472.823),(43 9603.327),(44 9721.906),(45 9846.376),(46 9910.313),(47 9925.825),(48 9988.234),(49 9833.737),(50 9612.935),(51 9606.786),(52 9576.769),(53 9506.381),(54 9286.945),(55 9329.061),(56 9167.03),(57 9021.863),(58 9114.282),(59 9104.242),(60 8993.575),(61 9166.494),(62 9032.154),(63 8970.15),(64 8956.737),(65 8954.462),(66 8943.128),(67 9013.835),(68 8952.948),(69 8876.127),(70 8757.517),(71 8789.929),(72 8863.225),(73 8711.369),(74 8708.015),(75 8749.814),(76 8742.97),(77 8696.805),(78 8565.6045),(79 8556.975),
(1 3074.7512),(2 4497.683),(3 4887.4297),(4 5216.928),(5 5432.5073),(6 5823.6714),(7 6245.724),(8 6360.6177),(9 6561.5415),(10 6625.7163),(11 6918.998),(12 7305.7324),(13 7360.8916),(14 7551.291),(15 7867.9497),(16 7952.2285),(17 7993.1704),(18 7982.7446),(19 8060.438),(20 8025.3774),(21 8051.109),(22 8044.3486),(23 8023.19),(24 7902.383),(25 7818.297),(26 7713.1323),(27 7662.3096),(28 7633.499),(29 7663.1826),(30 7742.6445),(31 7669.9414),(32 7602.8574),(33 7759.2334),(34 7924.4487),(35 8108.391),(36 8148.5034),(37 8220.603),(38 8342.314),(39 8553.63),(40 8649.967),(41 8980.157),(42 9140.479),(43 9186.508),(44 9278.1875),(45 9433.491),(46 9393.423),(47 9366.115),(48 9457.983),(49 9364.495),(50 9206.513),(51 9130.884),(52 9060.851),(53 8905.56),(54 8664.8545),(55 8661.794),(56 8638.207),(57 8507.72),(58 8462.276),(59 8465.322),(60 8427.386),(61 8515.613),(62 8362.488),(63 8345.1),(64 8444.024),(65 8541.718),(66 8442.439),(67 8548.115),(68 8525.306),(69 8377.398),(70 8195.165),(71 8252.396),(72 8319.685),(73 8230.73),(74 8256.341),(75 8176.827),(76 8186.6943),(77 8131.8726),(78 8083.953),(79 8074.758),
(1 3012.0593),(2 4451.2593),(3 4786.4063),(4 5202.3447),(5 5485.1772),(6 5898.254),(7 6329.412),(8 6430.84),(9 6546.8394),(10 6603.531),(11 6922.9453),(12 7381.99),(13 7400.1313),(14 7627.33),(15 7911.605),(16 7985.365),(17 8030.804),(18 8159.7188),(19 8258.668),(20 8303.505),(21 8333.272),(22 8306.761),(23 8265.035),(24 8017.974),(25 7908.0693),(26 7838.3433),(27 7817.7344),(28 7812.4116),(29 7923.978),(30 7977.7544),(31 7927.9907),(32 7833.883),(33 7894.5923),(34 8058.444),(35 8060.9595),(36 8030.4263),(37 8141.3643),(38 8320.849),(39 8472.471),(40 8667.231),(41 8900.632),(42 9081.035),(43 9243.263),(44 9295.845),(45 9439.382),(46 9490.732),(47 9381.692),(48 9460.677),(49 9404.302),(50 9258.954),(51 9236.87),(52 9146.241),(53 9110.625),(54 8927.494),(55 8749.184),(56 8666.899),(57 8572.522),(58 8488.204),(59 8368.504),(60 8390.93),(61 8540.472),(62 8434.55),(63 8309.514),(64 8350.647),(65 8506.624),(66 8440.935),(67 8554.517),(68 8546.824),(69 8371.446),(70 8197.513),(71 8303.33),(72 8395.738),(73 8307.149),(74 8351.913),(75 8316.082),(76 8307.203),(77 8256.072),(78 8280.278),(79 8367.616),
(1 2924.9177),(2 4301.423),(3 4596.4233),(4 4947.308),(5 5226.9487),(6 5702.3286),(7 6079.2793),(8 6204.1855),(9 6417.541),(10 6467.0557),(11 6688.106),(12 7037.0366),(13 7152.802),(14 7443.0537),(15 7694.7715),(16 7852.192),(17 7912.4326),(18 8014.51),(19 7986.7124),(20 8009.516),(21 8119.706),(22 8057.046),(23 7985.9365),(24 7861.1387),(25 7726.809),(26 7647.7188),(27 7596.0474),(28 7562.5635),(29 7651.5845),(30 7802.777),(31 7778.4067),(32 7664.218),(33 7751.2905),(34 7891.0825),(35 7843.5635),(36 7798.75),(37 7935.691),(38 8066.6147),(39 8312.753),(40 8454.088),(41 8701.444),(42 8892.64),(43 9008.108),(44 9050.934),(45 9111.727),(46 9152.838),(47 9075.021),(48 9135.464),(49 9177.119),(50 8986.751),(51 8996.503),(52 8896.747),(53 8890.07),(54 8644.557),(55 8366.81),(56 8298.24),(57 8159.922),(58 8111.7983),(59 7956.2544),(60 7948.5044),(61 8066.632),(62 7926.369),(63 7714.41),(64 7687.679),(65 7776.5483),(66 7813.2856),(67 7874.7637),(68 7840.896),(69 7717.3486),(70 7587.0913),(71 7658.852),(72 7834.44),(73 7782.7114),(74 7779.1226),(75 7800.812),(76 7751.9917),(77 7765.518),(78 7880.1523),(79 7917.57),
(1 2860.082),(2 4205.838),(3 4564.18),(4 4841.6123),(5 5136.7124),(6 5595.9097),(7 5876.9946),(8 6013.754),(9 6224.7813),(10 6293.7095),(11 6497.977),(12 6894.6084),(13 6915.1426),(14 7131.6797),(15 7385.4365),(16 7621.3936),(17 7593.1104),(18 7587.9146),(19 7617.7344),(20 7700.083),(21 7723.3857),(22 7679.5933),(23 7678.4272),(24 7530.1953),(25 7401.1743),(26 7330.6597),(27 7389.059),(28 7388.548),(29 7509.917),(30 7684.1387),(31 7729.2744),(32 7678.752),(33 7822.4004),(34 7990.5513),(35 7981.039),(36 7944.895),(37 8082.6973),(38 8239.393),(39 8478.4795),(40 8601.984),(41 8889.082),(42 9007.417),(43 9098.002),(44 9107.546),(45 9219.326),(46 9161.522),(47 9094.975),(48 9174.755),(49 9196.857),(50 9107.78),(51 9176.022),(52 8999.623),(53 8958.8125),(54 8620.362),(55 8356.823),(56 8328.203),(57 8179.773),(58 8105.3584),(59 8022.292),(60 8045.1094),(61 8114.7163),(62 7972.6133),(63 7869.7744),(64 7838.0786),(65 7867.71),(66 7826.4414),(67 7828.769),(68 7901.2246),(69 7857.8237),(70 7726.0244),(71 7791.6143),(72 7897.9517),(73 7876.8994),(74 7973.8413),(75 7938.9717),(76 7923.0513),(77 7874.7554),(78 7912.522),(79 7922.73),
(1 2772.343),(2 4159.478),(3 4490.818),(4 4756.4404),(5 5030.5063),(6 5481.1),(7 5769.469),(8 5942.233),(9 6043.148),(10 6072.0386),(11 6312.766),(12 6785.2026),(13 6789.793),(14 6966.3843),(15 7072.608),(16 7313.678),(17 7274.904),(18 7273.4604),(19 7306.063),(20 7327.4497),(21 7398.377),(22 7370.674),(23 7260.7075),(24 7117.4126),(25 6956.2046),(26 6897.026),(27 6987.273),(28 6946.5747),(29 7005.818),(30 7072.061),(31 7152.312),(32 7136.157),(33 7293.994),(34 7419.27),(35 7465.009),(36 7504.6377),(37 7637.5405),(38 7764.9966),(39 7983.3174),(40 8092.5625),(41 8327.31),(42 8480.556),(43 8656.333),(44 8690.075),(45 8806.136),(46 8831.441),(47 8808.693),(48 8858.6875),(49 8872.108),(50 8804.808),(51 8859.044),(52 8652.1045),(53 8564.4375),(54 8379.304),(55 8235.391),(56 8145.4272),(57 8046.2993),(58 7972.9473),(59 7989.1333),(60 7963.521),(61 8157.3306),(62 7956.006),(63 7839.342),(64 7901.1436),(65 7903.545),(66 7839.404),(67 7824.5776),(68 7923.4404),(69 7922.776),(70 7791.333),(71 7787.4688),(72 7827.7217),(73 7825.668),(74 7941.399),(75 7999.7935),(76 8005.0034),(77 7944.987),(78 7901.192),(79 7891.1895),
(1 2743.6328),(2 4187.732),(3 4387.0107),(4 4754.4165),(5 5005.5566),(6 5455.9497),(7 5781.559),(8 5992.684),(9 6159.758),(10 6225.4165),(11 6419.6772),(12 6954.326),(13 6977.3833),(14 7256.4565),(15 7422.609),(16 7604.482),(17 7519.3276),(18 7528.4653),(19 7540.533),(20 7568.26),(21 7571.282),(22 7485.4253),(23 7380.659),(24 7236.0015),(25 7000.1304),(26 7028.5884),(27 7053.2954),(28 6984.4814),(29 7005.818),(30 7018.342),(31 7191.5303),(32 7232.554),(33 7339.656),(34 7506.2324),(35 7609.006),(36 7718.2324),(37 7866.2666),(38 7962.151),(39 8136.378),(40 8340.383),(41 8578.302),(42 8697.274),(43 8890.826),(44 8962.694),(45 8997.436),(46 8957.084),(47 8890.125),(48 9056.874),(49 8990.583),(50 8931.676),(51 9055.471),(52 8799.754),(53 8782.384),(54 8595.379),(55 8419.202),(56 8341.988),(57 8148.3164),(58 8139.0923),(59 8251.451),(60 8258.072),(61 8461.4795),(62 8254.829),(63 8126.6675),(64 8190.4644),(65 8167.9233),(66 8109.1055),(67 8113.8945),(68 8070.2266),(69 8013.809),(70 7940.701),(71 7911.62),(72 8034.15),(73 8020.697),(74 8060.998),(75 8142.3057),(76 8134.792),(77 8118.4287),(78 8059.708),(79 8118.742),
(1 2764.741),(2 4169.904),(3 4401.5747),(4 4687.94),(5 4981.815),(6 5418.321),(7 5746.164),(8 5889.027),(9 6144.1694),(10 6210.5596),(11 6432.383),(12 6864.1772),(13 6942.5234),(14 7216.8022),(15 7352.3975),(16 7517.0796),(17 7460.3306),(18 7441.163),(19 7521.51),(20 7453.4307),(21 7463.2007),(22 7413.548),(23 7236.5107),(24 7119.3037),(25 6910.5283),(26 6862.308),(27 6868.79),(28 6717.25),(29 6820.7705),(30 6963.6797),(31 6999.8887),(32 7141.7563),(33 7330.321),(34 7480.476),(35 7648.7),(36 7747.2275),(37 7863.5444),(38 7948.138),(39 8138.29),(40 8359.215),(41 8649.757),(42 8873.332),(43 8994.317),(44 9090.6),(45 9160.222),(46 9172.893),(47 9141.208),(48 9167.433),(49 9122.044),(50 8992.762),(51 9099.609),(52 8943.89),(53 8882.046),(54 8756.797),(55 8610.783),(56 8427.78),(57 8190.3),(58 8266.445),(59 8289.203),(60 8200.184),(61 8346.548),(62 8147.945),(63 8012.0894),(64 7991.2803),(65 7928.431),(66 7868.725),(67 7840.9614),(68 7825.475),(69 7757.115),(70 7648.0034),(71 7670.559),(72 7803.758),(73 7844.324),(74 7847.158),(75 7839.336),(76 7871.7046),(77 7967.524),(78 7973.5044),(79 8005.484),
(1 2625.4045),(2 3918.141),(3 4179.9204),(4 4495.6924),(5 4883.2705),(6 5304.2217),(7 5549.5176),(8 5650.1655),(9 5905.0835),(10 6007.2905),(11 6246.349),(12 6679.9663),(13 6783.436),(14 7057.1816),(15 7176.5093),(16 7305.3125),(17 7269.2153),(18 7294.8564),(19 7349.262),(20 7364.743),(21 7352.294),(22 7314.956),(23 7118.426),(24 6989.694),(25 6819.7886),(26 6759.087),(27 6735.3843),(28 6615.485),(29 6673.0605),(30 6770.403),(31 6996.082),(32 7097.148),(33 7119.885),(34 7311.615),(35 7461.242),(36 7566.908),(37 7690.472),(38 7819.795),(39 8096.7163),(40 8316.966),(41 8557.671),(42 8859.891),(43 9049.905),(44 9019.821),(45 9036.876),(46 9024.308),(47 8907.945),(48 8871.608),(49 8919.397),(50 8756.87),(51 8818.254),(52 8662.367),(53 8627.083),(54 8442.488),(55 8244.041),(56 8091.128),(57 7880.5347),(58 7866.6445),(59 7891.612),(60 7831.9126),(61 7994.307),(62 7936.6704),(63 7847.6006),(64 7816.6157),(65 7765.252),(66 7797.354),(67 7718.4004),(68 7694.424),(69 7622.859),(70 7531.5146),(71 7596.499),(72 7679.2466),(73 7690.0693),(74 7703.2993),(75 7688.8467),(76 7784.8364),(77 7808.0034),(78 7893.7104),(79 7869.737),
(1 2570.3975),(2 3883.526),(3 4152.7056),(4 4457.8687),(5 4824.5176),(6 5278.55),(7 5440.3125),(8 5531.8506),(9 5842.372),(10 5890.699),(11 6158.7813),(12 6657.04),(13 6769.413),(14 7022.193),(15 7220.3247),(16 7437.8574),(17 7353.546),(18 7412.6035),(19 7504.6016),(20 7497.9956),(21 7545.6245),(22 7527.379),(23 7325.517),(24 7078.1035),(25 6930.563),(26 6863.45),(27 6768.9473),(28 6715.886),(29 6769.5938),(30 6894.1235),(31 7074.124),(32 7086.815),(33 7160.3193),(34 7271.9854),(35 7339.755),(36 7408.6196),(37 7549.9033),(38 7633.226),(39 7924.695),(40 8207.087),(41 8377.818),(42 8692.822),(43 8866.272),(44 8823.535),(45 8831.497),(46 8827.734),(47 8818.82),(48 8779.048),(49 8667.103),(50 8540.067),(51 8610.893),(52 8400.458),(53 8366.208),(54 8231.222),(55 8026.758),(56 7920.9917),(57 7834.2383),(58 7724.5474),(59 7681.589),(60 7716.839),(61 7908.183),(62 7858.8467),(63 7819.295),(64 7831.211),(65 7815.644),(66 7862.811),(67 7871.85),(68 7779.0854),(69 7595.022),(70 7457.5576),(71 7464.468),(72 7578.5864),(73 7589.144),(74 7567.2485),(75 7543.206),(76 7520.468),(77 7508.5796),(78 7592.221),(79 7565.546),
(1 2505.4138),(2 3744.6199),(3 3963.061),(4 4263.366),(5 4616.4263),(6 5029.7046),(7 5292.1997),(8 5449.388),(9 5772.1426),(10 5857.929),(11 6083.71),(12 6590.0386),(13 6729.341),(14 7018.826),(15 7230.939),(16 7402.7227),(17 7321.418),(18 7443.887),(19 7560.6255),(20 7446.182),(21 7467.5645),(22 7473.8228),(23 7356.7),(24 7217.744),(25 7028.287),(26 6800.8315),(27 6725.6226),(28 6662.8926),(29 6710.757),(30 6722.742),(31 6763.86),(32 6854.66),(33 6875.4185),(34 6958.5884),(35 7025.486),(36 7046.5986),(37 7094.116),(38 7203.828),(39 7564.0796),(40 7933.037),(41 8227.305),(42 8520.347),(43 8670.932),(44 8666.061),(45 8776.429),(46 8869.072),(47 8834.24),(48 8829.246),(49 8661.012),(50 8577.863),(51 8723.083),(52 8456),(53 8419.838),(54 8313.73),(55 8169.749),(56 8101.7705),(57 8006.2017),(58 8011.5015),(59 7909.3926),(60 7910.567),(61 8101.734),(62 7989.622),(63 7912.5864),(64 7936.756),(65 8146.101),(66 8166.402),(67 8115.2134),(68 8109.3413),(69 7923.782),(70 7958.999),(71 7967.6406),(72 7959.4473),(73 7944.1855),(74 7925.8525),(75 7966.8076),(76 7854.5337),(77 7658.812),(78 7695.161),(79 7702.445),
(1 2419.3372),(2 3548.8723),(3 3835.5793),(4 4141.336),(5 4491.916),(6 4818.1973),(7 5091.541),(8 5197.018),(9 5529.8335),(10 5696.979),(11 5948.8086),(12 6355.7656),(13 6558.273),(14 6850.782),(15 7083.967),(16 7174.9126),(17 7145.7266),(18 7289.452),(19 7380.222),(20 7317.857),(21 7311.7935),(22 7346.577),(23 7235.2646),(24 7135.337),(25 6973.295),(26 6763.744),(27 6641.33),(28 6654.1865),(29 6696.912),(30 6718.94),(31 6772.8633),(32 6768.73),(33 6815.2856),(34 6956.6167),(35 7118.9575),(36 7153.748),(37 7210.017),(38 7377.3022),(39 7629.0913),(40 7884.174),(41 8146.342),(42 8352.695),(43 8571.449),(44 8536.746),(45 8575.786),(46 8651.347),(47 8644.65),(48 8636.74),(49 8594.843),(50 8517.956),(51 8523.331),(52 8285.402),(53 8262.082),(54 8155.4165),(55 8062.065),(56 8013.8335),(57 7978.2207),(58 7997.56),(59 7923.6987),(60 7821.9116),(61 8013.7075),(62 7902.3516),(63 7837.8535),(64 7862.369),(65 7982.9053),(66 7934.44),(67 7897.9297),(68 7912.972),(69 7860.7065),(70 7777.2544),(71 7749.5825),(72 7801.5703),(73 7775.758),(74 7742.5337),(75 7865.5293),(76 7787.441),(77 7607.355),(78 7658.69),(79 7695.857),
