1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 50189.81),(2 175367.86),(3 320641.72),(4 431689.84),(5 491647.7),(6 519767.8),(7 546272.25),(8 592638.06),(9 652251.56),(10 699538.4),(11 715091.1),(12 694806.9),(13 654150.75),(14 615320.9),(15 593169.1),(16 590877.5),(17 604269.4),(18 624605.8),(19 653825.75),(20 696613.2),(21 749734.7),(22 808989),(23 858672.7),(24 892212.4),(25 919319.06),(26 940065.44),(27 959838.75),(28 978761.5),(29 990913.25),(30 993141.6),(31 985057.56),(32 977309.6),(33 977399.4),(34 984340.2),(35 998807.44),(36 1014949.5),(37 1030798.1),(38 1041154.56),(39 1050937.8),(40 1060119.9),(41 1069776.5),(42 1080092.5),(43 1087115.9),(44 1088578),(45 1087911.4),(46 1087601.1),(47 1092093),(48 1100690.4),(49 1107727.9),(50 1117203.6),(51 1130531.9),(52 1150804.6),(53 1176459.6),(54 1205106.5),(55 1226302.4),(56 1233230.3),(57 1228557.6),(58 1218353.6),(59 1211703.6),(60 1212333.8),(61 1219804.5),(62 1223384.5),(63 1214939.5),(64 1192962),(65 1161871),(66 1129252.4),(67 1102302.1),(68 1091176),(69 1096139.4),(70 1109198.3),(71 1124303.5),(72 1130454.3),(73 1130969.1),(74 1137681.4),(75 1154154.3),(76 1180128.6),(77 1208325.8),(78 1236110.1),(79 1265214),
(1 51686.332),(2 179010.02),(3 324590.75),(4 436082.84),(5 495808.25),(6 521807.4),(7 546912.94),(8 591976.8),(9 648483.06),(10 693076.56),(11 706089.5),(12 680998.9),(13 631061.1),(14 577731.75),(15 543281.44),(16 538806.1),(17 563446.4),(18 602737.1),(19 645343.44),(20 686391.3),(21 725326.7),(22 758992.3),(23 783172.8),(24 798295.25),(25 809962),(26 820124.3),(27 828757.5),(28 831173.8),(29 830076.3),(30 829297.7),(31 827486.5),(32 823018.5),(33 816896.7),(34 810453.3),(35 805721.2),(36 803979.75),(37 809190.06),(38 815980.44),(39 825862.56),(40 840697.8),(41 858032.5),(42 875194.56),(43 887503),(44 893734.25),(45 895397.5),(46 896589.3),(47 905764.7),(48 925899.3),(49 951060.8),(50 971699),(51 975609.3),(52 960561.44),(53 939583.3),(54 925258.5),(55 921289.7),(56 924353.5),(57 931219.8),(58 932932.5),(59 933197.06),(60 934489.06),(61 946666.3),(62 968055.3),(63 991292.7),(64 1013625.8),(65 1011969.5),(66 989566.5),(67 950123.25),(68 917593.25),(69 907368.3),(70 915318.8),(71 942762.7),(72 971017.5),(73 998156.06),(74 1028355.3),(75 1061409.4),(76 1099710.6),(77 1146112.5),(78 1191896.1),(79 1233186),
(1 47833.37),(2 166891.58),(3 304083.22),(4 409625.13),(5 469475.97),(6 504528.16),(7 539656.5),(8 581359.7),(9 617846.3),(10 630399),(11 612516.25),(12 572498.06),(13 533011.75),(14 512680.7),(15 519529.1),(16 548991.6),(17 593432.56),(18 647776.44),(19 708896),(20 769884.8),(21 817839.1),(22 840417.9),(23 836668.44),(24 819219.25),(25 802437.2),(26 793527.1),(27 791014.06),(28 788634.2),(29 779792.75),(30 771558.1),(31 770477),(32 780577.4),(33 799748.6),(34 822677.1),(35 838712.4),(36 841772.25),(37 837407.25),(38 832209.7),(39 832037.8),(40 838042.2),(41 850555.94),(42 867429.3),(43 884492.44),(44 900591.7),(45 918917.75),(46 940713.56),(47 964376.44),(48 988844.44),(49 1008110.6),(50 1018789.5),(51 1017716.44),(52 1002897.8),(53 976039),(54 944938.5),(55 923770.1),(56 917929.8),(57 923497.8),(58 931027.7),(59 933117.2),(60 930458.7),(61 933908.75),(62 945291),(63 965988.6),(64 991486.7),(65 1012342.7),(66 1021183.94),(67 1018305.56),(68 1010080.44),(69 1006089.06),(70 1007719.3),(71 1023268.8),(72 1044266.7),(73 1068309.3),(74 1090686.1),(75 1111676.1),(76 1138605.8),(77 1172734.9),(78 1208161.4),(79 1240452.4),
(1 49247.984),(2 168986.52),(3 299731.8),(4 395668.1),(5 453266.44),(6 495811.97),(7 543460.06),(8 594775.5),(9 629992.25),(10 631136.4),(11 599703.75),(12 552706.4),(13 513835.2),(14 501559.72),(15 521126.13),(16 560170.44),(17 604697.3),(18 647753.94),(19 689920.56),(20 734036.9),(21 777327.3),(22 809819.06),(23 822235.1),(24 815587),(25 799871.4),(26 782132.06),(27 768071),(28 762619.1),(29 765524.8),(30 773984.3),(31 787292.5),(32 800743.94),(33 814232.7),(34 827010.8),(35 838048.6),(36 845319.3),(37 851879),(38 858919.75),(39 868682.1),(40 881448.5),(41 891606.8),(42 900894.75),(43 911010.2),(44 923700.9),(45 943330.9),(46 968736.4),(47 990928.06),(48 1006431.44),(49 1013711.5),(50 1017653),(51 1019706.4),(52 1019545.94),(53 1018486.44),(54 1018323.3),(55 1021754.75),(56 1026201.5),(57 1029524.25),(58 1029880.25),(59 1031259.06),(60 1036452.3),(61 1051796.5),(62 1074357.9),(63 1095104),(64 1112797.1),(65 1128259.1),(66 1135751.4),(67 1135007.6),(68 1132716.5),(69 1138951.6),(70 1155819.3),(71 1185462),(72 1206511.9),(73 1217125.4),(74 1216016.1),(75 1213489.6),(76 1226569.8),(77 1253734.3),(78 1286613.1),(79 1311050.1),
(1 42744.277),(2 143627.81),(3 254122),(4 339406.22),(5 398211.06),(6 448454.8),(7 502386.84),(8 552463.4),(9 579857.94),(10 574075.94),(11 547080.94),(12 520001.94),(13 510111.6),(14 519406.22),(15 539411.25),(16 558887.44),(17 578722.25),(18 605084.94),(19 642205.94),(20 682650.94),(21 710573),(22 724549.06),(23 728026.06),(24 728259.9),(25 732101.7),(26 735192.3),(27 737884.06),(28 739656.06),(29 744904.8),(30 761443.8),(31 784437.75),(32 813532.06),(33 839287.94),(34 857045.25),(35 868645.5),(36 875001.4),(37 881707.06),(38 890124.44),(39 901837.25),(40 918785.94),(41 938026.75),(42 956511.94),(43 969637.2),(44 977357.75),(45 983803.5),(46 996080.2),(47 1013042.06),(48 1026699.25),(49 1030946.06),(50 1022323.1),(51 1010551.8),(52 1003741.9),(53 1005830.94),(54 1012751.25),(55 1016494.56),(56 1017010.3),(57 1019298.1),(58 1022645.75),(59 1027433.6),(60 1032914.06),(61 1041635.5),(62 1054301.6),(63 1074984.8),(64 1098308.3),(65 1120013.6),(66 1143143.6),(67 1161087.6),(68 1178479.8),(69 1194596.1),(70 1210593.9),(71 1234158.3),(72 1260054.4),(73 1286106.8),(74 1298709),(75 1295544.9),(76 1291142.1),(77 1293826.1),(78 1312506),(79 1330827.6),
(1 39339.227),(2 134172.25),(3 237956.9),(4 312795),(5 358219.38),(6 396311.47),(7 441315.9),(8 483432.13),(9 503291.34),(10 491209.13),(11 461014.72),(12 435874.4),(13 432877.53),(14 454925.28),(15 493197.9),(16 531901.94),(17 564712.6),(18 593674.8),(19 623443.3),(20 654898.25),(21 674818.25),(22 680994.44),(23 675352.56),(24 665810.94),(25 661236.25),(26 663832.25),(27 676048),(28 691383.2),(29 700243.1),(30 704806.94),(31 705612.56),(32 707706.1),(33 713048.44),(34 718546.1),(35 721458.56),(36 720928.56),(37 719771.44),(38 720153.75),(39 721107.75),(40 725990.1),(41 732690.25),(42 742023.7),(43 750895.75),(44 757068.4),(45 754290.75),(46 744427.25),(47 735479),(48 732231.7),(49 734606.8),(50 736552.1),(51 738326.94),(52 743529.75),(53 756530.2),(54 782308.9),(55 814260.1),(56 842895.56),(57 863967.94),(58 876931.06),(59 887986.56),(60 897815.8),(61 908999.75),(62 918571.56),(63 924344.56),(64 931779.44),(65 938413.75),(66 951698.6),(67 970137.4),(68 993443.9),(69 1018348.7),(70 1043043.75),(71 1071601.5),(72 1097248.6),(73 1117072.5),(74 1130710.8),(75 1136052),(76 1129618.4),(77 1118139.6),(78 1113294.4),(79 1117549.3),
(1 48299.367),(2 161057.94),(3 280033.4),(4 368441.6),(5 428390.72),(6 481007.78),(7 530783.9),(8 561979.7),(9 561643.2),(10 530529.9),(11 494119.97),(12 482008.03),(13 504377.47),(14 547210.06),(15 592951.9),(16 633305.06),(17 669910.6),(18 702467.1),(19 726168.44),(20 734280.5),(21 725233.75),(22 707891.3),(23 694231.1),(24 689856.9),(25 695525.94),(26 706116),(27 724337.06),(28 749533.8),(29 774791.7),(30 793234.44),(31 796752.6),(32 785953.2),(33 767174.06),(34 749512.25),(35 736513.4),(36 729121.4),(37 727910.5),(38 735484.7),(39 754351.7),(40 779089.56),(41 799290.7),(42 808763),(43 804334.56),(44 792423.4),(45 778813.56),(46 765301.5),(47 752000.6),(48 742151.25),(49 738795.56),(50 742285),(51 749122.94),(52 753435.1),(53 757374.5),(54 771776.3),(55 797709.9),(56 831177.9),(57 865426.25),(58 891111.56),(59 906237.94),(60 912085.7),(61 918294.7),(62 924804.25),(63 934630.44),(64 945843.6),(65 948969.06),(66 947555.9),(67 944745.94),(68 949362.5),(69 962127.9),(70 984478.06),(71 1017282.7),(72 1051605.3),(73 1087000.1),(74 1117763.6),(75 1137222.6),(76 1145990.8),(77 1144300.3),(78 1143456.6),(79 1147535.3),
(1 42999.133),(2 143650.66),(3 248494.56),(4 321039.7),(5 365651.53),(6 408046.9),(7 454477.47),(8 492809.97),(9 506653.97),(10 492329.94),(11 468459.16),(12 458770.63),(13 472538.63),(14 504541.2),(15 541122.8),(16 572841.1),(17 600687.9),(18 625854.94),(19 649384.9),(20 668137.44),(21 673697.25),(22 670122.06),(23 664639.4),(24 664282.94),(25 678721.3),(26 705612.06),(27 739218.25),(28 767077.8),(29 781062.8),(30 781256.6),(31 772324.5),(32 758653.9),(33 745801.7),(34 736386.25),(35 734181.9),(36 735912.25),(37 740163.25),(38 745617.7),(39 753261),(40 761154.56),(41 762556.3),(42 758414.9),(43 748049.2),(44 738585.06),(45 737420.94),(46 743681.1),(47 751363.25),(48 753271.9),(49 752677.56),(50 754419.6),(51 764606.3),(52 783131),(53 806056.5),(54 832055.56),(55 855654.56),(56 877264.56),(57 897725.06),(58 915765),(59 934868.75),(60 950925.7),(61 963317.5),(62 973828.8),(63 987518.44),(64 1005280.2),(65 1016483.94),(66 1014624.75),(67 999865.7),(68 985276.1),(69 981423.5),(70 986586.25),(71 996496.4),(72 999998.25),(73 1005286.2),(74 1018572.06),(75 1038929.8),(76 1059710.5),(77 1077371.6),(78 1090685.1),(79 1102237.1),
(1 42853.203),(2 143286.36),(3 248598.55),(4 318538.7),(5 358786.22),(6 395839.2),(7 436938.3),(8 467597.3),(9 474792.88),(10 461401.8),(11 444891.53),(12 439900.63),(13 452115.94),(14 476622.4),(15 508023.38),(16 541060.5),(17 571680.5),(18 594708.2),(19 606198.4),(20 607598.8),(21 606575.6),(22 606693.4),(23 605983.75),(24 599426.44),(25 591400.7),(26 591188.7),(27 605463.9),(28 627849.94),(29 646533.1),(30 656889.5),(31 658319.06),(32 655592.6),(33 653904.1),(34 653584.94),(35 654012.6),(36 654612.2),(37 659189.3),(38 666721.6),(39 676909.44),(40 683959.56),(41 681595.56),(42 669316.8),(43 651732.75),(44 635884.94),(45 629584.4),(46 633140.4),(47 641208),(48 644534.9),(49 641730.8),(50 636571.75),(51 638573.1),(52 653659.44),(53 676737.6),(54 697075.44),(55 703597.8),(56 701220.7),(57 699687.06),(58 703013.1),(59 710695.8),(60 718784.1),(61 723257.75),(62 723263.56),(63 723953.94),(64 730111.75),(65 751117.8),(66 782999.06),(67 809718.4),(68 823732.06),(69 823429.6),(70 821462.56),(71 827038.4),(72 830757.44),(73 830984.25),(74 835198.06),(75 851932.75),(76 872425.6),(77 881193.75),(78 882970.75),(79 892313.1),
(1 39435.805),(2 129618.77),(3 220452.1),(4 282868.63),(5 322279.78),(6 354355.1),(7 384310.6),(8 403132.97),(9 403970.94),(10 388742.8),(11 374715.34),(12 376671.38),(13 400041.9),(14 436775.66),(15 476924.47),(16 512320),(17 540597.1),(18 557412.44),(19 560854.3),(20 555726.3),(21 548308.44),(22 546255.44),(23 548246.06),(24 548345.75),(25 547653.1),(26 544481.7),(27 537223.2),(28 528456.6),(29 517235.34),(30 504985.78),(31 493214.8),(32 484003.16),(33 481963.56),(34 485363.56),(35 491302.28),(36 496424.47),(37 503591.75),(38 513689.13),(39 524038.94),(40 529474.25),(41 527450.4),(42 519719.53),(43 511276.4),(44 506096.6),(45 505546.94),(46 508768.34),(47 516775.16),(48 528147.3),(49 542795.7),(50 558814.94),(51 578464.4),(52 600888.6),(53 618907.06),(54 626124.94),(55 624082.4),(56 618212.06),(57 614329.44),(58 615163.3),(59 620593),(60 625309.7),(61 630682.5),(62 636739.3),(63 643910.5),(64 659548.25),(65 680089.56),(66 703507.7),(67 718188.1),(68 724287.5),(69 728308.9),(70 731078),(71 739942.75),(72 745701.5),(73 752582.3),(74 763559.94),(75 776935.4),(76 794389.56),(77 809877.7),(78 820950.25),(79 824898.3),
(1 39237.277),(2 127836.945),(3 217356.98),(4 281670.34),(5 327305.47),(6 366630.4),(7 399639),(8 412940.72),(9 407101.03),(10 396851.34),(11 397941.47),(12 412696.84),(13 432382.6),(14 453235.38),(15 480525.44),(16 515660.22),(17 548344.5),(18 565610.3),(19 565064.4),(20 557421.94),(21 551212.1),(22 550542.75),(23 551556.94),(24 549822.75),(25 548839.8),(26 549530.44),(27 548620.94),(28 542629.56),(29 530505.5),(30 519605.28),(31 515662.47),(32 520508.2),(33 530822),(34 544245.2),(35 557095.3),(36 566377.6),(37 572312.06),(38 576029.2),(39 577837.56),(40 578729.1),(41 575813.44),(42 568620.94),(43 559669.56),(44 553956.44),(45 555316.9),(46 562075.3),(47 574377.9),(48 594390.25),(49 619484.3),(50 643043.2),(51 661041.1),(52 668801.9),(53 667879.44),(54 661823.6),(55 649690.3),(56 635301.2),(57 621171.56),(58 609552.06),(59 603626),(60 598262.75),(61 594375.75),(62 592471.9),(63 596343.6),(64 606964.1),(65 623791.8),(66 643810.25),(67 658888.75),(68 667656.5),(69 670194.6),(70 670563.2),(71 676375.7),(72 679049.3),(73 676694.6),(74 670301.6),(75 668741.1),(76 680314.9),(77 698059.8),(78 722224.56),(79 744560.2),
(1 38311.625),(2 125626.77),(3 212368.5),(4 269344.84),(5 305704.78),(6 336728.22),(7 361667.47),(8 374397.8),(9 376684.53),(10 379545.16),(11 390783.78),(12 410687.72),(13 433697.72),(14 454584.03),(15 474970.8),(16 496050.78),(17 515924.06),(18 526687.8),(19 525458.3),(20 518110.84),(21 511421.3),(22 508214.72),(23 509953.88),(24 513855.2),(25 518039.6),(26 519055.8),(27 514749.13),(28 503417.8),(29 484162.66),(30 463588.63),(31 448799.28),(32 446823.9),(33 455885.38),(34 468636.9),(35 477484.56),(36 478618.25),(37 473840.1),(38 466894.44),(39 459348.78),(40 451480.78),(41 444089.56),(42 439764.66),(43 440121.03),(44 446668.34),(45 460917.8),(46 480709.7),(47 502117.6),(48 519040.03),(49 532251.4),(50 544732.75),(51 557234.94),(52 561402.9),(53 555996.6),(54 548561.7),(55 543870.94),(56 543078),(57 543726.06),(58 542708.7),(59 543972.56),(60 546465.1),(61 551179.5),(62 557524.25),(63 563192.44),(64 574383.1),(65 585295.2),(66 597522.06),(67 605181.44),(68 612753.6),(69 619658.8),(70 624990.75),(71 639328.1),(72 654870.7),(73 668366.06),(74 674076.5),(75 674132.8),(76 681359.2),(77 693164.06),(78 704338.25),(79 711247.94),
(1 34743.727),(2 111168.85),(3 182439.5),(4 230214.1),(5 266478.25),(6 300205.16),(7 323978.63),(8 328080.13),(9 320367.94),(10 318256.2),(11 332077.97),(12 354540.4),(13 374007.84),(14 388696.3),(15 403635.13),(16 419991.25),(17 431027.44),(18 431681.5),(19 424770.8),(20 419288.6),(21 420200.5),(22 423080.1),(23 425554.13),(24 430022.75),(25 437833.9),(26 444406.16),(27 445356.7),(28 439881.06),(29 431149.28),(30 422767.47),(31 416799.8),(32 415214.03),(33 420956.28),(34 431544.6),(35 442511.5),(36 449592.28),(37 453641.1),(38 454828.1),(39 455280.78),(40 455551.8),(41 454443.3),(42 454382.25),(43 458523.34),(44 467858.22),(45 479645.9),(46 490436.94),(47 500385.03),(48 508258.44),(49 513721.28),(50 515677),(51 519499.88),(52 526379.56),(53 534972.5),(54 541105.94),(55 542193.7),(56 541084.3),(57 547334.8),(58 559262.44),(59 572407.2),(60 582756.3),(61 591687),(62 601126.94),(63 611206.9),(64 621876.4),(65 628532.06),(66 632680.44),(67 636572.3),(68 646084.3),(69 659600),(70 671278.8),(71 685468.8),(72 699456),(73 713505.4),(74 722533.5),(75 724252.94),(76 718155.75),(77 704998),(78 690961.8),(79 681654.25),
(1 32405.32),(2 103956.75),(3 172170.53),(4 216904.14),(5 250592.69),(6 286191.6),(7 315330.34),(8 325240.72),(9 320243.7),(10 315488.3),(11 322027.34),(12 336365.97),(13 350819.22),(14 361746.28),(15 371031.34),(16 382143.22),(17 389068.66),(18 386823.88),(19 379799.6),(20 377340.66),(21 383180.34),(22 394512.3),(23 401973.44),(24 400481.28),(25 391737.34),(26 378837.97),(27 366397.38),(28 355449),(29 346955.5),(30 345412.72),(31 351724),(32 366197.28),(33 385431.9),(34 403032.53),(35 415898.44),(36 421187.94),(37 421250.7),(38 417148.5),(39 411968.22),(40 408637.78),(41 405526.7),(42 405764.34),(43 412526.06),(44 429573.8),(45 453108.2),(46 476065.5),(47 491215.56),(48 497384.3),(49 496723.66),(50 492770.2),(51 487687.94),(52 481536.13),(53 475799.75),(54 471261),(55 467885.72),(56 463953.66),(57 460923.8),(58 461466.63),(59 467447.16),(60 474425),(61 480357.9),(62 483807.97),(63 487745.5),(64 493629),(65 497158.7),(66 498453.5),(67 498012.25),(68 501790.75),(69 510285.72),(70 521856.2),(71 535199.3),(72 542972.75),(73 546862.2),(74 553551.25),(75 564494.9),(76 576214.25),(77 584670.56),(78 594333.6),(79 598783.3),
(1 36358.24),(2 113486.57),(3 180627.52),(4 218079.6),(5 242602.25),(6 269354.13),(7 293657.47),(8 303508.34),(9 303054.5),(10 306743.94),(11 319821.44),(12 336704.72),(13 353704.38),(14 371478.94),(15 387906.34),(16 397100.78),(17 398453.03),(18 398755.9),(19 403730.4),(20 414778.38),(21 426733),(22 435346.2),(23 439346.88),(24 438657.7),(25 430590.8),(26 416872.56),(27 401976.5),(28 390229.3),(29 383824.38),(30 382864.84),(31 387007.13),(32 396408.16),(33 408235),(34 415331.88),(35 414839.22),(36 410906.84),(37 408680.66),(38 407860.56),(39 406554.9),(40 404033.22),(41 402381.53),(42 405419.84),(43 411101.2),(44 417769.97),(45 424877.88),(46 431221),(47 433270.3),(48 431553.63),(49 429882.78),(50 434034.53),(51 444727.5),(52 453507.4),(53 456873.66),(54 454441.06),(55 451238.53),(56 452185.47),(57 455630.34),(58 461922.1),(59 469249.88),(60 478022.34),(61 486815.94),(62 491688.28),(63 490775.4),(64 487257.22),(65 486636.72),(66 492951.84),(67 499786.03),(68 503159.4),(69 506245.16),(70 512848.6),(71 524102.56),(72 531962.8),(73 537084.9),(74 546883.44),(75 562861.3),(76 576087.7),(77 580613.4),(78 584778.94),(79 590112.44),
(1 35127.125),(2 109405.59),(3 174033.47),(4 210115.58),(5 230040.58),(6 248314.11),(7 265718.78),(8 277064.97),(9 282725.38),(10 286972.78),(11 293881.66),(12 305417.56),(13 322794.28),(14 342330.78),(15 356886.72),(16 360850.5),(17 354606.16),(18 348237.8),(19 346729.66),(20 351739.56),(21 357476),(22 361016.66),(23 362364.06),(24 360418.53),(25 355707.56),(26 351023.03),(27 349204.38),(28 351035.78),(29 356436.56),(30 364360.03),(31 371138.72),(32 375743.88),(33 377095.84),(34 375009.75),(35 367624.84),(36 359847.13),(37 356853.5),(38 360021.63),(39 368885.78),(40 381531.9),(41 393556.56),(42 403432.56),(43 409028.63),(44 409198.2),(45 405695.56),(46 400604.5),(47 395870.72),(48 392868.84),(49 394080.38),(50 400357.38),(51 408693),(52 416033.28),(53 418885.13),(54 422157.16),(55 425966.63),(56 433555.75),(57 442696.38),(58 446648.34),(59 447062.56),(60 443921.34),(61 441190.88),(62 439392.28),(63 439154.5),(64 444230.38),(65 451989.88),(66 463138.13),(67 477109.44),(68 496959.38),(69 519490.38),(70 534202.4),(71 543613.75),(72 547930.9),(73 555476.2),(74 564888.9),(75 574635.6),(76 581927.25),(77 577791.56),(78 576161),(79 584225),
(1 33145.473),(2 101061.73),(3 156880.2),(4 187462.84),(5 208032.97),(6 229928.47),(7 245571.7),(8 249535.89),(9 246690.44),(10 247036.1),(11 254366.38),(12 268609.75),(13 290206.97),(14 315758.78),(15 335229.4),(16 343874.44),(17 346395),(18 351178.1),(19 359416.53),(20 365945.56),(21 364126.53),(22 354357.75),(23 342321.44),(24 332151.94),(25 325840.06),(26 324096.8),(27 327816),(28 334597.7),(29 339107.6),(30 344602.06),(31 352206.22),(32 359922.72),(33 361083.84),(34 351741.13),(35 337301.75),(36 326787.66),(37 324402.28),(38 328197.44),(39 335316.94),(40 342302.63),(41 347069.66),(42 350056.13),(43 352745),(44 353131.66),(45 350307.88),(46 343696.38),(47 337502.44),(48 334374.84),(49 336079),(50 341593.75),(51 346238.53),(52 348909.1),(53 349334.44),(54 349513.4),(55 352173.5),(56 358291.34),(57 365088.2),(58 369785.7),(59 371002.1),(60 371065.47),(61 379092.22),(62 391482.34),(63 399549.1),(64 404819.53),(65 410293.75),(66 415859.22),(67 423229.06),(68 435297.13),(69 448012.06),(70 458754.7),(71 470790.13),(72 479621.97),(73 483628.3),(74 481788.88),(75 480350.22),(76 485221.44),(77 490646.44),(78 494290.66),(79 500186.9),
(1 31914.326),(2 98024.414),(3 155857.28),(4 192444.53),(5 217131.77),(6 237957.58),(7 251473.6),(8 255710.83),(9 254233.92),(10 253842.22),(11 261030.11),(12 275743.16),(13 293998.56),(14 309082.56),(15 317092.9),(16 321299.72),(17 329348.4),(18 339379.53),(19 348498.94),(20 353703.78),(21 351535.84),(22 345682.97),(23 338514.2),(24 330064.1),(25 323373.53),(26 320155.66),(27 319779.25),(28 324540.8),(29 332422.75),(30 341057.6),(31 349142.1),(32 354499.44),(33 353603.2),(34 346433.28),(35 335719.84),(36 327801.38),(37 327227.9),(38 332496.8),(39 338553.72),(40 339627.44),(41 336756.5),(42 337903.38),(43 344365.44),(44 351160.47),(45 352381.28),(46 346600.63),(47 339367.88),(48 336382.1),(49 339513.47),(50 344291.4),(51 349104.34),(52 353186.38),(53 361341.28),(54 374963.3),(55 388980.22),(56 399354.97),(57 405110.38),(58 403675.56),(59 401205.13),(60 403192.06),(61 411028.5),(62 420212.6),(63 427545.28),(64 433610.03),(65 436813.22),(66 442856.63),(67 454796),(68 467778.47),(69 475985.13),(70 478321.88),(71 484758.25),(72 493292.8),(73 502949.97),(74 511602.13),(75 520986.63),(76 532364.4),(77 537373.25),(78 538868.8),(79 539675.75),
