1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 21481.904),(2 55316.895),(3 74864.12),(4 84497.62),(5 90099.26),(6 90135.41),(7 87927.11),(8 92494.875),(9 102538.875),(10 112561.83),(11 117004.38),(12 115052.44),(13 113212.77),(14 113166.93),(15 114390.16),(16 117422.38),(17 122325.305),(18 125116.06),(19 125467.19),(20 128055.58),(21 131601.58),(22 133462.14),(23 134553.66),(24 138723.77),(25 146114.42),(26 149372.83),(27 146760.8),(28 143406.77),(29 142871.13),(30 143806.88),(31 142957.5),(32 142802.53),(33 145425.4),(34 148052.1),(35 149742.67),(36 149821.61),(37 150032.3),(38 153056.69),(39 157461.05),(40 157318.08),(41 153454.36),(42 149850.6),(43 149648.88),(44 150392.08),(45 150047.33),(46 149994.47),(47 153359.58),(48 157420.55),(49 158488.73),(50 158996.5),(51 162136.9),(52 165476.75),(53 167264.73),(54 168335.86),(55 168829.83),(56 168751.02),(57 169742.64),(58 170624.52),(59 170991.56),(60 171584.89),(61 175282.88),(62 179772.72),(63 185337.64),(64 191649.86),(65 195768.94),(66 198207.4),(67 201984.23),(68 205713.4),(69 209412.13),(70 212423.78),(71 218072.44),(72 224123.83),(73 231573.27),(74 236383.28),(75 238253.03),(76 242881.23),(77 246069.05),(78 248641.47),(79 250824.83),
(1 21343.166),(2 54210.22),(3 73342.61),(4 84145.65),(5 91172.74),(6 92611.96),(7 92296.664),(8 96207.06),(9 104170.23),(10 113910.01),(11 120587.375),(12 123034.84),(13 124422.266),(14 125664.945),(15 126917.68),(16 128812.01),(17 130499.69),(18 130225.45),(19 129154.62),(20 131686.6),(21 136883.8),(22 140399.69),(23 140225.61),(24 139727.9),(25 139998.19),(26 140526.28),(27 139384.13),(28 138684.31),(29 141193.75),(30 144245.25),(31 143952.89),(32 142615.9),(33 142815.67),(34 144556.42),(35 145159.03),(36 145081.64),(37 144842.67),(38 144845.08),(39 145852.1),(40 146069.9),(41 145908.92),(42 146244.33),(43 146936.6),(44 148799.69),(45 150342.97),(46 151105.72),(47 152960.92),(48 155474.61),(49 156178.28),(50 157624.83),(51 160310.73),(52 162761.48),(53 165070.73),(54 167423.97),(55 168572.9),(56 167531.66),(57 166079.05),(58 166166.64),(59 169922.48),(60 174882.1),(61 179396.95),(62 183803.92),(63 188229.02),(64 191858.86),(65 192832.78),(66 192694.61),(67 191934.53),(68 192192.14),(69 192850.95),(70 194420.34),(71 200053.67),(72 206696.23),(73 208786.45),(74 208016.2),(75 206887.38),(76 207579.02),(77 209086.56),(78 214046.98),(79 221398),
(1 20708.975),(2 51483.848),(3 68513.38),(4 80722.85),(5 89524.055),(6 90502.17),(7 90434.73),(8 95304.62),(9 103457.445),(10 113622.42),(11 121277.73),(12 124550.01),(13 125782.6),(14 126316.62),(15 126716.055),(16 128907.21),(17 130812.516),(18 129783.03),(19 127894.97),(20 129073.94),(21 131407.83),(22 133693.39),(23 135284.88),(24 135485.75),(25 133614.73),(26 130502.92),(27 128115.51),(28 128306.26),(29 130748.62),(30 133487.9),(31 134879.61),(32 136150.3),(33 138536.03),(34 141153.02),(35 143554.73),(36 144665.31),(37 145001.27),(38 142965.13),(39 141544),(40 142289.83),(41 143158.9),(42 142934.52),(43 142790.16),(44 143862.56),(45 144737.9),(46 144515.23),(47 142484.19),(48 139998.89),(49 141410.73),(50 146916.16),(51 151341.94),(52 152645.61),(53 153206.38),(54 154369.84),(55 153422.06),(56 152164.69),(57 152909.94),(58 153986.06),(59 155678.95),(60 158900.67),(61 163307.69),(62 167037.2),(63 171430.02),(64 174752.19),(65 174055.9),(66 174448.75),(67 177433.05),(68 179533.8),(69 181639.55),(70 187308.06),(71 195484.77),(72 201603.67),(73 204300.13),(74 202371.05),(75 201361.97),(76 201197.4),(77 202797.39),(78 207594.42),(79 215686.88),
(1 21996.76),(2 53094.688),(3 67005.945),(4 75816.95),(5 82858.24),(6 84261.65),(7 84473.4),(8 88980.414),(9 97045.71),(10 105012.57),(11 108842.35),(12 109337.29),(13 110354.82),(14 112056.24),(15 113950.56),(16 118036.445),(17 119961.62),(18 118103.53),(19 116585.68),(20 117296.78),(21 118825.375),(22 120815.23),(23 124929.76),(24 128979.18),(25 130346.84),(26 128200.78),(27 124201.58),(28 122137.234),(29 123688.96),(30 126132.95),(31 129149.91),(32 131963.48),(33 133759.27),(34 135440.08),(35 139036.77),(36 141900.66),(37 140569.25),(38 137254.55),(39 136697.48),(40 138362.56),(41 139602.64),(42 140105.2),(43 141150.2),(44 142595.33),(45 141391.27),(46 137251.48),(47 135448.25),(48 134851.94),(49 136154.2),(50 139334.4),(51 141206.48),(52 143170.64),(53 146241.45),(54 147287.45),(55 146123.33),(56 146473.94),(57 150197.19),(58 153023.55),(59 152858.77),(60 152438.33),(61 153513.02),(62 155747.5),(63 157709.27),(64 159312.08),(65 160858.8),(66 163595.11),(67 166727.3),(68 169302.17),(69 172511.33),(70 177403.55),(71 184920.64),(72 190213.6),(73 192930.13),(74 197986.66),(75 200750.38),(76 203149.23),(77 205565.81),(78 208709.8),(79 209997.4),
(1 19988.23),(2 48814.84),(3 63649.586),(4 72481.84),(5 77721.45),(6 79152.055),(7 82473.56),(8 89965.85),(9 98876.94),(10 105325.13),(11 107667.96),(12 107819.266),(13 108091.76),(14 107885.01),(15 109441.84),(16 113018.66),(17 113302.4),(18 111089.27),(19 112206.79),(20 114967.77),(21 115728.016),(22 116946.29),(23 121032.6),(24 124131.516),(25 123523.26),(26 122543.72),(27 121852.516),(28 121148.74),(29 120815.66),(30 121452.36),(31 122486.77),(32 123670.445),(33 123967.24),(34 123233.65),(35 123106.266),(36 123681.08),(37 124975.875),(38 126365.02),(39 127177.08),(40 127473.54),(41 127772),(42 127934.2),(43 130067.516),(44 130801.16),(45 129621.22),(46 129250.51),(47 129618.45),(48 129903.32),(49 130809.95),(50 131931.42),(51 133127.88),(52 133732.8),(53 134760.97),(54 135593.3),(55 136043.64),(56 138598.5),(57 143458.64),(58 146169.7),(59 147150.14),(60 147441.63),(61 147324.97),(62 146725.89),(63 147341.23),(64 147969.89),(65 149635.39),(66 153876.13),(67 157916.67),(68 162900.75),(69 167949.61),(70 170587.56),(71 172565.45),(72 174996.56),(73 179032.03),(74 184249.61),(75 191093.89),(76 197451.72),(77 201414.72),(78 204323.47),(79 203979.58),
(1 19869),(2 49162.895),(3 65224.035),(4 75618.96),(5 82310.45),(6 83886.016),(7 87161.555),(8 94075.43),(9 102555.63),(10 108955.89),(11 110406.61),(12 109581.78),(13 109121.43),(14 108775.4),(15 109776.63),(16 111754.69),(17 111270.46),(18 111097.96),(19 113711.04),(20 117429.89),(21 120920.61),(22 123607.94),(23 125092.984),(24 124999.76),(25 123507.195),(26 123802.21),(27 126645.84),(28 128675.61),(29 127141.61),(30 125370.766),(31 125470.21),(32 125662.984),(33 126893.63),(34 129417.87),(35 131446.69),(36 132513.72),(37 132737.52),(38 133226.73),(39 134684.08),(40 135117.42),(41 136487.44),(42 140554.97),(43 144077.94),(44 145724.9),(45 146097.64),(46 146568.72),(47 148435.55),(48 149708.48),(49 150251.28),(50 151528.94),(51 152940.6),(52 154045.86),(53 155949.36),(54 157154.89),(55 158665.36),(56 161921.61),(57 166188.38),(58 168792.52),(59 170058.2),(60 170732.81),(61 172238.27),(62 173808.9),(63 174534.53),(64 175639.19),(65 177787.08),(66 180553.44),(67 183218.81),(68 186195.83),(69 190277.52),(70 196004.03),(71 199713.61),(72 202738.1),(73 205989.9),(74 208728.7),(75 210548.9),(76 213863.14),(77 218929.06),(78 224155.39),(79 227309.27),
(1 19478.746),(2 47067.188),(3 61690.87),(4 73489.695),(5 81223.914),(6 82295.57),(7 85189.625),(8 91543.76),(9 99143.19),(10 107104.54),(11 110922.625),(12 112786.22),(13 114772.49),(14 115380.21),(15 116170.805),(16 116939.234),(17 114487.11),(18 111585.72),(19 112015.47),(20 113112.914),(21 114008.39),(22 116344.31),(23 118451.44),(24 117403.47),(25 114259.086),(26 114227.27),(27 116393.38),(28 117941.71),(29 119260.16),(30 121061.87),(31 122589.91),(32 121709.734),(33 120768.75),(34 121049.984),(35 122562.98),(36 123893.46),(37 123469.97),(38 120730.16),(39 120301.65),(40 122541.68),(41 122834.555),(42 123045.234),(43 124648.29),(44 125880.26),(45 125045.73),(46 123595.42),(47 123140.56),(48 123668.4),(49 125531.875),(50 126475.18),(51 126294.69),(52 126792.85),(53 128275.24),(54 128830.336),(55 131065.266),(56 135473.36),(57 138286.78),(58 138265.7),(59 139601.14),(60 141488.25),(61 144947.97),(62 148137.73),(63 149815.28),(64 150666.9),(65 153207.64),(66 156069.92),(67 158435.98),(68 161977.47),(69 167119.83),(70 171435.94),(71 176203.84),(72 180710.13),(73 184195.31),(74 186467.48),(75 189504.13),(76 194509.23),(77 197852.73),(78 200793.97),(79 204170.97),
(1 20108.475),(2 47263.53),(3 60123.848),(4 69205.45),(5 73774.06),(6 75276.33),(7 79978.75),(8 87462.44),(9 96401.77),(10 104291.09),(11 106330.05),(12 106668.86),(13 106821.32),(14 107703.75),(15 109884),(16 111096.83),(17 109314.69),(18 107803.11),(19 108456.6),(20 109622.77),(21 111279.63),(22 113971.47),(23 116487.9),(24 115448.234),(25 112834.92),(26 113683.6),(27 116404.2),(28 117117.875),(29 117786.91),(30 119028.79),(31 118734.05),(32 117756.59),(33 118838.21),(34 120097.34),(35 121184.53),(36 121756.766),(37 118952.37),(38 115537.81),(39 115495.44),(40 116229.234),(41 117507.14),(42 118800.56),(43 120691.11),(44 121019.96),(45 118944.43),(46 119423.57),(47 122390.984),(48 124660.77),(49 127903.51),(50 129115.23),(51 128172.875),(52 126848.234),(53 125877.03),(54 125107.43),(55 127169.97),(56 129860.45),(57 131937.95),(58 132467.69),(59 133059.97),(60 134093.11),(61 137982.55),(62 142349.19),(63 146100.69),(64 152034.94),(65 158441.73),(66 162837.14),(67 164012.3),(68 164409.23),(69 165372.6),(70 167714.03),(71 173333.34),(72 179268.75),(73 185599.63),(74 190143.7),(75 194212.34),(76 198308.13),(77 201516.61),(78 204976.3),(79 208692.5),
(1 19690.418),(2 46505.973),(3 59749.504),(4 68434.664),(5 71791.06),(6 70702.33),(7 73257.69),(8 81473.586),(9 91220.12),(10 96269.016),(11 96381.44),(12 97310.34),(13 97654.78),(14 96774.13),(15 98404.52),(16 99422.22),(17 98278.48),(18 98164.9),(19 99529),(20 100898.336),(21 102820.67),(22 105136.41),(23 106919.61),(24 107587.27),(25 107367.49),(26 108557.89),(27 109389.18),(28 109525.914),(29 109581.84),(30 110755.87),(31 110882.48),(32 111026.195),(33 112179.38),(34 112116.96),(35 111470.195),(36 112184.71),(37 111750.266),(38 110582.4),(39 111051.445),(40 112619.516),(41 114612.71),(42 114837.48),(43 114885.984),(44 114942.98),(45 115501.164),(46 116532.44),(47 118199.78),(48 121336.164),(49 122622.28),(50 122134.15),(51 121451.14),(52 121729.414),(53 122299.945),(54 123519.82),(55 125931.39),(56 129698.836),(57 131565.88),(58 130916.85),(59 130869.03),(60 132413.47),(61 135784.02),(62 138802.38),(63 141554.66),(64 146324.73),(65 152525.31),(66 157080.63),(67 159548),(68 163361.9),(69 165409.64),(70 164960.48),(71 167912.9),(72 173689.25),(73 180046.17),(74 184902.52),(75 189352.28),(76 193184.63),(77 195193.89),(78 198118.61),(79 202896.56),
(1 19860.256),(2 47011.84),(3 60140.785),(4 69444.43),(5 73619.516),(6 73125.91),(7 74494.57),(8 81456.1),(9 91891.04),(10 98371.62),(11 100998.35),(12 104876.71),(13 105328.125),(14 102861.89),(15 103404.86),(16 104007.945),(17 102910.086),(18 103558),(19 106509.47),(20 108742.73),(21 107726.45),(22 106338.98),(23 106202.4),(24 103848.664),(25 101636.96),(26 104185.11),(27 106334.664),(28 105994.48),(29 107205.484),(30 107887.92),(31 106354.82),(32 105558.086),(33 104521.734),(34 102796.15),(35 103090.83),(36 104348.25),(37 105485.664),(38 106659.984),(39 108376.34),(40 109742.15),(41 110373.87),(42 110401.09),(43 109207.45),(44 107490.37),(45 107687.15),(46 108659.766),(47 108984.914),(48 110431.016),(49 112493.75),(50 112102.98),(51 112717.125),(52 114783.38),(53 114773.03),(54 114699.37),(55 116282.86),(56 118345.55),(57 119382.625),(58 119479.3),(59 120027.586),(60 120545.72),(61 121667.12),(62 122506.23),(63 124151.766),(64 126508.6),(65 129751.54),(66 133762.44),(67 136650.6),(68 139419.05),(69 142212.1),(70 143194.25),(71 145153.83),(72 146051.6),(73 148249.48),(74 155254.28),(75 161598.44),(76 164624.34),(77 165651.44),(78 167370.39),(79 169569.66),
(1 19074.514),(2 43491.727),(3 55140.367),(4 62818.836),(5 65305.44),(6 66183.63),(7 69852.14),(8 76427.49),(9 84449.92),(10 89693.08),(11 90495.4),(12 92027.31),(13 93110.305),(14 92230.86),(15 92587.29),(16 91477.68),(17 90834.69),(18 92844.55),(19 95022.15),(20 97440.18),(21 98662.484),(22 97907.94),(23 97824.19),(24 98377.29),(25 99468.48),(26 101722.805),(27 104438.35),(28 106872.22),(29 107313.91),(30 105481.38),(31 103482.766),(32 103841.39),(33 103904.86),(34 103033.664),(35 105290.31),(36 106842.73),(37 106169.29),(38 106135.68),(39 106743.836),(40 108194.83),(41 109879.484),(42 112326.74),(43 114708.25),(44 114921.45),(45 114333.87),(46 115116.414),(47 116099.65),(48 116380.195),(49 116258.32),(50 116957.63),(51 117412.3),(52 117601.54),(53 116520.625),(54 114878.11),(55 115319.266),(56 115300.945),(57 115491.31),(58 116280.22),(59 116847.87),(60 117472.55),(61 119156.914),(62 121282.05),(63 123250.03),(64 125314.81),(65 126977.02),(66 130015.836),(67 133518.36),(68 136968.1),(69 139578.84),(70 139683.44),(71 140915.23),(72 143418.25),(73 148525.75),(74 153714.02),(75 157554.77),(76 161669.55),(77 164829.83),(78 167772.03),(79 171050.13),
(1 17431.281),(2 39580.465),(3 51327.797),(4 61430.113),(5 65439.76),(6 66841.586),(7 71699.27),(8 78654.8),(9 84852.92),(10 87494.164),(11 88659.72),(12 90515.91),(13 92125.98),(14 94254.59),(15 94612.53),(16 91997.8),(17 89936.305),(18 90098.74),(19 90966.56),(20 92542.195),(21 94457.64),(22 95664.4),(23 95277.37),(24 94787.63),(25 96374.086),(26 98548.37),(27 99782.45),(28 100536.016),(29 100890.016),(30 99914.62),(31 100241.766),(32 102276.414),(33 103642.914),(34 104433.81),(35 104418.05),(36 102934.83),(37 101436.625),(38 101692.22),(39 103294.305),(40 104141.22),(41 105958.55),(42 109279.734),(43 110890.18),(44 110348.21),(45 109516.24),(46 109913.7),(47 112425.57),(48 114630.39),(49 115487.04),(50 115270.88),(51 114416.99),(52 114023.37),(53 114000.29),(54 115027.31),(55 116105.54),(56 116876.016),(57 117004.73),(58 118433.72),(59 120634.51),(60 120225.8),(61 121996.73),(62 125880.6),(63 129002.67),(64 130826.41),(65 132417.38),(66 133419.47),(67 135008.78),(68 135395.97),(69 136203.86),(70 137420.86),(71 138554.4),(72 140996.3),(73 144450.84),(74 147639.75),(75 150711.08),(76 155080.38),(77 159825.08),(78 164373.77),(79 167461.14),
(1 18120.373),(2 42155.39),(3 55979.19),(4 64837.996),(5 65790.21),(6 65806.234),(7 70420.836),(8 77189.64),(9 83308.82),(10 86038.78),(11 87820.164),(12 90266.16),(13 90713.62),(14 92090.6),(15 90979.484),(16 87132.17),(17 87376.414),(18 88918.4),(19 89775.21),(20 91357.11),(21 91916.98),(22 90516.1),(23 89946.65),(24 91035.234),(25 92500.68),(26 93662.53),(27 94138.68),(28 95091.664),(29 95700.27),(30 95349.72),(31 95605.5),(32 97117.89),(33 98479.12),(34 98674.63),(35 96528.98),(36 93774.91),(37 93920.11),(38 95977.62),(39 99469.2),(40 101853.47),(41 103714.375),(42 106784.875),(43 108495.97),(44 107601.85),(45 107096.48),(46 109266.75),(47 111547.57),(48 113560.01),(49 115809.84),(50 116769.914),(51 117228.484),(52 117159.07),(53 117409.484),(54 118694.77),(55 119424.47),(56 120349.4),(57 123008.95),(58 123575.12),(59 122367.38),(60 122738.2),(61 125854.266),(62 129567.445),(63 131334.69),(64 130915.34),(65 130957.39),(66 133005.19),(67 135133.98),(68 136546.81),(69 138656.48),(70 139526.14),(71 140084.56),(72 143070.2),(73 146564.44),(74 150245.22),(75 152735.23),(76 156241.39),(77 158271.92),(78 158311.8),(79 160258.45),
(1 16899.73),(2 38506.35),(3 49704.176),(4 57397.65),(5 57783.234),(6 58680.473),(7 63365.438),(8 69133.77),(9 73122.984),(10 74361.1),(11 76195.42),(12 77554.62),(13 78136.086),(14 81750.41),(15 83647.23),(16 81766.195),(17 81131.31),(18 82896.35),(19 83696.96),(20 84556.484),(21 85935.516),(22 85660.41),(23 86432.71),(24 89170.46),(25 90707.92),(26 92429.31),(27 93904.27),(28 93974.9),(29 94438.914),(30 95477.2),(31 96777.29),(32 98766.09),(33 101685.95),(34 103826.21),(35 104765.67),(36 104450.336),(37 102803.15),(38 102077.44),(39 102303.445),(40 103686.6),(41 104610.086),(42 106391.555),(43 107468.08),(44 106390.664),(45 106407.945),(46 108142.94),(47 108706.04),(48 108181.02),(49 107751.49),(50 106591.3),(51 106372.31),(52 105435.13),(53 104468.63),(54 103724.45),(55 102357.38),(56 101478.58),(57 102736.15),(58 103664.914),(59 105395.35),(60 107130.62),(61 109309.016),(62 110729.74),(63 111320.34),(64 112497.05),(65 113253.27),(66 114670.805),(67 115806.24),(68 117106.88),(69 118601.44),(70 119907.81),(71 122351.13),(72 124782.73),(73 127322.336),(74 129084.25),(75 131291.98),(76 135468.22),(77 139021.8),(78 141694.84),(79 143607.44),
