1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 190.88567),(2 272.5454),(3 335.72305),(4 380.37576),(5 421.60587),(6 450.98126),(7 478.7415),(8 519.47144),(9 541.9757),(10 564.617),(11 582.5824),(12 604.35443),(13 621.72345),(14 632.7483),(15 643.77716),(16 648.9529),(17 655.0839),(18 659.8059),(19 664.82263),(20 673.1733),(21 676.42975),(22 682.83777),(23 688.0974),(24 690.26227),(25 691.1359),(26 693.6648),(27 698.9885),(28 701.09393),(29 704.6593),(30 710.5864),(31 713.8044),(32 718.50604),(33 725.16595),(34 729.21265),(35 728.0577),(36 730.8746),(37 733.74304),(38 733.3479),(39 735.1173),(40 731.39075),(41 729.8358),(42 735.06964),(43 737.9465),(44 741.3131),(45 742.9014),(46 746.0262),(47 748.7486),(48 749.4386),(49 747.81573),(50 746.19556),(51 752.323),(52 747.1944),(53 742.5675),(54 743.4607),(55 742.71326),(56 742.55273),(57 741.0058),(58 743.3674),(59 744.4684),(60 741.07587),(61 742.75586),(62 745.34424),(63 752.32086),(64 754.3587),(65 751.61255),(66 752.6909),(67 756.9456),(68 759.1206),(69 755.28015),(70 756.89484),(71 759.2157),(72 759.117),(73 759.65076),(74 763.43286),(75 767.7723),(76 771.52527),(77 775.9043),(78 783.12805),(79 783.6249),
(1 189.69456),(2 268.9628),(3 334.49863),(4 378.90872),(5 415.69885),(6 446.432),(7 476.25827),(8 515.6533),(9 540.547),(10 563.76697),(11 581.26794),(12 601.0269),(13 614.9264),(14 624.0424),(15 638.73676),(16 645.8272),(17 654.7423),(18 661.6779),(19 671.02637),(20 672.39734),(21 673.64685),(22 675.5096),(23 683.2181),(24 681.1011),(25 684.262),(26 686.0802),(27 692.66254),(28 693.4069),(29 694.4921),(30 700.38965),(31 701.18146),(32 702.8175),(33 706.26697),(34 714.785),(35 715.0201),(36 715.6642),(37 718.0615),(38 717.624),(39 722.55975),(40 721.9862),(41 723.01587),(42 723.5565),(43 728.0315),(44 730.5983),(45 734.16003),(46 740.824),(47 743.1324),(48 741.3519),(49 743.5398),(50 747.166),(51 751.71625),(52 753.5016),(53 748.8608),(54 749.6264),(55 748.12146),(56 747.4699),(57 749.35333),(58 757.0847),(59 760.487),(60 762.2436),(61 762.43884),(62 767.46906),(63 769.0853),(64 771.7066),(65 771.6794),(66 770.78845),(67 765.8481),(68 769.3494),(69 768.8691),(70 771.2066),(71 771.5269),(72 771.2244),(73 769.0479),(74 772.99725),(75 770.3446),(76 775.3066),(77 776.66394),(78 776.5753),(79 777.8826),
(1 187.03589),(2 264.50742),(3 328.02155),(4 373.2258),(5 408.68756),(6 441.88504),(7 471.93158),(8 509.4114),(9 535.6956),(10 557.46454),(11 576.5271),(12 592.13196),(13 610.1805),(14 619.0612),(15 631.02094),(16 638.43304),(17 643.53314),(18 644.9295),(19 647.32294),(20 651.05896),(21 651.54004),(22 652.9143),(23 657.9969),(24 662.3052),(25 658.6763),(26 660.1574),(27 662.6165),(28 664.9656),(29 664.4488),(30 668.5973),(31 672.37897),(32 678.0169),(33 677.9434),(34 679.5161),(35 684.29865),(36 683.2361),(37 689.2229),(38 693.1402),(39 695.78064),(40 698.74744),(41 698.97064),(42 699.7707),(43 701.85724),(44 708.02527),(45 706.9531),(46 709.52325),(47 709.4498),(48 711.2319),(49 712.61365),(50 716.4158),(51 720.5357),(52 722.11566),(53 720.21783),(54 718.87463),(55 719.90936),(56 722.1317),(57 720.97253),(58 726.92035),(59 724.7354),(60 724.0054),(61 725.1432),(62 731.0795),(63 734.9831),(64 735.5028),(65 737.5725),(66 738.5758),(67 739.24835),(68 738.46533),(69 743.6925),(70 742.92737),(71 745.15295),(72 742.88776),(73 745.0229),(74 750.1268),(75 757.1088),(76 761.4141),(77 764.91705),(78 765.34015),(79 764.53217),
(1 183.1462),(2 259.3231),(3 322.13345),(4 367.50214),(5 405.75464),(6 436.15085),(7 463.1669),(8 500.00278),(9 524.4206),(10 542.8507),(11 560.6953),(12 578.5483),(13 590.10834),(14 597.48694),(15 610.92816),(16 616.75854),(17 618.32996),(18 621.9946),(19 624.4238),(20 629.17596),(21 636.98236),(22 639.1605),(23 647.4996),(24 650.47614),(25 649.74524),(26 653.00104),(27 660.6709),(28 661.33264),(29 664.4151),(30 664.5146),(31 668.807),(32 675.9804),(33 680.94684),(34 679.72327),(35 688.54614),(36 689.5271),(37 689.5113),(38 696.6832),(39 699.43036),(40 706.41113),(41 706.0996),(42 707.0097),(43 710.5192),(44 713.1565),(45 716.3633),(46 717.07855),(47 718.1182),(48 720.589),(49 728.47),(50 730.0491),(51 736.5461),(52 735.43994),(53 728.6727),(54 727.30316),(55 722.35114),(56 726.59076),(57 723.70593),(58 727.1233),(59 724.62036),(60 724.95825),(61 729.50256),(62 726.6258),(63 728.4332),(64 728.2569),(65 728.7703),(66 727.61847),(67 728.07043),(68 727.6389),(69 727.7757),(70 726.957),(71 727.5047),(72 726.3051),(73 723.67773),(74 726.07666),(75 731.1278),(76 733.1491),(77 730.80164),(78 733.86145),(79 730.8912),
(1 181.76456),(2 262.45538),(3 322.34897),(4 366.15863),(5 402.25775),(6 428.41727),(7 457.09573),(8 498.70883),(9 519.8926),(10 539.6368),(11 554.6411),(12 575.47406),(13 588.73944),(14 598.06),(15 612.89087),(16 618.22186),(17 619.5765),(18 625.8566),(19 629.5771),(20 631.81995),(21 640.363),(22 643.9092),(23 650.8847),(24 651.62445),(25 656.708),(26 656.68427),(27 662.2979),(28 664.48),(29 665.7132),(30 667.99164),(31 669.38824),(32 673.2398),(33 676.1225),(34 676.5714),(35 680.23883),(36 682.5541),(37 684.2612),(38 690.248),(39 696.28314),(40 699.7076),(41 703.2308),(42 704.3417),(43 710.21204),(44 712.0085),(45 714.3978),(46 715.924),(47 717.8114),(48 725.5984),(49 731.9798),(50 733.2662),(51 735.22986),(52 732.1951),(53 725.9096),(54 722.837),(55 719.793),(56 719.4959),(57 714.2669),(58 713.8136),(59 712.103),(60 713.7092),(61 710.9152),(62 705.89813),(63 708.70807),(64 705.67),(65 706.8257),(66 705.3094),(67 706.17267),(68 704.8114),(69 707.9971),(70 701.1791),(71 704.6756),(72 699.7266),(73 701.9589),(74 700.5039),(75 704.8333),(76 711.28),(77 711.6094),(78 713.8343),(79 712.88995),
(1 180.56369),(2 259.17532),(3 322.52054),(4 367.20853),(5 400.58472),(6 427.75632),(7 451.90176),(8 494.4477),(9 517.25714),(10 539.3463),(11 555.9074),(12 572.3807),(13 587.9787),(14 595.524),(15 606.7486),(16 614.2012),(17 623.73615),(18 626.9804),(19 631.5238),(20 641.1477),(21 651.3265),(22 652.4289),(23 658.28894),(24 661.36005),(25 661.89905),(26 662.1754),(27 660.4647),(28 661.7433),(29 661.61316),(30 659.11444),(31 654.2524),(32 656.1455),(33 656.65063),(34 661.6589),(35 663.8175),(36 663.5753),(37 664.5313),(38 664.74854),(39 666.8326),(40 667.1698),(41 669.34344),(42 668.90436),(43 671.12164),(44 672.016),(45 672.3902),(46 673.18146),(47 675.0669),(48 678.60645),(49 680.6576),(50 682.8054),(51 685.8562),(52 688.16016),(53 684.3196),(54 684.1754),(55 683.33704),(56 682.0308),(57 685.3144),(58 682.98236),(59 680.5964),(60 679.9246),(61 677.62006),(62 678.4269),(63 684.4815),(64 681.6998),(65 685.9262),(66 688.81464),(67 691.3836),(68 694.60284),(69 696.0113),(70 693.80444),(71 697.073),(72 694.0591),(73 696.4786),(74 697.0746),(75 700.12775),(76 704.6504),(77 709.78735),(78 713.4718),(79 716.12683),
(1 180.23824),(2 255.98117),(3 315.5185),(4 360.03442),(5 393.10284),(6 421.93808),(7 449.19574),(8 490.68106),(9 513.4263),(10 534.2425),(11 553.5908),(12 569.7914),(13 584.87476),(14 594.3934),(15 603.48505),(16 609.6654),(17 615.10266),(18 620.7931),(19 627.15576),(20 635.3239),(21 640.9638),(22 644.0283),(23 643.2355),(24 644.3347),(25 641.25214),(26 649.4294),(27 649.22253),(28 651.0078),(29 653.9537),(30 653.5652),(31 654.4246),(32 660.5491),(33 660.73474),(34 663.2748),(35 664.3786),(36 666.4784),(37 666.907),(38 670.5902),(39 673.22107),(40 675.52875),(41 675.7146),(42 676.27374),(43 673.6911),(44 677.0342),(45 678.368),(46 682.2731),(47 682.8857),(48 682.8116),(49 681.8924),(50 683.4288),(51 687.7859),(52 687.22144),(53 682.1815),(54 681.5735),(55 686.1783),(56 688.8793),(57 688.5712),(58 687.68),(59 687.2655),(60 687.29663),(61 693.2511),(62 692.45374),(63 699.18866),(64 698.5889),(65 703.53296),(66 702.6754),(67 706.59924),(68 705.3115),(69 705.777),(70 708.66266),(71 707.5504),(72 702.0945),(73 705.09454),(74 706.19867),(75 711.1662),(76 716.1447),(77 717.8449),(78 722.9149),(79 727.24774),
(1 177.71095),(2 254.97858),(3 314.64478),(4 352.20883),(5 387.97702),(6 415.735),(7 440.82266),(8 480.39618),(9 500.409),(10 520.7212),(11 539.5023),(12 557.2646),(13 568.40295),(14 574.8333),(15 584.8093),(16 593.0009),(17 601.8092),(18 606.8994),(19 613.293),(20 617.5101),(21 621.3982),(22 624.3102),(23 625.87714),(24 624.72046),(25 622.4579),(26 629.72253),(27 635.0088),(28 634.25555),(29 635.4048),(30 638.7679),(31 643.5822),(32 644.47266),(33 648.0271),(34 652.4008),(35 655.9078),(36 659.65735),(37 657.1954),(38 660.1441),(39 664.991),(40 669.7752),(41 670.81415),(42 676.4728),(43 675.37384),(44 677.8812),(45 682.1812),(46 678.5706),(47 679.2831),(48 683.0221),(49 680.7592),(50 682.1899),(51 687.7517),(52 692.6174),(53 684.0698),(54 686.06354),(55 686.30725),(56 686.9204),(57 682.10944),(58 676.458),(59 678.6949),(60 673.4303),(61 677.47205),(62 674.93),(63 678.4552),(64 675.957),(65 676.2706),(66 676.06824),(67 677.6593),(68 677.06055),(69 676.0336),(70 677.1289),(71 679.64197),(72 678.25653),(73 679.8364),(74 683.2168),(75 686.34033),(76 689.83203),(77 692.8854),(78 697.29065),(79 702.6502),
(1 173.54071),(2 244.69969),(3 304.95343),(4 345.37692),(5 385.66904),(6 415.83817),(7 438.9818),(8 474.13577),(9 496.41034),(10 519.4662),(11 540.251),(12 557.04736),(13 569.624),(14 576.05914),(15 584.2334),(16 591.4902),(17 597.4441),(18 602.9461),(19 604.44556),(20 610.59753),(21 611.26404),(22 614.02203),(23 619.38135),(24 619.4245),(25 619.3524),(26 623.27783),(27 627.50415),(28 625.79034),(29 628.75916),(30 634.2394),(31 638.73285),(32 643.11346),(33 643.19965),(34 644.6684),(35 643.9351),(36 649.0123),(37 647.1987),(38 651.9653),(39 658.5316),(40 654.75195),(41 651.73047),(42 652.6433),(43 652.44025),(44 658.7929),(45 661.1789),(46 665.97174),(47 670.23645),(48 673.8047),(49 677.5992),(50 683.3876),(51 685.3779),(52 688.26953),(53 683.3247),(54 685.12067),(55 685.7973),(56 686.4302),(57 682.66077),(58 679.601),(59 679.7582),(60 671.79016),(61 675.86664),(62 672.83203),(63 674.8044),(64 674.8296),(65 675.2118),(66 676.9148),(67 675.95544),(68 671.59393),(69 671.50323),(70 663.9675),(71 663.9201),(72 663.1057),(73 664.8526),(74 667.83215),(75 670.14435),(76 671.49115),(77 670.52563),(78 675.49036),(79 680.0414),
(1 170.98785),(2 243.44861),(3 304.7209),(4 343.94986),(5 377.19174),(6 405.7171),(7 431.0345),(8 464.9091),(9 488.6434),(10 511.6312),(11 531.9251),(12 548.8127),(13 561.1749),(14 572.4601),(15 576.45874),(16 581.09607),(17 589.0492),(18 592.2876),(19 597.5692),(20 600.8448),(21 602.8487),(22 603.02057),(23 607.3599),(24 606.8875),(25 606.8598),(26 610.57166),(27 617.65985),(28 616.537),(29 617.406),(30 620.1147),(31 625.1265),(32 631.027),(33 634.9582),(34 631.6709),(35 629.4915),(36 628.44037),(37 629.689),(38 630.4405),(39 631.71185),(40 629.9359),(41 628.5264),(42 629.5308),(43 629.7947),(44 635.2858),(45 636.94806),(46 641.5798),(47 647.4044),(48 646.2509),(49 644.76117),(50 644.83575),(51 642.8307),(52 643.1394),(53 640.2241),(54 640.39844),(55 639.2803),(56 634.8866),(57 635.33307),(58 635.44006),(59 635.84174),(60 638.18036),(61 639.1204),(62 641.11163),(63 647.401),(64 648.15576),(65 651.136),(66 647.5733),(67 647.2502),(68 643.8267),(69 647.62195),(70 640.6259),(71 642.1392),(72 638.7423),(73 642.35425),(74 648.5071),(75 647.6313),(76 650.9125),(77 652.7673),(78 656.3378),(79 662.44446),
(1 169.24463),(2 240.61487),(3 295.16193),(4 333.11313),(5 366.65976),(6 396.40457),(7 423.97305),(8 461.4595),(9 483.52618),(10 500.59866),(11 519.02545),(12 534.28827),(13 545.8131),(14 557.88354),(15 564.8459),(16 570.55664),(17 576.4676),(18 583.0631),(19 584.58636),(20 587.1961),(21 590.876),(22 591.8384),(23 592.31866),(24 592.57855),(25 594.5997),(26 598.2187),(27 597.96655),(28 599.8314),(29 602.3147),(30 604.2108),(31 611.20526),(32 617.1571),(33 623.28174),(34 627.31604),(35 628.168),(36 628.89215),(37 630.8018),(38 628.0603),(39 626.38324),(40 627.5281),(41 628.64325),(42 629.79517),(43 633.79016),(44 635.32227),(45 636.7315),(46 637.7347),(47 641.24817),(48 639.6685),(49 636.62744),(50 635.5031),(51 638.09607),(52 639.3473),(53 635.1915),(54 632.9474),(55 630.86096),(56 628.72003),(57 628.6812),(58 627.40247),(59 626.23065),(60 627.7747),(61 627.3085),(62 626.26715),(63 629.16766),(64 631.4003),(65 635.79675),(66 634.42395),(67 635.5109),(68 632.84534),(69 635.11334),(70 635.4868),(71 637.54663),(72 632.4307),(73 632.336),(74 632.2339),(75 636.016),(76 640.6428),(77 641.6495),(78 642.7455),(79 650.1959),
(1 169.96626),(2 240.94609),(3 296.416),(4 331.97775),(5 366.9899),(6 392.1288),(7 418.21832),(8 455.50232),(9 476.17075),(10 495.6631),(11 514.2918),(12 531.90845),(13 545.4659),(14 551.6322),(15 563.2134),(16 569.8474),(17 574.2805),(18 577.6737),(19 580.53754),(20 584.56506),(21 583.5192),(22 584.90576),(23 585.40015),(24 586.4509),(25 591.1497),(26 589.4723),(27 591.5804),(28 587.46063),(29 591.6669),(30 595.1971),(31 602.66846),(32 606.59845),(33 608.97815),(34 610.5088),(35 612.6589),(36 617.9579),(37 620.43115),(38 621.368),(39 624.98914),(40 625.9726),(41 625.5694),(42 625.5276),(43 631.5707),(44 635.4705),(45 639.0779),(46 642.77295),(47 645.0738),(48 646.67755),(49 645.4721),(50 647.0102),(51 650.4878),(52 648.30817),(53 645.98987),(54 646.9967),(55 648.5113),(56 648.9576),(57 649.42413),(58 651.9737),(59 649.69495),(60 650.6203),(61 649.3869),(62 647.41364),(63 648.7298),(64 649.09534),(65 650.0484),(66 645.9047),(67 647.42426),(68 646.26013),(69 647.32587),(70 645.04004),(71 645.3738),(72 644.4747),(73 645.6052),(74 643.1064),(75 647.4995),(76 650.0713),(77 649.05566),(78 654.6888),(79 658.5416),
(1 165.35292),(2 232.92879),(3 289.13315),(4 326.75546),(5 358.27786),(6 385.98575),(7 409.37695),(8 447.47028),(9 468.44257),(10 487.3271),(11 503.3441),(12 522.1114),(13 534.3753),(14 543.6628),(15 551.9161),(16 553.6398),(17 559.46674),(18 566.0769),(19 564.9118),(20 567.9378),(21 572.4584),(22 574.8914),(23 575.9816),(24 579.339),(25 582.56976),(26 585.1536),(27 589.88165),(28 590.1417),(29 592.23517),(30 599.1765),(31 604.05444),(32 608.3982),(33 611.31934),(34 612.67975),(35 617.04535),(36 623.71857),(37 625.2887),(38 625.51843),(39 626.92896),(40 626.5834),(41 628.5842),(42 625.4434),(43 624.8533),(44 624.0051),(45 627.38074),(46 630.93665),(47 633.5368),(48 636.05664),(49 636.9644),(50 637.9605),(51 640.22656),(52 640.04346),(53 636.4378),(54 637.37573),(55 633.49915),(56 634.0944),(57 631.1554),(58 631.1501),(59 629.9324),(60 627.4607),(61 630.2794),(62 629.14606),(63 633.731),(64 636.11383),(65 636.5374),(66 636.4637),(67 635.73206),(68 628.8314),(69 630.9636),(70 626.4809),(71 624.48883),(72 621.84534),(73 618.7849),(74 617.1158),(75 616.2136),(76 614.7481),(77 619.158),(78 625.91064),(79 631.5626),
(1 167.07883),(2 238.09229),(3 293.68665),(4 332.25854),(5 365.83923),(6 397.36472),(7 421.17767),(8 454.11145),(9 471.4188),(10 494.05933),(11 510.1284),(12 526.4875),(13 540.531),(14 549.8103),(15 558.53156),(16 565.0988),(17 569.01605),(18 573.4078),(19 573.3567),(20 578.12946),(21 575.93835),(22 583.4124),(23 586.4152),(24 586.49475),(25 589.3689),(26 591.9105),(27 595.6912),(28 596.80096),(29 599.4953),(30 607.2152),(31 611.4902),(32 613.5314),(33 615.0442),(34 618.4358),(35 620.9537),(36 623.14557),(37 625.48816),(38 624.7147),(39 624.5333),(40 622.6174),(41 624.11456),(42 625.2581),(43 621.88715),(44 621.43945),(45 626.32764),(46 625.4383),(47 624.8256),(48 624.6581),(49 624.4167),(50 620.4925),(51 623.7576),(52 621.69904),(53 626.27954),(54 629.0668),(55 629.3519),(56 631.7374),(57 632.9978),(58 635.1501),(59 634.39185),(60 631.62024),(61 636.9675),(62 638.39484),(63 643.9143),(64 639.6612),(65 637.7261),(66 636.59717),(67 637.34686),(68 639.2094),(69 639.0792),(70 637.31134),(71 635.8912),(72 634.0789),(73 634.52734),(74 635.55206),(75 636.86536),(76 639.0837),(77 640.58167),(78 639.10785),(79 643.03314),
(1 161.8318),(2 229.62923),(3 284.49237),(4 318.48285),(5 350.3527),(6 375.46576),(7 402.04556),(8 436.66147),(9 454.39093),(10 475.9417),(11 494.34708),(12 515.1187),(13 528.56915),(14 536.9346),(15 544.2686),(16 547.0311),(17 550.588),(18 552.0293),(19 553.9718),(20 560.21515),(21 561.3868),(22 563.69867),(23 564.3769),(24 564.69904),(25 564.49115),(26 566.5207),(27 572.6022),(28 574.0961),(29 575.27997),(30 581.7656),(31 585.12646),(32 588.70264),(33 589.53925),(34 593.93335),(35 594.56964),(36 595.93243),(37 595.0122),(38 597.2874),(39 597.57336),(40 596.0437),(41 594.73505),(42 597.7645),(43 596.55133),(44 599.5107),(45 602.8291),(46 602.54395),(47 606.3396),(48 608.91516),(49 610.28357),(50 609.6521),(51 614.8596),(52 617.60205),(53 620.2297),(54 622.6361),(55 622.34143),(56 624.9394),(57 625.24756),(58 628.7502),(59 628.1965),(60 628.99786),(61 629.9495),(62 633.2973),(63 634.15955),(64 633.96094),(65 632.2375),(66 630.7049),(67 632.7766),(68 631.0254),(69 628.8277),(70 624.32605),(71 622.0338),(72 618.02356),(73 616.9247),(74 616.0453),(75 616.50665),(76 615.51984),(77 615.71814),(78 614.7293),(79 617.5306),
(1 160.5539),(2 230.48651),(3 285.69617),(4 324.20212),(5 355.18692),(6 379.0559),(7 404.37433),(8 437.34424),(9 456.357),(10 471.7056),(11 484.59552),(12 504.70364),(13 516.3624),(14 524.9002),(15 531.83105),(16 534.88983),(17 538.42303),(18 544.5593),(19 546.2596),(20 552.96655),(21 554.5931),(22 562.3328),(23 561.6439),(24 565.8959),(25 567.8368),(26 570.06744),(27 576.1568),(28 578.0072),(29 579.69745),(30 581.87854),(31 587.145),(32 590.3293),(33 591.19586),(34 600.8387),(35 602.6912),(36 603.54224),(37 604.9799),(38 604.71155),(39 604.75555),(40 604.6776),(41 606.1126),(42 605.68787),(43 603.94574),(44 605.4797),(45 604.8133),(46 605.28375),(47 608.62115),(48 606.4219),(49 608.2711),(50 606.0232),(51 603.8252),(52 605.0275),(53 599.34546),(54 598.2089),(55 597.7686),(56 600.93506),(57 602.1388),(58 604.4583),(59 604.55554),(60 603.809),(61 605.5156),(62 606.745),(63 612.00244),(64 611.03345),(65 608.95026),(66 608.1848),(67 608.01025),(68 607.006),(69 609.7801),(70 609.28845),(71 609.69403),(72 609.8639),(73 608.51074),(74 608.5058),(75 608.63104),(76 610.3758),(77 611.12103),(78 611.60767),(79 610.5492),
(1 157.96835),(2 226.67369),(3 280.5434),(4 317.25375),(5 349.72403),(6 376.99088),(7 398.97192),(8 431.09784),(9 452.41745),(10 470.1868),(11 484.59418),(12 504.5895),(13 517.6438),(14 524.5977),(15 531.73956),(16 537.0073),(17 537.49475),(18 541.6498),(19 544.12665),(20 549.9292),(21 552.55084),(22 560.7951),(23 561.8422),(24 564.7688),(25 564.9971),(26 565.2321),(27 569.17456),(28 566.4938),(29 570.58136),(30 573.28973),(31 574.94775),(32 581.4312),(33 580.4453),(34 588.79944),(35 590.3832),(36 593.3273),(37 594.6849),(38 595.09906),(39 595.2988),(40 597.80927),(41 600.0192),(42 602.9378),(43 600.3071),(44 604.3325),(45 607.4246),(46 607.21985),(47 607.9854),(48 603.0465),(49 602.98816),(50 601.69666),(51 597.8361),(52 600.0276),(53 603.39526),(54 603.45984),(55 603.5144),(56 601.9827),(57 605.3626),(58 606.4689),(59 606.2493),(60 605.6735),(61 605.9037),(62 606.3533),(63 613.6055),(64 614.87415),(65 613.2837),(66 614.51154),(67 614.29565),(68 606.6508),(69 608.2165),(70 610.92847),(71 610.3444),(72 610.8009),(73 611.0601),(74 611.44147),(75 612.93677),(76 615.10126),(77 618.23065),(78 619.82916),(79 622.3057),
(1 152.45964),(2 220.29417),(3 273.2662),(4 311.2133),(5 341.30862),(6 365.844),(7 385.46973),(8 422.5695),(9 442.944),(10 458.65363),(11 473.2782),(12 487.77817),(13 501.89764),(14 509.98807),(15 519.11334),(16 522.70593),(17 522.7791),(18 526.7545),(19 527.70056),(20 534.5734),(21 539.1652),(22 547.0087),(23 549.73865),(24 552.8267),(25 558.12524),(26 560.0746),(27 563.2172),(28 565.18884),(29 567.4369),(30 570.47504),(31 575.214),(32 580.0005),(33 579.71814),(34 585.021),(35 590.2899),(36 590.33984),(37 593.3295),(38 593.0594),(39 597.05194),(40 595.0972),(41 599.5998),(42 600.16266),(43 596.1372),(44 597.2931),(45 600.3835),(46 602.1558),(47 603.86597),(48 599.6872),(49 601.06036),(50 602.4645),(51 600.8749),(52 597.0376),(53 604.5165),(54 603.49756),(55 603.34534),(56 600.2201),(57 602.3261),(58 598.7831),(59 596.1074),(60 599.4833),(61 598.40234),(62 599.5804),(63 601.1644),(64 602.6276),(65 601.13336),(66 601.38556),(67 599.53735),(68 593.02106),(69 591.44403),(70 590.2189),(71 590.69446),(72 589.43665),(73 587.5652),(74 587.5767),(75 588.3598),(76 592.08075),(77 589.85114),(78 590.8658),(79 590.2482),
(1 153.74597),(2 220.01425),(3 273.92545),(4 310.9534),(5 343.9047),(6 369.3137),(7 387.20578),(8 420.44977),(9 437.36963),(10 453.94626),(11 472.9653),(12 486.80768),(13 498.70523),(14 507.31708),(15 515.0385),(16 523.2843),(17 526.16815),(18 529.19196),(19 527.852),(20 532.7545),(21 537.7634),(22 544.1529),(23 545.96796),(24 546.94543),(25 549.6444),(26 552.7469),(27 556.6273),(28 558.60425),(29 562.21564),(30 563.4555),(31 566.6409),(32 570.1172),(33 571.2393),(34 575.03656),(35 576.9243),(36 579.6643),(37 583.0477),(38 582.74884),(39 583.936),(40 581.0076),(41 583.43335),(42 583.83527),(43 584.03186),(44 586.2248),(45 590.0771),(46 589.40826),(47 591),(48 593.3701),(49 591.4172),(50 594.41516),(51 595.18427),(52 592.05225),(53 593.2882),(54 588.80707),(55 587.91),(56 588.5415),(57 588.1136),(58 586.01416),(59 585.8728),(60 587.7101),(61 587.82874),(62 587.12177),(63 585.80023),(64 585.31573),(65 586.81714),(66 585.044),(67 585.34845),(68 585.92523),(69 585.41833),(70 582.5887),(71 578.94806),(72 578.43536),(73 582.3305),(74 585.8404),(75 586.93176),(76 588.24115),(77 587.42236),(78 591.03723),(79 598.0721),
