1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 40541.43),(2 79028.305),(3 111974.875),(4 207073.06),(5 303026.72),(6 383225.34),(7 516357.97),(8 637230.44),(9 728945.06),(10 863103.25),(11 1021493.3),(12 1130422.9),(13 1337951.6),(14 1490542),(15 1609596.6),(16 1800601.4),(17 1942035.6),(18 2064115.6),(19 2227088.5),(20 2378130.3),(21 2490587),(22 2657334.3),(23 2799652.3),(24 2924288.3),(25 3085227),(26 3223052),(27 3317001.8),(28 3479988.8),(29 3597579),(30 3687877.3),(31 3836632),(32 3963947.3),(33 4072899),(34 4225387.5),(35 4351567.5),(36 4462377.5),(37 4592670.5),(38 4714066.5),(39 4832484.5),(40 4987519.5),(41 5108956),(42 5235688.5),(43 5391206.5),(44 5522242),(45 5621238.5),(46 5775862),(47 5908230.5),(48 6028531.5),(49 6184022),(50 6332709.5),(51 6480959.5),(52 6643012),(53 6805119.5),(54 6941062.5),(55 7099935.5),(56 7255968.5),(57 7368388),(58 7531541.5),(59 7667622.5),(60 7764635.5),(61 7885604.5),(62 8021798),(63 8131711.5),(64 8281392),(65 8429558),(66 8543589),(67 8666395),(68 8821697),(69 8899348),(70 9026153),(71 9149045),(72 9242626),(73 9367316),(74 9472272),(75 9556659),(76 9678510),(77 9770683),(78 9822895),(79 9909703),
(1 196.87904),(2 259.96048),(3 296.08798),(4 322.96692),(5 347.84125),(6 362.22586),(7 379.09973),(8 395.75238),(9 410.59344),(10 418.09265),(11 426.6225),(12 429.61832),(13 445.93652),(14 451.53833),(15 456.89865),(16 458.93356),(17 463.8239),(18 467.5488),(19 475.56168),(20 477.8834),(21 481.2053),(22 484.36807),(23 490.2604),(24 494.15695),(25 495.26013),(26 494.7981),(27 494.84915),(28 496.96198),(29 497.88483),(30 498.95108),(31 502.07117),(32 503.08487),(33 499.57156),(34 496.27246),(35 497.5336),(36 498.34772),(37 497.64435),(38 495.58398),(39 491.94617),(40 491.40417),(41 490.38766),(42 489.09042),(43 493.36157),(44 490.42108),(45 489.41873),(46 486.15924),(47 482.82352),(48 481.9896),(49 481.44824),(50 480.68216),(51 486.64206),(52 492.37308),(53 493.1236),(54 490.70255),(55 495.083),(56 504.28806),(57 506.46036),(58 514.2532),(59 512.37445),(60 510.49908),(61 508.92807),(62 507.033),(63 515.7496),(64 512.5033),(65 512.27954),(66 512.8666),(67 510.21765),(68 513.766),(69 510.66132),(70 510.63892),(71 510.95795),(72 512.5434),(73 518.46295),(74 521.16724),(75 523.19476),(76 522.35315),(77 517.6744),(78 513.83813),(79 513.5211),
(1 194.44983),(2 254.10597),(3 295.28717),(4 320.83643),(5 344.86853),(6 358.847),(7 375.5491),(8 390.7335),(9 402.92212),(10 414.55295),(11 422.39297),(12 429.31412),(13 440.54547),(14 448.18695),(15 455.30637),(16 461.5333),(17 467.6267),(18 473.87683),(19 479.43628),(20 482.9184),(21 483.4981),(22 484.292),(23 491.84875),(24 496.70462),(25 499.06363),(26 500.2384),(27 502.3412),(28 504.9025),(29 509.94647),(30 508.91812),(31 510.90668),(32 516.4629),(33 522.5102),(34 516.5848),(35 514.70154),(36 510.36545),(37 513.3779),(38 513.862),(39 510.28174),(40 507.69974),(41 506.04715),(42 507.6469),(43 509.42578),(44 511.01535),(45 507.4633),(46 505.98706),(47 505.74405),(48 500.56604),(49 496.14276),(50 495.01166),(51 495.10797),(52 494.5568),(53 494.84976),(54 492.82394),(55 495.23373),(56 499.06277),(57 497.10815),(58 502.59207),(59 503.3359),(60 501.29028),(61 503.45602),(62 508.2557),(63 509.15973),(64 506.74527),(65 506.82635),(66 508.9033),(67 505.83505),(68 511.35883),(69 512.1757),(70 509.17288),(71 509.5852),(72 510.774),(73 516.56775),(74 517.7921),(75 521.7646),(76 527.3871),(77 526.1068),(78 527.6814),(79 524.6407),
(1 192.97005),(2 250.95767),(3 288.86545),(4 310.86383),(5 331.65848),(6 343.2911),(7 361.17975),(8 370.869),(9 380.53302),(10 390.34433),(11 400.849),(12 406.1866),(13 420.01736),(14 425.67902),(15 430.91562),(16 436.7546),(17 444.08878),(18 450.91818),(19 459.07516),(20 464.74017),(21 465.44473),(22 467.64688),(23 474.74313),(24 475.90332),(25 474.96735),(26 476.21503),(27 483.05978),(28 487.17294),(29 485.5076),(30 483.39697),(31 488.91315),(32 493.1888),(33 494.94263),(34 491.146),(35 491.28308),(36 486.26324),(37 485.94598),(38 486.02087),(39 488.64368),(40 487.1627),(41 482.54318),(42 484.80402),(43 485.0455),(44 487.89346),(45 487.82846),(46 486.3698),(47 485.69147),(48 486.92953),(49 481.32385),(50 484.3135),(51 483.962),(52 483.47607),(53 482.77942),(54 481.24933),(55 483.93335),(56 489.01443),(57 492.33752),(58 498.34024),(59 500.77985),(60 497.20947),(61 494.79968),(62 491.9285),(63 490.31476),(64 490.42352),(65 494.35086),(66 491.26926),(67 490.77417),(68 494.3253),(69 491.65875),(70 487.36957),(71 489.72372),(72 488.2178),(73 490.7154),(74 492.4196),(75 490.82108),(76 491.3363),(77 491.73062),(78 494.29807),(79 493.30878),
(1 194.81519),(2 255.5287),(3 286.93323),(4 312.33963),(5 331.11658),(6 339.58386),(7 355.35104),(8 366.54672),(9 374.13712),(10 384.1626),(11 394.30338),(12 400.32538),(13 410.53812),(14 414.25055),(15 424.89737),(16 431.54608),(17 439.0644),(18 445.4089),(19 450.05698),(20 450.5866),(21 450.3507),(22 454.50253),(23 459.86096),(24 463.16647),(25 468.96918),(26 474.39514),(27 474.93652),(28 481.01715),(29 479.1608),(30 479.0447),(31 481.28613),(32 483.71613),(33 486.1892),(34 483.39938),(35 484.9821),(36 481.76373),(37 477.63776),(38 476.4866),(39 479.21237),(40 474.90903),(41 467.9878),(42 469.35007),(43 472.36954),(44 474.20343),(45 479.92807),(46 474.7559),(47 475.3164),(48 472.68408),(49 469.94223),(50 474.7931),(51 471.39124),(52 470.57184),(53 472.88416),(54 472.878),(55 470.6963),(56 472.72214),(57 471.50204),(58 476.27246),(59 473.14386),(60 471.5117),(61 468.76437),(62 465.8726),(63 463.92773),(64 466.69565),(65 472.17133),(66 468.91058),(67 470.54385),(68 472.32562),(69 469.4435),(70 470.43915),(71 468.7644),(72 472.6725),(73 472.36032),(74 473.4418),(75 476.03473),(76 474.88803),(77 474.9779),(78 473.64114),(79 476.45068),
(1 189.36105),(2 250.44643),(3 285.93948),(4 311.95282),(5 328.67715),(6 342.71164),(7 351.52304),(8 366.0655),(9 378.85022),(10 387.53513),(11 396.58997),(12 406.4029),(13 419.7173),(14 424.9432),(15 436.59247),(16 449.80582),(17 458.51154),(18 460.48123),(19 465.2172),(20 474.19516),(21 474.24664),(22 481.40753),(23 485.12698),(24 487.84735),(25 486.5915),(26 491.9304),(27 492.9686),(28 493.80582),(29 489.01523),(30 492.596),(31 493.06573),(32 491.23682),(33 494.40268),(34 493.44943),(35 491.5442),(36 489.98608),(37 483.53983),(38 478.48737),(39 473.41656),(40 467.92688),(41 464.9824),(42 463.92838),(43 468.47583),(44 469.6944),(45 470.64185),(46 474.42828),(47 476.39142),(48 476.27402),(49 479.5482),(50 482.90744),(51 485.81714),(52 486.42535),(53 491.80603),(54 496.71405),(55 501.5269),(56 503.9436),(57 503.4747),(58 503.85092),(59 503.14227),(60 498.14664),(61 501.57935),(62 498.18976),(63 496.10696),(64 494.9045),(65 492.50525),(66 489.41095),(67 487.1738),(68 483.9245),(69 483.80374),(70 480.0064),(71 477.51733),(72 476.34924),(73 477.9672),(74 475.85297),(75 477.62207),(76 475.82114),(77 473.89886),(78 468.88245),(79 470.6727),
(1 187.96568),(2 246.96608),(3 286.4663),(4 311.87277),(5 333.98404),(6 350.52405),(7 361.73663),(8 378.3329),(9 389.43246),(10 398.1031),(11 406.0116),(12 409.2269),(13 418.35803),(14 423.35248),(15 438.05933),(16 444.01614),(17 450.78723),(18 455.02054),(19 456.2801),(20 458.74435),(21 464.73853),(22 470.14505),(23 471.07764),(24 475.03702),(25 474.40775),(26 472.32358),(27 473.34332),(28 470.79688),(29 466.76407),(30 468.8416),(31 466.4447),(32 468.63684),(33 472.89526),(34 475.52203),(35 472.77484),(36 470.05606),(37 464.61145),(38 459.66205),(39 455.48407),(40 448.64847),(41 451.1644),(42 450.93213),(43 451.04138),(44 450.60187),(45 454.37558),(46 455.15555),(47 456.59683),(48 455.65317),(49 454.55887),(50 450.09323),(51 451.45898),(52 454.88992),(53 457.84854),(54 459.8705),(55 464.0256),(56 468.55017),(57 474.4131),(58 482.42865),(59 483.37405),(60 485.6895),(61 484.51205),(62 481.7378),(63 483.4325),(64 480.16553),(65 476.46725),(66 477.41153),(67 475.81805),(68 472.55542),(69 468.83447),(70 465.22223),(71 463.6619),(72 462.05264),(73 468.79593),(74 467.69864),(75 468.30774),(76 470.70255),(77 468.74802),(78 466.96252),(79 465.27646),
(1 184.45956),(2 245.51587),(3 283.666),(4 300.561),(5 322.45892),(6 335.985),(7 349.13544),(8 360.80176),(9 371.91013),(10 381.24542),(11 390.57556),(12 395.5373),(13 406.22635),(14 410.57504),(15 424.00287),(16 426.33755),(17 432.41107),(18 436.1208),(19 441.2795),(20 444.81085),(21 451.5617),(22 452.97845),(23 453.27567),(24 456.24246),(25 458.38742),(26 456.1336),(27 456.77643),(28 456.46112),(29 454.34915),(30 449.70157),(31 447.17706),(32 445.99237),(33 454.05087),(34 454.61185),(35 454.66766),(36 452.048),(37 451.26898),(38 449.5135),(39 446.98),(40 448.0918),(41 445.79514),(42 444.48315),(43 446.342),(44 448.56616),(45 446.73074),(46 444.93546),(47 451.44833),(48 447.88687),(49 445.61273),(50 442.58786),(51 444.15082),(52 450.32996),(53 454.05087),(54 454.2666),(55 458.79993),(56 459.11365),(57 461.76215),(58 464.3885),(59 463.46658),(60 464.6388),(61 461.0342),(62 456.02994),(63 456.7856),(64 455.09656),(65 456.3398),(66 454.9036),(67 453.4966),(68 452.93234),(69 453.89066),(70 453.24783),(71 452.1768),(72 451.23965),(73 454.2923),(74 450.96378),(75 447.1745),(76 448.5573),(77 448.28384),(78 447.85605),(79 447.60202),
(1 185.1084),(2 245.44409),(3 281.81177),(4 301.37643),(5 320.53723),(6 331.5357),(7 342.783),(8 353.75436),(9 368.74634),(10 377.30457),(11 382.3026),(12 392.05518),(13 402.7667),(14 407.01096),(15 409.4898),(16 416.844),(17 425.06354),(18 428.52744),(19 430.97552),(20 436.28598),(21 442.47827),(22 444.14328),(23 442.4879),(24 442.3325),(25 445.6391),(26 445.50928),(27 445.28845),(28 448.6412),(29 447.52234),(30 447.5575),(31 451.39322),(32 454.22662),(33 455.49594),(34 459.8029),(35 460.6321),(36 460.62283),(37 461.8876),(38 458.10806),(39 457.61932),(40 456.51947),(41 451.0364),(42 451.13858),(43 451.95212),(44 453.94482),(45 458.1074),(46 458.55267),(47 455.16568),(48 450.0685),(49 449.16248),(50 447.31833),(51 447.83774),(52 446.11572),(53 447.6514),(54 446.6696),(55 444.03043),(56 442.80606),(57 442.00586),(58 447.2097),(59 446.43823),(60 446.66217),(61 453.45346),(62 456.83154),(63 457.94614),(64 462.2917),(65 458.67957),(66 461.69186),(67 459.22803),(68 462.0272),(69 463.54623),(70 463.32367),(71 464.98285),(72 464.38184),(73 469.33145),(74 472.14282),(75 471.67258),(76 474.60025),(77 470.755),(78 469.83844),(79 466.39478),
(1 179.78864),(2 238.45778),(3 275.56686),(4 295.44196),(5 315.87134),(6 330.96277),(7 344.54666),(8 357.22046),(9 367.1066),(10 376.34723),(11 387.36325),(12 398.21136),(13 410.4775),(14 413.21655),(15 417.8903),(16 423.18002),(17 432.60312),(18 439.87088),(19 438.76233),(20 443.17737),(21 447.3496),(22 452.03445),(23 455.35233),(24 462.0943),(25 459.78162),(26 459.20355),(27 461.80872),(28 467.39893),(29 464.2375),(30 471.6776),(31 475.51575),(32 479.75824),(33 481.5355),(34 482.6991),(35 483.60974),(36 478.1809),(37 473.80432),(38 472.72876),(39 472.48096),(40 469.56946),(41 466.6787),(42 465.2713),(43 465.48047),(44 464.17657),(45 460.47946),(46 460.06775),(47 460.0448),(48 455.66418),(49 454.7323),(50 454.96768),(51 455.50674),(52 453.43857),(53 458.00574),(54 458.05826),(55 459.17444),(56 459.78906),(57 461.69034),(58 467.79004),(59 465.45618),(60 465.8758),(61 465.00333),(62 464.68018),(63 463.4756),(64 459.4018),(65 458.3953),(66 462.98657),(67 463.93396),(68 465.34305),(69 463.84915),(70 461.23514),(71 461.02237),(72 461.4741),(73 463.5465),(74 460.94547),(75 461.54965),(76 460.23282),(77 459.20847),(78 457.35297),(79 454.52158),
(1 177.49623),(2 232.80365),(3 267.52182),(4 289.95758),(5 312.48935),(6 323.45627),(7 341.7305),(8 350.82416),(9 364.26102),(10 375.43164),(11 384.90775),(12 394.14548),(13 403.0285),(14 407.01297),(15 415.774),(16 416.69876),(17 420.33182),(18 425.99802),(19 431.10126),(20 436.3422),(21 438.8952),(22 445.19427),(23 450.8828),(24 452.9536),(25 455.75372),(26 455.5705),(27 461.70526),(28 462.88638),(29 464.6543),(30 468.2926),(31 474.30768),(32 479.8155),(33 479.05057),(34 477.67838),(35 477.41565),(36 475.12244),(37 470.30725),(38 465.66934),(39 459.91696),(40 452.96896),(41 448.3683),(42 445.13074),(43 449.7202),(44 444.86548),(45 444.8783),(46 440.0369),(47 441.9616),(48 438.8877),(49 438.09555),(50 435.3818),(51 434.42502),(52 436.6524),(53 432.93854),(54 438.89233),(55 445.1848),(56 441.28452),(57 439.71808),(58 443.32437),(59 443.3488),(60 444.0155),(61 448.87717),(62 450.7915),(63 453.908),(64 449.85635),(65 455.6614),(66 461.21707),(67 463.9568),(68 468.9357),(69 465.97427),(70 464.92993),(71 462.33423),(72 462.5218),(73 466.73572),(74 464.25497),(75 465.65924),(76 458.28098),(77 455.42847),(78 454.55588),(79 451.07358),
(1 177.11765),(2 234.1947),(3 267.5037),(4 289.71756),(5 311.54117),(6 326.12994),(7 342.91287),(8 353.7851),(9 367.92877),(10 380.39328),(11 384.03683),(12 391.09753),(13 399.46985),(14 402.17474),(15 409.87073),(16 410.49646),(17 417.63626),(18 419.64035),(19 425.02975),(20 421.76794),(21 421.57803),(22 422.90463),(23 428.37106),(24 430.36523),(25 428.0118),(26 426.9174),(27 430.22955),(28 436.8594),(29 439.10852),(30 440.3263),(31 445.05948),(32 451.66318),(33 455.35904),(34 451.66037),(35 453.0622),(36 451.4409),(37 452.35846),(38 449.14932),(39 442.5363),(40 440.60504),(41 437.93973),(42 437.65485),(43 439.7188),(44 440.70627),(45 441.64493),(46 440.76627),(47 443.03677),(48 441.06604),(49 441.87744),(50 443.45612),(51 441.7723),(52 440.06488),(53 438.69022),(54 440.57153),(55 440.6368),(56 437.80606),(57 435.28674),(58 438.09235),(59 438.04944),(60 443.66705),(61 446.71167),(62 445.35648),(63 446.18958),(64 447.4571),(65 450.4926),(66 452.52505),(67 455.03568),(68 460.7291),(69 464.1278),(70 463.38333),(71 460.18048),(72 459.64523),(73 464.70877),(74 462.23285),(75 463.75702),(76 456.92404),(77 452.73923),(78 451.62192),(79 450.26993),
(1 173.25633),(2 227.47052),(3 260.86896),(4 285.7353),(5 305.0782),(6 317.69455),(7 330.93167),(8 342.87537),(9 350.46512),(10 360.10226),(11 363.03394),(12 365.68933),(13 374.51447),(14 373.31668),(15 378.04855),(16 382.2658),(17 390.92642),(18 393.8731),(19 395.649),(20 395.45413),(21 401.3016),(22 404.8927),(23 405.379),(24 409.06863),(25 408.48077),(26 411.82898),(27 417.96005),(28 420.70227),(29 422.14645),(30 425.56735),(31 428.1735),(32 430.01764),(33 431.1912),(34 426.33725),(35 426.55618),(36 425.97827),(37 424.9544),(38 420.90936),(39 415.70526),(40 416.59668),(41 418.45093),(42 422.03918),(43 422.59064),(44 422.768),(45 425.13425),(46 426.79337),(47 429.10553),(48 426.5559),(49 421.22552),(50 422.8025),(51 425.68198),(52 424.84238),(53 423.65176),(54 428.07983),(55 428.4517),(56 427.18103),(57 425.71796),(58 428.13818),(59 429.58374),(60 429.861),(61 433.0908),(62 430.85788),(63 428.84488),(64 425.4953),(65 427.2058),(66 425.863),(67 424.7817),(68 427.8127),(69 432.00034),(70 436.82312),(71 435.0885),(72 436.9156),(73 440.4811),(74 441.21133),(75 437.8122),(76 438.26862),(77 432.90027),(78 428.09964),(79 428.17416),
(1 171.94781),(2 226.9117),(3 256.71732),(4 279.08847),(5 295.1904),(6 308.4847),(7 316.99844),(8 328.63495),(9 336.4463),(10 345.96112),(11 355.52283),(12 358.65945),(13 366.02924),(14 366.368),(15 371.8694),(16 377.75235),(17 380.55737),(18 380.89664),(19 382.79745),(20 387.69833),(21 391.78204),(22 395.51175),(23 401.8009),(24 403.04364),(25 402.65726),(26 405.20343),(27 403.68393),(28 407.12292),(29 405.7923),(30 403.54846),(31 407.47522),(32 410.15475),(33 413.82858),(34 413.3881),(35 406.32913),(36 401.9157),(37 399.46268),(38 398.4323),(39 398.43506),(40 399.31482),(41 397.3573),(42 399.6179),(43 402.7914),(44 405.11124),(45 406.51013),(46 408.00513),(47 409.21732),(48 410.1598),(49 411.44876),(50 410.10852),(51 411.3859),(52 408.25772),(53 409.00208),(54 405.724),(55 407.2507),(56 408.4872),(57 408.69772),(58 409.76526),(59 409.49017),(60 409.70438),(61 413.2836),(62 408.37167),(63 407.5922),(64 406.1732),(65 405.10593),(66 401.50687),(67 402.14243),(68 400.90558),(69 401.50623),(70 403.74475),(71 403.02985),(72 399.00586),(73 400.18878),(74 397.50674),(75 397.48004),(76 399.85324),(77 396.64807),(78 395.82306),(79 398.89706),
(1 172.04123),(2 228.60329),(3 259.2401),(4 278.26346),(5 294.133),(6 310.53668),(7 322.809),(8 330.44186),(9 335.08594),(10 344.10797),(11 355.41428),(12 361.35886),(13 368.99878),(14 369.73834),(15 377.85355),(16 381.0593),(17 382.48508),(18 386.5768),(19 391.10974),(20 394.78958),(21 398.88153),(22 400.62634),(23 408.1278),(24 413.80875),(25 413.06064),(26 411.94214),(27 413.97906),(28 415.31573),(29 412.84525),(30 413.78488),(31 411.67703),(32 412.72443),(33 413.5057),(34 414.22714),(35 413.33466),(36 415.30392),(37 419.1433),(38 419.29193),(39 422.9851),(40 422.6052),(41 424.52255),(42 427.62125),(43 432.23724),(44 434.18033),(45 435.60278),(46 437.75525),(47 436.70468),(48 435.6559),(49 433.1953),(50 431.14175),(51 432.14243),(52 432.3639),(53 427.61264),(54 426.2618),(55 426.5882),(56 429.98022),(57 431.7382),(58 431.42407),(59 430.33847),(60 433.7923),(61 436.33093),(62 432.44513),(63 432.90347),(64 429.78802),(65 428.48575),(66 425.61755),(67 424.02267),(68 423.24283),(69 425.32828),(70 425.92972),(71 429.50797),(72 425.75677),(73 425.86646),(74 421.77533),(75 423.8532),(76 423.4683),(77 422.07327),(78 421.84033),(79 424.03207),
(1 168.18579),(2 224.20728),(3 256.63052),(4 278.0092),(5 295.27274),(6 310.00885),(7 320.26938),(8 330.60815),(9 336.60324),(10 343.43997),(11 348.0288),(12 355.49628),(13 365.8953),(14 365.5423),(15 369.38232),(16 367.30048),(17 370.91803),(18 368.70755),(19 369.82318),(20 373.74298),(21 377.20718),(22 379.28412),(23 381.8336),(24 385.82947),(25 389.5307),(26 389.0872),(27 390.86877),(28 394.14053),(29 392.02664),(30 392.7155),(31 394.64706),(32 393.76898),(33 393.27133),(34 394.39316),(35 390.7691),(36 388.73303),(37 391.93048),(38 394.4692),(39 394.295),(40 395.6451),(41 398.09467),(42 397.43997),(43 399.2897),(44 400.07846),(45 399.75296),(46 399.92072),(47 401.1049),(48 402.49124),(49 400.99704),(50 398.05862),(51 399.156),(52 397.25266),(53 394.4951),(54 395.819),(55 396.8505),(56 397.40747),(57 396.17896),(58 396.1251),(59 397.81067),(60 398.32117),(61 397.65268),(62 397.07648),(63 397.689),(64 394.96173),(65 391.69205),(66 389.198),(67 391.56348),(68 389.82324),(69 389.94797),(70 390.21747),(71 392.40927),(72 390.65088),(73 392.83383),(74 392.5495),(75 391.58508),(76 388.36734),(77 393.1765),(78 393.6542),(79 393.13934),
(1 169.80667),(2 222.60332),(3 254.31018),(4 274.66806),(5 293.62616),(6 308.24768),(7 321.32523),(8 331.75705),(9 337.03934),(10 346.98526),(11 354.06165),(12 363.96848),(13 374.1325),(14 374.9935),(15 379.2449),(16 381.66776),(17 386.40176),(18 389.68658),(19 390.70245),(20 397.52087),(21 401.13284),(22 399.80783),(23 404.25143),(24 402.96515),(25 406.925),(26 409.36624),(27 407.6545),(28 409.1466),(29 406.59503),(30 409.82117),(31 409.65805),(32 410.13324),(33 410.32504),(34 409.1326),(35 405.63568),(36 401.21335),(37 402.57706),(38 401.73105),(39 401.83847),(40 402.01376),(41 403.21667),(42 401.22882),(43 403.0817),(44 401.24277),(45 400.92328),(46 395.42593),(47 397.15604),(48 400.04095),(49 397.12955),(50 394.76773),(51 392.53467),(52 391.20435),(53 387.63632),(54 391.00903),(55 392.24323),(56 392.5266),(57 393.30652),(58 397.92044),(59 395.7849),(60 397.68643),(61 395.95374),(62 394.2997),(63 397.2978),(64 392.39545),(65 394.54474),(66 392.42224),(67 395.6428),(68 395.5084),(69 394.86722),(70 395.80136),(71 397.57532),(72 394.81342),(73 397.86014),(74 398.4617),(75 400.9375),(76 396.98654),(77 397.6762),(78 394.9304),(79 394.6078),
(1 161.34866),(2 213.7111),(3 248.08133),(4 267.6676),(5 290.176),(6 303.5102),(7 313.17096),(8 321.83295),(9 327.9361),(10 333.36105),(11 338.76834),(12 346.65967),(13 356.53552),(14 359.29553),(15 363.3688),(16 365.1795),(17 370.27667),(18 375.15527),(19 375.87625),(20 382.17758),(21 388.40634),(22 388.79718),(23 393.40707),(24 393.5792),(25 394.48068),(26 396.7354),(27 395.1498),(28 396.7613),(29 397.28333),(30 392.86774),(31 391.19476),(32 389.32108),(33 387.47366),(34 386.29462),(35 380.08124),(36 381.79904),(37 381.30188),(38 379.0925),(39 385.14328),(40 386.191),(41 385.93057),(42 387.11914),(43 393.44165),(44 394.92642),(45 392.28036),(46 392.81552),(47 393.57742),(48 393.9378),(49 394.66656),(50 396.5146),(51 396.28204),(52 394.3665),(53 394.7802),(54 397.11917),(55 394.01147),(56 395.50818),(57 397.1486),(58 399.94882),(59 398.65564),(60 400.93005),(61 398.2966),(62 399.26743),(63 399.4445),(64 396.9003),(65 397.41656),(66 395.72345),(67 396.34396),(68 399.0284),(69 396.371),(70 396.15793),(71 396.81537),(72 394.795),(73 394.492),(74 393.03146),(75 398.29245),(76 396.51306),(77 396.5328),(78 396.12823),(79 396.14777),
(1 159.90952),(2 211.82095),(3 246.34985),(4 267.73877),(5 287.69876),(6 302.32703),(7 311.45062),(8 320.4533),(9 328.49075),(10 334.9348),(11 339.03934),(12 344.3356),(13 356.8075),(14 357.56265),(15 359.9374),(16 361.92593),(17 363.83987),(18 364.8757),(19 369.8138),(20 377.5862),(21 379.97995),(22 385.6049),(23 388.43607),(24 388.78116),(25 391.04834),(26 391.44376),(27 389.9641),(28 394.8411),(29 395.49603),(30 395.98517),(31 394.83823),(32 393.66226),(33 390.58096),(34 390.0917),(35 385.52094),(36 386.02432),(37 388.72662),(38 384.79205),(39 386.81305),(40 385.76642),(41 384.41458),(42 384.10962),(43 383.03436),(44 384.29828),(45 384.67316),(46 386.9902),(47 388.58337),(48 387.2042),(49 384.74),(50 382.3208),(51 381.981),(52 384.82745),(53 383.44394),(54 386.2637),(55 386.1617),(56 384.48276),(57 382.6593),(58 384.2402),(59 382.52286),(60 383.63116),(61 385.86093),(62 382.13818),(63 384.58295),(64 384.26886),(65 382.9078),(66 384.32318),(67 385.9885),(68 389.73917),(69 387.71323),(70 387.00015),(71 383.56808),(72 380.68222),(73 385.36642),(74 384.46344),(75 392.20743),(76 389.75534),(77 394.53162),(78 391.7974),(79 392.7071),
