1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,500.5,501.5,502.5,503.5,504.5,505.5,506.5,507.5,508.5,509.5,510.5,511.5,
(1 39447.43),(2 105397.56),(3 195027.98),(4 296357),(5 409845.75),(6 544052.7),(7 684020.75),(8 817289.06),(9 961276.3),(10 1104140.1),(11 1273359.9),(12 1456361.6),(13 1645030.9),(14 1833745.6),(15 2045869),(16 2269828),(17 2519705.3),(18 2789414.3),(19 3062060),(20 3360485.3),(21 3685303.3),(22 4025717.3),(23 4352850),(24 4672932),(25 4975610.5),(26 5259234.5),(27 5563500),(28 5888172),(29 6204847.5),(30 6541850.5),(31 6896476.5),(32 7254784),(33 7619928),(34 7992576),(35 8364044),(36 8744067),(37 9154041),(38 9552364),(39 9944011),(40 10333216),(41 10738570),(42 11159012),(43 11558708),(44 11960333),(45 12368085),(46 12774952),(47 13183304),(48 13625671),(49 14061325),(50 14500119),(51 14952117),(52 15417867),(53 15869987),(54 16343584),(55 16834070),(56 17327708),(57 17823832),(58 18286768),(59 18768168),(60 19204410),(61 19613232),(62 20010296),(63 20404886),(64 20794904),(65 21197910),(66 21582346),(67 21969712),(68 22362782),(69 22759686),(70 23162392),(71 23555056),(72 23960370),(73 24351210),(74 24736576),(75 25111830),(76 25469562),(77 25813496),(78 26130054),(79 26436614),
(1 218.93173),(2 299.29883),(3 326.65604),(4 343.73022),(5 358.1236),(6 373.05276),(7 384.51733),(8 397.0054),(9 403.70877),(10 415.19592),(11 418.1503),(12 425.5622),(13 431.85165),(14 438.3346),(15 439.75616),(16 443.13113),(17 444.16397),(18 448.91687),(19 453.7774),(20 458.64316),(21 459.0157),(22 462.41467),(23 465.9548),(24 468.06046),(25 467.31308),(26 468.36307),(27 467.44934),(28 471.5275),(29 470.4476),(30 472.4013),(31 471.7995),(32 475.26804),(33 477.23077),(34 480.50864),(35 480.52298),(36 478.32614),(37 480.81085),(38 483.96808),(39 485.63992),(40 482.9241),(41 484.30893),(42 486.64343),(43 484.98224),(44 487.11032),(45 489.84796),(46 489.75412),(47 488.57596),(48 487.85156),(49 489.1326),(50 490.27847),(51 489.99927),(52 490.0331),(53 493.44156),(54 493.3586),(55 495.1018),(56 495.3018),(57 498.69345),(58 500.6248),(59 504.09283),(60 502.99762),(61 504.78156),(62 504.79654),(63 508.08987),(64 510.52768),(65 512.02527),(66 510.9945),(67 512.497),(68 514.1607),(69 517.4926),(70 517.76764),(71 521.3018),(72 521.30347),(73 524.12146),(74 524.94885),(75 525.16315),(76 525.4548),(77 526.14136),(78 526.4822),(79 528.5618),
(1 220.9782),(2 300.99216),(3 326.75775),(4 344.02744),(5 360.0971),(6 375.9921),(7 384.867),(8 396.21704),(9 403.84903),(10 413.82602),(11 419.50287),(12 427.6792),(13 433.09518),(14 439.56216),(15 441.92682),(16 445.5177),(17 447.38815),(18 452.61902),(19 454.9903),(20 458.1862),(21 460.55716),(22 463.3814),(23 465.86877),(24 466.8881),(25 466.7864),(26 468.03586),(27 465.86093),(28 469.30905),(29 468.38657),(30 470.36673),(31 470.94424),(32 472.31393),(33 474.5188),(34 477.32852),(35 478.21286),(36 477.26733),(37 479.2943),(38 483.2094),(39 482.83398),(40 482.56537),(41 484.1072),(42 485.02448),(43 482.21072),(44 483.50238),(45 484.93234),(46 485.25186),(47 484.78836),(48 484.52994),(49 485.64102),(50 487.3621),(51 486.82898),(52 486.50552),(53 488.49686),(54 490.3438),(55 493.48703),(56 492.0016),(57 493.6954),(58 494.5729),(59 496.03366),(60 496.31357),(61 500.2061),(62 499.19727),(63 502.0819),(64 503.5682),(65 504.90146),(66 503.51886),(67 506.46268),(68 506.8371),(69 507.64148),(70 507.71057),(71 512.1117),(72 511.6068),(73 516.358),(74 517.3244),(75 517.60004),(76 517.50745),(77 519.34406),(78 518.37195),(79 519.28235),
(1 217.52776),(2 296.86398),(3 322.58026),(4 339.18173),(5 353.17648),(6 369.11707),(7 380.05148),(8 392.3846),(9 398.1682),(10 409.22293),(11 413.78363),(12 422.71884),(13 427.53842),(14 430.94717),(15 434.67465),(16 440.11127),(17 442.46677),(18 446.7178),(19 450.1966),(20 453.82727),(21 455.34305),(22 457.83344),(23 460.4215),(24 460.96716),(25 461.4047),(26 464.41086),(27 461.1921),(28 465.08047),(29 465.98077),(30 469.3977),(31 468.6119),(32 472.05768),(33 471.10233),(34 473.37726),(35 472.985),(36 473.60083),(37 475.05746),(38 476.69064),(39 476.23248),(40 477.094),(41 476.34036),(42 477.63785),(43 477.09985),(44 478.1669),(45 478.1387),(46 477.83286),(47 476.58972),(48 477.607),(49 480.9582),(50 481.17328),(51 480.4727),(52 479.86215),(53 481.07578),(54 484.0936),(55 486.1771),(56 486.97592),(57 491.13162),(58 489.4422),(59 491.73514),(60 492.3049),(61 495.2844),(62 496.0387),(63 499.8585),(64 503.1969),(65 503.93726),(66 503.3373),(67 505.32474),(68 507.75427),(69 508.17395),(70 508.1938),(71 512.47797),(72 511.83914),(73 515.86176),(74 516.31506),(75 517.35297),(76 515.90466),(77 519.77704),(78 517.9272),(79 518.5558),
(1 213.16502),(2 291.74393),(3 317.48477),(4 333.31024),(5 347.92416),(6 360.8744),(7 369.21008),(8 383.242),(9 390.2436),(10 398.67282),(11 400.82056),(12 408.40198),(13 414.2628),(14 417.74594),(15 420.35492),(16 426.129),(17 425.70654),(18 428.49356),(19 431.0413),(20 435.21567),(21 436.07126),(22 438.6001),(23 440.89807),(24 443.14264),(25 444.207),(26 447.62302),(27 444.7924),(28 445.8425),(29 446.15125),(30 449.47437),(31 450.61014),(32 455.27725),(33 455.0728),(34 458.22092),(35 457.10016),(36 457.78088),(37 458.80347),(38 461.18036),(39 462.61923),(40 465.43405),(41 462.56702),(42 463.085),(43 463.86865),(44 467.03424),(45 467.4993),(46 467.41068),(47 467.0732),(48 467.55832),(49 469.61758),(50 469.25107),(51 468.5557),(52 468.5023),(53 471.5776),(54 474.93198),(55 475.9076),(56 476.16937),(57 479.94147),(58 480.1623),(59 482.3411),(60 484.1645),(61 485.87326),(62 486.7079),(63 490.6106),(64 493.00455),(65 494.03506),(66 492.62186),(67 494.06287),(68 494.27563),(69 495.03027),(70 496.07077),(71 499.51212),(72 497.75668),(73 502.13025),(74 503.36392),(75 504.40363),(76 502.8442),(77 504.77298),(78 504.83615),(79 506.37662),
(1 213.53423),(2 293.096),(3 318.19714),(4 333.24966),(5 347.61026),(6 362.01633),(7 369.56653),(8 382.1838),(9 389.4119),(10 397.2637),(11 400.29172),(12 406.78162),(13 411.71695),(14 416.01785),(15 418.48282),(16 424.07968),(17 426.79727),(18 428.01358),(19 429.36725),(20 432.60617),(21 430.64484),(22 434.5866),(23 437.32428),(24 439.2896),(25 440.0995),(26 441.75873),(27 439.73892),(28 443.01395),(29 443.30414),(30 446.20505),(31 445.63257),(32 448.3968),(33 450.48334),(34 454.59518),(35 454.0577),(36 456.09628),(37 455.1786),(38 456.6758),(39 457.1079),(40 459.69064),(41 458.38565),(42 460.88733),(43 460.5753),(44 462.88605),(45 463.44424),(46 465.19073),(47 464.28827),(48 466.20667),(49 466.3616),(50 463.2706),(51 464.70868),(52 463.983),(53 466.66257),(54 467.99164),(55 468.76587),(56 467.52298),(57 469.92905),(58 470.04645),(59 472.0066),(60 476.04834),(61 478.54926),(62 478.19885),(63 480.80692),(64 482.80743),(65 486.41492),(66 483.73352),(67 486.43066),(68 488.73395),(69 490.7146),(70 490.5084),(71 492.05707),(72 489.48712),(73 494.0407),(74 495.88858),(75 498.22623),(76 496.46948),(77 498.01685),(78 498.15985),(79 500.33456),
(1 209.27475),(2 285.34836),(3 309.3597),(4 325.2722),(5 339.34943),(6 354.14658),(7 361.36688),(8 373.76553),(9 381.50516),(10 389.22327),(11 392.72604),(12 400.1589),(13 405.75287),(14 410.8209),(15 412.0873),(16 418.7157),(17 419.14502),(18 421.79486),(19 422.77707),(20 424.8172),(21 424.88293),(22 428.5512),(23 432.71628),(24 432.6235),(25 432.7825),(26 435.11475),(27 434.55545),(28 437.60522),(29 436.94705),(30 436.64157),(31 435.78116),(32 439.3621),(33 441.4896),(34 443.60886),(35 444.77716),(36 444.95068),(37 445.52145),(38 449.04218),(39 450.7643),(40 451.87506),(41 450.85205),(42 452.95764),(43 451.63504),(44 453.28955),(45 453.26462),(46 453.56577),(47 452.63107),(48 454.82907),(49 455.37057),(50 454.9374),(51 454.80548),(52 455.41754),(53 457.87115),(54 458.61682),(55 460.1667),(56 458.5074),(57 461.54086),(58 464.7941),(59 465.9413),(60 467.1016),(61 471.1432),(62 469.72845),(63 473.77704),(64 474.73764),(65 475.05777),(66 475.51672),(67 478.87204),(68 479.33038),(69 481.72418),(70 480.29352),(71 485.42358),(72 483.43063),(73 488.01282),(74 489.40756),(75 490.2575),(76 489.61182),(77 492.0334),(78 494.84467),(79 495.45346),
(1 210.19676),(2 288.90244),(3 312.5594),(4 326.93472),(5 342.25876),(6 355.7392),(7 365.04388),(8 376.5637),(9 381.99448),(10 391.88864),(11 396.09186),(12 402.63617),(13 406.72134),(14 413.06085),(15 416.82907),(16 423.24274),(17 425.6278),(18 428.43338),(19 429.73648),(20 431.46255),(21 431.08823),(22 434.53265),(23 437.24738),(24 438.5123),(25 438.69666),(26 441.75507),(27 440.73376),(28 443.11185),(29 444.311),(30 446.1998),(31 447.95258),(32 451.32855),(33 452.38135),(34 454.05264),(35 455.43576),(36 455.04547),(37 452.66095),(38 455.0666),(39 456.63843),(40 458.11865),(41 458.4738),(42 458.86926),(43 457.4414),(44 458.79758),(45 460.46158),(46 460.5167),(47 457.96603),(48 459.68445),(49 461.3873),(50 462.7183),(51 461.98157),(52 462.41776),(53 465.53613),(54 467.06766),(55 466.0433),(56 464.6485),(57 468.1709),(58 469.45392),(59 470.47864),(60 471.54327),(61 475.32614),(62 473.61505),(63 476.98248),(64 477.63852),(65 479.4978),(66 479.38345),(67 482.3576),(68 481.4161),(69 480.3786),(70 478.6957),(71 483.69992),(72 484.4237),(73 488.4712),(74 488.85983),(75 490.56985),(76 491.2265),(77 494.0301),(78 495.71912),(79 497.51355),
(1 207.29771),(2 285.78354),(3 310.31757),(4 327.44324),(5 342.86304),(6 355.4832),(7 363.50674),(8 375.58456),(9 380.52274),(10 389.03983),(11 392.73648),(12 400.32217),(13 404.60895),(14 409.57056),(15 411.6784),(16 419.6103),(17 420.20193),(18 422.6162),(19 425.44244),(20 430.0311),(21 428.42154),(22 431.1678),(23 434.13007),(24 433.55106),(25 432.7235),(26 435.3502),(27 434.03674),(28 437.54132),(29 440.39105),(30 443.10526),(31 442.94528),(32 444.4762),(33 445.04742),(34 446.90714),(35 449.00345),(36 449.1797),(37 450.38138),(38 453.08896),(39 454.75656),(40 456.01578),(41 456.0284),(42 456.56168),(43 456.61572),(44 457.45148),(45 457.327),(46 458.02222),(47 456.55234),(48 458.11145),(49 460.42627),(50 461.5393),(51 460.2784),(52 460.91928),(53 463.99585),(54 464.42343),(55 463.80304),(56 464.88046),(57 468.57632),(58 469.34207),(59 471.00723),(60 471.58603),(61 476.31293),(62 474.22687),(63 475.92566),(64 475.58762),(65 476.84552),(66 476.3918),(67 480.0442),(68 479.03613),(69 480.79623),(70 481.2346),(71 486.63312),(72 486.04065),(73 489.1405),(74 489.25958),(75 490.7547),(76 488.43112),(77 490.32205),(78 491.3088),(79 492.45996),
(1 201.80655),(2 277.5315),(3 298.71954),(4 316.2005),(5 332.23834),(6 344.28604),(7 353.5299),(8 366.08646),(9 371.60886),(10 379.61935),(11 382.94238),(12 390.30774),(13 393.44324),(14 396.41367),(15 397.8044),(16 403.94687),(17 404.6983),(18 407.6588),(19 410.8282),(20 414.66968),(21 414.8136),(22 419.13403),(23 423.3481),(24 423.53488),(25 422.18436),(26 423.71466),(27 423.5288),(28 426.42328),(29 426.5153),(30 427.9594),(31 428.41888),(32 432.5501),(33 432.839),(34 433.1549),(35 434.68002),(36 436.56046),(37 438.1722),(38 441.819),(39 442.82114),(40 444.71854),(41 445.17258),(42 445.61945),(43 444.98056),(44 444.49103),(45 443.79626),(46 445.03592),(47 443.68768),(48 444.63525),(49 446.73703),(50 449.4713),(51 448.06854),(52 446.79257),(53 449.28735),(54 451.20053),(55 454.72763),(56 455.7974),(57 459.0006),(58 460.6895),(59 460.5543),(60 459.17175),(61 462.85834),(62 461.2239),(63 463.02432),(64 465.12012),(65 465.114),(66 464.53702),(67 466.46274),(68 465.59552),(69 467.81122),(70 468.17264),(71 471.1226),(72 471.99783),(73 475.29242),(74 476.98752),(75 476.82416),(76 475.70184),(77 477.49005),(78 478.70657),(79 481.22488),
(1 203.05531),(2 278.2441),(3 300.89554),(4 316.33994),(5 329.9253),(6 343.15717),(7 351.60312),(8 361.9038),(9 366.66754),(10 375.19846),(11 379.93436),(12 384.63098),(13 388.37973),(14 391.207),(15 393.71005),(16 401.43613),(17 403.71274),(18 406.5078),(19 409.58426),(20 412.78098),(21 412.25537),(22 415.7572),(23 418.28842),(24 419.35275),(25 419.0961),(26 420.72855),(27 420.6904),(28 425.1176),(29 425.72314),(30 428.06635),(31 427.86276),(32 430.62296),(33 431.7256),(34 433.48535),(35 434.6357),(36 434.8008),(37 434.59848),(38 436.53186),(39 436.33478),(40 439.131),(41 438.94138),(42 440.82626),(43 439.96298),(44 438.90088),(45 438.95737),(46 440.33084),(47 440.11),(48 440.26886),(49 443.0326),(50 442.36316),(51 442.4694),(52 441.11218),(53 444.223),(54 444.8862),(55 446.19937),(56 447.41397),(57 449.95544),(58 450.32373),(59 451.54645),(60 451.42612),(61 454.60666),(62 454.07867),(63 455.47852),(64 458.14468),(65 460.79337),(66 461.96176),(67 464.23383),(68 462.78366),(69 465.08585),(70 464.3415),(71 466.62967),(72 464.24686),(73 467.27557),(74 470.63254),(75 471.3512),(76 469.79303),(77 472.11026),(78 473.76044),(79 474.53653),
(1 200.55942),(2 273.79938),(3 298.2791),(4 313.5618),(5 326.87003),(6 338.29144),(7 345.4456),(8 354.8032),(9 361.31036),(10 369.78568),(11 372.97595),(12 379.73395),(13 384.26468),(14 388.7521),(15 391.7397),(16 396.88742),(17 397.73343),(18 403.13306),(19 405.6996),(20 407.1221),(21 406.99673),(22 409.54703),(23 411.11417),(24 413.4755),(25 415.64325),(26 418.2818),(27 417.08218),(28 421.5815),(29 421.38297),(30 424.02805),(31 423.49863),(32 425.9605),(33 426.5471),(34 429.0095),(35 432.20172),(36 431.44354),(37 431.51865),(38 435.2746),(39 436.94952),(40 438.1592),(41 438.61588),(42 439.58163),(43 436.8753),(44 437.09308),(45 437.3753),(46 438.50723),(47 438.12268),(48 439.1465),(49 439.15576),(50 438.1245),(51 437.42963),(52 436.19348),(53 441.6249),(54 443.17892),(55 445.36212),(56 444.58627),(57 446.3177),(58 447.648),(59 450.67163),(60 449.34363),(61 453.26376),(62 450.32584),(63 453.05875),(64 456.54184),(65 458.15118),(66 458.49847),(67 459.7285),(68 460.17087),(69 462.6884),(70 460.55176),(71 461.45615),(72 459.6253),(73 461.59088),(74 464.29877),(75 465.56186),(76 464.25568),(77 469.29202),(78 471.14728),(79 473.44354),
(1 202.12407),(2 276.61652),(3 303.41364),(4 318.6595),(5 331.10208),(6 344.70972),(7 352.22025),(8 362.23505),(9 368.49814),(10 376.27704),(11 379.08182),(12 386.00763),(13 390.2736),(14 393.7844),(15 395.05997),(16 400.3191),(17 402.85394),(18 405.95126),(19 409.91898),(20 412.70044),(21 411.8516),(22 413.55383),(23 417.9164),(24 419.00858),(25 418.18307),(26 420.9367),(27 420.82095),(28 423.2954),(29 423.37695),(30 425.84518),(31 425.92392),(32 429.67346),(33 428.50235),(34 430.45364),(35 429.44305),(36 431.08383),(37 430.50317),(38 432.26236),(39 433.8811),(40 434.6089),(41 435.76538),(42 437.4241),(43 436.46985),(44 437.1598),(45 439.08493),(46 439.04608),(47 438.07736),(48 439.63898),(49 440.91632),(50 442.51953),(51 442.19388),(52 439.974),(53 443.33295),(54 444.74512),(55 444.76154),(56 445.8402),(57 448.86377),(58 447.39398),(59 449.682),(60 450.0613),(61 455.64655),(62 454.215),(63 455.6917),(64 457.74954),(65 462.92877),(66 461.8253),(67 463.2208),(68 463.29422),(69 464.8882),(70 464.85663),(71 469.03018),(72 466.73138),(73 469.96127),(74 471.83014),(75 471.62524),(76 469.394),(77 474.1714),(78 474.30203),(79 474.9494),
(1 199.43297),(2 271.93634),(3 295.5782),(4 309.73685),(5 323.57684),(6 335.3186),(7 343.02588),(8 354.20325),(9 360.59448),(10 368.0435),(11 370.58743),(12 378.32596),(13 381.45096),(14 385.67337),(15 386.58548),(16 390.44955),(17 391.90756),(18 395.21524),(19 398.8114),(20 402.03262),(21 402.71744),(22 405.1663),(23 408.9348),(24 410.1485),(25 410.0802),(26 412.29962),(27 410.6815),(28 413.7604),(29 413.46744),(30 416.48175),(31 417.03564),(32 420.66446),(33 420.47287),(34 423.78458),(35 423.24942),(36 424.3802),(37 426.93927),(38 429.9706),(39 430.56335),(40 432.71396),(41 434.65662),(42 434.31055),(43 433.46848),(44 435.17282),(45 436.26495),(46 434.27295),(47 431.5667),(48 432.29367),(49 433.59317),(50 436.2673),(51 435.8459),(52 433.84412),(53 438.20282),(54 438.56644),(55 437.40918),(56 435.69305),(57 439.26547),(58 438.63248),(59 441.50537),(60 443.82898),(61 449.5658),(62 446.97006),(63 447.89758),(64 448.4952),(65 450.83286),(66 448.54358),(67 449.7969),(68 451.6848),(69 453.72675),(70 454.68988),(71 458.01306),(72 456.91693),(73 462.18204),(74 462.09357),(75 462.36725),(76 459.44617),(77 462.47263),(78 463.6518),(79 465.8036),
(1 197.55666),(2 267.72153),(3 290.63483),(4 304.59552),(5 316.94357),(6 329.90082),(7 336.23032),(8 347.38217),(9 354.4163),(10 362.3038),(11 364.38135),(12 371.57373),(13 376.45856),(14 381.6527),(15 384.5392),(16 387.22958),(17 389.20245),(18 391.63565),(19 394.4417),(20 398.09094),(21 397.63525),(22 399.7242),(23 402.0511),(24 402.61548),(25 402.44366),(26 404.6837),(27 402.9607),(28 405.39456),(29 404.91824),(30 408.1902),(31 405.62335),(32 409.68704),(33 410.7996),(34 414.0323),(35 415.31778),(36 414.30835),(37 415.10547),(38 418.4024),(39 419.71375),(40 421.14667),(41 422.53296),(42 422.12143),(43 420.74396),(44 423.05597),(45 423.23938),(46 423.58243),(47 420.84027),(48 421.8052),(49 425.00363),(50 425.8615),(51 424.71445),(52 424.82632),(53 427.4808),(54 429.4371),(55 429.16248),(56 428.38077),(57 432.25247),(58 432.2509),(59 434.3759),(60 433.753),(61 437.66815),(62 436.93915),(63 438.7655),(64 439.83676),(65 439.32526),(66 438.3399),(67 441.53195),(68 442.26935),(69 443.3383),(70 444.0583),(71 446.5265),(72 447.12988),(73 451.9397),(74 452.95062),(75 453.4211),(76 450.1316),(77 453.71887),(78 455.31335),(79 456.13858),
(1 199.03256),(2 268.69107),(3 291.5779),(4 306.0141),(5 318.62628),(6 331.0869),(7 339.78146),(8 350.54773),(9 356.89063),(10 362.41364),(11 364.9745),(12 373.03577),(13 376.49915),(14 381.31693),(15 382.87332),(16 386.27115),(17 386.96793),(18 389.7881),(19 395.01196),(20 397.8509),(21 397.8303),(22 401.81427),(23 405.0868),(24 405.04358),(25 404.92184),(26 408.23535),(27 406.2129),(28 408.30917),(29 407.51166),(30 409.837),(31 408.62436),(32 413.0337),(33 414.459),(34 417.97043),(35 418.15808),(36 418.00397),(37 418.643),(38 419.31287),(39 420.22043),(40 421.9336),(41 422.89966),(42 423.67657),(43 423.4144),(44 425.46225),(45 426.4541),(46 425.70798),(47 424.5126),(48 425.773),(49 428.44495),(50 429.4237),(51 430.2662),(52 427.68674),(53 428.90753),(54 431.40994),(55 433.81955),(56 430.2001),(57 433.7831),(58 434.9551),(59 436.125),(60 437.25568),(61 440.23593),(62 439.21298),(63 441.3563),(64 444.27158),(65 444.9337),(66 444.21875),(67 446.78152),(68 446.61072),(69 447.73645),(70 448.25446),(71 451.13406),(72 450.67377),(73 454.17334),(74 454.44815),(75 454.7217),(76 452.21735),(77 454.1913),(78 457.09845),(79 457.47916),
(1 193.27419),(2 263.7247),(3 286.27426),(4 301.03394),(5 313.80902),(6 326.10623),(7 334.13382),(8 343.62186),(9 349.1522),(10 353.71164),(11 357.3181),(12 364.01865),(13 366.46143),(14 371.21216),(15 373.52383),(16 377.81055),(17 379.7573),(18 383.37192),(19 388.09918),(20 390.53662),(21 388.68436),(22 391.6311),(23 394.8862),(24 396.54636),(25 398.44052),(26 400.43436),(27 397.541),(28 400.70178),(29 401.0028),(30 404.70465),(31 403.68134),(32 407.64224),(33 408.86218),(34 409.26343),(35 409.8303),(36 410.52365),(37 411.66718),(38 411.92035),(39 412.24234),(40 413.19803),(41 415.2683),(42 414.63202),(43 414.4329),(44 416.3647),(45 416.15674),(46 415.11188),(47 414.46823),(48 415.05264),(49 417.16452),(50 419.51663),(51 420.96484),(52 418.07535),(53 418.9449),(54 420.62244),(55 423.95374),(56 422.1555),(57 426.36835),(58 425.7934),(59 427.1465),(60 427.54178),(61 429.6347),(62 428.1496),(63 431.5066),(64 433.20618),(65 435.68256),(66 433.49725),(67 435.98254),(68 434.419),(69 435.17224),(70 435.08005),(71 437.16083),(72 436.2211),(73 439.72665),(74 441.0594),(75 440.13184),(76 439.78152),(77 444.05295),(78 445.78497),(79 446.75125),
(1 194.61653),(2 266.38083),(3 287.01038),(4 301.8054),(5 313.8168),(6 326.36414),(7 334.21017),(8 343.43994),(9 347.2615),(10 352.99887),(11 357.37445),(12 362.83124),(13 366.10788),(14 372.06262),(15 374.91736),(16 378.5773),(17 380.3798),(18 383.5002),(19 384.74954),(20 386.33356),(21 385.8986),(22 387.77972),(23 392.16495),(24 392.7586),(25 394.31943),(26 394.2339),(27 391.90308),(28 398.53394),(29 399.39206),(30 400.7584),(31 401.47714),(32 404.26663),(33 407.17175),(34 409.6274),(35 408.21463),(36 409.6089),(37 409.80884),(38 412.66702),(39 415.15213),(40 416.89645),(41 417.6642),(42 418.21518),(43 417.9012),(44 419.46875),(45 419.4925),(46 417.67975),(47 418.4607),(48 419.33615),(49 420.05032),(50 421.44254),(51 422.98785),(52 421.42358),(53 422.42953),(54 423.2311),(55 427.16675),(56 424.59937),(57 427.45807),(58 426.74588),(59 428.8789),(60 427.935),(61 431.19788),(62 430.82843),(63 431.56763),(64 433.60254),(65 437.64783),(66 435.77646),(67 438.2312),(68 437.26984),(69 438.69434),(70 438.39868),(71 440.87296),(72 439.5221),(73 442.13004),(74 444.24338),(75 443.25348),(76 441.79428),(77 444.51993),(78 445.42654),(79 446.18182),
(1 191.31999),(2 261.5925),(3 282.5921),(4 298.20886),(5 309.04684),(6 319.90488),(7 327.88412),(8 337.0605),(9 342.73367),(10 347.0124),(11 352.57413),(12 360.32166),(13 364.67175),(14 370.01563),(15 371.6964),(16 374.96808),(17 375.13757),(18 378.84326),(19 380.1165),(20 381.29675),(21 379.37732),(22 382.652),(23 386.59842),(24 389.18915),(25 390.81122),(26 393.02005),(27 390.95047),(28 393.7771),(29 394.92105),(30 396.23886),(31 396.17664),(32 399.61356),(33 400.72302),(34 403.3637),(35 404.1052),(36 404.60562),(37 404.68695),(38 407.52768),(39 409.03424),(40 409.16873),(41 411.32007),(42 411.66125),(43 408.80222),(44 411.21127),(45 411.97473),(46 412.56522),(47 413.06534),(48 411.51016),(49 412.9148),(50 414.3752),(51 415.91583),(52 416.80286),(53 418.57312),(54 417.63583),(55 418.13156),(56 418.2344),(57 421.31436),(58 421.77353),(59 422.07544),(60 421.55328),(61 423.85446),(62 424.05215),(63 424.4585),(64 424.73184),(65 425.26355),(66 424.649),(67 426.21808),(68 426.3372),(69 427.58853),(70 426.691),(71 427.7358),(72 426.26285),(73 427.708),(74 429.18604),(75 429.97415),(76 430.26422),(77 434.02292),(78 434.5118),(79 435.26904),
