1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 459.36557),(2 539.9196),(3 599.32294),(4 608.30774),(5 624.43256),(6 636.8464),(7 652.22815),(8 656.9749),(9 657.55725),(10 674.4827),(11 676.52295),(12 682.7546),(13 679.93085),(14 685.87305),(15 693.85706),(16 694.9843),(17 711.0787),(18 713.4524),(19 724.51624),(20 721.479),(21 726.60144),(22 726.27515),(23 735.77515),(24 745.2409),(25 745.5287),(26 741.65497),(27 734.23926),(28 739.817),(29 742.4057),(30 750.7589),(31 762.4429),(32 762.1777),(33 774.98694),(34 785.7052),(35 799.9274),(36 799.48254),(37 799.6882),(38 801.46106),(39 814.56445),(40 810.5279),(41 816.0961),(42 819.14075),(43 815.6955),(44 827.51556),(45 825.9203),(46 825.9955),(47 814.983),(48 824.31177),(49 815.2451),(50 799.7275),(51 794.019),(52 786.6426),(53 780.69434),(54 778.46686),(55 777.59546),(56 770.94324),(57 768.3965),(58 753.34174),(59 737.79877),(60 739.0938),(61 729.58124),(62 733.8894),(63 744.03033),(64 744.4138),(65 739.7662),(66 738.46155),(67 734.3986),(68 728.8013),(69 728.0279),(70 737.61786),(71 731.7168),(72 729.26855),(73 735.3443),(74 735.4966),(75 733.92847),(76 734.50934),(77 743.3085),(78 746.8918),(79 758.50006),
(1 444.49158),(2 517.2161),(3 576.27185),(4 591.0867),(5 614.2356),(6 620.21155),(7 639.5082),(8 648.6903),(9 648.46234),(10 652.6252),(11 662.47375),(12 655.02356),(13 656.75305),(14 664.92456),(15 665.6032),(16 663.1526),(17 688.69293),(18 694.0476),(19 699.5607),(20 698.3573),(21 705.44073),(22 713.08905),(23 714.8053),(24 715.8646),(25 728.4461),(26 727.4947),(27 726.184),(28 724.4799),(29 729.2004),(30 731.959),(31 739.3537),(32 743.7115),(33 756.89844),(34 765.8961),(35 772.7789),(36 776.1586),(37 777.1603),(38 779.99164),(39 791.8447),(40 791.74036),(41 794.7757),(42 797.04694),(43 792.25793),(44 803.21796),(45 801.7186),(46 801.5186),(47 805.42755),(48 804.12103),(49 798.9234),(50 794.43567),(51 786.6177),(52 774.363),(53 771.94025),(54 768.1112),(55 757.79944),(56 748.6046),(57 744.139),(58 728.4081),(59 716.16187),(60 712.0037),(61 701.9503),(62 708.3679),(63 718.14374),(64 716.1074),(65 712.01044),(66 717.4595),(67 713.7067),(68 711.08655),(69 707.46405),(70 704.9914),(71 705.87384),(72 703.25464),(73 704.95624),(74 706.89087),(75 705.3792),(76 712.1163),(77 713.4451),(78 718.3069),(79 727.58923),
(1 441.4396),(2 510.78763),(3 566.3591),(4 572.9644),(5 587.5081),(6 590.6593),(7 604.1795),(8 611.34076),(9 610.96484),(10 618.01904),(11 629.27325),(12 632.40656),(13 638.13763),(14 642.0646),(15 649.01685),(16 657.19934),(17 672.7375),(18 682.4157),(19 686.08136),(20 689.73724),(21 692.07965),(22 698.35425),(23 700.2847),(24 700.432),(25 701.9846),(26 712.8978),(27 722.00415),(28 719.5114),(29 722.32477),(30 726.4533),(31 726.69354),(32 729.95245),(33 740.94904),(34 746.621),(35 748.6463),(36 754.32806),(37 763.07874),(38 763.7566),(39 772.786),(40 773.49664),(41 772.1559),(42 774.56177),(43 775.59534),(44 781.3471),(45 782.9485),(46 781.6085),(47 777.85583),(48 771.8863),(49 765.2432),(50 769.1952),(51 764.1241),(52 755.5688),(53 747.68353),(54 745.74524),(55 740.77094),(56 730.4622),(57 730.39453),(58 715.6431),(59 701.3337),(60 707.2111),(61 699.01337),(62 703.769),(63 710.63495),(64 715.3662),(65 712.28174),(66 708.48895),(67 712.01764),(68 711.8944),(69 721.66547),(70 712.72815),(71 711.2202),(72 712.9881),(73 714.70703),(74 719.0142),(75 728.49316),(76 724.1344),(77 724.15063),(78 728.1265),(79 736.65094),
(1 435.5263),(2 511.33127),(3 565.8995),(4 583.7227),(5 594.25793),(6 601.0732),(7 608.9277),(8 622.14386),(9 622.0213),(10 631.53784),(11 639.3646),(12 639.5209),(13 644.37726),(14 647.9061),(15 646.95105),(16 662.23285),(17 662.6555),(18 669.11304),(19 669.0759),(20 672.1245),(21 676.26636),(22 686.36633),(23 686.3965),(24 690.1326),(25 695.5601),(26 701.6746),(27 713.56195),(28 717.4889),(29 722.5126),(30 724.9629),(31 729.1447),(32 732.2019),(33 729.50903),(34 735.5393),(35 743.1967),(36 745.4614),(37 760.9398),(38 765.7235),(39 769.41327),(40 766.7906),(41 765.9994),(42 765.5042),(43 770.86597),(44 771.62524),(45 773.3366),(46 769.32184),(47 770.9405),(48 767.3128),(49 759.61884),(50 761.434),(51 758.3326),(52 753.8814),(53 758.33777),(54 750.4988),(55 746.13257),(56 735.41504),(57 730.35297),(58 715.94525),(59 706.48206),(60 696.727),(61 684.45844),(62 687.7002),(63 696.4785),(64 691.2368),(65 697.63477),(66 702.3615),(67 700.3365),(68 699.2532),(69 704.6874),(70 706.1049),(71 700.2602),(72 707.4515),(73 710.39777),(74 710.06537),(75 721.446),(76 720.34863),(77 729.72217),(78 742.06366),(79 750.82733),
(1 416.38254),(2 488.66794),(3 549.29614),(4 568.61115),(5 571.95325),(6 585.12866),(7 601.6751),(8 610.7173),(9 618.0039),(10 621.5876),(11 630.85864),(12 632.45764),(13 636.3862),(14 636.056),(15 644.33093),(16 647.8282),(17 651.81995),(18 659.4879),(19 657.53375),(20 665.3061),(21 669.92596),(22 673.4832),(23 673.3796),(24 683.63513),(25 683.58307),(26 686.2525),(27 692.1395),(28 700.6124),(29 696.3939),(30 698.65344),(31 705.21313),(32 708.3932),(33 718.1387),(34 719.29675),(35 719.5434),(36 721.5636),(37 731.16504),(38 733.2433),(39 741.4409),(40 738.6643),(41 738.3538),(42 743.4827),(43 747.3149),(44 744.697),(45 750.7342),(46 753.8915),(47 744.5857),(48 745.92786),(49 752.2772),(50 754.8106),(51 749.26825),(52 742.17),(53 736.0134),(54 732.2579),(55 719.3533),(56 707.8931),(57 697.8865),(58 690.26715),(59 679.9501),(60 673.2364),(61 664.9385),(62 657.6489),(63 670.98724),(64 660.1039),(65 664.3596),(66 658.7865),(67 657.7922),(68 659.4392),(69 665.00287),(70 664.59735),(71 663.98145),(72 661.9055),(73 665.32947),(74 663.82733),(75 673.5896),(76 675.93195),(77 687.308),(78 689.8691),(79 695.3018),
(1 420.7026),(2 496.36237),(3 555.8353),(4 577.2089),(5 594.0792),(6 598.8177),(7 611.5968),(8 619.3807),(9 622.25836),(10 628.21063),(11 639.9974),(12 646.14136),(13 647.063),(14 647.81946),(15 645.24524),(16 652.2672),(17 655.1405),(18 665.843),(19 661.8615),(20 664.7245),(21 658.18805),(22 667.46295),(23 662.65454),(24 672.63367),(25 683.31396),(26 686.4907),(27 693.185),(28 692.76245),(29 692.07916),(30 699.30963),(31 699.39874),(32 705.8299),(33 718.7095),(34 708.60016),(35 712.92773),(36 718.7761),(37 724.5065),(38 739.97095),(39 740.83844),(40 743.49585),(41 743.865),(42 745.04956),(43 749.9924),(44 746.8742),(45 745.5245),(46 742.2478),(47 746.55634),(48 735.4005),(49 743.8308),(50 744.7805),(51 741.6869),(52 742.4005),(53 737.9228),(54 726.58966),(55 720.97174),(56 702.5191),(57 691.73114),(58 682.2687),(59 677.42),(60 679.3654),(61 668.2435),(62 672.7457),(63 685.66943),(64 680.9883),(65 686.39056),(66 685.31647),(67 689.3295),(68 684.6766),(69 692.69714),(70 695.0626),(71 696.72284),(72 697.2267),(73 695.01263),(74 688.92395),(75 691.6243),(76 698.1459),(77 705.7932),(78 705.5017),(79 705.51196),
(1 414.41238),(2 484.86823),(3 535.3148),(4 564.9564),(5 580.7594),(6 587.8388),(7 590.48773),(8 597.6062),(9 599.2572),(10 603.0428),(11 615.77594),(12 619.4149),(13 623.49817),(14 628.8722),(15 633.95026),(16 634.2778),(17 631.361),(18 645.66064),(19 645.81537),(20 655.36646),(21 656.0938),(22 661.2616),(23 666.6034),(24 675.62134),(25 676.0322),(26 679.7654),(27 683.1723),(28 680.41895),(29 684.5989),(30 690.0788),(31 693.80334),(32 692.6586),(33 712.7227),(34 714.03894),(35 714.6331),(36 715.83154),(37 715.3556),(38 721.2371),(39 724.13226),(40 723.9644),(41 725.7542),(42 733.8583),(43 744.9039),(44 729.5611),(45 729.44354),(46 727.5706),(47 721.7835),(48 716.0484),(49 718.5628),(50 720.08777),(51 719.52344),(52 720.30664),(53 720.7199),(54 707.42596),(55 699.9668),(56 691.7616),(57 679.5323),(58 674.5988),(59 669.7723),(60 663.11444),(61 656.9504),(62 660.4974),(63 663.8799),(64 663.5972),(65 668.8979),(66 663.37744),(67 668.119),(68 669.6375),(69 677.79834),(70 677.9351),(71 678.125),(72 675.4194),(73 680.8984),(74 677.5063),(75 676.8624),(76 682.1966),(77 686.2806),(78 696.7476),(79 698.1178),
(1 405.83243),(2 478.90527),(3 532.5087),(4 555.69684),(5 570.3706),(6 575.6687),(7 577.8244),(8 586.5092),(9 588.9778),(10 591.76917),(11 601.62946),(12 615.12585),(13 615.2383),(14 626.28687),(15 627.9856),(16 622.67377),(17 624.19995),(18 643.09973),(19 640.30853),(20 644.2841),(21 647.52216),(22 654.7767),(23 662.79034),(24 666.4566),(25 664.34607),(26 665.2394),(27 668.3378),(28 663.85266),(29 668.7809),(30 678.61554),(31 681.7612),(32 681.43585),(33 701.0841),(34 698.86707),(35 702.9357),(36 711.53253),(37 711.76654),(38 718.1554),(39 727.04834),(40 718.8834),(41 726.9329),(42 735.8756),(43 737.9815),(44 733.72266),(45 731.18475),(46 723.1491),(47 719.2482),(48 712.93024),(49 716.8556),(50 711.1795),(51 711.0568),(52 714.8003),(53 707.7906),(54 696.643),(55 696.0206),(56 684.51807),(57 679.98413),(58 674.01483),(59 666.8804),(60 654.95703),(61 650.5006),(62 649.5157),(63 661.70056),(64 656.995),(65 658.0108),(66 655.1645),(67 657.05426),(68 657.3154),(69 662.6173),(70 664.54565),(71 660.68726),(72 659.91876),(73 660.1593),(74 659.5704),(75 658.19055),(76 665.8751),(77 659.84326),(78 674.3263),(79 675.55646),
(1 392.7146),(2 458.1596),(3 508.09125),(4 534.5194),(5 544.62616),(6 552.10803),(7 563.66907),(8 571.7296),(9 571.5368),(10 577.70764),(11 586.7652),(12 598.6927),(13 608.4649),(14 615.8116),(15 622.01416),(16 611.8523),(17 620.3862),(18 628.44385),(19 623.92),(20 625.6015),(21 632.6738),(22 645.7283),(23 650.815),(24 645.7358),(25 645.0921),(26 647.62756),(27 646.9762),(28 644.5423),(29 648.605),(30 655.92206),(31 660.33954),(32 663.5812),(33 669.8574),(34 676.97424),(35 685.3436),(36 684.08905),(37 688.7589),(38 702.7127),(39 704.5038),(40 705.71893),(41 715.4525),(42 710.0315),(43 717.5873),(44 709.2263),(45 710.15497),(46 711.8778),(47 708.90314),(48 708.84033),(49 702.15875),(50 700.5629),(51 700.3246),(52 697.8604),(53 691.927),(54 684.8835),(55 685.67737),(56 673.2284),(57 668.6483),(58 660.4233),(59 659.1946),(60 651.51056),(61 647.6562),(62 640.91455),(63 653.2149),(64 647.4522),(65 655.80035),(66 646.621),(67 651.11615),(68 642.3116),(69 647.55035),(70 652.39453),(71 646.866),(72 649.6926),(73 650.5454),(74 649.7562),(75 653.26575),(76 652.88367),(77 653.6856),(78 654.9379),(79 660.9913),
(1 391.54642),(2 460.92725),(3 500.134),(4 532.73956),(5 554.30426),(6 556.68054),(7 569.8207),(8 569.16016),(9 565.1148),(10 575.26276),(11 576.20135),(12 579.558),(13 586.3589),(14 591.20667),(15 597.7503),(16 601.83496),(17 609.0536),(18 624.0592),(19 619.0176),(20 625.66925),(21 631.5087),(22 639.88904),(23 642.45447),(24 638.57184),(25 645.69464),(26 647.4201),(27 639.86523),(28 639.3407),(29 641.7098),(30 647.3833),(31 660.62305),(32 657.69977),(33 670.2501),(34 679.57306),(35 684.7063),(36 685.63574),(37 685.3073),(38 699.79877),(39 703.7936),(40 709.8595),(41 714.5848),(42 712.35614),(43 711.38556),(44 711.97473),(45 712.8135),(46 709.4504),(47 705.6604),(48 714.49713),(49 701.92004),(50 698.5097),(51 700.32227),(52 701.4053),(53 694.1912),(54 692.72974),(55 683.8315),(56 668.75757),(57 652.4728),(58 646.6876),(59 638.3354),(60 634.2236),(61 624.8764),(62 624.49805),(63 641.1739),(64 642.1578),(65 652.1133),(66 647.5459),(67 651.1332),(68 649.9533),(69 651.90137),(70 658.70483),(71 655.1036),(72 656.12604),(73 658.6517),(74 663.9372),(75 663.1064),(76 663.713),(77 667.5071),(78 676.9649),(79 682.02716),
(1 390.64233),(2 450.12943),(3 500.9889),(4 528.141),(5 550.6559),(6 556.1536),(7 560.3209),(8 565.9772),(9 570.7653),(10 582.8251),(11 576.07166),(12 586.0093),(13 587.8678),(14 597.9585),(15 593.715),(16 602.99207),(17 609.16644),(18 617.86554),(19 617.974),(20 628.59814),(21 625.1335),(22 635.1794),(23 631.138),(24 641.31964),(25 646.62396),(26 641.66486),(27 639.189),(28 632.5839),(29 640.15875),(30 645.38556),(31 658.7821),(32 655.3127),(33 656.38995),(34 662.90485),(35 674.8711),(36 682.8197),(37 690.5624),(38 698.4517),(39 705.67267),(40 707.773),(41 720.7884),(42 726.5745),(43 720.6514),(44 724.946),(45 722.333),(46 716.2391),(47 713.0045),(48 712.30853),(49 710.90857),(50 708.0206),(51 709.1814),(52 708.50586),(53 707.5996),(54 701.64526),(55 698.3681),(56 677.7539),(57 667.7686),(58 652.9417),(59 636.91235),(60 630.47656),(61 624.8333),(62 631.66034),(63 650.2103),(64 649.07495),(65 649.6496),(66 653.52325),(67 649.4514),(68 644.86163),(69 646.465),(70 653.969),(71 651.9018),(72 653.5189),(73 653.7292),(74 648.6437),(75 646.73816),(76 648.9472),(77 661.28046),(78 662.61646),(79 681.9059),
(1 379.33237),(2 439.2148),(3 488.1646),(4 520.94275),(5 532.6006),(6 542.47736),(7 548.63727),(8 552.0902),(9 563.7359),(10 571.8885),(11 577.3601),(12 583.6466),(13 579.7994),(14 588.4626),(15 595.00714),(16 598.57874),(17 603.4312),(18 606.3446),(19 606.61633),(20 612.74023),(21 612.0204),(22 610.22754),(23 611.3427),(24 606.70386),(25 611.2338),(26 606.0442),(27 608.37866),(28 614.6032),(29 621.3131),(30 631.73834),(31 641.00134),(32 636.5085),(33 644.0505),(34 647.7876),(35 666.7155),(36 679.20026),(37 691.3017),(38 702.0273),(39 712.61163),(40 718.61975),(41 733.37067),(42 746.0443),(43 745.51184),(44 753.3598),(45 758.4855),(46 750.8015),(47 748.14276),(48 751.58014),(49 753.42444),(50 748.05115),(51 742.0361),(52 748.9751),(53 742.676),(54 733.4797),(55 725.5678),(56 709.1371),(57 699.6743),(58 687.05927),(59 675.68866),(60 670.76776),(61 666.1187),(62 675.0061),(63 685.3855),(64 681.7127),(65 680.0432),(66 675.275),(67 671.1732),(68 670.95386),(69 673.74506),(70 676.50183),(71 671.69214),(72 667.7357),(73 673.5356),(74 667.0534),(75 658.48096),(76 665.2308),(77 672.23254),(78 677.7999),(79 690.1212),
(1 368.8079),(2 428.9202),(3 474.19223),(4 501.17673),(5 518.26953),(6 530.85266),(7 534.6794),(8 544.8838),(9 551.4675),(10 564.0396),(11 574.6694),(12 591.0106),(13 590.7951),(14 598.6965),(15 613.1476),(16 611.81915),(17 619.29315),(18 622.1524),(19 621.2167),(20 636.223),(21 638.7127),(22 641.0969),(23 641.23785),(24 634.8576),(25 632.9859),(26 631.02747),(27 623.9961),(28 636.5979),(29 640.01825),(30 648.5555),(31 660.0707),(32 660.4072),(33 666.1303),(34 669.51587),(35 683.9314),(36 694.0482),(37 708.3736),(38 721.8584),(39 732.8436),(40 744.8057),(41 758.3978),(42 764.4973),(43 771.3898),(44 783.59863),(45 798.1446),(46 787.53754),(47 794.5038),(48 795.61633),(49 798.08154),(50 795.0382),(51 792.18024),(52 787.812),(53 779.6178),(54 778.77893),(55 759.8998),(56 748.5082),(57 739.1569),(58 730.738),(59 711.56287),(60 701.8697),(61 698.3341),(62 702.3825),(63 709.78625),(64 718.15765),(65 715.424),(66 705.2046),(67 708.27515),(68 706.5776),(69 710.4781),(70 710.52185),(71 710.2604),(72 711.0783),(73 718.0675),(74 721.43317),(75 715.8589),(76 726.5848),(77 733.0142),(78 743.7104),(79 757.4018),
(1 367.84726),(2 430.67776),(3 479.62677),(4 499.8366),(5 512.74054),(6 523.4034),(7 532.1418),(8 547.83575),(9 554.01166),(10 563.73285),(11 571.0409),(12 580.37616),(13 582.6786),(14 585.94714),(15 591.7958),(16 587.4003),(17 586.6991),(18 597.2904),(19 597.9381),(20 605.44116),(21 607.97504),(22 608.3552),(23 609.7992),(24 601.9007),(25 608.2057),(26 606.0538),(27 608.60925),(28 616.5773),(29 621.5897),(30 622.2308),(31 632.67114),(32 640.44135),(33 648.213),(34 648.4161),(35 657.0312),(36 670.1222),(37 684.96155),(38 691.8215),(39 709.4217),(40 722.69464),(41 724.43164),(42 720.4469),(43 721.6913),(44 734.02985),(45 737.2063),(46 736.4686),(47 741.2395),(48 737.35034),(49 743.3822),(50 745.99994),(51 744.64105),(52 740.5375),(53 738.0071),(54 736.71216),(55 720.2749),(56 708.4911),(57 704.1648),(58 698.3788),(59 684.16003),(60 679.21985),(61 676.927),(62 678.4647),(63 689.74457),(64 702.37494),(65 702.9018),(66 700.91724),(67 705.66113),(68 699.6894),(69 704.4579),(70 709.3616),(71 702.6295),(72 711.451),(73 710.2483),(74 708.3662),(75 716.0956),(76 715.57556),(77 724.3104),(78 739.1294),(79 752.1609),
(1 362.7043),(2 425.43814),(3 474.12167),(4 487.7526),(5 503.3468),(6 510.3493),(7 519.9705),(8 533.794),(9 539.2286),(10 555.1111),(11 558.0727),(12 564.9754),(13 566.865),(14 571.5074),(15 574.827),(16 571.991),(17 578.03845),(18 586.981),(19 591.6769),(20 599.48505),(21 604.0403),(22 605.1919),(23 602.74384),(24 599.8221),(25 605.5431),(26 606.8063),(27 605.85266),(28 612.24005),(29 612.1071),(30 625.1015),(31 623.75854),(32 628.5787),(33 634.2259),(34 641.31976),(35 648.3011),(36 655.6076),(37 664.1441),(38 680.24225),(39 701.31055),(40 708.2529),(41 721.81006),(42 729.17126),(43 730.89233),(44 737.1946),(45 740.4076),(46 737.7696),(47 741.2134),(48 745.9462),(49 750.34424),(50 741.746),(51 741.67096),(52 743.8937),(53 738.98804),(54 736.7141),(55 727.38477),(56 714.18225),(57 711.441),(58 703.6124),(59 696.03345),(60 687.96686),(61 688.8324),(62 682.2227),(63 697.6577),(64 700.4449),(65 699.92145),(66 698.2222),(67 702.6198),(68 696.86127),(69 701.5771),(70 706.57477),(71 699.41156),(72 705.8699),(73 704.5611),(74 708.23),(75 716.0017),(76 722.29285),(77 728.1508),(78 738.5528),(79 753.8306),
(1 353.9662),(2 417.3616),(3 458.28354),(4 470.26782),(5 484.11258),(6 492.08612),(7 500.91873),(8 507.8209),(9 508.75006),(10 526.92975),(11 524.72784),(12 538.01807),(13 534.93805),(14 546.7991),(15 552.9751),(16 557.75916),(17 565.7591),(18 576.5786),(19 578.47205),(20 584.67163),(21 580.2527),(22 587.7141),(23 586.3449),(24 587.89124),(25 591.44696),(26 578.44464),(27 585.9562),(28 593.687),(29 595.10736),(30 607.2121),(31 606.6647),(32 608.10376),(33 614.1002),(34 622.731),(35 624.07),(36 631.28),(37 648.10077),(38 660.5687),(39 673.00006),(40 670.8924),(41 679.343),(42 684.82465),(43 687.9417),(44 688.5255),(45 701.48615),(46 695.8238),(47 698.60724),(48 699.66327),(49 699.87427),(50 692.3176),(51 687.87756),(52 691.9194),(53 694.88336),(54 693.06287),(55 686.0704),(56 678.35754),(57 674.16376),(58 661.35864),(59 653.54535),(60 649.36554),(61 648.43146),(62 650.3189),(63 665.47144),(64 677.0179),(65 677.0246),(66 669.4288),(67 678.50415),(68 677.07043),(69 679.40784),(70 678.2773),(71 674.85333),(72 674.0892),(73 675.90594),(74 681.2999),(75 691.036),(76 698.30493),(77 701.0543),(78 707.3974),(79 719.9777),
(1 346.63586),(2 403.5943),(3 442.9193),(4 455.56918),(5 461.7545),(6 473.83423),(7 485.54428),(8 496.3564),(9 501.7296),(10 507.612),(11 514.44244),(12 525.98694),(13 529.3357),(14 536.0724),(15 534.9932),(16 548.41437),(17 556.4209),(18 563.94006),(19 556.6814),(20 562.1698),(21 560.72327),(22 563.43207),(23 565.3973),(24 570.0305),(25 570.5841),(26 566.65497),(27 567.4237),(28 571.5521),(29 574.9196),(30 582.03644),(31 578.5516),(32 572.233),(33 587.6216),(34 589.3613),(35 594.5556),(36 598.5102),(37 608.6998),(38 616.2799),(39 622.2077),(40 623.244),(41 633.6579),(42 647.3676),(43 646.08673),(44 648.08203),(45 656.3376),(46 651.5783),(47 654.5621),(48 658.0659),(49 660.5714),(50 656.0733),(51 654.97107),(52 654.6083),(53 657.5788),(54 657.44855),(55 651.15796),(56 642.2651),(57 638.7336),(58 629.8524),(59 624.86414),(60 624.79407),(61 625.2753),(62 628.12506),(63 631.7365),(64 635.51013),(65 636.6681),(66 635.3499),(67 638.0855),(68 636.79724),(69 634.31305),(70 635.16113),(71 636.91754),(72 635.7124),(73 638.2624),(74 631.46704),(75 645.648),(76 646.6881),(77 648.67413),(78 651.8064),(79 661.1665),
(1 346.26877),(2 407.28015),(3 443.5105),(4 453.59775),(5 462.01938),(6 476.55527),(7 480.86002),(8 491.53946),(9 498.82477),(10 505.65814),(11 501.65094),(12 518.8593),(13 524.2463),(14 524.5631),(15 524.5771),(16 530.4241),(17 538.95447),(18 546.4555),(19 540.69666),(20 543.8063),(21 547.86914),(22 555.8043),(23 554.61646),(24 553.1924),(25 554.97327),(26 552.02924),(27 560.08154),(28 563.7988),(29 565.0422),(30 577.01984),(31 578.45667),(32 579.62177),(33 589.95685),(34 592.0302),(35 599.63446),(36 602.22723),(37 607.7071),(38 614.7217),(39 619.7193),(40 624.05725),(41 629.3648),(42 631.1755),(43 629.04553),(44 628.7001),(45 634.15607),(46 627.9426),(47 631.7069),(48 632.25696),(49 626.42505),(50 629.73615),(51 634.4256),(52 632.6642),(53 634.7962),(54 639.57983),(55 633.4495),(56 627.2217),(57 621.58325),(58 616.34436),(59 614.3711),(60 614.39404),(61 613.4589),(62 612.24884),(63 616.83563),(64 618.8038),(65 626.2437),(66 627.4431),(67 628.1019),(68 631.1943),(69 636.4895),(70 632.85834),(71 630.30756),(72 628.7484),(73 631.85754),(74 632.873),(75 632.6332),(76 635.98224),(77 638.176),(78 639.1339),(79 643.942),
(1 337.65042),(2 397.16956),(3 433.00452),(4 444.1753),(5 455.50995),(6 466.23776),(7 467.95505),(8 476.7549),(9 482.26785),(10 491.4618),(11 491.62604),(12 505.74884),(13 512.972),(14 513.37286),(15 517.13434),(16 519.80005),(17 526.4353),(18 533.9115),(19 529.18256),(20 537.4231),(21 541.1826),(22 549.5609),(23 541.36145),(24 538.1953),(25 544.09247),(26 538.788),(27 543.4536),(28 546.45825),(29 542.6526),(30 547.4803),(31 547.5972),(32 550.9912),(33 567.5647),(34 571.3576),(35 582.9031),(36 583.02295),(37 590.0117),(38 595.0979),(39 598.92267),(40 606.32935),(41 615.0013),(42 619.8654),(43 619.8933),(44 621.49927),(45 629.6681),(46 619.7541),(47 615.9957),(48 616.4002),(49 619.5339),(50 618.888),(51 619.65607),(52 613.6115),(53 617.1228),(54 611.1516),(55 604.8982),(56 599.6877),(57 595.273),(58 587.1803),(59 586.77795),(60 584.8946),(61 585.09344),(62 585.72266),(63 594.3853),(64 590.85474),(65 589.4071),(66 592.874),(67 587.9616),(68 585.95605),(69 589.5444),(70 596.05725),(71 596.301),(72 598.119),(73 602.8045),(74 607.5744),(75 607.0626),(76 606.1191),(77 606.52673),(78 604.4399),(79 611.61993),
