1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 35964.89),(2 70345.9),(3 70333.086),(4 66685.55),(5 75148.77),(6 79309.16),(7 75732.29),(8 73323.734),(9 73357.42),(10 73443.03),(11 75394.055),(12 77846.76),(13 75443.14),(14 73267.75),(15 76388.97),(16 78031.44),(17 74297.9),(18 76620.125),(19 80083.875),(20 77243.68),(21 75602.875),(22 79720.305),(23 82980.49),(24 80645.4),(25 77808.43),(26 78270.81),(27 79573.734),(28 78239.51),(29 79156.48),(30 81859.125),(31 82256.99),(32 80954.87),(33 80415.72),(34 80713.38),(35 79525.24),(36 79409.06),(37 80828.695),(38 81327.91),(39 81836.43),(40 81700.04),(41 83344.74),(42 85196.195),(43 86065.91),(44 87161.57),(45 87187.9),(46 87785.27),(47 88212.47),(48 87996.32),(49 87657.45),(50 89922.336),(51 89869.49),(52 89491.29),(53 92048.234),(54 92391.46),(55 91989.94),(56 90567.9),(57 92570.336),(58 94937.984),(59 93621.55),(60 91164.57),(61 92546.17),(62 96486.14),(63 97128.58),(64 96092.34),(65 96734.35),(66 96984.4),(67 96202.4),(68 95824.1),(69 96656.516),(70 97624.42),(71 97555.58),(72 97081.74),(73 95673.14),(74 95897.62),(75 96794.875),(76 95770.164),(77 95980.3),(78 97299.65),(79 99382.3),
(1 33332.305),(2 64521.445),(3 65703.68),(4 63354.62),(5 68863.06),(6 72133.52),(7 71059.68),(8 69243.99),(9 67864.56),(10 68340.9),(11 70989.54),(12 73369.24),(13 69328.234),(14 67844.31),(15 70837.42),(16 71824.1),(17 69521.04),(18 72306.336),(19 73923.78),(20 72310.695),(21 72234.25),(22 74478.85),(23 75015.195),(24 74167.91),(25 75663.34),(26 77292.44),(27 75900.1),(28 75076.445),(29 75227.33),(30 75867.086),(31 74960.945),(32 76747.125),(33 76491.305),(34 74475.65),(35 72028.81),(36 73411.35),(37 76274.2),(38 76804.17),(39 76178.06),(40 76886.49),(41 77891.19),(42 76082.44),(43 75668.875),(44 78499.07),(45 81497.17),(46 79367.49),(47 79110.94),(48 81551.18),(49 83150.81),(50 80934.31),(51 79948.055),(52 80658.63),(53 82570.34),(54 81984.695),(55 82423.695),(56 82952.016),(57 83540.17),(58 83463.516),(59 82593.07),(60 82454.79),(61 82816.48),(62 84944.055),(63 86649.734),(64 86926.53),(65 85056.445),(66 85545.914),(67 87838.016),(68 88635.96),(69 88652.56),(70 88234.375),(71 89119.68),(72 87958.39),(73 85409.99),(74 86525.11),(75 89516.63),(76 89524.78),(77 89365.62),(78 89659.75),(79 90522.77),
(1 31488.885),(2 60134.35),(3 62388.887),(4 61829.8),(5 66403.01),(6 67053.36),(7 66237.09),(8 66695.24),(9 66045.336),(10 67390.5),(11 68343.97),(12 68913.516),(13 67634.62),(14 66297.6),(15 66300.83),(16 66688.61),(17 66919.47),(18 68664.7),(19 69559.27),(20 68559.58),(21 70095.945),(22 70416.414),(23 68572.95),(24 67755.13),(25 71593.46),(26 74447.75),(27 73082),(28 70809.05),(29 72004.414),(30 72806.68),(31 72271.61),(32 72028.74),(33 72233.195),(34 70383.32),(35 69745.9),(36 69701.07),(37 68915.18),(38 70898.6),(39 74019.484),(40 74996.414),(41 75866.7),(42 75067.34),(43 74318.2),(44 73853.695),(45 75273.695),(46 76225.2),(47 74938.43),(48 73877.766),(49 74537.33),(50 75934.41),(51 77844.39),(52 78025.33),(53 77124.12),(54 76611.33),(55 77123.836),(56 77609.9),(57 77825.484),(58 76754.43),(59 77109.734),(60 77935.805),(61 78973.664),(62 79515.95),(63 79451.45),(64 79621.32),(65 82377.82),(66 83346.43),(67 80128.88),(68 80304.586),(69 84113.664),(70 84432.05),(71 81723.03),(72 79673.375),(73 79979.07),(74 81464.83),(75 81401.87),(76 81041.43),(77 83872.336),(78 87255.63),(79 86749.78),
(1 32875.59),(2 61585.18),(3 61884.98),(4 61916.66),(5 65710.8),(6 64953.21),(7 63338.45),(8 63668.867),(9 63098.758),(10 64377.535),(11 66391.45),(12 67042.484),(13 63736.242),(14 62388.18),(15 66167.55),(16 68013.45),(17 66141.86),(18 68296.35),(19 70788.945),(20 70270.65),(21 67618.33),(22 68619.99),(23 70342.59),(24 70170.41),(25 70775.56),(26 72238.805),(27 72261.97),(28 71793.24),(29 74306.11),(30 75288.805),(31 72683.086),(32 72112.09),(33 72487.78),(34 70301.65),(35 70348.336),(36 71532.414),(37 69027.3),(38 70903.07),(39 73587.61),(40 74537.75),(41 74319.01),(42 72808.375),(43 73050.01),(44 74945.86),(45 74631.21),(46 72928.3),(47 73752.88),(48 75836.75),(49 74502.71),(50 74064.93),(51 77512.02),(52 78122.1),(53 74524.734),(54 73690.3),(55 76038.02),(56 77776.37),(57 77292.57),(58 75040.65),(59 74964.16),(60 76778.04),(61 78404.25),(62 78151.375),(63 77644.195),(64 76440.98),(65 77090.22),(66 79581.85),(67 79734),(68 78578.57),(69 79571.18),(70 80206.2),(71 78371.234),(72 77262.14),(73 78361.94),(74 80140.484),(75 78699.164),(76 77524.71),(77 80103.07),(78 81728.19),(79 81404.086),
(1 32281.725),(2 59604.895),(3 59640.04),(4 60937.68),(5 65651.61),(6 64415.945),(7 62870.332),(8 63817.664),(9 63702.574),(10 63874.785),(11 65442.266),(12 67057.5),(13 64080.777),(14 62303.977),(15 65096.777),(16 67719.055),(17 67820.72),(18 66999.31),(19 68493.016),(20 70571.01),(21 68709.734),(22 66776.836),(23 66961.77),(24 67839.945),(25 68820.695),(26 68351.64),(27 68224.81),(28 70926.35),(29 72812.33),(30 70702.25),(31 69197.6),(32 69023.07),(33 68285.33),(34 66445.61),(35 67375.74),(36 68834.836),(37 69261.86),(38 70651.56),(39 70747.57),(40 71607.98),(41 72623.84),(42 72087.99),(43 71203.06),(44 73433.64),(45 74151.42),(46 72896.06),(47 72720.68),(48 73780.06),(49 74211.27),(50 74729.36),(51 76938.1),(52 75084.32),(53 73542.234),(54 75259.07),(55 74428.81),(56 72801.53),(57 73907.41),(58 73853.93),(59 72565.5),(60 73247.39),(61 75312.94),(62 76730.19),(63 76308.29),(64 75026.39),(65 75640.945),(66 77593.625),(67 76242.92),(68 75023.31),(69 77329.125),(70 78350.836),(71 77868.164),(72 77780.65),(73 77079.1),(74 75581.375),(75 74647.055),(76 76487.73),(77 78179.03),(78 78940.79),(79 79564.02),
(1 31463.05),(2 58435.48),(3 56679.563),(4 57918.188),(5 62630.633),(6 60453.79),(7 58496.04),(8 58792.293),(9 58540.594),(10 60887.67),(11 63424.875),(12 62734.496),(13 61183.992),(14 62624.316),(15 63504.465),(16 62352.582),(17 63562.742),(18 65573.055),(19 65643.766),(20 68599.5),(21 69846.85),(22 66385.695),(23 62536.367),(24 64212.387),(25 67468.12),(26 67200.36),(27 67381.89),(28 69389.305),(29 68945.016),(30 69098.99),(31 69643.03),(32 66668.66),(33 65259.586),(34 65428.25),(35 66298.78),(36 67616.26),(37 67608.445),(38 68072.67),(39 67354.58),(40 68419.57),(41 68965.73),(42 68227.11),(43 68498.76),(44 68538.24),(45 68652.31),(46 70096.4),(47 70628.625),(48 68519.664),(49 67659.49),(50 69395.58),(51 72556.11),(52 71718.08),(53 70552.08),(54 70929.055),(55 70830.75),(56 68688.54),(57 67696.914),(58 69451.734),(59 71975.71),(60 71064.01),(61 68292.445),(62 70173.4),(63 73131.33),(64 71852.21),(65 71872.35),(66 72993.71),(67 73215.87),(68 72690.19),(69 73659.7),(70 73864.28),(71 74214.75),(72 73710.484),(73 72141.52),(74 71480.164),(75 71995.18),(76 73004.62),(77 73136.09),(78 72436.836),(79 72699.88),
(1 28008.693),(2 50301.1),(3 51935.875),(4 56108.4),(5 57392.254),(6 54434.28),(7 54393.207),(8 54320.215),(9 53521.535),(10 56265.926),(11 58614.72),(12 58166.21),(13 57094.938),(14 57577.902),(15 58632.39),(16 58159.543),(17 58493.547),(18 60509.11),(19 62427.348),(20 64131.57),(21 63144.54),(22 60335.94),(23 59106.883),(24 61155.19),(25 61557.063),(26 61800.758),(27 63708.637),(28 63794.83),(29 62383.332),(30 63739.082),(31 65522.387),(32 64694.49),(33 63075.035),(34 60593.184),(35 63177.688),(36 65053.125),(37 64877.117),(38 64531.266),(39 64349.387),(40 65762.195),(41 65649.68),(42 64870.38),(43 65969.56),(44 67738.29),(45 65192.023),(46 64495.355),(47 67875.7),(48 68403.93),(49 67577.92),(50 67632.04),(51 69324.58),(52 68447.42),(53 68151.44),(54 68364.836),(55 67459.914),(56 66844.13),(57 66283.02),(58 66245.195),(59 67009.43),(60 67759.85),(61 67141.67),(62 68295.56),(63 68804.64),(64 69055.14),(65 71469.055),(66 71398.78),(67 69133.76),(68 70007.695),(69 71152.81),(70 69754.45),(71 68232.32),(72 68465.914),(73 68874.69),(74 68449.19),(75 69129.484),(76 69249.51),(77 68118.695),(78 67805.29),(79 66908.7),
(1 28727.457),(2 50436.27),(3 49382.188),(4 52597.652),(5 54629.55),(6 52254),(7 53143.883),(8 52582.277),(9 49506.55),(10 53005.07),(11 57434.48),(12 55588.19),(13 52731.02),(14 55159.98),(15 55823.03),(16 53444.21),(17 55221.82),(18 57952.133),(19 57526.125),(20 57860.87),(21 60712.52),(22 59246.477),(23 56132.16),(24 58880.117),(25 61773.555),(26 60738.508),(27 60513.773),(28 61417.14),(29 60852.38),(30 61047.258),(31 62177.582),(32 61734.332),(33 62212.953),(34 63402.973),(35 63302.04),(36 63159.766),(37 64315.074),(38 63776.848),(39 61867.28),(40 63967.215),(41 66123.82),(42 64493.56),(43 63746.652),(44 65040.445),(45 65752.88),(46 67277.43),(47 66456.914),(48 65431.12),(49 67369.336),(50 68297.52),(51 66897.17),(52 66554.72),(53 67874.984),(54 67278.96),(55 65687.766),(56 66129.38),(57 67111.516),(58 67813.77),(59 67300.49),(60 66485.89),(61 66947.04),(62 67893.73),(63 67871.15),(64 67439.71),(65 68461.78),(66 68748.73),(67 67896.67),(68 67014.04),(69 67926.64),(70 70433.11),(71 69067.266),(72 68020.78),(73 69981.836),(74 71207.77),(75 70148.695),(76 68883.55),(77 67432.93),(78 68421.61),(79 69670.78),
(1 27965.525),(2 49509.285),(3 49693.83),(4 53340.918),(5 53729.93),(6 50096.97),(7 51852.63),(8 52965.83),(9 51038.85),(10 52720.56),(11 55529.074),(12 54008.23),(13 52326.215),(14 54035.867),(15 55157.703),(16 53368.125),(17 54949.563),(18 56758.285),(19 56378.633),(20 57111.7),(21 56936.71),(22 55069.316),(23 55228.88),(24 57098.715),(25 57349.043),(26 57460.883),(27 58869.098),(28 57619.38),(29 56252.617),(30 57865.79),(31 58991.14),(32 58812.6),(33 59708.434),(34 61170.344),(35 62427.176),(36 63084.69),(37 60855.77),(38 58551.004),(39 59777.043),(40 61176.31),(41 61309.93),(42 60882.68),(43 61037.617),(44 61491.16),(45 62348.105),(46 63799.75),(47 63377.484),(48 62947.39),(49 63908.215),(50 63303.09),(51 65241.477),(52 66545.03),(53 64683.05),(54 63653.574),(55 64053.176),(56 63398.65),(57 63309.727),(58 64164.28),(59 62855.92),(60 62402.15),(61 63011.117),(62 63381.992),(63 63879.055),(64 64403.25),(65 63884.53),(66 62727.93),(67 63098.105),(68 63190.867),(69 62395.3),(70 64057.355),(71 64857.75),(72 63216.113),(73 62426.176),(74 64606.86),(75 65262.113),(76 63825.406),(77 64056.77),(78 65896.695),(79 65563.97),
(1 29175.777),(2 50413.477),(3 48337.266),(4 50984.215),(5 50612.574),(6 48525.45),(7 51032.977),(8 50108.547),(9 49909.055),(10 53941.152),(11 54199.09),(12 51678.098),(13 51805.543),(14 53051.26),(15 53753.52),(16 53638.86),(17 55260.242),(18 56178.914),(19 53723.887),(20 53935.355),(21 56076.855),(22 54116.375),(23 53871.066),(24 57169.625),(25 57718.03),(26 57270.48),(27 58495.855),(28 57379.297),(29 55513.297),(30 57056.11),(31 57184.6),(32 55239.83),(33 56634.78),(34 58524.59),(35 58692.78),(36 60189.21),(37 59785.26),(38 56223.426),(39 56231.098),(40 59726.863),(41 59526.297),(42 58814.426),(43 60047.33),(44 59381.51),(45 57988.402),(46 59813.105),(47 60056.984),(48 60848.42),(49 60231.74),(50 58909.707),(51 61230.934),(52 63012.355),(53 61937.348),(54 59912.168),(55 60109.156),(56 61163.957),(57 60331.78),(58 59799.313),(59 58150.773),(60 59042.664),(61 60296.754),(62 58819.418),(63 58081.773),(64 59691.508),(65 60344.902),(66 58375.004),(67 57792.426),(68 59917.19),(69 61189.27),(70 59577.27),(71 59241.145),(72 60653.23),(73 60295.465),(74 60526.168),(75 59427.617),(76 60195.8),(77 61345.973),(78 62275.76),(79 62259.176),
(1 29175.467),(2 50250.75),(3 46812.555),(4 49152.97),(5 50964.49),(6 50159.957),(7 50885.05),(8 49596.13),(9 50411.266),(10 53598.07),(11 53347.098),(12 50911.137),(13 51523.207),(14 52998.637),(15 53263.82),(16 55304.88),(17 57066.086),(18 54920.88),(19 53170.992),(20 55755.62),(21 53858.91),(22 51346.445),(23 54776.63),(24 55799.043),(25 54727.957),(26 56115.547),(27 55905.582),(28 54826.242),(29 56446.01),(30 58000.383),(31 55937.867),(32 55444.97),(33 56546.477),(34 56919.32),(35 57301.57),(36 58515.47),(37 57468.23),(38 57632.355),(39 58621.168),(40 59055.92),(41 59461.836),(42 59723.88),(43 60347.62),(44 59356.64),(45 59464.97),(46 60744.16),(47 60491.434),(48 62261.24),(49 61503.598),(50 60700.547),(51 62706.07),(52 62399.555),(53 61022.36),(54 62436.83),(55 63395.13),(56 62190.95),(57 61889.742),(58 61451.64),(59 60589.152),(60 60860.395),(61 60692.977),(62 59472.645),(63 58436.13),(64 59648.598),(65 61000.613),(66 61358.984),(67 59601.55),(68 60902.47),(69 62551.633),(70 61093.598),(71 59910.68),(72 61634.69),(73 62286.547),(74 62214.18),(75 61211.273),(76 59770.72),(77 60776.69),(78 61747.266),(79 61009.36),
(1 28956.055),(2 48846.016),(3 45955.145),(4 48289.023),(5 49146.953),(6 47481.848),(7 49595.16),(8 49618.71),(9 49642.633),(10 51982.035),(11 50696.594),(12 48696.3),(13 50377.23),(14 53931.215),(15 52433.586),(16 53009.49),(17 56518.703),(18 54447.023),(19 52875.027),(20 56149.555),(21 52372.633),(22 50288.09),(23 56556.82),(24 57520.785),(25 53675.9),(26 54299.24),(27 55215.113),(28 54715.477),(29 54499.645),(30 54045.836),(31 53146.31),(32 52386.242),(33 53360.418),(34 53836.07),(35 55033.43),(36 54560.125),(37 53643.797),(38 53785.92),(39 53547.234),(40 53907.44),(41 54741.555),(42 55249.633),(43 56121.957),(44 56546.113),(45 56250.34),(46 56230.684),(47 56919.414),(48 57021.42),(49 56310.746),(50 59191.66),(51 61288.566),(52 57913.563),(53 57263.73),(54 59165.13),(55 58915.113),(56 58473.813),(57 58831.605),(58 58547.13),(59 57466.844),(60 57295.48),(61 57685.164),(62 58136.773),(63 57953.957),(64 56640.727),(65 57369.17),(66 58430.47),(67 57078.82),(68 56337.203),(69 58322.58),(70 57321.47),(71 55676.992),(72 56242.504),(73 57747.066),(74 57883.016),(75 56876.563),(76 57152.117),(77 58720.566),(78 59098.008),(79 56780.613),
(1 29716.393),(2 49867.918),(3 46960.902),(4 49604.38),(5 48994.625),(6 47168.88),(7 49211.527),(8 48064.77),(9 49103.71),(10 51776.633),(11 50497.008),(12 47737.082),(13 49898.73),(14 51680.918),(15 50162.508),(16 50478.73),(17 51899.258),(18 51424.715),(19 52603.5),(20 52482.613),(21 48902.715),(22 48970.285),(23 53100.51),(24 54025.62),(25 52248.6),(26 50965.285),(27 50498.777),(28 52319.82),(29 53117.035),(30 51899.676),(31 51144.387),(32 49661.4),(33 49736.85),(34 50999.99),(35 53272.137),(36 52670.094),(37 52712.754),(38 53864.707),(39 52264.527),(40 50822.41),(41 53098.977),(42 55034.516),(43 53620.53),(44 53834.625),(45 55213.918),(46 55698.613),(47 55166.074),(48 54396.113),(49 55893.887),(50 57764.94),(51 58056.56),(52 58005),(53 58415.426),(54 57352.344),(55 57448.027),(56 57041.613),(57 56425.71),(58 56629.37),(59 56897.305),(60 56439.867),(61 57137.41),(62 58035.86),(63 57049.727),(64 57076.195),(65 58204.44),(66 57410.387),(67 57561.875),(68 58197.37),(69 57903.723),(70 58126.656),(71 58783.707),(72 57298.53),(73 57492.75),(74 58078.246),(75 58684.027),(76 58419.953),(77 58173.75),(78 57247.77),(79 58097.555),
(1 28191.771),(2 45864.992),(3 43711.914),(4 48022.734),(5 46726.633),(6 44234.61),(7 46064.223),(8 45132.254),(9 45971.71),(10 48255.406),(11 47819.727),(12 46425.93),(13 48211.563),(14 49954.363),(15 48781.152),(16 49158.85),(17 50892.74),(18 49833.656),(19 49550.77),(20 50888.6),(21 48800.832),(22 47315.668),(23 49845.586),(24 51592.33),(25 49315.62),(26 48866.2),(27 49683.41),(28 49284.48),(29 49234.785),(30 49905.117),(31 49450.27),(32 48551.25),(33 49725.89),(34 50021.434),(35 50029.68),(36 49648.586),(37 50824.85),(38 51846.324),(39 50754.19),(40 50422.973),(41 51704.23),(42 53081.406),(43 53296.48),(44 52767.832),(45 54371.973),(46 54965.543),(47 52961.492),(48 52633.41),(49 53991.53),(50 54520.938),(51 54749.754),(52 54363.45),(53 55366.563),(54 55038.38),(55 53556.195),(56 53715.57),(57 54804.29),(58 53938.305),(59 53146.594),(60 54231.633),(61 54448.81),(62 54207.805),(63 53944.26),(64 55201.83),(65 56327.13),(66 54583.883),(67 54902.688),(68 55838.09),(69 55218.65),(70 54746.824),(71 55755.35),(72 55283.13),(73 55255.047),(74 56880.406),(75 57616.406),(76 56367.36),(77 55826.36),(78 55110.367),(79 56210.465),
(1 28025.53),(2 44032.156),(3 42173.07),(4 46772.664),(5 45416.527),(6 43446.508),(7 43655.37),(8 44016.566),(9 46091.492),(10 48160.207),(11 46652.76),(12 44626.465),(13 47403.297),(14 47680.223),(15 46288.957),(16 48133.61),(17 48986.66),(18 47177.96),(19 46864.746),(20 48240.633),(21 47152.965),(22 47063.516),(23 49194.33),(24 49491.445),(25 47389.906),(26 47516.94),(27 48149.926),(28 48294.344),(29 48529.35),(30 47909.26),(31 47666.453),(32 46276.242),(33 47908.26),(34 48618.387),(35 46962.547),(36 46608.19),(37 48791.25),(38 49569.613),(39 49135.273),(40 49608.973),(41 50787.113),(42 50415.71),(43 50756.42),(44 51117.9),(45 50614.28),(46 49741.363),(47 49648.445),(48 50927.855),(49 51378.332),(50 51646.715),(51 52176.324),(52 52757.94),(53 52696.477),(54 51469.195),(55 51732.184),(56 52303.43),(57 52433.33),(58 52752.36),(59 53213.133),(60 52342.094),(61 51129.42),(62 52063.816),(63 52408.71),(64 52091.195),(65 52724.93),(66 52182.773),(67 53109.55),(68 53437.625),(69 52760.63),(70 52994.12),(71 53557.133),(72 54295.875),(73 54305.766),(74 53018.62),(75 53119.098),(76 52619.59),(77 52698.867),(78 53991.44),(79 54234.242),
(1 28693.658),(2 45661.98),(3 43479.38),(4 47238.434),(5 45172.508),(6 43899.125),(7 44496.34),(8 42964.965),(9 45312.22),(10 47780.77),(11 46271.188),(12 46791.34),(13 48388.62),(14 47306.78),(15 46865.496),(16 48644.55),(17 47881.523),(18 47201.17),(19 48999.176),(20 48597.777),(21 46490.48),(22 47956.176),(23 49671.875),(24 48700.34),(25 47537.01),(26 46842.207),(27 47508.723),(28 48139.645),(29 48389.82),(30 48757.945),(31 49850.9),(32 48537.234),(33 48641.906),(34 49042.44),(35 46190.008),(36 45993.31),(37 49410.426),(38 50251.19),(39 48934.22),(40 49110.223),(41 50908.4),(42 50077.543),(43 50736.65),(44 52366.848),(45 51915.17),(46 50499.953),(47 50442.68),(48 53354.863),(49 53289.74),(50 50781.246),(51 52552.426),(52 54222.773),(53 53777.57),(54 52831.11),(55 54200.32),(56 54640.22),(57 52878.72),(58 53711.133),(59 55621.074),(60 54743.594),(61 53646.92),(62 54905.16),(63 54870.86),(64 53840.027),(65 53890.5),(66 55089.25),(67 55148.5),(68 52905.465),(69 53382.254),(70 56122.28),(71 55791.668),(72 54845.094),(73 55612.57),(74 55020.047),(75 54035.164),(76 54665.832),(77 55543.21),(78 56826.527),(79 57844.387),
(1 26195.584),(2 42375.984),(3 40942.563),(4 43978.418),(5 43395.508),(6 42751.477),(7 41638.895),(8 42403.465),(9 45880.008),(10 43610.637),(11 43322.76),(12 45564.418),(13 45608.414),(14 44789.813),(15 44600.855),(16 46502.26),(17 46124.78),(18 44828.508),(19 46957.535),(20 46252.383),(21 43732.504),(22 45139.16),(23 47062.71),(24 45946.35),(25 44155.207),(26 43390.17),(27 44152.766),(28 45027.395),(29 44647.984),(30 45976.285),(31 47019.68),(32 45305.758),(33 45391.008),(34 45534.9),(35 43825.543),(36 44616.484),(37 47880.11),(38 47173.465),(39 46592.195),(40 47938.836),(41 47891.457),(42 46308.598),(43 47216.94),(44 48065),(45 48200.07),(46 46844.027),(47 47339.67),(48 48995.207),(49 48017.355),(50 48314.625),(51 50469.957),(52 49487.914),(53 49697.598),(54 50412.63),(55 49692.504),(56 49431.39),(57 49226.836),(58 50799.3),(59 50366.67),(60 49150.598),(61 50444.508),(62 50301.977),(63 49629.94),(64 50205.598),(65 50530.613),(66 50349.215),(67 50449.996),(68 50248.69),(69 49973.848),(70 50184.445),(71 50469.434),(72 51268.297),(73 51235.74),(74 51024.992),(75 51195.18),(76 50962.9),(77 51399.47),(78 52595.8),(79 52307.047),
(1 25724.625),(2 41936.66),(3 38625.223),(4 39918.973),(5 40362.254),(6 39886.387),(7 39648.72),(8 40919.914),(9 42753.805),(10 40800.3),(11 41085.59),(12 42597.594),(13 43304.023),(14 42665.883),(15 41630.543),(16 43547.33),(17 43481.89),(18 43118.23),(19 43665.598),(20 42346.992),(21 41423.758),(22 43333.145),(23 44894.504),(24 43970.42),(25 43120.457),(26 42645.48),(27 42989.51),(28 42202.824),(29 43888.504),(30 45680.75),(31 45126.832),(32 43958.65),(33 44501.332),(34 43741.715),(35 43268.89),(36 44449.367),(37 45513.105),(38 46254.406),(39 46274.707),(40 46617.27),(41 45793.496),(42 45097.12),(43 46314.367),(44 46743.95),(45 47294.188),(46 47093.17),(47 47414.742),(48 48507.715),(49 48723.75),(50 48864.67),(51 49672.92),(52 48845.277),(53 49970.566),(54 50809.17),(55 48845.75),(56 49567),(57 51057.516),(58 49548.723),(59 49450.55),(60 50017.984),(61 50081.23),(62 49726.547),(63 50712.11),(64 51903.977),(65 52382.668),(66 51277.145),(67 51898.7),(68 53164.36),(69 52755.383),(70 51971.402),(71 52217.234),(72 52595.79),(73 52491.016),(74 51551.773),(75 51845.09),(76 52359.586),(77 51996.184),(78 52591.8),(79 53618.797),
