1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 17777.746),(2 65172.887),(3 156444.27),(4 250574.73),(5 365971.66),(6 494635.16),(7 632853.2),(8 767770.8),(9 906630),(10 1051357.9),(11 1212944.9),(12 1392290),(13 1581249),(14 1783327.6),(15 2032161),(16 2288988),(17 2552150),(18 2832455.8),(19 3113388.3),(20 3390142.3),(21 3673467.3),(22 3944286.8),(23 4188707.3),(24 4379432.5),(25 4555904.5),(26 4717496),(27 4860409.5),(28 4983938.5),(29 5105263.5),(30 5216675),(31 5338038),(32 5442129),(33 5536128.5),(34 5630395.5),(35 5713527.5),(36 5771824),(37 5839012.5),(38 5890850),(39 5950945.5),(40 5913624.5),(41 5955773.5),(42 5989312),(43 6028272.5),(44 6075521.5),(45 6124822),(46 6216861.5),(47 6322951.5),(48 6477480),(49 6664270),(50 6877284.5),(51 7132738.5),(52 7400144.5),(53 7664466.5),(54 7940561.5),(55 8224642.5),(56 8493825),(57 8768044),(58 9056029),(59 9363040),(60 9676081),(61 10039449),(62 10401833),(63 10789905),(64 11149349),(65 11503747),(66 11789333),(67 12039871),(68 12275301),(69 12511596),(70 12723216),(71 12944621),(72 13138381),(73 13323107),(74 13497193),(75 13671227),(76 13834220),(77 13966127),(78 14114213),(79 14199899),
(1 1769.3495),(2 2564.3325),(3 3186.2556),(4 3627.3127),(5 4063.9048),(6 4530.915),(7 4925.4424),(8 5276.0894),(9 5604.5366),(10 5858.9976),(11 6172.0327),(12 6404.1406),(13 6638.379),(14 6893.968),(15 7011.1045),(16 7065.9146),(17 7089.565),(18 7126.5625),(19 7146.3433),(20 7132.1577),(21 7082.648),(22 7035.3613),(23 6964.4126),(24 6930.9004),(25 6816.321),(26 6693.227),(27 6608.202),(28 6540.2246),(29 6426.2144),(30 6365.655),(31 6300.518),(32 6259.9565),(33 6166.7124),(34 6138.122),(35 6066.1826),(36 5983.2505),(37 5973.019),(38 5916.905),(39 5968.631),(40 5940.36),(41 5935.394),(42 5962.6416),(43 5971.432),(44 5962.0083),(45 5975.998),(46 5954.826),(47 5967.553),(48 5899.211),(49 5932.7744),(50 5927.108),(51 5945.3867),(52 5962.186),(53 5957.3633),(54 5991.3965),(55 5992.5205),(56 5989.89),(57 6055.221),(58 6024.8696),(59 6065.387),(60 6034.5176),(61 6083.82),(62 6112.9536),(63 6191.708),(64 6213.1597),(65 6277.131),(66 6291.7935),(67 6369.361),(68 6424.2173),(69 6425.0176),(70 6464.342),(71 6438.4067),(72 6471.5615),(73 6447.158),(74 6505.612),(75 6576.2866),(76 6624.524),(77 6628.6743),(78 6594.3696),(79 6569.5264),
(1 1697.6246),(2 2479.4358),(3 3152.7397),(4 3591.3098),(5 3992.7131),(6 4428.447),(7 4751.857),(8 5103.4985),(9 5462.192),(10 5751.96),(11 5999.5293),(12 6224.772),(13 6479.915),(14 6693.158),(15 6830.727),(16 6834.0737),(17 6865.2153),(18 6825.657),(19 6818.8457),(20 6763.284),(21 6696.2466),(22 6574.54),(23 6529.2676),(24 6481.3716),(25 6396.7773),(26 6372.508),(27 6295.4565),(28 6209.385),(29 6175.223),(30 6104.771),(31 6033.106),(32 5972.828),(33 5908.2227),(34 5826.893),(35 5766.772),(36 5714.073),(37 5662.4644),(38 5688.323),(39 5636.39),(40 5596.224),(41 5608.5674),(42 5647.005),(43 5614.4155),(44 5606.6694),(45 5652.437),(46 5619.62),(47 5638.2896),(48 5634.5327),(49 5644.17),(50 5642.04),(51 5678.365),(52 5704.6245),(53 5667.1074),(54 5688.534),(55 5717.5146),(56 5695.8633),(57 5679.111),(58 5717.173),(59 5744.5625),(60 5721.2676),(61 5787.291),(62 5789.8994),(63 5937.219),(64 5990.2603),(65 6056.0444),(66 6135.817),(67 6209.763),(68 6300.4053),(69 6343.273),(70 6364.596),(71 6420.505),(72 6413.252),(73 6480.97),(74 6514.4478),(75 6573.118),(76 6574.076),(77 6611.0454),(78 6600.768),(79 6609.626),
(1 1630.5343),(2 2405.4019),(3 3043.7334),(4 3468.3806),(5 3870.671),(6 4239.583),(7 4596.551),(8 4864.894),(9 5206.5215),(10 5451.7153),(11 5700.7236),(12 5950.9165),(13 6126.7705),(14 6304.197),(15 6426.515),(16 6481.28),(17 6556.488),(18 6579.0317),(19 6610.228),(20 6598.6885),(21 6581.1245),(22 6470.7085),(23 6363.5938),(24 6296.107),(25 6217.3477),(26 6168.485),(27 6094.168),(28 5997.3555),(29 5920.745),(30 5843.5566),(31 5801.0625),(32 5756.5005),(33 5672.0615),(34 5650.059),(35 5590.272),(36 5544.8325),(37 5521.7217),(38 5493.0215),(39 5540.1055),(40 5517.3394),(41 5498.0073),(42 5532.3267),(43 5482.2607),(44 5461.67),(45 5508.845),(46 5563.4575),(47 5588.602),(48 5622.5767),(49 5641.387),(50 5668.9233),(51 5703.038),(52 5684.366),(53 5637.2285),(54 5654.1763),(55 5613.4966),(56 5566.304),(57 5572.753),(58 5536.664),(59 5568.295),(60 5542.3),(61 5596.9463),(62 5594.5054),(63 5671.2886),(64 5668.9497),(65 5707.538),(66 5784.661),(67 5788.2163),(68 5866.108),(69 5873.195),(70 5919.669),(71 5963.157),(72 5986.675),(73 6017.9985),(74 6051.3965),(75 6085.446),(76 6096.8105),(77 6110.758),(78 6082.3),(79 6106.3335),
(1 1619.4758),(2 2332.3591),(3 2967.6243),(4 3402.686),(5 3799.783),(6 4231.5635),(7 4572.049),(8 4868.451),(9 5194.144),(10 5445.283),(11 5656.052),(12 5866.095),(13 6079.7876),(14 6253.024),(15 6338.6377),(16 6448.3223),(17 6517.273),(18 6538.711),(19 6622.9614),(20 6603.6675),(21 6624.0605),(22 6496.247),(23 6423.7764),(24 6368.817),(25 6312.942),(26 6280.611),(27 6214.7573),(28 6119.7017),(29 6034.2363),(30 5945.4785),(31 5889.7437),(32 5822.5386),(33 5785.495),(34 5744.654),(35 5677.1904),(36 5606.933),(37 5525.907),(38 5483.916),(39 5452.466),(40 5458.9746),(41 5423.265),(42 5460.9795),(43 5409.847),(44 5436.553),(45 5429.0347),(46 5452.301),(47 5433.1577),(48 5455.876),(49 5498.4814),(50 5580.6577),(51 5635.8794),(52 5649.788),(53 5600.7793),(54 5644.088),(55 5670.4214),(56 5688.1343),(57 5694.997),(58 5713.58),(59 5691.4746),(60 5726.761),(61 5744.7764),(62 5810.351),(63 5845.7095),(64 5784.386),(65 5877.7925),(66 5872.804),(67 5924.8223),(68 5984.5293),(69 6002.1675),(70 6066.1235),(71 6114.1655),(72 6140.586),(73 6233.333),(74 6268.591),(75 6300.76),(76 6307.919),(77 6307.814),(78 6361.175),(79 6354.9155),
(1 1604.5557),(2 2324.0032),(3 2949.4663),(4 3380.7603),(5 3748.564),(6 4137.6714),(7 4457.163),(8 4756.1025),(9 5057.7744),(10 5307.086),(11 5531.5596),(12 5754.9585),(13 5946.782),(14 6134.1772),(15 6259.46),(16 6371.535),(17 6463.9214),(18 6466.519),(19 6488.2085),(20 6496.0435),(21 6472.6675),(22 6446.373),(23 6413.7354),(24 6336.7485),(25 6255.616),(26 6173.281),(27 6117.1855),(28 6011.5435),(29 5959.813),(30 5894.0054),(31 5790.5737),(32 5717.5557),(33 5654.137),(34 5626.2954),(35 5544.5854),(36 5484.685),(37 5447.296),(38 5388.9824),(39 5417.452),(40 5412.737),(41 5437.1753),(42 5474.8843),(43 5414.3984),(44 5444.3438),(45 5467.3804),(46 5482.0537),(47 5499.0146),(48 5516.6807),(49 5564.75),(50 5593.2646),(51 5626.75),(52 5555.8726),(53 5544.0093),(54 5540.7935),(55 5557.52),(56 5611.069),(57 5637.8896),(58 5642.441),(59 5627.202),(60 5675.4077),(61 5653.829),(62 5726.591),(63 5714.319),(64 5791.078),(65 5831.8584),(66 5889.6436),(67 5964.606),(68 6006.7744),(69 6018.1763),(70 6007.5967),(71 6050.871),(72 6078.652),(73 6148.75),(74 6114.2285),(75 6112.216),(76 6101.1357),(77 6109.2036),(78 6135.802),(79 6111.2666),
(1 1561.7732),(2 2301.4827),(3 2922.5396),(4 3317.5452),(5 3722.9226),(6 4139.9116),(7 4481.8726),(8 4765.33),(9 5018.7544),(10 5252.8423),(11 5519.6675),(12 5746.1147),(13 5935.3555),(14 6127.5977),(15 6272.7656),(16 6307.487),(17 6378.9575),(18 6383.128),(19 6371.798),(20 6305.465),(21 6271.476),(22 6204.435),(23 6190.3916),(24 6109.0605),(25 6001.3945),(26 5898.947),(27 5861.5586),(28 5769.1934),(29 5699.938),(30 5612.46),(31 5556.8643),(32 5498.9824),(33 5404.9663),(34 5371.691),(35 5331.356),(36 5258.171),(37 5242.743),(38 5163.6157),(39 5184.852),(40 5224.728),(41 5182.638),(42 5243.094),(43 5265.343),(44 5289.1113),(45 5327.3745),(46 5301.9346),(47 5345.122),(48 5390.045),(49 5381.7856),(50 5443.0425),(51 5402.294),(52 5378.57),(53 5403.6914),(54 5377.0728),(55 5392.2744),(56 5418.485),(57 5468.053),(58 5419.314),(59 5448.202),(60 5500.5303),(61 5560.103),(62 5653.3823),(63 5640.1772),(64 5672.839),(65 5700.7705),(66 5767.998),(67 5819.162),(68 5824.742),(69 5812.245),(70 5846.514),(71 5882.388),(72 5897.3965),(73 5935.518),(74 5959.188),(75 5993.7544),(76 6024.1147),(77 6046.127),(78 6048.233),(79 6086.6367),
(1 1518.3224),(2 2232.5464),(3 2857.2273),(4 3288.7646),(5 3706.115),(6 4081.3828),(7 4443.831),(8 4731.079),(9 4994.9033),(10 5270.813),(11 5509.122),(12 5694.223),(13 5891.1177),(14 6048.6826),(15 6245.134),(16 6314.522),(17 6363.677),(18 6346.054),(19 6371.7173),(20 6288.962),(21 6269.6235),(22 6180.1665),(23 6116.091),(24 6023.995),(25 5988.645),(26 5885.2925),(27 5783.846),(28 5691.051),(29 5623.2705),(30 5554.156),(31 5467.0576),(32 5361.676),(33 5291.2544),(34 5283.191),(35 5276.9995),(36 5169.1064),(37 5138.8633),(38 5105.5483),(39 5143.114),(40 5154.1777),(41 5139.4355),(42 5193.9087),(43 5239.503),(44 5303.22),(45 5334.3003),(46 5345.6113),(47 5374.834),(48 5399.3643),(49 5457.3496),(50 5466.3164),(51 5496.415),(52 5502.0083),(53 5514.02),(54 5545.7803),(55 5544.446),(56 5566.942),(57 5590.8154),(58 5551.764),(59 5542.782),(60 5508.7),(61 5525.8516),(62 5518.6123),(63 5518.644),(64 5518.949),(65 5555.4985),(66 5622.084),(67 5631.483),(68 5629.2886),(69 5672.522),(70 5736.74),(71 5796.791),(72 5842.02),(73 5885.574),(74 5869.8076),(75 5889.365),(76 5896.629),(77 5895.3076),(78 5908.821),(79 5915.5737),
(1 1514.1232),(2 2202.047),(3 2768.7888),(4 3134.2534),(5 3529.8845),(6 3920.0508),(7 4286.876),(8 4603.5894),(9 4858.1753),(10 5125.254),(11 5368.914),(12 5571.103),(13 5806.8228),(14 5900.646),(15 6053.6367),(16 6099.339),(17 6170.206),(18 6190.3735),(19 6197.411),(20 6225.3),(21 6191.695),(22 6141.328),(23 6091.8423),(24 6045.74),(25 5976.428),(26 5905.2017),(27 5829.8203),(28 5765.579),(29 5703.6035),(30 5660.203),(31 5586.1245),(32 5450.088),(33 5368.293),(34 5323.7847),(35 5240.8706),(36 5214.712),(37 5174.044),(38 5166.7886),(39 5139.9873),(40 5177.697),(41 5125.729),(42 5152.826),(43 5117.468),(44 5127.451),(45 5142.968),(46 5162.9478),(47 5174.049),(48 5154.0854),(49 5149.6416),(50 5166.9624),(51 5189.6606),(52 5149.9375),(53 5141.86),(54 5124.5664),(55 5128.713),(56 5175.073),(57 5206.319),(58 5227.8955),(59 5248.428),(60 5260.108),(61 5284.9434),(62 5315.117),(63 5339.6816),(64 5339.6255),(65 5435.187),(66 5465.1875),(67 5533.9897),(68 5536.3223),(69 5549.8877),(70 5592.8643),(71 5616.265),(72 5661.0444),(73 5726.709),(74 5742.5605),(75 5757.608),(76 5765.86),(77 5819.3105),(78 5843.9697),(79 5887.1875),
(1 1484.0057),(2 2159.482),(3 2743.3577),(4 3177.7732),(5 3521.3184),(6 3893.4697),(7 4211.5),(8 4510.548),(9 4796.5625),(10 5063.785),(11 5262.7324),(12 5483.8545),(13 5725.0347),(14 5890.3623),(15 6048.6123),(16 6121.19),(17 6206.343),(18 6201.136),(19 6184.384),(20 6146.856),(21 6118.1465),(22 6009.9795),(23 5981.745),(24 5915.7217),(25 5894.6494),(26 5801.9053),(27 5714.1563),(28 5607.259),(29 5601.747),(30 5534.0093),(31 5476.0615),(32 5390.811),(33 5326.014),(34 5228.7373),(35 5157.952),(36 5102.0947),(37 5056.245),(38 5020.4507),(39 4980.1426),(40 5007.8916),(41 5025.166),(42 5097.2026),(43 5065.3643),(44 5072.576),(45 5090.341),(46 5133.774),(47 5174.6743),(48 5214.669),(49 5238.416),(50 5242.3257),(51 5257.11),(52 5264.8716),(53 5264.6265),(54 5213.435),(55 5211.119),(56 5182.5303),(57 5163.7144),(58 5174.947),(59 5192.601),(60 5213.273),(61 5221.7295),(62 5241.9873),(63 5289.3213),(64 5335.3335),(65 5440.7544),(66 5511.4033),(67 5589.178),(68 5582.0835),(69 5626.828),(70 5677.4336),(71 5730.0557),(72 5772.0195),(73 5799.4756),(74 5861.5864),(75 5947.078),(76 5956.3),(77 5981.716),(78 5978.834),(79 6004.381),
(1 1473.0989),(2 2149.4548),(3 2693.7827),(4 3106.082),(5 3482.9546),(6 3829.3665),(7 4125.254),(8 4401.5845),(9 4705.346),(10 4912.5884),(11 5158.5063),(12 5372.4326),(13 5624.1694),(14 5808.3975),(15 5960.9985),(16 5973.92),(17 6071.134),(18 6098.015),(19 6157.2334),(20 6128.3843),(21 6057.075),(22 5975.5835),(23 5913.505),(24 5870.1597),(25 5830.6094),(26 5754.823),(27 5722.438),(28 5610.041),(29 5563.149),(30 5519.005),(31 5477.651),(32 5384.8994),(33 5345.9033),(34 5309.334),(35 5234.241),(36 5168.723),(37 5160.615),(38 5114.667),(39 5114.352),(40 5116.075),(41 5099.269),(42 5130.2104),(43 5101.4165),(44 5132.988),(45 5127.3364),(46 5146.186),(47 5102.7505),(48 5093.075),(49 5127.0786),(50 5191.878),(51 5171.025),(52 5145.9224),(53 5180.723),(54 5143.3516),(55 5140.2085),(56 5150.4897),(57 5124.5894),(58 5141.719),(59 5147.404),(60 5199.393),(61 5170.6563),(62 5133.305),(63 5196.0366),(64 5228.375),(65 5308.688),(66 5363.421),(67 5437.484),(68 5477.989),(69 5502.9556),(70 5583.29),(71 5622.905),(72 5645.8604),(73 5675.5576),(74 5691.1064),(75 5749.268),(76 5787.9385),(77 5823.443),(78 5818.476),(79 5855.5703),
(1 1431.7032),(2 2068.0771),(3 2657.242),(4 3053.5696),(5 3412.5024),(6 3786.3477),(7 4101.9814),(8 4404.6724),(9 4672.83),(10 4865.6284),(11 5118.8984),(12 5359.686),(13 5589.4707),(14 5780.817),(15 5934.9004),(16 5979.688),(17 6066.2485),(18 6137.5),(19 6185.639),(20 6149.505),(21 6090.5493),(22 6003.722),(23 5925.714),(24 5857.671),(25 5794.555),(26 5678.544),(27 5641.7334),(28 5566.3647),(29 5475.129),(30 5422.4146),(31 5373.82),(32 5313.4243),(33 5232.619),(34 5188.2246),(35 5161.606),(36 5116.2007),(37 5040.302),(38 4965.354),(39 4973.493),(40 4954.1895),(41 4935.7334),(42 4989.245),(43 4980.779),(44 5007.452),(45 5051.9873),(46 5050.4404),(47 5017.3306),(48 5018.4663),(49 5061.1694),(50 5059.639),(51 5095.6133),(52 5084.6196),(53 5068.825),(54 5059.56),(55 5074.6064),(56 5115.6973),(57 5114.1724),(58 5110.556),(59 5110.4688),(60 5165.528),(61 5179.1353),(62 5154.9077),(63 5197.3647),(64 5203.338),(65 5279.07),(66 5320.841),(67 5338.6),(68 5379.664),(69 5374.201),(70 5459.3647),(71 5543.8677),(72 5585.836),(73 5593.991),(74 5597.411),(75 5699.0425),(76 5701.065),(77 5776.9487),(78 5822.858),(79 5900.2607),
(1 1429.5526),(2 2124.5479),(3 2704.358),(4 3144.3545),(5 3559.6052),(6 3963.47),(7 4328.854),(8 4654.09),(9 4946.9297),(10 5165.399),(11 5414.577),(12 5627.0723),(13 5846.3604),(14 6036.19),(15 6167.525),(16 6250.303),(17 6334.386),(18 6342.3774),(19 6373.904),(20 6367.177),(21 6310.2036),(22 6271.372),(23 6211.5103),(24 6178.653),(25 6119.41),(26 6020.8374),(27 6020.5225),(28 5956.2734),(29 5810.5767),(30 5743.2856),(31 5674.9277),(32 5615.6753),(33 5553.6904),(34 5492.7925),(35 5397.351),(36 5308.952),(37 5217.587),(38 5206.3896),(39 5194.1616),(40 5179.903),(41 5179.591),(42 5199.1934),(43 5190.844),(44 5184.611),(45 5170.7813),(46 5156.8286),(47 5194.2837),(48 5200.86),(49 5267.1157),(50 5305.011),(51 5301.177),(52 5294.84),(53 5245.504),(54 5243.319),(55 5240.715),(56 5243.914),(57 5274.599),(58 5262.484),(59 5284.007),(60 5289.0464),(61 5288.137),(62 5349.968),(63 5414.3984),(64 5434.6733),(65 5496.5767),(66 5545.19),(67 5581.966),(68 5615.5938),(69 5684.6665),(70 5717.132),(71 5795.122),(72 5843.1455),(73 5857.6855),(74 5922.0884),(75 5966.292),(76 6002.548),(77 6009.4253),(78 6014.089),(79 6004.8213),
(1 1377.8928),(2 2019.5077),(3 2570.8625),(4 2955.9788),(5 3306.186),(6 3696.2961),(7 4038.1597),(8 4388.5796),(9 4662.3223),(10 4949.245),(11 5172.9487),(12 5431.3716),(13 5625.9985),(14 5771.126),(15 5939.8457),(16 5983.773),(17 6017.2207),(18 6025.5303),(19 6046.2207),(20 6060.1533),(21 5983.6523),(22 5939.2017),(23 5899.989),(24 5852.4873),(25 5750.149),(26 5651.2896),(27 5610.445),(28 5562.6333),(29 5465.705),(30 5375.4175),(31 5331.3584),(32 5289.3394),(33 5225.8047),(34 5149.833),(35 5058.6074),(36 5010.6147),(37 4927.076),(38 4903.6094),(39 4880.2803),(40 4881.883),(41 4869.0215),(42 4912.464),(43 4885.568),(44 4887.7373),(45 4917.7866),(46 4887.2046),(47 4919.7656),(48 4956.9443),(49 4979.5444),(50 5029.4604),(51 5016.9985),(52 5011.6953),(53 5019.6533),(54 5015.5225),(55 5026.873),(56 5063.3193),(57 5075.973),(58 5130.5566),(59 5177.935),(60 5153.9297),(61 5118.3716),(62 5098.5254),(63 5156.949),(64 5178.3),(65 5235.5327),(66 5282.4116),(67 5324.607),(68 5356.3823),(69 5351.9165),(70 5391.6206),(71 5405.5396),(72 5413.691),(73 5402.7007),(74 5458.0024),(75 5501.254),(76 5543.475),(77 5544.8184),(78 5551.6777),(79 5567.416),
(1 1398.7914),(2 2084.216),(3 2594.5151),(4 2961.4783),(5 3342.1042),(6 3705.5027),(7 4046.67),(8 4363.9707),(9 4592.508),(10 4865.647),(11 5081.3433),(12 5306.251),(13 5487.617),(14 5650.423),(15 5796.903),(16 5875.705),(17 5961.3647),(18 5967.7505),(19 5994.286),(20 5978.016),(21 5961.352),(22 5901.713),(23 5802.4033),(24 5754.175),(25 5708.858),(26 5592.732),(27 5554.102),(28 5500.254),(29 5444.455),(30 5328.597),(31 5305.3794),(32 5234.1484),(33 5157.557),(34 5100.3447),(35 5028.469),(36 4964.659),(37 4896.734),(38 4841.9805),(39 4849.683),(40 4849.497),(41 4823.784),(42 4836.3345),(43 4821.3594),(44 4839.6943),(45 4812.7197),(46 4840.739),(47 4827.5845),(48 4874.052),(49 4913.0337),(50 4905.394),(51 4933.1978),(52 4890.477),(53 4860.5728),(54 4856.048),(55 4834.823),(56 4848.668),(57 4849.1763),(58 4882.22),(59 4919.037),(60 4974.5034),(61 4935.7563),(62 4903.282),(63 4896.66),(64 4923.7886),(65 4970.4697),(66 4999.8877),(67 5074.3633),(68 5134.45),(69 5171.7563),(70 5264.6016),(71 5317.129),(72 5319.3613),(73 5375.711),(74 5433.5176),(75 5533.4243),(76 5553.9556),(77 5603.253),(78 5609.488),(79 5636.49),
(1 1339.384),(2 1994.489),(3 2534.937),(4 2928.2302),(5 3282.7852),(6 3596.8428),(7 3896.3005),(8 4169.198),(9 4422.368),(10 4641.597),(11 4863.73),(12 5061.7886),(13 5231.7188),(14 5383.3613),(15 5532.9683),(16 5564.712),(17 5617.6104),(18 5632.8926),(19 5631.433),(20 5629.623),(21 5596.2134),(22 5571.4873),(23 5477.825),(24 5418.39),(25 5322.4355),(26 5244.9565),(27 5204.2725),(28 5155.8267),(29 5099.2983),(30 5073.961),(31 5034.904),(32 4975.024),(33 4940.1157),(34 4899.045),(35 4813.058),(36 4725.573),(37 4697.8335),(38 4665.6123),(39 4692.3384),(40 4687.8755),(41 4660.9707),(42 4670.617),(43 4637.3667),(44 4665.3784),(45 4657.7583),(46 4661.334),(47 4683.3887),(48 4685.3506),(49 4630.377),(50 4645.237),(51 4697.537),(52 4736.268),(53 4735.2524),(54 4760.898),(55 4717.8677),(56 4754.5815),(57 4738.91),(58 4771.737),(59 4788.909),(60 4801.378),(61 4780.8384),(62 4778.3374),(63 4852.132),(64 4921.097),(65 4991.934),(66 5032.882),(67 5085.375),(68 5158.883),(69 5192.8164),(70 5251.0933),(71 5267.332),(72 5299.144),(73 5318.604),(74 5378.3115),(75 5452.5547),(76 5443.4243),(77 5471.0137),(78 5489.3735),(79 5524.6104),
(1 1322.6322),(2 1944.6309),(3 2433.8044),(4 2788.5505),(5 3151.25),(6 3466.6106),(7 3736.3071),(8 4021.9324),(9 4258.6553),(10 4486.3057),(11 4710.5684),(12 4930.4253),(13 5134.336),(14 5233.0723),(15 5318.107),(16 5382.5083),(17 5434.228),(18 5476.972),(19 5441.4624),(20 5465.926),(21 5433.531),(22 5405.5713),(23 5348.205),(24 5283.652),(25 5217.842),(26 5150.2446),(27 5117.5107),(28 5038.196),(29 4975.522),(30 4930.369),(31 4834.5454),(32 4801.71),(33 4741.7983),(34 4677.0273),(35 4614.75),(36 4560.676),(37 4562.514),(38 4521.0464),(39 4526.8726),(40 4485.8896),(41 4428.944),(42 4477.1973),(43 4441.8687),(44 4464.3813),(45 4452.9893),(46 4469.9434),(47 4491.8906),(48 4498.647),(49 4542.109),(50 4540.3696),(51 4552.5913),(52 4549.515),(53 4539.9897),(54 4509.566),(55 4486.534),(56 4521.7905),(57 4501.667),(58 4518.1772),(59 4532.957),(60 4542.6763),(61 4538.236),(62 4560.146),(63 4620.2896),(64 4619.714),(65 4728.2676),(66 4751.8525),(67 4810.422),(68 4886.9375),(69 4880.607),(70 4951.912),(71 4973.832),(72 5008.892),(73 5002.6187),(74 5049.4287),(75 5073.093),(76 5080.845),(77 5111.4844),(78 5110.699),(79 5133.1846),
