1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 15728.828),(2 30901.244),(3 75831.305),(4 117542.445),(5 164823.23),(6 188649.36),(7 241351.95),(8 286574.47),(9 321924.22),(10 371633.28),(11 420020.13),(12 444028),(13 499214.13),(14 533807.3),(15 559167.25),(16 602720.9),(17 645663.2),(18 668453.06),(19 727021.56),(20 773118.5),(21 812524),(22 871644),(23 920850.5),(24 942163),(25 996480.25),(26 1029836.25),(27 1064120.3),(28 1128320.1),(29 1175131),(30 1200444.1),(31 1272584),(32 1309508.6),(33 1361425.4),(34 1412734),(35 1468285.9),(36 1494683.4),(37 1559001.1),(38 1592246.4),(39 1615978.4),(40 1651222.4),(41 1679098.5),(42 1692497),(43 1727000),(44 1744955.1),(45 1758863.5),(46 1787283.1),(47 1811637),(48 1834071.6),(49 1860145.5),(50 1882941.9),(51 1914787),(52 1958500.6),(53 2079858.6),(54 2126910.3),(55 2182613.8),(56 2273087.3),(57 2393471),(58 2523846),(59 2675808.8),(60 2881464),(61 3103738.8),(62 3344204.8),(63 3615790),(64 3885952.3),(65 4141720.3),(66 4459137),(67 4776574.5),(68 5129286),(69 5571105.5),(70 6018048),(71 6499620),(72 7019836),(73 7575804),(74 8163954),(75 8794103),(76 9435021),(77 10128760),(78 11016431),(79 11814704),
(1 9329.869),(2 28394.133),(3 57939.215),(4 89129.65),(5 122546.57),(6 157587.11),(7 194346.38),(8 231187.8),(9 267434.3),(10 303403.72),(11 339859.97),(12 374201.5),(13 408286.88),(14 441771.6),(15 471725.66),(16 502177.72),(17 528817.1),(18 554426.9),(19 577048.1),(20 600826.06),(21 622080.2),(22 640275.44),(23 657593.75),(24 674492.3),(25 687855.44),(26 702939),(27 718265.44),(28 733257.94),(29 746489.94),(30 758133),(31 768744.6),(32 776117.2),(33 781077.25),(34 784508.56),(35 787336.5),(36 788701.8),(37 787746.2),(38 786611.75),(39 784706.4),(40 785293.94),(41 789047.2),(42 793072.06),(43 795876.06),(44 799662.75),(45 804231.2),(46 809521.75),(47 812130.25),(48 813252.2),(49 809706.4),(50 803394.7),(51 796532.56),(52 788137.56),(53 781167.5),(54 776283.5),(55 774816.56),(56 774423.1),(57 774999.44),(58 775423.7),(59 778694.2),(60 784413.56),(61 790302.56),(62 795855.06),(63 801003.94),(64 804243.1),(65 809782.06),(66 811099.6),(67 811057.9),(68 810589),(69 811229.6),(70 808764.9),(71 809839.5),(72 811713.1),(73 815375.4),(74 818759.94),(75 821561.75),(76 822606.7),(77 820122.4),(78 812174.25),(79 806819.44),
(1 8881.113),(2 26395.328),(3 52959.152),(4 81014.29),(5 110342.22),(6 140717.4),(7 172298.92),(8 205005.58),(9 235931.3),(10 266871.84),(11 296829.84),(12 324936.16),(13 352125.25),(14 377219.72),(15 401713.6),(16 421496.84),(17 439910.75),(18 457046.9),(19 476124.5),(20 495306.66),(21 517039.16),(22 539195.7),(23 558716.2),(24 581067.94),(25 602108.6),(26 622936.44),(27 641810.6),(28 659144.5),(29 671611.3),(30 681328.94),(31 689046.3),(32 696061.1),(33 701380.25),(34 707199.06),(35 713069.2),(36 716248.25),(37 717094.8),(38 719686.7),(39 718973.06),(40 717714.3),(41 713223.75),(42 708083.8),(43 701155.7),(44 696047.8),(45 687885.5),(46 681299.56),(47 677699.44),(48 674847.44),(49 671689.94),(50 669314.75),(51 670466.75),(52 674554.25),(53 675047.8),(54 678554.2),(55 680719.56),(56 682828.7),(57 683886.44),(58 684342.3),(59 688396),(60 689996.4),(61 694413.8),(62 700573.44),(63 706883.44),(64 712442.75),(65 716950.2),(66 721968.2),(67 726987.2),(68 734352.5),(69 740820.8),(70 749854.75),(71 761151.44),(72 770528.5),(73 773751.94),(74 781891.44),(75 789161.3),(76 793822.2),(77 799053.2),(78 804512.2),(79 811616.3),
(1 8434.032),(2 25057.238),(3 50873.938),(4 77261.68),(5 106248.68),(6 135734.48),(7 166216.8),(8 197655.19),(9 229294.28),(10 262691.97),(11 295501.88),(12 326857.22),(13 359211.22),(14 387646.03),(15 414471.84),(16 437049.44),(17 457006.75),(18 473682.25),(19 488693.3),(20 500951.97),(21 513568.7),(22 525766.5),(23 536893.44),(24 549776.94),(25 562300.8),(26 575477.8),(27 587409.4),(28 601426.5),(29 611555.9),(30 621333.2),(31 630163.56),(32 637808.06),(33 644764.3),(34 650649.44),(35 654523.56),(36 655594.1),(37 656119.94),(38 658075.3),(39 659002.6),(40 661005),(41 663544.4),(42 666736.44),(43 673045.06),(44 680015.94),(45 684912.8),(46 688265.1),(47 694262.3),(48 699158.06),(49 705266.1),(50 710011.1),(51 715684.75),(52 722164.8),(53 727267.2),(54 732456.6),(55 733955.56),(56 734255.2),(57 735746.7),(58 733609.94),(59 730768.5),(60 728661.8),(61 727587.25),(62 728641.94),(63 729694.25),(64 729095.25),(65 729735.4),(66 732978.94),(67 735610.94),(68 737006.7),(69 738608.8),(70 737488.8),(71 735721),(72 732733.06),(73 728360.44),(74 725636.06),(75 728013.7),(76 731063.9),(77 734555.56),(78 737081.56),(79 739336.3),
(1 8860.398),(2 26696.059),(3 54243.13),(4 82458.24),(5 113291.086),(6 144465.27),(7 176860.28),(8 208499.95),(9 240487.69),(10 271605.66),(11 303232.03),(12 334328.16),(13 364068.3),(14 392150.94),(15 417506.13),(16 440980.4),(17 461632.44),(18 480680.47),(19 498356.6),(20 514573.4),(21 530697),(22 546388.06),(23 559954.7),(24 576438.56),(25 591582.94),(26 605931),(27 619288.2),(28 632314.5),(29 640693.9),(30 648790.56),(31 652603.1),(32 655191.4),(33 656799.2),(34 656937.1),(35 657397.94),(36 654353),(37 651486.5),(38 650817.44),(39 647527.94),(40 646335.1),(41 644347.3),(42 645485.8),(43 647395.75),(44 652604),(45 657168.4),(46 662583.75),(47 669148.6),(48 675316.3),(49 680525.75),(50 687299.94),(51 692362.8),(52 699163),(53 702947.94),(54 711273.5),(55 718512.2),(56 725291.3),(57 733058.5),(58 738131.4),(59 744525.56),(60 750834.44),(61 758036.4),(62 767089.56),(63 776448),(64 785865.25),(65 795196.9),(66 805334.5),(67 813437.25),(68 817968.56),(69 821128.7),(70 820033.9),(71 816267.3),(72 810351.5),(73 801837.1),(74 794221.8),(75 782253.56),(76 775903.3),(77 769536.56),(78 765480.2),(79 764305.6),
(1 8675.243),(2 25816.713),(3 52196.344),(4 79878.945),(5 108496.18),(6 138461.02),(7 169290.45),(8 200515.95),(9 231103.95),(10 260094.16),(11 287651.3),(12 313826.84),(13 337863.4),(14 361026.2),(15 381236.06),(16 399806.5),(17 417638.1),(18 432924.06),(19 448434.88),(20 462743.8),(21 477337.8),(22 492072.28),(23 508186.03),(24 523532.44),(25 539569),(26 553337),(27 566619.25),(28 575874.8),(29 578250.94),(30 578409.5),(31 578868.1),(32 575741.5),(33 573801.94),(34 572067.4),(35 568500.4),(36 565264.1),(37 561771.06),(38 559337.3),(39 556294.3),(40 555180.6),(41 553269.2),(42 550117.9),(43 549368.06),(44 548798.1),(45 548518.56),(46 549966.8),(47 551274.8),(48 551858.94),(49 555358.3),(50 559056.4),(51 563036.5),(52 566657.44),(53 570697.44),(54 576716.5),(55 582279.9),(56 588545.06),(57 594175.2),(58 598665.5),(59 601231.56),(60 603176),(61 605517.3),(62 606405.44),(63 608431.8),(64 606990.2),(65 606220.44),(66 603062.06),(67 601395.6),(68 598246.9),(69 597405.5),(70 595946.56),(71 594604.44),(72 593657.44),(73 593284.94),(74 595308.94),(75 600850.75),(76 605570.6),(77 609833.25),(78 615630.25),(79 621830.7),
(1 8465.029),(2 25110.037),(3 51397.586),(4 78446.3),(5 107172.02),(6 136669.97),(7 166341.67),(8 196791.14),(9 226292.97),(10 255081.75),(11 282541),(12 308522.84),(13 333498.6),(14 354343.28),(15 372093.7),(16 388123.72),(17 401263.88),(18 415665.7),(19 429081.66),(20 441888.28),(21 453707.88),(22 467758.63),(23 481270.66),(24 495365.13),(25 508471.22),(26 521282.47),(27 535558.25),(28 545112.1),(29 553129.1),(30 558971.3),(31 565996.7),(32 572031.3),(33 578338.9),(34 584098.94),(35 588047.3),(36 592223.4),(37 594453.8),(38 597757.8),(39 598374.9),(40 598504.6),(41 599471.3),(42 598765),(43 599091.44),(44 597491.3),(45 595568.1),(46 591180.06),(47 586476.7),(48 580344),(49 576996.7),(50 574512.06),(51 573158.9),(52 572335.4),(53 571883.6),(54 570312.56),(55 567131.75),(56 564985.1),(57 560019.2),(58 555562.2),(59 550657.7),(60 546337.25),(61 542432),(62 539142.06),(63 537232.94),(64 536216.1),(65 535618.7),(66 534096.4),(67 532944.44),(68 532054.75),(69 534305.7),(70 535206.5),(71 539013.25),(72 543101.8),(73 551534.56),(74 561345.56),(75 573749),(76 585835.44),(77 598778.94),(78 614777.4),(79 626726.2),
(1 8862.079),(2 26288.75),(3 52983.07),(4 80234.016),(5 108434.64),(6 137880.42),(7 166602.58),(8 196374.89),(9 223766.17),(10 249404.61),(11 273600.97),(12 296084.06),(13 316775.16),(14 336710.38),(15 353199.84),(16 370270.88),(17 387201.7),(18 402666.4),(19 417708.16),(20 432241.88),(21 446426.66),(22 460060.78),(23 472042.66),(24 483801.03),(25 491494.66),(26 499274.2),(27 505182.34),(28 509401.28),(29 515042.3),(30 521564.38),(31 529410.3),(32 537716.8),(33 544157.75),(34 548876.25),(35 551071.75),(36 554827.8),(37 556171.3),(38 557348.8),(39 558993.4),(40 560543.56),(41 561908.8),(42 563976.3),(43 566774.5),(44 571140.9),(45 574088.3),(46 578138.7),(47 582020.75),(48 584637.8),(49 587380.06),(50 589953),(51 591492.25),(52 592338.56),(53 591015.9),(54 592039.1),(55 593152.7),(56 594824.4),(57 596077.2),(58 597894.8),(59 600267.5),(60 602167.1),(61 602213.7),(62 601513.56),(63 600601.75),(64 599007),(65 597936.25),(66 595820.5),(67 593331.7),(68 590275.75),(69 590403.3),(70 589745.1),(71 590615.7),(72 593560.06),(73 599519.4),(74 607134.6),(75 614032.44),(76 620906.1),(77 629248.7),(78 635234.6),(79 640993.94),
(1 8880.804),(2 25504.629),(3 52515.83),(4 79793.2),(5 107987.61),(6 137618.95),(7 167910.81),(8 198692.69),(9 227840.13),(10 256341.66),(11 283537.34),(12 309735.53),(13 334549.1),(14 358548.3),(15 379220.56),(16 398226.03),(17 416910.78),(18 435786.5),(19 454380.7),(20 471420.2),(21 489563.94),(22 506034.4),(23 521820.9),(24 536670.9),(25 548279.94),(26 558555.94),(27 565641.5),(28 569616.44),(29 573518.3),(30 575949.9),(31 578146.75),(32 579341.2),(33 580184.94),(34 581902.8),(35 583131.56),(36 586635.6),(37 589902.6),(38 593427.9),(39 597252.3),(40 600316.1),(41 604137),(42 606255.5),(43 606515.1),(44 607672.3),(45 609569.4),(46 610514.3),(47 610150.3),(48 608531.9),(49 606434.9),(50 603580.06),(51 602182.8),(52 599505.56),(53 594929.3),(54 591055.94),(55 587119.25),(56 584154.9),(57 580039.5),(58 575591.2),(59 573190.3),(60 569853.7),(61 566372.75),(62 564036.06),(63 560699.5),(64 559316.94),(65 558462.44),(66 558997.25),(67 558871.94),(68 558344.94),(69 562439.9),(70 567483.4),(71 573983.06),(72 580570.2),(73 589181.7),(74 595407.8),(75 601955.8),(76 606827.56),(77 614214.8),(78 617833.6),(79 622778.1),
(1 9405.9),(2 28048.049),(3 56953.25),(4 87146.81),(5 119031.51),(6 152600.8),(7 185202.8),(8 216752.97),(9 245386.89),(10 272834.06),(11 297359.66),(12 319742.75),(13 340272.06),(14 358445.78),(15 375981.72),(16 392227.72),(17 407725.06),(18 422743.94),(19 435412.72),(20 448163.94),(21 460789.78),(22 472452.3),(23 485423.8),(24 499272.72),(25 512074.56),(26 523239.25),(27 532161.56),(28 540440.5),(29 543134.5),(30 546222.5),(31 547275.56),(32 549609.44),(33 551653.3),(34 553897.6),(35 556897.44),(36 560506.8),(37 565945.5),(38 571632.94),(39 580036.8),(40 588303.56),(41 598129.56),(42 604967.44),(43 609958.1),(44 612960.56),(45 615045.94),(46 617146),(47 618464.9),(48 619191.1),(49 618236.44),(50 618415.25),(51 619442.2),(52 618724.8),(53 616765.44),(54 617951.2),(55 617661.2),(56 615643.56),(57 612490.9),(58 607686.9),(59 603375.44),(60 596740),(61 591561.56),(62 586269.56),(63 581969.94),(64 579577.56),(65 578180.8),(66 578908.94),(67 578493.8),(68 576658.9),(69 578360.94),(70 579399.56),(71 579314.2),(72 577976.94),(73 580125.3),(74 581431.1),(75 583049.25),(76 582897.06),(77 582572.25),(78 580851.25),(79 580728.7),
(1 9346.946),(2 27851.438),(3 56231.344),(4 85521.62),(5 116916.086),(6 149259.53),(7 182422.53),(8 214357.9),(9 244688.13),(10 274093),(11 301287.5),(12 325204.6),(13 347685.63),(14 368023.6),(15 388653.8),(16 408367.47),(17 428431),(18 448804.22),(19 468709),(20 489152.9),(21 510312.47),(22 530503.3),(23 547791.7),(24 565384.7),(25 579580.56),(26 591731.3),(27 602823.4),(28 612574.4),(29 619718.06),(30 624881.8),(31 626845.5),(32 626930.9),(33 626730.3),(34 625380.06),(35 623776.4),(36 620508.7),(37 616987.94),(38 612151.3),(39 608234.6),(40 602433.25),(41 596415.3),(42 590296.8),(43 584962.9),(44 581714.44),(45 575679.75),(46 571005.5),(47 566515.06),(48 563017.44),(49 558199.8),(50 554374.4),(51 551977),(52 547496.5),(53 542963.44),(54 541464.4),(55 540382.1),(56 540542.75),(57 541016.7),(58 541359.5),(59 542525.5),(60 543606.4),(61 545557.75),(62 548867.56),(63 551927.8),(64 553933.56),(65 555136.25),(66 556485),(67 557192.06),(68 556202.8),(69 554662.94),(70 552012.3),(71 549246.94),(72 544047.7),(73 539481.94),(74 533442.94),(75 526304.3),(76 520827.94),(77 517869.63),(78 511846.63),(79 509545.72),
(1 8916.14),(2 26379.164),(3 52929.375),(4 79536.49),(5 108491.46),(6 138555.88),(7 169879.94),(8 200158.55),(9 228881.33),(10 257407.63),(11 284057.03),(12 309448.63),(13 332328.06),(14 353805.38),(15 373252.44),(16 391205.78),(17 407597.22),(18 423363.53),(19 436923.34),(20 449246.84),(21 460941.8),(22 471272.25),(23 482960.25),(24 492919.7),(25 500761.97),(26 507309.47),(27 510551.66),(28 511866.4),(29 511964.3),(30 511000.84),(31 509642.97),(32 509974.66),(33 509100.34),(34 508258.44),(35 507542.28),(36 506028.4),(37 503741.56),(38 501958.84),(39 501559.88),(40 499910.84),(41 499927.44),(42 501121.78),(43 500777.78),(44 500500.88),(45 500411.72),(46 502653.28),(47 504233.47),(48 506918),(49 508085.44),(50 509863),(51 511396.25),(52 511630.4),(53 511354.75),(54 511905.03),(55 511461.47),(56 511560.44),(57 513512.3),(58 514770.03),(59 516806.97),(60 518734.78),(61 520216.06),(62 520508.94),(63 521617),(64 521765.1),(65 521981.53),(66 524452.44),(67 525509.8),(68 527540.06),(69 527376.44),(70 526827.3),(71 524093.66),(72 522346.47),(73 520510.28),(74 517016.06),(75 512025.4),(76 508085.28),(77 506956.88),(78 502353.8),(79 499716),
(1 9091.052),(2 26995.799),(3 53812.918),(4 80648.17),(5 109524.79),(6 139494.23),(7 169940.4),(8 198749.88),(9 226554.94),(10 252558.19),(11 278576.3),(12 303816.03),(13 326910.94),(14 350700.78),(15 371308.94),(16 390898.97),(17 406734),(18 419263.63),(19 429012.16),(20 437267.38),(21 442735.94),(22 446775.63),(23 450680.03),(24 453024.53),(25 454229.66),(26 455043.2),(27 454609.7),(28 455787.8),(29 455596.8),(30 457134.97),(31 459401.22),(32 460131.34),(33 460725.38),(34 460237.16),(35 459347.22),(36 457496.9),(37 456119.63),(38 454060.72),(39 454885.6),(40 453345.88),(41 452196.7),(42 452631.4),(43 451442.22),(44 452388.56),(45 450335.66),(46 449569.25),(47 449200.44),(48 447912.22),(49 445743.13),(50 443800.72),(51 440140.22),(52 438490.06),(53 437505.72),(54 437891.7),(55 439653.2),(56 443208.4),(57 446500.34),(58 449508.94),(59 451411.84),(60 454683.94),(61 458664.97),(62 462266.06),(63 466661.3),(64 472258.6),(65 476722.44),(66 481579.2),(67 484111.16),(68 486020.22),(69 488656.28),(70 491857.3),(71 493528.66),(72 496426.7),(73 497983.38),(74 499592.06),(75 500275.03),(76 501683.34),(77 503170.84),(78 501036.8),(79 501399.06),
(1 8855.165),(2 26203.693),(3 52288.363),(4 78526.2),(5 106816.3),(6 136326.39),(7 167171.88),(8 195906.77),(9 223715.44),(10 249356.52),(11 273332.7),(12 295701.44),(13 314979.38),(14 332776.22),(15 347838.25),(16 361501.9),(17 372968.75),(18 383468.6),(19 392788.78),(20 399743.28),(21 406744.22),(22 412070.1),(23 416604.2),(24 420612.53),(25 423345.72),(26 424761.9),(27 425746.38),(28 425113.78),(29 424112.3),(30 424629.75),(31 424539),(32 424602.6),(33 423389.25),(34 422236.88),(35 421727.56),(36 421350.2),(37 419664.38),(38 417776.56),(39 415479.72),(40 413273.4),(41 411235.88),(42 409915.56),(43 407094.03),(44 405698.22),(45 404710.78),(46 404267),(47 403764.16),(48 403845.25),(49 405916.88),(50 409424.8),(51 414389.72),(52 421065.2),(53 429261.5),(54 435921.3),(55 442582.47),(56 448082.38),(57 454645.75),(58 459651.63),(59 464675.78),(60 469430),(61 473339.38),(62 475449.97),(63 478085.5),(64 480214.06),(65 481900.44),(66 483009.47),(67 483685.84),(68 483723.53),(69 486405.8),(70 488191.2),(71 490338.3),(72 490475.38),(73 490159.2),(74 487802.2),(75 487526.6),(76 486772.6),(77 485331.4),(78 482343),(79 480171),
(1 8425.896),(2 24738.932),(3 49334.785),(4 74518.99),(5 101449.41),(6 128889),(7 156983),(8 182645.11),(9 207469.11),(10 231237.39),(11 252932.72),(12 273873.13),(13 291353.06),(14 306802.25),(15 320180.53),(16 331849.88),(17 341594.63),(18 349409),(19 354863.22),(20 357976.25),(21 358985.84),(22 359893.5),(23 359944.13),(24 359920.63),(25 359338.9),(26 359067),(27 359045.34),(28 359734.1),(29 362181.13),(30 365769.53),(31 368130.28),(32 370677),(33 373045.75),(34 373763),(35 373923.13),(36 373029),(37 371116.53),(38 369791.84),(39 368437.3),(40 369261.72),(41 371122.5),(42 373651.28),(43 375525.84),(44 377458.56),(45 378695.6),(46 379479.72),(47 380711.22),(48 382136.5),(49 385996.13),(50 389931.72),(51 393396.7),(52 396614.6),(53 399194.9),(54 403242.44),(55 408116.94),(56 413476.3),(57 418573.56),(58 422377.7),(59 426276.7),(60 428988.47),(61 431008.94),(62 432327),(63 432368.4),(64 429824.97),(65 427554.38),(66 426157.22),(67 427013.13),(68 430671.03),(69 434692.3),(70 436454.84),(71 439550.28),(72 441581.2),(73 443813.38),(74 446807.9),(75 452486.5),(76 457477.1),(77 462609.8),(78 467593.75),(79 471627.84),
(1 8732.011),(2 25565.62),(3 50724.63),(4 76569.51),(5 104498.2),(6 133101.53),(7 161708.92),(8 188556.72),(9 213968.66),(10 237655.97),(11 259138.73),(12 279464.63),(13 297281),(14 312799.03),(15 326381.22),(16 338081.6),(17 347206.25),(18 354210.4),(19 359105.22),(20 364551.3),(21 368931.84),(22 372262.44),(23 376063.63),(24 378102.3),(25 379790.3),(26 379416.16),(27 379699.4),(28 381812.9),(29 383995),(30 386469.66),(31 387636.34),(32 389082.78),(33 388881.7),(34 388822.28),(35 389213.78),(36 388783.28),(37 388271.94),(38 388012.6),(39 389548.25),(40 390234.2),(41 392070.25),(42 393077.75),(43 394940.44),(44 395795.56),(45 397937.66),(46 398958.63),(47 401659.6),(48 404887.75),(49 407902.34),(50 409744.13),(51 411838.88),(52 411893.75),(53 410650.8),(54 410346.47),(55 410085.1),(56 409447.2),(57 409399.6),(58 409281.63),(59 409519.53),(60 410005.44),(61 411522.3),(62 411430),(63 412644.4),(64 413383.66),(65 414475.28),(66 415819.66),(67 417811.3),(68 419876.94),(69 421002.78),(70 420417.22),(71 420558.84),(72 420295.84),(73 419379.5),(74 420706.03),(75 423029.94),(76 425215.75),(77 428805.03),(78 432437.2),(79 434843.13),
(1 8301.91),(2 24525.447),(3 48087.67),(4 71790.3),(5 96487.61),(6 122201.03),(7 148550.1),(8 174045.4),(9 198367.78),(10 221752.19),(11 243830.22),(12 265196.38),(13 283670.97),(14 299859.72),(15 313469.44),(16 325387.94),(17 334321.78),(18 340704.34),(19 346651.75),(20 350496.84),(21 354828.5),(22 357185.38),(23 359173.38),(24 360148.78),(25 362391.78),(26 363750.94),(27 365746.25),(28 366994.28),(29 369564.38),(30 371710),(31 374013),(32 375582.66),(33 376530.88),(34 376383.3),(35 375937.34),(36 374358.28),(37 372280.2),(38 368374.88),(39 366794.38),(40 362235.44),(41 359101.94),(42 356041.03),(43 354790.13),(44 353710.47),(45 353082.28),(46 352072.13),(47 353282.3),(48 354563.3),(49 356799.28),(50 358560.53),(51 359522.63),(52 360872.38),(53 363024.13),(54 365694.3),(55 369027.78),(56 372874.4),(57 376626.6),(58 378838.06),(59 380475.63),(60 380620.88),(61 381684.66),(62 382393.16),(63 385509.22),(64 388210.56),(65 390726.84),(66 394566.66),(67 397240.94),(68 399421.63),(69 400470.13),(70 401780.56),(71 402318.38),(72 403797.75),(73 405068.38),(74 406640.06),(75 408039.78),(76 409767.34),(77 412666.97),(78 413838.75),(79 415386.84),
(1 8699.323),(2 25973.416),(3 51527.08),(4 77591.89),(5 104612.35),(6 132260.83),(7 158551.23),(8 182428.52),(9 204667.7),(10 225247.84),(11 242813.19),(12 257171.53),(13 269231.8),(14 279124.38),(15 287265.88),(16 293828.53),(17 299057.78),(18 303495.1),(19 307856.6),(20 311385),(21 314974.84),(22 319086.4),(23 323114.38),(24 327164.28),(25 332314.6),(26 337161.5),(27 344696.84),(28 352043.22),(29 360156.2),(30 367158.9),(31 371751.1),(32 374863.25),(33 376301.1),(34 375680.63),(35 373477.9),(36 372528.5),(37 371563.9),(38 370182.84),(39 368711.34),(40 365416.4),(41 362862.16),(42 361164.4),(43 357928.34),(44 356945.97),(45 355812.1),(46 356168.13),(47 359723.7),(48 363293.28),(49 367361.28),(50 370849.13),(51 372568.53),(52 372284.03),(53 373152.47),(54 373583.4),(55 372537.7),(56 373498.78),(57 374501.9),(58 375213.75),(59 376708.34),(60 377447.8),(61 378453.1),(62 379656.53),(63 381369.53),(64 382699.1),(65 384643.7),(66 386632.28),(67 388259.63),(68 388765.38),(69 390958.78),(70 392099),(71 393615.28),(72 395215.63),(73 395398.6),(74 395372.16),(75 394460.28),(76 395559.1),(77 395609.5),(78 395353),(79 396087.13),
(1 8623.807),(2 25265.389),(3 50210.44),(4 74750.88),(5 100022.9),(6 125668.09),(7 150763.58),(8 174184.13),(9 196525.17),(10 216010.95),(11 233601.17),(12 248320.4),(13 261320.48),(14 273204.7),(15 282949.9),(16 292857.2),(17 302067.75),(18 309257.7),(19 316493),(20 321342.28),(21 326170.7),(22 331167.38),(23 335413.28),(24 339423.56),(25 343417.34),(26 347660.47),(27 353291.2),(28 359344.97),(29 366206.53),(30 370141.94),(31 372875.9),(32 375306.88),(33 376152.56),(34 375228.88),(35 374350.53),(36 374247.44),(37 374114.16),(38 373262.22),(39 372630.9),(40 371391.38),(41 372100.75),(42 371887),(43 371014.47),(44 372132.06),(45 373092.16),(46 374691.72),(47 376721.03),(48 379044.88),(49 382132.63),(50 384161.88),(51 385951.4),(52 384641.9),(53 383731.34),(54 382739.72),(55 382772.25),(56 383009.1),(57 382614.1),(58 382252.94),(59 382820.84),(60 385038.13),(61 387138.03),(62 390180.2),(63 394252.2),(64 397246.72),(65 400409.38),(66 403423.25),(67 405632.7),(68 406751),(69 407193.94),(70 406334.78),(71 405704),(72 403664.94),(73 402704.56),(74 403262.66),(75 402263.5),(76 401907.56),(77 403019.44),(78 405245.34),(79 407500.5),
