1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 59.6088),(2 70.54595),(3 76.51167),(4 81.27165),(5 84.78325),(6 86.430145),(7 88.75958),(8 90.095795),(9 90.739174),(10 91.88048),(11 91.49447),(12 91.78025),(13 93.38282),(14 95.4866),(15 94.59937),(16 95.42862),(17 97.21919),(18 99.35777),(19 99.371765),(20 99.88263),(21 99.30189),(22 99.17096),(23 99.57394),(24 100.39284),(25 100.175766),(26 100.474976),(27 99.29077),(28 99.197975),(29 99.45856),(30 98.237434),(31 97.234985),(32 97.43519),(33 97.36957),(34 96.55019),(35 95.38223),(36 96.112816),(37 95.86809),(38 95.423225),(39 92.78544),(40 93.01327),(41 92.7295),(42 93.11088),(43 93.15784),(44 93.82562),(45 93.592575),(46 94.17793),(47 92.321846),(48 92.98089),(49 94.3871),(50 95.98613),(51 94.72244),(52 95.30889),(53 95.3747),(54 94.986824),(55 95.431694),(56 95.891914),(57 95.37583),(58 96.01779),(59 95.79057),(60 96.04452),(61 96.56297),(62 97.05086),(63 95.167915),(64 95.99705),(65 95.48185),(66 95.57902),(67 95.40132),(68 94.653496),(69 95.23727),(70 95.98789),(71 95.677),(72 97.6669),(73 98.553535),(74 98.87433),(75 98.609184),(76 99.43375),(77 99.18618),(78 100.9439),(79 101.67411),
(1 57.7701),(2 68.14132),(3 74.12653),(4 78.06509),(5 80.95951),(6 83.08021),(7 84.70343),(8 85.97648),(9 88.70723),(10 88.21983),(11 89.74569),(12 90.22039),(13 91.75517),(14 93.14842),(15 93.99419),(16 95.02964),(17 95.589355),(18 98.20836),(19 97.994804),(20 98.15304),(21 98.33004),(22 98.58649),(23 99.11459),(24 99.54643),(25 98.49492),(26 99.008415),(27 98.75319),(28 98.013855),(29 98.57218),(30 97.53946),(31 97.24907),(32 95.92069),(33 97.19347),(34 96.03125),(35 95.30316),(36 94.50901),(37 94.39803),(38 93.56169),(39 92.16742),(40 91.81865),(41 92.52176),(42 92.72869),(43 91.670944),(44 92.89198),(45 92.40634),(46 92.445404),(47 91.62032),(48 93.20513),(49 93.94647),(50 93.84104),(51 93.499344),(52 93.12484),(53 93.82172),(54 93.57039),(55 95.29934),(56 95.51096),(57 95.71099),(58 95.52782),(59 96.18833),(60 95.950806),(61 96.62393),(62 96.22511),(63 95.50932),(64 95.19212),(65 96.12393),(66 95.64904),(67 96.315125),(68 95.321434),(69 96.39542),(70 96.22247),(71 95.963356),(72 96.83412),(73 98.49465),(74 98.23033),(75 97.315926),(76 98.1355),(77 98.36765),(78 98.74107),(79 99.76565),
(1 57.2991),(2 68.32817),(3 74.29659),(4 79.78361),(5 82.239876),(6 84.15695),(7 86.95357),(8 88.807335),(9 88.74745),(10 89.07294),(11 89.500824),(12 90.388794),(13 91.15592),(14 92.34715),(15 93.2198),(16 94.03539),(17 94.60714),(18 96.84379),(19 96.91021),(20 97.03919),(21 98.619026),(22 98.283745),(23 99.3727),(24 99.66724),(25 99.68899),(26 99.7762),(27 98.821785),(28 98.84576),(29 99.12141),(30 97.36936),(31 96.61909),(32 96.39417),(33 97.21481),(34 96.06547),(35 95.59099),(36 95.99754),(37 95.532455),(38 95.73789),(39 93.6758),(40 92.706604),(41 93.19099),(42 92.884834),(43 92.94613),(44 93.30805),(45 93.5857),(46 93.60322),(47 92.832535),(48 93.52697),(49 93.09338),(50 94.0534),(51 92.65099),(52 93.72717),(53 93.85635),(54 93.81256),(55 93.969894),(56 94.11623),(57 94.51058),(58 94.38582),(59 95.295906),(60 95.736336),(61 96.1886),(62 95.4887),(63 94.85681),(64 95.392555),(65 95.72509),(66 95.12222),(67 95.591),(68 93.90919),(69 95.24319),(70 95.398346),(71 95.29743),(72 96.66604),(73 97.901985),(74 97.305145),(75 97.21374),(76 98.39572),(77 98.20059),(78 100.82112),(79 101.09977),
(1 57.593437),(2 68.995384),(3 75.14656),(4 81.595055),(5 84.98776),(6 86.96958),(7 89.15522),(8 90.78194),(9 90.61751),(10 91.80232),(11 92.685234),(12 92.507904),(13 94.38817),(14 94.77823),(15 95.289734),(16 96.512436),(17 97.53865),(18 99.40421),(19 98.534386),(20 98.39444),(21 99.45849),(22 99.16419),(23 98.234),(24 98.36368),(25 99.24928),(26 99.71364),(27 98.40592),(28 97.818054),(29 97.60054),(30 97.5235),(31 96.56305),(32 95.9686),(33 95.59029),(34 94.27389),(35 94.655),(36 95.46851),(37 94.952644),(38 94.09288),(39 92.64525),(40 92.54596),(41 93.501564),(42 93.308945),(43 93.56563),(44 92.66566),(45 94.6455),(46 94.23386),(47 94.61858),(48 95.3648),(49 95.44869),(50 95.79436),(51 94.16657),(52 95.21157),(53 95.40848),(54 95.32625),(55 95.36402),(56 95.91409),(57 95.80112),(58 95.38986),(59 95.34635),(60 95.66719),(61 96.20335),(62 96.759735),(63 95.528404),(64 94.71577),(65 95.25667),(66 95.930786),(67 95.33388),(68 95.07468),(69 94.75166),(70 96.00974),(71 96.81942),(72 99.20663),(73 98.8779),(74 100.0208),(75 99.074234),(76 99.337166),(77 99.23347),(78 101.98969),(79 102.118935),
(1 56.804234),(2 67.26378),(3 73.43986),(4 77.91558),(5 80.87937),(6 83.36822),(7 85.51918),(8 87.56274),(9 88.7379),(10 89.354095),(11 90.15489),(12 91.12291),(13 92.05356),(14 92.9439),(15 92.73941),(16 93.27527),(17 94.73823),(18 97.12139),(19 96.907166),(20 97.64238),(21 97.21346),(22 97.34578),(23 98.383865),(24 98.07439),(25 98.70077),(26 97.52414),(27 96.7833),(28 96.247604),(29 96.18526),(30 95.112625),(31 95.3047),(32 94.02646),(33 95.02762),(34 92.633026),(35 92.47257),(36 92.59713),(37 92.639366),(38 91.541916),(39 90.312515),(40 91.07405),(41 90.40555),(42 90.813286),(43 89.91819),(44 90.45172),(45 91.41388),(46 90.83581),(47 90.81451),(48 91.88503),(49 91.958084),(50 92.54941),(51 93.255875),(52 92.84396),(53 92.612656),(54 92.5712),(55 93.47937),(56 93.658966),(57 95.40308),(58 94.85671),(59 94.48041),(60 94.373375),(61 95.68061),(62 95.10668),(63 95.30592),(64 95.16164),(65 94.95668),(66 95.06769),(67 95.25489),(68 94.30716),(69 94.29181),(70 94.31624),(71 94.754005),(72 95.72018),(73 96.87966),(74 98.69285),(75 97.293434),(76 97.35471),(77 98.00777),(78 99.809525),(79 100.58381),
(1 56.41106),(2 67.30574),(3 74.00416),(4 77.980446),(5 81.65855),(6 83.765015),(7 85.37686),(8 86.5466),(9 89.06929),(10 89.479645),(11 89.64044),(12 90.17847),(13 90.84375),(14 92.17613),(15 92.072945),(16 91.75509),(17 92.55784),(18 94.97555),(19 96.09907),(20 96.440315),(21 96.87316),(22 97.4462),(23 97.37761),(24 96.84987),(25 97.30831),(26 96.83417),(27 95.27999),(28 94.55018),(29 94.67518),(30 93.54942),(31 93.21812),(32 92.48182),(33 92.26139),(34 92.746956),(35 91.65112),(36 91.7774),(37 91.53155),(38 91.64749),(39 90.28079),(40 90.898964),(41 89.888756),(42 90.4578),(43 90.580345),(44 91.20724),(45 90.478),(46 90.52332),(47 90.76181),(48 92.46089),(49 91.913895),(50 92.50629),(51 90.63321),(52 91.85614),(53 91.45265),(54 91.280716),(55 91.82598),(56 91.15429),(57 91.886696),(58 92.69792),(59 92.8572),(60 92.83677),(61 92.96745),(62 93.61394),(63 92.28752),(64 92.50238),(65 93.35081),(66 91.75348),(67 93.05814),(68 92.061485),(69 91.37804),(70 91.30731),(71 92.076645),(72 93.57269),(73 94.103424),(74 94.69062),(75 95.08181),(76 95.09556),(77 96.24238),(78 97.1935),(79 97.088005),
(1 56.584564),(2 67.04454),(3 73.14301),(4 77.98555),(5 79.82437),(6 82.46177),(7 84.53308),(8 86.82745),(9 88.02738),(10 88.781975),(11 88.42142),(12 89.75999),(13 90.79589),(14 91.306915),(15 91.419075),(16 92.60126),(17 94.19903),(18 95.43385),(19 95.9105),(20 96.164345),(21 96.80363),(22 96.81278),(23 96.15309),(24 96.30074),(25 95.73818),(26 95.590195),(27 95.722595),(28 95.64758),(29 95.30441),(30 94.7497),(31 94.57636),(32 93.55575),(33 92.20804),(34 93.47925),(35 91.55577),(36 91.675156),(37 91.49684),(38 91.35092),(39 89.64844),(40 89.27045),(41 88.82596),(42 89.534645),(43 89.59509),(44 89.78137),(45 89.601845),(46 90.31003),(47 89.84994),(48 90.684975),(49 91.10779),(50 90.80101),(51 89.54818),(52 90.18424),(53 90.29782),(54 90.41166),(55 90.58931),(56 89.76414),(57 90.2194),(58 90.27203),(59 91.0798),(60 91.27047),(61 91.16413),(62 91.85362),(63 91.23784),(64 90.7041),(65 92.222466),(66 91.754486),(67 92.2183),(68 92.30941),(69 92.14829),(70 91.60795),(71 92.51957),(72 93.2817),(73 93.91244),(74 94.643814),(75 93.95149),(76 94.61827),(77 96.16418),(78 98.95539),(79 98.589035),
(1 55.094254),(2 65.770424),(3 72.26924),(4 76.579796),(5 80.20398),(6 82.35957),(7 83.57709),(8 84.872246),(9 85.51891),(10 86.36213),(11 86.58497),(12 88.13899),(13 89.02066),(14 89.716774),(15 90.33239),(16 91.51154),(17 92.62185),(18 94.52881),(19 95.113396),(20 95.63386),(21 96.59133),(22 96.35172),(23 95.767006),(24 95.671555),(25 95.99214),(26 95.486404),(27 93.944145),(28 94.4665),(29 93.83399),(30 93.24676),(31 93.32054),(32 90.80376),(33 91.27441),(34 91.01884),(35 89.60544),(36 89.878746),(37 89.78124),(38 89.41053),(39 87.644035),(40 87.36361),(41 87.593094),(42 88.674545),(43 87.98575),(44 88.30315),(45 88.470825),(46 89.1172),(47 88.631226),(48 88.88549),(49 90.54429),(50 90.30867),(51 89.30368),(52 89.63777),(53 90.54541),(54 90.19457),(55 90.856155),(56 90.935905),(57 91.361404),(58 90.35741),(59 90.72784),(60 91.11104),(61 91.45162),(62 91.86649),(63 90.88807),(64 90.54276),(65 90.754166),(66 90.36292),(67 90.91126),(68 89.66378),(69 90.32896),(70 90.52717),(71 90.79093),(72 91.50688),(73 92.489044),(74 94.032234),(75 93.84116),(76 94.799095),(77 95.441734),(78 96.71056),(79 96.57668),
(1 55.25899),(2 65.40217),(3 71.90627),(4 76.29696),(5 81.22946),(6 82.62749),(7 84.68161),(8 87.06288),(9 87.09923),(10 87.46293),(11 88.561874),(12 89.10602),(13 89.813576),(14 91.011765),(15 91.99179),(16 93.71073),(17 94.47272),(18 95.95902),(19 96.61239),(20 96.90305),(21 97.65401),(22 96.806244),(23 96.2697),(24 95.627495),(25 95.84405),(26 94.563576),(27 94.23821),(28 93.19484),(29 92.86177),(30 92.245544),(31 92.336365),(32 92.22261),(33 92.07361),(34 91.09256),(35 90.81581),(36 90.53523),(37 90.27964),(38 90.13118),(39 88.96327),(40 89.65085),(41 88.9018),(42 89.18194),(43 89.231544),(44 89.58886),(45 89.479034),(46 89.900375),(47 89.706535),(48 90.8566),(49 91.42097),(50 90.61253),(51 90.94581),(52 90.988754),(53 91.830574),(54 91.52579),(55 91.57904),(56 91.76041),(57 92.08323),(58 92.25993),(59 92.591125),(60 92.525925),(61 92.41477),(62 92.51697),(63 91.42501),(64 91.89567),(65 92.3632),(66 92.70398),(67 91.46712),(68 91.65935),(69 91.45777),(70 91.803),(71 92.90681),(72 93.28101),(73 94.77289),(74 95.36769),(75 95.73403),(76 95.384796),(77 96.29349),(78 97.89037),(79 99.334366),
(1 55.413303),(2 65.384285),(3 70.873795),(4 74.99595),(5 78.9406),(6 80.39395),(7 82.3403),(8 83.666016),(9 84.43696),(10 85.18371),(11 85.71544),(12 86.10503),(13 87.502625),(14 88.94659),(15 89.54438),(16 90.86897),(17 91.33277),(18 94.01505),(19 94.02366),(20 94.57225),(21 94.453995),(22 94.53648),(23 94.87873),(24 94.02497),(25 94.068886),(26 93.79656),(27 92.94744),(28 92.37496),(29 92.76283),(30 91.84186),(31 91.15016),(32 91.42775),(33 91.617096),(34 91.68302),(35 90.80938),(36 90.59652),(37 91.13154),(38 91.07044),(39 89.49338),(40 88.39861),(41 88.608894),(42 88.728165),(43 88.71834),(44 88.38779),(45 88.219986),(46 87.93048),(47 88.51165),(48 89.18892),(49 89.666275),(50 89.84051),(51 89.62535),(52 90.40526),(53 90.458405),(54 89.70789),(55 89.57412),(56 90.274345),(57 90.45855),(58 91.2781),(59 90.6289),(60 91.677925),(61 91.38302),(62 92.02034),(63 91.68795),(64 90.801445),(65 91.062775),(66 90.688156),(67 91.347176),(68 91.03019),(69 91.20758),(70 91.21832),(71 92.23254),(72 92.864975),(73 93.78727),(74 94.51176),(75 93.61682),(76 94.324356),(77 95.67133),(78 96.837364),(79 98.5529),
(1 55.010777),(2 65.41258),(3 71.27398),(4 75.00238),(5 79.45534),(6 80.3618),(7 82.080666),(8 83.56106),(9 84.85048),(10 85.96417),(11 85.31749),(12 86.9995),(13 87.7098),(14 89.01356),(15 88.44941),(16 89.59309),(17 90.4397),(18 92.83553),(19 93.19516),(20 93.66312),(21 93.65898),(22 94.78978),(23 95.1734),(24 95.16233),(25 95.30993),(26 95.31498),(27 94.14961),(28 93.8512),(29 93.6163),(30 92.918),(31 92.14985),(32 91.54659),(33 91.64148),(34 91.24435),(35 91.02827),(36 90.26275),(37 89.74459),(38 89.29004),(39 88.41436),(40 87.75376),(41 88.366234),(42 88.64949),(43 88.55951),(44 88.326416),(45 88.9065),(46 89.199196),(47 88.68182),(48 89.493195),(49 89.35844),(50 90.005226),(51 89.61803),(52 89.96314),(53 89.0542),(54 89.008484),(55 88.455956),(56 90.1265),(57 89.69237),(58 89.76717),(59 90.38954),(60 90.33657),(61 90.568275),(62 91.12212),(63 90.68669),(64 91.60461),(65 91.17215),(66 90.47238),(67 90.40377),(68 90.57887),(69 90.84965),(70 91.400024),(71 91.721344),(72 92.80591),(73 92.69715),(74 94.64331),(75 94.36461),(76 96.100975),(77 96.52289),(78 98.597855),(79 99.94484),
(1 53.825157),(2 63.732697),(3 70.49503),(4 74.70337),(5 77.68371),(6 79.80112),(7 82.758415),(8 83.43604),(9 85.12519),(10 84.78032),(11 85.0498),(12 86.213196),(13 87.07918),(14 88.95544),(15 89.47107),(16 90.06576),(17 90.54784),(18 92.722046),(19 92.683914),(20 93.11133),(21 92.65138),(22 93.11451),(23 93.29642),(24 93.44514),(25 93.78932),(26 92.926735),(27 91.755615),(28 91.45445),(29 91.98168),(30 90.27044),(31 90.41161),(32 90.67788),(33 90.874176),(34 90.352394),(35 89.5721),(36 89.461586),(37 88.364136),(38 88.68887),(39 87.37935),(40 86.9449),(41 87.75253),(42 88.22944),(43 87.47234),(44 88.33464),(45 88.37421),(46 87.77304),(47 87.6104),(48 89.34296),(49 88.96333),(50 88.767715),(51 89.64517),(52 89.53097),(53 90.03963),(54 90.62409),(55 91.58785),(56 92.28218),(57 91.35604),(58 91.97391),(59 92.43982),(60 92.74573),(61 92.95775),(62 93.84612),(63 93.06713),(64 93.26839),(65 92.68215),(66 93.39481),(67 93.14354),(68 92.196686),(69 92.73166),(70 92.76774),(71 93.649284),(72 93.85181),(73 95.07774),(74 95.6566),(75 95.85993),(76 96.94488),(77 96.94892),(78 98.01591),(79 97.743614),
(1 54.42863),(2 64.683754),(3 71.103714),(4 75.54383),(5 78.58542),(6 82.095146),(7 84.701836),(8 85.35399),(9 85.74195),(10 85.71033),(11 86.48673),(12 87.202126),(13 88.567345),(14 90.1694),(15 90.23939),(16 91.51412),(17 92.44862),(18 93.42308),(19 93.92049),(20 94.53792),(21 94.38929),(22 94.677086),(23 94.71825),(24 94.960594),(25 95.85064),(26 94.950554),(27 94.33798),(28 93.24336),(29 92.98628),(30 92.41142),(31 91.79486),(32 91.22416),(33 91.70638),(34 90.21668),(35 89.852104),(36 89.78092),(37 88.881615),(38 89.62699),(39 87.88278),(40 87.50048),(41 87.323685),(42 88.154),(43 87.19198),(44 86.89844),(45 86.73193),(46 85.84911),(47 86.68112),(48 88.76135),(49 88.3422),(50 88.03226),(51 88.84582),(52 87.947235),(53 88.390724),(54 89.76037),(55 89.35311),(56 89.87635),(57 90.37117),(58 90.301025),(59 90.58752),(60 90.602974),(61 90.6725),(62 91.19982),(63 90.81313),(64 90.96173),(65 90.68707),(66 91.10037),(67 90.93275),(68 90.28003),(69 90.38264),(70 90.41793),(71 89.93113),(72 90.92701),(73 91.813835),(74 92.23415),(75 92.50673),(76 93.60271),(77 94.81742),(78 95.644485),(79 95.755615),
(1 54.832382),(2 64.70815),(3 71.436745),(4 76.10223),(5 79.34861),(6 81.302376),(7 82.64676),(8 83.97243),(9 85.05277),(10 85.51339),(11 87.34031),(12 86.87653),(13 88.099686),(14 89.01616),(15 89.28736),(16 90.51104),(17 91.08832),(18 92.25566),(19 93.642136),(20 92.870026),(21 93.284775),(22 93.36324),(23 93.71631),(24 93.772934),(25 94.05571),(26 93.7048),(27 92.316986),(28 92.51679),(29 92.16491),(30 90.267),(31 90.60741),(32 89.50823),(33 89.516136),(34 89.29451),(35 89.54533),(36 90.01689),(37 89.03217),(38 89.7836),(39 88.906334),(40 87.797455),(41 87.51482),(42 87.851036),(43 87.58372),(44 88.36585),(45 88.0912),(46 89.12943),(47 89.90806),(48 90.282585),(49 90.4533),(50 90.994064),(51 90.22709),(52 90.36388),(53 90.056885),(54 90.76016),(55 90.89845),(56 91.327866),(57 91.41207),(58 91.59094),(59 92.18396),(60 92.823326),(61 92.384254),(62 92.91262),(63 92.48816),(64 92.59077),(65 91.82775),(66 92.91692),(67 92.48204),(68 92.74075),(69 92.58233),(70 92.74964),(71 93.5095),(72 93.53928),(73 95.39634),(74 95.21067),(75 94.059364),(76 93.99228),(77 95.00574),(78 96.71458),(79 97.05448),
(1 53.019897),(2 63.504322),(3 68.9688),(4 73.27817),(5 76.04105),(6 78.526146),(7 79.76171),(8 81.62268),(9 82.032715),(10 83.09466),(11 83.81905),(12 84.24373),(13 85.80566),(14 86.683784),(15 87.75651),(16 88.669556),(17 89.89255),(18 90.86502),(19 92.092094),(20 92.52212),(21 92.714),(22 92.22506),(23 91.63486),(24 92.15339),(25 92.049706),(26 92.41183),(27 91.97972),(28 91.56975),(29 91.57384),(30 90.172844),(31 90.41935),(32 89.20667),(33 89.51962),(34 89.23903),(35 88.66727),(36 88.93884),(37 87.65106),(38 87.869354),(39 87.04891),(40 86.569115),(41 86.31967),(42 86.756454),(43 87.001915),(44 86.926414),(45 86.416595),(46 86.945465),(47 86.619484),(48 88.00517),(49 88.45137),(50 88.9888),(51 88.06229),(52 87.205894),(53 87.44008),(54 88.18503),(55 88.59498),(56 89.28893),(57 88.722496),(58 88.34963),(59 89.60975),(60 90.740974),(61 89.34932),(62 90.10566),(63 88.7144),(64 88.81044),(65 88.712135),(66 89.23824),(67 88.83961),(68 89.17376),(69 89.9295),(70 89.656586),(71 90.17867),(72 91.37398),(73 91.44183),(74 92.111496),(75 91.29333),(76 91.718285),(77 91.96571),(78 93.86913),(79 94.357765),
(1 53.295918),(2 62.219826),(3 68.67737),(4 73.172676),(5 76.47996),(6 78.39168),(7 80.264114),(8 82.18255),(9 82.75454),(10 83.926895),(11 83.68775),(12 84.50136),(13 86.04346),(14 86.912155),(15 86.76292),(16 87.5955),(17 88.87132),(18 91.0429),(19 92.00554),(20 92.09168),(21 92.42278),(22 92.83727),(23 92.83104),(24 91.83091),(25 93.09346),(26 92.2051),(27 91.44977),(28 91.13292),(29 90.66307),(30 89.99165),(31 89.08363),(32 89.41174),(33 89.44752),(34 88.57627),(35 87.62599),(36 88.089294),(37 87.71665),(38 87.68111),(39 86.701294),(40 86.91676),(41 86.54564),(42 87.08755),(43 86.89514),(44 86.43474),(45 86.56337),(46 85.49215),(47 86.22212),(48 86.79386),(49 87.48628),(50 88.502235),(51 87.94444),(52 88.08865),(53 88.01007),(54 88.27565),(55 89.07687),(56 88.611565),(57 88.30569),(58 89.591675),(59 89.45315),(60 89.47752),(61 89.259445),(62 90.4686),(63 89.65969),(64 88.77965),(65 89.26461),(66 89.07265),(67 89.24475),(68 89.86992),(69 89.12985),(70 89.05095),(71 89.24211),(72 90.22046),(73 91.70569),(74 91.533646),(75 91.646065),(76 93.054474),(77 92.46594),(78 94.70972),(79 94.92932),
(1 54.010086),(2 63.79971),(3 69.15084),(4 74.05016),(5 77.24155),(6 78.58392),(7 80.02641),(8 81.823265),(9 83.00751),(10 83.53542),(11 83.621124),(12 84.68686),(13 86.28961),(14 87.16585),(15 87.14451),(16 87.61142),(17 88.58873),(18 88.9638),(19 89.32119),(20 89.88574),(21 90.46722),(22 90.711624),(23 90.959755),(24 90.97862),(25 91.11305),(26 90.78498),(27 90.24285),(28 89.40749),(29 88.38429),(30 87.9049),(31 87.74761),(32 86.96855),(33 87.566986),(34 87.63738),(35 86.29331),(36 85.97053),(37 86.57847),(38 86.60671),(39 85.20069),(40 85.61286),(41 85.41581),(42 86.44898),(43 86.436905),(44 86.60373),(45 86.19982),(46 85.38585),(47 86.00294),(48 86.65367),(49 87.1792),(50 87.86931),(51 86.86715),(52 87.197845),(53 87.245094),(54 87.603516),(55 87.666435),(56 87.69772),(57 87.824745),(58 87.04631),(59 87.50453),(60 88.15417),(61 89.27272),(62 89.32854),(63 88.644035),(64 88.34663),(65 88.0056),(66 88.62153),(67 88.347084),(68 88.31744),(69 87.63415),(70 88.2923),(71 88.895775),(72 90.53272),(73 91.85266),(74 91.57313),(75 91.19608),(76 91.63209),(77 91.848305),(78 93.74662),(79 93.48676),
(1 54.052597),(2 62.782936),(3 69.1333),(4 72.8648),(5 76.02814),(6 78.41762),(7 79.69108),(8 81.69993),(9 81.961586),(10 82.88096),(11 83.74505),(12 84.35728),(13 86.165115),(14 87.312),(15 87.72755),(16 88.57586),(17 89.282036),(18 91.648506),(19 92.269),(20 92.508865),(21 92.8476),(22 92.810905),(23 92.91423),(24 92.74838),(25 92.90955),(26 91.792465),(27 91.25242),(28 90.09795),(29 89.95159),(30 89.51094),(31 89.402885),(32 88.91801),(33 89.5476),(34 88.61061),(35 87.227264),(36 87.2647),(37 87.76846),(38 87.94944),(39 86.68055),(40 86.23583),(41 86.36412),(42 86.08337),(43 86.76111),(44 86.77355),(45 86.00739),(46 85.75583),(47 86.55398),(48 86.347176),(49 86.33447),(50 87.0093),(51 86.97652),(52 87.54001),(53 87.99565),(54 88.52773),(55 88.27571),(56 88.09341),(57 87.69163),(58 88.19398),(59 87.50166),(60 89.2889),(61 89.98272),(62 90.37237),(63 89.81337),(64 90.10025),(65 88.75119),(66 89.69802),(67 89.25113),(68 88.70362),(69 87.63045),(70 89.039314),(71 89.051575),(72 90.24296),(73 91.82364),(74 92.12568),(75 92.466866),(76 92.852684),(77 93.76329),(78 95.64653),(79 95.16632),
