1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 212615.14),(2 748252.2),(3 1552310.6),(4 2437051),(5 3344057.3),(6 4146414.3),(7 4940762.5),(8 5580758.5),(9 6251413.5),(10 6775489.5),(11 7246557.5),(12 7723456),(13 8324632.5),(14 8966747),(15 9602905),(16 10170461),(17 10556879),(18 10805729),(19 11055275),(20 11385256),(21 11723907),(22 12106679),(23 12457184),(24 12989957),(25 13576839),(26 14188988),(27 14749048),(28 15100805),(29 15595912),(30 16380831),(31 17494706),(32 18346970),(33 19740570),(34 21153006),(35 22566662),(36 24002374),(37 25746674),(38 28019766),(39 30830678),(40 33959880),(41 36916612),(42 39618124),(43 41926748),(44 43889228),(45 45810708),(46 47406476),(47 49342036),(48 51013696),(49 52447760),(50 53531020),(51 54190108),(52 54987812),(53 56120524),(54 57405310),(55 58197324),(56 59009090),(57 59384240),(58 59412770),(59 59453508),(60 59497396),(61 58933056),(62 57805536),(63 56203970),(64 54512816),(65 52734564),(66 50717572),(67 48662964),(68 46535436),(69 44522130),(70 42432988),(71 40717252),(72 39550060),(73 38657396),(74 37722372),(75 36556092),(76 35315760),(77 34065260),(78 33085734),(79 32383482),
(1 99858.625),(2 160561.69),(3 189045.8),(4 200411.95),(5 197535.83),(6 191938.25),(7 191986.61),(8 194686.17),(9 204819.61),(10 211300.08),(11 204210.69),(12 202482.77),(13 211809.83),(14 215014.95),(15 210356.42),(16 201263.58),(17 202577.83),(18 205613.9),(19 206444.22),(20 207592.55),(21 209070.8),(22 210577.27),(23 216598.44),(24 214510.66),(25 207548.08),(26 206996.53),(27 207340.66),(28 212513.45),(29 216903.31),(30 207042.34),(31 201870),(32 206433.02),(33 204042.25),(34 200557.83),(35 199965.84),(36 203306.66),(37 203687.31),(38 207628),(39 206894.08),(40 210529.1),(41 209771.05),(42 204387.5),(43 211981.47),(44 212003.69),(45 205769.27),(46 206431.55),(47 204422.66),(48 208602.38),(49 207626.22),(50 206062.97),(51 209709.48),(52 208886.6),(53 203943.39),(54 215365.5),(55 215064.17),(56 214776.52),(57 212564.66),(58 212681.66),(59 214982.94),(60 215383.42),(61 219542.3),(62 217070.22),(63 213775.8),(64 213644.8),(65 218948.08),(66 223341.95),(67 224958.66),(68 220468.06),(69 215078.84),(70 212897.42),(71 217080.3),(72 219209.55),(73 218254.94),(74 210973.72),(75 209077.05),(76 214283.77),(77 216038.47),(78 211396.38),(79 216202.69),
(1 96054.914),(2 156161.25),(3 180199.64),(4 192520.61),(5 197637.67),(6 198746.72),(7 200593.19),(8 196175.3),(9 192663.38),(10 195230.45),(11 197108.22),(12 198853.64),(13 194043.02),(14 190739.56),(15 186199.45),(16 184380.55),(17 184453.08),(18 187365.52),(19 192513.06),(20 193255.8),(21 192695.39),(22 192430.17),(23 194386.8),(24 194601.83),(25 194826.22),(26 196080.17),(27 192548.22),(28 195458.03),(29 199820.39),(30 201622.83),(31 201793.08),(32 191282.98),(33 189907.28),(34 190154.61),(35 187433.03),(36 185958.92),(37 187658.53),(38 189355.56),(39 186407.13),(40 187724.34),(41 192395.97),(42 194358.52),(43 196495.52),(44 199905.33),(45 198943.75),(46 198280.64),(47 190853.34),(48 184790.88),(49 186719.52),(50 188442.45),(51 189862.2),(52 191933.61),(53 186752.58),(54 189888.45),(55 194833.48),(56 194872.44),(57 195801.55),(58 192632.97),(59 192652.39),(60 193583.92),(61 196991.64),(62 197608.13),(63 197628.9),(64 197851.22),(65 197403.27),(66 197555.38),(67 195942.13),(68 201566.44),(69 200967.36),(70 195562.98),(71 198125.47),(72 203500.84),(73 201609.1),(74 195772.25),(75 197088.78),(76 200024.75),(77 204185.61),(78 204773.64),(79 202825.9),
(1 91008.18),(2 148816.02),(3 167457.17),(4 174857.44),(5 189684.44),(6 194078.61),(7 190881.58),(8 187779.3),(9 192468.61),(10 188366.19),(11 184197.55),(12 187643.86),(13 185356.64),(14 182357.88),(15 182725.23),(16 181721.77),(17 184289.98),(18 182955.83),(19 187191.33),(20 185956.55),(21 180700.6),(22 180011.25),(23 184255.92),(24 182347.39),(25 185658.22),(26 186829.39),(27 184261.06),(28 184666.61),(29 187258.3),(30 186755.81),(31 181861.03),(32 183614.61),(33 186657.66),(34 192490.98),(35 188457.9),(36 181001.92),(37 185361.88),(38 190715.36),(39 190250.64),(40 191508.25),(41 192503.97),(42 193397.3),(43 190371.89),(44 192203.52),(45 192418.56),(46 190221.4),(47 189260.72),(48 192209.66),(49 187628.4),(50 183440.75),(51 186110.9),(52 188608.3),(53 189341.89),(54 191614.97),(55 190576.13),(56 187162.42),(57 183892.64),(58 183329.92),(59 180520.92),(60 184724.08),(61 190878.84),(62 195641.66),(63 195327.9),(64 194483.64),(65 194410.83),(66 194952.75),(67 195952.64),(68 196030.7),(69 191436.64),(70 192877.19),(71 199067.9),(72 196315.78),(73 193240.25),(74 196349.94),(75 197928.52),(76 198771.16),(77 197322.64),(78 198552.73),(79 198969.56),
(1 92485.74),(2 141815.25),(3 156957.03),(4 160575.2),(5 166924.5),(6 172085.48),(7 175789.34),(8 176456.28),(9 182296.28),(10 182021.95),(11 180896.67),(12 175464.58),(13 174043.78),(14 173976.81),(15 178403.48),(16 183104.83),(17 187113.16),(18 185550.84),(19 186697.94),(20 186099.05),(21 182378.45),(22 175923.25),(23 174429.47),(24 180740.22),(25 181190.28),(26 178267.78),(27 180145.47),(28 181414.55),(29 183350.84),(30 180821.36),(31 178819.17),(32 178703.56),(33 182399.28),(34 184965.17),(35 182892.36),(36 180832.9),(37 174068.36),(38 174848.47),(39 180836.25),(40 183211.28),(41 182202.94),(42 181506.66),(43 182048.39),(44 178625.16),(45 178726.66),(46 185046.83),(47 185854.64),(48 180109.53),(49 181217.78),(50 176637.75),(51 177905.94),(52 185133.92),(53 185567.86),(54 185599.39),(55 180699.69),(56 181089.47),(57 180711.48),(58 179053.28),(59 176173.86),(60 179331.25),(61 183147.23),(62 186293.48),(63 185085.17),(64 186281.78),(65 182818.1),(66 183036.95),(67 184260.3),(68 186508.2),(69 182029.77),(70 179709.31),(71 182000.73),(72 182381.61),(73 183550),(74 185567.36),(75 183248.83),(76 180435.48),(77 177125.94),(78 180412.61),(79 180263.36),
(1 85022.23),(2 129292.67),(3 153134.61),(4 156442.25),(5 159342.66),(6 165063.13),(7 168497.08),(8 168260.36),(9 165172.73),(10 165016.11),(11 169428.73),(12 166732.19),(13 164969.89),(14 167194.28),(15 167000.44),(16 171599.86),(17 173316.55),(18 173863.55),(19 174876.61),(20 174783.45),(21 169210.97),(22 168498.25),(23 171495.92),(24 173242.5),(25 170097.14),(26 172124.03),(27 174643.38),(28 177435.27),(29 176980.2),(30 174771.02),(31 174576.3),(32 175949.45),(33 175779.67),(34 175228.61),(35 172097.34),(36 170173.47),(37 170511.02),(38 170933.1),(39 168594.66),(40 168317.9),(41 167859.39),(42 164538.61),(43 167652.33),(44 167319.23),(45 169028.52),(46 168342.56),(47 167214.23),(48 164756.9),(49 167565.44),(50 168660.84),(51 173061.72),(52 176515.34),(53 174326.19),(54 176756.22),(55 174208.78),(56 169338.86),(57 169152.08),(58 165374.03),(59 172079.92),(60 169541.17),(61 171683.56),(62 174004.25),(63 175571.39),(64 173952.7),(65 175556.42),(66 173517.39),(67 169530.42),(68 170531.6),(69 166129.72),(70 164557.08),(71 167969.86),(72 168761.81),(73 168028.22),(74 169897.88),(75 170546.98),(76 169509.78),(77 169767.19),(78 168629.14),(79 167048.95),
(1 82239.555),(2 124348.836),(3 142294.19),(4 147986.42),(5 152695.13),(6 158610.03),(7 158437.47),(8 158467.61),(9 160971.89),(10 160637.03),(11 160335.72),(12 160191.61),(13 160510.6),(14 163129.47),(15 168519.52),(16 163867.47),(17 162674.9),(18 164922.97),(19 167474.86),(20 167322.9),(21 164292.3),(22 161250.19),(23 163170.33),(24 167201.75),(25 167488.42),(26 166658.94),(27 168356.69),(28 163629.16),(29 163969.94),(30 164532.6),(31 164893.61),(32 164846.14),(33 161902.7),(34 159383.23),(35 158832.6),(36 161215.45),(37 160527.66),(38 155747.23),(39 156268.52),(40 158447.86),(41 159408.9),(42 155241.16),(43 157853.98),(44 158488.33),(45 158184.11),(46 160362.48),(47 161879.89),(48 161661.4),(49 159501.63),(50 161029.84),(51 164576.17),(52 169814.1),(53 171167.39),(54 171165.69),(55 169255.34),(56 165572.16),(57 165804.98),(58 161531.23),(59 162590.1),(60 163870.6),(61 163110.34),(62 165802.34),(63 169211.27),(64 165373.23),(65 164972.97),(66 162784.47),(67 159866.63),(68 158916.25),(69 157502.66),(70 163705.27),(71 165915.47),(72 168766.16),(73 167122.83),(74 168129.17),(75 170682.19),(76 164812.03),(77 163769.86),(78 164056.34),(79 168468.11),
(1 82809.63),(2 126328.04),(3 141727.17),(4 141648.27),(5 142584.97),(6 147797.22),(7 149988.03),(8 151215.84),(9 151471.06),(10 155998.48),(11 159022.7),(12 156787.02),(13 157560),(14 157526.38),(15 158583.52),(16 155904.13),(17 153915.39),(18 154607.88),(19 150684.78),(20 152170),(21 153214.47),(22 159542.67),(23 158448.45),(24 157396.06),(25 155365.67),(26 153189.73),(27 156719.78),(28 157853.45),(29 155365.33),(30 154892.02),(31 157445.33),(32 156349.02),(33 157787.23),(34 159564.08),(35 158612.8),(36 156789.84),(37 157156.95),(38 158590.39),(39 157443.4),(40 158170.13),(41 155422),(42 150114.48),(43 150145.31),(44 150875.22),(45 153013.8),(46 153339.39),(47 154245.11),(48 153225.55),(49 155831.7),(50 158988.08),(51 156301.47),(52 159158.58),(53 163546.84),(54 159525.34),(55 159369.55),(56 160334.92),(57 156138.05),(58 156641.81),(59 157446.84),(60 159208.89),(61 163276.08),(62 164371.27),(63 164350.4),(64 161496.84),(65 166276.97),(66 165788.95),(67 163328.61),(68 160979.3),(69 158598.13),(70 159625.73),(71 164569.8),(72 162536.25),(73 160752.52),(74 164124.64),(75 164283.31),(76 165593.13),(77 161733.33),(78 159326),(79 161682.8),
(1 71386.375),(2 108403.51),(3 123785.46),(4 130182.28),(5 129357.78),(6 136061.92),(7 141927.89),(8 143205.28),(9 142333.3),(10 145495.78),(11 149884.7),(12 144659.72),(13 145190.17),(14 144879.03),(15 142557.63),(16 142614.22),(17 143769.77),(18 145379.81),(19 144099.1),(20 143823),(21 140175.84),(22 143994.25),(23 146658.69),(24 144107.6),(25 143019.3),(26 142231.88),(27 143701.2),(28 147514.11),(29 149463.83),(30 146492.14),(31 148095.9),(32 144871.5),(33 144870.92),(34 146899.58),(35 146653.78),(36 149691.02),(37 145689.08),(38 144553.75),(39 143806.5),(40 148114.58),(41 144654.95),(42 142564.28),(43 142677.9),(44 144022.4),(45 147725.75),(46 148814.63),(47 145120.69),(48 145836.89),(49 145037.28),(50 147968.5),(51 146959.9),(52 151819.16),(53 154178.34),(54 150088.11),(55 145911.31),(56 146582),(57 149156.31),(58 146493.25),(59 142509.31),(60 145099.63),(61 148048.3),(62 152077.34),(63 154182.97),(64 148009.33),(65 147968.6),(66 149377.73),(67 150300.31),(68 150411.1),(69 149721.95),(70 148275.52),(71 146313.17),(72 141812.89),(73 142145.7),(74 148182.98),(75 148810.58),(76 147428.81),(77 148527.34),(78 147431.17),(79 146750.22),
(1 73646.484),(2 112956.836),(3 121583.03),(4 124360.09),(5 128749.336),(6 137065.52),(7 136046.86),(8 136076.1),(9 138604.69),(10 140989.94),(11 139272.25),(12 134265.28),(13 135842.28),(14 135495.22),(15 137540.2),(16 135696.7),(17 134714.23),(18 134771.92),(19 132208.19),(20 137516.11),(21 136065.56),(22 135363.25),(23 135082.14),(24 134770.22),(25 138795.2),(26 139967.98),(27 142489.02),(28 137902.72),(29 138890.28),(30 137385.4),(31 137067),(32 137757.52),(33 138399.34),(34 140304.44),(35 139007.98),(36 142318.17),(37 137668.55),(38 137187.97),(39 135263),(40 138963.45),(41 135963.89),(42 134111.03),(43 136004.86),(44 138912.98),(45 144810.48),(46 145292.16),(47 146444.13),(48 146103.11),(49 143072.17),(50 144177.7),(51 143400.14),(52 142246.72),(53 140684.53),(54 144647.11),(55 145961.27),(56 144429.31),(57 144220.38),(58 142809.83),(59 144128.81),(60 143951.9),(61 144383.78),(62 145259.92),(63 143682.19),(64 140786.97),(65 138451.48),(66 141759.56),(67 143532.17),(68 139768.31),(69 140131.83),(70 140316.14),(71 137473.52),(72 135553.14),(73 138106.77),(74 142706.08),(75 141664.63),(76 143646.89),(77 145703.22),(78 141451.83),(79 140813.92),
(1 74098.97),(2 106195.04),(3 116398.79),(4 120206.17),(5 127764.54),(6 130678.086),(7 134086.6),(8 137465.39),(9 137098.63),(10 137003.39),(11 133366.98),(12 131330.67),(13 130615.62),(14 132153.5),(15 132285.89),(16 128804.414),(17 127635.95),(18 130856.875),(19 130116.18),(20 132281.22),(21 134935.17),(22 131856.28),(23 129066.62),(24 129846.85),(25 134665.63),(26 132422.75),(27 133976.53),(28 134037.14),(29 135461.42),(30 135989.16),(31 136051.6),(32 135658.3),(33 138165.56),(34 136198.89),(35 136958.42),(36 138871.1),(37 134838.55),(38 131229.33),(39 135083.69),(40 131959.9),(41 128632.17),(42 132064.23),(43 133290.61),(44 134314.34),(45 139504.48),(46 141273.06),(47 138800.75),(48 140854.28),(49 142916.11),(50 140186.36),(51 139547.13),(52 136657.69),(53 135067.55),(54 136118.95),(55 138079.13),(56 138643.27),(57 137622.1),(58 134415.11),(59 135359.89),(60 137220.3),(61 138316.69),(62 135940.8),(63 134187.13),(64 135144.14),(65 134966.34),(66 135873.89),(67 140068.06),(68 139595.44),(69 138790.27),(70 136591.55),(71 136604.97),(72 135605.4),(73 133756.38),(74 133038.66),(75 138060.48),(76 139913.77),(77 138261.81),(78 136640.28),(79 137717.69),
(1 71933.47),(2 109926.82),(3 116372.53),(4 118855.484),(5 123646.05),(6 129682),(7 133151.28),(8 133796.47),(9 132502.97),(10 134750.94),(11 137171.8),(12 133614.36),(13 133308.39),(14 133713.64),(15 134798.97),(16 133519.08),(17 129825.4),(18 131731.77),(19 133236.14),(20 132512.81),(21 130712.984),(22 128772.516),(23 131087.31),(24 130536.15),(25 131665.66),(26 133997.53),(27 135734.28),(28 133010.86),(29 135712.81),(30 137859.81),(31 133298.67),(32 132291.38),(33 131690.83),(34 129754.76),(35 128247.17),(36 124657.48),(37 126790.875),(38 127118.27),(39 126359.94),(40 121643.68),(41 122148.06),(42 125635.125),(43 125044.41),(44 125525.88),(45 128292.086),(46 132044.19),(47 132640),(48 131825.19),(49 131171.06),(50 133733.4),(51 132506.73),(52 131643.38),(53 131190.7),(54 131925.63),(55 134114.72),(56 135828.9),(57 138295.23),(58 136718.28),(59 133956.19),(60 133502.44),(61 135751.38),(62 134442.3),(63 135254.9),(64 136048.02),(65 137238.92),(66 132664.66),(67 132431.97),(68 132149.97),(69 135228.95),(70 134496.77),(71 131748.1),(72 131198.7),(73 130451.71),(74 128583.305),(75 129833.97),(76 129787.99),(77 129517.68),(78 129858.52),(79 129668.62),
(1 69169.016),(2 99899.75),(3 109398.336),(4 110747.234),(5 117260.18),(6 116502.55),(7 116648.305),(8 116171.39),(9 116251.51),(10 119140.37),(11 119739.78),(12 119243.42),(13 118563.4),(14 119574.84),(15 119144.76),(16 120226.61),(17 123794.14),(18 124810.586),(19 119439.18),(20 118103.96),(21 118585.17),(22 119940.56),(23 120786.11),(24 119674.4),(25 120001.83),(26 123917.766),(27 126217.25),(28 125047.04),(29 123421.94),(30 123787.66),(31 122994.97),(32 123704.84),(33 125460.414),(34 122844.29),(35 122348.26),(36 120917.46),(37 122315.16),(38 124047.9),(39 119421.26),(40 114761.52),(41 114277.08),(42 115978.375),(43 120154.52),(44 117994.47),(45 117687.03),(46 120409.52),(47 119987.73),(48 119016.27),(49 122539.23),(50 125161.82),(51 125735.555),(52 125968.76),(53 126131.18),(54 129423.32),(55 128473.91),(56 128616.15),(57 129671.16),(58 130768.91),(59 128664.19),(60 127781.9),(61 128506.82),(62 128234.32),(63 130675.99),(64 129987.29),(65 129147.734),(66 127854.47),(67 126708.77),(68 126030.43),(69 126447.63),(70 127082.12),(71 129116.58),(72 129946.02),(73 126564.86),(74 124383.11),(75 128227.45),(76 129974.445),(77 126917.06),(78 126949.83),(79 123692.15),
(1 62352.95),(2 92862.75),(3 104715.016),(4 105817.68),(5 108497.15),(6 109480.516),(7 109756.87),(8 114104.71),(9 116291.086),(10 115538.29),(11 112928.055),(12 112301.25),(13 114545.24),(14 115351.99),(15 115259.43),(16 117121.92),(17 119089.55),(18 119157.555),(19 114722.766),(20 113125.33),(21 112831.38),(22 114874.58),(23 114952.52),(24 116000.086),(25 118336.336),(26 121349.055),(27 122020.79),(28 118964.13),(29 119516.7),(30 118813.17),(31 117687.17),(32 120172.445),(33 119617.65),(34 116259.33),(35 116784.61),(36 120610.2),(37 119081.73),(38 119524.74),(39 119444.85),(40 117187.164),(41 116314.04),(42 117870.68),(43 118798.5),(44 115319.55),(45 116281.9),(46 116161.484),(47 116568.54),(48 116899.53),(49 117523.63),(50 116400.734),(51 115512.766),(52 117805.9),(53 118386.27),(54 119211.664),(55 118712.266),(56 118188.68),(57 117636.5),(58 118534.75),(59 121315.09),(60 122894.28),(61 121046.46),(62 121395.73),(63 122708.99),(64 120004.62),(65 118608.945),(66 116396.46),(67 116770.29),(68 117583.42),(69 120559.266),(70 117252.37),(71 119327.59),(72 121181.72),(73 118604.86),(74 120416.86),(75 121659.84),(76 122856.086),(77 123131.5),(78 122212.64),(79 118197.72),
(1 57192.777),(2 82702.13),(3 93250.516),(4 92857.31),(5 96548.56),(6 100065.39),(7 102844.56),(8 103486.164),(9 104871.2),(10 105070.01),(11 103877.15),(12 102466.17),(13 103743.72),(14 102938.17),(15 104969.4),(16 106527.02),(17 105052.72),(18 106661.78),(19 104585.76),(20 102353.125),(21 105106.92),(22 105996.52),(23 107179.875),(24 106165.98),(25 106871.69),(26 108159.016),(27 109283.805),(28 110005.59),(29 112242.266),(30 110138.23),(31 111032.63),(32 111286.086),(33 110653.32),(34 109179.08),(35 105965.73),(36 111519.15),(37 112103.945),(38 113810.17),(39 113297.945),(40 114749.56),(41 116296.39),(42 113386.73),(43 112168.1),(44 111074.9),(45 109325.17),(46 109640.54),(47 109768.54),(48 111401.695),(49 112631.984),(50 114547.91),(51 113628.9),(52 113469.09),(53 112109.19),(54 111163.586),(55 110267.92),(56 111959.28),(57 113987.336),(58 114338.92),(59 113721.99),(60 115709.086),(61 114622.83),(62 112422.445),(63 115109.97),(64 115449.75),(65 113859.625),(66 109892.4),(67 109390.99),(68 109956.48),(69 112945.53),(70 110933.35),(71 111379.945),(72 114671.88),(73 115120),(74 115398.195),(75 117473.01),(76 116036.08),(77 115025.63),(78 113910.836),(79 113650.945),
(1 57017.242),(2 82183.664),(3 91114.1),(4 94006.31),(5 97426.61),(6 99668.35),(7 102239.31),(8 105067.914),(9 107375.9),(10 106487.055),(11 106762.29),(12 108578.695),(13 109375.72),(14 107417.93),(15 105854.69),(16 106356.96),(17 106550.195),(18 106766.95),(19 107949.35),(20 106961.78),(21 109804.336),(22 109595.47),(23 108692.055),(24 104252.766),(25 103651.04),(26 106213.17),(27 108889.33),(28 108300.164),(29 108085.625),(30 108978.695),(31 108557.39),(32 106554.586),(33 106030.71),(34 107245.22),(35 108445.58),(36 107899.28),(37 105622.24),(38 108723.984),(39 110741.62),(40 108988.19),(41 108369.875),(42 105721.37),(43 105310.26),(44 105445.37),(45 102609.516),(46 105370.234),(47 105522.07),(48 104544.05),(49 108729.35),(50 108969.65),(51 109673.62),(52 110789.65),(53 108733.92),(54 109889.58),(55 109005.8),(56 111570.695),(57 113491.44),(58 111962.75),(59 111243.164),(60 112344.53),(61 114690.586),(62 112133.15),(63 112161.1),(64 111431.92),(65 111927.63),(66 112448.31),(67 110897.53),(68 111428.555),(69 113758.34),(70 113899.13),(71 114572.484),(72 114777.484),(73 115431.94),(74 114950.195),(75 111977.445),(76 108973.086),(77 111222.52),(78 111678.55),(79 110948.96),
(1 58448.363),(2 83590.77),(3 89969.89),(4 92397.68),(5 94284.41),(6 96260.2),(7 98641.266),(8 100461.63),(9 100712.38),(10 103658.305),(11 106136.55),(12 108667.75),(13 106440.11),(14 105920.62),(15 106914.07),(16 105660.39),(17 105377.87),(18 105732.67),(19 107646.95),(20 106321.305),(21 105842.28),(22 102220.38),(23 101090.86),(24 101245.59),(25 100876.414),(26 101523.38),(27 103332.336),(28 104923.9),(29 104220.57),(30 103824.7),(31 101710.086),(32 102624.28),(33 102521.055),(34 102371.766),(35 101410.18),(36 101594.766),(37 102904.414),(38 103379.305),(39 104267.48),(40 104370.945),(41 102621.984),(42 101864.76),(43 100734.53),(44 100059.875),(45 98827.9),(46 96944.83),(47 97786.78),(48 101084.72),(49 104490.03),(50 102321.55),(51 105284.22),(52 107398.53),(53 102849.76),(54 102851.83),(55 102532.62),(56 103258.336),(57 104281.82),(58 105374.6),(59 105694),(60 105714.555),(61 104825.24),(62 102907.79),(63 101549.25),(64 103626.59),(65 105612.695),(66 105901.33),(67 102286.14),(68 104516.03),(69 108682.37),(70 107679.39),(71 106908.45),(72 107466.086),(73 105465.1),(74 103263.86),(75 106987.01),(76 109297.664),(77 105552.38),(78 105859.07),(79 105067.37),
(1 53024.645),(2 76130.266),(3 81069.53),(4 84777.984),(5 87728.03),(6 89706.6),(7 92461.8),(8 96886.39),(9 97279.64),(10 94140.74),(11 96134.69),(12 98946.2),(13 99084.2),(14 97906.98),(15 97125.96),(16 98536.16),(17 98191.98),(18 98270.76),(19 97982.49),(20 95042.35),(21 96304.56),(22 95125.58),(23 95766.195),(24 94281.74),(25 94484.625),(26 95378.336),(27 96435.75),(28 95732.61),(29 95058.34),(30 95090.414),(31 97600.125),(32 98017.35),(33 97306.63),(34 96748.445),(35 100062.484),(36 101602.45),(37 100419.555),(38 98805.586),(39 98872.17),(40 98699.27),(41 97129.42),(42 96912.96),(43 95407.914),(44 95045.65),(45 95765.1),(46 94646.74),(47 94537.82),(48 96190.11),(49 96641.445),(50 95439.24),(51 96594.95),(52 98457.39),(53 96874.945),(54 95083.2),(55 97194.74),(56 97478.02),(57 95956.67),(58 97625.52),(59 96523.87),(60 96757.586),(61 96039.52),(62 96642.31),(63 98107.414),(64 100662.18),(65 103344.97),(66 99432.09),(67 97574.31),(68 100590.2),(69 101163.16),(70 100179.7),(71 99550.42),(72 99346.19),(73 97822.44),(74 98339.17),(75 100071.7),(76 98145.766),(77 97771.72),(78 99531.49),(79 99122.695),
(1 51887.047),(2 75448.4),(3 79815.08),(4 82897.82),(5 83193.34),(6 85944.195),(7 88742.81),(8 91951.32),(9 96177.34),(10 96662.836),(11 95173.74),(12 96185.73),(13 94494.16),(14 91991.01),(15 92086.55),(16 93089.805),(17 94929.31),(18 94974.74),(19 94217.4),(20 94523.55),(21 94922.836),(22 92991.83),(23 93609.8),(24 90095.664),(25 88947.15),(26 89410.26),(27 89620.3),(28 89508.43),(29 88907.51),(30 89698.07),(31 93675.23),(32 95025.5),(33 95816.586),(34 94848.086),(35 94938.945),(36 94247.34),(37 94841.66),(38 96864.78),(39 94652.1),(40 93911.08),(41 92367.17),(42 91233.13),(43 92775.42),(44 92968.48),(45 92830.62),(46 92158.59),(47 94346.46),(48 91211.66),(49 90806.29),(50 90244.27),(51 91056.27),(52 91833.234),(53 92693.2),(54 95040.58),(55 95833.45),(56 94637.445),(57 93532.11),(58 94748.016),(59 93172.125),(60 94344.64),(61 95273.1),(62 94714.86),(63 95626.83),(64 96555.6),(65 96132.98),(66 97806.27),(67 99331.3),(68 98994.25),(69 96269.42),(70 95022.48),(71 95849.45),(72 96611.836),(73 97616.305),(74 99822),(75 97902.97),(76 96950.72),(77 94645.03),(78 97101.33),(79 96205.89),
